Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24)
4.3520617335288155e-12,0.002217192533333333,0.0915567593028733,0.0,0.006518692838732001,0.45153940997234343,1.884571165623548e-17,0.4569005443231702,3.0919183955576415e-26,2.4937101777683843e-38,3.8652353452166053e-22,7.684749140188121e-42,1.1017762198140518e-63,6.436767512922033e-06,1.498189597397507e-12,3.5539338225302186e-25,1.0205696559764715e-29,1.498170751686231e-12,6.80163587144609e-08,6.737768568941774e-27,3.5343655141228317e-19,3.0992861859586816e-19,7.834868447843941e-30,3.933781968667794e-35,2.6671743169137655e-41,4.2603599665970986e-41,4.741007244949795e-48,7.268051136245022e-92
4.432086402402168e-12,0.002217192533333333,0.0915567593028733,0.0,0.006518573943539723,0.45153935087852304,1.9544898993486234e-17,0.4569005436156463,3.3628918908700084e-26,2.7318983510974303e-38,4.161073330850913e-22,8.898557611115002e-42,1.3233359952317632e-63,6.554955153792823e-06,1.525710033669366e-12,3.720375716664101e-25,1.1053676244803919e-29,1.5256904887707712e-12,6.87238550831231e-08,7.117522596062084e-27,3.670944121707632e-19,3.214214997940941e-19,8.431968411740106e-30,4.309516452471434e-35,2.9774848032111296e-41,4.756129886762524e-41,5.591632491319257e-48,8.891160784675136e-92
4.512111071275521e-12,0.002217192533333333,0.0915567593028733,0.0,0.006518455068706062,0.45153929178822444,2.025681231123587e-17,0.4569005429214372,3.6515674781907665e-26,2.9879613589087174e-38,4.473664859128528e-22,1.0276823316077582e-41,1.5842125708846735e-63,6.673135750881257e-06,1.5532294660556558e-12,3.8906610010713555e-25,1.1954436765867452e-29,1.5532092092437629e-12,6.941803661530642e-08,7.511328284952909e-27,3.810227194439615e-19,3.3312312352651815e-19,9.062736985089507e-30,4.7134475989186166e-35,3.317281533112446e-41,5.299164863254452e-41,6.575252366592014e-48,1.0837334355700556e-91
4.592135740148874e-12,0.002217192533333333,0.0915567593028733,0.0,0.006518336214029081,0.4515392327014718,2.098145113241439e-17,0.4569005422402931,3.958696594973734e-26,3.2628882205711345e-38,4.803636714076564e-22,1.183827031649337e-41,1.8904885623575484e-63,6.791309256224398e-06,1.5807478947459328e-12,4.064752200383575e-25,1.2910153114637485e-29,1.5807269132952391e-12,7.009915321680044e-08,7.919444024771208e-27,3.952217927726625e-19,3.450334569682243e-19,9.728428133251616e-30,5.147135505715079e-35,3.688760100598943e-41,5.893012892461274e-41,7.709706571008846e-48,1.3163328477674092e-91
4.672160409022227e-12,0.002217192533333333,0.0915567593028733,0.0,0.006518217379311525,0.451539173618289,2.1718814980039932e-17,0.45690054157196863,4.285043143733737e-26,3.557703896447791e-38,5.151627430764233e-22,1.3603363895502883e-41,2.249054369162046e-63,6.909475621861955e-06,1.6082653199280454e-12,4.242609346608073e-25,1.392304015809183e-29,1.6082436011135245e-12,7.076745010297503e-08,8.342128365619614e-27,4.0969193610650727e-19,3.571524668228631e-19,1.0430319200573081e-29,5.612196962279815e-35,4.0942359903911086e-41,6.541418871237541e-41,9.014845965787969e-48,1.5934594647726793e-91
4.75218507789558e-12,0.002217192533333333,0.0915567593028733,0.0,0.006518098564360734,0.45153911453869994,2.2468903377217984e-17,0.45690054091622334,4.6313830836679127e-26,3.87346993700756e-38,5.5182872959377465e-22,1.5594437415679083e-41,2.667698395562016e-63,7.02763479983655e-06,1.6357817417881702e-12,4.424190055330776e-25,1.499535194113298e-29,1.6357592728852735e-12,7.142316788681385e-08,8.77964001827195e-27,4.2443343822078764e-19,3.6948011932336007e-19,1.1169710909750722e-29,6.110306473499157e-35,4.536148818883733e-41,7.248331791622841e-41,1.0512717778323924e-47,1.9226422876567e-91
4.832209746768933e-12,0.002217192533333333,0.0915567593028733,0.0,0.006517979768988568,0.45153905546272877,2.3231715847140602e-17,0.4569005402728211,4.99850401185712e-26,4.211285132297354e-38,5.904278348114056e-22,1.7835825948013271e-41,3.155205510639101e-63,7.145786742193945e-06,1.6632971605108537e-12,4.6094496020721415e-25,1.6129380966187338e-29,1.6632739287955088e-12,7.206654266529589e-08,9.232237853897683e-27,4.394465731228108e-19,3.820163802326117e-19,1.1947927360105826e-29,6.643197284045088e-35,5.017066645501033e-41,8.017912065037782e-41,1.22277641693055e-47,2.3125211868287944e-91
4.9122344156422856e-12,0.002217192533333333,0.0915567593028733,0.0,0.0065178609930113115,0.4515389963903994,2.4007251913085686e-17,0.45690053964153016,5.387204734682046e-26,4.572286161772656e-38,6.310274377151573e-22,2.0354006905557248e-41,3.7214643379930784e-63,7.263931400983295e-06,1.69081157627905e-12,4.798340998753604e-25,1.7327457450893513e-29,1.6907875690276614e-12,7.269780610415519e-08,9.700180903785262e-27,4.547316004480765e-19,3.947612148441711e-19,1.2766316024806285e-29,7.212662403253854e-35,5.539690354300551e-41,8.854538975819148e-41,1.4187034867885502e-47,2.772987718448025e-91
4.9922590845156384e-12,0.002217192533333333,0.0915567593028733,0.0,0.006517742236249595,0.4515389373217357,2.4795511098416252e-17,0.45690053902212324,5.79829483008621e-26,4.95764824448384e-38,6.736960923315434e-22,2.317774791881484e-41,4.3775839965480866e-63,7.3820687282573854e-06,1.7183249892741572e-12,4.990815070231688e-25,1.859194856499939e-29,1.7183001937636058e-12,7.33171855210503e-08,1.018372835906444e-26,4.702887658465089e-19,4.0771458798292147e-19,1.3626247747072025e-29,7.820555630560982e-35,6.106858105654371e-41,9.76281826394986e-41,1.6420414605111088e-47,3.315340965495433e-91
5.072283753388991e-12,0.002217192533333333,0.0915567593028733,0.0,0.00651762349852831,0.4515388782567618,2.5596492926579692e-17,0.45690053841437733,6.232594201315139e-26,5.368585789615793e-38,7.185035275854301e-22,2.633826219367669e-41,5.136020946075222e-63,7.500198676072865e-06,1.745837399676054e-12,5.186820530856886e-25,1.9925257647586978e-29,1.7458118031836979e-12,7.392490396717237e-08,1.06831395704275e-26,4.861183013589751e-19,4.2087646400574034e-19,1.4529116735398115e-29,8.468792581488704e-35,6.721549857836111e-41,1.0747589836833518e-40,1.8960866100276356e-47,3.952459715279983e-91
5.152308422262344e-12,0.002217192533333333,0.0915567593028733,0.0,0.00651750477967653,0.4515388191955016,2.6410196921107122e-17,0.45690053781807344,6.69093262275763e-26,5.806353047378367e-38,7.655206471105204e-22,2.9869371596380866e-41,6.010716624261138e-63,7.618321196490476e-06,1.7733488076631381e-12,5.386304061014199e-25,2.1329823405743017e-29,1.7733223974668112e-12,7.452118030732162e-08,1.1198674047849456e-26,5.022204257843194e-19,4.342468068021521e-19,1.5476340557828767e-29,9.159351714181899e-35,7.386891958342028e-41,1.1813935609957565e-40,2.1844689379687936e-47,4.698992375078381e-91
5.232333091135697e-12,0.002217192533333333,0.0915567593028733,0.0,0.006517386079527434,0.45153876013797906,2.7236622605612674e-17,0.45690053723299695,7.174149278511122e-26,6.272244760245158e-38,8.148195290142361e-22,3.380767771365741e-41,7.01724659646835e-63,7.736436241575288e-06,1.8008592134123576e-12,5.5892103836022195e-25,2.280811909579082e-29,1.8008319767903709e-12,7.510622929848101e-08,1.1730591460307194e-26,5.185953450371363e-19,4.47825579794971e-19,1.646936013531461e-29,9.89427535648856e-35,8.10616180477455e-41,1.2967187476283449e-40,2.511179823253802e-47,5.571566122067527e-91
5.31235776000905e-12,0.002217192533333333,0.0915567593028733,0.0,0.0065172673979182255,0.4515387010842182,2.8075769503792835e-17,0.4569005366589371,7.683092294288885e-26,6.767596814538116e-38,8.664734255985483e-22,3.819274113987862e-41,8.172981974762983e-63,7.854543763396928e-06,1.8283686170992496e-12,5.795482340407644e-25,2.4362651688195894e-29,1.82834054133039e-12,7.568026166691506e-08,1.2279151635497594e-26,5.352432524965032e-19,4.616127459409355e-19,1.7509639734184264e-29,1.0675670733580834e-34,8.882792575116358e-41,1.4212935404197055e-40,2.880601463415602e-47,6.589016882846621e-91
5.392382428882403e-12,0.002217192533333333,0.0915567593028733,0.0,0.006517148734690061,0.4515386420342428,2.8927637139425814e-17,0.45690053609568715,8.21861826328195e-26,7.293786892355502e-38,9.205567630382505e-22,4.3067269246686855e-41,9.497263899346828e-63,7.972643714029787e-06,1.8558770188979725e-12,6.00506096833211e-25,2.599596101725358e-29,1.8558480912615034e-12,7.62434841838216e-08,1.2844614559554573e-26,5.521643293458812e-19,4.756082677313302e-19,1.8598666957760646e-29,1.1505710996112676e-34,9.720378027223075e-41,1.5557035663847461e-40,3.2975381992858996e-47,7.772641841814313e-91
5.472407097755756e-12,0.002217192533333333,0.0915567593028733,0.0,0.006517030089687968,0.4515385829880771,2.9792225036370906e-17,0.45690053554304405,8.781591766583431e-26,7.852235123840667e-38,9.771451410181246e-22,4.847731269421053e-41,1.1011591913239834e-62,8.090736045553266e-06,1.8833844189813375e-12,6.217885575428462e-25,2.771061891666204e-29,1.8833546267569973e-12,7.679609973956368e-08,1.3427240376765174e-26,5.693587449043979e-19,4.89812107192602e-19,1.973795273715114e-29,1.238663624891009e-34,1.062267736736245e-40,1.7005619181697212e-40,3.767249810294011e-47,9.146476286617876e-91
5.5524317666291085e-12,0.002217192533333333,0.0915567593028733,0.0,0.006516911462760781,0.4515385239457449,3.0669532718567915e-17,0.4569005350008089,9.372884888777128e-26,8.444404739789158e-38,1.0363153323304078e-21,5.447247094660353e-41,1.273982709993347e-62,8.208820710051975e-06,1.910890817520846e-12,6.43389381670358e-25,2.9509228342078096e-29,1.9108601479888504e-12,7.733830741650818e-08,1.4027289389284578e-26,5.868266569497138e-19,5.042242258869643e-19,2.092903132124015e-29,1.3320754580190039e-34,1.159362018762799e-40,1.8565100023102673e-40,4.2954868713023047e-47,1.0737596712981216e-90
5.632456435502461e-12,0.002217192533333333,0.0915567593028733,0.0,0.006516792853761062,0.45153846490727007,3.1559559710036444e-17,0.45690053446878626,9.993376729286246e-26,9.071802724591636e-38,1.0981452824339192e-21,6.110610705825711e-41,1.4708410893791763e-62,8.32689765961595e-06,1.938396214686715e-12,6.653021769645302e-25,3.139442248174629e-29,1.938364655127756e-12,7.78703025604975e-08,1.4645022056850112e-26,6.045682120326707e-19,5.188445849129943e-19,2.2173460265911365e-29,1.431044309130399e-34,1.2637311472054677e-40,2.024218400273847e-40,4.888528264606663e-47,1.2576452230604326e-90
5.712481104375814e-12,0.002217192533333333,0.0915567593028733,0.0,0.006516674262545039,0.45153840587267674,3.246230553487545e-17,0.4569005339467844,1.0643952910071355e-25,9.735980469510074e-38,1.162714108976156e-21,6.843557200063223e-41,1.6946600514232015e-62,8.44496684634088e-06,1.965900610647918e-12,6.875204009431052e-25,3.3368863856284203e-29,1.9658681483431614e-12,7.839227685097955e-08,1.5280698996494273e-26,6.225835457839187e-19,5.336731449062217e-19,2.3472820422526387e-29,1.5358148927002042e-34,1.3758036671264444e-40,2.2043877422675767e-40,5.553220943472642e-47,1.4697226436667975e-90
5.792505773249167e-12,0.002217192533333333,0.0915567593028733,0.0,0.006516555688972528,0.4515383468419886,3.3377769717262576e-17,0.45690053343461545,1.1325505080259727e-25,1.043853442628473e-37,1.2301021012796442e-21,7.652243880324874e-41,1.9486722017188323e-62,8.563028222328302e-06,1.9934040055722043e-12,7.100373683776268e-25,3.5435243408698456e-29,1.9933706278032945e-12,7.890441836982162e-08,1.5934580982256718e-26,6.408727832127112e-19,5.487098660397085e-19,2.4828715925685358e-29,1.6466390306213735e-34,1.4960266845468947e-40,2.3977495937919906e-40,6.297022046356863e-47,1.7138232053936453e-90
5.87253044212252e-12,0.002217192533333333,0.0915567593028733,0.0,0.006516437132906866,0.45153828781523,3.430595178145365e-17,0.4569005329320946,1.20389304182807e-25,1.1181106761069342e-37,1.3003907197937685e-21,8.543274678594186e-41,2.2364442001064587e-62,8.681081739685816e-06,2.0209063996261395e-12,7.328462587381046e-25,3.7596279585695845e-29,2.0208720936751945e-12,7.940691166883273e-08,1.6606928944895278e-26,6.594360389980553e-19,5.639547080246198e-19,2.6242774180294686e-29,1.763775755334143e-34,1.6248663875657056e-40,2.605067354920899e-40,7.128043463778234e-47,1.99423407666919e-90
5.952555110995873e-12,0.002217192533333333,0.0915567593028733,0.0,0.006516318594214856,0.4515382287924245,3.524685125178208e-17,0.45690053243904094,1.278513113207398e-25,1.196538600869205e-37,1.373662595513277e-21,9.523725616305853e-41,2.5619059049336832e-62,8.7991273505273e-06,2.0484077929751308e-12,7.559401235933779e-25,3.985471741134475e-29,2.048372546124746e-12,7.98999378360186e-08,1.7298003971595996e-26,6.782734177723965e-19,5.794076301107906e-19,2.771664584796571e-29,1.887491413006225e-34,1.7628085742794417e-40,2.827137172287139e-40,8.055098962655088e-47,2.315745082992285e-90
6.032579779869226e-12,0.002217192533333333,0.0915567593028733,0.0,0.006516200072766686,0.45153816977359634,3.620046765265839e-17,0.45690053195527675,1.3565013957929172e-25,1.2793107727239455e-37,1.4500015293646191e-21,1.060117133038156e-40,2.929381603818371e-62,8.917165006973081e-06,2.075908185783456e-12,7.793118939631175e-25,4.2213327554129807e-29,2.0758719853167004e-12,8.038367456059316e-08,1.8008067305682103e-26,6.973850143980193e-19,5.950685910872805e-19,2.925200483276783e-29,2.01805976676346e-34,1.9103591874862222e-40,3.064788863753601e-40,9.087753975811797e-47,2.683699517549621e-90
6.112604448742579e-12,0.002217192533333333,0.0915567593028733,0.0,0.006516081568435874,0.45153811075876926,3.716680050856968e-17,0.45690053148062754,1.4379489658506712e-25,1.3666055152961326e-37,1.5294924915612237e-21,1.1783712693657773e-40,3.3436234485026154e-62,9.035194661150174e-06,2.1034075782142914e-12,8.029543876174432e-25,4.467490538843178e-29,2.1033704114147116e-12,8.08582961967697e-08,1.873738034632212e-26,7.167709142363349e-19,6.109375492829245e-19,3.085054826635851e-29,2.1557620999705153e-34,2.0680448561562493e-40,3.3188868557486216e-40,1.0236378167281847e-46,3.1040492893636385e-90
6.1926291176159315e-12,0.002217192533333333,0.0915567593028733,0.0,0.006515963081099206,0.45153805174796724,3.8145849344079127e-17,0.4569005310149224,1.5229472520580652e-25,1.4586059855493372e-37,1.6122216209288126e-21,1.308000555883369e-40,3.8098472162658323e-62,9.153216265192463e-06,2.1309059704297447e-12,8.268603163201997e-25,4.7242270051451193e-29,2.1308678245813603e-12,8.132397382635508e-08,1.9486204648236886e-26,7.364311934102255e-19,6.270144625668745e-19,3.2513996492512134e-29,2.3008873195612265e-34,2.2364134436516705e-40,3.5903311332444533e-40,1.1512200886993702e-46,3.5834147129091304e-90
6.272653786489284e-12,0.002217192533333333,0.0915567593028733,0.0,0.00651584461063667,0.4515379927412142,3.913761368382546e-17,0.4569005305579934,1.6115879853034993e-25,1.555500239339553e-37,1.69827622420178e-21,1.4499290655418594e-40,4.333770525377004e-62,9.271229771240886e-06,2.158403362590876e-12,8.510222930119924e-25,4.99182634965813e-29,2.1583642249781844e-12,8.178087532016861e-08,2.0254801921405684e-26,7.563659190596145e-19,6.432992883491351e-19,3.424409305106866e-29,2.453732059418183e-34,2.4160346026784816e-40,3.880058202357224e-40,1.292736963142076e-46,4.12914925990584e-90
6.352678455362637e-12,0.002217192533333333,0.0915567593028733,0.0,0.006515726156931397,0.45153793373853407,4.0142093052522526e-17,0.45690053010967585,1.703963148563492e-25,1.657481297000326e-37,1.7877447752916574e-21,1.6051424669507682e-40,4.921653637211039e-62,9.389235131443654e-06,2.1858997548577285e-12,8.754328389291479e-25,5.270574954422127e-29,2.1858596127657014e-12,8.222916539830874e-08,2.104343403077137e-26,7.7657514959041815e-19,6.597919835810936e-19,3.604260466132248e-29,2.6146007838011416e-34,2.607500336953143e-40,4.189042065546473e-40,1.4495011629807137e-46,4.749409611445111e-90
6.43270312423599e-12,0.002217192533333333,0.0915567593028733,0.0,0.006515607719869604,0.4515378747399509,4.1159286974958826e-17,0.4569005296698081,1.8001649269084566e-25,1.7647472089589208e-37,1.880716914528638e-21,1.7746912536563838e-40,5.580342982934218e-62,9.507232297956415e-06,2.2133951473893573e-12,9.000843906548376e-25,5.56076129310058e-29,2.2133539881034407e-12,8.266900568928819e-08,2.1852362995944517e-26,7.970589349170459e-19,6.764925047560413e-19,3.791132120487146e-29,2.783805890823869e-34,2.8114255695665983e-40,4.518295209392071e-40,1.622929867864713e-46,5.453231366758929e-90
6.512727793109343e-12,0.002217192533333333,0.0915567593028733,0.0,0.006515489299340533,0.4515378157454884,4.218919497599704e-17,0.45690052923823143,1.9002856576872239e-25,1.8775011213832716e-37,1.9772834478771054e-21,1.959694097773021e-40,6.317317558080163e-62,9.625221222942466e-06,2.2408895403438493e-12,9.249693070986727e-25,5.862675835841174e-29,2.240847351149966e-12,8.310055478805934e-08,2.2681850990906672e-26,8.1781731669859605e-19,6.9340080790968955e-19,3.985205570794498e-29,2.9616678159789964e-34,3.0284487180283356e-40,4.868869604926024e-40,1.814551535019723e-46,6.250610783807575e-90
6.592752461982696e-12,0.002217192533333333,0.0915567593028733,0.0,0.00651537089523639,0.4515377567551706,4.3231816580573606e-17,0.45690052881479043,2.0044177809393347e-25,1.9959513418594644e-37,2.0775363461260826e-21,2.1613413310544157e-40,7.140738333892494e-62,9.74320185857293e-06,2.268382933878353e-12,9.500798764011612e-25,6.176610954168526e-29,2.2683397020629e-12,8.352396831295062e-08,2.3532160343712577e-26,8.388503285689031e-19,7.105168486206815e-19,4.186664432322941e-29,3.148515135710489e-34,3.2592322759731634e-40,5.241857720496426e-40,2.0260130703936094e-46,7.152592946466206e-90
6.672777130856049e-12,0.002217192533333333,0.0915567593028733,0.0,0.006515252507452304,0.4515376977690214,4.428715131369826e-17,0.4569005283993323,2.11265379008302e-25,2.1203114050994866e-37,2.181568744055474e-21,2.380898556526804e-40,8.059500840004886e-62,9.861174157026934e-06,2.2958753281491043e-12,9.75408322759494e-25,6.502860826001709e-29,2.2958310409989523e-12,8.393939896153414e-08,2.4403553536191482e-26,8.601579963605829e-19,7.278405820110944e-19,4.395694631120912e-29,3.34468467103331e-34,3.5044634015133336e-40,5.6383935471404996e-40,2.2590873633059042e-46,8.17136677344946e-90
6.7528017997294016e-12,0.002217192533333333,0.0915567593028733,0.0,0.0065151341358862525,0.45153763878706465,4.5355198700453656e-17,0.45690052799170716,2.2250861829256453e-25,2.25080013867899e-37,2.2894749395789736e-21,2.6197103938395312e-40,9.083291078865347e-62,9.979138070491815e-06,2.3233667233114483e-12,1.000946813171212e-24,6.841721340887461e-29,2.3233213681139454e-12,8.434699656544478e-08,2.5296293203647544e-26,8.817403383232192e-19,7.453719627469404e-19,4.6124844021039946e-29,3.550521591199878e-34,3.764854512218648e-40,6.059653636443493e-40,2.515681198130006e-46,9.320367305245649e-90
6.8328264686027544e-12,0.002217192533333333,0.0915567593028733,0.0,0.006515015780439023,0.45153757980932435,4.643595826599494e-17,0.45690052759176814,2.3418074130422186e-25,2.3876417288048058e-37,2.4013503928644337e-21,2.879204361523272e-40,1.0222644938290637e-61,1.009709355116327e-05,2.3508571195198633e-12,1.0266874640924003e-24,7.19349000553821e-29,2.350810683562832e-12,8.474690814417047e-08,2.6210642134559226e-26,9.03597365335835e-19,7.63110945038658e-19,4.8372242870971983e-29,3.7663795174128966e-34,4.04114388670718e-40,6.506858150859897e-40,2.7978435568614995e-46,1.0614385727257428e-89
6.912851137476107e-12,0.002217192533333333,0.0915567593028733,0.0,0.00651489744101415,0.45153752083582427,4.752942953554936e-17,0.4569005271993708,2.462909841566402e-25,2.5310657861119616e-37,2.5172917254325224e-21,3.1608948993800127e-40,1.1489011274660686e-61,1.0215040551245558e-05,2.3783465169279898e-12,1.0526223480071453e-24,7.558465849762066e-29,2.3782989874997256e-12,8.513927795783291e-08,2.714686327027779e-26,9.257290811137859e-19,7.810574826416008e-19,5.070107132833754e-29,3.9926206265841615e-34,4.334096272829212e-40,6.981271926473234e-40,3.107774326753539e-46,1.2069687610082894e-89
6.99287580634946e-12,0.002217192533333333,0.0915567593028733,0.0,0.006514779117517865,0.45153746186658844,4.863561203441589e-17,0.4569005268143737,2.5884856894372083e-25,2.68130741148993e-37,2.637396719234412e-21,3.4663875342628566e-40,1.2894818845533232e-61,1.0332979022951672e-05,2.405834915688645e-12,1.0787434999050728e-24,7.936949332870105e-29,2.4057862800779195e-12,8.552424755897736e-08,2.8105219704724874e-26,9.481354824102072e-19,7.992115288565199e-19,5.311328088911998e-29,4.229615755138908e-34,4.644503502427e-40,7.484205548170474e-40,3.4478334275312163e-46,1.3704139871440228e-89
7.072900475222813e-12,0.002217192533333333,0.0915567593028733,0.0,0.006514660809859057,0.4515374029016407,4.9754505287964827e-17,0.4569005264366379,2.7186269901433586e-25,2.8386072619378516e-37,2.761764315709257e-21,3.797383192537577e-40,1.445354727687701e-61,1.0450908918503506e-05,2.433322315953852e-12,1.1050429236639075e-24,8.329242250644107e-29,2.4332725614499124e-12,8.59019558433909e-08,2.908597468408908e-26,9.708165592121506e-19,8.175730365300422e-19,5.561084605711861e-29,4.477744502865318e-34,4.973185112652958e-40,8.017016437206873e-40,3.820550373031258e-46,1.5537346988658985e-89
7.152925144096166e-12,0.002217192533333333,0.0915567593028733,0.0,0.006514542517949198,0.45153734394100487,5.088610882163744e-17,0.45690052606602716,2.8534255430059927e-25,3.0032116164484836e-37,2.8904946148221723e-21,4.155682662551495e-40,1.6179802256689848e-61,1.056883019013204e-05,2.4608087178748633e-12,1.1315125983340695e-24,8.73564764294603e-29,2.460757831767429e-12,8.627253909996642e-08,3.008939160652176e-26,9.937722949315407e-19,8.361419580551428e-19,5.819576432272353e-29,4.737395336808736e-34,5.3209889738288634e-40,8.581109951136871e-40,4.228634282451268e-46,1.759079701595281e-89
7.232949812969519e-12,0.002217192533333333,0.0915567593028733,0.0,0.006514424241702324,0.45153728498470486,5.203042216094568e-17,0.4569005257024077,2.9929728670391505e-25,3.175372441920603e-37,3.023688874083405e-21,4.5431912104688035e-40,1.808939515348698e-61,1.0686742790077507e-05,2.4882941216021755e-12,1.1581444843224423e-24,9.156469702048233e-29,2.4882420911814415e-12,8.663613105963101e-08,3.111573402183174e-26,1.0170026665910657e-18,8.5491824537161365e-19,6.087005614131496e-29,5.008965695210219e-34,5.688791923828623e-40,9.177940496086454e-40,4.67498435673393e-46,1.9888017986871356e-89
7.312974481842872e-12,0.002217192533333333,0.0915567593028733,0.0,0.0065143059810349605,0.4515372260327647,5.318744483147174e-17,0.4569005253456483,3.137360155426149e-25,3.3553474590996007e-37,3.1614495075493652e-21,4.961923352864924e-40,2.019942726501688e-61,1.0804646670589556e-05,2.515778527285558e-12,1.1849305294725466e-24,9.592013681761467e-29,2.5157253398421934e-12,8.69928629433559e-08,3.216526563117922e-26,1.0405076450051413e-18,8.73901849966527e-19,6.363576491130044e-29,5.292862091488971e-34,6.077500408967219e-40,9.80901265134223e-40,5.162700835956272e-46,2.2454745309424116e-89
7.392999150716225e-12,0.002217192533333333,0.0915567593028733,0.0,0.0065141877358660906,0.45153716708520797,5.435717635886775e-17,0.4569005249956203,3.2866782306486457e-25,3.5434002085460155e-37,3.3038800848061657e-21,5.414007789505714e-40,2.2528378909588022e-61,1.0922541783927424e-05,2.543261935074071e-12,1.2118626750384627e-24,1.004258580743532e-28,2.5432075778992194e-12,8.734286350926537e-08,3.323825028676869e-26,1.0642871949560563e-18,8.930927228746957e-19,6.649495695180261e-29,5.58950021826827e-34,6.488051131378324e-40,1.0475882306232267e-39,5.695096453942034e-46,2.5319100789396305e-89
7.473023819589577e-12,0.002217192533333333,0.0915567593028733,0.0,0.006514069506117105,0.4515371081420588,5.553961626885551e-17,0.45690052465219716,3.441017500303853e-25,3.739800116631751e-37,3.451085329936287e-21,5.901692499770542e-40,2.5096203579572615e-61,1.1040428082360109e-05,2.5707443451160842e-12,1.238932861549953e-24,1.0508493186903695e-28,2.570688805501364e-12,8.768625909886138e-08,3.4334951991541086e-26,1.0883412753654213e-18,9.12490814679128e-19,6.944972148001065e-29,5.8993050514444525e-34,6.921411702863195e-40,1.1180157809273547e-39,6.2757084066666294e-46,2.8511783946357726e-89
7.55304848846293e-12,0.002217192533333333,0.0915567593028733,0.0,0.006513951291711754,0.4515370492033409,5.673476408722612e-17,0.4569005243152552,3.6004679136440254e-25,3.94482256156368e-37,3.603171120468975e-21,6.427350006211277e-40,2.7924427383992804e-61,1.1158305518166525e-05,2.5982257575593022e-12,1.2661330345663493e-24,1.0990043722445525e-28,2.5981690227968063e-12,8.802317368238089e-08,3.5455634898864826e-26,1.1126698394610333e-18,9.320960755114788e-19,7.250217058820695e-29,6.222710954298566e-34,7.37858130519337e-40,1.1923501129560792e-39,6.908310851378837e-46,3.206627631682073e-89
7.633073157336283e-12,0.002217192533333333,0.0915567593028733,0.0,0.006513833092576105,0.4515369902690781,5.794261933983968e-17,0.4569005239846724,3.7651189188709793e-25,4.158748939434433e-37,3.7602444863149286e-21,6.9934828087721114e-40,3.1036254014594326e-61,1.127617404363567e-05,2.62570617255078e-12,1.2934551503168826e-24,1.1487546023828719e-28,2.625648229933074e-12,8.835372890330139e-08,3.660056331222613e-26,1.1372728349392694e-18,9.519084550524977e-19,7.565443922048109e-29,6.560161781650239e-34,7.860591356849674e-40,1.2707629030371198e-39,7.596927953721439e-46,3.601905946995413e-89
7.713097826209636e-12,0.002217192533333333,0.0915567593028733,0.0,0.006513714908638497,0.4515369313392944,5.916318155262497e-17,0.4569005236603297,3.9350594212170265e-25,4.381866730300037e-37,3.92241360868588e-21,7.6027289932279e-40,3.445667547747218e-61,1.1394033611066781e-05,2.6531855902369458e-12,1.3208911812252497e-24,1.2001309322502907e-28,2.65312642705707e-12,8.867804412201156e-08,3.7770001684918314e-26,1.1621502041231218e-18,9.719279025324719e-19,7.890868514914236e-29,6.912110984053367e-34,8.36850618618005e-40,1.3534314254959444e-39,8.34584750049438e-46,4.0409847493227865e-89
7.793122495082989e-12,0.002217192533333333,0.0915567593028733,0.0,0.006513596739829501,0.4515368724140136,6.039645025157932e-17,0.45690052334210984,4.110377741842325e-25,4.614469564284216e-37,4.0897878189995514e-21,8.257868017431372e-40,3.8212588840135144e-61,1.1511884172769502e-05,2.680664010763616e-12,1.3484331213163194e-24,1.2531643387004274e-28,2.680603614315086e-12,8.899623645866226e-08,3.896421461973032e-26,1.1873018841159725e-18,9.921543667316666e-19,8.226708895084152e-29,7.279021712033214e-34,8.903423710958774e-40,1.4405386724517287e-39,9.159635096068697e-46,4.528183473836974e-89
7.873147163956342e-12,0.002217192533333333,0.0915567593028733,0.0,0.006513478586081877,0.45153681349325936,6.164242496276808e-17,0.4569005230298979,4.291161577577284e-25,4.856857287709015e-37,4.262477597770534e-21,8.96182667899201e-40,4.233291925188213e-61,1.162972568106404e-05,2.7081414342760198e-12,1.3760729915030166e-24,1.3078858439633366e-28,2.7080797918528225e-12,8.93084208352128e-08,4.0183466868634206e-26,1.2127278069512207e-18,1.0125877959807625e-18,8.573185398241232e-29,7.661366920364456e-34,9.466476124329518e-40,1.5322734748271802e-39,1.0043148960827406e-45,5.0681959652083294e-89
7.953171832829695e-12,0.002217192533333333,0.0915567593028733,0.0,0.006513360447330527,0.4515367545770557,6.290110521232457e-17,0.45690052272358134,4.477497961537235e-25,5.1093360292515584e-37,4.440594573487609e-21,9.717685268041822e-40,4.6848749503514744e-61,1.1747558088281309e-05,2.7356178609188103e-12,1.4038028447515134e-24,1.364326507446422e-28,2.735554959815409e-12,8.96147100166887e-08,4.142802333247187e-26,1.2384278997378614e-18,1.033228138161288e-18,8.930520635644299e-29,8.05962947238982e-34,1.0058830587114748e-39,1.628830624569629e-39,1.1001555350380826e-45,5.666118555112537e-89
