Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24)
1.2594602627484161e-11,0.002217192533333333,0.0915567593028733,0.0,0.006506532728431125,0.4515333460355798,1.5762755429546493e-16,0.4569005120892256,2.723176111056537e-24,5.120274463122158e-36,2.8468361931958807e-20,3.8268610483573607e-38,4.670704835787174e-59,1.8564641040094403e-05,4.327549712747468e-12,2.9354787373517145e-24,8.620009913990386e-28,4.327392085198667e-12,1.0024747383259959e-07,1.6604831926443363e-25,3.1937937548228824e-18,2.5823807684169192e-18,5.702336573447322e-28,8.076538953791457e-33,1.5764107841839878e-38,2.6128274473411556e-38,6.878635576473731e-44,8.96413942788845e-87
1.2674627296357514e-11,0.002217192533333333,0.0915567593028733,0.0,0.006506415417977757,0.4515332874298133,1.5963502490768996e-16,0.4569005119903327,2.786111922828503e-24,5.2855611767513086e-36,2.92048869239197e-20,4.0250941746627093e-38,4.976099501018942e-59,1.8681852573126816e-05,4.3549675677573776e-12,2.957574105695272e-24,8.830825529056125e-28,4.354807932738046e-12,1.0034633933465737e-07,1.6925987591757365e-25,3.2354226118413364e-18,2.615120785058529e-18,5.849578845576026e-28,8.337249962104091e-33,1.6371624607410734e-38,2.7145160927171395e-38,7.281181803283538e-44,9.611217098980895e-87
1.283467663410422e-11,0.002217192533333333,0.0915567593028733,0.0,0.006506180838565445,0.4515331702362083,1.636879973356742e-16,0.4569005117981852,2.914591036944199e-24,5.628957436215862e-36,3.0720649418854205e-20,4.448630328702746e-38,5.641342901900579e-59,1.8916239783058172e-05,4.409800311784962e-12,3.0011340987130437e-24,9.262815662469654e-28,4.409636623793367e-12,1.0053843205418093e-07,1.7580763760085467e-25,3.319473593955034e-18,2.6812096767378698e-18,6.152581965708773e-28,8.878896985834753e-33,1.7645092350561844e-38,2.9277995031712746e-38,8.149531503225602e-44,1.1034337157209355e-86
1.2978721038076256e-11,0.002217192533333333,0.0915567593028733,0.0,0.006505969764462136,0.4515330647825298,1.6737902552141815e-16,0.45690051163148826,3.0332015634883256e-24,5.953082238698343e-36,3.213451256308443e-20,4.862574477573072e-38,6.307333123198489e-59,1.9127147140161432e-05,4.45914640091189e-12,3.0396124282868327e-24,9.663551515165827e-28,4.4589790218922585e-12,1.0070507957093925e-07,1.8184421855860114e-25,3.3960226521356143e-18,2.7413833451759792e-18,6.435191633439269e-28,9.39014575775652e-33,1.8860517150716944e-38,3.1315110136259583e-38,9.008386188450894e-44,1.2476090739608027e-86
1.3122765442048293e-11,0.002217192533333333,0.0915567593028733,0.0,0.006505758735310772,0.451532959348476,1.7111112212932422e-16,0.4569005114704937,3.1546410007772626e-24,6.291990146671681e-36,3.359653691513184e-20,5.309767662768337e-38,7.043222303273063e-59,1.933801524767265e-05,4.508489288273249e-12,3.0773970809570633e-24,1.0075752068244537e-27,4.5083181771571635e-12,1.00866024742676e-07,1.88018492373433e-25,3.473426068802731e-18,2.8022136883844153e-18,6.727405116391919e-28,9.924711305364686e-33,2.0144660621447955e-38,3.346888420435715e-38,9.946652156485703e-44,1.4087031784103117e-86
1.3266809846020329e-11,0.002217192533333333,0.0915567593028733,0.0,0.006505547751192426,0.45153285393418313,1.7488428442002962e-16,0.45690051131501036,3.278914352427912e-24,6.646182462153508e-36,3.5107793545669985e-20,5.792466029594913e-38,7.85545110660488e-59,1.954884383329351e-05,4.55782897465257e-12,3.1144832390762943e-24,1.0499559379179803e-27,4.5576540903743484e-12,1.010214587903652e-07,1.9433205637314727e-25,3.551682601324252e-18,2.863700236595387e-18,7.0294352366183265e-28,1.0483384256219503e-32,2.1500575626903788e-38,3.5744586871949213e-38,1.0970667261437765e-43,1.5884811919553425e-86
1.3410854249992366e-11,0.002217192533333333,0.0915567593028733,0.0,0.0065053368121943955,0.4515327485397874,1.7869850965483337e-16,0.4569005111648533,3.40602552912636e-24,7.016171754502027e-36,3.666936462120164e-20,6.313051231445299e-38,8.750972979086803e-59,1.975963262492187e-05,4.607165460834574e-12,3.1508671854525205e-24,1.0935114317636986e-27,4.606986762331275e-12,1.0117156652320577e-07,2.0078650920971618e-25,3.63079099958721e-18,2.92584251559845e-18,7.341497000859791e-28,1.1066973005435175e-32,2.2931414233183663e-38,3.8147662937055154e-38,1.2087196663789049e-43,1.788869997453137e-86
1.3554898653964402e-11,0.002217192533333333,0.0915567593028733,0.0,0.00650512591840997,0.45153264316542446,1.8255379509569685e-16,0.45690051101984397,3.5359773858556255e-24,7.402481987571475e-36,3.8282343375615026e-20,6.874035898295742e-38,9.737288640131484e-59,1.9970381350653516e-05,4.656498747605268e-12,3.1865462686797083e-24,1.1382556616315065e-27,4.656316193816687e-12,1.0131652655377447e-07,2.0738345085233814e-25,3.710750006325239e-18,2.9886400467479143e-18,7.663807594530586e-28,1.1676303916086139e-32,2.444042975565395e-38,4.068373610059301e-38,1.33034564212581e-43,2.011970982568795e-86
1.3698943057936438e-11,0.002217192533333333,0.0915567593028733,0.0,0.0065049150699382306,0.4515325378112305,1.8645013800524535e-16,0.4569005108798097,3.6687717600462684e-24,7.805648646891833e-36,3.994783408163784e-20,7.478069281041067e-38,1.0822482507400275e-58,2.0181089738783965e-05,4.705828835752032e-12,3.2215188673575947e-24,1.1842024924098524e-27,4.705642385620703e-12,1.0145651150586423e-07,2.141244825804636e-25,3.79155835742395e-18,3.0520923469702773e-18,7.996586375682461e-28,1.2312221519648371e-32,2.603097882529683e-38,4.335861274213202e-38,1.4627138116809866e-43,2.2600736940133867e-86
1.3842987461908475e-11,0.002217192533333333,0.0915567593028733,0.0,0.006504704266883845,0.4515324324773409,1.903875356467689e-16,0.45690051074458365,3.8044095104833796e-24,8.226218866870295e-36,4.1666952022191585e-20,8.127943071569966e-38,1.2015261102290554e-58,2.03917575178102e-05,4.755155726063706e-12,3.255784353382499e-24,1.2313656861202418e-27,4.754965338534899e-12,1.0159168821540223e-07,2.210112069767961e-25,3.873214782206021e-18,3.116198928771698e-18,8.340054868950559e-28,1.2975588716471783e-32,2.770652347126241e-38,4.617828572959956e-38,1.6066434532719863e-43,2.5356703890509098e-86
1.3987031865880511e-11,0.002217192533333333,0.0915567593028733,0.0,0.006504493509356871,0.4515323271638916,1.9436598528422358e-16,0.4569005106140046,3.942890556877768e-24,8.664751558013674e-36,4.3440823461643526e-20,8.826597405490791e-38,1.3324993553929898e-58,2.0602384416432423e-05,4.8044794193306735e-12,3.289343054404166e-24,1.2797589076157423e-27,4.804285053352395e-12,1.0172221792449317e-07,2.28045227920269e-25,3.9557180036963466e-18,3.180959300245494e-18,8.69443675948049e-28,1.3667286976282186e-32,2.9470633219879817e-38,4.914893826356873e-38,1.7630066423986235e-43,2.8414715489284766e-86
1.4131076269852548e-11,0.002217192533333333,0.0915567593028733,0.0,0.006504282797472566,0.4515322218710181,1.9838548418223312e-16,0.45690051048791674,4.0842139199428316e-24,9.121817534169304e-36,4.5270585616957523e-20,9.577127048639279e-38,1.4761754267967032e-58,2.081297016355579e-05,4.85379991634495e-12,3.322196215619672e-24,1.32939573043363e-27,4.8536015308679404e-12,1.0184825646894972e-07,2.352281505789969e-25,4.039066738868736e-18,3.2463729650796846e-18,9.059957886836934e-28,1.4388216538709238e-32,3.1326987211719154e-38,5.227694775538554e-38,1.9327310411341083e-43,3.180422395815352e-86
1.4275120673824584e-11,0.002217192533333333,0.0915567593028733,0.0,0.00650407213135121,0.45153211659885567,2.0244602960608982e-16,0.45690051036616947,4.2283777618475035e-24,9.597999639782777e-36,4.7157386628743355e-20,1.03827877708047e-37,1.6336367851029318e-58,2.1023514488292107e-05,4.903117217900244e-12,3.354345961042517e-24,1.3802896427783166e-27,4.9029147718779785e-12,1.0196995445954663e-07,2.425615814032041e-25,4.123259698875116e-18,3.3124394225645632e-18,9.436846238893414e-28,1.5139296613837396e-32,3.3279376335966685e-38,5.55688897389141e-38,2.1168028028376763e-43,3.5557204676227814e-86
1.441916507779662e-11,0.002217192533333333,0.0915567593028733,0.0,0.006503861511117918,0.45153201134753984,2.0654761882175647e-16,0.4569005102486171,4.3753794269185934e-24,1.0093892877170561e-35,4.910238553220436e-20,1.1247002909792332e-37,1.806045638094738e-58,2.1234017119961553e-05,4.952431324792049e-12,3.385795254382258e-24,1.4324540536108825e-27,4.9522247771807385e-12,1.0208745745723047e-07,2.50047128118127e-25,4.2082955892582995e-18,3.3791581676003092e-18,9.825331945703296e-28,1.5921465582777074e-32,3.5331705381022223e-38,5.903154181561037e-38,2.3162695954872318e-43,3.970834304345815e-86
1.4563209481768656e-11,0.002217192533333333,0.0915567593028733,0.0,0.0065036509369024815,0.4515319061172058,2.1069024909586742e-16,0.4569005101351191,4.525215482482364e-24,1.0610104533805904e-35,5.110675222798248e-20,1.2173370129883122e-37,1.994648912411678e-58,2.1444477788094353e-05,5.001742237817706e-12,3.416547859651526e-24,1.4859022988247565e-27,5.001531547576295e-12,1.0220090614245466e-07,2.576863997168944e-25,4.294173110149108e-18,3.4465286907046337e-18,1.0225647273352025e-27,1.6735681198253242e-32,3.74879952018468e-38,6.267188763285562e-38,2.5322437474326024e-43,4.4295233057243046e-86
1.470725388574069e-11,0.002217192533333333,0.0915567593028733,0.0,0.006503440408839196,0.4515318009079886,2.1487391769573043e-16,0.4569005100255395,4.6778817597349726e-24,1.1147254309616346e-35,5.317166745290002e-20,1.3165668378410857e-37,2.2007834800733758e-58,2.165489622243245e-05,5.051049957776478e-12,3.4466083016175964e-24,1.5406476474867787e-27,5.050835083866643e-12,1.0231043647882623e-07,2.654810064533826e-25,4.380890956448603e-18,3.5145504780204725e-18,1.063802661779036e-27,1.7582920785208815e-32,3.9752384904456273e-38,6.649712089539436e-38,2.7659055192242404e-43,4.935858820801907e-86
1.4851298289712725e-11,0.002217192533333333,0.0915567593028733,0.0,0.006503229927066698,0.45153169572002333,2.1909862188932833e-16,0.45690050991974684,4.8333733945334814e-24,1.1705974444290995e-35,5.529832275059723e-20,1.4227865044052397e-37,2.4258816500331122e-58,2.1865272152931178e-05,5.100354485469613e-12,3.475981826213683e-24,1.596703308123098e-27,5.100135386855761e-12,1.0241617987125482e-07,2.73432559835047e-25,4.468447817996285e-18,3.583223011323711e-18,1.1062706498648209e-27,1.8464181441419983e-32,4.2129134046921055e-38,7.05146494096825e-38,3.0185065051895915e-43,5.49424653225197e-86
1.499534269368476e-11,0.002217192533333333,0.0915567593028733,0.0,0.006503019491727823,0.451531590553445,2.2336435894532043e-16,0.45690050981761404,4.991684868001519e-24,1.2286909844595868e-35,5.74879204420651e-20,1.5364123320280605e-37,2.671476935159765e-58,2.2075605309760894e-05,5.149655821700417e-12,3.5046743610225804e-24,1.6540824350296075e-27,5.149432457349688e-12,1.0251826331879993e-07,2.815426726157296e-25,4.556842379725035e-18,3.652545768030955e-18,1.1499925553029324e-27,1.9380480238120605e-32,4.462262485654491e-38,7.473209916091171e-38,3.291373168402856e-43,6.1094502001976254e-86
1.5139387097656795e-11,0.002217192533333333,0.0915567593028733,0.0,0.006502809102969439,0.4515314854083882,2.276711261330443e-16,0.45690050971901847,5.1528100468502724e-24,1.2890718211695414e-35,5.974167359607265e-20,1.6578809777562848e-37,2.939210105457676e-58,2.2285895423308608e-05,5.1989539672743036e-12,3.5326924759383634e-24,1.7127981345877357e-27,5.1987262961565686e-12,1.026168095623982e-07,2.8981295878844356e-25,4.646073321803523e-18,3.722518221207336e-18,1.1949924529286631e-27,2.0332854420632854e-32,4.723736446349992e-38,7.915731842249908e-38,3.585910512812552e-43,6.786616833195506e-86
1.528343150162883e-11,0.002217192533333333,0.0915567593028733,0.0,0.006502598760942317,0.45153138028498774,2.32018920722518e-16,0.4569005096238416,5.316742223322013e-24,1.351807016847858e-35,6.206080599948759e-20,1.7876502147997858e-37,3.230835538721265e-58,2.2496142224179644e-05,5.24824892299887e-12,3.560043344104824e-24,1.7728634715675276e-27,5.248016904086729e-12,1.0271193722764043e-07,2.9824503357813367e-25,4.736139319766815e-18,3.793139839574369e-18,1.2412946280777698e-27,2.132236160900128e-32,4.997798715086558e-38,8.37983818978524e-38,3.9036058963952805e-43,7.53130335692455e-86
1.5427475905600865e-11,0.002217192533333333,0.0915567593028733,0.0,0.006502388465800983,0.45153127518337827,2.364077399844413e-16,0.4569005095319685,5.4834741546690506e-24,1.4169649386887482e-35,6.444655212748965e-20,1.9261997326130516e-37,3.548227880159907e-58,2.270634544319919e-05,5.297540689683943e-12,3.586734703223314e-24,1.834291475400901e-27,5.297304281952725e-12,1.028037609627602e-07,3.0684051343441407e-25,4.827039044635813e-18,3.864410087517843e-18,1.288923575960049e-27,2.2350079998627418e-32,5.284925662070204e-38,8.866359489422774e-38,4.246032989288516e-43,8.349504853981786e-86
1.55715203095729e-11,0.002217192533333333,0.0915567593028733,0.0,0.006502178217703586,0.45153117010369415,2.408375811901978e-16,0.4569005094432887,5.652998102085745e-24,1.4846152715247166e-35,6.690015711367535e-20,2.0740319589664544e-37,3.893389022815274e-58,2.2916504811413973e-05,5.346829268141638e-12,3.612774817317694e-24,1.897095146408729e-27,5.346588430569401e-12,1.0289239157199401e-07,3.1560101602428135e-25,4.918771163026155e-18,3.9363284250957615e-18,1.3379040010309234e-27,2.341710856090227e-32,5.585606827606157e-38,9.376149752848615e-38,4.614855880904386e-43,9.247684450888066e-86
1.5715564713544934e-11,0.002217192533333333,0.0915567593028733,0.0,0.006501968016811766,0.4515310650460698,2.4530844161185717e-16,0.4569005093576948,5.825305869016032e-24,1.5548290305594436e-35,6.942287672005355e-20,2.2316729043786368e-37,4.268455420897235e-58,2.312662006009377e-05,5.3961146591864174e-12,3.638172439039106e-24,1.961287461966194e-27,5.395869350753947e-12,1.0297793614446892e-07,3.2452816022480647e-25,5.011334337247198e-18,4.0088943080463225e-18,1.3882608163609974e-27,2.4524567243833683e-32,5.900345151898837e-38,9.910086896454677e-38,5.011833340079045e-43,1.0232804931209151e-85
1.585960911751697e-11,0.002217192533333333,0.0915567593028733,0.0,0.006501757863290534,0.4515309600106395,2.4982031852217645e-16,0.45690050927508347,6.000388838764294e-24,1.6276785741004137e-35,7.201597730693048e-20,2.399673029283078e-37,4.675705748496842e-58,2.333669092073305e-05,5.445396863635138e-12,3.6629367725876585e-24,2.02688138259175e-27,5.445147043325949e-12,1.030604981787691e-07,3.336235661158019e-25,5.104727225391632e-18,4.082107187795945e-18,1.4400191430035722e-27,2.567359717266582e-32,6.229657206435517e-38,1.0469073168233325e-37,5.438823232377721e-43,1.131236215664953e-85
1.6003653521489004e-11,0.002217192533333333,0.0915567593028733,0.0,0.006501547757308137,0.45153085499753737,2.543732091946027e-16,0.45690050919535474,6.178238011342987e-24,1.7032376162911062e-35,7.46807358026833e-20,2.5786081343054e-37,5.1175689164887135e-58,2.35467171250525e-05,5.494675882307103e-12,3.6870774373222504e-24,2.0938898579460077e-27,5.494421509107432e-12,1.0314017770332673e-07,3.428888549724672e-25,5.19894848141632e-18,4.155966511467341e-18,1.4932043093601186e-27,2.686536085048795e-32,6.574073426933412e-38,1.1054035577801198e-37,5.897787098751096e-43,1.2494420381073289e-85
1.614769792546104e-11,0.002217192533333333,0.0915567593028733,0.0,0.006501337699035951,0.45153075000689735,2.589671109032748e-16,0.4569005091184118,6.358844039496084e-24,1.781581239842569e-35,7.741843967342148e-20,2.76908027403111e-37,5.5966324607915804e-58,2.3756698405000618e-05,5.543951716024109e-12,3.710604432123917e-24,2.1623258327278186e-27,5.543692748922927e-12,1.0321707139277588e-07,3.5232564925801e-25,5.293996755214839e-18,4.230471721887633e-18,1.5478418505436616e-27,2.810104235882958e-32,6.934138347843279e-38,1.1665926329532435e-37,6.390794899812513e-43,1.378764954557515e-85
1.6291742329433074e-11,0.002217192533333333,0.0915567593028733,0.0,0.006501127688648369,0.45153064503885354,2.636020209230254e-16,0.45690050904416113,6.542197263842687e-24,1.862785908764199e-35,8.023038689253452e-20,2.9717186946455376e-37,6.115651315507714e-58,2.396663449275522e-05,5.593224365610496e-12,3.733528100572571e-24,2.2322022524557543e-27,5.592960763599491e-12,1.0329127268040525e-07,3.6193557261624683e-25,5.389870692682257e-18,4.305622257596516e-18,1.603957507740073e-27,2.938184755823931e-32,7.310410838403377e-38,1.230572325878127e-37,6.92002993007458e-43,1.520136464594756e-85
1.643578673340511e-11,0.002217192533333333,0.0915567593028733,0.0,0.006500917726322679,0.45153054009353955,2.6827793652938315e-16,0.4569005089725127,6.728287747090275e-24,1.9469294810935537e-35,8.311788591012511e-20,3.187180795828973e-37,6.67755698481356e-58,2.4176525120724993e-05,5.6424938318931896e-12,3.755859096991635e-24,2.3035320691240788e-27,5.642225553966777e-12,1.0336287186683984e-07,3.7172024986417937e-25,5.4865689357725824e-18,4.38141755285447e-18,1.6615772275672432e-27,3.070900428884424e-32,7.703464340229255e-38,1.2974430271173778e-37,7.487793906550257e-43,1.6745567267180844e-85
1.6579831137377143e-11,0.002217192533333333,0.0915567593028733,0.0,0.006500707812238966,0.4515304351710891,2.72994854998575e-16,0.456900508903379,6.917105307272335e-24,2.0340912216250173e-35,8.608225562232695e-20,3.41615311729157e-37,7.285467127834833e-58,2.438637002155105e-05,5.691760115701742e-12,3.7776083534096986e-24,2.3763282467232176e-27,5.6914871208570594e-12,1.0343195622507854e-07,3.8168130698454873e-25,5.584090122549365e-18,4.457857037651004e-18,1.7207271614321242e-27,3.208376257088741e-32,8.113887106425869e-38,1.3673077784948478e-37,8.096512236191944e-43,1.843098938301807e-85
1.6723875541349178e-11,0.002217192533333333,0.0915567593028733,0.0,0.00650049794658001,0.45153033027163586,2.7775277360752844e-16,0.45690050883667593,7.108639549970138e-24,2.1243518146371276e-35,8.912482534050607e-20,3.6593523503347387e-37,7.942695571111386e-58,2.459616892810841e-05,5.741023217868378e-12,3.798787047483042e-24,2.450603766615633e-27,5.740745465105289e-12,1.0349861010201014e-07,3.9182037111836823e-25,5.6824328872298745e-18,4.534940137712977e-18,1.7814336648856113e-27,3.3507394805240244e-32,8.542282442213505e-38,1.4402723176325306e-37,8.748739466712481e-43,2.0269139522071326e-85
1.6867919945321213e-11,0.002217192533333333,0.0915567593028733,0.0,0.006500288129531181,0.4515302253953132,2.825516896338734e-16,0.4569005087723218,7.302879899483562e-24,2.2177933766184123e-35,9.224693476034413e-20,3.917526374827898e-37,8.652762763635461e-58,2.4805921573507516e-05,5.790283139228032e-12,3.8194065714176174e-24,2.5263716327589293e-27,5.790000587549122e-12,1.0356291501652532e-07,4.021390705574329e-25,5.781595860223247e-18,4.612666274512935e-18,1.8437232969752514e-27,3.498119597388707e-32,8.98926894705731e-38,1.5164451227882584e-37,9.447164925403648e-43,2.227235140558575e-85
1.7011964349293248e-11,0.002217192533333333,0.0915567593028733,0.0,0.006500078361280346,0.4515301205422544,2.873916003559447e-16,0.4569005087102377,7.499815628920674e-24,2.3144994689915306e-35,9.544993393080382e-20,4.191455321991403e-37,9.419406689829251e-58,2.5015627691095756e-05,5.83953988061839e-12,3.8394785019239825e-24,2.6036448767688628e-27,5.8392524890289654e-12,1.0362494975433916e-07,4.126390347368075e-25,5.881577668163004e-18,4.691034865277512e-18,1.907622819595754e-27,3.650648384037916e-32,9.455480758287802e-38,1.5959374579921486e-37,1.0194618550638964e-42,2.4453835165605913e-85
1.7156008753265283e-11,0.002217192533333333,0.0915567593028733,0.0,0.006499868642017776,0.4515300157125927,2.922725030527846e-16,0.45690050865034776,7.699435889180651e-24,2.4145551108355517e-35,9.873518322297424e-20,4.481952663378164e-37,1.0246594256214949e-57,2.522528701445893e-05,5.88879344287992e-12,3.8590145712338604e-24,2.6824365628158312e-27,5.888501170388006e-12,1.0368479045963413e-07,4.233218942272929e-25,5.982376933934302e-18,4.770045322995878e-18,1.9731591968372936e-27,3.8084599150254975e-32,9.941567796200852e-38,1.6788634184797413e-37,1.0994076920818555e-42,2.682773125605609e-85
1.7300053157237318e-11,0.002217192533333333,0.0915567593028733,0.0,0.006499658971936053,0.4515299109064613,2.9719439500414463e-16,0.4569005085925782,7.901729736809063e-24,2.518046791606201e-35,1.0210405329879585e-19,4.78986632644829e-37,1.1138533167924259e-57,2.543489927742275e-05,5.9380438268559164e-12,3.878026639202138e-24,2.7627597923492034e-27,5.937746632472261e-12,1.0374251072363015e-07,4.341892807278695e-25,6.083992276696274e-18,4.8496970564282355e-18,2.040359594331578e-27,3.9716905831424324e-32,1.0448196010627131e-37,1.7653399764197661e-37,1.1848669485584902e-42,2.9409167173096326e-85
1.7444097561209352e-11,0.002217192533333333,0.0915567593028733,0.0,0.0064994493512299835,0.45152980612399285,3.0215727349048834e-16,0.45690050853685804,8.106686160709086e-24,2.625062483853873e-35,1.0555792507966415e-19,5.1160798371328584e-37,1.2099684311594456e-57,2.5644464214054296e-05,5.987291033392526e-12,3.896526666513644e-24,2.8446277086447073e-27,5.986988876130598e-12,1.0379818167018529e-07,4.452428270581205e-25,6.186422311899786e-18,4.929989470114353e-18,2.109251378595661e-27,4.1404791194512936e-32,1.0976047628959854e-37,1.855487026934453e-37,1.2761685004210006e-42,3.2214317105063697e-85
1.7588141965181387e-11,0.002217192533333333,0.0915567593028733,0.0,0.006499239780096524,0.4515297013653206,3.071611357929936e-16,0.45690050848311836,8.314294107696459e-24,2.7356916559392517e-35,1.0909818971491073e-19,5.4615134897846566e-37,1.3134774661604442e-57,2.5853981558663492e-05,6.036535063338789e-12,3.914526689009521e-24,2.9280535011708505e-27,6.036227902214773e-12,1.0385187203852583e-07,4.564841671506325e-25,6.289665651300929e-18,5.010921964382167e-18,2.179862116373497e-27,4.3149666133165114e-32,1.152582140562925e-37,1.9494274344103148e-37,1.3736578196126706e-42,3.526046463635512e-85
1.7732186369153422e-11,0.002217192533333333,0.0915567593028733,0.0,0.006499030258734681,0.45152959663057707,3.122059791935548e-16,0.456900508431293,8.524542506890129e-24,2.8500252847463516e-35,1.1272624855016122e-19,5.827125544915535e-37,1.424881072701718e-57,2.606345104580459e-05,6.085775917546664e-12,3.93203879314384e-24,3.0130504097711287e-27,6.085463711579463e-12,1.0390364826320265e-07,4.679149360433751e-25,6.39372090297055e-18,5.092493935356415e-18,2.252219573975204e-27,4.495296532430134e-32,1.2098232873012655e-37,2.0472870790973063e-37,1.4776976608649493e-42,3.8566068633753306e-85
1.7876230773125457e-11,0.002217192533333333,0.0915567593028733,0.0,0.006498820787345448,0.4515294919198949,3.1729180097478565e-16,0.4569005083813174,8.737420292934416e-24,2.968155868392792e-35,1.1644351309556896e-19,6.213913455121716e-37,1.5447092557013627e-57,2.6272872410277556e-05,6.135013596871059e-12,3.9490750925769875e-24,3.09963172865952e-27,6.134696305082295e-12,1.0395357455136668e-07,4.795367698720585e-25,6.498586671300094e-18,5.17470477496733e-18,2.3263517166140206e-27,4.6816147428328016e-32,1.2694014593769455e-37,2.1491949039942653e-37,1.5886687707002755e-42,4.2150832447943384e-85
1.8020275177097492e-11,0.002217192533333333,0.0915567593028733,0.0,0.006498611366131727,0.4515293872334064,3.224185984200217e-16,0.4569005083331298,8.952916428052259e-24,3.090177438937147e-35,1.2025140499392371e-19,6.6229151196000285e-37,1.67352283230281e-57,2.648224538712959e-05,6.184248102169865e-12,3.965647705908569e-24,3.1878108102274286e-27,6.183925683583875e-12,1.0400171295745339e-07,4.913513058624709e-25,6.6042615570040534e-18,5.257553870959371e-18,2.4022867077409582e-27,4.8740695289296376e-32,1.3313916414589717e-37,2.2552829620185305e-37,1.7069706191847482e-42,4.60357765673139e-85
1.8164319581069527e-11,0.002217192533333333,0.0915567593028733,0.0,0.006498401995298245,0.45152928257124414,3.2758636881332194e-16,0.4569005082866701,9.171019922932749e-24,3.216185575083165e-35,1.2415135598863453e-19,7.0552101676597605e-37,1.8119149496225833e-57,2.6691569711656495e-05,6.233479434303981e-12,3.981768735548828e-24,3.2776010686609694e-27,6.233151847947821e-12,1.0404812345536278e-07,5.033601823227952e-25,6.710744157119247e-18,5.3410406069000194e-18,2.480052908377103e-27,5.072811613500795e-32,1.3958705721345195e-37,2.365686463457623e-37,1.8330221549570663e-42,5.0243314865587e-85
1.830836398504156e-11,0.002217192533333333,0.0915567593028733,0.0,0.006498192675051494,0.45152917793354025,3.327951094394724e-16,0.4569005082418803,9.391719856459309e-24,3.3462774148806924e-35,1.2814480789158596e-19,7.511921271636308e-37,1.9605126639401415e-57,2.6900845119404132e-05,6.282707594137347e-12,3.997450247724233e-24,3.3690159833680615e-27,6.282374799040783e-12,1.0409286400821957e-07,5.155650386359022e-25,6.8180330650012075e-18,5.425164362188611e-18,2.5596788764435756e-27,5.277994177706342e-32,1.4629167695631751e-37,2.4805438237008748e-37,1.9672625840675083e-42,5.479733458937715e-85
1.8452408389013596e-11,0.002217192533333333,0.0915567593028733,0.0,0.006497983405599655,0.45152907332042685,3.380448175839885e-16,0.4569005081987044,9.61500539428819e-24,3.4805516684231357e-35,1.3223321255086712e-19,7.994215489614531e-37,2.1199785832819928e-57,2.711007134616987e-05,6.331932582536955e-12,4.0127042536095084e-24,3.462069102215476e-27,6.331594537732473e-12,1.0413599063579401e-07,5.279675152516264e-25,6.926126870317884e-18,5.5099245120652214e-18,2.6411933660891373e-27,5.489772881085208e-32,1.5326105572692094e-37,2.5999967112488645e-37,2.1101521731681248e-42,5.972328023644032e-85
1.859645279298563e-11,0.002217192533333333,0.0915567593028733,0.0,0.006497774187152539,0.45152896873203596,3.433354905331166e-16,0.4569005081570884,9.84086580628987e-24,3.619108630541237e-35,1.3641803181837205e-19,8.503305638371196e-37,2.2910125753973323e-57,2.731924812800393e-05,6.381154400372892e-12,4.027542691575454e-24,3.556774044576484e-27,6.3808110648956895e-12,1.0417755747966245e-07,5.405692536790183e-25,7.035024159040883e-18,5.595320427619606e-18,2.7246253270154e-27,5.708305881547919e-32,1.6050340900707707e-37,2.7241900959985433e-37,2.2621730776027193e-42,6.504824148014539e-85
1.8740497196957666e-11,0.002217192533333333,0.0915567593028733,0.0,0.006497565019921513,0.45152886416849936,3.4866712557383816e-16,0.45690050811697985,1.006929048286857e-23,3.7620501934930426e-35,1.4070073751727204e-19,9.04045169694745e-37,2.474353543168047e-57,2.7528375201210858e-05,6.430373048518353e-12,4.041977410538961e-24,3.653144504190365e-27,6.43002438140634e-12,1.0421761686618269e-07,5.533718964785783e-25,7.144723513434462e-18,5.6813514758001805e-18,2.8100039037996536e-27,5.933753855362809e-32,1.6802713801448864e-37,2.853272297801897e-37,2.4238301949526385e-42,7.080104530057803e-85
1.88845416009297e-11,0.002217192533333333,0.0915567593028733,0.0,0.006497355904119447,0.4515287596299488,3.5403971999387073e-16,0.4569005080783281,1.0300268950177829e-23,3.909479859649834e-35,1.450828114093581e-19,9.60696224126378e-37,2.6707812695422306e-57,2.7737452302350886e-05,6.4795885278496685e-12,4.056020154399055e-24,3.751194251835473e-27,6.4792344881434676e-12,1.0425621936735807e-07,5.663770872544689e-25,7.255223512042467e-18,5.768017019423062e-18,2.8973584352153014e-27,6.166280017135429e-32,1.7584083232271571e-37,2.9873950352959888e-37,2.595652044601848e-42,7.70123524876791e-85
