Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),H2X(53)
0.0,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869698500597,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.456796080337924e-25,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869698500555,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,4.3565977594930444e-57,3.71750790872696e-46,-2.0895335501465577e-123,3.49436849241659e-158,5.69993708038134e-19,4.1215770571111244e-25,7.488944221145574e-27,2.2344421630881022e-18,1.1946546897566656e-18,9.53073049455271e-21,4.739954410757884e-53,1.6329283358362027e-43,1.6329283358361137e-43,3.118134320926073e-64,4.524186190249077e-75,1.9378995686764307e-99,1.3355980173382493e-88,-4.2998556694884616e-126,2.3117590489917322e-195,7.124921256864892e-20
2.0879029024946187e-24,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869698500482,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,1.2198473726580525e-56,1.0409022144435489e-45,2.0646780786292603e-122,5.716045894262816e-157,1.5959823825067643e-18,1.1540415759911067e-24,2.0969043819207467e-26,6.256438056646521e-18,3.3450331313186523e-18,2.6686045384742965e-20,7.163019177856512e-52,9.862887148451641e-43,9.862887148450292e-43,1.883353129763004e-63,2.732608462670493e-74,2.9286255923337394e-98,2.018355718944518e-87,4.2485326207395886e-125,7.037961602670898e-194,1.994977951922163e-19
4.7723494914162715e-24,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869698500334,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,2.788222566075549e-56,2.3792050615852546e-45,1.138814953502879e-120,1.712775378926001e-154,3.647959731443983e-18,2.637809316551065e-24,4.7929243015330693e-26,1.4300429843762698e-17,7.645790014442581e-18,6.099667516510501e-20,7.705649169278833e-51,4.748555600613113e-42,4.7485556006116605e-42,9.067534604112412e-63,1.3156333576816576e-73,3.1506414076805254e-97,2.17125497926809e-86,2.3432562476917456e-123,4.086254667847335e-191,4.559949604393484e-19
1.0141242669259578e-23,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869698500041,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.2222222222222222,5.924972952910541e-56,5.0558107558686663e-45,4.482429061370291e-119,3.2545736134315163e-152,7.751914429318249e-18,5.605344797670859e-24,1.0184964140757491e-25,3.038841341799241e-17,1.6247303780690258e-17,1.2961793472575519e-19,7.082819153432403e-50,2.0738189865134469e-41,2.073818986512112e-41,3.960030586406947e-62,5.745716971142093e-73,2.8962762886785664e-96,1.9957574002155983e-85,9.222246365052889e-122,1.554331688945133e-188,9.689892909336018e-19
2.087902902494619e-23,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869698499454,0.22222222222222224,0.2222222222222222,0.22222222222222224,0.22222222222222218,1.2198473726580527e-55,1.0409022144435487e-44,1.5840599001285709e-117,5.011033268448324e-150,1.5959823825066102e-17,1.1540415759909954e-23,2.0969043819205438e-25,6.256438056644124e-17,3.345033131318489e-17,2.668604538467599e-19,6.0595009047670396e-49,8.657786036616717e-41,8.657786036605297e-41,1.6532348159198092e-61,2.398725308975894e-72,2.4783286837701843e-95,1.707412473803383e-84,3.258427683151888e-120,4.789336979668475e-186,1.9949779519220657e-18
4.2354601736319413e-23,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869698498278,0.22222222222222224,0.22222222222222218,0.22222222222222224,0.22222222222222213,2.474547527392049e-55,2.1115444921569126e-44,5.323906708188166e-116,7.015588485613243e-148,3.237564261655909e-17,2.3410557684386175e-23,4.253720317609776e-25,1.2691631486329657e-16,6.785638637817125e-17,5.413454920875866e-19,5.010112527322561e-48,3.5369880925657752e-40,3.536988092556333e-40,6.75400365602292e-61,9.79962838521345e-72,2.049962551955582e-94,1.411721651473515e-83,1.094695501794841e-118,1.34147860081513e-183,4.046955273898823e-18
8.530574715906586e-23,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869698495928,0.2222222222222222,0.22222222222222213,0.22222222222222224,0.222222222222222,4.98394783686004e-55,4.2528290475836383e-44,1.7466456125995224e-114,9.389508136392586e-146,6.520728019953414e-17,4.715084153333073e-23,8.567352188986806e-25,2.5562018345683786e-16,1.3666849650813246e-16,1.0903155685645097e-18,4.074140301374627e-47,1.4297071385938582e-39,1.4297071385861798e-39,2.7300762619214235e-60,3.961339268745846e-71,1.6683495595396129e-93,1.1479886017199531e-82,3.5885639180801954e-117,3.59140535496741e-181,8.15090991785165e-18
1.7120803800455873e-22,0.00048144307504249394,0.11111111111111112,0.0,0.001416886969849123,0.22222222222222218,0.222222222222222,0.22222222222222224,0.22222222222222174,1.0002748455796021e-54,8.535398158437082e-44,5.665846092416327e-113,1.2299541672553542e-143,1.308705553654407e-16,9.463140923118835e-23,1.719461593173514e-24,5.130279206432432e-16,2.742927167680087e-16,2.1882557214994336e-18,3.2859417489249553e-46,5.7487895235189e-39,5.748789523456971e-39,1.0977516557207131e-59,1.5933961739457293e-70,1.3477699315152098e-92,9.258943960650847e-82,1.1622165260196019e-115,9.409705197379611e-179,1.6358819205754573e-17
3.430126196955445e-22,0.00048144307504249394,0.11111111111111112,0.0,0.001416886969848183,0.2222222222222221,0.2222222222222217,0.22222222222222224,0.2222222222222212,2.004034969366796e-54,1.7100536380143939e-43,1.8298191479367354e-111,1.5957127502599516e-141,2.621971056970795e-16,1.8959254462677765e-22,3.4449143417208905e-24,1.027843395013344e-15,5.495411572875764e-16,4.384136027293593e-18,2.6394471099113662e-45,2.305521719856804e-38,2.3055217198070603e-38,4.402475115093908e-59,6.408220603782361e-70,1.0861307572148146e-91,7.437287312726828e-81,3.7414481222886326e-114,2.441675629359706e-176,3.277463778154946e-17
6.866217830775161e-22,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869698463029,0.22222222222222193,0.22222222222222116,0.22222222222222224,0.22222222222222018,4.0115552169411764e-54,3.423081282355752e-43,5.91200202306559e-110,2.0647172374383835e-139,5.2485020635966e-16,3.7951481541745227e-22,6.895819838806482e-24,2.0574743437427075e-15,1.1000380383259728e-15,8.775896638579156e-18,2.1158435566064278e-44,9.23411241710396e-38,9.234112416705202e-38,1.7632863752270673e-58,2.624355068212466e-69,8.765503961013336e-91,5.961906333556968e-80,1.200852943522031e-112,6.3187092332244855e-174,6.560627493309543e-17
1.3738401098414592e-21,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869698425429,0.2222222222222216,0.22222222222222004,0.22222222222222224,0.22222222222221813,8.026595712089907e-54,6.849136571038419e-43,1.9272435098719554e-108,2.6853482927240826e-137,1.0501564076820324e-15,7.593593569967854e-22,1.3797630832941014e-23,4.116736241158081e-15,2.2010318003998096e-15,1.755941785993927e-17,1.69439086990869e-43,3.6960514461809236e-37,3.6960514458615942e-37,7.057741080742784e-58,1.2353979340445618e-68,7.142553712876159e-90,4.774360387078994e-79,3.8484863913588605e-111,1.6435760779761257e-171,1.312695492360121e-16
