Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53),CH3OX(48),CHOX(64),SX(57),CH2O2X(54),CH3X(25),CH4(24)
2.7689013081982276e-08,0.00264225016925734,0.0,0.0,0.0007512394450978053,0.7963658501618932,0.09999847301565451,0.09999999998141447,1.2692690710643703e-12,4.95987905382608e-10,2.095110545230567e-16,2.5493091627990073e-12,9.731789767468458e-14,0.0056009489881533965,1.5875141574728834e-16,2.291864744340816e-18,4.0861853497423574e-17,6.574650964735841e-07,1.731570841194601e-11,7.99373745522751e-07,1.4591514726542006e-20,4.54869510964337e-24,6.962889412331878e-08,9.167457479120438e-14,4.520021952352454e-33,7.371737430121347e-14,0.0008332055229450543,1.731649599927757e-11,1.6569426706429127e-12,8.244360812419475e-15,1.0883441274015095e-23,7.276370450331456e-23,1.9773994138408004e-21,1.0986612062860923e-19
2.7757249041674238e-08,0.00264225016925734,0.0,0.0,0.0007500291831880111,0.7963659576002817,0.09999847712261922,0.09999999998143756,1.2740716294232574e-12,4.982771591063248e-10,2.09966534315411e-16,2.5671293068939658e-12,9.773775693489813e-14,0.005603589622500914,1.5849537498370936e-16,2.292941082758308e-18,4.0950488737921593e-17,6.564053238732789e-07,1.7287812426563907e-11,7.962643218584108e-07,1.45983171281866e-20,4.5494602793129134e-24,6.968884140824462e-08,9.194329274389264e-14,4.5304008330877026e-33,7.401114952535412e-14,0.0008317792598030728,1.7288598771714072e-11,1.6654077614845108e-12,8.266271396475278e-15,1.0912776132015557e-23,7.280443423677075e-23,1.9791339650776358e-21,1.1043577712148537e-19
2.78254850013662e-08,0.00264225016925734,0.0,0.0,0.0007488235204758798,0.7963660645143368,0.0999984812145666,0.09999999998146054,1.2788786490056125e-12,5.005683637893126e-10,2.104209034239745e-16,2.5850110685046744e-12,9.815720597059542e-14,0.005606219990263129,1.582403111873998e-16,2.2940287041987456e-18,4.1039014201870776e-17,6.553495761192305e-07,1.72600224506336e-11,7.931663750081479e-07,1.4605093010698017e-20,4.550222013014594e-24,6.974830223892712e-08,9.221157222629472e-14,4.5407660816753764e-33,7.430463910199571e-14,0.0008303586490332825,1.726080755782537e-11,1.673884090638844e-12,8.288181102545398e-15,1.0941981172408526e-23,7.284471705318414e-23,1.980854187829387e-21,1.1100619924459654e-19
2.7893720961058162e-08,0.00264225016925734,0.0,0.0,0.0007476224331045805,0.7963661709075198,0.09999848529152118,0.09999999998148341,1.2836900247656607e-12,5.028615034945006e-10,2.1087417169339323e-16,2.6029543784565487e-12,9.85762393125998e-14,0.005608840146126153,1.5798621749151732e-16,2.295077666375639e-18,4.1127424396511353e-17,6.542978323762536e-07,1.7232337934319876e-11,7.900798976324992e-07,1.4611842515787737e-20,4.550980332372901e-24,6.980728029914432e-08,9.247941360318633e-14,4.551076834455693e-33,7.45978409759197e-14,0.0008289436598309063,1.723312180769444e-11,1.6823715913207472e-12,8.310089922234694e-15,1.0971056519314228e-23,7.288455917973429e-23,1.982560190864733e-21,1.1157738230879818e-19
2.8030192880442086e-08,0.00264225016925734,0.0,0.0,0.0007452338897634828,0.7963663821449726,0.09999849340055213,0.09999999998152882,1.2933254219326663e-12,5.074535248272708e-10,2.1177744492781077e-16,2.6390253657234433e-12,9.941303740750703e-14,0.005614050038998322,1.5748091161569558e-16,2.2972056080028653e-18,4.130390058657264e-17,6.522062742849924e-07,1.7177283099409585e-11,7.839413191074991e-07,1.4625262955609835e-20,4.5524868136632036e-24,6.992380273255163e-08,9.30137835800811e-14,4.5716541642362596e-33,7.51833736051396e-14,0.000826130424005887,1.717806451762502e-11,1.6993798421439797e-12,8.353904869461424e-15,1.102881866325486e-23,7.296294266520653e-23,1.9859299696115387e-21,1.1272201264548774e-19
2.8153017607887617e-08,0.00264225016925734,0.0,0.0,0.000743099612377935,0.7963665705114369,0.09999850064765947,0.09999999998156933,1.30201250314949e-12,5.115928043877354e-10,2.1258661742648372e-16,2.671699051751789e-12,1.001646806582822e-13,0.0056187045587511334,1.570293940671424e-16,2.299105918662965e-18,4.1462432249232587e-17,6.503373595652049e-07,1.712808897903339e-11,7.784557388853524e-07,1.4637252542181295e-20,4.553831183065205e-24,7.002705834990093e-08,9.349322222107634e-14,4.590083352989619e-33,7.570934926670774e-14,0.0008236174329598979,1.7128868201629186e-11,1.7147248127642934e-12,8.39333520864782e-15,1.108036242474381e-23,7.303200011485128e-23,1.9889152168993385e-21,1.1375473590428176e-19
2.8275842335333148e-08,0.00264225016925734,0.0,0.0,0.0007409797953783685,0.7963667572428055,0.09999850784659134,0.09999999998160951,1.310714303561369e-12,5.157381110515816e-10,2.1339220259941632e-16,2.704571070087409e-12,1.0091489535074237e-13,0.005623326825219723,1.5658094102921926e-16,2.300896555744354e-18,4.162065988319662e-17,6.484811001728032e-07,1.7079228164247084e-11,7.730071801496033e-07,1.4649158825077874e-20,4.555164818217573e-24,7.012880606929394e-08,9.397124778377492e-14,4.608348677668542e-33,7.623436270808364e-14,0.0008211221866425531,1.70800052042474e-11,1.7301049588513088e-12,8.432762550554548e-15,1.1131488215895474e-23,7.309965938625451e-23,1.9918560541572107e-21,1.1478985297574401e-19
2.839866706277868e-08,0.00264225016925734,0.0,0.0,0.0007388743053457974,0.7963669423582462,0.09999851499750616,0.09999999998164932,1.3194308035762173e-12,5.198893561777696e-10,2.141942123061822e-16,2.7376410108243617e-12,1.0166365221255197e-13,0.005627917143873425,1.5613551704505137e-16,2.302845841035518e-18,4.177853897243796e-17,6.466373795735425e-07,1.7030697579507644e-11,7.675955804026557e-07,1.4660982595773143e-20,4.5564878389276e-24,7.022906657485123e-08,9.444786294013726e-14,4.626667935104475e-33,7.675840342322234e-14,0.0008186445131618708,1.7031472450081313e-11,1.7455199053614719e-12,8.47218685023871e-15,1.1182196997648621e-23,7.31659334813361e-23,1.9947530922427775e-21,1.1582733752749439e-19
2.852149179022421e-08,0.00264225016925734,0.0,0.0,0.0007367830104662053,0.796367125876642,0.09999852210056653,0.09999999998168879,1.3281615497019064e-12,5.240464523445467e-10,2.1499269198002433e-16,2.7709084623909445e-12,1.0241092271316417e-13,0.005632475816404643,1.5569309227342515e-16,2.304789095473656e-18,4.193611156497194e-17,6.448060826310523e-07,1.6982494186738273e-11,7.622208718124601e-07,1.4672724635914998e-20,4.557800363244601e-24,7.032786031938075e-08,9.492307050433656e-14,4.6449091292479045e-33,7.728146131638644e-14,0.0008161842428019657,1.6983266900729468e-11,1.7609692813778405e-12,8.511608063872344e-15,1.1232489795346782e-23,7.323085534520796e-23,1.9976069352171533e-21,1.1686716351724438e-19
2.864431651766974e-08,0.00264225016925734,0.0,0.0,0.0007347057805067813,0.7963673078165971,0.09999852915593908,0.09999999998172791,1.336906178226469e-12,5.282093133357304e-10,2.1578768065828512e-16,2.8043730116434317e-12,1.0315667905465295e-13,0.0056370031407865125,1.5525365270578397e-16,2.3064714486656744e-18,4.209338954999104e-17,6.429870955862633e-07,1.69346149844069e-11,7.568829813800622e-07,1.4684385717494252e-20,4.5591025074919865e-24,7.042520752492291e-08,9.539687342947105e-14,4.662866184361584e-33,7.780352669348795e-14,0.000813741207989038,1.6935385554239487e-11,1.7764527200784853e-12,8.551026148719864e-15,1.1282367696781983e-23,7.329445295871304e-23,2.000418180352475e-21,1.1790930519069526e-19
2.8767141245115272e-08,0.00264225016925734,0.0,0.0,0.0007326424867925448,0.79636748819644,0.09999853616379435,0.09999999998176673,1.345664618640219e-12,5.323778541270254e-10,2.165791946245894e-16,2.8380342439572e-12,1.0390089416251979e-13,0.00564149941132952,1.5481716019943983e-16,2.3083465593498546e-18,4.2250325340191556e-17,6.411803060371007e-07,1.6887057006115724e-11,7.515818311032926e-07,1.469596660297732e-20,4.5603943862984775e-24,7.052112818338167e-08,9.586927480296203e-14,4.6809056051551865e-33,7.832459025350556e-14,0.0008113152432579952,1.6887825444569303e-11,1.7919698587045125e-12,8.590441063115974e-15,1.1331831850282066e-23,7.335673861136707e-23,2.0031874181493826e-21,1.189537370794048e-19
2.8889965972560803e-08,0.00264225016925734,0.0,0.0,0.000730593002183371,0.7963676670342298,0.0999985431243065,0.0999999999818052,1.3544370500461344e-12,5.365519908723815e-10,2.1736723057798917e-16,2.871891743315409e-12,1.0464354167648194e-13,0.005645964918737111,1.543835768873672e-16,2.3103529460016855e-18,4.240693691236586e-17,6.39385602918425e-07,1.6839817321406534e-11,7.463173381367627e-07,1.4707468045440938e-20,4.5616761126286735e-24,7.0615642057236e-08,9.634027783712729e-14,4.698978480979978e-33,7.884464307998561e-14,0.0008089061852196905,1.6840583641057392e-11,1.8075203385277464e-12,8.629852766444096e-15,1.1380883462824905e-23,7.341772682927915e-23,2.005915232360799e-21,1.2000043399861953e-19
2.9012790700006334e-08,0.00264225016925734,0.0,0.0,0.0007285572010513839,0.7963678443477611,0.09999855003765343,0.09999999998184333,1.3632233105260314e-12,5.407316408903968e-10,2.181518127232847e-16,2.905945092395118e-12,1.0538459594124447e-13,0.005650399950160265,1.5395290494737537e-16,2.3119062611124517e-18,4.256326393728839e-17,6.37602876482427e-07,1.6792893035248483e-11,7.410894149481428e-07,1.4718890788753766e-20,4.562947797813192e-24,7.070876868033007e-08,9.680988586585265e-14,4.716614870134733e-33,7.936367663261796e-14,0.0008065138725287651,1.6793657247901657e-11,1.8231038048180847e-12,8.6692612191152e-15,1.1429523798180309e-23,7.347744158601523e-23,2.0086022000170973e-21,1.2104937104506476e-19
2.9135615427451865e-08,0.00264225016925734,0.0,0.0,0.0007265349592588002,0.7963680201545674,0.09999855690401639,0.09999999998188114,1.3720231925978566e-12,5.449167226507702e-10,2.189329688172979e-16,2.94019387265126e-12,1.0612403199725495e-13,0.005654804789251108,1.5352510602210407e-16,2.3136506412128845e-18,4.271928062280555e-17,6.358320182794741e-07,1.6746281285616656e-11,7.358979694708607e-07,1.473023556768271e-20,4.564209551577781e-24,7.080052735873705e-08,9.727810234300261e-14,4.734332533592507e-33,7.988168273893282e-14,0.0008041381458520875,1.6747043403648787e-11,1.8387199068105673e-12,8.708666382547117e-15,1.1477754175098464e-23,7.353589630635701e-23,2.0112488914445022e-21,1.2210052359473923e-19
2.9258440154897396e-08,0.00264225016925734,0.0,0.0,0.0007245261541361589,0.7963681944719267,0.09999856372358003,0.09999999998191864,1.3808369126710824e-12,5.491071557608065e-10,2.1971069240856555e-16,2.9746376643982836e-12,1.0686182557145704e-13,0.005659179716215558,1.5310011823416902e-16,2.3158635291173728e-18,4.2874971228832384e-17,6.34072921139074e-07,1.669997924472994e-11,7.307429052533019e-07,1.4741503108002832e-20,4.56546148207197e-24,7.089093717169332e-08,9.774493083157558e-14,4.7523532861682456e-33,8.03986535860888e-14,0.0008017788478377648,1.6700739280692213e-11,1.854368297672176e-12,8.748068219144292e-15,1.1525575965525865e-23,7.359310537896069e-23,2.0138558702881672e-21,1.2315386730068772e-19
2.9381264882342927e-08,0.00264225016925734,0.0,0.0,0.0007225306644608622,0.7963683673168667,0.09999857049653217,0.0999999999819558,1.3896642040555766e-12,5.533028609519819e-10,2.2048501636338692e-16,3.0092760468892686e-12,1.0759795306805003e-13,0.005663525007865031,1.5267797347338715e-16,2.3173059069526446e-18,4.3030366473576334e-17,6.323254791511258e-07,1.665398411981134e-11,7.256241216045916e-07,1.4752694126727176e-20,4.566703695897503e-24,7.098001697259817e-08,9.821037499855556e-14,4.76968710348071e-33,8.091458171271916e-14,0.0007994358230847216,1.665474208477751e-11,1.8700486344684082e-12,8.787466692277938e-15,1.1572990592843039e-23,7.364909759912967e-23,2.016423693547827e-21,1.2420937809071415e-19
2.9504089609788458e-08,0.00264225016925734,0.0,0.0,0.0007205483704361386,0.7963685387061668,0.09999857722306374,0.09999999998199265,1.398504542292834e-12,5.575037600665692e-10,2.2125599463050458e-16,3.0441085983931132e-12,1.0833239155924067e-13,0.00566784093766724,1.5225864887385866e-16,2.3186796927088066e-18,4.3185466948933106e-17,6.305895876479028e-07,1.660829314883168e-11,7.205415137370127e-07,1.476380933217403e-20,4.56793629813542e-24,7.106778539007739e-08,9.867443861853066e-14,4.7868969246945256e-33,8.142946000091528e-14,0.0007971089181128295,1.6609049054517505e-11,1.8857605781296194e-12,8.82686176626663e-15,1.1619999530152284e-23,7.370388783426619e-23,2.0189529116039234e-21,1.2526703216510918e-19
2.962691433723399e-08,0.00264225016925734,0.0,0.0,0.0007185791536704134,0.7963687086563649,0.09999858390336855,0.09999999998202917,1.407358610377294e-12,5.61709776044329e-10,2.220235837360018e-16,3.0791348962696905e-12,1.0906511877600548e-13,0.005672127775796094,1.5184201811060975e-16,2.3212996720306655e-18,4.334025390041583e-17,6.288651431861074e-07,1.656290360148181e-11,7.154949729051222e-07,1.4774849424000172e-20,4.5691593923728496e-24,7.1154260829107e-08,9.913712556241542e-14,4.8050260601762945e-33,8.194328166833124e-14,0.0007947979813335796,1.6563657460916566e-11,1.9015037934171954e-12,8.86625340635728e-15,1.16666042985957e-23,7.37574803950675e-23,2.0214440682404605e-21,1.2632680599438885e-19
2.974973906467952e-08,0.00264225016925734,0.0,0.0,0.0007166228971569086,0.79636887718376,0.09999859053764337,0.09999999998206541,1.416226442214173e-12,5.659208329092698e-10,2.227877927334675e-16,3.114354517042229e-12,1.0979611309888654e-13,0.0056763857891806825,1.5142815269436496e-16,2.3228630328969713e-18,4.3494741492736884e-17,6.271520435286592e-07,1.651781278331754e-11,7.104843865416368e-07,1.4785815093558094e-20,4.570373080730085e-24,7.123946147219425e-08,9.959843978587429e-14,4.822243943687936e-33,8.245604026029969e-14,0.0007925028630212877,1.6518564606900386e-11,1.917277948889531e-12,8.905641578706553e-15,1.1712806465685974e-23,7.380990498384262e-23,2.023897700694954e-21,1.2738867631693956e-19
2.987256379212505e-08,0.00264225016925734,0.0,0.0,0.0007146794852536345,0.7963690443044177,0.09999859712608757,0.09999999998210131,1.4251064927339596e-12,5.701368557564799e-10,2.2354875828329227e-16,3.1497670364678762e-12,1.1052535354878634e-13,0.005680615241553432,1.510171088159616e-16,2.32328782254292e-18,4.364893958164644e-17,6.254501876277355e-07,1.64730180289311e-11,7.05509638390157e-07,1.4796707023943132e-20,4.571577463885696e-24,7.132340528061265e-08,1.00058385340424e-13,4.8384953350430703e-33,8.296772964209203e-14,0.0007902234152848157,1.647376782685486e-11,1.9330827168678816e-12,8.945026250362605e-15,1.1758607643689087e-23,7.386118596222334e-23,2.026314339694537e-21,1.28452620136676e-19
2.999538851957058e-08,0.00264225016925734,0.0,0.0,0.0007127488036638793,0.7963692100341729,0.09999860366890323,0.09999999998213693,1.4339998318766047e-12,5.743577707390351e-10,2.2430640602842475e-16,3.18537202960708e-12,1.1125281977776728e-13,0.0056848163934974045,1.5060861726674332e-16,2.326436846467997e-18,4.380283809553442e-17,6.237594756083415e-07,1.6428516699619353e-11,7.005706086347852e-07,1.4807525889784662e-20,4.5727726411013326e-24,7.140610999568818e-08,1.005169663673159e-13,4.8568298144759155e-33,8.347834399139383e-14,0.0007879594920398036,1.642926448617613e-11,1.9489177734020733e-12,8.984407389247269e-15,1.1804009488045349e-23,7.3911317201932e-23,2.028694509461142e-21,1.2951861472079073e-19
3.011821324701611e-08,0.00264225016925734,0.0,0.0,0.0007108307394168334,0.7963693743886348,0.09999861016629481,0.09999999998217224,1.442907994376519e-12,5.785835050549831e-10,2.2506062425672943e-16,3.2211690708896813e-12,1.119784920599233e-13,0.00568898950249277,1.502027459195119e-16,2.329069876091384e-18,4.3956441761515965e-17,6.220798087501954e-07,1.6384306194986982e-11,6.956671740267212e-07,1.4818272357859155e-20,4.5739587102478975e-24,7.148759314013403e-08,1.0097418707084078e-13,4.874678933417275e-33,8.398787779071314e-14,0.0007857109489814002,1.6385051980823932e-11,1.9647827982361145e-12,9.02378496413857e-15,1.1849013695791737e-23,7.396032279569379e-23,2.0310387277754934e-21,1.3058663759735825e-19
3.0241037974461644e-08,0.00264225016925734,0.0,0.0,0.0007089251808484564,0.7963695373831896,0.09999861661846925,0.09999999998220724,1.4518273094025155e-12,5.828139869344112e-10,2.258117213640006e-16,3.257157734178676e-12,1.1270235128227327e-13,0.005693134822962423,1.4979981504739621e-16,2.3274607703003786e-18,4.410975423171877e-17,6.204110894712479e-07,1.6340383945291244e-11,6.907992080078831e-07,1.4828947087304573e-20,4.5751357678289315e-24,7.15678720194309e-08,1.0143005173478284e-13,4.889129300480321e-33,8.449632581984632e-14,0.0007834776435574787,1.6341127736880875e-11,1.9806774747737133e-12,9.063158944653608e-15,1.1893622004031838e-23,7.40082461498794e-23,2.033347506051659e-21,1.3165666655287188e-19
3.0363862701907175e-08,0.00264225016925734,0.0,0.0,0.0007070320175830614,0.7963696990330058,0.09999862302563574,0.09999999998224192,1.4607579276945551e-12,5.870491456265958e-10,2.2655969758077313e-16,3.2933375928345116e-12,1.1342437893561573e-13,0.005697252606316885,1.4939932314349028e-16,2.330357712479603e-18,4.4262773704639127e-17,6.187532213139159e-07,1.6296747396879992e-11,6.859665808316049e-07,1.4839550728751506e-20,4.57630390900289e-24,7.164696372325068e-08,1.0188456473801676e-13,4.907058921151222e-33,8.500368314878058e-14,0.0007812594349423315,1.6297489210127398e-11,1.9966014900437373e-12,9.102529301231815e-15,1.1937836188460477e-23,7.405507167898828e-23,2.035621349300664e-21,1.3272867963005208e-19
3.0486687429352706e-08,0.00264225016925734,0.0,0.0,0.0007051511405150254,0.7963698593530373,0.09999862938800565,0.09999999998227635,1.469706305818027e-12,5.912889113872373e-10,2.2730404492183155e-16,3.3297082197760577e-12,1.1414455710549126e-13,0.00570134310099838,1.4900106872203166e-16,2.336794323479612e-18,4.441551433373726e-17,6.171061089269077e-07,1.625339403596729e-11,6.811691596804827e-07,1.48500839252336e-20,4.577463227608939e-24,7.17248851269206e-08,1.02337730502545e-13,4.927673624463638e-33,8.550994513050719e-14,0.0007790561840108361,1.6254133885620325e-11,2.0125545346656015e-12,9.141896005118534e-15,1.1981658061881413e-23,7.410079930378274e-23,2.037860756175193e-21,1.3380265512550735e-19
3.060951215679824e-08,0.00264225016925734,0.0,0.0,0.0007032824417903007,0.7963700183580262,0.09999863570579241,0.09999999998231048,1.4786662181998068e-12,5.955332154657864e-10,2.280452775221928e-16,3.3662691875366083e-12,1.1486286846325365e-13,0.005705406552524094,1.4860604315310022e-16,2.332219783325944e-18,4.456796643355076e-17,6.154696580469868e-07,1.6210321392433837e-11,6.764068087814497e-07,1.4860547313321092e-20,4.578613816189432e-24,7.180165289292558e-08,1.0278955349483211e-13,4.939607988710548e-33,8.601510739352249e-14,0.0007768677533130743,1.6211059277267244e-11,2.028536302814644e-12,9.181259028348946e-15,1.2025089472751524e-23,7.414550514511393e-23,2.0400662191543176e-21,1.3487857158702562e-19
3.072005441149922e-08,0.00264225016925734,0.0,0.0,0.0007016109372750177,0.7963701603501729,0.09999864135385991,0.09999999998234092,1.4867365460950496e-12,5.993569133668137e-10,2.287100127094674e-16,3.3993364463565347e-12,1.15507738703656e-13,0.005709040737595611,1.4825252810642393e-16,2.3347989150360765e-18,4.470492179338159e-17,6.140058908055741e-07,1.6171793977306548e-11,6.721505635286162e-07,1.4869905195217402e-20,4.579641957195502e-24,7.18697711233651e-08,1.0319504991112158e-13,4.955532911070439e-33,8.646880977441414e-14,0.0007749107247127794,1.6172530110236745e-11,2.0429442028385613e-12,9.21668257980627e-15,1.2063845452450801e-23,7.41848422658026e-23,2.042022515779774e-21,1.358485383988665e-19
3.0819542440730096e-08,0.00264225016925734,0.0,0.0,0.0007001148799102701,0.7963702872510847,0.09999864640652463,0.09999999998236812,1.4940085207730315e-12,6.028012972549782e-10,2.293060781289064e-16,3.4292282456585306e-12,1.1608680767584282e-13,0.005712293088093295,1.4793587137644299e-16,2.337191220032617e-18,4.48279236740168e-17,6.126957638169093e-07,1.613731053881396e-11,6.683440496848548e-07,1.4878279752048185e-20,4.580561355628761e-24,7.19302997694313e-08,1.0355907269254417e-13,4.969890004562948e-33,8.687637513767574e-14,0.0007731594877471335,1.6138045102448714e-11,2.0559308157467564e-12,9.248561192281694e-15,1.2098457875683538e-23,7.421960906333133e-23,2.0437603011305416e-21,1.3672282542136615e-19
3.0919030469960974e-08,0.00264225016925734,0.0,0.0,0.0006986266250044526,0.796370413314736,0.09999865143032416,0.09999999998239517,1.5012910026910224e-12,6.062485396877609e-10,2.298998856471229e-16,3.459244166555685e-12,1.166646228968275e-13,0.005715528122737003,1.476210456647432e-16,2.33840434596045e-18,4.495075235815655e-17,6.113924677447204e-07,1.610300694479859e-11,6.645602948999825e-07,1.488660961327959e-20,4.581475186689352e-24,7.199010045016376e-08,1.0392222266833306e-13,4.9832590480859065e-33,8.728321207205725e-14,0.0007714177353139233,1.610373994474625e-11,2.068935741879808e-12,9.280437342666703e-15,1.2132817512928849e-23,7.425365798310136e-23,2.0454766710374795e-21,1.375983485815659e-19
3.101851849919185e-08,0.00264225016925734,0.0,0.0,0.0006971461175676728,0.7963705385485722,0.09999865642537555,0.09999999998242198,1.50858315100306e-12,6.096986059823074e-10,2.3049151007624937e-16,3.489383981383265e-12,1.17241176243371e-13,0.005718745966570347,1.47307868526308e-16,2.339886205834895e-18,4.5073477616085715e-17,6.100959545244113e-07,1.606888192618573e-11,6.607992218254169e-07,1.489489510249814e-20,4.5823834971606625e-24,7.204918161869632e-08,1.0428450233976159e-13,4.996796650794969e-33,8.768931875377189e-14,0.0007696853974766952,1.6069613369584487e-11,2.0819588253886172e-12,9.31231101754886e-15,1.2166925408978463e-23,7.428699377719146e-23,2.0471718753439603e-21,1.384750969513681e-19
3.111800652842273e-08,0.00264225016925734,0.0,0.0,0.0006956733031153376,0.7963706629599542,0.0999986613917964,0.09999999998244861,1.515883181967565e-12,6.131514618593669e-10,2.3108110212388847e-16,3.5196474624168276e-12,1.1781645982708846e-13,0.005721946743458163,1.4699627259214685e-16,2.3411445979911492e-18,4.5196037046246904e-17,6.088061765316795e-07,1.6034934227665973e-11,6.570607520500304e-07,1.4903136540316604e-20,4.5832863333092665e-24,7.210755163963977e-08,1.0464591422125151e-13,5.01012181528123e-33,8.809469346449734e-14,0.000767962404973055,1.6035664121066582e-11,2.0949999118874015e-12,9.344182203826172e-15,1.2200782621338706e-23,7.431969394874221e-23,2.048846161285499e-21,1.393530597062515e-19
3.121749455765361e-08,0.00264225016925734,0.0,0.0,0.0006942081276623716,0.7963707865561597,0.09999866632970522,0.0999999999824751,1.5231904294371934e-12,6.166070734390537e-10,2.3166872206699283e-16,3.5500343818896048e-12,1.183904659913928e-13,0.005725130576100037,1.4668631832815364e-16,2.342354429868275e-18,4.531836581492751e-17,6.07523086577336e-07,1.6001162604716647e-11,6.533448061352233e-07,1.491133424441705e-20,4.584183740891954e-24,7.21652187896657e-08,1.0500646084607526e-13,5.023366231807932e-33,8.849933458913081e-14,0.000766248689206641,1.6001890954809917e-11,2.108058848441645e-12,9.37605088870207e-15,1.2234390219782244e-23,7.435177802461061e-23,2.0504997734858083e-21,1.4023222612449903e-19
3.131698258688449e-08,0.00264225016925734,0.0,0.0,0.0006927505377177418,0.7963709093443848,0.09999867123922095,0.09999999998250138,1.530505601203385e-12,6.200654072366416e-10,2.3225431982132176e-16,3.5805445120092313e-12,1.1896318730846228e-13,0.005728297586044115,1.4637796530923537e-16,2.343736812486534e-18,4.5440498197640803e-17,6.062466379030756e-07,1.59675658241513e-11,6.496513036492515e-07,1.491948852940633e-20,4.585075765162671e-24,7.222219125809795e-08,1.0536614476976006e-13,5.036698724321127e-33,8.890324061354813e-14,0.0007645441822392216,1.596829263782007e-11,2.1211354835560616e-12,9.407917059680507e-15,1.2267749285915591e-23,7.438323096556964e-23,2.052132953977904e-21,1.4111258558632923e-19
3.141647061611537e-08,0.00264225016925734,0.0,0.0,0.0006913004802788805,0.7963710313317456,0.09999867612046329,0.09999999998252748,1.5378292196296978e-12,6.235264301583781e-10,2.3283786032982885e-16,3.611177624973925e-12,1.195346165762313e-13,0.0057314478937005205,1.4607120251055935e-16,2.344983553131066e-18,4.5562477494392634e-17,6.049767841763619e-07,1.5934142664619686e-11,6.459801632010159e-07,1.4927599706968737e-20,4.585962450879459e-24,7.227847714750887e-08,1.0572496856279959e-13,5.0498857476726145e-33,8.930641012236371e-14,0.0007628488167828872,1.5934867948362325e-11,2.1342296671625866e-12,9.439780704561126e-15,1.2300860912748459e-23,7.44140477818613e-23,2.053745942240888e-21,1.419941275730283e-19
3.1515958645346245e-08,0.00264225016925734,0.0,0.0,0.0006898579028261134,0.7963711525252775,0.09999868097355248,0.0999999999825534,1.5451610530283044e-12,6.269901094973304e-10,2.3341936918566014e-16,3.641933492988279e-12,1.2010474681539448e-13,0.005734581618354493,1.457660253550357e-16,2.346235860916733e-18,4.568428945541343e-17,6.037134794856063e-07,1.590089191541233e-11,6.423313024732602e-07,1.493566808587313e-20,4.5868438423112045e-24,7.23340844743204e-08,1.0608293481206489e-13,5.0630334568558547e-33,8.970884179671968e-14,0.0007611625261923425,1.5901615675833108e-11,2.1473412506083824e-12,9.471641811434469e-15,1.233372620427017e-23,7.444424034290203e-23,2.0553389752187075e-21,1.428768416661206e-19
3.1615446674577124e-08,0.00264225016925734,0.0,0.0,0.0006884227533172029,0.7963712729319379,0.09999868579860935,0.09999999998257915,1.5525007936371005e-12,6.30456412929256e-10,2.339988782428948e-16,3.6728118882789516e-12,1.2067357126641792e-13,0.005737698878179365,1.4546241499214392e-16,2.3475526214915807e-18,4.5805912621452114e-17,6.024566783354947e-07,1.5867812376913974e-11,6.38704638255081e-07,1.4943693971982895e-20,4.58771998324426e-24,7.238902116941167e-08,1.0644004612156096e-13,5.0761874984159554e-33,9.011053441215463e-14,0.0007594852444573081,1.5868534620634253e-11,2.160470086643878e-12,9.503500368677303e-15,1.2366346275035141e-23,7.447382479755941e-23,2.056912287327455e-21,1.4376071754655949e-19
3.1714934703808e-08,0.00264225016925734,0.0,0.0,0.0006869949801819808,0.7963713925586068,0.0999986905957552,0.09999999998260471,1.5598483271195563e-12,6.339253085085087e-10,2.345764036882862e-16,3.703812583109857e-12,1.2124108338657313e-13,0.005740799790249329,1.4516036899177786e-16,2.348780728500732e-18,4.592735374700495e-17,6.012063356422379e-07,1.5834902860621568e-11,6.351000864737379e-07,1.495167766832524e-20,4.5885909169889305e-24,7.244329507873225e-08,1.0679630510848862e-13,5.0892328207048864e-33,9.051148683649731e-14,0.0007578169061950355,1.5835623594049267e-11,2.173616029410827e-12,9.53535636494801e-15,1.23987222497546e-23,7.450281088502272e-23,2.0584661104715405e-21,1.4464574499390826e-19
3.181442273303888e-08,0.00264225016925734,0.0,0.0,0.0006855745323170798,0.7963715114120873,0.09999869536511193,0.0999999999826301,1.567203705186095e-12,6.373967646639717e-10,2.3515194831724277e-16,3.734935349796712e-12,1.2180727684699458e-13,0.005743884470552147,1.4485987251458663e-16,2.3500303359567333e-18,4.604862330724942e-17,5.999624067290534e-07,1.580216218850466e-11,6.315175622258201e-07,1.4959619475097424e-20,4.5894566863859375e-24,7.249691396392072e-08,1.0715171440347038e-13,5.102251989952345e-33,9.091169802776072e-14,0.000756157446642927,1.580288141812189e-11,2.186778934430399e-12,9.567209789182047e-15,1.2430855262897353e-23,7.453120217415687e-23,2.0600006740643544e-21,1.4553191388550747e-19
