Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53),CH3OX(48),CHOX(64),SX(57),CH2O2X(54),CH3X(25),CH4(24)
1.4515662498171919e-11,0.00264225016925734,0.0,0.0,0.0070574932790804954,0.7999059712253341,0.09999412654037869,0.0999999998373228,4.8238233712717906e-20,2.9914713592961528e-24,8.911430780007342e-25,8.101082512537874e-33,3.9899306651002494e-36,5.904974953533124e-05,2.7219543394544198e-17,2.5364495618377376e-20,1.9978844535505742e-24,5.873115933389728e-06,1.626770924440309e-10,1.8086399333461212e-10,1.5438165453798514e-22,1.281573988731662e-25,1.4022372473556022e-19,1.8190445372848656e-28,1.4634180502648525e-43,1.0954450827499655e-33,6.450380946571568e-05,1.628242071598812e-10,5.1077057119665776e-30,9.004553401237466e-20,5.3331182249330623e-45,1.7094460882563376e-30,2.9300239964884783e-37,1.9414352832747314e-41
1.4618857727160304e-11,0.00264225016925734,0.0,0.0,0.0070566223170568775,0.7999053125975643,0.09999412035757616,0.09999999983734287,4.954985525438054e-20,3.0879545530229136e-24,9.120970348323025e-25,8.616374016874746e-33,4.284395542420446e-36,5.946205544913788e-05,2.7469736071189664e-17,2.037219609051721e-20,2.060177200520568e-24,5.879295784987982e-06,1.626570151621311e-10,1.8383508941296776e-10,1.5546794581405003e-22,1.2906317107638745e-25,1.4581932431772007e-19,1.90694552283543e-28,1.5096336914616543e-43,1.1651184905830418e-33,6.495628279327799e-05,1.6280405652933403e-10,5.388615215318185e-30,9.132273994742244e-20,5.717010376109012e-45,1.7538255110524954e-30,3.0945457810032642e-37,2.0801615772324376e-41
1.472205295614869e-11,0.00264225016925734,0.0,0.0,0.0070557516843401235,0.7999046541049709,0.0999941143178612,0.09999999983736295,5.017310915036441e-20,3.1868145845092322e-24,9.305338402510583e-25,9.160225056506333e-33,4.5980822324941115e-36,5.987425930132524e-05,2.777641848812392e-17,3.342286485672359e-20,2.1229493677044446e-24,5.8853325251172255e-06,1.6263694544825184e-10,1.8683006150565982e-10,1.565539663119006e-22,1.2996848231696835e-25,1.5159308004091213e-19,1.9983735317874169e-28,1.5535731593508412e-43,1.2386530953407592e-33,6.540867196304798e-05,1.6278391438698456e-10,5.682722418670788e-30,9.260870255154603e-20,6.125311053948305e-45,1.798798492731104e-30,3.2669647937998593e-37,2.2276659964544921e-41
1.481492866223824e-11,0.00264225016925734,0.0,0.0,0.007054968393943995,0.79990406157717,0.09999410900201329,0.09999999983738102,5.034430500746941e-20,3.277854699236154e-24,9.456542424580137e-25,9.67522336153067e-33,4.897735489639847e-36,6.024515554768885e-05,2.807185509373959e-17,2.996811428054494e-20,2.1782596917301494e-24,5.8906456752793665e-06,1.6261888919116627e-10,1.8954592284588843e-10,1.5753115335740243e-22,1.3078286862863303e-25,1.5694525950730102e-19,2.0837671285749132e-28,1.5892866075013176e-43,1.3082861490808327e-33,6.581575028283946e-05,1.627657936456379e-10,5.959127296203861e-30,9.377355260079892e-20,6.51476299823682e-45,1.8396484031990682e-30,3.4291536971958007e-37,2.3683246970988113e-41
1.4907804368327787e-11,0.00264225016925734,0.0,0.0,0.007054185365659805,0.7999034691587823,0.0999941037975587,0.09999999983739906,5.0513197166733364e-20,3.370883467631982e-24,9.609099334134533e-25,1.0215466914024609e-32,5.214673056347858e-36,6.061596920249836e-05,2.8364115937581744e-17,-3.889191729018906e-21,2.2328625971189338e-24,5.895847412853675e-06,1.62600839036903e-10,1.922810724830704e-10,1.5850812128199809e-22,1.315968821501045e-25,1.624482632552549e-19,2.1721922717132457e-28,1.624172151799095e-43,1.3813322748806094e-33,6.622276047547792e-05,1.6274767964919e-10,6.247023853313818e-30,9.494548950843452e-20,6.926101703708897e-45,1.8807705995461353e-30,3.5982299752784584e-37,2.516853745460287e-41
1.5000680074417334e-11,0.00264225016925734,0.0,0.0,0.007053402597358439,0.7999028768497705,0.09999409870242405,0.09999999983741711,5.106609096132515e-20,3.4659313723176864e-24,9.779553127080538e-25,1.0782011117382114e-32,5.5497623166291995e-36,6.098670030264112e-05,2.8634728800243385e-17,2.713347252699607e-20,2.287996222089524e-24,5.90093981118063e-06,1.6258279481221655e-10,1.950354861334506e-10,1.5948487018435503e-22,1.324105231586312e-25,1.6810524409039987e-19,2.263734416720189e-28,1.6625500560152653e-43,1.4579341403186633e-33,6.66297025600239e-05,1.6272957233724146e-10,6.546808222648318e-30,9.612451041409439e-20,7.360395481837283e-45,1.9222527079324005e-30,3.7744363379803056e-37,2.673637018226728e-41
1.5093555780506882e-11,0.00264225016925734,0.0,0.0,0.007052620086949692,0.7999022846500973,0.09999409371457463,0.09999999983743514,5.211167681231508e-20,3.563029181723205e-24,9.972689154051833e-25,1.1375947840081405e-32,5.903907649441503e-36,6.135734888463624e-05,2.8879521796933006e-17,4.494430425544711e-20,2.3445567406701958e-24,5.905924905059891e-06,1.625647565545144e-10,1.9780913952435063e-10,1.6046140016267865e-22,1.332237919320465e-25,1.7391939693016123e-19,2.3584807910122603e-28,1.7056472778493127e-43,1.5382393413041677e-33,6.703657655541406e-05,1.6271147165031841e-10,6.858887345208234e-30,9.731061245893398e-20,7.818756864091992e-45,1.9642877462333067e-30,3.958022272887737e-37,2.8390743192253254e-41
1.518643148659643e-11,0.00264225016925734,0.0,0.0,0.007051837832381547,0.7999016925597258,0.09999408883201345,0.09999999983745318,5.295984740020685e-20,3.662207951651073e-24,1.0159671251332979e-24,1.1998406409515058e-32,6.278051727904027e-36,6.172791498462511e-05,2.914004038923692e-17,2.9723291235140347e-21,2.402282224406216e-24,5.910804691465563e-06,1.6254672426903232e-10,2.006020083999137e-10,1.6143771131428264e-22,1.3403668874842268e-25,1.7989395902084066e-19,2.456520416988113e-28,1.7488040651323104e-43,1.622400536354579e-33,6.744338248046338e-05,1.6269337752987509e-10,7.183679186180365e-30,9.850379278561138e-20,8.302344104251969e-45,2.006975190922423e-30,4.149244183995454e-37,3.013581873204342e-41
1.5279307192685977e-11,0.00264225016925734,0.0,0.0,0.007051055831639435,0.7999011005786193,0.09999408405278068,0.0999999998374712,5.36712145551707e-20,3.763499026852982e-24,1.0342904557153716e-24,1.2650554625130322e-32,6.673176853607442e-36,6.209839863860325e-05,2.941031196980354e-17,2.94770893616737e-20,2.4608188950147334e-24,5.915581130253185e-06,1.6252869778372806e-10,2.0341406852663994e-10,1.6241380373557483e-22,1.3484921388421933e-25,1.8603221018067662e-19,2.557944135247204e-28,1.7909604892664196e-43,1.710575583481101e-33,6.785012035386733e-05,1.626752899182941e-10,7.521612953395206e-30,9.970404853827747e-20,8.812362719794448e-45,2.0503001825402726e-30,4.348365532094802e-37,3.197593045689045e-41
1.5372182898775525e-11,0.00264225016925734,0.0,0.0,0.007050274082745549,0.7999005087067413,0.09999407937495294,0.09999999983748922,5.473698979121041e-20,3.866934042618828e-24,1.0542918842405111e-24,1.333359979026763e-32,7.09030632515079e-36,6.246879988242802e-05,2.965972061733432e-17,5.117789301988512e-20,2.5200985799297947e-24,5.920256144849866e-06,1.6251067712715856e-10,2.062452956987287e-10,1.6338967752238575e-22,1.3566136761440973e-25,1.9233747301791e-19,2.6628446279553395e-28,1.8359766616636265e-43,1.8029276795989196e-33,6.825679019420418e-05,1.6265720875888582e-10,7.873129318313902e-30,1.0091137686256865e-19,9.350067071290581e-45,2.094207906962937e-30,4.5556569769070834e-37,3.3915588903794207e-41
1.5465058604865072e-11,0.00264225016925734,0.0,0.0,0.00704949258375817,0.7998999169440558,0.09999407479664259,0.09999999983750725,5.54580298766716e-20,3.972544926378471e-24,1.0730328339432052e-24,1.4048789763835568e-32,7.530505843123193e-36,6.28391187516933e-05,2.993105856011741e-17,-2.069483669331678e-22,2.5799400330316205e-24,5.924831622929727e-06,1.6249266230068542e-10,2.0909566574321724e-10,1.6436533277020573e-22,1.3647315021364654e-25,1.988131131312852e-19,2.7713164422984864e-28,1.8808277395556482e-43,1.8996255026159532e-33,6.866339201993694e-05,1.6263913399588516e-10,8.238680639663908e-30,1.0212577490560161e-19,9.916761982330492e-45,2.1386578933226804e-30,4.771396521026771e-37,3.595948570549492e-41
1.555793431095462e-11,0.00264225016925734,0.0,0.0,0.007048711332770985,0.7998993252905267,0.09999407031599701,0.09999999983752525,5.606253834085144e-20,4.0803638993165956e-24,1.091484934864997e-24,1.4797414032632272e-32,7.99488495321803e-36,6.32093552818233e-05,3.0211434359571165e-17,2.6559863914031288e-20,2.6405600039544515e-24,5.9293094170802546e-06,1.624746531270573e-10,2.11965154524913e-10,1.6534076957404568e-22,1.372845619557021e-25,2.0546253935568117e-19,2.8834560140553237e-28,1.9244771328729535e-43,2.0008433563097573e-33,6.906992584941551e-05,1.62621065574447e-10,8.618731189828358e-30,1.0334723981596685e-19,1.0513804401865535e-44,2.1836763826452365e-30,4.995869655578189e-37,3.81125019476515e-41
1.5650810017044168e-11,0.00264225016925734,0.0,0.0,0.007047930327912433,0.7998987337461178,0.09999406593119811,0.09999999983754326,5.735142079848477e-20,4.190423478000537e-24,1.1130392442333464e-24,1.55808048046372e-32,8.484598528372521e-36,6.357950950804442e-05,3.0453773828165366e-17,5.663947444666619e-20,2.702287279588922e-24,5.933691345453265e-06,1.624566496607228e-10,2.1485373795112537e-10,1.663159880282714e-22,1.380956031136358e-25,2.1228920397677438e-19,2.9993616913073525e-28,1.9729854039906702e-43,2.1067613180359948e-33,6.947639170087881e-05,1.6260300344064027e-10,9.013757384016958e-30,1.0457576874372127e-19,1.1142605109843243e-44,2.229315999996976e-30,5.229369507766506e-37,4.037971404600993e-41
1.5743685723133715e-11,0.00264225016925734,0.0,0.0,0.007047149567345072,0.7998981423107937,0.09999406164046155,0.09999999983756125,5.814942527735932e-20,4.302756476020567e-24,1.1327093615775382e-24,1.6400338123164363e-32,9.000848290085593e-36,6.394958146527992e-05,3.072646076139046e-17,-1.6191842253992165e-21,2.7648261659720742e-24,5.937979192403169e-06,1.6243865190222834e-10,2.177613919762074e-10,1.672909882266284e-22,1.389062739604403e-25,2.1929660291831876e-19,3.1191337581993427e-28,2.0211792344438016e-43,2.2175653892537003e-33,6.988278959245668e-05,1.6258494754144057e-10,9.424248012142769e-30,1.0581135884038055e-19,1.1804630466188126e-44,2.2755815475714178e-30,5.472196990281578e-37,4.276639726750307e-41
1.5836561429223263e-11,0.00264225016925734,0.0,0.0,0.007046369049264928,0.7998975509845191,0.0999940574420362,0.09999999983757925,5.863424897051493e-20,4.4173960056430124e-24,1.1512542035076502e-24,1.7257435001917278e-32,9.544884369288803e-36,6.431957118831968e-05,3.101900298012865e-17,2.422486048265865e-20,2.8281621313304738e-24,5.94217470911835e-06,1.624206596501778e-10,2.2068809260591683e-10,1.6826577026228697e-22,1.3971657476784984e-25,2.264882760007181e-19,3.2428744588388636e-28,2.0659177055591978e-43,2.333447648873113e-33,7.028911954217186e-05,1.6256689782472252e-10,9.850704473425316e-30,1.0705400725891253e-19,1.250140420354316e-44,2.3224732894831968e-30,5.724660952347334e-37,4.5278036100746205e-41
1.592943713531281e-11,0.00264225016925734,0.0,0.0,0.007045588771900872,0.7998969597672587,0.0999940533342034,0.09999999983759722,6.00703000605424e-20,4.534375479476116e-24,1.1740663836041e-24,1.815356258122833e-32,1.011800690755769e-35,6.468947871180822e-05,3.1259084297767066e-17,6.113534560204698e-20,2.892521950655321e-24,5.946279614236954e-06,1.6240267298663415e-10,2.23633815901601e-10,1.6924033422793566e-22,1.405265058065568e-25,2.3386780715463347e-19,3.370688021384078e-28,2.1175403895240146e-43,2.454606409463767e-33,7.069538156794193e-05,1.6254885423925074e-10,1.0293641013757708e-29,1.0830371115373097e-19,1.3234509264763827e-44,2.369984506778304e-30,5.98707833267163e-37,4.79203307314252e-41
1.6022312841402358e-11,0.00264225016925734,0.0,0.0,0.007044808733514032,0.7998963686589776,0.09999404931527653,0.0999999998376152,6.089527814906443e-20,4.6537286121482374e-24,1.1944614699235948e-24,1.9090235305842412e-32,1.0721567699630168e-35,6.505930407009041e-05,3.153515672684122e-17,-2.3822832175229202e-21,2.9576048490506295e-24,5.950295594449438e-06,1.623846919199223e-10,2.265985379842077e-10,1.7021468021583488e-22,1.413360673473668e-25,2.414388245891072e-19,3.50268068213284e-28,2.1694526143251607e-43,2.581246376371391e-33,7.110157568758129e-05,1.625308167346705e-10,1.0753584965790076e-29,1.0956046768068994e-19,1.4005589686111555e-44,2.4180993202167724e-30,6.2597743143082625e-37,5.069919925382704e-41
1.6115188547491906e-11,0.00264225016925734,0.0,0.0,0.007044028932397166,0.799895777659641,0.09999404538360018,0.09999999983763319,6.125051885336755e-20,4.775489421998769e-24,1.2130521735401882e-24,2.0069016124547928e-32,1.1356971878084727e-35,6.54290472973804e-05,3.1839422424069305e-17,2.2312519841058103e-20,3.023520935372347e-24,5.9542243050955225e-06,1.623667162232136e-10,2.2958223503812693e-10,1.7118880831767277e-22,1.4214525966001018e-25,2.4920500106239785e-19,3.638960709745738e-28,2.2149575849018745e-43,2.7135788097850265e-33,7.15077019188029e-05,1.625127852614974e-10,1.1231076991804444e-29,1.1082427399707777e-19,1.481635252688989e-44,2.4668526231701428e-30,6.543082481160057e-37,5.362079026067917e-41
1.6208064253581453e-11,0.00264225016925734,0.0,0.0,0.007043249366874089,0.799895186769214,0.0999940415375499,0.09999999983765115,6.287142959427113e-20,4.8996922327817076e-24,1.237303597787791e-24,2.109151771189983e-32,1.2025679640933476e-35,6.579870842775752e-05,3.2075730287108934e-17,6.428108342356293e-20,3.0905595202372197e-24,5.958067370746227e-06,1.6234874599958574e-10,2.3258488331486903e-10,1.7216271862458526e-22,1.429540830132059e-25,2.571700540953363e-19,3.7796384297057294e-28,2.269630742623333e-43,2.8518216897868044e-33,7.191376027922017e-05,1.624947597711069e-10,1.1726671329430983e-29,1.120951272616112e-19,1.5668569846549868e-44,2.516251155275622e-30,6.837344976433573e-37,5.669149003459256e-41
1.6300939959671e-11,0.00264225016925734,0.0,0.0,0.0070424700352991,0.7998945959876624,0.09999403777553133,0.09999999983766912,6.37469966369423e-20,5.026371675381325e-24,1.2585392210857262e-24,2.215940371221143e-32,1.272920802281802e-35,6.616828749499876e-05,3.2354284239491437e-17,-2.431760061466025e-21,3.1583519158681683e-24,5.961826385773086e-06,1.6233078126488846e-10,2.3560645913658373e-10,1.731364112272882e-22,1.437625376758457e-25,2.6533774611981643e-19,3.9248262487130815e-28,2.3259099862527484e-43,2.9961998844081707e-33,7.231975078634871e-05,1.6247674021572314e-10,1.224093604008384e-29,1.1337302463442928e-19,1.6564080729940911e-44,2.566274873099951e-30,7.142912663055824e-37,5.991792316191732e-41
