Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),CHOX2(61),SX(53),CH3OX(46),CH3X(55),CH4(41),CH2OX2(52),CHX(32),SX(406),SX(420),C2HOX(418),C2H4O(376),CH2X(63),SX(57),CH4X(383),SX(56)
3.21824211690886e-09,0.0027149456784039327,0.1557,0.0,0.005291028193606494,0.6423300882097716,0.19934076480408927,7.695378373363858e-17,6.208493147110108e-20,1.3556286804107932e-11,9.934009979434414e-26,2.4080072693250846e-14,2.8798798019470024e-20,0.0001398217473223202,5.651444533428449e-17,1.842702840528763e-23,4.664149042423715e-21,0.002559233372196497,5.3747522986956956e-21,1.798082319075472e-09,3.221016564867667e-32,-2.0951979827239926e-29,3.690265903295804e-12,2.0736329870056185e-18,1.8518165317701774e-40,8.913244501800905e-16,1.7462137448289327e-13,9.173378861820499e-14,7.98962726220669e-12,2.6090612756648922e-15,2.7138069627958652e-27,1.4256615102656355e-16,1.8989107944186685e-23,5.319631917448534e-18,1.525328424934759e-15,1.2250513371678233e-13,2.6141624724160334e-17,3.7357314850092116e-17,3.859524596826369e-15,1.9315217248693846e-14,2.7430941689520018e-14,7.369235642203214e-28,1.575279086088972e-15,9.436656478546571e-24
3.239575103058442e-09,0.0027149456784039327,0.1557,0.0,0.005283625852737562,0.6423301880865044,0.19933316269386125,7.847665271180255e-17,6.335016062158209e-20,1.3660839440732801e-11,1.02367809842444e-25,2.4472504666112472e-14,2.95692781202879e-20,0.00013962197805404288,5.686298180996774e-17,1.8678059097879612e-23,4.726127945926057e-21,0.002566835466770253,5.462391988616019e-21,1.8135599042341542e-09,3.270072095590607e-32,-6.120600475661357e-29,3.744975534089547e-12,2.099803296934308e-18,1.8693176389504696e-40,9.05821429994926e-16,1.7667590056434901e-13,9.224800392999357e-14,8.002154647054555e-12,2.6095914974516286e-15,2.787097351174026e-27,1.4518387046614917e-16,1.900835779074474e-23,5.442522415742293e-18,1.5237909079434817e-15,1.2400293903805882e-13,2.652362116214848e-17,3.789945253817429e-17,3.916957944818347e-15,1.9775060330195943e-14,2.7447064753134475e-14,7.55343317084423e-28,1.599426149116533e-15,9.727467429317241e-24
3.2609080892080242e-09,0.0027149456784039327,0.1557,0.0,0.00527629302657058,0.6423302870325301,0.19932563195974481,8.00173497755356e-17,6.463158640355669e-20,1.3765290488148184e-11,1.0547172065195289e-25,2.4868562928672922e-14,3.0354359801678915e-20,0.00013942407019552604,5.721729845249071e-17,1.8945683992148735e-23,4.7884968512321386e-21,0.0025743661852278376,5.55077122015105e-21,1.8290416529658718e-09,3.3194943824947705e-32,7.213434361071986e-29,3.8000701870025055e-12,2.105274511063069e-18,1.8677742908711455e-40,9.204517239686276e-16,1.7873608878120057e-13,9.276150326955692e-14,8.01449897688937e-12,2.6100842922971784e-15,2.861754669636442e-27,1.478281934812678e-16,1.9025379015497246e-23,5.567286069322205e-18,1.5222473218862774e-15,1.2550349005606687e-13,2.690583499460515e-17,3.8441805906130346e-17,3.974439862026051e-15,2.0240865987040858e-14,2.7459936243538164e-14,7.740733128616949e-28,1.623751398725522e-15,1.0025106864577402e-23
3.2822410753576063e-09,0.0027149456784039327,0.1557,0.0,0.00526902906001058,0.6423303850565161,0.19931817192931056,8.157592404964522e-17,6.592958768918484e-20,1.3869639550043522e-11,1.086117846377487e-25,2.5268354460925225e-14,3.1154212708826925e-20,0.00013922800641222747,5.757634043609652e-17,1.922894771786694e-23,4.851230659220226e-21,0.002581826199999566,5.639920876185764e-21,1.8445273472610596e-09,3.3693060225999085e-32,1.3852863804530446e-28,3.855549174663911e-12,2.1211504908962915e-18,1.9927675306978633e-40,9.35219294555737e-16,1.808018649871917e-13,9.327429336343995e-14,8.026663197223583e-12,2.6105407096632758e-15,2.937786529388673e-27,1.5049915795936673e-16,1.904028603700732e-23,5.693943194737341e-18,1.5206982269283685e-15,1.2700665986404562e-13,2.7288220005081425e-17,3.89843093586449e-17,4.0319629968355125e-15,2.0712623845103276e-14,2.74696207980704e-14,7.931151071181351e-28,1.6482597703842947e-15,1.0329663917927699e-23
3.3035740615071883e-09,0.0027149456784039327,0.1557,0.0,0.005261833304179378,0.6423304821670484,0.19931078193650767,8.315242242911676e-17,6.724381455985045e-20,1.397388626785257e-11,1.1190464462105356e-25,2.5671378228429904e-14,3.1970059994735203e-20,0.00013903376953167807,5.79245158637028e-17,1.9472589603356156e-23,4.9143615499192256e-21,0.0025892161771354344,5.729791351410823e-21,1.8600167812151092e-09,3.419449870739837e-32,-2.3234846639708818e-28,3.911412466257872e-12,2.1888571793385802e-18,2.08866821853887e-40,9.50105514415866e-16,1.8287313988941528e-13,9.37863808747912e-14,8.03865020284712e-12,2.610961773801916e-15,3.015216496493579e-27,1.531967786997755e-16,1.905321688072003e-23,5.822495925410921e-18,1.5191441651956597e-15,1.2851232280613986e-13,2.767073077814521e-17,3.95268986990837e-17,4.089520268279472e-15,2.1190322932661013e-14,2.747618329519726e-14,8.124726610067065e-28,1.6729253625084751e-15,1.0641283224394882e-23
3.3249070476567703e-09,0.0027149456784039327,0.1557,0.0,0.005254705116353235,0.6423305783726333,0.1993034613216004,8.474689189635336e-17,6.857428358557805e-20,1.4078030319328368e-11,1.1533654196844068e-25,2.6077742321823945e-14,3.280177702137645e-20,0.00013884134254184562,5.826859175335393e-17,1.972750008873188e-23,4.977871647017031e-21,0.0025965367763713283,5.820374697572769e-21,1.875509749129769e-09,3.469935577814534e-32,-6.811085368757832e-29,3.967659534287057e-12,2.1885885293457947e-18,2.058769953489048e-40,9.651143868161164e-16,1.849498339234831e-13,9.429777240398566e-14,8.050462838934005e-12,2.6113484844986055e-15,3.09405984828591e-27,1.5592108155398462e-16,1.9063937574667997e-23,5.952955623228991e-18,1.517585661486879e-15,1.3002035450027603e-13,2.8053321755061484e-17,4.006950896974093e-17,4.147104860126018e-15,2.167395170699489e-14,2.7479688801257778e-14,8.321497588543167e-28,1.6977531985711765e-15,1.0960087286928454e-23
3.3462400338063524e-09,0.0027149456784039327,0.1557,0.0,0.005247643859904876,0.6423306736816973,0.19929620943110804,8.635937948590297e-17,6.992169867487283e-20,1.4182071417417008e-11,1.185741722372772e-25,2.648951845917947e-14,3.364399466673258e-20,0.00013865070858962497,5.869433248894715e-17,2.0098291392203246e-23,5.0420910936144665e-21,0.002603788651188091,5.9117683149446226e-21,1.891006032085577e-09,3.520870564155556e-32,1.002089516885836e-27,4.024287637860125e-12,2.082394859661995e-18,2.270050047666227e-40,9.803228680169747e-16,1.8703188936066026e-13,9.480847448921189e-14,8.062103901705495e-12,2.611701817361832e-15,3.1743237807062644e-27,1.5867210572258637e-16,1.907240441052389e-23,6.085344991190864e-18,1.5160232234779567e-15,1.3153063184979127e-13,2.8435951817862227e-17,4.061208148257157e-17,4.204710208925613e-15,2.216349808529705e-14,2.7480202513940215e-14,8.521457684335687e-28,1.722847985757079e-15,1.1286171783228502e-23
3.361980350472865e-09,0.0027149456784039327,0.1557,0.0,0.005242476329093459,0.6423307434345824,0.1992909023827805,8.75607157058258e-17,7.092753190915951e-20,1.4258770878629232e-11,1.2091485915026335e-25,2.6796276368114102e-14,3.427399751903118e-20,0.00013851119114126,5.90177843010124e-17,2.0255517359234304e-23,5.090288888330584e-21,0.002609095687947859,5.979798698040003e-21,1.902441816317239e-09,3.5587079527739594e-32,7.690993696502561e-30,4.0663143668791345e-12,2.2202802783177796e-18,2.3482577097050486e-40,9.916523184472618e-16,1.8857152040264112e-13,9.518485235790555e-14,8.070584745712231e-12,2.6119416786124218e-15,3.234456440200696e-27,1.6071907974279468e-16,1.9077887018728855e-23,6.184282471500416e-18,1.514868160469548e-15,1.32646342337666e-13,2.871827657591703e-17,4.10123617189706e-17,4.247223303716683e-15,2.2528491231991506e-14,2.747870162932083e-14,8.671055843959322e-28,1.7415075509052613e-15,1.1531455849956579e-23
3.3777206671393775e-09,0.0027149456784039327,0.1557,0.0,0.005237344641555373,0.6423308127072677,0.19928563213812464,8.877190508574863e-17,7.19432299855746e-20,1.4335414062799305e-11,1.2342512322016369e-25,2.7104051486304597e-14,3.4915551141760674e-20,0.00013837263409068862,5.92794985552489e-17,2.0451245491721817e-23,5.138980287850244e-21,0.0026143659210350317,6.048304547887285e-21,1.913879242835879e-09,3.596805447568907e-32,5.089401478551768e-30,4.108550208204146e-12,2.235197568234809e-18,2.214470022871207e-40,1.0030187547004037e-15,1.9011400696409383e-13,9.556086099593556e-14,8.078974768559247e-12,2.6121642621474926e-15,3.295367778884054e-27,1.627806375497961e-16,1.9082032195205098e-23,6.284292501952101e-18,1.5137114150224524e-15,1.3376316056997093e-13,2.900058448095787e-17,4.14125673248035e-17,4.28974182809575e-15,2.289669389836453e-14,2.7475633741737605e-14,8.82242934222646e-28,1.7602140904865875e-15,1.1780755726704238e-23
3.39346098380589e-09,0.0027149456784039327,0.1557,0.0,0.005232248547842982,0.6423308815030563,0.1992803984410859,8.99929653256203e-17,7.296824945209838e-20,1.4412000889442337e-11,1.2603680869526804e-25,2.741340031276715e-14,3.5566918927802504e-20,0.0001382350308318385,5.95229299135771e-17,2.0649267055282259e-23,5.187718353005095e-21,0.0026195996065038495,6.117213431811194e-21,1.9253182321315116e-09,3.6350982750027183e-32,-3.473743486047392e-29,4.1509942196279614e-12,2.258903783718184e-18,2.2504745897950454e-40,1.0144428464145245e-15,1.9165930403784148e-13,9.59365029655697e-14,8.087275043707069e-12,2.6123699355493378e-15,3.3570676994873846e-27,1.6485678200020967e-16,1.908516188988405e-23,6.385374287958125e-18,1.5125531739993616e-15,1.3488103846282773e-13,2.928286164617603e-17,4.181267896816097e-17,4.332263422975429e-15,2.3268100731232498e-14,2.747102505894215e-14,8.975581308137439e-28,1.7789956902516895e-15,1.2034154204700322e-23
3.4060181047926944e-09,0.0027149456784039327,0.1557,0.0,0.005228208405994024,0.6423309360463464,0.19927624920328174,9.097417821208629e-17,7.379248612148711e-20,1.4473058947211732e-11,1.2811410804342741e-25,2.7661879842798056e-14,3.609202935664093e-20,0.00013812593493090148,5.973626369792874e-17,2.0807055418553703e-23,5.226557167777662e-21,0.002623748835076659,6.172458697365534e-21,1.934444958540845e-09,3.6657767736476314e-32,-7.688873063533888e-29,4.18500323270302e-12,2.2760489375090622e-18,2.3630743025488105e-40,1.02361885775457e-15,1.9289408460335224e-13,9.62359168733488e-14,8.093833088798353e-12,2.6125221306686512e-15,3.406861468429044e-27,1.6652352708667063e-16,1.9086922416644094e-23,6.466783375633711e-18,1.511628215968535e-15,1.3577357365174084e-13,2.950802241151946e-17,4.2131795456572456e-17,4.366186463126583e-15,2.3566691268768205e-14,2.746626100906134e-14,9.099041057267794e-28,1.7940613175050487e-15,1.2239295675907462e-23
3.4185752257794987e-09,0.0027149456784039327,0.1557,0.0,0.005224190634606863,0.6423309902898664,0.19927212293547825,9.196169336475814e-17,7.462265113602629e-20,1.4534081059658063e-11,1.301956580572715e-25,2.7911796554085414e-14,3.662227254897145e-20,0.0001380174385689274,5.995943511133911e-17,2.098812297590081e-23,5.265496188873348e-21,0.0026278750936477185,6.227963687260109e-21,1.94357259319138e-09,3.6965919849036024e-32,2.3827014132759064e-28,4.2191440763823574e-12,2.2481681865990836e-18,2.389966420764286e-40,1.0328477413084528e-15,1.9413062092935937e-13,9.653510032447304e-14,8.100335222389286e-12,2.6126639740706672e-15,3.457164864041991e-27,1.6819956549916673e-16,1.9087939405782136e-23,6.548879215584995e-18,1.510702512851934e-15,1.3666672884892639e-13,2.973314730405422e-17,4.245082903751793e-17,4.400108880607076e-15,2.3867314724089446e-14,2.7460546297863317e-14,9.223644866692966e-28,1.8091966414131403e-15,1.2447109374286134e-23
3.431132346766303e-09,0.0027149456784039327,0.1557,0.0,0.005220195109407333,0.6423310442352623,0.1992680195101096,9.295551976095012e-17,7.545891430456535e-20,1.4595067198366298e-11,1.3234382315084965e-25,2.8162751545788778e-14,3.715890050210447e-20,0.00013790953845395712,6.016905411376166e-17,2.1144901783695634e-23,5.304642454872117e-21,0.0026319785097829776,6.2837434251760504e-21,1.952701104338007e-09,3.72753005630756e-32,1.9105801300090574e-29,4.253416965706739e-12,2.2919348058228927e-18,2.3547935161472594e-40,1.0421146747291178e-15,1.953689014672612e-13,9.683405459560561e-14,8.10678197103057e-12,2.61279564350816e-15,3.507979466778214e-27,1.698849042774609e-16,1.9088491529528474e-23,6.631666134951001e-18,1.509776153388594e-15,1.375604801795914e-13,2.995822994388322e-17,4.2769770907363937e-17,4.434029581161445e-15,2.4169968213546542e-14,2.7453894193115833e-14,9.349394529729845e-28,1.824381328571464e-15,1.2657608575165073e-23
3.4436894677531074e-09,0.0027149456784039327,0.1557,0.0,0.005216221706816393,0.6423310978841714,0.19926393880032314,9.395566622133069e-17,7.63011919810086e-20,1.4656017338463384e-11,1.3461727357235692e-25,2.841432207388196e-14,3.7703246105831766e-20,0.0001378022313121244,6.034705950362779e-17,2.1273067654924992e-23,5.343884084890868e-21,0.002636059210335279,6.3397799896476594e-21,1.9618304612586347e-09,3.758582958554867e-32,-4.33211239494913e-28,4.287822303834097e-12,2.3625802777099458e-18,2.300966725080403e-40,1.0514039497303547e-15,1.96608908258659e-13,9.713278095631739e-14,8.113173856087684e-12,2.612917314343557e-15,3.5593082504061095e-27,1.7157954770737716e-16,1.90884827503598e-23,6.715146258801611e-18,1.5088492246099268e-15,1.3845480392850113e-13,3.018326411430942e-17,4.308861236418065e-17,4.467947502839554e-15,2.4474648809935966e-14,2.744631794149089e-14,9.476296727123397e-28,1.8395938385542354e-15,1.2870817821367267e-23
3.4562465887399118e-09,0.0027149456784039327,0.1557,0.0,0.005212270303946403,0.6423311512382212,0.1992598806799749,9.496214143006999e-17,7.714925931396385e-20,1.4716931458543354e-11,1.369308979004115e-25,2.866704080205551e-14,3.825372813828763e-20,0.0001376955138875358,6.052588238429798e-17,2.1448106732379616e-23,5.383005388853183e-21,0.0026401173214485128,6.3960469844896234e-21,1.9709606247365324e-09,3.7897692344228735e-32,-7.755140941482932e-31,4.322359550417763e-12,2.3202156466785568e-18,2.3521878519105298e-40,1.060735353129091e-15,1.9785062148173064e-13,9.743128066912684e-14,8.119511393808874e-12,2.6130291595385557e-15,3.611154876183843e-27,1.732834988465766e-16,1.9087600303454566e-23,6.799320695355736e-18,1.5079218119341476e-15,1.3934967654072622e-13,3.040824204849156e-17,4.340734202622829e-17,4.5018616191656185e-15,2.478135354498492e-14,2.743783076534933e-14,9.604362074351624e-28,1.854861134037581e-15,1.3086778503811496e-23
3.468803709726716e-09,0.0027149456784039327,0.1557,0.0,0.005208340778596494,0.6423312042990309,0.19925584502362578,9.597495399508915e-17,7.800312260100029e-20,1.4777809540590963e-11,1.392151901864857e-25,2.8921440330110556e-14,3.8808760910716145e-20,0.0001375893829422454,6.07320665774388e-17,2.161635974145824e-23,5.422037590375293e-21,0.002644152968561772,6.4525488404895956e-21,1.9800915558391486e-09,3.821059038460833e-32,3.440837092675508e-29,4.3570278601013746e-12,2.330617292632158e-18,2.4688320892519377e-40,1.0701286694372668e-15,1.9909402732548626e-13,9.772955498954017e-14,8.125795094865602e-12,2.6131313492099937e-15,3.663522384085925e-27,1.7499676225016206e-16,1.9086234983302805e-23,6.884191816050506e-18,1.506993998869331e-15,1.4024507462255633e-13,3.0633158487232345e-17,4.3725952867258754e-17,4.535770927902678e-15,2.509007940992751e-14,2.742844586096842e-14,9.733586842120644e-28,1.8702101746170483e-15,1.330552396035539e-23
3.4813608307135205e-09,0.0027149456784039327,0.1557,0.0,0.005204433009248129,0.6423312570682106,0.19925183170653754,9.699411247102882e-17,7.886284511696933e-20,1.4838651569915555e-11,1.416366650458334e-25,2.9176415131221095e-14,3.937180546742482e-20,0.00013748383525620343,6.090946085421315e-17,2.1726454692634978e-23,5.461060883001854e-21,0.0026481662764133306,6.509283587472312e-21,1.98922323212341e-09,3.8524321223353433e-32,-7.239775790558283e-28,4.3918282902130915e-12,2.439503582201481e-18,2.3451321491371424e-40,1.0795428237424682e-15,2.0033911164149277e-13,9.802760516609054e-14,8.13202546488075e-12,2.613224051227373e-15,3.716413626891734e-27,1.7671934235062898e-16,1.908449885992803e-23,6.969762052283838e-18,1.506065867338451e-15,1.411409749416683e-13,3.0858008319932896e-17,4.404443796271193e-17,4.569674457635555e-15,2.5400823358343027e-14,2.7418176395211758e-14,9.863975099130719e-28,1.885584762400926e-15,1.352706850839043e-23
3.4911186252013157e-09,0.0027149456784039327,0.1557,0.0,0.005201411333141489,0.6423312978733592,0.19924872841284383,9.779045961327689e-17,7.953494391120133e-20,1.488590534274395e-11,1.4356909324970457e-25,2.937517296028154e-14,3.981418585736364e-20,0.0001374022177109103,6.103847142122837e-17,2.1881233158880184e-23,5.4913547862181555e-21,0.0026512695629289165,6.5535323389437855e-21,1.9963196992271808e-09,3.876928744748375e-32,-4.704618102877811e-30,4.4189618986046225e-12,2.3575696620065055e-18,2.311591490577259e-40,1.0868811134207332e-15,2.0130778292611363e-13,9.825905781984522e-14,8.136830412285585e-12,2.6132896427785002e-15,3.757877183927744e-27,1.7806434825808942e-16,1.908236258500909e-23,7.036740958429068e-18,1.5053444734503268e-15,1.4183748654218482e-13,3.103268111281189e-17,4.4291828168743913e-17,4.596015374950216e-15,2.5643685394554406e-14,2.7409593918617888e-14,9.966116092552791e-28,1.8975610323241623e-15,1.370117607475924e-23
3.500876419689111e-09,0.0027149456784039327,0.1557,0.0,0.005198402664817753,0.6423313385041238,0.19924563847569993,9.859064778333897e-17,8.021058945664652e-20,1.493313733443426e-11,1.454441247818777e-25,2.9575234795999325e-14,4.025848086622862e-20,0.00013732094893255292,6.119735727430476e-17,2.2017902908946053e-23,5.521643249347067e-21,0.0026543594928943523,6.597929934201884e-21,2.003416572445525e-09,3.901479781384595e-32,7.573813031889508e-29,4.446174115015569e-12,2.3603075866923028e-18,2.4837058526175914e-40,1.094267523927161e-15,2.0227745401480268e-13,9.849037645574927e-14,8.14160369132593e-12,2.6133496818628033e-15,3.799659764664336e-27,1.794149855781227e-16,1.908007008687424e-23,7.104145200674146e-18,1.5046229727985997e-15,1.4253427672251024e-13,3.120730722186689e-17,4.453913333021226e-17,4.6223518075234125e-15,2.5887762713704817e-14,2.7400491385404863e-14,1.0068961519912749e-27,1.909601211240408e-15,1.3877012239655253e-23
3.5106342141769062e-09,0.0027149456784039327,0.1557,0.0,0.005195406948102695,0.6423313789612493,0.19924256183744254,9.939468089413576e-17,8.088984576366039e-20,1.4980347542104957e-11,1.4727080448619173e-25,2.977652922376438e-14,4.070494059868152e-20,0.00013724002743223753,6.138077379237008e-17,2.2142407596241426e-23,5.5520029830300435e-21,0.0026574361239727813,6.64248417992383e-21,2.0105138377324577e-09,3.926099732163581e-32,-1.0012072225493873e-28,4.473465027267197e-12,2.3916653745504686e-18,2.625318996482252e-40,1.1016994008913945e-15,2.0324812012939033e-13,9.872156165101664e-14,8.146345533024957e-12,2.6134042443550027e-15,3.841762673175113e-27,1.8077125664235365e-16,1.9077495985234545e-23,7.171976168617505e-18,1.5039014018215863e-15,1.4323133478389975e-13,3.138188428574767e-17,4.47863501051402e-17,4.648683337696283e-15,2.613305384404426e-14,2.7390874929047585e-14,1.0172516345431523e-27,1.9217016394056258e-15,1.4054587253240622e-23
3.5203920086647015e-09,0.0027149456784039327,0.1557,0.0,0.0051924241270660705,0.6423314192454768,0.19923949844065914,1.002025628785011e-16,8.157290245759725e-20,1.502753596400162e-11,1.490956548905395e-25,2.997873033204897e-14,4.1154595107184465e-20,0.00013715945172745544,6.156736125335531e-17,2.2289786982647217e-23,5.5825968303076126e-21,0.002660499513576891,6.687217222378278e-21,2.0176114837050607e-09,3.950821710118333e-32,6.290021091417775e-29,4.500835014472569e-12,2.38135698395051e-18,2.628377329394323e-40,1.1091646349712395e-15,2.0421977963191692e-13,9.895261398036869e-14,8.1510561666508e-12,2.6134534053461877e-15,3.884186753157234e-27,1.8213316513841517e-16,1.907448499210104e-23,7.24023636574613e-18,1.5031797964700363e-15,1.439286500869667e-13,3.15564087835618e-17,4.5033473217958456e-17,4.675009560999054e-15,2.6379557302921598e-14,2.7380750668771395e-14,1.0276789061385027e-27,1.933845737105226e-15,1.4233899719649734e-23
3.5301498031524968e-09,0.0027149456784039327,0.1557,0.0,0.0051894541460206145,0.6423314593575444,0.1992364482281862,1.010142976127239e-16,8.225971046056106e-20,1.5074702599483164e-11,1.5096623682093218e-25,3.018148148500998e-14,4.160857513117673e-20,0.00013707922034203915,6.174091813191426e-17,2.2435923773062424e-23,5.613372810714859e-21,0.002663549718870033,6.732119618791181e-21,2.0247094993336803e-09,3.975620503972162e-32,-4.118008254375753e-29,4.528284333578754e-12,2.414962656797526e-18,2.6093385347788934e-40,1.11664997526645e-15,2.0519242421140556e-13,9.918353401604531e-14,8.155735819455212e-12,2.6134972388720225e-15,3.926933511742412e-27,1.8350071251863545e-16,1.907123786661804e-23,7.308926519339463e-18,1.5024581920459667e-15,1.4462621205129465e-13,3.1730878179962104e-17,4.528049921254756e-17,4.701330082546896e-15,2.6627271597111786e-14,2.7370124706982335e-14,1.0381778432822155e-27,1.9460153670150632e-15,1.441496178680614e-23
3.539907597640292e-09,0.0027149456784039327,0.1557,0.0,0.005186496949520961,0.6423314992981869,0.1992334111431088,1.0182988903865382e-16,8.295032116384836e-20,1.5121847449000372e-11,1.5297300821040768e-25,3.0384238753936423e-14,4.2068607787789617e-20,0.00013699933180614238,6.187495958686508e-17,2.2511171992004184e-23,5.64430309966384e-21,0.0026665867967673096,6.777184820576073e-21,2.031807875644935e-09,4.00046802604669e-32,-7.930873675892348e-28,4.555813504565499e-12,2.5189881409038558e-18,2.5490170159803293e-40,1.1241352126552124e-15,2.061660463764475e-13,9.941432232781547e-14,8.160384716896704e-12,2.6135358181494367e-15,3.97000408164734e-27,1.848739015159473e-16,1.9067813032987847e-23,7.378048382032969e-18,1.5017366231858014e-15,1.4532401015589717e-13,3.190529215893379e-17,4.552742820537173e-17,4.7276445128753006e-15,2.68761952225352e-14,2.7359003130020874e-14,1.0487481836752529e-27,1.958182883499315e-15,1.4597775149418628e-23
3.5496653921280873e-09,0.0027149456784039327,0.1557,0.0,0.005183552482362884,0.6423315390681364,0.1992303871287589,1.0264934099181369e-16,8.364449783568964e-20,1.5168970514082383e-11,1.5501346684714954e-25,3.058766893411213e-14,4.253262895404031e-20,0.00013691978465617808,6.200895316275822e-17,2.2649234648809232e-23,5.675144530789092e-21,0.002669610803936678,6.822384649382754e-21,2.0389065925067446e-09,4.025428631674127e-32,-5.420621300580078e-29,4.583422027580251e-12,2.4229516125362812e-18,2.571000052504869e-40,1.1316451185639506e-15,2.0714063418905395e-13,9.964497948298823e-14,8.165003083220864e-12,2.613569216055754e-15,4.013400242136589e-27,1.8625273280814765e-16,1.9063601136075525e-23,7.447601986577785e-18,1.5010151242381735e-15,1.4602203393885482e-13,3.207964642836448e-17,4.577425325206263e-17,4.75395248410404e-15,2.7126326667231686e-14,2.7347392005521355e-14,1.0593920616476322e-27,1.9703821048224462e-15,1.4782370041297832e-23
3.5594231866158826e-09,0.0027149456784039327,0.1557,0.0,0.005180620689582036,0.6423315786681211,0.19922737612871472,1.0347265721448105e-16,8.434220898306005e-20,1.521607179731718e-11,1.569788213482903e-25,3.079255861423468e-14,4.299818227738263e-20,0.00013684057743481911,6.218217693436726e-17,2.2806373618638573e-23,5.70591941746549e-21,0.002672621796800009,6.867725760715898e-21,2.046005628259247e-09,4.050446962339266e-32,1.036823056290441e-28,4.611108707991384e-12,2.4210560856916306e-18,2.7099601910078536e-40,1.1392089150048823e-15,2.0811618202535638e-13,9.987550604642304e-14,8.169591140118765e-12,2.6135975038529637e-15,4.0571234713171864e-27,1.8763720800607583e-16,1.9059282407733963e-23,7.517588123149455e-18,1.500293728809488e-15,1.4672027299773303e-13,3.225393824200398e-17,4.602097082388767e-17,4.780253634043177e-15,2.737766440996478e-14,2.733529738333135e-14,1.07010792460998e-27,1.982652930271195e-15,1.4968772462622914e-23
3.5682052016548982e-09,0.0027149456784039327,0.1557,0.0,0.00517799286743601,0.6423316141633876,0.1992246773094711,1.0421694885938491e-16,8.497336189592644e-20,1.5258444331727047e-11,1.5869743166530188e-25,3.0978068632085515e-14,4.341894639692429e-20,0.0001367695803751153,6.235903979920287e-17,2.292705064888957e-23,5.733776071971181e-21,0.002675320609580561,6.908680128782522e-21,2.052395023232905e-09,4.073025162105032e-32,-8.122576627360356e-30,4.636093716616192e-12,2.442095958768793e-18,2.7907650111735163e-40,1.14605725925743e-15,2.0899499629143542e-13,1.0008286876246916e-13,8.173694658897413e-12,2.6136186523343036e-15,4.096754775179177e-27,1.8888806401965258e-16,1.9055168997028065e-23,7.580947382388994e-18,1.4996445887405382e-15,1.473488636620933e-13,3.2410747266659444e-17,4.6242924801246986e-17,4.803918540821636e-15,2.7604898498560848e-14,2.732400381869794e-14,1.0798138540682352e-27,1.9937508335659053e-15,1.5138082170302495e-23
3.576987216693914e-09,0.0027149456784039327,0.1557,0.0,0.005175375227474062,0.6423316495220972,0.19922198894552476,1.0496437636956906e-16,8.560769951358044e-20,1.5300799229122972e-11,1.6043514297738244e-25,3.116417030755094e-14,4.3842845159239896e-20,0.00013669885642861147,6.252945506064382e-17,2.3054782322824504e-23,5.761890378041001e-21,0.002678008967063569,6.949787326924797e-21,2.0587846614772216e-09,4.095684935216129e-32,1.2898123933929187e-30,4.661142694467254e-12,2.4517094072584958e-18,2.7878684394405343e-40,1.152927313541027e-15,2.0987458685832874e-13,1.0029012656312193e-13,8.177773965029114e-12,2.613635770272754e-15,4.1366523747943554e-27,1.9014349686943575e-16,1.9050772202423637e-23,7.644660673231644e-18,1.498995583126627e-15,1.479776128227978e-13,3.256750324709003e-17,4.6464788352815136e-17,4.827577383934328e-15,2.7833107328486968e-14,2.7312327890978833e-14,1.089578958174445e-27,2.004876708057319e-15,1.53088549778038e-23
3.5857692317329295e-09,0.0027149456784039327,0.1557,0.0,0.005172767730121025,0.6423316847447748,0.19921931099625112,1.0571494251892198e-16,8.624520390925706e-20,1.534313649352558e-11,1.622182459485478e-25,3.135069878720575e-14,4.4270418074246875e-20,0.0001366284045458208,6.268671200933951e-17,2.3179152216261715e-23,5.79019518199827e-21,0.002680686909873684,6.991038917502211e-21,2.06517453491188e-09,4.1184156851377443e-32,2.6152725757701954e-30,4.686255777721661e-12,2.460915516763571e-18,2.784319311403121e-40,1.1598129523818806e-15,2.1075494758204499e-13,1.0049727985511696e-13,8.1818292167831e-12,2.6136489082471376e-15,4.1768172110811934e-27,1.9140350808466364e-16,1.9046119276079255e-23,7.708728961634333e-18,1.4983467354063e-15,1.4860651301995094e-13,3.2724204553360655e-17,4.668655921497423e-17,4.8512299209155864e-15,2.8062289774223118e-14,2.73002739700254e-14,1.0994033207577435e-27,2.0160221626385665e-15,1.5481097739621173e-23
