Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53),CHOX(64),CH2O2X(54),CH3OX(48),SX(57),OCO(174),SX(231),CH3X(25),CH4(24),CH4X(249)
4.07628905091688e-09,0.000897708597878115,0.0,0.0,0.00031687610144820753,0.7984073978177343,0.09999972334558538,0.09999999994286432,1.155950267476052e-12,4.666808373120894e-17,1.4459364922443807e-15,6.663255018712698e-27,3.872225572768207e-32,0.001064046071732282,2.1289044867101143e-15,3.756197506401829e-17,2.871097538532227e-17,2.5531211315166847e-07,5.597621749941816e-11,2.1287479343356532e-08,1.6734539553333339e-19,5.146252522930821e-22,1.7020499669014292e-20,2.2077740577657068e-29,1.6464207933592028e-31,6.54685934205592e-31,0.0010605685015022076,5.597684416610459e-11,3.2164662324907726e-15,3.5164723865140537e-22,6.685837882187768e-27,1.0163355634424339e-41,2.6647661821868946e-28,4.615409950151917e-32,4.711027145531597e-39,1.739015298748529e-38,4.1917143198824004e-42
4.099636446400231e-09,0.000897708597878115,0.0,0.0,0.00031653569300420085,0.7984078598478952,0.09999972358782945,0.09999999994291481,1.1655891530596338e-12,4.7057287796402704e-17,1.4575709360178307e-15,6.765929453441686e-27,3.9318899153227935e-32,0.0010656514656698605,2.126593727481787e-15,3.761826673040895e-17,2.891995278804561e-17,2.55037819685926e-07,5.591608392805714e-11,2.131959849653759e-08,1.6753239286619166e-19,5.15399578293031e-22,1.724005166108594e-20,2.2262137162627968e-29,1.662024361619744e-31,6.655615855666981e-31,0.0010593037583031982,5.591670709850226e-11,3.2391763788715847e-15,3.54096842294168e-22,6.788703714600975e-27,1.030887104990017e-41,2.708513056648646e-28,4.7119633413648026e-32,4.772027328613652e-39,1.7752046895432168e-38,4.299123513066628e-42
4.122983841883582e-09,0.000897708597878115,0.0,0.0,0.0003161961362499217,0.7984083206901789,0.09999972382946863,0.09999999994296511,1.1752569897697495e-12,4.744766390208221e-17,1.4692358923853846e-15,6.869615061050695e-27,3.9921418485726594e-32,0.0010672527791814861,2.1242887646138122e-15,3.767441334767022e-17,2.912921378551385e-17,2.5476421261128993e-07,5.5856100809869576e-11,2.1351636014535626e-08,1.6771876937454006e-19,5.161719296259165e-22,1.746118775806949e-20,2.2447089369989727e-29,1.6776939237569317e-31,6.765475787259462e-31,0.0010580422432353573,5.585672050819061e-11,3.261920626130548e-15,3.565487339393773e-22,6.89258131307411e-27,1.0455617125606808e-41,2.752739903044353e-28,4.8099737530531366e-32,4.833383118380451e-39,1.8119161610252302e-38,4.4086101070542084e-42
4.146331237366933e-09,0.000897708597878115,0.0,0.0,0.0003158574266615628,0.7984087803468668,0.09999972407050632,0.09999999994301524,1.1849537467918101e-12,4.783921082350568e-17,1.480931312644153e-15,6.97431659789081e-27,4.052984136226651e-32,0.0010688500258853692,2.1219895670652943e-15,3.773041539870743e-17,2.9338756805914213e-17,2.54491288275632e-07,5.57962673456512e-11,2.1383592169339065e-08,1.6790452792187612e-19,5.169423129104011e-22,1.768391004923503e-20,2.2632596618783907e-29,1.6934294414700196e-31,6.876442969464083e-31,0.0010567839472076632,5.579688359504611e-11,3.2846988871451302e-15,3.5900289563923733e-22,6.997475432860763e-27,1.0603597257605235e-41,2.7974495453903584e-28,4.9094547676173414e-32,4.8950936906659167e-39,1.8491536950530255e-38,4.520200258024119e-42
4.169678632850284e-09,0.000897708597878115,0.0,0.0,0.00031551955986008185,0.7984092388203472,0.0999997243109458,0.09999999994306519,1.194679393227183e-12,4.8231927332487015e-17,1.4926571480969198e-15,7.080038820695966e-27,4.114419542212481e-32,0.0010704432193226366,2.119696104793434e-15,3.778627336917648e-17,2.9548580290260745e-17,2.542190431439421e-07,5.57365827617742e-11,2.141546723141958e-08,1.680896713520905e-19,5.17710734727608e-22,1.7908220611932244e-20,2.2818658326422586e-29,1.7092308759566904e-31,6.988521222076123e-31,0.0010555288610612993,5.5737195584582474e-11,3.3075110750830877e-15,3.6145930962076114e-22,7.103390829588521e-27,1.0752814832175258e-41,2.842644810343696e-28,5.010420016828077e-32,4.957158230018384e-39,1.886921274491505e-38,4.633920251981849e-42
4.193026028333635e-09,0.000897708597878115,0.0,0.0,0.0003151825316020522,0.7984096961131062,0.09999972455079018,0.09999999994311495,1.2044338980944265e-12,4.8625812197433715e-17,1.504413350052781e-15,7.186786486536663e-27,4.17645083064988e-32,0.0010720323729591196,2.117408348689988e-15,3.7841987742369836e-17,2.9758682691981404e-17,2.539474737909121e-07,5.5677046308571006e-11,2.144726146977342e-08,1.6827420248994485e-19,5.184772016219795e-22,1.8134121511684864e-20,2.3005273908706234e-29,1.7250981879178088e-31,7.101714352144719e-31,0.0010542769755770153,5.5677655726329155e-11,3.330357103400832e-15,3.6391795828078525e-22,7.210332259212704e-27,1.0903273225843682e-41,2.8883285271607853e-28,5.112883181680759e-32,5.019575929490268e-39,1.9252228832000773e-38,4.749796504019797e-42
4.216373423816986e-09,0.000897708597878115,0.0,0.0,0.00031484633777112945,0.7984101522277207,0.09999972479004252,0.09999999994316454,1.2142172303297834e-12,4.9020864183385394e-17,1.5161998698277959e-15,7.294564352774027e-27,4.239080765823973e-32,0.0010736175001870483,2.1151262705235354e-15,3.789755899063389e-17,2.996906247652702e-17,2.5367657689402464e-07,5.561765725882928e-11,2.147897515196197e-08,1.6845812414124964e-19,5.192417201021005e-22,1.8361614802282244e-20,2.3192442779841915e-29,1.7410313375631197e-31,7.216026154058215e-31,0.0010530282814819845,5.5618263292319486e-11,3.353236885841843e-15,3.663788241809206e-22,7.318304477970441e-27,1.1054975805236733e-41,2.934503527656361e-28,5.216857992249196e-32,5.082345990432102e-39,1.9640625060200753e-38,4.8678555575815605e-42
4.239720819300337e-09,0.000897708597878115,0.0,0.0,0.0003145109743700894,0.7984106071668503,0.09999972502870584,0.09999999994321397,1.2240293587880965e-12,4.941708205205244e-17,1.528016658745646e-15,7.403377177014187e-27,4.3023121121588165e-32,0.0010751986143266354,2.1128498428841153e-15,3.7952987591030934e-17,3.017971812100104e-17,2.534063492271318e-07,5.555841490638214e-11,2.151060854412437e-08,1.686414390930823e-19,5.200042966414778e-22,1.8590702525868112e-20,2.3380164352461578e-29,1.7570302846162088e-31,7.331460409625763e-31,0.0010517827694561793,5.5559017575682094e-11,3.3761503364351157e-15,3.6884189004253943e-22,7.427312242335092e-27,1.1207925927050975e-41,2.981172646162614e-28,5.322358227538297e-32,5.145467622291042e-39,2.0034441287615511e-38,4.9881240837300236e-42
4.263068214783688e-09,0.000897708597878115,0.0,0.0,0.0003141764375134023,0.7984110609332309,0.09999972526678295,0.09999999994326321,1.2338702522445164e-12,4.9814464561855227e-17,1.53986366813831e-15,7.513229717062979e-27,4.366147634191084e-32,0.0010767757286275755,2.1105790391306822e-15,3.800827402365165e-17,3.039064811381074e-17,2.5313678765443443e-07,5.549931856479561e-11,2.154216191100844e-08,1.6882415011425733e-19,5.207649376792487e-22,1.8821386713026638e-20,2.3568438037640536e-29,1.7730949883188586e-31,7.448020888155383e-31,0.0010505404301383075,5.5499917889324624e-11,3.3990973694936318e-15,3.713071387425364e-22,7.537360308970932e-27,1.1362126938131087e-41,3.0283387194885595e-28,5.429397715335947e-32,5.208940042413899e-39,2.0433717381894616e-38,5.1106288804191985e-42
4.286415610267039e-09,0.000897708597878115,0.0,0.0,0.000313842723420306,0.7984115135296698,0.0999997255042767,0.0999999999433123,1.2437398793948236e-12,5.02130104679636e-17,1.5517408493467408e-15,7.624126730880946e-27,4.430590096543997e-32,0.0010783488562704547,2.108313833345333e-15,3.806341875014096e-17,3.060185095433624e-17,2.5286788912486195e-07,5.544036756614898e-11,2.1573635516018094e-08,1.6900625995546573e-19,5.215236496208706e-22,1.9053669382866027e-20,2.3757263244916166e-29,1.7892254074366763e-31,7.565711346528637e-31,0.0010493012541313328,5.5440963564705914e-11,3.422077899612874e-15,3.737745533091574e-22,7.648453434688199e-27,1.1517582175307533e-41,3.0760045868796165e-28,5.537990332064048e-32,5.272762475854754e-39,2.0838493220092572e-38,5.23539687176977e-42
4.30976300575039e-09,0.000897708597878115,0.0,0.0,0.00031350982840834237,0.7984119649590379,0.09999972574118972,0.09999999994336119,1.2536382088558343e-12,5.061271852233659e-17,1.5636481537215537e-15,7.73607297653867e-27,4.495642263901418e-32,0.0010799180103680877,2.106054200288864e-15,3.811842223618035e-17,3.0813325152616785e-17,2.5259965066687145e-07,5.5381561259889444e-11,2.1605029621217874e-08,1.6918777134942707e-19,5.222804388387825e-22,1.9287552543099727e-20,2.3946639382306685e-29,1.8054215002640132e-31,7.684535529272081e-31,0.0010480652320076118,5.538215395069322e-11,3.4450918416693612e-15,3.762441169176255e-22,7.760596376398424e-27,1.1674294965346527e-41,3.124173089977413e-28,5.648150002628735e-32,5.33693415518721e-39,2.1248808688518925e-38,5.362455107348258e-42
4.333110401233741e-09,0.000897708597878115,0.0,0.0,0.0003131777488873286,0.7984124152242651,0.09999972597752468,0.09999999994340991,1.2635652091679698e-12,5.1013587473762206e-17,1.5755855326237205e-15,7.849073212172392e-27,4.5613069009820544e-32,0.0010814832039667693,2.1038001153559017e-15,3.817328496325738e-17,3.102506922905634e-17,2.523320693835619e-07,5.532289901176478e-11,2.16363444873454e-08,1.6936868701135808e-19,5.230353116729939e-22,1.952303819012535e-20,2.4136565856329947e-29,1.821683224627873e-31,7.804497168625722e-31,0.001046832354313668,5.5323488412493626e-11,3.468139110819215e-15,3.787158128864755e-22,7.873793891070088e-27,1.1832268625090511e-41,3.1728470727797974e-28,5.759890700269878e-32,5.401454320321289e-39,2.166470368258272e-38,5.491830761449784e-42
4.356457796717092e-09,0.000897708597878115,0.0,0.0,0.00031284648135373165,0.7984128643283357,0.09999972621328419,0.09999999994345847,1.2735208487956655e-12,5.141561606789759e-17,1.5875529374252657e-15,7.963132195939954e-27,4.627586772513904e-32,0.0010830444500474655,2.1015515545390924e-15,3.8228007384039156e-17,3.123708171414405e-17,2.5206514244809325e-07,5.526438020283579e-11,2.166758037387089e-08,1.6954900963908413e-19,5.2378827443166185e-22,1.9760128309101547e-20,2.432704207202242e-29,1.8380105378934729e-31,7.92559998460856e-31,0.001045602611574637,5.5264966330656224e-11,3.4912196224967487e-15,3.81189624674147e-22,7.988050735684572e-27,1.1991506461283673e-41,3.2220293816010635e-28,5.87322644640978e-32,5.4663222183249874e-39,2.2086218106631513e-38,5.623551132384347e-42
4.379805192200443e-09,0.000897708597878115,0.0,0.0,0.0003125160223854205,0.7984133122742836,0.0999997264484707,0.09999999994350686,1.2835050961263415e-12,5.1818803047309296e-17,1.5995503195099678e-15,8.078254685977046e-27,4.694484643208933e-32,0.0010846017615269382,2.099308494395248e-15,3.8282589945362667e-17,3.144936114818743e-17,2.517988670994736e-07,5.5206004228545314e-11,2.1698737539003894e-08,1.6972874191313033e-19,5.245393333916612e-22,1.9998824874022787e-20,2.451806743295825e-29,1.8544033969692185e-31,8.047847685081396e-31,0.0010443759942983936,5.5206587100144666e-11,3.514333292413089e-15,3.83665535875197e-22,8.103371667192429e-27,1.215201177048028e-41,3.2717228650323898e-28,5.988171310501208e-32,5.5315371032504915e-39,2.251339187378508e-38,5.757643641766598e-42
4.403152587683794e-09,0.000897708597878115,0.0,0.0,0.00031218636863676786,0.7984137590651873,0.09999972668308668,0.09999999994355506,1.2935179194742432e-12,5.222314715151354e-17,1.611577630274065e-15,8.19444544035373e-27,4.7620032777377686e-32,0.0010861551512588038,2.097070912004615e-15,3.833703313580032e-17,3.166190608106397e-17,2.5153324063860654e-07,5.514777049784881e-11,2.17298162396742e-08,1.699078864971908e-19,5.252884947990728e-22,2.023912984779229e-20,2.4709641341268302e-29,1.870861758310109e-31,8.171243965807108e-31,0.00104315249297939,5.514835012946955e-11,3.537480036554811e-15,3.8614353021706027e-22,8.219761442469913e-27,1.2313787839262643e-41,3.3219303739024846e-28,6.104739409874706e-32,5.597098235965023e-39,2.294626490576406e-38,5.894135833809026e-42
4.426499983167145e-09,0.000897708597878115,0.0,0.0,0.0003118575168340821,0.7984142047041664,0.09999972691713452,0.0999999999436031,1.303559287082066e-12,5.2628647117016413e-17,1.6236348211269638e-15,8.311709217031312e-27,4.830145440704622e-32,0.0010877046320345448,2.0948387849422362e-15,3.839133740718019e-17,3.1874715071986167e-17,2.5126826042453904e-07,5.508967843241553e-11,2.1760816731602076e-08,1.7008644603822177e-19,5.260357648696703e-22,2.0481045182293187e-20,2.4901763197659218e-29,1.8873855779232197e-31,8.295792510508404e-31,0.0010419320981022231,5.509025483987697e-11,3.5606597711826e-15,3.8862359155728457e-22,8.337224818275873e-27,1.247683794406304e-41,3.3726547612384393e-28,6.222944909585259e-32,5.663004883986305e-39,2.3384877132713634e-38,6.03305537461853e-42
4.449847378650496e-09,0.000897708597878115,0.0,0.0,0.00031152946377134273,0.7984146491943772,0.09999972715061654,0.09999999994365098,1.3136291671167134e-12,5.30353016773546e-17,1.6357218434919424e-15,8.43005077381944e-27,4.898913896622555e-32,0.0010892502165844597,2.0926120912570005e-15,3.844550317194645e-17,3.208778668927333e-17,2.510039238710476e-07,5.503172746587211e-11,2.1791739269330153e-08,1.7026442316647668e-19,5.267811497894168e-22,2.072457281845786e-20,2.5094432401432565e-29,1.9039748113728506e-31,8.421496990923329e-31,0.0010407148001449474,5.503230066459548e-11,3.583872412829939e-15,3.911057038803039e-22,8.455766551208894e-27,1.2641165351001914e-41,3.4238988822267943e-28,6.342802022258336e-32,5.7292563213226094e-39,2.382926849302252e-38,6.174430051496323e-42
4.473194774133847e-09,0.000897708597878115,0.0,0.0,0.00031120220630622076,0.7984150925390103,0.099999727383535,0.09999999994369867,1.3237275276741294e-12,5.344310956313573e-17,1.64783864880686e-15,8.549474868333567e-27,4.968311409888696e-32,0.0010907919175785707,2.0903908094316512e-15,3.849953092812677e-17,3.230111951014116e-17,2.507402284434583e-07,5.497391704309188e-11,2.1822584106158288e-08,1.7044182049597707e-19,5.275246557148738e-22,2.0969714686335846e-20,2.5287648350504015e-29,1.9206294137833664e-31,8.548361066858544e-31,0.0010395005895821516,5.497448704813177e-11,3.6071178783018015e-15,3.9358985129451157e-22,8.575391397664736e-27,1.2806773316198576e-41,3.475665594174799e-28,6.464325007935282e-32,5.795851828317329e-39,2.427947893313741e-38,6.318287772241139e-42
4.496542169617198e-09,0.000897708597878115,0.0,0.0,0.0003108757413563659,0.7984155347412865,0.09999972761589218,0.0999999999437462,1.3338543367853948e-12,5.3852069502078404e-17,1.6599851885248743e-15,8.669986257952657e-27,5.038340744759543e-32,0.001092329747627481,2.0881749183552535e-15,3.855342115123504e-17,3.251471212050677e-17,2.504771716555615e-07,5.4916246619549923e-11,2.185335149420493e-08,1.7061864062459433e-19,5.282662887736075e-22,2.1216472705160073e-20,2.548141044142237e-29,1.9373493398445666e-31,8.676388386240561e-31,0.0010382894568878186,5.491681344561016e-11,3.630396084673386e-15,3.9607601803000735e-22,8.696104113794086e-27,1.2973665085607373e-41,3.5279577564718788e-28,6.587528173918167e-32,5.86279069149803e-39,2.4735548407373096e-38,6.464656564455664e-42
4.519889565100549e-09,0.000897708597878115,0.0,0.0,0.00031055006589594076,0.798415975804453,0.09999972784769026,0.09999999994379356,1.3440095624066871e-12,5.4262180219053036e-17,1.6721614141151346e-15,8.7915896997772e-27,5.109004665326829e-32,0.0010938637192831919,2.085964397321474e-15,3.860717419389535e-17,3.272856311479225e-17,2.5021475106682104e-07,5.485871566070926e-11,2.1884041684503745e-08,1.7079488613403473e-19,5.290060550646312e-22,2.1464848783411712e-20,2.567571806938864e-29,1.954134543817137e-31,8.805582585165e-31,0.0010370813925379755,5.485927932216067e-11,3.6537069492888456e-15,3.9856418843591296e-22,8.817909455460583e-27,1.314184389474767e-41,3.580778230551313e-28,6.712425874614046e-32,5.930072203429948e-39,2.5197516877718333e-38,6.613564574856188e-42
4.5432369605839e-09,0.000897708597878115,0.0,0.0,0.0003102251769523854,0.7984164157317829,0.09999972807893137,0.09999999994384076,1.3541931724219158e-12,5.467344043612223e-17,1.6843672770634922e-15,8.914289950587505e-27,5.180305935493346e-32,0.0010953938450398782,2.0837592259889187e-15,3.8660790547320973e-17,3.2942671095742994e-17,2.4995296427985396e-07,5.4801323641437e-11,2.19146549268913e-08,1.7097055959031158e-19,5.297439606587532e-22,2.1714844818883705e-20,2.5870570628275333e-29,1.9709849795348854e-31,8.93594728794404e-31,0.001035876387013154,5.480188415234746e-11,3.6770503897600435e-15,4.010543469776891e-22,8.940812178199126e-27,1.3311312969120882e-41,3.634129879852106e-28,6.839032511378681e-32,5.99769566257382e-39,2.5665424313637937e-38,6.765040068585416e-42
4.566584356067251e-09,0.000897708597878115,0.0,0.0,0.0003099010716033986,0.7984168545265695,0.09999972830961759,0.0999999999438878,1.3644051346606622e-12,5.508584887258039e-17,1.696602728873219e-15,9.038091766802294e-27,5.252247318948521e-32,0.0010969201373346304,2.0815593843399407e-15,3.871427076899034e-17,3.315703467427112e-17,2.496918089378905e-07,5.4744070045484594e-11,2.1945191470003293e-08,1.711456635438197e-19,5.304800115989052e-22,2.1966462698742916e-20,2.6065967510645277e-29,1.987900600409908e-31,9.067486107152089e-31,0.001034674430800677,5.474462741963087e-11,3.700426323965335e-15,4.0354647823525595e-22,9.064817037174497e-27,1.348207552409196e-41,3.6880155697810477e-28,6.967362532359754e-32,6.065660373148015e-39,2.6139310691870896e-38,6.919111428528398e-42
4.589931751550602e-09,0.000897708597878115,0.0,0.0,0.00030957774697411885,0.7984172921921264,0.09999972853975106,0.09999999994393466,1.3746454168810082e-12,5.549940424499411e-17,1.708867721065694e-15,9.162999904437564e-27,5.324831579144776e-32,0.001098442608548153,2.079364852708494e-15,3.8767615126752306e-17,3.337165246928621e-17,2.49431282722439e-07,5.4686954364991526e-11,2.1975651561484624e-08,1.713202005292789e-19,5.312142139005523e-22,2.221970429959115e-20,2.6261908107770554e-29,2.0048813594385343e-31,9.20020264366986e-31,0.0010334755143967707,5.468750861586934e-11,3.723834670048342e-15,4.0604056690083254e-22,9.189928787140216e-27,1.3654134764462523e-41,3.742438167674997e-28,7.097430432339578e-32,6.133965644994887e-39,2.6619215996225063e-38,7.075807154631557e-42
4.613279147033953e-09,0.000897708597878115,0.0,0.0,0.00030925520023449335,0.7984177287317838,0.09999972876933376,0.09999999994398136,1.3849139867584434e-12,5.591410526724303e-17,1.7211622051810903e-15,9.289019119065724e-27,5.398061479274198e-32,0.0010999612710054436,2.077175611752533e-15,3.8820824030534106e-17,3.3586523107530236e-17,2.491713833513328e-07,5.4629976100002086e-11,2.2006035447877197e-08,1.7149417306620442e-19,5.319465735519935e-22,2.247457148752496e-20,2.645839180965174e-29,2.0219272092028845e-31,9.33410048672687e-31,0.0010322796283085286,5.46305272408559e-11,3.747275346416768e-15,4.0853659777646795e-22,9.316152182397717e-27,1.3827493885001877e-41,3.7974005427633473e-28,7.229250752577336e-32,6.202610793451261e-39,2.71051802173684e-38,7.235155863224789e-42
4.636626542517304e-09,0.000897708597878115,0.0,0.0,0.00030893342859682085,0.7984181641488866,0.09999972899836773,0.09999999994402789,1.3952108119284747e-12,5.632995065055856e-17,1.7334861327791118e-15,9.416154165775042e-27,5.471939782244315e-32,0.0011014761369764277,2.074991642367066e-15,3.8873898230227584e-17,3.380164522345884e-17,2.489121085766796e-07,5.457313475804682e-11,2.2036343374441115e-08,1.71667583658977e-19,5.326770965146092e-22,2.2731066118194365e-20,2.6655418005036693e-29,2.0390381018757313e-31,9.469183213942499e-31,0.0010310867630557296,5.4573682801879734e-11,3.7707482717412064e-15,4.1103455577239992e-22,9.443491976755802e-27,1.4002156070423897e-41,3.8529055661306807e-28,7.362838080650862e-32,6.271595139222955e-39,2.7597243352616994e-38,7.397186286346525e-42
4.659973938000655e-09,0.000897708597878115,0.0,0.0,0.00030861242931345907,0.7984185984467933,0.09999972922685492,0.09999999994407426,1.4055358599707437e-12,5.674693910356335e-17,1.7458394554396642e-15,9.544409799129326e-27,5.546469250654608e-32,0.0011029872186765753,2.0728129257475105e-15,3.892683793658821e-17,3.401701745910327e-17,2.486534561828103e-07,5.451642985374471e-11,2.2066575585494837e-08,1.7184043479675413e-19,5.334057887232557e-22,2.2989190036860573e-20,2.685298608143891e-29,2.056213989227143e-31,9.605454391365693e-31,0.0010298969091725178,5.451697481332002e-11,3.794253364953972e-15,4.1353442590538546e-22,9.571952923490351e-27,1.4178124494743416e-41,3.9089561106796355e-28,7.498207050297984e-32,6.340918008263313e-39,2.809544540572012e-38,7.561927271071846e-42
4.683321333484006e-09,0.000897708597878115,0.0,0.0,0.0003082921996746819,0.7984190316288726,0.09999972945479728,0.09999999994412045,1.4158890983540893e-12,5.716506933231269e-17,1.7582221247634995e-15,9.673790773127926e-27,5.62165264677437e-32,0.0011044945282674859,2.0706394434210702e-15,3.8979643265790745e-17,3.423263846390163e-17,2.4839542398478517e-07,5.4459860908399e-11,2.209673232445928e-08,1.720127289539345e-19,5.341326560865467e-22,2.324894507845265e-20,2.705109542515684e-29,2.073454822625313e-31,9.742917573513369e-31,0.001028710057208963,5.44604027962701e-11,3.817790545247948e-15,4.160361932964531e-22,9.70153977530431e-27,1.435540232191693e-41,3.9655550510939646e-28,7.635372341257471e-32,6.410578731655606e-39,2.8599826386642405e-38,7.729407778843507e-42
4.706668728967357e-09,0.000897708597878115,0.0,0.0,0.0003079727370066796,0.7984194636985028,0.09999972968219673,0.09999999994416649,1.4262704945162607e-12,5.758434004033316e-17,1.7706340923729695e-15,9.804301841165951e-27,5.697492732518918e-32,0.001105998077857451,2.0684711770580498e-15,3.903231530357206e-17,3.4448506894614714e-17,2.481380098268671e-07,5.440342744965909e-11,2.2126813833356618e-08,1.7218446859022592e-19,5.348577044869952e-22,2.3510333067623363e-20,2.72497454212927e-29,2.090760553040921e-31,9.88157630340762e-31,0.0010275261977324974,5.4403966278180345e-11,3.841359732075434e-15,4.1853984316937893e-22,9.83225728428797e-27,1.4533992705990323e-41,4.022705263801768e-28,7.774348679109564e-32,6.480576645499192e-39,2.91104263113434e-38,7.89965688480591e-42
4.730016124450708e-09,0.000897708597878115,0.0,0.0,0.00030765403866969167,0.7984198946590702,0.09999972990905515,0.09999999994421238,1.4366800158912017e-12,5.800474992865944e-17,1.7830753099127246e-15,9.93594775599483e-27,5.77399226942549e-32,0.0011074978795019906,2.066308108537169e-15,3.908485444212272e-17,3.4664621415240764e-17,2.4788121158060193e-07,5.434712901120724e-11,2.2156820353156398e-08,1.723556561505327e-19,5.3558093978140505e-22,2.377335581880402e-20,2.744893545377013e-29,2.1081311310548126e-31,1.002143411261179e-30,0.00102634532132925,5.434766479252587e-11,3.864960845147017e-15,4.210453608494509e-22,9.964110201879499e-27,1.4713898790168737e-41,4.080409626938939e-28,7.915150835116134e-32,6.55091109079944e-39,2.962728520155464e-38,8.072703777141971e-42
4.753363519934059e-09,0.000897708597878115,0.0,0.0,0.0003073361020562612,0.7984203245139665,0.09999973013537437,0.0999999999442581,1.4471176297507083e-12,5.842629769587659e-17,1.7955457290502514e-15,1.0068733269683085e-26,5.851154018632503e-32,0.0011089939452043728,2.064150220161506e-15,3.913726004483263e-17,3.488098069681521e-17,2.4762502714358555e-07,5.4290965132416425e-11,2.2186752124301955e-08,1.7252629406541147e-19,5.363023678011888e-22,2.4038015136258583e-20,2.7648664905353065e-29,2.125566506857989e-31,1.0162494521265471e-30,0.0010251674186052733,5.429149787850202e-11,3.88859380443045e-15,4.235527317614793e-22,1.009710327882576e-26,1.489512370754159e-41,4.138671020312807e-28,8.05779362606049e-32,6.621581413361246e-39,3.015044308455434e-38,8.248577756412838e-42
4.77671091541741e-09,0.000897708597878115,0.0,0.0,0.00030701892458960555,0.7984207532665892,0.09999973036115628,0.09999999994430364,1.4575833033000278e-12,5.884898203815999e-17,1.8080453014766292e-15,1.0202663133577388e-26,5.928980740857224e-32,0.0011104862869161065,2.0619974943115323e-15,3.918953352577334e-17,3.509758341733554e-17,2.4736945443859583e-07,5.423493535807394e-11,2.221660938582795e-08,1.7269638475113567e-19,5.370219943523627e-22,2.430431281413689e-20,2.784893315766537e-29,2.143066630255164e-31,1.0304761038118562e-30,0.0010239924801876794,5.4235465080733523e-11,3.9122585301495385e-15,4.260619414282933e-22,1.0231241265143373e-26,1.5077670581509138e-41,4.197492325365937e-28,8.202291914086849e-32,6.692586963686066e-39,3.0679939992940094e-38,8.427308234900474e-42
4.800058310900761e-09,0.000897708597878115,0.0,0.0,0.0003067025037220938,0.7984211809203386,0.09999973058640269,0.09999999994434902,1.4680770038733888e-12,5.927280164930804e-17,1.820573978907354e-15,1.033774209826389e-26,6.007475196369902e-32,0.0011119749165374219,2.059849913339615e-15,3.9241676266282845e-17,3.531442826178727e-17,2.4711449141176864e-07,5.417903923814126e-11,2.2246392375249087e-08,1.7286593060956982e-19,5.377398252159006e-22,2.4572250636527244e-20,2.804973959120737e-29,2.1606314506739803e-31,1.0448237160564318e-30,0.001022820496725687,5.4179565949001784e-11,3.935954942783038e-15,4.28572975469855e-22,1.0366528910080079e-26,1.5261542524490212e-41,4.256876425140148e-28,8.348660606539456e-32,6.763927096872353e-39,3.1215815964399534e-38,8.608924735953049e-42
4.823405706384112e-09,0.000897708597878115,0.0,0.0,0.000306386836933825,0.7984216074786173,0.09999973081111538,0.09999999994439426,1.478598698599406e-12,5.969775522078354e-17,1.833131713082715e-15,1.047397491352983e-26,6.086640144973602e-32,0.0011134598459177267,2.057707460222758e-15,3.9293686181964095e-17,3.5531513921891386e-17,2.468601360312295e-07,5.412327632746382e-11,2.2276101330018865e-08,1.7303493402861198e-19,5.384558661482205e-22,2.484183037750817e-20,2.8251083585373584e-29,2.1782609171641173e-31,1.0592926374671607e-30,0.0010216514588915837,5.412380003799794e-11,3.959682963063568e-15,4.310858196015807e-22,1.0502970962076318e-26,1.5446742638672554e-41,4.316826204240739e-28,8.496914655801434e-32,6.835601172519401e-39,3.1758111041479096e-38,8.793456893333123e-42
4.846753101867463e-09,0.000897708597878115,0.0,0.0,0.00030607192173129745,0.7984220329448302,0.09999973103529614,0.09999999994443932,1.489148354352106e-12,6.012384144175878e-17,1.8457184557684095e-15,1.0611366328325358e-26,6.166478345985836e-32,0.0011149410868560522,2.055570118137762e-15,3.93455642026028e-17,3.5748839095944425e-17,2.466063862870444e-07,5.4067646185537806e-11,2.230573648665277e-08,1.732033973822536e-19,5.39170122880988e-22,2.5113053801199552e-20,2.8452964518473855e-29,2.195954978399335e-31,1.0738832155216297e-30,0.0010204853573816141,5.406816690708676e-11,3.983442511976531e-15,4.3360045963279845e-22,1.0640572168727124e-26,1.5633274016865872e-41,4.37734454880083e-28,8.647069059133306e-32,6.907608554634428e-39,3.2306865271351274e-38,8.980934450568597e-42
4.870100497350814e-09,0.000897708597878115,0.0,0.0,0.00030575775564616736,0.7984224573223809,0.09999973125894668,0.09999999994448425,1.4997259383870922e-12,6.055105899914376e-17,1.858334158756721e-15,1.0749921090725674e-26,6.246992558210316e-32,0.00111641865110148,2.0534378696625333e-15,3.939731463432157e-17,3.596640248906455e-17,2.463532401897854e-07,5.401214837633183e-11,2.2335298079151987e-08,1.733713230304513e-19,5.398826011212716e-22,2.538592266181316e-20,2.8655381767749786e-29,2.213713582689053e-31,1.0885957965711937e-30,0.0010193221829167983,5.40126661200814e-11,4.0072335107590305e-15,4.361168814660989e-22,1.0779337276744254e-26,1.5821139740774271e-41,4.438434346445957e-28,8.79913885851127e-32,6.979948611542658e-39,3.286211870558035e-38,9.171387260306433e-42
