Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53),CH3OX(48),CHOX(64),SX(57),CH2O2X(54),CH3X(25),CH4(24),CH4X(275)
6.590070872377505e-10,0.00299236199292705,0.0,0.0,0.004618023854797799,0.79730212119074,0.09999881789342334,0.09999999975509621,1.3032036174196912e-13,3.3574740564112117e-16,2.8279335045343698e-18,2.3808458056150878e-21,2.1543362282944406e-23,0.0016443440680565932,3.133614972802871e-14,5.811956660833782e-17,1.3693353814385809e-17,1.1170055474332217e-06,2.4474218059781647e-10,6.48552545081609e-08,1.042064535643277e-19,1.6835152861198498e-22,1.0727234974753968e-12,9.533610884198741e-21,1.6078378929809348e-34,9.174750381757124e-23,0.0018756743464050268,2.4486248001709566e-10,3.933219435993796e-19,9.838628183458343e-16,2.3964133421855589e-32,2.9923178186211508e-24,-1.921605967232914e-27,-9.009344661727004e-20,2.678032495412434e-17
6.627755649454052e-10,0.00299236199292705,0.0,0.0,0.004607023977509888,0.7972937717756917,0.09999882005191509,0.09999999975567755,1.3204609745170826e-13,3.448237213078213e-16,2.8727043683333932e-18,2.453091503048196e-21,2.138157873943926e-23,0.0016496498174331223,3.125856459584524e-14,5.830661803042237e-17,1.3845431140642218e-17,1.1143409178760213e-06,2.441591826734012e-10,6.536195365918875e-08,1.0454117334118099e-19,1.6873376728065385e-22,1.096710258575011e-12,9.778557774484579e-21,1.6387072261306947e-34,9.403126635929256e-23,0.0018813706333896203,2.4427876350216615e-10,4.060789078578374e-19,9.920015905226533e-16,2.27686027517356e-32,3.0325621825999407e-24,-1.6547447527049507e-27,-8.424676671809331e-20,2.7578271507008128e-17
6.665440426530599e-10,0.00299236199292705,0.0,0.0,0.004596087487723411,0.7972854730556482,0.09999882219493622,0.09999999975625554,1.3378292966792084e-13,3.540904898705889e-16,2.917891706919067e-18,2.5341741335193155e-21,2.1435682718650547e-23,0.0016549301509691926,3.118165597948547e-14,5.849287257192473e-17,1.3998030807367693e-17,1.111691654449741e-06,2.435795443735149e-10,6.586875357954355e-08,1.0487427936054001e-19,1.691134494797569e-22,1.121066468866176e-12,1.0895722640511674e-20,1.6699593281918186e-34,9.663504676956573e-23,0.001887028933239241,2.436984115855899e-10,4.1916205730130296e-19,1.0001511292802229e-15,2.7365110440632417e-32,3.0730633527305813e-24,-1.4704152865173617e-27,-7.825312300669854e-20,2.847501838915003e-17
6.740809980683691e-10,0.00299236199292705,0.0,0.0,0.004574402923116069,0.7972690263638866,0.09999882643503719,0.09999999975740148,1.372898045406853e-13,3.7320654678294046e-16,3.0095189138283118e-18,2.7272201156725436e-21,2.2249651504315387e-23,0.0016654153931173945,3.1029845264486745e-14,5.886212522268976e-17,1.430478000177651e-17,1.1064388020276358e-06,2.4243025406456766e-10,6.688260923080015e-08,1.0553570261350453e-19,1.698652532224695e-22,1.1708987169480495e-12,-2.0863273163506856e-20,1.7336156165111233e-34,1.0297899193365597e-22,0.0018982324969454131,2.4254770876160003e-10,4.463310289032355e-19,1.0164819713176146e-15,2.4792508706445973e-32,3.1548337939915977e-24,-1.3620077775628884e-27,-6.602390576526579e-20,3.061427246027454e-17
6.808642579421474e-10,0.00299236199292705,0.0,0.0,0.004555099245606054,0.7972543943859632,0.09999883019939049,0.09999999975842151,1.4048374767096526e-13,3.910904816292346e-16,3.0934155601627656e-18,2.9088817323562667e-21,2.3116993118137182e-23,0.0016747672358355791,3.0894776957004127e-14,5.919173319435612e-17,1.4582597943200288e-17,1.1017627305688378e-06,2.414071519219802e-10,6.779530861774295e-08,1.0612559509168875e-19,1.7053340327361734e-22,1.2170402306528652e-12,-5.279235962041696e-21,1.7922318749870828e-34,1.089501240792917e-22,0.001908188097110708,2.4152335193768624e-10,4.719596415938054e-19,1.0312152238148042e-15,1.9876138094328186e-32,3.229299508040089e-24,-1.3126647314414218e-27,-5.437100563365226e-20,3.262712036241496e-17
6.86969191828548e-10,0.00299236199292705,0.0,0.0,0.004537895872071224,0.7972413617081037,0.09999883354597423,0.09999999975933052,1.4338879510028692e-13,4.0775066139890277e-16,3.1700867544624237e-18,3.0648647620812876e-21,2.3535218959530805e-23,0.0016831161438223127,3.077404286764139e-14,5.948593367896051e-17,1.4834025842723377e-17,1.0975954604251467e-06,2.404953668376605e-10,6.861686807320777e-08,1.0665219737308714e-19,1.7112800540508071e-22,1.2596289332469662e-12,4.421550230582809e-20,1.8460703024699421e-34,1.1398600117515016e-22,0.0019170459101516908,2.4061045089825523e-10,4.960095361872997e-19,1.0445032611981546e-15,2.9236436884719916e-32,3.2970222749056533e-24,-1.124394357187852e-27,-4.2871209346622835e-20,3.435249455263158e-17
6.930741257149485e-10,0.00299236199292705,0.0,0.0,0.004520851638804477,0.7972284565490152,0.0999988368538965,0.09999999976023104,1.46322654378782e-13,4.2495849955031796e-16,3.247864263798257e-18,3.2329440081144615e-21,2.3916558253215562e-23,0.0016914017315526055,3.0654489841498173e-14,5.977784630962012e-17,1.508675435595984e-17,1.093466767062945e-06,2.395920164305777e-10,6.943850280810392e-08,1.0717478020763991e-19,1.7171634119174568e-22,1.3032355362252164e-12,-5.370229860865744e-22,1.9009420686947047e-34,1.1941789126449553e-22,0.0019258078645110921,2.3970599689089687e-10,5.210197308190195e-19,1.0578173792454638e-15,2.7409124333984456e-32,3.3654090938250524e-24,-8.929463598838535e-28,-3.050572644735012e-20,3.621184478376632e-17
6.99179059601349e-10,0.00299236199292705,0.0,0.0,0.004503964783997367,0.7972156775564009,0.09999884012362985,0.09999999976112323,1.4928524710489353e-13,4.4272643679715624e-16,3.3267512880023547e-18,3.3606336701251453e-21,2.319891615344513e-23,0.0016996248189496289,3.05358100890796e-14,6.00675260301993e-17,1.5340766504180602e-17,1.0893762230811705e-06,2.386970072823057e-10,7.026016772323933e-08,1.076933958894136e-19,1.7229851640921485e-22,1.3478723583548052e-12,1.3503585639278872e-19,1.956856263448586e-34,1.2334487005459873e-22,0.0019344749025468387,2.3880989637401164e-10,5.470176493039905e-19,1.0711570603196947e-15,3.956105723823756e-32,3.434457461137442e-24,-3.2002247063414426e-28,-1.7725933474621345e-20,3.7617399292837975e-17
7.052839934877495e-10,0.00299236199292705,0.0,0.0,0.004487233568810903,0.7972030233944506,0.09999884335564026,0.0999999997620071,1.5227649260051885e-13,4.610670383386175e-16,3.4067508859073388e-18,3.680771238235136e-21,2.6984800765703066e-23,0.001707786212959172,3.042051303587103e-14,6.03550987015547e-17,1.5596045725569492e-17,1.0853234066565518e-06,2.378102473268272e-10,7.108181874359661e-08,1.0820809588055781e-19,1.7287463454142435e-22,1.3935496186993504e-12,-4.3024930876206323e-19,2.0138159976151154e-34,1.343542746272224e-22,0.0019430479566181131,2.379220570260127e-10,5.740311452669186e-19,1.0845217988560178e-15,9.949166186611996e-33,3.504164845247905e-24,-1.1606868562258272e-27,-4.490673090706959e-21,4.1180163106600337e-17
7.1138892737415e-10,0.00299236199292705,0.0,0.0,0.004470656277015335,0.7971904927436001,0.09999884655038721,0.0999999997628828,1.552963113819849e-13,4.799929872407653e-16,3.487866069228016e-18,3.934624201575325e-21,3.1181670885492614e-23,0.0017158867077886376,3.0305096867715225e-14,6.064049593590895e-17,1.5852575769538672e-17,1.0813079014559217e-06,2.3693164544574076e-10,7.190341279676153e-08,1.0871893082436868e-19,1.7344479683812308e-22,1.4402802909138555e-12,1.2433269189617383e-19,2.071835990230804e-34,1.4285908198406144e-22,0.0019515279492069205,2.3704238772618553e-10,6.02088494146738e-19,1.0979111010814529e-15,3.1653204946956806e-32,3.574528664163597e-24,-2.267519009305309e-27,9.858061725802113e-21,4.399745666870703e-17
7.168833678719105e-10,0.00299236199292705,0.0,0.0,0.004455866918371464,0.7971793196821079,0.09999884939417383,0.09999999976366401,1.5803851383547083e-13,4.975374191468383e-16,3.561826038467024e-18,4.166988507406059e-21,3.3108537378223427e-23,0.0017231257306705402,3.020177812440128e-14,6.089548290390178e-17,1.6084509023571763e-17,1.077725508128315e-06,2.361478047562057e-10,7.26427639293393e-08,1.0917541886956933e-19,1.7395293259686235e-22,1.4832493223155143e-12,-7.56526440075472e-20,2.124962192062298e-34,1.505784390959677e-22,0.0019590811295368154,2.3625759638895025e-10,6.282563477769506e-19,1.1099820762180115e-15,4.039767857767592e-32,3.638415284928631e-24,-2.484122262937197e-27,2.3951263651205174e-20,4.657447382732667e-17
7.22377808369671e-10,0.00299236199292705,0.0,0.0,0.004441199645541718,0.7971682446691611,0.09999885220847009,0.09999999976443873,1.608037399225372e-13,5.155758491147778e-16,3.6366941998925755e-18,4.348354369997795e-21,3.3752252103659297e-23,0.001730316619912505,3.0098767413917577e-14,6.114877518254164e-17,1.6317431022130295e-17,1.0741727080894671e-06,2.353704347919521e-10,7.338200479365309e-08,1.0962885239841353e-19,1.744563951678968e-22,1.527090425699951e-12,-3.555563687062637e-20,2.178955077957834e-34,1.5637101276665474e-22,0.0019665603281957054,2.354792851662338e-10,6.553142793580501e-19,1.1220722133992676e-15,3.755294816289739e-32,3.7028298305084345e-24,-2.280456300679655e-27,3.886437783706431e-20,4.8577996725861706e-17
7.278722488674314e-10,0.00299236199292705,0.0,0.0,0.004426653252966594,0.7971572667756115,0.09999885499359792,0.09999999976520701,1.635919315880419e-13,5.34117838447134e-16,3.712472626517091e-18,4.521172734041537e-21,3.402918773426842e-23,0.0017374599289522788,2.999673195899048e-14,6.140038027506817e-17,1.6551330573988383e-17,1.0706492088983699e-06,2.345994716406933e-10,7.41211059892673e-08,1.100792666920492e-19,1.7495525395431024e-22,1.5718118636792035e-12,5.1516728548975075e-20,2.2338204233341297e-34,1.6182435103994532e-22,0.001973966197627286,2.3470739005152344e-10,6.83283862114945e-19,1.1341811760802521e-15,3.6913954311175566e-32,3.76777050225236e-24,-1.9636781348813886e-27,5.431778658763466e-20,5.048458312391654e-17
7.333666893651919e-10,0.00299236199292705,0.0,0.0,0.004412226549058407,0.7971463850823922,0.09999885774987519,0.09999999976596892,1.6640303042995585e-13,5.531730298865396e-16,3.7891633309298285e-18,4.688629305191854e-21,3.375328567288049e-23,0.0017445562034385474,2.9895614439417655e-14,6.165031428999189e-17,1.678619670951631e-17,1.0671547215067094e-06,2.3383485215005454e-10,7.486003872221803e-08,1.1052669653230187e-19,1.754495770348123e-22,1.617422210240477e-12,8.131118089245824e-20,2.2895631746379144e-34,1.6705778578666947e-22,0.0019812993840885064,2.339418477803875e-10,7.121869527811559e-19,1.146308634789857e-15,3.5729131933624e-32,3.8332354678929675e-24,-1.4656221999470048e-27,7.028375457647212e-20,5.2330003106742706e-17
7.388611298629523e-10,0.00299236199292705,0.0,0.0,0.004397918356005784,0.7971355986803862,0.09999886047761584,0.09999999976672451,1.6923697817613905e-13,5.727511517384671e-16,3.866768286360615e-18,4.879572666235692e-21,3.3785875490764284e-23,0.0017516059813592287,2.9795641770373425e-14,6.189859337656925e-17,1.7022018637684983e-17,1.0636889602113223e-06,2.330765138915338e-10,7.559877479344403e-08,1.109711762097402e-19,1.75939431194582e-22,1.6639296625514697e-12,-2.30013614022063e-21,2.346188567458939e-34,1.7312925254069815e-22,0.001988560527716847,2.331825958200877e-10,7.420456975601477e-19,1.158454266982503e-15,3.7432967125914215e-32,3.8992229189230655e-24,-1.0534329175092865e-27,8.68624682980518e-20,5.443758366474076e-17
7.443555703607128e-10,0.00299236199292705,0.0,0.0,0.004383727509581078,0.7971249066702958,0.09999886317713,0.09999999976747388,1.720937167106682e-13,5.928620224395177e-16,3.945289428841551e-18,5.06006572705975e-21,3.369197454156626e-23,0.001758609793167637,2.9696370657682216e-14,6.214525411811818e-17,1.7258785747550496e-17,1.0602516426071318e-06,2.3232439516524418e-10,7.633728658742273e-08,1.1141273953195922e-19,1.7642488195502958e-22,1.7113427423323803e-12,8.255592366646105e-20,2.4037015907276923e-34,1.7878291916253235e-22,0.001995750262596777,2.3242957235934732e-10,7.728825353417734e-19,1.1706177568927975e-15,3.3095953578924105e-32,3.965731075573059e-24,-6.203934018557794e-28,1.0413093078868216e-19,5.642660314382758e-17
7.498500108584733e-10,0.00299236199292705,0.0,0.0,0.004369652858952583,0.7971143081625175,0.09999886584872386,0.09999999976821704,1.7497318780050192e-13,6.135155522440966e-16,4.024728651482236e-18,5.2720443770742616e-21,3.403708134701621e-23,0.0017655681619051064,2.95982967503282e-14,6.239029158391464e-17,1.7496487643573432e-17,1.0568424895416874e-06,2.3157843495984172e-10,7.70755470611261e-08,1.1185141983114256e-19,1.7690599360345734e-22,1.7596696982241514e-12,-2.3306410273928566e-21,2.4621077117202265e-34,1.855653557816367e-22,0.002002869216824972,2.3168271629836982e-10,8.04720202609994e-19,1.1827987953948602e-15,3.745618091323313e-32,4.032758160984306e-24,-3.01362875449572e-28,1.220874187053311e-19,5.876733809779219e-17
7.553444513562337e-10,0.00299236199292705,0.0,0.0,0.004355693266498847,0.7971038022770154,0.09999886849269993,0.09999999976895411,1.7787533304292458e-13,6.347217396708213e-16,4.105087798922939e-18,5.477377760293632e-21,3.430571259060199e-23,0.0017724816033221145,2.95009531183035e-14,6.263374742350846e-17,1.773511414016789e-17,1.0534612250699906e-06,2.3083857299259422e-10,7.781352973312278e-08,1.122872499724401e-19,1.7738282922055491e-22,1.808918983319421e-12,5.564039027915644e-20,2.521411575573127e-34,1.920715108120968e-22,0.002009918012574947,2.3094196723897533e-10,8.375817283557039e-19,1.19499707986375e-15,3.6438278166089085e-32,4.100302391686301e-24,2.227855512057972e-29,1.4073713503717872e-19,6.103216700329792e-17
7.608388918539942e-10,0.00299236199292705,0.0,0.0,0.004341847607626073,0.7970933881431995,0.09999887110935696,0.09999999976968511,1.80800093942361e-13,6.564906701158635e-16,4.186368671278211e-18,5.719036826149548e-21,3.524816029974825e-23,0.0017793506259971151,2.940478219079517e-14,6.28756194835899e-17,1.7974655239059372e-17,1.0501075764101345e-06,2.3010474965088413e-10,7.855120867288734e-08,1.1272026236110294e-19,1.7785545070865763e-22,1.8590986961284806e-12,-2.914743673615168e-20,2.58161827589198e-34,1.9988318444524117e-22,0.0020168972661608647,2.302072654748962e-10,8.714904339887756e-19,1.2072123140398795e-15,3.9278747255837823e-32,4.1683619929023706e-24,1.5410477789663163e-28,1.6012434575200035e-19,6.370288939480057e-17
7.663333323517546e-10,0.00299236199292705,0.0,0.0,0.004328114770588833,0.797083064899803,0.09999887369899005,0.0999999997704101,1.8374741197397563e-13,6.788325155332091e-16,4.268573024884775e-18,5.945235480203361e-21,3.5888203467456686e-23,0.0017861757314529883,2.930911834768071e-14,6.311594481987895e-17,1.821510112080039e-17,1.0467812738996477e-06,2.2937690601298252e-10,7.928855849033841e-08,1.131504889503973e-19,1.7832391881851256e-22,1.910217346499339e-12,6.53371393053007e-20,2.6427327450833956e-34,2.0708610167955142e-22,0.0020238075881004415,2.29478551982252e-10,9.064699320002023e-19,1.2194442078967152e-15,3.760195152917972e-32,4.236935206470214e-24,3.647712433205557e-28,1.8032135005114025e-19,6.61986289143619e-17
7.718277728495151e-10,0.00299236199292705,0.0,0.0,0.004314493656313911,0.7970728316947642,0.09999887626189073,0.09999999977112914,1.8671722852630102e-13,7.017575366141303e-16,4.351702575196067e-18,6.203716156733297e-21,3.6923896276918786e-23,0.0017929574142711727,2.9214521177099225e-14,6.335471525853865e-17,1.845644215044816e-17,1.0434820509527951e-06,2.2865498381994487e-10,8.002555432558499e-08,1.1357796124862147e-19,1.7878829317516185e-22,1.9622829769519484e-12,-3.208308589015835e-20,2.704759887257976e-34,2.154385326262923e-22,0.0020306495831770095,2.2875576841018825e-10,9.425441314543159e-19,1.2316924775114616e-15,4.1016897321615476e-32,4.306020278303592e-24,4.888139896954588e-28,2.0136077286213716e-19,6.905471501440776e-17
7.773222133472756e-10,0.00299236199292705,0.0,0.0,0.004300983178226863,0.7970626876851094,0.0999988787983469,0.09999999977184232,1.8970948496157464e-13,7.252760813127437e-16,4.435758994888625e-18,6.4374404452706805e-21,3.738677912889316e-23,0.0017996961622038584,2.912034060855507e-14,6.359197555894218e-17,1.8698668880881703e-17,1.0402096440183006e-06,2.2793892548702638e-10,8.07621718388614e-08,1.1400271032675937e-19,1.7924863230345359e-22,2.0153039904579417e-12,7.735853259091649e-20,2.767704508011626e-34,2.2283733163618594e-22,0.0020374238505008234,2.280388570716625e-10,9.79737234457552e-19,1.2439568449384337e-15,3.8666727127180223e-32,4.375615461152408e-24,7.734303505146101e-28,2.232570498323768e-19,7.163147611566029e-17
7.82816653845036e-10,0.00299236199292705,0.0,0.0,0.004287582262081385,0.7970526320368356,0.09999888130864301,0.09999999977254966,1.927241226326088e-13,7.493985843721998e-16,4.520743917095814e-18,6.7151639868636e-21,3.854057899724347e-23,0.0018063924562840986,2.9027392643469025e-14,6.382771401466566e-17,1.8941772047624365e-17,1.0369637925379762e-06,2.272286740700561e-10,8.149838720064828e-08,1.1442476682509617e-19,1.797049936527976e-22,2.0692881750468517e-12,-4.8647495134392165e-20,2.8315714383875326e-34,2.3181828036674e-22,0.002044130983569617,2.2732776093437622e-10,1.0180737380680926e-18,1.2562370380850731e-15,4.2972043225522765e-32,4.445719017265337e-24,8.826793633865859e-28,2.4601576912367796e-19,7.469993692340747e-17
7.883110943427965e-10,0.00299236199292705,0.0,0.0,0.004274289845791456,0.797042663924799,0.09999888379306006,0.09999999977325122,1.95761083054072e-13,7.74135563761007e-16,4.606658935913919e-18,7.009028549558429e-21,4.0476956023900346e-23,0.0018130467709339614,2.893529526842913e-14,6.406198134229494e-17,1.9185742565388233e-17,1.0337442389058112e-06,2.2652417328363114e-10,8.223417708198492e-08,1.1484416096072274e-19,1.8015743362121182e-22,2.1242435143807787e-12,-1.0061875691301818e-20,2.896365386332382e-34,2.413511360757216e-22,0.002050771570328384,2.2662242361185766e-10,1.0575784272207095e-18,1.2685327905906744e-15,4.39893785395489e-32,4.516329224418483e-24,7.341574774479524e-28,2.697153812178354e-19,7.794754168993911e-17
