Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53),CH3OX(48),CHOX(64),SX(57),CH2O2X(54),CH3X(25),CH4(24),CH4X(275)
2.2594326505784446e-05,0.00299236199292705,0.0,0.0,0.0009244703949474599,0.7959669539119967,0.09999978681884279,0.09999988794473552,1.5013922492709666e-07,2.2661227373152106e-08,1.8128796355327327e-12,3.667148167457058e-10,1.4824437877814498e-15,0.006363430288237962,1.5503602091283224e-14,2.193881500222319e-16,3.276762895961682e-12,2.234450499279016e-07,4.89918723157638e-11,3.817764481140847e-08,3.978783182336189e-19,3.521886383298558e-22,2.279507058246029e-09,2.2666961817692502e-17,3.9362142085480714e-28,5.166929908153186e-14,0.0008510596655483602,4.8990905867678434e-11,6.063055359562607e-11,7.740035761855442e-12,3.4056003145602223e-25,3.860515487201114e-19,8.56681259314072e-22,3.793792476740006e-08,2.0013251730801392e-10
2.265862928969505e-05,0.00299236199292705,0.0,0.0,0.0009244703951080332,0.7959669531672038,0.09999978693150331,0.0999998876568095,1.50568023681377e-07,2.26921604716162e-08,1.8180407894354314e-12,3.6821238534620594e-10,1.4879044229644781e-15,0.006363430286144663,1.5511462176259263e-14,2.1939053251926236e-16,3.2861213602721527e-12,2.2344505021509724e-07,4.899187229988351e-11,3.817764503519305e-08,3.978783174274771e-19,3.5218864489892513e-22,2.2813891716329248e-09,2.2685677200082033e-17,3.9474200175415693e-28,5.187206631715711e-14,0.0008510596648999217,4.8990905932034094e-11,6.069011315882533e-11,7.740060929811085e-12,3.418144963064491e-25,3.8715061311257435e-19,8.59982210846047e-22,3.807818263987639e-08,2.0076190233057928e-10
2.2722932073605652e-05,0.00299236199292705,0.0,0.0,0.0009244703952693438,0.795966952422288,0.0999997870440548,0.09999988736899491,1.5099682706926897e-07,2.2722980726979587e-08,1.8232019547894247e-12,3.6971141955810556e-10,1.49336955671767e-15,0.006363430284056783,1.5519293588090785e-14,2.1939290632721202e-16,3.2954799277544524e-12,2.2344505050406052e-07,4.899187228389966e-11,3.8177645258263114e-08,3.978783166073255e-19,3.521886514558197e-22,2.2832644191182785e-09,2.2704324309341738e-17,3.9586258508409824e-28,5.207501990603799e-14,0.0008510596642520355,4.8990905995022586e-11,6.074945496940083e-11,7.740085464674248e-12,3.4306999477307203e-25,3.882496802367559e-19,8.632861367652552e-22,3.8218556201248726e-08,2.013916641277676e-10
2.2787234857516255e-05,0.00299236199292705,0.0,0.0,0.0009244703954313962,0.7959669516772495,0.09999978715649765,0.09999988708129136,1.5142563507382665e-07,2.275368855066179e-08,1.828363131552666e-12,3.712119140259003e-10,1.4988391726392853e-15,0.006363430281974298,1.552709643076446e-14,2.1939527146991385e-16,3.3048385939057176e-12,2.2344505079109333e-07,4.899187226734986e-11,3.817764548062152e-08,3.9787831580092544e-19,3.5218865802629643e-22,2.2851328257350633e-09,2.2722903394206562e-17,3.969831708451391e-28,5.227815916771063e-14,0.0008510596636046958,4.8990906059388333e-11,6.080857983486104e-11,7.740109382313268e-12,3.443265227532663e-25,3.893487494904161e-19,8.66593025839063e-22,3.835904502972085e-08,2.020218013258807e-10
2.2851537641426857e-05,0.00299236199292705,0.0,0.0,0.000924470395594184,0.7959669509320891,0.09999978726883224,0.0999998867936984,1.518544476781509e-07,2.278428435279173e-08,1.8335243196832414e-12,3.7271386341116714e-10,1.504313254379037e-15,0.006363430279897191,1.5534870808799423e-14,2.1939762798323502e-16,3.314197360626973e-12,2.2344505107822675e-07,4.8991872250489856e-11,3.8177645702270724e-08,3.9787831499303216e-19,3.5218866459620897e-22,2.2869944164377285e-09,2.274141470292216e-17,3.98103759023171e-28,5.2481483423908827e-14,0.0008510596629579028,4.899090612362444e-11,6.086748855985797e-11,7.740132698254319e-12,3.4558407667467457e-25,3.9044782119041223e-19,8.699028674411476e-22,3.849964870481971e-08,2.0265231255553241e-10
2.291584042533746e-05,0.00299236199292705,0.0,0.0,0.0009244703957577023,0.7959669501868072,0.09999978738105898,0.09999988650621566,1.5228326486539082e-07,2.2814768542364284e-08,1.8386855191393522e-12,3.7421726239048794e-10,1.50979178563185e-15,0.00636343027782544,1.5542616826231463e-14,2.1939997590031522e-16,3.3235562283294584e-12,2.2344505136616043e-07,4.899187223340863e-11,3.817764592321322e-08,3.978783141783902e-19,3.5218867116067983e-22,2.288849216111718e-09,2.2759858482980265e-17,3.9922434960750984e-28,5.2684991998254617e-14,0.0008510596623116552,4.8990906187211565e-11,6.092618194653873e-11,7.740155427727163e-12,3.468426528549227e-25,3.9154689544010653e-19,8.732156508414122e-22,3.864036680723497e-08,2.032831964511241e-10
2.2980143209248063e-05,0.00299236199292705,0.0,0.0,0.0009244703959219523,0.7959669494414041,0.0999997874931783,0.09999988621884275,1.527120866187678e-07,2.2845141526664552e-08,1.843846729879376e-12,3.7572210566306125e-10,1.5152747501608128e-15,0.006363430275759028,1.5550334586393604e-14,2.1940231525011506e-16,3.332915195521157e-12,2.234450516538824e-07,4.8991872215980365e-11,3.817764614345174e-08,3.978783133646079e-19,3.52188677726766e-22,2.290697249538434e-09,2.277823498075091e-17,4.0034494259189413e-28,5.288868421721289e-14,0.0008510596616659491,4.8990906250901725e-11,6.098466079328105e-11,7.740177585520334e-12,3.481022474721791e-25,3.9264597206812873e-19,8.765313651882472e-22,3.878119891940925e-08,2.03914451652764e-10
2.3044445993158666e-05,0.00299236199292705,0.0,0.0,0.0009244703960869282,0.7959669486958804,0.09999978760519053,0.09999988593157924,1.5314091292158472e-07,2.2875403710963335e-08,1.849007951861893e-12,3.7722838795471623e-10,1.5207621318093186e-15,0.006363430273697935,1.5558024192343548e-14,2.1940464606515414e-16,3.3422742623405283e-12,2.234450519418491e-07,4.899187219826361e-11,3.817764636298877e-08,3.978783125482473e-19,3.521886842912772e-22,2.2925385413767124e-09,2.2796544441460143e-17,4.0146553796633716e-28,5.309255941062823e-14,0.0008510596610207847,4.899090631435545e-11,6.104292589403728e-11,7.740199185915314e-12,3.493628568562819e-25,3.937450511389984e-19,8.798499998250093e-22,3.892214462585034e-08,2.04546076807287e-10
2.310874877706927e-05,0.00299236199292705,0.0,0.0,0.0009244703962526312,0.7959669479502364,0.09999978771709608,0.09999988564442475,1.535697437572021e-07,2.2905555499164302e-08,1.8541691850456254e-12,3.787361040093444e-10,1.5262539144752659e-15,0.00636343027164214,1.5565685746578432e-14,2.194069683743924e-16,3.3516334274980805e-12,2.2344505222922385e-07,4.899187218015444e-11,3.81776465818269e-08,3.9787831173560265e-19,3.521886908600509e-22,2.2943731162021897e-09,2.2814787109440795e-17,4.0258613572420435e-28,5.329661691061535e-14,0.0008510596603761565,4.899090637819465e-11,6.110097803977092e-11,7.740220242861515e-12,3.5062447723219524e-25,3.9484413250955054e-19,8.831715440093627e-22,3.90632035124677e-08,2.0517807056609108e-10
2.317305156097987e-05,0.00299236199292705,0.0,0.0,0.00092447039641905,0.7959669472044726,0.09999978782889539,0.09999988535737889,1.5399857910901932e-07,2.293559729415506e-08,1.8593304293893997e-12,3.8024524858424646e-10,1.5317500820970582e-15,0.0063634302695916274,1.5573319351775733e-14,2.1940928221371442e-16,3.3609926926818816e-12,2.2344505251786097e-07,4.8991872161887006e-11,3.817764679996858e-08,3.9787831091272284e-19,3.521886974201443e-22,2.296200998528684e-09,2.28329632285481e-17,4.0370673585197406e-28,5.3500856051011466e-14,0.0008510596597320697,4.899090644104124e-11,6.115881801924083e-11,7.740240770075406e-12,3.5188710507839463e-25,3.959432164687998e-19,8.864959872817142e-22,3.920437516621249e-08,2.058104315839727e-10
2.3237354344890474e-05,0.00299236199292705,0.0,0.0,0.0009244703965862022,0.7959669464585895,0.09999978794058877,0.09999988507044126,1.5442741896049642e-07,2.2965529497516803e-08,1.864491684852176e-12,3.8175581645396716e-10,1.5372506186651838e-15,0.006363430267546372,1.5580925109284018e-14,2.1941158760284063e-16,3.370352052865955e-12,2.2344505280353773e-07,4.899187214293178e-11,3.817764701741667e-08,3.978783101113896e-19,3.5218870400103576e-22,2.298022212790493e-09,2.285107304153685e-17,4.048273383517654e-28,5.3705276167770385e-14,0.0008510596590885078,4.899090650603461e-11,6.121644661836817e-11,7.740260780971404e-12,3.5315073633363885e-25,3.9704230232969575e-19,8.898233186430333e-22,3.9345659175375294e-08,2.06443158520076e-10
2.3301657128801077e-05,0.00299236199292705,0.0,0.0,0.000924470396754059,0.7959669457125871,0.09999978805217664,0.09999988478361144,1.5485626329515643e-07,2.299535250903613e-08,1.8696529513930932e-12,3.832678024167453e-10,1.5427555082416764e-15,0.00636343026550636,1.5588503121611858e-14,2.1941388458746355e-16,3.379711513885521e-12,2.234450530918649e-07,4.899187212399508e-11,3.817764723417328e-08,3.978783092893776e-19,3.521887105635571e-22,2.2998367833127437e-09,2.286911679057746e-17,4.059479432004692e-28,5.390987659994562e-14,0.0008510596584454868,4.899090656900419e-11,6.12738646191682e-11,7.7402802885427e-12,3.544153678459036e-25,3.981413909846838e-19,8.931535280690822e-22,3.94870551300866e-08,2.0707625003955574e-10
2.336595991271168e-05,0.00299236199292705,0.0,0.0,0.0009244703969226283,0.7959669449664667,0.0999997881636594,0.09999988449688908,1.5528511209659658e-07,2.302506672691407e-08,1.8748142289714595e-12,3.8478120129174304e-10,1.5482647349517809e-15,0.006363430263471569,1.5596053489545995e-14,2.1941617319190815e-16,3.3890710726937203e-12,2.2344505338040552e-07,4.899187210477174e-11,3.817764745024106e-08,3.9787830846502665e-19,3.5218871712471826e-22,2.3016447343240777e-09,2.2887094716470744e-17,4.070685503956864e-28,5.4114656689157555e-14,0.0008510596578029979,4.89909066317614e-11,6.133107280021836e-11,7.740299305421121e-12,3.5568099574708366e-25,3.9924048203374347e-19,8.964866048207768e-22,3.962856262210249e-08,2.077097048128564e-10
2.3430262696622282e-05,0.00299236199292705,0.0,0.0,0.0009244703970919173,0.795966944220228,0.09999978827503742,0.09999988421027373,1.557139653484744e-07,2.3054672547877442e-08,1.8799755175467283e-12,3.862960079175597e-10,1.5537782829795159e-15,0.006363430261441982,1.5603576313571892e-14,2.1941845344138628e-16,3.398430726799638e-12,2.2344505366722647e-07,4.8991872085019916e-11,3.8177647665622726e-08,3.9787830765288857e-19,3.5218872369801506e-22,2.3034460899634205e-09,2.2905007059151007e-17,4.081891599337638e-28,5.4319615779478044e-14,0.0008510596571610326,4.899090669574357e-11,6.138807193691848e-11,7.740317843918216e-12,3.5694761622819304e-25,4.003395751576394e-19,8.998225382452771e-22,3.977018124469052e-08,2.0834352151533059e-10
2.3494565480532885e-05,0.00299236199292705,0.0,0.0,0.0009244703972619086,0.7959669434738715,0.09999978838631109,0.09999988392376503,1.561428230344835e-07,2.3084170367632818e-08,1.8851368170784604e-12,3.878122171462403e-10,1.5592961365495735e-15,0.006363430259417578,1.5611071694786225e-14,2.1942072537534598e-16,3.407790479475615e-12,2.234450539556192e-07,4.8991872065154585e-11,3.8177647880320524e-08,3.978783068281924e-19,3.5218873026046975e-22,2.3052408743076267e-09,2.2922854058201755e-17,4.093097717976353e-28,5.452475321674719e-14,0.0008510596565195984,4.899090675850454e-11,6.144486280247632e-11,7.740335916129764e-12,3.582152259640782e-25,4.014386708763676e-19,9.03161318206795e-22,3.9911910592164206e-08,2.0897769882575227e-10
2.3558868264443488e-05,0.00299236199292705,0.0,0.0,0.0009244703974326134,0.7959669427273978,0.09999978849748076,0.0999998836373626,1.56571685138405e-07,2.3113560579941337e-08,1.890298127526413e-12,3.8932982385546543e-10,1.5648182799642048e-15,0.006363430257398339,1.5618539732701082e-14,2.194229890151885e-16,3.4171503267718334e-12,2.234450542423194e-07,4.899187204476639e-11,3.817764809433719e-08,3.9787830601550747e-19,3.5218873683486996e-22,2.3070291113151473e-09,2.2940635951694802e-17,4.1043038598713315e-28,5.473006834997033e-14,0.0008510596558786841,4.899090682247055e-11,6.150144616592364e-11,7.7403535337434e-12,3.5948382105204526e-25,4.0253776865707606e-19,9.065029340091009e-22,4.005375026083167e-08,2.0961223542938304e-10
2.362317104835409e-05,0.00299236199292705,0.0,0.0,0.0009244703976040158,0.7959669419808075,0.09999978860854684,0.09999988335106605,1.5700055164405466e-07,2.3142843577555537e-08,1.8954594488504473e-12,3.9084882293620116e-10,1.570344697565871e-15,0.006363430255384248,1.562598052762829e-14,2.1942524439961696e-16,3.42651027172073e-12,2.2344505453040159e-07,4.899187202424308e-11,3.8177648307675003e-08,3.9787830519169383e-19,3.5218874339975083e-22,2.3088108248830866e-09,2.2958352977415204e-17,4.115510024858115e-28,5.493556052991013e-14,0.0008510596552382971,4.8990906885356706e-11,6.155782279413234e-11,7.740370708239546e-12,3.607533981743406e-25,4.0363686898498415e-19,9.098473755736249e-22,4.019569984803504e-08,2.1024713001485977e-10
2.3687473832264693e-05,0.00299236199292705,0.0,0.0,0.0009244703977761265,0.7959669412341008,0.09999978871950971,0.09999988306487498,1.5742942253533157e-07,2.3172019751364004e-08,1.9006207810106155e-12,3.9236920930396025e-10,1.5758753737713422e-15,0.006363430253375284,1.5633394178375555e-14,2.1942749155020544e-16,3.4358703105539758e-12,2.2344505481676103e-07,4.899187200319533e-11,3.817764852033658e-08,3.978783043801205e-19,3.521887499767868e-22,2.3105860387951135e-09,2.2976005371704908e-17,4.12671621293156e-28,5.51412291103617e-14,0.0008510596545984263,4.8990906949470526e-11,6.161399344999054e-11,7.740387450722241e-12,3.6202395346904432e-25,4.0473597135294956e-19,9.131946322967297e-22,4.0337758953027496e-08,2.1088238127703473e-10
2.3751776616175296e-05,0.00299236199292705,0.0,0.0,0.0009244703979489295,0.7959669404872782,0.09999978883036971,0.09999988277878903,1.5785829779616854e-07,2.3201089491270608e-08,1.9057821239670707e-12,3.9389097788721693e-10,1.5814102930366476e-15,0.006363430251371429,1.5640780784584063e-14,2.1942973050632704e-16,3.4452304466524486e-12,2.2344505510479085e-07,4.8991871982051045e-11,3.8177648732324225e-08,3.9787830355525056e-19,3.5218875654228934e-22,2.312354776774993e-09,2.2993593370641544e-17,4.13792242391963e-28,5.5347073446836226e-14,0.0008510596539590791,4.89909070122907e-11,6.166995889428907e-11,7.740403772102955e-12,3.6329548367343135e-25,4.058350762973406e-19,9.165446942037162e-22,4.0479927176071795e-08,2.1151798791405646e-10
2.38160794000859e-05,0.00299236199292705,0.0,0.0,0.0009244703981224352,0.7959669397403399,0.09999978894112731,0.09999988249280779,1.5828717741058186e-07,2.3230053185331613e-08,1.9109434776801536e-12,3.9541412363875886e-10,1.5869494398914744e-15,0.006363430249372663,1.564814044428603e-14,2.1943196128840364e-16,3.4545906758890504e-12,2.2344505539105403e-07,4.8991871960379004e-11,3.817764894364061e-08,3.9787830274295566e-19,3.5218876312025426e-22,2.3141170624340484e-09,2.301111720883638e-17,4.149128657826353e-28,5.555309289784505e-14,0.0008510596533202446,4.8990907076371677e-11,6.172571988389034e-11,7.740419682937339e-12,3.645679849213093e-25,4.069341832577372e-19,9.19897550737157e-22,4.062220411932494e-08,2.1215394863023428e-10
2.38803821839965e-05,0.00299236199292705,0.0,0.0,0.0009244703982966281,0.7959669389932867,0.09999978905178274,0.09999988220693089,1.5871606136262085e-07,2.3258911220616482e-08,1.916104842110306e-12,3.969386415243542e-10,1.5924927989048503e-15,0.006363430247378969,1.5655473256415578e-14,2.1943418393582692e-16,3.4639510017263225e-12,2.2344505567901897e-07,4.899187193861661e-11,3.817764915428791e-08,3.9787830191712667e-19,3.5218876968646226e-22,2.3158729193235776e-09,2.3028577120655913e-17,4.160334914478352e-28,5.5759286823619716e-14,0.0008510596526819299,4.899090713913578e-11,6.178127717356443e-11,7.740435193595998e-12,3.658414539828272e-25,4.0803329278271386e-19,9.232531920033317e-22,4.076458938595564e-08,2.1279026213318022e-10
2.3944684967907104e-05,0.00299236199292705,0.0,0.0,0.0009244703984715192,0.7959669382461186,0.0999997891623365,0.09999988192115793,1.5914494963641864e-07,2.328766398235077e-08,1.921266217218159e-12,3.984645265340212e-10,1.598040354719314e-15,0.006363430245390327,1.5662779318262282e-14,2.1943639846839737e-16,3.4733114198941553e-12,2.23445055965113e-07,4.899187191631555e-11,3.817764936426889e-08,3.9787830110466335e-19,3.521887762658632e-22,2.317622370882656e-09,2.304597333899165e-17,4.171541193883786e-28,5.596565458738531e-14,0.0008510596520441244,4.899090720323883e-11,6.183663151417799e-11,7.740450314109096e-12,3.67115887005304e-25,4.09132404290047e-19,9.266116075091631e-22,4.0907082581023054e-08,2.1342692713665558e-10
2.4008987751817707e-05,0.00299236199292705,0.0,0.0,0.0009244703986470919,0.7959669374988364,0.09999978927278888,0.09999988163548858,1.5957384221614063e-07,2.3316311854782318e-08,1.926427602964442e-12,3.99991773670631e-10,1.6035920920163824e-15,0.006363430243406722,1.567005872808175e-14,2.1943860492594435e-16,3.4826719341029955e-12,2.2344505625303142e-07,4.8991871893941867e-11,3.817764957358564e-08,3.9787830027774294e-19,3.5218878283264786e-22,2.31936544049089e-09,2.306330609651441e-17,4.182747495864027e-28,5.617219555407167e-14,0.0008510596514068344,4.8990907265934124e-11,6.189178365453376e-11,7.7404650543313e-12,3.68391280805422e-25,4.1023151836486587e-19,9.299727874553783e-22,4.104968331058873e-08,2.1406394235769373e-10
2.407329053572831e-05,0.00299236199292705,0.0,0.0,0.0009244703988233577,0.7959669367514404,0.09999978938314029,0.09999988134992242,1.600027390860357e-07,2.3344855220331903e-08,1.9315889993100733e-12,4.0152037796106867e-10,1.6091479955504118e-15,0.006363430241428132,1.5677311582413116e-14,2.1944080332740928e-16,3.492032539845722e-12,2.2344505653897952e-07,4.899187187101915e-11,3.817764978224092e-08,3.9787829946494104e-19,3.5218878941332036e-22,2.3211021514166875e-09,2.3080575624407287e-17,4.193953820433583e-28,5.637890909157187e-14,0.00085105965077005,4.899090733004268e-11,6.19467343395836e-11,7.740479423794452e-12,3.6966763153595404e-25,4.113306343893297e-19,9.333367214047897e-22,4.119239118258745e-08,2.1470130651942045e-10
2.4137593319638913e-05,0.00299236199292705,0.0,0.0,0.0009244703990003063,0.795966936003931,0.09999978949339108,0.09999988106445906,1.604316402303956e-07,2.3373294460220917e-08,1.9367504062160935e-12,4.030503344479765e-10,1.6147080501235744e-15,0.0063634302394545384,1.568453797847086e-14,2.1944299370786189e-16,3.501393239055532e-12,2.2344505682503187e-07,4.8991871847809493e-11,3.817764999023696e-08,3.978782986506371e-19,3.521887959933906e-22,2.3228325268554884e-09,2.3097782153427123e-17,4.205160167456193e-28,5.6585794569833784e-14,0.0008510596501337738,4.8990907394022564e-11,6.200148431175891e-11,7.740493431824932e-12,3.7094493589402307e-25,4.124297526883062e-19,9.367033994895589e-22,4.133520580618362e-08,2.15339018348971e-10
2.4201896103549515e-05,0.00299236199292705,0.0,0.0,0.0009244703991779334,0.7959669352563083,0.09999978960354163,0.09999988077909819,1.6086054563355724e-07,2.3401629954616628e-08,1.9419118236436475e-12,4.0458163818784325e-10,1.6202722405800666e-15,0.006363430237485926,1.5691738012981277e-14,2.1944517609875128e-16,3.5107540321825398e-12,2.2344505711191314e-07,4.899187182440533e-11,3.8177650197576107e-08,3.978782978293746e-19,3.521888025677948e-22,2.3245565899385913e-09,2.3114925913624125e-17,4.216366536830511e-28,5.679285136054905e-14,0.0008510596494980054,4.899090745733522e-11,6.205603431127897e-11,7.740507087571068e-12,3.722231904638071e-25,4.135288733699106e-19,9.400728117451628e-22,4.147812679162236e-08,2.1597707657700274e-10
2.4266198887460118e-05,0.00299236199292705,0.0,0.0,0.0009244703993562389,0.7959669345085735,0.09999978971359227,0.09999988049383937,1.6128945527992471e-07,2.3429862082096995e-08,1.9470732515540474e-12,4.061142842580302e-10,1.6258405518274455e-15,0.006363430235522275,1.5698911781958558e-14,2.1944735052604973e-16,3.520114917739927e-12,2.234450573985729e-07,4.899187180067537e-11,3.8177650404260854e-08,3.9787829700906523e-19,3.521888091438713e-22,2.3262743637005915e-09,2.3132007133996358e-17,4.227572928501324e-28,5.70000788380286e-14,0.0008510596488627414,4.899090752076172e-11,6.21103850750314e-11,7.740520399916153e-12,3.7350239168256927e-25,4.146279962571485e-19,9.434449480900948e-22,4.162115375077823e-08,2.166154799394762e-10
2.433050167137072e-05,0.00299236199292705,0.0,0.0,0.0009244703995352202,0.7959669337607261,0.09999978982354343,0.09999988020868225,1.6171836915397773e-07,2.3457991219367578e-08,1.952234689908793e-12,4.0764826776048204e-10,1.631412968847914e-15,0.006363430233563567,1.5706059381214624e-14,2.194495170204755e-16,3.5294758959146415e-12,2.2344505768549788e-07,4.8991871776682145e-11,3.817765061029353e-08,3.978782961860452e-19,3.521888157182186e-22,2.3279858710621544e-09,2.3149026042487378e-17,4.238779342374123e-28,5.720747637972128e-14,0.0008510596482279798,4.8990907583940454e-11,6.216453733598794e-11,7.740533377438883e-12,3.7478253614461818e-25,4.1572712141996093e-19,9.468197986282932e-22,4.1764286297445454e-08,2.172542271786034e-10
2.4394804455281324e-05,0.00299236199292705,0.0,0.0,0.0009244703997148763,0.7959669330127672,0.09999978993339542,0.0999998799236265,1.6214728724024982e-07,2.3486017741863154e-08,1.9573961386695154e-12,4.091835838138205e-10,1.6369894766743386e-15,0.006363430231609782,1.571318090599067e-14,2.1945167560811622e-16,3.5388369654157193e-12,2.2344505797181e-07,4.899187175231607e-11,3.817765081567658e-08,3.9787829536692674e-19,3.5218882229697e-22,2.3296911348666103e-09,2.316598286620214e-17,4.249985778389966e-28,5.741504336516667e-14,0.000851059647593718,4.899090764752414e-11,6.221849182447076e-11,7.740546028518485e-12,3.7606362033165146e-25,4.168262487091605e-19,9.501973533789062e-22,4.190752404672116e-08,2.1789331704083946e-10
2.4459107239191926e-05,0.00299236199292705,0.0,0.0,0.0009244703998952017,0.7959669322646967,0.09999979004314864,0.09999987963867168,1.6257620952331022e-07,2.351394202407406e-08,1.9625575977979425e-12,4.1072022754905303e-10,1.6425700603772364e-15,0.006363430229660909,1.5720276451795842e-14,2.194538263241828e-16,3.5481981280180083e-12,2.2344505825945688e-07,4.8991871727823766e-11,3.8177651020412214e-08,3.9787829453704604e-19,3.5218882886651875e-22,2.331390177899833e-09,2.318287783181836e-17,4.261192236417095e-28,5.76227791755155e-14,0.0008510596469599556,4.899090771006559e-11,6.227224926884255e-11,7.740558361394258e-12,3.7734564099119885e-25,4.179253784292931e-19,9.535776026326618e-22,4.205086661467065e-08,2.185327482757953e-10
2.452341002310253e-05,0.00299236199292705,0.0,0.0,0.0009244704000762009,0.7959669315165154,0.09999979015280343,0.09999987935381746,1.6300513598778527e-07,2.3541764439276303e-08,1.967719067255927e-12,4.122581941131148e-10,1.6481547050755355e-15,0.006363430227716922,1.5727346112675588e-14,2.1945596918273897e-16,3.5575593785765073e-12,2.234450585439983e-07,4.899187170264634e-11,3.817765122450322e-08,3.9787829372984243e-19,3.521888354578887e-22,2.3330830228737807e-09,2.3199711164952988e-17,4.272398716489166e-28,5.783068319384452e-14,0.000851059646326688,4.899090777486506e-11,6.232581039494475e-11,7.740570384124063e-12,3.7862859430038727e-25,4.1902450985920625e-19,9.56960536158228e-22,4.21943136186043e-08,2.191725196371313e-10
2.4587712807013132e-05,0.00299236199292705,0.0,0.0,0.0009244704002578615,0.7959669307682237,0.0999997902623601,0.09999987906906346,1.6343406661835878e-07,2.3569485359077764e-08,1.9728805470054897e-12,4.137974786748229e-10,1.6537433959546675e-15,0.0063634302257778086,1.5734389984123914e-14,2.1945810423191914e-16,3.5669207231413005e-12,2.2344505883133136e-07,4.899187167752858e-11,3.817765142795136e-08,3.9787829290090403e-19,3.5218884202987235e-22,2.3347696923989394e-09,2.3216483090741173e-17,4.283605218372886e-28,5.803875480614918e-14,0.0008510596456939174,4.899090783753964e-11,6.237917592515087e-11,7.74058210451275e-12,3.79912477392799e-25,4.20123643937746e-19,9.603461446632252e-22,4.233786467754266e-08,2.198126298840845e-10
2.4652015590923735e-05,0.00299236199292705,0.0,0.0,0.0009244704004401859,0.7959669300198216,0.0999997903718191,0.09999987878440933,1.6386300139978443e-07,2.3597105153612495e-08,1.9780420370088032e-12,4.1533807642232294e-10,1.6593361182588203e-15,0.006363430223843547,1.5741408159732238e-14,2.1946023149189397e-16,3.576282158609325e-12,2.2344505911889616e-07,4.899187165214873e-11,3.8177651630759215e-08,3.9787829206951455e-19,3.5218884860035976e-22,2.3364502089961134e-09,2.323319383299494e-17,4.2948117420539605e-28,5.824699340076066e-14,0.0008510596450616398,4.8990907899992414e-11,6.243234657877793e-11,7.740593530148088e-12,3.8119728664548967e-25,4.2122278024574003e-19,9.637344181637245e-22,4.248151941201732e-08,2.204530777808113e-10
2.4716318374834338e-05,0.00299236199292705,0.0,0.0,0.0009244704006231745,0.7959669292713099,0.09999979048118073,0.0999998784998547,1.6429194031687187e-07,2.3624624191644216e-08,1.983203537228182e-12,4.168799825617211e-10,1.664932857286812e-15,0.006363430221914122,1.574840073282925e-14,2.1946235098411238e-16,3.5856436824492543e-12,2.234450594046599e-07,4.899187162625142e-11,3.8177651832929356e-08,3.978782912509828e-19,3.5218885518355323e-22,2.3381245951027173e-09,2.324984361472398e-17,4.306018287504826e-28,5.845539836828748e-14,0.0008510596444298525,4.899090796373425e-11,6.248532307231184e-11,7.740604668425458e-12,3.8248301849607123e-25,4.223219184487355e-19,9.671253467575372e-22,4.262527744396478e-08,2.2109386209603774e-10
2.478062115874494e-05,0.00299236199292705,0.0,0.0,0.00092447040080682,0.7959669285226886,0.09999979059044536,0.09999987821539921,1.647208833544638e-07,2.365204284098833e-08,1.9883650476260336e-12,4.184231923115496e-10,1.6705335983752665e-15,0.006363430219989516,1.5755367797510148e-14,2.1946446274859865e-16,3.5950052980691352e-12,2.234450596920818e-07,4.89918716002741e-11,3.817765203446375e-08,3.978782904192564e-19,3.52188861755279e-22,2.3397928730984656e-09,2.3266432658644373e-17,4.317224854555994e-28,5.866396910099157e-14,0.0008510596437985558,4.899090802619428e-11,6.253810612028322e-11,7.740615526610641e-12,3.8376966989094507e-25,4.234210590941467e-19,9.70518921040109e-22,4.2769138396293796e-08,2.2173498160166235e-10
2.4844923942655543e-05,0.00299236199292705,0.0,0.0,0.0009244704009911241,0.7959669277739585,0.09999979069961333,0.09999987793104247,1.6514983049748483e-07,2.3679361467651905e-08,1.993526568164954e-12,4.1996770091403446e-10,1.6761383269329019e-15,0.0063634302180697105,1.5762309446148806e-14,2.1946656680190888e-16,3.604367001434441e-12,2.2344505997773114e-07,4.899187157378497e-11,3.817765223536508e-08,3.978782896001764e-19,3.521888683395118e-22,2.3414550652530235e-09,2.3282961186026443e-17,4.328431443216684e-28,5.887270499404673e-14,0.0008510596431677464,4.8990908089922544e-11,6.259069643349642e-11,7.740626111724237e-12,3.850572371656222e-25,4.245202016231287e-19,9.739151310643084e-22,4.2913101893767114e-08,2.2237643507561863e-10
2.4909226726566146e-05,0.00299236199292705,0.0,0.0,0.0009244704011760807,0.79596692702512,0.09999979080868501,0.09999987764678417,1.6557878173089105e-07,2.3706580436704492e-08,1.9986880988076332e-12,4.215135036236822e-10,1.6817470284058092e-15,0.0063634302161546885,1.5769225772103025e-14,2.1946866318316645e-16,3.6137287957059e-12,2.2344506026483952e-07,4.899187154719286e-11,3.817765243563529e-08,3.978782887694047e-19,3.521888749136677e-22,2.3431111937790333e-09,2.3299429417913342e-17,4.339638053323876e-28,5.908160544427034e-14,0.000851059642537423,4.8990908152517414e-11,6.264309472082689e-11,7.740636430662393e-12,3.863457172709472e-25,4.2561934654657495e-19,9.773139674776369e-22,4.3057167562108617e-08,2.2301822129897262e-10
