Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(48),CH2O2X(49),CH3OX(44),CH3X(50),CH4(39),CH4X(236),CH3O2X(47),CH4O2(169),H(23),HCO(31),OCHCO(260),SX(257),CH2OX(167)
1.612826447759822e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007752120253408708,0.45108281836605707,3.4786647077396074e-38,0.4569006123293381,1.1921627480906821e-18,4.127926906182369e-28,2.923010935659525e-14,5.657187318270161e-29,3.209150284819551e-41,0.00014502303318009345,4.215460410171584e-20,3.892621427152354e-21,6.259212891382365e-19,1.863784786083879e-18,1.1658097496441549e-11,3.4644783853342737e-22,4.0853102118004124e-24,1.793883259627717e-15,2.8353259899364057e-26,2.5336695039895717e-31,8.49016329161839e-32,3.1987808995212136e-30,0.0003872984734225382,7.56563034633649e-20,5.348676931208951e-31,-3.1863532720860083e-20,-9.25893879170565e-25,3.186669106445995e-20,3.359605402482028e-26,7.881635176314149e-26,1.7365641450598174e-23,7.63029574968197e-39,8.481872226886595e-83,3.381359275095311e-25,5.66349905436615e-32
1.6238615926920366e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007749460957978124,0.45108026489035163,3.5477170959942036e-38,0.45690061232926077,1.2041397435069044e-18,4.252047312411855e-28,2.9556015293506384e-14,5.898617538088856e-29,3.9752650703449787e-41,0.00014523467247817148,4.271503434031387e-20,3.8857499808697485e-21,6.29252699510244e-19,1.8796400603153493e-18,1.1735062573432404e-11,3.531373316275473e-22,4.102035791046904e-24,1.7939562271702557e-15,2.919389911117114e-26,2.613190093348487e-31,8.586235603469386e-32,3.334799607015234e-30,0.00038974612947850014,7.648819797464208e-20,5.526946477410438e-31,-2.9155869417554522e-24,-1.2091172694069475e-24,6.349159353419266e-24,3.398199006944077e-26,8.064670121509313e-26,1.7546526413189892e-23,7.842098330371943e-39,8.893015452088553e-83,3.459721953448094e-25,5.752079871083471e-32
1.6348967376242512e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007746809261934076,0.45107771644210765,3.617535697196057e-38,0.45690061232918355,1.2161404599368481e-18,4.378738205921167e-28,2.98824037872981e-14,6.147949059438082e-29,3.60234289722263e-41,0.00014544116792450593,4.327895824988386e-20,3.879036196631187e-21,6.325578374245091e-19,1.8954963648349326e-18,1.1811995753523608e-11,3.5989640800598774e-22,4.1186486346729816e-24,1.794027199219801e-15,3.005173165466731e-26,2.6944159001748638e-31,8.682394795595173e-32,3.4752463420204224e-30,0.00039219132999907317,7.732091013125707e-20,5.709470277406212e-31,6.80763059077744e-24,-1.2191259568919998e-24,-3.3598604651393404e-24,3.4368308670200503e-26,8.250073087103372e-26,1.7727661205548797e-23,8.057970925952601e-39,9.320395160866694e-83,3.5390930097554e-25,5.841266140393478e-32
1.6459318825564658e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007744165064875154,0.45107517296903327,3.688121631143764e-38,0.4569006123291063,1.228164693611791e-18,4.50802679542311e-28,3.0209263073119926e-14,6.405356018061874e-29,3.0704387048891417e-41,0.000145642615736985,4.3846372330811506e-20,3.8724761716454896e-21,6.358368646622467e-19,1.911353650231576e-18,1.18888971146303e-11,3.6672508902103324e-22,4.135150370313541e-24,1.794096228459836e-15,3.0926936665499767e-26,2.7773649564779327e-31,8.778646914301483e-32,3.62021772401454e-30,0.0003946340791668076,7.815440798362487e-20,5.896307436048785e-31,7.713942025023152e-22,-1.2389944442263247e-24,-7.664090704011522e-22,3.475499477529213e-26,8.437845836427925e-26,1.790903942270845e-23,8.277955612634655e-39,9.76450473705545e-83,3.6194730475763135e-25,5.931055754586815e-32
1.6569670274886804e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007741528267919905,0.4510726344196138,3.7594759902575124e-38,0.4569006123290291,1.2402122420922098e-18,4.639940235032133e-28,3.053658160716615e-14,6.671014267541119e-29,3.1678500231584413e-41,0.00014583911065539222,4.4417273093411573e-20,3.866066111493061e-21,6.39089942630173e-19,1.9272118681687513e-18,1.1965766733662657e-11,3.736233934512185e-22,4.151542556088033e-24,1.7941633659174225e-15,3.181969288457347e-26,2.862054882895325e-31,8.874987181701474e-32,3.7698112826930635e-30,0.00039707438112671767,7.89886602034998e-20,6.087517199489388e-31,-1.303297888282683e-21,-1.2173599227707113e-24,1.3083425703136603e-21,3.514203363058965e-26,8.62798996536447e-26,1.8090654779977153e-23,8.502094477762161e-39,1.0225847925143918e-82,3.7008625982209953e-25,6.021446613324442e-32
1.668002172420895e-10,0.0028149649241145727,0.0915567593028733,0.0,0.0077388987736891094,0.45107010074310616,3.831599840094168e-38,0.4569006123289519,1.2522829042612062e-18,4.774505623306004e-28,3.0864348063226445e-14,6.945101387895614e-29,3.439784682335309e-41,0.00014603074594982931,4.4991657056166277e-20,3.8598023264168694e-21,6.423172323470879e-19,1.9430709713608397e-18,1.2042604686541097e-11,3.8059133755447095e-22,4.1678267755538485e-24,1.7942286610296195e-15,3.2730178651817504e-26,2.9485032973956067e-31,8.971413873929125e-32,3.9241254502897405e-30,0.00039951223998683496,7.982363607402934e-20,6.283158951025065e-31,9.674300474026781e-22,-1.2322331799692551e-24,-9.628205134974598e-22,3.5529410774703275e-26,8.820506906625535e-26,1.827250111107947e-23,8.730429618270192e-39,1.0704938943319295e-82,3.7832621225895244e-25,6.112436624272772e-32
1.6790373173531096e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007736276486299892,0.4510675718895335,3.904494219854345e-38,0.4569006123288748,1.2643764803180417e-18,4.911750002342e-28,3.119255132926124e-14,7.22779664830192e-29,3.5245049077619666e-41,0.00014621761343068746,4.55695207460331e-20,3.853681228446087e-21,6.455188944308648e-19,1.9589309135501265e-18,1.2119411048211401e-11,3.8762893512035633e-22,4.184004580365618e-24,1.7942921617061825e-15,3.365857190028525e-26,3.03672773400172e-31,9.067921064344707e-32,4.083259558960267e-30,0.0004019476598187572,8.065930547988429e-20,6.483292207035233e-31,-4.895858013165878e-22,-1.2162225171253835e-24,4.938624502138382e-22,3.5917112034087217e-26,9.015397933966198e-26,1.8454572366309503e-23,8.963003139174298e-39,1.1202302596317674e-82,3.8666720130040783e-25,6.204023703704919e-32
1.6900724622853242e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007733661311355151,0.4510650478096797,3.978160142881593e-38,0.45690061232879764,1.276492771771874e-18,5.051700356925983e-28,3.1521180504002844e-14,7.519280985257754e-29,3.380443665119909e-41,0.00014639980345887836,4.6150860698129164e-20,3.84769932808999e-21,6.48695089085924e-19,1.974791649484368e-18,1.2196185892659734e-11,3.9473619752145515e-22,4.200077509820292e-24,1.7943539143890625e-15,3.4605050150632445e-26,3.126745643981941e-31,9.16450665236477e-32,4.247313834064923e-30,0.00040438064465819345,8.149563889748985e-20,6.687976613003315e-31,4.404249516387649e-22,-1.2281201299508347e-24,-4.358567604037268e-22,3.630512351820028e-26,9.212664166326917e-26,1.8636862610696728e-23,9.199857152090839e-39,1.1718474388089941e-82,3.9510925950063364e-25,6.296205777090367e-32
1.7011076072175388e-10,0.0028149649241145727,0.0915567593028733,0.0,0.0077310531559330094,0.45106252845508304,4.052598597153653e-38,0.4569006123287206,1.2886315814355155e-18,5.194383613733058e-28,3.185022489358351e-14,7.819736988925944e-29,3.3138402198329796e-41,0.00014657740495677572,4.673567345587847e-20,3.8418532310608154e-21,6.518459760910239e-19,1.990653134894921e-18,1.2272929292927554e-11,4.019131337638631e-22,4.2160470912357366e-24,1.7944139641088017e-15,3.5569790505987694e-26,3.218574417406443e-31,9.261166144207393e-32,4.416389384302898e-30,0.00040681119850550585,8.233260738534395e-20,6.8972719396230325e-31,-4.937686693328673e-22,-1.2211260036917905e-24,4.984712568015497e-22,3.6693431614720767e-26,9.412306571906481e-26,1.881936602218515e-23,9.44103377378808e-39,1.2254000634277117e-82,4.036524129127326e-25,6.388980779645921e-32
1.7121427521497534e-10,0.0028149649241145727,0.0915567593028733,0.0,0.0077284519285728825,0.4510600137780307,4.12781054576578e-38,0.4569006123286436,1.3007927134191094e-18,5.339826640578878e-28,3.217967400819188e-14,8.12934890274155e-29,3.3275100321372204e-41,0.00014675050541943915,4.732395557066296e-20,3.8361396352319416e-21,6.549717147872649e-19,2.0065153264754213e-18,1.2349641321126427e-11,4.091597505368188e-22,4.2319148340937585e-24,1.7944723545380672e-15,3.655296964715484e-26,3.3122313685603765e-31,9.357896835067399e-32,4.590588192232051e-30,0.0004092393253262464,8.317018257442985e-20,7.111238078991743e-31,4.424559090460545e-22,-1.229674148766423e-24,-4.377287788766168e-22,3.708202298481673e-26,9.614325972164358e-26,1.9002076889826676e-23,9.686575124767884e-39,1.2809438574481093e-82,4.122966812618363e-25,6.482346656854851e-32
1.723177897081968e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007725857539263859,0.4510575037315513,4.203796927406212e-38,0.45690061232856655,1.3129759731238944e-18,5.488056245719478e-28,3.2509517558758545e-14,8.448302607085265e-29,3.395300568420718e-41,0.00014691919092651876,4.791570360183813e-20,3.830555327916922e-21,6.580724640664706e-19,2.0223781818609856e-18,1.242632204845268e-11,4.164760522614663e-22,4.247682233510755e-24,1.794529128042488e-15,3.7554763828117096e-26,3.407733740166656e-31,9.45469461918357e-32,4.770013106411033e-30,0.0004116650290516897,8.400833665871911e-20,7.32993504089042e-31,-3.8582221333459202e-22,-1.2203167758522015e-24,3.903903693790924e-22,3.7470884558471e-26,9.818723045752117e-26,1.9184989611989177e-23,9.936523327877421e-39,1.338535648432385e-82,4.2104207811567025e-25,6.576301364958498e-32
