Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CHO3X(91),H(23),HCO(31),CH3X(53),CH4(39),OCHCO(417),CH4X(436),CH2O3(185),SX(574),CH2OX(174)
9.837984905396134e-11,0.002724645380668153,0.0915567593028733,0.0,0.007687701202842031,0.45148115900549657,9.529942354605042e-44,0.45679604321455114,2.4805153218669342e-20,4.751253463668418e-28,1.2772917762424105e-18,7.731081345446546e-32,-1.880054541847839e-40,0.00012064510940676279,1.0211383138973892e-17,5.182849440729463e-24,1.387351872452301e-19,1.0374928275842672e-17,5.775045361225875e-12,3.363762208886872e-25,1.1788832117523153e-22,2.1001967206323427e-19,7.119917638069098e-29,5.562868973070776e-34,9.578038393928271e-34,5.997215679966175e-33,0.0001045691207008214,1.146795901329929e-06,4.950208402010206e-26,1.3838358583168804e-29,3.9141524438742114e-23,8.316514988166531e-35,6.32641713048271e-30,4.912765476809971e-32,1.2863396630191146e-24,1.0158943132895994e-42,-2.0487325792018827e-22,-7.527286583639839e-25,2.879275081409563e-92,2.197214235654322e-22,2.6865835421719374e-31,5.919591811697222e-36,1.1021304206864368e-35
9.91077188684021e-11,0.002724645380668153,0.0915567593028733,0.0,0.0076857071043083544,0.4514808944857558,9.783560748892916e-44,0.4567953003612456,2.543394949313356e-20,4.903735990035903e-28,1.3000242479603515e-18,8.040882052261032e-32,-1.9064460417741792e-40,0.00012113285385371525,1.0360900563667077e-17,5.180233013002841e-24,1.4101020051612236e-19,1.0527349500549455e-17,5.8167774135914635e-12,3.4256011035107426e-25,1.1860395157006612e-22,2.1081727747294627e-19,7.281571087179284e-29,5.711936417237913e-34,9.804884896241293e-34,6.237536262989274e-33,0.00010531197396461986,1.1674434186944245e-06,5.021626141102189e-26,1.4094598307955664e-29,4.0166173600919067e-23,8.610332739154545e-35,6.470467472228059e-30,4.954860935632048e-32,1.303011211357578e-24,1.0414630078997186e-42,2.6301600670597414e-22,-7.553720402205195e-25,3.0317364140014388e-92,-2.4831620905234445e-22,2.7469359688742973e-31,6.105672103989324e-36,1.1273587898861343e-35
9.983558868284284e-11,0.002724645380668153,0.0915567593028733,0.0,0.007683719086471242,0.45148063253715737,1.0041670594950082e-43,0.45679455789419265,2.6072931114725755e-20,5.0596722782655355e-28,1.3229339612645197e-18,8.360223984241635e-32,-1.8723410248473685e-40,0.0001216151242028119,1.0511476101895064e-17,5.177635299830318e-24,1.4329759451024643e-19,1.0680851404801859e-17,5.858496577628498e-12,3.488170688811008e-25,1.1931610587447798e-22,2.1160550822301884e-19,7.445636971857635e-29,5.863662994258384e-34,1.0034525098405144e-33,6.485258191743738e-33,0.00010605444097585709,1.1882568425498665e-06,5.093525451751319e-26,1.4353160410089433e-29,4.12084285730516e-23,8.911993642149613e-35,6.616267320588419e-30,4.996957360029141e-32,1.3197491131479258e-24,1.067500111298868e-42,-3.63540532162243e-22,-7.517739201589038e-25,3.191008534106036e-92,3.784166381375911e-22,2.808047505439876e-31,6.295813682005449e-36,1.1529570229692489e-35
9.999999999999999e-11,0.002724645380668153,0.0915567593028733,0.0,0.007683270870642783,0.45148057372234335,1.0100597897373402e-43,0.45679439023899576,2.621868013733302e-20,5.095377640957708e-28,1.3281332094070115e-18,8.433698423218473e-32,-1.860241847833795e-40,0.00012172330546307133,1.0545634562092203e-17,5.177051107183088e-24,1.4381596200221855e-19,1.0715673979338797e-17,5.867918326259095e-12,3.502405473081926e-25,1.1947648655747787e-22,2.117822637749516e-19,7.483031997251786e-29,5.8983053971037306e-34,1.0086781702010726e-33,6.54225424048473e-33,0.00010622209616336067,1.1929810263344406e-06,5.1098326890312874e-26,1.4411885130102283e-29,4.144630347322384e-23,8.981232953555864e-35,6.649442334756935e-30,5.006466375151386e-32,1.323538981065449e-24,1.0734467926959842e-42,-5.802099701789601e-22,-7.505263815201645e-25,3.227953193061289e-92,5.951538655236318e-22,2.821956628421137e-31,6.339330103757856e-36,1.1587905676928557e-35
1.0056345849728359e-10,0.002724645380668153,0.0915567593028733,0.0,0.007681737110251097,0.4514803731420421,1.0304306641868562e-43,0.45679381581211964,2.672215249335977e-20,5.21910396403781e-28,1.3460195537122569e-18,8.689306637405739e-32,-1.9215296620190874e-40,0.00012209195820387606,1.0663109204081008e-17,5.175056184536304e-24,1.455971409575545e-19,1.0835433265162401e-17,5.900202887125352e-12,3.551474800366324e-25,1.2002478863006877e-22,2.1238444056257724e-19,7.61213282277298e-29,6.018070316245635e-34,1.0266945834081789e-33,6.740536232254022e-33,0.00010679652300718683,1.2092349572086802e-06,5.165905737479197e-26,1.4614036569480754e-29,4.2268412614410566e-23,9.221636333663611e-35,6.763811828398087e-30,5.039056067404762e-32,1.3365526105088005e-24,1.094011137394004e-42,5.266711529483454e-22,-7.568039436271918e-25,3.357338997462929e-92,-5.120793268935182e-22,2.86991953338098e-31,6.490064557458754e-36,1.1789271102079246e-35
1.0129132831172434e-10,0.002724645380668153,0.0915567593028733,0.0,0.007679761136338904,0.451480116282632,1.0571503369808876e-43,0.4567930741137624,2.7381667023705066e-20,5.382072564722864e-28,1.3692796549329282e-18,9.028331409002167e-32,-1.851521855436728e-40,0.00012256339386257272,1.0815799322456054e-17,5.172495548708652e-24,1.4790861160378785e-19,1.0991094359002142e-17,5.9418963756543535e-12,3.6155172574136e-25,1.207300049449116e-22,2.1315415084672613e-19,7.781076187959466e-29,6.175179755622905e-34,1.0502133415783462e-33,7.003526592685105e-33,0.00010753822132277535,1.2303765379071818e-06,5.238766403324957e-26,1.4877218364580514e-29,4.3346247763475176e-23,9.539400525222753e-35,6.913095912116817e-30,5.081158328705112e-32,1.3534209508388054e-24,1.1210016288485885e-42,-7.809507614237386e-22,-7.493698895173162e-25,3.53098225352039e-92,7.959038299316578e-22,2.932553400144132e-31,6.688472774108268e-36,1.2052710200451273e-35
1.0201919812616509e-10,0.002724645380668153,0.0915567593028733,0.0,0.007677791125210969,0.45147986194103784,1.0843294988495233e-43,0.45679233279786524,2.8051527085416445e-20,5.548619473828973e-28,1.3927128871901071e-18,9.377501597563627e-32,-1.9558559840217613e-40,0.00012302946942430005,1.096954591104721e-17,5.169953272117623e-24,1.5023177828165377e-19,1.1147833964559951e-17,5.983577076570594e-12,3.6803018627869604e-25,1.2143176048055297e-22,2.139147155138809e-19,7.952484633738626e-29,6.33501271130462e-34,1.074007364944924e-33,7.274387002562647e-33,0.00010827953717826908,1.2516803513448235e-06,5.312106855865666e-26,1.5142697278456353e-29,4.444205483464075e-23,9.865426997763182e-35,7.064114258310668e-30,5.123265370327184e-32,1.37035338685051e-24,1.148477156958742e-42,1.1922900753907493e-21,-7.604480444652628e-25,3.71219977561692e-92,-1.1778442976986407e-21,2.9959504195583128e-31,6.891086405582233e-36,1.2319906992019368e-35
1.0274706794060584e-10,0.002724645380668153,0.0915567593028733,0.0,0.0076758270371451946,0.4514796100992658,1.1119715435820226e-43,0.456791591863181,2.873178404367623e-20,5.718785955616397e-28,1.4163178659325125e-18,9.737022375614292e-32,-1.7932461437653564e-40,0.00012349022335869861,1.1124348425665164e-17,5.16742923310014e-24,1.5256641298025764e-19,1.1305651361000306e-17,6.025245023010807e-12,3.7458324028639988e-25,1.2213006144012531e-22,2.1466621106385429e-19,8.126375745771286e-29,6.497590742604259e-34,1.0980751849017599e-33,7.553276576435104e-33,0.0001090204718207655,1.2731451562137588e-06,5.385926503228716e-26,1.54104647049411e-29,4.555595341534893e-23,1.0199857596099946e-34,7.216861331294674e-30,5.165378375956742e-32,1.387349176602278e-24,1.176443321528966e-42,-1.877852299238073e-21,-7.431279952694378e-25,3.901260192292339e-92,1.8930726791299947e-21,3.060111872285947e-31,7.097953553233411e-36,1.2590880727898888e-35
1.0347493775504659e-10,0.002724645380668153,0.0915567593028733,0.0,0.007673868832234471,0.45147936073922557,1.140079837655684e-43,0.45679085130847136,2.9422488250041804e-20,5.892613139876287e-28,1.440093200333698e-18,1.0107100797852172e-31,-2.0525419620715033e-40,0.00012394569434398572,1.1280206323892082e-17,5.164923308246721e-24,1.5491228791280025e-19,1.146454582846963e-17,6.066900247892331e-12,3.8121126475191147e-25,1.2282491455292885e-22,2.154087140361679e-19,8.302767129900936e-29,6.662934734371917e-34,1.1224152850992198e-33,7.840355993869545e-33,0.00010976102648878662,1.2947697037186962e-06,5.460224755049546e-26,1.5680511951535125e-29,4.668806186363177e-23,1.0542835223486572e-34,7.371331379923195e-30,5.20749848833542e-32,1.4044075835279242e-24,1.2049057507474902e-42,3.038542732327349e-21,-7.707041583379458e-25,4.098439419715404e-92,-3.024499078187283e-21,3.1250390062766627e-31,7.309122344026821e-36,1.2865650444347973e-35
1.0420280756948734e-10,0.002724645380668153,0.0915567593028733,0.0,0.007671916470403605,0.4514791138427371,1.1686577201175643e-43,0.4567901111325062,3.0123689043590393e-20,6.070142016871246e-28,1.4640374938205223e-18,1.0487945738142896e-31,-1.627148748689665e-40,0.0001243959212522701,1.1437119065069339e-17,5.162435373140274e-24,1.572691755825496e-19,1.1624516648151148e-17,6.108542783912169e-12,3.879146350083579e-25,1.2351632706158943e-22,2.1614230098936631e-19,8.481676413299569e-29,6.831066162708153e-34,1.1470261028974179e-33,8.135787179459465e-33,0.00011050120241225555,1.3165527380870067e-06,5.535001022485214e-26,1.5952830244860221e-29,4.783849730605847e-23,1.0894503836247357e-34,7.527518443471348e-30,5.249626810959022e-32,1.4215278764642889e-24,1.233870101061294e-42,-5.040294680343985e-21,-7.25361339668566e-25,4.304020795217089e-92,5.0561878077969355e-21,3.190733037223369e-31,7.524640928459487e-36,1.3144234964023034e-35
1.0493067738392809e-10,0.002724645380668153,0.0915567593028733,0.0,0.00766996991142012,0.45147886939153725,1.1977085024764907e-43,0.4567893713340644,3.0835434752353823e-20,6.251413432439623e-28,1.4881493445904247e-18,1.0879767961881313e-31,-2.344802743303378e-40,0.00012484094313410383,1.1595086110285249e-17,5.1599653014281615e-24,1.5963684884709946e-19,1.1785563102318302e-17,6.150172663546097e-12,3.9469372473125582e-25,1.2420430671102703e-22,2.1686704848015746e-19,8.66312124505901e-29,7.002005864553489e-34,1.1719060308169839e-33,8.43973379520158e-33,0.00011124100081247562,1.338492997069072e-06,5.610254718247627e-26,1.622741073771638e-29,4.900737563607719e-23,1.1255008438514843e-34,7.685416359549364e-30,5.291764409705595e-32,1.4387093296766983e-24,1.2633420570508577e-42,8.563738878980208e-21,-8.01528999349692e-25,4.518295211922701e-92,-8.55085480708346e-21,3.257195149020794e-31,7.744557478512919e-36,1.342665289739168e-35
1.0565854719836884e-10,0.002724645380668153,0.0915567593028733,0.0,0.007668029114911934,0.4514786273672864,1.2272354686046172e-43,0.4567886319119331,3.1557772695020594e-20,6.436468083251474e-28,1.5124273461180958e-18,1.1282780023718993e-31,-4.037766534591163e-40,0.0001252807992046061,1.1754106922362754e-17,5.157512966237285e-24,1.6201508098101057e-19,1.1947684474386789e-17,6.191789919047873e-12,4.0154890593580706e-25,1.2488886173310701e-22,2.1758303304377326e-19,8.847119297467328e-29,7.175775166410505e-34,1.1970534179835161e-33,8.752360708680623e-33,0.00011198042290211226,1.360589212429336e-06,5.685985256533624e-26,1.6504244510336498e-29,5.01948115127191e-23,1.1624495077033522e-34,7.845018770797617e-30,5.333912314400937e-32,1.4559512228825346e-24,1.2933273313047e-42,9.961921551318132e-22,-7.932528126889427e-25,4.741561254455343e-92,-9.90698357973796e-22,3.3244264942256573e-31,7.968920185635718e-36,1.3712922644096162e-35
1.0638641701280959e-10,0.002724645380668153,0.0915567593028733,0.0,0.007666094040378602,0.45147838775157606,1.2572418746509302e-43,0.4567878928649085,3.2290749182971144e-20,6.625346512260402e-28,1.5368700876487042e-18,1.1697196306004314e-31,-8.188921098273075e-40,0.0001257155288288397,1.1914180965847094e-17,5.155078239095168e-24,1.6440364573641073e-19,1.2110880048964853e-17,6.233394582448522e-12,4.084805489749718e-25,1.255700008341572e-22,2.1829033117458777e-19,9.033688266664189e-29,7.352394455355249e-34,1.2224665715660425e-33,9.073834352876791e-33,0.00011271946988517808,1.3828401104255554e-06,5.76219205306492e-26,1.678332257667493e-29,5.140091835975712e-23,1.2003110836080512e-34,8.006319130567695e-30,5.376071520301052e-32,1.4732528412723837e-24,1.3238316642937005e-42,1.9750266839605458e-20,-9.492734222283306e-25,4.9741253358142135e-92,-1.976194045366185e-20,3.392428194519291e-31,8.197777258765796e-36,1.4003062394466282e-35
1.0711428682725034e-10,0.002724645380668153,0.0915567593028733,0.0,0.007664164647208548,0.4514781505259341,1.2877309489611499e-43,0.45678715419179494,3.3034409522490034e-20,6.818089104262325e-28,1.5614761546837684e-18,1.2123232932003593e-31,-1.2309404082205035e-39,0.00012614517150849713,1.2075307706993439e-17,5.152660991112328e-24,1.6680231740248068e-19,1.2275149111902641e-17,6.274986685555693e-12,4.1548902253797225e-25,1.2624773318456146e-22,2.1898901930744117e-19,9.222845873904803e-29,7.5318856496782705e-34,1.2481437582100278e-33,9.404322150983544e-33,0.00011345814295701967,1.4052444122815365e-06,5.838874525097966e-26,1.706463589033956e-29,5.262580836510702e-23,1.23910038324486e-34,8.169310710599815e-30,5.418242989533997e-32,1.4906134755299108e-24,1.3548608242453575e-42,2.0313348891265603e-21,-9.314918772578583e-25,5.2163018351748815e-92,-2.0598419541163375e-21,3.46120134117105e-31,8.431176922374237e-36,1.4297090131117588e-35
1.0784215664169109e-10,0.002724645380668153,0.0915567593028733,0.0,0.0076622408946895575,0.45147791567183204,1.3187058920091603e-43,0.4567864158914061,3.378879801729641e-20,7.0147360816444955e-28,1.5862441294536378e-18,1.256110780864956e-31,-1.3837247627418922e-39,0.00012656976686779194,1.2237486613754542e-17,5.150261091899278e-24,1.6921087086291975e-19,1.2440490950339815e-17,6.316566259953088e-12,4.225746936495328e-25,1.2692206840301714e-22,2.1967917379935546e-19,9.414609866191183e-29,7.71426867903423e-34,1.2740832054613134e-33,9.743992901720731e-33,0.00011419644330430787,1.4278008346480293e-06,5.916032091364319e-26,1.7348175345523667e-29,5.386959248066397e-23,1.2788323210539152e-34,8.333986607229643e-30,5.460427652461847e-32,1.5080324218494098e-24,1.3864206070179326e-42,1.914623049634184e-22,-9.472145338633433e-25,5.468413236858857e-92,-2.25988933207488e-22,3.5307469955035303e-31,8.669167414548757e-36,1.459502363057455e-35
1.0857002645613184e-10,0.002724645380668153,0.0915567593028733,0.0,0.007660322742019665,0.45147768317069065,1.3501698763376473e-43,0.4567856779625638,3.455395797132685e-20,7.215327500288822e-28,1.6111725913789576e-18,1.3011040651467285e-31,-1.3233212451145183e-39,0.00012698935463976047,1.2400717155768342e-17,5.1478784098614194e-24,1.7162908165175682e-19,1.2606904852751791e-17,6.358133336999959e-12,4.2973792766968235e-25,1.2759301654579748e-22,2.2036087091114146e-19,9.608998016885655e-29,7.899564450887875e-34,1.3002831031806347e-33,1.0093017085019557e-32,0.00011493437210502997,1.4505080900537843e-06,5.99366417211951e-26,1.7633931784396683e-29,5.513238042248496e-23,1.3195219137560572e-34,8.500339747696253e-30,5.502626408982628e-32,1.525508981951441e-24,1.4185168359745557e-42,-2.1294958950837323e-22,-9.356141044005634e-25,5.730790270360233e-92,1.8095243446279888e-22,3.601066189358562e-31,8.911796985109415e-36,1.4896880464919523e-35
1.0929789627057259e-10,0.002724645380668153,0.0915567593028733,0.0,0.007658410148319213,0.4514774530038867,1.3821260465075549e-43,0.4567849404040987,3.5329931691758213e-20,7.419903245629843e-28,1.6362601175212654e-18,1.3473252992382052e-31,-1.5278720832168217e-39,0.00012740397465312264,1.256499880434556e-17,5.145512812867793e-24,1.7405672600753908e-19,1.2774390108994527e-17,6.399687947830669e-12,4.369790882940945e-25,1.282605880937118e-22,2.2103418678953377e-19,9.806028126467005e-29,8.087793448952766e-34,1.3267416049470773e-33,1.0451566977802942e-32,0.000115671930528484,1.4733648873468703e-06,6.071770189116123e-26,1.7921896000083773e-29,5.64142806713006e-23,1.3611842798831397e-34,8.66836289695165e-30,5.544840129775554e-32,1.5430424630966251e-24,1.4511553618573487e-42,2.2192437097607078e-20,-1.0732418435885973e-24,6.003772051403868e-92,-2.223116448056323e-20,3.672159925563447e-31,9.159113893755944e-36,1.5202678003470529e-35
1.1002576608501334e-10,0.002724645380668153,0.0915567593028733,0.0,0.007656503072649267,0.45147722515275795,1.4145775190544899e-43,0.45678420321485047,3.611676049221973e-20,7.628503028830394e-28,1.661505283025113e-18,1.3947968014014262e-31,-1.906736624281426e-39,0.00012781366682055304,1.2730331032457341e-17,5.143164168924728e-24,1.7649358092625554e-19,1.2942946010348288e-17,6.441230123354319e-12,4.442985375548887e-25,1.2892479394006973e-22,2.2169919745088097e-19,1.0005718024088865e-28,8.278977140367748e-34,1.353456829453451e-33,1.0819815627612385e-32,0.00011640911973527535,1.4963699321284783e-06,6.15034956558858e-26,1.8212058739904928e-29,5.771540047328686e-23,1.4038346393158944e-34,8.838048663543491e-30,5.587069657499025e-32,1.5606321780980747e-24,1.4843420626615884e-42,1.770472498357969e-21,-1.0351671673903361e-24,6.287706223956677e-92,-1.8226749276979993e-21,3.7440291783976677e-31,9.411166408240912e-36,1.5512433414630594e-35
1.1075363589945409e-10,0.002724645380668153,0.0915567593028733,0.0,0.0076546014740221735,0.45147699959861015,1.4475273824559401e-43,0.4567834663936669,3.69144846962968e-20,7.841166383150704e-28,1.6869066615468467e-18,1.4435410578261024e-31,-2.048921090765021e-39,0.0001282184711259578,1.2896713314722817e-17,5.140832344774777e-24,1.7893942421227276e-19,1.3112571849559667e-17,6.482759894254464e-12,4.5169663582211615e-25,1.2958564537989532e-22,2.223559787658534e-19,1.0208085568231719e-28,8.473135343197304e-34,1.3804268618871572e-33,1.1197937092991412e-32,0.00011714594087731678,1.5195219271747497e-06,6.229401726284021e-26,1.8504410711733232e-29,5.903584584123968e-23,1.4474883128308004e-34,9.00938950653783e-30,5.629315807917656e-32,1.5782774453317068e-24,1.5180828435099717e-42,-2.8295780707840623e-21,-1.035808295094912e-24,6.582949103401306e-92,2.7720794589328694e-21,3.8166748940599833e-31,9.668002802583123e-36,1.58261636677127e-35
1.1148150571389484e-10,0.002724645380668153,0.0915567593028733,0.0,0.007652705311409099,0.4514767763227218,1.4809786971068548e-43,0.4567827299394049,3.7723143641258054e-20,8.0579326604718e-28,1.712462825672771e-18,1.4935807318721706e-31,-1.9385184833560445e-39,0.0001286184276115414,1.306414512739674e-17,5.138517205856917e-24,1.8139403452769403e-19,1.3283266920882286e-17,6.524277290988894e-12,4.591737418057813e-25,1.3024315409617764e-22,2.2300460644278454e-19,1.0413148646951167e-28,8.670288574216134e-34,1.4076497552996537e-33,1.158610716144595e-32,0.0001178823950978304,1.5428195728489563e-06,6.308926097426839e-26,1.879894258576994e-29,6.037572155606073e-23,1.4921607216599783e-34,9.182377741731317e-30,5.671579370977767e-32,1.5959775887447778e-24,1.5523836365269994e-42,3.491560367969877e-24,-1.0324998270663426e-24,6.889865820710649e-92,-5.723935600591041e-23,3.890097991135406e-31,9.929671355313546e-36,1.6143885534870467e-35
1.1220937552833559e-10,0.002724645380668153,0.0915567593028733,0.0,0.007650814543750575,0.45147655530634995,1.5149344953023965e-43,0.45678199385092993,3.854277568197294e-20,8.278841027945266e-28,1.738172347327765e-18,1.5449386607246914e-31,-1.830001599990253e-39,0.00012901357636575477,1.3232625948357046e-17,5.136218617777378e-24,1.8385719144031488e-19,1.3455030520116276e-17,6.565782343789459e-12,4.6673021255825295e-25,1.3089733214811056e-22,2.2364515601110116e-19,1.062092517876234e-28,8.870457476134637e-34,1.435123531962011e-33,1.1984503209356131e-32,0.00011861848353135101,1.5662615675049864e-06,6.388922106714885e-26,1.9095644998874108e-29,6.17351311685059e-23,1.5378673870610347e-34,9.357005547156189e-30,5.713861111841136e-32,1.6137319378628878e-24,1.5872504007135374e-42,7.8732988160678355e-22,-1.0190461412844674e-24,7.208830467572415e-92,-8.365928200773179e-22,3.964299361061076e-31,1.0196220347749222e-35,1.64656155929536e-35
1.1293724534277634e-10,0.002724645380668153,0.0915567593028733,0.0,0.007648929129974948,0.45147633653073593,1.5493977812284052e-43,0.456781258127116,3.937341819503351e-20,8.503930464778458e-28,1.7640337981736606e-18,1.597637847841213e-31,-1.8397573543813766e-39,0.00012940395751286958,1.3402155257092519e-17,5.133936446069133e-24,1.8632867547007443e-19,1.3627861944646448e-17,6.607275082661937e-12,4.743664034771555e-25,1.315481919608545e-22,2.2427770280700823e-19,1.0831433113717752e-28,9.073662429616344e-34,1.4628461847066466e-33,1.2393303785333969e-32,0.00011935420730373166,1.5898466078816298e-06,6.469389183330559e-26,1.939450855880009e-29,6.311417700121741e-23,1.584623929896757e-34,9.533264969358598e-30,5.756161771868298e-32,1.631539827795427e-24,1.622689121821581e-42,-3.3541267661492584e-22,-1.014893767103376e-24,7.540226242516896e-92,2.864174571495467e-22,4.039279868591383e-31,1.0467698062298273e-35,1.6791370225476692e-35
1.1366511515721709e-10,0.002724645380668153,0.0915567593028733,0.0,0.007647049029006185,0.45147611997711007,1.5843715309599927e-43,0.45678052276684605,4.0215107583090255e-20,8.73323975917344e-28,1.7900457499969344e-18,1.6517014608443925e-31,-1.8949060719046807e-39,0.00012978961120113208,1.3572732534690367e-17,5.1316705554254976e-24,1.8880826813393414e-19,1.3801760493479145e-17,6.648755537386019e-12,4.820826683087905e-25,1.3219574631345255e-22,2.249023219600715e-19,1.1044690434195426e-28,9.279923693866399e-34,1.490815678254828e-33,1.281268854089255e-32,0.00012008956753215203,1.613573389487173e-06,6.550326757928484e-26,1.9695523847522325e-29,6.451296015105561e-23,1.6324460702245304e-34,9.711147929821871e-30,5.798482069551112e-32,1.6494005992394227e-24,1.6587058122292537e-42,-1.5599834473631472e-22,-1.0245253923372361e-24,7.884445598076437e-92,1.0500731007500192e-22,4.115040352262356e-31,1.0744152780798349e-35,1.712116562471214e-35
1.1439298497165784e-10,0.002724645380668153,0.0915567593028733,0.0,0.007645174199771793,0.45147590562669765,1.6198586924679397e-43,0.4567797877690117,4.1067879279391013e-20,8.966807505417807e-28,1.8162067750858806e-18,1.7071528329569111e-31,-1.91038738409862e-39,0.00013017057759124597,1.3744357263823903e-17,5.129420810026953e-24,1.9129575198921345e-19,1.3976725467277747e-17,6.6902237375153144e-12,4.898793591520196e-25,1.3284000832696968e-22,2.255190883787064e-19,1.1260715155501525e-28,9.489261583406954e-34,1.519029950528104e-33,1.3242838397199213e-32,0.00012082456532512872,1.637440606974294e-06,6.631734262625413e-26,1.9998681424639e-29,6.593158049171516e-23,1.6813496268959203e-34,9.890646230642316e-30,5.84082270140237e-32,1.6673135984817614e-24,1.6953065108160927e-42,-1.2365583835429269e-23,-1.0280965584797572e-24,8.241890388942097e-92,-3.9541243797634544e-23,4.191581624854659e-31,1.1025632782887486e-35,1.7455017793730873e-35
1.1512085478609858e-10,0.002724645380668153,0.0915567593028733,0.0,0.007643304601214002,0.45147569346072297,1.6558621856323217e-43,0.4567790531325129,4.1931767752507056e-20,9.204672101111786e-28,1.842515446597632e-18,1.764015463242687e-31,-1.8899525835708785e-39,0.0001305468968457078,1.3917028928740155e-17,5.127187074033708e-24,1.93790910675449e-19,1.415275616839692e-17,6.7316797123774235e-12,4.977568264625638e-25,1.3348099145355665e-22,2.261280767356055e-19,1.1479525326518667e-28,9.701696330447058e-34,1.5474869139433855e-33,1.368393564017513e-32,0.00012155920178252704,1.6614469545056335e-06,6.713611131000628e-26,2.0303971830994043e-29,6.737013667660393e-23,1.7313505171672747e-34,1.0071751560112928e-29,5.883184342804167e-32,1.685278177399864e-24,1.732497282838638e-42,2.0081887289873855e-22,-1.0260996673254908e-24,8.612972021078897e-92,-2.5206856343625187e-22,4.268904473854749e-31,1.1312186344405944e-35,1.779294254844774e-35
1.1584872460053933e-10,0.002724645380668153,0.0915567593028733,0.0,0.007641440192301826,0.45147548346041494,1.6923849022630885e-43,0.45677831885625836,4.28068065112376e-20,9.446871744525867e-28,1.8689703389152838e-18,1.8223130145023534e-31,-1.873004982554672e-39,0.000130918609118614,1.4090747015247546e-17,5.124969211484656e-24,1.9629352895481644e-19,1.4329851900915574e-17,6.773123491074057e-12,5.05715419057714e-25,1.3411870946562172e-22,2.267293614548147e-19,1.1701139030452603e-28,9.917248130471366e-34,1.5761844566915938e-33,1.4136163860975276e-32,0.0001222934779955748,1.6855911261103364e-06,6.795956798088802e-26,2.0611385591971119e-29,6.882872614197329e-23,1.7824647563212976e-34,1.0254455498588535e-29,5.925567648814889e-32,1.7032936934609306e-24,1.770284219806372e-42,-1.4336675024950642e-22,-1.021826638322092e-24,8.998111601796839e-92,9.286037230047387e-23,4.347009661914156e-31,1.160386173582856e-35,1.8134955519750186e-35
1.1657659441498008e-10,0.002724645380668153,0.0915567593028733,0.0,0.0076395809320407735,0.45147527560701145,1.7294297061275384e-43,0.4567775849391657,4.36930281096902e-20,9.693444432093548e-28,1.8955700279951857e-18,1.882069311060177e-31,-1.8766735467669957e-39,0.00013128575454540595,1.4265511010703626e-17,5.1227670861140274e-24,1.9880339275112801e-19,1.4508011970668698e-17,6.814555102481215e-12,5.137554841214603e-25,1.3475317644493472e-22,2.27323016699806e-19,1.1925574385565006e-28,1.0135937096457803e-33,1.6051204439994414e-33,1.4599707884124042e-32,0.00012302739504687794,1.709871816031565e-06,6.878770700374735e-26,2.0920913220765108e-29,7.03074451102975e-23,1.8347084572989698e-34,1.0438749524233538e-29,5.967973254937572e-32,1.7213595097197747e-24,1.8086734393580216e-42,9.484760651403043e-23,-1.023551253158035e-24,9.397740090788662e-92,-1.453633806837118e-22,4.4258979273067585e-31,1.1900707220728066e-35,1.8481072155690287e-35
1.1730446422942083e-10,0.002724645380668153,0.0915567593028733,0.0,0.007637726779481781,0.4514750698817648,1.7669994329846136e-43,0.4567768513801607,4.4590464152533487e-20,9.944427956040832e-28,1.922313091704431e-18,1.943308337384337e-31,-1.885479472866351e-39,0.0001316483732327937,1.4441320404002737e-17,5.120580561501154e-24,2.0132028918740989e-19,1.4687235685277838e-17,6.855974575249438e-12,5.218773672100293e-25,1.353844067718129e-22,2.2790911636119885e-19,1.2152849545854834e-28,1.0357783346410736e-33,1.634292719373519e-33,1.5074753746925417e-32,0.00012376095401043854,1.7342877190649122e-06,6.9620522757874e-26,2.1232545221550337e-29,7.180638859389821e-23,1.8880978303416338e-34,1.062462501847622e-29,6.010401777852707e-32,1.739474994815285e-24,1.8476710851382738e-42,-1.4875600376800073e-22,-1.0239944421187866e-24,9.812298452128142e-92,9.785564692211929e-23,4.505569984383792e-31,1.2202771054269436e-35,1.8831307723678116e-35
