Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CHO3X(91),H(23),HCO(31),CH3X(53),CH4(39),OCHCO(417),CH4X(436),CH2O3(185),SX(574),CH2OX(174)
1.5103369896185956e-08,0.002724645380668153,0.0915567593028733,0.0,0.0015588223514436514,0.4513753438827385,5.3958450601622344e-39,0.4537627328548992,2.2357995407157366e-17,5.795172966748414e-23,1.7728157874232786e-16,1.666977385302318e-23,9.471693046288508e-33,3.353151651233797e-05,6.960893110868103e-14,1.1028289576635273e-24,5.460142790630733e-20,6.96313228231179e-14,2.0002127461211324e-10,2.0634176726819398e-20,1.388079113495134e-21,6.112870742625848e-20,1.0581444853942925e-22,1.104716935572071e-27,4.385749567637002e-32,1.292546976609327e-24,0.0031378792860373905,0.00015051871510279063,6.73939690838664e-23,5.446400339845092e-27,2.843497716723789e-19,6.695555589665628e-27,8.451380062007152e-28,3.8719187408639245e-29,1.5709026761554515e-22,1.3159188912061613e-35,-1.1101212237816945e-33,-2.075659005172248e-23,2.250156810266855e-80,-3.5988804478944607e-22,1.6432230633823435e-26,6.572290050982697e-30,8.768473140181851e-31
1.518800377722909e-08,0.002724645380668153,0.0915567593028733,0.0,0.0015520254905573836,0.451375264164514,5.4382843894902697e-39,0.45375933795255063,2.2385509904186655e-17,5.819269227014495e-23,1.7750026688446076e-16,1.686613856977766e-23,9.471691560973054e-33,3.338619224186783e-05,7.012877208711999e-14,1.0981328508427213e-24,5.4136509807434913e-20,7.015119071043533e-14,1.9992154157069972e-10,2.077320162989633e-20,1.3869435318684053e-21,6.086858994139481e-20,1.0680480675513804e-22,1.115071867941008e-27,4.37212626958413e-32,1.3077708661270893e-24,0.003141274188485196,0.00015067109546261024,6.760111926864588e-23,5.4398003442136144e-27,2.850160720785918e-19,6.764065707618918e-27,8.406529970111307e-28,3.899373391326982e-29,1.574524745279297e-22,1.3335105607124655e-35,-1.1097017569665893e-33,-2.0867599550778782e-23,2.298175606259598e-80,-3.597666056474667e-22,1.6585143956866476e-26,6.626021490603159e-30,8.824441643360712e-31
1.527263765827222e-08,0.002724645380668153,0.0915567593028733,0.0,0.0015452901060123959,0.45137518527132553,5.4807981289924276e-39,0.45375597370426096,2.2412786938328287e-17,5.843243709560098e-23,1.7771710978188746e-16,1.7063482121686505e-23,9.47169008901395e-33,3.324218158920421e-05,7.064917212003155e-14,1.0934809118214494e-24,5.367776087585246e-20,7.067161742104159e-14,1.998180804085525e-10,2.0912116201614132e-20,1.3857848807634733e-21,6.061078320144165e-20,1.0779678830898635e-22,1.1254467868590426e-27,4.358583070250815e-32,1.3230706240270396e-24,0.0031446384368778476,0.00015082199397737904,6.780711522861922e-23,5.433174260326834e-27,2.856773476492815e-19,6.832749490964666e-27,8.362020099664503e-28,3.926850202767079e-29,1.578127168251375e-22,1.3512190901413283e-35,-1.1092822768208824e-33,-2.0978571511273574e-23,2.3469025184779365e-80,-3.596451520633813e-22,1.6738472447371304e-26,6.679779730755268e-30,8.880326071633415e-31
1.5357271539315354e-08,0.002724645380668153,0.0915567593028733,0.0,0.001538615378318107,0.45137510719148166,5.5233860218016044e-39,0.45375263970175306,2.2439829669327117e-17,5.867097334135805e-23,1.7793213147295684e-16,1.7261799259832048e-23,9.471688630231164e-33,3.309946704422783e-05,7.117012616878189e-14,1.0888631681332365e-24,5.32250695838803e-20,7.11925979193519e-14,1.9971094979640978e-10,2.1050919670669897e-20,1.3846021955649595e-21,6.035525694604741e-20,1.0879037035316663e-22,1.1358725332942365e-27,4.3451194800648857e-32,1.3384458432691096e-24,0.003147972439492327,0.0001509714310937744,6.801196851241341e-23,5.4265233309126416e-27,2.8633365522135755e-19,6.901604746963753e-27,8.317848026223108e-28,3.9543489600190464e-29,1.5817101424993006e-22,1.3690443759056464e-35,-1.1088627416845265e-33,-2.1089505929260965e-23,2.396343231391512e-80,-3.5952368431994893e-22,1.6892213667482808e-26,6.73356377142563e-30,8.936124722407754e-31
1.5441905420358486e-08,0.002724645380668153,0.0915567593028733,0.0,0.0015320005024879232,0.45137502991350387,5.5660478163588725e-39,0.45374933554397284,2.2466641199792595e-17,5.8908310139879e-23,1.781453555852255e-16,1.7461084996701502e-23,9.471687184456953e-33,3.2958031406735684e-05,7.16916292617204e-14,1.0842894019755407e-24,5.2778328133382316e-20,7.171412723671121e-14,1.996002075748305e-10,2.118961129653047e-20,1.3833995567959592e-21,6.01019814411004e-20,1.0978553019982411e-22,1.1462805917118864e-27,4.331735004808101e-32,1.3538961370916447e-24,0.00315127659738279,0.00015111942689022362,6.821569052739762e-23,5.41984876610036e-27,2.8698505080140575e-19,6.970629333558016e-27,8.27401131726243e-28,3.9818694793158725e-29,1.5852738626098915e-22,1.3869863138555978e-35,-1.1084432474079052e-33,-2.1200402800876075e-23,2.4465034359027798e-80,-3.59402202685959e-22,1.7046365204262373e-26,6.787372630751593e-30,8.991836368766131e-31
1.552653930140162e-08,0.002724645380668153,0.0915567593028733,0.0,0.0015254446877197415,0.4513749534261226,5.608783266320547e-39,0.4537460608369298,2.249322457707972e-17,5.914445655834908e-23,1.78356805340027e-16,1.766133445391785e-23,9.471685751530154e-33,3.281785777961382e-05,7.22136764929982e-14,1.0797648152419168e-24,5.2337431763312237e-20,7.223620047021391e-14,1.994859107677421e-10,2.132819036809716e-20,1.3821761657210836e-21,5.98509274673413e-20,1.1078224530961076e-22,1.1566820638518886e-27,4.318429146937011e-32,1.3694211271996731e-24,0.00315455130453963,0.00015126600108509872,6.841829254172797e-23,5.413151744285636e-27,2.8763158958022363e-19,7.039821144091151e-27,8.230507533617144e-28,4.00941148826657e-29,1.588818520382345e-22,1.4050447993040252e-35,-1.1080237788265943e-33,-2.1311262122329145e-23,2.497388829341355e-80,-3.5928070742432725e-22,1.7200924670548462e-26,6.841205344695056e-30,9.047463819298216e-31
1.561117318244475e-08,0.002724645380668153,0.0915567593028733,0.0,0.0015189471570847145,0.45137487771827167,5.651592130465734e-39,0.4537428151935422,2.2519582795005945e-17,5.937942159847967e-23,1.7856650355693795e-16,1.7862542737096748e-23,9.47168433129103e-33,3.2678929562186856e-05,7.273626302141222e-14,1.0752675293232004e-24,5.1902278189789746e-20,7.275881278154915e-14,1.9936811559571998e-10,2.146665620240688e-20,1.3809275528646873e-21,5.96020663092497e-20,1.1178049341775019e-22,1.1671783468007287e-27,4.305201413648963e-32,1.3850204340573821e-24,0.0031577969480444325,0.00015141117304469812,6.861978568623633e-23,5.406433412945571e-27,2.882733259470429e-19,7.109178093600957e-27,8.187334230817578e-28,4.036974722732425e-29,1.5923443048802196e-22,1.4232197270504548e-35,-1.1076041968081638e-33,-2.1422083889903052e-23,2.549005115466346e-80,-3.591591987987469e-22,1.7355889703695942e-26,6.895060966724665e-30,9.103005982894648e-31
1.5695807063487884e-08,0.002724645380668153,0.0915567593028733,0.0,0.0015125071472241681,0.4513748027790846,5.694474172604009e-39,0.4537395982334865,2.254571879513263e-17,5.961321419635382e-23,1.7877447266102367e-16,1.8064704918762765e-23,9.471682923579428e-33,3.254123044374162e-05,7.325938406927354e-14,1.0708057561029848e-24,5.147276737245355e-20,7.32819593958702e-14,1.9924687748901306e-10,2.1605008143737588e-20,1.379660325400905e-21,5.935536974423444e-20,1.1278025284805657e-22,1.177661658612918e-27,4.2920513098031075e-32,1.4006936755628927e-24,0.0031610139082208642,0.00015155496179101774,6.882018095641263e-23,5.399694889475076e-27,2.889103135034497e-19,7.178698114098515e-27,8.144488960464819e-28,4.064559011828587e-29,1.5958514024822454e-22,1.4415109914035076e-35,-1.107184652035256e-33,-2.1532868099954925e-23,2.601358004462794e-80,-3.5903767707459434e-22,1.751125796441474e-26,6.948938567504562e-30,9.158458829129937e-31
1.5780440944531016e-08,0.002724645380668153,0.0915567593028733,0.0,0.0015061239080544921,0.45137472859788963,5.73742916148483e-39,0.45373640958304984,2.2571635467821444e-17,5.984584322231023e-23,1.7898073469270413e-16,1.8267816049697293e-23,9.471681528235893e-33,3.240474439722114e-05,7.378303492130029e-14,1.0664073783187366e-24,5.1048801544742826e-20,7.380563560068845e-14,1.9912225110031697e-10,2.1743245563095515e-20,1.3783775286390559e-21,5.911081003210384e-20,1.137815022600343e-22,1.1880505148870502e-27,4.278978335399304e-32,1.4164404679285146e-24,0.003164202558781603,0.00015169738600931604,6.90194892143884e-23,5.392937261981244e-27,2.8954260507703706e-19,7.24837915769287e-27,8.10196927143926e-28,4.0921641507708286e-29,1.5993399969319838e-22,1.4599184862025586e-35,-1.1067652562906034e-33,-2.164361474891838e-23,2.6544532129341117e-80,-3.5891614251832463e-22,1.7667027137701763e-26,7.002837234586673e-30,9.213826708377116e-31
1.586507482557415e-08,0.002724645380668153,0.0915567593028733,0.0,0.0014997967024797418,0.45137465516420555,5.7804568707099225e-39,0.45373324887498745,2.2597335653334786e-17,6.007731748086147e-23,1.7918531131898745e-16,1.847187123716436e-23,9.471680145106064e-33,3.226945567308347e-05,7.430721092353452e-14,1.0620337914072149e-24,5.063028524802307e-20,7.432983674479132e-14,1.9899429031728987e-10,2.1881367857922615e-20,1.3770666098252927e-21,5.886835990478322e-20,1.1478422024509907e-22,1.1986007137598297e-27,4.265981995510015e-32,1.4322604317487623e-24,0.0031673632669714205,0.0001518384640554801,6.921772119071306e-23,5.386161590024674e-27,2.901702527348074e-19,7.318219207560395e-27,8.059772711058177e-28,4.1197898555200623e-29,1.602810269386351e-22,1.478442104839319e-35,-1.10634565692145e-33,-2.1754323833303782e-23,2.7082964639075668e-80,-3.58794595393315e-22,1.7823194932996428e-26,7.056756072109066e-30,9.269112142136027e-31
1.594970870661728e-08,0.002724645380668153,0.0915567593028733,0.0,0.001493524806111677,0.45137458246773776,5.8235570786483736e-39,0.45373011574838296,2.2622822142960826e-17,6.030764571064268e-23,1.7938822384113687e-16,1.867686570441772e-23,9.471678774040827e-33,3.2135348793319385e-05,7.483190748228301e-14,1.0576660189209154e-24,5.021712514194957e-20,7.485455823718417e-14,1.9886304827481626e-10,2.201937445139403e-20,1.3757342420530536e-21,5.862799255631826e-20,1.157883859168759e-22,1.2092434005232684e-27,4.2530617960760827e-32,1.4481531966163322e-24,0.0031704963937065713,0.00015197821396320012,6.941488748624778e-23,5.379368905396381e-27,2.9079330779632423e-19,7.388216278114694e-27,8.017896826280674e-28,4.147435912687808e-29,1.6062623984630267e-22,1.4970817402792794e-35,-1.1059259534053434e-33,-2.1864995349696378e-23,2.7628934868374103e-80,-3.5867303595670487e-22,1.7979759082407323e-26,7.11069420050266e-30,9.324305637010329e-31
1.6034342587660414e-08,0.002724645380668153,0.0915567593028733,0.0,0.001487307506996987,0.45137451049837374,5.8667295683533586e-39,0.4537270098485129,2.264809768011625e-17,6.053683658438924e-23,1.7958949319914387e-16,1.8882794653252017e-23,9.471677414890203e-33,3.200240854562372e-05,7.535712006308088e-14,1.05338555695151e-24,4.980922981638558e-20,7.537979554605464e-14,1.987285773670259e-10,2.21572647913499e-20,1.3743982987677148e-21,5.838968163313736e-20,1.16793979075526e-22,1.2195717103591565e-27,4.2402172372750346e-32,1.4641183904600235e-24,0.003173602293710596,0.00015211665345095783,6.961099857411272e-23,5.372560212844485e-27,2.914118208466033e-19,7.458368399700399e-27,7.976339164676559e-28,4.1751021787645805e-29,1.6096965602867984e-22,1.515837285082532e-35,-1.1055067045939255e-33,-2.1975629294754823e-23,2.818250017600418e-80,-3.5855146446669977e-22,1.8136717340405096e-26,7.164650756202711e-30,9.379409789374547e-31
1.6118976468703546e-08,0.002724645380668153,0.0915567593028733,0.0,0.0014811441053514997,0.45137443924617987,5.909974127480175e-39,0.4537239308267141,2.2673164961460993e-17,6.07648987089443e-23,1.7978913998153682e-16,1.9089653236599883e-23,9.471676067506522e-33,3.187061997771583e-05,7.588284418967716e-14,1.0491611686396227e-24,4.940650986020698e-20,7.590554419775965e-14,1.985909292590816e-10,2.2295038349948877e-20,1.3730333667938295e-21,5.8153401224517e-20,1.1780097903654643e-22,1.2300387634364481e-27,4.227447823346751e-32,1.4801556374190433e-24,0.0031766813156466527,0.00015225379992883596,6.98060648013491e-23,5.365736490744271e-27,2.920258417487443e-19,7.528673626139982e-27,7.935097275451633e-28,4.2027884147697144e-29,1.613112928534864e-22,1.5347086314238076e-35,-1.1050872815172503e-33,-2.2086225665211136e-23,2.8743717985057993e-80,-3.584298811840282e-22,1.8294067485162296e-26,7.218624891363133e-30,9.434438215300316e-31
1.620361034974668e-08,0.002724645380668153,0.0915567593028733,0.0,0.0014750339133011892,0.4513743687013966,5.953290548205937e-39,0.4537208783402545,2.2698026637873042e-17,6.099184062529408e-23,1.7998718443540064e-16,1.9297436792745714e-23,9.471674731751426e-33,3.173996839180542e-05,7.640907544304209e-14,1.0448662311613429e-24,4.9008877814815005e-20,7.643179977583317e-14,1.9845015489873814e-10,2.2432694623391523e-20,1.371628753885447e-21,5.791912585332187e-20,1.1880936527305215e-22,1.241046408978967e-27,4.2147530625434e-32,1.4962645760111518e-24,0.003179733802246466,0.00015238967050515116,7.000009639070728e-23,5.3588986918273394e-27,2.926354196563109e-19,7.599130051654927e-27,7.894168710523717e-28,4.2304943408341435e-29,1.6165116744811254e-22,1.5536956711119654e-35,-1.1046671429744111e-33,-2.2196784457870536e-23,2.9312645783041844e-80,-3.5830828635949754e-22,1.8451807317748905e-26,7.272615773578077e-30,9.489376050231936e-31
1.628824423078981e-08,0.002724645380668153,0.0915567593028733,0.0,0.001468976254629775,0.4513742988544351,5.996678627150878e-39,0.45371785205220827,2.2722685315262134e-17,6.121767080862906e-23,1.801836464664111e-16,1.9506140679487017e-23,9.471673407482746e-33,3.161043933919917e-05,7.693580946039542e-14,1.0406525702090357e-24,4.8616247908503816e-20,7.69585579200157e-14,1.983063045276727e-10,2.257023313040944e-20,1.3702413178335535e-21,5.768683046700298e-20,1.198191191233219e-22,1.2514206710312097e-27,4.202132457389306e-32,1.5124448462683745e-24,0.0031827600904359914,0.00015252428199291772,7.019310344257557e-23,5.352047743841734e-27,2.932406030254735e-19,7.669735778887141e-27,7.8535510252178105e-28,4.2582198080198343e-29,1.6198929670395014e-22,1.5727982956088945e-35,-1.1042479071067357e-33,-2.230730566961098e-23,2.9889341121832416e-80,-3.5818668024280474e-22,1.8609934660146502e-26,7.326622585611388e-30,9.54421010783728e-31
1.6372878111832944e-08,0.002724645380668153,0.0915567593028733,0.0,0.0014629704645327214,0.451374229695874,6.040138165301166e-39,0.4537148516313327,2.2747143555609527e-17,6.144239766843017e-23,1.803785456470976e-16,1.971575996374789e-23,9.471672094551154e-33,3.1482018615044206e-05,7.746304193425508e-14,1.0366447703506695e-24,4.8228536221088826e-20,7.748581432530384e-14,1.9815942769259944e-10,2.2707653411838497e-20,1.368847657489178e-21,5.745649042874098e-20,1.2083022126835077e-22,1.2612811075107066e-27,4.189585512508458e-32,1.5286960656600117e-24,0.003185760511457893,0.00015265765091614572,7.038509593653085e-23,5.345184550152669e-27,2.938414396269286e-19,7.740488910849288e-27,7.813241779225172e-28,4.285964679884284e-29,1.6232569728062697e-22,1.5920163960479044e-35,-1.1038293829414667e-33,-2.241778929738386e-23,3.0473861617793448e-80,-3.5806506309902763e-22,1.876844735611583e-26,7.380644525128308e-30,9.598975721905365e-31
1.6457511992876077e-08,0.002724645380668153,0.0915567593028733,0.0,0.0014570158893774377,0.45137416121645507,6.083668967934248e-39,0.4537118767519491,2.27714038781045e-17,6.16660295485784e-23,1.8057190123779802e-16,1.9926290035175035e-23,9.471670792830672e-33,3.135469225320401e-05,7.799076861150636e-14,1.0324600221846393e-24,4.7845660903804835e-20,7.801356474102032e-14,1.980095732561746e-10,2.2844955031850963e-20,1.3673587558635958e-21,5.722808150884519e-20,1.2184265023896038e-22,1.2728365002538859e-27,4.17711173929053e-32,1.5450178766898183e-24,0.0031887353909909382,0.0001527897935159799,7.057608373300471e-23,5.338309990442813e-27,2.94437976557577e-19,7.81138762440272e-27,7.773238537604763e-28,4.3137286655584106e-29,1.6266038561014772e-22,1.6113498632520372e-35,-1.1034085547380212e-33,-2.252823533821337e-23,3.106626495194245e-80,-3.5794343517602553e-22,1.892734327258327e-26,7.434680804430051e-30,9.653671307812106e-31
1.654214587391921e-08,0.002724645380668153,0.0915567593028733,0.0,0.0014511118864695,0.4513740934070803,6.127270844545687e-39,0.45370892709382576,2.2795468759748223e-17,6.18885747274849e-23,1.8076373217981e-16,2.0137726752482334e-23,9.471669502202243e-33,3.122844652126296e-05,7.851898529249023e-14,1.0281282992822668e-24,4.7467541509740867e-20,7.85418049699031e-14,1.9785678940768132e-10,2.2982137575682453e-20,1.3658888863638985e-21,5.700157987645738e-20,1.2285638840585622e-22,1.284224694415223e-27,4.164710644596888e-32,1.5614099582480275e-24,0.0031916850492663892,0.00015292072575668264,7.076607657521866e-23,5.3314249213029814e-27,2.950302602519689e-19,7.882430130227949e-27,7.733538871123666e-28,4.341511514216191e-29,1.6299337790094437e-22,1.6307985877518985e-35,-1.1029880275858831e-33,-2.2638643789193285e-23,3.1666608869932267e-80,-3.578217966966656e-22,1.9086620297475422e-26,7.488730650197652e-30,9.70823363217286e-31
1.662677975496234e-08,0.002724645380668153,0.0915567593028733,0.0,0.0014452578238247171,0.45137402625880835,6.170943608775824e-39,0.4537060023420658,2.2819340636047238e-17,6.211004141824368e-23,1.8095405708316338e-16,2.0350065043553175e-23,9.471668222501024e-33,3.11032679156559e-05,7.904768783011078e-14,1.0243803697368508e-24,4.709409884565907e-20,7.907053086721369e-14,1.977011236735074e-10,2.3119200646699245e-20,1.3645279206481711e-21,5.677696209131838e-20,1.2387142073071777e-22,1.2923395962884542e-27,4.152381734757716e-32,1.5778719170199908e-24,0.0031946098011814963,0.00015305046333146684,7.095508409063096e-23,5.32453017675687e-27,2.9561833649355294e-19,7.953614546131674e-27,7.694140357245914e-28,4.369313160563414e-29,1.6332469014183721e-22,1.6503624598021985e-35,-1.1025719831807521e-33,-2.2749014647488617e-23,3.227495118215801e-80,-3.5770014793319724e-22,1.924627633799952e-26,7.542793303242226e-30,9.762708514680945e-31
1.6711413636005474e-08,0.002724645380668153,0.0915567593028733,0.0,0.0014394530799468786,0.45137395976285094,6.214687078339082e-39,0.4537031021869953,2.2843021902570852e-17,6.233043776880402e-23,1.811428942749678e-16,2.056329966725611e-23,9.471666953589623e-33,3.097914315691897e-05,7.957687212896137e-14,1.020652557110502e-24,4.6725256222561816e-20,7.959973833986417e-14,1.9754262292745132e-10,2.3256143871221902e-20,1.3629841455709168e-21,5.655420509570516e-20,1.2488772355608355e-22,1.3031779286697998e-27,4.140124524696219e-32,1.5944033465809394e-24,0.0031975099564101475,0.00015317902166818223,7.114311579245081e-23,5.317626568961577e-27,2.9620225042569597e-19,8.024939073139247e-27,7.6550405811297355e-28,4.3971334386300456e-29,1.6365433810591015e-22,1.6700413693983996e-35,-1.102152152911978e-33,-2.285934791033963e-23,3.2891349763977776e-80,-3.575784891667771e-22,1.9406309323174044e-26,7.596868018254236e-30,9.817182807497891e-31
1.6796047517048607e-08,0.002724645380668153,0.0915567593028733,0.0,0.0014336970436110107,0.45137389391057015,6.258501074957396e-39,0.45370022632405527,2.2866514915667917e-17,6.254977186215941e-23,1.8133026181343264e-16,2.0777427618117154e-23,9.47166569541908e-33,3.0856059185058246e-05,8.010653414446861e-14,1.0158469623669768e-24,4.6360938771447096e-20,8.012942334556187e-14,1.973813334008185e-10,2.33929668990238e-20,1.361289620904165e-21,5.633328620682456e-20,1.2590527472000518e-22,1.3190020342324018e-27,4.1279385271959177e-32,1.6110040139285204e-24,0.003200385819510788,0.00015330641593485999,7.133018108160777e-23,5.3107148887245824e-27,2.967820465624438e-19,8.096402140311676e-27,7.616237135449843e-28,4.424971981787866e-29,1.6398233735430152e-22,1.6898352062942318e-35,-1.1017256640171179e-33,-2.2969643575053742e-23,3.3515862555775298e-80,-3.57456820559715e-22,1.956671720457771e-26,7.650954063557102e-30,9.871512689913089e-31
1.688068139809174e-08,0.002724645380668153,0.0915567593028733,0.0,0.0014279891136519934,0.451373828693475,6.30238542429059e-39,0.4536973744536979,2.288982199192568e-17,6.276805171655665e-23,1.815161773997205e-16,2.09924447264378e-23,9.47166444782636e-33,3.073400315503291e-05,8.063666988205419e-14,1.0118401647017456e-24,4.600107124911797e-20,8.065958189197207e-14,1.9721730069228166e-10,2.352966939082628e-20,1.3600156137866684e-21,5.611418310925109e-20,1.2692407000924332e-22,1.3257229022833407e-27,4.1158232517396903e-32,1.6276735957507567e-24,0.003203237690031667,0.0001534326610451184,7.151628924811187e-23,5.3037959059314044e-27,2.9735776879913635e-19,8.168001920620802e-27,7.577727621584712e-28,4.452828619947587e-29,1.6430870323991278e-22,1.7097438600166079e-35,-1.1013117495812806e-33,-2.3079901639001123e-23,3.4148547563057725e-80,-3.573351423361068e-22,1.9727497952234196e-26,7.705050720872996e-30,9.925625415194652e-31
1.696531527913487e-08,0.002724645380668153,0.0915567593028733,0.0,0.0014223286987583746,0.451373764103218,6.346339955865651e-39,0.45369454628128236,2.2912945410063816e-17,6.298528528572168e-23,1.8170065843495272e-16,2.1208342873087374e-23,9.471663210539326e-33,3.06129624323494e-05,8.116727539631384e-14,1.0096891290223577e-24,4.564558069275075e-20,8.119021003589764e-14,1.9705056977761995e-10,2.3666251024300628e-20,1.3586976937565593e-21,5.589687384719494e-20,1.2794409128400685e-22,1.3279234490704106e-27,4.103778216961243e-32,1.6444114623751027e-24,0.003206065862613494,0.00015355777166343592,7.170144947237434e-23,5.296870370291686e-27,2.9792946042288234e-19,8.239736345351076e-27,7.539509650713754e-28,4.480703396660757e-29,1.6463345091103788e-22,1.7297672198789152e-35,-1.1009036423962889e-33,-2.3190122099634606e-23,3.478946285658176e-80,-3.572134549297999e-22,1.9888649554160168e-26,7.759157285091564e-30,9.979844991133254e-31
1.7049949160178004e-08,0.002724645380668153,0.0915567593028733,0.0,0.0014167152172712332,0.45137370013159295,6.390364503019165e-39,0.453691741516975,2.2935887413833522e-17,6.320148045909695e-23,1.8188372219227601e-16,2.1425119403062275e-23,9.47166198362314e-33,3.049292458876358e-05,8.169834679021324e-14,1.004792407410121e-24,4.5294399095732054e-20,8.172130388247566e-14,1.9688118501932739e-10,2.3802711514808583e-20,1.3564680661120592e-21,5.568133681743855e-20,1.2896529188609541e-22,1.352810072351336e-27,4.091802942755767e-32,1.66121740798682e-24,0.0032088706270895903,0.0001536817622102931,7.18856708272408e-23,5.2899390117808426e-27,2.984971641226421e-19,8.31160416376161e-27,7.5015808427876755e-28,4.5085960368528616e-29,1.649565953149143e-22,1.7499051749996515e-35,-1.1004646402523915e-33,-2.330030495448398e-23,3.5438666572576165e-80,-3.570917584842699e-22,2.0050170021241452e-26,7.813273064033462e-30,1.0034110952009678e-30
1.7134583041221137e-08,0.002724645380668153,0.0915567593028733,0.0,0.0014111480969879549,0.4513736367705314,6.434458902838298e-39,0.45368895987565244,2.2958650209172405e-17,6.341664506209802e-23,1.8206538559656803e-16,2.1642776863125065e-23,9.471660767175228e-33,3.037387739808779e-05,8.22298802143e-14,9.97763751503254e-25,4.494745609761288e-20,8.225285958439027e-14,1.9670919017587056e-10,2.3939050586190372e-20,1.3548898153340323e-21,5.546755076279507e-20,1.2998767403237228e-22,1.3731016544000427e-27,4.079896943259084e-32,1.67809163027695e-24,0.003211652268583585,0.00015380464686718865,7.206896227929626e-23,5.2830025409216385e-27,2.990609219991175e-19,8.383604214192385e-27,7.463938828229625e-28,4.5365060714413794e-29,1.6527815120119827e-22,1.7701576143193438e-35,-1.1000328779266702e-33,-2.341045020111188e-23,3.609621691314007e-80,-3.5697005286657715e-22,2.0212057385852046e-26,7.867397378222774e-30,1.008782028943934e-30
1.721921692226427e-08,0.002724645380668153,0.0915567593028733,0.0,0.0014056267749707723,0.4513735740121,6.478622996078309e-39,0.4536862010768053,2.2981235962575308e-17,6.363078685638526e-23,1.8224566501942076e-16,2.1861302097728635e-23,9.471659560510961e-33,3.025580883209976e-05,8.276187186593189e-14,9.980827959560665e-25,4.460467766367833e-20,8.278487334110141e-14,1.965346284107796e-10,2.407526794342344e-20,1.3547730267617907e-21,5.525549476459615e-20,1.3101127326508259e-22,1.3462032167341784e-27,4.06805974081401e-32,1.695033108894294e-24,0.003214411067604747,0.0001539264395815326,7.225133268993423e-23,5.2760616496440405e-27,2.996207755748824e-19,8.455733503877795e-27,7.426581249327267e-28,4.5644335326367815e-29,1.6559813312536638e-22,1.7905244266049856e-35,-1.0996647192216132e-33,-2.352055783715552e-23,3.676217214586841e-80,-3.5684833877794824e-22,2.0374309695033653e-26,7.921529560675636e-30,1.0141456916829513e-30
1.7303850803307402e-08,0.002724645380668153,0.0915567593028733,0.0,0.0014001506973599423,0.45137351184849794,6.522856627104346e-39,0.4536834648444456,2.3003646810895398e-17,6.38439135401401e-23,1.82424576922995e-16,2.208068046022461e-23,9.471658363371547e-33,3.0138707056550555e-05,8.329431798852056e-14,9.987939051829989e-25,4.4266002269202415e-20,8.331734139808941e-14,1.9635754230194506e-10,2.421136335350631e-20,1.3522364473871572e-21,5.504514823530965e-20,1.3203599811035973e-22,1.3585043217424935e-27,4.056290863364741e-32,1.7120407078226325e-24,0.0032171473001410033,0.00015404715407142013,7.243279081748032e-23,5.269117011665832e-27,3.0017676580401822e-19,8.527990068483271e-27,7.389505757662023e-28,4.592378590784123e-29,1.6591655545204476e-22,1.8110055004653293e-35,-1.0992413721936198e-33,-2.363062786040124e-23,3.7436590603736114e-80,-3.5672661699872324e-22,2.0536925013541054e-26,7.975668956683696e-30,1.0195951620944348e-30
1.7388484684350534e-08,0.002724645380668153,0.0915567593028733,0.0,0.001394719319191425,0.4513734502720537,6.56715964387597e-39,0.45368075090701593,2.302588486199212e-17,6.405603274836203e-23,1.8260213791719395e-16,2.2300934473772278e-23,9.47165717705902e-33,3.0022560427268782e-05,8.382721487079068e-14,9.832021427997332e-25,4.393137422348321e-20,8.385026004611448e-14,1.9617797385049028e-10,2.4347336651817497e-20,1.3479982616961929e-21,5.483649091364923e-20,1.3306175793440885e-22,1.4538056181567961e-27,4.044589831269304e-32,1.729116174341563e-24,0.0032198612377497197,0.00015416680383028943,7.261334531849689e-23,5.2621692825286114e-27,3.007289330807809e-19,8.600375623243575e-27,7.352710016903628e-28,4.620340667325326e-29,1.662334323582684e-22,1.8316007243860902e-35,-1.0987081553062232e-33,-2.3740660268635615e-23,3.8119530687131406e-80,-3.566048863344387e-22,2.069990143181961e-26,8.029814923587352e-30,1.0249778654847932e-30
