Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236),SX(357),SX(497)
2.1311679391133713e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0011038217379471817,0.4510921716903616,3.3634364840171815e-20,0.45690061233049134,1.8311909266485885e-18,5.524593633242478e-24,6.830468241503363e-14,5.6507255910199545e-24,7.537626723701941e-34,5.6692391030375755e-05,2.4462933004024427e-20,1.69730957439113e-21,8.126150394487557e-19,1.2013876130888722e-18,1.0466888395758527e-11,1.4344931877503937e-18,-2.785143035562926e-25,9.643125088443908e-16,4.390348333378631e-22,1.0301665047866858e-26,9.593833283993616e-32,2.145101139382262e-25,0.00042211047015395435,1.5562962942455817e-19,3.740599929746086e-27,1.3406872093822528e-23,4.862889473090616e-25,-4.591130698822698e-22,4.916748198903992e-26,5.519967608118111e-25,4.536574454395018e-32,5.42085582919248e-43,3.756470477755971e-30,1.5368157636501551e-28,5.99265870241895e-28,-2.558501437923831e-36,6.598955848375493e-43,3.445316398378317e-27,1.6460413804109825e-24,9.994630346872378e-34,1.557503947043488e-33,3.0093999139996735e-31,1.8234946267372986e-32,8.057967000625183e-34,1.644509309851819e-41
2.1438134914681953e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0011019502896174552,0.45109025413324044,3.404210344564388e-20,0.4569006123304387,1.844838801205899e-18,5.594397730251055e-24,6.873402655596543e-14,5.8735172253323416e-24,7.538787765906967e-34,5.660017334390867e-05,2.470914033245789e-20,1.6972433189988617e-21,8.146925674259177e-19,1.207928364818168e-18,1.0519099958339319e-11,1.4435105449938613e-18,2.9321774474572785e-23,9.642982634651394e-16,4.444093765333661e-22,6.927354007136076e-27,9.642458682934787e-32,2.230346065109381e-25,0.00042407413611793586,1.563577776981496e-19,3.809819923886699e-27,-3.121974194861648e-23,4.846705459983851e-25,-4.1447141491791984e-22,4.940167613361421e-26,5.585469566634268e-25,4.5414101574603604e-32,5.1452034075537775e-42,3.868997527397456e-30,1.546785340102962e-28,6.031089348713988e-28,1.5037035461597648e-35,6.513991155963212e-43,3.4453801557885964e-27,1.6655216133682636e-24,9.336440980620188e-34,1.919523674428018e-33,3.178054476384437e-31,1.8815858291361102e-32,8.058215355516643e-34,1.6930960403648782e-41
2.1564590438230193e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0011000838830569344,0.4510883416972473,3.445205259781132e-20,0.4569006123303862,1.8584903879545583e-18,5.66452690995802e-24,6.916266600533366e-14,6.097326303367318e-24,7.540357469484317e-34,5.6508114375553274e-05,2.4956152392142698e-20,1.6971780210348305e-21,8.1674022108531545e-19,1.2144563241082754e-18,1.0571217392746158e-11,1.4525131013823613e-18,-1.4017041850018167e-23,9.642839954773161e-16,4.49800308668431e-22,1.1988096228079426e-26,9.690020743066665e-32,2.3159399902633166e-25,0.0004260326015946939,1.5708164305881486e-19,3.879781014047365e-27,1.11386095652881e-23,4.822118484172784e-25,-4.568156614273721e-22,4.963450047807498e-26,5.651179196887972e-25,4.5456270248324986e-32,-4.762262131938297e-43,3.9815438229496375e-30,1.5566987372081558e-28,6.0694906909139175e-28,-1.0812499119378822e-35,6.889217449016327e-43,3.445353143202803e-27,1.685061853689892e-24,7.266474760072111e-34,1.97903462905647e-33,3.3506748570185666e-31,1.9395870508493493e-32,8.058594665633248e-34,1.7414366961755825e-41
2.1691045961778433e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010982225013190469,0.45108643436692103,3.4864207962652434e-20,0.4569006123303337,1.872145482401644e-18,5.734979259488254e-24,6.959060198757089e-14,6.324635923503856e-24,7.540633289545222e-34,5.641621709528571e-05,2.520396407158894e-20,1.6971136421344753e-21,8.187582593694185e-19,1.220971519063345e-18,1.0623240948615467e-11,1.4615008824748246e-18,-1.415954365573291e-23,9.642697054025524e-16,4.552179328739091e-22,1.2310107081633372e-26,9.737660190250362e-32,2.4028454929697437e-25,0.00042798588056082703,1.5780124765887397e-19,3.950484155765795e-27,3.326014511110166e-23,4.799282513734962e-25,-4.789237083046428e-22,4.986596207872687e-26,5.7170939048970525e-25,4.5492321274680865e-32,-1.5784946656944904e-42,4.094037189611887e-30,1.5665834499131236e-28,6.107838938241369e-28,-1.0201464175228413e-35,6.658510315273676e-43,3.445177216188243e-27,1.7046613146896652e-24,9.790180294117293e-34,1.4742297542789937e-33,3.524792629008458e-31,1.9974989376023522e-32,8.058391746264166e-34,1.7895311178429688e-41
2.1817501485326673e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010963661276606252,0.4510845321269235,3.5278565215731345e-20,0.45690061233028134,1.885803882243284e-18,5.805752878601195e-24,7.001783574985617e-14,6.555203060406932e-24,7.538708683182428e-34,5.6324484314202774e-05,2.5452570165247193e-20,1.6970501455089707e-21,8.207469394659679e-19,1.2274739777766803e-18,1.0675170874821082e-11,1.4704739143137004e-18,4.623549644919185e-23,9.642553937424978e-16,4.606648855820556e-22,5.367301344146798e-27,9.78595018080371e-32,2.4909677929703035e-25,0.00042993398694840133,1.585166136142199e-19,4.0219284445925246e-27,-4.773254463191666e-23,4.786574280749455e-25,-3.97918037772005e-22,5.009606798048494e-26,5.783211120433515e-25,4.5522559761794377e-32,7.146245789186933e-42,4.206538712361929e-30,1.576505990355512e-28,6.146076389219132e-28,2.435109510898945e-35,6.3032668817485595e-43,3.444960477666953e-27,1.724319216901773e-24,1.0340278968732283e-33,1.7528666127161477e-33,3.692387342701524e-31,2.0553153314623314e-32,8.057757225660832e-34,1.8373759242247154e-41
2.1943957008874913e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010945147455341227,0.45108263496203727,3.569512004219335e-20,0.4569006123302291,1.8994653873390552e-18,5.876845878280005e-24,7.044436856116737e-14,6.785771472251054e-24,7.538559791657001e-34,5.6232918691877095e-05,2.57019654028737e-20,1.6969874958767104e-21,8.227065168067313e-19,1.2339637283286423e-18,1.07270074196431e-11,1.4794322234436452e-18,-9.795235599848459e-24,9.642410609790636e-16,4.661239578306859e-22,1.1774756368047504e-26,9.83274811269328e-32,2.5790434922132193e-25,0.00043187693464539107,1.5922776300092034e-19,4.09411494456382e-27,-1.787131024240731e-24,4.761769403438754e-25,-4.438486471337319e-22,5.0324825215805594e-26,5.849528296799891e-25,4.5547879690779864e-32,6.511858448571994e-43,4.319068059507394e-30,1.5863853931695842e-28,6.184273755327783e-28,-8.930156199391083e-36,6.878588630263716e-43,3.4447930820134016e-27,1.7440347880706498e-24,6.623286956501055e-34,2.2139317282637526e-33,3.8614518128852967e-31,2.113031177688324e-32,8.05720434842916e-34,1.8849679334427005e-41
2.2070412532423153e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010926683385801788,0.4510807428571604,3.611386813675973e-20,0.456900612330177,1.9131297996868043e-18,5.9482563808576446e-24,7.08702017086303e-14,7.019695514893892e-24,7.540375731176375e-34,5.614152274336551e-05,2.5952144806671528e-20,1.6969256596631732e-21,8.246372450668258e-19,1.2404407987846522e-18,1.0778750830249783e-11,1.4883758367470825e-18,-4.343612854145973e-23,9.642267075755988e-16,4.716067488228868e-22,1.6113254958814553e-26,9.879270429877305e-32,2.6683731537731255e-25,0.00043381473749610534,1.5993471785199865e-19,4.167045499669081e-27,7.114651379458418e-23,4.733934192723226e-25,-5.1676657183780215e-22,5.0552240803665346e-26,5.91604291060747e-25,4.556940540209933e-32,-5.636730067067927e-42,4.431524622224351e-30,1.5962003669489325e-28,6.222449685025527e-28,-2.55079552156807e-35,6.8553679688440355e-43,3.444677886655522e-27,1.7638072630184135e-24,8.942289659793919e-34,1.5193569441446861e-33,4.036734389488738e-31,2.1706477050799534e-32,8.056944257241437e-34,1.9323110715777185e-41
2.2196868055971393e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010908268906205127,0.4510788557973031,3.653480520372183e-20,0.45690061233012486,1.926796923398219e-18,6.019982521724681e-24,7.12953364984014e-14,7.258388354375118e-24,7.5389845517620684e-34,5.605029884588831e-05,2.6203103311561518e-20,1.6968646047602658e-21,8.265393761649232e-19,1.2469052171932916e-18,1.083040135295469e-11,1.4973047814859204e-18,6.821489585502357e-23,9.642123339782884e-16,4.771266502645591e-22,3.293288906873288e-27,9.927443858375518e-32,2.7595043584682153e-25,0.0004357474093015982,1.6063750015439843e-19,4.240717858424535e-27,-6.533669662536848e-23,4.7265154576362385e-25,-3.802698068522013e-22,5.077832174858075e-26,5.98275246155712e-25,4.5587848647761946e-32,9.322165573662989e-42,4.543971761839162e-30,1.606064884026108e-28,6.2605051147916385e-28,3.6584889016102384e-35,6.034497933772023e-43,3.444567908926645e-27,1.7836358835490038e-24,1.1973130161062793e-33,1.4026411097222284e-33,4.205296360899299e-31,2.228168950344174e-32,8.056790354808196e-34,1.9794105427404853e-41
2.2323323579519633e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010889903856511815,0.45107697376758465,3.695792695693446e-20,0.4569006123300729,1.9404665646749254e-18,6.092022446903443e-24,7.171977425637954e-14,7.495754882127427e-24,7.537982841797839e-34,5.595924924519229e-05,2.6454835621860687e-20,1.6968043002645253e-21,8.28413160264091e-19,1.2533570115844917e-18,1.0881959233755855e-11,1.506219085423179e-18,1.4191732787904077e-23,9.641979406159421e-16,4.826543047948572e-22,9.184749838350325e-27,9.973702680505607e-32,2.850072641881991e-25,0.00043767496382006443,1.613361318461088e-19,4.315132536782827e-27,-4.36995641686505e-23,4.704336475093327e-25,-4.0189244225333315e-22,5.1003075039682035e-26,6.049654472223124e-25,4.5603540627965564e-32,4.7303604267268134e-42,4.656500193461455e-30,1.615923480780815e-28,6.29848860156157e-28,1.9063283785574658e-36,6.711306170694708e-43,3.4444362502068126e-27,1.8035198985079373e-24,6.413980236721107e-34,2.4180104313358996e-33,4.3694734213964625e-31,2.2855968946271258e-32,8.056525529069932e-34,2.0262665208310216e-41
2.2449779103067873e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010871588078361387,0.4510750967532289,3.7383229119808845e-20,0.45690061233002105,1.954138531784823e-18,6.164374312207654e-24,7.214351632285294e-14,7.735514171947044e-24,7.5413372524578505e-34,5.586837606161446e-05,2.6707336888600857e-20,1.6967447167261435e-21,8.302588457729661e-19,1.259796209967809e-18,1.093342471751621e-11,1.5151187765825293e-18,-1.0010740725825001e-22,9.641835279007766e-16,4.88196213874289e-22,2.307095250671399e-26,1.0018562115129983e-31,2.9415200510415144e-25,0.00043959741476722226,1.620306348134923e-19,4.390293941888286e-27,1.39468655089736e-22,4.665708547185718e-25,-5.850439972721295e-22,5.12265076498457e-26,6.116746487838559e-25,4.561675403882229e-32,-1.2816879569737366e-41,4.768954646387775e-30,1.6256742683814354e-28,6.336488979426529e-28,-5.42700664247725e-35,7.286181705124939e-43,3.444286720995173e-27,1.8234585636480862e-24,6.799503989537064e-34,1.845178336070574e-33,4.5443187816303775e-31,2.3429303454754832e-32,8.056141370766052e-34,2.0728792100864005e-41
2.2576234626616113e-10,0.0005377589567108198,0.0915567593028733,0.0,0.001085332141501058,0.45107322473956185,3.781070742530487e-20,0.4569006123299692,1.967812635039031e-18,6.2370362876897936e-24,7.256656405302924e-14,7.9831404859214e-24,7.539866540323203e-34,5.577768129586403e-05,2.6960602273456718e-20,1.6966858261249507e-21,8.32076679347631e-19,1.2662228403307835e-18,1.0984798047927986e-11,1.5240038832132058e-18,8.438909182899256e-23,9.641690962304503e-16,4.937891104131398e-22,2.0836019998180795e-27,1.0066821876432838e-31,3.0359692097892464e-25,0.00044151477581668217,1.6272103088875895e-19,4.466198033269865e-27,-6.498757322630661e-23,4.664512759683321e-25,-3.805743835592097e-22,5.144862653487985e-26,6.184026076082733e-25,4.5627726194955516e-32,9.721723222497278e-42,4.881333229884484e-30,1.6354599389803968e-28,6.374382125044126e-28,4.799821004793827e-35,5.799852677448407e-43,3.444136919359505e-27,1.8434511414306338e-24,1.4087903552770876e-33,8.696552120085026e-34,4.717016826354326e-31,2.4001675790058268e-32,8.055757758730719e-34,2.1192503029011568e-41
2.2702690150164353e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010835103711274803,0.45107135771200846,3.824035761592283e-20,0.4569006123299175,1.9814886867694992e-18,6.3100065544542294e-24,7.298891882116869e-14,8.228039928529971e-24,7.53551300946571e-34,5.56871668345327e-05,2.721462636555834e-20,1.6966276014346832e-21,8.338669058942125e-19,1.2726369306373732e-18,1.1036079468777236e-11,1.53287443410853e-18,8.798394382191221e-23,9.641546459874713e-16,4.993899737469167e-22,6.763382491021434e-28,1.0113270742627972e-31,3.1293107501993447e-25,0.00044342706060030324,1.634073418475047e-19,4.542842387875585e-27,-1.5282532946173615e-22,4.653486609202603e-25,-2.927228973744904e-22,5.166943863275202e-26,6.25149082687259e-25,4.563675905045906e-32,1.5468256082200077e-41,4.993844419147865e-30,1.645308921573548e-28,6.412143604124519e-28,3.445633291002614e-35,6.151661890801683e-43,3.4439944097287675e-27,1.863496901191447e-24,7.723481726600548e-34,2.364507908307711e-33,4.876144270334801e-31,2.4573084651541072e-32,8.055437097883567e-34,2.1653791325924012e-41
2.2829145673712593e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010816934813472475,0.4510694956560894,3.867217544369472e-20,0.45690061232986595,1.995166501306766e-18,6.383283300105218e-24,7.341058201305625e-14,8.471793564695843e-24,7.541332279176949e-34,5.559683445534437e-05,2.7469404374975846e-20,1.6965700167546507e-21,8.356297685716953e-19,1.2790385088264657e-18,1.1087269222917513e-11,1.541730458316232e-18,-1.943673309311895e-22,9.641401775390394e-16,5.049815676009796e-22,3.4211893031786023e-26,1.0155470500733024e-31,3.2221576174819414e-25,0.0004453342827085374,1.6408958940643078e-19,4.6202368014851976e-27,2.430450401475607e-22,4.594344180702523e-25,-6.88574182910951e-22,5.188895086285528e-26,6.319138352155494e-25,4.5644345316110006e-32,-2.336750284334761e-41,5.106325067209508e-30,1.6550177626582014e-28,6.449950724451163e-28,-1.028593099737524e-34,8.016230667765801e-43,3.44385171029476e-27,1.8835951190847572e-24,2.6169509172163885e-34,2.6416929979156397e-33,5.046255159062642e-31,2.5143541436353586e-32,8.055141846727213e-34,2.2112673815910325e-41
2.2955601197260833e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010798814569371118,0.45106763855741827,3.9106156670174914e-20,0.4569006123298144,2.008845894958081e-18,6.4568647279083444e-24,7.383155502367893e-14,8.728978188881835e-24,7.54308795268712e-34,5.55066858321638e-05,2.772493189748554e-20,1.6965130475935496e-21,8.373655087951394e-19,1.2854276028104605e-18,1.1138367551289206e-11,1.5505719848507828e-18,5.426595989164817e-23,9.64125691240203e-16,5.106438002922038e-22,6.69760550855544e-27,1.0203606677621416e-31,3.3201628297638257e-25,0.00044723645569076306,1.6476779522124852e-19,4.6983767492939265e-27,1.3248516340850398e-23,4.594582640487095e-25,-4.587635404468029e-22,5.210717012531399e-26,6.386966285702644e-25,4.565067546645225e-32,2.4650780822654552e-42,5.2186162046137646e-30,1.6646931309980537e-28,6.487710613142613e-28,4.4536540533009837e-35,5.9180083437855385e-43,3.443709853867958e-27,1.9037450776459356e-24,1.5635830992168706e-33,3.4100052199985455e-34,5.22656148356963e-31,2.5713055117375983e-32,8.054821944583741e-34,2.2569191029284e-41
2.3082056720809073e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010780742828136423,0.4510657864016992,3.954229706643057e-20,0.456900612329763,2.0225266859863098e-18,6.530749055372814e-24,7.42518392678011e-14,8.983897213654439e-24,7.531761028113912e-34,5.541672253977089e-05,2.79812033226875e-20,1.6964566703984208e-21,8.390743662397117e-19,1.2918042404739162e-18,1.1189374695351667e-11,1.5593990433242606e-18,2.671017375822284e-22,9.6411118743339e-16,5.16331993312429e-22,-2.0176133098062544e-26,1.0252134910111444e-31,3.417237762798393e-25,0.0004491335930556066,1.6544198088459478e-19,4.777250786658635e-27,-3.954577124558733e-22,4.615490329900214e-25,-5.0046607758459543e-23,5.232410330033134e-26,6.454972282907856e-25,4.565564232502913e-32,3.880184315474014e-41,5.3310725061872e-30,1.6745274938879496e-28,6.525256035350936e-28,1.1283612461589819e-34,4.796003092204131e-43,3.443549093160224e-27,1.923946066054504e-24,1.2636118072700425e-33,1.6123680186502772e-33,5.384138350949882e-31,2.628162547855412e-32,8.054462704120969e-34,2.3023335230446514e-41
2.3208512244357313e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010762719440284424,0.45106393917472387,3.9980592413031366e-20,0.4569006123297117,2.0362086945890784e-18,6.6049345000512046e-24,7.467143617148997e-14,9.228317789103101e-24,7.538060435541592e-34,5.532694605840654e-05,2.823821365457793e-20,1.696400862353652e-21,8.4075657884498765e-19,1.2981684496722683e-18,1.1240290896509567e-11,1.5682116637870835e-18,-3.095366029299231e-22,9.640966664460864e-16,5.219615011054514e-22,4.7097109054127395e-26,1.0290271134849368e-31,3.510189242795769e-25,0.0004510257082712539,1.661121679241002e-19,4.856877624056592e-27,3.420924851661736e-22,4.524213250112253e-25,-7.875748051125887e-22,5.25397572475772e-26,6.523154020588594e-25,4.565965842832238e-32,-3.292345394197661e-41,5.443641585118766e-30,1.6842450337621465e-28,6.562827458568031e-28,-1.7219027111031333e-34,8.88775318874584e-43,3.443375532695146e-27,1.944197380392521e-24,-3.726389125731569e-34,3.9811829945112726e-33,5.541924315258025e-31,2.6849248654171666e-32,8.05408724905837e-34,2.3475102466046195e-41
2.3334967767905553e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010744744257634305,0.4510620968623691,4.042103850003897e-20,0.4569006123296604,2.0498917428779522e-18,6.679419294624797e-24,7.50903471608329e-14,9.494109003927523e-24,7.550313802442256e-34,5.523735777811308e-05,2.849595931079066e-20,1.696345601943794e-21,8.424123828192882e-19,1.3045202582306026e-18,1.1291116392865755e-11,1.5770098758346252e-18,-1.3273667804166198e-22,9.64082128595468e-16,5.276754140239645e-22,3.0442074783458417e-26,1.033646606266508e-31,3.6113771968951733e-25,0.0004529128147657523,1.6677837780070407e-19,4.9372596447006504e-27,3.22419158429064e-22,4.501680517274233e-25,-7.678838968480511e-22,5.275413880561093e-26,6.591509196784321e-25,4.566298379373369e-32,-2.654427763668099e-41,5.555854981669736e-30,1.6937800544598459e-28,6.60048193918651e-28,-1.229060787652395e-35,7.211510802631839e-43,3.44320886495533e-27,1.964498322767629e-24,1.3404910097429933e-33,4.360918019619816e-34,5.73048528920498e-31,2.7415923341688873e-32,8.053706971571654e-34,2.39245311475939e-41
2.3461423291453796e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010726817133263667,0.4510602594505947,4.086363112699608e-20,0.45690061232960927,2.0635756548583584e-18,6.754201696622148e-24,7.550857368243476e-14,9.765656896170382e-24,7.527431329592779e-34,5.5147959002876215e-05,2.875443455676355e-20,1.6962908687398567e-21,8.440420126447743e-19,1.3108596939424893e-18,1.1341851422917991e-11,1.5857937095691732e-18,6.253881930186528e-22,9.64067574189733e-16,5.33481976716729e-22,-6.14677003560099e-26,1.0391187614865128e-31,3.7147445858577287e-25,0.0004547949259273027,1.6744063190688466e-19,5.018363368369927e-27,-8.471497278837456e-22,4.596910275481765e-25,4.0168894848648893e-22,5.29672547913358e-26,6.660035530561487e-25,4.5665076878030897e-32,8.025334007713672e-41,5.668148082684519e-30,1.703551276114446e-28,6.637855136255534e-28,2.7635865704208863e-34,2.1606191762108903e-43,3.442969653213625e-27,1.9848482014510857e-24,2.4056434742709587e-33,-4.488106961835933e-34,5.897165349650343e-31,2.798165084950051e-32,8.053279701045527e-34,2.4371619197477814e-41
2.358787881500204e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010708937921467807,0.45105842692544124,4.130836610291506e-20,0.45690061232955825,2.0772602564100733e-18,6.829279953944394e-24,7.592611720088847e-14,1.0006329086872216e-23,7.5242861185683096e-34,5.5058750954561895e-05,2.901363345695768e-20,1.6962366426975452e-21,8.45645701083096e-19,1.3171867845688757e-18,1.1392496227549874e-11,1.5945631961408372e-18,-3.222605731144615e-22,9.640530035215954e-16,5.391464245819669e-22,4.6046251156528355e-26,1.0424561594745365e-31,3.8060837506363483e-25,0.00045667205510454217,1.6809895156495252e-19,5.100215333986318e-27,2.3898909600605287e-22,4.475570785665844e-25,-6.844260405695154e-22,5.31791119994859e-26,6.728730761825047e-25,4.566641170185503e-32,-2.238226633903006e-41,5.780867511335803e-30,1.7133599044518044e-28,6.675120753813458e-28,-2.3732638919859725e-34,8.932870331791784e-43,3.4427360964921666e-27,2.005246332001942e-24,-9.500270417837741e-34,5.3861638929264084e-33,6.033747094120212e-31,2.8546432634973547e-32,8.052810121892826e-34,2.4816358032987894e-41
2.371433433855028e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010691106477718727,0.45105659927302744,4.1755239246266174e-20,0.45690061232950724,2.0909453752674618e-18,6.904652319015637e-24,7.63429791664842e-14,1.027355185991733e-23,7.561466981607071e-34,5.4969734776676943e-05,2.927355379759523e-20,1.6961829047295706e-21,8.472236791807712e-19,1.3235015578370309e-18,1.1443051042484743e-11,1.6033183657113769e-18,-7.1820454154365885e-22,9.640384168734785e-16,5.448570378319895e-22,1.0178918341576393e-25,1.0462444917774436e-31,3.9076675318219364e-25,0.0004585442156068189,1.6875335802577366e-19,5.182848874633871e-27,1.181094959846075e-21,4.355285116402469e-25,-1.6265032016269503e-21,5.338971720214429e-26,6.7975926511210605e-25,4.5667681213104255e-32,-1.0417044039598606e-40,5.8931038768104486e-30,1.7227655304957577e-28,6.7126620473764765e-28,-2.124284457971191e-34,1.1379510654526985e-42,3.4424311273464905e-27,2.025692035835242e-24,4.198903777232766e-35,2.493697763032238e-33,6.22125364967566e-31,2.911026447364207e-32,8.05222447734846e-34,2.5258782798792384e-41
2.3840789862098524e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010673322658624684,0.45105477647954884,4.2204246384965566e-20,0.4569006123294564,2.1046308410001317e-18,6.980317094544876e-24,7.675916104478033e-14,1.0575948480664554e-23,7.5282759297510705e-34,5.488091153796966e-05,2.953419047134575e-20,1.696129637153748e-21,8.487761762749671e-19,1.3298040414395369e-18,1.1493516101477118e-11,1.6120592482582679e-18,1.1667507061375403e-21,9.640238145248542e-16,5.508314597278166e-22,-1.2147043773581725e-25,1.0530462677016272e-31,4.022838300247813e-25,0.0004604114207044574,1.6940387246734131e-19,5.266188601790532e-27,-1.4531983891013893e-21,4.590073061153682e-25,1.007782272091791e-21,5.359907714829026e-26,6.866618979443892e-25,4.5667501025937937e-32,1.3095471486513447e-40,6.005028332715188e-30,1.7323454496633899e-28,6.749976204154385e-28,5.720302819303182e-34,-1.6081988343492573e-43,3.4419110245667984e-27,2.0461846393735636e-24,4.330695258381404e-33,-4.1251662855527506e-33,6.417267156713349e-31,2.967313922279852e-32,8.051462046180238e-34,2.569889095041974e-41
2.3967245385646766e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010655586321896052,0.45105295853127486,4.265538335636286e-20,0.45690061232940554,2.1183164849945996e-18,7.056272568583997e-24,7.717466434105679e-14,1.0812471907803425e-23,7.4837592806697715e-34,5.4792282235840716e-05,2.9795534968087406e-20,1.6960768225689915e-21,8.503034200002597e-19,1.336094263033336e-18,1.1543891645865917e-11,1.6207858761541053e-18,1.8955083957080989e-22,9.64009196739362e-16,5.565771531560024e-22,-2.0861952805382314e-26,1.056367668013279e-31,4.112405105555073e-25,0.00046227368362901784,1.700505159931227e-19,5.350243800694044e-27,-6.865053916506837e-22,4.510107229229014e-25,2.4110616045537466e-22,5.38071985633756e-26,6.935807548062235e-25,4.566577973906636e-32,6.30475329831122e-41,6.117865353649317e-30,1.7423255369726294e-28,6.786867557601395e-28,-1.9295837431114695e-34,5.047551921281065e-43,3.4414591016688924e-27,2.0667234770141637e-24,-4.375582132659895e-34,4.965508184047213e-33,6.531842651131004e-31,3.023504608152358e-32,8.050544693997023e-34,2.6136652751703273e-41
2.409370090919501e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010637897326311004,0.4510511454145481,4.310864600722843e-20,0.45690061232935486,2.1320021404357613e-18,7.132516992389865e-24,7.758949052988536e-14,1.1056770645354948e-23,7.559982591392917e-34,5.4703847799594316e-05,3.0057586615621796e-20,1.6960244438366937e-21,8.518056362951503e-19,1.3423722502388234e-18,1.1594177911405629e-11,1.62949828065828e-18,-2.088572615655768e-21,9.63994563765485e-16,5.621529226272576e-22,2.6418748364820926e-25,1.0576686499364424e-31,4.204934409672277e-25,0.0004641310175735455,1.7069330963116278e-19,5.435137011257062e-27,3.0612330184294543e-21,4.1126231483782647e-25,-3.506575564006192e-21,5.401408814892767e-26,7.0051561783286235e-25,4.566426427761847e-32,-2.636948931140201e-40,6.230416176227608e-30,1.7517362932170545e-28,6.824180363898449e-28,-7.404252449600801e-34,2.0900732698797466e-42,3.440325531309087e-27,2.087307889795239e-24,-3.392126058653133e-33,8.487435865983755e-33,6.687860094211192e-31,3.0795959340667576e-32,8.049036547975536e-34,2.657207516239499e-41
2.422015643274325e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010620255531676877,0.4510493371157814,4.3564030193740394e-20,0.4569006123293043,2.1456876422880664e-18,7.209048711879329e-24,7.800364107274965e-14,1.1412579463666247e-23,7.547913543438482e-34,5.461560909357901e-05,3.032034363142879e-20,1.695972485494742e-21,8.532830494082551e-19,1.3486380306389774e-18,1.1644375123504554e-11,1.6381964905451237e-18,1.4841332225629601e-21,9.639799158580779e-16,5.683248045545288e-22,-1.4593838076625875e-25,1.0664905484772283e-31,4.340656022498133e-25,0.00046598343569281483,1.7133227433316798e-19,5.5207444339641826e-27,-1.5227865815722491e-21,4.522293565282493e-25,1.0774246041860624e-21,5.421975258217548e-26,7.074662711478493e-25,4.5660948444080296e-32,1.2372266223474127e-40,6.341690818540193e-30,1.7609073097464542e-28,6.8616266655817455e-28,1.002874579730743e-33,-3.232387640432496e-43,3.4390223790485095e-27,2.1079372212371685e-24,6.185883268263775e-33,-7.905502223676701e-33,6.9366048056792165e-31,3.13558539823496e-32,8.047055165451286e-34,2.700515925788642e-41
2.4346611956291494e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0010602660798801177,0.45104753362145694,4.402153178147135e-20,0.4569006123292537,2.1593728272779888e-18,7.285866092293922e-24,7.841711751717032e-14,1.1667955859555603e-23,7.380138892907056e-34,5.452756692015142e-05,3.058379220789931e-20,1.6959209328215343e-21,8.547358819057253e-19,1.3548916317785312e-18,1.1694483523029344e-11,1.646880539024434e-18,2.27995075518504e-21,9.639652532606268e-16,5.7435291227288215e-22,-2.7981229851521337e-25,1.0721106598416534e-31,4.437366296331987e-25,0.00046783095110356556,1.7196743097264684e-19,5.6069579424670805e-27,-3.920543262495105e-21,4.771535960527379e-25,3.475160984958054e-21,5.442419851570037e-26,7.144325008474232e-25,4.565202391095782e-32,3.4150947681602502e-40,6.454219795577488e-30,1.7710138930038545e-28,6.898184221536172e-28,2.778809745116176e-34,-1.0107027984537244e-42,3.437052380982287e-27,2.128610823037467e-24,3.614081533485647e-33,-1.664781350774421e-33,7.059249695121749e-31,3.1914661014381806e-32,8.043902025917857e-34,2.7435775511152683e-41
