Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236),SX(357),SX(497)
0.008188827910938185,0.0005377589567108198,0.0915567593028733,0.0,0.0003969497026394452,0.4503657884682718,3.558656039416353e-09,0.4568997755151097,4.463912514859237e-08,4.410275607602782e-13,7.960382184508636e-07,3.281146843477032e-08,3.224889593570766e-16,1.949850156988787e-05,1.967763076590547e-11,4.4841918642123944e-18,3.475326490850102e-12,2.539857477713248e-11,2.3634751913045443e-10,8.156720235431185e-12,3.513198555165212e-23,8.345303382358208e-15,1.2479097981899716e-13,3.0015156607490135e-18,6.083826667096857e-25,2.720054484813474e-11,0.0011661760363624626,6.580644917334224e-13,2.521622789385039e-12,9.081558471041332e-23,4.068750857407975e-09,4.540398646087507e-11,5.352925125313113e-19,2.5306125512324067e-12,9.980895234715372e-26,2.42829914340091e-25,5.02334657481125e-20,8.510008990112794e-22,3.478680356209305e-21,2.9135980210275286e-27,1.0271867298982398e-25,6.965383490992361e-22,3.129303951834411e-14,4.697389555374138e-28,4.084109794713932e-25,6.351273244700032e-18,1.2414379012774607e-20,1.676037787876061e-27,3.9543186618845145e-30
0.008262792397474935,0.0005377589567108198,0.0915567593028733,0.0,0.00039694970734120754,0.4503657804344467,3.6334785656243533e-09,0.45689976880371264,4.542411261650033e-08,4.450229684314926e-13,8.02054442411974e-07,3.334071609910863e-08,3.2908141792644495e-16,1.949850162694039e-05,1.9777880722552908e-11,4.520900648544351e-18,3.5364326941581577e-12,2.5932559951691343e-11,2.3634751845278997e-10,8.215722735260174e-12,3.513224976014389e-23,8.40121201300132e-15,1.2627634071907645e-13,3.0386351665044653e-18,6.129858540989551e-25,2.7639282738054364e-11,0.0011661760293727474,6.630379584895214e-13,2.562296034476524e-12,9.262947610716018e-23,4.157760835248489e-09,4.6394378712391326e-11,5.393681216640179e-19,2.5499769495122408e-12,1.0295645129743979e-25,2.477938313051366e-25,5.12853031013781e-20,8.57156369856697e-22,3.50384242372572e-21,2.9731823495396628e-27,1.0481849370218605e-25,7.110418335755967e-22,3.153241041162358e-14,4.7959552144198135e-28,4.206212497983125e-25,6.541288211066234e-18,1.2738547598205134e-20,1.718941297928311e-27,4.057575525311633e-30
0.008336756884011684,0.0005377589567108198,0.0915567593028733,0.0,0.00039694971203495607,0.45036577240427805,3.7092149741550422e-09,0.4568997621057334,4.621549315555823e-08,4.490172362219264e-13,8.080520257829938e-07,3.387309281835513e-08,3.35742022895569e-16,1.949850168367823e-05,1.9878084533033027e-11,4.5575452942333704e-18,3.598036487913465e-12,2.647306684007342e-11,2.363475177773253e-10,8.27449575470328e-12,3.5132513148673515e-23,8.456947419666836e-15,1.2776627955509677e-13,3.075884124073101e-18,6.175747791309598e-25,2.8080614523786924e-11,0.0011661760223689482,6.679960156491648e-13,2.603209748166466e-12,9.446354702580667e-23,4.2479286955824765e-09,4.739761605994572e-11,5.4343110327765095e-19,2.5692813499774267e-12,1.0617696448465347e-25,2.5280905859372034e-25,5.2349742667059473e-20,8.63287891271895e-22,3.528906592349083e-21,3.0333836287299432e-27,1.0694002034609702e-25,7.257161465093823e-22,3.177103965473051e-14,4.895706438950539e-28,4.330851249951009e-25,6.735252448228353e-18,1.3068715136957322e-20,1.7626159472120486e-27,4.1627432275743826e-30
0.008403324921894759,0.0005377589567108198,0.0915567593028733,0.0,0.00039694971625247206,0.4503657651802462,3.778161705732654e-09,0.45689975608899014,4.693319223520105e-08,4.526109806663018e-13,8.13433960850273e-07,3.4354887342000464e-08,3.4179472822198326e-16,1.9498501734472845e-05,1.996823025959247e-11,4.590470104734939e-18,3.653904604059624e-12,2.6965117613457483e-11,2.363475171712678e-10,8.327195459415282e-12,3.5132749499377254e-23,8.506961622779054e-15,1.2911110013820772e-13,3.109517842626237e-18,6.216926538692825e-25,2.848001444384817e-11,0.0011661760160534508,6.724451313508918e-13,2.6402361644765233e-12,9.613150410530943e-23,4.33007361198506e-09,4.831155477692565e-11,5.470770225373258e-19,2.5866041659134196e-12,1.091386065439456e-25,2.5736655459746477e-25,5.3318496346513895e-20,8.687858040139062e-22,3.5513807232462704e-21,3.0880913520697923e-27,1.0886791967049858e-25,7.390684902927101e-22,3.198517376190118e-14,4.986493978442396e-28,4.445219153722393e-25,6.913235403935415e-18,1.3371053605694325e-20,1.802589456084102e-27,4.259046585566647e-30
0.008469892959777833,0.0005377589567108198,0.0915567593028733,0.0,0.00039694972046347865,0.45036575795916434,3.847853494234569e-09,0.45689975008305145,4.7656052056038625e-08,4.562037545825597e-13,8.188008858022806e-07,3.483917948780123e-08,3.4790244037778647e-16,1.9498501785011713e-05,2.0058340615580834e-11,4.623340397946081e-18,3.710174394494723e-12,2.7462485290653035e-11,2.3634751656694794e-10,8.379714394143373e-12,3.513298518982052e-23,8.556836339314054e-15,1.3045959174806313e-13,3.1432552529715458e-18,6.257990440121158e-25,2.888148482068668e-11,0.001166176009726479,6.768818386560606e-13,2.67745452366043e-12,9.781588037379249e-23,4.413163558412678e-09,4.923597700125001e-11,5.507127736359366e-19,2.6038786693106655e-12,1.1216123592303323e-25,2.61965468130016e-25,5.429746161203402e-20,8.74264850487905e-22,3.5737777338781065e-21,3.143297125001418e-27,1.1081333972306817e-25,7.525599927678281e-22,3.219871066391052e-14,5.078244623760775e-28,4.561687324442679e-25,7.094489066126861e-18,1.3678360433597324e-20,1.8432010827291664e-27,4.356932508528003e-30
0.008536460997660908,0.0005377589567108198,0.0915567593028733,0.0,0.0003969497246679719,0.4503657507410272,3.918292593882523e-09,0.45689974408788714,4.838406427307819e-08,4.597956020064363e-13,8.241528425011097e-07,3.532595189130491e-08,3.540650778327255e-16,1.949850183529439e-05,2.014841346279207e-11,4.656157737470957e-18,3.766845210000961e-12,2.7965185970308718e-11,2.3634751596434723e-10,8.432051923329143e-12,3.513322022183798e-23,8.606571958282928e-15,1.3181171551223e-13,3.1770953483348023e-18,6.298939815888003e-25,2.928501125961623e-11,0.0011661760033880044,6.813061721703404e-13,2.7148634912682298e-12,9.951671024561334e-23,4.497201879283188e-09,5.0170919670802745e-11,5.543383849304875e-19,2.6211049949065254e-12,1.1524566496762608e-25,2.666057377790854e-25,5.528671335499766e-20,8.797249644298655e-22,3.59609735337314e-21,3.1990002331610397e-27,1.1277625453542881e-25,7.661915064861084e-22,3.241165202626401e-14,5.170965074827234e-28,4.680277669839706e-25,7.279047562218355e-18,1.3990687536900126e-20,1.8844573544033297e-27,4.4564175331440466e-30
0.008603029035543983,0.0005377589567108198,0.0915567593028733,0.0,0.0003969497288659566,0.4503657435258291,3.98948123741703e-09,0.4568997381034672,4.911722054487469e-08,4.633863056280065e-13,8.294898726921053e-07,3.581518727288631e-08,3.602825364454475e-16,1.9498501885320655e-05,2.0238450452591384e-11,4.688924326509908e-18,3.823916401760535e-12,2.8473235603077958e-11,2.363475153634558e-10,8.484202517876537e-12,3.5133454597244684e-23,8.656168867613729e-15,1.3316739697469822e-13,3.2110363580851804e-18,6.339774985390851e-25,2.969057943585777e-11,0.0011661759970379895,6.857181664029702e-13,2.7524617393678966e-12,1.0123402772881506e-22,4.582191893997949e-09,5.1116419366838195e-11,5.579538846932646e-19,2.638283277062134e-12,1.1839208799571997e-25,2.712872835070151e-25,5.628625661380628e-20,8.851655696064105e-22,3.618337226197766e-21,3.255199742232592e-27,1.1475663093705933e-25,7.799610357798858e-22,3.262399950979709e-14,5.2646506597827115e-28,4.801012132093233e-25,7.46694510936561e-18,1.430808707835912e-20,1.9263641622345647e-27,4.557518273984917e-30
0.008669597073427057,0.0005377589567108198,0.0915567593028733,0.0,0.0003969497330574118,0.4503657363135646,4.061421640643696e-09,0.45689973212976176,4.985551253782608e-08,4.669759328458687e-13,8.348120180041894e-07,3.6306868413267725e-08,3.6655471962641776e-16,1.9498501935090007e-05,2.032845151772343e-11,4.721634801941301e-18,3.881387320109786e-12,2.8986649953509257e-11,2.3634751476424314e-10,8.536176086250788e-12,3.513368831789594e-23,8.70562745415046e-15,1.3452667272397168e-13,3.2450788961564963e-18,6.380496267143144e-25,3.009817507594548e-11,0.0011661759906764105,6.901178557669117e-13,2.7902479446698486e-12,1.0296786676552878e-22,4.668136895549892e-09,5.2072512582925555e-11,5.615593011306089e-19,2.6554136497640738e-12,1.2160201628698728e-25,2.7601003456363917e-25,5.729608697105661e-20,8.90587698959283e-22,3.640501574795741e-21,3.311894821331581e-27,1.1675443816281605e-25,7.938710572998303e-22,3.2835754770767197e-14,5.359307845143177e-28,4.923912750297122e-25,7.658216038838972e-18,1.463061176912842e-20,1.9689285102245506e-27,4.66025152169709e-30
0.00871822763765543,0.0005377589567108198,0.0915567593028733,0.0,0.00039694973611530826,0.4503657310465736,4.114453393075137e-09,0.45689972777249094,5.0398105383176857e-08,4.695976911286918e-13,8.386906689862811e-07,3.666759691964675e-08,3.711713402498711e-16,1.9498501971285802e-05,2.039417652856982e-11,4.745498395170735e-18,3.923624381817232e-12,2.936511946157545e-11,2.363475143275477e-10,8.57403068118225e-12,3.513385864716618e-23,8.741671678978751e-15,1.3552191377234099e-13,3.270011629624094e-18,6.41017295442358e-25,3.039721310066936e-11,0.001166175986021699,6.933242431940516e-13,2.81797030312175e-12,1.0424496697889525e-22,4.731528633596249e-09,5.277769326876637e-11,5.64186841712716e-19,2.6678978520067126e-12,1.2398748119796132e-25,2.794861998611651e-25,5.804035186492067e-20,8.945368653433473e-22,3.656644808615413e-21,3.353625638651213e-27,1.1822491788135122e-25,8.041216945714973e-22,3.2990076898111355e-14,5.429075321631058e-28,5.015078433633527e-25,7.800099111435893e-18,1.4869498776380323e-20,2.0004427838263756e-27,4.7363437994904954e-30
0.008766858201883804,0.0005377589567108198,0.0915567593028733,0.0,0.0003969497391697197,0.4503657257811432,4.1678883756041984e-09,0.4568997234209108,5.094343141216303e-08,4.722188282654154e-13,8.425614143964278e-07,3.702961489863538e-08,3.758170819303595e-16,1.949850200734416e-05,2.0459881852785845e-11,4.769333822669481e-18,3.96607417468212e-12,2.974646651969536e-11,2.3634751389173443e-10,8.611788113456564e-12,3.5134028628673987e-23,8.777642438588554e-15,1.3651902234427967e-13,3.2949973021735678e-18,6.439789154287858e-25,3.069732006094798e-11,0.0011661759813607869,6.965240953291882e-13,2.8457917578911644e-12,1.0553091532380994e-22,4.795433046917085e-09,5.348856080172964e-11,5.668090268935096e-19,2.68035660885129e-12,1.264073874504263e-25,2.82984291531193e-25,5.879015870255065e-20,8.984758914329411e-22,3.67274659160532e-21,3.395620185129225e-27,1.197046732153421e-25,8.144471869304749e-22,3.314408448753052e-14,5.499364164197063e-28,5.107420572067828e-25,7.94381431295413e-18,1.5111169786181784e-20,2.0323138943326132e-27,4.813322861502186e-30
0.008815488766112177,0.0005377589567108198,0.0915567593028733,0.0,0.00039694974222064276,0.45036572051727125,4.221727433579809e-09,0.45689971907500965,5.149148738226621e-08,4.748393649293035e-13,8.464242703476586e-07,3.739291571635073e-08,3.8049189950970515e-16,1.9498502043264896e-05,2.0525568094629685e-11,4.793141057779892e-18,4.0087364463232106e-12,3.0130697159633766e-11,2.3634751345679506e-10,8.649449780053649e-12,3.513419826313043e-23,8.813539882713195e-15,1.375179953419855e-13,3.3200357811278766e-18,6.469344990019496e-25,3.099849045759827e-11,0.001166175976693662,6.997174254923064e-13,2.8737117991678714e-12,1.0682572469147012e-22,4.859851394055376e-09,5.420512910393375e-11,5.694258675884102e-19,2.6927899721589766e-12,1.2886210982999873e-25,2.8650427573562693e-25,5.954550334202103e-20,9.024049228972337e-22,3.688807519227767e-21,3.437878063433212e-27,1.2119368978125452e-25,8.248477139994456e-22,3.3297778180090265e-14,5.570174707076871e-28,5.200947803350263e-25,8.089375106157697e-18,1.5355645473770135e-20,2.0645444037748716e-27,4.891195293397528e-30
0.00886411933034055,0.0005377589567108198,0.0915567593028733,0.0,0.00039694974526807556,0.45036571525495567,4.2759714085396006e-09,0.4568997147347758,5.204227005418711e-08,4.774593184574908e-13,8.502792529201611e-07,3.7757492760471166e-08,3.851957503167597e-16,1.9498502079047868e-05,2.05912346459608e-11,4.8169200823309695e-18,4.051610944611576e-12,3.051781738603294e-11,2.363475130227223e-10,8.687015744395266e-12,3.513436755124111e-23,8.849364160780967e-15,1.3851882009844824e-13,3.3451267288240017e-18,6.498840584650716e-25,3.130071880919929e-11,0.0011661759720203127,7.029042469762516e-13,2.9017299187981523e-12,1.0812940785653996e-22,4.924784926459958e-09,5.4927411997191124e-11,5.720373746900198e-19,2.705197993685391e-12,1.313519610622871e-25,2.9004612033270475e-25,6.030639488185858e-20,9.063239663625274e-22,3.704827618568338e-21,3.480398896890653e-27,1.22691953987715e-25,8.353233678526863e-22,3.345115861554919e-14,5.641507802961579e-28,5.295668780010154e-25,8.23679497528583e-18,1.5602946566383694e-20,2.0971368600445332e-27,4.969967697335444e-30
0.008912749894568923,0.0005377589567108198,0.0915567593028733,0.0,0.0003969497483120162,0.45036570999419434,4.330621136690985e-09,0.45689971040019794,5.259577619030805e-08,4.800786590149762e-13,8.541263781613491e-07,3.812333944031005e-08,3.8992859324371855e-16,1.949850211469293e-05,2.0656881235161007e-11,4.840670904367958e-18,4.09469741755416e-12,3.0907833165712293e-11,2.3634751258950916e-10,8.724486177023352e-12,3.513453649371056e-23,8.885115421915567e-15,1.3952148464690402e-13,3.370269822821655e-18,6.528276060962841e-25,3.1603999652272207e-11,0.0011661759673407283,7.060845730467754e-13,2.9298456102909083e-12,1.0944197750827794e-22,4.990234888492704e-09,5.5655423225836404e-11,5.746435590687602e-19,2.7175807250807525e-12,1.3387725995935424e-25,2.936097943642268e-25,6.107285013423347e-20,9.102330396258357e-22,3.720806962375915e-21,3.523182323043394e-27,1.2419945274130166e-25,8.458743377573297e-22,3.3604226432362987e-14,5.713364993397528e-28,5.391592171112659e-25,8.38608742821056e-18,1.5853093857670456e-20,2.13009384185936e-27,5.049646696629707e-30
0.008961380458797297,0.0005377589567108198,0.0915567593028733,0.0,0.0003969497513524625,0.450365704734985,4.385677448985381e-09,0.45689970607126446,5.31520025547607e-08,4.826973800005765e-13,8.579656620859293e-07,3.849044918663425e-08,3.946903878835967e-16,1.949850215019994e-05,2.0722507858242783e-11,4.864393563232916e-18,4.13799561330007e-12,3.130075042826767e-11,2.3634751215714837e-10,8.761861355457284e-12,3.513470509124217e-23,8.920793814936793e-15,1.4052597789531724e-13,3.395464759653499e-18,6.5576515414869765e-25,3.1908327541132096e-11,0.0011661759626548974,7.092584169425914e-13,2.9580583688037806e-12,1.107634462531187e-22,5.056202517444056e-09,5.638917645875319e-11,5.77244431572952e-19,2.72993821789003e-12,1.3643833369562978e-25,2.9719526741570285e-25,6.184488172427752e-20,9.141321716371881e-22,3.736745668990555e-21,3.566227986018906e-27,1.2571617317181563e-25,8.565007886761651e-22,3.37569822676866e-14,5.785747520582833e-28,5.488726664408976e-25,8.537266002865774e-18,1.6106108275410724e-20,2.1634179386018005e-27,5.1302389573250185e-30
0.00901001102302567,0.0005377589567108198,0.0915567593028733,0.0,0.0003969497543894127,0.4503656994773257,4.441141171198074e-09,0.4568997017479637,5.3710945913510974e-08,4.853154801633188e-13,8.617971206759681e-07,3.88588154517063e-08,3.9948109156246715e-16,1.9498502185568756e-05,2.0788114704558335e-11,4.888088061641912e-18,4.18150528013413e-12,3.1696575066032095e-11,2.3634751172563275e-10,8.799141513282689e-12,3.513487334453776e-23,8.956399488361118e-15,1.41532288488451e-13,3.4207112303913092e-18,6.586967148504535e-25,3.221369704790965e-11,0.001166175957962808,7.124257918754322e-13,2.9863676911462947e-12,1.1209382660982517e-22,5.122689043565956e-09,5.712868528579183e-11,5.798400030287329e-19,2.7422705235530637e-12,1.3903549594840572e-25,3.0080250734260052e-25,6.262249567906507e-20,9.180213867716219e-22,3.75264383805034e-21,3.60953550917809e-27,1.2724210168699508e-25,8.672027794807707e-22,3.390942675737522e-14,5.858655977914409e-28,5.587080962575969e-25,8.690344262470256e-18,1.63620108188234e-20,2.1971117235484135e-27,5.2117511682089445e-30
0.009107272151482418,0.0005377589567108198,0.0915567593028733,0.0,0.0003969497604528162,0.4503656889666486,4.553294124688309e-09,0.4568996931182149,5.483697068893969e-08,4.905497755803585e-13,8.694366256178805e-07,3.959929145225824e-08,4.0914905267635816e-16,1.949850225589122e-05,2.091926871728569e-11,4.935392669014522e-18,4.269158021090993e-12,3.249696986746986e-11,2.3634751086510864e-10,8.873417654169717e-12,3.5135208821220947e-23,9.027393268972095e-15,1.4355031606797843e-13,3.4713575343117545e-18,6.645419229899754e-25,3.2827539290871076e-11,0.0011661759485598097,7.187411875645312e-13,3.0432740226362087e-12,1.1478137180164366e-22,5.2572236731687935e-09,5.862502369249842e-11,5.850152859894934e-19,2.766859778675831e-12,1.443393817618636e-25,3.080821572939957e-25,6.419451450204844e-20,9.25770158961652e-22,3.784318941831815e-21,3.696934606378931e-27,1.3032152775340676e-25,8.888339111849047e-22,3.421338423679258e-14,6.0060549388034485e-28,5.787483856823618e-25,9.002254196709397e-18,1.6882564460796307e-20,2.2656187422382624e-27,5.377562253450218e-30
0.009194807167093491,0.0005377589567108198,0.0915567593028733,0.0,0.00039694976589790235,0.45036567951231904,4.655633309849899e-09,0.4568996853705903,5.5859652707525675e-08,4.952584221690477e-13,8.762855770876093e-07,4.026995189133816e-08,4.179486351090665e-16,1.9498502318707377e-05,2.103723890810781e-11,4.977870703176835e-18,4.348766197326249e-12,3.322732681835942e-11,2.3634751009345635e-10,8.939943483012959e-12,3.5135509579960044e-23,9.091040454229476e-15,1.4537264244296083e-13,3.517112362380542e-18,6.697822557394398e-25,3.3383505548009236e-11,0.0011661759400755957,7.244030518209299e-13,3.094814954417612e-12,1.1723076401236352e-22,5.380091666375996e-09,5.999154713509149e-11,5.89655019225653e-19,2.7889044821471557e-12,1.4923954819259793e-25,3.147079450143836e-25,6.56285270430985e-20,9.327103753230535e-22,3.812688866034641e-21,3.776485368585885e-27,1.3312435905871467e-25,9.085615151010867e-22,3.448588751860151e-14,6.140522783431679e-28,5.972105786621357e-25,9.289606560843504e-18,1.7361151474562575e-20,2.3285654426047207e-27,5.530005779016405e-30
0.009273588681143457,0.0005377589567108198,0.0915567593028733,0.0,0.00039694977078876914,0.4503656710076885,4.748877840809158e-09,0.456899678413182,5.678755075715094e-08,4.994943730092689e-13,8.824281642863042e-07,4.0876941921483617e-08,4.2594774252038644e-16,1.9498502374857238e-05,2.114335637635833e-11,5.016023162707359e-18,4.420996074248064e-12,3.389277813245667e-11,2.3634750940121754e-10,8.999556513622024e-12,3.513577931838379e-23,9.148123411754585e-15,1.4701762245455753e-13,3.558430439456218e-18,6.74482128671937e-25,3.388669006341027e-11,0.00116617593242232,7.294809817863209e-13,3.141462748616722e-12,1.194600650566261e-22,5.492126196378524e-09,6.12375378734061e-11,5.938162354904578e-19,2.808675613295245e-12,1.537539255687349e-25,3.2073100032330994e-25,6.693474198644664e-20,9.389294124519298e-22,3.838110784783016e-21,3.848801153974121e-27,1.3567222417031562e-25,9.265272625779914e-22,3.4730286282522165e-14,6.2630142424434215e-28,6.141759439121361e-25,9.553665114452059e-18,1.7800157711913696e-20,2.3862757590943174e-27,5.669841705854841e-30
0.009352370195193423,0.0005377589567108198,0.0915567593028733,0.0,0.00039694977567042775,0.4503656625070902,4.8432051846764245e-09,0.4568996714703643,5.772252492918127e-08,5.037285522908234e-13,8.885504819131388e-07,4.1487120562703076e-08,4.3402194585583026e-16,1.949850243064206e-05,2.1249420926853274e-11,5.054102037927427e-18,4.493776705133261e-12,3.4565956652484166e-11,2.36347508711078e-10,9.058924018364416e-12,3.5136048165129896e-23,9.205018007313665e-15,1.4866718229109382e-13,3.5998786072209405e-18,6.7916649286805255e-25,3.439251784598194e-11,0.0011661759247524343,7.345421555186461e-13,3.1883555885828726e-12,1.2171295927436641e-22,5.605542808932488e-09,6.249885770621445e-11,5.979637207082756e-19,2.8283815034226142e-12,1.5836849008655049e-25,3.2681059860255306e-25,6.825578714940985e-20,9.451228250382079e-22,3.863427957212204e-21,3.92179733692763e-27,1.382440087808073e-25,9.446933813069166e-22,3.497387858309993e-14,6.3869033329712815e-28,6.314761884079194e-25,9.822939115908749e-18,1.8247100311549515e-20,2.4450002668066638e-27,5.812205588862081e-30
0.009509933223293354,0.0005377589567108198,0.0915567593028733,0.0,0.00039694978540609136,0.45036564551795466,5.035121677886897e-09,0.4568996576283077,5.961364692792158e-08,5.121914525984236e-13,9.007345757707132e-07,4.2716935230428425e-08,4.503948199665969e-16,1.949850254111427e-05,2.1461390640245304e-11,5.130039328422833e-18,4.6409859703878745e-12,3.5935590690944393e-11,2.3634750733697995e-10,9.176926300573842e-12,3.51365831953283e-23,9.318244596652895e-15,1.5197985294187258e-13,3.683160089292402e-18,6.884888995816361e-25,3.541201331266544e-11,0.0011661759093626455,7.446144552664132e-13,3.282868071641582e-12,1.2628972835356563e-22,5.836542242755152e-09,6.506770514072594e-11,6.062176790839498e-19,2.867598421009817e-12,1.679037637614762e-25,3.39138806365322e-25,7.094252777516025e-20,9.574331783351083e-22,3.913749705363102e-21,4.069823642788665e-27,1.4345907521020135e-25,9.816285950593607e-22,3.545865442969073e-14,6.638889994199183e-28,6.670963198682224e-25,1.0377367296296138e-17,1.916515960499925e-20,2.5655367807546752e-27,6.1046334875026315e-30
0.009667496251393286,0.0005377589567108198,0.0915567593028733,0.0,0.0003969497951048279,0.45036562854484136,5.231409190142332e-09,0.45689964384403725,6.153290942094069e-08,5.206468756749192e-13,9.128383910966525e-07,4.395918042454808e-08,4.670655654722394e-16,1.949850265011949e-05,2.167314676450514e-11,5.205683241914066e-18,4.790385487365753e-12,3.733641732055679e-11,2.363475059709249e-10,9.293958035358659e-12,3.513711469393737e-23,9.43072517001736e-15,1.5531028038318695e-13,3.766946635736145e-18,6.977498832558976e-25,3.644181333014199e-11,0.0011661758939058716,7.546203912080143e-13,3.3783358448232076e-12,1.3096146774991624e-22,6.073129420274091e-09,6.76985252171401e-11,6.14417255022775e-19,2.906556948608561e-12,1.7785662319477783e-25,3.516912942934016e-25,7.368910222775807e-20,9.696422392443135e-22,3.9636573971398664e-21,4.2205493198043176e-27,1.4876901942898182e-25,1.019371294460194e-21,3.594023624167099e-14,6.89651694660648e-28,7.041010818242459e-25,1.095336030869893e-17,2.011606289293376e-20,2.6902653602145954e-27,6.407523125415414e-30
0.009825059279493217,0.0005377589567108198,0.0915567593028733,0.0,0.0003969498047666018,0.45036561158767907,5.432093594273996e-09,0.456899630117172,6.34802033549153e-08,5.290945324953394e-13,9.248624568192966e-07,4.521364294156447e-08,4.840324442549256e-16,1.949850275765351e-05,2.188468726322816e-11,5.281033928927303e-18,4.941966768102252e-12,3.8768621157018194e-11,2.3634750461268717e-10,9.410027043783217e-12,3.5137642684184755e-23,9.542464642578266e-15,1.5865809580210566e-13,3.851228207339013e-18,7.0694984858262435e-25,3.748174115931974e-11,0.0011661758783817371,7.645604005874117e-13,3.4747425235311155e-12,1.3572856482878295e-22,6.315343048046797e-09,7.039174546072453e-11,6.225628068180505e-19,2.9452587886288172e-12,1.882382827288687e-25,3.6446675339943114e-25,7.649579426695451e-20,9.817508239082024e-22,4.013154368699331e-21,4.3739589847394475e-27,1.541732878199459e-25,1.0579245124260212e-21,3.6418645062773104e-14,7.15981158233742e-28,7.425207488008322e-25,1.155138996448048e-17,2.1100551120065002e-20,2.8192770252421486e-27,6.721110512085306e-30
0.009982622307593149,0.0005377589567108198,0.0915567593028733,0.0,0.00039694981439127584,0.450365594646397,5.637200238732994e-09,0.45689961644733396,6.54554199056567e-08,5.375343111338335e-13,9.368072983820899e-07,4.6480111826789206e-08,5.01293661784239e-16,1.9498502863711512e-05,2.2096011469902195e-11,5.356093527144799e-18,5.095721342849734e-12,4.0232383091716473e-11,2.3634750326201016e-10,9.52514051740539e-12,3.513816718914823e-23,9.65346789712735e-15,1.6202293092565677e-13,3.93599480051131e-18,7.160891975870526e-25,3.853162192525542e-11,0.0011661758627899757,7.744349177675821e-13,3.572071895990233e-12,1.405913979559439e-22,6.563221094889665e-09,7.314778525436819e-11,6.30654690405414e-19,2.983705632264319e-12,1.9906057190782012e-25,3.7746383311092613e-25,7.936308418765819e-20,9.93759682545604e-22,4.06224368674346e-21,4.530036760125923e-27,1.5967130879721924e-25,1.0972946772430013e-21,3.6893901798128455e-14,7.428821256564849e-28,7.823857535945034e-25,1.2171930480376093e-17,2.2119370060513987e-20,2.9526641786768632e-27,7.045633195608023e-30
0.009999999999999998,0.0005377589567108198,0.0915567593028733,0.0,0.0003969498154505128,0.4503655927789052,5.660093372284461e-09,0.4568996149431573,6.567497231130895e-08,5.384646415590058e-13,9.381198718053325e-07,4.662051731628448e-08,5.032153493820844e-16,1.9498502875318147e-05,2.211930519973955e-11,5.364354063494467e-18,5.112811699848051e-12,4.039576188916405e-11,2.3634750311349717e-10,9.537778253265272e-12,3.5138224824615006e-23,9.665665625247704e-15,1.623950664551078e-13,3.945373015209046e-18,7.170934860777166e-25,3.86480156355925e-11,0.0011661758610661975,7.755199911138024e-13,3.5828621947372294e-12,1.4113359950474166e-22,6.5909080958643324e-09,7.345561409402664e-11,6.315438769348029e-19,2.987930410513109e-12,2.0028163550252514e-25,3.789107947966286e-25,7.968304284616089e-20,9.950780728113644e-22,4.0676329483531464e-21,4.547413287853397e-27,1.602834022898072e-25,1.1016869945034429e-21,3.694612596502664e-14,7.458841672892076e-28,7.86872291657136e-25,1.2241768939456539e-17,2.2233870334862018e-20,2.967647377695883e-27,7.082104774842944e-30
0.01014018533569308,0.0005377589567108198,0.0915567593028733,0.0,0.000396949823978917,0.4503655777209249,5.846753955356302e-09,0.45689960283414743,6.74584504824794e-08,5.459657301078e-13,9.486734377664764e-07,4.775837835142192e-08,5.188473062133682e-16,1.9498502968290096e-05,2.2307117192849746e-11,5.430860558029687e-18,5.251640759333121e-12,4.172788029746846e-11,2.363475019187125e-10,9.63930642307479e-12,3.5138688231747696e-23,9.763739784277475e-15,1.6540442629070429e-13,4.0212366198256786e-18,7.251683296459793e-25,3.9591282598212514e-11,0.0011661758471301277,7.842443742499842e-13,3.670307921474166e-12,1.4555033652156713e-22,6.816800799731822e-09,7.59670558729462e-11,6.386932593701645e-19,3.0218991595658678e-12,2.103344889515627e-25,3.9068109291892633e-25,8.229116009258142e-20,1.005669646750858e-21,4.110928750573451e-21,4.6887656900864904e-27,1.6526247340757154e-25,1.1374827258301543e-21,3.736602721504975e-14,7.703562533201025e-28,8.237266865122109e-25,1.2815458623592934e-17,2.3173272188554162e-20,3.0905187556503197e-27,7.381330857395867e-30
