Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53),CH3OX(48),CHOX(64),SX(57),CH2O2X(54),CH3X(25),CH4(24),CH4X(275),SX(189)
3.0462070708176106e-12,0.00299236199292705,0.0,0.0,0.008109557882571637,0.7999787463144954,0.09999827966457756,0.09999999957020157,4.118275074444362e-20,4.903165548763282e-26,2.833285218740694e-25,1.4664400428123025e-37,1.4019308186109465e-42,1.3384577020872648e-05,6.209905926652456e-17,5.38451023009199e-19,5.152825161488135e-25,1.7199177209765065e-06,4.2979853432242787e-10,2.0897718877669917e-12,8.19536052502526e-22,1.6573308309157865e-24,5.639677939129047e-23,2.1315016854017374e-32,1.2030416742811068e-43,5.3961493217327754e-39,1.4561395948198016e-05,4.1561166370198994e-10,6.574026899343678e-34,3.7344092551425745e-20,7.069024021718419e-51,1.8571756427616523e-31,3.006749526457133e-41,3.122330742054753e-38,1.644437509614079e-33,1.9602641102910607e-43
3.0606641484622017e-12,0.00299236199292705,0.0,0.0,0.008109423303373494,0.7999786457531234,0.09999827729330758,0.09999999957020872,4.1604351452075576e-20,5.0090588114610554e-26,2.874625314983616e-25,1.5232155811129267e-37,1.4663721286613692e-42,1.3447870171845079e-05,6.258705424362256e-17,5.319601306888901e-19,5.236888415411615e-25,1.7222887412867631e-06,4.2979139513411393e-10,2.1140454295862028e-12,8.235674603335561e-22,1.6664905416782926e-24,5.763724008891095e-23,2.192456718926792e-32,1.2268484204078166e-43,5.6050576738141306e-39,1.4630310732513466e-05,4.1583705521731895e-10,6.783587273067832e-34,3.773940721826807e-20,7.373956663652418e-51,1.8906352073265232e-31,3.1085618774215566e-41,3.2595524383191543e-38,1.708104200402928e-33,2.028844594226933e-43
3.075121226106793e-12,0.00299236199292705,0.0,0.0,0.0081092887518101,0.7999785451945945,0.09999827494577523,0.09999999957021584,4.206669034815213e-20,5.1166849462928796e-26,2.916429463027912e-25,1.5818859373323767e-37,1.5334191510045867e-42,1.3511161214486905e-05,6.305133394747701e-17,5.400887274777473e-19,5.322016358552258e-25,1.7246360275373786e-06,4.297842574760784e-10,2.138467006827032e-12,8.27598732171276e-22,1.675649974095971e-24,5.889862422144743e-23,2.2548259462969403e-32,1.2509958839464206e-43,5.820937568794062e-39,1.4699223728037723e-05,4.1605873806398226e-10,6.9987556430271005e-34,3.813677163044529e-20,7.690373448331173e-51,1.9245219004199104e-31,3.213276818353812e-41,3.402073091087358e-38,1.7738956801380153e-33,2.0994324460043346e-43
3.089578303751384e-12,0.00299236199292705,0.0,0.0,0.008109154227646251,0.7999784446389078,0.09999827262174601,0.09999999957022297,4.2636192170148923e-20,5.226063067875068e-26,2.9588074332214164e-25,1.6425042028933845e-37,1.6031627779397442e-42,1.357445014928626e-05,6.34448906043879e-17,5.411308652418918e-19,5.408318613058623e-25,1.7269598141535343e-06,4.297771213899663e-10,2.1630365944676195e-12,8.316298680475492e-22,1.684809117935913e-24,6.018117660554728e-23,2.318634446060961e-32,1.2754957787104902e-43,6.043984323617767e-39,1.47681349350221e-05,4.162767714165701e-10,7.219653437730363e-34,3.8536184405193676e-20,8.018643934383246e-51,1.9588396710663716e-31,3.320961467413084e-41,3.5500690838820443e-38,1.8418714833504527e-33,2.1720746955999707e-43
3.1025896736315163e-12,0.00299236199292705,0.0,0.0,0.008109033179132873,0.7999783541412196,0.09999827055002296,0.0999999995702294,4.314348354520325e-20,5.326017208158861e-26,2.9972805173925235e-25,1.6987709523414698e-37,1.668314905539826e-42,1.3631408388749481e-05,6.380593153549076e-17,5.414403452787639e-19,5.4868100737945415e-25,1.7290313218149396e-06,4.2977070019365086e-10,2.1852757504323203e-12,8.352577741151864e-22,1.693052092445066e-24,6.13537761284127e-23,2.3773136462623233e-32,1.297863642417482e-43,6.251019057792449e-39,1.4830153492312544e-05,4.164699292632854e-10,7.423462089567387e-34,3.889740611450118e-20,8.324535668281317e-51,1.9900951419375256e-31,3.4204731804509396e-41,3.6880966445704176e-38,1.904967593448681e-33,2.2392487584785083e-43
3.1156010435116486e-12,0.00299236199292705,0.0,0.0,0.008108912152456283,0.7999782636458331,0.09999826849698168,0.09999999957023582,4.366243210993222e-20,5.427420106199397e-26,3.0360981107559917e-25,1.7566998952602509e-37,1.7357971126722162e-42,1.3688364921542554e-05,6.416196823505879e-17,5.486128268687434e-19,5.566293127998847e-25,1.7310841504398375e-06,4.297642801939306e-10,2.2076347532402368e-12,8.388855701026247e-22,1.7012948181559603e-24,6.25439020973652e-23,2.4371979288687796e-32,1.3205294904204371e-43,6.464169396131249e-39,1.4892170601268053e-05,4.166602200046033e-10,7.632102923669667e-34,3.926028488297021e-20,8.640619661065386e-51,2.0217056893568596e-31,3.522496291981364e-41,3.830841694066571e-38,1.9699276335175324e-33,2.3081610800593016e-43
3.1286124133917808e-12,0.00299236199292705,0.0,0.0,0.008108791147449805,0.7999781731527479,0.09999826646245602,0.09999999957024225,4.419420975732157e-20,5.530285912825667e-26,3.0752637433683983e-25,1.8163322710164409e-37,1.805681310189114e-42,1.3745319747996788e-05,6.451290009220728e-17,5.458901803281008e-19,5.646872248572751e-25,1.7331184661596279e-06,4.297578613961534e-10,2.2301135818118086e-12,8.425132560326306e-22,1.7095372882650595e-24,6.375173622673542e-23,2.4983062114656995e-32,1.3434945664435044e-43,6.683587051793827e-39,1.4954186262067723e-05,4.1684768484601484e-10,7.845668676655112e-34,3.9624819715423567e-20,8.967186202977401e-51,2.053674889012766e-31,3.627082221958013e-41,3.9784432701229556e-38,2.0367978476441584e-33,2.3788476585010117e-43
3.141623783271913e-12,0.00299236199292705,0.0,0.0,0.00810867016394823,0.7999780826619636,0.09999826444628124,0.09999999957024865,4.471137085829924e-20,5.634628847043206e-26,3.1147336777548404e-25,1.8777101455658647e-37,1.8780412725257437e-42,1.3802272868432188e-05,6.487757446921548e-17,5.423581988734391e-19,5.7283603511868695e-25,1.735134433629575e-06,4.2975144377515217e-10,2.252712214206588e-12,8.461408319275495e-22,1.717779496162461e-24,6.497746124868331e-23,2.560657614633509e-32,1.366762090005887e-43,6.909426778347628e-39,1.5016200474889385e-05,4.170323644009237e-10,8.06425344474934e-34,3.9991009620894906e-20,9.304532440604414e-51,2.086002674762265e-31,3.734283194713671e-41,4.1310438520492884e-38,2.105625406805856e-33,2.451345043991476e-43
3.1546351531520452e-12,0.00299236199292705,0.0,0.0,0.008108549201787827,0.7999779921734799,0.0999982624482942,0.09999999957025506,4.521696261968062e-20,5.740463195976294e-26,3.154514951366278e-25,1.9408764239029997e-37,1.9529526760616386e-42,1.3859224283176072e-05,6.525407966632673e-17,5.5266038857065575e-19,5.81068582951769e-25,1.7371322160391588e-06,4.2974502731399155e-10,2.2754306276400246e-12,8.497682978096159e-22,1.7260214354331642e-24,6.622126094788506e-23,2.624271463055016e-32,1.3903376212292614e-43,7.141846415548938e-39,1.5078213239909614e-05,4.172142986992677e-10,8.287952697420973e-34,4.035885361269984e-20,9.652962503731957e-51,2.1186902366789024e-31,3.8441522475015057e-41,4.288789428534934e-38,2.176458422829982e-33,2.525690344009014e-43
3.1676465230321775e-12,0.00299236199292705,0.0,0.0,0.008108428260806324,0.7999779016872964,0.09999826046833303,0.09999999957026147,4.56907109191316e-20,5.847803314809807e-26,3.1945745520590317e-25,2.005874863012302e-37,2.0304931398390374e-42,1.391617399254679e-05,6.565616488625517e-17,5.522916148101174e-19,5.893590781854919e-25,1.7391119751273765e-06,4.2973861202452643e-10,2.2982687984993964e-12,8.533956537008286e-22,1.7342630998457845e-24,6.748332013094987e-23,2.6891672865394624e-32,1.4142201753366846e-43,7.381006936967678e-39,1.5140224557303729e-05,4.1739352719566153e-10,8.516863291212121e-34,4.0728350708493797e-20,1.0012787638523065e-50,2.1517365447641584e-31,3.9567432392232923e-41,4.4518295695440596e-38,2.249345962916508e-33,2.6019212286435014e-43
3.1806578929123097e-12,0.00299236199292705,0.0,0.0,0.008108307340842879,0.7999778112034127,0.09999825850623746,0.09999999957026788,4.616097493847036e-20,5.956663626731444e-26,3.2349609520515774e-25,2.0727500843804525e-37,2.1107422642485068e-42,1.3973121996875502e-05,6.606443443358066e-17,5.453240995186435e-19,5.977419536212336e-25,1.7410738711926823e-06,4.2973219789897267e-10,2.3212267023604773e-12,8.570228996234774e-22,1.742504483354554e-24,6.8763824669201e-23,2.755364821148458e-32,1.4384021393302243e-43,7.627072495998993e-39,1.5202234427245805e-05,4.1757008877795467e-10,8.751083483436679e-34,4.109949993034312e-20,1.038432633557514e-50,2.1851481778493944e-31,4.072110858995764e-41,4.620317494644741e-38,2.3243380636682416e-33,2.6800759358632187e-43
3.193669262792442e-12,0.00299236199292705,0.0,0.0,0.008108186441738092,0.7999777207218287,0.09999825656184852,0.09999999957027429,4.6625305478048354e-20,6.067058622874323e-26,3.2756712724844585e-25,2.1415475874409032e-37,2.193781674080499e-42,1.40300682964819e-05,6.647956587240393e-17,5.574627015494194e-19,6.061776337899596e-25,1.7430180631089325e-06,4.2972578490914767e-10,2.3443043140025276e-12,8.606500355992065e-22,1.7507455800864154e-24,7.006296145357747e-23,2.8228840104436734e-32,1.4628878324324372e-43,7.880210475300664e-39,1.5264242849908702e-05,4.177440217749294e-10,8.990712946580596e-34,4.147230030476929e-20,1.076790446905811e-50,2.2189221456082748e-31,4.190310635058892e-41,4.794410148980478e-38,2.401485746166411e-33,2.760193276890908e-43
3.206680632672574e-12,0.00299236199292705,0.0,0.0,0.00810806556333397,0.799977630242544,0.09999825463500875,0.0999999995702807,4.713195340465972e-20,6.179002862258577e-26,3.316787373658347e-25,2.2123137619045767e-37,2.2796950564095453e-42,1.4087012891698128e-05,6.686998088202032e-17,5.597227634305196e-19,6.147522673639335e-25,1.7449447083352884e-06,4.2971937307987407e-10,2.3675016074253575e-12,8.642770616503192e-22,1.7589863843428645e-24,7.138091844242065e-23,2.89174500644054e-32,1.4876721706931849e-43,8.14059153213754e-39,1.5326249825464063e-05,4.1791536396502523e-10,9.235852781671696e-34,4.184675086282807e-20,1.1163855423735433e-50,2.253071701620429e-31,4.3113989432708525e-41,4.974268270047154e-38,2.4808410297973282e-33,2.8423126414468376e-43
3.2196920025527064e-12,0.00299236199292705,0.0,0.0,0.008107944705473937,0.7999775397655582,0.09999825272556204,0.09999999957028712,4.759161745433822e-20,6.292510971734761e-26,3.3581608577311626e-25,2.2850959020873e-37,2.3685682078019725e-42,1.4143955782812609e-05,6.72949875892247e-17,5.48329312406801e-19,6.233368325306866e-25,1.7468539629361256e-06,4.2971296238774153e-10,2.390818555862735e-12,8.679039777976068e-22,1.767226890577039e-24,7.271788455346904e-23,2.961968171059501e-32,1.5127758835655196e-43,8.408389651063251e-39,1.5388255354082303e-05,4.1808415258325165e-10,9.486605533475801e-34,4.222285064012924e-20,1.1572520243894992e-50,2.287582772708514e-31,4.435433016356735e-41,5.160056471074237e-38,2.562456948317929e-33,2.926474003231316e-43
3.2327033724328386e-12,0.00299236199292705,0.0,0.0,0.008107823868002793,0.799977449290871,0.0999982508333537,0.09999999957029353,4.7995742762600407e-20,6.407597645924368e-26,3.3997794451045318e-25,2.359942219200354e-37,2.4604890720562206e-42,1.4200896970135792e-05,6.775991255066982e-17,5.581348978341752e-19,6.319018299761722e-25,1.7487459815845994e-06,4.2970655279166813e-10,2.4142551317996608e-12,8.715307840623039e-22,1.7754670934108967e-24,7.407404979118534e-23,3.033574076773005e-32,1.5381964897396902e-43,8.683782189117699e-39,1.5450259435932674e-05,4.1825042432994923e-10,9.743075203439252e-34,4.260059867691979e-20,1.1994247761395246e-50,2.3224537687781453e-31,4.5624709523718027e-41,5.35194330735122e-38,2.6463875636374143e-33,3.0127179251598783e-43
3.245714742312971e-12,0.00299236199292705,0.0,0.0,0.008107703050766734,0.7999773588184819,0.09999824895823037,0.09999999957029994,4.8394808638467476e-20,6.524277647162207e-26,3.4417292088470307e-25,2.4369018551251896e-37,2.5555477849432993e-42,1.4257836453993654e-05,6.82319296901296e-17,5.664039743345758e-19,6.405050670528263e-25,1.7506209175756664e-06,4.2970014431916563e-10,2.437811306986873e-12,8.751574804660202e-22,1.7837069876287518e-24,7.544960523448995e-23,3.106583507839015e-32,1.5639269998598622e-43,8.966949926478101e-39,1.5512262071183216e-05,4.184142153782101e-10,1.000536726424269e-33,4.297999401812694e-20,1.2429394740026647e-50,2.3576941412968055e-31,4.692571723711305e-41,5.55010135496207e-38,2.7326879812630375e-33,3.101085564764418e-43
3.258726112193103e-12,0.00299236199292705,0.0,0.0,0.008107582253613304,0.7999772683483908,0.09999824710004007,0.09999999957030635,4.882308918983586e-20,6.642565805438467e-26,3.4840682257481196e-25,2.5160248958279306e-37,2.6538367172171544e-42,1.4314774234705612e-05,6.868819251651175e-17,5.53955883271568e-19,6.492579218771252e-25,1.7524789228420195e-06,4.2969373697523915e-10,2.461487052456024e-12,8.787840670305879e-22,1.7919465681638403e-24,7.684474299390842e-23,3.181017461354605e-32,1.5899487046695267e-43,9.258077115786015e-39,1.557426326000081e-05,4.1857556138163615e-10,1.0273588673938512e-33,4.336103571340744e-20,1.2878326015880842e-50,2.393320620197617e-31,4.825795186005784e-41,5.754707286545262e-38,2.821414365342013e-33,3.191618679562197e-43
3.2717374820732353e-12,0.00299236199292705,0.0,0.0,0.008107461476391423,0.7999771778805975,0.09999824525863223,0.09999999957031276,4.9317128193263365e-20,6.762477018342418e-26,3.526860341371354e-25,2.5973623860788938e-37,2.755450523872303e-42,1.4371710312589151e-05,6.910426576745942e-17,5.628443125637266e-19,6.581641935668933e-25,1.7543201479643078e-06,4.296873307249324e-10,2.485282338532468e-12,8.82410543777006e-22,1.80018583009841e-24,7.825965622399314e-23,3.256897148852571e-32,1.6162804672944397e-43,9.557351536270773e-39,1.5636263002551165e-05,4.187344974809369e-10,1.054784789154497e-33,4.3743722817167655e-20,1.3341414651827044e-50,2.4293356927732373e-31,4.962202087500147e-41,5.965941958099238e-38,2.912623955166677e-33,3.2843596325663433e-43
3.2847488519533675e-12,0.00299236199292705,0.0,0.0,0.008107340718951337,0.7999770874151014,0.09999824343385752,0.09999999957031917,4.9853267903656744e-20,6.884026251003148e-26,3.570066719047648e-25,2.6809663422029235e-37,2.8604861840534966e-42,1.4428644687941755e-05,6.949592963817816e-17,5.744004339327574e-19,6.672368648301375e-25,1.7561447421872276e-06,4.2968092556882615e-10,2.5091971348517993e-12,8.860369107261259e-22,1.8084247686501255e-24,7.969453908665301e-23,3.3342439969584024e-32,1.642936305721215e-43,9.864964540635751e-39,1.5698261298998848e-05,4.1889105831231446e-10,1.0828254890250714e-33,4.412805438863141e-20,1.3819042072989264e-50,2.46574339390209e-31,5.101854077668994e-41,6.183990478925915e-38,3.006375079471674e-33,3.379351397575455e-43
3.2977602218334997e-12,0.00299236199292705,0.0,0.0,0.008107219981144633,0.7999769969519023,0.09999824162556802,0.09999999957032558,5.0379608558226995e-20,7.007228536033284e-26,3.61360115801192e-25,2.76688976763075e-37,2.969043054401466e-42,1.4485577361050526e-05,6.989783685708528e-17,5.589109979603568e-19,6.7636358995472235e-25,1.7579528534282862e-06,4.296745215177229e-10,2.5332314103712944e-12,8.89663167898047e-22,1.8166633791746453e-24,8.114958677101799e-23,3.413079648887261e-32,1.6699412207622217e-43,1.0181111112238648e-38,1.5760258149507265e-05,4.1904527801336315e-10,1.111492117343096e-33,4.4514029491846385e-20,1.4311598229590325e-50,2.5025318162922337e-31,5.244813716945675e-41,6.409042305883464e-38,3.1027271738718296e-33,3.4766375647804406e-43
3.310771591713632e-12,0.00299236199292705,0.0,0.0,0.008107099262824212,0.7999769064910001,0.09999823983361711,0.09999999957033197,5.088620102606379e-20,7.13209897346794e-26,3.657448607538751e-25,2.855186664433558e-37,3.081222903220386e-42,1.4542508332212829e-05,7.031559760350881e-17,5.655549388143951e-19,6.8561321173592635e-25,1.759744628289366e-06,4.2966811850896644e-10,2.557385133388789e-12,8.932893153135319e-22,1.8249016571638636e-24,8.26249955351356e-23,3.493425964695184e-32,1.6972842177336609e-43,1.050598990751078e-38,1.5822253554238713e-05,4.1919719023254457e-10,1.140795978648426e-33,4.490164719578112e-20,1.4819481723250076e-50,2.5397119441771715e-31,5.391144484775401e-41,6.64129130235937e-38,3.201740793796163e-33,3.5762623458933903e-43
3.323782961593764e-12,0.00299236199292705,0.0,0.0,0.008106978563844286,0.7999768160323939,0.09999823805785944,0.09999999957033837,5.140861171855414e-20,7.258652730711782e-26,3.701672021795791e-25,2.9459120513601066e-37,3.197129975807181e-42,1.4599437601736767e-05,7.072742563208536e-17,5.81083579134358e-19,6.948467660223497e-25,1.7615202120640855e-06,4.2966171657302206e-10,2.5816582715495998e-12,8.96915352992414e-22,1.833139598250251e-24,8.412096270908341e-23,3.5753050235613816e-32,1.7249794744366864e-43,1.0839803322271691e-38,1.588424751335434e-05,4.193468281329452e-10,1.1707485335487567e-33,4.52909065742787e-20,1.5343099993161097e-50,2.5772681052735714e-31,5.540910790409492e-41,6.880935854821934e-38,3.303477634712925e-33,3.6782705800490246e-43
3.3367943314738964e-12,0.00299236199292705,0.0,0.0,0.00810685788406037,0.7999767255760839,0.09999823629815094,0.09999999957034476,5.195630738606749e-20,7.386905042476868e-26,3.7462880590761383e-25,3.0391219748055987e-37,3.31687102592808e-42,1.4656365169921545e-05,7.112742870706933e-17,5.717622778774546e-19,7.040833796821204e-25,1.7632797487564325e-06,4.2965531573188967e-10,2.6060507918665106e-12,9.0054128095516e-22,1.8413771981879978e-24,8.563768665283665e-23,3.6587391238475317e-32,1.7530207437701897e-43,1.118275753206938e-38,1.59462400270142e-05,4.1949422440226375e-10,1.2013613998332497e-33,4.568180670616542e-20,1.5882869439683246e-50,2.61520529157699e-31,5.69417798064906e-41,7.128178926266129e-38,3.40800054442932e-33,3.782707738853406e-43
3.3498057013540286e-12,0.00299236199292705,0.0,0.0,0.008106737223329245,0.7999766351220696,0.09999823455434892,0.09999999957035116,5.2508641301374034e-20,7.516871210726308e-26,3.791262584311407e-25,3.134873524163853e-37,3.4405553684238905e-42,1.471329103705588e-05,7.152770568458591e-17,5.707135747671721e-19,7.133829138260901e-25,1.7650233810916291e-06,4.296489159313655e-10,2.6305626607317887e-12,9.041670992221247e-22,1.8496144528505425e-24,8.717536675546582e-23,3.7437507845112433e-32,1.7814038808709782e-43,1.153506254862852e-38,1.600823109537723e-05,4.196394112589514e-10,1.2326463540437074e-33,4.607434667526507e-20,1.6439215587736708e-50,2.6535335253090805e-31,5.851012349434319e-41,7.383228148642449e-38,3.515373540306046e-33,3.889619931938416e-43
3.362817071234161e-12,0.00299236199292705,0.0,0.0,0.008106616581508975,0.799976544670351,0.09999823282631183,0.09999999957035756,5.308141313291463e-20,7.648566604616232e-26,3.836623488100975e-25,3.2332248462128486e-37,3.5682949271056275e-42,1.4770215203436307e-05,7.19178574045838e-17,5.829199685450097e-19,7.229056908696353e-25,1.766751250524914e-06,4.296425171541898e-10,2.655193843930977e-12,9.077928078139285e-22,1.8578513582336903e-24,8.873420347482735e-23,3.830362746106169e-32,1.810120248787253e-43,1.189693227274663e-38,1.6070220718601284e-05,4.1978242045924147e-10,1.2646153329356205e-33,4.6468525570435224e-20,1.7012573241851646e-50,2.6922754454043017e-31,6.011481147067921e-41,7.646295906907027e-38,3.625661825387972e-33,3.99905391242709e-43
3.375828441114293e-12,0.00299236199292705,0.0,0.0,0.008106495958458885,0.7999764542209276,0.0999982311138995,0.09999999957036396,5.3603584550559346e-20,7.78200666044235e-26,3.882250061225672e-25,3.3342351627207802e-37,3.700204298334644e-42,1.4827137669333367e-05,7.234332901032804e-17,5.73725770683534e-19,7.325546979876917e-25,1.7684634972550583e-06,4.2963611941025006e-10,2.679944306650951e-12,9.114184067498514e-22,1.866087910444865e-24,9.031439826563477e-23,3.918597972720354e-32,1.8391856114623455e-43,1.226858455902393e-38,1.6132208896843136e-05,4.199232833013877e-10,1.2972804352672962e-33,4.6864342485535985e-20,1.7603386670778471e-50,2.7314210125985363e-31,6.175652590787515e-41,7.917599451902871e-38,3.738931808145847e-33,4.111057082753249e-43
3.3888398109944253e-12,0.00299236199292705,0.0,0.0,0.00810637535403956,0.7999763637737987,0.09999822941697294,0.09999999957037035,5.4079949631663776e-20,7.917206881579403e-26,3.9281529357947965e-25,3.4379647836226497e-37,3.836400793152898e-42,1.488405843503652e-05,7.280092717353568e-17,5.773362055420308e-19,7.422386789240289e-25,1.770160260230601e-06,4.296297226700716e-10,2.704814013496097e-12,9.150438960491466e-22,1.8743241057130333e-24,9.191615367681091e-23,4.0084796523744856e-32,1.868601711426591e-43,1.2650241264317539e-38,1.619419563025847e-05,4.200620306338151e-10,1.330653923100203e-33,4.726179651949416e-20,1.8212109754161197e-50,2.7709606472124487e-31,6.343595873431056e-41,8.197360973375477e-38,3.855251117251456e-33,4.225677499982615e-43
3.4018511808745575e-12,0.00299236199292705,0.0,0.0,0.008106254768112806,0.7999762733289646,0.09999822773539434,0.09999999957037675,5.456940479687245e-20,8.054182838422987e-26,3.9744352129723364e-25,3.544475121370325e-37,3.9770044853125034e-42,1.49409775008478e-05,7.325425241725753e-17,5.888692760768016e-19,7.519815208261952e-25,1.7718416771628088e-06,4.2962332695417117e-10,2.7298029285024718e-12,9.186692757314598e-22,1.8825599403813935e-24,9.353967333881628e-23,4.1000311980080064e-32,1.8983673510475277e-43,1.3042128300507157e-38,1.6256180919001915e-05,4.201986928622792e-10,1.364748223241053e-33,4.766088677634555e-20,1.8839206140893505e-50,2.810899239262841e-31,6.515381172524866e-41,8.48580768334852e-38,3.974688617668518e-33,4.342963881227693e-43
3.4148625507546897e-12,0.00299236199292705,0.0,0.0,0.00810613420054167,0.7999761828864247,0.09999822606902724,0.09999999957038315,5.506963018996408e-20,8.192950168332956e-26,4.0210924068482868e-25,3.6538287066597603e-37,4.122138265827291e-42,1.4997894867051762e-05,7.370402042727072e-17,5.773916956688522e-19,7.618258695095074e-25,1.7735078845408719e-06,4.2961693227408125e-10,2.7549110151494116e-12,9.222945458165524e-22,1.8907954108934296e-24,9.518516189539154e-23,4.1932762486398227e-32,1.9284681750936216e-43,1.3444475692320615e-38,1.631816476322705e-05,4.203332999558128e-10,1.3995759288088491e-33,4.8061612365245947e-20,1.948514941869996e-50,2.851245015217089e-31,6.69107966005433e-41,8.783171912280905e-38,4.097314428287731e-33,4.462965609256031e-43
3.427873920634822e-12,0.00299236199292705,0.0,0.0,0.00810601365119041,0.7999760924461787,0.09999822441773634,0.09999999957038955,5.561669395760339e-20,8.333524575577115e-26,4.0681891702262313e-25,3.7660892039567755e-37,4.27192789690566e-42,1.5054810533940069e-05,7.41277545268978e-17,5.79476276277879e-19,7.718462446376204e-25,1.7751590176388639e-06,4.296105385935584e-10,2.780138236371732e-12,9.259197063240074e-22,1.8990305137996425e-24,9.685282506523653e-23,4.288238670755253e-32,1.958911059669799e-43,1.3857517634420719e-38,1.638014716308641e-05,4.2046588145290785e-10,1.435149800797756e-33,4.846397240049215e-20,2.0150423284149997e-50,2.8920094988339017e-31,6.870763511992371e-41,9.089691202826303e-38,4.223199939335984e-33,4.585732738011491e-43
3.440885290514954e-12,0.00299236199292705,0.0,0.0,0.008105893119924495,0.7999760020082264,0.09999822278138751,0.09999999957039594,5.61801412858647e-20,8.475921831275048e-26,4.115674050106922e-25,3.8813214277293e-37,4.4265020688578056e-42,1.5111724501785313e-05,7.454412873559102e-17,5.925708755818574e-19,7.819797115754543e-25,1.7767952105296851e-06,4.296041459015053e-10,2.8054845545704727e-12,9.295447572727652e-22,1.9072652457463894e-24,9.85428695788886e-23,4.3849425595117727e-32,1.9897162655626638e-43,1.4281492551086445e-38,1.6442128118731474e-05,4.205964664670938e-10,1.4714827696892792e-33,4.886796600152168e-20,2.0835521718514544e-50,2.9331872148959775e-31,7.054505918333906e-41,9.405608410782174e-38,4.352417830577634e-33,4.711315998310482e-43
3.4538966603950864e-12,0.00299236199292705,0.0,0.0,0.008105772606610584,0.7999759115725676,0.09999822115984788,0.09999999957040234,5.675400482022384e-20,8.620157773339373e-26,4.163538531115209e-25,3.999591357288927e-37,4.585992451078412e-42,1.5168636770863685e-05,7.495820044268441e-17,5.8296834957627945e-19,7.922771852853167e-25,1.7784165960934185e-06,4.2959775421755417e-10,2.830949931626787e-12,9.331696986819116e-22,1.915499603479251e-24,1.0025550323428216e-22,4.4834122394318513e-32,2.0208886681380625e-43,1.4716643150785772e-38,1.650410763031271e-05,4.2072508369380166e-10,1.5085879368662321e-33,4.927359229295554e-20,2.1540949154274e-50,2.9747866820425667e-31,7.242381092197109e-41,9.731171792197634e-38,4.485042087956546e-33,4.839766803237127e-43
3.4669080302752186e-12,0.00299236199292705,0.0,0.0,0.008105652111116529,0.7999758211392018,0.09999821955298567,0.09999999957040874,5.72812020491413e-20,8.766248306420881e-26,4.211684634778684e-25,4.12096615353427e-37,4.750533751198886e-42,1.5225547341437824e-05,7.540360823291075e-17,5.843670755819208e-19,8.025737411075231e-25,1.7800233060293113e-06,4.2959136349421953e-10,2.8565343289116263e-12,9.367945305697886e-22,1.9237335838362683e-24,1.0199093485189483e-22,4.5836722659033047e-32,2.0524433605642728e-43,1.5163216487734564e-38,1.656608569797956e-05,4.208517614155751e-10,1.546478576313497e-33,4.968085040458372e-20,2.2267220656382972e-50,3.016789684835441e-31,7.43446428022022e-41,1.0066635109756942e-37,4.621148022370444e-33,4.971137253958471e-43
3.479919400155351e-12,0.00299236199292705,0.0,0.0,0.00810553163331135,0.7999757307081288,0.09999821796067036,0.09999999957041511,5.787379215220485e-20,8.914209401847683e-26,4.260310617506051e-25,4.2455141731768146e-37,4.9202637638121684e-42,1.528245621381006e-05,7.581385914607949e-17,5.9694780613733985e-19,8.130821059109414e-25,1.7816154708603958e-06,4.2958497375125745e-10,2.8822377073013806e-12,9.4041925295577e-22,1.9319671837607965e-24,1.0374937440839278e-22,4.6857474253889524e-32,2.084356627067291e-43,1.5621464014208524e-38,1.6628062321880472e-05,4.2097652750954734e-10,1.5851681358886512e-33,5.0089739471433784e-20,2.301486208692042e-50,3.059224459455517e-31,7.630831771058046e-41,1.0412257713003298e-37,4.760812285622604e-33,5.105480144916112e-43
3.492930770035483e-12,0.00299236199292705,0.0,0.0,0.008105411173065236,0.7999756402793484,0.09999821638277255,0.0999999995704215,5.854401324863225e-20,9.064057097572868e-26,4.309438458390231e-25,4.373304986368827e-37,5.0953234338268644e-42,1.533936338825666e-05,7.61817267111052e-17,5.919024582076845e-19,8.238572661598827e-25,1.7831932199520553e-06,4.29578585006852e-10,2.90806002718581e-12,9.440438658587495e-22,1.9402004002778117e-24,1.0553103287452178e-22,4.7896627375278684e-32,2.1166356366110554e-43,1.6091641645351022e-38,1.669003750216288e-05,4.2109940945193384e-10,1.6246702391717457e-33,5.050025863373665e-20,2.3784410293976247e-50,3.1021004474077166e-31,7.831560906280141e-41,1.0768304653519966e-37,4.904112890188017e-33,5.242848969778245e-43
