Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(48),CH2O2X(49),CH3OX(44),CH3X(50),CH4(39),CH4X(236),CH3O2X(47),CH4O2(169),H(23),HCO(31),OCHCO(260),SX(257),CH2OX(167),CHOX(166),SX(186),C2H6O(234),SX(408),SX(460),C2H4O(229),SX(525),SX(419)
1.2671292277182875e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968418467934527,0.4485965462661206,1.8234793738386237e-35,0.4569006120164892,4.92208653034737e-17,4.655882114323672e-23,1.5290288986051305e-12,7.244496193918355e-22,-2.9675839437690134e-34,0.00010996398508478275,3.6777837523473405e-17,1.331098171362962e-21,3.4847409648225075e-19,8.564231316319581e-17,3.2300941737841375e-10,7.026856573507556e-19,1.8917265740887388e-23,8.424180035694365e-16,2.6558343337667354e-21,2.868416340925717e-26,1.6100211143324467e-30,1.2105878566467414e-23,0.002891100095910105,3.237522843610601e-18,3.917925283602537e-25,-2.664269834217421e-35,-3.1478707838584874e-24,-3.4295721739682734e-23,9.575565431407586e-25,3.298904035763322e-22,1.5034567402723487e-22,2.2432676280303706e-34,1.2851991776022032e-75,6.485742379251049e-22,3.0072296423531905e-29,2.715047507683105e-28,-2.9793612369911863e-33,-1.3528518586966532e-31,-4.498212086564914e-35,-1.0369448886498664e-40,-8.003155633131135e-29,-2.1297163766869973e-28,-7.473094067051005e-34
1.2739452799093519e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968415590734062,0.44859654335533006,1.8424907290804497e-35,0.4569006120154479,4.9478460290610945e-17,4.728721245295233e-23,1.5368880230622373e-12,7.384291201921086e-22,-2.9674455419276255e-34,0.0001099639158533824,3.7106850423386345e-17,1.331303193165022e-21,3.4857058158779345e-19,8.622181760399858e-17,3.240428335428625e-10,7.098325144577489e-19,1.897493462785933e-23,8.424183863746364e-16,2.692853966946695e-21,2.908399071766396e-26,1.61830698836089e-30,1.2305646956847664e-23,0.0028911030413085554,3.2541648991186194e-18,3.9899889974106953e-25,1.9308643027980295e-35,-3.1562149220320203e-24,-3.361519520998035e-23,9.625300317991473e-25,3.3359413976816627e-22,1.5092064724721034e-22,2.2769961019941033e-34,1.3181258515906426e-75,6.548438059883374e-22,3.0375942133285946e-29,2.742464676632718e-28,-2.9737871288119102e-33,-1.3594666348045802e-31,-4.489523872235021e-35,-1.0420140566626817e-40,-8.042668326195643e-29,-2.125573094974605e-28,-7.4596585646609575e-34
1.2807613321004163e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968412877780581,0.44859654061075793,1.8615995734295304e-35,0.4569006120144112,4.973609213035382e-17,4.8023324108614555e-23,1.54474714249184e-12,7.526035692574276e-22,-2.9673038865264404e-34,0.00010996385057415954,3.7436911786172086e-17,1.3315082131525008e-21,3.486670880448829e-19,8.68023704707041e-17,3.250717304366682e-10,7.170157453433962e-19,1.9032351354412222e-23,8.424187698594192e-16,2.7301871402898065e-21,2.948720444640422e-26,1.6265929854078048e-30,1.2507567004149567e-23,0.002891105818512359,3.27080703302447e-18,4.063007164963087e-25,-1.626315033462776e-35,-3.1643902168110012e-24,-3.2925493778918354e-23,9.675039994654349e-25,3.3732172040657814e-22,1.5149395929447537e-22,2.311054932998797e-34,1.3517195504679224e-75,6.611406647530196e-22,3.068112176484903e-29,2.7700203563230436e-28,-2.968224283559778e-33,-1.3660685258283563e-31,-4.4808532198330526e-35,-1.047073377910865e-40,-8.082100603956897e-29,-2.1214381866218413e-28,-7.446250185664024e-34
1.2875773842914806e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968410319696221,0.4485965380229137,1.8808059071563717e-35,0.45690061201337884,4.9993760832144736e-17,4.876719938446563e-23,1.5526062571744002e-12,7.669746213353623e-22,-2.967158916392115e-34,0.00010996378902146061,3.77680170355595e-17,1.3317132314343217e-21,3.4876361505876694e-19,8.738396719525165e-17,3.2609612789571975e-10,7.24235347758479e-19,1.9089517025522306e-23,8.424191539848404e-16,2.7678346736218455e-21,2.9893813448270844e-26,1.634879103801147e-30,1.2711648811174806e-23,0.00289110843712502,3.28744924135867e-18,4.13698742252727e-25,-2.80378226659279e-35,-3.172394399534581e-24,-3.222654079062258e-23,9.724784442439579e-25,3.410731902956856e-22,1.5206561499031354e-22,2.3454456265126836e-34,1.385990246006622e-75,6.67464769744196e-22,3.098783521982415e-29,2.797714538113208e-28,-2.9626726784030095e-33,-1.3726575580448631e-31,-4.4722000938155156e-35,-1.0521228710578395e-40,-8.12145262907386e-29,-2.1173116346861767e-28,-7.432868876256761e-34
1.294393436482545e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968407907638559,0.44859653558284873,1.900109730536362e-35,0.45690061201235116,5.02514664048895e-17,4.951888157728176e-23,1.560465367374366e-12,7.815439355223389e-22,-2.967010569535046e-34,0.00010996373098251604,3.810016161490247e-17,1.331918248112962e-21,3.4886016187977593e-19,8.79666032287322e-17,3.271160456647048e-10,7.314913194360748e-19,1.9146432741189012e-23,8.424195387141794e-16,2.805797381512167e-21,3.0303826519372504e-26,1.6431653419439863e-30,1.2917902452197572e-23,0.0028911109062017084,3.3040915203459364e-18,4.21193742463478e-25,3.677737971378304e-35,-3.1802251826491523e-24,-3.1518259403239305e-23,9.774533642985607e-25,3.4484859415509263e-22,1.5263561914071063e-22,2.3801696862675918e-34,1.4209480062231403e-75,6.738160765445436e-22,3.1296082399230217e-29,2.825547213296964e-28,-2.9571322905155917e-33,-1.37923375766382e-31,-4.4635644587133796e-35,-1.0571625547999542e-40,-8.160724563869916e-29,-2.1131934222603834e-28,-7.419514582683758e-34
1.3012094886736094e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968405633270051,0.4485965332821249,1.919511043849577e-35,0.4569006120113278,5.0509208856987763e-17,5.0278414006203103e-23,1.5683244733410833e-12,7.963131752362224e-22,-2.9668587831431003e-34,0.00010996367625670469,3.8433340987113803e-17,1.3321232632849704e-21,3.489567278007664e-19,8.855027404134928e-17,3.2813150339776415e-10,7.3878365809247565e-19,1.920309959646286e-23,8.424199240128101e-16,2.8440760733067325e-21,3.071725239950378e-26,1.651451698312026e-30,1.3126337973064082e-23,0.002891113234280569,3.3207338664012923e-18,4.287864843966947e-25,-2.8342305406433244e-36,-3.1878802596628323e-24,-3.080057259009443e-23,9.824287578483883e-25,3.486479766203463e-22,1.5320397653648036e-22,2.4152286142598775e-34,1.4566029957854022e-75,6.801945407952602e-22,3.1605863203543274e-29,2.853518373106065e-28,-2.9516030972628927e-33,-1.3857971508287465e-31,-4.4549462791319024e-35,-1.0621924478578776e-40,-8.199916570333954e-29,-2.1090835324724067e-28,-7.4061872512421456e-34
1.3080255408646738e-08,0.0027079452504016393,0.0915567593028733,0.0,0.0049684034887292,0.4485965311127862,1.9390098473805965e-35,0.45690061201030896,5.0766988196361704e-17,5.104584001256445e-23,1.5761835753096603e-12,8.1128400818905605e-22,-2.9667034935753324e-34,0.00010996362465486019,3.876755063459847e-17,1.3323282770407374e-21,3.4905331215470864e-19,8.91349751223777e-17,3.291425206591288e-10,7.461123614280631e-19,1.925951868145321e-23,8.424203098480848e-16,2.8826715531609333e-21,3.1134099772394215e-26,1.6597381714482176e-30,1.333696539129317e-23,0.0028911154294122446,3.3373762761187702e-18,4.364777371241283e-25,-3.341541295015001e-35,-3.1953573051002878e-24,-3.0073403141554495e-23,9.874046231659137e-25,3.5247138224337743e-22,1.5377069195338544e-22,2.450623910751395e-34,1.49296547641958e-75,6.866001181969022e-22,3.191717753264723e-29,2.8816280087141455e-28,-2.9460850760199934e-33,-1.3923477636178765e-31,-4.4463455197501885e-35,-1.0672125689514533e-40,-8.239028810121411e-29,-2.1049819484852314e-28,-7.392886828279708e-34
1.3148415930557382e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968401466603382,0.448596529067331,1.95860614141833e-35,0.45690061200929455,5.1024804430483304e-17,5.182120295972676e-23,1.5840426735017797e-12,8.264581063599596e-22,-2.9665446363557006e-34,0.00010996357599861698,3.9102786059186196e-17,1.332533289465275e-21,3.491499143124112e-19,8.972070198012013e-17,3.3014911692374115e-10,7.534774271281379e-19,1.931569108138424e-23,8.424206961892213e-16,2.9215846200721704e-21,3.1554377266140736e-26,1.6680247599601625e-30,1.3549794696177926e-23,0.0028911174991877123,3.3540187462583493e-18,4.442682715098427e-25,5.519655639219842e-35,-3.202653974457872e-24,-2.9336673666053635e-23,9.92380958575396e-25,3.5631885549292607e-22,1.5433577015225252e-22,2.486357074270523e-34,1.5300458073216025e-75,6.930327645101735e-22,3.223002528593135e-29,2.9098761112391726e-28,-2.9405782041047232e-33,-1.3988856220450244e-31,-4.437762145320888e-35,-1.0722229368260287e-40,-8.278061444555336e-29,-2.100888653496756e-28,-7.379613260202039e-34
1.3216576452468026e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968399559903197,0.44859652713868575,1.978299926255856e-35,0.45690061200828447,5.1282657566399847e-17,5.260454623290928e-23,1.5919017681264675e-12,8.418371459681829e-22,-2.966382146166768e-34,0.00010996353011979358,3.943904278206342e-17,1.3327383006388438e-21,3.4924653368037447e-19,9.030745014186175e-17,3.3115131157785915e-10,7.608788528637115e-19,1.9371617876626046e-23,8.424210830071918e-16,2.9608160679122343e-21,3.1978093453600686e-26,1.6763114625183635e-30,1.376483584888839e-23,0.0028911194507645235,3.3706612737437597e-18,4.521588601989647e-25,1.555089406541384e-35,-3.2097679041590945e-24,-2.8590306591056443e-23,9.973577624488854e-25,3.6019044075495293e-22,1.5489921587908381e-22,2.5224296016132187e-34,1.5678544455630893e-75,6.994924355566701e-22,3.254440636234943e-29,2.9382626717461632e-28,-2.9350824589672288e-33,-1.4054107520604026e-31,-4.4291961206700913e-35,-1.0772235702488645e-40,-8.317014634627381e-29,-2.0968036307396725e-28,-7.366366493478087e-34
1.328473697437867e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968397762038333,0.44859652532018096,1.9980912021902642e-35,0.4569006120072787,5.154054761075802e-17,5.339591323902236e-23,1.5997608593808105e-12,8.574228074463149e-22,-2.9662159568433996e-34,0.00010996348685981111,3.977631634370469e-17,1.3329433106364527e-21,3.4934316969876636e-19,9.089521515382305e-17,3.3214912391964697e-10,7.683166362922539e-19,1.94273001426891e-23,8.424214702746272e-16,3.0003666854594513e-21,3.2405256852591324e-26,1.6845982778511907e-30,1.3982098782575108e-23,0.0028911212908915573,3.3873038556543737e-18,4.601502776064946e-25,-4.38176776482431e-35,-3.216696711510421e-24,-2.7834224165080703e-23,1.0023350332041089e-24,3.640861823330363e-22,1.5546103386516355e-22,2.558842987844126e-34,1.6064019464945657e-75,7.059790872195817e-22,3.2860320660332707e-29,2.9667876812509063e-28,-2.929597818150369e-33,-1.4119231795514038e-31,-4.4206474106969434e-35,-1.0822144879724118e-40,-8.355888540998801e-29,-2.0927268634813394e-28,-7.3531464746358704e-34
1.3352897496289313e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968396066794757,0.44859652360552754,2.017979969522513e-35,0.4569006120062774,5.1798474569826804e-17,5.419534740650118e-23,1.6076199474506424e-12,8.732167754136487e-22,-2.9660460013664463e-34,0.00010996344606914491,4.011460230380356e-17,1.3331483195285651e-21,3.4943982183951214e-19,9.148399258111072e-17,3.3314257315975045e-10,7.7579077505840945e-19,1.9482738950283267e-23,8.424218579657231e-16,3.0402372564306295e-21,3.283587592632078e-26,1.692885204742647e-30,1.4201593402473749e-23,0.0028911230259323494,3.403946489211213e-18,4.682432999061692e-25,7.351177542942293e-35,-3.2234379946573854e-24,-2.706834845873095e-23,1.0073127693038584e-24,3.680061244487559e-22,1.5602122882716035e-22,2.5955987262977148e-34,1.645698964155541e-75,7.124926754443501e-22,3.3177768077887926e-29,2.995451130721921e-28,-2.9241242591469737e-33,-1.4184229303433347e-31,-4.412115980373296e-35,-1.0871957087670643e-40,-8.39468332400141e-29,-2.0886583350236725e-28,-7.339953150268709e-34
1.3421058018199957e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968394468313241,0.44859652198879624,2.0379662285572921e-35,0.4569006120052805,5.205643844951879e-17,5.500289218514003e-23,1.6154790325111858e-12,8.89220738649701e-22,-2.9658722118564255e-34,0.00010996340760680782,4.0453896241203015e-17,1.3333533273819435e-21,3.4953648960449325e-19,9.207377800766723e-17,3.3413167842185995e-10,7.833012667946731e-19,1.9537935365356493e-23,8.424222460561466e-16,3.0804285595127717e-21,3.3269959083820976e-26,1.701172242031221e-30,1.4423329586010487e-23,0.0028911246618870978,3.4205891717754907e-18,4.7643870501938525e-25,4.122769384370232e-35,-3.2299893325410204e-24,-2.629260136538175e-23,1.0122909692523945e-24,3.719503112420643e-22,1.5657980546722646e-22,2.6326983085794535e-34,1.6857562516791375e-75,7.190331562392922e-22,3.349674851268829e-29,3.0242530110824376e-28,-2.9186617595063055e-33,-1.4249100302001207e-31,-4.4036017947436514e-35,-1.0921672514265552e-40,-8.43339914363854e-29,-2.08459802870303e-28,-7.3267864670426666e-34
1.3489218540110601e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968392961069096,0.44859652046439547,2.0580499796028897e-35,0.4569006120042878,5.231443925541053e-17,5.581859104592732e-23,1.6233381147276557e-12,9.05436390067883e-22,-2.965694519567194e-34,0.00010996337133986252,4.079419375382546e-17,1.3335583342588448e-21,3.496331725238482e-19,9.266456703621851e-17,3.3511645874325997e-10,7.908481091220346e-19,1.9592890449072676e-23,8.42422634522954e-16,3.120941368394594e-21,3.370751468008785e-26,1.709459388605046e-30,1.4647317182908247e-23,0.0028911262044134067,3.437231900844189e-18,4.847372726041784e-25,-6.02303856609439e-35,-3.236348284854621e-24,-2.5506904603393408e-23,1.0172696315929433e-24,3.7591878677164706e-22,1.571367684730921e-22,2.670143224567023e-34,1.7265846616914347e-75,7.2560048567618175e-22,3.381726186194153e-29,3.053193313214113e-28,-2.9132102969017873e-33,-1.4313845048249686e-31,-4.395104818924844e-35,-1.0971291347156435e-40,-8.472036159585963e-29,-2.0805459278900988e-28,-7.313646371689846e-34
1.3557379062021245e-08,0.0027079452504016393,0.0915567593028733,0.0,0.00496839153985308,0.4485965190270536,2.0782312229710736e-35,0.45690061200329946,5.2572476992761625e-17,5.664248748088146e-23,1.6311971942558346e-12,9.218654266893278e-22,-2.96551285487961e-34,0.000109963337142962,4.1135490458602253e-17,1.3337633402175919e-21,3.4972987015436947e-19,9.32563552882206e-17,3.3609693307536666e-10,7.984312996505912e-19,1.9647605257872586e-23,8.424230233445135e-16,3.161776451797819e-21,3.4148551016499833e-26,1.717746643400157e-30,1.4873566015293816e-23,0.0028911276588458475,3.453874674035334e-18,4.931397840442582e-25,8.985161363470686e-35,-3.242512392000813e-24,-2.4711179717224137e-23,1.0222487549078788e-24,3.7991159501526964e-22,1.5769212251815763e-22,2.707934962411556e-34,1.7681951467199425e-75,7.321946198907976e-22,3.4139308022480534e-29,3.082272027958631e-28,-2.9077698490047463e-33,-1.4378463798609996e-31,-4.3866250181056555e-35,-1.1020813774082393e-40,-8.510594531192805e-29,-2.076502015989787e-28,-7.300532811013022e-34
1.3625539583931889e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968390199753382,0.44859651767179975,2.0985099589769767e-35,0.45690061200231546,5.283055166653268e-17,5.747462500288724e-23,1.6390562712426067e-12,9.385095496168661e-22,-2.9653271472951844e-34,0.00010996330489791607,4.1477781991403e-17,1.3339683453137605e-21,3.498265820779914e-19,9.384913840380479e-17,3.370731202842542e-10,8.060508359801273e-19,1.9702080843526044e-23,8.42423412500428e-16,3.202934573508266e-21,3.459307634131406e-26,1.7260340053998793e-30,1.5102085877805602e-23,0.0028911290302144023,3.470517489086086e-18,5.0164702243810345e-25,7.726664799079591e-35,-3.2484791750489264e-24,-2.3905348077725986e-23,1.0272283378157685e-24,3.8392877987011567e-22,1.5824587226158173e-22,2.7460750085389154e-34,1.8105987595975435e-75,7.388155150834384e-22,3.4462886890904484e-29,3.1114891461188427e-28,-2.9023403934905713e-33,-1.4442956808918513e-31,-4.3781623575467637e-35,-1.1070239983075754e-40,-8.549074417482442e-29,-2.072466276441124e-28,-7.287445731895955e-34
1.3693700105842533e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968388936138641,0.4485965163939467,2.118886187938982e-35,0.45690061200133564,5.3088663281402346e-17,5.831504714553325e-23,1.64691534582647e-12,9.553704640091573e-22,-2.9651373254297345e-34,0.00010996327449328294,4.1821064006964427e-17,1.3341733495990674e-21,3.499233079003645e-19,9.444291204172137e-17,3.3804503915116987e-10,8.137067157006684e-19,1.9756318253089517e-23,8.424238019714641e-16,3.244416492406732e-21,3.5041098849738187e-26,1.734321473629873e-30,1.5332886537702245e-23,0.002891130323261858,3.48716034385238e-18,5.102597725881107e-25,-8.336129943572448e-35,-3.254246135692708e-24,-2.3089330884572132e-23,1.0322083789683144e-24,3.879703851531131e-22,1.5879802234836658e-22,2.7845648476509913e-34,1.8538066538576361e-75,7.454631275194053e-22,3.4787998363395607e-29,3.140844658462592e-28,-2.8969219081434372e-33,-1.4507324334422456e-31,-4.3697168025805123e-35,-1.1119570161737818e-40,-8.587475977153373e-29,-2.0684386927171472e-28,-7.274385081294479e-34
1.3761860627753176e-08,0.0027079452504016393,0.0915567593028733,0.0,0.0049683877446419274,0.4485965151890752,2.1393599101786293e-35,0.45690061200036014,5.334681184178334e-17,5.916379746294976e-23,1.654774418138012e-12,9.72449879054967e-22,-2.9649433170070196e-34,0.00010996324582398366,4.2165332178819004e-17,1.3343783531216787e-21,3.5002004724950986e-19,9.503767187928253e-17,3.390127083730393e-10,8.213989363930052e-19,1.9810318528966093e-23,8.424241917394879e-16,3.2862229624996707e-21,3.5492626684317257e-26,1.742609047157078e-30,1.556597773497178e-23,0.0028911315424602004,3.5038032362940234e-18,5.189788209898032e-25,1.0117036697729862e-34,-3.259810756208326e-24,-2.2263049167562696e-23,1.037188877051077e-24,3.9203645460125173e-22,1.5934857740944058e-22,2.8234059627270344e-34,1.897830084140602e-75,7.521374135294534e-22,3.511464233578814e-29,3.1703385557241415e-28,-2.891514370797113e-33,-1.4571566629785363e-31,-4.3612883186105163e-35,-1.116880449764608e-40,-8.625799368580089e-29,-2.064419248324813e-28,-7.261350806238454e-34
1.383002114966382e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968386621145654,0.448596514053018,2.1599311260205093e-35,0.4569006119993888,5.3604997351837554e-17,6.002091952964743e-23,1.6626334883003644e-12,9.897495079476004e-22,-2.964745048852378e-34,0.00010996321879093905,4.25105821992233e-17,1.3345833559278958e-21,3.5011679977455006e-19,9.563341361230405e-17,3.399761465629612e-10,8.291274956291912e-19,1.986408270897924e-23,8.424245817874022e-16,3.3283547329496566e-21,3.5947667935523704e-26,1.7508967250897248e-30,1.5801369182441597e-23,0.0028911326920260795,3.5204461644710816e-18,5.278049558210946e-25,1.2755330217646362e-34,-3.2651704994126757e-24,-2.1426423786398244e-23,1.042169830781441e-24,3.9612703187189008e-22,1.59897542061738e-22,2.862599835025012e-34,1.942680406597867e-75,7.58838329510214e-22,3.5442818703783214e-29,3.1999708286043214e-28,-2.8861177592753047e-33,-1.463568394909225e-31,-4.352876871111559e-35,-1.1217943178785066e-40,-8.664044749813923e-29,-2.060407926804887e-28,-7.248342853845922e-34
1.3898181671574464e-08,0.0027079452504016393,0.0915567593028733,0.0,0.0049683855617673345,0.448596512981846,2.180599835792176e-35,0.45690061199842175,5.386321981549027e-17,6.08864569403568e-23,1.6704925564296248e-12,1.0072710678594773e-21,-2.9645424468863445e-34,0.00010996319330072692,4.285680977908613e-17,1.334788358060755e-21,3.502135651445121e-19,9.623013295504598e-17,3.409353722506934e-10,8.368923909730168e-19,1.9917611826306336e-23,8.424249720990839e-16,3.3708125481056557e-21,3.640623064175463e-26,1.759184506571759e-30,1.603907056588889e-23,0.0028911337759353847,3.537089126547617e-18,5.367389669316118e-25,-1.1328114295123225e-34,-3.270322808622013e-24,-2.0579375433311756e-23,1.047151238904931e-24,4.0024216054305535e-22,1.6044492090827596e-22,2.902147944082989e-34,1.988369079282586e-75,7.655658319245917e-22,3.57725273627101e-29,3.229741467774539e-28,-2.8807320514725143e-33,-1.4699676545854514e-31,-4.344482425629471e-35,-1.1266986392573715e-40,-8.70221227858388e-29,-2.056404711731855e-28,-7.235361171312629e-34
1.3966342193485108e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968384562846156,0.4485965119718542,2.201366039824063e-35,0.4569006119974589,5.4121479236443654e-17,6.176045330986857e-23,1.678351622635263e-12,1.025016279916865e-21,-2.964335436118278e-34,0.00010996316926525924,4.320401064789647e-17,1.3349933595599034e-21,3.5031034304719926e-19,9.682782564015246e-17,3.418904038831285e-10,8.446936199804588e-19,1.9970906909532046e-23,8.424253626593325e-16,3.413597147533093e-21,3.686832278965639e-26,1.767472390782674e-30,1.62790915441518e-23,0.002891134797936996,3.553732120777622e-18,5.45781645832073e-25,1.0279659367500408e-34,-3.275265107610893e-24,-1.9721824634741396e-23,1.0521331001961356e-24,4.0438188411373216e-22,1.6099071853822944e-22,2.9420517677205304e-34,2.034907662553435e-75,7.723198773021315e-22,3.6103768207550534e-29,3.2596504638783073e-28,-2.875357225363281e-33,-1.4763544673014683e-31,-4.336104947780731e-35,-1.1315934326244421e-40,-8.740302112297466e-29,-2.0524095867138257e-28,-7.222405705909766e-34
1.4034502715395752e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968383620930335,0.44859651101954945,2.222229738449396e-35,0.45690061199650017,5.437977561818945e-17,6.264295227287443e-23,1.6862106870204955e-12,1.0429868691747517e-21,-2.9641239406399645e-34,0.00010996314660147746,4.355218055365119e-17,1.3351983604639369e-21,3.504071331881247e-19,9.742648741859068e-17,3.42841259824764e-10,8.525311802001064e-19,2.0023968982754433e-23,8.424257534538159e-16,3.4567092660437166e-21,3.7333952314846326e-26,1.7757603769384974e-30,1.652144174924103e-23,0.0028911357615657427,3.5703751454984604e-18,5.549337856837252e-25,1.9679256899851647e-34,-3.279994800571378e-24,-1.8853691750420614e-23,1.057115413457845e-24,4.085462460041454e-22,1.6153493952700375e-22,2.9823127820401337e-34,2.0823078194797434e-75,7.791004222393646e-22,3.6436541133256127e-29,3.2896978075301773e-28,-2.8699932589282036e-33,-1.482728858295085e-31,-4.327744403252304e-35,-1.1364787167612775e-40,-8.77831440804149e-29,-2.048422535392436e-28,-7.209476405002909e-34
1.4102663237306396e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968382732765165,0.44859651012163787,2.243190932004121e-35,0.45690061199554555,5.463810896402085e-17,6.353399748380883e-23,1.6940697496826453e-12,1.06118456459187e-21,-2.9639078836192247e-34,0.0001099631252310655,4.3901315262782725e-17,1.335403360808795e-21,3.5050393528950696e-19,9.802611405958895e-17,3.4378795835816066e-10,8.604050691735676e-19,2.007679906549133e-23,8.424261444690195e-16,3.50014963372527e-21,3.780312710183646e-26,1.7840484642848582e-30,1.676613078645205e-23,0.002891136670154625,3.587018199138303e-18,5.641961812878368e-25,-1.4887456757001975e-34,-3.2845092720725865e-24,-1.79748969761619e-23,1.062098177516815e-24,4.127352895560346e-22,1.6207758843630486e-22,3.0229324614286707e-34,2.1305813162276598e-75,7.859074234001282e-22,3.677084603445577e-29,3.3198834893199686e-28,-2.864640130183562e-33,-1.4890908527480967e-31,-4.319400757801603e-35,-1.1413545103813906e-40,-8.816249322582889e-29,-2.04444354144276e-28,-7.196573216041038e-34
1.417082375921704e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968381895281779,0.4485965092750137,2.2642496208268285e-35,0.45690061199459514,5.489647927704391e-17,6.443363261669137e-23,1.7019288107134762e-12,1.079611099005868e-21,-2.96368718729351e-34,0.00010996310508017886,4.425141056008647e-17,1.3356083606269493e-21,3.506007490893243e-19,9.862670135057425e-17,3.4473051768439576e-10,8.683152844358532e-19,2.012939817271751e-23,8.424265356922013e-16,3.543918975970962e-21,3.8275854984248696e-26,1.7923366520978054e-30,1.701316823447772e-23,0.002891137526846338,3.603661280204276e-18,5.735696290752478e-25,8.788750835143104e-35,-3.2888058870205396e-24,-1.708536034614683e-23,1.0670813912244596e-24,4.1694905803292093e-22,1.626186698142075e-22,3.063912278558857e-34,2.1797400224602257e-75,7.927408375158646e-22,3.710668280539943e-29,3.350207499814736e-28,-2.859297817228754e-33,-1.4954404757866927e-31,-4.311073977256125e-35,-1.1462208321560094e-40,-8.854107012369481e-29,-2.0404725885732224e-28,-7.183696086548182e-34
1.4238984281127683e-08,0.0027079452504016393,0.0915567593028733,0.0,0.0049683811055865265,0.4485965084767487,2.2854058052586863e-35,0.4569006119936489,5.515488656018803e-17,6.53419013649701e-23,1.7097878701995122e-12,1.098268209108625e-21,-2.9634617729634944e-34,0.0001099630860791892,4.460246224864827e-17,1.3358133599505611e-21,3.5069757434041765e-19,9.922824509710885e-17,3.456689559235081e-10,8.762618235157432e-19,2.0181767315016886e-23,8.424269271113476e-16,3.588018013508744e-21,3.875214374571418e-26,1.800624939686518e-30,1.7262563645521485e-23,0.0028911383346041405,3.620304387271932e-18,5.830549270959779e-25,2.9037283452511233e-34,-3.2928819906182644e-24,-1.6185001731152335e-23,1.0720650534573524e-24,4.2118759462036645e-22,1.6315818819522203e-22,3.1052537043907413e-34,2.2297959117446516e-75,7.996006213858966e-22,3.744405134041286e-29,3.380669829556266e-28,-2.8539662981968423e-33,-1.5017777524818447e-31,-4.3027640275132115e-35,-1.1510777008392031e-40,-8.891887633530769e-29,-2.036509660525507e-28,-7.17084496414778e-34
1.4375305324948971e-08,0.0027079452504016393,0.0915567593028733,0.0,0.004968379658803924,0.44859650701440934,2.328010662327029e-35,0.45690061199176857,5.56718120477326e-17,6.718451457771659e-23,1.7255059848588243e-12,1.136281122272374e-21,-2.962996470770822e-34,0.00010996305126807279,4.530741810290495e-17,1.3362233572311156e-21,3.508912582772297e-19,1.004341852693671e-16,3.4753354121793157e-10,8.922638632143208e-19,2.0285819724618267e-23,8.424277104928757e-16,3.677208034219955e-21,3.9715434789733115e-26,1.817201811550318e-30,1.776846643371286e-23,0.0028911398143332723,3.653590674100457e-18,6.023642740715678e-25,7.219150704164743e-35,-3.3003619458238588e-24,-1.4351497229608866e-23,1.0820337191084552e-24,4.297391444808915e-22,1.642325540371865e-22,3.1890272574455405e-34,2.332647655563521e-75,8.133991259270197e-22,3.8123383278469305e-29,3.442009408844908e-28,-2.8433355545946258e-33,-1.5144153668518026e-31,-4.2861944843734444e-35,-1.1607631535785507e-40,-8.967218292908435e-29,-2.028607814028058e-28,-7.145220531548883e-34
