Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(48),CH2O2X(49),CH3OX(44),CH3X(50),CH4(39),CH4X(236),CH3O2X(47),CH4O2(169),H(23),HCO(31),OCHCO(260),SX(257),CH2OX(167),CHOX(166),SX(186),C2H6O(234),SX(408),SX(460),C2H4O(229),SX(525),SX(419)
2.3866835321575778e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007871271727666985,0.4514633980827412,1.0613655729319215e-42,0.45690061233966056,9.655567437001767e-21,1.6545934168334576e-33,1.1497185424877312e-16,1.4587017978657372e-35,-1.9890960935613587e-43,3.7961739077083054e-05,3.8807698196124616e-22,2.5115165510777373e-21,9.289009386238221e-21,2.1844068941995077e-20,1.3669855891782363e-12,1.014133777395256e-25,2.1612949614990555e-25,3.6653760946987504e-16,6.859147433368626e-31,1.7440737162564343e-36,8.716066771653753e-35,-1.81899791683373e-35,6.024940382059128e-05,2.6845551020443384e-22,3.3385238620384082e-37,5.349378242981277e-34,-6.935976156872298e-25,2.6686274668700174e-23,1.423779548395525e-29,6.015318842351619e-31,6.179894877386967e-26,3.162191799260058e-44,7.408193904271098e-93,-6.31596810862414e-30,1.988142776844555e-36,3.9707433451347514e-35,-1.6357116607482188e-38,2.295881553190283e-44,-1.5204003464828009e-44,2.7262871797565656e-53,-1.5185683838627836e-40,-1.987030673794996e-37,-3.203996496591875e-42
2.3952703080752288e-11,0.0027079452504016393,0.0915567593028733,0.0,0.0078709271823697,0.45146311881915546,1.0794426388861281e-42,0.4569006123396557,9.759185037621615e-21,1.6949127966654795e-33,1.1646559573244172e-16,1.4949567086220495e-35,-1.989096085345136e-43,3.80923024902682e-05,3.908564129110382e-22,2.5167533846220966e-21,9.386471638600559e-21,2.205316334048702e-20,1.3718695334390701e-12,1.0313235220079042e-25,2.1693920611817495e-25,3.684471488492887e-16,6.958113857305101e-31,1.775268141876972e-36,8.851227302257228e-35,-1.817404615805897e-35,6.046338569980849e-05,2.722879894432647e-22,3.442689947191313e-37,2.503356934198543e-33,-6.935893236652237e-25,2.6686266374709763e-23,1.4533913418216235e-29,6.18837304947419e-31,6.223890581711396e-26,3.2281605800877e-44,7.70062033619721e-93,-6.266715688119031e-30,2.0352151533941275e-36,4.067058663214248e-35,-1.616103875821957e-38,2.2860539614243626e-44,-1.5374887733018041e-44,2.713317276145198e-53,-1.5330859955940286e-40,-1.9870352492025493e-37,-3.202955436418591e-42
2.4038570839928797e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007870582713467895,0.45146283960361167,1.097754061531473e-42,0.4569006123396508,9.86339759504178e-21,1.7360548000955554e-33,1.1797225018120898e-16,1.5319872316056686e-35,-1.9890960771274846e-43,3.822280919668189e-05,3.9364563412939007e-22,2.5219452888226005e-21,9.484457940054686e-21,2.2263341583668925e-20,1.376753236648763e-12,1.0487345338812035e-25,2.177490465826497e-25,3.7035528334815354e-16,7.058238452006316e-31,1.806927518927065e-36,8.987891361791261e-35,-1.8157792286197525e-35,6.0677347890315346e-05,2.761579686165141e-22,3.5497361787730966e-37,-1.2677766582736883e-33,-6.935810316461324e-25,2.668625808646182e-23,1.4834836628630922e-29,6.3656290034166465e-31,6.268037179779478e-26,3.295245279796508e-44,8.00336645178234e-93,-6.216274105423638e-30,2.0832138008787716e-36,4.165273875809867e-35,-1.596731025049216e-38,2.276082586875369e-44,-1.5545258561791435e-44,2.7001752818884395e-53,-1.5475237587904146e-40,-1.9870397408586633e-37,-3.201563568912395e-42
2.4124438599105307e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007870238321088708,0.451462560436172,1.1163018614196279e-42,0.4569006123396459,9.968204861022415e-21,1.7780328590107465e-33,1.194918627642125e-16,1.5698074885609243e-35,-1.989096068909734e-43,3.835325906612092e-05,3.964446442866292e-22,2.527092416728772e-21,9.582967605940328e-21,2.2474602890172348e-20,1.3816366988561587e-12,1.066368694719786e-25,2.1855901650661315e-25,3.7226196295347684e-16,7.159534098550392e-31,1.839058144829875e-36,9.126029559588122e-35,-1.8141211876777312e-35,6.0891290395178766e-05,2.8006561784381283e-22,3.6597304519088108e-37,2.9066447089116157e-33,-6.935727396301677e-25,2.668624979027146e-23,1.514061862146264e-29,6.5471696745125405e-31,6.312334605010103e-26,3.3634602277660127e-44,8.316752216895493e-93,-6.164619978152323e-30,2.1321530131512565e-36,4.265417076540905e-35,-1.5775902946281484e-38,2.2659670251533584e-44,-1.571511149899825e-44,2.6868583360775015e-53,-1.5618821744009408e-40,-1.9870441493248746e-37,-3.199833197862761e-42
2.4210306358281817e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007869894005359037,0.45146228131689853,1.1350880657371377e-42,0.456900612339641,1.0073606574439722e-20,1.8208605576444626e-33,1.2102447836421453e-16,1.6084318108956844e-35,-1.9890960606920556e-43,3.848365196861575e-05,3.9925344205355127e-22,2.532194920661121e-21,9.681999938729992e-21,2.2686946452148567e-20,1.386519920110175e-12,1.0842278920744932e-25,2.1936911485405774e-25,3.741671379400244e-16,7.262013804896056e-31,1.8716660574270117e-36,9.265656565525414e-35,-1.812429916299685e-35,6.110521321746889e-05,2.8401110650604897e-22,3.772741890679527e-37,-2.689511788163358e-33,-6.935644476171701e-25,2.668624150385464e-23,1.5451313134765825e-29,6.733079194475782e-31,6.356782790680776e-26,3.4328198676082206e-44,8.64110589777413e-93,-6.1117295936484346e-30,2.1820472360991475e-36,4.36751659314554e-35,-1.5586789025813946e-38,2.2557068782699947e-44,-1.5884442155603353e-44,2.6733618173963967e-53,-1.576161743315635e-40,-1.987048475160562e-37,-3.197776349441386e-42
2.4296174117458326e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007869549766405578,0.4514620022458528,1.154114707418003e-42,0.45690061233963614,1.0179602462968272e-20,1.8645516136913772e-33,1.2257014161318743e-16,1.6478747164441228e-35,-1.9890960524748903e-43,3.8613987774400866e-05,4.020720261013609e-22,2.537252952365557e-21,9.781554229718345e-21,2.2900371438794654e-20,1.3914029004597942e-12,1.1023140185561825e-25,2.2017934058852846e-25,3.7607075883450877e-16,7.365690689840747e-31,1.9047575224255236e-36,9.406787317315494e-35,-1.81070483085878e-35,6.131911636025856e-05,2.8799460333348214e-22,3.888840706453601e-37,1.4668742718582408e-34,-6.935561556073402e-25,2.668623320900863e-23,1.576697410751029e-29,6.923442713506188e-31,6.40138166994596e-26,3.5033387428787863e-44,8.976762912257463e-93,-6.057578954349347e-30,2.232911047907949e-36,4.4716009581445246e-35,-1.5399940943555205e-38,2.2453017538228543e-44,-1.6053246197646882e-44,2.659687091727851e-53,-1.5903629663182227e-40,-1.987052718924443e-37,-3.195404808598528e-42
2.4382041876634836e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007869205604354668,0.4514617232230967,1.1733838290707339e-42,0.45690061233963125,1.02861922353553e-20,1.90911997299452e-33,1.241288967153771e-16,1.6881510457044626e-35,-1.989096044258443e-43,3.874426635405765e-05,4.049003951019567e-22,2.542266662713093e-21,9.881629751331679e-21,2.3114876980636937e-20,1.3962856399541076e-12,1.120628975284379e-25,2.209896926746496e-25,3.7797277659323377e-16,7.470578061732784e-31,1.9383391057688747e-36,9.54942689432843e-35,-1.8089453354486247e-35,6.15329998266254e-05,2.920162759391325e-22,4.008098988346344e-37,-2.2063523752076314e-33,-6.9354786360056e-25,2.66862249193549e-23,1.6087655815620803e-29,7.118347126108985e-31,6.446131175751763e-26,3.57503156741321e-44,9.32407080068156e-93,-6.002143573641286e-30,2.284759205729467e-36,4.577699055812732e-35,-1.5215331612741653e-38,2.23475126887889e-44,-1.622151938453638e-44,2.645835782889052e-53,-1.6044863439270996e-40,-1.987056881173361e-37,-3.192729957314873e-42
2.4467909635811346e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007868861519332452,0.4514614442486915,1.192897478777905e-42,0.45690061233962637,1.0393375589657435e-20,1.9545797125132576e-33,1.2570078763032962e-16,1.7292758280483938e-35,-1.989096036043011e-43,3.887448757836516e-05,4.0773854772763337e-22,2.5472362020260605e-21,9.982225765343543e-21,2.3330462186309633e-20,1.4011681386422695e-12,1.1391746681897435e-25,2.2180017007802854e-25,3.7987314241822996e-16,7.576689337880296e-31,1.972417373742684e-36,9.693580519942092e-35,-1.80715082690504e-35,6.174686361964964e-05,2.9607629129613856e-22,4.130589903369587e-37,2.6157604479257147e-33,-6.935395715969653e-25,2.668621662252921e-23,1.6413412722960343e-29,7.317880332048588e-31,6.491031240925981e-26,3.647913152078158e-44,9.683384746471292e-93,-5.945398682742408e-30,2.3376066198769942e-36,4.685839964754025e-35,-1.503293420526248e-38,2.2240550458724666e-44,-1.6389257528601414e-44,2.631806440178284e-53,-1.61853237646055e-40,-1.987060962463293e-37,-3.189762955206827e-42
2.4553777394987856e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007868517511464727,0.45146116532269864,1.2126577138615945e-42,0.4569006123396215,1.0501152205696692e-20,2.0009451336893966e-33,1.2728585789876433e-16,1.7712644119871304e-35,-1.9890960278282247e-43,3.900465131844029e-05,4.1058648265136117e-22,2.5521617200056133e-21,1.0083341515387367e-20,2.35471261274509e-20,1.406050396573538e-12,1.157953011312385e-25,2.2261077176504995e-25,3.8177180793197013e-16,7.684038122154119e-31,2.006998698381961e-36,9.839260650628725e-35,-1.805320689745141e-35,6.196070774241598e-05,3.0017481526818883e-22,4.256388505530567e-37,-2.0305740560025367e-33,-6.935312795963758e-25,2.668620833517499e-23,1.6744299613134052e-29,7.522131953118564e-31,6.536081798095021e-26,3.7219984743701903e-44,1.0055071558795948e-92,-5.887319029324917e-30,2.3914683576827726e-36,4.7960531075217985e-35,-1.4852722325797102e-38,2.2132127164075865e-44,-1.6556456532587567e-44,2.617597742282561e-53,-1.6325015638482366e-40,-1.9870649633478624e-37,-3.1865145829588215e-42
2.4639645154164365e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007868173580877151,0.45146088644517957,1.2326665954033715e-42,0.4569006123396166,1.0609521755968137e-20,2.048230633129485e-33,1.2888415088600277e-16,1.814132285829532e-35,-1.9890960196144622e-43,3.913475744553977e-05,4.1344419854638996e-22,2.557043365895969e-21,1.0184976237810955e-20,2.3764867860629335e-20,1.4109324137972164e-12,1.1769659219869033e-25,2.234214967009884e-25,3.836687249329436e-16,7.792638097525337e-31,2.042089659809435e-36,9.986475648820984e-35,-1.8034543030686672e-35,6.21745321980111e-05,3.043120132565039e-22,4.385570637502103e-37,3.269512851497351e-33,-6.935229875989988e-25,2.668620003787754e-23,1.7080371393606807e-29,7.731192346861263e-31,6.581282779802763e-26,3.7973025805082837e-44,1.0439504714082688e-92,-5.82787915433272e-30,2.446359629373815e-36,4.908368037763058e-35,-1.4674669754033335e-38,2.202223915824738e-44,-1.6723112336082934e-44,2.603210228259472e-53,-1.6463944057342818e-40,-1.9870688843806555e-37,-3.182995478297187e-42
2.4725512913340875e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007867829727695006,0.4514606076161952,1.2529261941869374e-42,0.4569006123396117,1.0718483893658624e-20,2.0964508489513976e-33,1.3049570950819215e-16,1.85789528839298e-35,-1.9890960114010415e-43,3.926480583128118e-05,4.1631169408669153e-22,2.561881288513277e-21,1.0287129149789344e-20,2.398368640350438e-20,1.4158141903627176e-12,1.1962153260478404e-25,2.2423234385265596e-25,3.8556384567035447e-16,7.902503147634216e-31,2.0776972900407487e-36,1.0135229473939097e-34,-1.8015510326094036e-35,6.238833698952637e-05,3.08488049458421e-22,4.518214212727378e-37,-3.461243704687885e-33,-6.9351469560458335e-25,2.6686191752613897e-23,1.7421683306883427e-29,7.945153727735053e-31,6.626634118379325e-26,3.8738406954417775e-44,1.0837069746391446e-92,-5.767053077916515e-30,2.502295807484457e-36,5.02281467755022e-35,-1.4498750719504544e-38,2.1910882892205852e-44,-1.6889220974879676e-44,2.588643893174722e-53,-1.660211401225027e-40,-1.9870727261123067e-37,-3.179215883055723e-42
2.4811380672517385e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007867485952043486,0.45146032883580656,1.2734385837697118e-42,0.4569006123396068,1.0828038266658458e-20,2.1456204938809346e-33,1.321205765461626e-16,1.902569376253176e-35,-1.989096003188821e-43,3.9394796347388046e-05,4.1918896794644816e-22,2.566675636094563e-21,1.0389799463234999e-20,2.4203580762597175e-20,1.4206957263194887e-12,1.2157031517540355e-25,2.2504331218827755e-25,3.874571225291318e-16,8.013647218136604e-31,2.1138284799786032e-36,1.0285532031586607e-34,-1.799610239580035e-35,6.260212212005462e-05,3.1270308771666717e-22,4.654397753190451e-37,5.0130767616746544e-33,-6.935064036134401e-25,2.6686183452148464e-23,1.7768290680131925e-29,8.1641088930152e-31,6.67213574609323e-26,3.951628095950879e-44,1.1248159107714902e-92,-5.704814656565314e-30,2.5592924101914553e-36,5.139423040034225e-35,-1.4324939579758815e-38,2.1798054844630435e-44,-1.7054778512094978e-44,2.5738977209541926e-53,-1.6739530490505434e-40,-1.9870764890942787e-37,-3.175185944279755e-42
2.4897248431693894e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007867142254047376,0.45146005010407464,1.294205848159971e-42,0.45690061233960194,1.0938184501975584e-20,2.1957545457481635e-33,1.3375879428920546e-16,1.9481708874490497e-35,-1.9890959949772986e-43,3.95247288659774e-05,4.220760188006293e-22,2.5714265565123536e-21,1.0492986369349209e-20,2.4424549902470716e-20,1.4255770217170976e-12,1.2354313365081716e-25,2.2585440067604297e-25,3.8934850838728435e-16,8.126084474989314e-31,2.150489610004499e-36,1.0437393718088845e-34,-1.7976312705840234e-35,6.281588759269384e-05,3.1695729054810247e-22,4.794202079034128e-37,1.4192804498688276e-33,-6.934981116252786e-25,2.668617516375411e-23,1.812024919939141e-29,8.388152682447465e-31,6.717787594980998e-26,4.0306802541513424e-44,1.1673178675747641e-92,-5.641137173704659e-30,2.6173651328348197e-36,5.258223539248579e-35,-1.4153211173756447e-38,2.168375160019e-44,-1.7219781115363676e-44,2.558971460104237e-53,-1.6876198472337701e-40,-1.987080173874503e-37,-3.170915385862937e-42
2.4983116190870404e-11,0.0027079452504016393,0.0915567593028733,0.0,0.00786679863383122,0.4514597714210601,1.3152300773718068e-42,0.45690061233959706,1.1048922214661952e-20,2.2468681430312166e-33,1.3541040473254277e-16,1.9947163994737e-35,-1.989095986766436e-43,3.965460325939902e-05,4.249728453246689e-22,2.5761341972611485e-21,1.0596689047498871e-20,2.4646592763519506e-20,1.430458076605183e-12,1.25540182295217e-25,2.266656082840434e-25,3.9123795641763373e-16,8.239829217645134e-31,2.1876878470081497e-36,1.0590820123733142e-34,-1.7956134630666576e-35,6.302963341054512e-05,3.212508196720662e-22,4.937709411023744e-37,6.834728666539646e-33,-6.9348981964030045e-25,2.6686166866353705e-23,1.8477614748168122e-29,8.617381182987113e-31,6.763589596943755e-26,4.1110127577164525e-44,1.211254427186467e-92,-5.5759935628146325e-30,2.6765298063990564e-36,5.379246817479212e-35,-1.398354061383922e-38,2.156796980520942e-44,-1.7384225013120998e-44,2.5438649185511246e-53,-1.7012122931542715e-40,-1.9870837809999444e-37,-3.166413703927092e-42
2.5068983950046914e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007866455091519398,0.4514594927868235,1.3365133658025375e-42,0.45690061233959217,1.1160251011101387e-20,2.2989765406599637e-33,1.3707544965842802e-16,2.0422226737960134e-35,-1.989095978556075e-43,3.978441940017129e-05,4.278794461943374e-22,2.580798705464237e-21,1.0700906668463836e-20,2.4869708268511645e-20,1.435338891033435e-12,1.2756165575548292e-25,2.2747693398087813e-25,3.931254200065464e-16,8.354895842317523e-31,2.225430589087978e-36,1.0745819572255403e-34,-1.7935561475009484e-35,6.324335957671167e-05,3.2558383623354586e-22,5.085002973263862e-37,-5.899692165393612e-33,-6.934815276582343e-25,2.6686158587106086e-23,1.8840443353062097e-29,8.85189138559938e-31,6.809541683784283e-26,4.1926412778952084e-44,1.2566679536789797e-92,-5.50935650389842e-30,2.736802419700734e-36,5.502523676550142e-35,-1.381590321265757e-38,2.1450706150670282e-44,-1.7548106477837401e-44,2.528577635191924e-53,-1.7147308837390847e-40,-1.9870873110164163e-37,-3.161690229730486e-42
2.5154851709223423e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007866111627235998,0.4514592142014254,1.3580578151950203e-42,0.4569006123395873,1.1272170482995156e-20,2.3520951914050014e-33,1.3875397048692766e-16,2.090706767406092e-35,-1.9890959703465297e-43,3.991417716109892e-05,4.307958200859768e-22,2.5854202278730494e-21,1.0805638388500645e-20,2.5093895310637416e-20,1.4402194650516317e-12,1.2960774931884055e-25,2.2828837673653053e-25,3.9501085290343907e-16,8.471298909646864e-31,2.263724821299251e-36,1.0902400307813219e-34,-1.7914586430188236e-35,6.345706609430047e-05,3.2995650039138223e-22,5.236167729915813e-37,1.0645175378446118e-32,-6.9347323567955375e-25,2.6686150278582563e-23,1.920879128303392e-29,9.091781817470858e-31,6.855643787139086e-26,4.275581628355152e-44,1.3036020040273964e-92,-5.44119824575345e-30,2.798199120278445e-36,5.628085200602362e-35,-1.3650274616188184e-38,2.1331957403423386e-44,-1.7711421856801893e-44,2.5131093522570585e-53,-1.728176115082722e-40,-1.9870907644683884e-37,-3.156754013204223e-42
2.5240719468399933e-11,0.0027079452504016393,0.0915567593028733,0.0,0.00786576824110487,0.45145893566492634,1.379865533375719e-42,0.4569006123395824,1.1384680209914528e-20,2.4062397137297608e-33,1.404460083360943e-16,2.1401859861038676e-35,-1.9890959621374047e-43,4.004387641522494e-05,4.33721965676404e-22,2.5899989108563322e-21,1.0910883351871942e-20,2.5319152758580483e-20,1.4450997987096217e-12,1.3167865880259006e-25,2.2909993552123877e-25,3.968942091604323e-16,8.589053117960268e-31,2.3025775256199266e-36,1.10605702370766e-34,-1.789320259280472e-35,6.367075296642164e-05,3.343689714814341e-22,5.391290100627655e-37,-1.5990913295816938e-32,-6.934649437035406e-25,2.6686142013242665e-23,1.9582715004904652e-29,9.337152294605839e-31,6.901895838506583e-26,4.3598497413098133e-44,1.3521012074383651e-92,-5.371490675733068e-30,2.8607362147024706e-36,5.755962704687172e-35,-1.348663074589861e-38,2.1211720393153302e-44,-1.7874167559265458e-44,2.4974597749689034e-53,-1.7415484825557356e-40,-1.9870941418981025e-37,-3.1516138763501216e-42
2.5326587227576443e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007865424933249649,0.45145865717738626,1.4019386334356128e-42,0.4569006123395775,1.1497779760890632e-20,2.461425871192773e-33,1.4215160405967194e-16,2.1906778587889353e-35,-1.989095953928776e-43,4.017351703580053e-05,4.366578816428517e-22,2.594534900510378e-21,1.1016640692427595e-20,2.5545479459799078e-20,1.4499798920573184e-12,1.3377458048226073e-25,2.2991160930488923e-25,3.9877544309450547e-16,8.708173286160307e-31,2.34199616978253e-36,1.1220337257252924e-34,-1.787140297426693e-35,6.388442019618798e-05,3.3882140811629043e-22,5.550457791602391e-37,-1.84855550613135e-33,-6.934566517310048e-25,2.6686133707127795e-23,1.996227115672368e-29,9.588103762555703e-31,6.948297769265015e-26,4.4454616526474574e-44,1.4022111159669758e-92,-5.300205364257696e-30,2.924430147604409e-36,5.88618770563677e-35,-1.3324947760652785e-38,2.108999200434854e-44,-1.803634004852465e-44,2.481628560963011e-53,-1.7548484808448394e-40,-1.987097443846889e-37,-3.146278443124153e-42
2.5412454986752953e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007865081703793604,0.45145837873886535,1.4242792373163588e-42,0.45690061233957263,1.161146868716651e-20,2.5176696752481227e-33,1.4387079806121546e-16,2.2422002986799734e-35,-1.989095945720566e-43,4.030309889643053e-05,4.396035666632575e-22,2.5990283425513682e-21,1.1122909526463605e-20,2.5772874226029338e-20,1.454859745144741e-12,1.3589571140280497e-25,2.3072339705890147e-25,4.006545094736548e-16,8.828674439156961e-31,2.381988322200686e-36,1.1381709255151592e-34,-1.784918043948035e-35,6.409806778671681e-05,3.4331396766989495e-22,5.713760728425276e-37,-2.3773047004143357e-32,-6.934483597612038e-25,2.668612543708251e-23,2.034751666263014e-29,9.844739099535646e-31,6.994849510589142e-26,4.532433574805738e-44,1.4539788440956747e-92,-5.2273133395589856e-30,2.9892975472601564e-36,6.01879206677456e-35,-1.3165202216441067e-38,2.0966769214292587e-44,-1.8197935879387987e-44,2.4656153916321986e-53,-1.7680766034044967e-40,-1.9871006708535357e-37,-3.140756007621307e-42
2.5498322745929462e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007864738552859822,0.4514581003494237,1.4468894719639464e-42,0.45690061233956775,1.1725746529956015e-20,2.5749872797171565e-33,1.4560363048737368e-16,2.2947714381176215e-35,-1.9890959375139476e-43,4.043262187092139e-05,4.425590194159604e-22,2.603479382404896e-21,1.1229688960385016e-20,2.6001335848796593e-20,1.4597393580219673e-12,1.3804224904390397e-25,2.3153529775580307e-25,4.025313633232175e-16,8.950571720175259e-31,2.422561260682817e-36,1.1544694075591024e-34,-1.7826527769873278e-35,6.431169574112805e-05,3.478468068081414e-22,5.8812901098264044e-37,2.7467890249120707e-32,-6.934400677952525e-25,2.668611709387565e-23,2.0738508605133602e-29,1.0107162296210849e-30,7.041550993538204e-26,4.620781820797387e-44,1.5074524900254442e-92,-5.1527853178229e-30,3.055355203397567e-36,6.153807841907433e-35,-1.3007370893189545e-38,2.084204905272635e-44,-1.8358951658393796e-44,2.4494199835468533e-53,-1.7812333429615743e-40,-1.9871038234567108e-37,-3.1350546836185536e-42
2.5584190505105972e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007864395480571018,0.451457822009121,1.4697714727557844e-42,0.45690061233956286,1.1840612813373812e-20,2.6333950820769378e-33,1.4735014104498508e-16,2.3484097876763262e-35,-1.989095929306978e-43,4.056208583342398e-05,4.45524238579987e-22,2.6078881653269277e-21,1.1336978083761081e-20,2.6230863085521553e-20,1.4646187307391818e-12,1.4021439161638262e-25,2.3234731036840157e-25,4.0440596010893847e-16,9.073880474924027e-31,2.463722393479413e-36,1.1709299531544794e-34,-1.780343760282334e-35,6.452530406254609e-05,3.524200809731215e-22,6.053139360005943e-37,-3.918943403263712e-32,-6.9343177583120835e-25,2.6686108868568946e-23,2.1135304336305642e-29,1.0375479247825801e-30,7.088402148974798e-26,4.710522876231132e-44,1.562681646734079e-92,-5.0765914809888626e-30,3.1226200652071944e-36,6.291267422742086e-35,-1.2851430945370682e-38,2.0715828639064353e-44,-1.8519384080515584e-44,2.433042064677847e-53,-1.7943191909353332e-40,-1.987106902189574e-37,-3.129182276191182e-42
2.5670058264282482e-11,0.0027079452504016393,0.0915567593028733,0.0,0.00786405248704978,0.451457543718017,1.492927378495365e-42,0.456900612339558,1.1956067054700466e-20,2.6929095829012926e-33,1.4911036925809757e-16,2.4031340261177412e-35,-1.9890959211030726e-43,4.0691490658231615e-05,4.484992228346462e-22,2.6122548362527478e-21,1.1444775979439637e-20,2.646145467974869e-20,1.469497863346608e-12,1.4241233762770228e-25,2.331594338683656e-25,4.0627825547955114e-16,9.198616134784749e-31,2.5054797475498553e-36,1.1875533412740469e-34,-1.7779902511915034e-35,6.473889275409706e-05,3.5703394509895917e-22,6.229402832036233e-37,6.611080891361615e-32,-6.934234838720441e-25,2.668610047130957e-23,2.1537961310035054e-29,1.0649796660650076e-30,7.135402907680961e-26,4.801673297861297e-44,1.619716762056276e-92,-4.998701783545199e-30,3.191109233881042e-36,6.431203328193427e-35,-1.269735967910697e-38,2.0588105128953662e-44,-1.8679229876453985e-44,2.4164813453341653e-53,-1.8073346381345935e-40,-1.987109907589621e-37,-3.123146477700386e-42
2.575592602345899e-11,0.0027079452504016393,0.0915567593028733,0.0,0.00786370957241831,0.4514572654761714,1.5163593368199308e-42,0.4569006123395531,1.2072108753136594e-20,2.7535475446910718e-33,1.5088435417976331e-16,2.4589632502509953e-35,-1.9890959128960887e-43,4.0820836220005436e-05,4.514839708599806e-22,2.616579540160921e-21,1.1553081712502293e-20,2.669310933921958e-20,1.4743767558945799e-12,1.4463628634961976e-25,2.339716672298022e-25,4.081482055552287e-16,9.324794348808132e-31,2.5478413140562942e-36,1.204340348074511e-34,-1.7755914911782924e-35,6.495246181891179e-05,3.616885527970994e-22,6.4101773167244344e-37,-1.0608598216415336e-31,-6.934151919131016e-25,2.668609235154745e-23,2.194653726133879e-29,1.0930223291948806e-30,7.182553200230047e-26,4.894249827416846e-44,1.678609830852646e-92,-4.919085604683364e-30,3.2608399743907186e-36,6.57364843831799e-35,-1.254513478962324e-38,2.0458875773340886e-44,-1.8838485870895873e-44,2.3997375560656016e-53,-1.8202801738615702e-40,-1.987112840182151e-37,-3.116954658389652e-42
2.58417937826355e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007863366736798709,0.45145698728364336,1.5400694978891313e-42,0.4569006123395482,1.2188737402983483e-20,2.8153258105548588e-33,1.526721347234853e-16,2.515916686476909e-35,-1.9890959046961917e-43,4.095012239351444e-05,4.544784813362462e-22,2.6208624215008483e-21,1.1661894343220719e-20,2.6925825761437337e-20,1.4792554084334622e-12,1.4688643727170836e-25,2.347840094283331e-25,4.100157665957849e-16,9.452430833045565e-31,2.5908144134829484e-36,1.2212917454664422e-34,-1.7731467167938885e-35,6.516601126012245e-05,3.663840572920461e-22,6.5955603199657986e-37,1.730080279709496e-31,-6.934068999619432e-25,2.6686083780502305e-23,2.2361089991876034e-29,1.1216868538451489e-30,7.229852957135292e-26,4.988269260240532e-44,1.739413732487977e-92,-4.8377121442940686e-30,3.331829707669133e-36,6.718635720247159e-35,-1.2394734083464067e-38,2.0328137849718175e-44,-1.8997148914698754e-44,2.3828104274092527e-53,-1.8331562868556373e-40,-1.9871157005079282e-37,-3.110614117774317e-42
2.592766154181201e-11,0.0027079452504016393,0.0915567593028733,0.0,0.007863023980312673,0.45145670914049246,1.5640600213634823e-42,0.4569006123395433,1.2305952479012178e-20,2.878261510921549e-33,1.5447374928813287e-16,2.574014017406183e-35,-1.9890958964973446e-43,4.1079349053928676e-05,4.574827529444985e-22,2.625103624857486e-21,1.1771212912700759e-20,2.7159602605344553e-20,1.4841338210137393e-12,1.4916299070423802e-25,2.355964594379955e-25,4.118808953760072e-16,9.581541542315823e-31,2.63440690719439e-36,1.2384083033702021e-34,-1.770655147243853e-35,6.537954108086632e-05,3.711206103555796e-22,6.785652049672757e-37,6.235487980360425e-32,-6.933986080101556e-25,2.668607559920369e-23,2.2781677602903262e-29,1.150984405024272e-30,7.277302108683482e-26,5.083748593721618e-44,1.8021830658204776e-92,-4.7545499702395795e-30,3.404096033092178e-36,6.866198533294594e-35,-1.2246135783386415e-38,2.019588873896639e-44,-1.9155215960685348e-44,2.3656997172067285e-53,-1.8459634641153932e-40,-1.9871184890885697e-37,-3.1041318119736136e-42
