Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357),OCCO(227),SX(387),SX(190),SX(495),SX(318),SX(533),SX(213),S(309),C2H4O3(79),SX(386),SX(390),SX(718),SX(572),S(233),SX(1093),SX(1139),SX(217),SX(923),SX(1337),S(257),SX(1387)
1.2998574096933053e-11,0.0005579325240476547,0.0915567593028733,0.0,0.0016205497683575369,0.4515316060262284,7.424599070448504e-23,0.4569006123400239,2.6314550121343443e-20,8.605276537250107e-28,4.74723634550897e-16,3.3158371258180385e-30,8.257266053727419e-33,2.084663808555797e-05,3.2166346820227706e-22,4.969801147310817e-21,2.677202765939463e-20,4.357992940709426e-20,1.0002286270073673e-12,1.4723809514751766e-20,2.18597444307497e-24,1.067668048412449e-15,5.661561975200537e-26,3.524174960751679e-31,4.688454686220006e-34,2.250571572134689e-31,5.990108281007809e-07,2.343379631217535e-22,9.276641662069948e-33,-4.507171545022304e-23,-1.2919826748097928e-24,5.1048311766360195e-23,3.8191705728283455e-29,6.131345460092936e-30,-3.096908795286827e-37,1.0631819672486113e-40,-9.66681083265283e-37,2.55390624730279e-31,2.5706187493927055e-30,1.9703094210156665e-35,2.0780308573416574e-39,-4.119491480280718e-42,8.85535273511429e-27,-8.243752452331728e-42,-4.206235306786488e-40,-1.0109770741509501e-42,-2.0465566465284734e-42,6.797184366889727e-58,6.663523557773819e-59,1.9059559573007157e-47,-8.804848014723777e-48,-8.326925870569447e-36,2.6532188461005877e-64,6.8216808659765276e-62,1.088194240121786e-65,1.5024081585638344e-45,2.559292893952587e-42,3.960554536855117e-65,1.1088221061809714e-71,-5.2166764384930375e-40,-3.689341718629298e-32,-5.0078514568502626e-34,-2.854194505465828e-44,-3.0933598099480106e-49,-1.260086830318652e-45,-8.772010864120227e-44,-4.399629717749229e-45,-7.821646416397807e-43
1.3181271402197952e-11,0.0005579325240476547,0.0915567593028733,0.0,0.0016202687957450183,0.4515314613581891,7.819463468475128e-23,0.4569006123400099,2.7445505941740183e-20,9.29616452935873e-28,4.982183173684046e-16,3.731423242067568e-30,8.257212125043833e-33,2.111924720391214e-05,3.307078808149848e-22,5.019737144438196e-21,2.791383184386518e-20,4.5179012797962044e-20,1.0141893408898303e-12,1.5452513284878672e-20,2.2159145856994145e-24,1.0868247196574418e-15,6.115540521838202e-26,3.8551253180325466e-31,4.938458691510033e-34,2.5003716011731216e-31,6.073743082854555e-07,2.46320689998973e-22,1.0307057787223147e-32,4.755513595042867e-23,-1.2928456507698836e-24,-4.1573657941415217e-23,4.0973049865807633e-29,6.388162695189707e-30,-2.9905466775968417e-37,1.0489650514730112e-40,-9.66833587864936e-37,2.750327941513126e-31,2.763494936593362e-30,3.6767198900148624e-35,1.9559518077708654e-39,-4.1151114822634974e-42,8.85653437755606e-27,-8.235127249325668e-42,-4.368434427292043e-40,-1.0952674484518679e-42,-2.1080957507553807e-42,8.102825537866935e-58,7.889571857487068e-59,1.8435355141727353e-47,-9.346635570162359e-48,-8.327170247876858e-36,2.5442005217933984e-64,8.079091483895816e-62,1.2178613274273036e-65,1.726930004701879e-45,2.851632515846935e-42,4.261573944944629e-65,1.1831226150118865e-71,-5.142172483429455e-40,-3.689312405576463e-32,-5.00239957354539e-34,-2.8886122451258786e-44,-3.14025993136896e-49,-1.2363217480146345e-45,-9.019182339249239e-44,-4.5859719666137644e-45,-8.263398403754019e-43
1.336396870746285e-11,0.0005579325240476547,0.0915567593028733,0.0,0.001619988577657398,0.4515313170681454,8.228686125020732e-23,0.4569006123399959,2.860313760354172e-20,1.0030340967764426e-27,5.224390851971414e-16,4.1916028059424394e-30,8.257238907951937e-33,2.1391103263797418e-05,3.398760567155049e-22,5.068419679429754e-21,2.908190705485099e-20,4.680724923114437e-20,1.0281474781706366e-12,1.6203737310386564e-20,2.2458099675122104e-24,1.1058048700596941e-15,6.597958522670378e-26,4.211220985003554e-31,5.197080990169494e-34,2.7769757473223284e-31,6.15736322043493e-07,2.587008498244993e-22,1.1433802444036229e-32,-4.09841482641113e-23,-1.292002731362487e-24,4.696024003826158e-23,4.390131385170686e-29,6.667013536331287e-30,-2.887024568825464e-37,1.0352006335621795e-40,-9.667511172855745e-37,2.958507215513477e-31,2.9670479684916822e-30,2.3535214077304437e-36,1.8411908493155154e-39,-4.1112741492681506e-42,8.857818198136303e-27,-8.226241904002549e-42,-4.530439533661911e-40,-1.1831456663750229e-42,-2.1679327325475036e-42,9.666632296739412e-58,9.316874997248978e-59,1.7831721313320877e-47,-9.892703789814934e-48,-8.32685632004506e-36,2.4504363665173125e-64,9.549929252368276e-62,1.3590741152731564e-65,1.9805851297215922e-45,3.1718430479471936e-42,4.577791364244816e-65,1.2603348226185977e-71,-5.0693882948166105e-40,-3.6892435025156227e-32,-4.996284688415984e-34,-2.9226190101205294e-44,-3.1681615427211473e-49,-1.2131274215789668e-45,-9.261683347707144e-44,-4.776159511553621e-45,-8.716203173509066e-43
1.354666601272775e-11,0.0005579325240476547,0.0915567593028733,0.0,0.0016197091203322635,0.45153117315921415,8.652525375760295e-23,0.4569006123399819,2.978743854653468e-20,1.0809720089701458e-27,5.473918204670887e-16,4.70035199518248e-30,8.257330229912722e-33,2.166220002370437e-05,3.4916793373842446e-22,5.115853557823841e-21,3.027620112018093e-20,4.846439965986371e-20,1.0421030454116428e-12,1.6977664052913588e-20,2.275659781494867e-24,1.1246011848010571e-15,7.11007325939512e-26,4.593904687082067e-31,5.464426409651983e-34,3.082773988125054e-31,6.240968732965426e-07,2.714832824344368e-22,1.266417104286084e-32,6.081176137733345e-23,-1.2929675170201355e-24,-5.483814551900174e-23,4.698086763483526e-29,6.969356563248211e-30,-2.7890602343799483e-37,1.021865480431687e-40,-9.672111229482139e-37,3.1789264332418333e-31,3.1816305144814706e-30,7.111368947598519e-37,1.733291184163806e-39,-4.1078734771361816e-42,8.859210923798095e-27,-8.2188148205489e-42,-4.6922513784246115e-40,-1.274601702871634e-42,-2.2260811887560155e-42,1.15344592720885e-57,1.0974469844349183e-58,1.7247978523317364e-47,-1.0441895490221552e-47,-8.327862304070923e-36,2.372622710416983e-64,1.126698999039936e-61,1.5125797646869771e-65,2.2665744109473752e-45,3.522027048262798e-42,4.909676007387716e-65,1.340527181469953e-71,-4.9983745632529675e-40,-3.6893638363674385e-32,-4.989763876453368e-34,-2.9560332966963713e-44,-3.2154823166091235e-49,-1.1905941874395938e-45,-9.499631884414888e-44,-4.9727458079949846e-45,-9.180109185818733e-43
1.3729363317992648e-11,0.0005579325240476547,0.0915567593028733,0.0,0.0016194304299201384,0.4515310296344687,9.091237376921763e-23,0.4569006123399679,3.099839119106457e-20,1.1636260720393837e-27,5.730820395273267e-16,5.261927632225052e-30,8.257292832097833e-33,2.19325313291558e-05,3.585834500001454e-22,5.162044260235421e-21,3.149664965716763e-20,5.015021385831541e-20,1.0560560492280307e-12,1.7774464620024038e-20,2.3054632282940655e-24,1.143206707615736e-15,7.653171274957864e-26,5.00467248370303e-31,5.74059614227036e-34,3.4203249885010536e-31,6.324559659982637e-07,2.8467267899299686e-22,1.4005877346635214e-32,-9.305918299584122e-23,-1.2915032635781194e-24,9.903099433556562e-23,5.021605331669128e-29,7.296714915302002e-30,-2.691488843586251e-37,1.0088891112790517e-40,-9.668700519504131e-37,3.412075911920027e-31,3.4075954735777105e-30,-2.781540211423147e-35,1.6316059597337827e-39,-4.103945636771611e-42,8.860719577576062e-27,-8.21180101320685e-42,-4.853886609569758e-40,-1.3696230120857597e-42,-2.2825492835642878e-42,1.3759395699584753e-57,1.2894992012760405e-58,1.668346987866342e-47,-1.0993090233203275e-47,-8.32697570513347e-36,2.3116650162253572e-64,1.3267540905379697e-61,1.6791583559987944e-65,2.5883848976189492e-45,3.9043988862125995e-42,5.25768246429305e-65,1.423765380741684e-71,-4.928623556738115e-40,-3.689230009503133e-32,-4.982170345117395e-34,-2.9887766165641373e-44,-3.234426404535489e-49,-1.1686479902864712e-45,-9.733151330572453e-44,-5.1714365870191466e-45,-9.655137092621232e-43
1.3912060623257547e-11,0.0005579325240476547,0.0915567593028733,0.0,0.0016191525124842007,0.45153088649693857,9.54507601784741e-23,0.45690061233995394,3.223596716392272e-20,1.2511965915306028e-27,5.995148933051845e-16,5.8808800090844306e-30,8.257014326534299e-33,2.220209111298902e-05,3.6812254390226464e-22,5.206997939933334e-21,3.27431763276061e-20,5.186443088057905e-20,1.0700064962876263e-12,1.8594298785639925e-20,2.3352195162793582e-24,1.1616148400542536e-15,8.228568136918776e-26,5.445074448353057e-31,6.025687345958939e-34,3.792363808607679e-31,6.408136041339191e-07,2.9827358119398054e-22,1.5467067487433638e-32,-3.535005512921635e-24,-1.2922975327988822e-24,9.508181504737598e-24,5.361117993355479e-29,7.650677196947074e-30,-2.5945892296215867e-37,9.962182261721693e-41,-9.658092795706961e-37,3.65845356044591e-31,3.64529556895606e-30,-2.637189354378855e-35,1.5356295574693878e-39,-4.0990147416402455e-42,8.862351482707283e-27,-8.202993627269899e-42,-5.015341109790536e-40,-1.4681941672638443e-42,-2.3373209037333837e-42,1.6402664114618603e-57,1.5115017998961205e-58,1.6137560476619123e-47,-1.154519956667697e-47,-8.324661984058481e-36,2.2686979544192335e-64,1.5593842473246775e-61,1.8596233629744069e-65,2.9498071995074905e-45,4.32128717405244e-42,5.622270924688915e-65,1.5101126272443124e-71,-4.859635419752588e-40,-3.688867839462274e-32,-4.973475293623761e-34,-3.020551340319189e-44,-3.27909897018131e-49,-1.147120620140613e-45,-9.962347911932122e-44,-5.372501666086964e-45,-1.0141270500309278e-42
1.4094757928522446e-11,0.0005579325240476547,0.0915567593028733,0.0,0.0016188753739999453,0.4515307437496095,1.0014292812592206e-22,0.45690061233993995,3.3500127598061227e-20,1.343888246526969e-27,6.266951686607096e-16,6.562069761456398e-30,8.256270644927717e-33,2.2470873395692632e-05,3.7778515413189683e-22,5.250721416975913e-21,3.401569317619986e-20,5.3606779651987943e-20,1.0839543933100249e-12,1.943731503203466e-20,2.3649278616070307e-24,1.1798193400312997e-15,8.837608110224127e-26,5.916715160616739e-31,6.319793470603378e-34,4.201812046900669e-31,6.491697917198484e-07,3.122903804622995e-22,1.7056338195243072e-32,-1.4879859158047572e-22,-1.290790797428866e-24,1.5477010491173073e-22,5.717051684555611e-29,8.032898587695227e-30,-2.490757685517902e-37,9.838417265759473e-41,-9.61920546285877e-37,3.9185644495992217e-31,3.895082821205205e-30,-1.0145723509849411e-34,1.4447508566452231e-39,-4.091697515486047e-42,8.864114267668241e-27,-8.190483438814086e-42,-5.176568366673272e-40,-1.5702953490896125e-42,-2.3903401444996038e-42,1.9534883104073974e-57,1.767554621711793e-58,1.56096365507338e-47,-1.2097156997465358e-47,-8.316181943639983e-36,2.245113643226752e-64,1.8293747237081057e-61,2.0548221846800334e-65,3.354958594405045e-45,4.7751377984264144e-42,6.003887290120251e-65,1.5996296080194591e-71,-4.790976290047352e-40,-3.687684564434703e-32,-4.962799089983149e-34,-3.050891352002639e-44,-3.2942985950445195e-49,-1.1258946625454612e-45,-1.018729854887175e-43,-5.5688616777239677e-45,-1.063842625777954e-42
1.4277455233787345e-11,0.0005579325240476547,0.0915567593028733,0.0,0.0016185990203549112,0.4515306013954235,1.0499136814202476e-22,0.45690061233992596,3.479082339405935e-20,1.4419100440272868e-27,6.546272901337507e-16,7.310682480738456e-30,8.255958310084555e-33,2.273887228568029e-05,3.8757121966909762e-22,5.293222170350369e-21,3.531410092592969e-20,5.537697946479865e-20,1.0978997470658505e-12,2.0303650604006364e-20,2.394587488276927e-24,1.1978143199986602e-15,9.481663855685568e-26,6.421254319952815e-31,6.623003949674779e-34,4.651786620496828e-31,6.575245328030279e-07,3.2672731756392654e-22,1.87827522813845e-32,2.126525099761254e-22,-1.294197377963601e-24,-2.066783025087648e-22,6.089828838653176e-29,8.445101692564994e-30,-2.407070220527068e-37,9.7182717728568e-41,-9.626357615688795e-37,4.192920382000837e-31,4.157308113783317e-30,8.920841677184189e-35,1.3597677070972233e-39,-4.087235551967118e-42,8.866015870031361e-27,-8.178799782464909e-42,-5.3375337503840005e-40,-1.67590318124502e-42,-2.4416303713825745e-42,2.3237278311927088e-57,2.0622372430586227e-58,1.509910478251979e-47,-1.2647922819411295e-47,-8.317779456033761e-36,2.24258892373449e-64,2.1421327464050195e-61,2.2656364378715022e-65,3.80830340500118e-45,5.2685163164658497e-42,6.402976741038735e-65,1.6923753808057448e-71,-4.724065257166086e-40,-3.687819049366927e-32,-4.952995736780626e-34,-3.081149099910763e-44,-3.3713894008951516e-49,-1.1051525601537929e-45,-1.0408076682675338e-43,-5.785184747278377e-45,-1.1146568924694509e-42
1.4460152539052244e-11,0.0005579325240476547,0.0915567593028733,0.0,0.001618323457348463,0.45153045943727793,1.0999854536425158e-22,0.45690061233991197,3.6107995483978254e-20,1.5454752705973862e-27,6.833153222283721e-16,8.132243348983854e-30,8.255855851716946e-33,2.3006081979509725e-05,3.9748067977585326e-22,5.334508327512215e-21,3.663828927622963e-20,5.717474045969557e-20,1.111842564376035e-12,2.11934315797174e-20,2.424197628183299e-24,1.2155942445851887e-15,1.0162136110471994e-25,6.960406689352699e-31,6.935404522082893e-34,5.1456085667348914e-31,6.658778314606347e-07,3.415884824950195e-22,2.065585390259102e-32,-3.497287007149051e-22,-1.288810482871275e-24,3.556969408752528e-22,6.479866882661772e-29,8.889077296034892e-30,-2.3129115541893966e-37,9.601411371023428e-41,-9.595513817211449e-37,4.482039490724835e-31,4.4323207693684176e-30,-1.655510318727116e-34,1.2800744363837482e-39,-4.081439105772832e-42,8.86806453988038e-27,-8.167709018012152e-42,-5.498225029125323e-40,-1.784992518880174e-42,-2.4912613331320763e-42,2.7603007722826e-57,2.400654577034416e-58,1.4605391658458895e-47,-1.3196499792858524e-47,-8.310952805187705e-36,2.2631151313304708e-64,2.5037544203738158e-61,2.492983224812114e-65,4.3146737404096785e-45,5.804110144478193e-42,6.820027201339306e-65,1.7884107174551946e-71,-4.657542003293638e-40,-3.686975266263012e-32,-4.940845551003556e-34,-3.1111656172302976e-44,-3.335921714715769e-49,-1.0848080875651949e-45,-1.0624757848997655e-43,-5.99315296338328e-45,-1.1665777320523021e-42
1.4642849844317143e-11,0.0005579325240476547,0.0915567593028733,0.0,0.0016180486906915465,0.4515303178780261,1.151668987855958e-22,0.456900612339898,3.745157510421127e-20,1.6548014404694946e-27,7.127629721830325e-16,9.032632300753324e-30,8.256238940236166e-33,2.327249676212961e-05,4.0751347401686205e-22,5.3745886520124616e-21,3.7988137211525904e-20,5.899976410967915e-20,1.1257828521110864e-12,2.2106772956599912e-20,2.453757521169962e-24,1.2331539277525812e-15,1.0880453345327729e-25,7.535943669745329e-31,7.257076744503885e-34,5.68681214841058e-31,6.742296917996105e-07,3.5687781458688183e-22,2.26856840981967e-32,6.983688145721617e-22,-1.2988942182523024e-24,-6.923904468561992e-22,6.88757774547108e-29,9.366685057868533e-30,-2.2605989736831864e-37,9.488644091223288e-41,-9.673766851457706e-37,4.786445799615209e-31,4.7204681278496605e-30,3.883867013108715e-34,1.2056772374579713e-39,-4.083644816403812e-42,8.870268842960245e-27,-8.165797601638258e-42,-5.65875915591284e-40,-1.897539403169275e-42,-2.5393130175527185e-42,3.2738643435115657e-57,2.7884857367508614e-58,1.4127942840253467e-47,-1.374195814050224e-47,-8.327801826912865e-36,2.3090315106967782e-64,2.9211035789048933e-61,2.7378152266911275e-65,4.879291195613084e-45,6.384730635075601e-42,7.255437992659205e-65,1.8877921906386903e-71,-4.594748116823389e-40,-3.6889940690700177e-32,-4.931522104617321e-34,-3.1394470336294654e-44,-3.4955106478375584e-49,-1.0653258029541397e-45,-1.0837478653629412e-43,-6.242994102694712e-45,-1.2195980610977649e-42
1.482554714958204e-11,0.0005579325240476547,0.0915567593028733,0.0,0.001617774726006504,0.45153017672047746,1.2049884049164945e-22,0.456900612339884,3.8821484088165453e-20,1.7701102384059122e-27,7.429735932394018e-16,1.0018100265765257e-29,8.256056997865897e-33,2.3538111007060698e-05,4.176695422260595e-22,5.413472529277103e-21,3.936351333233283e-20,6.085174372898351e-20,1.1397206171903155e-12,2.30437787527264e-20,2.4832664150775365e-24,1.2504885294504562e-15,1.163807138701085e-25,8.149691473548326e-31,7.588098731186991e-34,6.27915463108922e-31,6.825801179561961e-07,3.725991027784471e-22,2.488279730541471e-32,-1.461512162839059e-21,-1.278169876731004e-24,1.467469901066972e-21,7.313367351655663e-29,9.879854198018403e-30,-2.1327339175059814e-37,9.377609066148099e-41,-9.532596900548015e-37,5.106668755278327e-31,5.022095103474608e-30,-8.229356184016277e-34,1.1349794794225076e-39,-4.071427144758275e-42,8.872637663774407e-27,-8.154409556324708e-42,-5.819117489227649e-40,-2.013517901685584e-42,-2.5858030167687734e-42,3.876586358011445e-57,3.23204115303433e-58,1.3666222514633524e-47,-1.4283426842745356e-47,-8.297427593228571e-36,2.383063329669828e-64,3.401895300250037e-61,3.0011223134860577e-65,5.507790363657618e-45,7.013315159041739e-42,7.709817766645774e-65,1.990591003398544e-71,-4.527781211577288e-40,-3.6854772130924665e-32,-4.913445120197642e-34,-3.167232196842052e-44,-3.2538728593183073e-49,-1.0455915941946734e-45,-1.104628923482679e-43,-6.421736434313955e-45,-1.2737086477280838e-42
1.5008244454846937e-11,0.0005579325240476547,0.0915567593028733,0.0,0.0016175015688267974,0.4515300359673965,1.2599675492979448e-22,0.45690061233987,4.0217635167560385e-20,1.8916274590747155e-27,7.739501883699368e-16,1.1095286026898548e-29,8.256338803387312e-33,2.3802919176675132e-05,4.279488245814709e-22,5.4511699506970685e-21,4.076427619622873e-20,6.273036498465553e-20,1.1536558665810488e-12,2.4004542122408803e-20,2.5127235658007627e-24,1.2675935518147356e-15,1.2436473018282131e-25,8.803535826444209e-31,7.92854402081799e-34,6.926626385237078e-31,6.909291140954622e-07,3.887559860917084e-22,2.725827817960549e-32,3.142009928411779e-21,-1.3223204006861164e-24,-3.1360076380238033e-21,7.757635128361839e-29,1.0430584122636957e-29,-2.1660224411781208e-37,9.27085625063295e-41,-9.839821878276441e-37,5.443242753632733e-31,5.3375437416728436e-30,1.782014395676188e-33,1.069009908873821e-39,-4.086681685836446e-42,8.875180208413723e-27,-8.161288765614122e-42,-5.979479238362283e-40,-2.1329051345698377e-42,-2.6307579233342578e-42,4.5823336652610496e-57,3.738319036932406e-58,1.3219712754089247e-47,-1.4820081840823764e-47,-8.362852669691379e-36,2.488364320174501e-64,3.954783533848258e-61,3.2839307538299054e-65,6.20624338750725e-45,7.692929068057842e-42,8.183292942224733e-65,2.0968440284476314e-71,-4.470815730190796e-40,-3.6927908094539506e-32,-4.908918262450805e-34,-3.194053816374302e-44,-3.877495199213026e-49,-1.0274042223172915e-45,-1.1251370924845113e-43,-6.761644685736185e-45,-1.3289115130089733e-42
1.5190941760111834e-11,0.0005579325240476547,0.0915567593028733,0.0,0.0016172292245969736,0.4515298956215034,1.3166299823908459e-22,0.456900612339856,4.1639932275231477e-20,2.019582944031327e-27,8.05695414440433e-16,1.2271233055156621e-29,8.255609183926872e-33,2.4066915822234217e-05,4.383512614502299e-22,5.487691496490789e-21,4.219027466065685e-20,6.463530639644274e-20,1.1675886072978543e-12,2.4989145485288994e-20,2.542128237321248e-24,1.284464834935529e-15,1.327716756100664e-25,9.499412755224906e-31,8.278483535421109e-34,7.6334610703728e-31,6.992766844108426e-07,4.0535195433366893e-22,2.982375829535726e-32,-7.11466472467192e-21,-1.2238842358321563e-24,7.120567993747385e-21,8.220773542496619e-29,1.1020944961089381e-29,-1.8437686029949137e-37,9.163478946280786e-41,-9.128198988958905e-37,5.796706664220433e-31,5.6671527894179054e-30,-4.134221425516626e-33,1.0057150893971936e-39,-4.038562559073891e-42,8.87790600697707e-27,-8.11919037355367e-42,-6.1393803960679635e-40,-2.2556650013327407e-42,-2.6741096392911378e-42,5.406878310071312e-57,4.315066813934262e-58,1.2787912912722055e-47,-1.535111553446485e-47,-8.212337301026847e-36,2.6285629404192186e-64,4.589459678408114e-61,3.5873023725757444e-65,6.981185060053135e-45,8.426767455581248e-42,8.676868991284311e-65,2.20664780629265e-71,-4.392483896478606e-40,-3.676339606129864e-32,-4.870500841261806e-34,-3.219087450639272e-44,-2.553191494169139e-49,-1.0064494710617674e-45,-1.145250560373528e-43,-6.746982458106163e-45,-1.3851817355186923e-42
1.537363906537673e-11,0.0005579325240476547,0.0915567593028733,0.0,0.001616957698672209,0.45152975568547365,1.3749989764300828e-22,0.456900612339842,4.308827084771407e-20,2.154210516606651e-27,8.382115867827725e-16,1.3553406820673158e-29,8.256806428574077e-33,2.4330095584338905e-05,4.488767937430236e-22,5.523048316812796e-21,4.3641348225626245e-20,6.656623982235578e-20,1.1815188464017774e-12,2.5997660668152166e-20,2.571479701784394e-24,1.3010985522203489e-15,1.4161690448035824e-25,1.0239330305812308e-30,8.637982103899805e-34,8.404145891957303e-31,7.076228331236774e-07,4.223903490197818e-22,3.259143265518107e-32,1.6878832788948945e-20,-1.454154982800488e-24,-1.6872698110712854e-20,8.703167671409756e-29,1.1653078009491946e-29,-2.368704738266194e-37,9.064789716505218e-41,-1.0833525460933303e-36,6.167603339219504e-31,6.011257283168542e-30,9.966823039300375e-33,9.485071160096552e-40,-4.1413250188156967e-42,8.880824915568809e-27,-8.191143753928976e-42,-6.299743423475141e-40,-2.3817838394337816e-42,-2.716060274660444e-42,6.368122986222717e-57,4.97084401429849e-58,1.237033905201044e-47,-1.587578147236904e-47,-8.569953355703457e-36,2.807812835967571e-64,5.316761863247672e-61,3.912339824079269e-65,7.839638397385566e-45,9.218156699301658e-42,9.189879894680421e-65,2.31996835002493e-71,-4.364385972111181e-40,-3.7141899126449406e-32,-4.904920103077074e-34,-3.2423202883034807e-44,-5.801483743545876e-49,-9.926054377304134e-46,-1.165030770152919e-43,-7.597036307595164e-45,-1.4425025406885756e-42
1.555633637064163e-11,0.0005579325240476547,0.0915567593028733,0.0,0.0016166869963188215,0.45152961616193815,1.435097508877342e-22,0.45690061233982804,4.4562538130699317e-20,2.295747914284116e-27,8.715006841606832e-16,1.4949711508230973e-29,8.25450970290684e-33,2.4592453192423368e-05,4.595253620736598e-22,5.5572521130529564e-21,4.511732737981919e-20,6.852283093721764e-20,1.1954465909995766e-12,2.7030149058929905e-20,2.6007772394719587e-24,1.317491205367768e-15,1.5091602772592562e-25,1.1025317927764244e-30,9.007105092715926e-34,9.243432001980444e-31,7.159675644827557e-07,4.3987436449348255e-22,3.55740762329938e-32,-4.167262963839722e-20,-8.92151335993496e-25,4.167819942523428e-20,9.205194798086154e-29,1.2329196098213012e-29,-8.245911804097561e-38,8.957581179829974e-41,-6.575566425779207e-37,6.55647911203225e-31,6.37018814717969e-30,-2.488563251937866e-32,8.90433095326899e-40,-3.8748333931188924e-42,8.883947117942649e-27,-7.988481748594451e-42,-6.458276890817548e-40,-2.5111848337896287e-42,-2.7561973367020064e-42,7.486348203855772e-57,5.715093564003991e-58,1.1966523398424857e-47,-1.6393305725868187e-47,-7.683748243874652e-36,3.030847931128376e-64,6.148787115332437e-61,4.260173797420944e-65,8.789140959275981e-45,1.0070555823569797e-41,9.724872290379771e-65,2.4370276240183232e-71,-4.218120969543768e-40,-3.623165455743478e-32,-4.761395775318739e-34,-3.2670507682752857e-44,2.1897917057748177e-49,-9.627426452989933e-46,-1.184345786319678e-43,-6.307636784642181e-45,-1.50086492834858e-42
1.5720763945380036e-11,0.0005579325240476547,0.0915567593028733,0.0,0.0016164440726345215,0.4515294909455772,1.4906836925580393e-22,0.45690061233981544,4.591144818533881e-20,2.4292390615635967e-27,9.021230911157152e-16,1.631086813786867e-29,8.120038112064736e-33,2.4827867814257122e-05,4.692142210008477e-22,5.587059792360551e-21,4.646685581162971e-20,7.030541933828617e-20,1.2079794342448277e-12,2.797992815815362e-20,2.627098327815201e-24,1.3320358523407172e-15,1.5968642394073231e-25,1.1773866970253506e-30,9.347589730006423e-34,1.0061591222983372e-30,7.234766144018434e-07,4.559935067280668e-22,3.84532931965382e-32,1.9388836479684506e-22,-1.265534121059636e-24,-1.87949846934621e-22,9.674110662296102e-29,1.297719638151876e-29,1.5248724841099444e-37,8.780660092814923e-41,1.3910670761438343e-38,6.922293387965466e-31,6.7061723534234e-30,-2.201986899381064e-32,6.775184071897693e-40,-3.2136765463544033e-42,8.88693959826502e-27,-7.150208894504824e-42,-6.593494734199696e-40,-2.6301311792027524e-42,-2.7752540913074583e-42,8.645859830090959e-57,6.469135606758459e-58,1.1614478560628085e-47,-1.6850228600656425e-47,-6.361763165231666e-36,3.273443356165535e-64,6.998260914899215e-61,4.593631896614996e-65,9.728206204398028e-45,1.0892845225819248e-41,1.0219155057929267e-64,2.5452059795909435e-71,-4.011268578849711e-40,-3.4784900568915476e-32,-4.5448991798345226e-34,-3.0867470301202015e-44,-3.422993445775044e-49,-9.181128155806892e-46,-1.20113835414466e-43,-4.1157983411985946e-45,-1.552850305633773e-42
1.5868748762644605e-11,0.0005579325240476547,0.0915567593028733,0.0,0.001616226018337726,0.4515293785398498,1.5419382515745874e-22,0.4569006123398041,4.714326377385654e-20,2.5544814269189354e-27,9.30220501661161e-16,1.7626038876502448e-29,8.003006787201473e-33,2.5039164930871005e-05,4.780193272085033e-22,5.613104296267757e-21,4.7698444458272986e-20,7.192707488050936e-20,1.219257274881515e-12,2.8851392649638635e-20,2.6507490435037974e-24,1.3449551473046912e-15,1.6791480432784706e-25,1.2482260141276738e-30,9.660764527790554e-34,1.0852109096042585e-30,7.302337832926505e-07,4.708132181934797e-22,4.121111809069618e-32,1.5805656430580135e-22,-1.2569048784695317e-24,-1.5212865087485447e-22,1.0110205116317277e-28,1.3593856761610104e-29,2.4519977974432655e-37,8.54625244940041e-41,2.9693485227176725e-37,7.2646904271483655e-31,7.019246204705281e-30,6.229184376096562e-33,5.0113681582235695e-40,-2.7603212659624808e-42,8.889787417226675e-27,-6.020208023313772e-42,-6.6978864068278095e-40,-2.738466074206002e-42,-2.7697408570656305e-42,9.829434191389192e-57,7.223077095506045e-58,1.1306589180334036e-47,-1.7247595115234098e-47,-5.793658844279111e-36,3.5294473076677995e-64,7.853601809019682e-61,4.9108516876739764e-65,1.0647195400922783e-44,1.1679884989911451e-41,1.0669793911247767e-64,2.6441224139250376e-71,-3.856206324340699e-40,-3.4171220028225397e-32,-4.443007792930592e-34,-3.045990414465989e-44,-3.2833510991127334e-49,-8.740590626522317e-46,-1.2154494440694795e-43,-3.292674320211512e-45,-1.59836492786301e-42
