Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53),CH3OX(48),CHOX(64),SX(57),CH2O2X(54),CH3X(25)
2.8985037231084017e-10,0.000897708597878115,0.0,0.0,0.0010506008614571522,0.7988971478099934,0.09999911576890276,0.09999999981435041,2.5980719979175003e-14,7.34258697422795e-17,1.3029379449583352e-18,1.1720838257470312e-20,4.561351283586256e-23,0.0005748948935079439,7.284382048489345e-15,2.0297226993656237e-17,2.0125487099351725e-18,8.489882065259003e-07,1.8561629114360172e-10,3.505649100769428e-08,1.2133873659716876e-19,1.870137360840202e-22,4.755350340041794e-13,9.831697477252795e-20,8.626406624479183e-35,4.1099693503867496e-22,0.0008153872145023786,1.8595711368702443e-10,9.461376917198599e-20,4.746881320674549e-16,4.102359766212739e-32,1.0418082435307593e-24,7.564972570887976e-27
2.9171543565262543e-10,0.000897708597878115,0.0,0.0,0.0010462288867296144,0.7988935282897233,0.09999911903113792,0.0999999998151226,2.6328162853367298e-14,7.551539672595878e-17,1.3228243792134876e-18,1.2205579893873993e-20,4.7756334813357594e-23,0.0005764066093974072,7.252507812438245e-15,2.0353832369720682e-17,2.0323297636187245e-18,8.454457988579426e-07,1.848437788672366e-10,3.533742747938168e-08,1.2165625126742036e-19,1.8734403524697256e-22,4.86907562986908e-13,1.01357310547481e-19,8.782177457382401e-35,4.278455971706144e-22,0.0008182507363478349,1.851820981525656e-10,9.78770878523234e-20,4.784865710258889e-16,4.2767731660017703e-32,1.0533935238492365e-24,7.826169177259551e-27
2.935804989944107e-10,0.000897708597878115,0.0,0.0,0.0010418887988299366,0.7988899343922627,0.0999991222677599,0.09999999981588917,2.6677467566068607e-14,7.76503829212756e-17,1.3428634853843223e-18,1.2706568649452369e-20,4.998279074167975e-23,0.000577905745745644,7.220887051421932e-15,2.0409608399423026e-17,2.0520940055242314e-18,8.419292662432708e-07,1.840769012008295e-10,3.5618096233304795e-08,1.219711141170572e-19,1.8767101901364232e-22,4.984603422498789e-13,1.0446802418602629e-19,8.93955692100737e-35,4.452516391434418e-22,0.0008210949252878384,1.8441273945019604e-10,1.0122687666664194e-19,4.822831859660945e-16,4.457147235646654e-32,1.0649993604069802e-24,8.094293717259084e-27
2.9544556233619594e-10,0.000897708597878115,0.0,0.0,0.0010375803153093337,0.7988863659066642,0.09999912547900482,0.09999999981665013,2.702854443275928e-14,7.983149480925362e-17,1.363051636300612e-18,1.3224218005902666e-20,5.229546252150622e-23,0.0005793924460201303,7.189516886581533e-15,2.0453459505793897e-17,2.0718405461211533e-18,8.384383790043317e-07,1.8331560824129338e-10,3.589849089698654e-08,1.2228335551692807e-19,1.8799473424340916e-22,5.101946057273672e-13,1.0765016555817172e-19,9.098078291518154e-35,4.632289384248386e-22,0.0008239199205398698,1.8364898741817025e-10,1.0466470081083659e-19,4.860779195051828e-16,4.643633776055889e-32,1.0766251650186105e-24,8.369471698325595e-27
2.973106256779812e-10,0.000897708597878115,0.0,0.0,0.001033303156852023,0.7988828226241449,0.09999912866510603,0.09999999981740557,2.7381353652690442e-14,8.205940321066215e-17,1.3833873367501154e-18,1.375894842909716e-20,5.469698959837907e-23,0.0005808668517484348,7.158394509897476e-15,2.0505142308464497e-17,2.0915685264961635e-18,8.349729100177347e-07,1.8255985060763738e-10,3.6178605246323586e-08,1.225930054248991e-19,1.8831522696673012e-22,5.221115790754662e-13,1.1090479014619411e-19,9.258283405933866e-35,4.817915961885515e-22,0.0008267258601255964,1.8289079245188574e-10,1.0819213914701725e-19,4.898707158525889e-16,4.8363870170844e-32,1.0882703841047208e-24,8.651829723886101e-27
2.9917568901976644e-10,0.000897708597878115,0.0,0.0,0.001029057047231968,0.7988793043380603,0.09999913182629432,0.09999999981815552,2.7736085179610913e-14,8.433478325820101e-17,1.403878981050683e-18,1.4311187418109037e-20,5.719006969434667e-23,0.0005823291025486056,7.127517604605196e-15,2.0576487618140272e-17,2.111277195263932e-18,8.315326346790502e-07,1.8180957947287236e-10,3.645843320290181e-08,1.22900093392359e-19,1.8863254240296694e-22,5.342124796484157e-13,1.14232958966535e-19,9.420767290359561e-35,5.009539385810067e-22,0.000829512880883732,1.8213810549618038e-10,1.1181078414051574e-19,4.936615207757799e-16,5.035563629691445e-32,1.0999346800843793e-24,8.941495488273414e-27
3.010407523615517e-10,0.000897708597878115,0.0,0.0,0.0010248417132703459,0.7988758108438755,0.09999913496279776,0.09999999981890001,2.8092669403506666e-14,8.665831436857466e-17,1.4245237668111875e-18,1.488136955373557e-20,5.977745953934891e-23,0.0005837793361591897,7.096883541922883e-15,2.0616585980446778e-17,2.13096575946595e-18,8.281173308671194e-07,1.8106474661250246e-10,3.67379688313603e-08,1.2320464857070974e-19,1.8894672497777598e-22,5.464985164768199e-13,1.1763573849143775e-19,9.583994273604852e-35,5.207305179663519e-22,0.000832281118482719,1.813908780377586e-10,1.15522241796122e-19,4.974502815667105e-16,5.241322736519247e-32,1.11161753048555e-24,9.238597771582213e-27
3.0290581570333695e-10,0.000897708597878115,0.0,0.0,0.0010206568847937205,0.7988723419391387,0.0999991380748419,0.09999999981963911,2.8450666829793895e-14,8.903068021446418e-17,1.4453028697747272e-18,1.5469936546515105e-20,6.246197560223339e-23,0.0005852176884686079,7.066488929944381e-15,2.06295779257231e-17,2.150633311929586e-18,8.247267789101233e-07,1.8032530427728587e-10,3.7017206336803043e-08,1.2350669971762547e-19,1.8925781834003944e-22,5.589708902482116e-13,1.211142005702391e-19,9.74760855963622e-35,5.411361141498496e-22,0.0008350307074332451,1.8064906209774316e-10,1.193281315935816e-19,5.012369470090041e-16,5.453825921232454e-32,1.1233181021280913e-24,9.543266434466035e-27
3.047708790451222e-10,0.000897708597878115,0.0,0.0,0.0010165022945928964,0.7988688974234539,0.09999914116264964,0.09999999982037289,2.881046619445601e-14,9.145256869640524e-17,1.4662333648942375e-18,1.607733728423296e-20,6.524649482129182e-23,0.0005866442935436824,7.03633172599288e-15,2.0727995236418856e-17,2.1702792020843783e-18,8.213607615538835e-07,1.7959120513205632e-10,3.729614006225744e-08,1.238062752031072e-19,1.8956586537833742e-22,5.716307932903203e-13,1.2466942235027695e-19,9.915245447554619e-35,5.621857355794939e-22,0.0008377617811005888,1.799126102243495e-10,1.2323008642238214e-19,5.050214673458507e-16,5.673237239980745e-32,1.1350361949978153e-24,9.855632412877446e-27
3.0663594238690746e-10,0.000897708597878115,0.0,0.0,0.001012377678382466,0.7988654770984549,0.09999914422644145,0.09999999982110137,2.917283926198334e-14,9.392467191457902e-17,1.4873490195761534e-18,1.6704027878912592e-20,6.813395533420582e-23,0.0005880592836580686,7.0064110152657254e-15,2.0838154721850957e-17,2.1899029709506493e-18,8.180190639271203e-07,1.788624025469038e-10,3.757476448617914e-08,1.2410340301569126e-19,1.8987090823705652e-22,5.844794095556345e-13,1.2830248619757664e-19,1.00856571743365e-34,5.838946205257644e-22,0.0008404744717168013,1.7918147548568124e-10,1.2722975251586095e-19,5.088037942485937e-16,5.899723231640715e-32,1.1467719377962306e-24,1.0175827712753959e-26
3.085010057286927e-10,0.000897708597878115,0.0,0.0,0.0010082827747610206,0.7988620807677795,0.0999991472664353,0.09999999982182459,2.953637440649035e-14,9.64476861405236e-17,1.50858845616969e-18,1.7350471713290206e-20,7.112735720729603e-23,0.0005894627893206589,6.9767222142508826e-15,2.0741812928657953e-17,2.2095035532578366e-18,8.147014735055442e-07,1.7813885054761154e-10,3.78530742200012e-08,1.2439811076856053e-19,1.901729883321373e-22,5.975179146070558e-13,1.3201447961747472e-19,1.0251084028220282e-34,6.06278238239504e-22,0.0008431689103927264,1.7845561146264595e-10,1.313287893846651e-19,5.125838807860001e-16,6.133452925965015e-32,1.158523883405883e-24,1.0503985404652132e-26
3.1036606907047797e-10,0.000897708597878115,0.0,0.0,0.001004217325172003,0.7988587082370433,0.09999915028284664,0.0999999998225426,2.989996141383406e-14,9.90223117887725e-17,1.5299033411576786e-18,1.801713948676876e-20,7.422976316396796e-23,0.000590854939302316,6.947260300236451e-15,2.0728702589768297e-17,2.229079880166308e-18,8.114077800856184e-07,1.7742050314973764e-10,3.813106400572707e-08,1.2469042570502476e-19,1.9047214636628857e-22,6.107474756077326e-13,1.3580649517488028e-19,1.0418647199403012e-34,6.293522900878292e-22,0.0008458452271298598,1.777349722419855e-10,1.3552886974959104e-19,5.163616813941931e-16,6.37459785422071e-32,1.170290794689897e-24,1.0840239618331993e-26
3.122311324122632e-10,0.000897708597878115,0.0,0.0,0.0010001810738651904,0.7988553593138153,0.09999915327588864,0.09999999982325544,3.026759256873867e-14,1.0164925338843136e-16,1.5514688112858014e-18,1.8704509260843943e-20,7.744429931223922e-23,0.0005922358606616662,6.918029403050501e-15,2.1158537361407634e-17,2.248632372254564e-18,8.081377757578647e-07,1.767073147941099e-10,3.840872871356844e-08,1.2498037470413506e-19,1.907684223437976e-22,6.241692513137143e-13,1.3967963041385917e-19,1.0603189242517024e-34,6.531327106678534e-22,0.0008485035508320523,1.7701951240942008e-10,1.3983167947382662e-19,5.201371518472316e-16,6.623332059276532e-32,1.1820749309495927e-24,1.1184725537294011e-26
3.140961957540485e-10,0.000897708597878115,0.0,0.0,0.0009961737678588522,0.7988520338075927,0.09999915624577199,0.09999999982396318,3.0639835746573746e-14,1.0432921955469534e-16,1.5733099634202666e-18,1.9413066504002327e-20,8.077415587124063e-23,0.0005936056787733178,6.889029955356444e-15,2.1159985324725197e-17,2.2681607317196587e-18,8.048912548599784e-07,1.759992416528203e-10,3.868606333962543e-08,1.252679842872085e-19,1.910618555853084e-22,6.377843920628713e-13,1.4363498777733469e-19,1.0779800248994128e-34,6.776356688982628e-22,0.0008511440093170587,1.7630918704290504e-10,1.4423891749463086e-19,5.239102492283236e-16,6.87983210261218e-32,1.193876169406344e-24,1.1537579393271722e-26
3.1577475276165523e-10,0.000897708597878115,0.0,0.0,0.0009925917337971204,0.7988490607176166,0.09999915889903857,0.0999999998245958,3.097508120422764e-14,1.0678711404943345e-16,1.5930396482410302e-18,2.006929055254232e-20,8.387231467773789e-23,0.00059482912408287,6.863118785747022e-15,2.0965777810143202e-17,2.2857364196837016e-18,8.019892961936733e-07,1.7536631260206718e-10,3.893537824706777e-08,1.255248543468108e-19,1.9132354692212576e-22,6.502042898143599e-13,1.472660243749583e-19,1.0928788154792587e-34,7.003196542800462e-22,0.0008535052519680418,1.7567424744485877e-10,1.48296132559829e-19,5.273039734567171e-16,7.117469898704133e-32,1.204567160385417e-24,1.186241588565423e-26
3.17453309769262e-10,0.000897708597878115,0.0,0.0,0.0009890327621260065,0.7988461063064405,0.09999916153386569,0.09999999982522433,3.130950677146763e-14,1.0928905798607009e-16,1.6127928918800484e-18,2.07434401479108e-20,8.706893708584151e-23,0.0005960437650503453,6.8373814998222795e-15,2.107572808377852e-17,2.3033130257556693e-18,7.991060475094584e-07,1.7473745848125097e-10,3.918441836006381e-08,1.2577986951624677e-19,1.9158299468070468e-22,6.627825649287995e-13,1.5096536819326542e-19,1.1089700682901278e-34,7.236143020710319e-22,0.0008558522181274354,1.7504339870248632e-10,1.5244057802001976e-19,5.306957122721847e-16,7.361675367959025e-32,1.215290748185011e-24,1.2194242377480877e-26
3.1913186677686874e-10,0.000897708597878115,0.0,0.0,0.0009854966740268781,0.7988431704390987,0.09999916415040219,0.09999999982584881,3.164490595693161e-14,1.1183557632080304e-16,1.6326486179422435e-18,2.1435884761136875e-20,9.036648485128505e-23,0.0005972496896751834,6.811821250524854e-15,2.1133772342312498e-17,2.320866982662372e-18,7.962413634537422e-07,1.7411264804877567e-10,3.9433180283343735e-08,1.2603304840680775e-19,1.9184022616082094e-22,6.755200384977798e-13,1.5473383277083162e-19,1.1252310607104324e-34,7.475318904550256e-22,0.0008581849987628664,1.7441660906416373e-10,1.566735192883671e-19,5.340854369976693e-16,7.612582493239961e-32,1.225971556924437e-24,1.2533160337343e-26
3.208104237844755e-10,0.000897708597878115,0.0,0.0,0.000981983292406717,0.7988402529818313,0.09999916674879533,0.09999999982646933,3.197773881422904e-14,1.1442719661942958e-16,1.652449598652193e-18,2.214699883171597e-20,9.376746359706754e-23,0.0005984469849154604,6.786431876191666e-15,2.058714802540404e-17,2.3383544033756283e-18,7.933951000690081e-07,1.7349185056768124e-10,3.968166069869292e-08,1.2628440940858006e-19,1.9209526824790534e-22,6.884175260805329e-13,1.5857223465925498e-19,1.139218266962952e-34,7.720848539423675e-22,0.0008605036841572648,1.7379384708505754e-10,1.6099623018253156e-19,5.37473119746911e-16,7.870326931434954e-32,1.2365370755053751e-24,1.2879271907601083e-26
3.2248898079208225e-10,0.000897708597878115,0.0,0.0,0.0009784924418772898,0.79883735380207,0.09999916932919091,0.09999999982708584,3.231063636895136e-14,1.1706444904042714e-16,1.6723126059561633e-18,2.2877161792723603e-20,9.727442323903615e-23,0.000599635736700099,6.761212671847874e-15,2.1059451647234268e-17,2.355763657004753e-18,7.905671147960274e-07,1.7287503340688357e-10,3.9929856363685416e-08,1.2653397069212626e-19,1.923481474203049e-22,7.014758377084966e-13,1.6248139337593864e-19,1.1564823787547456e-34,7.972857839563687e-22,0.0008628083639153012,1.7317508162342125e-10,1.6540999288305788e-19,5.40858733408999e-16,8.135046019184648e-32,1.2470533440572676e-24,1.323267990102993e-26
3.239996820989283e-10,0.000897708597878115,0.0,0.0,0.0009753697968827224,0.7988347600589362,0.09999917163627849,0.09999999982763731,3.2614671084778393e-14,1.194774319358337e-16,1.6904364183548546e-18,2.3550912903888497e-20,1.0052344411646063e-22,0.0006006983788542478,6.738670379771815e-15,2.1211801062819062e-17,2.3713907303760726e-18,7.880374391160651e-07,1.7232327690915463e-10,4.0152986380857285e-08,1.2675705193299123e-19,1.9257391094589817e-22,7.133664877688454e-13,1.660608129914822e-19,1.172102447166121e-34,8.205311660559589e-22,0.0008648706743951244,1.7262158423311005e-10,1.6946129503617377e-19,5.43903994841155e-16,8.379371388087343e-32,1.2565731470071653e-24,1.3557071049260605e-26
3.2551038340577434e-10,0.000897708597878115,0.0,0.0,0.0009722651358736145,0.7988321809191679,0.0999991739290093,0.09999999982818558,3.2922425777093535e-14,1.219281984681694e-16,1.7087724959244675e-18,2.4240688713621307e-20,1.0386233332849086e-22,0.0006017542308118524,6.716272009725472e-15,2.1226232534950827e-17,2.387008332057336e-18,7.855223523371049e-07,1.7177469840192722e-10,4.037588092478454e-08,1.2697870289125227e-19,1.9279796237946458e-22,7.253886396746757e-13,1.6969881331487423e-19,1.1866221916577105e-34,8.443211290074689e-22,0.0008669217767242386,1.7207127675693873e-10,1.735883408628543e-19,5.469475402666023e-16,8.629561321164924e-32,1.2661740408768908e-24,1.388753200688923e-26
3.270210847126204e-10,0.000897708597878115,0.0,0.0,0.0009691783344536271,0.7988296162885475,0.09999917620748668,0.09999999982873073,3.323158819241892e-14,1.2441714044215134e-16,1.7272203522640771e-18,2.494677630105659e-20,1.0729304347627123e-22,0.0006028033531374063,6.6940110682567435e-15,2.131235099839946e-17,2.402627226637059e-18,7.830217533443241e-07,1.7122927568796853e-10,4.0598537784335806e-08,1.2719893637170509e-19,1.9302032020838866e-22,7.375428724611463e-13,1.7339599774291572e-19,1.2018548566323364e-34,8.686651802010837e-22,0.000868961734840227,1.7152413710799354e-10,1.7779208228017045e-19,5.499893514734315e-16,8.885719442668965e-32,1.2758232898567282e-24,1.4224139103805116e-26
3.2853178601946644e-10,0.000897708597878115,0.0,0.0,0.0009661092692951395,0.7988270660736075,0.09999917847181311,0.09999999982927273,3.354085861568635e-14,1.2694465132130188e-16,1.7457223825505632e-18,2.5669466082206396e-20,1.108175572764143e-22,0.0006038458057537706,6.671884529920019e-15,2.1322889253324055e-17,2.4182384814913584e-18,7.805355419006523e-07,1.70686987120891e-10,4.082095479509021e-08,1.2741776504328568e-19,1.9324100267088095e-22,7.498297615378797e-13,1.7715297149921078e-19,1.2169606214832776e-34,8.935729313563578e-22,0.0008709906122511844,1.7098014338934823e-10,1.820734765868287e-19,5.530294107219782e-16,9.147950489214785e-32,1.2854769139964683e-24,1.4566969101276075e-26
3.300424873263125e-10,0.000897708597878115,0.0,0.0,0.0009630578181278458,0.7988245301816217,0.09999918072209006,0.09999999982981161,3.3850522768390277e-14,1.2951112621793037e-16,1.7642894657717483e-18,2.640905182391664e-20,1.1443788780952276e-22,0.0006048816479493672,6.6498920601609395e-15,2.134633256169653e-17,2.433829121401947e-18,7.780636186348732e-07,1.701478110059413e-10,4.104312983865108e-08,1.2763520144003796e-19,1.9346002776017753e-22,7.622498786899663e-13,1.8097034160315556e-19,1.2319546855623395e-34,9.190540988326546e-22,0.0008730084720392961,1.7043927389203462e-10,1.8643348643796927e-19,5.560677007365537e-16,9.416360312393701e-32,1.2951186042001614e-24,1.4916099189921034e-26
3.3155318863315854e-10,0.000897708597878115,0.0,0.0,0.0009600238597274996,0.7988220085205988,0.09999918295841817,0.09999999983034742,3.4161602029206766e-14,1.3211696188311158e-16,1.7829676584615848e-18,2.7165830657632675e-20,1.181560787680339e-22,0.0006059109383886646,6.628034461139967e-15,2.141016167321154e-17,2.4493967180869786e-18,7.756058850236343e-07,1.696117258924815e-10,4.126506084196833e-08,1.2785125796325538e-19,1.9367741322876295e-22,7.748037920881329e-13,1.848487168409836e-19,1.2473794097512565e-34,9.4511850393185e-22,0.0008750153768643712,1.6990150709304484e-10,1.9087307981984424e-19,5.591042046973467e-16,9.691055881155833e-32,1.3047631348231029e-24,1.5271606987669574e-26
3.330638899400046e-10,0.000897708597878115,0.0,0.0,0.0009570072739048108,0.7988195009992747,0.09999918518089718,0.09999999983088012,3.447417387170737e-14,1.3476255669667597e-16,1.801760794010797e-18,2.7940103093020283e-20,1.2197420470350426e-22,0.000606933735119911,6.606310880991253e-15,2.1427429019142098e-17,2.4649477020868166e-18,7.731622433833842e-07,1.690787106279831e-10,4.1486745776670636e-08,1.2806594688351897e-19,1.9389317659228796e-22,7.874920662913542e-13,1.8878870773935078e-19,1.2627214177279275e-34,9.717760731951388e-22,0.0008770113889673436,1.6936682165335225e-10,1.9539323002444775e-19,5.621389062324593e-16,9.972145284076789e-32,1.3144276488422413e-24,1.56335705377165e-26
3.3457459124685063e-10,0.000897708597878115,0.0,0.0,0.0009540079414944651,0.7988170075271055,0.09999918738962588,0.09999999983140982,3.47877135871195e-14,1.3744831065720964e-16,1.820645291662137e-18,2.8732173031453594e-20,1.2589437127335864e-22,0.0006079500955820934,6.584719041330212e-15,2.146090290049691e-17,2.4804863563016395e-18,7.707325968663822e-07,1.6854874409139865e-10,4.170818265840599e-08,1.2827928034193186e-19,1.941073351334149e-22,8.003152622491918e-13,1.9279092653711982e-19,1.278144097640743e-34,9.990368386944413e-22,0.0008789965701737399,1.6883519641595548e-10,1.9999491562409353e-19,5.651717894100657e-16,1.02597377316442e-31,1.3241092391391962e-24,1.6002068306474212e-26
3.360852925536967e-10,0.000897708597878115,0.0,0.0,0.0009510257443442839,0.7988145280142604,0.09999918958470233,0.09999999983193646,3.510217447039576e-14,1.401746253720562e-16,1.8396199089645838e-18,2.954234777935056e-20,1.2991871548701831e-22,0.0006089600766120795,6.563257774584285e-15,2.1515819891961755e-17,2.4960101704684395e-18,7.683168494523724e-07,1.6802180539786587e-10,4.192936954619225e-08,1.2849127035163581e-19,1.9431990590538373e-22,8.132739373057607e-13,1.968559871555797e-19,1.2938465168842349e-34,1.026910938317638e-21,0.0008809709818971145,1.6830661040394937e-10,2.0467912044591747e-19,5.682028387307009e-16,1.0553943558465918e-31,1.3337940964699131e-24,1.63771791815205e-26
3.3759599386054273e-10,0.000897708597878115,0.0,0.0,0.0009480605653045344,0.7988120623716146,0.0999991917662236,0.0999999998324601,3.5417606002147914e-14,1.429419040473178e-16,1.8586864610742846e-18,3.0370938061337813e-20,1.3404940595133385e-22,0.0006099637344515702,6.541926428427204e-15,2.1533443201710494e-17,2.511514451744404e-18,7.659149059374071e-07,1.6749787390377844e-10,4.21503045417784e-08,1.2870192879945644e-19,1.9453090573582387e-22,8.263686452030847e-13,2.0098450516923005e-19,1.3094592092006013e-34,1.0554086160469153e-21,0.0008829346851424444,1.677810428186225e-10,2.0944683354628927e-19,5.712320391196847e-16,1.0854874225409892e-31,1.3434773543770588e-24,1.675898246953877e-26
3.391066951673888e-10,0.000897708597878115,0.0,0.0,0.0009451122882173715,0.7988096105107416,0.09999919393428601,0.09999999983298073,3.5734037756228906e-14,1.457505514778608e-16,1.8778457074051932e-18,3.1218258033248496e-20,1.3828864311531982e-22,0.0006109611247547372,6.520723990948849e-15,2.1568590063468248e-17,2.5269977576424518e-18,7.635266719241504e-07,1.6697692902740073e-10,4.2370985789013984e-08,1.289112674473949e-19,1.9474035123046667e-22,8.395999360870254e-13,2.051770977776005e-19,1.325203477286148e-34,1.084540222230404e-21,0.00088488774050949,1.6725847303757896e-10,2.1429904918514774e-19,5.742593759196789e-16,1.1162642321696175e-31,1.3531657691510786e-24,1.7147557894250834e-26
3.406173964742348e-10,0.000897708597878115,0.0,0.0,0.0009421807979064111,0.7988071723439081,0.09999919608898496,0.09999999983349843,3.6051656307603833e-14,1.4860097403733468e-16,1.8971070155900075e-18,3.208462529496576e-20,1.4263865951420534e-22,0.0006119523025956758,6.499649693441873e-15,2.1621719646536813e-17,2.5424617816276323e-18,7.611520538144092e-07,1.664589504146777e-10,4.2591411473226954e-08,1.2911929793424584e-19,1.94948258776467e-22,8.529683565134746e-13,2.0943438377722392e-19,1.3412043221712675e-34,1.1143162138476052e-21,0.0008868302081961199,1.6673888061288199e-10,2.1923676680029085e-19,5.772848348833762e-16,1.1477361566932406e-31,1.3628654673480153e-24,1.7542985594345957e-26
3.4212809778108087e-10,0.000897708597878115,0.0,0.0,0.0009392659801664388,0.798804747784065,0.09999919823041506,0.09999999983401316,3.637031903032608e-14,1.5149357966820098e-16,1.916463806458278e-18,3.2970360903112836e-20,1.4710172001278637e-22,0.0006129373224750025,6.478702410626888e-15,2.1637949540912266e-17,2.5579076813410864e-18,7.587909588017914e-07,1.6594391793852293e-10,4.281157982061123e-08,1.2932603177709143e-19,1.9515464454599046e-22,8.664744494525635e-13,2.1375698353257778e-19,1.3571102205673396e-34,1.1447471547686513e-21,0.0008887621480016051,1.6622224526922117e-10,2.24260990981617e-19,5.803084021663079e-16,1.179914681309442e-31,1.37257429637252e-24,1.7945346121407743e-26
3.436387990879269e-10,0.000897708597878115,0.0,0.0,0.0009363677217532471,0.7988023367448422,0.09999920035867006,0.09999999983452498,3.6689854341292486e-14,1.5442877787177114e-16,1.935907815049726e-18,3.38757893835826e-20,1.516801220480347e-22,0.0006139162383267432,6.4578807709341365e-15,2.167205187724289e-17,2.5733344892918004e-18,7.564432948631291e-07,1.6543181153215975e-10,4.303148909762268e-08,1.2953148037266174e-19,1.9535952449975304e-22,8.801187542946043e-13,2.181455189467621e-19,1.3731562370914527e-34,1.175843716007152e-21,0.0008906836193298773,1.6570854690210445e-10,2.293727314453102e-19,5.833300643197767e-16,1.2128114046452762e-31,1.3822871356351771e-24,1.8354720437836445e-26
3.4514950039477297e-10,0.000897708597878115,0.0,0.0,0.0009334859103736004,0.7987999391405418,0.09999920247384295,0.09999999983503388,3.701049807406341e-14,1.5740697969825339e-16,1.955450733365953e-18,3.4801238743904616e-20,1.5637619587094072e-22,0.0006148891035253585,6.437184170270687e-15,2.172799434857021e-17,2.588740713892788e-18,7.541089707493932e-07,1.6492261134759887e-10,4.3251137610383875e-08,1.2973565499887418e-19,1.9556291439015914e-22,8.939018068570323e-13,2.226006134332257e-19,1.3894771894035902e-34,1.2076166759665559e-21,0.000892594681192754,1.651977655760727e-10,2.3457300300797856e-19,5.863498082839086e-16,1.2464380389446612e-31,1.3920034106590046e-24,1.8771189914766596e-26
3.46660201701619e-10,0.000897708597878115,0.0,0.0,0.000930620434675328,0.7987975548861305,0.09999920457602589,0.09999999983553988,3.7332196755819876e-14,1.6042859773681208e-16,1.9750898164106428e-18,3.57470404854519e-20,1.6119230478758236e-22,0.0006158559708922501,6.416611757719967e-15,2.1740724352818802e-17,2.60412581081738e-18,7.517878959775373e-07,1.6441629777211658e-10,4.3470523704097576e-08,1.2993856681629612e-19,1.9576482976466752e-22,9.078241393900754e-13,2.2712289188737317e-19,1.4056690550612581e-34,1.2400769206801048e-21,0.0008944953922131318,1.6468988152293583e-10,2.398628255607475e-19,5.893676213808237e-16,1.2808064102505135e-31,1.4017258530499552e-24,1.919483632998157e-26
3.4817090300846507e-10,0.000897708597878115,0.0,0.0,0.0009277711842375428,0.798795183897235,0.09999920666531024,0.09999999983604303,3.765475287655221e-14,1.634940461056398e-16,1.994815303946637e-18,3.6713529615487077e-20,1.6613084539939775e-22,0.0006168168927024804,6.396162144446906e-15,2.177061174094907e-17,2.6194899956679735e-18,7.494799808232852e-07,1.639128512323257e-10,4.368964576246801e-08,1.3014022686946326e-19,1.9596528596914476e-22,9.21886280583869e-13,2.317129806573027e-19,1.421989675707237e-34,1.273235444044423e-21,0.0008963858106281459,1.6418487514003183e-10,2.4524322404331343e-19,5.923834913079258e-16,1.3159284585814578e-31,1.4114554381527497e-24,1.9625741865825692e-26
3.496816043153111e-10,0.000897708597878115,0.0,0.0,0.0009249380495609766,0.7987928260901338,0.09999920874178655,0.09999999983654331,3.797844762572363e-14,1.6660374044204536e-16,2.014641437271119e-18,3.7701044659048773e-20,1.71194247842637e-22,0.0006177719206915239,6.375834734669132e-15,2.1835106060387427e-17,2.634833436741994e-18,7.471851363132916e-07,1.6341225236056978e-10,4.390850220713049e-08,1.3034064608835992e-19,1.9616429815081599e-22,9.36088755576384e-13,2.3637150751505756e-19,1.438662996604292e-34,1.3071033480467509e-21,0.0008982659942922988,1.6368272698850718e-10,2.507152284179699e-19,5.953974061313026e-16,1.3518162381036108e-31,1.4211908631036132e-24,2.0063989107113707e-26
3.5119230562215716e-10,0.000897708597878115,0.0,0.0,0.0009221209220584444,0.798790481381751,0.09999921080554461,0.09999999983704079,3.830321244682902e-14,1.6975809789255574e-16,2.0345648731799322e-18,3.8709927670677255e-20,1.7638497602698438e-22,0.0006187211060613972,6.355628729943723e-15,2.1842951401238767e-17,2.6501557356433813e-18,7.449032742167005e-07,1.629144820589232e-10,4.412709149708976e-08,1.3053983528982302e-19,1.9636188126145915e-22,9.504320859597223e-13,2.4109910162822894e-19,1.4551430347803806e-34,1.3416918429858141e-21,0.0009001360006805563,1.631834177916194e-10,2.5627987364360475e-19,5.984093542792426e-16,1.3884819172974952e-31,1.4309308327824373e-24,2.0509661039038084e-26
3.527030069290032e-10,0.000897708597878115,0.0,0.0,0.0009193196940454226,0.7987881496896523,0.09999921285667346,0.09999999983753544,3.862870709880432e-14,1.7295753710303257e-16,2.054568601487e-18,3.9740524245977705e-20,1.8170552787332583e-22,0.0006196644994870496,6.335542574869332e-15,2.1861866852637315e-17,2.6654562512231862e-18,7.426343070377175e-07,1.6241952123027524e-10,4.434541212816577e-08,1.3073780517876667e-19,1.9655805006061784e-22,9.649167897879418e-13,2.458963935309382e-19,1.4716912794657669e-34,1.3770122476862793e-21,0.0009019958868914137,1.6268692843306074e-10,2.61938199649662e-19,6.014193245358563e-16,1.4259377791196087e-31,1.440675275254175e-24,2.0962841045074042e-26
