Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357),OCCO(227)
1.7022977873722698e-09,0.0027149456784039327,0.1557,0.0,0.005965834663900249,0.6422285047659386,0.2001262837054748,-8.422444042885512e-20,3.1460765500723393e-23,2.909592715523392e-16,1.4684844059081484e-27,1.3333546794268297e-16,5.9874309009551875e-21,0.00015807790034676926,6.919799213341877e-18,1.2398415260937324e-24,5.359490351625068e-24,0.0017737162724915235,8.035670356822334e-20,2.200935153616742e-11,1.1879924398140058e-32,5.842362048007653e-29,2.3748063925208276e-14,2.110589623244694e-20,1.7058312197432515e-41,4.9306745196184696e-18,9.245627286414974e-05,2.322316667396392e-33,6.098005355756138e-19,8.368573555748715e-24,1.1496488043060831e-20,6.955650859048463e-18,3.0435739176791246e-38,1.0341847465597206e-37,3.8358569389444036e-21,-7.342750032897899e-29,-5.424324667121602e-20,1.1585849731474586e-21,8.73294848424818e-21,5.921805169729258e-22,2.8935620719493273e-30,1.9560653172778264e-24,3.0270864661091928e-37,7.221989530077265e-24,-4.946810344405112e-23,-1.381070448999444e-32,-3.371457065020054e-35,7.986342222783517e-37
1.709482514288399e-09,0.0027149456784039327,0.1557,0.0,0.005960691437711617,0.642228233436444,0.20012134286142214,-8.407854274001034e-20,2.725911655474648e-23,2.9411267610351856e-16,1.6905829302281532e-27,1.349876877081959e-16,5.9822060306701865e-21,0.00015794000578143766,7.00591176777869e-18,1.9581389263095857e-25,2.581633876801473e-25,0.0017786571163923206,8.0835704717007e-20,2.2161049886799266e-11,-4.822994043696071e-33,6.057872192603406e-28,2.400471668297078e-14,2.1262038490534636e-20,-8.9603540432425e-43,4.991669467659417e-18,9.279654956541906e-05,2.329348828750227e-33,6.18133793438681e-19,1.348402952263021e-24,1.1681672940805567e-20,7.040486908514254e-18,3.2190504074577512e-37,1.3878209027557796e-37,5.463747398703219e-21,-9.433914880721245e-29,-5.41582511010983e-20,1.1651763899683442e-21,8.794604395103265e-21,1.6169020129497167e-23,2.9497680714996074e-30,1.2814674189056028e-25,4.000033520657132e-37,3.0064699600650756e-24,-4.3418651956574827e-23,-1.3885650554615102e-32,-3.3666371953414326e-35,8.24567412908387e-37
1.7166672412045281e-09,0.0027149456784039327,0.1557,0.0,0.005955564282309935,0.6422279622162076,0.200116418192211,-8.42478604227302e-20,3.950342174366544e-23,2.972849997571784e-16,1.8053443658060863e-27,1.3667303099976916e-16,6.000488255807763e-21,0.00015780253784250444,7.093694752924842e-18,-2.845443616137389e-24,1.1199156057083644e-23,0.0017835817854512644,8.27451522354624e-20,2.2313037302726378e-11,4.456187242520418e-32,-7.474545136750155e-28,2.4262876556129402e-14,2.1417657452049936e-20,-4.2117504200384584e-41,5.0538893031137166e-18,9.313650369491444e-05,2.247054797482653e-33,6.265404001488056e-19,-3.0235299243717924e-23,1.1869792336600884e-20,7.135025931822871e-18,-4.529400029119571e-37,1.7350090226397763e-37,2.4564391629764327e-22,9.377546072563732e-28,-5.409158552320054e-20,1.1623138613407982e-21,8.864532491273846e-21,-1.6987001419472017e-21,1.4790825227972586e-29,-5.7642949436226474e-24,5.110322165249467e-37,-3.1165575510758494e-23,-4.2184694133868614e-24,-1.3962731108032235e-32,-3.3632568934458904e-35,8.512109194758108e-37
1.7238519681206573e-09,0.0027149456784039327,0.1557,0.0,0.0059504531458512856,0.642227691104954,0.2001115096455931,-8.429110642906369e-20,3.6197336572809267e-23,3.00476257926225e-16,2.708769044114612e-27,1.382752178751459e-16,6.000401971189501e-21,0.00015766549516965786,7.177312744455919e-18,1.130946649179262e-24,7.970939722400458e-24,0.0017884903319166636,8.091004333680278e-20,2.2465313237168488e-11,6.762478267736922e-32,-1.387320139440131e-27,2.4522671010703613e-14,2.1575268234988705e-20,1.634299187432139e-41,5.1130172798117255e-18,9.347613620850445e-05,2.5771589398332768e-33,6.350145218445899e-19,-5.006719146396325e-24,1.2058321102886484e-20,7.219571591724667e-18,-7.82525093800019e-37,3.0729570189093503e-37,-2.8747909224636147e-21,8.0056277453447e-28,-5.399360332618005e-20,1.176125695760724e-21,8.920216003388035e-21,2.243670452703316e-22,1.3216634968286837e-29,3.7772673552289085e-25,8.986766406894814e-37,-1.358670471800642e-23,-2.7825464639377256e-23,-1.4039079085285395e-32,-3.356793735240021e-35,8.78586680985091e-37
1.7310366950367865e-09,0.0027149456784039327,0.1557,0.0,0.005945357976661272,0.6422274201024084,0.20010661716949088,-8.365098696490216e-20,1.7799795199759825e-23,3.036864614608586e-16,1.638135040100917e-27,1.3984043478536142e-16,5.949161867793045e-21,0.0001575288764070003,7.259113616079689e-18,5.4249977316308096e-24,-1.1929949085158938e-23,0.0017933828078660352,7.589856794059818e-20,2.261787555668022e-11,-9.152317618562787e-32,2.0398548479308153e-27,2.478405066786193e-14,2.1731313482601364e-20,1.153855342696636e-40,5.170768386690851e-18,9.38154480589797e-05,2.2807515547543144e-33,6.435582352159787e-19,8.342506896883567e-23,1.2247966538797595e-20,7.280958440371227e-18,1.4259465699800677e-36,2.240807205463131e-37,1.2815559379883112e-20,-2.3169822371453872e-27,-5.3955362036105985e-20,1.2146528965944504e-21,8.954742703179408e-21,4.69330431156573e-21,-2.024560465786838e-29,1.5749757616839088e-23,6.3253127421171535e-37,8.108295534166094e-23,-1.3587108439926412e-22,-1.4110048561724283e-32,-3.352435170895152e-35,9.06708373467004e-37
1.7382214219529157e-09,0.0027149456784039327,0.1557,0.0,0.005940278723234477,0.6422271492082964,0.20010174071199724,-8.329223519577948e-20,2.725229096577858e-23,3.069156232275105e-16,1.2843921668231402e-27,1.4133364682394902e-16,5.945953530491134e-21,0.0001573926802030402,7.337248190543179e-18,-5.377024640621434e-24,-9.990773082449335e-25,0.001798259265206563,8.174343736806474e-20,2.2770722936237438e-11,-1.2224644655926017e-31,1.8453055257970795e-27,2.504705453296753e-14,2.1890156110106788e-20,-6.984937888490707e-41,5.225842160698813e-18,9.41544401960628e-05,2.6977637996024866e-33,6.521695379377631e-19,8.459138939274614e-25,1.2437760996232703e-20,7.359131894900927e-18,1.3201039043712817e-36,1.3529660882924683e-37,1.8787958618947914e-20,-1.6913349964352305e-27,-5.3860037259611344e-20,1.2033304556680958e-21,9.032366411136869e-21,-1.461278041867839e-21,-1.1470840181836972e-29,-3.852901838938386e-24,3.7592764025964984e-37,2.286050277255694e-23,-5.866289013097611e-23,-1.4180965594474654e-32,-3.3461805088736877e-35,9.35595095315223e-37
1.7454061488690448e-09,0.0027149456784039327,0.1557,0.0,0.005935215334233896,0.6422268784223455,0.20009688022137462,-8.525096936285492e-20,7.788468163083117e-23,3.1016374999883826e-16,2.240700685919775e-27,1.4291025936553497e-16,6.106865009622663e-21,0.0001572569052106738,7.419544158626362e-18,-8.275159852092233e-24,4.699695157980947e-23,0.0018031197556757949,9.503536243852216e-20,2.292385218399736e-11,2.9721500993924177e-31,-5.330483437470122e-27,2.531151430350113e-14,2.204620699341159e-20,-3.045053858685859e-40,5.284007715679984e-18,9.44931135664185e-05,2.5057909722574744e-33,6.608570763160094e-19,-2.379644960576672e-22,1.263139747139382e-20,7.499049110939933e-18,-2.421972432423248e-36,7.4067714604896845e-37,-2.736191534754249e-20,6.915447861948778e-27,-5.385099928293594e-20,1.1304576157574628e-21,9.163116896555383e-21,-1.2912933516916909e-20,8.140750977389578e-29,-4.313466896141168e-23,2.207782125536373e-36,-2.2505820906855326e-22,2.222144111563675e-22,-1.4270458700230426e-32,-3.3490436884397314e-35,9.65253162476248e-37
1.752590875785174e-09,0.0027149456784039327,0.1557,0.0,0.005930167758490298,0.6422266077442831,0.2000920356460547,-8.552126453021543e-20,1.2095628223796113e-23,3.1343085726036663e-16,4.729443246899341e-27,1.4443571243903574e-16,6.072642014255284e-21,0.00015712155008714896,7.499472316637579e-18,1.6232401316309354e-23,-1.5031988324084842e-23,0.0018079643308419853,7.61632396804998e-20,2.3077262975689177e-11,2.4432925916801367e-31,-8.902956401808648e-28,2.557757727563544e-14,2.2207028119268104e-20,2.590212160507886e-40,5.340269857273292e-18,9.483146911366336e-05,3.875535978795621e-33,6.696133481921771e-19,3.218265089463245e-23,1.2825612156228724e-20,7.568246694257972e-18,3.7094427849772903e-37,1.051050841306064e-36,-3.649608974485163e-20,3.881165049889517e-27,-5.369929150000367e-20,1.204399430078115e-21,9.167448553047546e-21,6.31130068174977e-21,4.1533781377211277e-29,1.8037566219555966e-23,3.067570057218506e-36,-2.887696251411693e-23,-3.21808481941244e-23,-1.4351373069772736e-32,-3.3404925217005404e-35,9.957102578669635e-37
1.7597756027013032e-09,0.0027149456784039327,0.1557,0.0,0.00592513594500174,0.6422263371738379,0.2000872069346378,-8.250936678640259e-20,-1.2291393159278936e-22,3.167169570039606e-16,1.3259071803808527e-26,1.458809459810581e-16,5.872728572249484e-21,0.00015698661349407763,7.575523842069676e-18,3.0768165715890514e-24,-1.3195998128148749e-22,0.0018127930421048476,7.036290138397282e-20,2.3230953956639753e-11,-1.9067074075658103e-31,8.061105076207782e-27,2.5845275912158208e-14,2.236453191344643e-20,1.9907914138965012e-40,5.3935498392261594e-18,9.516950777837594e-05,8.740457814602023e-33,6.784369247471778e-19,1.8121117361649052e-22,1.3019534393142844e-20,7.577704437606058e-18,4.8926994368593086e-36,1.3669503496996302e-36,2.642157587038353e-20,-5.354841055523529e-27,-5.3425796225492055e-20,1.2772296178657678e-21,9.172943739362637e-21,9.35150071160636e-21,-6.28137748593574e-29,3.171098239251321e-23,3.832941017333986e-36,1.7278036575046768e-22,-2.413564798282471e-22,-1.4407884630058927e-32,-3.3176031377525704e-35,1.0269851789916245e-36
1.7669603296174324e-09,0.0027149456784039327,0.1557,0.0,0.005920119842933167,0.6422260667107392,0.2000823940358922,-9.119433378211333e-20,-5.266189123417826e-25,3.200220583838941e-16,2.0036776813895852e-26,1.4729887276113185e-16,6.641838861693835e-21,0.00015685209409746435,7.649734611679643e-18,-4.407540839182146e-23,9.84758229589982e-24,0.001817605940696108,1.5198963103577373e-19,2.3384922972336084e-11,5.430191004389855e-31,-1.300766642186408e-26,2.611455343374709e-14,2.2525796076009465e-20,-1.7798344391448964e-39,5.44581184431369e-18,9.550723049810672e-05,1.362295345273768e-32,6.873311367538969e-19,-9.836405886713008e-22,1.321615873183368e-20,7.88350994533673e-18,7.532394223636263e-36,5.778267466826373e-36,-1.2962581282509818e-19,1.555866389760364e-26,-5.481488979392337e-20,9.806138312010116e-22,9.496901758639484e-21,-6.432907444569034e-20,2.835693747975128e-28,-2.0418530235214903e-22,1.6937286221043924e-35,-7.266411854006542e-22,8.627254325532243e-22,-1.4540528941810235e-32,-3.357885069681267e-35,1.059090519085866e-36
1.7741450565335615e-09,0.0027149456784039327,0.1557,0.0,0.0059151194016154925,0.6422257963547174,0.20007759689875373,-1.0577259528583659e-19,-7.566149984509455e-23,3.23346168140129e-16,3.65930206060764e-26,1.488101872841768e-16,7.565026706716518e-21,0.00015671799056757435,7.728980687245556e-18,1.2216645200841602e-23,-3.5841426570996005e-23,0.001822403077680061,1.5943226588721785e-19,2.3539167211051606e-11,1.3637726502192432e-30,-2.5187227302584783e-26,2.6385279235041662e-14,2.2680885191445356e-20,-1.1260471828135906e-39,5.501536180004013e-18,9.584463820738809e-05,2.198716945325707e-32,6.963033872636633e-19,-1.206791592530317e-21,1.3418004681413168e-20,8.25107795222148e-18,6.261654892890194e-37,6.360071259142398e-36,-4.238266505916062e-19,3.7553922658360446e-26,-5.608725724260158e-20,8.65797324853967e-22,9.664100724954594e-21,-5.808896558043644e-20,6.222507203434458e-28,-1.9510055556658395e-22,1.8865874442062682e-35,-1.1103442640798892e-21,1.2097679625523753e-21,-1.473267139596734e-32,-3.3948791942988667e-35,1.0920333636010526e-36
1.7813297834496907e-09,0.0027149456784039327,0.1557,0.0,0.005910134570544869,0.6422255261055039,0.20007281547232492,-8.993021309188912e-20,-3.968376439950513e-22,3.2668929733096635e-16,1.9097244569062408e-26,1.503993944080558e-16,5.91871082867394e-21,0.00015658430157888413,7.812707808976242e-18,8.21694816651125e-23,-3.610996162030568e-22,0.0018271845039540325,-7.826470297983989e-20,2.3693685215193837e-11,-1.2657112193648856e-30,3.071978614703915e-26,2.6657470887001438e-14,2.2846047539033036e-20,4.6272230398455496e-39,5.560147607300465e-18,9.6181731837744e-05,1.8037264139994638e-32,7.053527592174655e-19,2.4873025201777636e-21,1.3623018180787973e-20,7.623357012180861e-18,8.032711528166479e-35,3.683480263929792e-35,6.355811468166009e-20,-3.4519808138117523e-26,-5.842538004904905e-20,1.8391317340083443e-21,8.893960296106891e-21,1.6549862177695133e-19,-5.7694159267090055e-28,5.18378323328208e-22,1.0688355012484177e-34,1.704045008243847e-21,-2.2468183816124326e-21,-1.471729767858451e-32,-3.498387019491277e-35,1.125834479881271e-36
1.7885145103658199e-09,0.0027149456784039327,0.1557,0.0,0.005905165299382865,0.6422252559628305,0.20006804970587486,-5.2046069476143116e-20,-2.6723175808063484e-22,3.300514553901886e-16,7.808923602538556e-27,1.5208062102739076e-16,3.583911816555995e-21,0.0001564510258103243,7.900412622997885e-18,-7.394510936745416e-23,-2.0406548204844207e-22,0.0018319502702490267,-7.816646078964297e-20,2.384847523912091e-11,-3.0354514950812834e-30,3.330026671709972e-26,2.6931113825784963e-14,2.299873748330202e-20,2.0143642432548564e-39,5.6221701249377965e-18,9.651851231769989e-05,2.1346032143521344e-32,7.14481046022068e-19,2.9900128914404526e-21,1.3827013209558414e-20,6.856802028117167e-18,1.0427136073422171e-35,1.2896723805100029e-36,9.549606400628704e-19,-9.78563763246881e-26,-5.822712556790174e-20,2.163205565930009e-21,8.684132826725959e-21,1.2995172318278633e-19,-1.5918533462881816e-27,4.387596970219032e-22,2.895932180098699e-36,2.6876466315788824e-21,-3.0855839497786293e-21,-1.44787433672574e-32,-3.3923324082666595e-35,1.1605092764273832e-36
1.795699237281949e-09,0.0027149456784039327,0.1557,0.0,0.005900211537956846,0.64222498592643,0.20006329954883836,-1.1028653097915491e-19,5.404327725016454e-22,3.3343265718837923e-16,2.4258102880450628e-26,1.5372476103332445e-16,9.069906450215499e-21,0.00015631816194543467,7.98485939263258e-18,-1.2856304019324988e-22,5.780281381721452e-22,0.0018367004271301955,5.906722738926753e-19,2.400353696323453e-11,4.266392240590849e-30,-8.44144092913579e-26,2.7206349492714077e-14,2.3170954616558826e-20,-1.3264304645645088e-38,5.682811544443643e-18,9.685498057279242e-05,1.8569669171616203e-32,7.236797327103701e-19,-7.500948090702347e-21,1.4035995932051446e-20,8.950554998796158e-18,1.3055287736060156e-34,1.5367888781396355e-34,-4.305432486734757e-19,1.1013889235379307e-25,-5.938952717942419e-20,-5.113338034917546e-22,1.1057668837834792e-20,-4.862093096940621e-19,1.9275129915834082e-27,-1.514270996705003e-21,4.480979628911343e-34,-5.015478027100797e-21,6.3459532776668464e-21,-1.4916582717814597e-32,-2.985731632752767e-35,1.1960917929388067e-36
1.8028839641980782e-09,0.0027149456784039327,0.1557,0.0,0.005895273236256608,0.6422247159960365,0.20005856495081545,-2.3192983656149e-19,1.341549188862512e-21,3.3683291376811093e-16,-5.827692892288498e-26,1.553031772040531e-16,1.576275400103797e-20,0.00015618570867151853,8.065935418638456e-18,3.4339560772440197e-23,1.2162203998597647e-21,0.0018414350249974993,3.012941288156176e-19,2.4158869088956645e-11,1.5757254883531443e-30,-1.0517947616518393e-25,2.7483209680668786e-14,2.3325635137167543e-20,-7.404027969154142e-40,5.741008932387696e-18,9.719113752557932e-05,-2.2916409131994433e-32,7.32947102650572e-19,-2.083023555289971e-21,1.4270682392396434e-20,1.0467272896811089e-17,1.680672547551496e-34,5.771758945627426e-34,-2.2547036131935552e-18,7.347184967502241e-26,-8.579067480997543e-20,5.604636733231711e-22,1.020142559170117e-20,-8.197700991429019e-20,2.697876566406812e-27,-3.031389430225252e-22,1.6827711866715604e-33,-2.209329005898273e-21,2.1763608215756198e-21,-1.5872134687470698e-32,-4.0961775780852573e-35,1.2326036577373434e-36
1.8100686911142074e-09,0.0027149456784039327,0.1557,0.0,0.00589035034443097,0.6422244461713843,0.2000538458615708,-1.6911307782545797e-22,2.5757630240685224e-21,3.4025223359263147e-16,-2.8548342483766364e-25,1.5685394909942806e-16,-4.313321863422235e-21,0.00015605366467905286,8.145132880256336e-18,-6.058661571220823e-23,2.1826186219299786e-21,0.0018461541140862238,-1.745579098110646e-18,2.4314469677717725e-11,-2.0479214152529438e-29,-1.332308413018577e-26,2.776165305013122e-14,2.3499337726120203e-20,4.0905766128575143e-38,5.79817572825097e-18,9.752698409564917e-05,-1.0268348770902119e-31,7.422858202730083e-19,3.163593038445224e-20,1.4471761946152153e-20,3.0588973058122913e-18,-8.875853584258958e-34,8.540355928425586e-34,3.3847904666760693e-18,-6.593024855684785e-25,-8.541748449730102e-20,9.137450034699414e-21,2.8812182375072277e-21,1.7537212766930125e-18,-9.525569635913352e-27,5.500755854120395e-21,2.484129367407766e-33,2.2014383796185635e-20,-2.7072446307063672e-20,-1.3831002577197834e-32,4.818197387841651e-35,1.2700590978787947e-36
