Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236),SX(357),SX(497),OCCO(227),SX(387),SX(190),SX(577),SX(213),SX(496),S(309),SX(390),C2H4O3(79),SX(386),SX(747),SX(616),S(233),SX(1122),SX(1168),SX(1172),SX(217),SX(993)
0.0009674771344277747,0.0028733546784512542,0.0915567593028733,0.0,0.005414705091168369,0.44855233247291393,1.8319502009443662e-09,0.4569003699828957,1.5298925055231193e-08,1.1288587969353063e-12,2.2804009340730425e-07,9.399178012202804e-09,3.692864678389512e-17,0.00010309405378127675,2.2756169996641028e-10,1.361666628354777e-17,2.473446427017623e-12,1.457885864587085e-11,9.128539662391914e-10,1.650346080188067e-11,1.9472773952738015e-22,1.9827864932199704e-14,7.937175123486479e-13,7.310709467155688e-18,8.978013138965593e-25,1.2183995550003812e-11,0.002938482426237225,3.7460288716758774e-13,3.034523402685734e-12,6.325233359834719e-22,2.06764844498412e-09,5.708475045395236e-11,7.709892767156568e-19,5.462824847572511e-13,2.3121681187325902e-26,2.2082113865338076e-25,1.2406715341867664e-20,1.6565356636005128e-21,1.820656767448737e-20,2.4240958875052074e-27,3.9537138113324664e-26,5.178337803453228e-22,1.721797303766151e-14,5.004097761004078e-28,1.0065469043734206e-25,2.149185635342234e-18,7.130567006701673e-20,5.226318556020026e-26,7.634480695946342e-29,2.7966291905988926e-18,8.225313795097847e-26,5.956237211774827e-28,2.9941683038180318e-27,8.371980610434004e-29,1.3158184422083686e-26,2.2758055055802232e-27,1.524652253351247e-33,1.1019397966837698e-17,8.63399750590132e-20,5.622363936370996e-35,1.4792362250553008e-21,6.90190555459004e-14,2.0269031219796805e-15,2.0212576716608099e-25,1.247045240334432e-34,2.6236390438985433e-30,9.033621420527539e-27
0.0009843756138445488,0.0028733546784512542,0.0915567593028733,0.0,0.005414705106507056,0.44855232808086526,1.9088923892562163e-09,0.4569003663763291,1.582164062024546e-08,1.1505370190951665e-12,2.3120784180270442e-07,9.674063780508984e-09,3.837591639578905e-17,0.00010309405356864058,2.291887075494766e-10,1.382651107920034e-17,2.5579192059172745e-12,1.5191029778080655e-11,9.128539616026188e-10,1.675458542824914e-11,1.9472900181929226e-22,2.0067004818320045e-14,8.109505246269281e-13,7.471304675374456e-18,9.103105075674114e-25,1.2540295002623625e-11,0.0029384824057889962,3.798065683473304e-13,3.123268825479242e-12,6.568578755924937e-22,2.1509913179262354e-09,5.936408698158147e-11,7.818155284031508e-19,5.539938680685199e-13,2.4226983405594357e-26,2.294738736357069e-25,1.2875682054889337e-20,1.6817409811886674e-21,1.8483593084345578e-20,2.5190959226939938e-27,4.1086637155706774e-26,5.373669288469601e-22,1.7460718303157377e-14,5.193172476597232e-28,1.0626753696880992e-25,2.2694196945206494e-18,7.57658669750712e-20,5.552498397814313e-26,8.11201992182025e-29,2.965387367045543e-18,8.721608342706676e-26,6.387460327861671e-28,3.1748466753987517e-27,8.80390726467567e-29,1.395303575335506e-26,2.4373352500337567e-27,1.6328674352450338e-33,1.1482894486516371e-17,8.997187325472098e-20,6.021422253933908e-35,1.5563077839277182e-21,7.262041410613878e-14,2.1325067103971073e-15,2.1265671374374606e-25,1.3319817566771736e-34,2.7603331329234134e-30,9.500121679929926e-27
0.0009999999999999998,0.0028733546784512542,0.0915567593028733,0.0,0.0054147051206311254,0.4485523240264795,1.98152361528928e-09,0.45690036305765835,1.631203914381953e-08,1.1706014171414884e-12,2.3411542628396543e-07,9.93034438867612e-09,3.973884832729848e-17,0.0001030940533717292,2.306798656388801e-10,1.401966755385901e-17,2.6371688927569254e-12,1.576889925481803e-11,9.128539573376069e-10,1.6985725683605383e-11,1.9473016043499898e-22,2.0286504393509337e-14,8.269399850852347e-13,7.62034364281861e-18,9.21792334308281e-25,1.2872478562676245e-11,0.0029384823868931435,3.8458287657962897e-13,3.2060076521750656e-12,6.798131948412531e-22,2.2297332824690903e-09,6.151713656312608e-11,7.917526315244602e-19,5.610719235669265e-13,2.5279990417024584e-26,2.3762234995609527e-25,1.3317027580532038e-20,1.7049404316413605e-21,1.873857250648699e-20,2.6085613510465044e-27,4.254584124146362e-26,5.557481682794725e-22,1.7683527156173557e-14,5.371110874009127e-28,1.1164322381642043e-25,2.384587084407967e-18,8.005051492108111e-20,5.865818342638958e-26,8.570763654784192e-29,3.127216015040846e-18,9.197522245508119e-26,6.805723768201285e-28,3.3481060534818984e-27,9.215318123047553e-29,1.4715289607372044e-26,2.5937863328845995e-27,1.737680221015602e-33,1.1920150450903971e-17,9.339816061419923e-20,6.407933770195271e-35,1.6298953044036714e-21,7.605914326611887e-14,2.2333363896829288e-15,2.2271159908399277e-25,1.4142052448630396e-34,2.890847837089088e-30,9.945334237566371e-27
0.0010012740932613228,0.0028733546784512542,0.0915567593028733,0.0,0.00541470512178044,0.44855232369613895,1.9875096211985813e-09,0.4569003627877101,1.6352328416627633e-08,1.1722383948982617e-12,2.3435162677027442e-07,9.95133116732438e-09,3.985103503867875e-17,0.0001030940533556654,2.308009180984225e-10,1.4035382084219602e-17,2.643679722477774e-12,1.581652508393845e-11,9.128539569907238e-10,1.700452954023179e-11,1.947302545560468e-22,2.0304335657455814e-14,8.282461519678212e-13,7.632519879330518e-18,9.227250718130748e-25,1.289968100588588e-11,0.0029384823853526765,3.84970884679992e-13,3.212783120894355e-12,6.8170443265365745e-22,2.2362258319730678e-09,6.16946438699821e-11,7.925598818860014e-19,5.616469163766344e-13,2.5367187616465095e-26,2.3829307244260494e-25,1.3353343904731197e-20,1.7068277651428913e-21,1.875931572218366e-20,2.6159255595002522e-27,4.2665952381409404e-26,5.572606300449658e-22,1.770162725285064e-14,5.385752695367644e-28,1.120895630287948e-25,2.394149916460353e-18,8.040679065208893e-20,5.891870518551424e-26,8.608908972087662e-29,3.140660227209515e-18,9.237059589216996e-26,6.8406759669561505e-28,3.362499894574915e-27,9.24938032818672e-29,1.4778616961417244e-26,2.6068502627188877e-27,1.7464322657941894e-33,1.195617412197999e-17,9.368043823143328e-20,6.4402081351639e-35,1.6359955920074265e-21,7.634421559112223e-14,2.241695005561523e-15,2.235451326750716e-25,1.4210695837927373e-34,2.901667293082103e-30,9.982233191580917e-27
0.001018172572678097,0.0028733546784512542,0.0915567593028733,0.0,0.005414705136987049,0.448552319318692,2.0678073789267766e-09,0.4569003592169031,1.6890951261475593e-08,1.1939608691267155e-12,2.374716295855339e-07,1.023092038443353e-08,4.135384944697559e-17,0.00010309405314210814,2.3239886887915859e-10,1.4243276178042863e-17,2.730721969486149e-12,1.6455388131958276e-11,9.128539524037112e-10,1.7253292819645888e-11,1.94731497810055e-22,2.0539871137758794e-14,8.456020444020371e-13,7.794332590047753e-18,9.350457224570397e-25,1.3262076070881563e-11,0.0029384823649292757,3.9009613394381576e-13,3.30304698763008e-12,7.070646467870174e-22,2.3233606127983025e-09,6.407664973136849e-11,8.032229567846868e-19,5.692420709661444e-13,2.6542831978595767e-26,2.472778142930829e-25,1.3839657001231592e-20,1.7317959840730832e-21,1.903373524673986e-20,2.7145748462333277e-27,4.427491969842528e-26,5.77512482302602e-22,1.7940713777776982e-14,5.581817781352009e-28,1.1812457249481004e-25,2.523458427498131e-18,8.523132572035892e-20,6.244645017124307e-26,9.125456693143291e-29,3.322541036644898e-18,9.771941731933111e-26,7.316534343253327e-28,3.5572278147052326e-27,9.708506803596686e-29,1.563536957380761e-26,2.784559835528522e-27,1.8654869582512588e-33,1.2439184305856256e-17,9.746525814022385e-20,6.879238635703064e-35,1.7183389064088415e-21,8.019230117552471e-14,2.3545217948532805e-15,2.3479638768185475e-25,1.5144288478588588e-34,3.0477111466133348e-30,1.0480182685234546e-26
0.001035071052094871,0.0028733546784512542,0.0915567593028733,0.0,0.005414705152129513,0.4485523149484861,2.1497909929679984e-09,0.45690035566377324,1.743747209494364e-08,1.215702445724118e-12,2.4056803015270325e-07,1.0512772431794162e-08,4.288420105128865e-17,0.0001030940529285122,2.3398302530349147e-10,1.44502118649333e-17,2.8190399628654144e-12,1.7107661364602955e-11,9.128539478400454e-10,1.7500875421936028e-11,1.9473273165255512e-22,2.0773624832667402e-14,8.630159092710293e-13,7.956720856707261e-18,9.472731699606617e-25,1.3627403730908401e-11,0.0029384823445149956,3.951826116765224e-13,3.3940413767042852e-12,7.329400913689499e-22,2.4124040006970516e-09,6.651032554741293e-11,8.138053677300332e-19,5.767797697825301e-13,2.775450455313394e-26,2.5642716109961107e-25,1.4334574593103108e-20,1.7566456552697545e-21,1.9306851839182022e-20,2.815033485148341e-27,4.5913369338091277e-26,5.981216726767572e-22,1.8177991664034137e-14,5.781355830293369e-28,1.2437635076944423e-25,2.657426916596007e-18,9.02422806292079e-20,6.611026527299368e-26,9.661963776126986e-29,3.511120279792682e-18,1.0326520792396471e-25,7.815692490405342e-28,3.759127311703743e-27,1.0181409887850283e-28,1.6523721997583745e-26,2.970672237546548e-27,1.9901710399175092e-33,1.29318693324626e-17,1.0132589653769227e-19,7.339028281661617e-35,1.8033765640903118e-21,8.41664926580518e-14,2.471040291115759e-15,2.464157853215249e-25,1.6121811634339762e-34,3.198533573746665e-30,1.0994194318627474e-26
0.001051969531511645,0.0028733546784512542,0.0915567593028733,0.0,0.005414705167203567,0.44855231058547557,2.233465632459664e-09,0.45690035212818675,1.7991853968456734e-08,1.2374611659915507e-12,2.436410070153101e-07,1.079682909982004e-08,4.444192603654831e-17,0.00010309405271407728,2.3555379523301836e-10,1.4656169896555683e-17,2.90862773083442e-12,1.777338580150062e-11,9.128539433011856e-10,1.7747277973266378e-11,1.9473395615532355e-22,2.1005610232005524e-14,8.804854726805258e-13,8.11966290359212e-18,9.594081193214495e-25,1.3995588542727127e-11,0.0029384823241143405,4.0023061116004683e-13,3.485747497960225e-12,7.593322759810064e-22,2.503364055628198e-09,6.899588479631698e-11,8.243077252195365e-19,5.842604474600531e-13,2.900270672082217e-26,2.657401187856149e-25,1.4838050533054244e-20,1.781376841229019e-21,1.9578666199030578e-20,2.9172908329137543e-27,4.75811259125042e-26,6.190845092623594e-22,1.841347459320657e-14,5.984338371801298e-28,1.3084865888054252e-25,2.7961366206673272e-18,9.544238681528462e-20,6.991213912539081e-26,1.0218722666128637e-28,3.706485640236335e-18,1.0901054553040175e-25,8.338805393770445e-28,3.96829226260403e-27,1.0668170688927544e-28,1.7444089443920684e-26,3.165394644287342e-27,2.120623306709122e-33,1.3434170486274381e-17,1.0526189338498008e-19,7.82008890205523e-35,1.8911469924534795e-21,8.826859217387762e-14,2.591303144116977e-15,2.5840857578184714e-25,1.7144474573223962e-34,3.3542027230214624e-30,1.152448975968578e-26
0.0010671781629867417,0.0028733546784512542,0.0915567593028733,0.0,0.005414705180713362,0.44855230666488644,2.3102227726385482e-09,0.4569003489610488,1.8497488390047955e-08,1.2570570958113903e-12,2.4638680540200234e-07,1.1054317577003452e-08,4.586714318849556e-17,0.00010309405252070533,2.369563405981001e-10,1.4840707994580064e-17,2.990337461371144e-12,1.8384071510137192e-11,9.128539392364283e-10,1.7968032112837577e-11,1.9473505028043987e-22,2.1212896251629054e-14,8.962538723862981e-13,8.266766699209967e-18,9.702510662839003e-25,1.4329336208808222e-11,0.0029384823057630083,4.047411524170865e-13,3.5688762104925497e-12,7.835282508909061e-22,2.5868732946311383e-09,7.127741895028814e-11,8.3369190172689815e-19,5.909446608716825e-13,3.0157798939618635e-26,2.7426083969009634e-25,1.529845538667275e-20,1.8035336838852422e-21,1.982218658957164e-20,3.0108512729084803e-27,4.910701482510442e-26,6.38252408786468e-22,1.8623885765790714e-14,6.1699554776913845e-28,1.3686538255211897e-25,2.925095858774379e-18,1.0028640167274641e-19,7.345346492439207e-26,1.0737355967717761e-28,3.888186796347379e-18,1.143540259391262e-25,8.8306361827187e-28,4.1628278416796244e-27,1.1118193973536497e-28,1.8300125451537477e-26,3.348176574714493e-27,2.2430761754897823e-33,1.3894412461870658e-17,1.0886832359425215e-19,8.271650646280624e-35,1.9725083071028506e-21,9.207131654421311e-14,2.7027841736928344e-15,2.695256298193851e-25,1.8104480081512943e-34,3.4985046127626494e-30,1.2015859386246837e-26
0.0010808659313143287,0.0028733546784512542,0.0915567593028733,0.0,0.005414705192826804,0.44855230314128886,2.3804817039468594e-09,0.4569003461226031,1.8957955871896086e-08,1.2747028618409813e-12,2.488420306056455e-07,1.128751008234828e-08,4.716857437373829e-17,0.00010309405234650332,2.3820980267351173e-10,1.5006130366252264e-17,3.0647479041157945e-12,1.8943055093689514e-11,9.128539355940135e-10,1.8165895014906925e-11,1.947360286156236e-22,2.1398246298406756e-14,9.104811599933928e-13,8.399516364785883e-18,9.799465622701297e-25,1.46315920066941e-11,0.0029384822892532005,4.087743671988576e-13,3.644161091981475e-12,8.056643345992415e-22,2.6633689296570076e-09,7.336699449448977e-11,8.420830011551046e-19,5.96921519786305e-13,3.122341996681349e-26,2.820414793846585e-25,1.571868187717965e-20,1.8233929295770677e-21,2.004045465860422e-20,3.0962869586001693e-27,5.050037401970576e-26,6.557465686128852e-22,1.8812030252097025e-14,6.339375507888405e-28,1.4243799561573294e-25,3.0445470402112768e-18,1.047804057399776e-19,7.673874321089442e-26,1.1218514709698904e-28,4.056525923648376e-18,1.1930454032707187e-25,9.290733305381902e-28,4.3430575684059205e-27,1.1532946804929752e-28,1.9093243075296522e-26,3.518909017848693e-27,2.357456615205921e-33,1.4315208607608333e-17,1.121656634261417e-19,8.693444202112257e-35,2.0476750394582875e-21,9.558464828393826e-14,2.8057773492720913e-15,2.7979626250465625e-25,1.9001338294255244e-34,3.631819759625861e-30,1.2469651623213404e-26
0.0010945536996419156,0.0028733546784512542,0.0915567593028733,0.0,0.005414705204896362,0.44855229962234106,2.451858755157765e-09,0.45690034329543316,1.942351561995007e-08,1.2923565485696514e-12,2.512822005619554e-07,1.1522048120026563e-08,4.8487657061896164e-17,0.00010309405217197617,2.394550602854698e-10,1.5170922424683997e-17,3.1399808886674514e-12,1.9510932717467215e-11,9.128539319668483e-10,1.8362985879308187e-11,1.9473700094756468e-22,2.1582459795386082e-14,9.247411067887177e-13,8.53259214090868e-18,9.895826064257937e-25,1.493559158564056e-11,0.002938482272750276,4.1278285064556505e-13,3.719880359667033e-12,8.281419287631755e-22,2.7411355243817145e-09,7.549096635077972e-11,8.504226472860014e-19,6.028617291862604e-13,3.231400084072395e-26,2.899276258254354e-25,1.6144433796345e-20,1.843174659046701e-21,2.0257870768233177e-20,3.1828827483803373e-27,5.191263155469668e-26,6.734694181913524e-22,1.8999021055648395e-14,6.511022284120508e-28,1.4816191687044946e-25,3.1672518159619367e-18,1.0940311283992597e-19,8.011795309347987e-26,1.1713453262514668e-28,4.229464072359026e-18,1.2439028888267077e-25,9.767727914273212e-28,4.528211167993934e-27,1.1956963684315632e-28,1.990806035169789e-26,3.695654311909758e-27,2.4758653031491616e-33,1.4742200284449966e-17,1.1551155577839071e-19,9.130092476285867e-35,2.1247016516933033e-21,9.918503904383751e-14,2.9113188723742145e-15,2.903210202403921e-25,1.9929998363164217e-34,3.7684335062255915e-30,1.2934513189166531e-26
0.0011082414679695026,0.0028733546784512542,0.0915567593028733,0.0,0.005414705216922082,0.4485522961080217,2.5243563442089927e-09,0.45690034047946987,1.989414818589652e-08,1.3100171988255458e-12,2.53707407586805e-07,1.1757902261434125e-08,4.9824294437348736e-17,0.00010309405199713704,2.406922547865189e-10,1.5335085868235406e-17,3.2160332734856947e-12,2.0087723607167358e-11,9.128539283547411e-10,1.8559305601758626e-11,1.9473796731303582e-22,2.1765543711543407e-14,9.39032585759137e-13,8.665983223347217e-18,9.991595632978476e-25,1.5241296804733673e-11,0.002938482256253971,4.16766754404731e-13,3.796024512862322e-12,8.509617163710859e-22,2.8201768433742683e-09,7.764943408862446e-11,8.58711155617194e-19,6.087655137989964e-13,3.342983310822988e-26,2.9791870041290023e-25,1.6575683091643633e-20,1.8628789626041786e-21,2.0474435910916946e-20,3.270632347417489e-27,5.334368377582433e-26,6.914198011336459e-22,1.9184865250565843e-14,6.684884766536306e-28,1.540391026678886e-25,3.2932524256882262e-18,1.1415582401947918e-19,8.359204212751349e-26,1.2222310924682518e-28,4.407042403629253e-18,1.2961248169726587e-25,1.026197498204536e-27,4.718332709021108e-27,1.239028923324274e-28,2.0744772290226759e-26,3.8785197315242735e-27,2.598374106938985e-33,1.5175351058200553e-17,1.1890571517490826e-19,9.581860490529891e-35,2.203607733077865e-21,1.028734077395462e-13,3.0194355829883917e-15,3.011025795491373e-25,2.089111797253063e-34,3.9083805943813886e-30,1.3410556836396239e-26
0.0011219292362970896,0.0028733546784512542,0.0915567593028733,0.0,0.005414705228903659,0.4485522925983091,2.597976812142901e-09,0.4569003376746445,2.0369834158731238e-08,1.3276838695549223e-12,2.5611774343005743e-07,1.1995043411958037e-08,5.117838760892608e-17,0.00010309405182193025,2.4192151725423597e-10,1.549862042233227e-17,3.292901922776025e-12,2.067344636964234e-11,9.128539247576813e-10,1.875485517878097e-11,1.9473892774864609e-22,2.1947504973743268e-14,9.533544840857984e-13,8.799678942578664e-18,1.0086777951953754e-24,1.5548669955953216e-11,0.00293848223976445,4.2072622919405557e-13,3.8725841587583055e-12,8.741243547705194e-22,2.9004965391585985e-09,7.984249427826053e-11,8.669488397283941e-19,6.146330969749491e-13,3.4571204372079657e-26,3.0601411090281106e-25,1.7012401158191692e-20,1.882505940611037e-21,2.0690151190198247e-20,3.3595293249338986e-27,5.479342480680794e-26,7.095963667984901e-22,1.9369569867681617e-14,6.860950701186208e-28,1.6007149881464883e-25,3.422590886785233e-18,1.1903980611518273e-19,8.716193282307153e-26,1.2745223331992564e-28,4.589300851017136e-18,1.3497229275680418e-25,1.077383029936526e-27,4.913464945785583e-27,1.2832964953425992e-28,2.160356810843021e-26,4.0676118494957956e-27,2.7250544239232806e-33,1.56146234337039e-17,1.2234784782208125e-19,1.0049011532381758e-34,2.284412683679473e-21,1.0665066438480404e-13,3.1301540619605787e-15,3.12143591117548e-25,2.1885355261751297e-34,4.05169543055669e-30,1.3897894174595394e-26
0.0011356170046246765,0.0028733546784512542,0.0915567593028733,0.0,0.005414705240841947,0.4485522890931828,2.6727224232642428e-09,0.45690033488088877,2.085055416440851e-08,1.345355635157385e-12,2.5851329927897915e-07,1.2233442808550267e-08,5.254983556765996e-17,0.00010309405164652419,2.431429694124792e-10,1.5661532063628823e-17,3.370583707625719e-12,2.1268119024417688e-11,9.128539211751272e-10,1.8949635654314572e-11,1.947398822905931e-22,2.21283504638756e-14,9.677057075035693e-13,8.933668804536218e-18,1.0181376622172975e-24,1.585767376106496e-11,0.002938482223280505,4.246614248085875e-13,3.949550011235539e-12,8.976304759599026e-22,2.9820981536051117e-09,8.207024052859301e-11,8.75136011209048e-19,6.204647006933249e-13,3.573841293557541e-26,3.1421325645784475e-25,1.745455829547904e-20,1.9020556984328522e-21,2.0905017761957347e-20,3.449567111438948e-27,5.626174650393696e-26,7.279982311419581e-22,1.9553141894570922e-14,7.0392103571023005e-28,1.662610410725692e-25,3.555308989153372e-18,1.240562916529605e-19,9.082852294742087e-26,1.3282322446636074e-28,4.776278122991975e-18,1.4047086004608104e-25,1.1303650983989871e-27,5.113649320932305e-27,1.328503438643887e-28,2.2484631243544176e-26,4.263036341986968e-27,2.8559770508493453e-33,1.6059978906977253e-17,1.2583765202349712e-19,1.0531806674582894e-34,2.3671357093344303e-21,1.1051771000912152e-13,3.243500623974964e-15,3.2344667909360218e-25,2.291337372692126e-34,4.198412076736163e-30,1.4396635643659172e-26
0.0011493047729522635,0.0028733546784512542,0.0915567593028733,0.0,0.005414705252735761,0.4485522855926204,2.748595365208182e-09,0.45690033209813474,2.1336288865305297e-08,1.3630315817095952e-12,2.6089416576166465e-07,1.2473072017382636e-08,5.393853526092902e-17,0.00010309405147069015,2.4435672474316876e-10,1.582381561569668e-17,3.44907550337531e-12,2.1871758940245334e-11,9.128539176074691e-10,1.914364818735463e-11,1.9474083097518152e-22,2.2308087026174177e-14,9.820851699792356e-13,9.06794239410361e-18,1.0275395222326813e-24,1.6168271368419092e-11,0.0029384822068033753,4.285724901217886e-13,4.026912891125916e-12,9.21480687065469e-22,3.0649851193271464e-09,8.433276352340496e-11,8.832729798582121e-19,6.262605455723403e-13,3.6931735582115737e-26,3.2251551681291417e-25,1.7902125029780383e-20,1.9215283525162637e-21,2.1119036908739934e-20,3.540739003354265e-27,5.774853853546802e-26,7.466236288253274e-22,1.9735588276114793e-14,7.219648938507646e-28,1.7260965343900836e-25,3.691448290855201e-18,1.2920647878557807e-19,9.45926847188239e-26,1.3833736550691883e-28,4.968011699622764e-18,1.461092853958338e-25,1.1851793875395044e-27,5.31892596198316e-27,1.3746530991877663e-28,2.338813933685701e-26,4.4648980375450755e-27,2.9912122164947696e-33,1.65113779868725e-17,1.2937481833929301e-19,1.1030504895406734e-34,2.451795826636774e-21,1.14475436594099e-13,3.3595013244315192e-15,3.350144417578861e-25,2.3975831936870097e-34,4.3485642591399245e-30,1.4906890544222368e-26
0.0011629925412798504,0.0028733546784512542,0.0915567593028733,0.0,0.005414705264586594,0.4485522820966023,2.8255977488099385e-09,0.45690032932631497,2.1827018959628398e-08,1.3807108116525587e-12,2.632604329504917e-07,1.2713902931683963e-08,5.534438162292507e-17,0.00010309405129471672,2.4556288965552077e-10,1.5985480406118264e-17,3.528374193261004e-12,2.2484382928273395e-11,9.128539140538866e-10,1.933689392192831e-11,1.9474177383806566e-22,2.2486721457275644e-14,9.964918078225642e-13,9.202489507250906e-18,1.0368837309430665e-24,1.6480426350344162e-11,0.002938482190331121,4.324595730973917e-13,4.1046637240905825e-12,9.456755704879387e-22,3.149160761090748e-09,8.6630151059683e-11,8.91360053427075e-19,6.320208508770824e-13,3.8151473550727094e-26,3.309202690555666e-25,1.835507029837218e-20,1.940924018364365e-21,2.1332209896764323e-20,3.633038165242285e-27,5.925368841405809e-26,7.654718797821339e-22,1.9916915914346684e-14,7.402257673616439e-28,1.7911925013574907e-25,3.8310501132752654e-18,1.3449153120799607e-19,9.845526585751772e-26,1.4399590236741908e-28,5.164537832945203e-18,1.5188863458082084e-25,1.2418617540656576e-27,5.529333681598891e-27,1.4217495499789958e-28,2.4314264235892712e-26,4.67330082690062e-27,3.1308295216507174e-33,1.6968780238359002e-17,1.3295902994082633e-19,1.1545362857342625e-34,2.5384118523288894e-21,1.1852472701120056e-13,3.478181944742148e-15,3.468494500682689e-25,2.5073399074013534e-34,4.502185349331992e-30,1.542876697698238e-26
0.0011766803096074374,0.0028733546784512542,0.0915567593028733,0.0,0.0054147052763921085,0.4485522786051049,2.903731608075856e-09,0.4569003265653625,2.2322725180711868e-08,1.3983924384757244e-12,2.6561219036555926e-07,1.2955907769470487e-08,5.6767267711221e-17,0.0001030940511181512,2.4676156475810336e-10,1.614651492334238e-17,3.608476663180653e-12,2.3106007112288253e-11,9.128539105152933e-10,1.9529374155963693e-11,1.9474271091529437e-22,2.2664260519890624e-14,1.0109245597835654e-12,9.337299965207045e-18,1.0461706418326404e-24,1.6794102700053674e-11,0.0029384821738663723,4.363228207883027e-13,4.182793541602356e-12,9.702156844362506e-22,3.234628297203165e-09,8.89624880846114e-11,8.99397537984879e-19,6.37745834530777e-13,3.9397892689861e-26,3.3942686561522756e-25,1.8813363942115423e-20,1.9602428261533382e-21,2.154453816161066e-20,3.7264576386672676e-27,6.077708164376035e-26,7.845407090015256e-22,2.0097131669488286e-14,7.587018704633096e-28,1.8579173244570613e-25,3.97415553756197e-18,1.3991257809437441e-19,1.0241708801414927e-25,1.4980004401739076e-28,5.365891543888739e-18,1.5780993709347583e-25,1.3004479676841755e-27,5.7449099745316736e-27,1.4697953798257505e-28,2.5263171976486745e-26,4.888347838954417e-27,3.2748980561455e-33,1.7432144303451394e-17,1.365899627496086e-19,1.207663533863209e-34,2.6270024153962136e-21,1.2266645498024209e-13,3.599568009477573e-15,3.5895424938787966e-25,2.6206731064049043e-34,4.65930838665136e-30,1.596237191315288e-26
0.0011903680779350243,0.0028733546784512542,0.0915567593028733,0.0,0.005414705288155812,0.4485522751181113,2.9829989006566414e-09,0.4569003238152106,2.282338829714327e-08,1.4160755917944809e-12,2.679495269780562e-07,1.31990590708936e-08,5.820708459793358e-17,0.00010309405094167061,2.479528452457028e-10,1.6306939406557992e-17,3.6893798093046345e-12,2.3736647124881076e-11,9.128539069899837e-10,1.972109007954036e-11,1.9474364224176615e-22,2.284071092372141e-14,1.0253823960119678e-12,9.472363884524924e-18,1.0554006062724206e-24,1.7109264828314048e-11,0.002938482157404806,4.4016237935048007e-13,4.261293477780357e-12,9.951015630137046e-22,3.3213908408469997e-09,9.132985673045766e-11,9.073857374198265e-19,6.434357131169445e-13,4.06713082585984e-26,3.4803466754150816e-25,1.9276972971957815e-20,1.979484896367138e-21,2.1756023020364217e-20,3.820990334921131e-27,6.231860160181584e-26,8.038301811649957e-22,2.0276242358876934e-14,7.773927257671914e-28,1.9262899283789877e-25,4.12080539910871e-18,1.4547071404670498e-19,1.0647894898177354e-25,1.5575096240424198e-28,5.572106631012527e-18,1.6387418661989734e-25,1.3609740369194323e-27,5.965691026554029e-27,1.5187948198216182e-28,2.6235022829968186e-26,5.110141003310336e-27,3.423486107391544e-33,1.7901427971969397e-17,1.4026728603389089e-19,1.2624574158500907e-34,2.717585936087264e-21,1.2690148498864828e-13,3.723684756423035e-15,3.7133135643856693e-25,2.7376508040228e-34,4.819966038664954e-30,1.65078110776035e-26
0.0012026870694298527,0.0028733546784512542,0.0915567593028733,0.0,0.005414705298703791,0.4485522719836463,3.0553101063256486e-09,0.4569003213492537,2.32782073808628e-08,1.4319910236630235e-12,2.7004087323810694e-07,1.3418853030455338e-08,5.951730411462968e-17,0.00010309405078220984,2.4901875025304453e-10,1.6450781122441465e-17,3.762874653107838e-12,2.4311943974252144e-11,9.128539038300604e-10,1.9892982112273213e-11,1.9474447554839856e-22,2.2998591008894913e-14,1.038415035803923e-12,9.594129874073989e-18,1.0636591736653207e-24,1.7394152003575246e-11,0.0029384821425963055,4.435978479225439e-13,4.3322526286463205e-12,1.0177949049601326e-21,3.40058685093327e-09,9.349050619103112e-11,9.14533228121109e-19,6.485267669488567e-13,4.1840669635914823e-26,3.5586766004033237e-25,1.9698740469616105e-20,1.9967372676880874e-21,2.1945639593298667e-20,3.907015611140768e-27,6.372136993960231e-26,8.213767829380992e-22,2.0436502749843937e-14,7.943962259671736e-28,1.9892496434951734e-25,4.255854318251278e-18,1.5059112440797127e-19,1.102207946160855e-25,1.6123322188269295e-28,5.7618836321655285e-18,1.6945502295012546e-25,1.4171356669065745e-27,6.1688728920508676e-27,1.563710985742465e-28,2.712943275262849e-26,5.3156063291745076e-27,3.561135491449269e-33,1.832880895774352e-17,1.4361626205713255e-19,1.313217514329423e-34,2.8008301609884205e-21,1.3079349225982223e-13,3.837745220872268e-15,3.827056360733182e-25,2.8461003407502924e-34,4.967606762589307e-30,1.700891108806746e-26
