Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236),SX(357),SX(497),OCCO(227),SX(387),SX(190),SX(577),SX(213),SX(496),S(309),SX(390),C2H4O3(79),SX(386),SX(747),SX(616),S(233),SX(1122),SX(1168),SX(1172),SX(217),SX(993)
2.422579416392552e-10,0.0028733546784512542,0.0915567593028733,0.0,0.007742276076672531,0.45090242830281185,3.101107006217712e-19,0.456900612321166,5.459639847150745e-18,2.990815352060751e-26,7.416226921896763e-14,1.938048532983467e-19,5.473635157087389e-32,0.0001476133378073541,1.693249465200898e-19,1.0979141356168665e-20,1.9714840273031226e-18,4.553620997393791e-18,1.978503248848364e-11,2.726873159664723e-18,-1.2429852704466107e-22,2.6433456083421444e-15,-2.2656074018334153e-19,-7.300669384695335e-25,3.112957505706308e-31,1.360918778687726e-20,0.0005663933843096623,1.7274051839154573e-19,3.322227831934956e-24,1.8388317552216727e-31,-1.2652181196084068e-23,2.0239869305636592e-20,9.814489453682161e-26,4.09704217656091e-25,3.581946631044629e-34,3.7180416691264114e-38,-2.463210802603256e-31,2.6560321014019725e-28,2.89640530366914e-27,5.547834454691926e-38,-2.7392485784149374e-32,1.723908360034004e-29,2.1828074553003675e-24,-3.296330126396903e-33,1.867102415859048e-32,5.3027097376160354e-31,1.121661545306066e-34,9.706227287249881e-36,-2.216316698691999e-39,1.1007932124328231e-45,3.8941879805698164e-48,5.6982003070491335e-46,1.8132481383479085e-54,-1.8301395211572005e-47,1.2439209137077627e-40,2.1945756576323633e-55,-6.328510203669519e-58,4.720172202118907e-36,6.405168802448535e-38,7.549943059570233e-63,9.405380040077648e-33,1.4825981312626465e-29,1.3188653806127028e-26,1.248194985769705e-31,1.6342905956055544e-48,2.3557694806625584e-36,5.569677546947207e-38
2.434638703851221e-10,0.0028733546784512542,0.0915567593028733,0.0,0.007739759166635658,0.4508999131919343,3.1357622744150057e-19,0.4569006123210716,5.499535817598505e-18,-1.0054969425992403e-25,7.467001914135671e-14,1.9380909214487117e-19,6.284214620981077e-32,0.00014761693593906588,1.7075362180589808e-19,1.0977023251672273e-20,1.9768054429018827e-18,4.5781156898163355e-18,1.9878991028439642e-11,2.7455437683853028e-18,2.4334427370921812e-23,2.6433508548599662e-15,-2.2653671554089968e-19,-2.2819045963643684e-24,3.1337401720989463e-31,1.3597119777471585e-20,0.0005689066961208408,1.7387726370223476e-19,3.4061672055292335e-24,1.8424590925817247e-31,-1.2556461064430341e-23,2.0239032408514738e-20,9.880468934807781e-26,4.1539220917602945e-25,3.5835533933604088e-34,-4.3330473220601834e-38,-2.459778971380852e-31,2.6757854077595383e-28,2.9169979919356123e-27,-1.2080280199793012e-38,-3.5498397652800377e-32,1.724299711236427e-29,2.212961792531875e-24,6.191409716211412e-34,-2.1494645835348734e-32,5.672496899225415e-31,1.158490624976618e-34,9.707071949992973e-36,-1.2376497441001759e-39,1.165185296956291e-45,4.0231803644651475e-48,5.7480870780531786e-46,1.9157001516400963e-54,-1.8820017821118093e-47,1.245136067010222e-40,2.1993115627745966e-55,-6.101831298874141e-58,4.970185529892029e-36,6.497375432265126e-38,7.60089133859108e-63,9.39050741857074e-33,1.520185548594352e-29,1.318079561138224e-26,-6.467853220454432e-32,-9.082923165033587e-49,-1.308595083627022e-36,5.446483145989703e-38
2.4466979913098895e-10,0.0028733546784512542,0.0915567593028733,0.0,0.007737246127061483,0.4508974013596481,3.170603236350649e-19,0.4569006123209771,5.539477432613627e-18,-2.2997993521501863e-25,7.517778030787137e-14,1.93835395331571e-19,2.4818533709034795e-33,0.00014761935032845308,1.7219088282301572e-19,1.0974955420161273e-20,1.9820739914910146e-18,4.602590403950823e-18,1.9972911704129532e-11,2.7642148589501982e-18,4.588874288506555e-23,2.6433554384728856e-15,-2.2654015546581626e-19,-2.2714890143481088e-24,3.154510954858593e-31,1.3586667453196113e-20,0.0005714173212117113,1.7501335927411364e-19,3.4899130601395345e-24,1.835444321445864e-31,-1.2460746858407294e-23,2.024047693545318e-20,9.946410714277931e-26,4.211189038982052e-25,3.5855971011288314e-34,6.509070098899982e-39,-2.4430959959790596e-31,2.6953912063207114e-28,2.9376025455746222e-27,-3.54310395915636e-38,2.486324716536066e-32,1.7245374071402624e-29,2.2433180818840017e-24,9.3976022724414e-34,2.7965583297301573e-33,5.406484267705047e-31,1.195303543499852e-34,9.707836819875317e-36,1.2218475794753646e-39,1.2316675438519696e-45,4.145977990232337e-48,5.799704774540127e-46,2.0207309193016268e-54,-1.9181867560424637e-47,1.2459049947958909e-40,2.205885495600142e-55,-4.6598845882809874e-58,5.22642616617387e-36,6.590268832592483e-38,7.646052606668149e-63,9.395134670320458e-33,1.5577671690637076e-29,1.318045266745401e-26,8.50032383794397e-33,1.6639588633483963e-49,2.3909094111192337e-37,5.425889290095033e-38
2.458757278768558e-10,0.0028733546784512542,0.0915567593028733,0.0,0.007734736925659338,0.4508948927881466,3.205629738828466e-19,0.45690061232088275,5.579464127783493e-18,-3.5845242494150606e-25,7.56855487192298e-14,1.938354721467959e-19,2.797497584102542e-32,0.0001476206099427088,1.7363173266981494e-19,1.0972936632542215e-20,1.9872900718226744e-18,4.627045134426297e-18,2.006679456475889e-11,2.7828862762800935e-18,-2.6032679045163006e-23,2.6433593756840317e-15,-2.2651324039442945e-19,-1.7186065531242754e-24,3.1752697175546462e-31,1.357431555948118e-20,0.0005739252629057297,1.761487965960094e-19,3.573483272282148e-24,1.8375713557803687e-31,-1.2365014760358243e-23,2.0239211636041257e-20,1.0012314240392808e-25,4.268842429520574e-25,3.5856320183285913e-34,1.1709772059255475e-38,-2.4329147741526343e-31,2.7151008740584277e-28,2.95819827897026e-27,1.3648597389168493e-38,-6.292387024997079e-34,1.7243279558030815e-29,2.2738759640671886e-24,-8.53498489753357e-34,8.991606749599257e-33,5.355894464352843e-31,1.2321380778566779e-34,9.707483544744073e-36,-2.159351907816868e-40,1.3002632621603778e-45,4.279702477170583e-48,5.854178759085987e-46,2.1294216095029602e-54,-1.969841280974679e-47,1.246901324375064e-40,2.2062986295817014e-55,-2.729929906667691e-58,5.488882271139461e-36,6.683848662110681e-38,7.683540808531948e-63,9.385909071965306e-33,1.595401948514037e-29,1.3173889516695018e-26,1.755003314921835e-32,2.0636792008401918e-49,2.9753851745638466e-37,5.476434997818659e-38
2.4708165662272267e-10,0.0028733546784512542,0.0915567593028733,0.0,0.007732231530826269,0.4508923874599734,3.2408416286161736e-19,0.45690061232078844,5.61949534429944e-18,-4.859062449707878e-25,7.619332027018317e-14,1.9381268208400838e-19,3.4687784135523455e-32,0.00014762074307573652,1.7507651186041523e-19,1.0970965691577581e-20,1.9924540812989896e-18,4.651479876437716e-18,2.0160639660079358e-11,2.8015578730447756e-18,2.3694499932736002e-23,2.6433626824796663e-15,-2.2645838060075687e-19,-2.1696695177502612e-24,3.1960163265301505e-31,1.3560311249838692e-20,0.0005764305245119317,1.7728356738830467e-19,3.65684300309865e-24,1.8369681468292356e-31,-1.2269282419542316e-23,2.0235584012303076e-20,1.0078179001241536e-25,4.326881673445221e-25,3.5845859306114534e-34,-6.742105090268046e-39,-2.431264844249658e-31,2.7347996617967305e-28,2.9787945178381366e-27,-1.8245604994201177e-38,-7.342531932792726e-33,1.7240168092681918e-29,2.3046350792121448e-24,1.9765315753614855e-34,-6.346071067931216e-33,5.509678744210407e-31,1.2689507894621427e-34,9.706529131341007e-36,-2.514138633490154e-40,1.3710148162855504e-45,4.412783179747249e-48,5.908880034775051e-46,2.241420558924615e-54,-2.0167724866215065e-47,1.2479559198791325e-40,2.2018284026604416e-55,-1.7447312997145843e-58,5.75754281950707e-36,6.778115192909797e-38,7.70118792859747e-63,9.371407515496556e-33,1.633033404349373e-29,1.316052442775433e-26,-1.821090490437299e-32,-2.405149651864119e-49,-3.466795280291257e-37,5.454606368697871e-38
2.4828758536858953e-10,0.0028733546784512542,0.0915567593028733,0.0,0.007729729911631763,0.45088988535801594,3.276238752449647e-19,0.45690061232069407,5.659570528898748e-18,-6.122716983591931e-25,7.670109091335767e-14,1.9379338523679316e-19,2.3749001795251393e-32,0.0001476197773631608,1.7652793819098485e-19,1.0969041429412768e-20,1.9975664159283445e-18,4.675894625729951e-18,2.0254447040328166e-11,2.8202295063011903e-18,1.1625595551468529e-23,2.64336537443998e-15,-2.2640819180137498e-19,-2.0167139029499852e-24,3.2167506429941616e-31,1.3546574875859493e-20,0.0005789331093251994,1.7841766298544672e-19,3.7399664877511086e-24,1.8345851254072086e-31,-1.2173572686786465e-23,2.0232318756307813e-20,1.0144004524255173e-25,4.385306180023827e-25,3.5842664528542157e-34,-5.633723397715429e-40,-2.4284477413625607e-31,2.7544396139361204e-28,2.999394808529915e-27,-1.2438674023953116e-38,3.595643821336703e-33,1.7239031658156997e-29,2.3355950670977027e-24,2.5108861226259307e-34,-8.430115013496937e-34,5.462640088516253e-31,1.3057618360273492e-34,9.705775851344802e-36,1.8077051474508097e-40,1.4439286959776998e-45,4.5432932411927266e-48,5.9621585761961906e-46,2.356438430587192e-54,-2.0607518525366938e-47,1.248723557977753e-40,2.198789913232945e-55,-1.5621425936070956e-58,6.03239168763296e-36,6.873068092783252e-38,7.691625025919471e-63,9.360133505076731e-33,1.6706021026959418e-29,1.314734891644137e-26,8.42455640966915e-33,1.2223757214399045e-49,1.7588852775087982e-37,5.425256603100496e-38
2.494935141144564e-10,0.0028733546784512542,0.0915567593028733,0.0,0.0077272320378027875,0.4508873864654971,3.3118209570370354e-19,0.4569006123205998,5.69968913380775e-18,-7.375542957220762e-25,7.720885678462214e-14,1.9378736758182623e-19,2.675698199137867e-32,0.00014761773979703885,1.7798701661581805e-19,1.0967162707448362e-20,2.0026274702841086e-18,4.7002893785841825e-18,2.03482167547562e-11,2.8389010344767925e-18,1.5241465349151206e-24,2.643367466797175e-15,-2.263734786876296e-19,-1.9637814065316807e-24,3.237472529500849e-31,1.3533817941220303e-20,0.0005814330206265234,1.7955107471319697e-19,3.822862829023134e-24,1.8348678908086967e-31,-1.2077885274789659e-23,2.023042724336653e-20,1.0209790344369226e-25,4.444115358099765e-25,3.584570367719414e-34,2.8036634995672607e-39,-2.4222315530441442e-31,2.774100089400844e-28,3.0199923884801688e-27,-4.1351602085469683e-39,5.876029932221119e-34,1.723909122656489e-29,2.3667555673524473e-24,-2.3537003671315585e-34,3.671743513618664e-33,5.423914002290553e-31,1.3425818274842079e-34,9.705420562899857e-36,-1.1860611695205344e-41,1.519012645354224e-45,4.6781401868242514e-48,6.014880607514836e-46,2.4748694695413635e-54,-2.1081398238050767e-47,1.2492120740352417e-40,2.1990065251108538e-55,-1.407444841330671e-58,6.313409661321768e-36,6.968706930150397e-38,7.686089332566308e-63,9.350611178011244e-33,1.7081124533889138e-29,1.3137893860982005e-26,2.6921807162737715e-34,-6.048650511320272e-51,-8.759792001292669e-39,5.43060895554482e-38
2.5069944286032326e-10,0.0028733546784512542,0.0915567593028733,0.0,0.007724737879709092,0.4508848907659682,3.347588089062772e-19,0.4569006123205056,5.739850616686533e-18,-8.617987805745912e-25,7.771661417552964e-14,1.9378490115347506e-19,2.8720841853353976e-32,0.000147614656740268,1.7945273545569726e-19,1.0965328416514336e-20,2.007637637466105e-18,4.7246641318058936e-18,2.044194885185409e-11,2.8575723182596725e-18,1.4859183898559698e-23,2.643368974412919e-15,-2.2634273756355408e-19,-2.0700606662675315e-24,3.258181857610244e-31,1.3521330936138647e-20,0.000583930261683259,1.8068379442139787e-19,3.9055518817215114e-24,1.8338655111902855e-31,-1.1982206430634211e-23,2.022890386487455e-20,1.0275535991469049e-25,4.5033086161369985e-25,3.584732979159795e-34,-6.7507288548096e-40,-2.414888072918952e-31,2.7937570918153543e-28,3.0405892245916214e-27,-1.335401322424008e-38,-1.3760459730277058e-33,1.723869134105823e-29,2.3981162194785383e-24,7.194911103891143e-35,-1.6162723553905966e-33,5.472964606071322e-31,1.3793975980488738e-34,9.705164910952006e-36,-4.628726030741491e-41,1.596294826993041e-45,4.8142594073755396e-48,6.068397789324008e-46,2.596676865064712e-54,-2.153558694817526e-47,1.2496328987225292e-40,2.200115549112059e-55,-1.0172688600821516e-58,6.600579198519394e-36,7.065031686105157e-38,7.697882577512262e-63,9.341720073928145e-33,1.7455996599699984e-29,1.312974806147254e-26,-3.77790513812516e-33,-4.59748765443222e-50,-6.637703496308729e-38,5.428466190715205e-38
2.519053716061901e-10,0.0028733546784512542,0.0915567593028733,0.0,0.007722247408348852,0.45088239824330145,3.383539995191502e-19,0.45690061232041135,5.780054440574543e-18,-9.850234995828943e-25,7.822435944929424e-14,1.9377731704018822e-19,2.6887488748727084e-32,0.00014761055394069798,1.809241924803152e-19,1.0963537475526924e-20,2.0125973090638304e-18,4.7490188827125326e-18,2.0535643379842355e-11,2.8762432224133695e-18,8.106292601051479e-24,2.6433699117506376e-15,-2.2630610304005845e-19,-2.004245832774505e-24,3.2788785069272367e-31,1.35084825830389e-20,0.0005864248357493762,1.818158144624146e-19,3.988038730489158e-24,1.832920255459706e-31,-1.1886530134280349e-23,2.0226852591677573e-20,1.0341241005833238e-25,4.562885362136083e-25,3.5845266123072586e-34,-2.5690779179918423e-40,-2.4083617036469992e-31,2.8133874827580697e-28,3.0611871134954567e-27,-9.364266615807324e-39,4.573584720747998e-34,1.723754173786558e-29,2.429676662807266e-24,7.713932234749703e-35,-8.908006153876429e-34,5.466574331484857e-31,1.4162073765460922e-34,9.70473938570046e-36,2.554379649955778e-41,1.6757968363181206e-45,4.949935721321448e-48,6.122848805261748e-46,2.7217389369157126e-54,-2.19904432912683e-47,1.2500965084375986e-40,2.2004017156400154e-55,-6.085796505857336e-59,6.893885585789385e-36,7.162042250310457e-38,7.707289022419687e-63,9.332386127872425e-33,1.7830772868333468e-29,1.3120321391576737e-26,3.1737976642581435e-33,4.294533730290465e-50,6.172813309174475e-38,5.414394275660721e-38
2.53111300352057e-10,0.0028733546784512542,0.0915567593028733,0.0,0.007719760595334606,0.45087990888168245,3.419676522071922e-19,0.4569006123203172,5.820300073835888e-18,-1.1072121495558072e-24,7.873208902085154e-14,1.9376583357671423e-19,2.713424865310252e-32,0.0001476054565449595,1.824015072307629e-19,1.0961788830184281e-20,2.017506875120164e-18,4.773353629120447e-18,2.0629300386734292e-11,2.8949136159390165e-18,8.049422895815626e-24,2.643370292888226e-15,-2.262647610716491e-19,-2.0147407862197625e-24,3.299562359912024e-31,1.3495362274936254e-20,0.0005889167460657048,1.8294712735072197e-19,4.0703154228244844e-24,1.8323945489299556e-31,-1.1790861674963884e-23,2.0224399421736738e-20,1.0406904951948624e-25,4.622845003698811e-25,3.5841559863596725e-34,6.982927634572196e-40,-2.403162906470436e-31,2.8330161668777113e-28,3.0817838047395674e-27,-8.907788061216928e-39,2.1045127225023906e-34,1.7236264224774373e-29,2.4614365365344286e-24,-6.513949983292913e-35,1.3720967696399188e-33,5.449004742605127e-31,1.45301432900001e-34,9.704155825235314e-36,1.775476897826818e-42,1.7575345331891574e-45,5.0877228897004146e-48,6.177567379493012e-46,2.850204954796541e-54,-2.245422960237736e-47,1.250553580804192e-40,2.1998606443664878e-55,-4.055529949716633e-59,7.193314568631146e-36,7.259738376464653e-38,7.704644803512312e-63,9.322161464439581e-33,1.8205319771326326e-29,1.3109732670555347e-26,-1.1052077706150524e-33,-1.7155370916506123e-50,-2.481793866928562e-38,5.407375117325557e-38
2.5431722909792384e-10,0.0028733546784512542,0.0915567593028733,0.0,0.007717277412879463,0.450877422665604,3.4559975163405217e-19,0.4569006123202231,5.86058699010464e-18,-1.2283480803918434e-24,7.923979938814595e-14,1.937551970030324e-19,2.758247545151859e-32,0.00014759938911201317,1.838851638818187e-19,1.0960081452643585e-20,2.02236672409598e-18,4.797668369332053e-18,2.0722919920295096e-11,2.9135833711429273e-18,1.1121722114640505e-23,2.643370131549387e-15,-2.2622436175625004e-19,-2.0348918795548483e-24,3.320233300190668e-31,1.3482315999429568e-20,0.0005914059958601728,1.8407772563335592e-19,4.152376409313263e-24,1.8315071082946548e-31,-1.1695206882810244e-23,2.0222034969464642e-20,1.047252741359375e-25,4.683186948236808e-25,3.5839009829511774e-34,1.3540516128243621e-40,-2.3980122038924443e-31,2.8526392584155444e-28,3.1023794500611058e-27,-1.1093287020822927e-38,-2.3793057659800902e-34,1.7235320178694118e-29,2.493395479832378e-24,3.161654253219218e-35,-2.896207776236296e-34,5.468388249063735e-31,1.4898184837330754e-34,9.703574044396595e-36,-7.810757209078812e-42,1.8415276019109426e-45,5.226994280293623e-48,6.232216181630439e-46,2.982103337139373e-54,-2.2908210207301794e-47,1.250936435521835e-40,2.1991909223769083e-55,-3.6779199903753945e-59,7.498850468042473e-36,7.358119886210925e-38,7.698439642225124e-63,9.312026465925485e-33,1.8579502426433713e-29,1.3099252207621744e-26,-4.568775161558973e-34,-4.002448719325023e-51,-5.903401276292648e-39,5.40281075829036e-38
2.555231578437907e-10,0.0028733546784512542,0.0915567593028733,0.0,0.007714797833783605,0.45087493957985836,3.4925028246252293e-19,0.45690061232012896,5.900914668231224e-18,-1.3484342736184842e-24,7.974748715154632e-14,1.9374690197942433e-19,2.7298823086474337e-32,0.00014759237562642002,1.8537531058303377e-19,1.095841434113909e-20,2.02717724283675e-18,4.821963102123897e-18,2.0816502027881098e-11,2.932252363005112e-18,8.598207630343266e-24,2.6433694411207267e-15,-2.261867139766519e-19,-2.0135512708649754e-24,3.3408912148531976e-31,1.3469452362432288e-20,0.0005938925883480409,1.852076020369689e-19,4.234224617748918e-24,1.830777105104721e-31,-1.1599565337705095e-23,2.0219913700564605e-20,1.0538107982623958e-25,4.743910603143755e-25,3.583779040788396e-34,7.344998758349174e-41,-2.392090321203068e-31,2.8722468441901557e-28,3.122974724863216e-27,-9.543487803788553e-39,4.566429194202918e-35,1.7234593777655387e-29,2.525553131942217e-24,2.998108921075568e-35,-4.998602187941872e-34,5.472658185635658e-31,1.5266194219353212e-34,9.703080381162664e-36,3.5674893634626504e-42,1.9277946674013992e-45,5.366816363072508e-48,6.287047580592073e-46,3.117392902327708e-54,-2.3361960086282854e-47,1.2512576453454366e-40,2.198968777768811e-55,-3.2454598532122394e-59,7.810476699825258e-36,7.457186589301844e-38,7.695031448011543e-63,9.302522624989792e-33,1.895333368869899e-29,1.308942459656288e-26,9.161835320670586e-34,1.1680244553508845e-50,1.6694536671739463e-38,5.394600281766517e-38
2.5672908658965756e-10,0.0028733546784512542,0.0915567593028733,0.0,0.0077123218314210555,0.4508724596095313,3.529192293548961e-19,0.4569006123200349,5.941282592229924e-18,-1.4674826214255606e-24,8.025514900541265e-14,1.9373915078101156e-19,2.7292598998424495e-32,0.00014758443951133564,1.86871755222172e-19,1.0956786519059751e-20,2.031938816541128e-18,4.846237826735235e-18,2.0910046756425208e-11,2.9509204693421672e-18,9.387967978831491e-24,2.6433682346528836e-15,-2.261496303112308e-19,-2.0230649793444186e-24,3.361535996281105e-31,1.3456640111552704e-20,0.000596376526732131,1.8633674959686267e-19,4.315865386683097e-24,1.8301353638886024e-31,-1.1503933550488563e-23,2.0217849765220105e-20,1.060364625727077e-25,4.8050153758547485e-25,3.5836187693744344e-34,2.8638093098764904e-40,-2.385955935702768e-31,2.891846720484622e-28,3.143568861555656e-27,-1.0006886624052767e-38,5.187553223127744e-35,1.723377726148136e-29,2.5579091322056965e-24,-1.463741117249733e-35,4.818456781785102e-34,5.4650012062580565e-31,1.5634166503264644e-34,9.702631066715361e-36,1.0050292690979912e-42,2.0163535853820946e-45,5.508050726633813e-48,6.342374615410365e-46,3.256135616489479e-54,-2.3817368519439406e-47,1.2515699701478e-40,2.199162876157072e-55,-2.2335470188063946e-59,8.128177163390107e-36,7.556938277167839e-38,7.693759986210277e-63,9.293232441418648e-33,1.9326892997382344e-29,1.307981626705007e-26,-5.971787011482847e-34,-8.298602667340677e-51,-1.2074675448328053e-38,5.3869857771674e-38
2.5793501533552443e-10,0.0028733546784512542,0.0915567593028733,0.0,0.0077098493797267305,0.450869982739995,3.566065769733082e-19,0.45690061231994095,5.981690251226753e-18,-1.585497923761563e-24,8.076278172218872e-14,1.937304225614562e-19,2.738248937271821e-32,0.00014757560364123451,1.8837433431854886e-19,1.0955197034121509e-20,2.0366518287306797e-18,4.8704925428567386e-18,2.1003554152550902e-11,2.9695875711579614e-18,9.941448962388493e-24,2.6433665248624247e-15,-2.26111360193932e-19,-2.0251244856001864e-24,3.382167541381765e-31,1.3443768456554968e-20,0.0005988578142030492,1.874651616137318e-19,4.397300418664965e-24,1.8293846126482489e-31,-1.1408310214517845e-23,2.021568596281412e-20,1.0669141848212336e-25,4.866500673875123e-25,3.583367236039189e-34,2.090392156689404e-40,-2.3800837957119622e-31,2.911438970492918e-28,3.1641617316823595e-27,-1.042412369002552e-38,-3.8059140075915713e-35,1.7232817546514295e-29,2.590463120080975e-24,1.790637167854895e-35,2.468983989013627e-35,5.4714972545407985e-31,1.600209643110352e-34,9.702151752114038e-36,-1.0698322734604645e-42,2.1072240241233137e-45,5.650644679918047e-48,6.398200957240298e-46,3.398369071642242e-54,-2.4269710328383796e-47,1.2518949635012606e-40,2.1993400656071824e-55,-1.3206044956694946e-59,8.45193659804096e-36,7.657374775171075e-38,7.692204055128518e-63,9.283795453020444e-33,1.9700208721699392e-29,1.3069960286005218e-26,9.84134125360509e-35,2.0891248275528692e-51,2.8759134475633453e-39,5.380909075080087e-38
2.591409440813913e-10,0.0028733546784512542,0.0915567593028733,0.0,0.007707380453183769,0.4508675089569015,3.6031230998007983e-19,0.4569006123198469,6.02213713940754e-18,-1.7024768773491276e-24,8.127038214761935e-14,1.9372101402626432e-19,2.734263661761875e-32,0.00014756589035436906,1.8988307224428296e-19,1.0953644957863549e-20,2.0413166612205475e-18,4.894727250619203e-18,2.109702426259842e-11,2.988253552607856e-18,9.140569436669016e-24,2.643364324142188e-15,-2.2607225347376774e-19,-2.019231973060366e-24,3.402785750080894e-31,1.3430859166540474e-20,0.0006013364539394062,1.8859283155454215e-19,4.4785284586886715e-24,1.828701044269414e-31,-1.1312696703775576e-23,2.0213452977984894e-20,1.0734594381695582e-25,4.928365904863327e-25,3.583096307991721e-34,1.737666580497785e-40,-2.3743889919714044e-31,2.931019521335276e-28,3.1847535324486087e-27,-9.947133406001095e-39,1.7139800372100705e-36,1.7231847309757546e-29,2.6232147351873143e-24,1.6324338424639637e-35,-2.273862139881019e-34,5.476645669428694e-31,1.6369983287830539e-34,9.701629558836615e-36,6.54451786391601e-43,2.2004247587651375e-45,5.79417926972317e-48,6.454363380430142e-46,3.5440925557201486e-54,-2.472210893882964e-47,1.2522179871749598e-40,2.1992688182155684e-55,-9.421023596863149e-60,8.781739925654e-36,7.75849589388499e-38,7.688799684636459e-63,9.274276776188818e-33,2.0073250305015232e-29,1.305989951472322e-26,2.058420779406067e-34,2.4049428996569654e-51,3.333555576542543e-39,5.37406475663258e-38
2.6034687282725815e-10,0.0028733546784512542,0.0915567593028733,0.0,0.007704915026811115,0.4508650382461771,3.6403641303804504e-19,0.456900612319753,6.062622755966602e-18,-1.8184165456411577e-24,8.177794720507053e-14,1.9371179327436845e-19,2.733338228196062e-32,0.0001475553214649678,1.913980524329026e-19,1.0952129385102815e-20,2.04593369409144e-18,4.91894195058255e-18,2.1190457132601584e-11,3.006918300721336e-18,9.616100627914284e-24,2.643361644574351e-15,-2.2603331318702563e-19,-2.0236731331401917e-24,3.423390525070966e-31,1.3417975550281453e-20,0.0006038124491080277,1.897197530340683e-19,4.559548918264913e-24,1.8280325665788593e-31,-1.121709434935255e-23,2.0211240548155705e-20,1.0800003496606933e-25,4.990610476751816e-25,3.582853478092503e-34,2.1518147541763434e-40,-2.3686838438190634e-31,2.950590754116974e-28,3.2053439288391584e-27,-1.0278590370909418e-38,1.0888906609796927e-35,1.723093985999158e-29,2.656163617369967e-24,1.3860566629386538e-36,1.6202401945909266e-34,5.475489960874072e-31,1.6737826423031898e-34,9.701102467344411e-36,4.541336801847369e-43,2.295973515657929e-45,5.938937611747277e-48,6.510798636598067e-46,3.693339822487678e-54,-2.5173625693201373e-47,1.2525256853782873e-40,2.1990896400760694e-55,-8.580869719708692e-60,9.11757172719256e-36,7.860301420922791e-38,7.68403387171831e-63,9.264853768231908e-33,2.0445988833097458e-29,1.3049873518104368e-26,-2.313941926309529e-34,-2.96545180716961e-51,-4.400177346012358e-39,5.366897244128295e-38
2.61552801573125e-10,0.0028733546784512542,0.0915567593028733,0.0,0.007702453076151372,0.45086257059401524,3.6777887081087274e-19,0.4569006123196591,6.103146605056139e-18,-1.9333186356210896e-24,8.228547389749583e-14,1.9370297867549466e-19,2.734978159990274e-32,0.00014754391827517707,1.9291929117865526e-19,1.0950649433250716e-20,2.0505033056630824e-18,4.9431366437252286e-18,2.1283852808275794e-11,3.0255817052290166e-18,9.64834636681934e-24,2.6433584979398037e-15,-2.259948116495196e-19,-2.0229575319115595e-24,3.4439817724842134e-31,1.3405133449736681e-20,0.0006062858028641661,1.9084591986035678e-19,4.640363131188129e-24,1.8273509663098036e-31,-1.1121502976401284e-23,2.0209071238263843e-20,1.0865368841014379e-25,5.053233797845531e-25,3.5826302331282753e-34,2.0694300120981664e-40,-2.362871963963449e-31,2.970153193852171e-28,3.225932755412554e-27,-1.0329892223346349e-38,-5.572485564119008e-36,1.72300656810128e-29,2.689309406752988e-24,1.3008805502407965e-35,6.986612576024579e-35,5.478663904061882e-31,1.7105623034758772e-34,9.700597616978295e-36,5.96714713434515e-44,2.3938887794507466e-45,6.084958367028084e-48,6.567576064617324e-46,3.8461428444013295e-54,-2.562307412124825e-47,1.2528240195243196e-40,2.1990103857140865e-55,-7.189599252169546e-60,9.459416381968151e-36,7.962791156164812e-38,7.679668297168118e-63,9.255576634220114e-33,2.081842803880665e-29,1.3039962649732965e-26,1.0893862955563278e-34,1.729003613363935e-51,2.3562933057813818e-39,5.360328852296294e-38
