Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236)
1.5830478884157797e-09,0.00053584454179025,0.0915567593028733,0.0,0.00043455896494123324,0.45041118172097,1.0692826310134058e-18,0.45690061230099654,1.0792400109049678e-17,1.7572953796252606e-21,3.1277478096356985e-13,-1.8702224881270976e-18,-1.2684775563426685e-31,2.196969401408385e-05,2.741592315931951e-19,1.527279215525595e-21,4.065380870523917e-19,4.169907561726587e-18,3.971607510392349e-11,6.337824666524027e-18,3.2157960571131897e-22,8.864418002528318e-16,1.989219927664156e-18,2.3481164432984773e-22,2.1515810917478134e-31,-3.6615434604358844e-20,0.001120461787809613,2.889960438652397e-19,-5.937040336610311e-23,1.9554065171045156e-27,-5.257300447524231e-22,-9.278098755319951e-20,8.830552408737887e-26,6.985629882353184e-24,7.254092956949683e-35,7.451405938570626e-39,1.66346595075226e-31,6.3668021804673205e-28,2.5205669739996057e-27,-6.92666901016481e-32,-3.3771327560523053e-41,5.410185596465853e-30,1.8757774949967582e-23,-8.732867653026203e-37,3.778743998061018e-36,1.0405742059786631e-32,2.1946394670744433e-41
1.5880430977239238e-09,0.00053584454179025,0.0915567593028733,0.0,0.0004341418988023119,0.45041075242500145,1.0745323798776875e-18,0.4569006123009279,1.0814777753720715e-17,1.7629763835712186e-21,3.1338423974982216e-13,-1.868022320928494e-18,-1.2783692849408506e-31,2.1945234219897194e-05,2.756434647906366e-19,1.5273348888835454e-21,4.059160213347177e-19,4.175444063883433e-18,3.978414567608835e-11,6.3501640233584836e-18,-8.13062439104583e-23,8.86419296294728e-16,1.9869871471244093e-18,-1.1604982153872756e-23,2.1544765026222007e-31,-3.645873470695842e-20,0.0011209033136746576,2.8928060507258043e-19,-5.919272793557955e-23,-7.850987728437174e-28,-5.274107904322541e-22,-9.266394395611296e-20,8.839241558365572e-26,7.00587784818551e-24,7.177841663419633e-35,-2.096091318727132e-38,1.670322041643237e-31,6.378261563725818e-28,2.5254945174581645e-27,7.443505053275423e-33,-6.42273589375557e-41,5.409304075792735e-30,1.8807450536208724e-23,7.824727869787634e-36,-5.782354765477575e-36,1.0444876287001702e-32,2.1912986584866446e-41
1.593038307032068e-09,0.00053584454179025,0.0915567593028733,0.0,0.00043372915342626295,0.450410327571388,1.0797890553479169e-18,0.4569006123008593,1.0837125825105983e-17,1.7686478297984175e-21,3.1399300751283436e-13,-1.8668003946560876e-18,-1.2759979940936476e-31,2.1921017610315227e-05,2.7707904355263897e-19,1.5273903884699797e-21,4.0530011995075197e-19,4.180965225568173e-18,3.985211727255242e-11,6.362489278109713e-18,-8.165362004389832e-23,8.86396966535365e-16,1.985574353789748e-18,-1.3195799341628678e-23,2.157375404913833e-31,-3.6338782997503757e-20,0.001121340275592319,2.8956633654988605e-19,-5.90140677337551e-23,-4.1152106390615895e-28,-5.290885201102191e-22,-9.259659187996885e-20,8.847966513381431e-26,7.026129558890032e-24,7.176298332159568e-35,1.723830596453736e-38,1.6771748964720359e-31,6.389708243505458e-28,2.5304164272341374e-27,3.4047143158517424e-32,-3.092004961546392e-41,5.408221175865098e-30,1.885711364868582e-23,-2.8125129236544134e-36,9.200856878164352e-36,1.0479050155262025e-32,2.1927241317724712e-41
1.6030287256483562e-09,0.00053584454179025,0.0915567593028733,0.0,0.0004329164458666464,0.4504094910074042,1.0903231088847995e-18,0.45690061230072243,1.088173442420059e-17,1.7799676862507982e-21,3.1520849703298854e-13,-1.870821314124478e-18,-1.1907063946935732e-31,2.187330449286543e-05,2.7962504408140844e-19,1.5275008530090988e-21,4.0408657630015746e-19,4.1919620148756554e-18,3.9987766836194024e-11,6.387098075435543e-18,-6.747417611004788e-23,8.863528260975317e-16,1.9897721653409734e-18,-5.163235184812069e-24,2.1631835663147217e-31,-3.6340050651274564e-20,0.0011222006961336959,2.9014128977926957e-19,-5.864839038532943e-23,-2.116945014782449e-30,-5.324374907842164e-22,-9.2790160584375e-20,8.865523220442111e-26,7.066645134870269e-24,7.533825616609223e-35,8.283428575269763e-39,1.6905993998721645e-31,6.412564203029294e-28,2.5402435391391476e-27,2.7128425271984177e-32,4.624351959910871e-41,5.407038834418546e-30,1.8956405129942588e-23,-7.118643540219e-36,1.77015650205771e-35,1.059452003472657e-32,2.2312468020982562e-41
1.6120201024030155e-09,0.00053584454179025,0.0915567593028733,0.0,0.00043219934059099315,0.4504087528354283,1.0998272535978148e-18,0.4569006123005996,1.0921783950074517e-17,1.7901829634126435e-21,3.163001428229266e-13,-1.8743394905956557e-18,-1.1143724651800901e-31,2.1831170851146668e-05,2.819251527298341e-19,1.5275996441066226e-21,4.0301488643432996e-19,4.2018078737792e-18,4.01095212132507e-11,6.409199582909499e-18,-1.6057607306045325e-22,8.863136864120308e-16,1.9934992672593916e-18,-5.665613416446228e-23,2.1684227021462644e-31,-3.6337254767697077e-20,0.0011229599349292692,2.906627002824863e-19,-5.832072719275436e-23,-1.1591608181335736e-27,-5.354598515015422e-22,-9.29592429545802e-20,8.881445110413119e-26,7.103124253547e-24,7.696402552514177e-35,-6.449340447522036e-39,1.7026343287973677e-31,6.433093158458089e-28,2.549069255608687e-27,3.228393075923395e-32,-5.542302222482135e-41,5.406185537748551e-30,1.9045731474139657e-23,3.372027071170247e-36,3.39908983311221e-37,1.0715905978103154e-32,2.265686022143243e-41
1.6210114791576749e-09,0.00053584454179025,0.0915567593028733,0.0,0.0004314955504099939,0.45040802835442484,1.1093535442565567e-18,0.45690061230047707,1.0961742157282174e-17,1.8004363947378033e-21,3.173896551071275e-13,-1.875096420229532e-18,-1.0680668438933355e-31,2.1789788965370196e-05,2.8436891149045313e-19,1.5276978227889706e-21,4.019622727999965e-19,4.2116058936372295e-18,4.023096761083727e-11,6.43125803129038e-18,1.1056332156933024e-21,8.862750974348363e-16,1.9934025718117847e-18,7.110538222737105e-22,2.173673116809649e-31,-3.6231407424358035e-20,0.0011237051068745721,2.911878239287653e-19,-5.799866877728636e-23,7.762054659108345e-27,-5.38493384842762e-22,-9.298811258154114e-20,8.89748058895867e-26,7.139619034881314e-24,7.582679556254364e-35,1.4816323504675188e-37,1.714832323784824e-31,6.453584248298342e-28,2.5578777004391935e-27,-1.603565001567396e-31,1.1326541635811204e-41,5.405348892416368e-30,1.9135027668578077e-23,-3.084359018928507e-35,3.9220323621411384e-35,1.0800509606125593e-32,2.285670762927521e-41
1.6300028559123343e-09,0.00053584454179025,0.0915567593028733,0.0,0.0004308048273980808,0.45040731730989686,1.1189018725986091e-18,0.4569006123003549,1.100161067996652e-17,1.8106974075016776e-21,3.1847707207364366e-13,-1.871749719835995e-18,-1.0765327338879565e-31,2.1749145693209848e-05,2.870244676389259e-19,1.5277953718189257e-21,4.009284087415962e-19,4.221356751597631e-18,4.035211063036478e-11,6.4532739676825725e-18,3.8892409360615242e-22,8.862370541135125e-16,1.9900463862605724e-18,2.7437995320756e-22,2.17893451528056e-31,-3.59734869740334e-20,0.0011244364730375045,2.9171662896631957e-19,-5.768355370715947e-23,2.8302421935951667e-27,-5.415280841925435e-22,-9.280864321719134e-20,8.913628797708313e-26,7.176130768545698e-24,7.318556967274074e-35,9.038308011335878e-39,1.727143789546181e-31,6.4740385756088295e-28,2.5666692181556112e-27,-8.102373169876581e-32,4.859739718410995e-41,5.4039304625344315e-30,1.9224297459353633e-23,-8.176125180445634e-36,1.569516591082889e-35,1.0872508087968201e-32,2.2836967017541669e-41
1.6389942326669936e-09,0.00053584454179025,0.0915567593028733,0.0,0.00043012692826270126,0.45040661945209326,1.1284721318845684e-18,0.45690061230023293,1.1041391123808696e-17,1.820934566138964e-21,3.195624308469047e-13,-1.867331273301006e-18,-1.1016717263118187e-31,2.1709228117273933e-05,2.897378788501933e-19,1.527892275690239e-21,3.9991297272635687e-19,4.231061113058416e-18,4.0472954763379406e-11,6.475247922116826e-18,-9.961184243423242e-22,8.861995511401492e-16,1.985931538265761e-18,-5.679589295185105e-22,2.184206969968587e-31,-3.5676935810419165e-20,0.0011251542896279884,2.9224908415602e-19,-5.737112684372092e-23,-7.53026027415078e-27,-5.44554454564238e-22,-9.257482175332843e-20,8.929888788149336e-26,7.212660726121394e-24,7.140856584339073e-35,-1.349601186393298e-37,1.7394580883886055e-31,6.4944569585157255e-28,2.5754440259450907e-27,1.458122463752612e-31,-1.2957902586125828e-40,5.4024988157062534e-30,1.931354453721167e-23,3.3913339666820265e-35,-3.666952055404887e-35,1.0952648569966118e-32,2.2738499782426716e-41
1.647985609421653e-09,0.00053584454179025,0.0915567593028733,0.0,0.00042946161425741345,0.4504059345359194,1.1380642168716735e-18,0.4569006123001113,1.1081085066492563e-17,1.8311399732049457e-21,3.206457679575119e-13,-1.8644348792240274e-18,-1.1010964625094291e-31,2.1670023541277666e-05,2.92377475059893e-19,1.527988518992864e-21,3.9891564828167157e-19,4.240719631870995e-18,4.0593504420104895e-11,6.497180581369083e-18,7.098115073783514e-22,8.861625832248046e-16,1.9815923575305296e-18,4.71817311507547e-22,2.1894907663755355e-31,-3.543829098638608e-20,0.001125858808088728,2.927851585033929e-19,-5.705830309749918e-23,5.0658642529722194e-27,-5.475703895274716e-22,-9.241837570128045e-20,8.946259579039354e-26,7.249210161163072e-24,7.117144150474597e-35,1.267536438723346e-37,1.751836535814516e-31,6.514840191963009e-28,2.5842023255686917e-27,-8.391331962093186e-32,-4.043279204140986e-41,5.4010822104650484e-30,1.940277253778295e-23,-1.8217597498776395e-35,2.409681384001679e-35,1.1003193935383933e-32,2.2704355409723118e-41
1.6569769861763124e-09,0.00053584454179025,0.0915567593028733,0.0,0.000428808651096657,0.4504052623208503,1.1476780237878938e-18,0.45690061229998996,1.112069405816496e-17,1.8413286957523787e-21,3.217271195280146e-13,-1.8627097805155125e-18,-1.088750757373295e-31,2.1631519486257424e-05,2.949611180165741e-19,1.5280840863462626e-21,3.979361239351192e-19,4.2503329505393e-18,4.07137639476674e-11,6.5190727905916175e-18,6.02514508386988e-22,8.861261451301842e-16,1.9796284760578907e-18,4.119200038326453e-22,2.19478546847778e-31,-3.524410236285837e-20,0.0011265502751842409,2.9332482000205024e-19,-5.674477348939491e-23,4.83234888116672e-27,-5.505807674235883e-22,-9.232143495443048e-20,8.962740226675471e-26,7.285780309315134e-24,7.156181359220951e-35,4.861037766155896e-38,1.7641277432754948e-31,6.5351892499809915e-28,2.592944400599258e-27,-1.1227789129516723e-31,7.081895135460959e-41,5.399704159207135e-30,1.949198504196796e-23,-1.9336814059827891e-35,2.913724575661138e-35,1.1071225015563522e-32,2.2763712170521313e-41
1.6659683629309717e-09,0.00053584454179025,0.0915567593028733,0.0,0.0004281678088720977,0.45040460257084486,1.157313450306459e-18,0.4569006122998689,1.1160219621891674e-17,1.8515127861131365e-21,3.228065212198985e-13,-1.860136932519335e-18,-1.0936451994010102e-31,2.1593703686850483e-05,2.975913638476585e-19,1.5281789647954206e-21,3.9697409315707427e-19,4.259901700421651e-18,4.0833737619004056e-11,6.540925354725256e-18,-1.6114497169272722e-21,8.860902315671926e-16,1.9780491189589982e-18,-9.538501630363028e-22,2.2000910007238553e-31,-3.501906144215577e-20,0.00112722893308823,2.9386803637554067e-19,-5.643330570577976e-23,-1.2450980487569157e-26,-5.535890612608127e-22,-9.218146982309741e-20,8.979329799464923e-26,7.322372388651734e-24,7.123932639071077e-35,-2.2854434104066926e-37,1.7763040216224525e-31,6.555505227332975e-28,2.6016705918564165e-27,2.388299928819192e-31,-1.5136121205999726e-40,5.398595055366821e-30,1.958118557696221e-23,4.876372069630434e-35,-5.355034400160411e-35,1.1174876708036257e-32,2.2760823704311513e-41
