Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236)
6.612318406822339e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013626414401758733,0.4513585959881193,2.193500311216137e-21,0.45690061233742696,3.219971122382169e-19,2.1079837668610558e-25,1.3544017368200298e-14,-7.695783791031744e-25,-9.931001763333456e-33,6.06333495100124e-05,2.7465195893434713e-21,1.631664996012981e-21,2.6888955491887617e-19,3.1931049490947464e-19,3.5848621819756595e-12,2.737432956938684e-19,2.3470075638907798e-24,8.992531682913565e-16,1.8225920073901456e-23,2.5218156769359478e-28,2.0007690752957568e-32,-2.8573530711899137e-26,0.0001537156932116578,3.686074038611793e-20,3.011227366174851e-29,-1.7615873968810206e-28,2.297764868500998e-24,4.7328601828770863e-23,1.0585502761583643e-26,2.2159759684868576e-26,-3.9912954482468154e-35,-7.477542449692984e-41,4.79307415089705e-34,2.2221738664429927e-29,9.869371004186388e-29,-1.377185051171583e-33,-8.186091584301792e-39,-1.6397314213305482e-31,6.392785091587756e-26,-4.822494347560863e-38,3.009134462043146e-38,-5.794937083717664e-37,5.789215272926337e-43
6.614298196081912e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013625945782659561,0.45135855150166504,2.195095935963611e-21,0.45690061233742596,3.221482215859911e-19,2.1100795697103643e-25,1.3550784336607034e-14,-7.694488498267718e-25,-9.929381354578267e-33,6.063810041932714e-05,2.7480547685879545e-21,1.6315876273221354e-21,2.6899200328772543e-19,3.1942712197135548e-19,3.585862297341906e-12,2.738800710357724e-19,2.345374528634539e-24,8.99253869903606e-16,1.8243011252809548e-23,3.0221879859051487e-28,2.0017755939921396e-32,-2.8568494177611e-26,0.0001537578042112604,3.687892958916288e-20,3.0151827319776393e-29,-1.3604764139387132e-27,2.2977682732173302e-24,4.732978954822618e-23,1.059108050590828e-26,2.218338964681132e-26,-3.9808099255323467e-35,-1.031794139185159e-40,4.792195347966684e-34,2.223634592862955e-29,9.874815864767883e-29,-2.0041296818881385e-33,-5.595413062429168e-39,-1.6397304216591044e-31,6.39959657742156e-26,-4.586565852923091e-38,9.087666601989224e-39,-5.759781130376783e-37,5.7892152684358145e-43
6.616277985341485e-11,0.00053584454179025,0.0915567593028733,0.0,0.001362547723039133,0.4513585070195361,2.1966921433017527e-21,0.45690061233742496,3.222993468277885e-19,2.1121765843774304e-25,1.3557551840237245e-14,-7.693224884897803e-25,-9.933321804106676e-33,6.0642846612987275e-05,2.7495903230840488e-21,1.6315103265304619e-21,2.690944443440042e-19,3.1954374664324916e-19,3.586862376889428e-12,2.740168571997299e-19,2.344468688061396e-24,8.992545706948704e-16,1.8260095266973326e-23,3.7285309939379984e-28,2.002782156820122e-32,-2.856357537999111e-26,0.00015379991324342355,3.6897119409457524e-20,3.019143053420985e-29,9.829112141991235e-28,2.297771643957975e-24,4.73274492429298e-23,1.0596658445892943e-26,2.220703392221654e-26,-3.970353735072816e-35,-4.98914034157817e-41,4.791317403455403e-34,2.225095526924172e-29,9.880261182801875e-29,-4.826482598360855e-34,-3.815536180559187e-39,-1.639729421702776e-31,6.406412182659976e-26,-4.4303028817200716e-38,-7.755644862060915e-39,-5.759400425179773e-37,5.789215263981848e-43
6.618257774601059e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013625008744919897,0.4513584625417305,2.198288933218217e-21,0.45690061233742396,3.2245048795738203e-19,2.1142748109461868e-25,1.3564319878544417e-14,-7.691855914564461e-25,-9.935568155184702e-33,6.0647588094163046e-05,2.7511262534889756e-21,1.6314330936637185e-21,2.6919687808203205e-19,3.1966036892429375e-19,3.587862420623336e-12,2.741536541746947e-19,2.3451546793896366e-24,8.992552706661138e-16,1.8277242214804154e-23,3.7907823537174725e-28,2.0037887636806144e-32,-2.855826520184084e-26,0.00015384202030839075,3.6915309845284734e-20,3.023108403019959e-29,-2.1449365413774464e-27,2.2977750673130122e-24,4.7330580530420627e-23,1.0602236581003324e-26,2.2230692511666044e-26,-3.959926791999531e-35,-1.2903165831083947e-41,4.79044004243919e-34,2.2265566683794123e-29,9.885706957817807e-29,3.846237892672375e-34,-2.5700519438056917e-39,-1.639728421522928e-31,6.413231907462956e-26,-4.324410154364052e-38,-2.140338177349934e-38,-5.786655236212528e-37,5.789215259569832e-43
6.620237563860632e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013624540326212114,0.4513584180682466,2.1998863057010023e-21,0.45690061233742296,3.2260164496873163e-19,2.116374249502521e-25,1.3571088450997857e-14,-7.690450676315085e-25,-9.935170823343013e-33,6.065232486593361e-05,2.752662559415125e-21,1.631355928730861e-21,2.692993044963027e-19,3.1977698881365224e-19,3.588862428548597e-12,2.742904619499406e-19,2.345992966118177e-24,8.99255969818273e-16,1.8294416753681573e-23,3.637539073518994e-28,2.0047954144826495e-32,-2.8552820322719667e-26,0.0001538841254063984,3.6933500894977197e-20,3.0270787485956683e-29,3.723419714774768e-27,2.297778404119494e-24,4.7324715898408126e-23,1.0607814910720624e-26,2.2254365415722036e-26,-3.949529014091563e-35,-1.6362544157166486e-41,4.789563135353082e-34,2.228018016989201e-29,9.891153189358251e-29,2.308117449578089e-34,-1.7146275440621668e-39,-1.6397274210195857e-31,6.420055751985027e-26,-4.255105242660305e-38,-3.2461918336480083e-38,-5.836661757190041e-37,5.7892152551237194e-43
6.622217353120205e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013624071974235265,0.45135837359908265,2.2014842607382544e-21,0.45690061233742196,3.227528178558833e-19,2.118474900130612e-25,1.3577857557074044e-14,-7.689060269734297e-25,-9.934319260579516e-33,6.065705693133722e-05,2.7541992405664683e-21,1.631278831729174e-21,2.694017235813916e-19,3.198936063104991e-19,3.5898624006701104e-12,2.7442728051488643e-19,2.3464156082693934e-24,8.992566681522696e-16,1.8311592638419006e-23,3.5868523538125106e-28,2.0058021091295447e-32,-2.8547430587768287e-26,0.00015392622853767986,3.695169255689031e-20,3.0310540669920084e-29,9.759173217602077e-28,2.2977818238304456e-24,4.7327467030413945e-23,1.0613393434533115e-26,2.227805263493638e-26,-3.939160320397168e-35,-3.0556993943339995e-41,4.78868659072142e-34,2.229479572516335e-29,9.896599876972815e-29,-9.835462635832285e-35,-1.1508166775582472e-39,-1.6397264201871434e-31,6.426883716377827e-26,-4.2126686135417313e-38,-4.1399041419022027e-38,-5.905574167037187e-37,5.7892152506643604e-43
6.624197142379778e-11,0.00053584454179025,0.0915567593028733,0.0,0.001362360368895647,0.4513583291342368,2.2030827983180495e-21,0.45690061233742096,3.2290400661285708e-19,2.120576762913712e-25,1.3584627196246968e-14,-7.687682797864815e-25,-9.934385286440456e-33,6.066178429342712e-05,2.7557362969156355e-21,1.6312018026491791e-21,2.6950413533185254e-19,3.2001022141400485e-19,3.5908623369927994e-12,2.745641098589004e-19,2.3466870916162655e-24,8.992573656690296e-16,1.83287708082607e-23,3.6272727212913657e-28,2.0068088475301786e-32,-2.8542088949464443e-26,0.0001539683297024696,3.696988482937173e-20,3.0350343620219156e-29,7.680339320257563e-27,2.297785152611592e-24,4.732076629583071e-23,1.0618972151926682e-26,2.2301754169861522e-26,-3.9288206297577017e-35,-3.1214810603541365e-41,4.78781031887802e-34,2.230941334721621e-29,9.902047020209714e-29,-7.298474141627245e-35,-7.877257707489668e-40,-1.6397254191137967e-31,6.433715800793118e-26,-4.187572096254579e-38,-4.86426269829971e-38,-5.989929427881062e-37,5.789215246111731e-43
6.626176931639351e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013623135470342475,0.4513582846737073,2.2046819184283214e-21,0.45690061233741996,3.2305521123360733e-19,2.122679837935528e-25,1.3591397367984686e-14,-7.686300359908823e-25,-9.934758849987143e-33,6.0666506955291404e-05,2.7572737285160832e-21,1.6311248414758068e-21,2.696065397421823e-19,3.201268341233311e-19,3.591862237521644e-12,2.7470094997123084e-19,2.3470574945617384e-24,8.992580623694888e-16,1.8345960543193735e-23,3.646532385578822e-28,2.0078156295859965e-32,-2.8536728902840385e-26,0.0001540104289010048,3.6988077710750585e-20,3.039019645759557e-29,-9.877720126188551e-27,2.2977887148185593e-24,4.733832782405157e-23,1.0624551062381439e-26,2.232547002105423e-26,-3.9185098601604345e-35,-2.5201998118494037e-41,4.786934242283411e-34,2.2324033033631402e-29,9.907494618612108e-29,7.123276639068143e-35,-5.444849032335236e-40,-1.6397244179076693e-31,6.44055200538382e-26,-4.171569675231352e-38,-5.457369601165713e-38,-6.08662336178007e-37,5.7892152417018364e-43
6.630136510158498e-11,0.00053584454179025,0.0915567593028733,0.0,0.001362219923297647,0.45135819576559033,2.207881906192191e-21,0.45690061233741797,3.2335766804238317e-19,2.126889625029629e-25,1.3604939307036716e-14,-7.683530084589897e-25,-9.935787042603462e-33,6.067593819064092e-05,2.760349717273823e-21,1.630971122747973e-21,2.698113265205644e-19,3.2036005235610675e-19,3.5938619312176288e-12,2.7497466245803707e-19,2.3478371482898723e-24,8.99259453325226e-16,1.838036971510995e-23,3.681863096135074e-28,2.0098293243004673e-32,-2.8525988874942754e-26,0.00015409462140025609,3.70244652935492e-20,3.047005185989583e-29,4.9989430757031174e-29,2.2977954058726774e-24,4.7328407526596295e-23,1.0635709460405036e-26,2.23729446744459e-26,-3.8979747588977467e-35,-7.338419774381928e-42,4.785182556079843e-34,2.2353278589935947e-29,9.918391179093104e-29,4.683271421289527e-34,-2.677953379207683e-40,-1.6397224150684041e-31,6.454236775696481e-26,-4.154326175275072e-38,-6.346490650836497e-38,-6.308432938452055e-37,5.789215232547106e-43
6.63370013082573e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013621356847007987,0.45135811576302926,2.2107638873129717e-21,0.45690061233741613,3.2362993336398415e-19,2.1306825801089754e-25,1.3617128868235161e-14,-7.681022021227065e-25,-9.93522440038952e-33,6.068441025858121e-05,2.7631193901302265e-21,1.6308330078357545e-21,2.699956094629187e-19,3.205699405691262e-19,3.5956615331788845e-12,2.752210404162783e-19,2.3485199669587393e-24,8.992607024029802e-16,1.8411376522186933e-23,3.6537210643944528e-28,2.0116417979075464e-32,-2.8516267950024134e-26,0.00015417038792736465,3.705721618378929e-20,3.0542092615514177e-29,1.7573965382660238e-27,2.2978014973563814e-24,4.7326706789400604e-23,1.0645752673697223e-26,2.2415720829651116e-26,-3.8795912617833276e-35,-1.5768774806500804e-41,4.783606478225542e-34,2.2379606626582442e-29,9.928199635619412e-29,2.5094711507675367e-34,-1.3357919788659263e-40,-1.6397206121163362e-31,6.466567161492436e-26,-4.145913197602986e-38,-6.90521123695788e-38,-6.531575014783013e-37,5.789215224298044e-43
6.637263751492963e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013620514676518166,0.4513580357744256,2.2136477556450594e-21,0.4569006123374143,3.239022499906896e-19,2.134479464137979e-25,1.3629320146705375e-14,-7.678510117105703e-25,-9.934406419966602e-33,6.069286714564453e-05,2.765890278159225e-21,1.630695112407175e-21,2.7017986853822507e-19,3.2077982101202227e-19,3.5974610192452383e-12,2.754674530973561e-19,2.349173822135614e-24,8.992619488503691e-16,1.8442414688184015e-23,3.6315699353394803e-28,2.0134544114999475e-32,-2.85065328916572e-26,0.0001542461480874837,3.7089969020985965e-20,3.061429539319043e-29,-1.797669689917853e-26,2.2978077951212763e-24,4.7346447364381e-23,1.0655796504458554e-26,2.2458543378073863e-26,-3.861300207783614e-35,-2.990698456167231e-41,4.782030789014997e-34,2.2405941314377894e-29,9.938009559800814e-29,-6.505165572554143e-35,-5.960834290064192e-41,-1.639718808799896e-31,6.478910898992423e-26,-4.141447999809159e-38,-7.303554804122353e-38,-6.770391246964399e-37,5.789215215634459e-43
6.640827372160195e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013619672721314397,0.4513579557997691,2.2165335111182052e-21,0.45690061233741247,3.241746178875788e-19,2.1382802775981055e-25,1.364151313936994e-14,-7.67599986405822e-25,-9.934403288646589e-33,6.0701308869718715e-05,2.768662381116118e-21,1.6305574361805465e-21,2.703641037147887e-19,3.209896936799479e-19,3.599260389445529e-12,2.7571390043906992e-19,2.3498234242742485e-24,8.992631926727743e-16,1.847348134684815e-23,3.6500860609733975e-28,2.0152671645370238e-32,-2.8496804103341225e-26,0.00015432190188198697,3.712272379547709e-20,3.0686660332420013e-29,-1.0710370529601967e-27,2.297813740383834e-24,4.732954852490019e-23,1.066584094968312e-26,2.250141232284765e-26,-3.843101129031685e-35,-3.1296607437965493e-41,4.7804554759868545e-34,2.2432282639361864e-29,9.947820948992051e-29,-6.626856404690964e-35,-2.582637282262431e-41,-1.6397170051357068e-31,6.491267989055669e-26,-4.13977830489406e-38,-7.586116648205109e-38,-7.020520730567511e-37,5.789215207154964e-43
6.644390992827428e-11,0.00053584454179025,0.0915567593028733,0.0,0.00136188309812043,0.4513578758390493,2.2194211536621403e-21,0.45690061233741064,3.244470370197874e-19,2.142085020968264e-25,1.3653707843156249e-14,-7.673484411663841e-25,-9.934668808302793e-33,6.070973544866982e-05,2.7714356988190214e-21,1.630419978847069e-21,2.7054831496099203e-19,3.2119955856806485e-19,3.601059643808556e-12,2.759603823793164e-19,2.3504834577066587e-24,8.99264433875558e-16,1.8504579947719432e-23,3.6673602457541564e-28,2.0170800564683612e-32,-2.848705613466445e-26,0.0001543976493122466,3.71554804976169e-20,3.0759187635452753e-29,9.434387790721808e-27,2.2978197472334903e-24,4.7319049883309325e-23,1.0675886006370225e-26,2.2544327667076012e-26,-3.8249935601877356e-35,-2.699406804756315e-41,4.7788805251186135e-34,2.2458630587587744e-29,9.957633800552918e-29,3.6301021231184147e-35,-1.4945385611740633e-41,-1.6397152011263966e-31,6.503638432532755e-26,-4.1395808615095176e-38,-7.78586205604888e-38,-7.278780215166438e-37,5.789215199479355e-43
6.651518234161893e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013617148145495803,0.45135771595937896,2.2252020996808885e-21,0.45690061233740703,3.2499202885079106e-19,2.149706299346012e-25,1.3678102371812723e-14,-7.66843747576688e-25,-9.935216687779838e-33,6.072654324264591e-05,2.7769859775981006e-21,1.6301457195376328e-21,2.7091666553605014e-19,3.216192649855418e-19,3.604657805137983e-12,2.7645344980717747e-19,2.351805699817227e-24,8.992669084436527e-16,1.856687316549694e-23,3.69597256103769e-28,2.0207062548295354e-32,-2.84675010483487e-26,0.00015454912508552156,3.722099964629391e-20,3.0904730007159506e-29,1.7167040458547509e-28,2.2978320521950007e-24,4.732832594845771e-23,1.0695977942140471e-26,2.2630297566177955e-26,-3.7890511020643765e-35,-1.692315427787461e-41,4.775731670691004e-34,2.2511346298008063e-29,9.977263880232347e-29,2.4795906791051994e-34,-1.3657083042384638e-41,-1.6397115921018203e-31,6.528419383092363e-26,-4.1401802924440866e-38,-8.03212863227023e-38,-7.81045970636403e-37,5.78921518428689e-43
6.658645475496358e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013615466167855885,0.4513575561353324,2.230990593137957e-21,0.4569006123374034,3.255372252053657e-19,2.1573433030645263e-25,1.3702503708151364e-14,-7.66336442549179e-25,-9.934732851090878e-33,6.0743290670292744e-05,2.7825411127882044e-21,1.6298723316705778e-21,2.712849200114888e-19,3.220389402258645e-19,3.6082555034635563e-12,2.7694665488527323e-19,2.353122783919161e-24,8.992693725972778e-16,1.8629296768134632e-23,3.6881356955785944e-28,2.0243330022307662e-32,-2.844784949009678e-26,0.00015470057541826934,3.7286526390055327e-20,3.105092387740908e-29,-1.1977509660363434e-28,2.297844270860722e-24,4.7328630963970185e-23,1.0716072287829404e-26,2.2716453099653807e-26,-3.753469156430416e-35,-2.443037863765576e-41,4.772584179462424e-34,2.2564088334285807e-29,9.996899777773916e-29,6.107817184331868e-35,-1.0412486897573065e-41,-1.6397079817261804e-31,6.553253757315693e-26,-4.139745036917138e-38,-8.160529413834142e-38,-8.353912116489938e-37,5.789215169791927e-43
6.665772716830823e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013613785046749955,0.4513573963668272,2.2367866334691906e-21,0.4569006123373998,3.26082625805663e-19,2.1649960358851264e-25,1.3726911827701489e-14,-7.658273879345841e-25,-9.934436524429398e-33,6.075997787412277e-05,2.7881011026131895e-21,1.6295998122796614e-21,2.716530781362374e-19,3.224585842505482e-19,3.6118527390149544e-12,2.77439997119004e-19,2.354435505377365e-24,8.992718263788224e-16,1.869184648207293e-23,3.6962671837108255e-28,2.0279602943268517e-32,-2.8428133481496787e-26,0.00015485200032143464,3.73520606521244e-20,3.1197770548197035e-29,-8.003678720255017e-29,2.297856486351554e-24,4.7328604893103304e-23,1.0736169019556405e-26,2.2802794291327894e-26,-3.7182440827972065e-35,-3.026863168688628e-41,4.769438044079774e-34,2.2616856585320684e-29,1.0016541472159671e-28,-5.337823298465932e-35,-6.092386048003206e-42,-1.6397043700029032e-31,6.578141561717234e-26,-4.1389072045925093e-38,-8.225333747580564e-38,-8.903656573329707e-37,5.7892151556485076e-43
6.672899958165288e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013612104780645975,0.45135723665378163,2.2425902201097253e-21,0.4569006123373962,3.2662823037433286e-19,2.1726645015359846e-25,1.375132670604964e-14,-7.653164868752737e-25,-9.934548278839665e-33,6.0776604996414215e-05,2.7936659453465737e-21,1.62932815831911e-21,2.720211396600717e-19,3.2287819702121856e-19,3.6154495120214514e-12,2.7793347601492665e-19,2.3557487050167508e-24,8.992742698304365e-16,1.8754522740783505e-23,3.715281510245738e-28,2.0315881267830153e-32,-2.840834942621701e-26,0.00015500339980594453,3.7417602355923274e-20,3.134527136837585e-29,6.949082952466702e-29,2.297868700773559e-24,4.7328469129810107e-23,1.0756268113504415e-26,2.288932116457105e-26,-3.6833722777898064e-35,-2.871569928638962e-41,4.766293259776478e-34,2.266965094029134e-29,1.0036188942422234e-28,-1.0191650169936521e-35,-6.499571516798651e-42,-1.6397007569487776e-31,6.60308280268053e-26,-4.138587926348238e-38,-8.254864895238995e-38,-9.456782010607637e-37,5.789215139971002e-43
6.680027199499753e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013610425368014527,0.45135707699611344,2.2484013524940374e-21,0.4569006123373926,3.2717403863452303e-19,2.180348703712099e-25,1.3775748318841325e-14,-7.648034896370497e-25,-9.93461924974539e-33,6.07931721792004e-05,2.799235639270754e-21,1.6290573667040685e-21,2.723891043336109e-19,3.2329777849961433e-19,3.619045822711907e-12,2.7842709108078976e-19,2.3570607882719606e-24,8.992767029940268e-16,1.8817326876259535e-23,3.7294420295773827e-28,2.035216495276982e-32,-2.838848804825464e-26,0.00015515477388270703,3.748315142507831e-20,3.149342769499399e-29,-9.158593644801494e-30,2.2978809173881654e-24,4.732856164733469e-23,1.077636954592158e-26,2.2976033742299965e-26,-3.648850174348627e-35,-2.716556903938336e-41,4.763149812096381e-34,2.2722471288649342e-29,1.0055842167647483e-28,1.7240613046953048e-35,-9.461895419392531e-42,-1.6396971425849435e-31,6.628077486458007e-26,-4.138620374714217e-38,-8.266985246425149e-38,-1.001151660729905e-36,5.78921512359069e-43
6.694281682168682e-11,0.00053584454179025,0.0915567593028733,0.0,0.001360706909706452,0.45135675784658263,2.2600462522285128e-21,0.4569006123373854,3.282662651244385e-19,2.1957643322559835e-25,1.382461165062763e-14,-7.637713769467734e-25,-9.934713500547317e-33,6.082612729318531e-05,2.810389573767012e-21,1.6285183581000958e-21,2.7312474213638583e-19,3.2413684742709556e-19,3.6262370580580773e-12,2.7941472775919802e-19,2.359678942957609e-24,8.992815386235892e-16,1.8943317683162028e-23,3.7571853324703145e-28,2.0424748231472192e-32,-2.8348539660661383e-26,0.00015545744585653153,3.7614271354968765e-20,3.179171223335374e-29,-2.3433810136348945e-32,2.2979053489935086e-24,4.73285805591252e-23,1.0816579331477156e-26,2.3150016100626184e-26,-3.5808409849057957e-35,-2.4872196849415834e-41,4.756866867024573e-34,2.282818952463345e-29,1.0095165799595584e-28,5.370103769156322e-35,-1.60004310870151e-41,-1.6396899099877534e-31,6.678227206813933e-26,-4.138890816414793e-38,-8.278095540223366e-38,-1.1121976294182533e-36,5.7892150875232066e-43
6.70853616483761e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013603716221716358,0.4513564389175821,2.271721328134863e-21,0.45690061233737816,3.293593030700776e-19,2.2112429504205916e-25,1.387350162938318e-14,-7.627310653980449e-25,-9.934559515661333e-33,6.085884434753471e-05,2.8215628922799267e-21,1.6279827615379824e-21,2.738599895658892e-19,3.2497579072912966e-19,3.633426446876152e-12,2.804029032396358e-19,2.362287830905663e-24,8.99286333598059e-16,1.906981886203568e-23,3.7824209508042853e-28,2.0497352435910454e-32,-2.8308288912951437e-26,0.00015576001632980886,3.7745419834823696e-20,3.2092634912263635e-29,-3.331283371284602e-30,2.2979297807594666e-24,4.732861232769126e-23,1.0856798187490294e-26,2.3324741540627408e-26,-3.5141886967603765e-35,-2.797374311516868e-41,4.750589093217304e-34,2.293401041413965e-29,1.013451220174723e-28,-5.729690836613499e-36,-1.3985884968441251e-41,-1.639682672329703e-31,6.728590770202196e-26,-4.138140497923513e-38,-8.284161288012668e-38,-1.2232622127534506e-36,5.789215052759505e-43
6.737045130175468e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013597020609296417,0.45135580171857265,2.2951619902577254e-21,0.4569006123373637,3.3154780454372036e-19,2.242389268629859e-25,1.3971360757668235e-14,-7.606258371707328e-25,-9.934595795890301e-33,6.0923568784076945e-05,2.8439676261522254e-21,1.6269217055227503e-21,2.753293054542592e-19,3.266532992501912e-19,3.647799692186565e-12,2.8238085504069116e-19,2.3674841573895756e-24,8.992958028856633e-16,1.9324351678282986e-23,3.8410253822203943e-28,2.0642622257303825e-32,-2.822688008853414e-26,0.00015636485312088758,3.800780003239443e-20,3.270243767905598e-29,9.267264379603695e-31,2.2979786441193498e-24,4.7328666240912216e-23,1.093726236101324e-26,2.3676422327275824e-26,-3.3848463354753985e-35,-2.7860917655880933e-41,4.738048688984744e-34,2.314595665822675e-29,1.0213272655777707e-28,8.468181633213488e-36,-8.870721109121848e-42,-1.63966818221956e-31,6.829959605447361e-26,-4.136638381423928e-38,-8.320328715193898e-38,-1.4450297062767397e-36,5.789214971623442e-43
6.765554095513325e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013590338434108858,0.4513551653939081,2.3187233023438908e-21,0.4569006123373492,3.3373952555917333e-19,2.2737878791961245e-25,1.4069324172588435e-14,-7.5848749221465665e-25,-9.934567927572731e-33,6.098735446396135e-05,2.8664497306593882e-21,1.6258740018452626e-21,2.7679703642488613e-19,3.2833030166703103e-19,3.6621655730956766e-12,2.8436091553725903e-19,2.3726510890045265e-24,8.993051134285752e-16,1.9580927813798413e-23,3.894887630561904e-28,2.0787971705901256e-32,-2.814425009462268e-26,0.00015696928494539288,3.8270287225445573e-20,3.3322921955947286e-29,-2.8859394275753858e-30,2.298027507768729e-24,4.7328729906762686e-23,1.1017760576846992e-26,2.4031077354420157e-26,-3.26061158657121e-35,-2.802473705526545e-41,4.725527838947659e-34,2.3358303072274271e-29,1.0292122216245595e-28,-2.0899913716284915e-36,-7.29708668456486e-42,-1.6396536730701418e-31,6.932184330417588e-26,-4.1354346664173206e-38,-8.308496531377468e-38,-1.667113422768258e-36,5.7892148992436964e-43
6.794063060851183e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013583669600167312,0.45135452993844666,2.342405227703298e-21,0.4569006123373347,3.3593444873581884e-19,2.305438994770872e-25,1.4167390357582417e-14,-7.563159724237381e-25,-9.934576358816615e-33,6.105021030094951e-05,2.889009095818446e-21,1.624839457308601e-21,2.782631671059959e-19,3.3000679561171746e-19,3.6765241039535345e-12,2.8634305407664017e-19,2.3777877886016323e-24,8.993142677424334e-16,1.9839548259013663e-23,3.950716373692271e-28,2.0933398099746945e-32,-2.806039691185092e-26,0.00015757331248820097,3.8532876671964717e-20,3.395417362553699e-29,3.840160485598824e-31,2.2980763715655088e-24,4.7328788175174903e-23,1.1098291361370992e-26,2.4388707761714652e-26,-3.1412814190675537e-35,-2.7630258670226865e-41,4.7130258015182724e-34,2.3571042775155012e-29,1.0371059582768826e-28,1.203742288269964e-36,-1.0237552829051802e-41,-1.6396391456735113e-31,7.035265250849228e-26,-4.1347690879678253e-38,-8.27421323950617e-38,-1.889256826158281e-36,5.789214835781848e-43
6.828563040217059e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013575617049560828,0.4513537621003318,2.3712250323058185e-21,0.45690061233731727,3.385948813967449e-19,2.344079397751773e-25,1.4286199938230258e-14,-7.536432293271825e-25,-9.934645172660383e-33,6.112504415808686e-05,2.916412360321921e-21,1.6236048348395907e-21,2.800352359324923e-19,3.3203491290416288e-19,3.693890198196793e-12,2.8874446448449876e-19,2.3839640380565836e-24,8.993251403825647e-16,2.015525194667523e-23,4.0226598596169806e-28,2.1109484214741166e-32,-2.795726734397232e-26,0.0001583037336743458,3.8850777987549665e-20,3.473260164025268e-29,6.578544347729966e-30,2.2981355040043744e-24,4.7328858730013343e-23,1.1195786749781215e-26,2.4825472812683838e-26,-3.0031551617625223e-35,-2.6602333960379426e-41,4.697920648857526e-34,2.382900484337812e-29,1.046670081685136e-28,2.772761620437365e-35,-1.1579663745273525e-41,-1.639621542114979e-31,7.161153479842959e-26,-4.1337948810899474e-38,-8.256839060135823e-38,-2.157629658660875e-36,5.789214762436662e-43
6.863063019582935e-11,0.00053584454179025,0.0915567593028733,0.0,0.0013567583729350607,0.4513529955186657,2.4002213494666332e-21,0.4569006123372998,3.412599478128191e-19,2.3830902278306774e-25,1.440515518759423e-14,-7.509206563921013e-25,-9.934592656470445e-33,6.11985448332969e-05,2.943928414657447e-21,1.6223888752842292e-21,2.818049125097533e-19,3.3406227804409614e-19,3.71124557456564e-12,2.9114882039922915e-19,2.390097816258263e-24,8.993357920958698e-16,2.0473954027094117e-23,4.0902200569154485e-28,2.128567448256602e-32,-2.7852300607652204e-26,0.00015903356500280254,3.916881396111522e-20,3.5527075631469376e-29,-7.034337659982918e-30,2.2981946368209444e-24,4.732895162163348e-23,1.1293325146780497e-26,2.526659827036198e-26,-2.871595988554924e-35,-2.733760513751221e-41,4.682840764046024e-34,2.4087520945362163e-29,1.0562466497540775e-28,7.285525727544112e-36,-7.022492018729037e-42,-1.6396039142619757e-31,7.288296387131654e-26,-4.1321360876031505e-38,-8.273352573031351e-38,-2.4254372707047548e-36,5.7892146913774e-43
