Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53),CHOX(64),CH2O2X(54),CH3OX(48),SX(57),OCO(174),SX(231),CH3X(25),CH4(24),CH4X(249),CH3O2X(51),C2HO2X(68),SX(130),SX(55),SX(162)
6.837775199497935e-11,0.000897708597878115,0.0,0.0,0.0019187040437222203,0.7995973409625334,0.09999844169905565,0.09999999966097714,5.255729219819183e-16,2.1333304836712214e-20,8.079728440372802e-19,2.295152135272647e-33,1.1470153514010074e-37,0.00023769610118160028,9.012355783232165e-15,8.375419795742668e-18,5.152662222981775e-20,1.5531899659878957e-06,3.390134004295438e-10,4.7710577089247175e-09,4.6745931024893716e-20,1.1462383561618707e-22,5.002237187488727e-25,4.443590770131955e-33,2.1482861084430914e-35,2.6859634851567224e-38,0.00028380860134758444,3.3993026698603214e-10,8.023372204473825e-18,1.1294293907437958e-24,6.738826279932155e-33,1.8160277596033633e-46,7.020753193642604e-35,7.48153514818327e-40,2.3302788312565512e-45,1.3562998055726548e-47,1.6270723156629922e-52,1.0395878053667702e-35,1.6000264766210687e-22,5.6594275145839425e-55,3.373530255805479e-38,1.0776752148535562e-55
6.944350591950067e-11,0.000897708597878115,0.0,0.0,0.0019120074349973331,0.799592084089848,0.09999844707766319,0.09999999966216036,5.47707612234436e-16,2.2232808501404766e-20,8.414549842353094e-19,2.5125822419104548e-33,1.2418583891216e-37,0.0002405863909187204,9.129216812537237e-15,8.476392161558498e-18,5.387873470914938e-20,1.547754470317312e-06,3.378300358570952e-10,4.829134403787443e-09,4.727382556454829e-20,1.1602807801023756e-22,5.284943044460063e-25,4.716319125183059e-33,2.264243151382795e-35,2.9839829146091046e-38,0.00028762030012598715,3.3874185648239105e-10,8.256354803955393e-18,1.1732600966981684e-24,7.228992495652651e-33,1.9594730274316175e-46,7.619748677190968e-35,8.232106923177506e-40,2.5810501672723003e-45,1.5483797787789202e-47,1.884534404459303e-52,1.0961178866252918e-35,1.64649185478417e-22,6.202141141767877e-55,3.5346116781925684e-38,1.1810733329053008e-55
7.0509259844022e-11,0.000897708597878115,0.0,0.0,0.0019053475169339433,0.7995868538636659,0.09999845242681575,0.09999999966333709,5.704190992773351e-16,2.3154120431915727e-20,8.75719263831751e-19,2.745992013713889e-33,1.3425520619775032e-37,0.0002434565330106407,9.242490799316032e-15,8.592739117235254e-18,5.628969342535321e-20,1.5423488291289799e-06,3.366531556712643e-10,4.886805051463177e-09,4.779711903218391e-20,1.1742250207099236e-22,5.578438229954252e-25,4.999704380117995e-33,2.3842686113495183e-35,3.3087424508104693e-38,0.0002914154264266521,3.375599673392862e-10,8.492143390033601e-18,1.2179221367100537e-24,7.745795848651432e-33,2.1111263818377812e-46,8.258381044022307e-35,9.043297601477324e-40,2.853369125492801e-45,1.7634823293294082e-47,2.1770757541961715e-52,1.1546519958618791e-35,1.693512432425046e-22,6.785280316348255e-55,3.6999312395351245e-38,1.2921774793386389e-55
7.157501376854333e-11,0.000897708597878115,0.0,0.0,0.0018987240215951782,0.7995816501059211,0.09999845774672846,0.09999999966450739,5.936986716895847e-16,2.4097347013888914e-20,9.107684842124223e-19,2.996200411542641e-33,1.449333563086442e-37,0.0002463067076324078,9.352171160361945e-15,8.686725585360214e-18,5.875949708926012e-20,1.5369728237322162e-06,3.3548271254236033e-10,4.944073290681158e-09,4.831586590982576e-20,1.1880719619904602e-22,5.882927956725715e-25,5.2938802411620074e-33,2.5084228817530793e-35,3.6620585863196216e-38,0.00029519406822655264,3.3638455184146646e-10,8.730718421386737e-18,1.2634105707840306e-24,8.290189036997348e-33,2.2712727686391214e-46,8.938506102542961e-35,9.91881239964221e-40,3.1486015428071786e-45,2.003862181817185e-47,2.5087046542287034e-52,1.215220704691756e-35,1.7410841692704614e-22,7.410985599832949e-55,3.8695062231144864e-38,1.411395923770404e-55
7.264076769306465e-11,0.000897708597878115,0.0,0.0,0.0018921366836120986,0.7995764726401422,0.09999846303761434,0.09999999966567132,6.174139717171625e-16,2.5062590606062737e-20,9.466051978728783e-19,3.264047832253979e-33,1.56244444766277e-37,0.00024913709300994206,9.458255765687908e-15,8.75796040488535e-18,6.128807800089537e-20,1.5316262375400183e-06,3.34318659561287e-10,5.000942720189051e-09,4.8830119855502983e-20,1.201822478525277e-22,6.198616474164596e-25,5.59897419754382e-33,2.6367641670150714e-35,4.0458287172342176e-38,0.00029895631288180127,3.3521556273193244e-10,8.972060531276405e-18,1.3097202821422815e-24,8.863139978782239e-33,2.4401997711004506e-46,9.662028287640615e-35,1.0862507771289881e-39,3.468165869542874e-45,2.2719439480635902e-47,2.8837978323598204e-52,1.2778537142565197e-35,1.7892030610444306e-22,8.081462882952359e-55,4.0433533357341554e-38,1.539149411423024e-55
7.370652161758598e-11,0.000897708597878115,0.0,0.0,0.0018855852401528685,0.799571321291436,0.0999984682996844,0.09999999966682889,6.4167817267515625e-16,2.6049949626761613e-20,9.832320241816768e-19,3.550395879101775e-33,1.6821305852363445e-37,0.0002519478654450561,9.56074980380484e-15,8.89038818751242e-18,6.387541328671137e-20,1.5263088560424339e-06,3.33160950204842e-10,5.0574168996843586e-09,4.933993371859642e-20,1.2154774240882287e-22,6.525707024606874e-25,5.9151075815790815e-33,2.7693515678518704e-35,4.4620324611893016e-38,0.00030270224713345635,3.3405295320642493e-10,9.216150525660875e-18,1.3568459910123423e-24,9.465631642610068e-33,2.618197475749209e-46,1.0430900771138892e-34,1.1878394147438477e-39,3.813533467225552e-45,2.57033080003859e-47,3.307125704684827e-52,1.3425805236414641e-35,1.8378651390779354e-22,8.798983695696039e-55,4.2214887099642905e-38,1.6758712113929555e-55
7.477227554210731e-11,0.000897708597878115,0.0,0.0,0.0018790694308923822,0.7995661958864672,0.09999847353314761,0.09999999966798019,6.667378139959339e-16,2.7059518638946838e-20,1.0206515581174892e-18,3.856127116458552e-33,1.8086421105019182e-37,0.00025473919934012245,9.659664980290396e-15,9.034710019113949e-18,6.652151796679924e-20,1.5210204667808638e-06,3.3200953850407094e-10,5.113499351395297e-09,4.9845359554847475e-20,1.2290376496877607e-22,6.864401801558165e-25,6.242395642149975e-33,2.9062452989128296e-35,4.912732915409557e-38,0.00030643195711326047,3.3289667690799283e-10,9.46296938133261e-18,1.404782262700607e-24,1.0098661875804615e-32,2.8055583368914305e-46,1.124712671802407e-34,1.2970638631589389e-39,4.1862288473437595e-45,2.901813321490401e-47,3.783878696941224e-52,1.409431164709893e-35,1.8870664699268757e-22,9.565885445578153e-55,4.4039279071980234e-38,1.822007162878621e-55
7.583802946662864e-11,0.000897708597878115,0.0,0.0,0.0018725889979823475,0.7995610962534431,0.09999847873821097,0.09999999966912522,6.92190026828948e-16,2.809138843344745e-20,1.0588657119901272e-18,4.182144810130581e-33,1.9422333728891645e-37,0.0002575112672224047,9.755012474125231e-15,9.03025740875234e-18,6.922620573213682e-20,1.5157608593262944e-06,3.308643790035449e-10,5.16919355938906e-09,5.0346448641038754e-20,1.2425040191542127e-22,7.214901909773233e-25,6.58094763050582e-33,3.047499392782894e-35,5.400077854154464e-38,0.0003101455283493095,3.317466879216402e-10,9.712498244079665e-18,1.4535235055423208e-24,1.0763243230530562e-32,3.0025770447630034e-46,1.2112758418746157e-34,1.4143567636865078e-39,4.587829851810583e-45,3.269378524518886e-47,4.319694644914532e-52,1.4784341523569672e-35,1.9368031549961242e-22,1.0384571516975894e-54,4.5906859206804427e-38,1.9780157069840165e-55
7.690378339114996e-11,0.000897708597878115,0.0,0.0,0.0018661436860217529,0.7995560222220932,0.09999848391507948,0.09999999967026407,7.177015811255531e-16,2.914564610989955e-20,1.0978763267181216e-18,4.529372654515628e-33,2.083162884894525e-37,0.00026026423976795464,9.846807979124958e-15,9.081472691873804e-18,7.198925025109232e-20,1.5105298252549447e-06,3.297254263868609e-10,5.224502968602392e-09,5.0843251489345604e-20,1.2558773592963465e-22,7.577407327134967e-25,6.930866897297276e-33,3.193165583962781e-35,5.926300865075458e-38,0.0003138430457716582,3.3060294076905075e-10,9.964718426870579e-18,1.5030639861302361e-24,1.1460402787990241e-32,3.2095503938952325e-46,1.3029894916920196e-34,1.540166946506938e-39,5.0199677754198594e-45,3.676219070431637e-47,4.9206872806677904e-52,1.5496159948976374e-35,1.98707133016199e-22,1.1257511468676602e-54,4.781777177873669e-38,2.144367912594978e-55
7.796953731567129e-11,0.000897708597878115,0.0,0.0,0.0018597332420277448,0.7995509736236543,0.09999848906395628,0.09999999967139675,7.44426980132405e-16,3.022237515639569e-20,1.1376863739712183e-18,4.898754487827183e-33,2.231693269313384e-37,0.0002629982858251201,9.935084203902957e-15,9.442824124669195e-18,7.481083237046405e-20,1.5053271581190211e-06,3.2859263575616137e-10,5.279430988010246e-09,5.1335817861366386e-20,1.2691584527654054e-22,7.952116868276171e-25,7.292250999790112e-33,3.343308139391138e-35,6.493722424176323e-38,0.0003175245937178564,3.294653904033844e-10,1.021961140806237e-17,1.553397855414588e-24,1.2191181980865791e-32,3.4267771495593073e-46,1.4000685590173409e-34,1.6749596851409395e-39,5.484327431306653e-45,4.125742676315012e-47,5.593475809414728e-52,1.6230063717817242e-35,2.0378671653998893e-22,1.2187241195316489e-54,4.97721554438813e-38,2.3215475031407813e-55
7.903529124019262e-11,0.000897708597878115,0.0,0.0,0.0018533574154070208,0.7995459502908523,0.09999849418504247,0.09999999967252331,7.725193926547424e-16,3.1321655528446055e-20,1.1782978551833102e-18,5.291253996582901e-33,2.3880912055720386e-37,0.0002657135724378791,1.0019871033459419e-14,9.501049734411744e-18,7.769091976580336e-20,1.5001526534262138e-06,3.274659633150474e-10,5.3339809927175934e-09,5.1824196781859844e-20,1.282348158287966e-22,8.339228149889746e-25,7.665191818264975e-33,3.497986106672923e-35,7.104750909232126e-38,0.00032119025593842324,3.2833399220415063e-10,1.0477158829631334e-17,1.6045191294821427e-24,1.2956636414210979e-32,3.654557918140425e-46,1.502733376010951e-34,1.819216945681088e-39,5.982647161615574e-45,4.621581581703689e-47,6.345215578572207e-52,1.6986362534026134e-35,2.0891868644284732e-22,1.317636290386867e-54,5.177014330048374e-38,2.5100508702222725e-55
8.010104516471394e-11,0.000897708597878115,0.0,0.0,0.001847015957927612,0.7995409520578854,0.09999849927853734,0.09999999967364379,7.991287193626888e-16,3.2443563725278654e-20,1.219710112347038e-18,5.707854410523663e-33,2.5526273751438057e-37,0.00026841026486880664,1.0101176011580384e-14,8.990777045888264e-18,8.062859231876392e-20,1.4950061086254047e-06,3.2634536534420014e-10,5.388156318915181e-09,5.230843655218891e-20,1.2954473624315328e-22,8.7389375576779e-25,8.049775680589933e-33,3.657227968192095e-35,7.761883551677651e-38,0.0003248401156022556,3.2720870197216086e-10,1.073734249542637e-17,1.656421670600135e-24,1.3757835684945773e-32,3.893195019478975e-46,1.6112085681094144e-34,1.9734376260336766e-39,6.51671879351992e-45,5.167602165650312e-47,7.183629841052665e-52,1.7765264589941412e-35,2.141026664352918e-22,1.4227545196745096e-54,5.381186292730134e-38,2.710387078566495e-55
8.116679908923527e-11,0.000897708597878115,0.0,0.0,0.001840708623690838,0.7995359787604074,0.09999850434463828,0.09999999967475826,8.254241775465119e-16,3.358817286319057e-20,1.2619257677513134e-18,6.149558189086993e-33,2.7255764059936833e-37,0.0002710885266213163,1.0179041086389101e-14,9.495032617397062e-18,8.362384554243212e-20,1.489887323073024e-06,3.252307971288249e-10,5.441960263326782e-09,5.2788584763435773e-20,1.30845672201347e-22,9.151440214890119e-25,8.446083493924689e-33,3.8210881549712067e-35,8.467707327123035e-38,0.00032847425530197475,3.260894759245432e-10,1.1000144369444353e-17,1.7090992686575136e-24,1.4595863200036464e-32,4.14299235686462e-46,1.7257227658695693e-34,2.138137791616515e-39,7.088387539203044e-45,5.767914967141525e-47,8.117042616651028e-52,1.8566986520766932e-35,2.193382835292701e-22,1.534352316987053e-54,5.58974364057696e-38,2.9230778736961243e-55
8.22325530137566e-11,0.000897708597878115,0.0,0.0,0.0018344351691038222,0.799531030235512,0.09999850938354082,0.09999999967586676,8.577438937886986e-16,3.475555274987927e-20,1.3049516987393267e-18,6.617386700518679e-33,2.907216816435568e-37,0.00027374851946182044,1.0253558542007249e-14,1.0833126537294436e-17,8.667821102486608e-20,1.48479609799802e-06,3.241222158774363e-10,5.49539609422755e-09,5.3264688309238955e-20,1.3213769129533006e-22,9.576929952394993e-25,8.854190882658954e-33,3.9896779586784637e-35,9.224899784792551e-38,0.00033209275705920995,3.2497627068982125e-10,1.1265546574127241e-17,1.762545667171767e-24,1.5471815993547537e-32,4.404255290591466e-46,1.8465114714401259e-34,2.313850914564066e-39,7.699551845260947e-45,6.426884688619142e-47,9.15441264653516e-52,1.939197322038953e-35,2.246251680031673e-22,1.6527098275485825e-54,5.802698040838985e-38,3.1486576789261472e-55
8.329830693827793e-11,0.000897708597878115,0.0,0.0,0.0018281953528528376,0.7995261063217155,0.09999851439543866,0.09999999967696928,8.899794549147056e-16,3.594576995904574e-20,1.3487841494011283e-18,7.112379894678148e-33,3.0978309586985085e-37,0.0002763904034423248,1.0324725024903613e-14,9.310243312080618e-18,8.979017765032142e-20,1.4797322365081078e-06,3.230195817888417e-10,5.548467050197506e-09,5.373679339843417e-20,1.3342091213008232e-22,1.0015599280239499e-24,9.274168331794604e-33,4.16301192288131e-35,1.0036229816312346e-37,0.0003356957023298216,3.238690433030849e-10,1.1533531388680757e-17,1.8167543886787896e-24,1.6386804542830556e-32,4.6772905153375905e-46,1.9738161999392583e-34,2.5011280973535088e-39,8.352163197815401e-45,7.149139686976985e-47,1.0305368429653045e-51,2.024050938320931e-35,2.299629533704459e-22,1.7781138290054515e-54,6.020060631118216e-38,3.387673581909405e-55
8.425748547034713e-11,0.000897708597878115,0.0,0.0,0.0018226080813737015,0.7995216957094567,0.09999851888321637,0.09999999967795652,9.138830576903137e-16,3.7036543828302946e-20,1.3889197476839203e-18,7.58197380350019e-33,3.2772926358098005e-37,0.0002787527468675959,1.038589487821015e-14,9.177040351984134e-18,9.265187658686065e-20,1.4751979958056256e-06,3.220322578543023e-10,5.595921577285541e-09,5.415830694779114e-20,1.345683409829278e-22,1.0421828248761508e-24,9.662351168202071e-33,4.323026921251077e-35,1.0815077132650146e-37,0.0003389251191487429,3.228776145284101e-10,1.1776911331994731e-17,1.8661893425420933e-24,1.7244598305232905e-32,4.933341986377281e-46,2.0941620024923226e-34,2.6800348333554398e-39,8.976606089035157e-45,7.857324272382767e-47,1.1446870544083557e-51,2.1024223586150734e-35,2.3481018014236683e-22,1.897244551415537e-54,6.219464741504381e-38,3.614738123457418e-55
8.51207461492094e-11,0.000897708597878115,0.0,0.0,0.001817602524891182,0.7995177429962941,0.09999852290376174,0.09999999967884096,9.355061351122062e-16,3.803413671396098e-20,1.4256021077198924e-18,8.02480148969008e-33,3.4453954991213587e-37,0.0002808665188274869,1.0438682340695142e-14,1.0233676366644077e-17,9.52640868671479e-20,1.4711358782278706e-06,3.2114772818836733e-10,5.63838207108016e-09,5.453495862142096e-20,1.3559500084068884e-22,1.0796808662254342e-24,1.002001849165128e-32,4.470410884928449e-35,1.155728858229957e-37,0.0003418209251013255,3.219894136854116e-10,1.1997719202809004e-17,1.9111997207673683e-24,1.8045109388618813e-32,5.172340567839755e-46,2.207301965536295e-34,2.8498064250943813e-39,9.569933283834875e-45,8.5450236270494925e-47,1.2566675551832901e-51,2.174601468180398e-35,2.392074669019691e-22,2.0097258641017636e-54,6.401994779059172e-38,3.829133207772844e-55
8.589768076018545e-11,0.000897708597878115,0.0,0.0,0.0018131160369680582,0.7995141991212313,0.09999852650739047,0.09999999967963372,9.581839473916636e-16,3.894487284478979e-20,1.4590732446924452e-18,8.440199779173098e-33,3.602157298091011e-37,0.0002827589914056094,1.0484412371255771e-14,9.516932026357942e-18,9.765336644904458e-20,1.4674950311317602e-06,3.2035492464351985e-10,5.676396601936124e-09,5.48717698458683e-20,1.3651416199015746e-22,1.1141970322905749e-24,1.0348670350675067e-32,4.60581006433517e-35,1.2260069916181746e-37,0.0003444185448677272,3.211933227268761e-10,1.2197868795004353e-17,1.9521267211806508e-24,1.878917463843023e-32,5.394507884274708e-46,2.3131546817187723e-34,3.0099667097407255e-39,1.013026008086526e-44,9.207190758886792e-47,1.365470844739713e-51,2.240924725753027e-35,2.431930357935167e-22,2.1153617402278686e-54,6.568759965479605e-38,4.0304841758640256e-55
8.667461537116149e-11,0.000897708597878115,0.0,0.0,0.0018086469938087964,0.7995106680360132,0.09999853009701458,0.09999999968042338,9.81983942688408e-16,3.986785477784401e-20,1.4929761289005027e-18,8.872007690199533e-33,3.764219194199739e-37,0.0002846421259421314,1.052845318962994e-14,9.747638277554558e-18,1.0006690251300036e-19,1.4638683736926064e-06,3.195652030766262e-10,5.714222989309986e-09,5.52065379034091e-20,1.3742877666521586e-22,1.1494482474143195e-24,1.068373961408138e-32,4.7437947282668923e-35,1.2997056190041086e-37,0.00034700804390411553,3.2040033172447297e-10,1.239935912567476e-17,1.9934466112283242e-24,1.9556067534270746e-32,5.6234964937424956e-46,2.422926335045456e-34,3.177352416263939e-39,1.0716392131741724e-44,9.912589770777444e-47,1.4823672749166285e-51,2.3085455865588912e-35,2.4720499850430465e-22,2.225293256104244e-54,6.737886082570397e-38,4.240026504249755e-55
8.745154998213753e-11,0.000897708597878115,0.0,0.0,0.0018041953056072563,0.7995071496803822,0.09999853367270614,0.09999999968120997,1.0060142371751822e-15,4.080310321201562e-20,1.5273103780117252e-18,9.320657620192116e-33,3.9316967146812806e-37,0.00028651598167855137,1.0570817598478627e-14,1.0604865541195118e-17,1.0251062658966922e-19,1.4602558326503166e-06,3.1877854827603614e-10,5.751862426130734e-09,5.553927960739031e-20,1.383388713042226e-22,1.1854417384002099e-24,1.1025245685811116e-32,4.884408002174137e-35,1.3769475255407394e-37,0.0003495894528472967,3.196104246898928e-10,1.2602183583584928e-17,2.035157072177932e-24,2.0346239895736367e-32,5.85942690521768e-46,2.5367181513495613e-34,3.352207457918919e-39,1.132917258194857e-44,1.0663499434836015e-46,1.6078579477889452e-51,2.3774619244277978e-35,2.5124321829183494e-22,2.339642533232201e-54,6.90937658358233e-38,4.45799317815124e-55
8.815079113201598e-11,0.000897708597878115,0.0,0.0,0.0018002035509781472,0.799503993994613,0.09999853687897545,0.0999999996819153,1.027569177970521e-15,4.1655331111090796e-20,1.5585800765842688e-18,9.739203690779578e-33,4.0871531297830654e-37,0.00028819456706456563,1.0607532132033162e-14,1.0164881646623943e-17,1.047388648149697e-19,1.4570165550728997e-06,3.180731693535672e-10,5.785579059505688e-09,5.583702836283953e-20,1.3915411905092174e-22,1.2184764661968851e-24,1.1338119669249796e-32,5.013223245597938e-35,1.4495983751454744e-37,0.00035190582906493927,3.18902132024014e-10,1.2785860844087825e-17,2.0730283193790488e-24,2.107767523461881e-32,6.077799280576741e-46,2.642652175571015e-34,3.5161691239632837e-39,1.1904167896586156e-44,1.138018543648074e-46,1.728581526234837e-51,2.440601200326854e-35,2.5489995357929396e-22,2.446436497221617e-54,7.065742322322223e-38,4.661561415624294e-55
8.885003228189443e-11,0.000897708597878115,0.0,0.0,0.0017962257169938409,0.7995008485279118,0.09999854007406925,0.09999999968261816,1.048978115636377e-15,4.2517524929926586e-20,1.5901994108445768e-18,1.0172067754734216e-32,4.247176203911211e-37,0.00028986572679209796,1.064291937997361e-14,1.0214828861565874e-17,1.0699091053440901e-19,1.4537886001162884e-06,3.1737025004393796e-10,5.819146085744492e-09,5.613316125821831e-20,1.3996574827288363e-22,1.252123468609469e-24,1.1656234628161112e-32,5.144184608399745e-35,1.5253141673074768e-37,0.00035421569911957604,3.181963130052262e-10,1.2970608665750183e-17,2.111211721152174e-24,2.1828670088116857e-32,6.301980413381272e-46,2.752000156652659e-34,3.6865680012302834e-39,1.2502078072651552e-44,1.2137442641396784e-46,1.8570925663936482e-51,2.504808421835514e-35,2.5857774856411933e-22,2.5570009070365736e-54,7.224028213541048e-38,4.8723197873748525e-55
8.954927343177288e-11,0.000897708597878115,0.0,0.0,0.0017922617394343263,0.7994977132371324,0.09999854325803914,0.09999999968331859,1.0705616598442066e-15,4.3389698088187697e-20,1.6221688664979463e-18,1.0619574767743006e-32,4.4118522072215845e-37,0.0002915295031093873,1.0676999126536048e-14,1.0323893005726142e-17,1.0926436052356704e-19,1.4505719153870672e-06,3.166697796078817e-10,5.8525643562780805e-09,5.642769018820309e-20,1.4077378284525188e-22,1.286387928346024e-24,1.1979602220594856e-32,5.277310681573069e-35,1.6041899664241713e-37,0.0003565190850306443,3.174929562008167e-10,1.3156422315453218e-17,2.149705190418924e-24,2.2599561083880304e-32,6.532058531141814e-46,2.864838366508929e-34,3.86359284815005e-39,1.3123547648208678e-44,1.2937122972584486e-46,1.993808934544296e-51,2.5700902377037323e-35,2.6227650534398494e-22,2.671428635057588e-54,7.384236485274291e-38,5.0904454800711345e-55
9.017859046666347e-11,0.000897708597878115,0.0,0.0,0.0017887059541090644,0.7994949001403798,0.0999985461141434,0.09999999968394686,1.0902431282660026e-15,4.4183196945040505e-20,1.6512409844715839e-18,1.1035121784595602e-32,4.564110676905687e-37,0.0002930206236671385,1.0706567701782712e-14,1.0316150830710544e-17,1.113301927780397e-19,1.4476864921345483e-06,3.1604144072297584e-10,5.88251431362766e-09,5.669140457597033e-20,1.4149795696420517e-22,1.317758129444864e-24,1.2275133090057875e-32,5.398988248910442e-35,1.6779599831828718e-37,0.00035858660652779114,3.168620308767982e-10,1.332456199292914e-17,2.1846128619899418e-24,2.331065421167563e-32,6.744243752461302e-46,2.969440780298713e-34,4.0287392923997485e-39,1.3703553766006461e-44,1.3694688317095933e-46,2.124228824456696e-51,2.6297652919231947e-35,2.6562322831166756e-22,2.777794460318351e-54,7.530069334977136e-38,5.29320596689242e-55
9.074497579806502e-11,0.000897708597878115,0.0,0.0,0.001785515261128074,0.7994923753452079,0.09999854867699953,0.09999999968451065,1.108074976957851e-15,4.490427354855732e-20,1.677648611854857e-18,1.1419681397750636e-32,4.704478573892836e-37,0.0002943575729770588,1.0732295065309098e-14,1.039621515512089e-17,1.132068445865333e-19,1.4450973491466622e-06,3.154776169577919e-10,5.909367348825214e-09,5.692765189914166e-20,1.4214724861029726e-22,1.3464255916089693e-24,1.2544762318439632e-32,5.510012477790255e-35,1.7466678276566453e-37,0.00036044291361762685,3.1629588861292443e-10,1.347661976166118e-17,2.216242071793714e-24,2.3964857176535743e-32,6.9394088294057134e-46,3.066100655417283e-34,4.182210942990759e-39,1.4242727177199723e-44,1.4408392202891443e-46,2.247863337435717e-51,2.6842232885862475e-35,2.686496703043848e-22,2.876321746007754e-54,7.662652966217211e-38,5.481026360747408e-55
9.131136112946656e-11,0.000897708597878115,0.0,0.0,0.0017823335464300205,0.7994898571505386,0.09999855123264789,0.09999999968507284,1.1259914677051377e-15,4.563191979389894e-20,1.7042862547270824e-18,1.1814435750500966e-32,4.84805471061411e-37,0.00029568975221264896,1.075719401421706e-14,1.0438252919979977e-17,1.1509949381294165e-19,1.4425155084487103e-06,3.1491537997172757e-10,5.936124283136653e-09,5.716286764766897e-20,1.4279421709782322e-22,1.3755072918425008e-24,1.2817856119549087e-32,5.62247877287766e-35,1.8176237696916622e-37,0.0003622950052911852,3.1573134170627656e-10,1.3629368492466839e-17,2.248071290224135e-24,2.463271984631016e-32,7.13860006228832e-46,3.1651890575197285e-34,4.3403772254436067e-39,1.4798534324091078e-44,1.5153431356395915e-46,2.37768328513041e-51,2.739397103530617e-35,2.716896930706757e-22,2.977552842478647e-54,7.796501542528722e-38,5.674003052178387e-55
9.18777464608681e-11,0.000897708597878115,0.0,0.0,0.0017791607766241258,0.7994873455339049,0.09999855378111527,0.09999999968563344,1.1440524512167344e-15,4.636614184877745e-20,1.7311540455887378e-18,1.221956317195018e-32,4.99488613234517e-37,0.0002970171832750954,1.0781273998048437e-14,1.0465506283860023e-17,1.1700712258520873e-19,1.4399409428007274e-06,3.1435472381944495e-10,5.962785558259704e-09,5.739705793170097e-20,1.4343887359704518e-22,1.4050059310174258e-24,1.3094419305235686e-32,5.73639495409259e-35,1.890881726857876e-37,0.00036414289306330974,3.1516838421274895e-10,1.3782805721223242e-17,2.28009941425935e-24,2.531442536972134e-32,7.341864480097654e-46,3.2667481752430457e-34,4.503345316503877e-39,1.5371335453471448e-44,1.593091411470761e-46,2.513946026469838e-51,2.795289985791268e-35,2.747432456382135e-22,3.0815394197167585e-54,7.931616079309441e-38,5.872234622464913e-55
9.244413179226964e-11,0.000897708597878115,0.0,0.0,0.0017759969184823058,0.7994848404729427,0.09999855632242831,0.09999999968619247,1.1623086651472113e-15,4.7106945671822305e-20,1.758252102300939e-18,1.2635243213559716e-32,5.145020145917278e-37,0.0002983398879449592,1.0804544261173053e-14,1.0579129178954308e-17,1.1892949560010764e-19,1.4373736250977448e-06,3.1379564248721325e-10,5.989351613938828e-09,5.763022881538834e-20,1.440812280984153e-22,1.4349241978378808e-24,1.3374456395611808e-32,5.851766655098726e-35,1.966496380680501e-37,0.00036598658840744934,3.1460701021724516e-10,1.3936928995115738e-17,2.312325386232366e-24,2.6010157826196314e-32,7.549249131112853e-46,3.370820615151426e-34,4.671223945505685e-39,1.5961494712334087e-44,1.674197788844522e-46,2.65691734695366e-51,2.851904373617129e-35,2.778102772678546e-22,3.188333662936853e-54,8.067997555166505e-38,6.0758206363734135e-55
9.301051712367118e-11,0.000897708597878115,0.0,0.0,0.0017728419389381705,0.7994823419453894,0.09999855885661363,0.09999999968674995,1.1807674769663314e-15,4.785433701506272e-20,1.785580499234668e-18,1.3061656634626237e-32,5.298504317241789e-37,0.00029965788788286797,1.0827014508478373e-14,1.0609589027962879e-17,1.2086702884883818e-19,1.434813528368494e-06,3.1323813035116954e-10,6.015822887635675e-09,5.786238631758619e-20,1.447212916125124e-22,1.4652647687734574e-24,1.3657971625649093e-32,5.968599627481715e-35,2.044523177491099e-37,0.00036782610275585344,3.14047213833502e-10,1.409173587257506e-17,2.3447481830778647e-24,2.6720102217940224e-32,7.760801078521303e-46,3.4774493693073276e-34,4.8441234028885275e-39,1.6569380121500614e-44,1.7587789615996827e-46,2.806871652010309e-51,2.9092435356219885e-35,2.808907374523858e-22,3.297988271229706e-54,8.205646912292046e-38,6.284861639807917e-55
9.357690245507273e-11,0.000897708597878115,0.0,0.0,0.0017696958050860531,0.7994798499290829,0.09999856138369755,0.09999999968730586,1.1993437942405419e-15,4.860832142637338e-20,1.813139225878924e-18,1.3498985387823465e-32,5.455386468837438e-37,0.000300971204630647,1.0848693511115807e-14,1.05147617721368e-17,1.2282002015001628e-19,1.4322606257747072e-06,3.1268218164532835e-10,6.042199813921513e-09,5.809353641202462e-20,1.4535907500598374e-22,1.4960303079957088e-24,1.3944968951717676e-32,6.086901518943033e-35,2.1250183291247478e-37,0.00036966144749976936,3.1348898920392285e-10,1.4247223923216196e-17,2.3773667546389596e-24,2.744444446201735e-32,7.97656739604213e-46,3.5866777907454285e-34,5.022155551746577e-39,1.719536354828554e-44,1.846954621662556e-46,2.9640921631380235e-51,2.9673111881460326e-35,2.839845759153253e-22,3.4105564562173705e-54,8.34456505675547e-38,6.499459157221727e-55
