Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236),SX(357),SX(497),OCCO(227),SX(387)
4.971865462987404e-08,0.0028149649241145727,0.1557,0.0,0.003719631926094019,0.6394097180168208,0.20036995940425115,1.2440900224907857e-16,1.1677978912726783e-15,1.0803650087082555e-12,8.22594401607384e-20,1.8994219752873684e-12,3.865130228836448e-18,8.897613656399116e-05,1.460896328600685e-13,6.477866361850325e-20,9.194194975825751e-18,0.0015300390410947233,1.6491152683450562e-16,1.515869585095057e-09,2.100891344212504e-29,8.742320289257765e-23,3.563463485464271e-11,2.1484768212248495e-17,1.799739375207257e-37,1.1778209679340077e-14,0.0029457931161233227,1.041326405510166e-25,4.1514975620392695e-15,1.087501727123168e-21,6.613892213725818e-15,1.40651248056317e-13,1.8335024716403663e-30,8.272380785774463e-28,3.810319222948683e-18,2.3621518791819526e-24,1.5230335629114212e-16,1.352303148277748e-19,1.1652121383443628e-18,3.499709368838307e-22,2.6133041174809807e-27,1.2730447769043332e-16,1.4073200404522019e-27,5.604505603391066e-23,1.1593079607102854e-22,7.410854935112867e-18,1.2322480783810632e-19,5.1308726469348125e-23,8.328321065740218e-29,3.556019824725029e-25,4.021808274939019e-30
5.049983997270511e-08,0.0028149649241145727,0.1557,0.0,0.0037196319090607288,0.6394097180095082,0.2003699593736038,1.326464064446778e-16,1.2728070882387781e-15,1.1260807310142055e-12,8.971731182126532e-20,1.9939816789521326e-12,4.140445904054601e-18,8.897613606362397e-05,1.532988769484773e-13,6.96850707986883e-20,9.89387977079687e-18,0.0015300390322507693,1.7323699539624905e-16,1.5539710959959554e-09,2.2067629634202237e-29,9.404394061890036e-23,3.6876148802251314e-11,2.2657966045650107e-17,1.9638636184871554e-37,1.2229104282970278e-14,0.00294579310314319,1.1357384705422192e-25,4.305328415093028e-15,3.118176892241498e-21,7.0431283541296096e-15,1.475391617503117e-13,2.0385218255376547e-30,9.286462932632585e-28,3.943339966549698e-18,2.5063462852955365e-24,1.60368346080578e-16,1.3858221962470111e-19,1.1945424125604484e-18,3.6183267024880835e-22,2.7993451009364647e-27,1.330201009838115e-16,1.5669017268717543e-27,5.82686847021784e-23,1.2060351322617258e-22,7.865984883458743e-18,1.307911514212709e-19,5.361356922251343e-23,8.83943955707725e-29,3.827225195892485e-25,4.2451779058318335e-30
5.1281025315536177e-08,0.0028149649241145727,0.1557,0.0,0.0037196318917061444,0.6394097180020468,0.2003699593423789,1.4129561080544757e-16,1.3857278126812184e-15,1.1731488081633566e-12,9.774483651994805e-20,2.09182701039981e-12,4.433083986309653e-18,8.897613555350761e-05,1.6075377164671996e-13,7.489537826439276e-20,1.0637857560013018e-17,0.0015300390232330415,1.818559297470194e-16,1.5927912668121428e-09,2.31704353519012e-29,1.0108181043191528e-22,3.8145470835934744e-11,2.244326865322125e-17,2.168601710000873e-37,1.2691502823951207e-14,0.002945793089920916,1.2373621467997085e-25,4.462885607473376e-15,-1.3170423935350779e-21,7.493224775687176e-15,1.5466003862643344e-13,2.2059792883701304e-30,1.041062669636792e-27,4.079362161476966e-18,2.6567216519424065e-24,1.6873842111946062e-16,1.4215339683885505e-19,1.2242943745664677e-18,3.751247981154758e-22,2.997289696268103e-27,1.389025442108371e-16,1.7424272851087008e-27,6.15603410900045e-23,1.2724359350824777e-22,8.341442919033115e-18,1.3869464960027056e-19,5.598574569492209e-23,9.374160301078954e-29,4.1154527708791125e-25,4.564857885444346e-30
5.2062210658367245e-08,0.0028149649241145727,0.1557,0.0,0.003719631874023149,0.6394097179944332,0.20036995931056414,1.503710111979135e-16,1.5070562374531736e-15,1.2215972193270897e-12,1.0637858363742011e-19,2.193031778483451e-12,4.736991923624444e-18,8.89761350334354e-05,1.684595065669595e-13,8.043820147232807e-20,1.142848136367453e-17,0.0015300390140370098,1.90774881146026e-16,1.6323462846056567e-09,2.4301605310013125e-29,1.0855847815715433e-22,3.944308157303913e-11,2.430401164119254e-17,2.3502517604571226e-37,1.3165622334988701e-14,0.0029457930764516674,1.3466604074514882e-25,4.624236728510889e-15,4.6509194238314545e-21,7.96488235010834e-15,1.6201885906561602e-13,2.4680373908660334e-30,1.1655755472738438e-27,4.218412258725615e-18,2.816338199346201e-24,1.774211540331726e-16,1.455579126699555e-19,1.2548068990445882e-18,3.86931221925474e-22,3.202545711111954e-27,1.4495459673369377e-16,1.935434491820561e-27,6.34619511464058e-23,1.313021614845025e-22,8.83783032364435e-18,1.4694508345720814e-19,5.842638734456208e-23,9.931109985944297e-29,4.421825729809392e-25,4.665952053113335e-30
5.284339600119831e-08,0.0028149649241145727,0.1557,0.0,0.0037196318560042962,0.6394097179866642,0.2003699592781456,1.598873235866388e-16,1.6373147609262893e-15,1.271454486047845e-12,1.1565715442329482e-19,2.297671124612015e-12,5.056645633129469e-18,8.897613450319196e-05,1.7642134802967e-13,8.631904789550732e-20,1.2268219362747032e-17,0.0015300390046594755,2.0000049914483226e-16,1.6726526217652093e-09,2.5477556030896397e-29,1.1649744413533823e-22,4.076948047649062e-11,2.5012505670124228e-17,2.5695870642533747e-37,1.365168635639384e-14,0.002945793062729329,1.4641219500863582e-25,4.7894509828319566e-15,3.47348533291588e-21,8.458816947251479e-15,1.69620726036547e-13,2.7217109313046115e-30,1.3033258468723503e-27,4.360587728692389e-18,2.9829216106363605e-24,1.8642425258007116e-16,1.4916831484073751e-19,1.2857799587226606e-18,4.0012261177425597e-22,3.41864417851868e-27,1.5117916860257131e-16,2.1474082239637484e-27,6.628770355892423e-23,1.3719479343122738e-22,9.355745474206202e-18,1.5555240219773908e-19,6.093666760825201e-23,1.051289956925063e-28,4.7471575584608e-25,5.084232667802376e-30
5.3546462809746276e-08,0.0028149649241145727,0.1557,0.0,0.003719631839493831,0.6394097179795378,0.20036995924844064,1.688414091375685e-16,1.7626364955308166e-15,1.3175546169059996e-12,1.2459280381888105e-19,2.3948462735724776e-12,5.36570553876474e-18,8.897613401709326e-05,1.8381038930737424e-13,9.191593034398251e-20,1.3068105422062498e-17,0.0015300389960623362,2.085713366024907e-16,1.7095845455351475e-09,2.657452284681914e-29,1.2405768634129297e-22,4.198827342523129e-11,2.4721416220377726e-17,2.799697083374128e-37,1.409954481311233e-14,0.0029457930501572576,1.577242436159528e-25,4.941505310392876e-15,-1.775159774757733e-21,8.923008893424602e-15,1.7667448263730995e-13,2.902738853541016e-30,1.4396034043045252e-27,4.4912477665395e-18,3.1392103637005853e-24,1.94807433534805e-16,1.525794606805833e-19,1.3140731566353677e-18,4.1300658958152887e-22,3.6277003669467194e-27,1.569312657236972e-16,2.3555475824590875e-27,6.956312638304635e-23,1.438370394026765e-22,9.840783946806301e-18,1.6361248394387826e-19,6.325646196706971e-23,1.105824170374456e-28,5.05674421395355e-25,5.463212031262845e-30
5.424952961829424e-08,0.0028149649241145727,0.1557,0.0,0.0037196318226995445,0.6394097179722817,0.2003699592182245,1.7817600577328726e-16,1.896057176333807e-15,1.3648410520646877e-12,1.34114944413831e-19,2.494922043249934e-12,5.710103062873507e-18,8.897613352241458e-05,1.914151489490396e-13,9.781927997579605e-20,1.3911823296494172e-17,0.0015300389873132826,2.1740104339461775e-16,1.7471510222905263e-09,2.770293564665836e-29,1.3203015653797766e-22,4.323117477569157e-11,2.4779892560879462e-17,3.0383117107082554e-37,1.455743236751265e-14,0.0029457930373704058,1.6977877508504295e-25,5.096798938631639e-15,-6.164327313145006e-21,9.406380962130124e-15,1.8393312237450326e-13,3.151857939015262e-30,1.5884143938972118e-27,4.624509981954311e-18,3.3027948214166855e-24,2.0346227707864426e-16,1.5601399619563588e-19,1.3428821343731323e-18,4.259071909491305e-22,3.860610842679757e-27,1.6282780765080546e-16,2.5808860211260183e-27,7.267388122195652e-23,1.5024523737783586e-22,1.034421685007411e-17,1.7197733332472432e-19,6.563456903917638e-23,1.1624001814516476e-28,5.382551508411545e-25,5.978369131378524e-30
5.49525964268422e-08,0.0028149649241145727,0.1557,0.0,0.0037196318056159023,0.6394097179648927,0.20036995918748793,1.8790252644542249e-16,2.0380169540839977e-15,1.4133357570871699e-12,1.442562785328978e-19,2.5979560438218435e-12,6.079275016831402e-18,8.89761330189945e-05,1.992396248229479e-13,1.0404867870229811e-19,1.480141543359358e-17,0.0015300389784087007,2.264946898085771e-16,1.785364664738399e-09,2.8856316876827144e-29,1.4043375078417934e-22,4.449857093666735e-11,2.6607471066451803e-17,3.261543889730888e-37,1.5025521936562092e-14,0.0029457930243650746,1.8261718355066487e-25,5.255385775196132e-15,1.880473095436443e-21,9.909487214650871e-15,1.914005276307494e-13,3.4075437112466705e-30,1.7509078427601528e-27,4.760368780450641e-18,3.475184381269549e-24,2.1239468215985124e-16,1.5928873512869446e-19,1.3723718956222542e-18,4.372660484418927e-22,4.109919236127757e-27,1.6887094547255332e-16,2.8252828298668106e-27,7.45604872005409e-23,1.5412085418241549e-22,1.0866511053354938e-17,1.8065456851557927e-19,6.807185652143272e-23,1.2209752883050264e-28,5.725755892500791e-25,5.745560399969247e-30
5.5655663235390166e-08,0.0028149649241145727,0.1557,0.0,0.0037196317882372113,0.639409717957368,0.2003699591562206,1.9803260691174757e-16,2.1889763779937305e-15,1.4630610832846802e-12,1.5505108407190588e-19,2.7040068457128405e-12,6.454402102924897e-18,8.897613250666723e-05,2.0728786846499942e-13,1.1060590174190723e-19,1.5739012557119868e-17,0.001530038969345396,2.3585741470612375e-16,1.8242382912502776e-09,3.0052357573985106e-29,1.4928895500858412e-22,4.579086156025846e-11,2.6825464539051606e-17,3.5292457940224314e-37,1.550399102643398e-14,0.002945793011137094,1.9628288107741272e-25,5.417320855055472e-15,-6.238665494577746e-21,1.043289222043019e-14,1.9908068457428564e-13,3.819021317784132e-30,1.9283152036716996e-27,4.898985711062629e-18,3.65356137350231e-24,2.2161063851177764e-16,1.6284915379465468e-19,1.4021778850870507e-18,4.508877874857525e-22,4.363687541645978e-27,1.7506281587526767e-16,3.090664558575152e-27,7.77598022776406e-23,1.6103621797835672e-22,1.1408129299593818e-17,1.8965192073181668e-19,7.056919436249733e-23,1.2818283619649557e-28,6.087679231221251e-25,7.006846073614188e-30
5.635873004393813e-08,0.0028149649241145727,0.1557,0.0,0.0037196317705575532,0.6394097179497061,0.2003699591244115,2.0857810905938274e-16,2.3494172284465778e-15,1.5140397752902551e-12,1.6653532044279876e-19,2.813133960530508e-12,6.83306473931386e-18,8.897613198526077e-05,2.1556398265770325e-13,1.1751605062610257e-19,1.6726827218027377e-17,0.001530038960121016,2.454944357720099e-16,1.8637849203047395e-09,3.127916590706358e-29,1.5861600091844484e-22,4.710844911124283e-11,2.7817533649754584e-17,3.803684053368141e-37,1.5993019460382997e-14,0.0029457929976814744,2.1082136855484897e-25,5.582660357502566e-15,-2.8548814647240936e-21,1.097717122691442e-14,2.0697758541255153e-13,4.081505802587738e-30,2.121956884676753e-27,5.0402739799250234e-18,3.840581591368663e-24,2.311162340302938e-16,1.6634229769694476e-19,1.4326084967831191e-18,4.635091771312416e-22,4.619544750869235e-27,1.8140571213456352e-16,3.3789632850536425e-27,8.040075826020011e-23,1.6637362635341514e-22,1.1969555327535968e-17,1.989772303124228e-19,7.312749850170778e-23,1.3448352102418598e-28,6.469288891772584e-25,6.917908545714353e-30
5.6991490171631296e-08,0.0028149649241145727,0.1557,0.0,0.003719631754383591,0.6394097179426909,0.20036995909531088,2.184342350320027e-16,2.502336577842176e-15,1.5610113470081523e-12,1.7749172647270588e-19,2.914028599016227e-12,7.187878716784881e-18,8.897613150808836e-05,2.2321074981612666e-13,1.240482086189375e-19,1.7660700748165353e-17,0.0015300389516792242,2.5440664803499697e-16,1.899963234710402e-09,3.241251377575076e-29,1.6743170679653113e-22,4.8316248747935514e-11,2.898240898465046e-17,4.062210663686717e-37,1.6442325352061022e-14,0.002945792985372727,2.2469166367830273e-25,5.734424056268593e-15,1.30842514683058e-21,1.1485353783220673e-14,2.1427349653052666e-13,4.3758366240130265e-30,2.3111088635088855e-27,5.169797039115558e-18,4.01607058395212e-24,2.3992402167749677e-16,1.6951001301320296e-19,1.4604707295739858e-18,4.748786025046427e-22,4.859259978095235e-27,1.8724545299723684e-16,3.658994438060088e-27,8.265329172504425e-23,1.7096595764278778e-22,1.2492173716636215e-17,2.0765699259879934e-19,7.548291737374647e-23,1.403465955573807e-28,6.830010612904955e-25,6.89703064890598e-30
5.7624250299324464e-08,0.0028149649241145727,0.1557,0.0,0.0037196317379566595,0.6394097179355602,0.2003699590657547,2.286456186797349e-16,2.6637268813724533e-15,1.6090340426897065e-12,1.8906579295597391e-19,3.0175088508984016e-12,7.546346435023873e-18,8.897613102329387e-05,2.310485273117717e-13,1.3088923071797411e-19,1.8638863247228254e-17,0.0015300389431023454,2.635492331919462e-16,1.9367071892281074e-09,3.3574411204180605e-29,1.766635200524395e-22,4.9545181767351734e-11,3.029025356342044e-17,4.335731619932078e-37,1.6900470070835143e-14,0.002945792972872497,2.3934389828096083e-25,5.889034378235634e-15,8.758111622826123e-21,1.2011353762807736e-14,2.217513095371358e-13,4.6337458888263526e-30,2.5155810833267735e-27,5.301592563932313e-18,4.198551839641747e-24,2.489759938579113e-16,1.7269964915596725e-19,1.4887918280585472e-18,4.861408890379388e-22,5.101359514301601e-27,1.93211167167894e-16,3.960591713311004e-27,8.484139868991842e-23,1.752693837588125e-22,1.3031587089358014e-17,2.1661474535091536e-19,7.788919497902197e-23,1.463961699175568e-28,7.2083012838313e-25,6.417204874468917e-30
5.825701042701763e-08,0.0028149649241145727,0.1557,0.0,0.0037196317212723675,0.639409717928312,0.2003699590357353,2.3922138984918066e-16,2.833986937211772e-15,1.6581252900306585e-12,2.0128749875985141e-19,3.123620197249184e-12,7.922453943683183e-18,8.897613053074889e-05,2.3908042027514436e-13,1.3804421549664226e-19,1.966312574263252e-17,0.0015300389343877393,2.7292614934487536e-16,1.9740267223840614e-09,3.477485257912143e-29,1.8632875754622026e-22,5.079556327892968e-11,3.001227721728674e-17,4.651353768112373e-37,1.7367593126723995e-14,0.002945792960177689,2.548160479305268e-25,6.046534719071652e-15,-5.8939797703020675e-21,1.2555613392347459e-14,2.294141194812045e-13,5.139480020499086e-30,2.7362094078232253e-27,5.435790537512275e-18,4.3864419302814796e-24,2.5827680868812294e-16,1.761963639551373e-19,1.5173398974084516e-18,5.000828098983379e-22,5.355960564041477e-27,1.993047089462411e-16,4.284010408658306e-27,8.83788237136355e-23,1.830924357876217e-22,1.3588154629790989e-17,2.258564679862726e-19,8.034709326366264e-23,1.5265034527431195e-28,7.604121631444335e-25,8.420615738212845e-30
5.88897705547108e-08,0.0028149649241145727,0.1557,0.0,0.003719631704326192,0.6394097179209444,0.20036995900524443,2.5017083507923494e-16,3.0135317455693512e-15,1.7083027939699683e-12,2.1418806839525397e-19,3.2324087841330894e-12,8.313721018180584e-18,8.897613003032118e-05,2.4730956862099864e-13,1.4554198376339794e-19,2.0735360217673618e-17,0.0015300389255331838,2.825414132276609e-16,2.0119319139110598e-09,3.599415104272952e-29,1.9644413498059265e-22,5.2067708962801303e-11,3.182313054417049e-17,4.954439485402601e-37,1.7843835367315464e-14,0.002945792947284774,2.7114759557369307e-25,6.206969268683435e-15,1.1762051035769227e-20,1.3118582347241838e-14,2.3726498571001775e-13,5.343094429955988e-30,2.9743146533544537e-27,5.5722242987101175e-18,4.583964835327839e-24,2.678311772177852e-16,1.7939473352895605e-19,1.5466335901868116e-18,5.107567911978399e-22,5.619965265545648e-27,2.055278655084577e-16,4.631408550241846e-27,9.02593597512286e-23,1.8631127551338301e-22,1.41622566822029e-17,2.3538822240727696e-19,8.285731103914763e-23,1.590832359324689e-28,8.018424687520946e-25,6.64725893138399e-30
5.9522530682403967e-08,0.0028149649241145727,0.1557,0.0,0.00371963168711352,0.6394097179134557,0.20036995897427362,2.6150339948131724e-16,3.202793099308115e-15,1.7595845413849669e-12,2.2780007117808257e-19,3.343921484465924e-12,8.726689022726669e-18,8.897612952187617e-05,2.557391517326737e-13,1.5337981865610006e-19,2.1857514161966017e-17,0.0015300389165365579,2.923990843066794e-16,2.0504329995168145e-09,3.72534157985384e-29,2.0702867215372247e-22,5.336194782163921e-11,3.2037679918478317e-17,5.30008163612666e-37,1.8329341790751405e-14,0.002945792934190054,2.8837982483725605e-25,6.3703830214058024e-15,2.490440402366739e-21,1.3700717863022594e-14,2.4530712965293633e-13,5.8264524313879916e-30,3.2309627810169234e-27,5.711124829618569e-18,4.787272575216605e-24,2.7764388018861807e-16,1.829273261279798e-19,1.5761485232953249e-18,5.244962001691003e-22,5.8993349983382616e-27,2.1188250050478346e-16,5.003635878413045e-27,9.354655905076e-23,1.934653694997271e-22,1.475425678834334e-17,2.4521615810535825e-19,8.542062861777923e-23,1.65730120948787e-28,8.451671868920814e-25,8.129907221535859e-30
6.009201479732781e-08,0.0028149649241145727,0.1557,0.0,0.003719631671390422,0.6394097179066105,0.20036995894598258,2.72038210244415e-16,3.3818068277333204e-15,1.8066973393021855e-12,2.406871811213184e-19,3.4466513274010747e-12,9.122940179543335e-18,8.897612905730847e-05,2.634998046835639e-13,1.607436171795958e-19,2.291179483061297e-17,0.0015300389083161628,3.01481651164102e-16,2.085602043608354e-09,3.84118129351047e-29,2.1697107262344887e-22,5.4545924562446286e-11,3.2558570013734676e-17,5.6240123261625e-37,1.877433932529367e-14,0.0029457929222293172,3.046943785780435e-25,6.5200404625347024e-15,-3.7589566351593093e-22,1.4241411319907416e-14,2.527112235549148e-13,6.233403224888298e-30,3.478855329879998e-27,5.838202152690475e-18,4.977363503849142e-24,2.8670020328713277e-16,1.860974476394346e-19,1.6031569197732175e-18,5.364794052526386e-22,6.167235802493592e-27,2.1771566126145215e-16,5.361108095516397e-27,9.629140003765622e-23,1.9926215481584595e-22,1.5302679199302084e-17,2.5431968842166354e-19,8.777363934533525e-23,1.718841925798441e-28,8.858200466794992e-25,8.783696387093827e-30
6.060455050075928e-08,0.0028149649241145727,0.1557,0.0,0.0037196316570490334,0.639409717900363,0.20036995892017734,2.8179739849465183e-16,3.5502399144989083e-15,1.8498874262491486e-12,2.5282302429430996e-19,3.5410567697019554e-12,9.49701708953737e-18,8.897612863346825e-05,2.706273882138716e-13,1.6763072635710125e-19,2.389786585236834e-17,0.0015300389008161975,3.09829204849957e-16,2.1176804011516002e-09,3.947533867408258e-29,2.2626859438465004e-22,5.562723553660385e-11,3.323797195562081e-17,5.927304845631802e-37,1.9181444236324456e-14,0.0029457929113203543,3.2005786679834904e-25,6.656855186792259e-15,1.205246102839903e-22,1.4741915576689407e-14,2.5951153706739055e-13,6.587129911835837e-30,3.7165475609219294e-27,5.95424871689121e-18,5.154300394291418e-24,2.9503613008896755e-16,1.8895411269574528e-19,1.6278211579312649e-18,5.470855574608161e-22,6.4200614023935014e-27,2.2305900204885553e-16,5.702239789218987e-27,9.863584821850754e-23,2.0409475624865956e-22,1.5809154315145252e-17,2.6272611262062187e-19,8.992910061088285e-23,1.7756529849880527e-28,9.238114467405538e-25,9.04987995625827e-30
6.111708620419074e-08,0.0028149649241145727,0.1557,0.0,0.0037196316425244544,0.6394097178940321,0.20036995889404227,2.918252759320007e-16,3.7258739073090724e-15,1.8938349376096057e-12,2.6548812878200104e-19,3.637335174726691e-12,9.871828313701161e-18,8.897612820412347e-05,2.7789225108538923e-13,1.7477069487815467e-19,2.492037930428343e-17,0.0015300388932185762,3.183432065081985e-16,2.1501684202739624e-09,4.056068582307826e-29,2.359082355169472e-22,5.6723639481441825e-11,3.3818963540856046e-17,6.2468376019362834e-37,1.959489208521351e-14,0.0029457929002727106,3.360913916820735e-25,6.79570726472382e-15,-1.15204637157542e-21,1.5255833356486163e-14,2.6644310937504615e-13,7.015778953121455e-30,3.969091459668939e-27,6.071936068144191e-18,5.336558018289291e-24,3.0355027207074077e-16,1.9186635594535583e-19,1.6527842729738066e-18,5.580301150385329e-22,6.673432080614186e-27,2.284918719703852e-16,6.063732903542629e-27,1.0111122842488257e-22,2.0927217163923455e-22,1.632805973325743e-17,2.713380833120305e-19,9.212071603955721e-23,1.833862393401639e-28,9.632522755406599e-25,9.569569190364767e-30
6.16296219076222e-08,0.0028149649241145727,0.1557,0.0,0.0037196316278141147,0.6394097178876171,0.2003699588675727,3.0212717617453733e-16,3.9089732627342356e-15,1.9385499953833116e-12,2.787026043943807e-19,3.735512845741325e-12,1.0256608953319501e-17,8.897612776919886e-05,2.852961552813091e-13,1.821727897927198e-19,2.598050872697067e-17,0.0015300388855220082,3.2702592104081584e-16,2.1830718373847017e-09,4.1666700186337314e-29,2.4590091836705648e-22,5.783532092237376e-11,3.4557513313032447e-17,6.579517220751346e-37,2.0014764495596293e-14,0.002945792889084399,3.5282040637455605e-25,6.936622205197833e-15,1.0414869100950138e-22,1.578342267884331e-14,2.735077094281869e-13,7.391380932901265e-30,4.237204526241903e-27,6.191272434242745e-18,5.524610756277448e-24,3.122453158725632e-16,1.9478972165622593e-19,1.6780885695391629e-18,5.688607353693551e-22,6.93347095820461e-27,2.3401536309171397e-16,6.446130744214885e-27,1.0350305746265611e-22,2.141831122982051e-22,1.685960596281623e-17,2.801590384120483e-19,9.434892287195747e-23,1.8934713380009442e-28,1.0041461241954625e-24,9.726826567614266e-30
6.23076318652621e-08,0.0028149649241145727,0.1557,0.0,0.0037196316080646496,0.6394097178789991,0.20036995883203518,3.161853051803137e-16,4.1631224198285774e-15,1.99889821625419e-12,2.970629502031351e-19,3.868350976511821e-12,1.0793375717332576e-17,8.897612718515429e-05,2.9530709264631995e-13,1.9238085185670436e-19,2.744275960385125e-17,0.0015300388751862972,3.387749936980146e-16,2.227246365452968e-09,4.3163151640662167e-29,2.596814729992502e-22,5.932970529513293e-11,3.558309773357722e-17,7.043624632745808e-37,2.0580206323697056e-14,0.002945792874064366,3.7606390938634617e-25,7.126245579306046e-15,2.1753417250756276e-21,1.6502796805751825e-14,2.830605896713572e-13,7.90646372988614e-30,4.6170780206689174e-27,6.351697194218378e-18,5.782366597356064e-24,3.240301561063788e-16,1.987088198817107e-19,1.7120656493193028e-18,5.833749454088509e-22,7.296213859544637e-27,2.4146322791404025e-16,6.985128468939319e-27,1.0670115731388857e-22,2.207254806942518e-22,1.7582546464948235e-17,2.921548865488358e-19,9.735349041309273e-23,1.974532593263241e-28,1.0604984436190866e-24,9.924607641695528e-30
6.298564182290201e-08,0.0028149649241145727,0.1557,0.0,0.0037196315879794595,0.6394097178702289,0.20036995879589295,3.3074513860133644e-16,4.4314694697625445e-15,2.0606316486791178e-12,3.164711371499538e-19,4.004621904698955e-12,1.1380154648690573e-17,8.897612659103278e-05,3.055686226684283e-13,2.0307727257668516e-19,2.897584777485357e-17,0.0015300388646719918,3.508286746628844e-16,2.272171618207954e-09,4.470336672025229e-29,2.7412688502780534e-22,6.085159557587846e-11,3.5749071689530594e-17,7.549847428303522e-37,2.115723112664306e-14,0.0029457928587899927,4.0063397751598046e-25,7.319585080202257e-15,-1.0365039628833135e-20,1.7247168194685795e-14,2.9285363926928676e-13,8.843409375845663e-30,5.027279712140026e-27,6.5151347796915524e-18,6.049732720751287e-24,3.361427022550787e-16,2.0284802411845792e-19,1.7464907798524162e-18,5.997088735297296e-22,7.693152467106923e-27,2.490741752707794e-16,7.562866572883475e-27,1.1070654422713033e-22,2.294997342775102e-22,1.8328474000671998e-17,3.0453070277817065e-19,1.004239285512136e-22,2.058236956336019e-28,1.1194369391828226e-24,1.2186130916212135e-29
6.366365178054192e-08,0.0028149649241145727,0.1557,0.0,0.0037196315675523586,0.6394097178613036,0.20036995875913488,3.458196157059604e-16,4.7146974948717e-15,2.1237747990236747e-12,3.3697933288143887e-19,4.144389208902946e-12,1.1988504063108447e-17,8.897612598665279e-05,3.1608496011653454e-13,2.142892343149863e-19,3.0582773235044607e-17,0.0015300388539758098,3.631924064331927e-16,2.3178614477355457e-09,4.6279769514411885e-29,2.8926495708126625e-22,6.240144057384876e-11,3.6517826554617594e-17,8.078995460181405e-37,2.1746037306225535e-14,0.002945792843256618,4.26596625506314e-25,7.516702780752907e-15,-1.2528294868208218e-20,1.801716265780184e-14,3.0289111740703383e-13,9.542382469310904e-30,5.470639211287427e-27,6.6816057212241135e-18,6.32868324063027e-24,3.4858939060664476e-16,2.069525191322625e-19,1.7815903950360883e-18,6.152442087275542e-22,8.10438188697848e-27,2.5685053097081964e-16,8.184640442813079e-27,1.1429599361107498e-22,2.3704510822028534e-22,1.9097899143136648e-17,3.172947742801017e-19,1.0356115594090101e-22,2.144513929242455e-28,1.1812183607571403e-24,1.2883707422455064e-29
6.434166173818182e-08,0.0028149649241145727,0.1557,0.0,0.0037196315467770526,0.6394097178522206,0.20036995872174962,3.614219064491253e-16,5.013518365657882e-15,2.1883525951015183e-12,3.586421269024419e-19,4.287717525270267e-12,1.263702593119188e-17,8.897612537182933e-05,3.268603727482875e-13,2.2604661863890555e-19,3.22666503220994e-17,0.0015300388430944877,3.758717093013648e-16,2.3643299311651986e-09,4.788269698658473e-29,3.0512434128565356e-22,6.397969744076453e-11,3.97412855787263e-17,8.605617972645982e-37,2.2346826929811348e-14,0.00294579282745944,4.540209241602951e-25,7.717661932055288e-15,2.5596860475396877e-20,1.8813417157025566e-14,3.131773494787161e-13,9.253067990485085e-30,5.949362579436211e-27,6.8510231435056134e-18,6.621767287557044e-24,3.6137681248508274e-16,2.1070083494001548e-19,1.8176472615869345e-18,6.2678452457272605e-22,8.541668183775031e-27,2.647949682595767e-16,8.85266522984567e-27,1.1591767332947402e-22,2.3895490510509923e-22,1.989134194490808e-17,3.3045552557941806e-19,1.0676622658757793e-22,2.233263081451936e-28,1.2458793303907307e-24,8.0495735923107e-30
6.501967169582173e-08,0.0028149649241145727,0.1557,0.0,0.0037196315256471475,0.6394097178429766,0.20036995868372556,3.775654146406911e-16,5.328673827079407e-15,2.2543903937788993e-12,3.8151642131027194e-19,4.434672596106847e-12,1.3282603372170911e-17,8.89761247463744e-05,3.378991834480317e-13,2.383499295644822e-19,3.4030721932027434e-17,0.001530038832024663,3.888721722645294e-16,2.411591382033142e-09,4.9540922890902937e-29,3.217362229167373e-22,6.558683902128936e-11,4.044890833383963e-17,9.2034556513318e-37,2.2959807389191666e-14,0.0029457928113936116,4.829790107204308e-25,7.922526988502521e-15,1.9972552965387782e-20,1.963657998669149e-14,3.2371684824778585e-13,1.0156767804496168e-29,6.466391460725361e-27,7.0235904617656e-18,6.923616569411912e-24,3.7451158817988264e-16,2.1496372139311008e-19,1.8539396585285925e-18,6.431873975601101e-22,8.978169332841222e-27,2.729098197433976e-16,9.571309179267231e-27,1.1973568586091188e-22,2.470119313072985e-22,2.070930752775859e-17,3.440214786487629e-19,1.1004015938500045e-22,2.3249705483298665e-28,1.313740243732806e-24,9.690767406881038e-30
