Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357),OCCO(227),SX(387),SX(190),SX(495),SX(318),SX(533),SX(213),S(309),C2H4O3(79),SX(386),SX(390),SX(718),SX(572),S(233),SX(1093),SX(1139),SX(217),SX(923),SX(1337),S(257)
1.2903637514121114e-11,0.0005512981296411278,0.0915567593028733,0.0,0.0016012732367037732,0.45153173423085013,4.599691119102738e-23,0.45690061234010987,1.959269703532086e-20,5.009532992521385e-28,3.8359263019367433e-16,2.0943403348493278e-30,1.664754668559126e-33,2.060606532865109e-05,2.390595147412621e-22,3.69145107035889e-21,1.9924562750476505e-20,3.2909665200305e-20,9.156397476401345e-13,1.0492072589005748e-20,1.499132199421264e-24,8.541363647191026e-16,3.516515040410123e-26,2.2185487472869013e-31,-1.402856587974651e-30,1.06929285235144e-31,5.910925849204489e-07,1.5676908068282935e-22,4.559628888429089e-33,-7.234709152426828e-23,-3.0117451990497316e-25,7.257010856245062e-23,2.0618673305182672e-29,9.414879609615881e-31,-8.11236214332907e-38,1.9834180315853485e-41,-2.368175142174548e-37,1.4395650739209803e-31,1.4349463955091165e-30,1.367237947795914e-33,3.9419740597105684e-40,-6.5104454782127895e-43,-8.673435848481536e-28,-1.2593180606562213e-42,-5.795996594347452e-41,-1.209163473051952e-43,-2.759391896783347e-43,1.5799165723462904e-58,1.1325513945515155e-59,-2.208815636562608e-48,-9.123821503946142e-49,-1.535464171801554e-36,-9.405125307678723e-64,-4.64605663368034e-59,1.1027517816813178e-66,5.668341143138995e-46,1.1596446691320304e-42,4.3467117952470853e-66,1.0043302456459254e-72,-8.149432365678926e-41,-7.799472839856396e-33,-8.421780681594602e-35,-4.281752616041647e-45,-4.0124839741211593e-50,-1.6772772664448573e-46,-1.0988595943780919e-44,-7.527182843120133e-46
1.3080716838841888e-11,0.0005512981296411278,0.0915567593028733,0.0,0.0016010011383357833,0.4515315941526919,4.8382078180146294e-23,0.4569006123400974,2.0410759025468198e-20,5.402134399937014e-28,4.021222758194975e-16,2.350868879449484e-30,1.6741702735514713e-33,2.087010572327983e-05,2.4562142128728636e-22,3.726715071601835e-21,2.075046881808457e-20,3.408624334823648e-20,9.281178632794932e-13,1.0998900444127757e-20,1.5192520072724403e-24,8.690610577898845e-16,3.79209401258589e-26,2.422104024031497e-31,4.1275000288136045e-31,1.202808256019041e-31,5.991505457886075e-07,1.6465574778604123e-22,5.054952277626284e-33,1.8014282738508155e-24,-3.0192949379994246e-25,-1.564127628797264e-24,2.2112472631366204e-29,1.0716066923087558e-30,-7.895434232605322e-38,2.0438083886301402e-41,-2.37382407228418e-37,1.5479431017227653e-31,1.5402742584620865e-30,-2.6371163026683538e-33,3.8199847346292165e-40,-6.663996017427116e-43,-8.810501196552602e-28,-1.2662468507822006e-42,-6.039630189349514e-41,-1.3167617222658495e-43,-2.8592649541473402e-43,1.8037995254977715e-58,2.2672601183122054e-59,-2.6340914540580837e-48,-9.7417875278468e-49,-1.537046492132435e-36,-1.0947609153423043e-63,3.1632930596165013e-59,1.2374941731488708e-66,6.495762963592161e-46,1.2890326452887122e-42,4.708326858488251e-66,1.0803266041250924e-72,-8.109743614238786e-41,-7.804323917267796e-33,-8.400907391655193e-35,-4.324228943981192e-45,-4.070901950527165e-50,-1.5940680124232692e-46,-1.1307342046750644e-44,-7.809856849560261e-46
1.3257796163562662e-11,0.0005512981296411278,0.0915567593028733,0.0,0.0016007297167935552,0.45153145441363884,5.085176752135653e-23,0.4569006123400849,2.124746305407212e-20,5.818765375178242e-28,4.2121110164490643e-16,2.6343003393226192e-30,1.6711376781276302e-33,2.113347067668167e-05,2.5227100984496703e-22,3.761078307666225e-21,2.1594757295269692e-20,3.5283653144075513e-20,9.405937215174612e-13,1.152102332260742e-20,1.5393452051382824e-24,8.838493472693278e-16,4.0845542167026695e-26,2.6407755192877137e-31,7.976640526856996e-32,1.3510401218986416e-31,6.072071221239962e-07,1.7280201481425196e-22,5.595556478305781e-33,2.579731444858019e-23,-3.0218898332443263e-25,-2.5558748165156974e-23,2.3685523931089028e-29,1.2237060418961088e-30,-7.662610948514954e-38,2.0551431495323365e-41,-2.374786834130713e-37,1.6626872760165136e-31,1.6513204037246746e-30,-1.1847777375541493e-33,3.5698298880406152e-40,-6.5225244077834395e-43,-8.701723672699967e-28,-1.3424606806320802e-42,-6.281014290862139e-41,-1.4295050287564427e-43,-2.9572783138323187e-43,2.238326110604009e-58,2.8629881588150904e-59,-2.1509261189629085e-48,-1.0369310497374639e-48,-1.537614289173515e-36,-8.216270800554801e-64,5.629050714586911e-59,1.3847200624520114e-66,7.428102299413898e-46,1.4304825315488631e-42,5.050863597730129e-66,1.1562643863269296e-72,-8.236889122405561e-41,-7.80731373537437e-33,-8.375094146106389e-35,-4.3565584572512976e-45,-4.1129882276723992e-50,-1.6700632104894607e-46,-1.1611941117952144e-44,-8.087626006308309e-46
1.3489589872347542e-11,0.0005512981296411278,0.0915567593028733,0.0,0.0016003754628146855,0.4515312720147428,5.421473885082191e-23,0.4569006123400685,2.2370845018285253e-20,6.402177161149903e-28,4.470504251326613e-16,3.049891126459399e-30,1.6661873903708205e-33,2.147718080966062e-05,2.611076374359784e-22,3.804704798933959e-21,2.2727625689361102e-20,3.688223484941374e-20,9.569209971015613e-13,1.2227787968723294e-20,1.5656058069685595e-24,9.029917723902617e-16,4.494088546517369e-26,2.9512374944683732e-31,-1.8558214251826406e-30,1.568556338384165e-31,6.177509516684863e-07,1.8386318946827503e-22,6.377240636531695e-33,2.706939628897056e-24,-3.019579931693967e-25,-2.4784282109335167e-24,2.5868465708003567e-29,1.4449068650844723e-30,-7.337033692100757e-38,1.9595455693019707e-41,-2.373004060782804e-37,1.8229363045319737e-31,1.8056305389159458e-30,1.0894117692818831e-33,3.2435815817603954e-40,-6.375960519375254e-43,-8.481764301392125e-28,-1.3660600626658274e-42,-6.609017116629533e-41,-1.5849650460443887e-43,-3.0837721184851566e-43,3.001451261720234e-58,3.263099144790134e-59,-1.2409809730202986e-48,-1.1203605613223803e-48,-1.5371588883735526e-36,-3.328520730050492e-64,3.9741946876118315e-60,1.5958539997895284e-66,8.825972569680954e-46,1.635357586793557e-42,5.497550557607835e-66,1.2510584582932393e-72,-8.130474300366297e-41,-7.806163311975677e-33,-8.330916858056808e-35,-4.4152260460291557e-45,-4.190771897707832e-50,-1.7323022522752058e-46,-1.2020082647546113e-44,-8.458962829177953e-46
1.3721383581132422e-11,0.0005512981296411278,0.0915567593028733,0.0,0.0016000223902044564,0.4515310902077104,5.772834411314253e-23,0.45690061234005214,2.3526101993721206e-20,7.030937940489185e-28,4.738646711210576e-16,3.521294881494104e-30,1.6795574182420023e-33,2.181971193266546e-05,2.7009433149711493e-22,3.846805250404044e-21,2.389180586719353e-20,3.8515809732477223e-20,9.732444259596908e-13,1.2961219302292538e-20,1.5918188617185449e-24,9.218796255795258e-16,4.9354138953696305e-26,3.291048670829797e-31,9.80090942648639e-30,1.813744957940836e-31,6.282924225506426e-07,1.9538214034336404e-22,7.250292719697191e-33,2.8686091429759107e-22,-3.047762228584342e-25,-2.866408080928771e-22,2.8196890806403097e-29,1.666718329041882e-30,-7.152959632960384e-38,2.0033442623497624e-41,-2.4114209298714957e-37,1.9951250814483235e-31,1.970477730398692e-30,-4.134279449565876e-33,3.1315163825920603e-40,-6.911896747138752e-43,-8.793506141158588e-28,-1.2652209838226723e-42,-6.947678056955287e-41,-1.749363747450555e-43,-3.2075067626583515e-43,3.71313583654643e-58,4.299306382444466e-59,-2.1157785810614186e-48,-1.2049735243707833e-48,-1.5446452020961487e-36,-7.360442677228334e-64,1.1762082905555637e-58,1.826589853376583e-66,1.0450858026488216e-45,1.864551830370844e-42,5.927584227928442e-66,1.3358564077473876e-72,-7.835247977607747e-41,-7.81580913289277e-33,-8.292668094178139e-35,-4.488290810343444e-45,-4.294460711777751e-50,-1.5136012569781168e-46,-1.2453003186345985e-44,-8.945509131922436e-46
1.3953177289917301e-11,0.0005512981296411278,0.0915567593028733,0.0,0.0015996705109658158,0.45153090899853915,6.139582508933636e-23,0.45690061234003576,2.4713167374482848e-20,7.7075094136780145e-28,5.0166229284735e-16,4.054696314376842e-30,1.673720445551512e-33,2.216105203490373e-05,2.7923099585261695e-22,3.88739127408657e-21,2.50871612172819e-20,4.018395159157583e-20,9.895640202701007e-13,1.3721548563606904e-20,1.6179832808660608e-24,9.405021358469629e-16,5.410310910607997e-26,3.6622939147545977e-31,1.2629202111898252e-29,2.0920226738125426e-31,6.388315426147547e-07,2.0736579001159378e-22,8.223299538882796e-33,2.869990382212753e-22,-3.047485448254434e-25,-2.867761469953041e-22,3.067622513360599e-29,1.924690211957356e-30,-6.860631488908628e-38,2.073583038473758e-41,-2.413057214223553e-37,2.179855212561647e-31,2.1462812455773427e-30,-1.7549265832073547e-33,2.8432970830760098e-40,-6.861304900436112e-43,-8.839391989996634e-28,-1.283481004878175e-42,-7.274424710315085e-41,-1.9229541535955034e-43,-3.325321654084822e-43,4.7403696582034975e-58,5.615007975566431e-59,-2.0165138537850075e-48,-1.2906236524747738e-48,-1.5445462914212997e-36,-3.884846764070567e-64,3.575158558113937e-58,2.08417370739491e-66,1.2333731499477254e-45,2.1203263473923885e-42,6.48448106325273e-66,1.4414720619430456e-72,-7.693326612213287e-41,-7.813262234919844e-33,-8.234243195178005e-35,-4.474667156990885e-45,-4.1766687603010705e-50,-1.3911276202581551e-46,-1.2852403345806565e-44,-9.348101504344674e-46
1.4184970998702181e-11,0.0005512981296411278,0.0915567593028733,0.0,0.0015993198368926963,0.45153072839312214,6.52203829162341e-23,0.4569006123400194,2.593195435366925e-20,8.434421480647607e-28,5.304509610431673e-16,4.656821467677737e-30,1.6487563062265302e-33,2.2501189314520234e-05,2.885175348828085e-22,3.926475753077458e-21,2.6313532896088026e-20,4.188621450775897e-20,1.0058797923323427e-12,1.4508985590037928e-20,1.6440979919783839e-24,9.58849298268446e-16,5.920501940013854e-26,4.066901211222552e-31,-2.1068433424297777e-29,2.4047450636835932e-31,6.493683197836058e-07,2.198209431971898e-22,9.305450546155052e-33,-5.678361781949626e-22,-2.9695852241380037e-25,5.680552259152268e-22,3.3311736656738314e-29,2.18771658156033e-30,-6.778954076163066e-38,1.8351937418464259e-41,-2.472277699363105e-37,2.3777396114069544e-31,2.3334594647051545e-30,9.676835621276854e-33,2.3614334117626085e-40,-5.864852227972127e-43,-9.404801861516832e-28,-1.4627781228030162e-42,-7.598538936483022e-41,-2.1055139191597726e-43,-3.441609602554007e-43,5.7577217952394136e-58,5.0396865048054515e-59,-5.4211388547756404e-48,-1.3769062271871386e-48,-1.5561113799643748e-36,-2.8098850973142367e-63,-4.003347658111998e-58,2.361562925314e-66,1.450898116312388e-45,2.405087326107694e-42,7.017600404531761e-66,1.540168349652634e-72,-7.602765806555173e-41,-7.83200395516686e-33,-8.191925575205566e-35,-4.4763905227037044e-45,-4.136655705749136e-50,-1.6303693669746893e-46,-1.321943859152659e-44,-9.90556524409114e-46
1.4416764707487061e-11,0.0005512981296411278,0.0915567593028733,0.0,0.0015989703795692024,0.4515305483972474,6.92051762535005e-23,0.456900612340003,2.718235661872022e-20,9.214271337205732e-28,5.602375690342933e-16,5.334968893497063e-30,1.666644330148616e-33,2.2840112179410802e-05,2.979538535036446e-22,3.964072832284283e-21,2.757074060851605e-20,4.3622134171587993e-20,1.0221917545651342e-12,1.532371895549269e-20,1.670161927563061e-24,9.769118686610652e-16,6.467863696820978e-26,4.507326884521526e-31,-1.5620306786574014e-29,2.757955123882221e-31,6.59902762057095e-07,2.3275392825735955e-22,1.0506591282574781e-32,-2.8260199663124004e-22,-2.995023512736604e-25,2.828351683136486e-22,3.6109039467830016e-29,2.49226961830196e-30,-6.421641277026897e-38,1.666394023078887e-41,-2.4415902663382817e-37,2.5894017013311765e-31,2.5324290280921773e-30,1.46025804564731e-33,2.3714383279967477e-40,-6.1454328469376846e-43,-9.67581021641551e-28,-1.3566417394032886e-42,-7.923652421216434e-41,-2.2968944948022135e-43,-3.5471370704162122e-43,7.31507647229721e-58,4.204278936316048e-59,-6.843549989097212e-48,-1.463336860806776e-48,-1.5498903223115762e-36,-4.5627530721482173e-63,-1.5153039691005804e-57,2.6812274342289933e-66,1.701465173646176e-45,2.7213899760164102e-42,7.653254778617412e-66,1.6781117603448071e-72,-7.30600253614251e-41,-7.821199095275808e-33,-8.108697617946963e-35,-4.6606525812723775e-45,-4.671144232729118e-50,-1.6451356612594737e-46,-1.3570774768655116e-44,-1.0244929034817314e-45
1.4648558416271942e-11,0.0005512981296411278,0.0915567593028733,0.0,0.0015986221503686675,0.45153036901659754,7.335331972269094e-23,0.45690061233998663,2.846424910024346e-20,1.0049722379071876e-27,5.910282418392569e-16,6.09704835038381e-30,1.7012779124299932e-33,2.3177809248165856e-05,3.075398572005186e-22,4.000197883823825e-21,2.8858583445661245e-20,4.539122918916632e-20,1.038499919504201e-12,1.6165916219242493e-20,1.6961740285428105e-24,9.94681354280642e-16,7.054300412400765e-26,4.986406999305235e-31,5.11169388274934e-29,3.157242417460469e-31,6.704348775108413e-07,2.4617088457860784e-22,1.1837194228181425e-32,1.2633059225060462e-21,-3.141542237819578e-25,-1.2630627788948547e-21,3.907307730154137e-29,2.863020916157698e-30,-6.165292743997099e-38,1.9258328322307236e-41,-2.4468905152411234e-37,2.8154745915276604e-31,2.7436039834316815e-30,-1.3216212420611575e-32,2.5606634933855097e-40,-7.789270133685533e-43,-9.1199956772986e-28,-1.072637304185746e-42,-8.273515655863506e-41,-2.49738837383378e-43,-3.6580717971105616e-43,9.474425235890808e-58,1.294172921936261e-58,-7.744345421119894e-49,-1.550165981546198e-48,-1.5526785051428065e-36,2.531331085685017e-63,2.3303929908876825e-57,3.015296882790759e-66,1.9892783629096694e-45,3.071941961964132e-42,8.283329980088026e-66,1.7842631514120734e-72,-7.090947437603164e-41,-7.83087890449363e-33,-8.039016368051935e-35,-4.7389470721380486e-45,-4.362693610373119e-50,-1.2333588828158835e-46,-1.3974171776168345e-44,-1.0663475143080957e-45
1.4880352125056824e-11,0.0005512981296411278,0.0915567593028733,0.0,0.0015982751604530368,0.45153019025674956,7.766788227558705e-23,0.45690061233997026,2.9777488707559856e-20,1.0943503162703781e-27,6.228283441099133e-16,6.951614578962391e-30,1.6819123329956022e-33,2.351426935069056e-05,3.1727545201052296e-22,4.0348674771043665e-21,3.017684070838336e-20,4.7193002395900077e-20,1.0548042998001284e-12,1.7035724143078104e-20,1.7221332739570917e-24,1.0121500056690271e-15,7.681731522095428e-26,5.50578817201078e-31,1.9094342803414335e-30,3.6072859015094353e-31,6.80964674294797e-07,2.6007789901227647e-22,1.3308451425074698e-32,-3.950242283584685e-23,-3.024372708997699e-25,3.9713498210910524e-23,4.220918893265666e-29,3.3056137734295676e-30,-6.201298462907839e-38,1.9449043423726246e-41,-2.5483912476750595e-37,3.056600193521644e-31,2.9673949514703862e-30,-3.252180229106182e-33,2.1609070589300795e-40,-7.306404815128124e-43,-7.659467719510372e-28,-1.22300941547357e-42,-8.627518051794526e-41,-2.707760362969575e-43,-3.778176557397037e-43,1.2871265100798064e-57,1.7111944563612294e-58,6.793359801648687e-48,-1.6377744005668402e-48,-1.57440479712656e-36,1.203071789879772e-62,2.0830571096187644e-57,3.360164280052441e-66,2.3189672805046783e-45,3.459606849337408e-42,8.899769840163834e-66,1.8707393159590738e-72,-7.036148277512323e-41,-7.876097019316936e-33,-7.998591799919288e-35,-4.5835326966189734e-45,-4.1191598725448107e-50,-1.1849374371970744e-46,-1.4381608775997218e-44,-1.132653844380942e-45
1.5112145833841705e-11,0.0005512981296411278,0.0915567593028733,0.0,0.001597929420772233,0.4515300121231742,8.215188588552574e-23,0.4569006123399539,3.1121915117572217e-20,1.189840615309644e-27,6.55642492509999e-16,7.907839881529818e-30,1.665174221952139e-33,2.3849481528839502e-05,3.2716054453330107e-22,4.068099320474441e-21,3.152527278704722e-20,4.902694213411134e-20,1.071104908216194e-12,1.7933269029853504e-20,1.7480386471822848e-24,1.0293108040924473e-15,8.351634643019859e-26,6.067278003622151e-31,-9.876133522063674e-29,4.093166654190128e-31,6.914921606318468e-07,2.744812099000819e-22,1.493222055679908e-32,-1.915894939990017e-21,-2.86226286160135e-25,1.916062899128353e-21,4.5522189295698855e-29,3.5196181452096164e-30,-6.995503502136031e-38,1.600562705398685e-41,-2.883791224367997e-37,3.313428323096703e-31,3.20420830869599e-30,8.148756794625795e-33,1.782474571291872e-40,-5.3379367816970195e-43,-1.2475742975980724e-27,-1.654557181506028e-42,-8.98791127555503e-41,-2.928081215817709e-43,-3.9055799815992814e-43,1.440070693731077e-57,-7.287146510864748e-59,-2.0434230437257803e-47,-1.7258211604585847e-48,-1.6402099681860768e-36,-1.5624059856073961e-62,-1.5150439996694346e-56,3.722317227302592e-66,2.695620464828505e-45,3.88740684246473e-42,9.205360157145214e-66,1.9396338709242626e-72,-6.979526961848452e-41,-7.975994298137505e-33,-8.007589858809022e-35,-4.754648199488497e-45,-6.951482288258994e-50,-1.6180167381915189e-46,-1.475440528399868e-44,-1.267043095653545e-45
1.5343939542626586e-11,0.0005512981296411278,0.0915567593028733,0.0,0.0015975849420634067,0.45152983462123575,8.680830411853797e-23,0.4569006123399375,3.249735153672052e-20,1.2917286556613538e-27,6.894745663279111e-16,8.975715794877874e-30,1.7000623670797434e-33,2.4183435037167618e-05,3.3719504189549434e-22,4.099912224630483e-21,3.290362203375112e-20,5.08925235437872e-20,1.0874017576262028e-12,1.8858657013745198e-20,1.773889092958156e-24,1.0461574507348469e-15,9.066841207450677e-26,6.676076723164734e-31,6.30382318028841e-29,4.654017640870757e-31,7.020173448164088e-07,2.893849551580585e-22,1.672125820274681e-32,1.7322752177278915e-21,-3.2053886415348876e-25,-1.732084093473144e-21,4.901869897788844e-29,4.029017083125507e-30,-6.546408747583462e-38,1.650826549888792e-41,-2.8337309118206554e-37,3.586615767124852e-31,3.454445372386742e-30,-7.10087676397715e-33,2.007669613724412e-40,-6.8848597914203755e-43,-1.120837151721737e-27,-1.3517118574383914e-42,-9.362004383680935e-41,-3.158301187414974e-43,-4.018392156715384e-43,1.8992622788294935e-57,9.88518256963827e-59,-6.611506835901246e-48,-1.813646244333403e-48,-1.634845552029667e-36,1.9138440677024992e-63,-7.251252965039692e-57,4.142403796589494e-66,3.1248187531519e-45,4.358525764534699e-42,9.918635956438306e-66,2.098162622068948e-72,-6.760381811777605e-41,-7.983360577195084e-33,-7.902134092192137e-35,-5.188972011579218e-45,-6.00927448864317e-50,-1.4737957833975522e-46,-1.5130887224192663e-44,-1.2933807459083948e-45
1.5575733251411468e-11,0.0005512981296411278,0.0915567593028733,0.0,0.0015972417348504638,0.4515296577561922,9.164006107310225e-23,0.45690061233992124,3.3903605513056094e-20,1.4003060920221784e-27,7.243277229641733e-16,1.016601047251035e-29,1.6887731246230134e-33,2.4516119343404385e-05,3.473788518265138e-22,4.130326040557996e-21,3.431161365538119e-20,5.2789209802142976e-20,1.103694861012305e-12,1.9811974483815534e-20,1.7996836411877276e-24,1.0626843510544488e-15,9.829648123283547e-26,7.3342139596728985e-31,2.2022950307999417e-29,5.30573514463344e-31,7.125402352130246e-07,3.04794390579774e-22,1.8689072898243348e-32,2.0571439863952798e-22,-3.0460378813830466e-25,-2.055327859911678e-22,5.270443833380408e-29,4.9945144011214826e-30,-4.963270163639511e-38,1.8200058908089148e-41,-2.4175672617757583e-37,3.876825329613359e-31,3.718501616450208e-30,-6.827997513210105e-33,1.7888740734598226e-40,-7.871177850023039e-43,-1.1262760944113977e-29,-1.0710800110616391e-42,-9.692975014632476e-41,-3.3972367382856838e-43,-4.102796841379848e-43,2.942503234407052e-57,4.1134996245307894e-58,4.898762026168037e-47,-1.9000638798298955e-48,-1.5567898232488006e-36,6.080324520061516e-62,1.286351287276795e-56,4.642242546710683e-66,3.612672933163322e-45,4.876311147236149e-42,1.114315406971036e-65,2.3286155197143573e-72,-6.478361875776797e-41,-7.895817144574984e-33,-7.678426009057414e-35,-4.6328474322658774e-45,-2.4390252658712964e-50,-1.0978360033277767e-46,-1.5477434705668702e-44,-1.2179571878508266e-45
1.580752696019635e-11,0.0005512981296411278,0.0915567593028733,0.0,0.001596899809443682,0.45152948153319433,9.66500303832504e-23,0.4569006123399049,3.534046973561031e-20,1.5158705715213752e-27,7.602044137581341e-16,1.1490025956566508e-29,1.6508525101024222e-33,2.484752412883837e-05,3.5771188268435526e-22,4.159361609972783e-21,3.5748956590446734e-20,5.47164533402713e-20,1.1199842314628117e-12,2.079328851686355e-20,1.825421366958856e-24,1.07888659881264e-15,1.063963562781039e-25,8.040025880440691e-31,-2.8569418040016996e-28,5.951559769622913e-31,7.230608402549472e-07,3.207176368176001e-22,2.0849644889150634e-32,-5.034939219684205e-21,-2.565470087277507e-25,5.035088084164402e-21,5.658168268404437e-29,4.840971840813401e-30,-6.253476484480272e-38,1.7070954505468662e-41,-2.869668941596074e-37,4.1847248765531895e-31,3.996765917808548e-30,1.2461503158137042e-32,1.280790777583188e-40,-3.855251648863344e-43,-1.6599762176609152e-27,-1.837949480079215e-42,-9.956145904975028e-41,-3.6445985953167754e-43,-4.179230779173236e-43,2.838925675176184e-57,-8.13737020095647e-58,-6.213408255534976e-47,-1.9850152158110958e-48,-1.6319765057853912e-36,-9.33211011315414e-62,-6.442657441127746e-56,5.211471680071719e-66,4.1658528142726395e-45,5.444275997390034e-42,1.2154033189083983e-65,2.573048504351913e-72,-6.273925942289237e-41,-7.942312218840888e-33,-7.588424111145395e-35,-3.685594889199875e-45,-1.4298617146827196e-49,-1.3465265434051666e-46,-1.572812293545769e-44,-1.4111848071412804e-45
1.603932066898123e-11,0.0005512981296411278,0.0915567593028733,0.0,0.0015965591759390342,0.4515293059572861,1.018410341473096e-22,0.4569006123398886,3.680772283084813e-20,1.6387255968275622e-27,7.971063988405885e-16,1.2960073193567904e-29,1.6652258115186654e-33,2.5177639288997068e-05,3.6819404325376816e-22,4.18704071410782e-21,3.7215344485609433e-20,5.667369707716787e-20,1.1362698821700144e-12,2.1802647283701466e-20,1.851101198637216e-24,1.0947599610639896e-15,1.1501893555149031e-25,8.801189205692892e-31,5.931558488153638e-29,6.719133839063135e-31,7.335791684427342e-07,3.371549096397558e-22,2.3218218273458725e-32,2.2808369200950202e-21,-3.238277332333072e-25,-2.280612722356666e-21,6.065828931158069e-29,5.434560687316752e-30,-4.693240839842381e-38,1.5520441767952094e-41,-2.414352034285077e-37,4.510986344111037e-31,4.289619801159044e-30,1.7187167755733958e-33,1.3619279826480094e-40,-2.9781241506652993e-43,-1.6495598504943328e-27,-1.8820318499532754e-42,-1.0235123264511141e-40,-3.8983497055475345e-43,-4.237123445460443e-43,3.318129749679996e-57,-4.2210918944711155e-58,-5.447942709093557e-47,-2.0669294367526183e-48,-1.5511570219117318e-36,-8.918830762920857e-62,-8.87032856395568e-56,5.832515228200195e-66,4.791633454923829e-45,6.066100781266631e-42,1.3129066797106736e-65,2.7712734943377684e-72,-5.98806522614501e-41,-7.853793496602865e-33,-7.33328107200357e-35,-5.203452790706197e-45,-1.7835270249776876e-49,-1.487763586350899e-46,-1.597436317983207e-44,-1.3216116552504876e-45
1.627111437776611e-11,0.0005512981296411278,0.0915567593028733,0.0,0.0015962198442181432,0.45152913103340386,1.0721584209625102e-22,0.4569006123398723,3.8305130164680884e-20,1.7691803771904308e-27,8.350347645110717e-16,1.4589590971462466e-29,1.655075240261832e-33,2.550645493369048e-05,3.7882524298902964e-22,4.213386019331838e-21,3.87104565239664e-20,5.866037559559089e-20,1.1525518264279967e-12,2.2840080524364004e-20,1.8767221591237533e-24,1.110300860660144e-15,1.2419619651417578e-25,9.626042198552604e-31,4.523217992439612e-29,7.657597064086528e-31,7.440952283428317e-07,3.5411020392150386e-22,2.581090757127445e-32,2.7388668492804426e-22,-3.002181099017011e-25,-2.736887561435842e-22,6.493996569308917e-29,7.425887842102004e-30,-2.5148025265101812e-39,1.6096669312670028e-41,-1.0281462413226695e-37,4.856284713269256e-31,4.5974367356927925e-30,-6.327775802288171e-33,1.2132655034314354e-40,-6.157695585778871e-43,1.5551284852739754e-27,-9.882459981928485e-43,-1.052315114563384e-40,-4.156623960851257e-43,-4.2569557297517414e-43,5.68640084004783e-57,9.629985183093026e-58,1.1575723519709696e-46,-2.1445220767006627e-48,-1.301011009801164e-36,1.177925394705756e-61,3.2613242576395447e-56,6.496792399289977e-66,5.4979283274234635e-45,6.745634615105852e-42,1.420514982922684e-65,2.919908774888153e-72,-5.63544825281068e-41,-7.623019740933946e-33,-6.903548040960628e-35,-4.850404703596619e-45,3.1572126387738085e-50,-1.1094377444833746e-46,-1.6261720356929614e-44,-9.432068253898964e-46
1.6479728715672503e-11,0.0005512981296411278,0.0915567593028733,0.0,0.0015959155666887095,0.45152897416338567,1.1221256827557204e-22,0.45690061233985757,3.9678374668488506e-20,1.893347506535483e-27,8.700482188144246e-16,1.6204319984157004e-29,1.6219952552808588e-33,2.5801269926803466e-05,3.885206769327079e-22,4.235975792643698e-21,4.0080340392816497e-20,6.047307986691965e-20,1.1672024183139576e-12,2.3797784253418522e-20,1.8997300281897345e-24,1.124000971630897e-15,1.329230317787342e-25,1.0416537459616076e-30,-1.065767156560321e-29,8.551363450883968e-31,7.535577499990918e-07,3.6981928252856184e-22,2.834975271778841e-32,-1.3990416395800758e-23,-2.952000542253464e-25,1.417990320792284e-23,6.896967925487029e-29,8.830577627764831e-30,1.8486002709122273e-38,1.6249429543415157e-41,-3.470523242244723e-38,5.183889341332227e-31,4.88756703186828e-30,1.8171537670757553e-33,8.175505714816451e-41,-5.832859052565928e-43,3.4122161690182016e-27,-8.24074060279598e-43,-1.0736836305841967e-40,-4.392774753221576e-43,-4.249921361930604e-43,8.394597986056668e-57,7.649894007327081e-58,2.08385549300976e-46,-2.2111668320524237e-48,-1.1784578284540744e-36,2.246717724964752e-61,2.9971551288351503e-56,7.135094403148499e-66,6.209514824788873e-45,7.409874077248901e-42,1.5143665749544231e-65,3.050693500556896e-72,-5.3898276174738e-41,-7.510243866920493e-33,-6.605718177738107e-35,-4.201029933327894e-45,-3.978303416672235e-50,-9.221038514885373e-47,-1.650853893566925e-44,-7.75225592825231e-46
