Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357),OCCO(227),SX(387),SX(190),SX(495),SX(318),SX(533),SX(213),S(309),C2H4O3(79),SX(386),SX(390),SX(718),SX(572),S(233),SX(1093),SX(1139),SX(217),SX(923),SX(1337),S(257)
6.52504732063776e-08,0.0005512981296411278,0.0915567593028733,0.0,0.0005171164076134317,0.45044919640879755,1.0779048968709595e-15,0.4569006118869099,1.1395525590776738e-15,7.963545163857474e-19,2.3120846458935792e-11,4.3583649011476384e-17,9.329885999884878e-29,2.3843265471988934e-05,6.463654395738254e-16,3.6226275125344544e-21,9.389055670662703e-19,3.212668802766145e-17,4.3099290642073806e-10,6.186219447271018e-16,1.0974871905144167e-22,1.5410716948759647e-15,5.799801341888019e-18,1.1699483340024856e-22,2.960282201998738e-29,1.754271698736534e-18,0.001081510291442868,2.1555235327352304e-17,4.207336623677576e-21,9.760382437042447e-21,2.9508424781467253e-19,2.7827441874319998e-18,1.0276314482498646e-23,3.3403098056651696e-20,1.503488271605774e-33,5.9882618092406755e-37,3.001380590773008e-28,9.325461353386084e-26,4.139323366010987e-25,7.405608871055815e-32,4.2621125368275984e-38,4.106795552447055e-36,1.1558643649265795e-19,8.182404065837085e-36,4.51594970984369e-31,5.663646857987651e-32,3.5202861261628385e-36,3.1290246474064764e-36,1.047237876471614e-41,1.3472284419611587e-41,-5.983978795656619e-41,4.300560983611626e-30,1.451937642559725e-45,7.093818258837267e-42,4.31005133447579e-50,2.425015760397128e-29,4.004559476255972e-32,2.5737976445595627e-55,2.0769364833204726e-58,1.2389300008082613e-29,5.877313085220295e-25,5.026692713215043e-23,9.145993410607529e-33,8.620118523369016e-38,1.3355871255404564e-35,1.3461527552082739e-30,1.0757961457903714e-29
6.538812837288167e-08,0.0005512981296411278,0.0915567593028733,0.0,0.0005166029934889223,0.45044867113188847,1.0793171265507825e-15,0.4569006118874435,1.1410327637456017e-15,7.983791579608694e-19,2.3150445356310104e-11,4.3701696888409245e-17,9.378380248756214e-29,2.3819541088243455e-05,6.471431820890362e-16,3.622595038363168e-21,9.380908085493509e-19,3.2081507442494445e-17,4.304297073317765e-10,6.193639778180487e-16,1.0961043534918242e-22,1.5410313612696883e-15,5.807225939181784e-18,1.1714439459262927e-22,2.9621895800458357e-29,1.757982826307928e-18,0.0010820474305141925,2.15613637629737e-17,4.214324644195693e-21,1.4921529264630704e-21,2.9652910713199385e-19,2.7946427841440725e-18,1.0280775810237963e-23,3.3468634084288255e-20,3.0221090279576056e-33,6.0028259018719895e-37,3.0559413727909716e-28,9.336626984300668e-26,4.144288633068757e-25,4.6369246943503323e-32,4.3760096802822583e-38,3.8463096062151776e-36,1.1578197994393572e-19,9.683267821941227e-36,4.551691722514275e-31,5.761314134984247e-32,4.011594436939695e-36,3.1455003307064766e-36,1.0512819013027344e-41,1.3492285277009747e-41,2.859727819945573e-40,4.230199740015818e-30,1.4581198018276672e-45,7.121788099286576e-42,4.343186537832578e-50,2.4347765427489514e-29,4.018533535577638e-32,7.9888045072317035e-56,2.0916200235534238e-58,1.2433891633835705e-29,5.910770725689441e-25,5.044773808285849e-23,9.178871793133941e-33,8.651096994257688e-38,1.3403960989046449e-35,1.3526781308355803e-30,1.0810046750812957e-29
6.552578353938573e-08,0.0005512981296411278,0.0915567593028733,0.0,0.0005160921930816533,0.4504481485290513,1.0807267464783097e-15,0.45690061188797537,1.1425114800296697e-15,8.004042204421634e-19,2.3180014087983728e-11,4.3819782370594085e-17,9.427335632315723e-29,2.3795937410179782e-05,6.479191612904896e-16,3.6225628760005705e-21,9.37280556408954e-19,3.203656298823729e-17,4.2986823008199873e-10,6.201051068427807e-16,1.0947256558207848e-22,1.5409911576419309e-15,5.814641470434181e-18,1.1729377217904191e-22,2.9640976165236544e-29,1.7616907340021338e-18,0.0010825818351608524,2.156751852363934e-17,4.22131342736596e-21,-4.9442952052917184e-21,2.979729606354145e-19,2.8096347992940352e-18,1.0285511159015513e-23,3.353414985525071e-20,-1.881719204617932e-33,6.019489550926868e-37,3.130402374553545e-28,9.347780856289285e-26,4.149247696363168e-25,-6.957000945606179e-32,4.304808252009783e-38,3.569514100110977e-36,1.159773592764136e-19,5.507429069662206e-36,4.587556947755032e-31,5.893180986140472e-32,-1.3473261996896951e-36,3.162023166344899e-36,1.0553550848610703e-41,1.3512299659706724e-41,-3.8472784114852853e-41,4.1261030939311014e-30,1.464315993399702e-45,7.149812850113335e-42,4.376484713443705e-50,2.4445532671156966e-29,4.032522893274254e-32,3.823299328445114e-55,2.1061767260400693e-58,1.2478537313051046e-29,5.944350927927369e-25,5.062876789454669e-23,9.211789877838859e-33,8.682080778636844e-38,1.3452108982437444e-35,1.3592204852004598e-30,1.0862267135820403e-29
6.56634387058898e-08,0.0005512981296411278,0.0915567593028733,0.0,0.0005155839930810103,0.450447628586668,1.0821337696765012e-15,0.4569006118885056,1.1439887156582002e-15,8.02429706286108e-19,2.320955280747595e-11,4.393790556616164e-17,9.472455174444504e-29,2.3772453823520368e-05,6.486933861171711e-16,3.622531443998529e-21,9.364747885330023e-19,3.1991853668842516e-17,4.2930847569457097e-10,6.208453362389429e-16,1.0933515184065698e-22,1.540951081236631e-15,5.8220479795464645e-18,1.1744295720919032e-22,2.966006783503307e-29,1.7653954320603723e-18,0.001083113519307911,2.157369969829755e-17,4.228303034944446e-21,3.965233491667549e-21,2.9942979049513615e-19,2.8104761094643183e-18,1.0289981753292555e-23,3.3599645764779554e-20,-5.361566603039968e-34,6.047785462047211e-37,3.137289102461368e-28,9.358917948524226e-26,4.154201027034911e-25,4.38933538497094e-32,4.3639982290186874e-38,3.929658021485091e-36,1.1617257611576473e-19,8.513696931683401e-36,4.623642576551645e-31,5.909671799040819e-32,2.4436446014423047e-36,3.1785932122380456e-36,1.0593853723487656e-41,1.3532326722992841e-41,2.7877576941507195e-41,4.11459004499817e-30,1.470526216539732e-45,7.17780273270444e-42,4.409832720048665e-50,2.4543459352701035e-29,4.046527549835134e-32,2.5120992309038454e-55,2.1194083318946466e-58,1.2523237167738043e-29,5.978017664247343e-25,5.081001624949872e-23,9.244747552258916e-33,8.713198028599003e-38,1.3500315667410725e-35,1.3657798333641739e-30,1.0914622682477372e-29
6.580109387239386e-08,0.0005512981296411278,0.0915567593028733,0.0,0.0005150783802439627,0.4504471112911901,1.0835382091084416e-15,0.4569006118890341,1.1454644783204357e-15,8.044556179568333e-19,2.3239061667521703e-11,4.4056066583941074e-17,9.515770611422769e-29,2.3749089717112492e-05,6.494658654664375e-16,3.622500423568392e-21,9.356734833328934e-19,3.194737849014904e-17,4.2875044510376237e-10,6.215846704205701e-16,1.091981413801815e-22,1.5409111324819615e-15,5.8294455101324146e-18,1.1759197024937227e-22,2.967916713625449e-29,1.7690969307463564e-18,0.0010836424968094726,2.157990737372745e-17,4.235293528234851e-21,-1.3100532396650331e-21,3.008974748838539e-19,2.8231656875966257e-18,1.029453479537283e-23,3.3665122031113694e-20,1.5034239181773401e-33,6.064473183232486e-37,3.1031987175732194e-28,9.370043488635134e-26,4.15914818774883e-25,-5.7565500536903174e-33,4.3740030546741806e-38,3.7210968196034755e-36,1.1636763138062384e-19,7.77321462615341e-36,4.659795557715141e-31,5.857059216574875e-32,2.1635934978258577e-36,3.195210514531019e-36,1.0634531580676559e-41,1.3552368360186056e-41,1.534780356624438e-40,4.1625808683526355e-30,1.476750516075561e-45,7.20589074777877e-42,4.443248775183971e-50,2.4641545491204966e-29,4.060547502989532e-32,1.99409113516823e-55,2.1336070218449804e-58,1.2567990836074028e-29,6.011782175384579e-25,5.0991482858431025e-23,9.277744891694334e-33,8.744282063686906e-38,1.3548580357978157e-35,1.3723561904452089e-30,1.0967113557812568e-29
6.593874903889792e-08,0.0005512981296411278,0.0915567593028733,0.0,0.0005145753413949235,0.45044659662913816,1.084940077677517e-15,0.4569006118895609,1.1469387756662612e-15,8.064819579259167e-19,2.3268540820077798e-11,4.4174265533432903e-17,9.560229799582285e-29,2.3725844482918636e-05,6.502366081936841e-16,3.6224698984090234e-21,9.348766195550182e-19,3.190313645993978e-17,4.281941391561104e-10,6.223231137782752e-16,1.0906156193904507e-22,1.5408713122909405e-15,5.836834105596962e-18,1.1774079938146139e-22,2.9698275524759435e-29,1.77279524034484e-18,0.0010841687814490397,2.1586141634567477e-17,4.242284968099727e-21,-9.680837177202363e-22,3.0236719988643726e-19,2.8283045685316644e-18,1.0299182811659225e-23,3.3730578938080055e-20,-1.432475222261328e-34,6.0859486125712744e-37,3.083170349758791e-28,9.381155383226738e-26,4.1640894081108995e-25,-1.8747568186459165e-32,4.375597438405133e-38,3.712559566523973e-36,1.1656252625046415e-19,6.852111047598446e-36,4.695720581763496e-31,5.828235423695175e-32,4.260831379905844e-37,3.211875114411446e-36,1.0675212350750461e-41,1.3572424845436408e-41,1.5766155560664967e-41,4.192868343152298e-30,1.4829889308037e-45,7.234001437017891e-42,4.476856926830232e-50,2.473979110722996e-29,4.074582748886048e-32,3.1093750754006804e-55,2.1478640339702596e-58,1.2612798410673385e-29,6.045667399806591e-25,5.1173167439857744e-23,9.310781758109706e-33,8.775420893676823e-38,1.3596903273043348e-35,1.3789495716254708e-30,1.1019739933121311e-29
6.607640420540198e-08,0.0005512981296411278,0.0915567593028733,0.0,0.0005140748634255611,0.45044608458710134,1.0863393882275876e-15,0.45690061189008596,1.1484116153073457e-15,8.085087286721802e-19,2.3297990416329198e-11,4.429250252477181e-17,9.606374398203336e-29,2.3702717515999657e-05,6.510056231121991e-16,3.622439956065658e-21,9.340841761360552e-19,3.185912658801089e-17,4.276395586115754e-10,6.230606706795464e-16,1.0892541467222013e-22,1.540831619618555e-15,5.844213809117175e-18,1.1788944733246366e-22,2.971739387699301e-29,1.7764903711596406e-18,0.0010846923869398748,2.159240256335566e-17,4.249277414968937e-21,1.6460740302978184e-21,3.038356339589616e-19,2.831975095692159e-18,1.0303736248916328e-23,3.379601680873792e-20,-5.860401483370926e-34,6.109342910119607e-37,3.0935141608144457e-28,9.392253061731541e-26,4.16902477537875e-25,2.1145741400983786e-32,4.4109632714669664e-38,3.8263683778612596e-36,1.1675726206045664e-19,8.096873001502101e-36,4.731448344883999e-31,5.850733705457691e-32,1.9949913279504154e-36,3.2285870535936624e-36,1.0715826300723582e-41,1.3592495583775547e-41,5.241536760254005e-41,4.1789882538080454e-30,1.4892414824562246e-45,7.262136801278769e-42,4.510727397782103e-50,2.4838196222813865e-29,4.088633284127346e-32,2.5692607561660823e-55,2.1617196909300263e-58,1.2657659817811696e-29,6.079679993769612e-25,5.1355069704151925e-23,9.343858115083934e-33,8.806618384860222e-38,1.364528437424667e-35,1.3855599921539761e-30,1.1072501918293345e-29
6.621405937190604e-08,0.0005512981296411278,0.0915567593028733,0.0,0.000513576933294405,0.4504455751517372,1.087736153543163e-15,0.45690061189060943,1.1498830048176908e-15,8.105359326814928e-19,2.3327410606690182e-11,4.441077766871407e-17,9.652686620053065e-29,2.3679708214498095e-05,6.517729189933755e-16,3.622410472804386e-21,9.332961319408961e-19,3.181534788615969e-17,4.270867041446867e-10,6.23797345468895e-16,1.0878968441977722e-22,1.5407920544959595e-15,5.8515846636542e-18,1.1803792012520386e-22,2.973652098763347e-29,1.7801823335129544e-18,0.00108521332692536,2.159869024056003e-17,4.256270928840764e-21,-1.0027054022550771e-21,3.0530656788576597e-19,2.8420085398914634e-18,1.0308333151731116e-23,3.38614359000998e-20,6.4127296862909015e-34,6.1285526642706825e-37,3.107448865949373e-28,9.403338329593645e-26,4.173954157687725e-25,-9.115513163507055e-33,4.4170509081479825e-38,3.723732996714696e-36,1.169518398814526e-19,7.456749738132655e-36,4.767192606838994e-31,5.879537234864298e-32,1.7014599715669944e-36,3.245346379145703e-36,1.0756639010499305e-41,1.3612581292843708e-41,1.0677885632659517e-40,4.1591603062986916e-30,1.4955082137042518e-45,7.290335402799832e-42,4.54477524136073e-50,2.4936760861416937e-29,4.102699107046177e-32,2.3894537985088512e-55,2.1760271209367135e-58,1.2702574898301532e-29,6.113809071992624e-25,5.153718935322785e-23,9.376973940664003e-33,8.837823142931178e-38,1.3693723387518024e-35,1.3921874673433292e-30,1.1125399603816357e-29
6.63517145384101e-08,0.0005512981296411278,0.0915567593028733,0.0,0.0005130815380264157,0.4504450683097712,1.0891303863495731e-15,0.4569006118911311,1.1513529517332646e-15,8.125635724465763e-19,2.335680154080897e-11,4.45290910766401e-17,9.698324164198292e-29,2.365681597962368e-05,6.52538504567058e-16,3.622381514341489e-21,9.325124657206278e-19,3.1771799368249556e-17,4.265355763456753e-10,6.245331424679301e-16,1.0865438490003354e-22,1.5407526172743934e-15,5.858946711951415e-18,1.1818621279501084e-22,2.975565785448844e-29,1.7838711377454676e-18,0.0010857316149793519,2.1605004744601097e-17,4.263265569279457e-21,-1.9870559301043598e-23,3.0678313869427415e-19,2.8484361160799038e-18,1.031297333055912e-23,3.392683649573729e-20,2.9329968887029736e-34,6.1506342460545684e-37,3.1074040824156637e-28,9.414409998466646e-26,4.178877698189665e-25,-3.8253221198439244e-33,4.4338858548348154e-38,3.753698226948336e-36,1.1714626088944045e-19,7.329145862626624e-36,4.802968794909502e-31,5.8845850381099e-32,1.0111491329335308e-36,3.2621531401670734e-36,1.0797443064733707e-41,1.3632682608506275e-41,3.9284388356439906e-41,4.1594556708516724e-30,1.5017891588135717e-45,7.318560295718638e-42,4.578956641466014e-50,2.5035485047911835e-29,4.116780216549923e-32,2.88385433907476e-55,2.1903974256085034e-58,1.274754365930485e-29,6.148047581297024e-25,5.1719526092877164e-23,9.410129142930489e-33,8.869080898686042e-38,1.3742220391519238e-35,1.3988320125657908e-30,1.1178433106914728e-29
6.642054212166214e-08,0.0005512981296411278,0.0915567593028733,0.0,0.0005128347869294762,0.45044481585718277,1.0898265570223698e-15,0.4569006118913914,1.152087386562598e-15,8.135775565183337e-19,2.3371486083334512e-11,4.458826216457218e-17,9.72119654549552e-29,2.364541357588444e-05,6.529206587053543e-16,3.622367239393424e-21,9.321222677812886e-19,3.175011112068857e-17,4.2626066010829793e-10,6.249007131403426e-16,1.0858689492642825e-22,1.5407329464284076e-15,5.862624447050837e-18,1.1826029299151824e-22,2.9765229991491953e-29,1.785714358802833e-18,0.0010859897687549452,2.1608172080635673e-17,4.266763330456533e-21,1.4724127648577548e-26,3.0752308938984107e-19,2.8518727421536786e-18,1.0315267407940247e-23,3.3959529954411147e-20,-1.342815230582741e-34,6.161282296687012e-37,3.1068651449186454e-28,9.41994081140362e-26,4.181337283788275e-25,1.097982002004172e-34,4.447643317073769e-38,3.7574309019122304e-36,1.1724341298828495e-19,7.565262477162148e-36,4.820823973806007e-31,5.886144332135038e-32,1.5819499944350655e-36,3.270574323521965e-36,1.0817857690002896e-41,1.3642739025215222e-41,5.935215531880014e-41,4.1604360166574675e-30,1.504934970834897e-45,7.332688029885548e-42,4.596116629489876e-50,2.5084906979772816e-29,4.123826503270627e-32,2.6613384419917777e-55,2.197457336100796e-58,1.277004813654931e-29,6.165209855838386e-25,5.181077578253567e-23,9.42672150242186e-33,8.884723834782271e-38,1.3766490601737185e-35,1.4021606912593309e-30,1.1205000835719703e-29
6.65581972881662e-08,0.0005512981296411278,0.0915567593028733,0.0,0.0005123431697724871,0.45044431288057246,1.0912170147960169e-15,0.4569006118919106,1.1535551836329076e-15,8.15605854605441e-19,2.340083341201646e-11,4.47066331786494e-17,9.766981724102419e-29,2.3622695824885715e-05,6.536836950957446e-16,3.622339058836401e-21,9.313451292608405e-19,3.170690603433847e-17,4.257121232361416e-10,6.256352015070563e-16,1.0845223380878408e-22,1.5406937003116621e-15,5.869973365616393e-18,1.1840832119414587e-22,2.9784381472799224e-29,1.7893984452818153e-18,0.0010865041042114687,2.1614526967529927e-17,4.273759771482752e-21,3.699870634582107e-27,3.090060546292566e-19,2.858500706468141e-18,1.0319892634752187e-23,3.402490335196153e-20,-1.92167666332379e-34,6.182572731034849e-37,3.104280145854482e-28,9.430992749635481e-26,4.186252068668976e-25,7.717745021846972e-35,4.4626594621042596e-38,3.7545380835496434e-36,1.1743760103501273e-19,7.553487479164856e-36,4.8564892910450015e-31,5.886810659581792e-32,1.5977311744529175e-36,3.287452324650218e-36,1.0858750235201252e-41,1.366286369235138e-41,6.807654839095596e-41,4.16469049129395e-30,1.511237300138134e-45,7.360975147147703e-42,4.630560264806798e-50,2.5183870537792692e-29,4.137930539640731e-32,2.6351163981224832e-55,2.211799218599644e-58,1.2815097236615694e-29,6.199620337416494e-25,5.1993437621544325e-23,9.459935701131782e-33,8.916034561317844e-38,1.3815074366265468e-35,1.408830870485696e-30,1.125823831969083e-29
6.669585245467026e-08,0.0005512981296411278,0.0915567593028733,0.0,0.0005118540553295325,0.45044381246446935,1.092604971616099e-15,0.4569006118924281,1.1550215567827666e-15,8.176345947088386e-19,2.3430151855253733e-11,4.482504273780587e-17,9.812973107870329e-29,2.3600093656845592e-05,6.544450428222615e-16,3.6223113930735835e-21,9.305723165902677e-19,3.166392867591334e-17,4.2516531414596125e-10,6.263688227879356e-16,1.0831799895423007e-22,1.540654581568545e-15,5.8773135837946526e-18,1.185561737365917e-22,2.980354285735221e-29,1.7930793995678738e-18,0.0010870158213692974,2.162090886847363e-17,4.280757486102836e-21,2.4530587928576957e-23,3.1049213402818507e-19,2.8651591974396853e-18,1.032453476855761e-23,3.40902589638449e-20,2.207218953879739e-34,6.203912294817337e-37,3.1037127776430437e-28,9.442031606194301e-26,4.19116105120165e-25,1.8700202887522628e-34,4.477363399861395e-38,3.7531745662658126e-36,1.1763163520964128e-19,7.53793535529897e-36,4.892088630952009e-31,5.890933841731086e-32,1.4160482861024434e-36,3.3043778765312925e-36,1.0899697892747128e-41,1.3683004401233447e-41,6.245782908248494e-41,4.1660117013443935e-30,1.5175539292604842e-45,7.389301856525929e-42,4.665182737482849e-50,2.5282993711985244e-29,4.1520498586252294e-32,2.7225646139308115e-55,2.226233536073446e-58,1.2860199811214074e-29,6.234147149424317e-25,5.2176315835623665e-23,9.493189163034566e-33,8.947382385068803e-38,1.3863715879259448e-35,1.41551815844152e-30,1.1311611939162735e-29
6.683350762117432e-08,0.0005512981296411278,0.0915567593028733,0.0,0.0005113674308554599,0.45044331459583425,1.0939904400022376e-15,0.45690061189294384,1.1564865134164617e-15,8.196637793437229e-19,2.345944156004553e-11,4.4943490955497704e-17,9.859123042465671e-29,2.3577606483581097e-05,6.55204710470243e-16,3.622284244138425e-21,9.298038090310042e-19,3.1621178066804603e-17,4.2462023314169423e-10,6.271015812253078e-16,1.0818419036283358e-22,1.5406155900985668e-15,5.8846451435428466e-18,1.1870385152456887e-22,2.9822714288693856e-29,1.7967572320604757e-18,0.0010875249335617339,2.1627317854888352e-17,4.2877565323822546e-21,-1.880005175514494e-23,3.1198126888578725e-19,2.872165301762592e-18,1.0329178255932034e-23,3.4155597073462024e-20,1.622482358182166e-34,6.225217446340163e-37,3.104841036306076e-28,9.453057441497067e-26,4.196064262361243e-25,1.543452195482739e-34,4.4947781228707665e-38,3.7502495410098556e-36,1.178255166846526e-19,7.556701097682292e-36,4.9276393448468285e-31,5.897907768550965e-32,1.5390240076297805e-36,3.3213510260379596e-36,1.0940700348835994e-41,1.3703161451397465e-41,6.719623106904639e-41,4.1648189615833955e-30,1.523884892370876e-45,7.417668333882976e-42,4.699985871763299e-50,2.538227653209192e-29,4.166184459101795e-32,2.6872681867813754e-55,2.2406933026488987e-58,1.2905355789217316e-29,6.268790289900912e-25,5.235941013947933e-23,9.526481836970915e-33,8.97876707447666e-38,1.3912415064183423e-35,1.4222225707124926e-30,1.1365121814888896e-29
6.697116278767839e-08,0.0005512981296411278,0.0915567593028733,0.0,0.0005108832836700816,0.4504428192616943,1.0953734324156858e-15,0.456900611893458,1.1579500609011712e-15,8.216934110312893e-19,2.348870267264278e-11,4.5061977945744746e-17,9.905348265533459e-29,2.355523371990394e-05,6.559627065839993e-16,3.6222576090388214e-21,9.290395859032205e-19,3.157865323062966e-17,4.2407688044793175e-10,6.278334810391361e-16,1.0805080809342584e-22,1.5405767257814609e-15,5.891968086599732e-18,1.18851355329848e-22,2.984189588653552e-29,1.800431953174295e-18,0.00108803145405414,2.1633753996251158e-17,4.294756967963913e-21,2.567047322505861e-24,3.134740170937419e-19,2.8792174142467174e-18,1.033383642236252e-23,3.422091795755097e-20,3.9936927474412575e-35,6.2465905214791795e-37,3.1055876472024697e-28,9.464070338367743e-26,4.200961727056231e-25,-1.2023174555266199e-34,4.511577768229726e-38,3.7486922193410264e-36,1.1801924660515624e-19,7.525128621575506e-36,4.963148901879317e-31,5.904242436228331e-32,1.4857809065094916e-36,3.338371820993159e-36,1.0981759496136328e-41,1.3723335106515804e-41,6.595787714163013e-41,4.1641375291592554e-30,1.5302302254317785e-45,7.446074435076386e-42,4.734963553889834e-50,2.5481719029225585e-29,4.180334340358067e-32,2.718489092959401e-55,2.25525077810157e-58,1.2950565100332973e-29,6.303549041803125e-25,5.254272024886796e-23,9.559813670938936e-33,9.010188658757731e-38,1.3961171843593037e-35,1.4289441229443278e-30,1.1418768071261761e-29
6.710881795418245e-08,0.0005512981296411278,0.0915567593028733,0.0,0.0005104016011578534,0.4504423264491432,1.0967539612595148e-15,0.45690061189397035,1.1594122065670478e-15,8.237234922985504e-19,2.3517935338551822e-11,4.5180503823119323e-17,9.951642430278838e-29,2.3532974783606028e-05,6.567190396669496e-16,3.622231491496365e-21,9.282796266603957e-19,3.153635319326465e-17,4.235352562109868e-10,6.285645264271252e-16,1.0791785221074804e-22,1.540537988505942e-15,5.899282454485575e-18,1.1899868603764711e-22,2.986108780722707e-29,1.8041035733385977e-18,0.0010885353960442808,2.1640217360115825e-17,4.301758850070228e-21,3.538553964250529e-24,3.1497066237784473e-19,2.8862059960916532e-18,1.0338504167150654e-23,3.428622189559252e-20,1.3376536667396675e-34,6.267956041149084e-37,3.1053061550555196e-28,9.475070333332414e-26,4.205853475950533e-25,1.233201295691255e-34,4.528237876064504e-38,3.747014595790708e-36,1.182128261264171e-19,7.535429061957643e-36,4.998609441928379e-31,5.908819301456816e-32,1.4679504712305216e-36,3.3554403093342723e-36,1.1022872164534486e-41,1.374352564415827e-41,6.416432626124797e-41,4.164954526948954e-30,1.5365899635222876e-45,7.474520086011599e-42,4.770115661833306e-50,2.5581321235856794e-29,4.1944995018597415e-32,2.746976391047313e-55,2.2698558833239646e-58,1.2995827674696237e-29,6.338423274690048e-25,5.2726245881259266e-23,9.593184614276353e-33,9.041647304067518e-38,1.4009986143581252e-35,1.4356828308424049e-30,1.1472550834072615e-29
6.738412828719057e-08,0.0005512981296411278,0.0915567593028733,0.0,0.0005094455800117039,0.4504413483375084,1.099507677560788e-15,0.45690061189499004,1.1623323215791126e-15,8.277850137082152e-19,2.3576315908630903e-11,4.541767270022986e-17,1.0044314331894848e-28,2.3488796079132048e-05,6.582267505506736e-16,3.622180804648457e-21,9.267724181534128e-19,3.1452423629936294e-17,4.2245719330772844e-10,6.3002407060585315e-16,1.0765321938065634e-22,1.5404608946290676e-15,5.91388562974288e-18,1.1929283148918268e-22,2.9899503100615014e-29,1.811437552604735e-18,0.0010895355969729131,2.165322601609447e-17,4.315767180656186e-21,7.629116369053256e-28,3.179763848985467e-19,2.8994641518256502e-18,1.0347870952169025e-23,3.441678004228776e-20,4.477403597903686e-34,6.310705136930777e-37,3.0979458624050823e-28,9.497031923018805e-26,4.215619933790853e-25,6.130292833681586e-35,4.561430803044971e-38,3.7418722137657776e-36,1.1859953855179953e-19,7.523275508320144e-36,5.069376489026426e-31,5.906402591534452e-32,1.3924321117797727e-36,3.389720558924163e-36,1.1105264676376902e-41,1.3783958492853815e-41,5.93096414478058e-41,4.17665559392311e-30,1.549352796368328e-45,7.531530418406649e-42,4.8409365084989235e-50,2.5781004914233315e-29,4.222875664466326e-32,2.8196365321905167e-55,2.2992595382649287e-58,1.3086512333438224e-29,6.408517196555821e-25,5.309394259164524e-23,9.660043625690006e-33,9.104674846044246e-38,1.4107786999232808e-35,1.4492117767562483e-30,1.1580526380586578e-29
6.76594386201987e-08,0.0005512981296411278,0.0915567593028733,0.0,0.0005084992677724517,0.45044038015898596,1.102251686973984e-15,0.4569006118960029,1.1652469163609627e-15,8.318483638983449e-19,2.363458441958707e-11,4.565499851400479e-17,1.0137522015528877e-28,2.3445065771543214e-05,6.597279103367413e-16,3.622132185032442e-21,9.252820213366871e-19,3.1369381630146313e-17,4.2138604407680175e-10,6.314802469025069e-16,1.0739029162519447e-22,1.5403843075421934e-15,5.9284549971577874e-18,1.1958629450557655e-22,2.9937961195817367e-29,1.8187592535603544e-18,0.0010905256405908973,2.166634432568142e-17,4.329781973589904e-21,8.075186853099387e-24,3.2099578877745853e-19,2.9124356909343843e-18,1.0357271882593942e-23,3.4547273724221976e-20,1.7650934572444652e-34,6.353537735996233e-37,3.0916126297063133e-28,9.518942719629118e-26,4.225363858645749e-25,-3.624429088921141e-36,4.595833749196518e-38,3.737204259619474e-36,1.1898566308700226e-19,7.50750873941695e-36,5.139895112054916e-31,5.905732545576734e-32,1.5021099969667772e-36,3.4241921590084127e-36,1.1187878187404847e-41,1.382446223584498e-41,6.570545573020037e-41,4.1870211430843365e-30,1.5621736727211878e-45,7.588699222139989e-42,4.912473618026055e-50,2.598132785378171e-29,4.251312945737855e-32,2.7931369693159746e-55,2.328904934179363e-58,1.3177409212417157e-29,6.479076733688503e-25,5.346249804110247e-23,9.727058468079711e-33,9.167849360380005e-38,1.4205817032102452e-35,1.4628095352811684e-30,1.1689049454904315e-29
6.793474895320682e-08,0.0005512981296411278,0.0915567593028733,0.0,0.0005075625658083499,0.45043942181266816,1.1049860866480069e-15,0.4569006118970089,1.168156048241227e-15,8.359135632762882e-19,2.3692742009053192e-11,4.5892482199702564e-17,1.023140281680972e-28,2.340177930894669e-05,6.612225855957234e-16,3.62208563528285e-21,9.238082752610677e-19,3.128721948527016e-17,4.2032180697726987e-10,6.329330881095978e-16,1.071290684107981e-22,1.5403082262608828e-15,5.942990881160744e-18,1.1987908168222086e-22,2.9976463099411633e-29,1.826068760099464e-18,0.0010915056300818647,2.167957276244107e-17,4.343803671731528e-21,-5.329961417322676e-24,3.2402719782736275e-19,2.925993160871893e-18,1.0366716850358082e-23,3.4677705134059406e-20,5.34439690134998e-35,6.396438052531007e-37,3.0912661197644303e-28,9.540803208885645e-26,4.235085469153876e-25,1.7017182793385927e-34,4.629626997787099e-38,3.733113685401642e-36,1.1937120877419214e-19,7.517681073358003e-36,5.210183148972255e-31,5.915265070342619e-32,1.520496255054166e-36,3.458855497800307e-36,1.1270711544893832e-41,1.3865039001847748e-41,6.647086654901443e-41,4.18858194692715e-30,1.5750528764237245e-45,7.646026429961596e-42,4.984740240077883e-50,2.618229036218406e-29,4.2798113478551383e-32,2.8184631015352908e-55,2.358811058865813e-58,1.3268517763712822e-29,6.550104966203939e-25,5.383191002118098e-23,9.794228742513085e-33,9.231170533330749e-38,1.4304075649495803e-35,1.4764762341805222e-30,1.1798121059873966e-29
