Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CHO3X(91),H(23),HCO(31),CH3X(53)
1.8635242507454986e-08,0.002719578564615631,0.1557,0.0,0.006765110619790474,0.6412475183120291,0.2019,-2.3337796997990625e-33,1.819430988693391e-23,-6.343103416478256e-20,1.2911163170956239e-31,4.590297519342861e-21,1.9757560620953423e-36,0.00017225481581528799,1.3735189101395174e-26,5.684898817607544e-32,4.851885367927726e-27,-5.3256181047529865e-20,-2.3257520625040462e-33,1.093627282293043e-19,-1.811625698163926e-44,3.3426221758184676e-45,2.352479223535254e-21,2.876332108557813e-26,1.5997536039173724e-46,3.4786488439156366e-22,-4.7493743091014304e-36,0.001066354280061455,-1.8655220731794463e-28,6.073640900064944e-28,-8.981280564160967e-31,2.3707783412194883e-24,-1.6088228880629353e-26,-7.611847997307394e-65,3.4712966494004752e-22,1.8147217448053382e-24,1.6665113914982348e-26
1.8864510095234124e-08,0.002719578564615631,0.1557,0.0,0.0067551323204534264,0.6412374185936045,0.2019,-2.3667299965040533e-33,1.819439764168538e-23,-6.342225924725742e-20,1.2904374290194312e-31,4.661483621691181e-21,1.982631574518305e-36,0.00017201197764055845,1.3948077588232693e-26,5.76312039707954e-32,4.845272932428548e-27,-5.325485068002868e-20,-2.2918684636152734e-33,1.0927434587789242e-19,-1.7852987835279244e-44,3.331463133311017e-45,2.3541552392314726e-21,2.878540629165532e-26,1.5966582682707063e-46,3.532555212612419e-22,-5.682662872241688e-36,0.001076575417573234,-1.8633629694795146e-28,6.061067619763581e-28,-8.980601714759144e-31,2.403749323903686e-24,-1.60434488182517e-26,-5.322456109521653e-65,3.492515713902435e-22,1.8486650218360703e-24,1.6959145500003365e-26
1.9093777683013263e-08,0.002719578564615631,0.1557,0.0,0.006745209496567306,0.6412273750272688,0.2019,-2.3991765327837453e-33,1.8194486365510947e-23,-6.341351446211734e-20,1.2897594424320812e-31,4.7326222756611936e-21,1.989506614205185e-36,0.00017177049274077713,1.416081018618736e-26,5.858006414766606e-32,4.838697158814995e-27,-5.325352495812993e-20,-2.2584785107761278e-33,1.0918618997323219e-19,-1.7592727940759886e-44,3.320380451126402e-45,2.3556910273861086e-21,2.8805943700504014e-26,1.5935789738583296e-46,3.586424394564302e-22,-6.626066039549711e-36,0.001086739726359136,-1.8612143791773254e-28,6.048557102361424e-28,-8.979923766711955e-31,2.436601010103341e-24,-1.5998969403485422e-26,-3.60193380196037e-65,3.513426857083617e-22,1.882714321936101e-24,1.72540270987687e-26
1.93230452707924e-08,0.002719578564615631,0.1557,0.0,0.0067353417202484,0.6412173871799023,0.2019,-2.4311267556102396e-33,1.8194576052409254e-23,-6.340479958345214e-20,1.2890823511724664e-31,4.803709749760816e-21,1.9963807920520903e-36,0.00017153035064584616,1.437337577320902e-26,5.927819685184243e-32,4.832157987224743e-27,-5.3252203849782285e-20,-2.225575012116701e-33,1.0909825848317032e-19,-1.7337243095727802e-44,3.3093733968537896e-45,2.3570923773692453e-21,2.882490648906849e-26,1.5905155914068567e-46,3.64025356414294e-22,-7.579328705401584e-36,0.0010968476447729728,-1.8590762471503548e-28,6.036108849895785e-28,-8.979246713859243e-31,2.469332412856441e-24,-1.595478784008507e-26,-2.307760457421217e-65,3.5340351076166826e-22,1.9168657820946464e-24,1.7549741110633973e-26
1.955231285857154e-08,0.002719578564615631,0.1557,0.0,0.00672552856797724,0.6412074546228046,0.2019,-2.46258800190153e-33,1.8194666696263766e-23,-6.33961143876958e-20,1.2884061491400012e-31,4.8747424841946684e-21,2.003253720819676e-36,0.00017129154099285705,1.4585763785559455e-26,5.979788733547519e-32,4.825654988007374e-27,-5.3250887323252885e-20,-2.1931508805443196e-33,1.0901054942136569e-19,-1.7086478357304506e-44,3.2984412472915675e-45,2.3583648509423536e-21,2.8841890014799996e-26,1.5874679931356465e-46,3.6940400259777147e-22,-8.542201041101289e-36,0.0011068996066971202,-1.8569485148696418e-28,6.023722418190802e-28,-8.978570550101362e-31,2.5019426419986164e-24,-1.5910901838653078e-26,-1.3331155510062947e-65,3.554345402438968e-22,1.9511156182594666e-24,1.7846270497968525e-26
1.978158044635068e-08,0.002719578564615631,0.1557,0.0,0.006715769620543009,0.6411975769316361,0.2019,-2.4935675001564786e-33,1.8194758290531074e-23,-6.3387458653574e-20,1.2877308302938704e-31,4.94571709559222e-21,2.0101250301777223e-36,0.00017105405352474282,1.479796418817684e-26,6.095037792942258e-32,4.819187427191613e-27,-5.3249575347117575e-20,-2.161199132217822e-33,1.0892306084560525e-19,-1.6836588908848856e-44,3.2875832881603984e-45,2.3595137774238788e-21,2.885748546574634e-26,1.5844360526210315e-46,3.747781218538955e-22,-9.514438385634388e-36,0.0011168960415994659,-1.854831098219193e-28,6.0113972575470145e-28,-8.977895269398424e-31,2.5344308996114384e-24,-1.5867308343493212e-26,-5.979951442780059e-66,3.5743625886139104e-22,1.9854601237360344e-24,1.8143598759563805e-26
2.0010848034129817e-08,0.002719578564615631,0.1557,0.0,0.006706064462988928,0.6411877536863642,0.2019,-2.524072372066251e-33,1.8194850829203177e-23,-6.337883216202741e-20,1.2870563886522822e-31,5.016630396258089e-21,2.0169943985604172e-36,0.0001708178780887995,1.500996744180385e-26,6.202568805769697e-32,4.812755567035888e-27,-5.3248267890252436e-20,-2.1297128850429996e-33,1.0883579085616805e-19,-1.659011515827812e-44,3.276798813266192e-45,2.3605442354260695e-21,2.8872390596522296e-26,1.5814196446179218e-46,3.801474728735391e-22,-1.0495801138780536e-35,0.00112683737458949,-1.852723940856432e-28,5.999132857399214e-28,-8.977220865769552e-31,2.5667964746158412e-24,-1.582400438603549e-26,-4.247452823816877e-67,3.5940914251506826e-22,2.019895667621286e-24,1.84417099004453e-26
2.0240115621908956e-08,0.002719578564615631,0.1557,0.0,0.006696412684558354,0.6411779844712069,0.2019,-2.554109634102652e-33,1.819494430680512e-23,-6.337023469625985e-20,1.2863828182917363e-31,5.0874793407338684e-21,2.0238614967606712e-36,0.00017058300463537387,1.522176449765082e-26,6.182127718826227e-32,4.806359642317353e-27,-5.3246964921841554e-20,-2.0986853571888362e-33,1.0874873759440064e-19,-1.6353202165099495e-44,3.266087124485828e-45,2.3614611141175004e-21,2.888512611816996e-26,1.5784186453201235e-46,3.8551182513784775e-22,-1.1486054656530642e-35,0.0011367240264734916,-1.850626997454603e-28,5.986928845344405e-28,-8.976547333292157e-31,2.5990387377662707e-24,-1.5780988141044387e-26,3.783470782106335e-66,3.6135365847830663e-22,2.0544186932711433e-24,1.8740588429103145e-26
2.0469383209688094e-08,0.002719578564615631,0.1557,0.0,0.006686813878641517,0.6411682688745807,0.2019,-2.583686199079597e-33,1.8195038716408534e-23,-6.336166604170603e-20,1.2857101133463025e-31,5.1582609916865986e-21,2.030725955233157e-36,0.00017034942321673366,1.5433346784534503e-26,6.264037074430582e-32,4.7999978512105024e-27,-5.324566641136913e-20,-2.0681098656283964e-33,1.086618992412565e-19,-1.6116150740217625e-44,3.255447533972077e-45,2.3622691479489284e-21,2.8895429658676556e-26,1.5754329322797462e-46,3.9087095633076396e-22,-1.2484969148755874e-35,0.001146556413808968,-1.8485401785902294e-28,5.974784689052885e-28,-8.975874666101217e-31,2.631157139132895e-24,-1.5738256693654925e-26,6.981699245903722e-66,3.632702655708583e-22,2.0890257168010298e-24,1.904021934738091e-26
2.0698650797467233e-08,0.002719578564615631,0.1557,0.0,0.006677267642723338,0.6411586064890471,0.2019,-2.61280887769074e-33,1.819513405098952e-23,-6.335312598589078e-20,1.2850382680069105e-31,5.2289726301773206e-21,2.0375875045026916e-36,0.00017011712398569753,1.564470614585919e-26,6.545103001302636e-32,4.793669840558382e-27,-5.324437232860158e-20,-2.037979824701311e-33,1.0857527401577488e-19,-1.587224504585799e-44,3.244879362286005e-45,2.362972796801475e-21,2.890684367328987e-26,1.5724623841292213e-46,3.9622466070250356e-22,-1.3492319579077816e-35,0.0011563349489581837,-1.8464634184816945e-28,5.962699819670437e-28,-8.975202858388544e-31,2.6631512038701922e-24,-1.569580657534132e-26,9.423184981231383e-66,3.6515941432888655e-22,2.1237133256185948e-24,1.934058808969162e-26
2.092791838524637e-08,0.002719578564615631,0.1557,0.0,0.006667773578332147,0.6411489969112601,0.2019,-2.641484380030706e-33,1.8195230306710268e-23,-6.334461431851187e-20,1.284367276520648e-31,5.2996117296405434e-21,2.044445950005654e-36,0.00016988609719414215,1.585583482978012e-26,6.47470137032494e-32,4.787378564962951e-27,-5.3243082643602224e-20,-2.008288744690483e-33,1.0848886017387953e-19,-1.5646376469496605e-44,3.234381933209331e-45,2.3635762841977177e-21,2.891780843664888e-26,1.5695068808699234e-46,4.0157274709538176e-22,-1.4507885566889342e-35,0.0011660600401409294,-1.8443966913189365e-28,5.950673954464054e-28,-8.974531904402115e-31,2.6950205245190183e-24,-1.5653636534736097e-26,1.1296995568103753e-65,3.670215471712193e-22,2.1584781769879075e-24,1.964168051475202e-26
2.115718597302551e-08,0.002719578564615631,0.1557,0.0,0.006658331290988793,0.6411394397419157,0.2019,-2.669719317089828e-33,1.8195327477873065e-23,-6.333613083147665e-20,1.283697133190072e-31,5.37017570853101e-21,2.0513008827045554e-36,0.0001696563331919466,1.6066725556419337e-26,6.21488995327314e-32,4.781121734262179e-27,-5.324179732673166e-20,-1.9790302304232767e-33,1.0840265600717752e-19,-1.5436272665877162e-44,3.223954581851953e-45,2.3640838643741306e-21,2.89219406433428e-26,1.5665663038818074e-46,4.0691502018230303e-22,-1.5531451291476467e-35,0.0011757320914864778,-1.842339908760583e-28,5.938706625624955e-28,-8.973861798445363e-31,2.7267647601848117e-24,-1.561174417056842e-26,1.274400442048151e-65,3.688570985619104e-22,2.1933169966243836e-24,1.9943482975366277e-26
2.1386453560804648e-08,0.002719578564615631,0.1557,0.0,0.0066489403901564435,0.6411299345857003,0.2019,-2.697520202214435e-33,1.8195425553285135e-23,-6.332767531864844e-20,1.2830278323725293e-31,5.4406621247906406e-21,2.0581519206441735e-36,0.00016942782242601983,1.627737142272064e-26,6.82881978877346e-32,4.7748935673308584e-27,-5.3240516348612855e-20,-1.9501979799051185e-33,1.0831665984147162e-19,-1.5189876086209958e-44,3.213596660581224e-45,2.364499595359422e-21,2.892693310294342e-26,1.5636405355349987e-46,4.122512952171455e-22,-1.6562805398194818e-35,0.0011853515030847545,-1.8402929808615272e-28,5.926797131287304e-28,-8.973192534876501e-31,2.7583836395139145e-24,-1.557012498677455e-26,1.3871643794532764e-65,3.706664951692044e-22,2.2282265773197466e-24,2.0245982226099753e-26
2.1615721148583787e-08,0.002719578564615631,0.1557,0.0,0.006639600489191731,0.6411204810512419,0.2019,-2.7248934525609938e-33,1.819552452940694e-23,-6.331924757593594e-20,1.2823593684794888e-31,5.511069067166909e-21,2.064999180772263e-36,0.00016920055543872482,1.6487765747786952e-26,7.272049841626779e-32,4.768701730606718e-27,-5.3239239680149496e-20,-1.921785782957e-33,1.082308700357146e-19,-1.4945724912279283e-44,3.203307515169946e-45,2.364826931868215e-21,2.89418366876071e-26,1.5607294594774048e-46,4.175814277148293e-22,-1.76017409066548e-35,0.0011949186710367616,-1.838255904767761e-28,5.914945272976935e-28,-8.97252410810785e-31,2.789876946651882e-24,-1.5528778229358652e-26,1.4760832517638181e-65,3.724501560209917e-22,2.263203777596302e-24,2.054916526854234e-26
2.1844988736362925e-08,0.002719578564615631,0.1557,0.0,0.006630311205296538,0.6411110787510607,0.2019,-2.7518453905443613e-33,1.819562440959963e-23,-6.331084740149927e-20,1.2816917359758747e-31,5.581394454127729e-21,2.071842444988153e-36,0.00016897452286643305,1.6697902314731945e-26,5.948318989809076e-32,4.7625525336654325e-27,-5.323796729254952e-20,-1.8937875198570726e-33,1.0814528498116442e-19,-1.4791250193753423e-44,3.1930864882654403e-45,2.365069513364308e-21,2.894434067829604e-26,1.5578329607733774e-46,4.2290526027396654e-22,-1.8648055120866584e-35,0.0012044339875042457,-1.836228611900966e-28,5.903150760657479e-28,-8.971856512605196e-31,2.821244510611773e-24,-1.5487702861428513e-26,1.546807979551658e-65,3.742084926568297e-22,2.2982455203898802e-24,2.0853019593926193e-26
2.2074256324142064e-08,0.002719578564615631,0.1557,0.0,0.006621072159469663,0.64110172730152,0.2019,-2.778382245219585e-33,1.819572517636259e-23,-6.330247459533136e-20,1.2810249293794245e-31,5.65163559931339e-21,2.0786806549511706e-36,0.00016874971543895978,1.6907775493302316e-26,6.137793604962905e-32,4.756424415410079e-27,-5.3236699157264094e-20,-1.866197160047129e-33,1.0805990309987443e-19,-1.4586699398958285e-44,3.182932969958389e-45,2.365231584330874e-21,2.892900851392016e-26,1.5549509254018276e-46,4.2822258961883015e-22,-1.97015495413023e-35,0.0012138978407585962,-1.8342109666870947e-28,5.891412658708118e-28,-8.971189742887114e-31,2.852486230963625e-24,-1.544689266474509e-26,1.603775801225753e-65,3.7594190927661984e-22,2.33334879176076e-24,2.1157533311943586e-26
2.2303523911921202e-08,0.002719578564615631,0.1557,0.0,0.006611882976459613,0.6410924263227796,0.2019,-2.8045101536367748e-33,1.8195826810740655e-23,-6.329412895924939e-20,1.2803589432600538e-31,5.721791016781679e-21,2.0855140675530602e-36,0.00016852612397857508,1.7117379566970628e-26,9.177158496694286e-32,4.75031673630902e-27,-5.323543524599531e-20,-1.839008760863603e-33,1.0797472284363512e-19,-1.4230341952565718e-44,3.172846354313804e-45,2.36531601218349e-21,2.894826736014332e-26,1.5520832405012694e-46,4.335333035250099e-22,-2.0762029778838202e-35,0.00122331061522903,-1.8322029801745491e-28,5.8797307719794745e-28,-8.970523793524341e-31,2.883602073062588e-24,-1.5406346739250248e-26,1.6510865509907276e-65,3.776508028860313e-22,2.3685106396319515e-24,2.146269447821879e-26
2.253279149970034e-08,0.002719578564615631,0.1557,0.0,0.006602743284719203,0.641083175438749,0.2019,-2.830235162278007e-33,1.8195929340098945e-23,-6.32858102974479e-20,1.2796937722392081e-31,5.791860229026018e-21,2.0923440154059377e-36,0.00016830373939791374,1.732670882585292e-26,7.105104104866233e-32,4.7442755401908184e-27,-5.323417553077009e-20,-1.812216466184259e-33,1.0788974269363075e-19,-1.4091602287541488e-44,3.1628259573351515e-45,2.3653246257334914e-21,2.898152800571339e-26,1.5492297946802196e-46,4.38837366252806e-22,-2.1829305470526515e-35,0.0012326726915501004,-1.8302046437099844e-28,5.868105211868428e-28,-8.969858659139161e-31,2.914592001936525e-24,-1.5366067049458143e-26,1.6908728849089081e-65,3.793355634387369e-22,2.403728172554198e-24,2.176849117872253e-26
2.276205908747948e-08,0.002719578564615631,0.1557,0.0,0.006593652716359846,0.6410739742770404,0.2019,-2.8555632284218494e-33,1.8196032765798456e-23,-6.32775184159086e-20,1.2790294109892422e-31,5.8618398495541804e-21,2.099168271871327e-36,0.00016808255269890805,1.7535758950949084e-26,2.0600972621229007e-32,4.7382719107481974e-27,-5.323291998384963e-20,-1.785814505146896e-33,1.0780496115896502e-19,-1.4162230332951057e-44,3.1528711664683016e-45,2.3652624396272018e-21,2.8926033028621914e-26,1.5463904774099068e-46,4.441345214180881e-22,-2.290319019714759e-35,0.0012419844466084631,-1.8282157541564976e-28,5.85653472053765e-28,-8.969194334404754e-31,2.9454560242003706e-24,-1.5326045085569695e-26,1.7236394159822171e-65,3.80996573975528e-22,2.4389985584970833e-24,2.2074912923817975e-26
2.2991326675258618e-08,0.002719578564615631,0.1557,0.0,0.006584610907105238,0.6410648224689228,0.2019,-2.880500221292595e-33,1.8196137004326923e-23,-6.326925312202655e-20,1.2783658542328413e-31,5.931726421746704e-21,2.1059844499290246e-36,0.0001678625549730613,1.7744525897027623e-26,1.0075864281204884e-31,4.7322229038362056e-27,-5.323166857768774e-20,-1.7597971910817233e-33,1.0772037677530353e-19,-1.3633779964345298e-44,3.142981522184269e-45,2.36513430725843e-21,2.889059962152266e-26,1.5435651791686079e-46,4.494245073253792e-22,-2.3983501402526902e-35,0.00125124625358892,-1.8262362950537458e-28,5.845018845873726e-28,-8.968530814044604e-31,2.9761943008559734e-24,-1.5286277844308463e-26,1.7525184757162468e-65,3.8263421076040563e-22,2.4743190236656586e-24,2.2381949549118878e-26
2.3220594263037757e-08,0.002719578564615631,0.1557,0.0,0.006575617496247543,0.6410557196492783,0.2019,-2.905051923426395e-33,1.8196242082240388e-23,-6.326101422577152e-20,1.277703096742399e-31,6.001523438543945e-21,2.1127982706273893e-36,0.0001676437373998388,1.7953003424915434e-26,1.6453401821477422e-31,4.726242856845334e-27,-5.323042128509635e-20,-1.734158920221887e-33,1.07635988105099e-19,-1.3022698871574902e-44,3.133156338365947e-45,2.364937528132853e-21,2.903743040259477e-26,1.5407537919684108e-46,4.547075893905874e-22,-2.507006031457878e-35,0.0012604584820198354,-1.8242663879782481e-28,5.833558473155138e-28,-8.967868092831887e-31,3.0068069717627053e-24,-1.524677296767163e-26,1.7805343936012477e-65,3.8424884341372733e-22,2.5096868513420086e-24,2.2689588718855457e-26
2.3449861850816895e-08,0.002719578564615631,0.1557,0.0,0.006566672126605579,0.6410466654565585,0.2019,-2.9292240323071942e-33,1.8196348145087037e-23,-6.325280153909193e-20,1.2770411333393554e-31,6.0712306593999795e-21,2.119610908005522e-36,0.0001674260912437019,1.8161187067890147e-26,-4.947303219772856e-32,4.720441528847712e-27,-5.322917807914666e-20,-1.7088941701441967e-33,1.0755179373638071e-19,-1.3805815706319916e-44,3.1233947609553584e-45,2.3646738980182775e-21,2.9025960170046265e-26,1.5379562086693263e-46,4.599837498310745e-22,-2.6162691867981333e-35,0.001269621497817938,-1.8223057624463941e-28,5.822152069774598e-28,-8.967206165588877e-31,3.0372939982768384e-24,-1.5207520119939347e-26,1.8034596836428871e-65,3.8584083504244453e-22,2.5450993807511655e-24,2.2997819873425777e-26
2.3679129438596034e-08,0.002719578564615631,0.1557,0.0,0.006557774444480457,0.6410376595327386,0.2019,-2.9530221612767375e-33,1.8196455022196844e-23,-6.324461487461866e-20,1.2763799588936963e-31,6.140834714107619e-21,2.1264080302607405e-36,0.00016720960785440953,1.8369077258079633e-26,-5.60780792350924e-32,4.714498397777706e-27,-5.322793893299481e-20,-1.6839974989403182e-33,1.0746779228089127e-19,-1.3937039027535308e-44,3.1136965660046554e-45,2.3643591330920438e-21,2.869745622878918e-26,1.535172322946945e-46,4.65251975012618e-22,-2.7261224628479903e-35,0.00127873566333235,-1.8203542664670184e-28,5.810798312306835e-28,-8.96654502718637e-31,3.0676556520023647e-24,-1.5168509682343216e-26,1.8206529961673452e-65,3.8741054236750126e-22,2.580554005950845e-24,2.3306637437300063e-26
2.388547026759726e-08,0.002719578564615631,0.1557,0.0,0.006549807013833169,0.6410295951781092,0.2019,-2.974125296862544e-33,1.8196551809260902e-23,-6.323726897274212e-20,1.2757855722499092e-31,6.203391114826067e-21,2.1325143192219025e-36,0.0001670157598903336,1.8555923962000405e-26,1.498070086167132e-31,4.709087362330881e-27,-5.3226827150684285e-20,-1.6619007687789478e-33,1.0739235480788936e-19,-1.261718640594337e-44,3.105022066034738e-45,2.364031221886443e-21,2.8930659940059983e-26,1.5326784506845196e-46,4.699866661119169e-22,-2.825481082208862e-35,0.0012868969419437145,-1.818606042345066e-28,5.800626954018017e-28,-8.965950672882089e-31,3.0948739259093963e-24,-1.5133623217332676e-26,1.8372315930009247e-65,3.88804515662951e-22,2.612497050045492e-24,2.3585066054919043e-26
2.4091811096598484e-08,0.002719578564615631,0.1557,0.0,0.0065418776733341625,0.6410215693779873,0.2019,-2.9949339641351117e-33,1.8196649349582166e-23,-6.322994386617715e-20,1.2751918168725966e-31,6.265874787439141e-21,2.1386225009807964e-36,0.0001668228406440172,1.8742523625017376e-26,4.6328610920262976e-32,4.703935818356781e-27,-5.3225718616289986e-20,-1.6400939830777098e-33,1.0731707155100992e-19,-1.2795799238882472e-44,3.096397669264697e-45,2.363651784001972e-21,2.9075631581598145e-26,1.5301955127906993e-46,4.747157522869215e-22,-2.925292100135304e-35,0.001295019201689037,-1.8168651889498228e-28,5.790498208275549e-28,-8.965356949750743e-31,3.121990593784057e-24,-1.509893441273137e-26,1.8561556883593686e-65,3.901809738528481e-22,2.644470299742803e-24,2.3863951016824517e-26
2.4277517842699585e-08,0.002719578564615631,0.1557,0.0,0.006534773626648248,0.6410143789121322,0.2019,-3.0134132372066962e-33,1.8196737738787485e-23,-6.322336894108147e-20,1.2746579737557152e-31,6.322046443314308e-21,2.144120721454533e-36,0.00016665000230580356,1.8910249666959593e-26,-1.4321112786584598e-32,4.699262022896087e-27,-5.322472369663862e-20,-1.6207126328685627e-33,1.0724944763083382e-19,-1.3223450269646014e-44,3.0886783844974644e-45,2.363268917803238e-21,2.8743169794938464e-26,1.527970155378305e-46,4.7896702671058365e-22,-3.015499082702855e-35,0.0013022960867131667,-1.8153046505448666e-28,5.781418238126766e-28,-8.964823135575741e-31,3.1463096934130974e-24,-1.5067879742676388e-26,1.87187495215787e-65,3.9140501525909264e-22,2.6732705700668267e-24,2.4115331818897205e-26
2.4463224588800687e-08,0.002719578564615631,0.1557,0.0,0.00652770004851701,0.6410072192862616,0.2019,-3.0316599917327136e-33,1.8196826444217617e-23,-6.321681065751421e-20,1.274124636381527e-31,6.378153386235567e-21,2.1496153195131806e-36,0.0001664779068271056,1.907777254040007e-26,5.094867642113674e-31,4.6942508381234195e-27,-5.3223731378717314e-20,-1.6015603165619444e-33,1.0718194710111705e-19,-1.0561895406307194e-44,3.0809998081423e-45,2.3628513464109616e-21,2.8841984529351685e-26,1.5257535396652005e-46,4.8321332157493235e-22,-3.106054540503765e-35,0.0013095417603231011,-1.8137502803165124e-28,5.772373828492755e-28,-8.964289827068504e-31,3.1705477304630558e-24,-1.5036993335488796e-26,1.8914841093464627e-65,3.926152473352844e-22,2.702092574680347e-24,2.436707274557011e-26
2.4648931334901788e-08,0.002719578564615631,0.1557,0.0,0.0065206567590490655,0.6410000903182854,0.2019,-3.0496770171174714e-33,1.8196915791665588e-23,-6.32102689206207e-20,1.2735918021364063e-31,6.434209907188787e-21,2.155123826829277e-36,0.00016630654981088613,1.9245084336361608e-26,6.055478165895137e-31,4.68958571649514e-27,-5.322274164890415e-20,-1.5826343276191282e-33,1.0711456922839239e-19,-9.050774392711265e-45,3.073360910210948e-45,2.3623838543137383e-21,2.983656879964134e-26,1.5235456118546798e-46,4.874557211210161e-22,-3.1969501864355274e-35,0.0013167564068072674,-1.8122018467748886e-28,5.763363655634137e-28,-8.963757021615816e-31,3.1947053782487036e-24,-1.5006266437150793e-26,1.9134509457665164e-65,3.938118451364255e-22,2.730935053251466e-24,2.461916292892061e-26
2.483463808100289e-08,0.002719578564615631,0.1557,0.0,0.006513643579757914,0.6409929918275352,0.2019,-3.067467069834988e-33,1.8197006069439326e-23,-6.320374363575978e-20,1.2730594684262416e-31,6.490204573296505e-21,2.1606333333912744e-36,0.0001661359268926832,1.9412187765999473e-26,-1.9278816486415987e-31,4.685441990079042e-27,-5.3221754493599e-20,-1.5639319910321458e-33,1.0704731330622708e-19,-1.3369299400701568e-44,3.065760565908398e-45,2.3618820426683236e-21,2.902333676301844e-26,1.5213463182918902e-46,4.916933584311532e-22,-3.2881778731764765e-35,0.0013239402090166204,-1.8106589305326109e-28,5.754385156102106e-28,-8.963224716624038e-31,3.218782919146589e-24,-1.4975680138220084e-26,1.9282941355670204e-65,3.9499498124621567e-22,2.7597967666278257e-24,2.4871602069899632e-26
2.500177415249388e-08,0.002719578564615631,0.1557,0.0,0.006507357316198492,0.6409866290956994,0.2019,-3.083286307107939e-33,1.8197087510200127e-23,-6.319788486829605e-20,1.2725807939161264e-31,6.540522924994177e-21,2.1655652712035577e-36,0.00016598299033973444,1.956240982786763e-26,6.519397845300202e-32,4.681019304537657e-27,-5.3220868243881535e-20,-1.547288925647265e-33,1.069868867117398e-19,-1.292041202998064e-44,3.0589546079032313e-45,2.3614259854149053e-21,2.8052151477378775e-26,1.5193742927046049e-46,4.955013429930757e-22,-3.3705600632272664e-35,0.001330379409128991,-1.8092755473716924e-28,5.746334624189184e-28,-8.962746067897513e-31,3.2403840410904743e-24,-1.494829496262965e-26,1.935192093367542e-65,3.9604843467818672e-22,2.785787747067591e-24,2.5099100189167673e-26
2.5168910223984873e-08,0.002719578564615631,0.1557,0.0,0.0065010951702656325,0.640980290775479,0.2019,-3.098925864075023e-33,1.819716863874298e-23,-6.319203928441019e-20,1.2721025208902057e-31,6.590817615883943e-21,2.170530282014792e-36,0.00016583064176491115,1.97124487123048e-26,1.9462978001124782e-30,4.675732617766252e-27,-5.321998405903212e-20,-1.5308229734842006e-33,1.0692655783583206e-19,-9.800173265191306e-46,3.052182289115734e-45,2.3609089327765652e-21,3.126243465719722e-26,1.5174091799803693e-46,4.99307476167373e-22,-3.4531989712535357e-35,0.0013367939036366741,-1.80789750174414e-28,5.7383148168677335e-28,-8.96226782059563e-31,3.261921580347427e-24,-1.4921061746756374e-26,1.9577692000032576e-65,3.9709124437280286e-22,2.811792446677365e-24,2.5326862033505263e-26
2.5336046295475864e-08,0.002719578564615631,0.1557,0.0,0.006494857014702664,0.6409739767380628,0.2019,-3.114387682417321e-33,1.8197251352524348e-23,-6.318620681684583e-20,1.271624647497319e-31,6.641087772978793e-21,2.1755270215297145e-36,0.0001656788780580364,1.9862305887764954e-26,3.3179993084088076e-31,4.6728009999565135e-27,-5.321910192936914e-20,-1.514532249408729e-33,1.0686632617868839e-19,-9.1103672397284e-45,3.0454378948079495e-45,2.360340359493549e-21,3.0541437359289155e-26,1.515450941482476e-46,5.0311169188835595e-22,-3.53608893924916e-35,0.0013431838229065165,-1.8065231068413632e-28,5.730315836305703e-28,-8.961789972867571e-31,3.283395313868415e-24,-1.4893908278751457e-26,1.9867320682353866e-65,3.981235311609286e-22,2.8378100047894507e-24,2.5554886874653372e-26
2.5503182366966855e-08,0.002719578564615631,0.1557,0.0,0.006488642723141359,0.6409676868555371,0.2019,-3.1296736868129316e-33,1.819733681275573e-23,-6.318038739614733e-20,1.2711471718981046e-31,6.6911226007202366e-21,2.1803082582819006e-36,0.0001655276961292752,2.0012065494080645e-26,-6.139466001030027e-30,4.672420940935484e-27,-5.3218221844879333e-20,-1.498414884433091e-33,1.0680619166586661e-19,-5.197250518515403e-44,3.038718615328643e-45,2.359955755538684e-21,1.7184887576806347e-26,1.5134995392478435e-46,5.068980012310031e-22,-3.619224395401135e-35,0.0013495492963965846,-1.8051521822983771e-28,5.722336734411271e-28,-8.961312522874896e-31,3.304798815780414e-24,-1.4866826873536855e-26,1.9557786944769655e-65,3.991454143461421e-22,2.8638395738080018e-24,2.5783255387395332e-26
2.5670318438457847e-08,0.002719578564615631,0.1557,0.0,0.006482452170093491,0.6409614210008795,0.2019,-3.1447857755018164e-33,1.81974185545342e-23,-6.317458095693649e-20,1.2706700922663509e-31,6.74098618907155e-21,2.1849481237283334e-36,0.0001653770929096098,2.0161704741052574e-26,-5.033540702436723e-31,4.664088916067495e-27,-5.32173437961693e-20,-1.4824690353018109e-33,1.0674615449357717e-19,-1.7527223830554087e-44,3.032043754766272e-45,2.3596516594109643e-21,2.5441040511037658e-26,1.5115549373672691e-46,5.106712649245188e-22,-3.7025998527825517e-35,0.0013558904526641176,-1.803789278538444e-28,5.714403896384252e-28,-8.960835468791458e-31,3.326123779606185e-24,-1.4840010710245007e-26,1.9032836336821355e-65,4.0015701172636525e-22,2.8898803190193874e-24,2.601194049989842e-26
