Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236),SX(357),SX(497),OCCO(227)
5.192827567194114e-11,0.0027149456784039327,0.1557,0.0,0.007626251572237644,0.6421657253211266,0.20182265062713733,4.410588865455175e-31,8.72889001529565e-33,1.6201884824998193e-21,1.8596471781021788e-38,3.0134177070984787e-23,1.3519577238787174e-31,0.00010441901514893958,1.5331047760203932e-24,1.0711143543010548e-33,8.18337315058709e-33,7.734937285148734e-05,5.189502783149887e-29,1.1157811558970964e-14,1.9002485821655673e-42,2.6547941463471823e-38,1.336547104787339e-19,6.254699590265991e-25,2.0365070608759263e-56,1.1167565380221128e-24,0.00018206517129340941,3.9979421668358255e-44,4.7975834235224054e-26,6.43224399577557e-22,-1.6602331338893313e-24,-6.341196455099807e-22,2.4388387975173035e-50,3.6988506792707604e-51,-8.094217759298243e-24,2.66179531383315e-38,1.3303025906858252e-25,1.9600005044262532e-25,2.6060113986039784e-24,2.5423723949368994e-31,8.225220015142197e-40,1.4207937983176338e-25,1.0644831047834805e-50,-3.939621566869406e-31,-7.87522719491427e-31,8.1612047852725e-29,2.4465138364641086e-32,2.5977068445514194e-32,3.2193603820793896e-41,8.054286733217393e-53
5.196318141008876e-11,0.0027149456784039327,0.1557,0.0,0.007626029280060265,0.6421655804934807,0.2018226001678576,4.430023792739145e-31,8.777556983329314e-33,1.6253103549426696e-21,1.8716539332040873e-38,3.0277853986161803e-23,1.3585695568281658e-31,0.00010447302565250764,1.5404146032810825e-24,1.0756737548915124e-33,8.228606694374702e-33,7.739983213120443e-05,5.214865980445944e-29,1.1179043691395067e-14,1.910559578353723e-42,2.668377721610119e-38,1.340771300992716e-19,6.2763738784406e-25,2.050329341287309e-56,1.1220790188748835e-24,0.00018218299368748386,4.0247038164950863e-44,4.8187909034100047e-26,2.866666277875007e-23,-1.6544355176319843e-24,-1.956391371928333e-23,2.457077300450923e-50,3.731563898007644e-51,-8.089488611866387e-24,2.6738918109104785e-38,1.3250804566837085e-25,1.9656967418378159e-25,2.6125005893413625e-24,2.551547551109793e-31,8.260384777622976e-40,1.4152111537018211e-25,1.0738950957433213e-50,-3.9219107293068596e-31,-7.887473350311517e-31,8.131479699883139e-29,2.465242297766373e-32,2.601476544328831e-32,3.242183280192609e-41,8.131578431908529e-53
5.203299288638401e-11,0.0027149456784039327,0.1557,0.0,0.007625584794359933,0.6421652908933244,0.20182249925514165,4.469108658235693e-31,8.875592782698745e-33,1.6355913127941824e-21,1.8958707110317332e-38,3.0566926310749896e-23,1.3718752511593146e-31,0.00010458097130870472,1.5551216924408748e-24,1.0848401443204187e-33,8.319718605145856e-33,7.750074484710248e-05,5.265906738659784e-29,1.122158245427533e-14,1.9313254538691283e-42,2.6957194926795766e-38,1.3492503712235074e-19,6.319895454564848e-25,2.0782211602182037e-56,1.1327876055288135e-24,0.00018241862101568427,4.0786980434197584e-44,4.861439928001147e-26,-3.6565367626472735e-24,-1.6542043951212248e-24,1.272155253359989e-23,2.4939165950216527e-50,3.7977769355125984e-51,-8.034957858552433e-24,2.6982239317518303e-38,1.3145338738601454e-25,1.9771238218170507e-25,2.625509345383269e-24,2.5699762645207897e-31,8.331084831313672e-40,1.4039365716203047e-25,1.0929453317625133e-50,-3.881753023035636e-31,-7.837693134484647e-31,8.072614985916216e-29,2.502808185699184e-32,2.6086494004912335e-32,3.2879111609673586e-41,8.288221088137382e-53
5.217261583897451e-11,0.0027149456784039327,0.1557,0.0,0.0076246962175601,0.6421647119135395,0.20182229745307723,4.548144357100735e-31,9.074498121944864e-33,1.6563026477873442e-21,1.9451264424829735e-38,3.1151995590605095e-23,1.3988173166729328e-31,0.00010479656120951951,1.584888186692861e-24,1.1033644594528261e-33,8.504545470915601e-33,7.770254691144385e-05,5.369255517345708e-29,1.1306958214494148e-14,1.973437892695967e-42,2.751107080662813e-38,1.3663316902980505e-19,6.407633465227717e-25,2.135005619358804e-56,1.1544611523006753e-24,0.00018288980585020058,4.188592205464121e-44,4.947680578214934e-26,2.1173723709543454e-24,-1.6541794600758624e-24,6.799809102359992e-24,2.569063691633796e-50,3.93340197924977e-51,-7.853683418830141e-24,2.747448713863795e-38,1.2934556942383319e-25,2.0001167149100508e-25,2.6516484766787028e-24,2.6071487893567925e-31,8.473976417477855e-40,1.3814035453449682e-25,1.131965936639804e-50,-3.799935866556544e-31,-7.6581467522228445e-31,7.958047318032001e-29,2.578350871763242e-32,2.6216253776749764e-32,3.3796764127927556e-41,8.60990042923282e-53
5.224242731526976e-11,0.0027149456784039327,0.1557,0.0,0.007624252126450496,0.6421644225339025,0.20182219656372494,4.588098592322797e-31,9.17538278990908e-33,1.6667333496982247e-21,1.9701706445684142e-38,3.1448021636534275e-23,1.4124551607239765e-31,0.00010490420545021273,1.5999490719859848e-24,1.1127230640159712e-33,8.598274092140596e-33,7.780343626370965e-05,5.42156917365121e-29,1.1349795349917926e-14,1.9947874213445824e-42,2.779156094526954e-38,1.37493420662004e-19,6.451851536038153e-25,2.1639050597475874e-56,1.1654271884659607e-24,0.0001831253633667499,4.244504825611991e-44,4.9912758444898224e-26,-5.343693081108069e-24,-1.654118250622966e-24,1.4203689331139387e-23,2.607382669588697e-50,4.0028444395280564e-51,-7.779803691833764e-24,2.7723436922384696e-38,1.2830893871273614e-25,2.0116827062864126e-25,2.6647789207127746e-24,2.625893456519225e-31,8.546173322836846e-40,1.370321714784812e-25,1.1519450627220578e-50,-3.763283531022992e-31,-7.614930088195096e-31,7.902032719019118e-29,2.6163142062800804e-32,2.6274815647096077e-32,3.4257044926384446e-41,8.775028281785597e-53
5.238205026786026e-11,0.0027149456784039327,0.1557,0.0,0.007623364338784837,0.6421638439951183,0.2018219948083706,4.668888394561355e-31,9.380054300179931e-33,1.6877456360198522e-21,2.0211049947380937e-38,3.2047129754280965e-23,1.4400681811131556e-31,0.00010511919250414444,1.6304298442043826e-24,1.131634873294146e-33,8.78839619142473e-33,7.800519161798662e-05,5.527489214805542e-29,1.1435768475310859e-14,2.0380805758746256e-42,2.8359726136215906e-38,1.3922636229630982e-19,6.540989907238895e-25,2.2227355749655647e-56,1.1876204944638543e-24,0.00018359640862401145,4.3582932413835134e-44,5.07942541712856e-26,-3.64768986957786e-24,-1.6542527070681393e-24,1.2426023780854186e-23,2.685539817158938e-50,4.1450667576969496e-51,-7.66411238478115e-24,2.8227046567966867e-38,1.262686617890686e-25,2.0349542233263826e-25,2.6911617364070616e-24,2.6637017467322534e-31,8.692082863237584e-40,1.3485106222591593e-25,1.1928632535846837e-50,-3.7045707978175612e-31,-7.554896982855636e-31,7.79164161831021e-29,2.692595545784041e-32,2.637952578210592e-32,3.518019589492409e-41,9.11409311979837e-53
5.252167322045076e-11,0.0027149456784039327,0.1557,0.0,0.00762247707715172,0.6421632657502897,0.20182179308413714,4.7508648063627155e-31,9.588646841340221e-33,1.7089601866116776e-21,2.0731852108023137e-38,3.265574428485552e-23,1.4681359671980732e-31,0.00010533377764689979,1.661394290996407e-24,1.1508084383645445e-33,8.982117900479796e-33,7.820691585132989e-05,5.63515198441998e-29,1.1522140529973645e-14,2.0821759344290402e-42,2.8937579493153814e-38,1.4097597799663278e-19,6.63107006171974e-25,2.2829648884142094e-56,1.210165750882714e-24,0.00018406736088092627,4.4747426287537973e-44,5.1688660077714163e-26,3.549944970484309e-23,-1.6547570058833595e-24,-2.679089712613779e-23,2.7657609537599095e-50,4.291844537318564e-51,-7.554803315415957e-24,2.8738348062536477e-38,1.2425474710410749e-25,2.058412377317618e-25,2.7177073483782305e-24,2.701938184574234e-31,8.840031496929782e-40,1.3269813820008636e-25,1.2350917276421588e-50,-3.6544785203345623e-31,-7.439654257433858e-31,7.682430155156298e-29,2.769312606166535e-32,2.6467802097426423e-32,3.6106365994890163e-41,9.465221791773258e-53
5.266129617304126e-11,0.0027149456784039327,0.1557,0.0,0.007621590341501089,0.6421626877993796,0.20182159139100936,4.834041733119432e-31,9.80122285144893e-33,1.73037830983699e-21,2.1264331100611532e-38,3.3273984197233236e-23,1.4966645581034003e-31,0.00010554796087230141,1.692848465804696e-24,1.1702465228292668e-33,9.179495577627103e-33,7.840860897902468e-05,5.744580589171658e-29,1.1608912059345896e-14,2.1270857102754628e-42,2.952525207067474e-38,1.4274237551600303e-19,6.722098586755403e-25,2.3446213507168434e-56,1.2330673581424146e-24,0.00018453822017841217,4.593905812137248e-44,5.259612479316282e-26,1.2793303404514575e-24,-1.6544444798364017e-24,7.328566167398265e-24,2.8480929203362465e-50,4.4433072497981403e-51,-7.41373809915383e-24,2.925743626753573e-38,1.2225787502918345e-25,2.0820578758140834e-25,2.744416025934878e-24,2.740606231285415e-31,8.990041105134426e-40,1.305634411344604e-25,1.2786677144555834e-50,-3.5925980292510034e-31,-7.269217419364871e-31,7.574921960653819e-29,2.8464202942380513e-32,2.653989081038657e-32,3.7035031803644095e-41,9.828806180543962e-53
5.280091912563176e-11,0.0027149456784039327,0.1557,0.0,0.007620704131779063,0.6421621101423477,0.20182138972897193,4.91843320056735e-31,1.0017845551987147e-32,1.7520013177485984e-21,2.1808708469273396e-38,3.3901969510113193e-23,1.5256600526496885e-31,0.00010576174217796567,1.7247984754938803e-24,1.189951909644446e-33,9.380586269353567e-33,7.861027101635407e-05,5.855798363477328e-29,1.1696083606114797e-14,2.1728222593229462e-42,3.0122876206831997e-38,1.4452566291006766e-19,6.814082086237616e-25,2.4077337841771026e-56,1.256329755418183e-24,0.00018500898655738024,4.715836470430578e-44,5.351679815608292e-26,2.6837123794662755e-24,-1.6544053974405636e-24,5.8018927526896936e-24,2.93258343915064e-50,4.599587576403295e-51,-7.253461010501438e-24,2.9784406926041355e-38,1.202907546607874e-25,2.10589142413459e-25,2.7712880360906904e-24,2.7797093635065315e-31,9.142133726583485e-40,1.2846055043228993e-25,1.3236293663162083e-50,-3.514505744217359e-31,-7.113533453310381e-31,7.470040700422309e-29,2.923872481409359e-32,2.6596478074980025e-32,3.7965711274759245e-41,1.0205249764938867e-52
5.294054207822226e-11,0.0027149456784039327,0.1557,0.0,0.007619818447928028,0.6421615327791526,0.20182118809800956,5.004053355415322e-31,1.0238578954278181e-32,1.7738305260768047e-21,2.2365209163811308e-38,3.4539821296685066e-23,1.5551286097069631e-31,0.00010597512156530481,1.757250480593299e-24,1.2099274011715288e-33,9.585447715719003e-33,7.881190197859922e-05,5.968828870834208e-29,1.1783655710218628e-14,2.2193980812647022e-42,3.073058553033014e-38,1.4632594853608984e-19,6.907027180555242e-25,2.472331488131005e-56,1.2799574208157009e-24,0.00018547966005873478,4.840589146175231e-44,5.445083121959447e-26,-6.199698615335839e-24,-1.654286336449138e-24,1.4568434969798017e-23,3.019281124619696e-50,4.760821459720729e-51,-7.101355038154476e-24,3.031935666721218e-38,1.1836620752598611e-25,2.1299137253446186e-25,2.7983236435789035e-24,2.8192510732161487e-31,9.296331557894687e-40,1.2640316559924223e-25,1.3700157730340724e-50,-3.435970316440985e-31,-6.983255664732983e-31,7.36774479846115e-29,3.001624467461079e-32,2.6638412123173656e-32,3.889796383921261e-41,1.0594967835871703e-52
5.321978798340326e-11,0.0027149456784039327,0.1557,0.0,0.007618048657589656,0.6421603789340969,0.20182078492924907,5.17903692287202e-31,1.0692637899826709e-32,1.818112825214089e-21,2.35154975886831e-38,3.584561388332473e-23,1.6155098492345205e-31,0.00010640067460948195,1.823685388849394e-24,1.250700005148025e-33,1.0006717334817874e-32,7.921507073894991e-05,6.200423492244388e-29,1.1960003736463574e-14,2.3151182680526054e-42,3.1976800751104033e-38,1.4997794941469177e-19,7.095828716869838e-25,2.60610232577541e-56,1.328326664049073e-24,0.00018642072859218463,5.098783099868314e-44,5.635958676451448e-26,6.606894949421875e-25,-1.6545039690870494e-24,7.537580122431084e-24,3.1994969892833467e-50,5.098710361174348e-51,-6.871657779649528e-24,3.1413584379990764e-38,1.1465584868745034e-25,2.178527387427869e-25,2.8528866981668293e-24,2.8996642698649895e-31,9.611132426368102e-40,1.2243668247064788e-25,1.4672240093039092e-50,-3.3108390525308596e-31,-6.837291957571073e-31,7.170598675321144e-29,3.157860556599416e-32,2.6681308121707206e-32,4.0765508083972685e-41,1.1415949422443366e-52
5.349903388858426e-11,0.0027149456784039327,0.1557,0.0,0.00761628096995044,0.6421592262638425,0.20182038188460558,5.3591080530907935e-31,1.116392783702557e-32,1.8632358061485375e-21,2.4717065552222875e-38,3.7192351804507544e-23,1.6778587622764257e-31,0.00010682462009136251,1.892203556862699e-24,1.2925871437419465e-33,1.0443780444775226e-32,7.961811538227949e-05,6.439557594642539e-29,1.213796040276029e-14,2.4143491852339203e-42,3.3264992852422264e-38,1.536992510013006e-19,7.288556483281903e-25,2.746178026172566e-56,1.3782116976071762e-24,0.0001873614261058491,5.368941677044358e-44,5.83236243379686e-26,-1.2047144764185097e-23,-1.6546983177646974e-24,2.0141952037553394e-23,3.3891477517631846e-50,5.458129193717789e-51,-6.701494910401637e-24,3.25409103751869e-38,1.1105961892518932e-25,2.227904441307974e-25,2.9081072625038853e-24,2.981874064176538e-31,9.934624451039187e-40,1.1859220804205215e-25,1.5706246026596006e-50,-3.243209488229876e-31,-6.604262243602919e-31,6.977914114455552e-29,3.3148193588105655e-32,2.667327476199936e-32,4.2634492870410125e-41,1.2295320760509572e-52
5.377827979376526e-11,0.0027149456784039327,0.1557,0.0,0.007614515384415227,0.6421580747679886,0.20181997896395687,5.544384340678553e-31,1.1652989999671996e-32,1.9092101257761184e-21,2.597183925080964e-38,3.858104206538222e-23,1.742226818268007e-31,0.00010724695815709679,1.9628562241212048e-24,1.3356119397524114e-33,1.0897124524530285e-32,8.002103603075062e-05,6.686428071823013e-29,1.2317529930067253e-14,2.5171961178986462e-42,3.459627807166139e-38,1.574907309011683e-19,7.485264022081941e-25,2.89281077545254e-56,1.4296497646267276e-24,0.0001883017529266902,5.651533374831861e-44,6.034419660519808e-26,1.0370883941106152e-23,-1.655081505359113e-24,-2.402153114065102e-24,3.5886557575418172e-50,5.840289755973425e-51,-6.4942328392578325e-24,3.370214015305964e-38,1.0750977335153497e-25,2.278050429673184e-25,2.9639873738575283e-24,3.0659089445049625e-31,1.0266990922481846e-39,1.147973555436176e-25,1.6805659909081187e-50,-3.1515737261984453e-31,-6.336452679691936e-31,6.788989173077535e-29,3.472214354428061e-32,2.6617281006522e-32,4.450181891807085e-41,1.32368608903282e-52
5.405752569894626e-11,0.0027149456784039327,0.1557,0.0,0.0076127519003295965,0.6421569244461063,0.201819576167181,5.734985378124691e-31,1.2160378935208428e-32,1.956046498557525e-21,2.728180321024453e-38,4.001270896881482e-23,1.8086664820648458e-31,0.00010766768901204784,2.035695510437885e-24,1.3797978314005601e-33,1.1367248711585926e-32,8.042383280648283e-05,6.941235613928523e-29,1.2498716495757046e-14,2.623766757009841e-42,3.597179399886156e-38,1.613532714394578e-19,7.6860051256252875e-25,3.046260986015347e-56,1.4826787467441491e-24,0.00018924170938153728,5.947041534093938e-44,6.242257614494627e-26,-7.905299930723796e-24,-1.6548596462236882e-24,1.569495851607743e-23,3.798458896866868e-50,6.246462765106961e-51,-6.229603151297604e-24,3.4898093912434414e-38,1.0403132072208211e-25,2.3289708582868134e-25,3.020529034448668e-24,3.1517976439516024e-31,1.0608417695840488e-39,1.1107884574544655e-25,1.7974135483055373e-50,-3.0141954795011324e-31,-6.110934371058951e-31,6.606642972219876e-29,3.629766897466905e-32,2.6516213892327853e-32,4.636446035396233e-41,1.4244569243587963e-52
5.433677160412726e-11,0.0027149456784039327,0.1557,0.0,0.007610990516980474,0.6421557752977363,0.20181917349415576,5.931032776661958e-31,1.2686662733297825e-32,2.003755696087714e-21,2.8649001595714627e-38,4.148839425502769e-23,1.877231225501246e-31,0.0001080868129204035,2.11077442306289e-24,1.4251685739042792e-33,1.1854663991252376e-32,8.082650583154923e-05,7.204184751179882e-29,1.2681524233751268e-14,2.7341712348081994e-42,3.7392699811266305e-38,1.6528775962548288e-19,7.89083383169172e-25,3.20679750003159e-56,1.5373371692126764e-24,0.00019018129579707907,6.255964689964133e-44,6.456005560756193e-26,8.926996570554895e-24,-1.654933128686478e-24,-1.321433618467038e-24,4.0190110413788936e-50,6.67798023017907e-51,-5.962406735234449e-24,3.612960672405945e-38,1.0068574022327652e-25,2.3806711956802334e-25,3.0777342119325375e-24,3.2395691400223673e-31,1.095909320322511e-39,1.0750236751154887e-25,1.9215502675756917e-50,-2.8789909218348716e-31,-5.873615606661504e-31,6.432559369790776e-29,3.787209486568547e-32,2.637387560754131e-32,4.821963413531612e-41,1.5322676957589122e-52
5.4895263414489256e-11,0.0027149456784039327,0.1557,0.0,0.00760747404934919,0.6421534805195543,0.2018183685188692,6.339963321230796e-31,1.3798256373683832e-32,2.1018359348376846e-21,3.1563584512314363e-38,4.457607494947667e-23,2.0209549429288743e-31,0.00010892024124557032,2.267867635497149e-24,1.519561226688649e-33,1.2883472154194157e-32,8.163148111772638e-05,7.755345394898224e-29,1.3052019545907686e-14,2.966934655171894e-42,4.0375427145797934e-38,1.733761501821423e-19,8.312971401350867e-25,3.5502482043573166e-56,1.6516996845589977e-24,0.0001920593598162554,6.916128249173296e-44,6.901758620179035e-26,-2.3138443566221037e-25,-1.6546180444184635e-24,7.448616243308316e-24,4.494260426642807e-50,7.622697910230953e-51,-5.438253177177967e-24,3.8702725188917954e-38,9.448967177398088e-26,2.486433283180915e-25,3.194142818227034e-24,3.420877651445148e-31,1.1688957113803803e-39,1.0087858123666603e-25,2.1933155327194087e-50,-2.6148962397782236e-31,-5.427475228369282e-31,6.114146219059567e-29,4.100807218793717e-32,2.5980573138579873e-32,5.189784611174444e-41,1.770824588929015e-52
5.5397906043815056e-11,0.0027149456784039327,0.1557,0.0,0.007604316404662852,0.6421514192274098,0.20181764446311498,6.7278894432319565e-31,1.4869295611805968e-32,2.1932024253866927e-21,3.4404226355987257e-38,4.751634306028016e-23,2.158131516877066e-31,0.00010966483482021008,2.4174612346525634e-24,1.608811661928453e-33,1.3873910579978827e-32,8.235553687158628e-05,8.28136624760587e-29,1.3391050322863414e-14,3.190689551355395e-42,4.32271943132888e-38,1.8091075574215812e-19,8.707421779917848e-25,3.8864660009244176e-56,1.7605984753824818e-24,0.0001937483551732947,7.561479820903682e-44,7.324486983519948e-26,-6.681618998656451e-24,-1.65456965133338e-24,1.3650443623264772e-23,4.963642817201803e-50,8.574327702500309e-51,-5.066396312353848e-24,4.114883183206261e-38,8.939312082668737e-26,2.5843405383754168e-25,3.3011988403424368e-24,3.5907901665781783e-31,1.2379408886928074e-39,9.543012895404273e-26,2.467061463876384e-50,-2.437825741984946e-31,-4.964402564091767e-31,5.852640693787943e-29,4.3804445477708857e-32,2.552676917122798e-32,5.516095411337555e-41,2.014364399294262e-52
5.5900548673140856e-11,0.0027149456784039327,0.1557,0.0,0.0076011655526427345,0.6421493617289971,0.20181692080641697,7.135447557889734e-31,1.6011032666516658e-32,2.28756695312132e-21,3.7464966888714525e-38,5.0616243323687495e-23,2.303072191388891e-31,0.00011040422863887442,2.5751768893668944e-24,1.702285107764641e-33,1.4928880779946645e-32,8.30791935693217e-05,8.837126864387686e-29,1.3735396017512844e-14,3.428694212576567e-42,4.6245063747667005e-38,1.8869247670444444e-19,9.115967104160998e-25,4.250231984062149e-56,1.875405744325153e-24,0.00019543615667644924,8.25878183718554e-44,7.768467442454176e-26,6.848280671603031e-23,-1.6552771447558742e-24,-6.172052817694366e-23,5.475688971834329e-50,9.631857802544421e-51,-4.709323446957958e-24,4.372383493888457e-38,8.459294629933571e-26,2.6848580144060985e-25,3.410433728760123e-24,3.767264722341004e-31,1.310287623242919e-39,9.029850274320797e-26,2.7712627083872295e-50,-2.271784180653021e-31,-4.498528759284884e-31,5.608108321314264e-29,4.656587419465557e-32,2.499847356910771e-32,5.836947999058626e-41,2.2884838470411613e-52
5.6403191302466657e-11,0.0027149456784039327,0.1557,0.0,0.007598021487070163,0.6421473080206124,0.2018161975480651,7.563422665680114e-31,1.7227301146086615e-32,2.3849943459283218e-21,4.076006372718821e-38,5.388249954758305e-23,2.4561267515190094e-31,0.00011113842631124102,2.7413567365802303e-24,1.8001317693296327e-33,1.6051816635103272e-32,8.38024519207792e-05,9.423964688477276e-29,1.4085079186192978e-14,3.6816839159139376e-42,4.943660734904124e-38,1.967266506670911e-19,9.538930771695538e-25,4.643446939710996e-56,1.996370097260579e-24,0.00019712276622492242,9.011539313323555e-44,8.23452849583165e-26,-7.111486414621111e-25,-1.6545804508877995e-24,7.318394082821725e-24,6.033684401782005e-50,1.0805614792610433e-50,-4.373729944438374e-24,4.643316535567955e-38,8.000710777339395e-26,2.788016222874519e-25,3.5218577717515855e-24,3.950479088719123e-31,1.386055297867979e-39,8.539603522691447e-26,3.1088882364856475e-50,-2.096660458589123e-31,-4.25458039464631e-31,5.377415770311924e-29,4.9284229198523803e-32,2.4408749354615423e-32,6.151527470299955e-41,2.5966576167404063e-52
5.690583393179246e-11,0.0027149456784039327,0.1557,0.0,0.0075948842011468514,0.6421452580982624,0.20181547468735042,8.012622641818828e-31,1.8522095735804185e-32,2.485549996003436e-21,4.4304511687249267e-38,5.732202921365318e-23,2.6176564778558437e-31,0.00011186743202909696,2.916352770347737e-24,1.9025052991178182e-33,1.7246291944755948e-32,8.452531263507548e-05,1.0043260969539497e-28,1.444012194047521e-14,3.950422432095292e-42,5.280964244374701e-38,2.0501866145585143e-19,9.976638375491828e-25,5.068117585011588e-56,2.1237472853291803e-24,0.00019880818571586502,9.823446606405675e-44,8.723520940798988e-26,-2.934904259436168e-23,-1.6542707075693458e-24,3.584615902205948e-23,6.641120204747075e-50,1.210678647640768e-50,-4.06953833597096e-24,4.928242402181937e-38,7.567810114229923e-26,2.8938452648841603e-25,3.635480932444009e-24,4.140613559999059e-31,1.4653661013348242e-39,8.076812816460482e-26,3.483154555939789e-50,-1.9385993303191569e-31,-3.99888302585736e-31,5.161663925219432e-29,5.195239874366067e-32,2.3767116986213045e-32,6.459111895858765e-41,2.9427137424880804e-52
5.740847656111826e-11,0.0027149456784039327,0.1557,0.0,0.007591753687503873,0.6421432119576693,0.2018147522235646,8.483878638883653e-31,1.9899576837341584e-32,2.589299851211429e-21,4.811407072024574e-38,6.094194585810216e-23,2.7880343656004005e-31,0.00011259125055791703,3.100526963132447e-24,2.00956282335556e-33,1.851602420939323e-32,8.524777642054173e-05,1.0696441590789713e-28,1.4800545949992006e-14,4.2357027124761e-42,5.637223626081764e-38,2.1357393840704745e-19,1.042941761169159e-24,5.52636099951793e-56,2.2578002919554734e-24,0.0002004924170442433,1.069839494115639e-43,9.236318154809384e-26,2.6241485119929438e-23,-1.6547600080810454e-24,-1.9840980400978163e-23,7.301702755781255e-50,1.3547480954887153e-50,-3.776329012974937e-24,5.22773853301162e-38,7.164776702259827e-26,3.002374827442149e-25,3.751312857483072e-24,4.337850943045865e-31,1.5483450505995063e-39,7.645948084400292e-26,3.897542686622356e-50,-1.8062584376693252e-31,-3.62418450806471e-31,4.9614845250955326e-29,5.456412831836726e-32,2.3084200947858454e-32,6.759098660149348e-41,3.3308652221878418e-52
5.814496568222968e-11,0.0027149456784039327,0.1557,0.0,0.007587178966710661,0.6421402207032489,0.20181369436039542,9.216002920173926e-31,2.20763241193501e-32,2.7472254924329363e-21,5.42095090215734e-38,6.658706552434854e-23,3.0544642418320404e-31,0.00011364245696541571,3.387740359717217e-24,2.1752227363284445e-33,2.052049841983134e-32,8.63056395892171e-05,1.1717782344938253e-28,1.533841462122236e-14,4.6853046654002275e-42,6.195204988805921e-38,2.2659633029859365e-19,1.112075393652354e-24,6.263114944827194e-56,2.466842022556369e-24,0.0002029580682605793,1.2102851662669089e-43,1.0032554550742701e-25,-3.401348893358718e-23,-1.6541330799473742e-24,4.031215346391495e-23,8.373856720866339e-50,1.5937986861240525e-50,-3.390134934662613e-24,5.694131313589867e-38,6.630483315819001e-26,3.1663343387778155e-25,3.9250423416592524e-24,4.640065439911117e-31,1.6768210186693332e-39,7.07474928287624e-26,4.585105231539716e-50,-1.6163568491636717e-31,-3.1957534621943165e-31,4.700810124640958e-29,5.827864045504598e-32,2.2032762152757914e-32,7.183995560398816e-41,3.985399041534105e-52
5.88814548033411e-11,0.0027149456784039327,0.1557,0.0,0.007582618741175087,0.6421372375426785,0.20181263734565627,1.0000102548987731e-30,2.4454233021183677e-32,2.9123629296385374e-21,6.096511709173984e-38,7.265898038792234e-23,3.3419774314821627e-31,0.00011468255741746968,3.696669466429929e-24,2.351803309857028e-33,2.270762034160404e-32,8.736265432783277e-05,1.281984675214954e-28,1.5887946956201808e-14,5.174900612259219e-42,6.798393347222305e-38,2.4021308295111796e-19,1.1846200474863786e-24,7.084252378572646e-56,2.6916770262323297e-24,0.00020542117860471078,1.3665204373817468e-43,1.088473580450402e-25,-1.9758593802856967e-22,-1.65250242851556e-24,2.0380193117492487e-22,9.581892218942719e-50,1.8701664311027465e-50,-3.0061970802423177e-24,6.19502881430201e-38,6.158759426468161e-26,3.3362448232859884e-25,4.1035620567913534e-24,4.9585201639015945e-31,1.813860654063128e-39,6.57042820252478e-26,5.379972774551492e-50,-1.3696912745138648e-31,-3.0327132913303586e-31,4.473838674994914e-29,6.18496101541619e-32,2.0953186160798076e-32,7.59071018609232e-41,4.756722723023332e-52
5.961794392445253e-11,0.0027149456784039327,0.1557,0.0,0.007578072981321606,0.6421342624593129,0.20181158117712958,1.0839074135524101e-30,2.7048450804525787e-32,3.0849258362893487e-21,6.844018247186608e-38,7.918241128220334e-23,3.651889617951055e-31,0.00011571157334012699,4.028572233133353e-24,2.539839919544738e-33,2.509086284223139e-32,8.841882285397675e-05,1.400766235630391e-28,1.644920606200372e-14,5.707343611190152e-42,7.449629598011337e-38,2.544417847032356e-19,1.2606809947761938e-24,7.997846404590805e-56,2.933219005979359e-24,0.00020788175400872239,1.5400202744297456e-43,1.1795879614836593e-25,2.1792623053605055e-22,-1.656476206940954e-24,-2.1168546571001066e-22,1.094025784397824e-49,2.188912401127515e-50,-2.6951740736106144e-24,6.732458707854207e-38,5.724081231611241e-26,3.5121947705940595e-25,4.2868988999466414e-24,5.293819047449831e-31,1.9598906960387604e-39,6.105710463712563e-26,6.296694535038182e-50,-1.2665459903671559e-31,-2.565649177413678e-31,4.266334897293537e-29,6.527082498344296e-32,1.9868363940741015e-32,7.97889593827336e-41,5.6635855741686946e-52
