Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53),CHOX(64),CH2O2X(54),CH3OX(48),SX(57),OCO(174),SX(231),CH3X(25),CH4(24),CH4X(249),CH3O2X(51),C2HO2X(68),SX(130),SX(55)
5.998748622229189e-12,0.00264225016925734,0.0,0.0,0.0071309972494329864,0.7999608013052298,0.09999560718314106,0.09999999983562859,3.3771351217830975e-21,6.714287714606632e-26,3.4382453286616706e-24,4.377577298265326e-45,2.752701748190143e-49,2.466322593308166e-05,6.7613287187201935e-18,1.4239323549050434e-20,8.289608813155727e-26,4.392496371658923e-06,1.6437161804039574e-10,1.5604324867100405e-10,6.359429706245149e-23,5.212787527839481e-26,1.2403098467272642e-31,6.654259059882605e-42,2.3149666684394214e-43,4.2022221346073366e-51,2.6867003783293213e-05,1.6444400591635452e-10,2.9281950312635228e-21,4.142927834194036e-30,6.658636959927121e-42,2.742266214329653e-58,2.2555925772334876e-45,2.1938584055345147e-51,1.0325825143120165e-58,1.0683145987406091e-63,1.0762734139635495e-69,6.891775168325477e-44,1.3831637271332074e-26,3.021084392125848e-69,3.7834044885835884e-47
6.0272107005492775e-12,0.00264225016925734,0.0,0.0,0.00713074381112358,0.7999606164930224,0.09999559661376867,0.09999999983563443,3.416421936105734e-21,6.830776921925454e-26,3.487659781525532e-24,4.5405796018614325e-45,2.8637046589704074e-49,2.4779340544583284e-05,6.803959597268749e-18,1.431607160919169e-20,8.414212383694324e-26,4.403064606074074e-06,1.6436577468747498e-10,1.571840850475019e-10,6.389849947962581e-23,5.239236086591277e-26,1.2682135631939044e-31,6.835812978862598e-42,2.3596661892892234e-43,4.380007184138619e-51,2.6993758114645402e-05,1.644411468008421e-10,2.9559743062978153e-21,4.2159807254488296e-30,6.840353891799862e-42,2.8536513463444596e-58,2.321111280582386e-45,2.2683914387775516e-51,1.0762350420305099e-58,1.124193665205739e-63,1.1380533298095676e-69,7.029250073056241e-44,1.400757611567819e-26,3.158246344011923e-69,3.8974588056764777e-47
6.084134857189454e-12,0.00264225016925734,0.0,0.0,0.007130237164420399,0.7999602469010333,0.09999557566009178,0.09999999983564611,3.487174553357433e-21,7.067964955323437e-26,3.587891936790524e-24,4.882391562318349e-45,3.0974444311125825e-49,2.501154492846521e-05,6.903026548544659e-18,2.3148543691503847e-20,8.669327952514378e-26,4.424016002998486e-06,1.6435409329437268e-10,1.5947007909610455e-10,6.450681322991762e-23,5.292127392344654e-26,1.3254722442324022e-31,7.211010432311487e-42,2.450998997610738e-43,4.755577157698516e-51,2.724724676874444e-05,1.644351156180487e-10,3.011924257696993e-21,4.3648121028756526e-30,7.215893179274494e-42,3.0882811579277468e-58,2.456905790511819e-45,2.423980010084565e-51,1.1684459895181933e-58,1.2439514034519135e-63,1.2714272561996298e-69,7.310353360775433e-44,1.4363301860214875e-26,3.4492002384652414e-69,4.1340460422177616e-47
6.14105901382963e-12,0.00264225016925734,0.0,0.0,0.007129730821890045,0.7999598773522598,0.09999555495081927,0.09999999983565779,3.56642565977445e-21,7.310825913666176e-26,3.69002262360269e-24,5.246229804969082e-45,3.347602886778174e-49,2.524371621217904e-05,6.988033873365646e-18,1.2978896519944747e-20,8.933319044505205e-26,4.444722990292419e-06,1.6434241896945223e-10,1.6176170529810533e-10,6.511500559938711e-23,5.345011208350313e-26,1.3847044605113036e-31,7.602780418938164e-42,2.544945767753237e-43,5.1592453715914216e-51,2.750070875454721e-05,1.644286917212671e-10,3.0683960154608572e-21,4.517320547859985e-30,7.608027027436615e-42,3.3395109013304374e-58,2.5992458275024545e-45,2.5886145469817326e-51,1.267548879418208e-58,1.375129299292776e-63,1.4189255604297332e-69,7.599787648940419e-44,1.4724168972471517e-26,3.7636150097135604e-69,4.382296648628445e-47
6.192290754805789e-12,0.00264225016925734,0.0,0.0,0.00712927537134157,0.7999595447952942,0.09999553651912893,0.09999999983566829,3.653294451925751e-21,7.534310726946232e-26,3.7835834140043456e-24,5.5934934481462756e-45,3.587581766967267e-49,2.545264208527427e-05,7.041538446096995e-18,-2.9796839296614294e-21,9.174941699103621e-26,4.4631526195570225e-06,1.6433191806814539e-10,1.638288578027214e-10,6.566227501504475e-23,5.392600290084446e-26,1.4397394601516562e-31,7.970000967640496e-42,2.6317723504271294e-43,5.548055588744369e-51,2.7728801750068306e-05,1.6442259735793173e-10,3.1196666803600876e-21,4.6577619945831476e-30,7.975594861840998e-42,3.580623348606886e-58,2.7331542084599188e-45,2.74487758832092e-51,1.3629978221780618e-58,1.503748484042551e-63,1.5648546043298759e-69,7.867537880457935e-44,1.505335553881231e-26,4.0679875812439447e-69,4.616057857166439e-47
6.243522495781949e-12,0.00264225016925734,0.0,0.0,0.007128820162841037,0.7999592122732982,0.09999551828112621,0.0999999998356788,3.7512088467968376e-21,7.762501578560257e-26,3.8787112313449344e-24,5.96045366431993e-45,3.842379174462167e-49,2.5661541181374843e-05,7.085292360625291e-18,-2.1599649177250472e-20,9.417095387160614e-26,4.481388557178378e-06,1.6432142278294663e-10,1.6590033863277121e-10,6.62094462305241e-23,5.440183326299114e-26,1.496445379055714e-31,8.351507174667392e-42,2.7207958930925783e-43,5.962458961417638e-51,2.7956873162244027e-05,1.6441622618041199e-10,3.1713598938789574e-21,4.801256252399278e-30,8.357468052223965e-42,3.8367288398679984e-58,2.87275295817017e-45,2.90914557905462e-51,1.464723336695399e-58,1.6431487168569622e-63,1.7243607858986783e-69,8.142299823329549e-44,1.5386725539534235e-26,4.393926298183976e-69,4.859951340333109e-47
6.294754236758108e-12,0.00264225016925734,0.0,0.0,0.007128365194369324,0.7999588797862557,0.09999550023481632,0.09999999983568927,3.8226304530943826e-21,7.99545101569095e-26,3.975393252184324e-24,6.348042497674176e-45,4.112762915165235e-49,2.587041351647253e-05,7.175353528123487e-18,5.042947058932683e-20,9.662844488480447e-26,4.4994327979997555e-06,1.6431093292738346e-10,1.6797603985476434e-10,6.675651930122154e-23,5.487759662783083e-26,1.5548570906234253e-31,8.747720259336901e-42,2.8120570010586305e-43,6.40389855699343e-51,2.8184922999485852e-05,1.6440959585001218e-10,3.2234756018167014e-21,4.947842322720041e-30,8.754068749990865e-42,4.108609502914347e-58,3.018233391834256e-45,3.081756589353211e-51,1.5730788648653694e-58,1.7941302649959906e-63,1.898576000829991e-69,8.424194899715996e-44,1.5724287593223113e-26,4.742744006359165e-69,5.114313238353958e-47
6.345985977734267e-12,0.00264225016925734,0.0,0.0,0.007127910463928034,0.7999585473341501,0.09999548237822511,0.09999999983569977,3.9444189244481606e-21,8.233211571116161e-26,4.073694498561361e-24,6.757227370587215e-45,4.399532895213726e-49,2.6079259106342677e-05,7.191660185795541e-18,-1.4703318805384222e-19,9.918570721470541e-26,4.51728731627956e-06,1.64300448893538e-10,1.7005585527464193e-10,6.73034942821759e-23,5.535331245325038e-26,1.6150098511939418e-31,9.159069829510893e-42,2.9055841524923543e-43,6.873885306670837e-51,2.841295127014049e-05,1.6440272292019532e-10,3.276013750006009e-21,5.097561198876152e-30,9.16582753047037e-42,4.397080373602913e-58,3.1697915201071155e-45,3.263059971410383e-51,1.6884344403572914e-58,1.9575453977751572e-63,2.0887157637608296e-69,8.713327918082164e-44,1.606605010186474e-26,5.115820356862536e-69,5.379487277204576e-47
6.397217718710426e-12,0.00264225016925734,0.0,0.0,0.0071274559695392896,0.7999582149169656,0.09999546470939866,0.09999999983571023,4.0982276018118525e-21,8.475835760778311e-26,4.17361546045935e-24,7.189012093638216e-45,4.703522134465185e-49,2.6288077966713567e-05,7.157341754235536e-18,-1.5134390657314467e-20,1.018539228953604e-25,4.534954065980657e-06,1.6428996999409567e-10,1.7213968041280866e-10,6.785037122817483e-23,5.582895463493493e-26,1.6769392998364006e-31,9.585993964057284e-42,3.001427031418187e-43,7.374000564371995e-51,2.864095798249056e-05,1.6439562290633698e-10,3.328974284313051e-21,5.250450882124586e-30,9.593183476386777e-42,4.702990440609141e-58,3.327628296357521e-45,3.453416669579229e-51,1.8111773125931882e-58,2.1343009848336265e-63,2.2960846006427986e-69,9.009830645518329e-44,1.6412021254337236e-26,5.514604529768069e-69,5.655824850265987e-47
6.443326285588969e-12,0.00264225016925734,0.0,0.0,0.0071270471247959965,0.7999579157713438,0.09999544896639508,0.09999999983571967,4.188242907204788e-21,8.698399327707823e-26,4.264888033061406e-24,7.597800991279714e-45,4.992550897462876e-49,2.64759921002822e-05,7.198043733119546e-18,3.6341549302309924e-20,1.0432322329293362e-25,4.550695197333759e-06,1.6428054362451525e-10,1.7401846635691049e-10,6.834247670473487e-23,5.625697992683726e-26,1.7342246358546326e-31,9.983910901203795e-42,3.089702204689948e-43,7.851229947765955e-51,2.8846145598049636e-05,1.6438905077753922e-10,3.3769998606052103e-21,5.390791966212705e-30,9.991509227490447e-42,4.993949893935521e-58,3.475220149977461e-45,3.632786167052989e-51,1.928296468202364e-58,2.305582959405718e-63,2.4986016682531127e-69,9.283101109264e-44,1.6727000281162497e-26,5.896746443883515e-69,5.914370157431654e-47
6.489434852467512e-12,0.00264225016925734,0.0,0.0,0.007126638468256219,0.7999576166539837,0.09999543337251847,0.09999999983572908,4.23412429691092e-21,8.924983216242168e-26,4.357444206300744e-24,8.026524299586212e-45,5.296885694373947e-49,2.666388460695132e-05,7.306372691200818e-18,1.4866466683889515e-20,1.068243522234291e-25,4.5662871988032e-06,1.6427112168629256e-10,1.7590034311575794e-10,6.883450285660965e-23,5.668495606798717e-26,1.7930047862729844e-31,1.0395136469476449e-41,3.179891665688811e-43,8.355460849462589e-51,2.90513157639886e-05,1.6438231647475817e-10,3.425367486414187e-21,5.5337556432539045e-30,1.0403163545188135e-41,5.3004200584053726e-58,3.628218561904443e-45,3.8200708594689364e-51,2.052035330505989e-58,2.489196273791452e-63,2.7172954965561375e-69,9.562532849790193e-44,1.7045400449254163e-26,6.302104291149084e-69,6.182515966345662e-47
6.535543419346055e-12,0.00264225016925734,0.0,0.0,0.007126229998519864,0.7999573175648735,0.09999541792638587,0.0999999998357385,4.291120968694235e-21,9.155625666221616e-26,4.451330477313054e-24,8.475993523891679e-45,5.6172067452268125e-49,2.685175549797151e-05,7.404464448824051e-18,1.1034872611865646e-20,1.0941365394727392e-25,4.581731453411233e-06,1.64261704107776e-10,1.7778523799263602e-10,6.932644972306556e-23,5.71128825540665e-26,1.8533065262198596e-31,1.0820007955495704e-41,3.2720098378118467e-43,8.888002966141515e-51,2.9256468486214875e-05,1.6437542940399573e-10,3.474077122344722e-21,5.679368699207052e-30,1.0828484527641959e-41,5.623094666390088e-58,3.786779620169865e-45,4.015559049989797e-51,2.182714551102521e-58,2.685928036321422e-63,2.953325097711839e-69,9.848198377016621e-44,1.7367227299195725e-26,6.731890341853478e-69,6.46053469529716e-47
6.581651986224598e-12,0.00264225016925734,0.0,0.0,0.007125821714199789,0.7999570185040021,0.09999540262662714,0.09999999983574792,4.37352956981608e-21,9.390364900774851e-26,4.5465659547317e-24,8.947046675952914e-45,5.9542186483055074e-49,2.7039604784415886e-05,7.467086546172042e-18,1.4930379105151023e-20,1.120523980017827e-25,4.597029331348695e-06,1.6425229082521484e-10,1.796730793566346e-10,6.981831734314421e-23,5.75407607113946e-26,1.9151568813060313e-31,1.1258868408129278e-41,3.366101593263324e-43,9.450219009132058e-51,2.946160377059546e-05,1.643683984379595e-10,3.5231287290227515e-21,5.8276593392509205e-30,1.1267816061768683e-41,5.9626924611219385e-58,3.951062493250716e-45,4.2195473114399725e-51,2.320667737051458e-58,2.896609134626596e-63,3.2079231372841314e-69,1.0140189836156564e-43,1.7692486240176207e-26,7.187369777211621e-69,6.748703993600997e-47
6.627760553103141e-12,0.00264225016925734,0.0,0.0,0.007125413613921664,0.7999567194713578,0.09999538747188481,0.09999999983575732,4.4524337539968364e-21,9.629239125050843e-26,4.643140610738672e-24,9.44054892212303e-45,6.308651035599894e-49,2.722743247727922e-05,7.529599948539562e-18,1.800502006193006e-20,1.146772007928297e-25,4.61218219010951e-06,1.6424288177221942e-10,1.8156379662908738e-10,7.031010575562736e-23,5.7968589332479e-26,1.9785831274562233e-31,1.171206668664145e-41,3.462211192101026e-43,1.0043526414607199e-50,2.9666721622957292e-05,1.643612319468618e-10,3.5725222670951875e-21,5.978655771021927e-30,1.1721507872037225e-41,6.3199578725142995e-58,4.121230540044963e-45,4.432340663915739e-51,2.4662418676655574e-58,3.122116325583785e-63,3.482399974066655e-69,1.0438610723938166e-43,1.8021182551925254e-26,7.669862532871166e-69,7.047306788368763e-47
6.673869119981684e-12,0.00264225016925734,0.0,0.0,0.0071250056963238564,0.7999564204669297,0.09999537246081408,0.09999999983576673,4.520644621782888e-21,9.872286524986541e-26,4.741058515846045e-24,9.957393242754764e-45,6.681259240608078e-49,2.7415238587589465e-05,7.60734776882512e-18,1.3800763991612218e-20,1.1730816726688872e-25,4.627191374614654e-06,1.6423347694863797e-10,1.8345732027087258e-10,7.080181499907171e-23,5.839636810817329e-26,2.0436127907315864e-31,1.2179957508726343e-41,3.56036132562152e-43,1.066939909768302e-50,2.9871822049087593e-05,1.643539378272105e-10,3.622257697229794e-21,6.1323852900103846e-30,1.2189915569161314e-41,6.695661705657684e-58,4.297451214145577e-45,4.654252788319144e-51,2.6197977219507473e-58,3.363374566368919e-63,3.7781479022977067e-69,1.0743558111845484e-43,1.8353321386622357e-26,8.180745198953836e-69,7.356631330962381e-47
6.719977686860227e-12,0.00264225016925734,0.0,0.0,0.007124597960057324,0.7999561214907066,0.09999535759208254,0.09999999983577613,4.587039920790152e-21,1.0119545266114651e-25,4.840334655133004e-24,1.0498501104531861e-44,7.072824980356327e-49,2.760302312631586e-05,7.691634942899963e-18,1.5454760921160702e-20,1.19986076502809e-25,4.642058217312988e-06,1.6422407633639474e-10,1.853535817696235e-10,7.129344511187823e-23,5.882409697003292e-26,2.1102736471418635e-31,1.2662901498403899e-41,3.66056913283708e-43,1.1329369257351379e-50,3.0076905054734243e-05,1.643465235283802e-10,3.672334980115169e-21,6.288874800203839e-30,1.2673400698667901e-41,7.090601844036301e-58,4.4798952134764766e-45,4.885606231838134e-51,2.7817103183988327e-58,3.6213592104244e-63,4.0966456337166035e-69,1.1055121439547466e-43,1.8688907770777054e-26,8.72145296912059e-69,7.676971243083285e-47
6.76608625373877e-12,0.00264225016925734,0.0,0.0,0.0071241904037854875,0.7999558225426773,0.09999534286437017,0.09999999983578552,4.661738036340034e-21,1.037105349240324e-25,4.940985028157965e-24,1.1064823144169999e-44,7.484157049913038e-49,2.779078610431086e-05,7.76845120033459e-18,1.4093057027967498e-20,1.2272501958519919e-25,4.656784038291298e-06,1.642146799023028e-10,1.8725251362637908e-10,7.178499613229595e-23,5.925177691697025e-26,2.1785937224492037e-31,1.3161265233792136e-41,3.76286359959801e-43,1.2025029227125664e-50,3.028197064560618e-05,1.6433899607756996e-10,3.722754076460613e-21,6.448151705925296e-30,1.3172330789353048e-41,7.505603965726876e-58,4.6687362752588996e-45,5.1267325767747657e-51,2.952369365867251e-58,3.897098326744451e-63,4.439462999605426e-69,1.1373391512734372e-43,1.9027946607083875e-26,9.293481635117978e-69,8.008625562536688e-47
6.812194820617313e-12,0.00264225016925734,0.0,0.0,0.007123783026184117,0.7999555236228307,0.09999532827636916,0.09999999983579491,4.7370356634060694e-21,1.0626849325120893e-25,5.0430138943883204e-24,1.165733986206257e-44,7.916092027819417e-49,2.7978527532314675e-05,7.843586321900937e-18,1.708407649077694e-20,1.2550587910389492e-25,4.67137014539244e-06,1.642052875871394e-10,1.891540493422454e-10,7.22764680983596e-23,5.967940737410602e-26,2.2486012919653027e-31,1.3675421294772312e-41,3.867280763227431e-43,1.275803336649882e-50,3.04870188273737e-05,1.6433136210360545e-10,3.773514946995916e-21,6.610243873063225e-30,1.3687079401640797e-41,7.941522270883815e-58,4.8641517254485693e-45,5.377972600505674e-51,3.1321797243510417e-58,4.1916750947115906e-63,4.80826585246833e-69,1.1698464696164083e-43,1.9370442676255362e-26,9.898389632003765e-69,8.351898788707338e-47
6.8583033874958555e-12,0.00264225016925734,0.0,0.0,0.007123375825941222,0.7999552247311561,0.09999531382678388,0.0999999998358043,4.81370062473823e-21,1.0886970861728393e-25,5.146430849566357e-24,1.2277062326130217e-44,8.369494992715645e-49,2.8166247421017225e-05,7.917770936125644e-18,1.3494184644401812e-20,1.283227563370632e-25,4.685817834336628e-06,1.6419589938035828e-10,1.9105812340562458e-10,7.276786104786011e-23,6.010698874971356e-26,2.320324880341797e-31,1.420574831054519e-41,3.973851196073891e-43,1.3530099994421676e-50,3.069204960566888e-05,1.6432362785956053e-10,3.824617552471143e-21,6.775179138289861e-30,1.421802617584332e-41,8.39924022074235e-58,5.066322866187464e-45,5.639676463646182e-51,3.3215618759363074e-58,4.5062304432149913e-63,5.204821182663726e-69,1.2030439266188962e-43,1.9716400638832613e-26,1.053780013697636e-68,8.707100927739122e-47
6.9044119543743984e-12,0.00264225016925734,0.0,0.0,0.007122968801756935,0.7999549258676424,0.09999529951433068,0.09999999983581367,4.8861032782625256e-21,1.1151456174800271e-25,5.251241341722449e-24,1.2925032886779402e-44,8.845260252152452e-49,2.8353945781048443e-05,7.997782441132964e-18,1.7617963910038296e-20,1.3117520482753257e-25,4.700128388831437e-06,1.641865152466672e-10,1.929646712798996e-10,7.325917501837623e-23,6.053452020132896e-26,2.393793261353237e-31,1.4752631007069163e-41,4.08260024202804e-43,1.434301336848523e-50,3.089706298608587e-05,1.6431579924403947e-10,3.8760618536565185e-21,6.942985030880554e-30,1.4765556880313996e-41,8.87967128917958e-58,5.2754348298296083e-45,5.91220392109617e-51,3.520952406841787e-58,4.8419655967960084e-63,5.631002472318595e-69,1.2369412286716227e-43,2.006582503697243e-26,1.121340322001801e-68,9.074547537393809e-47
6.950520521252941e-12,0.00264225016925734,0.0,0.0,0.007122561952343396,0.7999546270322788,0.09999528533773779,0.09999999983582306,4.964702833606185e-21,1.1420343310976358e-25,5.35746133827128e-24,1.3602325903299282e-44,9.344312083942676e-49,2.8541622622979754e-05,8.073608199916205e-18,1.2317294183833647e-20,1.3407577181139996e-25,4.714303080682342e-06,1.6417713517559292e-10,1.948736293911242e-10,7.375041004731438e-23,6.096200290810007e-26,2.4690354576726327e-31,1.5316460254375323e-41,4.1935544197580706e-43,1.519862571149291e-50,3.110205897418128e-05,1.6430788182115004e-10,3.9278478113423265e-21,7.113689088179467e-30,1.5330063459488886e-41,9.383759727242354e-58,5.491676351342148e-45,6.195924525935044e-51,3.7308045009463615e-58,5.200144897742208e-63,6.088795301245066e-69,1.271547936989926e-43,2.0418720296211265e-26,1.1926958045876126e-68,9.454559771579325e-47
6.996629088131484e-12,0.00264225016925734,0.0,0.0,0.007122155276424649,0.7999543282250547,0.09999527129574527,0.09999999983583244,5.037856237607444e-21,1.1693670289941478e-25,5.465092507980025e-24,1.4310048481465248e-44,9.867605489787324e-49,2.8729277957288654e-05,8.155349342481666e-18,1.9869570739896162e-20,1.370181040654288e-25,4.72834316989924e-06,1.6416775910075765e-10,1.9678493511562845e-10,7.424156617190317e-23,6.138943555302631e-26,2.546080740640098e-31,1.58976331137631e-41,4.3067450876247945e-43,1.6098859285039366e-50,3.130703757547449e-05,1.6429988083933616e-10,3.979975386338796e-21,7.287318943716562e-30,1.591194408182003e-41,9.912481340368349e-58,5.715239825078208e-45,6.491217816953668e-51,3.95158844471593e-58,5.582098472535305e-63,6.580303202459923e-69,1.3068737634530223e-43,2.0775090727206646e-26,1.2680295129982188e-68,9.847464424552796e-47
7.042737655010027e-12,0.00264225016925734,0.0,0.0,0.007121748772736521,0.7999540294459595,0.09999525738710484,0.09999999983584182,5.121780742701751e-21,1.1971475103431301e-25,5.574154525139788e-24,1.5049341222164343e-44,1.0416126960963419e-48,2.891691179439677e-05,8.227744986287957e-18,9.519327359274428e-21,1.4000993367478084e-25,4.742249904810621e-06,1.641583870331195e-10,1.986985267677286e-10,7.473264342917231e-23,6.181682005683946e-26,2.6249586300250325e-31,1.64965528848773e-41,4.422203034027129e-43,1.7045708509846017e-50,3.151199879544808e-05,1.64291801249198e-10,4.032444539475924e-21,7.463902461414629e-30,1.651160318760111e-41,1.0466844278054568e-57,5.946321525357106e-45,6.798473507007387e-51,4.183792143451288e-58,5.989225406259725e-63,7.107753779143681e-69,1.3429285183623122e-43,2.11349405274565e-26,1.347531864985782e-68,1.025359397480274e-46
7.08884622188857e-12,0.00264225016925734,0.0,0.0,0.007121342440026524,0.7999537306949823,0.09999524361057982,0.09999999983585117,5.191464952957756e-21,1.225379571426457e-25,5.6846403581738006e-24,1.5821378981167635e-44,1.0990895256200449e-48,2.9104524144636047e-05,8.314087337253957e-18,2.434891393325626e-20,1.4303675731625653e-25,4.756024522168128e-06,1.6414901889270928e-10,2.0061434358773718e-10,7.522364185594226e-23,6.224415367750058e-26,2.705698893781943e-31,1.7113629152667048e-41,4.539958741756084e-43,1.8041242133699678e-50,3.171694263954804e-05,1.6428364772033482e-10,4.085255231603324e-21,7.643467337777215e-30,1.7129451536686182e-41,1.1047889836088499e-57,6.185121701784873e-45,7.118091685598566e-51,4.427921649081759e-58,6.422996457843617e-63,7.673505085616602e-69,1.3797222247148995e-43,2.1498273782996455e-26,1.4314008811876166e-68,1.0673286628606598e-46
7.134954788767113e-12,0.00264225016925734,0.0,0.0,0.0071209362770537354,0.7999534319721128,0.09999522996494498,0.09999999983586054,5.284217762668154e-21,1.2540670055401559e-25,5.7965832616634534e-24,1.6627371640269887e-44,1.1592962191978666e-48,2.9292115018306708e-05,8.38060145796506e-18,2.6772033810489438e-21,1.461193263546661e-25,4.769668247260097e-06,1.641396547319657e-10,2.0253232573015937e-10,7.571456148884556e-23,6.267144040307235e-26,2.7883315477999537e-31,1.7749277834221934e-41,4.66003926355404e-43,1.9087605448241193e-50,3.192186911318422e-05,1.64275424657223e-10,4.1384074235900985e-21,7.826041471456263e-30,1.7765906256097008e-41,1.165669327159595e-57,6.431844578345154e-45,7.450483030617801e-51,4.684501699778043e-58,6.884957719917623e-63,8.280052299367191e-69,1.4172647278050596e-43,2.1865094470075293e-26,1.5198424273405373e-68,1.110688636325754e-46
7.181063355645656e-12,0.00264225016925734,0.0,0.0,0.007120530282588703,0.7999531332773405,0.09999521644898643,0.09999999983586991,5.3432011055035465e-21,1.2832136029029035e-25,5.909955696392522e-24,1.7468564889917082e-44,1.2223413445368365e-48,2.9479684425594457e-05,8.478646002048442e-18,3.545700873797779e-20,1.4923151285215644e-25,4.783182294008351e-06,1.6413029439919592e-10,2.0445241425202264e-10,7.620540236433014e-23,6.309867435894511e-26,2.872886855646114e-31,1.8403921225487934e-41,4.782477165657618e-43,2.0187022555476378e-50,3.2126778221730605e-05,1.6426713621417903e-10,4.19190107632471e-21,8.011652399634787e-30,1.8421390887521587e-41,1.2294364631033058e-57,6.686698316264879e-45,7.796069017663485e-51,4.954076271634059e-58,7.376733107056022e-63,8.93003467173499e-69,1.4555661966890247e-43,2.2235406456809007e-26,1.6130704622077154e-68,1.1554742969956796e-46
7.227171922524199e-12,0.00264225016925734,0.0,0.0,0.007120124455413325,0.7999528346106551,0.09999520306150156,0.09999999983587925,5.457736531095909e-21,1.3128231505670223e-25,6.024824439830386e-24,1.8346241023328943e-44,1.2883369369408447e-48,2.9667232376684544e-05,8.527952419407334e-18,-1.4804470327899376e-20,1.5241746115268935e-25,4.796567865086305e-06,1.64120938048164e-10,2.0637455110122065e-10,7.669616451867027e-23,6.352586460038522e-26,2.959395328302773e-31,1.907798804785832e-41,4.9072990336086375e-43,2.1341798684529117e-50,3.233166997052564e-05,1.642587863094764e-10,4.245736150714873e-21,8.200328320264662e-30,1.909633543469923e-41,1.296204959112185e-57,6.949895134590998e-45,8.155282126569657e-51,5.237209142481659e-58,7.900028985534308e-63,9.626242802375196e-69,1.4946363812589178e-43,2.2609213504813657e-26,1.7113072913057778e-68,1.2017212096371378e-46
7.273280489402742e-12,0.00264225016925734,0.0,0.0,0.007119718794320759,0.7999525359720463,0.09999518980129893,0.0999999998358886,5.48479008745168e-21,1.3428994323320066e-25,6.141106452185929e-24,1.9261719742159897e-44,1.3573985821054916e-48,2.985475888159363e-05,8.655779173832995e-18,6.43191201629869e-20,1.556164382739094e-25,4.8098261520045775e-06,1.6411158536901842e-10,2.0829867910508693e-10,7.718684798794064e-23,6.395299706425928e-26,3.047887723899216e-31,1.9771913494646636e-41,5.034542964825744e-43,2.2554322559199605e-50,3.253654436487264e-05,1.6425037863867657e-10,4.299912607687377e-21,8.392096489867157e-30,1.9791176410699225e-41,1.3660930312741248e-57,7.221651298685811e-45,8.528566049685532e-51,5.534484468063642e-58,8.456635689048134e-63,1.037162618930739e-68,1.5344859414579335e-43,2.298651927081727e-26,1.814783826540557e-68,1.2494655288856118e-46
7.319389056281285e-12,0.00264225016925734,0.0,0.0,0.0071193132981153045,0.7999522373615038,0.09999517666719808,0.09999999983589795,5.657857053341271e-21,1.373446228660383e-25,6.258961234317086e-24,2.0216358973761378e-44,1.4296455001762184e-48,3.0042263950428647e-05,8.656059099475668e-18,-6.249945110362921e-20,1.589390838495086e-25,4.822958335243226e-06,1.6410223678503954e-10,2.1022474195900217e-10,7.767745280804754e-23,6.438009421014185e-26,3.1383950474377196e-31,2.0486139277429976e-41,5.1642269850652074e-43,2.3827068817089967e-50,3.274140141003997e-05,1.6424191668721177e-10,4.354430408188001e-21,8.586985810373033e-30,2.0506356885081383e-41,1.4392226307851295e-57,7.502187350202006e-45,8.916375908449686e-51,5.8465073706056515e-58,9.048434458675653e-63,1.1169301164036816e-68,1.5751242236818926e-43,2.3367327308250872e-26,1.9237398517087965e-68,1.2987440034338379e-46
7.365497623159828e-12,0.00264225016925734,0.0,0.0,0.007118907965612311,0.7999519387790173,0.0999951636580296,0.09999999983590731,5.588440428221282e-21,1.4044673165961346e-25,6.378147964810252e-24,2.1211555700180606e-44,1.5052006310820797e-48,3.022974759298924e-05,8.869064960470099e-18,1.4513137609835284e-19,1.6224800238083732e-25,4.8359655843097934e-06,1.6409289153809422e-10,2.1215268421536744e-10,7.816797901468661e-23,6.480711957330936e-26,3.2309485505141545e-31,2.1221113672279392e-41,5.296402987355885e-43,2.5162600481126895e-50,3.294624111126153e-05,1.642334037422554e-10,4.409289513181315e-21,8.785022442536241e-30,2.124232653095548e-41,1.5157195319555622e-57,7.791727835388613e-45,9.319178470607949e-51,6.173904540214502e-58,9.677395653678165e-63,1.2022559057552683e-68,1.6165629976074478e-43,2.3751641068819157e-26,2.0384242941219702e-68,1.3495939801861952e-46
7.406995333350516e-12,0.00264225016925734,0.0,0.0,0.0071185433053549225,0.7999516700787588,0.09999515205563725,0.0999999998359157,5.3566521393111975e-21,1.4327949339717504e-25,6.4865866382189185e-24,2.2143096152736762e-44,1.5761334465921342e-48,3.0398464560011403e-05,9.21112913434554e-18,1.620960400706469e-20,1.650846620061066e-25,4.84756624762483e-06,1.6408448434264147e-10,2.13889393989237e-10,7.860938541547135e-23,6.519140816878309e-26,3.316022214721701e-31,2.1900706517454051e-41,5.417450743408945e-43,2.6420452054479737e-50,3.313058201758548e-05,1.6422570105832203e-10,4.458954490768762e-21,8.965964239777308e-30,2.192285096715007e-41,1.587552889673095e-57,8.060201264524887e-45,9.694914860785892e-51,6.482242815016683e-58,1.027694286613594e-62,1.2840882596473139e-68,1.6545457660326882e-43,2.410052361869509e-26,2.1467514147248725e-68,1.3967339461814389e-46
