Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236),SX(357),SX(497),OCCO(227),SX(387),SX(190),SX(577),SX(213),SX(496),S(309),SX(390),C2H4O3(79),SX(386),SX(747),SX(616),S(233),SX(1122),SX(1168),SX(1172),SX(217),SX(993),SX(1423),S(257),SX(1479)
3.4352896468651234e-10,0.0005579325240476547,0.0915567593028733,0.0,0.000982327093322612,0.4509058995047398,3.7585900309294676e-19,0.45690061232085666,8.521285313603233e-18,6.337020320233051e-23,1.9497489404850964e-13,1.1408712824890489e-22,-5.469607283312602e-31,4.5878907602084203e-05,1.3025453030270388e-19,4.780509456415875e-21,2.0577505622328615e-18,4.2872489817313224e-18,1.9973560177939765e-11,6.046756072160864e-18,-3.855679638992797e-21,1.9619092881163635e-15,3.973914516041667e-21,3.007094504624155e-23,4.804763943031775e-31,6.720838905850358e-24,0.0006137893973642557,3.2197654766983255e-19,9.369982379989639e-26,-4.694631629848191e-21,8.476905333918572e-25,4.752078034403182e-21,1.573511964142765e-25,2.6882407035671994e-24,-8.994215159131785e-30,-1.645177511989013e-39,-2.168362485981886e-27,1.1201056761915951e-27,4.945551085399051e-27,5.654074739753687e-33,-5.222839188969941e-40,-6.388723386029175e-25,1.191728125943264e-23,-2.3022863780920503e-31,-5.891642626920693e-31,-4.81840602310648e-28,-1.8046984034168133e-29,-2.463975606532545e-31,-1.6766753198533536e-38,2.27848221781145e-45,1.460867424126057e-48,9.907826823087356e-46,2.153914982365173e-54,6.889129155900562e-44,-1.4269769401666063e-36,-4.962781549867789e-52,-1.2886309864507148e-58,1.8728682275478344e-36,2.011713591625542e-36,-4.4523263708997045e-60,7.614191421239306e-34,4.938397263163617e-30,2.6803119125766694e-27,-1.336547755838375e-28,3.681406170004344e-46,6.373939899118263e-33,1.8926274244640705e-40,5.182220687460474e-37,-7.638950374012692e-30,-1.1811530303853065e-27
3.4505866712898913e-10,0.0005579325240476547,0.0915567593028733,0.0,0.0009805541786376889,0.4509040856467785,3.7905593721102077e-19,0.45690061232078694,8.563134051539399e-18,6.388275220482775e-23,1.9575750189436488e-13,1.2293305892442977e-22,-5.461171379854828e-31,4.5797020914482374e-05,1.3116637415484197e-19,4.780351913082726e-21,2.0571495832966605e-18,4.301912208527966e-18,2.0042529750320805e-11,6.071020820899759e-18,8.434625472455651e-21,1.961855946753958e-15,4.030443385530136e-21,-3.3020220692142503e-24,4.820027372526689e-31,7.245558894229702e-24,0.0006156441986686117,3.2269353907169334e-19,9.482395500308125e-26,3.738718571031338e-22,8.240778470905421e-25,-2.274736858321768e-22,1.577068135749176e-25,2.707352127652263e-24,-9.350334912901271e-30,-8.955000502087761e-40,-2.1952936015473898e-27,1.1246706083875603e-27,4.965643472723381e-27,7.781862672989706e-34,-4.869698568106908e-40,-6.3769129419846905e-25,1.2000948107297517e-23,-2.3998132233541444e-31,-5.806818154449753e-31,-4.872634480178918e-28,-1.8235590017252207e-29,-2.6373040907944496e-31,-1.692125779342269e-38,2.3272056050267647e-45,1.4939354034597188e-48,9.987851327680315e-46,2.1955263321912054e-54,3.5552734335893555e-44,-1.5008839452062342e-36,-4.952442146011177e-52,-1.2999179533695533e-58,1.9049608613553765e-36,2.030492463163578e-36,-4.546450919060747e-60,7.494520109878643e-34,5.0320225403861224e-30,2.8955933983978597e-27,1.1863512358976415e-29,-1.4975432430795273e-47,-2.431292453954356e-34,8.766752984829831e-40,5.279041452435696e-37,-7.847327084276877e-30,-1.2201254359881307e-27
3.4643539932721826e-10,0.0005579325240476547,0.0915567593028733,0.0,0.0009789633936520977,0.45090245812058793,3.819424911855916e-19,0.4569006123207242,8.600762287762396e-18,6.434505817872526e-23,1.9646063745615864e-13,1.2336839049804945e-22,-5.267693840660389e-31,4.5723538388020346e-05,1.319877430667925e-19,4.780210323183953e-21,2.0565802742507443e-18,4.3150745927327445e-18,2.0104487655992595e-11,6.092821502931917e-18,-9.07561298630632e-21,1.9618079189624682e-15,4.066076824066263e-21,-9.414548634978482e-24,4.831754788155057e-31,7.26513680389184e-24,0.0006173084661217416,3.233343945733678e-19,9.578067366387828e-26,1.6278443551101428e-21,8.04947544634018e-25,-1.3771882516281604e-21,1.5802468496395438e-25,2.7245625783018937e-24,-9.584260242683613e-30,-1.2166888693043664e-39,-2.2191746497179065e-27,1.128771969118814e-27,4.983695445749898e-27,-3.8275751864602504e-33,-4.828531969254351e-40,-6.148958469890331e-25,1.2076278570359644e-23,-3.0795091864717362e-31,-4.5580076512721115e-31,-4.921331150457584e-28,-1.8413748363210705e-29,-2.6793541479793235e-31,-1.706016383680539e-38,2.3717154324666342e-45,1.522478102076449e-48,1.0065244774858308e-45,2.2340672231601766e-54,-7.14637620682939e-44,-1.5713557797895905e-36,-4.614898398716983e-52,-1.3323913770607422e-58,1.9341651517134738e-36,2.0474579853764216e-36,-4.238441569758303e-60,6.9458539246484995e-34,5.1362112147477496e-30,2.7280500206543687e-27,4.439086931317658e-29,-1.4884204191712158e-46,-2.6019017745876634e-33,1.3105946382597852e-39,5.3738119427237075e-37,-7.799463482966258e-30,-1.199853571021839e-27
3.478121315254474e-10,0.0005579325240476547,0.0915567593028733,0.0,0.0009773771785463812,0.45090083526606395,3.848378455378173e-19,0.45690061232066165,8.638356577960052e-18,6.480830828912036e-23,1.9716262823848522e-13,1.123162495676556e-22,-5.099313557988013e-31,4.565025943383704e-05,1.3280933716213735e-19,4.7800689226802096e-21,2.0559844028716335e-18,4.3282043616622085e-18,2.0166337100852705e-11,6.1145866311997984e-18,-1.168520235931188e-21,1.9617598721961526e-15,4.026235996818809e-21,7.315404053748553e-23,4.837001422404511e-31,6.594382204972845e-24,0.0006189679601222369,3.2397107467347104e-19,9.673483521588638e-26,-1.1218177158736957e-20,9.135304181538943e-25,1.1531936827849311e-20,1.5834050088304096e-25,2.7417824012793926e-24,-9.680131538395422e-30,-2.023705163402107e-39,-2.2418312117882837e-27,1.1328666400610385e-27,5.001717988562135e-27,1.5966465902922837e-32,-5.1274252965688905e-40,-5.950515134864278e-25,1.2151636557038417e-23,-1.321038628491921e-31,-6.628751532855744e-31,-4.966121758438737e-28,-1.8592433901350544e-29,-2.61691841553236e-31,-1.719216498203739e-38,2.416851808378095e-45,1.521686168428959e-48,1.0136305045857313e-45,2.2725851396173655e-54,2.119551599669912e-43,-1.616115421614116e-36,-4.884160732434553e-52,-1.3336249005418143e-58,1.963651345865712e-36,2.064484539609508e-36,-4.2303828890782716e-60,8.994442827417967e-34,5.230440216755288e-30,2.889166098002091e-27,-3.1882402141730585e-28,8.956626318925922e-46,1.5527969300649473e-32,-8.297726305704884e-40,5.4642510620674284e-37,-7.678240163221414e-30,-1.162710879980093e-27
3.491888637236765e-10,0.0005579325240476547,0.0915567593028733,0.0,0.0009757955201443763,0.4508992170697531,3.8774197841891215e-19,0.4569006123205992,8.675916739167785e-18,6.527248562754575e-23,1.9786347729891401e-13,1.2114061534754798e-22,-5.073053377398586e-31,4.557718349471815e-05,1.3363375919987315e-19,4.7799277131965655e-21,2.0553623215536313e-18,4.34130159977172e-18,2.0228078332081027e-11,6.1363162802645296e-18,2.819293176362522e-20,1.961711806829074e-15,4.1046571043647064e-21,1.4766494277034242e-23,4.852794720098493e-31,7.118598510220536e-24,0.0006206226944019052,3.2460360573240245e-19,9.771694634823931e-26,-2.560531276097364e-21,8.263841293913016e-25,2.8655051838654418e-21,1.5865427443375581e-25,2.7590113472088786e-24,-9.712719809838965e-30,-5.7777980045763586e-40,-2.2638050218828748e-27,1.136954638467214e-27,5.0197111849348234e-27,8.6811690351197e-33,-4.508503790678727e-40,-5.9199345233175205e-25,1.222702093746373e-23,-1.2206603602963597e-31,-6.748915947112767e-31,-5.010119190325063e-28,-1.876568436053713e-29,-2.5566172094861055e-31,-1.7318795931523708e-38,2.4625574075972406e-45,1.5544720175117532e-48,1.0201218288699871e-45,2.3109971032177072e-54,1.8697094497345596e-43,-1.6245684187427703e-36,-5.593887423440262e-52,-1.3255416168091329e-58,1.993420089040158e-36,2.0815720209926253e-36,-4.943149846415762e-60,7.2468614987509846e-34,5.30688863212479e-30,2.627032533237253e-27,-6.82556516275002e-29,2.6025947321404747e-46,4.575168645053974e-33,-5.417131142540073e-41,5.532122855414599e-37,-7.686994389389506e-30,-1.1564057699825896e-27
3.5056559592190565e-10,0.0005579325240476547,0.0915567593028733,0.0,0.0009742184053114475,0.4508976035182417,3.9065486803683875e-19,0.45690061232053686,8.71344259168531e-18,6.573758592479601e-23,1.985631881810367e-13,1.3873750739003275e-22,-5.137527824238147e-31,4.550431001403248e-05,1.3446010380286897e-19,4.7797866944796965e-21,2.0547143789645904e-18,4.354366391312232e-18,2.0289711734885845e-11,6.158010580096204e-18,-1.0375333249111495e-20,1.9616637229636267e-15,4.239688509164637e-21,-1.1021183327388823e-22,4.873012443610496e-31,8.170041757060001e-24,0.000622272682652849,3.2523201381313504e-19,9.870464099014653e-26,1.736073500983984e-20,6.378023591801553e-25,-1.7093894648098015e-20,1.5896601850049117e-25,2.776249169348197e-24,-9.75438015603727e-30,1.6937286757355387e-41,-2.2858356730835446e-27,1.1410359833666753e-27,5.037675102494647e-27,-2.589115685365517e-32,-4.093674038542583e-40,-5.996709401849147e-25,1.230243059295886e-23,-4.545841402677899e-31,-2.339112294266296e-31,-5.055915530008466e-28,-1.8933632341019198e-29,-2.553747130245238e-31,-1.7443726800198567e-38,2.508861476780467e-45,1.61881680218779e-48,1.0265852203603969e-45,2.3509895021449368e-54,-3.604887854304464e-43,-1.6142880340374466e-36,-5.963051391424515e-52,-1.3849306269498477e-58,2.023489159939612e-36,2.098720324919947e-36,-5.66981971681397e-60,3.489151260878372e-34,5.380362413557708e-30,2.0823687967190087e-27,4.908254106255502e-28,-1.4129804196221717e-45,-2.452552280081901e-32,3.448703683033034e-39,5.590037739685778e-37,-7.772719159142415e-30,-1.1682290567682953e-27
3.519423281201348e-10,0.0005579325240476547,0.0915567593028733,0.0,0.0009726458209525513,0.45089599459815544,3.9357649265616795e-19,0.45690061232047463,8.750933959036324e-18,6.620359705461235e-23,1.9926176376250378e-13,1.1809164961649835e-22,-5.199800442055211e-31,4.543163843573485e-05,1.352843801227706e-19,4.7796458653946136e-21,2.0540409200787726e-18,4.367398820330235e-18,2.0351237567292432e-11,6.179669610616093e-18,-3.806591048097987e-20,1.9616156206132022e-15,4.110684225760809e-21,7.267586274936204e-23,4.870106682408715e-31,6.922532088279226e-24,0.0006239179385275863,3.258563249716747e-19,9.970609646850867e-26,-1.128857458767192e-20,9.175484210420877e-25,1.1533349077706498e-20,1.592757457888592e-25,2.793495623546252e-24,-9.845066809474634e-30,-2.886979735168404e-39,-2.3085916654461082e-27,1.1451106851061242e-27,5.055609817715134e-27,8.320952094198537e-33,-5.453424475394773e-40,-6.068596421473611e-25,1.2377864419774441e-23,-2.947087760997792e-31,-4.586915822280721e-31,-5.1004675312202325e-28,-1.9102060054028116e-29,-2.5966858851359774e-31,-1.7571861268860664e-38,2.555892952209683e-45,1.6050977778445425e-48,1.0334457649795813e-45,2.3917844705698345e-54,-7.040277701701558e-46,-1.6153047102545932e-36,-5.260561984501212e-52,-1.4441684419498983e-58,2.0538707551932588e-36,2.1159293470071173e-36,-4.815602857939068e-60,8.754443766867593e-34,5.4588249411349215e-30,2.954318691480464e-27,-3.251140023340014e-28,8.286376420849359e-46,1.4283567127422398e-32,1.6310660059231873e-40,5.6762979757283875e-37,-7.797351147623366e-30,-1.1655677275823159e-27
3.533190603183639e-10,0.0005579325240476547,0.0915567593028733,0.0,0.0009710777540113898,0.4508943902961589,3.9650683059793963e-19,0.4569006123204125,8.788390667929349e-18,6.667051016226799e-23,1.9995920673070925e-13,1.1178759004415538e-22,-5.177827213293755e-31,4.535916820441021e-05,1.361109899519223e-19,4.7795052270480976e-21,2.053342286210243e-18,4.380398970669847e-18,2.0412656037080124e-11,6.201293431695341e-18,5.1017955077137644e-20,1.96156749990756e-15,4.07245217331465e-21,1.4842778579753162e-22,4.876381688943698e-31,6.536931085870269e-24,0.0006255584756391735,3.264765652945704e-19,1.0073187703216635e-25,-2.3926805063967037e-20,1.0498055226907886e-24,2.4199235027457564e-20,1.5958346895810679e-25,2.8107504682029447e-24,-9.941051386457367e-30,-1.6986578454224683e-39,-2.331653254262739e-27,1.1491787556679105e-27,5.073515414849727e-27,4.10637900801953e-32,-5.264876933387452e-40,-6.040788010891563e-25,1.2453321319779737e-23,1.138458764360709e-31,-1.0158881006627074e-30,-5.1442350859189665e-28,-1.9273833813966302e-29,-2.6241404542342384e-31,-1.770175847866805e-38,2.603579662242385e-45,1.5918097730914355e-48,1.0408901262313394e-45,2.430978965612385e-54,6.440383707098191e-43,-1.6333040468612748e-36,-4.3243443242243096e-52,-1.421163004831486e-58,2.0845659896088956e-36,2.1331989830959815e-36,-3.5792356632090736e-60,1.1775719994455648e-33,5.543107968228995e-30,3.502722646945038e-27,-6.708461389710567e-28,2.0261418215476943e-45,3.525224882584896e-32,-3.094598235942391e-39,5.770825498596742e-37,-7.873373543955374e-30,-1.174726176475915e-27
3.5469579251659303e-10,0.0005579325240476547,0.0915567593028733,0.0,0.0009695141914674316,0.45089279059895565,3.9944586023952486e-19,0.4569006123203505,8.825812548223302e-18,6.713834557701156e-23,2.006555212244089e-13,1.6293535071460428e-22,-5.153639700097963e-31,4.5286898765258126e-05,1.3694365729654483e-19,4.779364780442989e-21,2.052618815051028e-18,4.393366925974705e-18,2.047396767347062e-11,6.222882231010858e-18,3.1637307519084456e-20,1.9615193610682724e-15,4.448091116086987e-21,-2.5538849908388516e-22,4.918076270872437e-31,9.60451360212705e-24,0.0006271943075613079,3.2709276076061265e-19,1.017138475740159e-25,4.1098236077858085e-20,4.248371057625975e-25,-4.0820950152998615e-20,1.598892007011469e-25,2.828013464248817e-24,-1.0012709981046844e-29,2.6980012032622704e-39,-2.3546022189343175e-27,1.1532402222531002e-27,5.091391971683468e-27,-4.783243485612992e-32,-2.9581202005195553e-40,-6.014789913863698e-25,1.252880020341253e-23,-4.52682914442975e-31,-2.3738469361553393e-31,-5.193152187983335e-28,-1.9448561916321487e-29,-2.617728079923955e-31,-1.7831595443214615e-38,2.6517799568762704e-45,1.711489991372507e-48,1.0484566000057941e-45,2.471194239633319e-54,-4.8408813617887944e-43,-1.655000340155995e-36,-4.618324080440396e-52,-1.3089087389744905e-58,2.115566421326308e-36,2.1505291292798196e-36,-4.2984289038703415e-60,5.850334490938245e-35,5.636811862968169e-30,1.5611806273633637e-27,1.1671125916957437e-27,-3.2347772930087205e-45,-5.602261736169585e-32,5.133426335630434e-39,5.830277667753141e-37,-7.996745266349438e-30,-1.1949504873586144e-27
3.5607252471482216e-10,0.0005579325240476547,0.0915567593028733,0.0,0.0009679551203396113,0.4508911954932884,4.023935600144909e-19,0.4569006123202886,8.86319943289654e-18,6.76070948784401e-23,2.0135071056025798e-13,1.4006818673009968e-22,-5.17148793767541e-31,4.521482956426661e-05,1.3777128266970757e-19,4.779224524659956e-21,2.0518708407119778e-18,4.4063027696885615e-18,2.053517282803548e-11,6.2444361258950836e-18,-1.2056227007411562e-19,1.9614712043029105e-15,4.334686866192082e-21,-8.53798818095718e-23,4.914071719904592e-31,8.223078074063835e-24,0.0006288254478284482,3.27704937102865e-19,1.0266995747895123e-25,1.3992301744139215e-20,6.690043258173142e-25,-1.3735521848153915e-20,1.6019295368751427e-25,2.8452843751458816e-24,-1.0041566381086694e-29,-2.824197138933906e-39,-2.3772038282371138e-27,1.1572951026838261e-27,5.109239572254192e-27,-3.97954086842202e-32,-4.906584205605046e-40,-6.0363478794929975e-25,1.260430000867466e-23,-7.5406336348339775e-31,1.7890084309939118e-31,-5.239763456086739e-28,-1.962179118403503e-29,-2.593243761984411e-31,-1.7958189998506506e-38,2.7007159648585928e-45,1.7344182929768382e-48,1.0554648546745299e-45,2.5150867452126447e-54,-8.120731909912827e-43,-1.6620672612592112e-36,-4.913739972214021e-52,-1.2174528667311935e-58,2.1468666039565752e-36,2.1679196819585155e-36,-4.7581344581569914e-60,3.189285605866777e-34,5.7285341687595994e-30,1.970595541743436e-27,3.819868774205509e-28,-1.3824045528176883e-45,-2.4254188349202033e-32,4.8991967917805856e-39,5.909859210507101e-37,-7.878241935515625e-30,-1.1586363687970033e-27
3.574492569130513e-10,0.0005579325240476547,0.0915567593028733,0.0,0.0009664005276876993,0.4508896049659382,4.053499084124648e-19,0.45690061232022683,8.900551158010381e-18,6.807669924233295e-23,2.020447758287519e-13,6.572128805966396e-23,-5.143659912611089e-31,4.5142960048239206e-05,1.385955657331999e-19,4.779084460686957e-21,2.051098693757378e-18,4.419206585053955e-18,2.0596271330829582e-11,6.2659550258856325e-18,3.2285247682736634e-20,1.9614230298382296e-15,3.814171986869058e-21,5.50704714144434e-22,4.877772498226202e-31,3.747481202868812e-24,0.0006304519099359321,3.2831311980836937e-19,1.0375277694320298e-25,-9.027182814305619e-20,1.6858938273923854e-24,9.056043949266292e-20,1.6049474047637794e-25,2.8625629668651234e-24,-1.0058234158675476e-29,-6.831486424159097e-39,-2.3998309389946836e-27,1.1613433969841004e-27,5.127058310370974e-27,1.1900676589038775e-31,-7.656369982424399e-40,-5.997523249506349e-25,1.2679819681990328e-23,4.307105276036983e-31,-1.4505692001203042e-30,-5.2780034692716025e-28,-1.9792581419209254e-29,-2.5832503049406316e-31,-1.808352091665605e-38,2.7504719025641047e-45,1.5928916110785645e-48,1.062509076077646e-45,2.556653818110026e-54,1.4620218837196514e-42,-1.6568158791151218e-36,-5.6831980808809144e-52,-1.327792411305405e-58,2.1784726849300485e-36,2.1853705378152606e-36,-4.6328289164124376e-60,2.130114982288244e-33,5.7994453699652255e-30,5.357158955487759e-27,-2.5489681900669523e-27,7.329718046252677e-45,1.271857482171246e-31,-9.555015284509429e-39,6.032045637177679e-37,-7.833243386595991e-30,-1.139563686227472e-27
3.588259891112804e-10,0.0005579325240476547,0.0915567593028733,0.0,0.0009648504006069309,0.4508880190037251,4.0831488397899763e-19,0.45690061232016516,8.937867562671639e-18,6.854720226034608e-23,2.0273772124226938e-13,1.7114858605228082e-22,-5.099988079847308e-31,4.5071289664669396e-05,1.394361328466168e-19,4.778944589823539e-21,2.0503027012374086e-18,4.432078455111973e-18,2.065726370703572e-11,6.2874391166941834e-18,2.0474516571605576e-19,1.9613748378716017e-15,4.529420349044871e-21,-2.546908593137764e-22,4.9540124552261395e-31,1.0077773372950348e-23,0.0006320737073400958,3.2891733421825993e-19,1.0480876321488177e-25,4.2743769653907845e-20,4.3062796273186e-25,-4.2433090694154435e-20,1.6079457349136125e-25,2.8798490078486488e-24,-1.0076247893755173e-29,6.45519823863981e-39,-2.4222856158928764e-27,1.1653851287141909e-27,5.144848255583259e-27,-1.5629521072819918e-32,-2.0579813266317414e-40,-5.948693193678369e-25,1.2755358151482959e-23,1.4857313115361852e-31,-1.059514656412533e-30,-5.324177825907308e-28,-1.9961291448366562e-29,-2.589794388453091e-31,-1.8207469169387233e-38,2.8006094807736417e-45,1.740059428257913e-48,1.0701439960213879e-45,2.5946777398886102e-54,4.271647115364001e-43,-1.6508196315950313e-36,-6.232639893401848e-52,-1.4276715117365336e-58,2.210389424230372e-36,2.2028815937570604e-36,-5.229128311366066e-60,3.7018033736112965e-34,5.880095747137225e-30,1.949205948951215e-27,1.2274674385873991e-27,-2.984691119255643e-45,-5.127224115091312e-32,1.0705127429698666e-39,6.078719958382172e-37,-8.204972382950861e-30,-1.2181201451465965e-27
3.6020272130950955e-10,0.0005579325240476547,0.0915567593028733,0.0,0.0009633047262283751,0.45088643759350744,4.1128846531542704e-19,0.4569006123201036,8.975148489001126e-18,6.901866743270683e-23,2.0342955291628004e-13,2.38903675311203e-22,-5.229561534807138e-31,4.499981786187423e-05,1.4027489487645166e-19,4.77880491060834e-21,2.0494831867259662e-18,4.444918462703592e-18,2.071815097200919e-11,6.308888780355744e-18,-2.1605585811600708e-19,1.9613266284533286e-15,5.093311161574739e-21,-8.655230544354584e-22,5.006182864261022e-31,1.4143028045384108e-23,0.0006336908534583721,3.2951760560701153e-19,1.056394733946177e-25,1.4340275444224635e-19,-5.851175773747771e-25,-1.4318473912456814e-19,1.6109246507018103e-25,2.8971422690012234e-24,-1.0111540540948842e-29,4.137843629137285e-39,-2.4448762611547462e-27,1.1694203338364843e-27,5.162609468528758e-27,-2.1118460942776367e-31,-1.0044990934482853e-40,-6.110339014814407e-25,1.2830914384086049e-23,-1.720648333165014e-30,1.5158340787836747e-30,-5.379467691446861e-28,-2.013100162830951e-29,-2.604646247389029e-31,-1.8332078775274523e-38,2.8513080434164834e-45,1.9784339229543264e-48,1.0771820552227993e-45,2.640408772738878e-54,-2.977580031280385e-42,-1.654843340361533e-36,-5.620463016885746e-52,-1.4849546088421822e-58,2.242613363537902e-36,2.2204527469410176e-36,-6.046507840431492e-60,-1.6911950095626356e-33,5.991366498374964e-30,-2.149766603214213e-27,4.032530749884728e-27,-1.2035729819693772e-44,-2.0924363377731084e-31,1.9465492259412513e-38,6.09822745156977e-37,-8.10476835316143e-30,-1.1862393139438284e-27
3.615794535077387e-10,0.0005579325240476547,0.0915567593028733,0.0,0.0009617634917288807,0.45088486072218203,4.142706310787411e-19,0.45690061232004214,9.012393782101515e-18,6.949092534611249e-23,2.041202696372788e-13,-8.37349867723107e-24,-5.229153275745243e-31,4.492854408928569e-05,1.4108802719533539e-19,4.778665425242267e-21,2.0486404703571543e-18,4.457726690469569e-18,2.0778932471463247e-11,6.330303734824247e-18,-2.316429545498546e-19,1.9612784017373006e-15,3.3996598152208486e-21,1.141811748619217e-21,4.858028221164562e-31,-7.275022152517748e-25,0.0006353033616694293,3.3011395912833393e-19,1.0673365621032168e-25,-1.9369763528286794e-19,2.6544011329570158e-24,1.9393481266285012e-19,1.6138842751282624e-25,2.9144425236702106e-24,-1.0138708037516101e-29,-1.9206171613197495e-38,-2.467793466168565e-27,1.1734490033532656e-27,5.1803420519201385e-27,1.8719959852708355e-31,-1.2095849085818122e-39,-6.097009897493028e-25,1.2906487397750749e-23,2.4461249393099974e-32,-9.039192947668773e-31,-5.414623447831372e-28,-2.030146153852954e-29,-2.605446372802441e-31,-1.8456503712974746e-38,2.9032544225223286e-45,1.6370781475013245e-48,1.0838073046798797e-45,2.689504267438599e-54,1.326383548250591e-42,-1.664175534681512e-36,-3.515597721731697e-52,-1.4171079264952297e-58,2.2751509301991472e-36,2.238083894812069e-36,-3.336701025945732e-60,2.9731008839558818e-33,6.057199367522908e-30,7.678079279239139e-27,-5.4862927525758624e-27,1.507004152750807e-44,2.6078182845275254e-31,-1.2509676726624555e-38,6.273361747394433e-37,-7.609645592319113e-30,-1.061712440658218e-27
3.629561857059678e-10,0.0005579325240476547,0.0915567593028733,0.0,0.0009602266843207971,0.4508832883766837,4.1726135998144164e-19,0.4569006123199808,9.049603290016982e-18,6.996395325353836e-23,2.0480987186126894e-13,5.254450147054681e-23,-5.0703573119717856e-31,4.485746779706119e-05,1.419278842578266e-19,4.778526135478357e-21,2.047774868853178e-18,4.470503220850089e-18,2.0839607820530328e-11,6.3516838027869916e-18,5.901414548976352e-19,1.9612301581218027e-15,3.669228581838161e-21,8.331739415425873e-22,4.9081551172643125e-31,2.927749960529687e-24,0.0006369112453132886,3.307064197534833e-19,1.0812257071535822e-25,-1.3629261610077225e-19,2.217761361857719e-24,1.3669256213613202e-19,1.6168247308268292e-25,2.9317495475760723e-24,-1.0176990627761761e-29,2.196164392196345e-39,-2.4909241711056397e-27,1.1774711357493227e-27,5.1980461012346755e-27,2.60515524731889e-31,-6.273953955648695e-40,-5.900425955720973e-25,1.298207613576433e-23,2.1431441004246306e-30,-3.8406068522008566e-30,-5.448267241480509e-28,-2.0473167258459923e-29,-2.6120306709989454e-31,-1.8582591345300083e-38,2.95568808636254e-45,1.5349724380647975e-48,1.0923034080972538e-45,2.724521761232692e-54,4.576039586126928e-42,-1.6735469433670973e-36,-5.28050331331003e-52,-1.3818958173653172e-58,2.308014734958696e-36,2.2557749350288756e-36,-2.9624194803027224e-60,3.559663803159403e-33,6.097923334493546e-30,8.610724300351918e-27,-3.810212046615166e-27,1.2380854371695146e-44,2.1616395377298317e-31,-2.3603443971660723e-38,6.394165160976243e-37,-8.400326317559191e-30,-1.2381075703828584e-27
3.64195244684374e-10,0.0005579325240476547,0.0915567593028733,0.0,0.000958847332271822,0.4508818771245497,4.199603199285584e-19,0.4569006123199257,9.083061127564598e-18,7.03904587237191e-23,2.0542957249270353e-13,1.7239360987802655e-22,-4.989291043658867e-31,4.479366752595762e-05,1.426906949347735e-19,4.778400938160842e-21,2.0469765197618126e-18,4.481975064902155e-18,2.0894127141832236e-11,6.370896918422099e-18,2.4912888069299587e-20,1.9611867245213263e-15,4.4251903544841176e-21,-3.2271843893102794e-23,4.973237089217275e-31,1.012492144283206e-23,0.0006383543975822605,3.3123632622959597e-19,1.0921739726325318e-25,3.530124020857557e-23,9.697263195723636e-25,4.3982392363196755e-22,1.6194548523040061e-25,2.9473314733619482e-24,-1.0188931623429506e-29,7.039618561019385e-40,-2.51111439948705e-27,1.1810855218635835e-27,5.2139553675837976e-27,-4.766716812844005e-33,-3.480964417894678e-40,-5.808419737742121e-25,1.3050118608204618e-23,-5.448116126033918e-32,-7.596688582229964e-31,-5.5013100103450605e-28,-2.062761771150172e-29,-2.6020010468906974e-31,-1.8693641922246816e-38,3.003157896683421e-45,1.853825527444684e-48,1.102031817317385e-45,2.766469212668977e-54,1.1122552443988384e-43,-1.67784743377717e-36,-9.070414004189476e-52,-1.5788498561920856e-58,2.337920225635775e-36,2.2717479947493444e-36,-7.746726182805724e-60,1.3626977261602758e-33,6.2056934520867366e-30,6.047053784058782e-27,1.6745492677194765e-29,-1.5602316133147853e-49,-1.8094910659066167e-36,2.201684590873416e-39,6.4259701637570576e-37,-8.993186526246957e-30,-1.3685194179141123e-27
