Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53),CH3OX(48),CHOX(64),SX(57),CH2O2X(54)
3.178441676287331e-13,0.0007926750507772021,0.0,0.0,0.0021529396650189305,0.7999979117565684,0.09999960958922927,0.0999999998345668,3.2244475261488403e-23,3.3778602239486854e-31,5.674763975871178e-29,2.5114461595272997e-45,4.368701965029363e-51,1.315306934195967e-06,1.3512118675614508e-19,8.626572924532994e-21,1.3958599462931516e-28,3.903561568872783e-07,1.6543317024897793e-10,1.5053434311001902e-14,7.740617500442928e-24,2.9268706509544564e-27,2.5874943360133618e-27,3.546389190221064e-38,3.897291224170293e-49,3.398103660438528e-46,1.4305899569800164e-06,5.459879852401011e-11,1.6526080311131082e-40,5.522440613309145e-23,2.966901702894888e-59,4.567765326967856e-36
3.2197265842523087e-13,0.0007926750507772021,0.0,0.0,0.0021528991349113766,0.7999978846603331,0.09999960468505872,0.09999999983456971,3.310869198790267e-23,3.601985362875058e-31,5.936747948984804e-29,2.8171594441829365e-45,5.026999560199388e-51,1.3323663439155835e-06,1.389780599504699e-19,8.684888508489749e-21,1.41468875402044e-28,3.952597522137912e-07,1.654302740304211e-10,1.5642599228138532e-14,7.882089259931064e-24,2.9948630639101706e-27,2.7605352914392164e-27,3.8764697353430695e-38,4.156725687727175e-49,3.811747294149366e-46,1.4491564871754079e-06,5.517341798241487e-11,1.809061401397162e-40,5.698400915976052e-23,3.399740628307105e-59,4.843236594854339e-36
3.261011492217286e-13,0.0007926750507772021,0.0,0.0,0.00215285861002777,0.7999978575648143,0.099999599785074,0.09999999983457265,3.39847954550621e-23,3.8378254025460857e-31,6.206953480286538e-29,3.155438776222524e-45,5.77411897375819e-51,1.3494251108108312e-06,1.4279142047168694e-19,8.627081994231941e-21,1.4340193099805216e-28,4.001591646922897e-07,1.654273474644677e-10,1.6246807330935402e-14,8.02386461513684e-24,3.0634411531854786e-27,2.9427460080448517e-27,4.2324296593583983e-38,4.4293500018879724e-49,4.269454143017047e-46,1.4677226221054796e-06,5.5745041758014324e-11,1.9780590271418494e-40,5.87772890491391e-23,3.888824772022982e-59,5.131229186380272e-36
3.3022964001822636e-13,0.0007926750507772021,0.0,0.0,0.0021528180903644563,0.7999978304700122,0.09999959488927163,0.0999999998345756,3.487068073138113e-23,4.085831034732156e-31,6.485452474428416e-29,3.529259428362097e-45,6.620631640101647e-51,1.3664832349771966e-06,1.468712057311375e-19,8.697359153411993e-21,1.4539092021512896e-28,4.050543978196977e-07,1.654243948409975e-10,1.686624162138412e-14,8.165932288578179e-24,3.132599236827301e-27,3.1344889328443963e-27,4.6159238480510667e-38,4.715623295877544e-49,4.775249864027493e-46,1.486288361816092e-06,5.631368538997174e-11,2.1604279874721027e-40,6.060446689779058e-23,4.440567942976874e-59,5.432121440549903e-36
3.343581308147241e-13,0.0007926750507772021,0.0,0.0,0.0021527775759177786,0.7999978033759266,0.09999958999764805,0.09999999983457858,3.576969237851416e-23,4.346465861606063e-31,6.772478240045496e-29,3.941854111780933e-45,7.578322851229839e-51,1.3835407165090082e-06,1.5071412019496853e-19,8.60825249226678e-21,1.4742768257596716e-28,4.099454550890327e-07,1.654214197964737e-10,1.7501084822218603e-14,8.308281470560467e-24,3.2023316948931543e-27,3.336137591889963e-27,5.028700452386585e-38,5.016014772149475e-49,5.333508436667053e-46,1.5048537063530706e-06,5.687936432505152e-11,2.357044409393922e-40,6.246576161433976e-23,5.062059124252113e-59,5.7463102513687606e-36
3.3848662161122185e-13,0.0007926750507772021,0.0,0.0,0.0021527370666840893,0.7999977762825574,0.09999958511019977,0.09999999983458156,3.667820067779085e-23,4.620202851213791e-31,7.068056703873854e-29,4.39666743179164e-45,8.660057990690624e-51,1.4005975555019017e-06,1.548523112059788e-19,8.75086116979184e-21,1.4952139243917792e-28,4.14832339991653e-07,1.6541842557515147e-10,1.8151519460631462e-14,8.450901665618972e-24,3.2726329504914716e-27,3.548073605825171e-27,5.472580962982639e-38,5.3310029651100555e-49,5.9488905403734e-46,1.523418655762216e-06,5.744209394552479e-11,2.5688226094693745e-40,6.436139060115878e-23,5.76102824426821e-59,6.074180061001866e-36
3.426151124077196e-13,0.0007926750507772021,0.0,0.0,0.0021526965626597395,0.7999977491899045,0.09999958022692328,0.09999999983458457,3.759843021637445e-23,4.907529289046388e-31,7.372384104928326e-29,4.8974555272448056e-45,9.880243087236172e-51,1.4176537520503753e-06,1.5898022617810253e-19,8.697699151279582e-21,1.5166772380180094e-28,4.1971505601473495e-07,1.6541541484396063e-10,1.881772776076563e-14,8.593782858330694e-24,3.34349749313968e-27,3.77069094843943e-27,5.949494876783588e-38,5.661073310913246e-49,6.62647836931669e-46,1.5419832100892886e-06,5.8001889534026496e-11,2.7967338912951395e-40,6.629156891040473e-23,6.546063196603233e-59,6.416137831654217e-36
3.4674360320421734e-13,0.0007926750507772021,0.0,0.0,0.002152656063841088,0.7999977220979678,0.09999957534781509,0.0999999998345876,3.853013007794106e-23,5.208943495836149e-31,7.685592621144257e-29,5.448243813418862e-45,1.1254694647659085e-50,1.4347093062492624e-06,1.6310285085096093e-19,8.794470785067883e-21,1.5386741893258927e-28,4.2459360664293694e-07,1.6541238995324604e-10,1.949989172065764e-14,8.736915364674794e-24,3.414919861024196e-27,4.004393185138257e-27,6.461460191409852e-38,6.0067219367777385e-49,7.371718457053374e-46,1.5605473693800202e-06,5.855876629947238e-11,3.0417963964375444e-40,6.825650986847011e-23,7.426533980166597e-59,6.772591717505119e-36
3.508720940007151e-13,0.0007926750507772021,0.0,0.0,0.002152615570224494,0.7999976950067472,0.09999957047287171,0.09999999983459064,3.947477030302434e-23,5.524953330486926e-31,8.007854591825941e-29,6.05329789878926e-45,1.28005179811768e-50,1.4517642181931604e-06,1.6704972740990711e-19,8.54133880973032e-21,1.5611878389574703e-28,4.294679953584826e-07,1.6540935297897858e-10,2.0198193143869472e-14,8.880289786774997e-24,3.486894634242672e-27,4.249592187122384e-27,7.010573048399894e-38,6.368453422197843e-49,8.190382326296815e-46,1.579111133680117e-06,5.911273938732046e-11,3.3050693846796467e-40,7.025642532067752e-23,8.412556591736927e-59,7.143955393891025e-36
3.5500058479721283e-13,0.0007926750507772021,0.0,0.0,0.0021525750818063207,0.7999976679162426,0.0999995656020896,0.09999999983459369,4.042956000441993e-23,5.8560794205266354e-31,8.339231372664863e-29,6.717211210679256e-45,1.4536589200354979e-50,1.4688184879771237e-06,1.7114192428503497e-19,8.939816160340838e-21,1.5842694525994882e-28,4.343382256407561e-07,1.6540630568371775e-10,2.0912813575612776e-14,9.023897092363176e-24,3.559416448041272e-27,4.506710962167125e-27,7.599034524830033e-38,6.7467816588033995e-49,9.08868504874474e-46,1.5976745030352526e-06,5.966382385913405e-11,3.587667787259319e-40,7.22915251527923e-23,9.515230216716273e-59,7.530645223078519e-36
3.591290755937106e-13,0.0007926750507772021,0.0,0.0,0.0021525345985829365,0.7999976408264539,0.09999956073546534,0.09999999983459676,4.139916625058171e-23,6.2028544655036775e-31,8.679976677056419e-29,7.444904542880649e-45,1.6483604405125365e-50,1.4858721156952923e-06,1.7486902174995475e-19,8.17663048402395e-21,1.607859434136568e-28,4.392043009658012e-07,1.6540324957829699e-10,2.1643934319955466e-14,9.167728580079517e-24,3.632479988786063e-27,4.776183092404184e-27,8.229147889966793e-38,7.142228793054388e-49,1.0073284633048102e-45,1.6162374774910688e-06,6.021203469842604e-11,3.89076074104273e-40,7.436201743308011e-23,1.0746676068626528e-58,7.933089449557125e-36
3.632575663902083e-13,0.0007926750507772021,0.0,0.0,0.002152494120550708,0.7999976137373811,0.09999955587299539,0.09999999983459981,4.238222230556004e-23,6.565821138542037e-31,9.030224684020185e-29,8.241579561345659e-45,1.8663854639390818e-50,1.5029251014422746e-06,1.782264437431052e-19,8.513252175620858e-21,1.6319676012239179e-28,4.4406622480755946e-07,1.6540018598780949e-10,2.2391736483864815e-14,9.311775810625603e-24,3.706079984319816e-27,5.058450914235162e-27,8.903302439450602e-38,7.555332371804256e-49,1.1151219116485698e-45,1.6348000570931822e-06,6.075738682513527e-11,4.215563108939231e-40,7.646810875249943e-23,1.2119910690867003e-58,8.351723810732846e-36
3.6738605718670607e-13,0.0007926750507772021,0.0,0.0,0.0021524536477060103,0.799997586649024,0.09999955101467631,0.09999999983460289,4.338235975250807e-23,6.9455383745094785e-31,9.390183547151222e-29,9.112913495628576e-45,2.1102376364102566e-50,1.5199774453123428e-06,1.809326042607134e-19,7.462879829798394e-21,1.656570214447237e-28,4.4892400063600785e-07,1.653971159951791e-10,2.3156400856396408e-14,9.456030750650216e-24,3.7802112287472386e-27,5.353971088183158e-27,9.624029918773189e-38,7.98664552774507e-49,1.2330169987955353e-45,1.6533622418871682e-06,6.129989505714818e-11,4.563365896337314e-40,7.861000333264354e-23,1.3649450357999865e-58,8.786984462130066e-36
3.715145479832038e-13,0.0007926750507772021,0.0,0.0,0.002152413180045221,0.7999975595613825,0.09999954616050455,0.09999999983460595,4.437770748526531e-23,7.342576177389032e-31,9.75935160953099e-29,1.0064930245859924e-44,2.382627690514939e-50,1.5370291474023568e-06,1.8557801905016153e-19,1.057717455677435e-20,1.6819882150551567e-28,4.537776319199147e-07,1.6539404053210385e-10,2.393810801344222e-14,9.600485629611997e-24,3.854868560247571e-27,5.663210046447481e-27,1.0393962900390653e-37,8.436701706741577e-49,1.3618287792122948e-45,1.6719240319185743e-06,6.183957414416627e-11,4.935513878044067e-40,8.078790381840032e-23,1.535097514607386e-58,9.239299443031295e-36
3.7564303877970156e-13,0.0007926750507772021,0.0,0.0,0.0021523727175647195,0.7999975324744566,0.09999954131047668,0.09999999983460904,4.538648929648993e-23,7.757518940519324e-31,1.0138298756320635e-28,1.1104112404040221e-44,2.6865417692524417e-50,1.5540802078051245e-06,1.9043213810906957e-19,8.607595119639184e-21,1.708015581801583e-28,4.5862712212268247e-07,1.6539096039698103e-10,2.4737038255756506e-14,9.745133001811624e-24,3.930046873322252e-27,5.986647004845451e-27,1.1215865139205782e-37,8.906030275244243e-49,1.5024343696798282e-45,1.6904854272329126e-06,6.237643874835459e-11,5.333422458952788e-40,8.300201082770184e-23,1.7241638041805834e-58,9.709122343161402e-36
3.797715295761993e-13,0.0007926750507772021,0.0,0.0,0.0021523322602608874,0.7999975053882461,0.09999953646458921,0.09999999983461212,4.640622715020898e-23,8.190963125619925e-31,1.0527222522381037e-28,1.2237363282586393e-44,3.025229518702396e-50,1.5711306266146505e-06,1.9517012575813522e-19,8.914115928770296e-21,1.7346090331012775e-28,4.6347247470565863e-07,1.6538787627991696e-10,2.5553371658494835e-14,9.889965671174397e-24,4.005741107967661e-27,6.3247719362680505e-27,1.2092615884306416e-37,9.395188929010173e-49,1.6557678116478318e-45,1.7090464278756667e-06,6.291050346059444e-11,5.758569292979436e-40,8.525252333628019e-23,1.9340019472820145e-58,1.019688876953187e-35
3.8390002037269705e-13,0.0007926750507772021,0.0,0.0,0.0021522918081301134,0.7999974783027509,0.09999953162283867,0.0999999998346152,4.74716423056717e-23,8.643517297128928e-31,1.0927298911290714e-28,1.347202862553779e-44,3.402224703037077e-50,1.5881804039217864e-06,1.9579333897025097e-19,3.0449234772397697e-21,1.761364133386997e-28,4.683136931258962e-07,1.6538478880796355e-10,2.6387288073360686e-14,1.0034976680383062e-23,4.081946248882317e-27,6.67808568005361e-27,1.3027212997230128e-37,9.904803428468407e-49,1.82282300880598e-45,1.72760703389229e-06,6.344178280144636e-11,6.212496106038116e-40,8.753963870429895e-23,2.1666235878772056e-58,1.0703112129555812e-35
3.880285111691948e-13,0.0007926750507772021,0.0,0.0,0.0021522513611687863,0.7999974512179712,0.09999952678522162,0.09999999983461828,4.8535692470887604e-23,9.115802810350666e-31,1.1337388347931736e-28,1.481592421838279e-44,3.8213646409343863e-50,1.605229539824886e-06,1.9714393291915352e-19,9.06603690640847e-21,1.7888071963654807e-28,4.731507808414967e-07,1.6538169848925028e-10,2.723896711611162e-14,1.0180159323793325e-23,4.1586573278922225e-27,7.047100472599096e-27,1.4022779881161519e-37,1.043551256967429e-48,2.004657462764174e-45,1.7461672453282058e-06,6.397029121724479e-11,6.696812489753381e-40,8.98635525868715e-23,2.424204175617515e-58,1.122824034120475e-35
3.9215700196569254e-13,0.0007926750507772021,0.0,0.0,0.002152210919373297,0.7999974241339065,0.09999952195173453,0.09999999983462139,4.961130815820738e-23,9.608456147724137e-31,1.1757672325817693e-28,1.6277451718539634e-44,4.286874781455087e-50,1.6222780344181e-06,1.9918456000047806e-19,7.45347475403969e-21,1.8169401854230636e-28,4.779837413050787e-07,1.6537860578536008e-10,2.8108588127185142e-14,1.0325507176837811e-23,4.235869431289071e-27,7.432342198919423e-27,1.5082592138197689e-37,1.0987879902555456e-48,2.2024079452008e-45,1.7647270622288022e-06,6.449604306815508e-11,7.213210638892583e-40,9.222445866417951e-23,2.709126138552303e-58,1.1772765266286562e-35
3.962854927621903e-13,0.0007926750507772021,0.0,0.0,0.002152170482740044,0.799997397050557,0.09999951712237397,0.09999999983462449,5.0647035101840826e-23,1.0122126075064912e-30,1.2186881242471232e-28,1.7865516607742625e-44,4.803323818901366e-50,1.6393258877995486e-06,2.0695533759526506e-19,1.899957424404457e-20,1.8463250018117075e-28,4.828125779687174e-07,1.6537551106103885e-10,2.8996330227022564e-14,1.0471014026950363e-23,4.31357768827391e-27,7.834347813511998e-27,1.6210052319160684e-37,1.1562424332170628e-48,2.4172793965495867e-45,1.7832864846394383e-06,6.501905264593666e-11,7.76345201932584e-40,9.462254905268252e-23,3.0239518137223744e-58,1.2337094648867807e-35
4.0041398355868803e-13,0.0007926750507772021,0.0,0.0,0.002152130051265423,0.7999973699679224,0.09999951229713647,0.09999999983462758,5.171068639761079e-23,1.0657471519405924e-30,1.2626850129960572e-28,1.958945851299607e-44,5.375582678942911e-50,1.656373100058302e-06,2.1432948735046791e-19,9.78564931601466e-21,1.8762576043163219e-28,4.876372942776346e-07,1.6537241470000948e-10,2.990237235542681e-14,1.0616673834575484e-23,4.3917772632948445e-27,8.253663570070922e-27,1.7408670915417854e-37,1.2159677416351642e-48,2.6505354982977107e-45,1.80184551260545e-06,6.553933418619387e-11,8.349356640245504e-40,9.705801458984494e-23,3.371409063120179e-58,1.2921699130131233e-35
4.0144610625781247e-13,0.0007926750507772021,0.0,0.0,0.0021521199442023817,0.7999973631973755,0.09999951109147093,0.09999999983462836,5.198294933327294e-23,1.0794772514951442e-30,1.273870620662079e-28,2.0042795405480207e-44,5.527956773125467e-50,1.6606348029579981e-06,2.1547862333839074e-19,8.643978480750586e-21,1.8837575699774391e-28,4.888428299531054e-07,1.6537164038813024e-10,3.0131763225571297e-14,1.0653111988602677e-23,4.411403360946873e-27,8.361261792087528e-27,1.7719861947665958e-37,1.2312604320691073e-48,2.7118737505038026e-45,1.8064852079702921e-06,6.566897998024046e-11,8.50162200413384e-40,9.767274312771053e-23,3.4637014088348306e-58,1.3071076956776716e-35
4.0351035165606134e-13,0.0007926750507772021,0.0,0.0,0.002152099731042645,0.7999973496564156,0.09999950868091202,0.09999999983462991,5.252977338882974e-23,1.1073607858518453e-30,1.2964498602953642e-28,2.0977472315348155e-44,5.844521286092307e-50,1.6691580885703565e-06,2.175672020189361e-19,8.701637869748998e-21,1.8988541901855518e-28,4.912531295984825e-07,1.6537009152107103e-10,3.059402087731242e-14,1.0726015539719494e-23,4.450746484754917e-27,8.579844492805385e-27,1.8356511061065386e-37,1.2622882325281975e-48,2.8383391776018433e-45,1.8157645247529321e-06,6.592776359576928e-11,8.813320385714988e-40,9.89092551970136e-23,3.6551573624088944e-58,1.337376465004885e-35
4.076388424525591e-13,0.0007926750507772021,0.0,0.0,0.0021520593085869746,0.7999973225750322,0.09999950386288156,0.09999999983463301,5.36378186708403e-23,1.1648514732399657e-30,1.3424444303828146e-28,2.296357298696356e-44,6.527508725504312e-50,1.686204179087687e-06,2.210080848548736e-19,8.727807872926237e-21,1.92944007383643e-28,4.960706435723925e-07,1.653669929280543e-10,3.153251785881524e-14,1.0871929200197452e-23,4.52979437958358e-27,9.030807094037327e-27,1.968856985197347e-37,1.3261425555585962e-48,3.1070662951792135e-45,1.8343228625498405e-06,6.644330508629202e-11,9.46626974920387e-40,1.0141058101890114e-22,4.066989735701219e-58,1.3995084835563353e-35
4.1176733324905683e-13,0.0007926750507772021,0.0,0.0,0.0021520188912800492,0.7999972954943633,0.09999949904896467,0.0999999998346361,5.475609325778191e-23,1.2246988048800425e-30,1.389532639051511e-28,2.511472995496196e-44,7.282186613765211e-50,1.7032496287416247e-06,2.246010709548731e-19,8.910348275626091e-21,1.9607118987596943e-28,5.008840466566695e-07,1.6536389336496488e-10,3.248980556905354e-14,1.1017980464182687e-23,4.609320560896065e-27,9.500653724644299e-27,2.110228896624103e-37,1.3924510386233715e-48,3.3981261111851935e-45,1.8528808060266188e-06,6.69561572596876e-11,1.0160351566412267e-39,1.0394979706721916e-22,4.520259986178849e-58,1.4638088528368735e-35
4.158958240455546e-13,0.0007926750507772021,0.0,0.0,0.0021519784791182803,0.7999972684144091,0.09999949423915788,0.0999999998346392,5.588460606123977e-23,1.2869740175838067e-30,1.4377275411357858e-28,2.7442748342190215e-44,8.115211545258675e-50,1.720294437625279e-06,2.28429200501231e-19,8.72082452560808e-21,1.9926519095571908e-28,5.056933422878023e-07,1.6536079302427485e-10,3.346606201884394e-14,1.1164164106420962e-23,4.689320370418857e-27,9.989979413797969e-27,2.2601764886508863e-37,1.4612773971200135e-48,3.713115894978547e-45,1.8714383552284822e-06,6.746633406576088e-11,1.0897707336997018e-39,1.0652708768821146e-22,5.0186292525183805e-58,1.530327784957806e-35
4.200243148420523e-13,0.0007926750507772021,0.0,0.0,0.0021519380720980796,0.7999972413351695,0.09999948943345775,0.09999999983464229,5.702368845219401e-23,1.3517497515847298e-30,1.4870448282861213e-28,2.9960149723322005e-44,9.033785293949168e-50,1.7373386058322872e-06,2.3239110483660063e-19,8.768354102838828e-21,2.025252838787679e-28,5.104985338994728e-07,1.6535769207085575e-10,3.446146498146487e-14,1.1310475091785805e-23,4.769789194257435e-27,1.0499392131025636e-26,2.4191256045637235e-37,1.5326854051770017e-48,4.053729853614892e-45,1.8899955102006146e-06,6.797384938197331e-11,1.1680567898798715e-39,1.0914263559432706e-22,5.566041804072768e-58,1.5991159120006016e-35
4.2415280563855007e-13,0.0007926750507772021,0.0,0.0,0.0021518976702158644,0.7999972142566443,0.09999948463186087,0.09999999983464539,5.817443084439517e-23,1.4191000948453072e-30,1.5375011708340495e-28,3.268022115798717e-44,1.0045702739965927e-49,1.7543821334562672e-06,2.363800758834209e-19,8.707062769561977e-21,2.05851316293486e-28,5.152996249224294e-07,1.6535459064640562e-10,3.547619198738026e-14,1.1456908573566381e-23,4.850722463560148e-27,1.1029513238120975e-26,2.587519085033047e-37,1.60674003309675e-48,4.4217657661219045e-45,1.90855227098817e-06,6.847871701209732e-11,1.2511258060629423e-39,1.1179662183707586e-22,6.166748691427451e-58,1.6702246083964168e-35
4.3240978723154556e-13,0.0007926750507772021,0.0,0.0,0.002151816881851069,0.7999971601017373,0.09999947504096293,0.09999999983465159,6.051056367627763e-23,1.561827858805636e-30,1.6418831690153895e-28,3.878541077060321e-44,1.2383859278104094e-49,1.7884672673297087e-06,2.4439647775220304e-19,8.75331009323735e-21,2.1270345565978246e-28,5.248895189115692e-07,1.6534838686037585e-10,3.756432711344348e-14,1.1750124471969247e-23,5.013964271290473e-27,1.2154430265000897e-26,2.954494107956274e-37,1.7630546229456672e-48,5.247820671008733e-45,1.9456646101900107e-06,6.948056408622796e-11,1.4325890443994932e-39,1.1722062583768296e-22,7.546647655291713e-58,1.8196123254071008e-35
4.4066676882454105e-13,0.0007926750507772021,0.0,0.0,0.0021517361139952846,0.7999971059496866,0.09999946546643661,0.0999999998346578,6.28947593470219e-23,1.7157790814522062e-30,1.7509869275049593e-28,4.588120550870497e-44,1.5205400305189721e-49,1.8225498399937185e-06,2.5230824457149375e-19,8.667172078075719e-21,2.198278792577186e-28,5.34463051643488e-07,1.6534218243772589e-10,3.973188286068636e-14,1.2043776488770727e-23,5.179010115147929e-27,1.3369972234576454e-26,3.36499862438249e-37,1.9307632754168253e-48,6.207907758283908e-45,1.9827753731946065e-06,7.047198427908374e-11,1.6362171661675193e-39,1.2280051579637777e-22,9.199177219603081e-58,1.9789150779815773e-35
4.4892375041753654e-13,0.0007926750507772021,0.0,0.0,0.002151655366619953,0.7999970518004923,0.09999945590825443,0.099999999834664,6.532535898530402e-23,1.881599168552013e-30,1.8649123354911005e-28,5.410509107055886e-44,1.859826035099409e-49,1.856629852195842e-06,2.602424216021296e-19,8.848507571004208e-21,2.2723012139750015e-28,5.440202504606597e-07,1.65335977942532e-10,4.198027088483789e-14,1.2337831867139354e-23,5.345824999452008e-27,1.4681602795574222e-26,3.8232292028305825e-37,2.1104227894393707e-48,7.320629233666868e-45,2.019884560362066e-06,7.145308544479011e-11,1.86423417318576e-39,1.2853768240810255e-22,1.1171381400938059e-57,2.1485662762677385e-35
4.57180732010532e-13,0.0007926750507772021,0.0,0.0,0.0021515746396965616,0.7999969976541533,0.09999944636638902,0.0999999998346702,6.780340286869526e-23,2.0599573114998015e-30,1.9837696902700935e-28,6.361045930070332e-44,2.2664208854483007e-49,1.8907073046821457e-06,2.681807987722772e-19,8.669336821308569e-21,2.349157790378853e-28,5.535611426598529e-07,1.653297737970701e-10,4.4310899088959925e-14,1.2632260177220933e-23,5.51437458917222e-27,1.6095010751097682e-26,4.333695982380087e-37,2.302602584561617e-48,8.606739439024899e-45,2.0569921720520086e-06,7.24239743270134e-11,2.119040133887202e-39,1.344334916585412e-22,1.3517252757638534e-57,2.3290081489731837e-35
4.654377136035275e-13,0.0007926750507772021,0.0,0.0,0.002151493933196649,0.7999969435106687,0.09999943684081299,0.0999999998346764,7.032704287879219e-23,2.2515468762164656e-30,2.1076583592655547e-28,7.456812162780252e-44,2.7520735378516703e-49,1.9247821981978624e-06,2.76217855723953e-19,8.941263377687591e-21,2.4288967255802292e-28,5.630857554925878e-07,1.6532357031750098e-10,4.6725171636258065e-14,1.2927033143212913e-23,5.68462519643788e-27,1.761611552999352e-26,4.901239876131516e-37,2.5078850110684404e-48,1.0089349622388505e-44,2.0940982086235647e-06,7.338475657188928e-11,2.403221750973436e-39,1.404892852211012e-22,1.6298613560015432e-57,2.520691468541793e-35
4.819516767895185e-13,0.0007926750507772021,0.0,0.0,0.0021513325813536446,0.7999968352322605,0.09999941783841991,0.09999999983468881,7.551870098389519e-23,2.6773184889970882e-30,2.370987395112179e-28,1.0162440842505127e-43,4.017172522314006e-49,1.992924311292842e-06,2.921752239253605e-19,8.788259946757913e-21,2.5972482885504466e-28,5.820862518369178e-07,1.6531116627513546e-10,5.181024767906792e-14,1.351750959791233e-23,6.03009786935764e-27,2.1006298240198123e-26,6.228728646784242e-37,2.9601588228263546e-48,1.3750157970728058e-44,2.16830555784561e-06,7.527641830606546e-11,3.071086006817121e-39,1.5308607258089808e-22,2.3462167810697945e-57,2.9396324462414013e-35
4.984656399755094e-13,0.0007926750507772021,0.0,0.0,0.0021511713108641954,0.7999967269652615,0.09999939890085724,0.09999999983470122,8.089113278740118e-23,3.164961938379054e-30,2.6556996207129093e-28,1.3705526476282762e-43,5.789301700404243e-49,2.061056197427156e-06,3.086112005321302e-19,9.294318429208894e-21,2.7778394715266256e-28,6.010219565985746e-07,1.6529876702185115e-10,5.724665748000356e-14,1.4109072909369676e-23,6.381986068558432e-27,2.4904357619636273e-26,7.851759428649953e-37,3.4721694921378326e-48,1.8544070459602196e-44,2.24250661089151e-06,7.712889418228152e-11,3.8926999502805264e-39,1.6633830256599562e-22,3.3352908631775743e-57,3.409172201685385e-35
5.149796031615004e-13,0.0007926750507772021,0.0,0.0,0.0021510101215023226,0.7999966187096663,0.0999993800279078,0.0999999998347136,8.646495158784374e-23,3.720939050676353e-30,2.962753102983371e-28,1.830350839903544e-43,8.243434011219294e-49,2.1291778625194106e-06,3.2446569976443006e-19,8.138049514361793e-21,2.9710019227294472e-28,6.1989308615356e-07,1.6528637318139916e-10,6.3045499844709e-14,1.470156096554523e-23,6.740042524858045e-27,2.936657162968916e-26,9.822886885922107e-37,4.049069882098432e-48,2.476528769403091e-44,2.3167013706167843e-06,7.894299076291134e-11,4.896668612174041e-39,1.8025586356727813e-22,4.6858061990962025e-57,3.9332423533191804e-35
5.314935663474914e-13,0.0007926750507772021,0.0,0.0,0.0021508490130428097,0.7999965104654692,0.09999936121935508,0.09999999983472599,9.221364469606383e-23,4.3521388742722455e-30,3.2928563503637124e-28,2.4220357483188936e-43,1.1606150931105797e-48,2.1972893124849606e-06,3.410440551358692e-19,9.86119454432424e-21,3.1771950147911024e-28,6.386998561594061e-07,1.6527398509452367e-10,6.92178142031837e-14,1.52948340078382e-23,7.104029268288357e-27,3.4453490839024064e-26,1.2201844774494974e-36,4.6962373625841464e-48,3.277096819615296e-44,2.390889839869199e-06,8.071949800395991e-11,6.115764011181535e-39,1.9484828560273523e-22,6.510955826984603e-57,4.515909976529486e-35
5.480075295334824e-13,0.0007926750507772021,0.0,0.0,0.0021506879852612,0.799996402232664,0.09999934247498346,0.09999999983473838,9.819085920287006e-23,5.0658905334495686e-30,3.6471473495269613e-28,3.1774683380302154e-43,1.616861200177541e-48,2.2653905532128703e-06,3.5584013526768193e-19,6.6586497559284825e-21,3.3968330042134277e-28,6.574424815504171e-07,1.6526160297843714e-10,7.577458090670795e-14,1.5888771424990207e-23,7.473717266251138e-27,4.023014092112123e-26,1.5056266140410276e-36,5.419270114402559e-48,4.299219754495075e-44,2.4650720214887913e-06,8.245918961146977e-11,7.587386335582653e-39,2.1012475121601232e-22,8.954060811279193e-57,5.161399951323995e-35
5.645214927194734e-13,0.0007926750507772021,0.0,0.0,0.002150527037933793,0.799996294011245,0.09999932379457789,0.09999999983475075,1.0427149752430227e-22,5.869975658847186e-30,4.0257719083290287e-28,4.1348762138746964e-43,2.2301971783288557e-48,2.333481590598005e-06,3.7476715016875595e-19,1.3751307619431874e-20,3.630525027647583e-28,6.761211765505404e-07,1.6524922692951547e-10,8.272672150458808e-14,1.648326915646195e-23,7.848886089658156e-27,4.676622520693158e-26,1.84624329159425e-36,6.223945552255692e-48,5.594620277049642e-44,2.5392479183078987e-06,8.416282337612738e-11,9.354049801018655e-39,2.260941056687215e-22,1.2195171408313924e-56,5.874030551533646e-35
5.810354559054643e-13,0.0007926750507772021,0.0,0.0,0.0021503661708376426,0.7999961858012065,0.09999930517792409,0.09999999983476313,1.1075636918463424e-22,6.772640708042144e-30,4.431296786004665e-28,5.339867603325772e-43,3.047577889375905e-48,2.40156243047717e-06,3.840331707570118e-19,-2.7605422411761637e-21,3.8788758217636727e-28,6.947361546549983e-07,1.6523685703920694e-10,9.008509900726029e-14,1.707823748643288e-23,8.229323595615042e-27,5.413633358023433e-26,2.2506069167424336e-36,7.116312578759178e-48,7.225007155449036e-44,2.613417533151184e-06,8.583114149535935e-11,1.1463902226229224e-38,2.427648667134398e-22,1.6458826530112587e-56,6.658366330847845e-35
