Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236),SX(357),SX(497),OCCO(227),SX(387),SX(190)
3.250786989209928e-08,0.002724645380668153,0.1557,0.0,0.00313448751336941,0.6397773442761883,0.19967927526359186,4.325964802174714e-18,1.0406315187177995e-17,1.154688882969538e-13,1.0243469291475072e-21,1.3050537056367187e-13,1.3536087846615234e-19,8.152727018893064e-05,7.109868307728938e-15,8.677738261010915e-22,1.3613562858111834e-19,0.002220724236967624,8.508363640284482e-18,4.931659952397902e-10,4.582407860697546e-31,1.6265006112901619e-24,6.025454713064771e-12,2.30352281791667e-18,1.281389940577252e-39,1.0482668779848701e-15,0.002581891835712442,1.3192608073293864e-27,4.551969651170109e-16,6.855551119147312e-24,2.0366135228751853e-16,6.903986595539938e-15,6.940801516913675e-33,1.5415179609466434e-30,7.560601916432358e-19,7.034898167139281e-26,1.3900935856118055e-17,2.7224436070242673e-20,2.1038965643786794e-19,3.4599327606253244e-23,6.727105809826054e-29,1.0714647483413783e-17,2.8102159808059726e-30,3.097469584463132e-24,6.510301272905803e-24,2.2499118484506062e-19,3.2600469735706577e-21,2.5056053164367892e-24,1.6185980665768456e-30,5.408530259328217e-27,9.462035570819275e-32,8.007057168113668e-24
3.276736110776684e-08,0.002724645380668153,0.1557,0.0,0.003134486826003332,0.6397773456956208,0.19967927314507752,4.470624339969333e-18,1.0847111142136028e-17,1.177121914494518e-13,1.0677567865951862e-21,1.3372489525779343e-13,1.3908134798176488e-19,8.152725169077348e-05,7.28459255191656e-15,8.975774129107768e-22,1.4084310266610763e-19,0.002220726350671322,8.71380066835201e-18,4.978711833535487e-10,4.693052381904868e-31,1.682379950167243e-24,6.125213319372753e-12,2.341679205696198e-18,1.3365042934467332e-39,1.0680122398190124e-15,0.0025818904230676615,1.3751720760212999e-27,4.634336121579876e-16,6.969323694645905e-24,2.1027119663715715e-16,7.07226150022572e-15,7.247300581096077e-33,1.625602097726083e-30,7.685919853644705e-19,7.219637738367648e-26,1.426558780605677e-17,2.748424967881891e-20,2.1239757879108978e-19,3.517248326958953e-23,6.911921181263623e-29,1.0965205111801786e-17,2.9539340526385266e-30,3.1696146657927796e-24,6.66200860614436e-24,2.3231136164843326e-19,3.3665183642481927e-21,2.5642221122317343e-24,1.671457785788668e-30,5.603204871056002e-27,9.725242018607504e-32,8.152032741609996e-24
3.3026852323434403e-08,0.002724645380668153,0.1557,0.0,0.003134486195266037,0.639777346997708,0.1996792712012904,4.618749288337085e-18,1.130302375783236e-17,1.199826942724193e-13,1.1126570281430123e-21,1.3699770722183605e-13,1.428941451416002e-19,8.152723471604741e-05,7.462190634993853e-15,9.281731568377074e-22,1.4567665659648855e-19,0.0022207282896317417,8.922616817971762e-18,5.025915282603457e-10,4.805517009892705e-31,1.7397448316284962e-24,6.225829611617447e-12,2.3801643982145488e-18,1.39354826677966e-39,1.0879697536433981e-15,0.002581889126997924,1.4330030755707981e-27,4.71750845263087e-16,7.08408013505938e-24,2.1704147105637666e-16,7.243261534033243e-15,7.564996607580898e-33,1.7136123133849832e-30,7.812317820487405e-19,7.407849273810265e-26,1.463672278736291e-17,2.7744900028711264e-20,2.1441196736121618e-19,3.575057566300352e-23,7.10132101331287e-29,1.121936872170337e-17,3.1038415151900375e-30,3.2428001513983823e-24,6.815905878649705e-24,2.398012933872538e-19,3.475469008512098e-21,2.623683060504682e-24,1.7255483376446452e-30,5.803277466279973e-27,9.993727876660463e-32,8.298426860490721e-24
3.3286343539101965e-08,0.002724645380668153,0.1557,0.0,0.0031344856164787914,0.6397773481921434,0.19967926941779493,4.770396173773528e-18,1.1774454286003539e-17,1.222805576918371e-13,1.159087345990685e-21,1.4032426560471238e-13,1.4680091169343747e-19,8.15272191388801e-05,7.642686942052826e-15,9.59576440123257e-22,1.506387602588603e-19,0.002220730068284244,9.134839868231595e-18,5.073271653989178e-10,4.919816708475041e-31,1.798624111101998e-24,6.32730521337316e-12,2.4189790251175156e-18,1.4525747607975736e-39,1.1081402421286367e-15,0.0025818879378723385,1.4928049354367351e-27,4.801488814392331e-16,7.199822382560306e-24,2.2397476239270244e-16,7.417008895300625e-15,7.894220474811959e-33,1.805702498359104e-30,7.939797900689588e-19,7.599576516753379e-26,1.5014405516201498e-17,2.800639459773923e-20,2.1643287995164078e-19,3.633361430590127e-23,7.295386806079637e-29,1.1477158903905113e-17,3.260157353359575e-30,3.317032181511469e-24,6.972006063735454e-24,2.4746341784206346e-19,3.586934441951274e-21,2.683992991157705e-24,1.780887363057903e-30,6.0088560821364485e-27,1.026756468386627e-31,8.446243373594114e-24
3.354583475476953e-08,0.002724645380668153,0.1557,0.0,0.0031344850853493784,0.6397773492878205,0.19967926778134817,4.9256219843415265e-18,1.2261811761027151e-17,1.246059432207156e-13,1.207088208899459e-21,1.4370503042546666e-13,1.5080330922502257e-19,8.152720484379772e-05,7.826105897410976e-15,9.918028529157063e-22,1.5573191749034547e-19,0.0022207316998716377,9.350497650228757e-18,5.120782304596608e-10,5.035966462376107e-31,1.8590470367314658e-24,6.429641775465628e-12,2.45812371414031e-18,1.513637764866086e-39,1.1285245341906711e-15,0.0025818868468556492,1.554629785486951e-27,4.886279400945253e-16,7.316552412020716e-24,2.310736784714619e-16,7.593525808774921e-15,8.235310855711129e-33,1.9020315050531562e-30,8.068362212544189e-19,7.794863643969661e-26,1.5398700915356805e-17,2.8268740878196373e-20,2.1846037447258516e-19,3.6921608867996845e-23,7.49420104008904e-29,1.1738596194510113e-17,3.4231067615562814e-30,3.3923168829289464e-24,7.130322109005283e-24,2.5530018711993444e-19,3.700950402199163e-21,2.7451567213836357e-24,1.837492601939418e-30,6.2200502194562975e-27,1.0546824668100472e-31,8.595486170312574e-24
3.380532597043709e-08,0.002724645380668153,0.1557,0.0,0.0031344845979401834,0.6397773502928968,0.19967926627980132,5.084484170549465e-18,1.2765513105786431e-17,1.2695901296370295e-13,1.2567008729761302e-21,1.4714046258888514e-13,1.5490301935922877e-19,8.152719172486634e-05,8.012471965345303e-15,1.0248681978966778e-21,1.6095866645193238e-19,0.0022207331965426627,9.569618047905313e-18,5.168448593875142e-10,5.153981290458779e-31,1.9210432535833557e-24,6.5328409759778366e-12,2.4975991143839444e-18,1.5767923720719422e-39,1.1491234649922857e-15,0.0025818858458425274,1.6185307698346156e-27,4.971882430426259e-16,7.434272228995207e-24,2.3834084812082144e-16,7.772834526426151e-15,8.588614426656798e-33,2.0027632775341713e-30,8.198012908941817e-19,7.993755261837629e-26,1.5789674115199163e-17,2.853194637666472e-20,2.204945089426265e-19,3.751456918397278e-23,7.697847193988802e-29,1.2003701076874954e-17,3.592921283399275e-30,3.468660371369862e-24,7.290866937722429e-24,2.6331406762633603e-19,3.8175528284083636e-21,2.8071790561187854e-24,1.8953818951645528e-30,6.436970857841879e-27,1.0831580854946953e-31,8.74615918077273e-24
3.406481718610465e-08,0.002724645380668153,0.1557,0.0,0.003134484150638887,0.6397773512148571,0.19967926490200913,5.247040646243255e-18,1.3285983238690806e-17,1.293399296216941e-13,1.3079673925800864e-21,1.5063102390105902e-13,1.59101743961917e-19,8.152717968490342e-05,8.201809650822782e-15,1.0587884925094467e-21,1.663215800067526e-19,0.002220734569442402,9.79222899888376e-18,5.216271883849685e-10,5.2738762443744995e-31,1.9846428079816564e-24,6.636904520256033e-12,2.5374058917654595e-18,1.6420947963167204e-39,1.1699378759449465e-15,0.002581884927397253,1.6845620609024513e-27,5.058300145070685e-16,7.552983869374716e-24,2.457789211975894e-16,7.954957328258268e-15,8.954486031836924e-33,2.108066984084705e-30,8.328752177385757e-19,8.196296413011297e-26,1.618739045466408e-17,2.879601861320379e-20,2.225353414908213e-19,3.8112505251063953e-23,7.906409753975035e-29,1.2272493983532424e-17,3.7698389542250105e-30,3.546068751815439e-24,7.453653450038195e-24,2.7150754003822397e-19,3.936777860744063e-21,2.870064788492542e-24,1.9545731841036834e-30,6.659730470922415e-27,1.1121907025210138e-31,8.898266375993803e-24
3.4324308401772214e-08,0.002724645380668153,0.1557,0.0,0.0031344837401315793,0.639777352060567,0.19967926363774702,5.413349789512239e-18,1.3823655181869434e-17,1.3174885649644185e-13,1.3609306313538773e-21,1.5417717708490923e-13,1.6340120533425942e-19,8.152716863475452e-05,8.394143500227646e-15,1.0935799685347313e-21,1.718232661033436e-19,0.002220735828795242,1.0018358495302828e-17,5.264253539151822e-10,5.395666395105474e-31,2.0498761520291352e-24,6.741834140915967e-12,2.5775447048972276e-18,1.709602391735708e-39,1.1909686147111909e-15,0.0025818840846983672,1.752778873688325e-27,5.14553481125497e-16,7.67268940225782e-24,2.5339056861378434e-16,8.139916523117316e-15,9.333288753715154e-33,2.2181171524859217e-30,8.460582239989566e-19,8.402532591646169e-26,1.6591915482243804e-17,2.906096512289112e-20,2.2458293035685525e-19,3.8715427213629224e-23,8.119974214367489e-29,1.2544995298099902e-17,3.954104446075676e-30,3.624548116973264e-24,7.618694523649217e-24,2.798830992783487e-19,4.0586618398961925e-21,2.9338187002741824e-24,2.0150845078669433e-30,6.88844304179972e-27,1.1417877653095632e-31,9.05181176803664e-24
3.4583799617439776e-08,0.002724645380668153,0.1557,0.0,0.003134483363378108,0.6397773528363256,0.19967926247763512,5.583470443608934e-18,1.4378970170550735e-17,1.3418595749517104e-13,1.4156342733798147e-21,1.5777938579566994e-13,1.6780314641170758e-19,8.152715849263015e-05,8.589498102085463e-15,1.1292590772903945e-21,1.774663681622604e-19,0.0022207369839809333,1.0248034584653258e-17,5.312394927052056e-10,5.519366849285348e-31,2.116774147955798e-24,6.847631597849364e-12,2.618016234326032e-18,1.7793736674656956e-39,1.2122165352074661e-15,0.002581883311487922,1.823237480070573e-27,5.233588719538452e-16,7.793390927599017e-24,2.61178482363968e-16,8.327734449496806e-15,9.725394140103575e-33,2.333093808157369e-30,8.593505353507554e-19,8.612509737419365e-26,1.7003314956991183e-17,2.9326793455837167e-20,2.266373338925573e-19,3.932334538144119e-23,8.338627097373799e-29,1.282122535717357e-17,4.1459692153179415e-30,3.7041045500420815e-24,7.786003015151696e-24,2.8844325449076834e-19,4.183241306610225e-21,2.9984455623156524e-24,2.0769340058109654e-30,7.123224078689075e-27,1.1719568049448499e-31,9.206799410168246e-24
3.484329083310734e-08,0.002724645380668153,0.1557,0.0,0.003134483017589461,0.6397773535479111,0.1996792614130684,5.757461917882674e-18,1.4952377763643337e-17,1.366513971351964e-13,1.4721228344652227e-21,1.6143811463633294e-13,1.7230933098652864e-19,8.152714918349731e-05,8.78789808778392e-15,1.1658424926419916e-21,1.832535654676469e-19,0.0022207380436043583,1.0481285370613734e-17,5.360697417492976e-10,5.644992751039468e-31,2.1853680725794523e-24,6.954298678230736e-12,2.6588211832164938e-18,1.851468304855424e-39,1.2336824976073795e-15,0.00258188260202494,1.8959952233444355e-27,5.322464184704697e-16,7.915090575062853e-24,2.69145375553338e-16,8.518433476340355e-15,1.0131182441085081e-32,2.4531826153889496e-30,8.727523809360322e-19,8.826274240068558e-26,1.742165484953575e-17,2.959351117584236e-20,2.28698610564631e-19,3.993627023074987e-23,8.562455965364657e-29,1.3101204452208747e-17,4.3456916533413256e-30,3.78474412553294e-24,7.955591761393819e-24,2.971905290175639e-19,4.310553001236438e-21,3.0639501349911072e-24,2.1401399176970822e-30,7.364190630738151e-27,1.2027054325184294e-31,9.363233397010847e-24
3.51027820487749e-08,0.002724645380668153,0.1557,0.0,0.003134482700207033,0.6397773542006248,0.19967926043615283,5.93538398872712e-18,1.5544335955532046e-17,1.3914534054854426e-13,1.5304416735554095e-21,1.651538291730608e-13,1.7692154390379943e-19,8.152714063852149e-05,8.989368132290885e-15,1.2033471093794109e-21,1.89187573564377e-19,0.002220739015559524,1.0718139013886803e-17,5.409162383123328e-10,5.772559261620747e-31,2.2556896220306753e-24,7.06183719652461e-12,2.6999602408205118e-18,1.9259471787367615e-39,1.2553673683456189e-15,0.0025818819510427166,1.971110533007267e-27,5.412163545802453e-16,8.037790508090906e-24,2.7729398242658036e-16,8.71203600384193e-15,1.0551042611805686e-32,2.5785750214279145e-30,8.86263993363001e-19,9.043872959671747e-26,1.7847001343112168e-17,2.9861125862269646e-20,2.307668189546555e-19,4.0554212381029454e-23,8.791549417271733e-29,1.3384952831386372e-17,4.553537239838802e-30,3.866472906728619e-24,8.127473579959612e-24,3.0612746037674987e-19,4.44063386329752e-21,3.1303371686340715e-24,2.2047205797490722e-30,7.611461304040282e-27,1.2340413281965046e-31,9.521117864673814e-24
3.536227326444246e-08,0.002724645380668153,0.1557,0.0,0.0031344824088835833,0.6397773547993294,0.19967925953964621,6.117296900541627e-18,1.6155311289100332e-17,1.4166795348658026e-13,1.5906370042769651e-21,1.6892699595056698e-13,1.816415912607942e-19,8.152713279455466e-05,9.193932954869526e-15,1.2417900489048871e-21,1.9527114465836262e-19,0.002220739907088293,1.095862373303475e-17,5.457791199332831e-10,5.902081578622812e-31,2.3277709162499468e-24,7.170248994493107e-12,2.7414341175360396e-18,2.0028723724646586e-39,1.2772720201224184e-15,0.0025818813537096374,2.048642939554137e-27,5.502689166186331e-16,8.161492921354956e-24,2.856270583974754e-16,8.908564464243795e-15,1.0985372532965916e-32,2.709468403532443e-30,8.998856087084005e-19,9.265353218710938e-26,1.8279420834600756e-17,3.012964511043662e-20,2.3284201776039765e-19,4.117718261672815e-23,9.025997110070382e-29,1.3672490701465841e-17,4.7697786987461666e-30,3.949296948812386e-24,8.301661270467028e-24,3.152566002413614e-19,4.5735210310743446e-21,3.19761140397064e-24,2.2706944276470512e-30,7.865156277855099e-27,1.2659722596465204e-31,9.680456990902578e-24
3.5621764480110024e-08,0.002724645380668153,0.1557,0.0,0.0031344821414657784,0.6397773553484865,0.19967925871690492,6.3032613667064615e-18,1.6785778969995372e-17,1.4421940232464131e-13,1.652755906615222e-21,1.7275808250746131e-13,1.8647130064889746e-19,8.152712559366545e-05,9.401617319790443e-15,1.2811886634977752e-21,2.0150706802172598e-19,0.002220740724834263,1.120276780531543e-17,5.506585244287776e-10,6.033574943425322e-31,2.40164450356121e-24,7.279535941204e-12,2.7832435550586535e-18,2.0823071948460988e-39,1.2993973319084262e-15,0.002581880805593231,2.1286530894945624e-27,5.594043433557267e-16,8.286200038341448e-24,2.941473800792588e-16,9.10804132263186e-15,1.1434579379035682e-32,2.8460662193810715e-30,9.136174665211563e-19,9.490762802766554e-26,1.8718979935580125e-17,3.0399076529546306e-20,2.3492426579928325e-19,4.180519189452697e-23,9.265889775683262e-29,1.3963838229624408e-17,4.99469615758023e-30,4.03322230052505e-24,8.478167616113336e-24,3.245805144197171e-19,4.709251841209836e-21,3.2657775725492827e-24,2.338079997745322e-30,8.125397321004325e-27,1.2985060801703966e-31,9.841254995221388e-24
3.5881255695777586e-08,0.002724645380668153,0.1557,0.0,0.0031344818959781664,0.639777355852189,0.19967925796183403,6.4933385705719145e-18,1.7436222982151775e-17,1.467998540666752e-13,1.7168463387236996e-21,1.7664755739157295e-13,1.9141252135449592e-19,8.152711898270805e-05,9.612446037041414e-15,1.3215605331348962e-21,2.0789817040420256e-19,0.002220741474892194,1.145059956751812e-17,5.555545898967264e-10,6.167054611772716e-31,2.477343365616228e-24,7.38969993303934e-12,2.8253892734173035e-18,2.1643162036556264e-39,1.3217441889503605e-15,0.002581880302627194,2.211202760681191e-27,5.686228760002887e-16,8.41191411691222e-24,3.0285774531573228e-16,9.310489077729225e-15,1.1899079530756655e-32,2.9885781604730447e-30,9.2745980982217e-19,9.720149987392352e-26,1.9165745473392016e-17,3.066942774485747e-20,2.3701362200824724e-19,4.2438251309786356e-23,9.511319211941087e-29,1.4259015545283305e-17,5.228577309488389e-30,4.118255000323264e-24,8.657005383970435e-24,3.341017828368551e-19,4.84786382833074e-21,3.3348403971686545e-24,2.4068959215776882e-30,8.392307808464253e-27,1.3316507110129466e-31,1.000351613905287e-23
3.614074691144515e-08,0.002724645380668153,0.1557,0.0,0.0031344816706084864,0.6397773563141916,0.19967925726884217,6.6875901664612505e-18,1.8107136204585214e-17,1.494094763498859e-13,1.7829571488680857e-21,1.8059589017524791e-13,1.9646712455260355e-19,8.152711291292697e-05,9.826443963034592e-15,1.3629234714473895e-21,2.144473164474976e-19,0.002220742162853352,1.1702147416799145e-17,5.604674547200086e-10,6.3025358750415525e-31,2.5549009220523345e-24,7.500742893704512e-12,2.8678720106325324e-18,2.2489652211519353e-39,1.344313482777291e-15,0.0025818798410811384,2.296354877620162e-27,5.779247582037801e-16,8.538637446847548e-24,3.1176097321312546e-16,9.515930262687711e-15,1.2379298733122802e-32,3.1372203085683692e-30,9.41412885105711e-19,9.95356352882049e-26,1.9619784492218198e-17,3.09407063987137e-20,2.391101454445933e-19,4.3076372120876355e-23,9.762378304884363e-29,1.4558042741920532e-17,5.471717577904754e-30,4.204401079731046e-24,8.838187326159886e-24,3.4382299951712087e-19,4.9893947246872384e-21,3.40480459230163e-24,2.4771609291675984e-30,8.666012738183812e-27,1.3654141644607262e-31,1.0167244725851925e-23
3.640023812711271e-08,0.002724645380668153,0.1557,0.0,0.0031344814636941865,0.6397773567379385,0.1996792566327998,6.886078280687543e-18,1.8799020529472222e-17,1.5204843744938676e-13,1.851138087510686e-21,1.8460355147061585e-13,2.0163700357317007e-19,8.152710733959433e-05,1.0043636001310856e-14,1.4052955318992362e-21,2.2115740910428203e-19,0.0022207427938470904,1.195743981151746e-17,5.653972575702154e-10,6.440034076754142e-31,2.6343510351599164e-24,7.612666774237893e-12,2.910692548472056e-18,2.3363213501368267e-39,1.3671061112072467e-15,0.0025818794175328477,2.3841735269742287e-27,5.873102360643927e-16,8.66637234551578e-24,3.2085990417270374e-16,9.724387445877084e-15,1.2875672681687389e-32,3.2922152957994526e-30,9.554769423440457e-19,1.0191052658350713e-25,2.0081164254169245e-17,3.1212920147523336e-20,2.412138952903714e-19,4.3719565766538376e-23,1.0019161052746e-28,1.486093987887085e-17,5.724420284984185e-30,4.291666566336186e-24,9.021726181677007e-24,3.537467725679065e-19,5.1338824598102165e-21,3.475674864515667e-24,2.548893851920215e-30,8.946638748073391e-27,1.399804545665131e-31,1.0332445101243863e-23
3.665972934278027e-08,0.002724645380668153,0.1557,0.0,0.0031344812737100565,0.6397773571265898,0.19967925604900122,7.08886551258436e-18,1.9512386981533154e-17,1.5471690628286112e-13,1.921439819531243e-21,1.8867101294484144e-13,2.0692407411016154e-19,8.152710222167722e-05,1.02640471032421e-14,1.4486950026795904e-21,2.2803139006430736e-19,0.002220743372579021,1.2216505272070158e-17,5.703441374114462e-10,6.57956457172031e-31,2.7157280150630723e-24,7.725473553021169e-12,2.9538516385102707e-18,2.4264530001428385e-39,1.3901229783546863e-15,0.0025818790288428136,2.4747239734586555e-27,5.967795581310872e-16,8.795121165213895e-24,3.301573999241233e-16,9.935883231672825e-15,1.3388646836423326e-32,3.4537924679405886e-30,9.696522349880705e-19,1.043266711752521e-25,2.054995224038548e-17,3.148607666411978e-20,2.433249308521467e-19,4.436784381927371e-23,1.0281762550199053e-28,1.5167726983112806e-17,5.98699682295006e-30,4.3800574783269715e-24,9.207634676499115e-24,3.638757241645429e-19,5.2813651601861174e-21,3.547455912891535e-24,2.6221136151787303e-30,9.23431413318727e-27,1.4348300255664508e-31,1.0499121653136224e-23
3.6919220558447835e-08,0.002724645380668153,0.1557,0.0,0.003134481099256879,0.6397773574830447,0.19967925551312934,7.29601493555031e-18,2.024775583872899e-17,1.574150524152315e-13,1.9939139365859228e-21,1.9279874733535845e-13,2.1233027440003817e-19,8.15270975215323e-05,1.0487702268731401e-14,1.4931404124944097e-21,2.350722401832684e-19,0.0022207439033660095,1.2479372381727724e-17,5.753082335041528e-10,6.721142747461021e-31,2.7990666245570598e-24,7.839165235790192e-12,2.9973500433448038e-18,2.519429903836962e-39,1.4133649946386799e-15,0.0025818786721308875,2.568072675695979e-27,6.063329754076478e-16,8.924886291310543e-24,3.396563435595295e-16,1.0150440261242305e-14,1.3918676410668752e-32,3.622188050726887e-30,9.839390199675362e-19,1.0678457148827486e-25,2.102621615214986e-17,3.176018363979858e-20,2.4544331156106664e-19,4.5021218010189017e-23,1.0550279009732632e-28,1.547842405104297e-17,6.259766827883067e-30,4.469579827766937e-24,9.395925524534352e-24,3.7421249053631846e-19,5.4318811489492104e-21,3.620152429438602e-24,2.696839241487046e-30,9.529168863157629e-27,1.470498868994029e-31,1.0667278811838368e-23
3.71787117741154e-08,0.002724645380668153,0.1557,0.0,0.0031344809390510286,0.6397773578099623,0.19967925502122383,7.507590098107451e-18,2.100565675428812e-17,1.601430460633373e-13,2.068612969613786e-21,1.9698722846507583e-13,2.1785756551827786e-19,8.152709320462596e-05,1.0714626546910345e-14,1.5386505395456086e-21,2.422829799157952e-19,0.0022207443901682985,1.2746069787469133e-17,5.802896854090277e-10,6.864784054570203e-31,2.884402083842492e-24,7.953743855646463e-12,3.0411885865076304e-18,2.6153231313782853e-39,1.4368330767912857e-15,0.002581878344754846,2.664287302208943e-27,6.159707413567517e-16,9.055670135150227e-24,3.493596395683969e-16,1.0368081213328819e-14,1.4466227292836046e-32,3.7976453202116594e-30,9.983375576962924e-19,1.0928473480368667e-25,2.1510023912012628e-17,3.203524878010526e-20,2.4756909697833093e-19,4.567970026187117e-23,1.082480779602007e-28,1.57930510502379e-17,6.543058357710164e-30,4.560239625618079e-24,9.58661142982461e-24,3.847597219536248e-19,5.585468945591182e-21,3.6937690995060774e-24,2.7730898559973305e-30,9.831334599794432e-27,1.5068194430845927e-31,1.0836921050195418e-23
3.743820298978296e-08,0.002724645380668153,0.1557,0.0,0.0031344807919149124,0.6397773581097823,0.19967925456965152,7.723655024973543e-18,2.1786628880082573e-17,1.6290105810062143e-13,2.145590401484373e-21,2.0123693125757428e-13,2.2350793160379945e-19,8.152708923927723e-05,1.0944845036834679e-14,1.5852444041622555e-21,2.496666697567e-19,0.002220744836618966,1.3016626200816907e-17,5.852886329909321e-10,7.010503952037991e-31,2.9717700759589714e-24,8.069211473069434e-12,3.085368052851756e-18,2.714205119693401e-39,1.4605281478668302e-15,0.002581878044290743,2.763436747905213e-27,6.256931119040641e-16,9.187475143386708e-24,3.5927021387311193e-16,1.0588828805034464e-14,1.5031775789867332e-32,3.98041477650591e-30,1.0128481120743634e-18,1.1182767371067809e-25,2.2001443664928056e-17,3.231127980716135e-20,2.4970234679505516e-19,4.634330262592834e-23,1.1105447402404523e-28,1.6111627921203527e-17,6.83720807343166e-30,4.6520428743479115e-24,9.779705086498426e-24,3.955200827162358e-19,5.742167265687924e-21,3.7683106021929e-24,2.850884676693136e-30,1.0140944714866739e-26,1.5438001774603894e-31,1.1008052883696874e-23
3.769769420545052e-08,0.002724645380668153,0.1557,0.0,0.0031344806567682173,0.6397773583847429,0.1996792541550792,7.94427421814817e-18,2.259122099136324e-17,1.6568926006182706e-13,2.224900679786261e-21,2.0554833175229552e-13,2.2928338000826693e-19,8.152708559642224e-05,1.1178382888178175e-14,1.6329412736774975e-21,2.5722641068488735e-19,0.0022207452460509536,1.3291070398671832e-17,5.903052164228638e-10,7.158317925322654e-31,3.0612067518322554e-24,8.185570175929375e-12,3.1298892254799047e-18,2.8161496904958342e-39,1.4844511372520248e-15,0.002581877768514872,2.865591150512665e-27,6.3550034544236165e-16,9.320303797559344e-24,3.693910138652943e-16,1.0812705792601959e-14,1.56158082651981e-32,4.170754320485166e-30,1.0274709504869993e-18,1.1441390603843468e-25,2.2500543779402984e-17,3.258828446321723e-20,2.518431208310916e-19,4.7012037304476955e-23,1.13922974683411e-28,1.6434174579112166e-17,7.142561422476789e-30,4.744995570590622e-24,9.975219179343565e-24,4.064962511426919e-19,5.902015020643394e-21,3.84378161075468e-24,2.930243016951354e-30,1.0458134308172198e-26,1.581449597171197e-31,1.118067887058355e-23
3.795718542111808e-08,0.002724645380668153,0.1557,0.0,0.003134480532619871,0.6397773586368977,0.19967925377444923,8.16951265801268e-18,2.3419991612870015e-17,1.6850782414770356e-13,2.3065992297709883e-21,2.0992190711970288e-13,2.3518594162818446e-19,8.152708224939804e-05,1.1415265301923717e-14,1.6817606753580405e-21,2.6496534461049477e-19,0.002220745621521858,1.35694312241475e-17,5.953395761899563e-10,7.308241536928118e-31,3.152748735037961e-24,8.302822079500873e-12,3.1747529713140173e-18,2.921232061815505e-39,1.5086029806760843e-15,0.002581877515387227,2.9708219070635183e-27,6.453927028356844e-16,9.4541586031524e-24,3.7972500844285594e-16,1.1039734972194288e-14,1.6218822539021047e-32,4.3689294349511284e-30,1.042206343809994e-18,1.1704395456070466e-25,2.300739284865713e-17,3.286627050501717e-20,2.53991479041776e-19,4.7685916705757e-23,1.1685458828407575e-28,1.6760710915527822e-17,7.45947282669706e-30,4.839103713102783e-24,1.0173166386497262e-23,4.1769091956078388e-19,6.065051317450429e-21,3.920186793006175e-24,3.0111842945763567e-30,1.0783040225769609e-26,1.6197763420317413e-31,1.1354803611976623e-23
3.8216676636785645e-08,0.002724645380668153,0.1557,0.0,0.003134480418560673,0.6397773588681299,0.19967925342495643,8.399435804444013e-18,2.4273509146338788e-17,1.713569232297232e-13,2.3907424674435865e-21,2.1435813567643916e-13,2.412176711580712e-19,8.152707917374413e-05,1.1655517531052888e-14,1.7317223865688787e-21,2.7288665483167684e-19,0.0022207459658366816,1.385173758740479e-17,6.003918530935128e-10,7.460290355936117e-31,3.246433127501853e-24,8.420969326477344e-12,3.2199601116420375e-18,3.029528880677453e-39,1.5329846202217433e-15,0.002581877283036327,3.0792016909854996e-27,6.553704474235269e-16,9.589042100963568e-24,3.9027518804779875e-16,1.1269939180673533e-14,1.684132766264081e-32,4.575213369499379e-30,1.0570545664137409e-18,1.1971834756178848e-25,2.3522059691795277e-17,3.3145245705691e-20,2.561474815182144e-19,4.83649533634623e-23,1.1985033480595986e-28,1.7091256800119396e-17,7.788305874116855e-30,4.9343732932083736e-24,1.0373559379324558e-23,4.2910679429915442e-19,6.23131545846842e-21,3.997530811722529e-24,3.0937280193948053e-30,1.1115801078365592e-26,1.6587891098372528e-31,1.1530431751986825e-23
3.847616785245321e-08,0.002724645380668153,0.1557,0.0,0.0031344803137565245,0.6397773590801675,0.19967925310402734,8.634109597942348e-18,2.5152351999414e-17,1.7423673085480828e-13,2.4773878127954648e-21,2.1885749690048655e-13,2.473806471909216e-19,8.152707634702069e-05,1.1899164881234319e-14,1.782846437539828e-21,2.809935664941941e-19,0.002220746281568698,1.4138018466486e-17,6.054621882550681e-10,7.614479966872699e-31,3.3422975148026556e-24,8.540014086986045e-12,3.2655114447786726e-18,3.141118243937177e-39,1.557597004337302e-15,0.002581877069745289,3.1908044691618182e-27,6.654338450250677e-16,9.72495686939432e-24,4.010445647047469e-16,1.1503341296379166e-14,1.7483842918720643e-32,4.789887328143679e-30,1.0720158961613358e-18,1.2243761883506298e-25,2.4044613354991337e-17,3.34252178604919e-20,2.5831118848427147e-19,4.904915994835085e-23,1.2291124595040156e-28,1.742583208236173e-17,8.12943351232166e-30,5.030810295968181e-24,1.0576410822406993e-23,4.407465956799835e-19,6.400846941217697e-21,4.075818325038298e-24,3.177893794045803e-30,1.1456557260039015e-26,1.6984966931037128e-31,1.1707567977811328e-23
