Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236),SX(357),SX(497),OCCO(227),SX(387),SX(190)
4.582373995725055e-11,0.002724645380668153,0.1557,0.0,0.007693720733332114,0.6421910128073848,0.20183140465303875,5.329283247748335e-31,3.534250797784337e-33,1.0329411798585306e-21,6.40451988802769e-39,1.3755002811772312e-23,6.33240217570396e-32,9.465616486071703e-05,7.323897935732121e-25,5.567672610953452e-34,3.33490539817604e-33,6.859534695269096e-05,2.4629514134747358e-29,8.491627883416327e-15,8.884978759864227e-43,1.1832400747412574e-38,8.347076164349798e-20,3.6595705726798403e-25,7.132647624870009e-57,5.322864510563397e-25,0.0001616591101803754,1.3051750055372024e-44,2.5314954576507902e-26,9.519671171806461e-21,2.285407854611824e-24,-9.674673870331191e-21,7.752928873719872e-51,9.075024735487162e-52,3.060904418688026e-23,1.5011573457949408e-38,2.3659298528037674e-24,1.3096969533544017e-25,1.8891160688605694e-24,1.5416065888479966e-31,4.585719447538606e-40,2.6396628254720257e-24,2.719065229757303e-51,3.0609529226560046e-30,8.027322109292209e-30,1.8150700730041314e-27,2.16979443962219e-31,3.3095314398735763e-31,3.027988649057514e-40,7.188130430255788e-46,2.125792696631996e-47,2.4555592394274672e-36
4.599164185610537e-11,0.002724645380668153,0.1557,0.0,0.007692623288219251,0.6421903000692519,0.2018311600163385,5.386424645356006e-31,3.644735023548857e-33,1.0510302425730803e-21,6.638927057145616e-39,1.4122356246004226e-23,6.50735460473899e-32,9.493630542064987e-05,7.51949778074123e-25,5.700372537467093e-34,3.438369107877263e-33,6.883998365287692e-05,2.530963431622545e-29,8.580802057370632e-15,9.1581960589549e-43,1.217577000793229e-38,8.493223219533869e-20,3.730670522290564e-25,7.407911036498239e-57,5.464971545499384e-25,0.00016223177803341996,1.3548207775841333e-44,2.593686300518466e-26,2.1035256194998388e-19,2.575239927406413e-25,-2.1049612259492865e-19,8.084147967599956e-51,9.533075424025315e-52,3.0428309167939075e-24,1.5389379786706715e-38,2.3723679800722335e-24,1.3312536166895847e-25,1.9160240078138255e-24,1.572593980701261e-31,4.695220484657557e-40,2.6468219583371446e-24,2.8562677460523517e-51,1.2792860428712509e-30,4.759606548465113e-30,1.826594131103483e-27,2.2758549871025993e-31,3.398985530639042e-31,3.1685213979312145e-40,7.518268898025887e-46,2.2077149792569306e-47,2.5307075730934932e-36
4.61595437549602e-11,0.002724645380668153,0.1557,0.0,0.007691526607421741,0.6421895877586378,0.20183091542626386,5.444732332356539e-31,3.758195312087944e-33,1.0693628814532285e-21,6.880833160679685e-39,1.4497937065861632e-23,6.686346844453171e-32,9.521586563783344e-05,7.719478436825842e-25,5.835661766302264e-34,3.544591783663544e-33,6.908457372740465e-05,2.600544675542814e-29,8.670557846120753e-15,9.438553568120217e-43,1.2527503542727464e-38,8.64133752118303e-20,3.802840862529407e-25,7.692506508618806e-57,5.610259675561844e-25,0.00016280430853889892,1.4061216856284817e-44,2.657149879721261e-26,-4.386058316117159e-19,6.559657140379009e-24,4.384481920856594e-19,8.427910838736633e-51,1.00120593055876e-51,2.1498010250452365e-23,1.5775188055710317e-38,2.37516652647329e-24,1.3530637511862345e-25,1.943179646225522e-24,1.6040746165189248e-31,4.806869113521952e-40,2.649918678076397e-24,2.9997387109306934e-51,1.4479225514723173e-30,2.4438687239650584e-30,1.833308930070867e-27,2.3850320272351253e-31,3.4862576222909677e-31,3.3126276448349436e-40,7.86211478291854e-46,2.2924322111449307e-47,2.6078418479969893e-36
4.632744565381502e-11,0.002724645380668153,0.1557,0.0,0.007690430691167129,0.6421888758756334,0.20183067088278805,5.504225360225238e-31,3.874698710584238e-33,1.0879413447076108e-21,7.130442658924337e-39,1.4881892586540296e-23,6.869454744102084e-32,9.549484518725638e-05,7.923918347930863e-25,5.9735793103242665e-34,3.653634703018243e-33,6.932911720312809e-05,2.6717245716095934e-29,8.760896512943754e-15,9.726205855132304e-43,1.2887764704032016e-38,8.79143721332847e-20,3.876092656089381e-25,7.986705588191111e-57,5.75878581557345e-25,0.0001633767017684641,1.4591249228412383e-44,2.7219068652614564e-26,7.34764939615422e-19,-4.7793115194595896e-24,-7.349015262801544e-19,8.784629498343328e-51,1.0512830556151493e-51,3.002725883662024e-24,1.6169135666471612e-38,2.379075018007667e-24,1.3751289332548212e-25,1.9705837601634017e-24,1.6360541951241272e-31,4.920698057173619e-40,2.6542544996042994e-24,3.149733833284903e-51,1.687536160937488e-30,2.7987435170140863e-30,1.8373305584321756e-27,2.497269969841813e-31,3.571279668066712e-31,3.4602146254646384e-40,8.220175582535685e-46,2.3800270602515137e-47,2.6870060847946383e-36
4.649534755266985e-11,0.002724645380668153,0.1557,0.0,0.007689335539673135,0.6421881644203253,0.2018304263858842,5.564923012237291e-31,3.994313470763266e-33,1.1067678905864647e-21,7.387964582759939e-39,1.5274372046839034e-23,7.056755232867296e-32,9.577324375276426e-05,8.132896982411607e-25,6.114164561633417e-34,3.765560220269927e-33,6.957361410690706e-05,2.7445329642214233e-29,8.851819314481398e-15,1.0021310106496299e-42,1.3256719199951782e-38,8.94354052081501e-20,3.9504370176370673e-25,8.290786389458249e-57,5.910607622467518e-25,0.0001639489577937774,1.5138787908502041e-44,2.787978170203986e-26,1.130121872665178e-19,9.940499985686244e-25,-1.1313072120092494e-19,9.154727314183516e-51,1.1036273876001258e-51,-5.331101258904927e-23,1.657136181417543e-38,2.3768806469461124e-24,1.3974507357448651e-25,1.99823711861809e-24,1.6685384538323226e-31,5.036740379725018e-40,2.651779715044859e-24,3.306517957124961e-51,-9.070422434853274e-31,1.5549190854206226e-30,1.840565575647925e-27,2.6125103767289933e-31,3.653978487747996e-31,3.6112093879165883e-40,8.592975237355279e-46,2.470584249829682e-47,2.768245085519801e-36
4.6646459261639186e-11,0.002724645380668153,0.1557,0.0,0.007688350557370849,0.6421875244762962,0.20183020637846752,5.620596978529419e-31,4.104684362135852e-33,1.1239257670342546e-21,7.626675947062734e-39,1.563501643664058e-23,7.228974796517876e-32,9.602330546624328e-05,8.324924873989985e-25,6.243005044013296e-34,3.8688102211053783e-33,6.979362152349967e-05,2.811477888397178e-29,8.934150304319264e-15,1.029340741236805e-42,1.3596349918976707e-38,9.082161716440093e-20,4.0182903164423455e-25,8.573143206919321e-57,6.050113299627644e-25,0.00016446387096616022,1.5646948917756598e-44,2.848583569533897e-26,-1.725177716551733e-20,2.1765107849725182e-24,1.7138578425187725e-20,9.499613787833881e-51,1.1527514017318829e-51,-7.152548184623816e-23,1.694055999909149e-38,2.3630909235144253e-24,1.417761065474386e-25,2.0233388751822557e-24,1.69821056107807e-31,5.1430985208353695e-40,2.6363664168260306e-24,3.4536547387838465e-51,-3.190472600089678e-30,-2.9686608579044376e-30,1.8404700475346314e-27,2.718738607976195e-31,3.7258965241608784e-31,3.749902698647373e-40,8.94154329264829e-46,2.554690233851601e-47,2.843171775908173e-36
4.6797570970608524e-11,0.002724645380668153,0.1557,0.0,0.0076873661948386835,0.642186884878824,0.20182998640873276,5.6772768867870555e-31,4.2176832129486505e-33,1.1412880880514333e-21,7.872128440277609e-39,1.6002799204505327e-23,7.404711175923322e-32,9.627289611628589e-05,8.520753727769926e-25,6.37406787953823e-34,3.974493516877559e-33,7.001359125816651e-05,2.879788763758222e-29,9.016956362545788e-15,1.0571788619708825e-42,1.3943282546532304e-38,9.222434067152369e-20,4.0870458148790094e-25,8.863947104307508e-57,6.192378863087494e-25,0.00016497867311340698,1.617005856900438e-44,2.910286296699481e-26,1.4802527660862452e-20,1.905458001161757e-24,-1.4921483841927144e-20,9.856014848913856e-51,1.203855048525462e-51,-5.948415493065162e-23,1.7316682045759654e-38,2.343113147435613e-24,1.4382816702282264e-25,2.0486436876723065e-24,1.7283003743770743e-31,5.251301165310347e-40,2.61404692469538e-24,3.606719274209163e-51,-3.0506667963337436e-30,-6.676911921657618e-30,1.833748464953826e-27,2.827277184455017e-31,3.7946952382728506e-31,3.891073246762618e-40,9.302893952306341e-46,2.6413307804300756e-47,2.9198497382639924e-36
4.694868267957786e-11,0.002724645380668153,0.1557,0.0,0.007686382452216319,0.6421862456279619,0.20182976647666032,5.734977283284064e-31,4.333362343704316e-33,1.158856520649303e-21,8.124484255998456e-39,1.6377833198383966e-23,7.584022735840375e-32,9.652201549168498e-05,8.720443634538529e-25,6.507382638981994e-34,4.082657854606784e-33,7.023352333049919e-05,2.9494882306539586e-29,9.100238391495161e-15,1.0856573882587278e-42,1.4297642857457878e-38,9.364371025818621e-20,4.156711722130707e-25,9.163414925695303e-57,6.337447908224224e-25,0.0001654933642877774,1.6708492817156756e-44,2.973102108750865e-26,-8.2387488552683e-21,2.1769684450664963e-24,8.112460228628839e-21,1.0224263722586898e-50,1.2570095398209242e-51,-4.406840385885013e-23,1.7699833216770982e-38,2.326762496635985e-24,1.459013688915748e-25,2.07415210210728e-24,1.758812156254843e-31,5.361373142351323e-40,2.595775609073327e-24,3.76592473709103e-51,-1.6083210538048835e-30,-5.482034318193535e-30,1.82317615081195e-27,2.9380419936517405e-31,3.8601852580252537e-31,4.034560565940076e-40,9.677445163101418e-46,2.7305720872627387e-47,2.9983132974227276e-36
4.70997943885472e-11,0.002724645380668153,0.1557,0.0,0.007685399329637289,0.6421856067237603,0.20182954658223068,5.793712870874755e-31,4.45177490490321e-33,1.1766327383543145e-21,8.383908784896456e-39,1.6760232563503773e-23,7.766968574457591e-32,9.677066338714128e-05,8.924055375951809e-25,6.642979153304528e-34,4.193351721858668e-33,7.045341776009248e-05,3.020599213282051e-29,9.183997289166497e-15,1.114788515059911e-42,1.465955822406875e-38,9.507986097730293e-20,4.227296280573661e-25,9.471768124497177e-57,6.485364530836354e-25,0.00016600794454153583,1.7262635399212268e-44,3.037046926232558e-26,-5.354935468714399e-20,2.6564085980140744e-24,5.34157565719107e-20,1.060470171784671e-50,1.3122883296626765e-51,-3.063765526319074e-23,1.8090119990710093e-38,2.3171835373712638e-24,1.479958257940312e-25,2.0998646599437105e-24,1.7897501945370529e-31,5.473339510857914e-40,2.585061893482328e-24,3.931491011206956e-51,-9.27078134195665e-31,-1.8556337578792025e-30,1.8151579413662126e-27,3.050950555263014e-31,3.922853597899355e-31,4.180301952523127e-40,1.0065626826884587e-45,2.8224818044280366e-47,3.078597316528748e-36
4.725090609751654e-11,0.002724645380668153,0.1557,0.0,0.0076844168272290885,0.6421849681662668,0.20182932672542417,5.853498510064538e-31,4.572974886525967e-33,1.1946184211903283e-21,8.650570662886179e-39,1.7150112750667055e-23,7.953608529324383e-32,9.701883960333213e-05,9.131650428955803e-25,6.780887521508116e-34,4.306624354846229e-33,7.067327456654395e-05,3.093144921970298e-29,9.268233949228278e-15,1.1445846187506166e-42,1.5029157628033287e-38,9.653292840458714e-20,4.298807765638439e-25,9.789232842350311e-57,6.6361733303310235e-25,0.00016652241392695128,1.7832877958182401e-44,3.1021368341335154e-26,-1.450932623212445e-20,2.3037509939695636e-24,1.4371639901804156e-20,1.0997678381822634e-50,1.3697671741611293e-51,-2.3480023164297216e-23,1.8487650071649987e-38,2.3123171895566406e-24,1.5011165111495908e-25,2.1257818980966466e-24,1.8211188023129956e-31,5.5872255631243215e-40,2.5796077369859437e-24,4.103644869509287e-51,-9.588509618047599e-31,-7.224227585907888e-31,1.812835674751271e-27,3.165936307528154e-31,3.983357012133367e-31,4.32830083532294e-40,1.0467881090865916e-45,2.91712905983487e-47,3.160737203211895e-36
4.740201780648588e-11,0.002724645380668153,0.1557,0.0,0.007683434945113189,0.6421843299555257,0.20182910690622116,5.914349220084249e-31,4.697017127580634e-33,1.2128152556607155e-21,8.924641819854175e-39,1.754759052454009e-23,8.144003183297494e-32,9.726654394687342e-05,9.34329097020267e-25,6.921138111740824e-34,4.4225257465785845e-33,7.089309376945398e-05,3.167148855464959e-29,9.352949261022918e-15,1.175058258996061e-42,1.54065716722986e-38,9.80030486370901e-20,4.371254485722978e-25,1.0116039985529945e-56,6.789919412907334e-25,0.00016703677249629674,1.8419620168578057e-44,3.168388082836233e-26,-4.335326004344997e-21,2.2158118672812776e-24,4.195189258850379e-21,1.1403551657654175e-50,1.429524192884273e-51,-2.0050900137506293e-23,1.889253239844359e-38,2.307938167126029e-24,1.5224895797991045e-25,2.1519043489600237e-24,1.8529223180102677e-31,5.703056823816231e-40,2.5746975051398984e-24,4.282620157788091e-51,-5.049402829564067e-31,-1.8500236486458522e-30,1.8128663707881873e-27,3.282950927493027e-31,4.0420769501672775e-31,4.478544067502713e-40,1.0884662644676334e-45,3.0145844850420213e-47,3.244768915812512e-36
4.755312951545522e-11,0.002724645380668153,0.1557,0.0,0.007682453683405125,0.6421836920915783,0.20182888712460206,5.976280179966052e-31,4.823957325720818e-33,1.2312249347302498e-21,9.20629752885982e-39,1.7952783971920193e-23,8.338213870501201e-32,9.751377623036892e-05,9.55903988045514e-25,7.063761566873158e-34,4.54110665506556e-33,7.111287538842538e-05,3.242634803224149e-29,9.4381441095713e-15,1.2062221805706592e-42,1.579193259298702e-38,9.949035829172357e-20,4.4446447818437645e-25,1.045242530443083e-56,6.946648394730996e-25,0.00016755102030184855,1.902326986322529e-44,3.235817089064555e-26,2.733453496212181e-20,1.89746029559746e-24,-2.747262634664173e-20,1.1822688042807792e-50,1.4916399315775722e-51,-2.3620083998556608e-23,1.9304877154079797e-38,2.3019866404241925e-24,1.5440785925161732e-25,2.178232540427378e-24,1.8851651053454994e-31,5.8208590494389346e-40,2.5680324039252876e-24,4.468657982306461e-51,-2.106969079787315e-31,-1.952136540144767e-30,1.8111547198061897e-27,3.4019537644743645e-31,4.098979608924263e-31,4.630981340434148e-40,1.1316439023320858e-45,3.1149202413855305e-47,3.3307289696475925e-36
4.7704241224424556e-11,0.002724645380668153,0.1557,0.0,0.007681473042214411,0.6421830545744632,0.2018286673805474,6.039306729622315e-31,4.9538520470139226e-33,1.2498491578069104e-21,9.495716455795025e-39,1.8365812509986685e-23,8.536302682297154e-32,9.776053627230861e-05,9.778960748982487e-25,7.20878879962305e-34,4.662418611657558e-33,7.133261944306347e-05,3.319626847714731e-29,9.523819375577532e-15,1.2380893152480354e-42,1.618537427189743e-38,1.009949945037749e-19,4.518987027521968e-25,1.0798629471308792e-56,7.106406405102561e-25,0.00016806515739588654,1.9644243161363147e-44,3.3044404368307084e-26,-3.02518178701858e-20,2.453575172709043e-24,3.011238124310603e-20,1.2255462751328407e-50,1.5561974261831357e-51,-2.2290611295027685e-23,1.972479577497547e-38,2.2948762948994194e-24,1.565884675265519e-25,2.2047669959128213e-24,1.9178515533259807e-31,5.940658230733066e-40,2.560074039988984e-24,4.6620069013214484e-51,-4.233014552386666e-31,-5.497134253387851e-31,1.8081630822179916e-27,3.522899842521935e-31,4.153884909061468e-31,4.785543268447802e-40,1.1763690915887581e-45,3.218210046321858e-47,3.4186544433162686e-36
4.7855352933393895e-11,0.002724645380668153,0.1557,0.0,0.007680493021644748,0.6421824174042158,0.20182844767403738,6.103444370926032e-31,5.0867587357851845e-33,1.2686896307235132e-21,9.793080709503347e-39,1.8786796894540233e-23,8.738332473268564e-32,9.800682389719123e-05,1.0003117877950254e-24,7.356251002225863e-34,4.78651392944656e-33,7.155232595297567e-05,3.398149366714508e-29,9.60997593543371e-15,1.2706727837230069e-42,1.6587032249042725e-38,1.0251709492540863e-19,4.594289628611383e-25,1.115489816183955e-56,7.269240089620923e-25,0.00016857918383069315,2.0282964598002566e-44,3.3742748783811463e-26,3.647301073163597e-20,1.8024999972152154e-24,-3.6610362317145517e-20,1.2702259876989865e-50,1.6232822681576844e-51,-2.468927072959621e-23,2.0152400960634008e-38,2.2880700853048766e-24,1.5879089513096214e-25,2.2315082343728057e-24,1.9509860762954948e-31,6.062480594506297e-40,2.5524552371477433e-24,4.862923120489032e-51,-7.376249308527345e-31,-3.04524101726048e-31,1.806150191860404e-27,3.645736848570204e-31,4.206725089515785e-31,4.9421565693301025e-40,1.2226912479976186e-45,3.3245292001748754e-47,3.508582985043893e-36
4.800646464236323e-11,0.002724645380668153,0.1557,0.0,0.007679513621793797,0.6421817805808688,0.2018282280050525,6.168708768793763e-31,5.222735724511476e-33,1.2877480657192434e-21,1.0098575892390866e-38,1.921585922822385e-23,8.944366867216882e-32,9.825263893533481e-05,1.023157628680034e-24,7.506179635647783e-34,4.9134457117012196e-33,7.177199493777144e-05,3.4782270356190205e-29,9.696614661224837e-15,1.3039858974381724e-42,1.6997043735258934e-38,1.0405679772415964e-19,4.670561023062292e-25,1.1521482134685873e-56,7.435196613339557e-25,0.0001690930996585533,2.0939867254623175e-44,3.4453373351415163e-26,-6.229393405590515e-20,2.7762994565006332e-24,6.215082055513418e-20,1.3163472560575226e-50,1.6929826711767903e-51,-1.6880214178840914e-23,2.0587806682927904e-38,2.282255286871596e-24,1.6101525411754132e-25,2.2584567703277454e-24,1.9845731138967396e-31,6.1863526035468584e-40,2.5459428420930977e-24,5.071670692414805e-51,-2.576397128135333e-31,-1.0222247060880336e-30,1.8054684901205627e-27,3.7704103816202276e-31,4.257618059045599e-31,5.100755436373518e-40,1.2706611662232026e-45,3.4339546131892516e-47,3.6005528190669276e-36
4.815757635133257e-11,0.002724645380668153,0.1557,0.0,0.007678534842753532,0.6421811441044518,0.2018280083735731,6.235115752271449e-31,5.361842243739504e-33,1.3070261814209555e-21,1.0412391151534034e-38,1.965312296872166e-23,9.15447026316904e-32,9.849798122309438e-05,1.0464401716619193e-24,7.658606447542839e-34,5.043267860310386e-33,7.199162641706218e-05,3.5598848297521544e-29,9.783736420733704e-15,1.3380421604863818e-42,1.7415547624436184e-38,1.0561424158140807e-19,4.74780968068955e-25,1.1898637314919231e-56,7.60432366391387e-25,0.00016960690493175368,2.1615392891239667e-44,3.5176448986599923e-26,1.0211413860882384e-19,1.1673635509102579e-24,-1.0225079550516513e-19,1.3639503156120933e-50,1.7653895392725816e-51,-2.508713477914472e-23,2.1031128195937667e-38,2.2771160000523904e-24,1.632616562614707e-25,2.2856131138844603e-24,2.0186171310989877e-31,6.3123009570810334e-40,2.540184560119332e-24,5.2885217204914434e-51,-3.196482622492103e-31,-1.2869825181763138e-30,1.8044101245840146e-27,3.896870597481532e-31,4.30674012096099e-31,5.2612931787222965e-40,1.3203310525186873e-45,3.5465648330296286e-47,3.6946027520594796e-36
4.830868806030191e-11,0.002724645380668153,0.1557,0.0,0.0076775566846097425,0.6421805079749912,0.20182778877957963,6.302681315621567e-31,5.504138432057826e-33,1.326525702824415e-21,1.0734719230285426e-38,2.0098712936944955e-23,9.36870784139948e-32,9.874285060246123e-05,1.0701660634499336e-24,7.813563445788914e-34,5.176035084264533e-33,7.221122041046081e-05,3.6431480266822314e-29,9.871342077445846e-15,1.3728552715595291e-42,1.784268450597598e-38,1.0718956569084913e-19,4.8260441030872635e-25,1.228662487508454e-56,7.776669454743485e-25,0.00017012059970258274,2.2309992079840112e-44,3.591214831549885e-26,-1.5952000067392493e-19,3.7262664245473976e-24,1.5937193864923843e-19,1.4130763403540692e-50,1.8405965364219766e-51,-1.1227922733909374e-23,2.1482482044947886e-38,2.2719628591561145e-24,1.6553021305766125e-25,2.3129777707580087e-24,2.0531226181669696e-31,6.440352592568072e-40,2.5344106192702714e-24,5.513756567073951e-51,-8.563041478335798e-32,-2.441549094255184e-31,1.803201225991472e-27,4.0250736688310096e-31,4.354200273697425e-31,5.423732687872776e-40,1.3717545580492767e-45,3.6624400724453975e-47,3.790772179601245e-36
4.845979976927125e-11,0.002724645380668153,0.1557,0.0,0.007676579147442551,0.642179872192511,0.20182756922305242,6.371421619413368e-31,5.649685346059138e-33,1.3462483612752807e-21,1.1065756520332396e-38,2.0552755325193898e-23,9.587145569460584e-32,9.898724692142443e-05,1.0943420237887923e-24,7.971082929374205e-34,5.3118029081126845e-33,7.243077693758193e-05,3.728042208541095e-29,9.959432490554522e-15,1.4084391258290856e-42,1.8278596676607465e-38,1.0878290975694227e-19,4.905272823268027e-25,1.268571132072905e-56,7.9522827281048275e-25,0.00017063418402333,2.302412433910064e-44,3.666064568430377e-26,-1.6426735325298407e-20,2.4608822509026537e-24,1.625990260172038e-20,1.4637674598049108e-50,1.9187001575084096e-51,2.1505411081315192e-23,2.194198607665229e-38,2.271351449169367e-24,1.6782103571648426e-25,2.340551242295016e-24,2.0880940907142683e-31,6.570534686782193e-40,2.5337052254904693e-24,5.747664065762266e-51,1.4725486403956474e-30,1.8699479936306597e-30,1.8041958815406515e-27,4.154980980334741e-31,4.400170645957579e-31,5.588042143224249e-40,1.4249868128183465e-45,3.7816622374165033e-47,3.8891010926839664e-36
4.861091147824059e-11,0.002724645380668153,0.1557,0.0,0.007675602231326129,0.6421792367570317,0.20182734970397187,6.441352991615299e-31,5.798544970506006e-33,1.3661958944500013e-21,1.1405703114342774e-38,2.1015377705297486e-23,9.809850208228854e-32,9.923117003371795e-05,1.1189748458923758e-24,8.13119747005156e-34,5.4506276806036745e-33,7.265029601804144e-05,3.8145932643489874e-29,1.0048008514965816e-14,1.4448078168198978e-42,1.872342815312785e-38,1.103944139933531e-19,4.985504405596721e-25,1.309616857339679e-56,8.131212758275124e-25,0.00017114765794628553,2.375825827073294e-44,3.742211716866132e-26,-3.332039153376668e-19,5.764514986299362e-24,3.329858923444107e-19,1.5160667766109718e-50,1.9997998010464755e-51,9.85337474121165e-23,2.240975944830637e-38,2.2842516245881136e-24,1.7013423516088716e-25,2.3683340254962668e-24,2.123536089642977e-31,6.702874656264236e-40,2.5480786759477233e-24,5.990541738955797e-51,5.301258008443718e-30,6.379112673427184e-30,1.8106368452903794e-27,4.286563934264288e-31,4.4453138081569695e-31,5.754240980768109e-40,1.480084460371195e-45,3.9043149555824454e-47,3.9896300842665516e-36
4.8762023187209926e-11,0.002724645380668153,0.1557,0.0,0.007674625936329155,0.6421786016685714,0.20182713022231835,6.512491928689292e-31,5.950780228590685e-33,1.3863700463366007e-21,1.1754762858948258e-38,2.148670903674264e-23,1.0036889317957721e-31,9.947461979914471e-05,1.1440713968768562e-24,8.293939939357879e-34,5.592566583410693e-33,7.286977767145633e-05,3.902827392341828e-29,1.013707100130385e-14,1.4819756384441863e-42,1.9177324685356887e-38,1.1202421912138693e-19,5.066747445519775e-25,1.3518274057585133e-56,8.313509354651962e-25,0.00017166102152374002,2.4512871696742243e-44,3.8196740583059e-26,-2.9382935762626266e-20,3.0914042793924697e-24,2.912343002249333e-20,1.5700183841797963e-50,2.0839978429240104e-51,1.7009276421035798e-22,2.2885922637510592e-38,2.318645665740972e-24,1.7246992202322734e-25,2.396326613039746e-24,2.1594531811994223e-31,6.837400158173581e-40,2.58643980720473e-24,6.242696018450467e-51,9.70038607746103e-30,1.4103888007288496e-29,1.8268730766556804e-27,4.4198201736702935e-31,4.4909480223373744e-31,5.92246450330213e-40,1.5371056929431948e-45,4.0304836049370646e-47,4.0924003558575125e-36
4.8913134896179265e-11,0.002724645380668153,0.1557,0.0,0.007673650262514536,0.6421779669271449,0.2018269107780723,6.584855096687345e-31,6.106454992352261e-33,1.406772567215325e-21,1.2113143408339937e-38,2.196687967477614e-23,1.0268331264344791e-31,9.971759608332061e-05,1.1696386181923821e-24,8.459343487787658e-34,5.7376776399932604e-33,7.308922191744477e-05,3.9927711023037455e-29,1.0226620795916157e-14,1.5199570868118944e-42,1.964043376959607e-38,1.1367246636841044e-19,5.14901056937082e-25,1.3952310785911524e-56,8.499222864862163e-25,0.00017217427480798413,2.5288451798347895e-44,3.898469549019534e-26,3.411142070769363e-20,2.5329281816697387e-24,-3.437640454307265e-20,1.625667384708116e-50,2.171399711977685e-51,1.8175652190097323e-22,2.3370597451716658e-38,2.3690455656127474e-24,1.7482820664212887e-25,2.424529493304046e-24,2.1958499569219967e-31,6.974139091590287e-40,2.6426642125855833e-24,6.504442471518733e-51,1.1246979956641807e-29,2.0633596392674995e-29,1.8543023415931793e-27,4.554791043232035e-31,4.538610568541038e-31,6.092957086102118e-40,1.596110287411345e-45,4.1602553429744674e-47,4.19745372414652e-36
4.9064246605148603e-11,0.002724645380668153,0.1557,0.0,0.007672675209939023,0.6421773325327645,0.20182669137121403,6.6584593323498136e-31,6.265634092843972e-33,1.4274052136391427e-21,1.2481056278374887e-38,2.2456021378486634e-23,1.0504245224609018e-31,9.996009875735785e-05,1.1956835260537037e-24,8.627441523213208e-34,5.886019724193264e-33,7.330862877562561e-05,4.0844512179032177e-29,1.0316658740878926e-14,1.5587668622458207e-42,2.0112904660536735e-38,1.1533929746626206e-19,5.232302434191248e-25,1.4398567447491476e-56,8.688404177862676e-25,0.00017268741785130768,2.6085495256298097e-44,3.978616321033637e-26,-3.257652464685739e-20,3.124431526924799e-24,3.232410636294125e-20,1.6830599074995416e-50,2.2621139671362684e-51,1.629323447099222e-22,2.386390703786722e-38,2.420169650048315e-24,1.7720919905938643e-25,2.452943150391989e-24,2.2327310336441257e-31,7.113119598421204e-40,2.6996966072865242e-24,6.776106031677457e-51,1.0251604688897004e-29,2.187620644644465e-29,1.8888677288008727e-27,4.69155784453462e-31,4.589081903243935e-31,6.2659454923447404e-40,1.6571596419286332e-45,4.293719136169498e-47,4.304832627677023e-36
4.921535831411794e-11,0.002724645380668153,0.1557,0.0,0.0076717007786534465,0.6421766984854395,0.20182647200172396,6.7333216442067165e-31,6.428383330097233e-33,1.4482697484139635e-21,1.2858716901144112e-38,2.295426731885732e-23,1.0744701193576427e-31,0.00010020212769800086,1.2222132118692395e-24,8.79826773185501e-34,6.037652568612177e-33,7.352799826561847e-05,4.177894879032215e-29,1.0407185674002084e-14,1.598419871192894e-42,2.0594888381455134e-38,1.1702485464963955e-19,5.316631727405622e-25,1.485733849590734e-56,8.881104727029902e-25,0.000173200450706,2.690450839253463e-44,4.06013268306496e-26,-2.669312824768113e-19,5.453372917832983e-24,2.6666336248734357e-19,1.7422431268295895e-50,2.356252376103077e-51,1.8340335766534738e-22,2.436597589265122e-38,2.4695723462669502e-24,1.796130090155313e-25,2.481568064155491e-24,2.270101053541841e-31,7.254370064066201e-40,2.7548069361473604e-24,7.058021234058524e-51,1.022076223470919e-29,1.9874330856995404e-29,1.923463196152467e-27,4.830213552645511e-31,4.642216483811354e-31,6.4415507866896756e-40,1.7203168132332964e-45,4.430965789845166e-47,4.414580133558599e-36
