Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),CHOX2(61),SX(53),CH3OX(46),CH3X(55),CH4(41),CH2OX2(52)
7.022142218598547e-10,0.0027332747035799065,0.1557,0.0,0.006964411697204253,0.6423092895431406,0.2010018049697169,4.219932925369403e-26,3.804421089775447e-24,1.5941924712571215e-12,6.793942776787659e-31,4.457559158645392e-16,4.3545881101873375e-23,0.00018142072265607098,7.258554518412574e-22,6.816302966577594e-27,1.3410395907703938e-24,0.0008981948368998436,3.6399058875228515e-27,1.8763242179031105e-10,3.4031509678974115e-38,1.0122245709331853e-33,9.405246898589989e-14,1.7386540391240584e-19,1.616093499547274e-45,1.795236717055624e-17,6.784902232129872e-22,2.3589714609153123e-14,4.059466807539411e-12,1.7166203819139509e-15,1.0692300694089745e-34,1.3689144807203796e-18,4.46008620952544e-23,1.3649429276115375e-21,1.1878322939420279e-15
7.065906804180899e-10,0.0027332747035799065,0.1557,0.0,0.006959833879718868,0.6423093496766655,0.2009971068830572,4.365612183561075e-26,3.906048305101721e-24,1.6115871362573923e-12,7.039828015098907e-31,4.543778363473188e-16,4.4906793859435115e-23,0.00018130045348045494,7.346738425139142e-22,6.934932394756726e-27,1.3689645592333973e-24,0.0009028929214345484,3.736117305074013e-27,1.8971979993990996e-10,3.4932399816070977e-38,1.0333436790271916e-33,9.57019732401529e-14,1.760307897036133e-19,1.6747476040271333e-45,1.8299525047094508e-17,6.964666853802495e-22,2.3728136903517504e-14,4.078019744269706e-12,1.723375769759676e-15,1.1091267151614952e-34,1.4006084333387226e-18,4.5139318576309074e-23,1.3913305478122388e-21,1.1918775040779971e-15
7.109671389763252e-10,0.0027332747035799065,0.1557,0.0,0.006955265564262678,0.6423094096871119,0.20099241854457517,4.5151338443803773e-26,4.009517608613034e-24,1.6290408141820457e-12,7.292662140817844e-31,4.631006156993165e-16,4.629991521985753e-23,0.0001811804304534632,7.434944310425605e-22,7.054655341853023e-27,1.3972046076522028e-24,0.0009075812577833494,3.833987460284142e-27,1.9181538099325686e-10,3.5849084796065573e-38,1.0547344285006576e-33,9.736861252687833e-14,1.7820632863222416e-19,1.7350494076340006e-45,1.8650741429823688e-17,7.147547175617124e-22,2.3866468309098654e-14,4.096506374639967e-12,1.7300954267817574e-15,1.150234854172433e-34,1.4328003139011136e-18,4.571330254629065e-23,1.417998606739342e-21,1.1958941776308139e-15
7.153435975345604e-10,0.0027332747035799065,0.1557,0.0,0.006950706730864207,0.6423094695746977,0.20098773993386376,4.668564010781373e-26,4.114846103791173e-24,1.6465530899313757e-12,7.552587363857708e-31,4.719273610312482e-16,4.7725356314202217e-23,0.00018106065313952644,7.523248749909561e-22,7.1755820010854e-27,1.4257597946283153e-24,0.000912259866353331,3.933526695819186e-27,1.9391912189129716e-10,3.6781335830643957e-38,1.076404894217019e-33,9.90524326977892e-14,1.8039224283758606e-19,1.7970497227734572e-45,1.9006141425848076e-17,7.333563141733539e-22,2.4004709014629722e-14,4.114926952188405e-12,1.7367795391368652e-15,1.1925828603909211e-34,1.4654940716498986e-18,4.6299228439222824e-23,1.4449803598821937e-21,1.1998824948575848e-15
7.197200560927957e-10,0.0027332747035799065,0.1557,0.0,0.006946157359600987,0.6423095293396434,0.2009830710305596,4.8259692045021164e-26,4.222052446620967e-24,1.6641235510229383e-12,7.8197502496502575e-31,4.808577825423461e-16,4.91837404798338e-23,0.00018094112109759097,7.611616508681443e-22,7.297555095404274e-27,1.454631719467136e-24,0.0009169287675080597,4.034748813962956e-27,1.9603097983344226e-10,3.7729577075699263e-38,1.0983565763280899e-33,1.0075348268730716e-13,1.8258870865053641e-19,1.8607893766865166e-45,1.936571328007573e-17,7.522741098713237e-22,2.4142859208446912e-14,4.1332817294434104e-12,1.7434282919520623e-15,1.2361998064790102e-34,1.4986936670032625e-18,4.687459325725265e-23,1.4722974421808785e-21,1.2038426334048469e-15
7.240965146510309e-10,0.0027332747035799065,0.1557,0.0,0.006941617430598876,0.6423095889821717,0.2009784118143424,4.987416631555861e-26,4.3311549582479285e-24,1.6817517875722216e-12,8.094297463419437e-31,4.898904604232197e-16,5.067586267701271e-23,0.00018082183388168658,7.699978666949236e-22,7.420593930900582e-27,1.483821492460675e-24,0.0009215879815676852,4.137666863804596e-27,1.9815091225316674e-10,3.869407137202139e-38,1.1205856417815197e-33,1.02471812158431e-13,1.8479549393343098e-19,1.9262967467363573e-45,1.972939970833715e-17,7.715106008544581e-22,2.4280919078490452e-14,4.15157095792746e-12,1.7500418693389168e-15,1.2811151869013047e-34,1.5324030498878459e-18,4.744136507622045e-23,1.4999435099150709e-21,1.2077747711247124e-15
7.284729732092661e-10,0.0027332747035799065,0.1557,0.0,0.0069370869240314575,0.6423096485025083,0.2009737622649354,5.1529741164474186e-26,4.442170850654278e-24,1.6994373922766053e-12,8.37637853515263e-31,4.990250131767926e-16,5.220236720988729e-23,0.00018070279104144305,7.788303283962237e-22,7.544790315793918e-27,1.5133290060414872e-24,0.0009262375288090416,4.242291316663622e-27,2.0027887679457954e-10,3.967449078110917e-38,1.143091928638672e-33,1.0420746924986308e-13,1.8701261637739571e-19,1.9936037233495998e-45,2.0097185259219414e-17,7.910678073743443e-22,2.4418888812305577e-14,4.169794888161176e-12,1.7566204543995598e-15,1.3273588888433105e-34,1.5666261519601515e-18,4.801304213808301e-23,1.527903908904298e-21,1.2116790851705657e-15
7.328494317675014e-10,0.0027332747035799065,0.1557,0.0,0.006932565820119448,0.64230970790088,0.20096912236210507,5.322709887523153e-26,4.555117045557096e-24,1.717179960400171e-12,8.666141019011725e-31,5.082622590883262e-16,5.376372342351852e-23,0.0001805839921225625,7.876598230906042e-22,7.67001629336504e-27,1.5431538774680148e-24,0.0009308774294657469,4.348631244704605e-27,2.0241483130953676e-10,4.067122881380111e-38,1.1658773692775821e-33,1.0596050041154473e-13,1.8924000574517632e-19,2.0627454053526438e-45,2.0469102820031845e-17,8.10947491410401e-22,2.4556768597043434e-14,4.187953769667186e-12,1.7631642292330026e-15,1.3749611688709456e-34,1.6013668933274683e-18,4.859503373321232e-23,1.5561757960585583e-21,1.2155557496928966e-15
7.416023488839719e-10,0.0027332747035799065,0.1557,0.0,0.006923551741377225,0.6423098263326467,0.2009598714154555,5.674991022652345e-26,4.786868364872535e-24,1.7528343806841679e-12,9.269319565660263e-31,5.270468840823401e-16,5.69930689871287e-23,0.00018034712421451045,8.053089619036169e-22,7.923738292870885e-27,1.6037546420064685e-24,0.0009401283717441858,4.56649550666926e-27,2.0671054277295026e-10,4.271420923767817e-38,1.2122919115263672e-33,1.0951886982893814e-13,1.9372554265577278e-19,2.206679997085349e-45,2.122541638678127e-17,8.516816548470062e-22,2.483225906592728e-14,4.22407737962015e-12,1.7761480716647813e-15,1.4743652149949222e-34,1.6724169558014767e-18,4.979542712467309e-23,1.6136550514585908e-21,1.2232268264658745e-15
7.494799742887954e-10,0.0027332747035799065,0.1557,0.0,0.006915471030112354,0.6423099325064292,0.20095157835266123,6.007025255700753e-26,5.002219316105876e-24,1.7851141654505888e-12,9.83997197510089e-31,5.443108054474843e-16,6.002370628361699e-23,0.00018013477268480346,8.211844158271151e-22,8.155792930344506e-27,1.659381015166118e-24,0.0009484214305775865,4.768538638780934e-27,2.1060359044896163e-10,4.4609488077460003e-38,1.2550385966203744e-33,1.1278128042649865e-13,1.977973066266569e-19,2.3428690548036413e-45,2.192049307468476e-17,8.894643199843668e-22,2.5079894731543596e-14,4.256368644845791e-12,1.7877162854978687e-15,1.5687892193530044e-34,1.73817159089833e-18,5.0864880082219787e-23,1.6665184493835373e-21,1.2300379695618855e-15
7.573575996936188e-10,0.0027332747035799065,0.1557,0.0,0.00690742047794629,0.6423100382886477,0.20094331623206751,6.35367454223243e-26,5.224094680681034e-24,1.8175723327321687e-12,1.0437895246445988e-30,5.61915444289018e-16,6.317544192768144e-23,0.00017992320425727404,8.370451322547124e-22,8.391269805132353e-27,1.7160379785352527e-24,0.0009566835471851175,4.976295385875406e-27,2.1452188013022532e-10,4.6559204773896866e-38,1.298714035066015e-33,1.1610069051922196e-13,2.0190173806073452e-19,2.4855800857894095e-45,2.262927817048578e-17,9.283218931184606e-22,2.5327241854811393e-14,4.28845298757147e-12,1.799174501313978e-15,1.6681089287298811e-34,1.8056641583946456e-18,5.191344943368684e-23,1.7204706117080402e-21,1.2367622020247216e-15
7.652352250984423e-10,0.0027332747035799065,0.1557,0.0,0.006899399971169242,0.6423101436806739,0.20093508493722192,6.715350847494145e-26,5.452595869329477e-24,1.8502066127004072e-12,1.106402228540245e-30,5.798624861674582e-16,6.645161235776087e-23,0.0001797124161892062,8.528853241412727e-22,8.630487788660098e-27,1.773726146208705e-24,0.0009649148380195217,5.189822905479163e-27,2.1846517384021103e-10,4.856400842868824e-38,1.3433240269790315e-33,1.1947735869987189e-13,2.0603876609250177e-19,2.6350348767608747e-45,2.3351839092057985e-17,9.682654518036737e-22,2.557430151306862e-14,4.320331827444866e-12,1.8105237459595402e-15,1.7725191262481644e-34,1.8749173288355453e-18,5.297159347894248e-23,1.775486477162094e-21,1.2434005079499094e-15
7.731128505032658e-10,0.0027332747035799065,0.1557,0.0,0.006891409396532799,0.6423102486838868,0.20092688435211778,7.09247055890031e-26,5.687822833398731e-24,1.883014761172341e-12,1.171931384628649e-30,5.981534259247333e-16,6.985562324203599e-23,0.00017950240572241162,8.686993844918977e-22,8.873191290829373e-27,1.8324445092576256e-24,0.0009731154190876304,5.409174157088463e-27,2.2243323582090843e-10,5.062411715700707e-38,1.3888744928827701e-33,1.229115393880372e-13,2.1020802804371115e-19,2.7914644760666627e-45,2.408823556682766e-17,1.0093053023668784e-21,2.5821074779588754e-14,4.352006573950068e-12,1.821765036359476e-15,1.8822201169806234e-34,1.945953683992201e-18,5.405933405356555e-23,1.831550826145866e-21,1.2499538559741149e-15
7.809904759080893e-10,0.0027332747035799065,0.1557,0.0,0.006883448641244176,0.6423103532996713,0.20091871436119269,7.485453841923802e-26,5.929875553590796e-24,1.915994559313319e-12,1.2404733173422558e-30,6.167904446444268e-16,7.339081792521933e-23,0.00017929317008718795,8.844842384527673e-22,9.119163521021931e-27,1.892192245163985e-24,0.000981285405952162,5.634399896511214e-27,2.264258325024368e-10,5.274048364764385e-38,1.435371782161538e-33,1.2640348197584333e-13,2.1440929823687548e-19,2.955091635291862e-45,2.4838554965320736e-17,1.0514513478768986e-21,2.606756272359724e-14,4.3834786264806786e-12,1.8328993796517577e-15,1.997417396911465e-34,2.018795727998152e-18,5.516506140355405e-23,1.8886821998222674e-21,1.2564232037800846e-15
7.888681013129128e-10,0.0027332747035799065,0.1557,0.0,0.006875517592961072,0.6423104575294166,0.2009105748493264,7.894724405799883e-26,6.17885358983727e-24,1.9491438133452313e-12,1.312126814132942e-30,6.357758070165782e-16,7.706056788074957e-23,0.00017908470650567174,9.002371774843102e-22,9.368831379581963e-27,1.9529683537221113e-24,0.000989424913733507,5.86555028437213e-27,2.304427324881125e-10,5.491382105263347e-38,1.482823482938005e-33,1.2995343151271658e-13,2.186424598573316e-19,3.126155152547836e-45,2.5602888021158178e-17,1.0947133852845556e-21,2.6313766410287788e-14,4.414749374412355e-12,1.843927773305591e-15,2.1183220950666855e-34,2.0934658916496643e-18,5.627199306747322e-23,1.946904572337953e-21,1.2628095032034748e-15
7.967457267177362e-10,0.0027332747035799065,0.1557,0.0,0.006867616139787066,0.6423105613745143,0.20090246570183937,8.320709560362833e-26,6.434856715359617e-24,1.982460354269534e-12,1.3869932566057899e-30,6.551116641164125e-16,8.08683016134491e-23,0.00017887701219467997,9.159552157337383e-22,9.622044030779468e-27,2.0147721661423867e-24,0.0009975340571115015,6.102675057990766e-27,2.344837065356335e-10,5.714406498134647e-38,1.5312366159286564e-33,1.3356162896805756e-13,2.229072165069562e-19,3.304905761110889e-45,2.6381320885043744e-17,1.139101137273755e-21,2.6559686900838463e-14,4.445820197176246e-12,1.8548512052257976e-15,2.2451510932214764e-34,2.1699865314558136e-18,5.738011827796472e-23,2.0062247945679314e-21,1.2691136911157494e-15
8.046233521225597e-10,0.0027332747035799065,0.1557,0.0,0.006859744170267455,0.6423106648363576,0.20089438680449084,8.763840331436127e-26,6.697985203258742e-24,2.0159420375840424e-12,1.4651737428902364e-30,6.747999393810763e-16,8.481752160846874e-23,0.0001786700843680941,9.316348943131566e-22,9.878486477527491e-27,2.0776035221957325e-24,0.001005612950327186,6.345822664974567e-27,2.385485275376785e-10,5.943216320031735e-38,1.5806170422395485e-33,1.3722831140618203e-13,2.272033868523042e-19,3.491570906541675e-45,2.7173930530548994e-17,1.184624092192514e-21,2.6805325252427643e-14,4.47669246433108e-12,1.865670653872564e-15,2.3781266120590503e-34,2.2483799225556383e-18,5.849874841028613e-23,2.0666396887537463e-21,1.27533669173636e-15
8.125009775273832e-10,0.0027332747035799065,0.1557,0.0,0.006851901573385502,0.6423107679163405,0.20088633804347697,9.224551394497303e-26,6.968338127553002e-24,2.049586743000619e-12,1.5467726136793466e-30,6.948424968816736e-16,8.891177987215794e-23,0.00017846392023887728,9.472729147333477e-22,1.0138592168152752e-26,2.1414610876766907e-24,0.0010136617071845578,6.59503967281012e-27,2.4263697049983427e-10,6.177903053121265e-38,1.630971519965951e-33,1.409537118672961e-13,2.3153075047067604e-19,3.686400503090504e-45,2.7980791533770813e-17,1.231291394783294e-21,2.705068251824977e-14,4.507367535634283e-12,1.876387088366439e-15,2.517476759636839e-34,2.32866825463947e-18,5.963084062046665e-23,2.1281522465593038e-21,1.2814794254223963e-15
8.203786029322067e-10,0.0027332747035799065,0.1557,0.0,0.006844088238558974,0.6423108706158557,0.20087831930542924,9.703280879871303e-26,7.246013732894492e-24,2.0833923741806952e-12,1.6318980058427973e-30,7.152412445717583e-16,9.315466163299107e-23,0.0001782585170207874,9.628664434423813e-22,1.0402275551160711e-26,2.206342824732864e-24,0.0010216804410523115,6.850370858659406e-27,2.467488125194116e-10,6.418431650866491e-38,1.682306277259779e-33,1.4473805931514526e-13,2.3588912084846314e-19,3.889671122326857e-45,2.8801980233300795e-17,1.2791118625340467e-21,2.7295759747531057e-14,4.537846761114433e-12,1.8870014685848595e-15,2.6634357612468668e-34,2.410873630814294e-18,6.077181426314468e-23,2.190773133113423e-21,1.2875427987814437e-15
8.282562283370302e-10,0.0027332747035799065,0.1557,0.0,0.006836304055636956,0.6423109729362955,0.2008703304774128,1.0200470191246655e-25,7.531111171459555e-24,2.1173568584644366e-12,1.7206562713530222e-30,7.359981319041638e-16,9.75497861621233e-23,0.0001780538719298345,9.784130262899183e-22,1.0669148248150527e-26,2.272247789257767e-24,0.0010296692648655693,7.111859615070077e-27,2.508838327655593e-10,6.664890967173687e-38,1.734627134239138e-33,1.4858157869399284e-13,2.402782647137755e-19,4.1016165400803027e-45,2.963757463434143e-17,1.3280940604744592e-21,2.7540557985545007e-14,4.568131481142239e-12,1.897514745273411e-15,2.816243221676108e-34,2.4950180681655628e-18,6.191825782612463e-23,2.254511973084876e-21,1.2935277035842098e-15
8.361338537418536e-10,0.0027332747035799065,0.1557,0.0,0.006828548914896899,0.6423110748790505,0.20086237144692462,1.071656391261573e-25,7.82372863003206e-24,2.151478146596014e-12,1.8131568410061528e-30,7.571150917958674e-16,1.0210081485459252e-22,0.00017784998218551412,9.939103663919456e-22,1.0939630734667738e-26,2.3391742639204633e-24,0.0010376282911276021,7.379548193053901e-27,2.5504181246016225e-10,6.917405996812738e-38,1.7879409651142663e-33,1.524844910426475e-13,2.44698011362956e-19,4.3224927186309944e-45,3.048765207053832e-17,1.3782463459992154e-21,2.7785078273627837e-14,4.5982230264999506e-12,1.9079278601359407e-15,2.976144860088178e-34,2.581123497146877e-18,6.307162828780172e-23,2.3193734713840656e-21,1.299435029572203e-15
8.440114791466771e-10,0.0027332747035799065,0.1557,0.0,0.006820822707041866,0.6423111764455082,0.2008544421018918,1.125200976463882e-25,8.12396324226577e-24,2.1857542124704e-12,1.9095142420706767e-30,7.785940031470334e-16,1.06811457327806e-22,0.0001776468450118463,1.0093562152966552e-21,1.1213713164241161e-26,2.407119649649909e-24,0.0010455576319115417,7.653477669271662e-27,2.5922253485874814e-10,7.175906359665492e-38,1.8422538984336863e-33,1.5644701358670237e-13,2.49148122486519e-19,4.552601835497175e-45,3.1352287693889e-17,1.4295768627388093e-21,2.8029321649193862e-14,4.628122718452674e-12,1.9182417459278667e-15,3.1433928851260797e-34,2.6692117597387672e-18,6.423436105284481e-23,2.3853611868281435e-21,1.3052656549674534e-15
8.518891045515006e-10,0.0027332747035799065,0.1557,0.0,0.006813125323197947,0.6423112776370548,0.20084654233066981,1.1807258545727286e-25,8.431913348548895e-24,2.2201830528753906e-12,2.0098402268030723e-30,8.004367063834589e-16,1.1168546830240527e-22,0.00017744445763825213,1.0247484392564883e-21,1.1490970013100774e-26,2.4760827263370788e-24,0.001053457398862086,7.933687823386397e-27,2.634257852310614e-10,7.440462847795565e-38,1.897571451986186e-33,1.6046935977466254e-13,2.5362845885373345e-19,4.7921878590468364e-45,3.2231555100962183e-17,1.4820935178108089e-21,2.827328914575065e-14,4.6578318688182955e-12,1.928457326567789e-15,3.3182449625739253e-34,2.7593046073181765e-18,6.540637388607544e-23,2.4524810762649286e-21,1.3110204402260943e-15
8.597667299563241e-10,0.0027332747035799065,0.1557,0.0,0.0068054566549118345,0.6423113784550721,0.20083867202204098,1.2382764036726371e-25,8.747676267764705e-24,2.2547626872230233e-12,2.114249389769009e-30,8.226450181745586e-16,1.167266462810776e-22,0.00017724281730029364,1.0400850744507406e-21,1.1771776354901477e-26,2.5460614531676028e-24,0.0010613277031971935,8.220217104222267e-27,2.6765135084183755e-10,7.711256088167187e-38,1.953900074483113e-33,1.6455173931467367e-13,2.58138738988533e-19,5.041511767940296e-45,3.3125526925922956e-17,1.5358039754316483e-21,2.851698179291424e-14,4.6873517800349684e-12,1.9385755172068313e-15,3.5009650607980313e-34,2.851423699121324e-18,6.658613675348355e-23,2.520740470353675e-21,1.3167002448861268e-15
8.676443553611475e-10,0.0027332747035799065,0.1557,0.0,0.0067978165941485,0.6423114789009391,0.20083083106521243,1.2978982893010935e-25,9.071347763222336e-24,2.2894911573060595e-12,2.2228626987269454e-30,8.452207537960943e-16,1.2193882870343229e-22,0.0001770419212402989,1.0553643852886797e-21,1.2056181536331137e-26,2.6170524589259758e-24,0.001069168655709771,8.513102702429977e-27,2.7189902093169456e-10,7.988176326602253e-38,2.0112458121892397e-33,1.6869435820203298e-13,2.626789068597599e-19,5.300899810165181e-45,3.4034275741589724e-17,1.5907156702102323e-21,2.876040061642415e-14,4.716683745231209e-12,1.9485972243186015e-15,3.691823994176117e-34,2.945590601291533e-18,6.777313817239676e-23,2.590145676640532e-21,1.322305920570757e-15
8.75521980765971e-10,0.0027332747035799065,0.1557,0.0,0.006790205033288996,0.642311578976031,0.20082301934981503,1.3596374550920636e-25,9.403025027326413e-24,2.3243665270535124e-12,2.3357975473687374e-30,8.681657016425217e-16,1.2732589787996317e-22,0.0001768417667078883,1.0705847619947248e-21,1.2343764093029545e-26,2.6890540476093292e-24,0.001076980366769352,8.81238064596247e-27,2.761685866987192e-10,8.271251464450934e-38,2.069613913219631e-33,1.7289741879678877e-13,2.6724854825977004e-19,5.570608590913168e-45,3.495787303258762e-17,1.6468358246924181e-21,2.9003546638158396e-14,4.745829048294893e-12,1.9585233458257562e-15,3.891098153102466e-34,3.041826785971013e-18,6.896802114723e-23,2.6607017645968105e-21,1.3278382977334285e-15
8.833996061707945e-10,0.0027332747035799065,0.1557,0.0,0.006782621865128337,0.6423116786817195,0.2008152367659011,1.423540115266765e-25,9.742804434212507e-24,2.3593868822670785e-12,2.4531736715001714e-30,8.91481647903492e-16,1.3289177349686273e-22,0.0001766423509604164,1.0857447912441189e-21,1.2634838512010008e-26,2.7620639645434016e-24,0.0010847629463237706,9.1180858503299e-27,2.8045984127971855e-10,8.560747779980115e-38,2.1290107130475973e-33,1.7716111984696894e-13,2.718478636507207e-19,5.850903718812366e-45,3.589639018962053e-17,1.70417145855089e-21,2.924642087614832e-14,4.774788963938625e-12,1.9683547711411726e-15,4.0990704019622435e-34,3.1401536302738307e-18,7.017127795691796e-23,2.7324139473819056e-21,1.3332982057170739e-15
8.91277231575618e-10,0.0027332747035799065,0.1557,0.0,0.00677506698287347,0.6423117780193718,0.20080748320394298,1.4896527477432687e-25,1.0090780493660201e-23,2.394550330385391e-12,2.575118172642451e-30,9.15170318593809e-16,1.3864042765337237e-22,0.00017644367126334187,1.1008430762505978e-21,1.2929487786189468e-26,2.8360783445007888e-24,0.0010925165039008236,9.430252135889626e-27,2.847725797325044e-10,8.856520357987713e-38,2.1894419200045657e-33,1.8148565659983407e-13,2.764759730665166e-19,6.142132370633698e-45,3.684989617388037e-17,1.7627293916862556e-21,2.9489024344593535e-14,4.803564757768491e-12,1.97809238124593e-15,4.316030751216884e-34,3.240592414995871e-18,7.138256146972181e-23,2.8052880906511857e-21,1.3386864712309795e-15
8.991548569804415e-10,0.0027332747035799065,0.1557,0.0,0.006767540280141306,0.642311876990351,0.20079975855483156,1.5580220868018962e-25,1.0447049183951873e-23,2.429855000254466e-12,2.7017542825910475e-30,9.392334835107265e-16,1.4457585742662145e-22,0.0001762457248905361,1.1158785519288628e-21,1.322733027831668e-26,2.9110950611972304e-24,0.0011002411486099276,9.748912233004045e-27,2.891065990167148e-10,9.158510499908293e-38,2.2509128959159536e-33,1.858712207392911e-13,2.811339853441962e-19,6.444566738687431e-45,3.781846170555881e-17,1.8225162450991145e-21,2.9731358053876535e-14,4.832157686352399e-12,1.9877370488531713e-15,4.542274958824593e-34,3.343164323630617e-18,7.260153601348011e-23,2.8793301841687536e-21,1.344003896421074e-15
9.070324823852649e-10,0.0027332747035799065,0.1557,0.0,0.00676004165095682,0.6423119755960164,0.20079206270987426,1.62869511538191e-25,1.08117057851683e-23,2.4652990418684865e-12,2.8332071277218204e-30,9.63672771511797e-16,1.5070213475878646e-22,0.00017604850912454032,1.1308499080576566e-21,1.352861255535199e-26,2.987111587641854e-24,0.0011079369891437683,1.0074097820362394e-26,2.9346169797777415e-10,9.467109134554361e-38,2.313429250422385e-33,1.9031800063184535e-13,2.858192357369482e-19,6.758479640196346e-45,3.8802151821381116e-17,1.883538447868834e-21,2.997342301057746e-14,4.8605689972831305e-12,1.9972896384160326e-15,4.778105431675571e-34,3.4478904411065876e-18,7.382799665387702e-23,2.954545649456793e-21,1.3492512800291772e-15
9.149101077900884e-10,0.0027332747035799065,0.1557,0.0,0.006752570989751184,0.642312073837722,0.2007843955607938,1.701719057505934e-25,1.118484359498414e-23,2.500880626139107e-12,2.969609604521691e-30,9.88490034507137e-16,1.5702330795093133e-22,0.00017585202125677954,1.1457567171137555e-21,1.3833429405201645e-26,3.0641237051675758e-24,0.001115604133779943,1.0405839551173259e-26,2.978376773253771e-10,9.782157270651413e-38,2.3769971778525235e-33,1.9482618098415252e-13,2.905364800725985e-19,7.084233416789417e-45,3.980104054001284e-17,1.9458022418956185e-21,3.0215220217488704e-14,4.888799929245587e-12,2.006751006170747e-15,5.02383194737944e-34,3.554791753450655e-18,7.506248729691976e-23,3.030939850913259e-21,1.3544294252509922e-15
9.306653585997353e-10,0.0027332747035799065,0.1557,0.0,0.006737713151021454,0.6423122692346487,0.2007691469192191,1.8550097418262203e-25,1.1956943332244628e-23,2.5724492095461663e-12,3.257772424447864e-30,1.0392641573373178e-15,1.7026718882024274e-22,0.00017546121842702491,1.1753705218131181e-21,1.445295834501384e-26,3.221126527573637e-24,0.0011308527664040198,1.1089108912072395e-26,3.0665148926484653e-10,1.0431533808158176e-37,2.5073059870029137e-33,2.0402746691285015e-13,3.000504755944541e-19,7.772347103638009e-45,4.184463990075707e-17,2.0740786318755014e-21,3.0698015374260095e-14,4.944725566866252e-12,2.0254034612349045e-15,5.54624146525059e-34,3.775203401716522e-18,7.75537560938824e-23,3.1872845115102916e-21,1.3645810985969694e-15
9.448450843284175e-10,0.0027332747035799065,0.1557,0.0,0.006724435695839481,0.6423124438606337,0.20075552020390255,2.0014899217235704e-25,1.2681779864648413e-23,2.6373134013583527e-12,3.535372150983749e-30,1.086269591382001e-15,1.828952732931875e-22,0.00017511195830723024,1.201793742757089e-21,1.502199038722994e-26,3.365802816174251e-24,0.001144479473595473,1.1726760571390056e-26,3.146533692771511e-10,1.1038544317550953e-37,2.628232275130825e-33,2.1252040110131419e-13,3.0871042705742353e-19,8.435295762795771e-45,4.3736499095056646e-17,2.1938325389930153e-21,3.113162529404789e-14,4.99445399107656e-12,2.0418871184152138e-15,6.053493533499025e-34,3.9812215146098576e-18,7.982235529514329e-23,3.3320784081709875e-21,1.3734885531225444e-15
9.586955354613518e-10,0.0027332747035799065,0.1557,0.0,0.006711552484668745,0.642312613313142,0.20074229807967595,2.152639181077698e-25,1.3417708325474792e-23,2.7010750963734552e-12,3.8240262876442815e-30,1.1333904838934253e-15,1.959027863970482e-22,0.0001747730452666261,1.2273931718654546e-21,1.5588361947917665e-26,3.510182143851709e-24,0.0011577015898233186,1.2370530235090739e-26,3.2253184439501553e-10,1.1652223216681733e-37,2.7497196210384428e-33,2.2101080132746672e-13,3.1725726680322956e-19,9.124680427908797e-45,4.563295332831635e-17,2.314775189065443e-21,3.1554343460260475e-14,5.042481577851435e-12,2.0577151265098383e-15,6.5848497049816024e-34,4.1895693571039544e-18,8.206241355698776e-23,3.47727706223443e-21,1.381984041657312e-15
9.725459865942861e-10,0.0027332747035799065,0.1557,0.0,0.006698753620853099,0.6423127816676514,0.2007291624987391,2.3120302548356756e-25,1.4181736254189932e-23,2.765226455019667e-12,4.130743583365835e-30,1.1817127645633189e-15,2.0959889857552193e-22,0.00017443632816168612,1.2527829572130365e-21,1.6165025823453306e-26,3.657569460102843e-24,0.0011708371627006373,1.3035118074050522e-26,3.3047096641217593e-10,1.2286684851874405e-37,2.8745644600458855e-33,2.2969450287293693e-13,3.258895507339153e-19,9.857124615625733e-45,4.757770629356652e-17,2.4396696889452663e-21,3.1976253979881806e-14,5.089976003477437e-12,2.073277891266335e-15,7.153595640338195e-34,4.4050589256942344e-18,8.432520013182947e-23,3.626227156797945e-21,1.3902808652692874e-15
9.863964377272204e-10,0.0027332747035799065,0.1557,0.0,0.006686038547804607,0.6423129489313206,0.20071611289018854,2.4799289838980277e-25,1.497436007847801e-23,2.829758394622049e-12,4.45630118123799e-30,1.2312443903312652e-15,2.2400775461240117e-22,0.0001741017926767503,1.2779609141106985e-21,1.675193678844359e-26,3.8079461481913176e-24,0.0011838867631320195,1.372065404838692e-26,3.384697293788959e-10,1.294213118007604e-37,3.0027931758082115e-33,2.385723731267247e-13,3.346049315603677e-19,1.0634495756885801e-44,4.957107513941081e-17,2.5685432781453908e-21,3.2397362142559826e-14,5.1369436285176374e-12,2.0885797299847783e-15,7.761712089110246e-34,4.627799845724662e-18,8.661017595687026e-23,3.778954790228656e-21,1.3983829645700822e-15
