Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),CHOX2(61),SX(53),CH3OX(46),CH3X(55),CH4(41),CH2OX2(52)
3.133780952330243e-11,0.0027332747035799065,0.1557,0.0,0.007926925638345354,0.6423653043851737,0.20185228941548775,6.766853298217631e-37,-6.739913833414392e-33,2.6973648986760366e-16,2.247439098210667e-41,1.718957923234598e-21,6.176458558527999e-31,6.939122953128829e-05,-4.540306993250004e-27,4.946890265561273e-32,-6.944290985952554e-33,4.771058414879497e-05,4.943647094727314e-36,1.1776911276204546e-13,5.728770150149923e-47,-9.203794714083303e-40,5.83268905441184e-19,-1.1563310183086893e-21,-1.3952282805294665e-57,6.92572337653315e-23,9.14432458835701e-31,1.136846914148194e-15,2.454892421567309e-13,3.96921470447898e-17,-1.3896880197592292e-44,9.156701937482895e-26,-4.687874228112561e-27,1.4851745763865748e-28,1.0011803542348523e-17
3.180430319825108e-11,0.0027332747035799065,0.1557,0.0,0.007925287702379531,0.6423648362878366,0.20185158767419428,6.780768760232214e-37,4.669435649072782e-32,2.856576942784936e-16,-3.8186598057816836e-41,-5.056410302182857e-21,-1.8887539595640134e-30,7.032742420010747e-05,1.5370812880332075e-26,-1.4348584223675066e-31,4.631476894901186e-32,4.841232543346612e-05,-5.686368209643626e-36,1.2296296452251913e-13,-1.4731435999656251e-46,2.876362498930479e-39,6.292402884095872e-19,3.493278697038097e-21,4.507996628401349e-57,-2.037240127267503e-22,-1.051580542975121e-30,1.15364574399999e-15,2.4904832859586845e-13,4.080966003507285e-17,7.138143940276255e-44,1.0134193483780467e-25,1.5561481970140752e-26,-1.9177115207388909e-28,1.0436572798319822e-17
3.227079687319973e-11,0.0027332747035799065,0.1557,0.0,0.007923653761979467,0.6423643700677989,0.20185088617386823,1.098182984135309e-36,-1.1612006299721452e-31,3.0224864926410704e-16,1.4977561207054237e-40,1.5644228853103904e-20,5.966720800366303e-30,7.125986427054489e-05,-4.5356914851329544e-26,4.549682217169188e-31,-1.1611188759461157e-31,4.911382575061956e-05,2.8326836280592957e-35,1.2830211054185097e-13,5.041077864051195e-46,-8.790751494051927e-39,6.679133519511583e-19,-1.0627065866624989e-20,-6.049442858658889e-56,6.303098117967007e-22,5.23919899371285e-30,1.1704410943781277e-15,2.5260479033273437e-13,4.19399895835289e-17,-1.9302361325758367e-43,1.1172051665750703e-25,-4.624013884303906e-26,8.886859563907713e-28,1.087192535618754e-17
3.273729054814838e-11,0.0027332747035799065,0.1557,0.0,0.007922023846003807,0.6423639057396852,0.20185018491411774,2.6821632198855614e-37,3.999204809227127e-31,3.1952587645837183e-16,-4.1652774743775e-40,-4.816098664510544e-20,-1.8873337279563433e-29,7.218852049217302e-05,1.4239505621365615e-25,-1.4153383153722136e-30,3.985228919230229e-31,4.981508549204044e-05,-7.59892837330908e-35,1.3378726121010737e-13,-1.5682188091738107e-45,2.745143314792227e-38,7.396722896613527e-19,3.2694588692168635e-20,-2.8200600374384112e-55,-1.9404179595687143e-21,-1.405410442474112e-29,1.1872329738360393e-15,2.5615863673244663e-13,4.3083008608072493e-17,6.530688687229994e-43,1.2376582811087705e-25,1.4480848903531967e-25,-2.428103896724646e-27,1.1317911263213411e-17
3.320378422309703e-11,0.0027332747035799065,0.1557,0.0,0.007920397982664503,0.6423634433177989,0.20184948389454854,3.443484731339189e-36,-1.233400137671227e-30,3.375059728538978e-16,1.3278465591673581e-39,1.5053098489538613e-19,6.044120394472217e-29,7.311336425875852e-05,-4.430628497665675e-25,4.490050148653895e-30,-1.230531295810544e-30,5.051610505200052e-05,2.531455668341281e-34,1.394229548648036e-13,5.108984135484792e-45,-8.618086327734334e-38,7.186457873830629e-19,-1.0154881565717913e-19,-3.6219570534113454e-54,6.064930276033366e-21,4.6819569799395475e-29,1.2040213909879668e-15,2.5970987719940836e-13,4.4238589735271987e-17,-2.0577493744928606e-42,1.3457423918704325e-25,-4.510274887942296e-25,8.013484972681388e-27,1.1774577250457872e-17
3.3670277898045677e-11,0.0027332747035799065,0.1557,0.0,0.00791877619952628,0.642362982816121,0.201848783114764,-6.055281745963539e-36,4.0040414242362995e-30,3.5620560572799893e-16,-4.0593875227290786e-39,-4.741400444962318e-19,-1.9526922087498242e-28,7.403436760886513e-05,1.401154546785334e-24,-1.432752552720402e-29,3.992964944140969e-30,5.121688482722143e-05,-7.883128481477096e-34,1.4520169414349035e-13,-1.6585918609099516e-44,2.735573781181549e-37,1.0026319877317517e-18,3.185603401205995e-19,-3.1479490057479392e-53,-1.9103218626994347e-20,-1.4579860023306553e-28,1.2208063545075862e-15,2.632585211755245e-13,4.540660520461555e-17,6.731807501206024e-42,1.5307925190272222e-25,1.4259921682446041e-24,-2.49897513727584e-26,1.2241966783834502e-17
3.409012220549946e-11,0.0027332747035799065,0.1557,0.0,0.007917320105534077,0.6423625700176839,0.20184815261764394,-3.934227195254629e-35,5.5125857626895245e-30,3.7366430701336857e-16,-1.4165308554465458e-38,-1.4201491140661848e-18,-5.823216963345352e-28,7.485996447780247e-05,4.5034797011167464e-24,-5.828094641365205e-29,5.474419471020304e-30,5.1847381938760146e-05,-1.0542601495126767e-33,1.505288710616293e-13,-6.937656189334791e-44,2.828002364975436e-37,2.3213793346216304e-18,3.527168149857735e-20,-6.845776874922021e-53,-5.721816236861999e-20,-1.9497777009723026e-28,1.2359098760352088e-15,2.664500885867204e-13,4.6468344764249284e-17,1.26451231253608e-41,1.6162918166611043e-26,4.536520898319078e-24,-3.3283470006934427e-26,1.2671819244077574e-17
3.446798208220786e-11,0.0027332747035799065,0.1557,0.0,0.007916012481188717,0.6423621998464419,0.20184758533578057,-3.650380325669139e-35,-1.481163044615204e-29,3.898971557346546e-16,-3.504826101123237e-38,-1.7589801469001927e-18,-7.199124262309458e-28,7.560030695693338e-05,5.600912325519437e-24,-8.205950010849594e-29,-1.48067529362728e-29,5.241466379432533e-05,1.6368016517608253e-33,1.5543354917576102e-13,-8.116392269518195e-44,-4.260401169048335e-37,2.7852680532597494e-18,-2.783632326414041e-20,-1.101703198032075e-52,-7.086976149682294e-20,3.027682755614288e-28,1.2495006649362853e-15,2.6932071334941186e-13,4.743235599846375e-17,-1.3400888717105688e-41,-3.208541001603427e-25,5.549379348835914e-24,5.172406867543278e-26,1.3066163273142916e-17
3.4845841958916264e-11,0.0027332747035799065,0.1557,0.0,0.007914707580749783,0.6423618309588479,0.20184701821052686,8.138088313427158e-35,-5.0115204180604523e-29,4.0663193145205115e-16,-7.749066104138779e-38,-1.5833274919280318e-18,-6.474714092183678e-28,7.633808213927424e-05,5.028593994024812e-24,-8.223461014166438e-29,-4.9923019472594507e-29,5.2981789040156183e-05,6.073869509499116e-33,1.6044375035961974e-13,-5.581586731023553e-44,-1.0075103382495018e-36,2.6136985357554254e-18,1.1354959676430573e-20,-1.512878092332546e-52,-6.379268982864574e-20,1.1234798726365223e-27,1.2630892035191007e-15,2.721896514554919e-13,4.840429761517273e-17,-6.179496429879474e-41,-7.451804875104669e-25,4.839550783720622e-24,1.8998442349720404e-25,1.3467609591436602e-17
3.5223701835624666e-11,0.0027332747035799065,0.1557,0.0,0.007913405417621812,0.6423614633617125,0.20184645124166753,3.5412551298648466e-34,-8.358638766325586e-29,4.238776044112477e-16,-1.3377831935943583e-37,-1.3826063996807137e-18,-5.775010546687135e-28,7.707327640503306e-05,4.3972174565603564e-24,-7.580779978729048e-29,-8.303743491139918e-29,5.354875789151995e-05,1.0012134657170939e-32,1.655561756642162e-13,-3.440599692495234e-44,-9.218553632118496e-37,2.4631729885204008e-18,5.543052319720704e-21,-2.14897530348262e-52,-5.570560205194864e-20,1.8519690452613722e-27,1.2766754965012907e-15,2.750569079865289e-13,4.9384101282904456e-17,-1.0776890978497273e-40,-1.1091222971283641e-24,4.08961554596303e-24,3.092113337852127e-25,1.3876175075387187e-17
3.560156171233307e-11,0.0027332747035799065,0.1557,0.0,0.007912106004930522,0.6423610970617062,0.2018458844289864,7.553095212664397e-34,-1.093391564579759e-28,4.4164316525119105e-16,-1.8614385305701474e-37,-1.3997427632438761e-18,-5.959888432974101e-28,7.780587641230981e-05,4.459170001703341e-24,-7.612007121021871e-29,-1.0829274635192917e-28,5.4115570564585676e-05,1.2869042121982094e-32,1.7076962104128408e-13,-2.7023356975980855e-44,-6.2131299129524805e-37,2.5443941675682134e-18,-3.1984393459513243e-21,-2.8683926326173624e-52,-5.63960416766888e-20,2.3804694401833793e-27,1.2902595486233786e-15,2.779224880364251e-13,5.037169861172436e-17,-1.4251695894319678e-40,-1.3988477731953708e-24,4.069897976090779e-24,3.9135841467881664e-25,1.429187519666983e-17
3.597942158904147e-11,0.0027332747035799065,0.1557,0.0,0.007910809355523058,0.6423607320653612,0.20184531777226633,1.2445343952742832e-33,-1.336444299711279e-28,4.599376232522505e-16,-2.302440294109995e-37,-1.502292912805155e-18,-6.3198376467620805e-28,7.85358690968686e-05,4.782321749629298e-24,-8.174040816826837e-29,-1.3199234480662485e-28,5.4682227276430175e-05,1.557576539082828e-32,1.7608603168904372e-13,-2.120835398450563e-44,-6.278169748344885e-37,2.70794253597657e-18,-3.168286267727494e-21,-3.2646545296140553e-52,-6.052782429520966e-20,2.881195854800957e-27,1.3038413646482927e-15,2.807863967108945e-13,5.136702117188352e-17,-1.7501751888514095e-40,-1.6934089777573375e-24,4.317898229825115e-24,4.6695694461911e-25,1.471472407003725e-17
3.635728146574987e-11,0.0027332747035799065,0.1557,0.0,0.0079095154819683,0.6423603683790711,0.2018447512712894,1.8196770815060367e-33,-1.6244224706465006e-28,4.78770004656859e-16,-2.7600192734031004e-37,-1.5353099351974619e-18,-6.375418428073412e-28,7.926324167184037e-05,4.881608210092304e-24,-8.525813761829761e-29,-1.600725778341081e-28,5.524872824504783e-05,1.885013652906828e-32,1.8150749438206433e-13,-1.0218425007960077e-44,-8.301900494082254e-37,2.7958560498811077e-18,2.4693850625576182e-21,-3.325017562172142e-52,-6.185810236252982e-20,3.486923484928996e-27,1.3174209493608998e-15,2.8364863912700563e-13,5.237000048035488e-17,-2.1398346354891633e-40,-2.0339952129522503e-24,4.325746997515648e-24,5.589401036720128e-25,1.514473447965683e-17
3.6735141342458273e-11,0.0027332747035799065,0.1557,0.0,0.007908224396557096,0.6423600060090905,0.20184418492583672,2.508622458728334e-33,-1.9468684050002523e-28,4.981493510042393e-16,-3.298193121419826e-37,-1.497034223894896e-18,-6.222998430533854e-28,7.99879816275137e-05,4.760463330541243e-24,-8.390968778977017e-29,-1.9146028016994855e-28,5.5815073689312166e-05,2.250192736305051e-32,1.870348084893717e-13,4.3200487146846026e-45,-8.921935818027054e-37,2.8200210058975224e-18,6.434835137197209e-23,-3.423972496855172e-52,-6.031597933862149e-20,4.16247845586278e-27,1.3309983075675255e-15,2.8650922041244705e-13,5.3380567999121225e-17,-2.5829561900973437e-40,-2.3913661691216752e-24,4.1035477363048995e-24,6.606078765685575e-25,1.5581917866044882e-17
3.7113001219166675e-11,0.0027332747035799065,0.1557,0.0,0.007906936111302552,0.642359644961536,0.20184361873568862,3.328936488428937e-33,-2.26292950074096e-28,5.180847174352529e-16,-3.8748117877966714e-37,-1.465318055840573e-18,-6.149853691583434e-28,8.071007673106628e-05,4.661561666113146e-24,-8.074352340658327e-29,-2.2205572988820887e-28,5.6381263828941e-05,2.605031574862701e-32,1.92668114542709e-13,1.8129213624534317e-44,-7.9331024374711e-37,2.850894235721737e-18,2.167032680042299e-22,-3.762031688894292e-52,-5.90381408643612e-20,4.818928935355207e-27,1.344573444095466e-15,2.893681457048153e-13,5.439865514908841e-17,-3.0237749081888907e-40,-2.7273766928432556e-24,3.909589000499756e-24,7.562623350578774e-25,1.602628432098152e-17
3.749086109587508e-11,0.0027332747035799065,0.1557,0.0,0.00790565063794041,0.6423592852423853,0.20184305270062447,4.272930475061124e-33,-2.5576874427583804e-28,5.385851709886149e-16,-4.431007274114307e-37,-1.4691636348501516e-18,-6.1692125012525805e-28,8.14295150261973e-05,4.674039662566745e-24,-7.921725786909482e-29,-2.503772261443657e-28,5.694729888447769e-05,2.9379289197122953e-32,1.984079655024958e-13,3.0581325370655367e-44,-7.322852542397577e-37,2.922785026076371e-18,-1.1440829266042468e-21,-4.184156621356313e-52,-5.919309303377646e-20,5.434811648387139e-27,1.3581463637925033e-15,2.92225420151004e-13,5.5424193327068464e-17,-3.439685824805576e-40,-3.042068985118042e-24,3.8364445667145954e-24,8.424442871290027e-25,1.6477842608945123e-17
3.786872097258348e-11,0.0027332747035799065,0.1557,0.0,0.007904367987929551,0.6423589268574792,0.2018424868204229,5.3266563656113584e-33,-2.8465034647319824e-28,5.596597889295903e-16,-4.966608792522518e-37,-1.4877316379634446e-18,-6.229712823463293e-28,8.214628483267808e-05,4.7312647754925384e-24,-7.95666570642185e-29,-2.7797630895257913e-28,5.7513179077281646e-05,3.26945120518505e-32,2.0425530844700948e-13,4.269527826470529e-44,-7.784349439157682e-37,3.008904263641352e-18,1.1605516451962423e-21,-4.491698555146846e-52,-5.99412154888956e-20,6.048163573783053e-27,1.371717071526433e-15,2.9508104890663595e-13,5.645711391468568e-17,-3.848986312390562e-40,-3.357232887531145e-24,3.810590228562143e-24,9.260802403614902e-25,1.693660018878526e-17
3.824658084929188e-11,0.0027332747035799065,0.1557,0.0,0.007903088172452444,0.6423585698125196,0.20184192109486188,6.489033846815127e-33,-3.145154780211741e-28,5.813176571134895e-16,-5.514975720748764e-37,-1.4923856444641706e-18,-6.228992663433134e-28,8.286037474587924e-05,4.7455168917839955e-24,-7.990551126812914e-29,-3.0643283886545506e-28,5.807890462950845e-05,3.615771695186526e-32,2.1021115099506592e-13,5.596615146846594e-44,-8.35322677912417e-37,3.087538030450212e-18,-8.760043500011435e-22,-4.701026503198394e-52,-6.012874020020777e-20,6.68890078806348e-27,1.3852855721845869e-15,2.979350371354463e-13,5.749734828463423e-17,-4.2727234140297034e-40,-3.6831351674014204e-24,3.739173684570972e-24,1.0123310271206532e-24,1.7402563219445266e-17
3.862444072600028e-11,0.0027332747035799065,0.1557,0.0,0.007901811202415702,0.6423582141130714,0.20184135552371832,7.769326254602692e-33,-3.4526914357272817e-28,6.0356786835887335e-16,-6.090960822945418e-37,-1.4867882854681531e-18,-6.224364698766203e-28,8.357177363625458e-05,4.7274013650404514e-24,-7.912009345177414e-29,-3.3564347119042523e-28,5.864447576408783e-05,3.9732303508567984e-32,2.1627621892819636e-13,6.985143759621852e-44,-8.324790874030657e-37,3.154174583074667e-18,1.1393713735101414e-21,-4.939511496787598e-52,-5.990323501706295e-20,7.350256195199685e-27,1.3988518706733603e-15,3.007873900086572e-13,5.854482780692834e-17,-4.711683694323812e-40,-4.011556563530199e-24,3.63419315859701e-24,1.0997982448467705e-24,1.7875736563514143e-17
3.9002300602708685e-11,0.0027332747035799065,0.1557,0.0,0.007900537088450671,0.642357859764562,0.20184079010676864,9.17407690547149e-33,-3.7597555278404808e-28,6.264195208197291e-16,-6.683900493526289e-37,-1.4798619511046165e-18,-6.190014298082922e-28,8.428047064877999e-05,4.705653326379797e-24,-7.77215761073642e-29,-3.6466703965636692e-28,5.92098927046997e-05,4.331848995748939e-32,2.2245119966961896e-13,8.442397412155995e-44,-8.057844313321779e-37,3.2269178322237868e-18,-1.5430325051581428e-21,-5.263402714541094e-52,-5.962418481260351e-20,8.013774496100775e-27,1.4124159719177283e-15,3.036381127043493e-13,5.959948385936473e-17,-5.155271209279494e-40,-4.333377605569204e-24,3.5276925387921586e-24,1.1851560067442135e-24,1.835612380029691e-17
3.9380160479417087e-11,0.0027332747035799065,0.1557,0.0,0.007899265840914068,0.6423575067722821,0.20184022484378847,1.0702218045150285e-32,-4.062117069867698e-28,6.498817163698965e-16,-7.281215739340685e-37,-1.4823092239718839e-18,-6.216141610442615e-28,8.498645520232482e-05,4.7125641935341534e-24,-7.671122159172458e-29,-3.930833734186519e-28,5.97751556757569e-05,4.6884046316162234e-32,2.2873674515872385e-13,9.860902744926272e-44,-8.054646586829542e-37,3.306144361753364e-18,1.9071060880757286e-21,-5.615920796848363e-52,-5.972279932398776e-20,8.673493453592302e-27,1.4259778808607734e-15,3.064872104068678e-13,6.066124783624794e-17,-5.597409224139533e-40,-4.648444410708117e-24,3.452895391143131e-24,1.2674660785911925e-24,1.8843727242341132e-17
3.975802035612549e-11,0.0027332747035799065,0.1557,0.0,0.007897997469888675,0.6423571551413854,0.20183965973455256,1.2350621583483158e-32,-4.362875809204185e-28,6.739635590099402e-16,-7.88177545016202e-37,-1.4834529264414096e-18,-6.193850317708727e-28,8.568971698898192e-05,4.7161360597035835e-24,-7.62663008273481e-29,-4.212076805517136e-28,6.034026490238442e-05,5.047244558040872e-32,2.351336934554853e-13,1.1354575288739416e-43,-8.281218354272438e-37,3.3946568595751822e-18,-2.34627432342783e-21,-5.946901000782511e-52,-5.976889272323521e-20,9.33745321813423e-27,1.4395376024632099e-15,3.093346883062193e-13,6.173005115848272e-17,-6.040387706012869e-40,-4.962500877349417e-24,3.376329970634605e-24,1.3482095674756706e-24,1.9338547946764114e-17
4.013588023283389e-11,0.0027332747035799065,0.1557,0.0,0.00789673198518408,0.6423568048768901,0.20183909477883513,1.4119607404310856e-32,-4.665902393993326e-28,6.986741532935085e-16,-8.491170525592992e-37,-1.487200570579036e-18,-6.240713997939138e-28,8.639024597334039e-05,4.7271150417937744e-24,-7.594926023308704e-29,-4.494284623744715e-28,6.0905220610402403e-05,5.411288423129839e-32,2.41642732400264e-13,1.2810053711340662e-43,-8.412111041602862e-37,3.479114337504572e-18,3.1778044377841522e-21,-6.2554974353403454e-52,-5.991989969961314e-20,1.0011054327814103e-26,1.4530951417029152e-15,3.1218055159748615e-13,6.280582527956105e-17,-6.488284694350781e-40,-5.27716976096789e-24,3.307784564806438e-24,1.4283493694766578e-24,1.9840585724564426e-17
4.051374010954229e-11,0.0027332747035799065,0.1557,0.0,0.007895469396337465,0.6423564559836773,0.20183852997640975,1.6012440678936365e-32,-4.971558916221112e-28,7.240226027650373e-16,-9.113488190022435e-37,-1.4820245457479788e-18,-6.175849067276888e-28,8.708803239172779e-05,4.711001473249196e-24,-7.530555642816485e-29,-4.777799092657765e-28,6.147002302630243e-05,5.780823232073025e-32,2.4826470125740034e-13,1.4422081682593156e-43,-8.400841172080772e-37,3.570400310278311e-18,-4.320030570541394e-21,-6.5853027649271785e-52,-5.971136989684205e-20,1.0694828338204362e-26,1.4666505035744581e-15,3.1502480548021736e-13,6.388850169604938e-17,-6.942590823414246e-40,-5.5911836861060004e-24,3.2127769223035e-24,1.5078689561766712e-24,2.0349839152529914e-17
4.0891599986250694e-11,0.0027332747035799065,0.1557,0.0,0.007894209712614439,0.6423561084664942,0.20183796532704926,1.803170428362052e-32,-5.277769265706285e-28,7.500180084110364e-16,-9.748643473493863e-37,-1.4864571872846205e-18,-6.259318215950289e-28,8.778306675138626e-05,4.7239427482063644e-24,-7.450995431167374e-29,-5.060529500788043e-28,6.203467237723157e-05,6.15279158536435e-32,2.5500014060091806e-13,1.5914966776001853e-43,-8.369116590728392e-37,3.657004625752045e-18,6.026590421899191e-21,-6.937958300968674e-52,-5.988997553207753e-20,1.1383120720116551e-26,1.4802036930886251e-15,3.1786745515785657e-13,6.497801195260918e-17,-7.401704228978904e-40,-5.901240490179671e-24,3.1484085370861757e-24,1.5858088167009732e-24,2.0866305587926277e-17
4.1269459862959096e-11,0.0027332747035799065,0.1557,0.0,0.007892952943009917,0.6423557623299516,0.20183740083052573,2.0178105750568416e-32,-5.583430384341842e-28,7.766694671270445e-16,-1.0394189612620788e-36,-1.47870586000075e-18,-6.132129723889115e-28,8.847533982962501e-05,4.699895734365506e-24,-7.371364981439449e-29,-5.341381189271721e-28,6.259916889096733e-05,6.528009309671306e-32,2.6184997832764893e-13,1.7664228242927816e-43,-8.456255375055382e-37,3.759087793911696e-18,-8.5352798893227e-21,-7.316639294656813e-52,-5.957768603939712e-20,1.2077440287384924e-26,1.4937547152719563e-15,3.2070850583713524e-13,6.607428765513408e-17,-7.864617053132527e-40,-6.2089345571308104e-24,3.0484395799688092e-24,1.66236721930447e-24,2.1389981181112624e-17
4.16473197396675e-11,0.0027332747035799065,0.1557,0.0,0.007891699096249047,0.6423554175785264,0.201836836486611,2.2451614424979898e-32,-5.888802419270176e-28,8.039860702046458e-16,-1.10482633711921e-36,-1.4909796932347116e-18,-6.32488949140995e-28,8.916484267289453e-05,4.737364809412022e-24,-7.322366791849824e-29,-5.620632093328677e-28,6.316351279590587e-05,6.904812559537483e-32,2.688145995491862e-13,1.910576847191747e-43,-8.528242502586142e-37,3.849744824945619e-18,1.2485321835339197e-20,-7.685076057928085e-52,-6.007221515789914e-20,1.2774709505088129e-26,1.507303575166275e-15,3.235479627275288e-13,6.717726047204988e-17,-8.330287454607492e-40,-6.513236833174682e-24,3.01174186855584e-24,1.7371733143371126e-24,2.1920860888238055e-17
4.20251796163759e-11,0.0027332747035799065,0.1557,0.0,0.00789044818078818,0.6423550742165614,0.20183627229507592,2.4853261437902047e-32,-6.1950911117150975e-28,8.319769018319435e-16,-1.1711305635035756e-36,-1.4734949991006246e-18,-6.034567956449596e-28,8.98515665958607e-05,4.682841613748447e-24,-7.261084477106071e-29,-5.899495517040251e-28,6.372770432103175e-05,7.287504978615327e-32,2.7589519333486077e-13,2.1096601350152217e-43,-8.62564168486335e-37,3.964893554488931e-18,-1.8538663746736466e-20,-8.079578057420185e-52,-5.936776597277507e-20,1.348288840390123e-26,1.5208502778282265e-15,3.263858310406365e-13,6.828686215209921e-17,-8.800361832290938e-40,-6.817795291060728e-24,2.88363344596472e-24,1.8114088166835453e-24,2.2458938482983873e-17
4.24030394930843e-11,0.0027332747035799065,0.1557,0.0,0.007889200204815903,0.6423547322482653,0.201835708255691,2.738445226163085e-32,-6.50208146466491e-28,8.606510376143162e-16,-1.2384939665978607e-36,-1.5002231895485172e-18,-6.485671841549853e-28,9.053550318037353e-05,4.765826914352856e-24,-7.222761714549544e-29,-6.177755491176371e-28,6.429174369591372e-05,7.670482963040787e-32,2.8309171573680437e-13,2.2330334608028985e-43,-8.585298737567862e-37,4.051780809330873e-18,2.817879758496229e-20,-8.460635264430631e-52,-6.044466469296246e-20,1.4191613126644142e-26,1.5343948283288094e-15,3.2922211598967997e-13,6.940302451731442e-17,-9.273651426589715e-40,-7.117150527544213e-24,2.8950993947066276e-24,1.8835787752800162e-24,2.3004206572272383e-17
4.2780899369792704e-11,0.0027332747035799065,0.1557,0.0,0.007887955176254043,0.6423543916777147,0.20183514436822603,3.0047054614301095e-32,-6.810180275711729e-28,8.900175431052676e-16,-1.30703376602115e-36,-1.4577493757308549e-18,-5.768444666169139e-28,9.121664427448095e-05,4.632217784847526e-24,-7.130744747174912e-29,-6.455815719040294e-28,6.485563115066267e-05,8.062285846657802e-32,2.904059795773426e-13,2.4853281276008404e-43,-8.72775821081476e-37,4.1887208432439855e-18,-4.357855968918168e-20,-8.913856032521988e-52,-5.873339775126489e-20,1.4916677965595406e-26,1.5479372317529219e-15,3.3205682278883897e-13,7.052567949346421e-17,-9.753300751008222e-40,-7.418265298844154e-24,2.6898328232184326e-24,1.955903568660526e-24,2.355665660751161e-17
4.3158759246501106e-11,0.0027332747035799065,0.1557,0.0,0.007886713102758859,0.6423540525088525,0.20183458063245044,3.284151609178364e-32,-7.117772902392372e-28,9.200854723658226e-16,-1.3766423351299092e-36,-1.5250733778164166e-18,-6.924696630423604e-28,9.189498199127002e-05,4.844342061885465e-24,-7.117291671173703e-29,-6.7320683224905715e-28,6.54193669159461e-05,8.448309030789967e-32,2.978368749044639e-13,2.539651126985836e-43,-8.619290949226548e-37,4.259401954889785e-18,6.879570421963346e-20,-9.331740171004988e-52,-6.144591159128498e-20,1.5631070855454627e-26,1.5614774931988913e-15,3.3488995665284516e-13,7.165475908258299e-17,-1.023412134022759e-39,-7.709345791984068e-24,2.8339721450509763e-24,2.0245447088069865e-24,2.411627890223551e-17
4.353661912320951e-11,0.0027332747035799065,0.1557,0.0,0.00788547399172206,0.6423537147454904,0.20183401704813306,3.5769713461251285e-32,-7.426990062849924e-28,9.508638665240812e-16,-1.4473111294496366e-36,-1.416025727791801e-18,-5.027468965794322e-28,9.257050870786072e-05,4.497956955919021e-24,-6.982777081498417e-29,-7.008647089317904e-28,6.598295122291774e-05,8.852353569602697e-32,3.0538793362296125e-13,2.9266815261308464e-43,-8.961037196329272e-37,4.441975800857944e-18,-1.1046476060106816e-19,-9.932865461768166e-52,-5.705236851657444e-20,1.6378813347030956e-26,1.5750156177780286e-15,3.3772152279619755e-13,7.279019542631574e-17,-1.0724061390328005e-39,-8.009330003652627e-24,2.4170619377703448e-24,2.0957602662785908e-24,2.4683062639062574e-17
4.391447899991791e-11,0.0027332747035799065,0.1557,0.0,0.007884237850272107,0.6423533783913086,0.20183345361504218,3.883160740854946e-32,-7.729279271686739e-28,9.823617523800836e-16,-1.5183967564238508e-36,-1.1880260041656828e-18,-8.858233714084087e-29,9.324321706412252e-05,3.613038421308844e-24,-6.413578824559223e-29,-7.277029342634642e-28,6.654638430325072e-05,9.238998887937419e-32,3.130592653111158e-13,3.603003012821005e-43,-8.83642953448447e-37,4.2433504783699636e-18,-2.8448740711667304e-20,-1.0594615119222201e-51,-4.786621612905937e-20,1.709439174610983e-26,1.5885516106141642e-15,3.405515264328424e-13,7.393192075412574e-17,-1.1210587882453268e-39,-8.289262660067187e-24,1.4699674664358696e-24,2.1586002509070537e-24,2.5256995894889042e-17
4.429233887662631e-11,0.0027332747035799065,0.1557,0.0,0.007883004685275408,0.6423530434498559,0.20183289033294566,4.2014794771716694e-32,-8.005310551076256e-28,1.0145881410067864e-15,-1.585007249064821e-36,-1.0484312952216152e-18,1.6394889988998068e-28,9.391309996149106e-05,3.07589081609475e-24,-5.584716581308164e-29,-7.517985642803625e-28,6.710966638910913e-05,9.554371404946826e-32,3.2084941462699287e-13,4.051746063246274e-43,-7.574474132418663e-37,4.184895132969873e-18,9.272841863423675e-21,-1.1043323443614827e-51,-4.224192141133574e-20,1.7678158048319862e-26,1.6020854768431912e-15,3.4337997277562493e-13,7.507986740337278e-17,-1.1655543981583551e-39,-8.509117745893152e-24,8.940287067812732e-25,2.1979316484293865e-24,2.583806564663374e-17
4.4670198753334713e-11,0.0027332747035799065,0.1557,0.0,0.007881774503337598,0.6423527099245518,0.2018323272016109,4.5305086939279545e-32,-8.258587661750906e-28,1.047552026346858e-15,-1.645795124250169e-36,-1.464573433561903e-18,-6.00751390958041e-28,9.458015056172053e-05,4.5770570085647236e-24,-5.550657418305586e-29,-7.735136559265733e-28,6.767279771313176e-05,9.8679617269765e-32,3.2875429290328693e-13,3.3409650661114676e-43,-7.146135965604164e-37,4.55029188769265e-18,2.0526241184761397e-19,-1.1332290696877062e-51,-5.900839963026303e-20,1.8258638690412447e-26,1.6156172216126174e-15,3.462068670357367e-13,7.623396782059335e-17,-1.2061677919756207e-39,-8.678651228985186e-24,2.3576436910581946e-24,2.236016664355068e-24,2.6426257775701427e-17
