Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51)
4.498978073439055e-10,0.0027332747035799065,0.0915567593028733,0.0,0.007027984294984553,0.4514654319163315,9.365646712587508e-18,0.45646978718932407,5.197053767512131e-17,2.557937218525656e-22,1.5719920799283833e-17,2.5899393341926787e-22,1.562374800075233e-35,0.00015439287953833297,2.2114967164831127e-16,4.566395384876853e-20,1.3131344125872414e-17,2.1376914133079893e-16,2.5294200229937313e-11,6.314189642281385e-17,-6.491443571795277e-19,2.17141126853292e-19,2.0005330879935515e-20,2.4103413192710873e-24,1.842350213878398e-32,1.0434872259410926e-23,0.0004308251264086045
4.509328382385897e-10,0.0027332747035799065,0.0915567593028733,0.0,0.0070262645871587365,0.4514654499126171,9.42815336816399e-18,0.45646890933909856,5.214155287671477e-17,2.572073217313145e-22,1.5760343997439802e-17,2.6131443115806017e-22,1.6365184781485935e-35,0.00015435688696718882,2.2212603191410743e-16,4.565643797738815e-20,1.3138940214896926e-17,2.1468843493907068e-16,2.53481304897466e-11,6.331494681049888e-17,8.916066179870708e-20,2.1710537911899664e-19,2.0116671971476033e-20,6.306025352070378e-25,1.8469720319688928e-32,1.0528365051908553e-23,0.00043170297658025965
4.519678691332739e-10,0.0027332747035799065,0.0915567593028733,0.0,0.007024545755740959,0.4514654679153734,9.49092836369179e-18,0.4564680319206061,5.231258189955869e-17,2.586244589504593e-22,1.5802601684783898e-17,2.6391479149497127e-22,1.5669871012539253e-35,0.00015432088145450978,2.231043792450879e-16,4.56489169368279e-20,1.3146451432402566e-17,2.1560944486672404e-16,2.540204429108594e-11,6.348792826540955e-17,1.992768209376781e-20,2.1706962844987886e-19,2.023246307369178e-20,-5.610683121403664e-24,1.8515835697963146e-32,1.0633133571334813e-23,0.00043258039501877036
4.530029000279581e-10,0.0027332747035799065,0.0915567593028733,0.0,0.007022827799525037,0.4514654859243243,9.553972198605342e-18,0.4564671549335203,5.248362419315169e-17,2.600451300422975e-22,1.5845155401794073e-17,2.6547839585342504e-22,1.437386982036679e-35,0.00015428486355286743,2.240847124370263e-16,4.5641396220109e-20,1.3153878315306239e-17,2.1653216963663742e-16,2.5455940885867197e-11,6.366084055338928e-17,-1.2897078179038697e-19,2.1703385204278555e-19,2.033752229542521e-20,2.3767906074850816e-25,1.8561871593862973e-32,1.0696130936408924e-23,0.0004334573820507171
4.540379309226423e-10,0.0027332747035799065,0.0915567593028733,0.0,0.0070211107173163674,0.4514655039391984,9.617285371905546e-18,0.45646627837751486,5.265467921188965e-17,2.614693315439991e-22,1.5886885149755112e-17,2.675296911659255e-22,1.3979472170416664e-35,0.0001542488338046002,2.2506703037451385e-16,4.5633872228920253e-20,1.3161221398336662e-17,2.174566077726742e-16,2.5509819819204245e-11,6.383368352203895e-17,1.1424746272094104e-19,2.169980516268192e-19,2.0447318856283748e-20,1.120266601702274e-24,1.8607864560124997e-32,1.077877748339563e-23,0.0004343339380022164
4.550729618173265e-10,0.0027332747035799065,0.0915567593028733,0.0,0.0070193945079316785,0.4514655219597298,9.680868382160115e-18,0.45646540225226423,5.282574641260445e-17,2.6289705999753525e-22,1.5929972945004716e-17,2.7056099825504715e-22,1.1792968505991686e-35,0.00015421279274199445,2.2605133237894856e-16,4.562634029727889e-20,1.3168481211711866e-17,2.1838275779977893e-16,2.556368209138974e-11,6.400645745171532e-17,-2.273859103591083e-19,2.169622435253223e-19,2.056949890949681e-20,-1.1121391692093803e-23,1.865383561814533e-32,1.0900908937573934e-23,0.0004352100631989231
4.561079927120107e-10,0.0027332747035799065,0.0915567593028733,0.0,0.007017679170198553,0.451465539985657,9.744721727503896e-18,0.4564645265574433,5.2996825252598146e-17,2.6432831195011085e-22,1.5972746449640877e-17,2.716808177845136e-22,1.0526470231407749e-35,0.0001541767408874196,2.2703761730553703e-16,4.561880709204352e-20,1.3175658279506223e-17,2.1931061824424046e-16,2.5617527143699743e-11,6.417916216153381e-17,-5.316366389973865e-19,2.169264197174794e-19,2.0670051071661067e-20,5.317171395344932e-25,1.8699758401882884e-32,1.0946026089823219e-23,0.0004360857579660349
4.5714302360669493e-10,0.0027332747035799065,0.0915567593028733,0.0,0.007015964702954326,0.451465558016724,9.808845905639263e-18,0.45646365129272715,5.3167915196619725e-17,2.657630839535806e-22,1.601252729439741e-17,2.7267912741867495e-22,1.3699298925113575e-35,0.00015414067875336236,2.2802588377729196e-16,4.561127620020568e-20,1.3182753126641787e-17,2.202401876336571e-16,2.5671353641821243e-11,6.43517972430488e-17,4.786049413159214e-19,2.1689057582965968e-19,2.076578712355205e-20,1.7405300268936644e-23,1.874563155034926e-32,1.0986247573910142e-23,0.00043696102262829445
4.5817805450137913e-10,0.0027332747035799065,0.0915567593028733,0.0,0.00701425110504736,0.4514655760526793,9.873241413836455e-18,0.4564627764577917,5.333901571731592e-17,2.672013725645369e-22,1.6055000761100357e-17,2.775191352230685e-22,1.385357921075199e-35,0.0001541046068428531,2.290161315107457e-16,4.560373809349668e-20,1.3189766279082972e-17,2.2117146449667796e-16,2.5725163898613537e-11,6.452436337593274e-17,4.414136204466701e-19,2.168547248443041e-19,2.0906301035334195e-20,-1.4217466048639466e-23,1.8791437924821837e-32,1.1181252002847448e-23,0.0004378358575099923
4.5921308539606333e-10,0.0027332747035799065,0.0915567593028733,0.0,0.007012538375336671,0.45146559409327586,9.937908748933972e-18,0.4564619020523129,5.351012628613419e-17,2.686431743441365e-22,1.6098719937790994e-17,2.785177862453282e-22,9.86679372501545e-36,0.0001540685256496037,2.3000835940484203e-16,4.559619379848261e-20,1.3196698254921409e-17,2.221044473631695e-16,2.5778957493871406e-11,6.469686042325922e-17,-1.4233125543457714e-19,2.1681885727307767e-19,2.1008119963113498e-20,-2.87149505434844e-24,1.8837228765259184e-32,1.1221487231251881e-23,0.00043871026293497076
4.601446132012791e-10,0.0027332747035799065,0.0915567593028733,0.0,0.007010997659969822,0.45146561033358096,9.996342172810852e-18,0.45646111545430024,5.366413395268867e-17,2.699437968668858e-22,1.6135913007335958e-17,2.7926133831810018e-22,8.1593077858269e-36,0.0001540360450395377,2.309030563682852e-16,4.558940407600279e-20,1.3202868050340534e-17,2.2294558936184595e-16,2.5827356238413788e-11,6.485204831538709e-17,1.6916902849087962e-19,2.1678656027477836e-19,2.1096665225105663e-20,1.0830112632791811e-23,1.8878438549025062e-32,1.1251444523682369e-23,0.00043949686089925184
4.610761410064949e-10,0.0027332747035799065,0.0915567593028733,0.0,0.0070094576461076615,0.45146562657727585,1.0054996540154435e-17,0.4564603292036502,5.381814895169175e-17,2.7124725977494983e-22,1.6173451144280578e-17,2.8550972879399694e-22,-4.290179936755868e-37,0.00015400355764985093,2.3179935567389587e-16,4.5582613292972683e-20,1.3208972882289256e-17,2.237881109634169e-16,2.5875741192236037e-11,6.500718014397922e-17,3.3756806276409173e-19,2.1675425823559884e-19,2.1251231876985672e-20,-4.6991874654930685e-23,1.891962544822678e-32,1.1503193086039939e-23,0.000440283111500995
4.620076688117107e-10,0.0027332747035799065,0.0915567593028733,0.0,0.007007918332939122,0.4514656428241899,1.0113872212264282e-17,0.45645954330012734,5.3972170908081616e-17,2.725535605718516e-22,1.6213976573258714e-17,2.8628526727922663e-22,-1.1101317956832903e-35,0.00015397106382166088,2.326972569816376e-16,4.5575817476686884e-20,1.3215013125047053e-17,2.2463201109863997e-16,2.592411358838114e-11,6.516225627217234e-17,-8.320962064050483e-19,2.167219467931276e-19,2.1347365097849528e-20,-4.046272285514604e-23,1.8960733213727635e-32,1.1534439111974906e-23,0.00044106901497536013
4.629391966169265e-10,0.0027332747035799065,0.0915567593028733,0.0,0.007006379719658795,0.4514656590741557,1.0172969550157577e-17,0.4564587577434972,5.412619944704657e-17,2.738626967638596e-22,1.625101301140022e-17,2.7735954952849127e-22,-3.1081579223606754e-36,0.00015393856389023938,2.335967587486457e-16,4.556902015267628e-20,1.3220989148933796e-17,2.2547728869913475e-16,2.5972470643883928e-11,6.531727586414553e-17,-5.462562716745047e-19,2.1668961517944758e-19,2.13224873240512e-20,9.739334799781727e-23,1.900180097129706e-32,1.117481917000498e-23,0.00044185457155721935
4.6387072442214227e-10,0.0027332747035799065,0.0915567593028733,0.0,0.007004841805467547,0.45146567532700815,1.0232288914569305e-17,0.45645797253352477,5.428023419508515e-17,2.751746658603868e-22,1.6286836545671235e-17,2.880953420129395e-22,1.5736751878847258e-35,0.00015390605818523355,2.344978605053336e-16,4.556222274020185e-20,1.322690132118102e-17,2.2632394269716477e-16,2.6020813157427006e-11,6.54722391525719e-17,3.3001770185349703e-19,2.1665728177083051e-19,2.1505239786595972e-20,7.389276785682615e-24,1.904282911515827e-32,1.160736623377816e-23,0.00044263978148115923
4.6470909944683647e-10,0.0027332747035799065,0.0915567593028733,0.0,0.00700345827976142,0.4514656899569096,1.028586647313334e-17,0.45645726614074866,5.441887047248661e-17,2.763578581244994e-22,1.63226595356452e-17,2.9553163382633577e-22,2.0049426686296984e-35,0.000153876798382363,2.3531022007905967e-16,4.5556103391506733e-20,1.3232167987314519e-17,2.2708710723348353e-16,2.6064310945063067e-11,6.561165855599028e-17,-3.4721316998558074e-19,2.166281808228463e-19,2.1655187363037637e-20,-5.657774936731723e-23,1.9079718847650438e-32,1.1906975671268082e-23,0.00044334617421384046
4.655474744715307e-10,0.0027332747035799065,0.0915567593028733,0.0,0.007002075319101911,0.4514657045889017,1.0339624427722918e-17,0.4564565600284051,5.45575112136839e-17,2.775433412150791e-22,1.635789393741395e-17,2.7259193279977254e-22,5.606925040233403e-35,0.00015384753439810623,2.361238746660388e-16,4.554998191103721e-20,1.3237383498786303e-17,2.278513850104145e-16,2.61077973236925e-11,6.575103245976227e-17,-8.347670452148242e-19,2.1659906116151696e-19,2.1447377082542585e-20,2.6899385813600413e-22,1.911658469127178e-32,1.0982728989666492e-23,0.0004440522865140059
4.663858494962249e-10,0.0027332747035799065,0.0915567593028733,0.0,0.007000692922919108,0.45146571922287,1.039356304072835e-17,0.45645585419632345,5.469615615103525e-17,2.787311133232677e-22,1.6389078119002074e-17,2.9462893242451553e-22,1.1332404305860754e-34,0.00015381826646144648,2.3693882332074654e-16,4.55438578308925e-20,1.3242548119115342e-17,2.2861677525112716e-16,2.6151270857992077e-11,6.589036042846048e-17,3.279988088591084e-19,2.1656993380179996e-19,2.1717343459418936e-20,7.018068582129443e-23,1.915340565943978e-32,1.1870604465675751e-23,0.00044475811855208147
4.672242245209191e-10,0.0027332747035799065,0.0915567593028733,0.0,0.0069993110906468835,0.45146573385870176,1.0447682574355333e-17,0.4564551486443338,5.483480501932119e-17,2.799211726414305e-22,1.6423041237251248e-17,3.7141313126396866e-22,4.2887337396636287e-35,0.00015378899479789006,2.3775506634126484e-16,4.5537731379378467e-20,1.324766211156791e-17,2.2938327717937216e-16,2.6194734263819803e-11,6.602964327232504e-17,3.3786510294655025e-19,2.1654081626170374e-19,2.2685185446251726e-20,-8.832801766891972e-22,1.9190179807726136e-32,1.4964257861833044e-23,0.0004454636704983096
4.680625995456133e-10,0.0027332747035799065,0.0915567593028733,0.0,0.00699792982172295,0.45146574849628596,1.0501983290625046e-17,0.4564544433722658,5.497345755644574e-17,2.811135173638603e-22,1.6459205512120055e-17,2.9424829321806567e-22,-1.09657155645845e-34,0.00015375971962953126,2.3857260313440783e-16,4.553160689887875e-20,1.3252725740036918e-17,2.301508900196369e-16,2.623818728013198e-11,6.61688809183491e-17,-5.460102573173197e-19,2.1651168313486434e-19,2.2024660512456756e-20,-4.804207073899707e-23,1.922694916424432e-32,1.1855267276620838e-23,0.0004461689425227499
4.688171370678381e-10,0.0027332747035799065,0.0915567593028733,0.0,0.006996687160892566,0.45146576167151964,1.0551009062839226e-17,0.45645380886659753,5.50982477616302e-17,2.8218858014491135e-22,1.6488592750913726e-17,2.847198850679929e-22,-1.6616712281603257e-34,0.00015373336916225721,2.393094913907981e-16,4.552609365876332e-20,1.3257240161728387e-17,2.3084269076491827e-16,2.627728408283358e-11,6.629415554635005e-17,-1.7162461610764377e-20,2.1648544461313954e-19,2.2027571165555445e-20,4.410905578830827e-23,1.9260035873016513e-32,1.1471364907466755e-23,0.0004468034481520251
4.695716745900629e-10,0.0027332747035799065,0.0915567593028733,0.0,0.006995444955517174,0.4514657748480055,1.0600181995835569e-17,0.45645317458740436,5.5223040537218586e-17,2.832654913303441e-22,1.651912258187259e-17,2.938213061392649e-22,-1.4476101894139713e-34,0.0001537070161904745,2.4004742674526896e-16,4.5520576868802936e-20,1.3261714190255478e-17,2.315353901560908e-16,2.6316372252996298e-11,6.641939349240873e-17,3.1917541830648855e-20,2.1645921110760524e-19,2.2174999931226307e-20,-2.749234099160455e-23,1.9293086058547057e-32,1.1838062818157114e-23,0.0004474377273059712
4.703262121122877e-10,0.0027332747035799065,0.0915567593028733,0.0,0.006994203205195132,0.45146578802566617,1.0649502280244648e-17,0.4564525405345631,5.5347835693215123e-17,2.843442496082215e-22,1.6549877981923585e-17,2.9464971482067473e-22,-1.1060644049867463e-34,0.0001536806608691983,2.4078640871839943e-16,4.551505958432138e-20,1.3266148013303605e-17,2.322289876287351e-16,2.6355451431513443e-11,6.654459464908012e-17,-2.2283259084668132e-20,2.164329785511728e-19,2.2223537602493063e-20,8.54973694063461e-24,1.932610116100311e-32,1.187143906931214e-23,0.00044807178010818516
4.710807496345125e-10,0.0027332747035799065,0.0915567593028733,0.0,0.0069929619095261495,0.45146580120442503,1.0698970106576274e-17,0.4564519067079501,5.5472633042659345e-17,2.8542485366782774e-22,1.6580423956144097e-17,2.9704366795213353e-22,-1.0754996479739516e-34,0.00015365430335130962,2.4152643687697033e-16,4.5509542952064856e-20,1.3270541819903357e-17,2.3292348261881144e-16,2.6394521430077035e-11,6.666975896214586e-17,8.274919665385269e-21,2.1640673690474054e-19,2.2313465300679033e-20,1.719011134495193e-24,1.9359096521132563e-32,1.1967891514549684e-23,0.0004487056066821466
4.718352871567374e-10,0.0027332747035799065,0.0915567593028733,0.0,0.0069917210681125965,0.45146581438420696,1.0748585665219594e-17,0.45645127310744205,5.559743240007027e-17,2.8650730219986367e-22,1.6611060174886032e-17,2.9801979472392354e-22,-1.2514729376138136e-34,0.0001536279437876031,2.4226751088271987e-16,4.5504024543871676e-20,1.3274895798727106e-17,2.336188745625371e-16,2.6433582370913344e-11,6.679488646812219e-17,8.053350311938741e-22,2.1638048722118641e-19,2.240242029947658e-20,-2.5184015955804983e-24,1.939207932465162e-32,1.200721939184053e-23,0.0004493392071512178
4.725898246789622e-10,0.0027332747035799065,0.0915567593028733,0.0,0.006990480680559422,0.4514658275649374,1.0798349146443124e-17,0.45645063973291555,5.572223357919717e-17,2.8759159389646924e-22,1.6641676890961042e-17,2.9892064139073316e-22,-1.3332585383956685e-34,0.00015360158232681446,2.4300963035180573e-16,4.5498503983114233e-20,1.3279210135881828e-17,2.3431516289642076e-16,2.64726342187376e-11,6.691997715518311e-17,-1.85079522354751e-21,2.1635423535237253e-19,2.2483301680164375e-20,1.5416776100009184e-24,1.9425045972643363e-32,1.2043514203598974e-23,0.0004499725816386443
4.73344362201187e-10,0.0027332747035799065,0.0915567593028733,0.0,0.006989240746473722,0.45146584074654295,1.0848260740394853e-17,0.45645000658424756,5.584703639433178e-17,2.8867772745105267e-22,1.6672267702616187e-17,3.0113234401500583e-22,-1.2762649676003165e-34,0.00015357521911564325,2.437527949112984e-16,4.5492983240034305e-20,1.3283485016325465e-17,2.350123470573453e-16,2.6511676975953168e-11,6.704503102441103e-17,1.543261551924661e-21,2.1632798144788218e-19,2.256848494615959e-20,8.169122828567439e-26,1.9457990737878328e-32,1.2132623711622233e-23,0.0004506057302675552
4.740988997234118e-10,0.0027332747035799065,0.0915567593028733,0.0,0.006988001265464761,0.4514658539289514,1.089832063710228e-17,0.4564493736613151,5.597184066210396e-17,2.8976570155824546e-22,1.6702859456650954e-17,3.0327053902421393e-22,-1.2107531895591766e-34,0.0001535488542987792,2.444970041912693e-16,4.548746245709181e-20,1.3287720625652006e-17,2.357104264825507e-16,2.6550710655669166e-11,6.71700480811835e-17,9.687513219432696e-23,2.1630172202987809e-19,2.2652482383835206e-20,2.940758557561406e-26,1.9490912658994845e-32,1.2218771579212877e-23,0.00045123865316096414
4.748534372456366e-10,0.0027332747035799065,0.0915567593028733,0.0,0.00698676223714399,0.45146586711209136,1.0948529026472525e-17,0.45644874096399524,5.609664620045729e-17,2.908555149139564e-22,1.673343905302452e-17,3.0497744773751364e-22,-1.2089577812233695e-34,0.00015352248801893007,2.452422578168227e-16,4.548194022738435e-20,1.329191714901362e-17,2.364094006095789e-16,2.658973525406019e-11,6.729502832516094e-17,1.8852849297204502e-22,2.1627545720862298e-19,2.273662412656725e-20,4.267720864730239e-25,1.9523813884061064e-32,1.2287542818014789e-23,0.00045187135044176904
4.763625122900861e-10,0.0027332747035799065,0.0915567593028733,0.0,0.00698428553702381,0.45146589348028504,1.1049392042228384e-17,0.4564474762457024,5.634626036216013e-17,2.9304065416103784e-22,1.6794578031819044e-17,3.055201550259046e-22,-1.6827968777503057e-34,0.00015346975163136255,2.467358966160584e-16,4.5470892104073784e-20,1.3300193671322058e-17,2.3781003072091016e-16,2.6667757223120927e-11,6.754487838349121e-17,-3.608873048816481e-22,2.162229131643375e-19,2.2908624296839906e-20,9.27042091054779e-25,1.9589556086703412e-32,1.230940758752122e-23,0.0004531360686565854
4.778715873345357e-10,0.0027332747035799065,0.0915567593028733,0.0,0.00698181064304842,0.4514659198505728,1.1150851304514107e-17,0.45644621242838823,5.659587743372565e-17,2.9523313478546767e-22,1.68556825448089e-17,3.0610521946164555e-22,-2.1760334980098207e-34,0.00015341701105596014,2.48233708329109e-16,4.5459841072347244e-20,1.3308316040815103e-17,2.3921423289816115e-16,2.6745742909030857e-11,6.779458121448598e-17,5.159833487064922e-22,2.1617036346035757e-19,2.30824310183348e-20,1.5651115750839365e-25,1.9655219920262326e-32,1.2332978928324215e-23,0.0004543998858928998
4.793806623789852e-10,0.0027332747035799065,0.0915567593028733,0.0,0.006979337552186781,0.4514659462224178,1.1252908328259548e-17,0.45644494951107334,5.684549598689015e-17,2.9743294640088477e-22,1.6916750884576137e-17,3.0910738075098393e-22,-2.268275506212549e-34,0.00015336426736577255,2.4973568998927724e-16,4.544878982526494e-20,1.3316285705510625e-17,2.406220026535697e-16,2.6823692341057135e-11,6.804413684202099e-17,4.1139799110422376e-22,2.1611780067775354e-19,2.3253453445192688e-20,2.347325871786234e-25,1.9720795834192847e-32,1.2453935664899118e-23,0.0004556628031297918
4.808897374234347e-10,0.0027332747035799065,0.0915567593028733,0.0,0.006976866261440573,0.45146597259529847,1.1355564626475022e-17,0.4564436874927807,5.709511461120561e-17,2.9964007864115934e-22,1.6977778550439148e-17,3.136703687576781e-22,-2.1070790614485945e-34,0.00015331152160459453,2.5124183862807985e-16,4.5437734966449996e-20,1.3324104104277823e-17,2.420333355045988e-16,2.690160554277764e-11,6.829354529074966e-17,2.8550012323130045e-22,2.1606521974531805e-19,2.3423471213698343e-20,2.7208076978036486e-25,1.9786277423137326e-32,1.2637778470212462e-23,0.00045692482134453876
4.823988124678842e-10,0.0027332747035799065,0.0915567593028733,0.0,0.006974396767843411,0.45146599896870687,1.145882171025356e-17,0.4564424263725348,5.734473190820192e-17,3.018545211603017e-22,1.703876872584085e-17,3.178706539500192e-22,-2.008071883509167e-34,0.00015325877478773741,2.527521512760057e-16,4.5426675883740274e-20,1.3331772661122625e-17,2.4344822697384867e-16,2.697948253701133e-11,6.85428065851293e-17,3.612890024600622e-22,2.16012628010591e-19,2.3594521756650593e-20,2.313862341531783e-25,1.98516665648303e-32,1.2807007880634578e-23,0.00045818594151263034
