Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CH3X(53),CH4(39),H(23),CH4X(405),CH2OX(174)
3.651386671873561e-10,0.0028149649241145727,0.0915567593028733,0.0,0.00740617376909702,0.4514673394156423,8.200085118603827e-41,0.4565367672674491,2.1385814706006803e-18,2.5797847775200435e-25,2.679473348086782e-17,1.0447520775310699e-28,-4.608496473120688e-37,0.00015057788089834233,4.1663012411393413e-16,1.668611802778113e-23,1.6108767881899482e-18,4.203795479698421e-16,2.5525422728336095e-11,4.777284421934108e-23,6.012736787518873e-22,5.500843187857902e-19,1.3898301991269974e-26,1.5820218283499122e-31,4.510611082074852e-32,5.975688139989437e-30,0.00036384504805162497,8.93956084890728e-15,3.042523931830906e-24,1.1126226498344942e-27,3.908292862308057e-21,1.4903224589591784e-31,5.165659294942435e-28,-1.4977389536205805e-19,5.605357283879613e-24,5.2080746626480196e-23,1.4947520648024195e-19,3.60402629849646e-33
3.6680867731321714e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007403216015070536,0.4514673652454049,8.295627537932462e-41,0.4565352625606304,2.1576874724762263e-18,2.614371371377248e-25,2.6951814272759105e-17,1.0647388675894038e-28,-5.083935251822421e-37,0.00015052622137330695,4.203158285831941e-16,1.667987190832466e-23,1.6137338204908674e-18,4.2408721484930495e-16,2.563511896788345e-11,4.836128464896846e-23,6.048314029579179e-22,5.499090557112133e-19,1.4101803147088716e-26,2.706619007358361e-31,4.536057840917239e-32,6.090004272592952e-30,0.0003653497547607937,8.978469772419931e-15,3.0681336130324007e-24,1.1216221961583828e-27,3.9516128371353346e-21,1.5179741577269187e-31,5.206083291685346e-28,-1.956567241156032e-19,6.088128103328164e-24,5.236127204883232e-23,1.9522809069227675e-19,3.648653216547524e-33
3.684786874390782e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007400260890707064,0.4514673911806624,8.391728241413892e-41,0.45653375906313765,2.1768268859515923e-18,2.6492279347623386e-25,2.7108791360673564e-17,1.0851130345060738e-28,-5.2238014588809644e-37,0.00015047435085811694,4.24016737546655e-16,1.667363310766072e-23,1.6165428733306414e-18,4.2781007165057393e-16,2.5744758651328787e-11,4.8954146802611327e-23,6.037388960634641e-22,5.49733069730699e-19,1.430772300471782e-26,1.143512289337878e-31,4.561461637872708e-32,6.206536040984889e-30,0.0003668532521438249,9.017363163176068e-15,3.0938327428038654e-24,1.130646477572592e-27,3.995151137020676e-21,1.5460135181188932e-31,5.246593275967735e-28,2.4136065483910736e-19,1.9798623487270175e-24,5.264167227126457e-23,-2.4180128922993736e-19,3.693612401057153e-33
3.7014869756493926e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007397308384881547,0.45146741721741246,8.488386859632631e-41,0.45653225677341125,2.1959991466380444e-18,2.684355041135495e-25,2.726566434132323e-17,1.1055280749478933e-28,-4.94336505470205e-37,0.00015042227735775551,4.277328387836916e-16,1.6667401532074392e-23,1.6193044576078385e-18,4.315481060995246e-16,2.5854341824911205e-11,4.9551439743086526e-23,6.046004123789503e-22,5.49556387852915e-19,1.4515696284663354e-26,1.0656842423806097e-31,4.5868225570482154e-32,6.323301404610959e-30,0.0003683555417606647,9.056241034971382e-15,3.1196212711703445e-24,1.1396959803193218e-27,4.038907235336089e-21,1.5744441300537657e-31,5.287189109134911e-28,2.3933997205970915e-20,3.976149286164923e-24,5.2921946934936174e-23,-2.428040151195262e-20,3.7389047489248666e-33
3.718187076908003e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007394358486673665,0.45146744335177924,8.585603021844684e-41,0.45653075568989687,2.2152036961695062e-18,2.719753261379722e-25,2.7422432854655938e-17,1.1262283655425194e-28,-5.789637833116481e-37,0.0001503700086244741,4.314641200894248e-16,1.666117709254987e-23,1.6220190804609676e-18,4.353013059400421e-16,2.5963868534696757e-11,5.015317250640189e-23,6.126599606736748e-22,5.493790362348992e-19,1.4725456831832002e-26,5.0106602742362045e-31,4.612140683883472e-32,6.441698213116904e-30,0.0003698566251654767,9.095103401543316e-15,3.1454990471019686e-24,1.1487706570021603e-27,4.082880605866972e-21,1.6032702799293002e-31,5.327870063977026e-28,-7.494562399978915e-19,1.1313676113176398e-23,5.320209569597295e-23,7.48981287589511e-19,3.7845311301476986e-33
3.734887178166614e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007391411185540073,0.4514674695800091,8.683376356006045e-41,0.4565292558110461,2.2344399821580617e-18,2.755423164512849e-25,2.7579096575802132e-17,1.1476319567608112e-28,-6.1045877750282136e-37,0.00015031755216458342,4.3521056927467486e-16,1.6654959706835523e-23,1.6246872452390617e-18,4.3906965893388823e-16,2.607333882660803e-11,5.075936432575647e-23,6.095400286306194e-22,5.492010402061902e-19,1.4938075182460808e-26,1.9718033881355628e-31,4.637416104594127e-32,6.564117767276981e-30,0.0003713565039067768,9.133950276572739e-15,3.1714655325636086e-24,1.1578692040371714e-27,4.127070722819785e-21,1.632495503393306e-31,5.36863572965606e-28,2.962622367453987e-19,1.4885802141279581e-24,5.348211822498204e-23,-2.9673490391108373e-19,3.830492440738604e-33
3.7499172692993634e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007388760826481931,0.4514674932626626,8.771848430302464e-41,0.4565279069487924,2.251779322451798e-18,2.7877588337857603e-25,2.772000401613574e-17,1.1668324166497782e-28,-4.873818366546471e-37,0.0001502701868572202,4.3859533201661717e-16,1.6649370020171932e-23,1.6270492848299619e-18,4.4247412247384716e-16,2.6171813889843762e-11,5.1308755426344184e-23,6.066635160434245e-22,5.490403130996429e-19,1.5131294605826434e-26,-8.598826856846967e-33,4.660127541813849e-32,6.673936122806753e-30,0.0003727053660620173,9.16889923009293e-15,3.194911324962928e-24,1.1660793906743074e-27,4.1670267120782576e-21,1.6591421861954005e-31,5.40539731939154e-28,2.9527554248681297e-19,1.3717746441831986e-24,5.373403031177128e-23,-2.955080207000769e-19,3.872144729187262e-33
3.763444351318838e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007386377288629676,0.4514675146374115,8.851858682576438e-41,0.45652669380505845,2.2674060033304665e-18,2.817049821299627e-25,2.784674767666727e-17,1.1840471481132734e-28,-3.906942617809592e-37,0.00015022743735892976,4.416521072422643e-16,1.6644344077449668e-23,1.6291435907534095e-18,4.455486181594413e-16,2.6260402433689132e-11,5.18063044859299e-23,6.111596693322688e-22,5.4889524376156e-19,1.5306374600087435e-26,1.9762330031138527e-31,4.680538372923213e-32,6.772396777819756e-30,0.000373918509707268,9.200342577209415e-15,3.2160739754601617e-24,1.1734858551916743e-27,4.20313653008135e-21,1.6834054763322752e-31,5.4385409466702335e-28,-1.5422152040590176e-19,5.515604857048703e-24,5.396066336692636e-23,1.5414265662954478e-19,3.909864902716151e-33
3.7769714333383124e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007383995436624354,0.451467536067453,8.932233829955521e-41,0.45652548144896915,2.283052543709853e-18,2.8465200619341954e-25,2.7973422003560596e-17,1.2017354872623477e-28,-3.776374020381882e-37,0.00015018457727606434,4.447188124920678e-16,1.6639322616775372e-23,1.6312082979571176e-18,4.486330341269557e-16,2.6348954042847903e-11,5.2306798075072905e-23,6.116644720473086e-22,5.487497940891338e-19,1.5483150443061655e-26,1.4927504825321045e-31,4.700921341019803e-32,6.873566370637599e-30,0.0003751308657080787,9.231775784470353e-15,3.237294553723881e-24,1.180908102102453e-27,4.2393876220962645e-21,1.7079375755990714e-31,5.471739417007423e-28,8.454809854536818e-20,3.2661340914590832e-24,5.418721306076745e-23,-8.461354413706604e-20,3.947806394617724e-33
3.790498515357787e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007381615265309018,0.45146755755101087,9.01297367251563e-41,0.4565242698797118,2.2987186613135573e-18,2.8761698527476457e-25,2.8100026832498404e-17,1.219752974063647e-28,-3.937240034468773e-37,0.00015014161016026735,4.477954413180864e-16,1.6634305598000148e-23,1.6332436665618012e-18,4.517273639062874e-16,2.6437468741406022e-11,5.281024162201552e-23,6.098447583070015e-22,5.486039760698641e-19,1.5661493945353615e-26,-1.7215693543668495e-33,4.721276493824707e-32,6.976618575604335e-30,0.00037634243487699184,9.263198859043007e-15,3.258573036053198e-24,1.1883464624849066e-27,4.275779709644267e-21,1.732740503276576e-31,5.504992713332068e-28,1.2297050592126607e-19,2.9177152503753237e-24,5.441367924409844e-23,-1.2306184046681747e-19,3.985969662383151e-33
3.8040255973772613e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007379236769558584,0.451467579086355,9.094078009891178e-41,0.45652305909647595,2.3144040763500458e-18,2.9059994893695304e-25,2.8226561988268644e-17,1.2378005995257278e-28,-5.578842239518684e-37,0.00015009853947239578,4.508819872790192e-16,1.662929297917346e-23,1.6352499550170194e-18,4.548316010347948e-16,2.652594655336874e-11,5.331663456522156e-23,6.21384902171482e-22,5.484578013846465e-19,1.5840550790791313e-26,6.3855829422271345e-31,4.7416038795213073e-32,7.079843020068814e-30,0.0003775532180242976,9.294611808072438e-15,3.2799095336129783e-24,1.195801541272018e-27,4.3123125144846016e-21,1.7578166759857771e-31,5.538300577438568e-28,-1.3433343857848884e-18,1.6880324083947813e-23,5.464006177311385e-23,1.3429245275858037e-18,4.02435516325069e-33
3.817552679396736e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007376859944413775,0.4514676006717995,9.175546641285779e-41,0.4565218490984537,2.330108511496629e-18,2.9360092671100817e-25,2.8353027370509134e-17,1.2567155054766537e-28,-7.67622897944787e-37,0.00015005536858390123,4.539784439402114e-16,1.6624284722155552e-23,1.6372274200953756e-18,4.579457390572561e-16,2.6614387502720205e-11,5.382599415435032e-23,6.190986473671562e-22,5.4831128141418e-19,1.602191915637021e-26,3.894061197222002e-31,4.761903546373791e-32,7.188028251352143e-30,0.00037876321595809034,9.326014638682174e-15,3.301303439570449e-24,1.2032714588401743e-27,4.348985758615519e-21,1.7831682383190056e-31,5.571662723632876e-28,-2.8693748150422333e-19,7.201129294987853e-24,5.486636050925544e-23,2.8611096241861793e-19,4.062963371075458e-33
3.829727053214263e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007374722226160993,0.45146762014017705,9.249179714615275e-41,0.4565207607709251,2.3442585380922178e-18,2.9631723308529204e-25,2.846678640290617e-17,1.2736696454713751e-28,-8.36388282484929e-37,0.00015001643182918013,4.567737232710795e-16,1.6619780989778978e-23,1.6389827055465242e-18,4.6075692321251e-16,2.6693952859345166e-11,5.428695536532774e-23,6.157494113611089e-22,5.481791273919124e-19,1.6186480784100924e-26,1.458291872391104e-31,4.7801495866868754e-32,7.284998573512512e-30,0.00037985154340712567,9.354268540853046e-15,3.320607248952027e-24,1.2100082610271037e-27,4.382111524349297e-21,1.806221234659463e-31,5.601734967021786e-28,4.019266770573512e-22,4.593275571211062e-24,5.506995761847987e-23,-1.3905150248710365e-21,4.097901578138483e-33
3.840683989650037e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007372799430469315,0.45146763769430964,9.3157015115786e-41,0.4565197818189064,2.3570063797655257e-18,2.987744224981289e-25,2.8569120987537175e-17,1.2887072213230606e-28,-7.966286678952826e-37,0.00014998132356373807,4.592963300031623e-16,1.661573060265674e-23,1.6405428302610244e-18,4.632938374699779e-16,2.676553618200542e-11,5.470387745658416e-23,6.171145705588592e-22,5.480599638487089e-19,1.6335421787703564e-26,1.7533324920412641e-31,4.7965518884737905e-32,7.371006759088043e-30,0.00038083049535425894,9.379690054482679e-15,3.338020561897218e-24,1.2160825464757217e-27,4.4120216151468125e-21,1.8271617285937643e-31,5.628837432892162e-28,-3.9550808639684895e-20,4.935176014181777e-24,5.525313681594305e-23,3.8610170321880836e-20,4.129500819793387e-33
3.8516409260858113e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007370877722307814,0.4514676552784556,9.38246196340654e-41,0.45651880338063644,2.369766215458606e-18,3.0124348304148084e-25,2.867140952846933e-17,1.303912696759612e-28,-5.700235255819882e-37,0.00014994615527154974,4.618254277262957e-16,1.6611683010549483e-23,1.6420844949881571e-18,4.658372362505268e-16,2.6837095361492666e-11,5.512275364608744e-23,6.170917038711891e-22,5.479405930559659e-19,1.648545964862206e-26,9.852465324850166e-32,4.8129360894683044e-32,7.457975247266345e-30,0.00038180893355264624,9.405104942015207e-15,3.3554715024919554e-24,1.2221670194611387e-27,4.442023354657982e-21,1.8482862254954493e-31,5.65597515809965e-28,3.8668611901301765e-19,8.69666147008179e-25,5.543626080707538e-23,-3.874091553487289e-19,4.161247013117666e-33
3.8625978625215855e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007368957099178304,0.4514676728917996,9.449460962610896e-41,0.45651782545568986,2.3825379024625735e-18,3.0372443015625645e-25,2.877365195811705e-17,1.3192759379007482e-28,-2.8966598100536097e-37,0.00014991092858361823,4.643610130334898e-16,1.660763819509268e-23,1.643607832949109e-18,4.683871161376768e-16,2.6908630410418238e-11,5.554358635061894e-23,6.173193558900343e-22,5.478210205206244e-19,1.6636429947136247e-26,8.523178082177433e-32,4.8293022157040834e-32,7.545846067738857e-30,0.00038278685842766335,9.430513207196723e-15,3.372960122962496e-24,1.2282621586792935e-27,4.47211659562859e-21,1.8695959614486133e-31,5.683147981559401e-28,6.569057374216254e-20,3.8623381903940556e-24,5.561932952774512e-23,-6.62390505182022e-20,4.193140396626969e-33
3.8735547989573597e-10,0.0028149649241145727,0.0915567593028733,0.0,0.0073670375586368814,0.451467690533543,9.51669840155903e-41,0.4565168480436422,2.3953212990998355e-18,3.062172792382714e-25,2.887584820426406e-17,1.3347313720235936e-28,-3.6354262310486033e-37,0.00014987564509677702,4.669030825205742e-16,1.660359613785838e-23,1.6451129766364008e-18,4.709434737180712e-16,2.698014134136682e-11,5.59663775555691e-23,6.207016265750241e-22,5.477012516343705e-19,1.678823411311933e-26,2.4505155289123805e-31,4.8456502934242717e-32,7.63424413679636e-30,0.00038376427040380046,9.455914853764774e-15,3.390486343472788e-24,1.2343677206764025e-27,4.502301190925985e-21,1.8910921199472028e-31,5.710355902812315e-28,-3.402666329826591e-19,7.697893106622287e-24,5.580234291582791e-23,3.3965496390885345e-19,4.225181210129667e-33
3.884511735393134e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007365119098280921,0.45146770820290405,9.584174172464024e-41,0.4565158711440699,2.4081162647184162e-18,3.0872204565739657e-25,2.897799821395208e-17,1.3504781079292288e-28,-4.74561988747083e-37,0.00014984030637457438,4.694516327861975e-16,1.6599556820137097e-23,1.6466000578131954e-18,4.735063055814629e-16,2.7051628166907343e-11,5.639113306979236e-23,6.208384015877518e-22,5.475812916761021e-19,1.694126938240531e-26,1.6342264459628319e-31,4.861980348833359e-32,7.724308379586403e-30,0.0003847411699046782,9.48130988544856e-15,3.4080499751011516e-24,1.2404831703360866e-27,4.532576993534854e-21,1.912775833882765e-31,5.737598851134599e-28,2.892159403784419e-19,1.7937636351583557e-24,5.598530091116511e-23,-2.8987150363609135e-19,4.257369696665541e-33
3.895468671828908e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007363201715738498,0.45146772589911743,9.65188816738358e-41,0.4565148947565501,2.4209226596862798e-18,3.112387447338767e-25,2.908010191922138e-17,1.366332228991693e-28,-4.016325677526101e-37,0.00014980491394794957,4.72006660431811e-16,1.6595520224003436e-23,1.6480692075127635e-18,4.760756083207023e-16,2.712309089957579e-11,5.6817855287758e-23,6.197670100514602e-22,5.474611458152977e-19,1.709532998333121e-26,7.061659617150988e-32,4.878292408042369e-32,7.814986772529083e-30,0.00038571755735305595,9.506698305969026e-15,3.425651115947819e-24,1.2466092140645045e-27,4.562943856557102e-21,1.9346481272773485e-31,5.764876573492408e-28,1.1432988304178606e-19,3.426491009186005e-24,5.616820345552302e-23,-1.1494115158467665e-19,4.28970610650951e-33
3.9064256082646824e-10,0.0028149649241145727,0.0915567593028733,0.0,0.00736128540866616,0.4514677436214333,9.719840278228914e-41,0.45651391888066084,2.4337403453856637e-18,3.1376739171818562e-25,2.9182159248888104e-17,1.382142552543297e-28,-5.413458106312529e-37,0.0001497694693159026,4.745681620616668e-16,1.6591486332228815e-23,1.6495205560380326e-18,4.786513785317264e-16,2.7194529551879426e-11,5.724654487922262e-23,6.234985322214967e-22,5.47340819114336e-19,1.7250139135710102e-26,2.636595071474899e-31,4.8945864971755555e-32,7.905414532259978e-30,0.00038669343317083846,9.532080119038958e-15,3.4432897328486346e-24,1.252745758462193e-27,4.5934016332162024e-21,1.9567101470232835e-31,5.7921889689636025e-28,-4.922267867809741e-19,9.133640868730926e-24,5.635105049255261e-23,4.915421111508239e-19,4.3221906848133564e-33
3.9173825447004566e-10,0.0028149649241145727,0.0915567593028733,0.0,0.0073593701747496475,0.4514677613691182,9.788030396776453e-41,0.4565129435159812,2.446569184207399e-18,3.16308001818503e-25,2.928417016294412e-17,1.3982693130309813e-28,-6.229513704975904e-37,0.00014973397394624728,4.771361342828202e-16,1.6587455127554878e-23,1.6509542329612353e-18,4.812336128135468e-16,2.7265944136314965e-11,5.767720817687614e-23,6.240573401692031e-22,5.472203165298102e-19,1.7406212014262768e-26,1.9243802547451573e-31,4.910862642467838e-32,7.997652238535111e-30,0.000387668797779082,9.557455328363042e-15,3.4609655740195635e-24,1.2588919860387477e-27,4.6239501768617205e-21,1.9789631188328234e-31,5.819536112312674e-28,3.386335428032889e-19,1.3166494510349998e-24,5.653384196774997e-23,-3.3930859906988476e-19,4.3548236650528946e-33
3.928339481136231e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007357456011709855,0.4514677791414533,9.856458414674784e-41,0.45651196866209093,2.459409039545242e-18,3.188605902065028e-25,2.938613460371514e-17,1.4145836213368158e-28,-4.5096469088806034e-37,0.0001496984292761257,4.797105737051135e-16,1.6583426592824727e-23,1.652370367123669e-18,4.838223077682378e-16,2.7337334665347264e-11,5.810984823791081e-23,6.217924147031599e-22,5.47099642915044e-19,1.7563398707169793e-26,2.5559305644343376e-32,4.927120870266436e-32,8.090962630615295e-30,0.00038864365159800465,9.582823937637983e-15,3.4786787542418586e-24,1.2650487384009172e-27,4.6545893409720775e-21,2.0014081043036812e-31,5.846917756826815e-28,2.8742285837414466e-19,1.7685565096352312e-24,5.671657782841747e-23,-2.8797518186772497e-19,4.387605288454814e-33
3.939296417572005e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007355542917303477,0.451467796937735,9.9251242234457e-41,0.4565109943185705,2.4722597757901875e-18,3.2142517199215365e-25,2.9488052498312835e-17,1.4307980253542844e-28,-6.274430890843972e-37,0.00014966283671260635,4.822914769411693e-16,1.6579400711531032e-23,1.6537690866356054e-18,4.86417460000925e-16,2.740870115140843e-11,5.854446431353627e-23,6.261576790022053e-22,5.46978803022751e-19,1.7721218622719487e-26,2.786030842194043e-31,4.943361206961892e-32,8.183701448815342e-30,0.00038961799504699823,9.608185950552657e-15,3.496429296390654e-24,1.2712161136132125e-27,4.685318979155792e-21,2.024046294048972e-31,5.874333631383814e-28,-7.043223763083025e-19,1.1116660266454971e-23,5.689925802362565e-23,7.036675905903351e-19,4.4205358020747245e-33
3.9502533540077793e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007353630889315681,0.4514678147572745,9.994027714485254e-41,0.45651002048500156,2.4851212583247952e-18,3.2400176223762164e-25,2.9589923815008307e-17,1.4473513377213735e-28,-8.281183889518949e-37,0.00014962719763351242,4.848788406064012e-16,1.657537746766934e-23,1.655150518876334e-18,4.890190661197758e-16,2.7480043606925923e-11,5.898106331339875e-23,6.2768638548044075e-22,5.468578015064123e-19,1.7880331231229257e-26,2.4849865530402057e-31,4.959583678924026e-32,8.27837874998635e-30,0.0003905918285446377,9.633541370788235e-15,3.514216868872078e-24,1.2773929195253507e-27,4.7161389451512994e-21,2.046878952488771e-31,5.90178393450215e-28,3.31042069176609e-19,1.3970733620931136e-24,5.708188250417652e-23,-3.3175164353279164e-19,4.45361544124369e-33
3.9612102904435535e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007351719925561227,0.4514678325993972,1.006316877906888e-40,0.45650904716096613,2.497993353517502e-18,3.2659037596981334e-25,2.969174850653847e-17,1.4641586596422612e-28,-6.589015931528773e-37,0.00014959151338791394,4.87472661318992e-16,1.657135684517051e-23,1.6565147904943271e-18,4.916271227359857e-16,2.755136204429806e-11,5.941964956373352e-23,6.237206276445146e-22,5.467366429225545e-19,1.8040717315924172e-26,-3.1340592624194483e-32,4.975788312517784e-32,8.374508903685172e-30,0.0003915651525086894,9.658890202018246e-15,3.532041594057018e-24,1.283580120180885e-27,4.747049092828651e-21,2.069907059635354e-31,5.929268518858375e-28,5.618255122617075e-19,-8.275661107325865e-25,5.726445122256697e-23,-5.623693086817043e-19,4.486844444850391e-33
3.972167226879328e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007349810023887114,0.4514678504634429,1.013254730835625e-40,0.45650807434604745,2.5108759287169555e-18,3.2919102815477994e-25,2.979352649608766e-17,1.4807546134871994e-28,-8.568557941695385e-37,0.00014955578529661083,4.900729356998869e-16,1.6567338828187704e-23,1.6578620274075045e-18,4.9424162646377e-16,2.7622656475883484e-11,5.986022034002206e-23,6.284938043548083e-22,5.466153317334222e-19,1.820159139186855e-26,2.788471419762363e-31,4.991975134143598e-32,8.469429895040589e-30,0.0003925379673561196,9.684232447908734e-15,3.549903584917003e-24,1.2897781494300832e-27,4.7780492761931615e-21,2.093131812449184e-31,5.956786885705941e-28,-9.700072238145728e-19,1.3602484026212176e-23,5.744696413295338e-23,9.693605209347896e-19,4.520223058836064e-33
3.982028469671525e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007348092018701276,0.4514678665592932,1.019519092699073e-40,0.4565071992475713,2.5224790979512964e-18,3.3154192031230955e-25,2.988508674235131e-17,1.4960677392566481e-28,-1.3732502531190593e-36,0.00014952359359586052,4.924186977385407e-16,1.6563724828155864e-23,1.6590600794394818e-18,4.966001893032456e-16,2.768680094958141e-11,6.025843776334447e-23,6.292162523527219e-22,5.46506024798471e-19,1.8347586974126087e-26,2.134121977046698e-31,5.006528066215134e-32,8.557013839886886e-30,0.00039341306576807925,9.707034841768867e-15,3.566010858356096e-24,1.2953641837505914e-27,4.8060263011790326e-21,2.114203375170234e-31,5.981582552211783e-28,3.3585588053378736e-20,4.267209314021152e-24,5.76111779998776e-23,-3.45297291610716e-20,4.55039191934711e-33
3.991889712463722e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007346374870546645,0.45146788267191496,1.0258026724289432e-40,0.45650632456083967,2.534090553999232e-18,3.3390258653960924e-25,2.997660910748109e-17,1.5115174668550555e-28,-1.6748365726733787e-36,0.00014949136835221735,4.947696820542995e-16,1.6560112915426346e-23,1.6602445255284624e-18,4.989639690990421e-16,2.7750925997592597e-11,6.065827082404026e-23,6.285390504007646e-22,5.463966009149926e-19,1.8494454679979748e-26,1.2243275129298082e-31,5.021066611301636e-32,8.645379070588872e-30,0.00039428775243553434,9.729831907129604e-15,3.5821481333667155e-24,1.3009586688349799e-27,4.834076030690198e-21,2.135436078640987e-31,6.006405761383101e-28,1.615994507153033e-19,3.120790782358814e-24,5.777534659534762e-23,-1.6273380001829904e-19,4.5806823240778244e-33
4.001750955255919e-10,0.0028149649241145727,0.0915567593028733,0.0,0.00734465857791151,0.4514678988008549,1.0321054620685812e-40,0.4565054502855503,2.5457102021718678e-18,3.362730376726119e-25,3.0068093550029214e-17,1.526945287531311e-28,-1.5996359781910945e-36,0.00014945911047244557,4.971258861895678e-16,1.655650307906443e-23,1.6614154559525362e-18,5.013329633891522e-16,2.781503162888697e-11,6.105972015955729e-23,6.305906781920493e-22,5.462870631467739e-19,1.8642001746767329e-26,2.1881106921434737e-31,5.035590788677673e-32,8.733618899210727e-30,0.0003951620276608229,9.752623646648247e-15,3.598315381751689e-24,1.3065615208724157e-27,4.8621983585830175e-21,2.156830677430962e-31,6.031256219897616e-28,-2.3319794638754865e-19,6.81695423102644e-24,5.79394698892544e-23,2.320886101693719e-19,4.6110944508782595e-33
4.010626073768896e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007343114644775235,0.45146791333048486,1.037794390635501e-40,0.4565046637893234,2.5561748120403984e-18,3.384148186862118e-25,3.015039710719153e-17,1.5410040171194356e-28,-1.4894356264000437e-36,0.00014943005121241428,4.992509308272437e-16,1.6553255992864737e-23,1.6624578116703403e-18,5.034695146096174e-16,2.7872710103168193e-11,6.142240984884654e-23,6.309975383806837e-22,5.461883842697042e-19,1.8775648446598553e-26,1.737590122368684e-31,5.048650279837004e-32,8.81402819639952e-30,0.00039594852383000706,9.773131660812528e-15,3.6128913911034905e-24,1.3116107696198882e-27,4.887570437649299e-21,2.1762250072900682e-31,6.053644906663124e-28,2.345764489200891e-19,2.397938183064263e-24,5.80871420968584e-23,-2.3562437192281323e-19,4.638569580575085e-33
4.0195011922818735e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007341571402324313,0.45146792787265355,1.043498866969355e-40,0.45650387762590056,2.566645913197111e-18,3.40564542019912e-25,3.0232669910788195e-17,1.5552265387205383e-28,-1.3270338122237247e-36,0.00014940096687495046,5.013801997404883e-16,1.6550010572406602e-23,1.663489357577266e-18,5.056102857857825e-16,2.7930372863693227e-11,6.178641420641437e-23,6.28622985082013e-22,5.460896177338594e-19,1.891012028073658e-26,-9.20987582554903e-33,5.061698162781888e-32,8.895374325598904e-30,0.00039673468719521966,9.793635365123958e-15,3.627491575407543e-24,1.3166666881750902e-27,4.913001158254612e-21,2.195751820293919e-31,6.076055694838325e-28,3.35455873579369e-19,1.4195623992623537e-24,5.823477756607446e-23,-3.3642761289131193e-19,4.6661435717858956e-33
4.028376310794851e-10,0.0028149649241145727,0.0915567593028733,0.0,0.00734002884949471,0.45146794242704785,1.0492188852566291e-40,0.4565030917950623,2.577123437914246e-18,3.4272221548242864e-25,3.031491192291939e-17,1.569305514009132e-28,-1.466007171585649e-36,0.0001493718580862196,5.035136911414538e-16,1.6546766810158673e-23,1.6645101584937687e-18,5.077552751268952e-16,2.7988019916966275e-11,6.215173127646428e-23,6.321620633705152e-22,5.459907656550202e-19,1.9044891949482447e-26,2.306949735339011e-31,5.074734451588538e-32,8.975899275827964e-30,0.0003975205179758267,9.814134761510102e-15,3.642116036996279e-24,1.3217296878650501e-27,4.938490443215158e-21,2.215411795537578e-31,6.098488365890999e-28,-9.823543017500757e-19,1.3850521239032117e-23,5.838237627700368e-23,9.812601200047748e-19,4.693816549474456e-33
4.037251429307828e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007338486985231779,0.45146795699336006,1.0549544396797587e-40,0.45650230629658967,2.5876073188705853e-18,3.4488784688814556e-25,3.0397123130492437e-17,1.5834790133189198e-28,-1.6807696750111507e-36,0.00014934272546185648,5.056514032434773e-16,1.6543524698712218e-23,1.6655202789276013e-18,5.099044808434756e-16,2.8045651269494038e-11,6.251836384685052e-23,6.386139600028767e-22,5.458918301136183e-19,1.9180303864370853e-26,5.289863384969666e-31,5.087759160306468e-32,9.056964836170786e-30,0.00039830601639087137,9.834629851895534e-15,3.656764524011551e-24,1.3267986808455292e-27,4.964038215408648e-21,2.235205640478799e-31,6.120942858841762e-28,-4.1815462106369176e-19,8.586596633666456e-24,5.852993821037204e-23,4.1696852049302373e-19,4.721588636330814e-33
