Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236)
1.776484576642393e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009964444070846147,0.45094804237316616,2.80291876486379e-16,0.4569006117865612,3.9881558458741726e-16,1.0676971683971235e-19,8.644795595694623e-12,5.1334736048168455e-18,2.386087960618171e-30,4.6575322460667747e-05,1.7192377452310915e-16,3.1485732852406184e-21,1.5373938872079261e-18,5.827919667670676e-17,5.45819066146412e-10,2.2571967090181584e-16,1.2358540534667708e-22,1.4166102480761817e-15,1.809884411921728e-18,3.7003866960002246e-23,1.6035241441626794e-29,2.386779068607659e-19,0.0005712983130601685,1.594674881151191e-17,9.906130759504063e-22,1.877838835784838e-22,7.559511515246919e-21,3.3293282807762627e-19,6.609562521665629e-24,6.901351286058952e-21,2.603379291599395e-32,3.0905881245016357e-38,-1.0136958746766834e-30,3.1633528224828604e-26,1.379683115268011e-25,-1.317340213050898e-33,2.0890692765774178e-39,-2.187098599315181e-37,2.512322016642234e-20,-5.197919350440152e-37,-2.2620474545009975e-33,-9.439195890075137e-35
1.783113284101755e-08,0.0005485282325552088,0.0915567593028733,0.0,0.000995008851244135,0.4509465732378295,2.816353643858251e-16,0.45690061178598074,4.0003611537545475e-16,1.0741176263159777e-19,8.670697116479759e-12,5.1684234488196145e-18,2.411473259759469e-30,4.65081624107771e-05,1.7276121767117936e-16,3.148721004479192e-21,1.5354464831769566e-18,5.827064802451833e-17,5.46373724272931e-10,2.263925784925481e-16,1.2370575600270807e-22,1.4165836934141627e-15,1.816146207070888e-18,3.713185073808228e-23,1.606422091743067e-29,2.4024522952224826e-19,0.000572801028395886,1.597183871034634e-17,9.957934607306485e-22,-4.0514295642179644e-23,7.642563460210758e-21,3.35479684760005e-19,6.620246434179419e-24,6.937901027342258e-21,-3.714724574955612e-32,3.1091496096103914e-38,-1.018691983986787e-30,3.172780038868072e-26,1.3837968384461167e-25,1.6003790905364534e-33,2.0984787667205577e-39,1.6362257028605315e-37,2.5252473340714002e-20,2.8136299076134364e-37,-2.2760184296529206e-33,-9.540422484043666e-35
1.789741991561117e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009935768266160527,0.450945107716354,2.8297834039773905e-16,0.4569006117854066,4.0125493716620323e-16,1.0805479052141593e-19,8.696560817703041e-12,5.203443995283455e-18,2.4371912296356362e-30,4.644116767099914e-05,1.7359830521419172e-16,3.1488652371742398e-21,1.533502933906963e-18,5.826152176554275e-17,5.469220264812089e-10,2.2706444060531987e-16,1.2382461541718672e-22,1.4165572331547338e-15,1.8223985325912147e-18,3.725964176116035e-23,1.6095317366208637e-29,2.418150351278518e-19,0.000574300047215475,1.599677615313231e-17,1.0009716113527129e-21,-1.0611129170986243e-22,7.726173811928559e-21,3.379042685210468e-19,6.63185010045514e-24,6.974463338243758e-21,1.575724311787573e-33,3.13202441422696e-38,-1.0140871685978245e-30,3.182193205754711e-26,1.3879040384472563e-25,-5.670902371893903e-34,2.110690068604687e-39,-3.872937835703788e-38,2.5381733918533786e-20,3.537325019007331e-38,-2.290376820249303e-33,-9.460183032494579e-35
1.796370699020479e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009921483244983143,0.45094364579983326,2.843207914636908e-16,0.45690061178483876,4.0247205368633354e-16,1.0869879434992912e-19,8.722386792461084e-12,5.2385348426294494e-18,2.4631047938850752e-30,4.637433783294183e-05,1.744350279962748e-16,3.149009398855345e-21,1.5315632342553898e-18,5.825182362273977e-17,5.474640090972635e-10,2.277352596100973e-16,1.239420927786037e-22,1.4165308662326658e-15,1.8286414072737052e-18,3.738724240730165e-23,1.612640581316785e-29,2.4338730232776985e-19,0.000575795378629293,1.6021561989106377e-17,1.0061474614196874e-21,1.4047055148106058e-22,7.810384257786048e-21,3.3996599498514753e-19,6.643079779922437e-24,7.01103811304778e-21,2.6226520969993866e-32,3.1647004431509053e-38,-1.0053515244393653e-30,3.1915912847958984e-26,1.3920049895529122e-25,-6.7619600772023e-34,2.1452194831520285e-39,-1.341296173834739e-37,2.55110015557813e-20,-3.4514768359416183e-37,-2.3034330016660127e-33,-9.328892571898885e-35
1.802999406479841e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009907233362104236,0.4509421874793835,2.856627046649911e-16,0.45690061178427727,4.0368746866531797e-16,1.093437679919961e-19,8.748175133900723e-12,5.273695591379026e-18,2.489061933826921e-30,4.630767248925144e-05,1.7527137696019536e-16,3.149153000874496e-21,1.529627387168992e-18,5.824155927878784e-17,5.479997082719393e-10,2.2840503788043454e-16,1.2405827232007895e-22,1.416504323980688e-15,1.83487484994608e-18,3.751464607437441e-23,1.6155458534522527e-29,2.449620098889216e-19,0.0005772870317251598,1.6046197063296e-17,1.011320945360362e-21,-5.490588455608137e-23,7.89519548699874e-21,3.424380394566674e-19,6.653756983754523e-24,7.047625017826832e-21,-1.5649820519282528e-32,3.184422389751162e-38,-1.0020955229497329e-30,3.200974732990804e-26,1.396099569835554e-25,1.1971505409679205e-33,2.1550160643786083e-39,1.2639123736625905e-37,2.5640275047447577e-20,2.338181685093159e-37,-2.3169224147105523e-33,-9.306410943353633e-35
1.8162568213985652e-08,0.0005485282325552088,0.0915567593028733,0.0,0.000987883866509405,0.4509392815912696,2.883448664904429e-16,0.4569006117831731,4.061132088521274e-16,1.1063660038573691e-19,8.799639286529997e-12,5.344225205608946e-18,2.541406518100985e-30,4.617483366057841e-05,1.7694291769296957e-16,3.1494344209189485e-21,1.5257672233992303e-18,5.821935445881974e-17,5.490524000293719e-10,2.297414816485342e-16,1.2428641200738412e-22,1.4164513350261674e-15,1.84731351467449e-18,3.776887947929423e-23,1.6216115217351995e-29,2.4811866174249403e-19,0.0005802593392019696,1.6095018284840438e-17,1.0216605566673604e-21,2.1491570156385134e-28,8.066502666513788e-21,3.466664092440615e-19,6.675595977439329e-24,7.120833305168272e-21,-9.524780954223417e-32,3.236853097178665e-38,-1.008475772071495e-30,3.2196984153257926e-26,1.4042696435240174e-25,2.4730762918049535e-35,2.2053192800718458e-39,-1.9950561888161407e-38,2.5898832596548094e-20,-2.1658437965511532e-38,-2.3354017426629555e-33,-9.397237820310922e-35
1.827426466901338e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009855023865578969,0.45093684440594944,2.9060285960771417e-16,0.45690061178226216,4.081516955279307e-16,1.117287949036791e-19,8.842882885606906e-12,5.403861331942571e-18,2.58613570827078e-30,4.606342127401063e-05,1.783499849886437e-16,3.149668251358404e-21,1.5225268714540176e-18,5.819893874575787e-17,5.499201279808141e-10,2.3086425308421485e-16,1.2447442769595578e-22,1.4164067321538822e-15,1.8577642321247967e-18,3.7982481783750715e-23,1.6266815665697646e-29,2.5078559393204097e-19,0.0005827522306721453,1.6135690615431975e-17,1.0303639716696536e-21,1.809866530327152e-22,8.212432861557744e-21,3.5008710469306626e-19,6.694334976658978e-24,7.182546757479301e-21,-3.394969561921394e-33,3.285556784753627e-38,-1.0148951751108272e-30,3.235428091768555e-26,1.4111334387198184e-25,5.297409084712299e-35,2.2404103476917236e-39,-7.469686663260566e-38,2.6116677373256835e-20,-2.958769036485475e-37,-2.351154051613074e-33,-9.392927381731607e-35
1.8385961124041107e-08,0.0005485282325552088,0.0915567593028733,0.0,0.000983130768994396,0.45093441731383965,2.928591589238351e-16,0.4569006117813686,4.1018540022336715e-16,1.1282366288534854e-19,8.886020856844918e-12,5.463690699233286e-18,2.6314298986016774e-30,4.595247056652306e-05,1.7975587409782708e-16,3.149900945182752e-21,1.5192974120443292e-18,5.817698919470084e-17,5.507704892208155e-10,2.3198410083810873e-16,1.246589190757501e-22,1.4163615753284753e-15,1.8681884200335953e-18,3.819552622200144e-23,1.6310303767620386e-29,2.5345917715927054e-19,0.0005852347980926141,1.617594595784083e-17,1.0390598271028393e-21,-1.3041960397618242e-21,8.359829507902082e-21,3.552685098135731e-19,6.711531888312885e-24,7.24428984008627e-21,-1.898940075991431e-32,3.285356412931603e-38,-1.0085013591525543e-30,3.251116758625508e-26,1.4179792899698855e-25,6.638901015062836e-33,2.1824143295886543e-39,1.12647519704383e-36,2.63345213548227e-20,2.8937960276547006e-36,-2.3705192523808266e-33,-9.287584648457505e-35
1.8497657579068834e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009807689729028708,0.4509320002730641,2.95113706541723e-16,0.4569006117804924,4.1221434057096683e-16,1.1392117599191219e-19,8.92905363696116e-12,5.523711455826024e-18,2.6771311490430677e-30,4.584197961811124e-05,1.8116054445015307e-16,3.1501250178917804e-21,1.5160788037720079e-18,5.815353166998344e-17,5.516036517393874e-10,2.3310103609787255e-16,1.248391997595829e-22,1.4163169901734422e-15,1.878586169104766e-18,3.8408049054471563e-23,1.636426919912903e-29,2.5613931314827957e-19,0.0005877070842993388,1.621578823397777e-17,1.0477478323557695e-21,-5.511526442426888e-22,8.508806882685086e-21,3.5843536449181304e-19,6.729905437596973e-24,7.306060310123269e-21,-1.0141122392609463e-31,3.350825729511154e-38,-1.0015911818967028e-30,3.2667653651438606e-26,1.4248074203508636e-25,-2.1119756785301576e-34,2.269006523756324e-39,1.4955412587146215e-37,2.6552356348401385e-20,7.738748851634298e-37,-2.3876161146461537e-33,-9.242977246222315e-35
1.8609354034096562e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009784169575374915,0.45092959324192133,2.973664456230699e-16,0.45690061177963337,4.1423853417094073e-16,1.150213061497466e-19,8.971981661934356e-12,5.583921766474923e-18,2.7234348636834392e-30,4.573194651684916e-05,1.8256395622402323e-16,3.1503457965500814e-21,1.512871027429973e-18,5.812859171083768e-17,5.524197821603984e-10,2.342150700489663e-16,1.2501556785831363e-22,1.4162729310832958e-15,1.888957570218114e-18,3.862004720705968e-23,1.6422678137884238e-29,2.588259045342732e-19,0.0005901691319498944,1.6255221332932533e-17,1.0564277030713776e-21,1.7944691072811423e-21,8.659407724591566e-21,3.6008532353514155e-19,6.749585537747614e-24,7.367856488820907e-21,3.588914418608039e-32,3.4643377820807886e-38,-9.903035681175608e-31,3.2823723846054686e-26,1.4316179210656085e-25,-8.449281374898185e-33,2.4319707446878544e-39,-1.5188214341185502e-36,2.6770176290787917e-20,-3.957846110967683e-36,-2.4057650975345642e-33,-9.014334233121204e-35
1.872105048912429e-08,0.0005485282325552088,0.0915567593028733,0.0,0.000976074682321957,0.4509271961788831,2.9961732037370127e-16,0.4569006117787913,4.1625799861472707e-16,1.161240255482676e-19,9.014805367794842e-12,5.644319812229928e-18,2.7699300023458756e-30,4.562236935883504e-05,1.8396607033630957e-16,3.1505726024150154e-21,1.5096741063986938e-18,5.810219455088971e-17,5.532190457519194e-10,2.353262138948218e-16,1.2518915117975513e-22,1.4162275048333973e-15,1.8993027144199035e-18,3.8831463719717364e-23,1.6458496866696143e-29,2.615188548570493e-19,0.0005926209835242186,1.6294249111529534e-17,1.065099161048706e-21,-8.67315432328282e-22,8.811809474339683e-21,3.667508579397212e-19,6.76567007694557e-24,7.429677768999804e-21,1.0393356851442018e-31,3.4309759637183634e-38,-9.916246055509882e-31,3.297938111647293e-26,1.438410588979705e-25,7.721605301408917e-33,2.3126145516467104e-39,1.0904427702353966e-36,2.698797916735055e-20,2.3565091384734854e-36,-2.4373886752491366e-33,-9.000444753903876e-35
1.8832746944152017e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009737421068489516,0.4509248090425947,3.0186627602896205e-16,0.456900611777966,4.18272751393836e-16,1.1722930663778792e-19,9.057525185510468e-12,5.7049037902922475e-18,2.8165445223361132e-30,4.551324624809101e-05,1.8536684843227939e-16,3.1507885536988356e-21,1.506487996262986e-18,5.80743650240286e-17,5.540016064364823e-10,2.3643447872389286e-16,1.2535866837340038e-22,1.416182120465663e-15,1.9096216927679846e-18,3.904235532092951e-23,1.650358733392316e-29,2.64218068552959e-19,0.0005950626813253557,1.6332875393024636e-17,1.0737619341601203e-21,-2.2174096286383917e-21,8.965933810789545e-21,3.720524210285375e-19,6.781675896553759e-24,7.491521819939895e-21,-1.1559367670141361e-31,3.4347189283162317e-38,-1.0150946609550237e-30,3.31346541595807e-26,1.4451855913467892e-25,6.832634004728334e-33,2.279255027520122e-39,1.4699238144293997e-36,2.72057564592721e-20,4.320542241462634e-36,-2.458995082126988e-33,-9.460118118495037e-35
1.8944443399179744e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009714191908796259,0.45092243179187297,3.0411325883918085e-16,0.45690061177715735,4.20282809933606e-16,1.183371221273767e-19,9.100141543742088e-12,5.765671913907791e-18,2.8644327565831022e-30,4.5404575296565236e-05,1.867662528756665e-16,3.1509916934260225e-21,1.5033126341214774e-18,5.804512762215017e-17,5.54767626801272e-10,2.37539875580801e-16,1.2552341367590716e-22,1.4161386665357099e-15,1.919914596417218e-18,3.9252777351396045e-23,1.6576990166679782e-29,2.669234509487402e-19,0.0005974942674801989,1.6371103968313508e-17,1.0824157562707163e-21,3.61157180658411e-21,9.121524609741362e-21,3.701729624196449e-19,6.802810464517953e-24,7.553385984973858e-21,-6.35949200950908e-32,3.651030756408472e-38,-9.939163322257047e-31,3.328951949162853e-26,1.4519433372835686e-25,-2.0133686615461886e-32,2.6269596343907222e-39,-3.3694733115941306e-36,2.742349841623261e-20,-8.303864205304733e-36,-2.464791027229398e-33,-9.122751383627957e-35
1.9056139854207472e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009691058943424102,0.45092006438570664,3.06358216055444e-16,0.4569006117763652,4.222881917104747e-16,1.1944744498270913e-19,9.142654874859139e-12,5.8266224122890304e-18,2.912942824977237e-30,4.5296354624157094e-05,1.8816424673865398e-16,3.1512132523616787e-21,1.500148074592422e-18,5.801450661549742e-17,5.555172681082385e-10,2.3864241562204047e-16,1.2568629176575398e-22,1.4160935077626077e-15,1.9301815167481226e-18,3.946259303976479e-23,1.6608338861479135e-29,2.6963490825675694e-19,0.0005999157839402286,1.6408938597959514e-17,1.0910603671356518e-21,8.913148045790315e-22,9.278773416586666e-21,3.7686080380551114e-19,6.819391293267171e-24,7.615270726232218e-21,2.13364628537879e-31,3.618334294107692e-38,-9.570874099811946e-31,3.34439549835225e-26,1.4586835170864753e-25,5.154520818338982e-33,2.5219066544707394e-39,1.9382553125373495e-37,2.764120706678289e-20,-7.584713872844114e-37,-2.4975869628824974e-33,-8.433504390633499e-35
1.91678363092352e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009668021773323868,0.450917706783255,3.086010959158791e-16,0.4569006117755894,4.242889141169557e-16,1.2056024842400056e-19,9.185065606154685e-12,5.887753530448132e-18,2.9601313009345676e-30,4.518858235863712e-05,1.8956079379212524e-16,3.151430325164145e-21,1.4969943143451426e-18,5.79825258870969e-17,5.562506903041379e-10,2.39742109887843e-16,1.2584618369811081e-22,1.416046423884696e-15,1.9404225450544693e-18,3.96718289704368e-23,1.6624407894709815e-29,2.723523475658816e-19,0.0006023272724822496,1.6446383009736783e-17,1.0996955123152558e-21,-7.22905529076931e-21,9.438037765933477e-21,3.8898360504132646e-19,6.830525763066684e-24,7.677174704381027e-21,-4.959435195929844e-32,3.4232280968186315e-38,-1.0397026805243926e-30,3.3598024993667006e-26,1.4654058965125307e-25,3.166618703486775e-32,2.121736245522176e-39,5.8183404568948366e-36,2.7858877645461896e-20,1.5359385305131057e-35,-2.5359701363784693e-33,-9.771516447218284e-35
1.9279532764262927e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009645080001112151,0.4509153589438474,3.1084184763136447e-16,0.4569006117748297,4.262849943678154e-16,1.2167550592391976e-19,9.22737415673274e-12,5.949063529048344e-18,3.009088748277558e-30,4.50812566355511e-05,1.9095585849627244e-16,3.1516059624473373e-21,1.4938512048430104e-18,5.794920887765254e-17,5.569680520304954e-10,2.408389692211463e-16,1.259990280403882e-22,1.416003510597072e-15,1.950637772527536e-18,3.9880711829783676e-23,1.6727088124948753e-29,2.7507567683328097e-19,0.0006047287747091217,1.6483440898021162e-17,1.1083209431182267e-21,4.472622187942396e-21,9.598635320441858e-21,3.812995359973694e-19,6.85307387573303e-24,7.739092915709606e-21,-2.8555602869974296e-31,3.810548900933153e-38,-1.0467421886392381e-30,3.375171825011901e-26,1.4721113684943905e-25,-3.600057407893003e-32,2.7453410683634096e-39,-5.290288941166012e-36,2.8076491543061246e-20,-1.1593383089488414e-35,-2.5216705942321075e-33,-1.0011318855474232e-34
1.9391229219290654e-08,0.0005485282325552088,0.0915567593028733,0.0,0.00096222332310587,0.4509130208269824,3.130804213717985e-16,0.45690061177408603,4.282764497831117e-16,1.2279319120544885e-19,9.269580954098138e-12,6.010550684403589e-18,3.0611765669147347e-30,4.497437559826771e-05,1.9234940599089022e-16,3.1518125056586984e-21,1.4907187957072967e-18,5.791457890968102e-17,5.576695106335016e-10,2.4193300469755213e-16,1.2615032199303757e-22,1.4159605501721905e-15,1.960827290763366e-18,4.008901291205625e-23,1.6783944760632018e-29,2.7780480488349783e-19,0.0006071203320504902,1.652011592909471e-17,1.1169364164928981e-21,9.448348108347448e-21,9.760510099035339e-21,3.803490754144982e-19,6.875510887673186e-24,7.801026278094011e-21,2.616816535180498e-31,4.0081060162123565e-38,-8.540307687594038e-31,3.390493732981841e-26,1.4787999800331137e-25,-2.732507806306302e-32,3.099014456223632e-39,-6.242894717463966e-36,2.829405250837953e-20,-1.837330769623308e-35,-2.5404971063203945e-33,-6.93135639113183e-35
1.9502925674318382e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009599481069072928,0.45091069239232745,3.1531676825354085e-16,0.45690061177335817,4.3026329774422706e-16,1.2391327823985071e-19,9.311686427089458e-12,6.072213288331419e-18,3.1087105114164627e-30,4.4867937397995634e-05,1.937414020857264e-16,3.152058637619241e-21,1.4875972312212752e-18,5.787865905395088e-17,5.583552221738317e-10,2.430242274417621e-16,1.2630297963314213e-22,1.4159105389099134e-15,1.970991191317012e-18,4.0296517208089547e-23,1.672024254472854e-29,2.805396414003257e-19,0.0006095019857635115,1.6556411739034954e-17,1.125541694913971e-21,-1.6086485561080737e-20,9.9251252901539e-21,4.0990736082869267e-19,6.877901579173269e-24,7.862977481138008e-21,2.634944053654711e-31,3.303976327837864e-38,-1.0074179021182697e-30,3.405778929911176e-26,1.4854703935674131e-25,8.901332791543308e-32,1.8161641518401526e-39,1.4861684527649694e-35,2.851157100461137e-20,3.6340111020346407e-35,-2.6287437066606817e-33,-9.131641714051049e-35
1.961462212934611e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009576823122712219,0.45090837359971764,3.1755084032557823e-16,0.45690061177264607,4.322455552584622e-16,1.2503574124471581e-19,9.35369098354648e-12,6.134049647844625e-18,3.1554322409424053e-30,4.476194019361473e-05,1.951318132517921e-16,3.152203637052114e-21,1.4844862615195013e-18,5.784147170379719e-17,5.590253414363948e-10,2.441126480480984e-16,1.264447612223063e-22,1.415865723408065e-15,1.9811295651115214e-18,4.0503823225859595e-23,1.6837810999373993e-29,2.832800969107602e-19,0.0006118737769335763,1.6592331927410065e-17,1.1341365463713847e-21,-4.38154504822612e-21,1.0091430879258267e-20,4.0223407221711804e-19,6.89519308175863e-24,7.924937834530287e-21,-5.718105339860817e-31,3.6844370598071575e-38,-1.297479529398641e-30,3.4210365153065526e-26,1.492123606314829e-25,-2.273397858183796e-32,2.2915663228696664e-39,-6.239923921225274e-37,2.872901450966021e-20,4.283513227421991e-36,-2.5999288529400306e-33,-1.3780334792493285e-34
1.9726318584373837e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009554259001174723,0.45090606440915526,3.197825905552407e-16,0.45690061177194946,4.342232393258908e-16,1.2616055468181712e-19,9.395595038279564e-12,6.1960580852424715e-18,3.214334558939554e-30,4.465638215164435e-05,1.9652060661222092e-16,3.152344219215878e-21,1.4813857537136934e-18,5.780303912015489e-17,5.596800219400131e-10,2.451982773055896e-16,1.265803344907211e-22,1.415829040903801e-15,1.9912425036779518e-18,4.071085177356484e-23,1.7030249900364654e-29,2.860260827886051e-19,0.0006142357464750304,1.6627880066283056e-17,1.1427207442901879e-21,3.381038126972136e-20,1.0257242909389597e-20,3.680901853005848e-19,6.935831213087544e-24,7.986904176592117e-21,-4.2368989254551685e-32,4.861360173181036e-38,-7.1862037552938716e-31,3.4362401869182406e-26,1.4987615769686962e-25,-1.4815852273817622e-31,4.4600513917146064e-39,-2.745768625052324e-35,2.8946371346655784e-20,-7.16102686379613e-35,-2.5334945944551486e-33,-5.156078539047358e-35
1.9838015039401564e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009531788315265936,0.4509037647808092,3.2201197281746176e-16,0.45690061177126823,4.3619636742597056e-16,1.2728769325502886e-19,9.437399030907503e-12,6.258236938206666e-18,3.2667132658838186e-30,4.4551261446417976e-05,1.9790774993214922e-16,3.1526685851045297e-21,1.4782961563937014e-18,5.776338377601684e-17,5.603194159470281e-10,2.462811266603311e-16,1.2672875140491022e-22,1.4157773866520183e-15,2.001330099189797e-18,4.091656030228832e-23,1.6823002081099352e-29,2.8877751125831706e-19,0.0006165879351318918,1.6663059705219397e-17,1.151294067319159e-21,-1.8914675675108503e-20,1.042648357576788e-20,4.2487393631664827e-19,6.932172523755701e-24,8.048889178986722e-21,9.228053282377664e-31,3.372155125465131e-38,-5.772290070080176e-31,3.451395289729467e-26,1.505381496677252e-25,1.6311762327176337e-31,2.008794483002406e-39,2.3199634113354883e-35,2.916368969399313e-20,4.914603366189755e-35,-2.7165719685952075e-33,-2.566119105276677e-35
1.994971149442929e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009509410677412698,0.45090147467501407,3.242389418825325e-16,0.4569006117706023,4.381649565731281e-16,1.2841713190856945e-19,9.479103365439068e-12,6.320584559132189e-18,3.300736223883273e-30,4.444657625991071e-05,1.9929321161061814e-16,3.1528455201426257e-21,1.4752173223405286e-18,5.772252719464854e-17,5.609436744728355e-10,2.473612066482766e-16,1.2686630237859192e-22,1.4157222505185487e-15,2.011392442103967e-18,4.112192755043449e-23,1.6791173024390926e-29,2.9153429536123364e-19,0.0006189303834785623,1.6697874353161556e-17,1.1598562993544049e-21,-4.964641995778845e-20,1.0600553739478166e-20,4.596672020552955e-19,6.919058903491166e-24,8.110884242783855e-21,-5.137631778896216e-31,2.4915174364736036e-38,-1.9393908097747934e-30,3.466546718991999e-26,1.5119818152296514e-25,1.5174386947503813e-31,-1.4092447599645678e-40,3.3987192986370506e-35,2.938093741952959e-20,9.743733548571888e-35,-2.7761877542094517e-33,-2.2994260049312475e-34
2.006140794945702e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009487125701688782,0.45089919405226964,3.2646345339903894e-16,0.4569006117699514,4.401290230971236e-16,1.2954884582496647e-19,9.520708421906465e-12,6.383099315021073e-18,3.365329156388392e-30,4.434232478146473e-05,2.0067696067315256e-16,3.152772284398625e-21,1.4721485079558235e-18,5.768049018456315e-17,5.615529472953575e-10,2.484385271966499e-16,1.2697580512102693e-22,1.4156958114252528e-15,2.0214296229212566e-18,4.1328169326055366e-23,1.7379716821712253e-29,2.942963489494936e-19,0.0006212631319205424,1.6732327483526843e-17,1.1684072296322593e-21,7.57132625487954e-20,1.077027143413694e-20,3.383887370631425e-19,6.992145358267132e-24,8.172868153144477e-21,-1.153460246225373e-30,6.216381821218226e-38,-1.1301872988944403e-30,3.481649152140331e-26,1.518568929348104e-25,-4.345045862983082e-31,6.430767183816972e-39,-7.157581908015242e-35,2.9598034605029486e-20,-1.710869476841529e-34,-2.4530924428836843e-33,-1.1714615075031259e-34
2.0173104404484747e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009464933003745247,0.4508969228732401,3.286854638841712e-16,0.4569006117693155,4.420885844192457e-16,1.3068281042269855e-19,9.562214653544938e-12,6.44577958844764e-18,3.4460087384554895e-30,4.423850520817074e-05,2.0205896676041254e-16,3.1531670077654426e-21,1.4690903973162025e-18,5.763729471265923e-17,5.621473829644365e-10,2.49513100144032e-16,1.2711584865337855e-22,1.4156551905303392e-15,2.0314417352022408e-18,4.1532481509023845e-23,1.714729698717621e-29,2.970635867326426e-19,0.0006235862206951367,1.676642256299546e-17,1.1769466523261347e-21,3.7557769425170994e-20,1.093990632141728e-20,3.8063890625695256e-19,7.01944745639041e-24,8.234867015606795e-21,1.541293092018142e-30,5.196175615970293e-38,1.1449413388699243e-30,3.496654228977845e-26,1.525141905170931e-25,4.7737494583181243e-32,5.7598392193491665e-39,-1.0361859543442483e-35,2.9815080137245775e-20,-5.618180010470254e-35,-2.6618952291707677e-33,2.2609604328154383e-34
2.0284800859512474e-08,0.0005485282325552088,0.0915567593028733,0.0,0.0009442832200791125,0.45089466109875337,3.309049307181614e-16,0.45690061176869434,4.4404365830977784e-16,1.3181900135459903e-19,9.603622499486878e-12,6.508623776637184e-18,3.451066728434357e-30,4.4135115744954694e-05,2.0343920011894803e-16,3.153683486671627e-21,1.4660437787139164e-18,5.759296221442588e-17,5.627271288111614e-10,2.5058493697587546e-16,1.272743958912515e-22,1.4155730518795355e-15,2.0414288698510218e-18,4.173467602177338e-23,1.6347565393038594e-29,2.9983592423147823e-19,0.0006258996898721581,1.6800163023357705e-17,1.1854743663899054e-21,-1.7776509086671163e-19,1.1125328810515485e-20,6.000394630105892e-19,6.920997167840158e-24,8.296896154606585e-21,9.323440813082867e-31,-1.1093200866345835e-38,-2.4101387541893287e-30,3.511686822613083e-26,1.531689479026463e-25,8.131597456029516e-31,-6.672988416629862e-39,1.4836024764134675e-34,3.0032132409473153e-20,3.7771330154792845e-34,-3.2117863574806715e-33,-2.8978867711709965e-34
2.03964973145402e-08,0.0005485282325552088,0.0915567593028733,0.0,0.000942082291171412,0.45089240868980024,3.3312181212193254e-16,0.45690061176808777,4.45994260216704e-16,1.3295739450636404e-19,9.6449322719198e-12,6.571630289803991e-18,3.4832546655592216e-30,4.40321546037124e-05,2.0481763159836026e-16,3.1531745328670683e-21,1.4630068542047947e-18,5.754751143780011e-17,5.63292330957136e-10,2.5165404589764356e-16,1.2734738148861385e-22,1.4155451458353705e-15,2.0513911136923657e-18,4.1940353443099104e-23,1.758063580140115e-29,3.026132776954926e-19,0.0006282035793546307,1.6833552230778575e-17,1.193990176178454e-21,6.161314646476885e-20,1.1305450709507812e-20,3.6475768933989704e-19,6.996001004986437e-24,8.358892127933916e-21,-3.0958643462406804e-30,5.888198473720321e-38,-4.514313835943691e-30,3.5267438512503286e-26,1.5382207983366345e-25,-7.220164833794451e-31,4.2857498467203585e-39,-9.284739635352365e-35,3.0248951946251795e-20,-1.7666843448011215e-34,-2.4589095791061664e-33,-6.163901226901436e-34
