Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),SX(53),CH3OX(46),CHOX2(61),CHO3X(93),CH2O3(187),CH2OX2(52),CHX(32),SX(489),SX(504),C2HOX(502),C2H4O(540),CH2X(63),SX(57),SX(394),CH2O2X(54),CH3X(55),CH4(41),CH4X(776),CH3O2X(49),CH2OX(176),CHOX(175),SX(56),OCCO(335),SX(681),C2H6O(768),SX(505)
1.152034904204246e-10,0.00053584454179025,0.1557,0.0,0.0013386289637955934,0.642359889287391,0.20174185985525991,5.017031631330394e-21,6.522132372822242e-24,1.6605123878577824e-13,1.4699948978476613e-31,1.7441797743336008e-19,1.5851072539543968e-25,8.02213393806331e-05,2.7579326609019267e-20,3.274628895778946e-26,4.9489067425634956e-24,0.0001581401346152008,6.442925579649563e-26,9.322579220351823e-12,1.0602072344096668e-36,1.7764975710980204e-35,1.4076003958729984e-15,7.011144426107127e-20,7.429723659325611e-41,6.4703725252483355e-21,4.399419657097898e-16,3.808731697115672e-11,6.32241281485703e-13,7.835189061406273e-33,6.187083972354517e-21,5.870197538289675e-16,3.329725005761284e-51,1.3091270361172594e-49,9.549556237869057e-16,1.715102137931196e-16,6.44125639418701e-22,2.1288821137687336e-21,3.146598492104349e-20,6.259248672010097e-20,2.6820078886459536e-16,5.694420855113118e-33,1.8916019839935494e-54,4.037713999296395e-39,1.7964983336636686e-25,3.0296714933773676e-23,1.6598819742915009e-19,4.135525296258536e-42,1.0637054780618762e-21,3.5321956537300176e-21,4.015417402237314e-29,2.1343717252975533e-41,3.0208159968665416e-29,1.3295008253350342e-28,9.806035460044654e-28
1.1559361273098389e-10,0.00053584454179025,0.1557,0.0,0.0013381525399062033,0.6423598972979969,0.2017413674099727,5.0872069672832594e-21,6.596691503829293e-24,1.6724549688832233e-13,1.4960015635691326e-31,2.0199806889330653e-18,1.1225063263361618e-25,8.02053178616906e-05,1.2136632571615952e-19,3.3526326406801605e-26,5.00011378400902e-24,0.00015863257983661963,6.503197142975597e-26,9.38591775278059e-12,1.0708010301846355e-36,2.119290227679809e-35,1.4210415669557536e-15,9.189458506119152e-21,7.557321095891679e-41,7.503626503939204e-20,4.442970462870704e-16,3.820791410267918e-11,6.339846177269835e-13,7.972742384616882e-33,6.279488036943958e-21,5.885292430344234e-16,4.6022848823748893e-51,1.3176298418217065e-49,9.572924971053254e-16,1.7318671859518569e-16,6.5571055510037915e-22,2.167381618981419e-21,3.205983687927099e-20,6.398896332530818e-20,2.708752410042442e-16,5.7937116910379635e-33,1.9293318286079226e-54,4.117044119955757e-39,1.8137704817213651e-25,3.061143941754735e-23,2.619284158928089e-19,4.264103631744812e-42,1.0712990854381395e-21,3.5569524246170715e-21,3.991331738829153e-29,2.2079277751027308e-41,3.098497019304817e-29,1.3694298210921294e-28,9.969759698266236e-28
1.1594472281048726e-10,0.00053584454179025,0.1557,0.0,0.0013377241234670437,0.6423599045915385,0.20174092440628297,5.1509573416420475e-21,6.665082407548636e-24,1.6832282038050955e-13,1.5200289578306224e-31,2.4351443817319637e-18,1.0374151510520802e-25,8.019073050215054e-05,1.424023064304742e-19,3.3998053384987455e-26,5.047280651876261e-24,0.00015907558346661,6.620925607306137e-26,9.443068254465068e-12,1.0904408666230999e-36,2.271155517370718e-35,1.4345314036366105e-15,3.468784920282242e-21,7.670649989474058e-41,9.046019793469114e-20,4.482376109868621e-16,3.831641483368739e-11,6.355518108352802e-13,8.098182389361896e-33,6.3635705796547645e-21,5.898843698115259e-16,6.620561978785387e-51,1.3284432482081073e-49,9.593874486887785e-16,1.7470383232522243e-16,6.662726833821963e-22,2.2024818611887673e-21,3.260168264255969e-20,6.526708435386568e-20,2.7329480352719134e-16,5.885322259253198e-33,1.9635018583123195e-54,4.190095691612271e-39,1.829914206007793e-25,3.098511730141736e-23,2.8505070908247447e-19,4.359609367710834e-42,1.0781496655820905e-21,3.5792894120878194e-21,4.022501807640308e-29,2.2760165879206413e-41,3.1698476219558506e-29,1.4062343679244305e-28,1.0118800387036927e-27
1.1629583288999062e-10,0.00053584454179025,0.1557,0.0,0.0013372960498737735,0.6423599119632246,0.20174048158914978,5.2152720435185645e-21,6.734218511157766e-24,1.6940249489040266e-13,1.5444105484613128e-31,1.6886024532913984e-18,1.2618664215698864e-25,8.017598685321844e-05,1.0444951962564467e-19,3.399710690715218e-26,5.094992490782316e-24,0.0001595184005396573,6.74725851525692e-26,9.500356492442928e-12,1.1113703990948228e-36,2.1753054953156278e-35,1.449328718657751e-15,3.6219287341491006e-20,7.78637764839891e-41,6.272460336298516e-20,4.52197974281493e-16,3.84248808372215e-11,6.371172909493957e-13,8.225183570526525e-33,6.4484163613104565e-21,5.912362765944665e-16,8.495957991867279e-51,1.3435476013571654e-49,9.614746445390001e-16,1.7622878197027332e-16,6.769647710327308e-22,2.2380137130570587e-21,3.3150584365371375e-20,6.656562678138315e-20,2.75726266166285e-16,5.977889888867488e-33,1.997974470061725e-54,4.2643513143919706e-39,1.8465352280480242e-25,3.1373740351030214e-23,2.492193009226404e-19,4.378384425498843e-42,1.0850157891361654e-21,3.601679502251089e-21,4.1031610289654156e-29,2.3459371129905623e-41,3.2425794385062425e-29,1.4438779722239778e-28,1.0269452026995273e-27
1.16646942969494e-10,0.00053584454179025,0.1557,0.0,0.0013368683162795524,0.6423599194116993,0.2017400389584388,5.280153897133356e-21,6.803353778387752e-24,1.7048451172561004e-13,1.5688940310197146e-31,1.0523034906764212e-18,1.4584000899105275e-25,8.016108962753412e-05,7.21739919746201e-20,3.3948255228319293e-26,5.142501559535902e-24,0.00015996103119035075,6.834302710637687e-26,9.557775681100922e-12,1.124487069851094e-36,2.055497480610307e-35,1.464150774248704e-15,6.545503152153435e-21,7.90711778497769e-41,3.908473196917445e-20,4.561780541842963e-16,3.853331214098131e-11,6.386810593038973e-13,8.353747372660822e-33,6.5339697211114414e-21,5.925849765866396e-16,9.344558167731507e-51,1.3618864917133566e-49,9.635541278717106e-16,1.7776157830168045e-16,6.877879038028209e-22,2.2739807472318618e-21,3.3706606065086486e-20,6.788483398572929e-20,2.781696339982116e-16,6.08362442803183e-33,2.0328635104135642e-54,4.3392693216263964e-39,1.86259082611522e-25,3.1710797839046454e-23,2.1900214725856625e-19,4.404703324242365e-42,1.0918973837670756e-21,3.6241228944106774e-21,4.1816843251402444e-29,2.4177299488698174e-41,3.3167016646125455e-29,1.48237659554781e-28,1.0421725221713371e-27
1.1699805304899736e-10,0.00053584454179025,0.1557,0.0,0.001336440919883052,0.6423599269356283,0.20173959651401685,5.345605720201163e-21,6.872434552346267e-24,1.7156886224200598e-13,1.5935807713076847e-31,1.0274647748203004e-18,1.491575240035078e-25,8.014604149318481e-05,7.100681978120776e-20,3.4230531053451306e-26,5.189754808200522e-24,0.00016040347555207853,6.887986041792415e-26,9.615322835356628e-12,1.1326020658510842e-36,2.0693613554228174e-35,1.4783672589320619e-15,-3.875346988282186e-22,8.031116149938355e-41,3.8161740683248384e-20,4.601778789616148e-16,3.864170877243732e-11,6.402431171332951e-13,8.483888782534721e-33,6.6202475894712476e-21,5.939304829083786e-16,9.318806979654347e-51,1.3813376944367023e-49,9.65625941503914e-16,1.7930223205126929e-16,6.9874290869913985e-22,2.310385617953498e-21,3.426981172515678e-20,6.92249510166556e-20,2.8062491201718524e-16,6.18749345964061e-33,2.0682355902307375e-54,4.4149459757202735e-39,1.8789708120975464e-25,3.199611289594932e-23,2.1984258316899147e-19,4.5146568835579385e-42,1.0987943545757313e-21,3.646619471020606e-21,4.234420559251129e-29,2.49143628445566e-41,3.392224562679605e-29,1.521746256768725e-28,1.0575630355605307e-27
1.1734916312850073e-10,0.00053584454179025,0.1557,0.0,0.0013360138579277129,0.6423599345336994,0.2017391542557516,5.41163033197141e-21,6.941852437998564e-24,1.7265553784330251e-13,1.618545386334817e-31,1.2495721566497432e-18,1.4590991469842103e-25,8.013084507443288e-05,8.238641258805129e-20,3.448519917537496e-26,5.237145474672248e-24,0.00016084573375703694,6.93649120637169e-26,9.672999525194246e-12,1.1418190589625715e-36,2.1351712492512442e-35,1.4923701098901874e-15,2.0176095235928105e-20,8.156235136439002e-41,4.6413252627110374e-20,4.641975224037141e-16,3.875007075883451e-11,6.418034656723833e-13,8.615626934326607e-33,6.707332666876083e-21,5.952728085934359e-16,9.405403312401639e-51,1.4002780352159392e-49,9.676901279002664e-16,1.8085075391147932e-16,7.098308040387703e-22,2.3472316961355197e-21,3.484026508127587e-20,7.058622449055509e-20,2.830921051326501e-16,6.271992228627556e-33,2.1040940877157854e-54,4.491690754136647e-39,1.8956903752990934e-25,3.228233004962247e-23,2.332368352449352e-19,4.5674331546331985e-42,1.1057066455021825e-21,3.669168834865414e-21,4.2755470371998013e-29,2.5670985564926173e-41,3.469164098078595e-29,1.562003060203459e-28,1.0731177800542496e-27
1.177002732080041e-10,0.00053584454179025,0.1557,0.0,0.0013355871277010375,0.6423599422046219,0.2017387121835117,5.478230568707108e-21,7.012030182029056e-24,1.7374452998076672e-13,1.6437905234976057e-31,1.5579707376924889e-18,1.4038563680465919e-25,8.011550295242816e-05,9.809939167326172e-20,3.4588588143943263e-26,5.285095390372602e-24,0.00016128780593650688,7.008134691006142e-26,9.730806347809018e-12,1.1532031875205675e-36,2.1725670570870716e-35,1.50640179595192e-15,6.793163447791707e-22,8.281102407749168e-41,5.787064360705718e-20,4.682370584613329e-16,3.885839812719583e-11,6.433621061578705e-13,8.748981466163614e-33,6.795279752007914e-21,5.966119665472883e-16,1.0086415564763177e-50,1.4191696115786143e-49,9.697467292114549e-16,1.8240715453554568e-16,7.210527272184834e-22,2.3845227979388064e-21,3.541802950197114e-20,7.196890250398317e-20,2.85571218178188e-16,6.374995879595186e-33,2.1404161932908684e-54,4.569592821817698e-39,1.9120840430105593e-25,3.260610526597093e-23,2.5102964003041063e-19,4.511657721759806e-42,1.1126342099084958e-21,3.691770703398254e-21,4.3152193752495873e-29,2.6447614368099926e-41,3.5475452904275456e-29,1.6031633075491507e-28,1.0888377889891472e-27
1.1805138328750746e-10,0.00053584454179025,0.1557,0.0,0.0013351607265338697,0.642359949947127,0.2017382702971668,5.545409274111109e-21,7.082814811406229e-24,1.7483583015289977e-13,1.6694331125335882e-31,1.7222355710821738e-18,1.3866569341473607e-25,8.010001766591125e-05,1.0644981879193989e-19,3.491868527671264e-26,5.33344945204985e-24,0.00016172969222084035,7.102376863898137e-26,9.788744127208524e-12,1.1671062840215898e-36,2.2074559450900425e-35,1.5206519677483821e-15,2.2886621425475776e-21,8.406148471787059e-41,6.39731984254559e-20,4.722965017959525e-16,3.8966690904325827e-11,6.449190398273764e-13,8.883968173781511e-33,6.884071245980051e-21,5.979479695776775e-16,1.0988160981033608e-50,1.43950563578946e-49,9.717957872351357e-16,1.8397144453763947e-16,7.32409826487657e-22,2.4222625946906152e-21,3.6003169151245296e-20,7.33732353213945e-20,2.880622559086388e-16,6.49816986400978e-33,2.1771995613928213e-54,4.648564127651806e-39,1.9288221720599332e-25,3.2961224124970645e-23,2.6152404203019207e-19,4.63466488723962e-42,1.1195770095401436e-21,3.714425018084817e-21,4.3611848481999325e-29,2.724470216922548e-41,3.6273931573339204e-29,1.645243595954916e-28,1.104724107014767e-27
1.1840249336701082e-10,0.00053584454179025,0.1557,0.0,0.0013347346517996927,0.6423599577599655,0.20173782859658732,5.613169296397925e-21,7.154103783891867e-24,1.7592942990500494e-13,1.695533987292614e-31,1.6165098213282408e-18,1.4420570915344267e-25,8.008439171190362e-05,1.0108090384382152e-19,3.527460488092994e-26,5.382102153885576e-24,0.00016217139273950632,7.203576945512307e-26,9.846813218848082e-12,1.185856649708523e-36,2.2350164433894694e-35,1.5352684496297348e-15,1.4235833697971277e-20,8.532927627005836e-41,6.004509922914975e-20,4.763758359877688e-16,3.907494911681406e-11,6.46474267919482e-13,9.020601655303708e-33,6.97367309278932e-21,5.992808303893024e-16,1.1657103062389655e-50,1.462059297438777e-49,9.738373433634918e-16,1.8554363449299327e-16,7.439032686110894e-22,2.4604549166077667e-21,3.659574874793451e-20,7.479947524609335e-20,2.9056522300183754e-16,6.574752791208747e-33,2.2144939501935928e-54,4.728753967377965e-39,1.9456830893760303e-25,3.3326485312223954e-23,2.583312785570282e-19,4.866058523806727e-42,1.1265350324183926e-21,3.737131759435381e-21,4.4182370336664285e-29,2.8062712153598195e-41,3.708731056389575e-29,1.6882608585235464e-28,1.1207777880152213e-27
1.1875360344651418e-10,0.00053584454179025,0.1557,0.0,0.0013343089009139402,0.6423599656419098,0.20173738708164476,5.6815134755389995e-21,7.225892248818318e-24,1.77025320828719e-13,1.7218794998088936e-31,1.6015589578525044e-18,1.4736077071466995e-25,8.006862754639059e-05,1.0033516948643978e-19,3.534129974693561e-26,5.4310477726114184e-24,0.00016261290762118556,7.29758394650274e-26,9.905011492288031e-12,1.2022115445980585e-36,2.2400487071664447e-35,1.5498925390402041e-15,2.8747692558368152e-21,8.662175713653149e-41,5.948945245602692e-20,4.804750475571105e-16,3.9183172791038606e-11,6.48027791675589e-13,9.158892734844367e-33,7.06407401944741e-21,6.006105615387136e-16,1.19872735066943e-50,1.4861154129507675e-49,9.758714386137637e-16,1.8712373493801007e-16,7.555340936851446e-22,2.499103420349007e-21,3.719583348831148e-20,7.624787660560638e-20,2.930801240624907e-16,6.657752004104534e-33,2.2523634824597987e-54,4.810260571215737e-39,1.9623564007034341e-25,3.368359238513473e-23,2.597649493669898e-19,4.743030712585602e-42,1.1335082816958622e-21,3.759890849892076e-21,4.473108643304539e-29,2.8902114101686674e-41,3.79157973640613e-29,1.7322322716595514e-28,1.1369998886771133e-27
1.1910471352601755e-10,0.00053584454179025,0.1557,0.0,0.0013338834713332943,0.642359973591752,0.20173694575221135,5.750444651128689e-21,7.298049254784217e-24,1.781234945615536e-13,1.7484563327405618e-31,1.6655093658391118e-18,1.4841449686983775e-25,8.005272758498797e-05,1.0360751115194555e-19,3.5487301491395125e-26,5.4801544596390045e-24,0.00016305423699357989,7.385551020464595e-26,9.963338668761025e-12,1.2121504416733332e-36,2.2512684050138002e-35,1.564499541814989e-15,5.949464694665811e-21,8.793184006986878e-41,6.186513172310822e-20,4.845941542949205e-16,3.929136195316938e-11,6.495796123380651e-13,9.298854672186637e-33,7.155272944203297e-21,6.019371754915821e-16,1.2112556500661922e-50,1.5105822501931654e-49,9.778981136640977e-16,1.8871175637037775e-16,7.673033692240282e-22,2.5382114569707983e-21,3.7803488678285794e-20,7.771869552369843e-20,2.9560696361665326e-16,6.827631555464299e-33,2.290850531691597e-54,4.892714997693373e-39,1.9793999572180288e-25,3.403083629460472e-23,2.652223971998732e-19,4.637597768515316e-42,1.140496713898798e-21,3.782702166118354e-21,4.524809068571615e-29,2.976338051549435e-41,3.875957637785042e-29,1.7771752223735555e-28,1.1533914606498451e-27
1.1945582360552091e-10,0.00053584454179025,0.1557,0.0,0.001333458360555021,0.6423599816083042,0.2017365046081603,5.819965662986825e-21,7.370492990807925e-24,1.7922394278649213e-13,1.775407113218221e-31,1.7359270526547822e-18,1.493564815039042e-25,8.003669420360263e-05,1.0720817081679584e-19,3.583151774396091e-26,5.529340307069996e-24,0.00016349538098350014,7.4737190094317e-26,1.0021794835456541e-11,1.2281499275632947e-36,2.2828539833875155e-35,1.5791823176338602e-15,9.533066932665486e-21,8.925623493551582e-41,6.44810791296835e-20,4.887331843135418e-16,3.9399516629171526e-11,6.511297311489146e-13,9.440503608164191e-33,7.247307684926694e-21,6.032606846465661e-16,1.2367854843097163e-50,1.5350295013728564e-49,9.799174088358547e-16,1.903077092492174e-16,7.792123156605739e-22,2.577782767331172e-21,3.841877974943164e-20,7.921218995392117e-20,2.9814574611354876e-16,6.921978689924769e-33,2.329953605362783e-54,4.975860550973169e-39,1.9964553417297073e-25,3.438723978400296e-23,2.710267192351835e-19,5.070111108267233e-42,1.1475002273386103e-21,3.805565539506359e-21,4.5761294501418874e-29,3.0646986070636796e-41,3.9618831754144733e-29,1.823107266930389e-28,1.1699535581742071e-27
1.1980693368502428e-10,0.00053584454179025,0.1557,0.0,0.001333033566116309,0.642359989690398,0.2017360636493657,5.890079360040343e-21,7.443522074853298e-24,1.8032665723167135e-13,1.8026911843880997e-31,1.853694666457038e-18,1.4903360776210927e-25,8.002052973908041e-05,1.131963312454376e-19,3.6068880056592987e-26,5.578902920234691e-24,0.00016393633971691375,7.569957543727321e-26,1.008037949398449e-11,1.250107127949384e-36,2.319236470103664e-35,1.593904944536388e-15,5.201637521194675e-21,9.059011947977838e-41,6.885616286481962e-20,4.928921689535533e-16,3.950763684480862e-11,6.526781493529147e-13,9.583857179001367e-33,7.340186875744734e-21,6.045811012533086e-16,1.2806304527652932e-50,1.5597814170167767e-49,9.819293641026584e-16,1.9191160399523484e-16,7.912619253732719e-22,2.6178211155197616e-21,3.904177220564536e-20,8.072861961347626e-20,3.0069647592819024e-16,6.918148578809752e-33,2.369661381745412e-54,5.060488609152408e-39,2.013317003360989e-25,3.4757243798793545e-23,2.7925331471347104e-19,5.165554880467965e-42,1.1545188130387732e-21,3.828480809777921e-21,4.6266572944906675e-29,3.155342837202464e-41,4.0493809992326615e-29,1.8700461981571397e-28,1.186687231298967e-27
1.2015804376452764e-10,0.00053584454179025,0.1557,0.0,0.0013326090855936142,0.6423599978368841,0.2017356228757023,5.9607885939725874e-21,7.51713020838022e-24,1.8143162966996669e-13,1.8302661616782338e-31,1.922226454473251e-18,1.5005291257397169e-25,8.000423648984438e-05,1.1667001932314083e-19,3.620317249133675e-26,5.6288349781038804e-24,0.0001643771133189195,7.673777626495004e-26,1.0139092829962412e-11,1.2596944174760849e-36,2.3425939352650374e-35,1.6087584175606786e-15,7.167873669350708e-21,9.193583956679566e-41,7.14020422611896e-20,4.970711223033902e-16,3.961572262564589e-11,6.542248681979505e-13,9.728930018896867e-33,7.433911371049459e-21,6.058984374271727e-16,1.3344575693226076e-50,1.5856090997761728e-49,9.839340190823659e-16,1.9352345099076116e-16,8.034532785041005e-22,2.658330148794108e-21,3.9672532134518157e-20,8.226824630795788e-20,3.0325915735870187e-16,7.13677138825301e-33,2.409979858408812e-54,5.146801726411386e-39,2.0306143139590964e-25,3.5140846019828025e-23,2.8499928776620547e-19,4.6583093280807235e-42,1.1615524859797604e-21,3.8514478277913275e-21,4.679355770393425e-29,3.2483201320493715e-41,4.1384728955132624e-29,1.9180100415102146e-28,1.2035935380785918e-27
1.20509153844031e-10,0.00053584454179025,0.1557,0.0,0.001332184916602025,0.642360006046632,0.20173518228704587,6.032096220590864e-21,7.5911793289145e-24,1.8253885191860367e-13,1.8581946816164001e-31,1.958952416013894e-18,1.5195516604330789e-25,7.998781671652272e-05,1.1852105825862784e-19,3.644612799198288e-26,5.67899619080431e-24,0.00016481770191380634,7.78175199906474e-26,1.0197934465627677e-11,1.2725415990202681e-36,2.3607022171171006e-35,1.6237319524403796e-15,7.38403651403277e-21,9.329786420753096e-41,7.276627394044331e-20,5.012700523150743e-16,3.9723773997053415e-11,6.557698889297959e-13,9.875737136665657e-33,7.528475702589455e-21,6.072127052706598e-16,1.385634907891862e-50,1.612707200483579e-49,9.85931413031048e-16,1.9514326057994372e-16,8.157877476806515e-22,2.6993134555598707e-21,4.031112577480817e-20,8.38313337000724e-20,3.0583379462903687e-16,7.368008182522861e-33,2.4509403720290933e-54,5.233488386644128e-39,2.0480834995884828e-25,3.55321569705234e-23,2.891495199426157e-19,4.999654883885973e-42,1.1686011646115386e-21,3.874466548553688e-21,4.733892782036433e-29,3.3436826770608575e-41,4.2291852003191705e-29,1.9670171595289102e-28,1.2206735379193232e-27
1.2086026392353437e-10,0.00053584454179025,0.1557,0.0,0.0013317610567946247,0.6423600143185305,0.20173474188327295,6.104005093341539e-21,7.665654099012083e-24,1.8364831583873626e-13,1.8865059961473102e-31,2.0146866400095805e-18,1.533685398281746e-25,7.997127264256741e-05,1.2133545271432036e-19,3.6747646003009034e-26,5.729370415764392e-24,0.00016525810562505145,7.890693774677279e-26,1.025690384287712e-11,1.3066471578555695e-36,2.3883525765300226e-35,1.6387694479167368e-15,6.799691699881682e-21,9.467658418910258e-41,7.483669535931786e-20,5.054889673223984e-16,3.983179098420923e-11,6.573132127955547e-13,1.002429406459982e-32,7.623878280169035e-21,6.085239167629584e-16,1.4299137489183662e-50,1.6409672984439134e-49,9.879215848613922e-16,1.967710430689134e-16,8.282663191718918e-22,2.7407748432783104e-21,4.095761977561185e-20,8.541814745065022e-20,3.084203918886637e-16,7.177301133090307e-33,2.4925867224697746e-54,5.321030226729497e-39,2.0650080567465698e-25,3.592658596273807e-23,2.942835645877152e-19,5.739084040966861e-42,1.175664794162779e-21,3.897536892391189e-21,4.7883190800973484e-29,3.4414819746524993e-41,4.321539412826004e-29,2.0170861221007523e-28,1.2379282915937078e-27
1.2121137400303774e-10,0.00053584454179025,0.1557,0.0,0.0013313375038618747,0.6423600226514856,0.20173430166426096,6.1765180679886094e-21,7.740644468801468e-24,1.8476001333505298e-13,1.9151321130071386e-31,2.0719176955689006e-18,1.5477618308757333e-25,7.995460645486155e-05,1.2422397900224378e-19,3.692982786096567e-26,5.780046488411143e-24,0.00016569832457530875,8.000744958521706e-26,1.0316000755931006e-11,1.3202428959819877e-36,2.414073461272997e-35,1.6538883725595614e-15,7.126153896046693e-21,9.607108872005403e-41,7.696272425397102e-20,5.097278823754953e-16,3.993977361210232e-11,6.588548410499687e-13,1.0174615871550046e-32,7.720124239230879e-21,6.098320836344699e-16,1.4715866751994924e-50,1.670004487913973e-49,9.89904573148809e-16,1.9840680872573448e-16,8.408898353474671e-22,2.782718287509004e-21,4.1612081033528946e-20,8.702895511101193e-20,3.110189532121919e-16,7.300847014708472e-33,2.534946360896489e-54,5.4111447058038297e-39,2.082323657379619e-25,3.6324999275781505e-23,2.995125678704141e-19,5.017802115057696e-42,1.1827434083208315e-21,3.9206586705075496e-21,4.8430579745665597e-29,3.541771364215047e-41,4.4155586532675456e-29,2.0682358185049923e-28,1.2553588618294127e-27
1.2191359416204446e-10,0.00053584454179025,0.1557,0.0,0.0013304913095654083,0.6423600394962825,0.20173342178003273,6.323367748609046e-21,7.891960308735965e-24,1.8699007689041793e-13,1.9733515711827543e-31,2.3252845883185163e-18,1.5393350774213744e-25,7.992091630645266e-05,1.3704747338807453e-19,3.731442954561469e-26,5.8820908553573815e-24,0.00016657820867955607,8.223790122255032e-26,1.0434575335640716e-11,1.3138598216384619e-36,2.481055512360154e-35,1.6842331859242878e-15,2.116568469641297e-21,9.890196778523672e-41,8.637534449373336e-20,5.182657703151771e-16,4.01556358891294e-11,6.619330157307577e-13,1.04806143278666e-32,7.91517448263822e-21,6.124393305190988e-16,1.5605189985474795e-50,1.7303648074570503e-49,9.938491516508438e-16,2.017023304263077e-16,8.665773965151245e-22,2.8680651353189026e-21,4.294517412360229e-20,9.032363214271781e-20,3.162519839808659e-16,8.5196918990531e-33,2.621905212607839e-54,5.593766583416836e-39,2.118888113546808e-25,3.713701905006486e-23,3.1707901806957796e-19,4.7091391032509475e-42,1.1969453407997035e-21,3.967056138932264e-21,4.948899943501623e-29,3.7500321256757463e-41,4.608674206251187e-29,2.1738537981583947e-28,1.2907517088317372e-27
1.2250772226931787e-10,0.00053584454179025,0.1557,0.0,0.001329776307496534,0.6423600539293348,0.2017326779115729,6.449525989672609e-21,8.021537459081866e-24,1.8888377376804669e-13,2.023860840987634e-31,2.594896380062682e-18,1.5179818709133468e-25,7.989204973221439e-05,1.506532448384457e-19,3.785421822051506e-26,5.969305384687677e-24,0.00016732207703420773,8.436662531441441e-26,1.0535293347495814e-11,1.4030954022623128e-36,2.547568354070077e-35,1.7101077756596622e-15,5.1010287454330975e-22,1.0133566912269037e-40,9.639155322402119e-20,5.255520800912593e-16,4.033816359107592e-11,6.645320845908066e-13,1.0745169347032729e-32,8.082921982960318e-21,6.146358414961679e-16,1.6790292854328445e-50,1.7848882543151147e-49,9.971644478842768e-16,2.0451560592278468e-16,8.887751216730739e-22,2.941813346899068e-21,4.409856341047241e-20,9.318857210895747e-20,3.2071690856507866e-16,7.59362098213963e-33,2.697885049546601e-54,5.7508224630111334e-39,2.1471299111948794e-25,3.7866620054194096e-23,3.3480585485773685e-19,6.027793633653666e-42,1.2090075623011275e-21,4.006471270749544e-21,5.037764744333723e-29,3.934506674594748e-41,4.777474679796581e-29,2.266764890100194e-28,1.321255422211773e-27
1.2310185037659128e-10,0.00053584454179025,0.1557,0.0,0.0013290621544792137,0.6423600685232047,0.20173193457052926,6.577452456621874e-21,8.152809285870727e-24,1.9078375903216662e-13,2.075167107508491e-31,2.566935090769292e-18,1.5786379996316537e-25,7.986286152274065e-05,1.4909594661178117e-19,3.8306779438467264e-26,6.0575834540362816e-24,0.0001680654179722133,8.678104035940076e-26,1.0636374206569952e-11,1.4074732280775953e-36,2.557498135039288e-35,1.7365630376852285e-15,-1.5893518582544483e-20,1.0381884390803448e-40,9.535236430252546e-20,5.328959030284446e-16,4.052059323929889e-11,6.671263151921227e-13,1.1014990584884365e-32,8.25318343286461e-21,6.168237898722873e-16,1.8153259196544529e-50,1.843954656435049e-49,1.0004596801952312e-15,2.073518764738681e-16,9.1140461169659e-22,3.0169915282740644e-21,4.5275673753327746e-20,9.612588406620997e-20,3.252161422789096e-16,9.238376725948603e-33,2.7761718531821834e-54,5.90978761487346e-39,2.1802165363720346e-25,3.864316281969821e-23,3.3748236778353984e-19,8.827386457168022e-42,1.2211120976662297e-21,4.0460320881792474e-21,5.138741668003446e-29,4.126865274293071e-41,4.951386498603991e-29,2.36303365665597e-28,1.3522768887283803e-27
1.236959784838647e-10,0.00053584454179025,0.1557,0.0,0.001328348840354868,0.6423600832730986,0.20173119175632984,6.707161053731339e-21,8.285396210219415e-24,1.9268999469382606e-13,2.1268381604496703e-31,2.4163299081474243e-18,1.6714977296009079e-25,7.983336126465713e-05,1.4133449713010735e-19,3.8502780306839654e-26,6.146538434783328e-24,0.00016880823206556487,8.909583035271652e-26,1.0737815521534947e-11,1.6102341408055568e-36,2.562086526756003e-35,1.7633081261404085e-15,5.40551229392848e-20,1.0636716368770263e-40,8.975671722954433e-20,5.402972284394223e-16,4.0702924949650053e-11,6.697157135962364e-13,1.1290143926407479e-32,8.425912934903487e-21,6.190032309428738e-16,1.8817389208443737e-50,1.906759671879554e-49,1.003735025595435e-15,2.1021119073037979e-16,9.34468530220294e-22,3.09362101446031e-21,4.6476837918479735e-20,9.913692174645065e-20,3.2974970272068585e-16,4.244531233458657e-33,2.8569728067684753e-54,6.077760381050426e-39,2.2007869347842654e-25,3.9419477247240626e-23,3.339888885827247e-19,5.060215794685943e-42,1.2332589817219359e-21,4.085738095380519e-21,5.244046968320375e-29,4.3273924253856167e-41,5.130518546556576e-29,2.462759645400774e-28,1.3838213150991799e-27
