Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),SX(53),CH3OX(46),CHOX2(61),CHO3X(93),CH2O3(187),CH2OX2(52),CHX(32),SX(489),SX(504),C2HOX(502),C2H4O(540),CH2X(63),SX(57),SX(394),CH2O2X(54),CH3X(55),CH4(41),CH4X(776),CH3O2X(49),CH2OX(176),CHOX(175),SX(56),OCCO(335),SX(681),C2H6O(768),SX(505)
6.63334089354667e-10,0.00053584454179025,0.1557,0.0,0.0008568045510755897,0.6423739485345886,0.2012319166542325,2.4401652862467283e-18,1.2898814799058047e-21,2.52556991638481e-12,5.0839826660259e-28,6.415866420562356e-16,1.661006881009865e-22,5.2102416646231774e-05,4.5672208784217684e-18,7.941823832289307e-25,3.2841309387734723e-22,0.0006680831800961453,1.3726042051257657e-22,1.6124803521396952e-10,1.649255369532264e-33,2.070166372711826e-33,1.40173859688998e-13,1.123232916556169e-19,7.521584331927406e-38,2.3807906407744256e-17,2.6748669026940158e-14,1.737737735484445e-10,1.7104873959104268e-12,2.9180926641183045e-29,2.9226161603877372e-18,1.04992778310999e-15,3.021197263347897e-46,1.634438167357285e-44,1.1900947802041327e-15,1.338787490470762e-14,1.1046966437152596e-18,3.6441001706337374e-18,6.900730739904616e-17,6.526153802583676e-16,1.25589375735592e-14,1.532378734887103e-29,6.501710923554443e-49,3.448176321432252e-35,8.460634487522313e-24,5.782160746803255e-20,8.243570837734294e-17,3.3996853779487726e-39,1.9402949812929744e-20,6.390491561232846e-20,1.987670473781013e-26,4.0960846557624035e-35,1.1319349344018069e-24,3.0339029668115804e-23,8.968504168326201e-25
6.663188600243744e-10,0.00053584454179025,0.1557,0.0,0.0008549413396461565,0.6423740045649527,0.20122994138057057,2.4727689000499064e-18,1.3034009474299653e-21,2.5369356380268646e-12,5.167275610322895e-28,6.470491615597373e-16,1.688175875251253e-22,5.1990353833529413e-05,4.555759378997726e-18,8.071486712467065e-25,3.3010193452560955e-22,0.0006700584528650706,1.3865111657995195e-22,1.6212649481806497e-10,1.6628556852526637e-33,2.0964367011852895e-33,1.414856661858442e-13,1.1577071206034838e-19,7.620303709064652e-38,2.4010388332759602e-17,2.695290785934133e-14,1.7436381533582798e-10,1.7118174379287623e-12,2.96876518663969e-29,2.9585020179469934e-18,1.0485601774154591e-15,3.0705725813058558e-46,1.6680381579408528e-44,1.1863145380167728e-15,1.3510723253882333e-14,1.1198064458945447e-18,3.6939260454512014e-18,6.9974952502891e-17,6.644560875378608e-16,1.262667312007151e-14,1.559190017088419e-29,6.6501043188293956e-49,3.509939947401203e-35,8.506701124207762e-24,5.872366508358439e-20,8.323761289288672e-17,2.598449617287809e-39,1.9509766700180715e-20,6.425587472113426e-20,2.0145743116061617e-26,4.221331008216577e-35,1.1546051659353724e-24,3.1079702600687626e-23,9.09266467901043e-25
6.693036306940819e-10,0.00053584454179025,0.1557,0.0,0.000853084641608411,0.6423740604031386,0.20122797300465967,2.5056205818747105e-18,1.3169084086495289e-21,2.5482652800636597e-12,5.252252121212957e-28,6.526095954639588e-16,1.7154146532079637e-22,5.187867538149274e-05,4.549765316285942e-18,8.243235903434275e-25,3.317192911600254e-22,0.0006720268278841144,1.4003906530541866e-22,1.630038866149611e-10,1.6763906166207465e-33,2.129320054895996e-33,1.4280166602622555e-13,1.1427090910417422e-19,7.719707565646251e-38,2.4216503238190887e-17,2.7157275739170402e-14,1.7495257491556044e-10,1.7131209745622171e-12,3.0199960317842764e-29,2.9946065991228123e-18,1.047180180383151e-15,3.1196474851923377e-46,1.702093700738986e-44,1.1825325038043019e-15,1.363394917037649e-14,1.1350095629536828e-18,3.744059090875718e-18,7.094896731574719e-17,6.764322947733611e-16,1.2694016917326036e-14,1.586235472064017e-29,6.8008787636880974e-49,3.572765519483091e-35,8.552505534198214e-24,5.963430095589769e-20,8.404618344954578e-17,1.5521388026430036e-39,1.9616459008662683e-20,6.460641997458245e-20,2.041837339027901e-26,4.349662423310594e-35,1.1775678777541807e-24,3.183353376440691e-23,9.217800592387422e-25
6.722884013637893e-10,0.00053584454179025,0.1557,0.0,0.0008512344340962629,0.6423741160498189,0.2012260115022876,2.5387204891860515e-18,1.3305184539422646e-21,2.5595588266364264e-12,5.3370267745235215e-28,6.584384519189054e-16,1.7423277663220656e-22,5.17673799439265e-05,4.556228259103336e-18,7.989939279337665e-25,3.3337912296110965e-22,0.0006739883293656727,1.414323863232269e-22,1.6388019936670573e-10,1.6911328720726597e-33,2.1133013639170497e-33,1.4412163846810725e-13,1.1334807436964478e-19,7.819787112915208e-38,2.4432585823988863e-17,2.7361768197318968e-14,1.755400567697153e-10,1.714398250978854e-12,3.0717873082009245e-29,3.030929690313399e-18,1.0457880355596553e-15,3.1706130077682277e-46,1.736615403622901e-44,1.1787489909701162e-15,1.3757549424137833e-14,1.1503056474388102e-18,3.794498078050986e-18,7.192930970544642e-17,6.885443817302104e-16,1.2760965749013216e-14,1.6110688598755457e-29,6.954060100188538e-49,3.6358855272732057e-35,8.597978398404505e-24,6.055392857889655e-20,8.487005074900381e-17,4.0564088604638985e-39,1.9723025499271282e-20,6.495654707978927e-20,2.0697141101425562e-26,4.481135443274374e-35,1.200824094941112e-24,3.260065426414915e-23,9.343912368078814e-25
6.752731720334967e-10,0.00053584454179025,0.1557,0.0,0.0008493906943245295,0.6423741715056647,0.20122405684932776,2.57206876314068e-18,1.3442123987803626e-21,2.5708162648557324e-12,5.421197879104025e-28,6.640753152028523e-16,1.7699820551557327e-22,5.165646617945786e-05,4.552484244148327e-18,7.913497887561223e-25,3.3506609290898337e-22,0.0006759429814360105,1.428276304927155e-22,1.647554251038303e-10,1.705108972922182e-33,2.1162393450879557e-33,1.4544605034315656e-13,1.1746282452916914e-19,7.920472818045657e-38,2.4641530761021526e-17,2.7566378452430143e-14,1.7612626536463292e-10,1.715649510423076e-12,3.124140697387258e-29,3.06747054124652e-18,1.0443839834721554e-15,3.2225823434270562e-46,1.7716059825775267e-44,1.1749643078732467e-15,1.3881520786461144e-14,1.1656937468840236e-18,3.845240031891553e-18,7.291593843800438e-17,7.007927184435495e-16,1.2827516470127027e-14,1.6371888439059027e-29,7.109652306580619e-49,3.699602937592811e-35,8.643215343218408e-24,6.148232391766364e-20,8.568581870799415e-17,5.8481056626315013e-39,1.9829464914712073e-20,6.53062521370294e-20,2.0974793102544614e-26,4.6158074108474095e-35,1.2243748037156975e-24,3.3381195003741715e-23,9.471000439672754e-25
6.782579427032041e-10,0.00053584454179025,0.1557,0.0,0.0008475533995886519,0.6423742267713439,0.20122210902173907,2.6056655519767345e-18,1.3578273382060737e-21,2.582037584742486e-12,5.509083371733267e-28,6.697938405233642e-16,1.7977369474536907e-22,5.154593275150599e-05,4.550971961850903e-18,8.591562802719439e-25,3.366139489803086e-22,0.0006778908081364207,1.4423187639163844e-22,1.6562955249907392e-10,1.7168849278614118e-33,2.206187226436864e-33,1.4677458505309046e-13,1.1597354487151373e-19,8.021818077322955e-38,2.4853504859382866e-17,2.7771101945629452e-14,1.7671120515097628e-10,1.7168749941193208e-12,3.177057622485466e-29,3.104229012185113e-18,1.0429682620753065e-15,3.2730462354260917e-46,1.8071057948313482e-44,1.171178756334241e-15,1.4005860030171671e-14,1.1811724752216535e-18,3.896280493952249e-18,7.390881283221894e-17,7.131776648700258e-16,1.2893666006928441e-14,1.669945893570548e-29,7.267691764701182e-49,3.765641605515402e-35,8.68836441628106e-24,6.241994783304812e-20,8.650735405011669e-17,-8.633867817945252e-40,1.993577565081351e-20,6.565553107324603e-20,2.1255525782859996e-26,4.753736128908196e-35,1.2482209138350921e-24,3.417528656680211e-23,9.59906519798713e-25
6.812427133729116e-10,0.00053584454179025,0.1557,0.0,0.0008457225272644019,0.6423742818475225,0.2012201679955654,2.6395109792743146e-18,1.3714665478745991e-21,2.5932227791778523e-12,5.599193377924954e-28,6.755859509230457e-16,1.825608688592227e-22,5.1435778328272694e-05,4.5531965436295216e-18,8.476297867455391e-25,3.3813036121106663e-22,0.0006798318334229317,1.4563579058699294e-22,1.6650257178660922e-10,1.731534351302035e-33,2.2056585638955864e-33,1.4810721625488963e-13,1.1462555844431268e-19,8.123835748326289e-38,2.5068207988707055e-17,2.7975930810747515e-14,1.7729488056378618e-10,1.7180749414602552e-12,3.2305400442855916e-29,3.141203915392477e-18,1.0415411059613978e-15,3.3264016994580194e-46,1.8431090608272344e-44,1.1673926312539671e-15,1.4130563929804137e-14,1.1967417622616288e-18,3.947618650230391e-18,7.490788852533774e-17,7.256995685394482e-16,1.2959411356073526e-14,1.6984087874559373e-29,7.428180627946682e-49,3.83253669294942e-35,8.733130036735708e-24,6.336614182137224e-20,8.73342230588159e-17,-2.8985741817187754e-39,2.004195676386462e-20,6.600438036397943e-20,2.1539691896551808e-26,4.894980313787563e-35,1.2723633376490483e-24,3.498305926549833e-23,9.728107009509052e-25
6.84227484042619e-10,0.00053584454179025,0.1557,0.0,0.0008438980548075882,0.6423743367348643,0.20121823374693565,2.673605182738154e-18,1.385453037500535e-21,2.6043718438421383e-12,5.683208683751284e-28,6.812211023091574e-16,1.8541424830028052e-22,5.132600158272866e-05,4.545915341441335e-18,7.298204683850142e-25,3.3993390334998036e-22,0.0006817660811666384,1.470468675605056e-22,1.6737447444847709e-10,1.7497968945093505e-33,2.085700168322434e-33,1.4944415997333976e-13,1.1886864434915e-19,8.226490832157397e-38,2.5277075038362337e-17,2.8180860696565327e-14,1.7787729602253677e-10,1.7192495901561155e-12,3.2845903607291507e-29,3.178395432298107e-18,1.0401027458617645e-15,3.381433944033169e-46,1.879598040612601e-44,1.1636062241260505e-15,1.425562926170068e-14,1.2124020315057976e-18,3.9992556539531345e-18,7.591311916302285e-17,7.383587652599429e-16,1.3024749584368058e-14,1.7116605787543453e-29,7.591165450429544e-49,3.896804471009228e-35,8.777182916953741e-24,6.432160405343662e-20,8.815469779667493e-17,1.4643775053284876e-38,2.014800742490576e-20,6.635279508218064e-20,2.182302778481793e-26,5.039598917081757e-35,1.296802857236557e-24,3.580464293503607e-23,9.858126223009931e-25
6.872122547123264e-10,0.00053584454179025,0.1557,0.0,0.0008420799597537783,0.6423743914340304,0.2012163062520631,2.7079482644243713e-18,1.3993259989288102e-21,2.6154847771691083e-12,5.769312410420812e-28,6.868585658533037e-16,1.882963776624543e-22,5.121660119258592e-05,4.539479059832505e-18,8.339836608843183e-25,3.4156985297475065e-22,0.0006836935751543668,1.4845407334771327e-22,1.6824525030656252e-10,1.7592079755188047e-33,2.216097517555423e-33,1.5078522498011778e-13,1.174792503857556e-19,8.329789100842132e-38,2.548602316962369e-17,2.8385883508389106e-14,1.7845845593119032e-10,1.7203991757817074e-12,3.339209016614321e-29,3.2158023384141343e-18,1.038653410892869e-15,3.432478422656013e-46,1.916600130045887e-44,1.1598198221084761e-15,1.438105280424441e-14,1.228150824780561e-18,4.051185001126712e-18,7.692446428632529e-17,7.5115558419070165e-16,1.3089677828449274e-14,1.7421007104968303e-29,7.756639840607563e-49,3.9635344907674835e-35,8.82140597943786e-24,6.528558610166994e-20,8.897683972981372e-17,1.4279283124624062e-38,2.025392585107169e-20,6.670077183222335e-20,2.2108643569652163e-26,5.187652118811078e-35,1.321540392164432e-24,3.6640167230715025e-23,9.98912314693323e-25
6.901970253820338e-10,0.00053584454179025,0.1557,0.0,0.0008402682197180036,0.6423744459456792,0.2012143854872451,2.742540354167542e-18,1.4127170898572977e-21,2.6265615802860155e-12,5.869974998298671e-28,6.927860546836447e-16,1.9114003076415356e-22,5.1107575840287804e-05,4.545783265824839e-18,1.0225054504945059e-24,3.426633642550633e-22,0.0006856143390888089,1.4987061019325264e-22,1.6911488870349618e-10,1.7654198392819213e-33,2.438916934567019e-33,1.5213006328265055e-13,1.1630450377195843e-19,8.43372886148361e-38,2.570574149950584e-17,2.859099618732202e-14,1.7903836467825253e-10,1.721523931793379e-12,3.394397008918935e-29,3.2534249138132257e-18,1.037193328528982e-15,3.487062168233e-46,1.954122514284562e-44,1.1560337014935311e-15,1.4506831338045577e-14,1.243985435436919e-18,4.103397931546803e-18,7.794188429405286e-17,7.640903446856089e-16,1.3154193294410236e-14,1.809671136850997e-29,7.924650909114799e-49,4.0389598765546343e-35,8.866430021332613e-24,6.625900477567153e-20,8.981522890507485e-17,-2.9588392619635456e-38,2.0359709688194414e-20,6.704830806116237e-20,2.2400641635150127e-26,5.339199952059047e-35,1.3465766453754157e-24,3.748976111991761e-23,1.0121098024160883e-24
6.931817960517412e-10,0.00053584454179025,0.1557,0.0,0.0008384628123944743,0.6423745002704674,0.20121247142886323,2.7773815318395984e-18,1.4267412992473942e-21,2.637602256970192e-12,5.960443132006339e-28,6.983935709812813e-16,1.9408838198213005e-22,5.09989242129973e-05,4.536701144407096e-18,7.122561133889368e-25,3.4433983398861844e-22,0.0006875283965882546,1.5128264644079398e-22,1.699833835505328e-10,1.793338544810921e-33,2.10490727424971e-33,1.5347930485345773e-13,1.2003644016281627e-19,8.538312412304368e-38,2.5913567399109556e-17,2.879619018375119e-14,1.7961702663682658e-10,1.7226240905535745e-12,3.4501584756802744e-29,3.291261631756769e-18,1.035722719642199e-15,3.546133121270962e-46,1.9921156938318089e-44,1.152248133942684e-15,1.4632961646053924e-14,1.259909258011027e-18,4.155901078123425e-18,7.896532573822023e-17,7.771633475579004e-16,1.3218293256582491e-14,1.821729679291706e-29,8.095185815487035e-49,4.108412239331224e-35,8.909678700506559e-24,6.724085002882894e-20,9.063887694027394e-17,-1.5471722455806946e-38,2.0465359504628163e-20,6.739539876580749e-20,2.268976959560677e-26,5.494304160143453e-35,1.3719124695519791e-24,3.8353553668835085e-23,1.0254051079676793e-24
6.961665667214487e-10,0.00053584454179025,0.1557,0.0,0.0008366637155562995,0.6423745544090491,0.20121056405338225,2.8124719244806227e-18,1.4415925697207345e-21,2.648606813587734e-12,6.029197227941087e-28,7.042076148501146e-16,1.9701776357739051e-22,5.0890645002565534e-05,4.5355111407321826e-18,5.250363794397498e-25,3.467830578617932e-22,0.000689435771188034,1.527069686821662e-22,1.7085072340655562e-10,1.816896255482056e-33,1.9100755576020593e-33,1.5483235783446401e-13,1.1879774991205923e-19,8.643564485741074e-38,2.6129061400216482e-17,2.900146329511135e-14,1.8019444616466829e-10,1.7236998826979633e-12,3.506495250042164e-29,3.3293133250069442e-18,1.0342418015166798e-15,3.601805342632457e-46,2.030679351086026e-44,1.1484633970397936e-15,1.4759440513561448e-14,1.2759244820799892e-18,4.208702283759911e-18,7.999473490988999e-17,7.90374882609993e-16,1.3281975058049774e-14,1.7496906080949146e-29,8.268308304825445e-49,4.162388430866348e-35,8.950163437908205e-24,6.823251224301207e-20,9.147448500712047e-17,9.18803940398581e-38,2.0570876444139036e-20,6.774203744632052e-20,2.2983676046655897e-26,5.653025764945467e-35,1.3975484889250999e-24,3.923167285869471e-23,1.0387982581388977e-24
6.991513373911561e-10,0.00053584454179025,0.1557,0.0,0.0008348709070552008,0.6423746083620757,0.20120866333735055,2.8478116265437225e-18,1.4562642621263838e-21,2.659575259055474e-12,6.099602033508838e-28,7.103297311970433e-16,1.9990423518832347e-22,5.0782736905525196e-05,4.5468459235823726e-18,8.959788737745402e-25,3.489552661145727e-22,0.000691336486339953,1.541461265579351e-22,1.7171689907532157e-10,1.8113373312506418e-33,2.3362786399519254e-33,1.561890761723002e-13,1.1937857302069328e-19,8.749416041634727e-38,2.6355996075759887e-17,2.92068104548459e-14,1.8077062760424005e-10,1.7247515351863714e-12,3.563406191073622e-29,3.3675794853917883e-18,1.0327507987116934e-15,3.652857804646643e-46,2.0697650315860007e-44,1.1446797503786806e-15,1.4886264728679985e-14,1.2920198318533407e-18,4.261775918165453e-18,8.103008647820467e-17,8.037252466158099e-16,1.3345236110149807e-14,1.862931382021382e-29,8.444038904685846e-49,4.233394167034395e-35,8.995549943735533e-24,6.923412490371163e-20,9.232718357222804e-17,1.4913950846445238e-38,2.0676253291965287e-20,6.808822611479327e-20,2.3283985835202022e-26,5.815427257321274e-35,1.4234856351004968e-24,4.012424666485416e-23,1.0522892692130218e-24
7.021361080608635e-10,0.00053584454179025,0.1557,0.0,0.0008330843648212267,0.642374662130197,0.20120676925739933,2.8834007119500912e-18,1.4709178625432387e-21,2.670507604772062e-12,6.177779356323891e-28,7.162324077734503e-16,2.0287248901373907e-22,5.0675198623076704e-05,4.545385767659006e-18,8.517007215365288e-25,3.51020292496448e-22,0.0006932305654124838,1.5559301863690814e-22,1.7258190460538126e-10,1.8250080152840178e-33,2.300598204931318e-33,1.5755000574706878e-13,1.2112641723307673e-19,8.855876502347599e-38,2.657477331981663e-17,2.941222467401171e-14,1.8134557528276447e-10,1.7257792745733904e-12,3.6208936020139153e-29,3.406059036025798e-18,1.031249926127159e-15,3.7099332048186916e-46,2.1093828093384006e-44,1.140897440904482e-15,1.5013431082614147e-14,1.308191888175656e-18,4.315107033271015e-18,8.207134251559732e-17,8.172147194814291e-16,1.3408073890848009e-14,2.155604534285603e-29,8.622393643293961e-49,4.3354785429659577e-35,9.045930908742917e-24,7.024518899833227e-20,9.317017110194533e-17,-2.486285284093532e-37,2.0781485999698246e-20,6.843396430294325e-20,2.3582408521984143e-26,5.981572091819516e-35,1.4497247345306794e-24,4.10314027662237e-23,1.0658781351261885e-24
7.051208787305709e-10,0.00053584454179025,0.1557,0.0,0.0008313040668624787,0.6423747157140599,0.20120488179024254,2.9192392345611315e-18,1.4872518480932473e-21,2.681403864601927e-12,6.218653923276029e-28,7.222672033277062e-16,2.0583821907238114e-22,5.056802886105763e-05,4.5513241698046175e-18,2.4317688308003574e-25,3.546637472139912e-22,0.0006951180316918704,1.5703619901050479e-22,1.7344572997014957e-10,1.8797443378120788e-33,1.6350780118141184e-33,1.5891473980234473e-13,1.1980041406695447e-19,8.963025659365105e-38,2.6798454117633544e-17,2.9617698129327216e-14,1.819192935122788e-10,1.7267833286003635e-12,3.6789623769593424e-29,3.4447504249671555e-18,1.0297393780603283e-15,3.7738015328242726e-46,2.149453945172976e-44,1.1371167410618344e-15,1.5140936368908244e-14,1.3244640142265718e-18,4.36874196898513e-18,8.311841055073272e-17,8.308435370690669e-16,1.3470485944970825e-14,1.889083212206068e-29,8.80333475865269e-49,4.377980379071835e-35,9.080197450824795e-24,7.126474010580323e-20,9.402127055043371e-17,2.1468890898482797e-38,2.0886590377723126e-20,6.877923394399161e-20,2.3885488408240338e-26,6.151524766904128e-35,1.476266255327371e-24,4.195326878022437e-23,1.0795648793646559e-24
7.081056494002783e-10,0.00053584454179025,0.1557,0.0,0.0008295299912648216,0.6423747691143091,0.20120300091267657,2.9553272673139563e-18,1.5017961857731747e-21,2.6922640548161347e-12,6.295866790630834e-28,7.280305918952225e-16,2.088973105105171e-22,5.0461226329941886e-05,4.544427155649136e-18,9.527275343399304e-25,3.5646435448466055e-22,0.0006969989083815639,1.5847446956097115e-22,1.7430836895367946e-10,1.859871399933323e-33,2.4366438696782742e-33,1.6028368361763212e-13,1.2066704564434922e-19,9.070838459913824e-38,2.701204670471847e-17,2.9823225162436406e-14,1.8249178658968865e-10,1.7277639181673047e-12,3.737606269479098e-29,3.483652872839876e-18,1.0282193731740596e-15,3.831312745315925e-46,2.190133650658104e-44,1.1333379156396401e-15,1.526877738423085e-14,1.340834622520595e-18,4.422692672721122e-18,8.417123531191645e-17,8.446119458996075e-16,1.3532469885001844e-14,1.2614843932034038e-29,8.98691881800237e-49,4.368249856312862e-35,9.103427444769827e-24,7.229263287960709e-20,9.485997403076182e-17,6.445397315731808e-37,2.0991568956325227e-20,6.912402945304187e-20,2.4186719392405002e-26,6.325349459901312e-35,1.503110328116355e-24,4.288997112968126e-23,1.093349553158906e-24
7.110904200699858e-10,0.00053584454179025,0.1557,0.0,0.0008277621161916115,0.6423748223315875,0.2012011266015798,2.991664872507649e-18,1.5127038157301244e-21,2.7030881940074264e-12,6.470967343180099e-28,7.338014119311753e-16,2.1198407348984365e-22,5.0354789744810766e-05,4.5384665351081656e-18,1.9721758525427744e-24,3.545592859557732e-22,0.0006988732186032858,1.5990972079565793e-22,1.7516981219892248e-10,1.787260527352113e-33,3.5927016533180144e-33,1.6165650746025035e-13,1.2173359968696006e-19,9.17924353387384e-38,2.7225910476540748e-17,3.0028800805624276e-14,1.8306305879682146e-10,1.7287212591801474e-12,3.796822295340712e-29,3.522766505609019e-18,1.0266901523780964e-15,3.865230925818356e-46,2.2312089606059447e-44,1.129561150362748e-15,1.5396950929693377e-14,1.3572483191435217e-18,4.476856950689274e-18,8.522986406864735e-17,8.585202458873866e-16,1.3594023388949638e-14,2.2575817098333344e-29,9.17310937072944e-49,4.52959109356363e-35,9.172401321219719e-24,7.332935735736314e-20,9.570041175149509e-17,-2.0763665042943758e-37,2.1096376099674292e-20,6.946838502841286e-20,2.449023063785672e-26,6.503111273551489e-35,1.5302574093425481e-24,4.384163581289401e-23,1.1072321267012336e-24
7.140751907396932e-10,0.00053584454179025,0.1557,0.0,0.0008260004198834136,0.6423748753665347,0.2011992588339125,3.028252125766184e-18,1.5277697621850614e-21,2.7138763030432084e-12,6.566592376766554e-28,7.395516772733395e-16,2.1510515869059947e-22,5.024871782534292e-05,4.530694462359266e-18,2.591609842919797e-26,3.568109814791688e-22,0.0007007409853967732,1.6134834933828505e-22,1.7603005201058118e-10,1.921088903929931e-33,1.433438397420181e-33,1.6303321506080777e-13,1.2146819898305342e-19,9.288146687084071e-38,2.743900569075374e-17,3.023442107412572e-14,1.8363311440047956e-10,1.7296555788853717e-12,3.8566319101221507e-29,3.5620908273679554e-18,1.0251518773690234e-15,3.905225541775849e-46,2.2728009117169664e-44,1.1257866749640628e-15,1.5525453809441345e-14,1.3737200469580585e-18,4.531217913412345e-18,8.629424476494763e-17,8.725686702718522e-16,1.3655144197757993e-14,3.885615228798385e-29,9.362040114629897e-49,4.8036773559876675e-35,9.260173001402024e-24,7.43751766359906e-20,9.654113899654654e-17,-1.6285266249285573e-36,2.1201011571105896e-20,6.98122973365146e-20,2.4795488296517744e-26,6.684875248473023e-35,1.5577082797987032e-24,4.480838755919124e-23,1.1212124890483791e-24
7.170599614094006e-10,0.00053584454179025,0.1557,0.0,0.0008242448806577263,0.6423749282197888,0.20119739758671637,3.065089070246664e-18,1.5479376517403718e-21,2.7246284051528386e-12,6.511493744112292e-28,7.454811688156723e-16,2.182136252276767e-22,5.0143009295794966e-05,4.531108261908924e-18,-8.753584851045461e-25,3.64091966914792e-22,0.0007026022317203909,1.6279103504085153e-22,1.7688907974327236e-10,2.069402259127677e-33,4.293999432573337e-34,1.6441355852722195e-13,1.2226909070886125e-19,9.397896862275316e-38,2.7658754608586757e-17,3.04400808661868e-14,1.8420195765249346e-10,1.730567101553126e-12,3.917035796310015e-29,3.601625974775707e-18,1.0236046948064215e-15,3.974008399322328e-46,2.3145213757482926e-44,1.1220148695103288e-15,1.5654282828187215e-14,1.3903712365957205e-18,4.585967243247914e-18,8.736413378204352e-17,8.867573206109852e-16,1.3715830119446146e-14,8.862800041156928e-30,9.553573881165524e-49,4.6152102719358476e-35,9.216357277292578e-24,7.543056453470526e-20,9.739227313774746e-17,9.468151505924695e-37,2.1305586835594653e-20,7.015566421914327e-20,2.5105305657196637e-26,6.870708022574042e-35,1.5854635607875795e-24,4.5790351507188845e-23,1.1352907680330113e-24
7.20044732079108e-10,0.00053584454179025,0.1557,0.0,0.0008224954769087031,0.6423749808919853,0.20119554283711455,3.1021757617009633e-18,1.5563377180712302e-21,2.735344525765615e-12,6.722701467866702e-28,7.512445343487286e-16,2.213912697319319e-22,5.0037662884988866e-05,4.522107606084192e-18,3.586518253372528e-24,3.595834137065677e-22,0.0007044569804509763,1.6423824958227375e-22,1.777468895849063e-10,1.733208286125547e-33,5.43466773638842e-33,1.6579788694526423e-13,1.227724791851134e-19,9.508560221048078e-38,2.7872326695787914e-17,3.0645775102276104e-14,1.8476959278977473e-10,1.731456022167053e-12,3.977996470721583e-29,3.641370558883378e-18,1.0220489306091035e-15,4.071104611900488e-46,2.3571975332577823e-44,1.1182459049648258e-15,1.578343479762884e-14,1.4071331973554537e-18,4.6411065858967935e-18,8.84395262823661e-17,9.010864256525555e-16,1.3776079031032778e-14,-2.8828207452552595e-29,9.747942501690972e-49,4.2426575729084214e-35,9.147892262268932e-24,7.649506407346002e-20,9.823625972769954e-17,4.104424834769461e-36,2.1410076653072344e-20,7.049850483537697e-20,2.5414517890934683e-26,7.060676508774885e-35,1.6135237943435146e-24,4.678765182768371e-23,1.1494672143969436e-24
7.230295027488155e-10,0.00053584454179025,0.1557,0.0,0.0008207521871068806,0.6423750333837578,0.20119369456231082,3.1395122201163915e-18,1.562268050512489e-21,2.746024692281711e-12,7.063100052046808e-28,7.572497388799696e-16,2.245409498517134e-22,4.993267732628837e-05,4.524970714370801e-18,2.7702814022638373e-24,3.5249377316739634e-22,0.0007063052543848502,1.656871947491617e-22,1.7860347221601048e-10,1.623600669840966e-33,4.5513311057435136e-33,1.6718572844542028e-13,1.230955538783749e-19,9.619179218750344e-38,2.809487864267631e-17,3.085149807680965e-14,1.8533602403436861e-10,1.7323225541627154e-12,4.039537975150939e-29,3.681324771467673e-18,1.0204848296671085e-15,4.167401854427725e-46,2.400554036925695e-44,1.1144796858537887e-15,1.5912906537811917e-14,1.4237313425083663e-18,4.696264080981932e-18,8.952076597859987e-17,9.15556430486225e-16,1.3835888864873025e-14,6.391075911106495e-29,9.94483988238845e-49,5.097979830629141e-35,9.449170448981529e-24,7.75690793741042e-20,9.909378377214683e-17,-3.416325169876132e-36,2.1514196053510677e-20,7.084106400811566e-20,2.5729395319350133e-26,7.254848824281199e-35,1.6418892146071447e-24,4.780041284694141e-23,1.1637414434667182e-24
7.260142734185229e-10,0.00053584454179025,0.1557,0.0,0.0008190149897988996,0.642375085695737,0.20119185273958978,3.1770984929177017e-18,1.593966768552874e-21,2.7566689343465076e-12,6.780592814225575e-28,7.629773526867253e-16,2.277862814302408e-22,4.982805135759213e-05,4.5132920544522115e-18,-5.773437148750787e-24,3.712091919656313e-22,0.0007081470762371972,1.671377772958766e-22,1.7945882299246347e-10,2.5165432853662623e-33,-5.0133345815219945e-33,1.685776199869464e-13,1.2362931269779794e-19,9.729804484221804e-38,2.830711257814271e-17,3.1057244694584845e-14,1.859012555935068e-10,1.733166956211506e-12,4.101731449767503e-29,3.721486635941335e-18,1.0189122655356638e-15,4.081856693398886e-46,2.444124660577627e-44,1.1107167540079349e-15,1.604269486326212e-14,1.4403954920436837e-18,4.751455799250292e-18,9.060763461939556e-17,9.301674441781607e-16,1.389525761451582e-14,1.5242484283461458e-28,1.0144715259201814e-48,6.216939922854216e-35,9.743270211114346e-24,7.865176741988524e-20,9.993845512654666e-17,-1.0176727780921194e-35,2.1618061311658427e-20,7.118323648448993e-20,2.6042255854850223e-26,7.45329312123956e-35,1.670560338545016e-24,4.88287575170792e-23,1.1781128218105988e-24
