Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),H2*(37)
6.866217830775161e-22,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869698463029,0.22222222222222193,0.22222222222222116,0.22222222222222224,0.22222222222222018,4.0115552169411764e-54,3.423081282355752e-43,5.911989480892327e-110,2.0647142779214343e-139,5.2485020635966e-16,3.7951481541745227e-22,6.895819838806093e-24,2.0574743437427075e-15,1.1000380383259728e-15,8.775896638579156e-18,2.1158434650046824e-44,9.23411241710396e-38,9.234112416705202e-38,1.7633048574807497e-58,2.6239062812865663e-69,8.765485316729732e-91,5.961906333553351e-80,1.200852916425173e-112,6.318700261425922e-174,6.560627493309543e-17
1.3738401098414592e-21,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869698425429,0.2222222222222216,0.22222222222222004,0.22222222222222224,0.22222222222221813,8.026595712089907e-54,6.849136571038419e-43,1.9271807400599466e-108,2.685291380066989e-137,1.0501564076820324e-15,7.593593569967854e-22,1.379763083294023e-23,4.116736241158081e-15,2.2010318003998096e-15,1.755941785993927e-17,1.6943907965530013e-43,3.6960514461809236e-37,3.6960514458615942e-37,7.058036827063102e-58,1.2339596661540825e-68,7.1423146013389286e-90,4.7743603870732886e-79,3.848486295889635e-111,1.6435413835301283e-171,1.312695492360121e-16
2.7482767633693454e-21,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869698350229,0.22222222222222093,0.22222222222221785,0.2222222222222222,0.22222222222221402,1.605667670238725e-53,1.37012471484036e-42,6.76445698612247e-107,3.671493244770704e-135,2.100768810315621e-15,1.5190484401473874e-21,2.76012528210619e-23,8.235260035815416e-15,4.4030193245356595e-15,3.5126460297815434e-17,1.356199382512192e-42,1.4789020116215674e-36,1.4789020113659746e-36,2.824489606355119e-57,1.082031504795785e-67,6.280207443887275e-89,3.821423384713974e-78,1.2324454600025424e-109,4.4934557226380284e-169,2.625960978411443e-16
5.4971500704251174e-21,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869698199828,0.22222222222221963,0.22222222222221344,0.22222222222222218,0.22222222222220578,3.2116838682981455e-53,2.740546830313397e-42,4.515413910572513e-105,8.144196893143424e-133,4.2019936155381795e-15,3.0384266064163355e-21,5.520849679671886e-23,1.6472307624436433e-14,8.806994372760064e-15,7.026054515419151e-17,1.085234271196357e-41,5.916571050873449e-36,5.916571048828189e-36,1.1305487412485778e-56,2.3160481412216492e-66,1.0624997147600879e-87,3.0579129296076765e-77,3.945645033807969e-108,1.9907008355904068e-166,5.252491950486047e-16
1.0994896684536662e-20,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869697899027,0.222222222222217,0.22222222222220464,0.2222222222222221,0.2222222222221893,6.423716264416803e-53,5.4813910612604776e-42,1.3040709921485018e-102,7.770024603615316e-130,8.40444322580481e-15,6.077182938825207e-21,1.1042298474568705e-22,3.294640279890386e-14,1.7614944469019687e-14,1.4052871478943865e-16,8.682973364250678e-41,2.366821035681655e-35,2.366821034045239e-35,4.531667809129033e-56,6.9536582768023645e-65,7.760645895817792e-86,2.4466400746651647e-76,1.264545204582646e-106,3.791899125679242e-163,1.0505553894523082e-15
2.1990389912759752e-20,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869697297425,0.22222222222221175,0.22222222222218702,0.22222222222222196,0.22222222222215635,1.2847781056653646e-52,1.0963079523174702e-41,6.326949077380628e-100,1.469226008379043e-126,1.680934244562414e-14,1.215469560312685e-20,2.2085196063424096e-22,6.589459313674031e-14,3.52308446607822e-14,2.8106505374991283e-16,6.946818395696551e-40,9.467669393013708e-35,9.46766937992155e-35,1.827309458239362e-55,2.207015681333074e-63,9.426045071568667e-84,1.9574359669022256e-75,4.133705673713816e-105,1.4336390085659868e-159,2.101167778214849e-15
4.3981376369205934e-20,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869696094223,0.22222222222220123,0.2222222222221518,0.22222222222222168,0.22222222222209045,2.5695910641133676e-52,2.1926456447340002e-41,3.226606940307528e-97,2.9915315846117577e-123,3.3619140882407076e-14,2.4309720929665745e-20,4.417099123738185e-22,1.3179097376801948e-13,7.046264504128032e-14,5.621377304307813e-16,5.557630602979875e-39,3.7871448133593077e-34,3.7871448028852517e-34,7.542490979661589e-55,7.05543502433079e-62,1.2018741348910482e-81,1.5659983502429643e-74,1.7669434018270522e-103,5.838033307138675e-156,4.20239255556046e-15
8.796334928209829e-20,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869693687817,0.22222222222218022,0.22222222222208132,0.22222222222222113,0.22222222222195867,5.139216981038252e-52,4.385321030112371e-41,1.651550108794483e-94,6.124192534305521e-120,6.723873774455001e-14,4.8619771574485945e-20,8.834258157028524e-22,2.635837348530031e-13,1.4092624579016885e-13,1.1242830788321972e-15,4.4461748369648133e-38,1.5148733404914534e-33,1.5148733321120755e-33,3.3900000643567553e-54,2.2574981392705574e-60,1.5379593958903532e-79,1.2528185360212446e-73,2.8391165018881702e-101,2.390293495660866e-152,8.404842109533807e-15
1.75927295107883e-19,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869688875004,0.2222222222221382,0.2222222222219404,0.22222222222222,0.22222222222169508,1.0278468815846509e-51,8.770671809619489e-41,8.455830784965539e-92,1.2542191900489667e-116,1.344779314231442e-13,9.723987283109597e-20,1.7668576217604343e-21,5.271692563126713e-13,2.8185344723951506e-13,2.2485737557937462e-15,3.556968009920203e-37,6.0595242226368274e-33,6.0595241556012754e-33,1.9527686435382252e-53,7.22396088325209e-59,1.9685577821738843e-77,1.0022628435592831e-72,1.2549857358332535e-98,9.79052068938751e-149,1.6809741214609e-14
3.5185518675945244e-19,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869679249381,0.22222222222205415,0.22222222222165855,0.22222222222221774,0.22222222222116791,2.05569725162723e-51,1.7541373508741693e-40,4.3293936151115555e-89,2.5686578740078206e-113,2.6895631859756596e-13,1.9448007521219433e-19,3.533721231473652e-21,1.0543402963908118e-12,5.637078499444843e-13,4.497155030351718e-15,2.8455856614004872e-36,2.4238158853933623e-32,2.4238158317647095e-32,1.735932936234301e-52,2.3116762756364308e-57,2.519754565118018e-75,8.018138056526534e-72,6.361982854631675e-96,4.010223753904713e-145,3.361953941327336e-14
7.037109700625913e-19,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869659998136,0.22222222222188606,0.22222222222109483,0.22222222222221324,0.22222222222011356,4.1113980903573153e-51,3.508277914912322e-40,2.216639166600377e-86,5.260601901064233e-110,5.379130922153427e-13,3.8896047944590323e-19,7.067448441292257e-21,2.108682365182309e-12,1.1274166545795297e-12,8.994317262007183e-15,2.276473026165961e-35,9.695276127790095e-32,9.695275698760051e-32,2.2220979292660776e-51,7.397383770457017e-56,3.225267991019826e-73,6.4145432035105415e-71,3.2552912885899032e-93,1.6425847101080894e-141,6.723913576465806e-14
1.407422536668869e-18,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869621495645,0.22222222222154986,0.22222222221996743,0.22222222222220425,0.2222222222180049,8.222802924679173e-51,7.016562630573666e-40,1.1349013962287072e-83,1.0773562115151371e-106,1.0758266365266295e-12,7.779212857993569e-19,1.4134902822497835e-20,4.21736645730617e-12,2.2548342607500498e-12,1.7988640455476343e-14,1.8211802127946814e-34,3.87811312318125e-31,3.8781127799569156e-31,3.333210935879481e-50,2.367166168658177e-54,4.128276242591564e-71,5.1317641436916584e-70,1.6666232190375336e-90,6.727932958706057e-138,1.3447832828365118e-13
2.8148456698814247e-18,0.00048144307504249394,0.11111111111111112,0.0,0.0014168869544490665,0.22222222222087748,0.2222222222177126,0.22222222222218627,0.2222222222137875,1.6445713613841132e-50,1.4033189463936394e-39,5.810492344343798e-81,6.143027672036272e-103,2.151653713452136e-12,1.555842890050314e-18,2.826981143117987e-20,8.434734459717364e-12,4.5096694606928044e-12,3.597728176304906e-14,1.4569448758478816e-33,1.551245907542043e-30,1.5512456329625044e-30,5.244314641006372e-49,7.574937095619517e-53,5.284007896370827e-69,4.106212676495848e-69,8.532847443655008e-88,7.671262604904853e-134,2.6895671258653253e-13
