Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357),OCCO(227),SX(387),SX(190),SX(495)
5.5480300531621873e-08,0.0005485282325552088,0.1557,0.0,0.0002776375896659336,0.6417997811365789,0.20117127636287876,1.1883306618530176e-16,8.492280146248933e-16,4.089085969138893e-13,1.5645738923101896e-19,6.549441124618047e-13,5.13645418207788e-18,1.5478027653459902e-05,4.640261373549655e-14,4.073493240979811e-20,5.484027515267573e-18,0.0007287226372048876,1.1768141603924914e-16,9.720566776956458e-10,1.2260204166164436e-29,1.4023172976991977e-22,2.6721542486739598e-11,6.115549899092574e-18,7.897253752992171e-37,2.6697420043970264e-14,0.0005924793349747824,8.026330189326732e-26,2.5323586510539918e-15,-1.1034771914396696e-22,2.6330800932933276e-15,4.462391223759015e-14,8.263040209202832e-30,2.4770449813685204e-27,6.948649729699905e-18,4.32662811857466e-24,2.298764757138574e-16,1.624341568843711e-19,5.969304889774765e-19,2.097074729041645e-22,1.2878461534126931e-27,3.0165748476166715e-24,7.320448648910084e-27,-2.1783342163397566e-24,2.7020518924131987e-19,1.8631018028735853e-27,2.0670397990951185e-31,1.6870496076656497e-24,1.681455695662893e-29,2.4802157798512003e-22,5.517462726723944e-34
5.5824963564642813e-08,0.0005485282325552088,0.1557,0.0,0.00027714982797991784,0.6417979485977606,0.2011726075125662,1.2141036610575853e-16,8.748476468134629e-16,4.138097930549144e-13,1.6122389897058935e-19,6.654582366402897e-13,5.264900715097163e-18,1.545078180299927e-05,4.7132538472380803e-14,4.180620557380801e-20,5.6187875022519626e-18,0.000727391478856171,1.194434394503437e-16,9.803929662586955e-10,1.2444235886245279e-29,1.4390134796993013e-22,2.703000119269614e-11,6.186497904541084e-18,8.151566975458997e-37,2.7102341096618132e-14,0.0005943254922133842,8.256580229345165e-26,2.562211333148903e-15,2.249038466019619e-22,2.6911964439358675e-15,4.532206882701236e-14,8.567262304563647e-30,2.5785876324577565e-27,7.028652350819933e-18,5.8786925379016376e-24,2.335426545510352e-16,1.6382426051851936e-19,6.020517413158361e-19,2.150690712019362e-22,1.317273523205039e-27,3.3734137872010314e-24,7.61415894400885e-27,1.939546986547288e-23,2.750210840886838e-19,1.863102988431835e-27,2.104615300597919e-31,1.7303784741801424e-24,1.7185961009560382e-29,2.5092894604444337e-22,5.62286599450649e-34
5.6169626597663754e-08,0.0005485282325552088,0.1557,0.0,0.0002766655259380931,0.6417961290398593,0.20117392923753624,1.240261314745109e-16,9.010938114121341e-16,4.187448209743523e-13,1.661092142247502e-19,6.760768952240651e-13,5.395912527731754e-18,1.542372911759386e-05,4.7869298006576426e-14,4.289998610705662e-20,5.756164091509369e-18,0.0007260697451735346,1.212198369795686e-16,9.887783237377047e-10,1.2631212917174218e-29,1.4764779966341291e-22,2.7340443419808042e-11,6.2589923121663546e-18,8.41265480034438e-37,2.7510822305071708e-14,0.0005961585719255856,8.492161001970657e-26,2.5922578259519023e-15,-6.87010861769259e-23,2.7502191222854934e-15,4.602679835406987e-14,8.88269193402447e-30,2.6837607465189814e-27,7.110952894071796e-18,4.745506745932795e-24,2.372447697773324e-16,1.6522697638563026e-19,6.071993156636216e-19,2.1489191111897276e-22,1.3472281452486007e-27,2.9092155052412782e-24,7.91813268587574e-27,1.5000801792347431e-24,2.7993412555738107e-19,1.877025591457261e-27,2.147173817628444e-31,1.7745919732266063e-24,1.7567511261313178e-29,2.5385495180480007e-22,5.762856585127811e-34
5.6514289630684694e-08,0.0005485282325552088,0.1557,0.0,0.00027618465894289874,0.6417943223708245,0.20117524160455544,1.266806233306707e-16,9.279786183068061e-16,4.2371384639955034e-13,1.7111572214573162e-19,6.868006180550286e-13,5.529530721340991e-18,1.5396868224230513e-05,4.861291760950866e-14,4.401683628515757e-20,5.896197185786083e-18,0.000724757369390204,1.2301068526846463e-16,9.97213102210051e-10,1.2818821631704657e-29,1.5147238152690242e-22,2.7652878764837677e-11,6.3314791267747084e-18,8.680844288824182e-37,2.792287675910711e-14,0.0005979786668483561,8.733171248970007e-26,2.6224990457542055e-15,9.023512526890695e-24,2.8101566374472884e-15,4.673813143842143e-14,9.208021009919412e-30,2.7926791780201685e-27,7.192863051872631e-18,5.167756816304786e-24,2.409831401251754e-16,1.6663542396265889e-19,6.123794574116207e-19,2.181448663827963e-22,1.377712315954142e-27,3.2598047601726294e-24,8.232689668267886e-27,5.603001508985924e-24,2.8488204885913646e-19,1.889322955254763e-27,2.1696419875489168e-31,1.81970513917267e-24,1.7957059343364036e-29,2.567996841856132e-22,5.9092945366322225e-34
5.6858952663705634e-08,0.0005485282325552088,0.1557,0.0,0.00027570720257245825,0.6417925284992594,0.20117654467991664,1.293741562266459e-16,9.555143620465064e-16,4.2871703666148203e-13,1.762458494862321e-19,6.976299348475587e-13,5.665792628972441e-18,1.537019775972034e-05,4.9363422372944683e-14,4.515707400229664e-20,6.038926981080714e-18,0.0007234542852129786,1.2481602087154701e-16,1.0056976548088067e-09,1.300794037580243e-29,1.5537672233115454e-22,2.796731692780065e-11,6.4042144810844945e-18,8.956292031588177e-37,2.833851749175877e-14,0.0005997858690596136,8.979711158374728e-26,2.6529359188980083e-15,1.3491043965296913e-22,2.8710175365353445e-15,4.745609715770096e-14,9.542148583372849e-30,2.905456575511848e-27,7.274699297875065e-18,5.832075234602999e-24,2.4475792880954735e-16,1.6805174565068089e-19,6.175904915397768e-19,2.216964111272488e-22,1.408752943047566e-27,3.341176507200465e-24,8.558141671480725e-27,1.411319899145435e-23,2.8988361595970256e-19,1.9124055613077685e-27,2.2080443780492214e-31,1.865732042011547e-24,1.8349038453349404e-29,2.597632315426546e-22,6.034156455703895e-34
5.7203615696726574e-08,0.0005485282325552088,0.1557,0.0,0.00027523313257935645,0.6417907473344177,0.20117783852944243,1.321070107700319e-16,9.837135236931528e-16,4.337545606939126e-13,1.8150206297716223e-19,7.085653871797156e-13,5.804750418832665e-18,1.5343716370625257e-05,5.012083802469771e-14,4.6321023060520646e-20,6.184394245854109e-18,0.0007221604268187938,1.2663591542629707e-16,1.0142323356710818e-09,1.3199269044289648e-29,1.5936183336062712e-22,2.8283767699655384e-11,6.478020531613598e-18,9.239053739066334e-37,2.8757758064935024e-14,0.0006015802699829288,9.231882644771581e-26,2.6835693815676024e-15,-4.720503533541439e-23,2.9328104059877114e-15,4.818072410232093e-14,9.889186249025495e-30,3.0222134346332934e-27,7.358133456033835e-18,5.171952164634706e-24,2.4856924825255565e-16,1.69478622667933e-19,6.228304153547862e-19,2.225992193033069e-22,1.4403467728110869e-27,3.1179106446186537e-24,8.894823229827275e-27,2.901564874327779e-24,2.949633452694385e-19,1.9269157322867412e-27,2.246545205438875e-31,1.9126880897102378e-24,1.8752317805924955e-29,2.627456835248223e-22,6.180171157134956e-34
5.7548278729747514e-08,0.0005485282325552088,0.1557,0.0,0.00027476242488936177,0.6417889787861963,0.20117912321848883,1.3487951662325772e-16,1.0125887731722195e-15,4.3882658903403665e-13,1.8688687003511662e-19,7.19607514806823e-13,5.9464474440500504e-18,1.5317422713171008e-05,5.0885189992245005e-14,4.750918540214121e-20,6.332640656632353e-18,0.0007208757288513922,1.284703849089294e-16,1.0228175000588558e-09,1.339151516022357e-29,1.634290614230856e-22,2.860224097990308e-11,6.551910352502209e-18,9.529399568020267e-37,2.9180611897645e-14,0.0006033619603921943,9.489789164529754e-26,2.7144003799360206e-15,4.1836092292606704e-23,2.995543870865925e-15,4.891204262160679e-14,1.0246310973438676e-29,3.1430728369775373e-27,7.44185796656795e-18,5.656615170401078e-24,2.524173393704343e-16,1.7091207756881923e-19,6.2810296392305035e-19,2.259624622697329e-22,1.4725014545608616e-27,3.398138595208794e-24,9.24307509255933e-27,7.956237745113259e-24,3.0008494085036717e-19,1.932808748376216e-27,2.2743174878030246e-31,1.9605882214852474e-24,1.916169061117458e-29,2.6574713160689815e-22,6.329404929213524e-34
5.7892941762768454e-08,0.0005485282325552088,0.1557,0.0,0.000274295055600165,0.6417872227651338,0.20118039881194816,1.3769203183460118e-16,1.0421529715776692e-15,4.439332938236075e-13,1.9240281931586266e-19,7.307568526688499e-13,6.090918874406067e-18,1.529131545318326e-05,5.1656503197523964e-14,4.872189791848947e-20,6.483708259985169e-18,0.0007196001264180319,1.303194262079308e-16,1.0314535044086552e-09,1.35854435749506e-29,1.6757993950704167e-22,2.8922746776716848e-11,6.6262451343982685e-18,9.827492260110998e-37,2.960709212148356e-14,0.000605131030416262,9.753535689479758e-26,2.7454298704455015e-15,9.538403929094125e-23,3.0592265943050846e-15,4.9650082715585957e-14,1.0613326548879875e-29,3.268157542439195e-27,7.52551242333481e-18,6.0160871564581896e-24,2.5630238891521095e-16,1.7235418841706353e-19,6.334065575622997e-19,2.2893504442382776e-22,1.5052326986464392e-27,3.412446514107672e-24,9.603233177851843e-27,1.1923759857601316e-23,3.052667417652278e-19,1.950859815484959e-27,2.3128214076701527e-31,2.009446773473917e-24,1.9575450077708172e-29,2.687676675571466e-22,6.466809829311992e-34
5.8237604795789394e-08,0.0005485282325552088,0.1557,0.0,0.00027383100098015133,0.6417854791824037,0.20118166537425256,1.4054484188213426e-16,1.0724191731683617e-15,4.4907484880965933e-13,1.9805250078061488e-19,7.420139497408777e-13,6.2382138044314205e-18,1.5265393266028734e-05,5.243480334130316e-14,4.9959537475609456e-20,6.637639301144364e-18,0.0007183335550861786,1.321831082408372e-16,1.0401407062429727e-09,1.3781295996349927e-29,1.7181564704296683e-22,2.924529518707491e-11,6.7014487014880805e-18,1.01334367079345e-36,3.0037212507263886e-14,0.0006068875695435465,1.0023228900318692e-25,2.7766588199340645e-15,-2.9811459912619815e-23,3.1238672773886903e-15,5.0394873593888436e-14,1.0994419945537186e-29,3.3975972589786856e-27,7.61034998677663e-18,5.602097473560309e-24,2.602245303066928e-16,1.7380613374620752e-19,6.387404686963518e-19,2.304060935006206e-22,1.5385418268609294e-27,3.294705091798287e-24,9.975656346864746e-27,4.146225585825148e-24,3.105197151958992e-19,1.9667236743800735e-27,2.3505689116726985e-31,2.059279622790062e-24,2.0000715028700127e-29,2.718073839984555e-22,6.619399793251e-34
5.8582267828810334e-08,0.0005485282325552088,0.1557,0.0,0.0002733702374671676,0.641783747949811,0.20118292296937731,1.4343825779009479e-16,1.1034006280895077e-15,4.542514293450003e-13,2.0383854685767993e-19,7.53379358133865e-13,6.388377669287521e-18,1.5239654836538319e-05,5.322011615607845e-14,5.122258757863785e-20,6.7944768213286056e-18,0.0007170759508802415,1.3406147130104175e-16,1.048879464265771e-09,1.397823835743085e-29,1.7613757186075985e-22,2.9569896410089735e-11,6.7768125528806846e-18,1.044748199448644e-36,3.0470986926849036e-14,0.0006086316666265921,1.0298977107605369e-25,2.8080882053134623e-15,5.364237858466466e-23,3.189474659927014e-15,5.114644587775504e-14,1.1386143735370072e-29,3.531525037245831e-27,7.695785781738362e-18,6.073061756378072e-24,2.6418397922914776e-16,1.7526525822516508e-19,6.441072916247743e-19,2.337504156017638e-22,1.5724378443616955e-27,3.5283496335307575e-24,1.0360712323572139e-26,8.973797649788425e-24,3.158195099486567e-19,1.9783048118886762e-27,2.3813459865006553e-31,2.110102428950437e-24,2.0431374217926948e-29,2.748663751717299e-22,6.7749466738850806e-34
5.8926930861831274e-08,0.0005485282325552088,0.1557,0.0,0.0002729127416673092,0.641782028979787,0.20118417166084387,1.4637261969414e-16,1.1351107849132293e-15,4.594632123890487e-13,2.097636330413978e-19,7.64853628401903e-13,6.5414514185605455e-18,1.5214098858934416e-05,5.401246708380446e-14,5.251140776762788e-20,6.954264478124156e-18,0.0007158272502783231,1.3595453382285502e-16,1.0576701384163817e-09,1.4176915131273687e-29,1.805472412707366e-22,2.989656075001638e-11,6.852694227584114e-18,1.0769805947885966e-36,3.0908429121286604e-14,0.0006103634098866119,1.058089025391578e-25,2.8397190134599886e-15,7.829776012999549e-23,3.2560575215797756e-15,5.1904830724081105e-14,1.1788838897340586e-29,3.670074703351419e-27,7.78123846799962e-18,6.314280949915479e-24,2.681809438738499e-16,1.7673339074773669e-19,6.495056812373533e-19,2.3652502736692145e-22,1.606934441319917e-27,3.521646908809158e-24,1.0758767914725689e-26,1.1119089615454204e-23,3.211822620924522e-19,1.997446666498808e-27,2.4202253378378794e-31,2.161930476879474e-24,2.0867654431716354e-29,2.779447360418365e-22,6.922697279916267e-34
5.961625692787316e-08,0.0005485282325552088,0.1557,0.0,0.0002720074604653223,0.6417786274802778,0.20118664258463956,1.5236541198458428e-16,1.2007720056030254e-15,4.699931018827216e-13,2.2204184573914743e-19,7.881310055774859e-13,6.8565347162142885e-18,1.5163529082864221e-05,5.5618387440242156e-14,5.51680609660683e-20,7.282867110553937e-18,0.0007133563080481154,1.3978495698837015e-16,1.0754086808571045e-09,1.4579128302315245e-29,1.8963514737690786e-22,3.055612046648983e-11,7.006244615948663e-18,1.1439931937585173e-36,3.179437392693349e-14,0.0006137901846926759,1.1163659843341765e-25,2.9035888964131312e-15,3.798471486043592e-23,3.3921849989286008e-15,5.344216060145622e-14,1.263517344263007e-29,3.9616027992187e-27,7.954196688336025e-18,6.3983416463830926e-24,2.762880966511605e-16,1.796965874581657e-19,6.603983871691647e-19,2.4143675747355664e-22,1.6777573132429462e-27,3.5904878030194435e-24,1.1595431459034277e-26,8.825381737773733e-24,3.3209611460318643e-19,2.0297819108929653e-27,2.4926566678428e-31,2.2686676124237326e-24,2.1768470131376962e-29,2.8415995108456218e-22,7.240542878546134e-34
6.023665038731086e-08,0.0005485282325552088,0.1557,0.0,0.00027120365167679567,0.6417756072028898,0.2011888365936172,1.5790213597851586e-16,1.2624983308904037e-15,4.795922032074597e-13,2.3359549510186397e-19,8.094585995534999e-13,7.150541709293007e-18,1.5118627360308968e-05,5.708804592942465e-14,5.765149782877258e-20,7.589146776233226e-18,0.0007111622822904893,1.4328303303524358e-16,1.0915545584555267e-09,1.4946375465492992e-29,1.9812841469704287e-22,3.1156885447170114e-11,7.146054720436617e-18,1.2073212668950532e-36,3.260441085770355e-14,0.0006168329042109923,1.1710375055139902e-25,2.961770764370757e-15,6.880627320292943e-23,3.518124762136814e-15,5.4849365914946805e-14,1.3442568415807942e-29,4.2412222840935544e-27,8.112460541936677e-18,6.764703105370467e-24,2.8371463327930837e-16,1.8239328031351232e-19,6.703134378819457e-19,2.4649470016268284e-22,1.743619565488027e-27,3.737734179392253e-24,1.239684645143915e-26,1.0421705847598739e-23,3.421241486212158e-19,2.057282422901112e-27,2.5588226312189875e-31,2.368332492354979e-24,2.2604871822078246e-29,2.8982086074770952e-22,7.5396216087246305e-34
6.085704384674855e-08,0.0005485282325552088,0.1557,0.0,0.0002704100740192327,0.6417726253225308,0.20119100272223145,1.6357645383162424e-16,1.3268041337959062e-15,4.893081863178868e-13,2.45643270935074e-19,8.311477117641764e-13,7.454725155108316e-18,1.5074296896789526e-05,5.858091152556262e-14,6.02251128290748e-20,7.90568719067334e-18,0.0007089961367150027,1.4682940932756142e-16,1.1078742995729502e-09,1.5319286154786354e-29,2.069284627433131e-22,3.1764499685292624e-11,7.287609621373404e-18,1.273631695501785e-36,3.3426554544578815e-14,0.0006198369409763887,1.2278854118573274e-25,3.0206210519730563e-15,-8.473147021904088e-23,3.647363451056831e-15,5.6279130353121966e-14,1.4291604361852407e-29,4.538099069069137e-27,8.27147324103829e-18,6.4060788878529135e-24,2.912656789729567e-16,1.8512008288798068e-19,6.803342668085324e-19,2.497927607943724e-22,1.8115689783178975e-27,3.185170812078609e-24,1.324666534124952e-26,3.393971868358235e-24,3.5236226605400273e-19,2.0663080204868308e-27,2.6470510700647397e-31,2.4715109079695274e-24,2.3462162495031018e-29,2.955460495607226e-22,7.820601438444438e-34
6.147743730618625e-08,0.0005485282325552088,0.1557,0.0,0.0002696265969850812,0.6417696813505769,0.20119314132495475,1.6939028731241359e-16,1.3937753508013712e-15,4.99142141541626e-13,2.582024142224201e-19,8.532017122837917e-13,7.769361057749584e-18,1.5030530407953236e-05,6.009713649682474e-14,6.289159567969169e-20,8.232762744966729e-18,0.0007068575168470309,1.5042428924985992e-16,1.1243700503752326e-09,1.569678371312118e-29,2.1604353411443413e-22,3.237902687669287e-11,7.43098696512235e-18,1.3430280961861402e-36,3.426089095026246e-14,0.0006228027872531878,1.286980221046628e-25,3.0801458800398798e-15,-6.747834915232539e-23,3.779953730298095e-15,5.773163846198527e-14,1.5193521937517693e-29,4.853156457633057e-27,8.43325842927276e-18,6.694391283346974e-24,2.989422674086691e-16,1.878753535920408e-19,6.904640263132128e-19,2.550153481113038e-22,1.8816388852285265e-27,3.672890989752319e-24,1.4147419551062888e-26,2.9113168706940057e-24,3.6279580064678595e-19,2.0755216798339042e-27,2.7010413173488303e-31,2.5783019759147835e-24,2.4358204090015642e-29,3.0133610679458775e-22,8.154302849749196e-34
6.209783076562395e-08,0.0005485282325552088,0.1557,0.0,0.0002688530917386302,0.6417667748046353,0.20119525275174802,1.7534556750733603e-16,1.463500206222039e-15,5.090951762175697e-13,2.712906687433867e-19,8.756240237421419e-13,8.094744063069142e-18,1.4987320702789297e-05,6.163687456873524e-14,6.565362586515243e-20,8.570653784617265e-18,0.0007047460727234517,1.540678861940778e-16,1.1410439717358912e-09,1.6078971389939407e-29,2.2548293236705815e-22,3.300053175744187e-11,7.575667236050687e-18,1.4156491902470826e-36,3.510750801479415e-14,0.0006257309290290246,1.3483944144515384e-25,3.1403514750442606e-15,1.7770972485334754e-22,3.91594870225533e-15,5.920708025962975e-14,1.614472075384659e-29,5.187364157698758e-27,8.597884943874712e-18,7.953620748760248e-24,3.0674554309281006e-16,1.9065885592978005e-19,7.00704497202044e-19,2.6229069013904693e-22,1.9538771060167126e-27,4.5003821099471726e-24,1.51017687217333e-26,1.5567951868108788e-23,3.734211066007585e-19,2.105020016980975e-27,2.750760253312833e-31,2.688807415397199e-24,2.5278344406390147e-29,3.071916318500491e-22,8.504567606298224e-34
6.271822422506164e-08,0.0005485282325552088,0.1557,0.0,0.0002680894310943568,0.6417639052084628,0.2011973373481181,1.8144418174554645e-16,1.536069262852436e-15,5.19168414744818e-13,2.8492629384092652e-19,8.984181136773716e-13,8.431179633087047e-18,1.4944660682432917e-05,6.320028035408104e-14,6.851380729681337e-20,8.919646918316558e-18,0.0007026614588351002,1.5776047957969623e-16,1.1578982397736525e-09,1.6467580493497627e-29,2.352564857070714e-22,3.3629080112253356e-11,7.722158453804772e-18,1.4916367726873171e-36,3.596649526899101e-14,0.0006286218460952082,1.412202485209784e-25,3.201244169059526e-15,9.425699332401676e-24,4.05540191454858e-15,6.070565205981942e-14,1.714003321456596e-29,5.541741767906602e-27,8.762463840098021e-18,7.592937732775687e-24,3.1467682202843315e-16,1.934748718274395e-19,7.110535252815272e-19,2.6548006837897454e-22,2.0283762124351594e-27,3.602383732682881e-24,1.6112512183578638e-26,9.349014612346926e-24,3.842746190946325e-19,2.1441038793931683e-27,2.8543356341998707e-31,2.803132412441552e-24,2.621246281237151e-29,3.131132355154372e-22,8.799420657345022e-34
6.333861768449934e-08,0.0005485282325552088,0.1557,0.0,0.0002673354894956025,0.6417610720918877,0.20119939545517473,1.8768800903509479e-16,1.6115754742009124e-15,5.293629986365279e-13,2.9912808029664124e-19,9.21587501001277e-13,8.778987554271294e-18,1.4902543338981143e-05,6.478750974343778e-14,7.147504193157485e-20,9.280035339241939e-18,0.0007006033340699687,1.6150236249275802e-16,1.174935046293186e-09,1.6861104561094875e-29,2.4537276591575352e-22,3.426473877024697e-11,7.870857444875072e-18,1.571093227921413e-36,3.6837944139123624e-14,0.000631476012126031,1.4784809879352012e-25,3.2628303997661703e-15,-1.1973253810202442e-22,4.198367368225044e-15,6.222754750739189e-14,1.8197086015324675e-29,5.917354360077075e-27,8.929126892974465e-18,7.302740616259593e-24,3.2273720301345976e-16,1.9632138437009964e-19,7.215146765982675e-19,2.6952710530654113e-22,2.1051726957025707e-27,3.7258877239532894e-24,1.7182570014183241e-26,1.0880152411668988e-24,3.9533932789443553e-19,2.1668754900702226e-27,2.9226880619780887e-31,2.9213852850100093e-24,2.719302212991469e-29,3.1910153838526255e-22,9.149660925871471e-34
6.395901114393703e-08,0.0005485282325552088,0.1557,0.0,0.00026659114299360507,0.6417582749907327,0.20120142740968666,1.9407903687038382e-16,1.6901142383774496e-15,5.396800865802371e-13,3.139153638282155e-19,9.451357423196968e-13,9.138480789511891e-18,1.4860961754298097e-05,6.639871892099679e-14,7.454028530315586e-20,9.652118838145981e-18,0.0006985713616571198,1.652937373173868e-16,1.1921565993559428e-09,1.7258623334826712e-29,2.558413835720098e-22,3.49075756239473e-11,8.020757368306127e-18,1.6541665191046483e-36,3.7721947265629705e-14,0.0006342938947570641,1.5473085988032983e-25,3.325116710666853e-15,2.642089779455726e-22,4.344899521825089e-15,6.377296261202437e-14,1.9314730629335527e-29,6.315311065900233e-27,9.09993429142432e-18,9.122661214971771e-24,3.309277749768219e-16,1.9919553075880532e-19,7.320921026534668e-19,2.7840494983402667e-22,2.1843037979125547e-27,5.227216483182156e-24,1.8314974942678463e-26,1.9546587606179074e-23,4.0658836152763317e-19,2.2073551852676183e-27,2.9557185039822804e-31,3.0436749599512263e-24,2.820609905964678e-29,3.251571705745765e-22,9.557259416916346e-34
6.457940460337473e-08,0.0005485282325552088,0.1557,0.0,0.0002658562692267056,0.6417555134467371,0.2012034335441368,2.0061918682780567e-16,1.7717834514859285e-15,5.50120854503077e-13,3.293080364233323e-19,9.690664352450802e-13,9.509975694861359e-18,1.4819909098851718e-05,6.803406454040306e-14,7.771223871692999e-20,1.003620350743476e-17,0.0006965652091113347,1.6913490379429282e-16,1.209565123730874e-09,1.7663210800813476e-29,2.6667343835682355e-22,3.555765962545537e-11,8.172276018389565e-18,1.741038326621772e-36,3.861859865580435e-14,0.0006370759556624251,1.6187661820156714e-25,3.388109751317018e-15,8.426938019515935e-23,4.4950532981682434e-15,6.534210332497391e-14,2.0478596842048532e-29,6.736780024216977e-27,9.270766877299677e-18,8.784805539349843e-24,3.392499577598711e-16,2.0210401751650412e-19,7.427814773828072e-19,2.814656300941533e-22,2.2658816216156182e-27,3.887232603891448e-24,1.951292740355e-26,1.4606156319026384e-23,4.180784239882785e-19,2.2587910280105538e-27,3.076367276896816e-31,3.1701141976390477e-24,2.922135388039315e-29,3.3128077394013223e-22,9.869805487726768e-34
6.519979806281243e-08,0.0005485282325552088,0.1557,0.0,0.0002651307473998251,0.6417527870074816,0.20120541418677682,2.073103172212688e-16,1.85668356278013e-15,5.60686495641959e-13,3.453265645090997e-19,9.933832411514206e-13,9.893820011994932e-18,1.4779378630584778e-05,6.969370522352314e-14,8.099398320292674e-20,1.0432602302295546e-17,0.0006945845481784798,1.7302622710548574e-16,1.227162861219535e-09,1.8073393549596052e-29,2.7787801816139794e-22,3.621506076467577e-11,8.326558938494423e-18,1.8318089104669747e-36,3.9527994791187955e-14,0.0006398226506310501,1.6929368308096786e-25,3.451816277634837e-15,-3.307694202741824e-22,4.648884092353031e-15,6.693517362133994e-14,2.1713691378801076e-29,7.182984165564131e-27,9.442324524239578e-18,7.357060884740053e-24,3.477049823899744e-16,2.0504592926690516e-19,7.535854754241164e-19,2.830103993866612e-22,2.3499454754259557e-27,3.1776108666910936e-24,2.0779777335887918e-26,-8.226145744746873e-24,4.2980334060004246e-19,2.2608512580327884e-27,3.1722109483263584e-31,3.3008204266463102e-24,3.029159548022237e-29,3.374730008498337e-22,1.0222817807538612e-33
6.582019152225012e-08,0.0005485282325552088,0.1557,0.0,0.00026441445826433304,0.641750095226314,0.2012073696616816,2.1415452435999009e-16,1.944917632673111e-15,5.71378220618503e-13,3.6199200645250403e-19,1.0180898643892113e-12,1.029035465668264e-17,1.4739363693777435e-05,7.1377800086262e-14,8.43888558680173e-20,1.0841635696781937e-17,0.0006926290547815489,1.769678445735687e-16,1.2449520712528344e-09,1.8486030092893718e-29,2.8946461186820795e-22,3.6879850099613526e-11,8.481967967980763e-18,1.9266154706530408e-36,4.0450233593001096e-14,0.0006425344296419829,1.769905913248073e-25,3.5162431517999904e-15,3.3591310718807534e-22,4.8064477770117194e-15,6.855237520870438e-14,2.3025899630979886e-29,7.65518501721028e-27,9.619476386166093e-18,1.0277313103156176e-23,3.5629383347677025e-16,2.0801330789950564e-19,7.645128440892558e-19,2.95059741950486e-22,2.4365150087488656e-27,6.2199237287941215e-24,2.2118959014542157e-26,2.134069534019487e-23,4.41691844903791e-19,2.2924767118695366e-27,3.1643564211780584e-31,3.435909464484658e-24,3.141417767668929e-29,3.43734512285904e-22,1.0717946635496851e-33
6.644058498168782e-08,0.0005485282325552088,0.1557,0.0,0.00026370728409807445,0.6417474376622748,0.2012093002888018,2.2115382114061806e-16,2.0365913889852913e-15,5.821972575190135e-13,3.793260202553281e-19,1.0431900368352846e-12,1.0699901175441697e-17,1.4699857717914884e-05,7.308650763266326e-14,8.789961555985402e-20,1.126363059197063e-17,0.0006906984089674053,1.8096002426260296e-16,1.2629350314435468e-09,1.8906371090741068e-29,3.014460162020841e-22,3.7552099773275325e-11,8.638311405033885e-18,2.0257094402028752e-36,4.138541365175015e-14,0.0006452117369386987,1.8497611779510046e-25,3.581397342404605e-15,3.6704586012273453e-22,4.967800709461706e-15,7.019392346446471e-14,2.438237245372806e-29,8.154713217159592e-27,9.79759067195613e-18,1.0899838703582701e-23,3.6501798644125955e-16,2.1101618026519907e-19,7.755562489917615e-19,2.999577495870749e-22,2.5257315806206725e-27,4.832796824705661e-24,2.3534105385654442e-26,3.0279632366608107e-23,4.538273629979196e-19,2.3904554154670914e-27,3.290597028450554e-31,3.57550091418487e-24,3.2513310633474467e-29,3.5006598087053744e-22,1.1066694998432194e-33
6.706097844112551e-08,0.0005485282325552088,0.1557,0.0,0.00026300910868558687,0.6417448138800247,0.20121120638401688,2.2830991310391436e-16,2.131813284456302e-15,5.931448519789737e-13,3.9735088157253364e-19,1.0686875726434416e-12,1.112284658116089e-17,1.4660854216598776e-05,7.48199894342364e-14,9.152939045868564e-20,1.1698920631452336e-17,0.0006887922948542218,1.8500334408780253e-16,1.2811140376924018e-09,1.933458809756486e-29,3.1383237969873496e-22,3.823188295480936e-11,8.798392190205392e-18,2.1292039166139416e-36,4.2333636906859284e-14,0.0006478550111024719,1.932592805137368e-25,3.647285925221408e-15,-7.136008046142704e-22,5.132999742243542e-15,7.186003606036984e-14,2.581779164487181e-29,8.682981717569446e-27,9.973779828568602e-18,6.851576684262653e-24,3.7387894754226615e-16,2.1405905189181475e-19,7.867136331105325e-19,2.951958713254239e-22,2.6176474365060173e-27,1.628469596732655e-24,2.5029096661224246e-26,-2.380464455835019e-23,4.662531471811327e-19,2.3752372686694466e-27,3.4602093295497223e-31,3.719724620147335e-24,3.3668591359954867e-29,3.5646809120866134e-22,1.1369286431150268e-33
