Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357),OCCO(227),SX(387),SX(190),SX(495)
5.190789340668769e-10,0.0005485282325552088,0.1557,0.0,0.00098014924994913,0.642346298448279,0.20134749531597596,-1.284830717236867e-22,1.0348579112212619e-23,7.406217703583452e-17,8.87045353656314e-28,2.5455617284442422e-17,2.227014259723881e-23,5.592621208983631e-05,1.760291533820662e-18,-2.356375136683846e-24,8.90663042424528e-24,0.0005525046773958322,9.612853784256433e-22,6.625946022427917e-12,-4.718214971389172e-32,-1.533545442474531e-27,5.310082544688617e-15,4.9759496393825245e-21,-6.5022457299455075e-43,1.2483103789790613e-18,2.5738442359432125e-05,4.507791514143375e-34,1.2986233757888122e-19,3.821226569064588e-24,1.0417653921647731e-21,1.758634825141953e-18,-2.3308674731768566e-36,2.5443518067236136e-37,8.39529445937823e-22,-1.9131763851874967e-27,1.335445687123562e-21,1.1228858700990311e-21,4.004435479034268e-21,-2.7609679597609983e-22,1.7479514612758984e-30,-1.4859625582386994e-24,9.623813794404845e-37,2.1171362205247215e-25,1.5198565490514836e-24,1.6616825193846672e-34,1.18957866089234e-36,3.9085893299662656e-33,1.5884037115667318e-35,2.53165908498999e-27,8.940077758894276e-42
5.216901256738125e-10,0.0005485282325552088,0.1557,0.0,0.000978236316698639,0.6423462496827695,0.20134557693148583,-1.3164311110894106e-22,-9.222165341469882e-24,7.495560513675066e-17,1.0596792797667144e-27,2.581425386983289e-17,2.1317636689731517e-23,5.5817778643380815e-05,1.7851654685204985e-18,7.153432197983298e-24,-1.0411956505984277e-23,0.000554423061834235,5.082064401119637e-22,6.677652561544142e-12,5.480608642363571e-32,3.6348544473571085e-28,5.3740404983667494e-15,6.6665731066275496e-21,-3.518406664779725e-41,1.2658838569714138e-18,2.584142456622972e-05,5.3682640187146345e-34,1.3186483337743823e-19,-5.477499548743869e-24,1.058806722745714e-21,1.7830547233604218e-18,3.5172896705716503e-37,3.2788603832120554e-37,7.81028257022489e-22,1.489832265526876e-27,1.353986891625052e-21,1.130115522453198e-21,4.037301580442984e-21,1.9085184573767825e-22,5.309019647808005e-31,2.6724267102337605e-24,1.2350830518501083e-36,-2.7717222357670464e-24,9.821139696447772e-25,1.6793380669004208e-34,1.2062326498311863e-36,4.0388453417752205e-33,1.6902577048069178e-36,2.5854618585184912e-27,9.134008403774318e-42
5.24301317280748e-10,0.0005485282325552088,0.1557,0.0,0.0009763298893445536,0.6423462009411065,0.20134366521001124,-4.702462201417328e-23,-1.7607452055212747e-23,7.585423800807168e-17,1.1850235795149342e-28,2.5870084688674665e-17,1.5241342801334164e-23,5.570970712848454e-05,1.7893751769392814e-18,4.620069630683684e-25,-1.8827283707854136e-23,0.000556334783256945,-9.006756121500739e-23,6.72943928991297e-12,8.737187814369905e-32,2.9519245413137746e-27,5.4387160191862695e-15,3.504176771344651e-21,1.1327771715148379e-41,1.2685652047110609e-18,2.5944201960614113e-05,2.2524829738332577e-34,1.3388611374024818e-19,-9.682150882291194e-24,1.077023022223303e-21,1.784721997907362e-18,4.516059664891762e-36,-8.700349227816213e-38,2.7536619826581278e-21,5.050012018792126e-27,1.3720821790019978e-21,1.1362504094315393e-21,4.071166583422215e-21,7.210598729521519e-22,-4.843523566300459e-30,3.3061173572087522e-24,-3.3473402564805416e-37,-3.0932236530447925e-25,-1.5660951957887092e-24,1.694629388691911e-34,1.2250615996221469e-36,4.1961447917934856e-33,-3.7297089106516963e-35,2.6400703381927927e-27,9.317414251156621e-42
5.269125088876835e-10,0.0005485282325552088,0.1557,0.0,0.0009744299455438778,0.6423461522232158,0.2013417601286652,4.0288740324832047e-23,-7.751423723569228e-24,7.675806638030278e-17,-2.2065369752100873e-28,2.5774223024054667e-17,1.2219786032595844e-23,5.5601996308375067e-05,1.7831966547278505e-18,-1.528108478864364e-24,-9.121182159059798e-24,0.0005582398645509566,5.921127344436308e-22,6.7813043358769814e-12,-6.115173993814144e-33,2.0518729481963463e-27,5.5039293260159286e-15,5.6915160381573755e-21,5.504474794358872e-42,1.2637862929165348e-18,2.604677523538754e-05,7.582528283820326e-35,1.3592566910743876e-19,1.1771208619488282e-24,1.0956662402716367e-21,1.7776377004587834e-18,3.265948052422548e-36,-1.9740433010015995e-37,4.380272034685481e-21,-2.6173813643083837e-28,1.4089499200265323e-21,1.14792443847153e-21,4.100307587810077e-21,-3.461482565175265e-23,-4.989548121332461e-30,-4.433570267944448e-25,-7.492062338342832e-37,1.034709323243213e-24,6.996152486022879e-25,1.7107476433530336e-34,1.248299977723457e-36,4.279567942691272e-33,2.832021807764332e-37,2.6954971285101194e-27,9.517753544956966e-42
5.29523700494619e-10,0.0005485282325552088,0.1557,0.0,0.0009725364630308994,0.6423461035290231,0.20133986166464002,5.301614950244125e-23,2.7359118878947198e-24,7.766708173193002e-17,3.486590319593546e-28,2.5825269751429232e-17,1.1619378415968083e-23,5.549464495059954e-05,1.787040287242681e-18,9.393115574948864e-25,1.3839603688656345e-24,0.0005601383285240748,6.239227619786325e-22,6.8332449836294306e-12,1.8802384474243648e-33,-1.628045061033805e-28,5.56935364581745e-15,5.644011592324076e-21,-1.0814236520562027e-41,1.2662319833269564e-18,2.6149145080973216e-05,2.4749368340280783e-34,1.3798262854880467e-19,-3.2869291853486664e-26,1.1136027691390944e-21,1.781943638430089e-18,-2.8381903570818453e-37,7.380105539302005e-38,3.9117231315770636e-21,-4.824397980459673e-28,1.4664088339776068e-21,1.1577158471656978e-21,4.131144101077275e-21,-6.795714728533174e-23,-2.042813201996257e-30,4.5099519743477884e-26,2.7836888600522544e-37,-1.037636777032657e-24,2.3375664180062707e-24,1.729491186473849e-34,1.2854744311455295e-36,4.3940876425440484e-33,9.939409543523758e-36,2.751751349500705e-27,9.766147866002986e-42
5.321348921015546e-10,0.0005485282325552088,0.1557,0.0,0.0009706494196169195,0.6423460548584542,0.20133796979520685,3.55289903104586e-22,6.651330096108057e-23,7.858127272472316e-17,-3.0651371899157903e-27,2.6794350739919228e-17,-1.2011853779535685e-23,5.5387651827006965e-05,1.8534386257221235e-18,-1.0979001102346149e-23,6.360962958984667e-23,0.0005620301979053061,-2.266861709977186e-21,6.885255676222345e-12,1.4582989770121796e-31,-4.677872014878152e-27,5.634117903864819e-15,1.1975196751942955e-20,1.4397616589200695e-40,1.313819719242584e-18,2.6251312185423488e-05,-9.051459130139488e-34,1.4005719827440104e-19,-2.826148817589491e-23,1.131215466910177e-21,1.8407991588040623e-18,-5.096058752191206e-36,-1.1554543910577503e-36,8.875791467308465e-21,1.7774499396413825e-26,1.5800866686159481e-21,1.1560132327186668e-21,4.171951667648917e-21,2.5536880153964796e-21,-1.6673556416638147e-29,6.1097867997994064e-24,-4.351171859979292e-36,2.5868783788090982e-24,-6.0977554393733305e-24,1.74265694728972e-34,1.370742984637652e-36,4.6863731603349634e-33,-1.5674372062401352e-34,2.8088369542502094e-27,1.0075367798287057e-41
5.347460837084901e-10,0.0005485282325552088,0.1557,0.0,0.000968768793189975,0.6423460062114359,0.2013360844977157,7.545293516436824e-22,1.3002584386421996e-22,7.95006271195597e-17,-1.0179241135941218e-26,2.7906118310035414e-17,-2.8635294805696554e-23,5.528101571375058e-05,1.9295590055410465e-18,-2.3783566247617524e-24,1.2340724460902814e-22,0.0005639154953445737,-2.454254225844234e-22,6.937340080568878e-12,3.6355982543935734e-34,-6.678520212213762e-27,5.699106631577821e-15,5.693577653942025e-21,1.1423022783683305e-41,1.3684222549305733e-18,2.6353277234428116e-05,-3.388254666954625e-33,1.4214979653377033e-19,-6.11736106118585e-25,1.1493575026294818e-21,1.913634821261288e-18,-5.77302205295171e-36,-3.509429829251068e-36,1.448701980357736e-20,1.2627349766720657e-27,1.7602502397693972e-21,1.1725138739604382e-21,4.197085250363488e-21,1.5895164890361662e-22,-1.831293700264226e-29,5.153552429429006e-25,-1.3226036029731524e-35,2.6668591874215076e-24,-4.723687740323469e-25,1.755322112487594e-34,1.4984128712359064e-36,4.675437357704095e-33,-1.780322890227918e-35,2.8667572742013595e-27,1.0545519943076573e-41
5.373572753154256e-10,0.0005485282325552088,0.1557,0.0,0.0009668945617145751,0.642345957587894,0.20133420574959468,8.572367971764108e-22,1.511166548021626e-22,8.042513324395568e-17,-1.624197705336275e-26,2.848121356397508e-17,-3.247275839856111e-23,5.517473539125885e-05,1.9691533267121844e-18,2.1547335707659234e-24,1.3953640900501065e-22,0.0005657942434134282,4.5025510130554625e-22,6.989501267975432e-12,-1.3508656231271e-32,-3.425947996978111e-27,5.76505899421239e-15,5.932514801239773e-21,-3.4500548717505026e-41,1.3966331739181932e-18,2.645504091132243e-05,-5.705828416991234e-33,1.442607247766451e-19,6.5339105201630915e-24,1.1684453537782299e-21,1.955357305715103e-18,-1.5720194973148972e-36,-5.127618579655795e-36,1.2967366198193986e-20,-4.6802638646010484e-27,1.9656114176062214e-21,1.187048050019485e-21,4.224000922037437e-21,-6.254850791660612e-22,-8.071429912129964e-30,-1.5007774024049162e-24,-1.932913526556175e-35,-1.8119550368645103e-24,6.056488555305735e-24,1.7764193844941524e-34,1.6505985122948595e-36,4.7410249532099286e-33,4.898186867429395e-35,2.925518708523514e-27,1.1205927535700978e-41
5.397073477616676e-10,0.0005485282325552088,0.1557,0.0,0.0009652132029193668,0.6423459138467184,0.20133252045740477,8.333973285968e-22,1.4782833973908e-22,8.126158526306684e-17,-1.8065941789021946e-26,2.8579301371041027e-17,-3.5176250737586325e-23,5.507938629757122e-05,1.9762197706624306e-18,-1.816056347258396e-24,1.3165097431732046e-22,0.000567479535556285,-1.150348910394688e-21,7.036510992435689e-12,3.172573240626514e-32,-4.945316166465351e-28,5.8252013034991186e-15,5.839892031288132e-21,5.392596681437786e-41,1.4013944480521956e-18,2.6546456610258765e-05,-6.747160118317259e-33,1.4617601260210865e-19,-1.1868724539499537e-23,1.1858818949188179e-21,1.964063662960947e-18,4.946898498432388e-37,-5.223971730850591e-36,9.525064096979537e-21,7.309268778411092e-27,2.128933193186407e-21,1.188518188366813e-21,4.25831224795479e-21,1.0115422076772153e-21,-4.515141592126715e-30,2.1312478035921752e-24,-1.9694499504497298e-35,-1.2683655430283812e-25,1.185625246905247e-24,1.8002285814114602e-34,1.8119081440491383e-36,4.972522288353006e-33,-6.012976254693032e-35,2.9791298366772217e-27,1.1911422005143711e-41
5.420574202079096e-10,0.0005485282325552088,0.1557,0.0,0.0009635369902912021,0.6423458701244461,0.20133084043563987,2.636443678516398e-22,9.119908435919313e-23,8.210219385694927e-17,-1.36243165424342e-26,2.9296857955306394e-17,8.818228105892253e-24,5.498432352690895e-05,2.025647911972137e-18,9.143375957198762e-24,7.255562708205445e-23,0.0005691595572741363,4.082564853139093e-21,7.083575217081388e-12,-2.9537822013254696e-31,2.368196619540142e-27,5.884946986048261e-15,9.053566741369319e-21,-2.104968898062571e-40,1.4366155373905284e-18,2.6637710244238252e-05,-5.674435220045929e-33,1.4810606111267679e-19,4.667893630335702e-23,1.2037543027414008e-21,2.02990643459517e-18,2.6174434190286303e-36,-3.439446910793334e-36,-2.3656734446878042e-21,-2.360687354924308e-26,2.089303154150918e-21,1.2038405082655846e-21,4.28070040644686e-21,-3.6874868999986e-21,2.395466427780769e-29,-7.676597558412442e-24,-1.2956246709692876e-35,9.476504569556353e-24,-8.896806349028644e-25,1.8395560687769524e-34,1.879178726936633e-36,4.879522931475242e-33,1.590842200183591e-34,3.033434658526231e-27,1.2520947428635166e-41
5.444170260702845e-10,0.0005485282325552088,0.1557,0.0,0.000961859139357929,0.6423458262437729,0.20132915888474298,-4.1157320626073485e-22,3.8427538618028575e-23,8.295038618338705e-17,-7.13748186232249e-27,3.029671509987202e-17,3.821072110122871e-23,5.4889162300913895e-05,2.0943511630293865e-18,2.3516729802813684e-24,1.9372539127650107e-23,0.0005708411081238879,1.1793150133042943e-21,7.130886574313699e-12,-5.4956615596149316e-33,3.710444523327858e-27,5.944929314501622e-15,5.91268827899965e-21,-5.771916687110118e-43,1.4857166038702485e-18,2.6729171506584285e-05,-3.7568189983734145e-33,1.5005875067054702e-19,-5.467827862080164e-26,1.2222434981509312e-21,2.1055774892901798e-18,3.578964480686324e-36,-1.3174948806564199e-36,-1.2781982149530011e-20,-1.1058858221213583e-27,1.87547827299709e-21,1.2097574012652284e-21,4.311395531261779e-21,-1.3046289225306485e-22,2.4808019238965488e-29,-1.371623804440268e-24,-4.942541059912284e-36,-2.3654693766238063e-25,1.8868817222015956e-24,1.8809086611623401e-34,1.789979730392078e-36,5.146656357338529e-33,2.130446457229703e-35,3.088663607117929e-27,1.2781348431641976e-41
5.467766319326593e-10,0.0005485282325552088,0.1557,0.0,0.0009601864443432169,0.6423457823820498,0.20132748261425235,-6.066154062282091e-22,2.50497678714131e-23,8.380275256909902e-17,-3.51085806341987e-27,3.08773105585554e-17,4.836642546098369e-23,5.479428795007507e-05,2.1343669513019665e-18,-1.6190585256065685e-24,6.1967336108822215e-24,0.0005725173785673013,1.0017013991609082e-21,7.178257730495601e-12,8.371788621889643e-33,2.1819380237192422e-27,6.00567693208843e-15,6.0856877017276296e-21,6.826233799904723e-42,1.5142004965517724e-18,2.6820470381500522e-05,-2.6362261942142813e-33,1.5202619176711657e-19,-1.7469544009081285e-24,1.241136924629012e-21,2.1448556918978576e-18,9.135397619867637e-36,4.071979814171564e-37,-1.224187734614005e-20,1.854863020662865e-27,1.65272334226532e-21,1.214591289685323e-21,4.3430570677040304e-21,2.411937240551868e-22,1.3382415804187916e-29,1.2822939515341156e-24,1.5692850568371823e-36,-9.009446579367836e-25,-2.397880013100356e-25,1.9080315728669525e-34,1.589524565762361e-36,5.317971696608061e-33,-1.9378140403018732e-35,3.1446025353311855e-27,1.2578843538321062e-41
5.491362377950342e-10,0.0005485282325552088,0.1557,0.0,0.0009585188892470075,0.6423457385392228,0.2013258116077788,-5.036861268892562e-22,3.5850000437299803e-23,8.465928498374e-17,-3.343285494521374e-27,3.098372123182804e-17,4.402939566836414e-23,5.469969958901919e-05,2.1419759960892687e-18,5.144322802069606e-25,1.668390139350407e-23,0.0005741883849933224,1.4974774437679205e-21,7.225688349014477e-12,-9.863603979724419e-33,3.7866104150712864e-28,6.067254562823724e-15,5.6264816817354296e-21,-1.4622687680224751e-41,1.5193668919006806e-18,2.6911607365215898e-05,-2.6165914792238582e-33,1.54008374814427e-19,3.8497545147997854e-24,1.2601640489329761e-21,2.147936094982457e-18,9.831288357143089e-36,2.1354211725816287e-36,-6.9924660802207e-21,-2.4408419832359635e-27,1.5295223270825068e-21,1.2244227937778017e-21,4.370443329265443e-21,-3.42826227353996e-22,3.202275135697544e-30,-8.739989691519564e-25,8.092591723440948e-36,1.4311028475343396e-24,-4.821992843744719e-25,1.9262117861198457e-34,1.4281480055118406e-36,5.4095818244651885e-33,2.147738759943727e-35,3.2012548382219124e-27,1.21180717000145e-41
5.51495843657409e-10,0.0005485282325552088,0.1557,0.0,0.0009568564581192568,0.6423456947152388,0.20132414584898434,-3.8476527769154446e-22,4.515272250382283e-23,8.551997524943891e-17,-4.1849780954910144e-27,3.1042097163233566e-17,3.581625702518846e-23,5.460539633513987e-05,2.146316404088947e-18,2.630108306647051e-25,2.5081831489564042e-23,0.0005758541437401485,7.879171419133339e-22,7.273175231336086e-12,8.206130267699744e-33,2.2099028903916978e-29,6.129183521254227e-15,6.439535457440072e-21,1.407392345078965e-41,1.5221709068667932e-18,2.7002582952419593e-05,-2.9617337199020453e-33,1.560053552299761e-19,-3.809741215829511e-24,1.2791625979820095e-21,2.1478691131496616e-18,4.7994035417496845e-36,3.7853750247325125e-36,-3.1343350588548586e-21,1.775508121291229e-27,1.4939175385094874e-21,1.2323627122738778e-21,4.399514727112221e-21,2.6659840926457066e-22,-1.5603468335882555e-30,2.0324022666258368e-25,1.431817797533036e-35,-8.944305101036841e-25,1.1002868999370055e-24,1.9414680396991394e-34,1.3693114305189653e-36,5.572942593425054e-33,-6.673864791717369e-36,3.25862424132288e-27,1.1769876108180803e-41
5.538554495197839e-10,0.0005485282325552088,0.1557,0.0,0.0009551991350597535,0.6423456509100443,0.2013224853215822,-3.870315349173585e-22,4.3486205361953064e-23,8.638481494646489e-17,-4.137340993545367e-27,3.1279353667496797e-17,3.6761705632454005e-23,5.4511377308622185e-05,2.162887983592653e-18,-2.852322407889854e-25,2.2472959146308332e-23,0.0005775146710947038,1.1106455481226008e-21,7.320716371320484e-12,-2.5055092601189934e-33,3.289619865462301e-28,6.191212445701722e-15,5.721857796555348e-21,-4.8307178552045804e-42,1.5337704628737896e-18,2.709339763626581e-05,-3.038224542732464e-33,1.580171831556887e-19,1.2137324850548238e-24,1.2981940222393158e-21,2.164071198445207e-18,9.706635620020466e-37,4.7065474229326e-36,-2.456766533775674e-21,-1.6715444257124165e-28,1.4774186209659957e-21,1.2397185324723113e-21,4.4291363503074276e-21,-4.4617142110191034e-23,1.3761650121495959e-30,3.2520559266126403e-25,1.779436221386947e-35,-1.5210704814110105e-25,2.444392282851281e-25,1.959123828035222e-34,1.358282093088141e-36,5.7056648518849663e-33,-1.2958835558717892e-36,3.316715944653001e-27,1.1712132456817828e-41
5.562150553821587e-10,0.0005485282325552088,0.1557,0.0,0.0009535469042179642,0.6423456071235862,0.20132083000933637,-4.696256383982942e-22,3.769362504309594e-23,8.725379553258281e-17,-3.344227148567683e-27,3.161359005247215e-17,4.163667374797559e-23,5.441764163243383e-05,2.1860869535400382e-18,6.384583108006225e-26,1.608388754047266e-23,0.0005791699832929587,1.2635992800443816e-21,7.368311597531476e-12,-6.490667985445916e-34,3.709222966588019e-28,6.253429350966248e-15,6.3608156634168684e-21,-3.0503866269801374e-42,1.5501380718713694e-18,2.718405190837862e-05,-2.851423848483308e-33,1.6004387864934592e-19,1.021140514217914e-24,1.317411609102655e-21,2.1880192570734523e-18,4.413528566629978e-37,4.82994208642556e-36,-3.1272890852540667e-21,-8.716137728876924e-28,1.4385969260672457e-21,1.2485315566744976e-21,4.4575399947802274e-21,-1.0980990724364067e-22,3.264401925368312e-30,-3.861853367506592e-25,1.8260903750033726e-35,6.919906930848575e-25,-1.3172070590792629e-25,1.979366606583293e-34,1.3282157731940209e-36,5.834604529086953e-33,1.0679044607657886e-35,3.375535890593461e-27,1.1790559547899788e-41
5.585746612445336e-10,0.0005485282325552088,0.1557,0.0,0.0009518997497928749,0.642345563355812,0.20131917989606163,-4.919632629750659e-22,3.6477342181650766e-23,8.812690852980149e-17,-2.8336085081488258e-27,3.188653669866764e-17,4.236596297908583e-23,5.432418843231368e-05,2.2050978195120898e-18,7.177529533735777e-26,1.4507959931750765e-23,0.0005808200965199781,1.0653382907759741e-21,7.415961203787922e-12,1.7010159121547565e-33,6.355891558378058e-29,6.316013062473698e-15,5.768410912610566e-21,5.015014346252065e-42,1.5634911363869328e-18,2.7274546258856694e-05,-2.724172471084285e-33,1.620854397795943e-19,-1.6196411379741088e-24,1.3368636203457604e-21,2.2059427136723686e-18,9.217111494831695e-37,4.7672201054427087e-36,-2.232214446091584e-21,8.687428468478694e-28,1.3907494871491026e-21,1.256573447435901e-21,4.486650670519642e-21,1.2037198555742133e-22,4.178930284172064e-31,1.2542440559963322e-25,1.802395555301664e-35,-4.670667484403887e-25,5.037366368958936e-25,1.997421720634108e-34,1.2753617105623405e-36,5.9915482046280015e-33,-2.688471452086801e-36,3.435089468123255e-27,1.178800924870855e-41
5.609342671069085e-10,0.0005485282325552088,0.1557,0.0,0.0009502576560328416,0.6423455196066685,0.20131753496562343,-4.589983515242146e-22,3.946515438197871e-23,8.900414554280345e-17,-2.9801045668562717e-27,3.20976419138276e-17,4.096526644705181e-23,5.4231016836757516e-05,2.219883738687847e-18,-3.3920813104832674e-26,1.7073611934190584e-23,0.0005824650269103816,1.215014124838807e-21,7.463664546991129e-12,-6.3598389994376385e-34,-1.5417507880973275e-28,6.378960974426208e-15,6.554812102804741e-21,-3.180690029379711e-42,1.5738026249526388e-18,2.7364881176278104e-05,-2.8009282936045888e-33,1.6414186625689007e-19,9.706770164406292e-25,1.356478783673916e-21,2.2192383742569046e-18,6.259941493457483e-37,4.915190248340406e-36,-5.505132964907129e-22,-2.9414519865285588e-28,1.3651280932642286e-21,1.2643600938375101e-21,4.516023394303831e-21,-5.031360466600694e-23,-1.2191353496680346e-30,1.1817123124907556e-25,1.8582030837940356e-35,-5.93473834099567e-26,1.6540065936787383e-25,2.013345245222143e-34,1.2373192622306449e-36,6.133114093651744e-33,1.9233842574452146e-36,3.495381300141088e-27,1.1717059489389312e-41
5.632938729692833e-10,0.0005485282325552088,0.1557,0.0,0.0009486206072354286,0.642345475876103,0.2013158952019377,-4.414454078125322e-22,4.1646178186630784e-23,8.988549814265621e-17,-3.32471466439873e-27,3.230151507359854e-17,3.9952949685288576e-23,5.413812597701391e-05,2.234180876545241e-18,1.2567777118255375e-26,1.8663216976620492e-23,0.0005841047905482665,1.1859630890379451e-21,7.511420666410474e-12,4.251487888183796e-34,-5.53997681232277e-29,6.44221444455032e-15,5.7268400116038456e-21,1.5988274669341111e-43,1.583757923684461e-18,2.7455057147705053e-05,-2.955072002320843e-33,1.6621316634148573e-19,7.846158252920153e-26,1.3761896978387505e-21,2.232741568500231e-18,-1.8478697310735129e-37,5.10735432124503e-36,2.1424453159913027e-22,-2.7563893667756616e-28,1.3678064647178393e-21,1.2728373172311719e-21,4.544841997954486e-21,-2.7155017089321156e-23,-3.4340086033985527e-31,-1.7834591783580958e-25,1.9307097193724279e-35,3.674223818401821e-25,4.3171874209965263e-26,2.029186143373108e-34,1.2318697026129632e-36,6.277823330487568e-33,6.220477323421868e-36,3.556415958030967e-27,1.1737351134850303e-41
5.656534788316582e-10,0.0005485282325552088,0.1557,0.0,0.0009469885877472551,0.6423454321640629,0.20131426058897056,-4.421300101621056e-22,4.144444445980452e-23,9.077095778292774e-17,-3.3878400766341285e-27,3.255046652374673e-17,3.9810211097696174e-23,5.40455149870705e-05,2.251561792689924e-18,2.1976526822706877e-26,1.781979488053322e-23,0.0005857394034675459,1.1083710590651395e-21,7.559228612752813e-12,4.21762418251029e-34,9.871035216678009e-29,6.505710926608788e-15,6.75933826770124e-21,1.905027706347184e-42,1.5959292499150999e-18,2.7545074658688616e-05,-3.029826897745319e-33,1.6829935908442944e-19,-7.771438827419941e-25,1.3960093672164995e-21,2.249854384359759e-18,-3.784940062708643e-37,5.1070591618836486e-36,3.7184004930053405e-22,4.901456080195383e-28,1.3800144339308747e-21,1.2809663647909979e-21,4.574002706265002e-21,6.190651554263465e-23,4.627353989150941e-31,8.00388132913334e-26,1.9305479405011275e-35,-2.7159917955227474e-25,4.445805968875203e-25,2.0452300565857452e-34,1.2416297154401723e-36,6.436682113304847e-33,-6.832930580758452e-37,3.618198445527213e-27,1.1898696578681724e-41
5.68013084694033e-10,0.0005485282325552088,0.1557,0.0,0.0009453615819638359,0.6423453884704962,0.20131263111073835,-4.528555644728876e-22,4.069633669779705e-23,9.166051584804441e-17,-3.201762940404317e-27,3.280299260983258e-17,4.0715171202699286e-23,5.395318300365332e-05,2.269190736986175e-18,4.020159263788057e-27,1.650831328911015e-23,0.0005873688816518601,1.2319896666737588e-21,7.60708800637299e-12,-1.859373223663059e-35,7.305726678102105e-29,6.569500261978934e-15,5.5638997556201265e-21,-1.9911966195970145e-42,1.6082756951154937e-18,2.7634934193273462e-05,-3.0207397168422815e-33,1.7040045830537948e-19,7.306096567381733e-25,1.4159853980225154e-21,2.2675160345060844e-18,8.70584782051736e-38,4.9952706908559016e-36,4.222984220596266e-22,-2.7056163438516077e-28,1.386198601806297e-21,1.2889300874490704e-21,4.603345182303352e-21,-4.118003637805615e-23,6.016374513555704e-31,5.19058925398789e-26,1.8883374557224895e-35,-3.9700417517643225e-26,2.2374743664159783e-25,2.061969690589504e-34,1.245952093366601e-36,6.587967105765542e-33,2.8549938592073737e-36,3.6807339891265625e-27,1.2102135075403197e-41
5.703726905564079e-10,0.0005485282325552088,0.1557,0.0,0.0009437395743294307,0.6423453447953501,0.2013110067513072,-4.608146055210237e-22,4.084256655121611e-23,9.255416371603208e-17,-3.0730139331089334e-27,3.306140651680879e-17,4.1115082847358663e-23,5.386112916620998e-05,2.2872225586230482e-18,9.844042901325251e-27,1.6167482470035443e-23,0.0005889932410350313,1.2141072513281446e-21,7.654998203203185e-12,3.6549074850537033e-34,-2.6920245509976007e-29,6.633574213511167e-15,7.168326846031742e-21,6.535073666337519e-43,1.6209109674926965e-18,2.7724636234002563e-05,-3.019817145192476e-33,1.7251647523378738e-19,-1.4092964898652129e-25,1.4361377793998481e-21,2.2852957468816824e-18,2.7358167528960976e-37,4.968609712890466e-36,6.269308050408505e-22,-9.867188805480358e-29,1.3883923791353565e-21,1.2972909777161852e-21,4.632383534133704e-21,-4.937904876763216e-24,3.4892913713502087e-32,-1.0243829421507221e-25,1.8782668990526694e-35,2.3936536104857174e-25,7.066496091820967e-26,2.0787923958578285e-34,1.2448079140038588e-36,6.743766469832146e-33,4.778380502943807e-36,3.74402765035532e-27,1.226332983806657e-41
5.727322964187827e-10,0.0005485282325552088,0.1557,0.0,0.0009421225493368852,0.6423453011385727,0.20130938749479324,-4.5289097408821e-22,4.163875870828781e-23,9.345189278103016e-17,-3.1213505327312137e-27,3.328729243894169e-17,4.0605324038522223e-23,5.376935261690838e-05,2.3030366481074535e-18,1.269217755332749e-26,1.647620655378195e-23,0.0005906124975009015,1.1763249301539424e-21,7.702958817600129e-12,2.355018381643383e-34,-3.796431822815696e-29,6.697981501595095e-15,5.1525949619852706e-21,7.567691549504415e-43,1.6319460956436278e-18,2.7814181261921886e-05,-3.0715780642786525e-33,1.746474112807736e-19,-4.248084099076812e-25,1.4564450109759896e-21,2.3005984343939956e-18,-8.345804923419476e-39,5.034197623522529e-36,1.0817839161241271e-21,3.180261261201293e-28,1.396140244277441e-21,1.3054748682978264e-21,4.661614494564117e-21,3.639637749326661e-23,-4.286504144401293e-31,5.303837447781432e-26,1.9029823005109192e-35,-1.713431592034481e-25,3.527852889819758e-25,2.0949045812397142e-34,1.2485450883236839e-36,6.908811078859735e-33,4.297873629767107e-37,3.808084264925806e-27,1.2407317224280887e-41
