Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(48),CH2O2X(49),CH3OX(44),CH3X(50),CH4(39),CH4X(236),CH3O2X(47),CH4O2(169),H(23),HCO(31),OCHCO(260),SX(257),CH2OX(167),CHOX(166),SX(186),C2H6O(234),SX(408),SX(460),C2H4O(229),SX(525)
3.684137299473417e-10,0.002725616131494464,0.0915567593028733,0.0,0.0070709541803126025,0.45067019174267603,2.3471922836692857e-38,0.456900612320503,1.6782029973186326e-18,2.912344814210613e-27,5.557645430863175e-14,1.9295712761387563e-27,-4.056924857369058e-40,0.0001561949217173457,9.446757812809419e-20,1.5272972947129472e-21,4.794762441202972e-19,2.252374811383257e-18,2.0466668328524755e-11,1.2990676057768769e-21,2.4447308420411443e-24,9.636755427231645e-16,2.3274142540875253e-25,2.4962599069408057e-30,8.705649760005301e-32,7.32570343036392e-29,0.0007943391525071234,1.599342992753518e-19,7.405164350752529e-30,-1.8236263351214668e-30,2.1154889052691227e-25,-9.313422276355026e-22,5.0039198956681404e-26,4.32662568916744e-25,9.212621270902913e-24,1.4614138673845153e-38,1.0720244317260081e-82,1.291992594323191e-24,8.687757125519808e-32,7.859808486286447e-31,-5.997218559990093e-39,-7.366019625322258e-39,-9.760581881634756e-41,-8.28051089587918e-48,-4.481854063916798e-36,-4.147728353466041e-34
3.697852361800104e-10,0.002725616131494464,0.0915567593028733,0.0,0.007068504944807093,0.45066771989487386,2.3683276889534325e-38,0.4569006123204316,1.6861358071140793e-18,2.9499145948088687e-27,5.5829454834008694e-14,1.96320431599471e-27,-4.056924214953928e-40,0.00015614969698235154,9.513149303429411e-20,1.5272118611038354e-21,4.799526826049989e-19,2.2614368460776587e-18,2.0537834094930295e-11,1.3101076053137675e-21,2.44950975732517e-24,9.636709869285734e-16,2.3572402882453556e-25,2.5283809786033863e-30,8.743112425437991e-32,7.452489618894649e-29,0.0007968336126764606,1.6061327310994575e-19,7.507194633527212e-30,-1.7814995935090738e-30,2.068879809904641e-25,-9.31337564974745e-22,5.025515826267817e-26,4.366050093332274e-25,9.253408158537864e-24,1.4802438089766493e-38,1.0956843935880026e-82,1.303704015783281e-24,8.751493268254483e-32,7.917175373740345e-31,-5.998517882620706e-39,-7.407567479786033e-39,-9.760220538937887e-41,-8.324225498367032e-48,-4.496248337575422e-36,-4.1475731171094155e-34
3.7115674241267915e-10,0.002725616131494464,0.0915567593028733,0.0,0.007066058858545207,0.45066525110682026,2.38955907624903e-38,0.45690061232036017,1.694071237247626e-18,2.9877927144072815e-27,5.608238074622918e-14,1.997259416998726e-27,-4.056923563543476e-40,0.00015610429325714213,9.579748130211044e-20,1.5271287734994083e-21,4.804236276366821e-19,2.270498040895285e-18,2.060896836767086e-11,1.3211900493349442e-21,2.4542834537046308e-24,9.63666407675083e-16,2.3873083389007384e-25,2.5607613573913996e-30,8.780542136652093e-32,7.580846789979005e-29,0.000799325102592422,1.6129159451363517e-19,7.610143071974862e-30,-1.740143442806008e-30,2.022270957098993e-25,-9.313329023153415e-22,5.047091018564894e-26,4.4056348520819935e-25,9.294179888935364e-24,1.4992332224481796e-38,1.1197596471667365e-82,1.3154621866709313e-24,8.81541538893391e-32,7.974717365897068e-31,-5.99955170780332e-39,-7.449101723233611e-39,-9.759859217446923e-41,-8.367896262404018e-48,-4.5106420484537666e-36,-4.147417890792491e-34
3.725282486453479e-10,0.002725616131494464,0.0915567593028733,0.0,0.007063615912146053,0.45066278537199983,2.4108864171904883e-38,0.45690061232028883,1.7020092433574406e-18,3.0259801788762227e-27,5.6335231754617605e-14,2.0317397693486185e-27,-4.056922902986381e-40,0.00015605871627264202,9.646554061494583e-20,1.5270479763107286e-21,4.808891261648744e-19,2.279558396123306e-18,2.0680071181956553e-11,1.332314866098776e-21,2.4590519994900887e-24,9.636618055751851e-16,2.417619164349744e-25,2.5934018451907294e-30,8.81793891114413e-32,7.710786466704059e-29,0.0008018136259049735,1.6196926357816358e-19,7.714013319216079e-30,-1.699738258907379e-30,1.975662346844992e-25,-9.313282396569382e-22,5.068645476376877e-26,4.445379677833656e-25,9.334936418482432e-24,1.5183827168512074e-38,1.1442555701192377e-82,1.3272670138934042e-24,8.879523164689633e-32,8.032434115460567e-31,-6.000365721248511e-39,-7.490622309824035e-39,-9.7594979169075e-41,-8.411523204278037e-48,-4.525035195632943e-36,-4.147262674499948e-34
3.738997548780166e-10,0.002725616131494464,0.0915567593028733,0.0,0.007061176096375194,0.45066032268397355,2.43230968330371e-38,0.45690061232021756,1.7099497814718934e-18,3.0644779913395425e-27,5.6588007577837156e-14,2.066648570763e-27,-4.056922233127989e-40,0.0001560129716202361,9.713566866058753e-20,1.5269694152911455e-21,4.813492247649101e-19,2.2886179120705236e-18,2.0751142572898335e-11,1.343481983968009e-21,2.463815461587343e-24,9.636571812267908e-16,2.4481735205390027e-25,2.6263032415995028e-30,8.85530276765281e-32,7.842320194834912e-29,0.0008042991862571657,1.6264628042383142e-19,7.818809022149075e-30,-1.6601386917088966e-30,1.9290539791362207e-25,-9.31323576999121e-22,5.090179204414965e-26,4.485284284012574e-25,9.375677705070902e-24,1.5376929001862722e-38,1.1691775841289593e-82,1.3391184046749644e-24,8.943816273957745e-32,8.09032527656994e-31,-6.000997882425014e-39,-7.532129195227558e-39,-9.75913663704457e-41,-8.45510634190596e-48,-4.539427778354751e-36,-4.1471074682166855e-34
3.7527126111068536e-10,0.002725616131494464,0.0915567593028733,0.0,0.007058739402141207,0.45065786303637784,2.453828846009583e-38,0.4569006123201462,1.7178928080064496e-18,3.103287152183978e-27,5.684070794366223e-14,2.1019890264476578e-27,-4.056921553811833e-40,0.000155967064755147,9.780786313120166e-20,1.5268930375031088e-21,4.818039696405585e-19,2.2976765890668524e-18,2.0822182575509514e-11,1.3546913314114452e-21,2.4685739055268062e-24,9.636525352135864e-16,2.478972161073779e-25,2.6594663439316344e-30,8.892633726121797e-32,7.975459542670538e-29,0.0008067817872852024,1.633226451987512e-19,7.92453382148464e-30,-1.621494262926024e-30,1.8824458539665698e-25,-9.313189143414099e-22,5.111692208260459e-26,4.525348385049571e-25,9.416403708060622e-24,1.5571643794039249e-38,1.194531155040716e-82,1.3510162665560093e-24,9.00829439645473e-32,8.148390504791507e-31,-6.001479856287297e-39,-7.573622336585882e-39,-9.758775377825072e-41,-8.49864569478948e-48,-4.5538197959924966e-36,-4.146952271929049e-34
3.766427673433541e-10,0.002725616131494464,0.0915567593028733,0.0,0.007056305820492309,0.45065540642292196,2.475443876627403e-38,0.456900612320075,1.725838279760594e-18,3.1424086590684623e-27,5.709333258875664e-14,2.1377643490619625e-27,-4.056920864880434e-40,0.00015592100099973044,9.848212172332723e-20,1.5268187912858392e-21,4.822534066266379e-19,2.3067344274628184e-18,2.089319122470726e-11,1.3659428370055735e-21,2.4733273954922966e-24,9.636478681053837e-16,2.5100158372259778e-25,2.692891947220318e-30,8.929931807663528e-32,8.1102161008999e-29,0.0008092614326185092,1.6399835807812113e-19,8.031191351780912e-30,-1.5837350888846e-30,1.8358379713296523e-25,-9.313142516838292e-22,5.133184494341747e-26,4.565571696378105e-25,9.457114388243569e-24,1.5767977604063187e-38,1.2203217929951183e-82,1.362960507392152e-24,9.072957213153966e-32,8.206629457110848e-31,-6.00183783266583e-39,-7.615101692477517e-39,-9.758414139322604e-41,-8.542141283985063e-48,-4.568211248033845e-36,-4.146797085625484e-34
3.7801427357602283e-10,0.002725616131494464,0.0915567593028733,0.0,0.0070538753426130805,0.450652952837387,2.4971547463782e-38,0.45690061232000373,1.7337861539147688e-18,3.181843506933362e-27,5.734588125845705e-14,2.17397775868533e-27,-4.056920166174475e-40,0.00015587478554669106,9.915844213787046e-20,1.5267466262238179e-21,4.82697581191623e-19,2.3157914276290623e-18,2.0964168555313994e-11,1.3772364294361482e-21,2.478075994349229e-24,9.63643180458458e-16,2.5413052979420943e-25,2.726580844221526e-30,8.967197034523981e-32,8.24660148245825e-29,0.0008117381258797983,1.64673419263516e-19,8.138785241477938e-30,-1.5466862837417312e-30,1.789230331218836e-25,-9.313095890265167e-22,5.154656069911864e-26,4.605953934431263e-25,9.497809707808793e-24,1.5965936480488261e-38,1.2465550525625058e-82,1.374951035353269e-24,9.137804406262831e-32,8.265041791924702e-31,-6.002093319379348e-39,-7.656567222884732e-39,-9.758052921519531e-41,-8.585593132045754e-48,-4.5826021340640896e-36,-4.146641909295505e-34
3.7938577980869157e-10,0.002725616131494464,0.0915567593028733,0.0,0.007051447959821269,0.4506505022736236,2.518961426387988e-38,0.45690061231993256,1.7417363880273344e-18,3.2215926880096365e-27,5.759835370656167e-14,2.210632482783711e-27,-4.0569194575329644e-40,0.00015582842346222104,9.983682208009882e-20,1.5266764931160772e-21,4.831365384402415e-19,2.3248475899558633e-18,2.1035114602058804e-11,1.3885720374997192e-21,2.482819763672241e-24,9.636384728158797e-16,2.5728412898510956e-25,2.7605338254174447e-30,9.004429430048412e-32,8.384627322383733e-29,0.0008142118706851341,1.6534782898219524e-19,8.24731911293203e-30,-1.5105125313321908e-30,1.7426229336275765e-25,-9.313049263691273e-22,5.176106943026595e-26,4.646494816638631e-25,9.53848963030823e-24,1.6165526461416797e-38,1.2732365328763794e-82,1.3869877589225133e-24,9.20283565920043e-32,8.323627169032902e-31,-6.002264037669707e-39,-7.698018889159323e-39,-9.757691724310951e-41,-8.629001263002236e-48,-4.59699245374757e-36,-4.146486742929672e-34
3.807572860413603e-10,0.002725616131494464,0.0915567593028733,0.0,0.007049023663564649,0.4506480547255511,2.540863887690941e-38,0.45690061231986134,1.7496889400315555e-18,3.261657191827914e-27,5.785074969512411e-14,2.2477317561761294e-27,-4.056918738792789e-40,0.00015578191968906242,1.0051725925963516e-19,1.5266083439462685e-21,4.835703231160595e-19,2.33390291485267e-18,2.110602939957882e-11,1.3999495901051173e-21,2.487558763772269e-24,9.636337457078366e-16,2.60462455727224e-25,2.794751679019887e-30,9.041629018648034e-32,8.524305277674169e-29,0.000816682670643997,1.6602158748642807e-19,8.356796582449905e-30,-1.4752243395054289e-30,1.6960157785494753e-25,-9.313002637114073e-22,5.19753712252311e-26,4.687194061423055e-25,9.579154120623377e-24,1.6366753574516273e-38,1.3003718777663417e-82,1.3990705868952857e-24,9.268050656575917e-32,8.382385249630146e-31,-6.002364694698817e-39,-7.739456653988015e-39,-9.757330547616715e-41,-8.672365702308454e-48,-4.6113822068117766e-36,-4.146331586518962e-34
3.8212879227402904e-10,0.002725616131494464,0.0915567593028733,0.0,0.007046602445417986,0.4506456101871552,2.562862101232485e-38,0.45690061231979023,1.757643768232599e-18,3.3020380052275004e-27,5.810306899425222e-14,2.2852788210012634e-27,-4.056918009788504e-40,0.0001557352790494952,1.0119975139045181e-19,1.5265421318534977e-21,4.839989796040585e-19,2.3429574027476423e-18,2.1176912982420528e-11,1.4113690162748894e-21,2.4922930537230372e-24,9.636289996519485e-16,2.6366558422228344e-25,2.8292351909737066e-30,9.078795825767596e-32,8.665647027144142e-29,0.0008191505293593445,1.6669469505283478e-19,8.467221260322635e-30,-1.4405517679275471e-30,1.6494088659781711e-25,-9.312956010534275e-22,5.218946617999135e-26,4.728051388197278e-25,9.619803144932683e-24,1.6569623837036213e-38,1.3279667758905405e-82,1.4111994283781812e-24,9.333449084167371e-32,8.441315696297826e-31,-6.002407506701895e-39,-7.780880481359449e-39,-9.75696939141858e-41,-8.715686476804696e-48,-4.625771393036536e-36,-4.146176440054448e-34
3.835002985066978e-10,0.002725616131494464,0.0915567593028733,0.0,0.007044184297080048,0.4506431686524873,2.5849560378723165e-38,0.4569006123197192,1.765600831304564e-18,3.342736112365308e-27,5.835531138191173e-14,2.3232769266840583e-27,-4.056917270353674e-40,0.00015568850624825397,1.0188429619086474e-19,1.5264778111038895e-21,4.844225519331988e-19,2.352011054087206e-18,2.1247765385041075e-11,1.4228302451466922e-21,2.497022691387035e-24,9.636242351535724e-16,2.6689358844259425e-25,2.8639851449601744e-30,9.115929877853835e-32,8.808664271282273e-29,0.000821615450427671,1.673671519817441e-19,8.578596750859356e-30,-1.4067559125442408e-30,1.602802195907321e-25,-9.312909383947781e-22,5.240335439792632e-26,4.769066517360501e-25,9.660436670679842e-24,1.6774143255825115e-38,1.3560269608676232e-82,1.4233741927879008e-24,9.39903062890129e-32,8.500418172995732e-31,-6.002402568979887e-39,-7.822290336532819e-39,-9.756608255709966e-41,-8.758963614687773e-48,-4.640160012246274e-36,-4.146021303528604e-34
3.848718047393665e-10,0.002725616131494464,0.0915567593028733,0.0,0.007041769210370709,0.45064073011566214,2.6071456683873427e-38,0.45690061231964807,1.7735600882875274e-18,3.383752494724724e-27,5.860747664373467e-14,2.3617293299023908e-27,-4.056916520319803e-40,0.0001556416058753734,1.0257089138352741e-19,1.5264153370628773e-21,4.8484108377897595e-19,2.3610638693356172e-18,2.131858664180957e-11,1.4343332059746395e-21,2.501747733440971e-24,9.636194527061033e-16,2.701465421318024e-25,2.8990023224003347e-30,9.15303120232479e-32,8.953368732108765e-29,0.0008240774374390688,1.6803895859656598e-19,8.690926652420791e-30,-1.373828458370433e-30,1.5561957683305353e-25,-9.312862757353167e-22,5.261703598961951e-26,4.810239170294817e-25,9.701054666542762e-24,1.6980317827347729e-38,1.3845582114081978e-82,1.4355947898501346e-24,9.464794978832619e-32,8.559692345053773e-31,-6.002358198552696e-39,-7.863686186007245e-39,-9.756247140456465e-41,-8.802197145470214e-48,-4.6545480643028646e-36,-4.145866176934122e-34
3.8624331097203525e-10,0.002725616131494464,0.0915567593028733,0.0,0.007039357177228111,0.4506382945708568,2.6294309634745645e-38,0.45690061231957707,1.7815214985846052e-18,3.425088131124397e-27,5.885956457283256e-14,2.4006392945537678e-27,-4.056915759515741e-40,0.00015559458240896467,1.0325953469542506e-19,1.526354666168195e-21,4.852546184659617e-19,2.370115848974538e-18,2.138937678700829e-11,1.4458778281306073e-21,2.5064682354006624e-24,9.636146527912629e-16,2.7342451880565244e-25,2.9342875024583713e-30,9.19009982753998e-32,9.099772153033195e-29,0.0008265364939772842,1.6871011524317995e-19,8.804214557452526e-30,-1.3414229284770609e-30,1.5095895832414158e-25,-9.31281613075213e-22,5.283051107266522e-26,4.851569069361586e-25,9.741657102403343e-24,1.7188153537702428e-38,1.413566351445808e-82,1.4478611295984211e-24,9.530741823125308e-32,8.619137879163638e-31,-6.002281264684153e-39,-7.905067997491318e-39,-9.755886045609435e-41,-8.845387099940903e-48,-4.668935549098782e-36,-4.145711060263267e-34
3.87614817204704e-10,0.002725616131494464,0.0915567593028733,0.0,0.007036948189705902,0.4506358620123096,2.6518118937538723e-38,0.456900612319506,1.7894850219590422e-18,3.466743997726973e-27,5.911157496961396e-14,2.4400100917220778e-27,-4.0569149877693665e-40,0.0001555474402179253,1.0395022385786853e-19,1.5262957559035495e-21,4.856631989703388e-19,2.379166993502621e-18,2.146013585483391e-11,1.4574640411054972e-21,2.5111842516454448e-24,9.63609835879385e-16,2.7672759175274136e-25,2.969841462044942e-30,9.227135782771357e-32,9.247886298712548e-29,0.0008289926236197751,1.6938062228933807e-19,8.918464052518118e-30,-1.3097967725280978e-30,1.462983640633666e-25,-9.312769504140222e-22,5.304377977147975e-26,4.893055937897702e-25,9.782243949317956e-24,1.7397656362638813e-38,1.4430572502674304e-82,1.460173122372976e-24,9.596870852033411e-32,8.678754443370443e-31,-6.002177461745494e-39,-7.946435739873258e-39,-9.755524971132856e-41,-8.888533510138411e-48,-4.683322466551437e-36,-4.145555953509521e-34
3.8898632343737273e-10,0.002725616131494464,0.0915567593028733,0.0,0.007034542239970526,0.4506334324343181,2.6742884297707825e-38,0.4569006123194351,1.797450618531321e-18,3.5087210680477444e-27,5.936350764160637e-14,2.4798449996443693e-27,-4.0569142049066204e-40,0.00015550018356458287,1.0464295660648839e-19,1.5262385647729558e-21,4.860668679224197e-19,2.3882173034351075e-18,2.15308638793987e-11,1.469091774510458e-21,2.515895835442099e-24,9.636050024296928e-16,2.8005583403526617e-25,3.005664975820515e-30,9.26413909817508e-32,9.39772295490948e-29,0.0008314458299377656,1.7005048012408222e-19,9.033678718331929e-30,-1.2790788855483682e-30,1.4163779405010095e-25,-9.312722877514354e-22,5.325684221711735e-26,4.934699500211787e-25,9.822815179488649e-24,1.7608832267575453e-38,1.4730368226434743e-82,1.472530678819504e-24,9.663181756882762e-32,8.73854170706436e-31,-6.002051509235856e-39,-7.987789383192027e-39,-9.75516391700517e-41,-8.931636409314557e-48,-4.697708816599032e-36,-4.145400856666579e-34
3.9035782967004146e-10,0.002725616131494464,0.0915567593028733,0.0,0.0070321393202986025,0.4506310058312379,2.6968605419991067e-38,0.4569006123193641,1.805418248776287e-18,3.551020312963251e-27,5.96153624032828e-14,2.520147303677689e-27,-4.056913410750534e-40,0.00015545281660727493,1.0533773068122886e-19,1.5261830522757205e-21,4.864656676091578e-19,2.3972667793034293e-18,2.160156089473166e-11,1.4807609580780705e-21,2.52060303896823e-24,9.636001528905653e-16,2.834093184897676e-25,3.0417588161987046e-30,9.301109804764038e-32,9.549293928350869e-29,0.0008338961164963007,1.70719689157176e-19,9.14986212979179e-30,-1.2488477729233726e-30,1.3697724828371258e-25,-9.312676250877046e-22,5.346969854709082e-26,4.976499481580333e-25,9.863370766235054e-24,1.7821687207617857e-38,1.5035110289573178e-82,1.4849337098879826e-24,9.729674230053077e-32,8.798499340972226e-31,-6.001907306836659e-39,-8.029128898609322e-39,-9.754802883204302e-41,-8.97469583189512e-48,-4.7120945991973076e-36,-4.145245769727318e-34
3.917293359027102e-10,0.002725616131494464,0.0915567593028733,0.0,0.0070297394230743465,0.45062858219748186,2.719528200843554e-38,0.4569006123192932,1.8133878735202994e-18,3.5936427007198256e-27,5.986713907589208e-14,2.5609202962659553e-27,-4.056912605123246e-40,0.00015540534340286645,1.060345438263418e-19,1.526129178882056e-21,4.8685963997664365e-19,2.406315421654829e-18,2.1672226934779675e-11,1.4924715216634889e-21,2.5253059133352102e-24,9.635952876998048e-16,2.867881177278677e-25,3.0781237533496047e-30,9.338047934381153e-32,9.70261104658659e-29,0.000836343486854298,1.7138824981855007e-19,9.267017856011423e-30,-1.2193637706970868e-30,1.323167267635771e-25,-9.312629624223969e-22,5.368234890519638e-26,5.0184556082437365e-25,9.903910683966955e-24,1.8036227127576564e-38,1.5344858753343467e-82,1.4973821268314296e-24,9.796347964960591e-32,8.858627017149131e-31,-6.001748072803439e-39,-8.070454258382148e-39,-9.754441869701173e-41,-9.017711813458065e-48,-4.7264798143166574e-36,-4.145090692685847e-34
3.9310084213537894e-10,0.002725616131494464,0.0915567593028733,0.0,0.007027342540787069,0.4506261615275181,2.7422913766422694e-38,0.45690061231922224,1.8213594539384013e-18,3.6365891969420545e-27,6.011883748729367e-14,2.6021672769068767e-27,-4.0569117878447996e-40,0.00015535776790920588,1.067333937903805e-19,1.5260769060093103e-21,4.872488266325934e-19,2.4153632310519745e-18,2.1742862033408592e-11,1.5042233952455475e-21,2.530004508610649e-24,9.635904072848891e-16,2.9019230413700312e-25,3.1147605552031035e-30,9.374953519673379e-32,9.857686157848545e-29,0.0008387879445646014,1.7205616255776118e-19,9.385149460352654e-30,-1.1905968358793597e-30,1.276562294890695e-25,-9.31258299755366e-22,5.389479344134295e-26,5.060567607402305e-25,9.944434908157546e-24,1.8252457961985385e-38,1.5659674137705375e-82,1.5098758412046514e-24,9.86320265604122e-32,8.918924408970021e-31,-6.001576467885753e-39,-8.111765435835968e-39,-9.75408087646569e-41,-9.060684390694502e-48,-4.740864461939555e-36,-4.144935625536266e-34
3.944723483680477e-10,0.002725616131494464,0.0915567593028733,0.0,0.0070249486660287205,0.4506237438158694,2.7651500396693154e-38,0.4569006123191514,1.829332951551503e-18,3.679860764641203e-27,6.037045747179614e-14,2.6438915521189174e-27,-4.056910958732474e-40,0.0001553100939875222,1.0743427832619389e-19,1.5260261959987903e-21,4.876332688488217e-19,2.424410208072604e-18,2.1813466224404317e-11,1.5160165089278302e-21,2.5346988738403548e-24,9.635855120632252e-16,2.9362194988115373e-25,3.151669987452233e-30,9.411826594066443e-32,1.0014531130909976e-28,0.0008412294931740297,1.72723427843464e-19,9.504260500457409e-30,-1.1623704171684662e-30,1.229957564595657e-25,-9.31253637086609e-22,5.410703231138545e-26,5.102835207212186e-25,9.98494341531733e-24,1.8470385635119861e-38,1.5979617422605483e-82,1.5224147648629699e-24,9.930237998734123e-32,8.979391191121273e-31,-6.001394695327743e-39,-8.153062405338473e-39,-9.753719903472327e-41,-9.103613601382794e-48,-4.755248542058467e-36,-4.14478056827195e-34
3.958438546007164e-10,0.002725616131494464,0.0915567593028733,0.0,0.007022557791491507,0.4506213290571111,2.7881041601370813e-38,0.45690061231908063,1.8373083282235965e-18,3.7234583642235724e-27,6.062199886999979e-14,2.686096435408312e-27,-4.056910117602688e-40,0.00015526232540476344,1.0813719519092024e-19,1.5259770120931712e-21,4.880130075637044e-19,2.4334563533091606e-18,2.1884039541473872e-11,1.5278507929397029e-21,2.5393890570698922e-24,9.635806024423901e-16,2.970771269015665e-25,3.188852813556512e-30,9.448667191740258e-32,1.0173157854945e-28,0.0008436681362234277,1.7339004616289629e-19,9.624354528279474e-30,-1.1349498059814e-30,1.1833530767444838e-25,-9.312489744156836e-22,5.431906567696239e-26,5.145258136781252e-25,1.0025436182968622e-23,1.869001606101582e-38,1.6304750049253475e-82,1.5349988099609393e-24,9.997453689465792e-32,9.040027039592294e-31,-6.001204578560925e-39,-8.194345142274066e-39,-9.75335895069872e-41,-9.146499484353245e-48,-4.769632054674224e-36,-4.144625520887512e-34
3.9721536083338515e-10,0.002725616131494464,0.0915567593028733,0.0,0.007020169909965566,0.45061891724587094,2.8111537081986505e-38,0.4569006123190098,1.8452855461589866e-18,3.767382953498801e-27,6.08734615286431e-14,2.7287852472361194e-27,-4.056909264269363e-40,0.00015521446583587856,1.0884214214598096e-19,1.525929318414469e-21,4.883880833846294e-19,2.4425016673684455e-18,2.195458201824642e-11,1.539726177637312e-21,2.5440751053656793e-24,9.635756788203703e-16,3.0055790691747427e-25,3.2263097947452654e-30,9.485475347605018e-32,1.033357823938845e-28,0.0008461038772477126,1.7405601802137603e-19,9.745435090116065e-30,-1.108067674182978e-30,1.1367488313309682e-25,-9.312443117426802e-22,5.453089370533743e-26,5.187836126164924e-25,1.006591318962072e-23,1.8911355143488084e-38,1.6635133921393693e-82,1.547627888951045e-24,1.0064849425634588e-31,9.10083163166711e-31,-6.001007624240982e-39,-8.235613623018993e-39,-9.75299801812189e-41,-9.189342079466984e-48,-4.784014999794706e-36,-4.144470483377116e-34
3.985868670660539e-10,0.002725616131494464,0.0915567593028733,0.0,0.007017785014336675,0.45061650837682743,2.834298653950094e-38,0.4569006123189391,1.853264567899532e-18,3.811635487688122e-27,6.112484530045265e-14,2.7719613149853324e-27,-4.0569083985439736e-40,0.0001551665188660443,1.095491169570747e-19,1.5258830799425676e-21,4.887585365904343e-19,2.4515461508712766e-18,2.2025093688274264e-11,1.5516425935045463e-21,2.5487570648356234e-24,9.635707415857921e-16,3.040643614268114e-25,3.2640416900210034e-30,9.522251097277949e-32,1.049580421379594e-28,0.0008485367197759239,1.747213439418115e-19,9.867505726639151e-30,-1.0817978811394172e-30,1.090144828348952e-25,-9.31239649067349e-22,5.474251656924463e-26,5.230568906361968e-25,1.0106374414745625e-23,1.9134408776149342e-38,1.6970831406572048e-82,1.5603019145823865e-24,1.0132424905595695e-31,9.161804645915976e-31,-6.000805076360038e-39,-8.276867824917042e-39,-9.752637105717533e-41,-9.232141427579134e-48,-4.7983973774336926e-36,-4.144315455734523e-34
3.999583732987226e-10,0.002725616131494464,0.0915567593028733,0.0,0.00701540309758406,0.4506141024447084,2.8575389674327165e-38,0.4569006123188683,1.8612453563219244e-18,3.856216919432549e-27,6.13761500439969e-14,2.815627972928033e-27,-4.056907520236805e-40,0.00015511848799283734,1.1025811739417099e-19,1.5258382624942833e-21,4.891244071338331e-19,2.460589804452155e-18,2.209557458503382e-11,1.5635999711539694e-21,2.5534349806493547e-24,9.63565791118148e-16,3.0759656170692384e-25,3.302049256162787e-30,9.558994477060685e-32,1.0659847727704242e-28,0.0008509666673312673,1.753860244642223e-19,9.990569972926583e-30,-1.0561238312352366e-30,1.04354106779229e-25,-9.312349863895273e-22,5.49539344467377e-26,5.273456209310221e-25,1.014681983875439e-23,1.9359182842429137e-38,1.7311905337398182e-82,1.5730207998993526e-24,1.0200179828646511e-31,9.22294576218698e-31,-6.000597963259554e-39,-8.318107726255806e-39,-9.75227621346187e-41,-9.27489757051712e-48,-4.8127791876098935e-36,-4.144160437954393e-34
4.0132987953139136e-10,0.002725616131494464,0.0915567593028733,0.0,0.007013024152778198,0.45061169944429047,2.880874618635248e-38,0.45690061231879764,1.8692278746349724e-18,3.9011281988010354e-27,6.162737562354345e-14,2.8597885621925934e-27,-4.056906629155973e-40,0.00015507037662835455,1.1096914123150422e-19,1.5257948327029556e-21,4.894857346438295e-19,2.4696326287589434e-18,2.216602474192662e-11,1.5755982413277153e-21,2.5581088970580494e-24,9.63560827788018e-16,3.1115457881527595e-25,3.340333247729582e-30,9.595705523917291e-32,1.0825720750491883e-28,0.0008533937234311616,1.7605006014527286e-19,1.0114631358492984e-29,-1.0311041741013135e-30,9.96937549654864e-26,-9.312303237089778e-22,5.516514752104303e-26,5.3164977678823115e-25,1.0187249442974017e-23,1.958568321559298e-38,1.7658419012803092e-82,1.5857844582402825e-24,1.0268113895012497e-31,9.284254661597674e-31,-6.000387135364087e-39,-8.359333306243542e-39,-9.751915341332753e-41,-9.317610551052538e-48,-4.827160430346148e-36,-4.1440054300312676e-34
4.027013857640601e-10,0.002725616131494464,0.0915567593028733,0.0,0.007010648173078731,0.45060929937039756,2.904305577495978e-38,0.4569006123187269,1.8772120863769117e-18,3.9463702732985566e-27,6.187852190891968e-14,2.904446430730933e-27,-4.0569057251068e-40,0.00015502218810128118,1.1168218624756723e-19,1.5257527579985433e-21,4.898425584281181e-19,2.478674624452545e-18,2.2236444192280196e-11,1.5876373348983554e-21,2.5627788574137985e-24,9.635558519572842e-16,3.1473848359015274e-25,3.378894417063674e-30,9.632384275452873e-32,1.0993435271240077e-28,0.0008558178915872823,1.7671345155781704e-19,1.0239693407320428e-29,-1.0066725683053939e-30,9.503342739305681e-26,-9.312256610255885e-22,5.537615598041605e-26,5.359693315881323e-25,1.0227663209624927e-23,1.981391575876162e-38,1.801043619929213e-82,1.598592803236118e-24,1.0336226805833417e-31,9.345731026526721e-31,-6.00017329550458e-39,-8.400544544986579e-39,-9.751554489308816e-41,-9.360280412869077e-48,-4.841541105668774e-36,-4.143850431958956e-34
