Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),CHOX2(61),SX(53),CH3OX(46),CH3X(55),CH4(41),CH2OX2(52),CHX(32),SX(406),SX(420),C2HOX(418),C2H4O(376),CH2X(63),SX(57),CH4X(383),SX(56),CH2OX(176)
1.108951484269339e-10,0.0028149649241145727,0.1557,0.0,0.00795324640145884,0.642317003255479,0.2017347981135155,9.867871338885874e-22,4.568665351515241e-24,3.822210870000734e-14,3.5480269578989853e-32,4.203707188577183e-19,1.789843516273215e-27,0.00016599348246408617,5.337876403744013e-20,7.957389602693955e-26,3.4804924433402674e-24,0.00016520187867175533,7.930516071192327e-27,6.489210302370138e-12,1.0115343741760425e-37,3.440054634260056e-35,4.3240067230109233e-16,2.239435252056976e-21,1.6622056468732658e-41,2.4044642638802303e-20,4.1002476347110656e-17,4.020500440170863e-15,1.2838852083350985e-12,5.157996434379119e-16,3.464838757881798e-34,1.1491493792804262e-21,3.4884313828346655e-23,3.2982790854758087e-24,2.5967926075782223e-16,2.848748624558266e-17,5.229184083624828e-24,6.38927762572804e-24,4.477878915805531e-22,5.0403599448961874e-23,1.2531682776392273e-17,3.0393997118442276e-34,3.7181019119021474e-20,1.2029342623669846e-30,4.991297728729809e-22
1.1141730356462457e-10,0.0028149649241145727,0.1557,0.0,0.007952227614081825,0.6423168657454336,0.20173405434615682,1.0087931479339195e-21,4.660527845205182e-24,3.876549008671577e-14,3.6522058633345276e-32,4.3184664551104292e-19,1.8564312891354786e-27,0.0001662685024773113,5.452907914321592e-20,8.051293956152836e-26,3.545758544811711e-24,0.00016594564594766485,8.168673266041428e-27,6.565824893783134e-12,1.0437112226702558e-37,3.4937172071475474e-35,4.4080369988784277e-16,2.281842415134959e-21,1.7204339337272816e-41,2.4701042137631436e-20,4.169494146659327e-17,4.039089718586011e-15,1.2894992685002558e-12,5.18910225230444e-16,3.5665568599209113e-34,1.1802457232487412e-21,-4.589649961432979e-23,3.3751408748696566e-24,2.616910500373446e-16,2.894845423119504e-17,5.401966437484053e-24,6.609017567210912e-24,4.636160466921315e-22,5.2533597125056177e-23,1.2763322440570567e-17,3.1354233862400233e-34,3.8273345476146066e-20,1.2411831580425898e-30,5.0596362551331835e-22
1.1193945870231524e-10,0.0028149649241145727,0.1557,0.0,0.007951212255510619,0.6423167298098611,0.20173331085865748,1.0311697395097526e-21,4.7536925030042645e-24,3.931306382841148e-14,3.7588492361919686e-32,4.435583834890707e-19,1.925074327623422e-27,0.00016654037354409042,5.569926653541603e-20,8.145750888175302e-26,3.611832963185626e-24,0.00016668913336375502,8.413043570721827e-27,6.642900069535496e-12,1.076767698563021e-37,3.5479349208191077e-35,4.493195308648202e-16,2.3247547197146315e-21,1.7803176499041553e-41,2.5370929255721153e-20,4.2395094024160526e-17,4.057676615902185e-15,1.2951102352601935e-12,5.220171853529298e-16,3.6707338000501597e-34,1.21199191712703e-21,6.150772395644519e-23,3.452152926680225e-24,2.6370131305799246e-16,2.941427856575672e-17,5.579443841091783e-24,6.834953516079503e-24,4.799088158681897e-22,5.474025406378518e-23,1.299779214128372e-17,3.233900082931666e-34,3.9198177088130215e-20,1.2803989909291596e-30,5.128450409479251e-22
1.1246161384000592e-10,0.0028149649241145727,0.1557,0.0,0.007950200296193664,0.6423165954341881,0.20173256765061295,1.053921009111641e-21,4.8481693105816374e-24,3.986482667573779e-14,3.868000736287016e-32,4.55508998062411e-19,1.995822345551498e-27,0.00016680912481147376,5.688955420220838e-20,8.240759577950625e-26,3.6787196394378884e-24,0.00016743234132453544,8.663761528636177e-27,6.72043529147973e-12,1.1107235127515018e-37,3.6027106279673895e-35,4.579489201914267e-16,2.368173767191148e-21,1.84189218873034e-41,2.6054479306442848e-20,4.3102969103019855e-17,4.076261140147407e-15,1.3007181152962924e-12,5.251204844689078e-16,3.7774164965651553e-34,1.244397211709607e-21,-8.368924611737769e-23,3.5338140816964695e-24,2.6570997711155487e-16,2.988498018248948e-17,5.761714956340016e-24,7.067219543163693e-24,4.966769340640593e-22,5.70258282543035e-23,1.3235105977299463e-17,3.334876837502167e-34,4.039669244503508e-20,1.320599446870858e-30,5.19773915895515e-22
1.1298376897769659e-10,0.0028149649241145727,0.1557,0.0,0.007949191706736492,0.6423164626039178,0.20173182472162182,1.077051075854489e-21,4.9439682479690146e-24,4.0420775229392174e-14,3.979704518277776e-32,4.677015648509211e-19,2.068725897732939e-27,0.00016707478527242637,5.81001706641502e-20,8.336319200586823e-26,3.746422480073369e-24,0.00016817527023151206,8.920963864781708e-27,6.7984300157133985e-12,1.145598701528615e-37,3.6580471824578467e-35,4.66692620887717e-16,2.41210112653091e-21,1.9051934215588974e-41,2.6751868194799766e-20,4.3818601603057486e-17,4.094843299280366e-15,1.3063229151864174e-12,5.282200844107203e-16,3.886652531019318e-34,1.2774709175375565e-21,1.157668703857567e-22,3.6141327602698104e-24,2.6771697103672193e-16,3.0360579924587254e-17,5.948879861303978e-24,7.305951656867293e-24,5.139313125503944e-22,5.939262580705738e-23,1.3475277953460674e-17,3.4384012522499794e-34,4.1271747646912705e-20,1.361802395520827e-30,5.267501459227386e-22
1.1350592411538727e-10,0.0028149649241145727,0.1557,0.0,0.007948186457903805,0.6423163313046326,0.20173108207128546,1.1005640773751632e-21,5.041099289310256e-24,4.0980905943336405e-14,4.094005233623744e-32,4.801391695644159e-19,2.143836387034777e-27,0.00016733738376372635,5.93313449519942e-20,8.432428927330406e-26,3.81494535713134e-24,0.00016891792048320323,9.184789505277155e-27,6.876883692756245e-12,1.1814136299911356e-37,3.7139474393652913e-35,4.755513840180934e-16,2.4565383344554852e-21,1.9702576995155562e-41,2.746327240259313e-20,4.454202624160092e-17,4.113423101190777e-15,1.3119246414328954e-12,5.313159482085537e-16,3.99849015438902e-34,1.311222404549288e-21,-1.6249827546632624e-22,3.70145398728281e-24,2.69722225195028e-16,3.0841098545716e-17,6.141040059464531e-24,7.551287815306113e-24,5.316830404808695e-22,6.184300769816436e-23,1.3718321980945418e-17,3.544521511500419e-34,4.264620386156218e-20,1.404025890346584e-30,5.337736254914547e-22
1.1402807925307794e-10,0.0028149649241145727,0.1557,0.0,0.007947184520621466,0.6423162015219923,0.20173033969920848,1.1244641697355435e-21,5.139572402618876e-24,4.1545215127979455e-14,4.2109480325273955e-32,4.928249077451454e-19,2.2212060713943847e-27,0.00016759694896395809,6.058330658463267e-20,8.529087925904728e-26,3.884292108198682e-24,0.00016966029247515648,9.45537959682546e-27,6.9557957677246394e-12,1.2181889940430551e-37,3.770414254964934e-35,4.845259586757508e-16,2.5014868957666982e-21,2.0371218552084875e-41,2.8188868973689166e-20,4.527327755427792e-17,4.1320005536997734e-15,1.317523300446237e-12,5.34408040090972e-16,4.112978293299924e-34,1.3456611017300059e-21,2.314970244892347e-22,3.784219564764767e-24,2.717256714815589e-16,3.132655671057873e-17,6.338298489069783e-24,7.803367937536198e-24,5.499433864586969e-22,6.437938224116147e-23,1.3964251877558345e-17,3.653286381591202e-34,4.33700596248035e-20,1.4472881686398051e-30,5.408442480052298e-22
1.1455023439076861e-10,0.0028149649241145727,0.1557,0.0,0.00794618586597843,0.6423160732417381,0.20172959760499812,1.1487555273260027e-21,5.239397549543356e-24,4.2113698953326615e-14,4.3305785658637456e-32,5.057618845120728e-19,2.3008880708102343e-27,0.00016785350939159039,6.185628554718104e-20,8.626295360668099e-26,3.954466536430719e-24,0.00017040238659996496,9.732877526110231e-27,7.035165680502436e-12,1.2559458232402988e-37,3.827450486787862e-35,4.93617091967862e-16,2.5469482834796346e-21,2.1058232044022815e-41,2.8928835499389224e-20,4.6012389895848835e-17,4.1505756645602705e-15,1.3231188985308861e-12,5.374963253766412e-16,4.23016655624091e-34,1.3807964967602247e-21,-3.34301792404802e-22,3.8789287561961595e-24,2.7372724329422084e-16,3.181697499542656e-17,6.5407595327853044e-24,8.062333914853324e-24,5.687238001009181e-22,6.700421744060601e-23,1.4213081368049306e-17,3.764745198322094e-34,4.507604810713811e-20,1.4916076515033409e-30,5.479619058550841e-22
1.1507238952845929e-10,0.0028149649241145727,0.1557,0.0,0.007945190465228492,0.642315946449692,0.20172885578826474,1.173442342769347e-21,5.340584685140223e-24,4.2686353452092435e-14,4.45294298709051e-32,5.189532143070587e-19,2.382936374287282e-27,0.00016810709340314822,6.315051226921053e-20,8.724050393023633e-26,4.0254724105795534e-24,0.00017114420324728467,1.001742893912394e-26,7.114992865909483e-12,1.2947054845152957e-37,3.8850589935784736e-35,5.028255290014875e-16,2.5929239392528393e-21,2.176399547656662e-41,2.9683350103908965e-20,4.675939744101084e-17,4.169148441457371e-15,1.3287114419217522e-12,5.405807705230619e-16,4.350105239784415e-34,1.4166381356634482e-21,4.893393614455207e-22,3.961952576694388e-24,2.75726875497053e-16,3.231237388855649e-17,6.748529026725431e-24,8.328329622602927e-24,5.880359136006677e-22,6.972002522306881e-23,1.4464824084417122e-17,3.878947886224641e-34,4.541464086046497e-20,1.5370029438202627e-30,5.551264904644224e-22
1.1559454466614996e-10,0.0028149649241145727,0.1557,0.0,0.00794419828979212,0.642315821131757,0.20172811424862178,1.198528826825216e-21,5.4431437576546666e-24,4.326317452278687e-14,4.5780879541503647e-32,5.32402020642948e-19,2.4674058467653056e-27,0.00016835772919146285,6.446621760313233e-20,8.822352181445187e-26,4.097313465029669e-24,0.00017188574280385124,1.030918176042598e-26,7.195276753867726e-12,1.3344896840170803e-37,3.943242635396689e-35,5.12152012870199e-16,2.639415273382568e-21,2.2488891719304078e-41,3.0452591429966407e-20,4.7514334185351105e-17,4.187718892008736e-15,1.3343009367702654e-12,5.436613431580877e-16,4.472845334899345e-34,1.4531956224531413e-21,-7.254335650390599e-22,4.067862476268616e-24,2.7772450444897517e-16,3.281277379092174e-17,6.961714269858211e-24,8.601500931003411e-24,6.078915432879063e-22,7.25293860838656e-23,1.4719493566249813e-17,3.995944962957478e-34,4.7814778904690713e-20,1.583492834247709e-30,5.623378923332585e-22
1.1611669980384064e-10,0.0028149649241145727,0.1557,0.0,0.007943209311257948,0.6423156972739198,0.2017273729856852,1.2240192082949625e-21,5.547084708308736e-24,4.3844157932767425e-14,4.7060606313486744e-32,5.461114358537174e-19,2.554352235986308e-27,0.00016860544478401732,6.580363280274133e-20,8.921199882068699e-26,4.169993399840739e-24,0.00017262700565349738,1.0608286212328669e-26,7.276016769563601e-12,1.37532046957791e-37,4.002004273501293e-35,5.215972846414006e-16,2.6864236654775797e-21,2.3233308521511463e-41,3.1236738624487797e-20,4.827723394625611e-17,4.2062870237649946e-15,1.3398873891177063e-12,5.467380119158575e-16,4.598438533232467e-34,1.4904786187791037e-21,1.0889194609582819e-21,4.145684556590033e-24,2.797200679703397e-16,3.331819501665771e-17,7.180424033396876e-24,8.881995716488694e-24,6.283026911876153e-22,7.543491481794814e-23,1.4977103261105327e-17,4.115787517048566e-34,4.7208024404409804e-20,1.6310962951719728e-30,5.695960010816104e-22
1.1663885494153132e-10,0.0028149649241145727,0.1557,0.0,0.007942223501384559,0.6423155748622499,0.20172663199907417,1.2499177339270111e-21,5.6524174710968356e-24,4.442929932125151e-14,4.8369086912324514e-32,5.600846008465739e-19,2.643832179367872e-27,0.00016885026804135843,6.716298950191345e-20,9.020592648416397e-26,4.243515880797354e-24,0.00017336799217717018,1.0914894834009327e-26,7.357212333608045e-12,1.4172202348444344e-37,4.0613467705674495e-35,5.311620833443398e-16,2.7339504640835257e-21,2.399763852751358e-41,3.2035971324425175e-20,4.9048130363728406e-17,4.224852844210133e-15,1.3454708049405957e-12,5.498107465021248e-16,4.726937233369117e-34,1.5284968435733734e-21,-1.6540434671503853e-21,4.271814666835898e-24,2.8171350528266987e-16,3.382865779355724e-17,7.404768569735907e-24,9.169963873098546e-24,6.492815465760462e-22,7.843931336727597e-23,1.5237666524850365e-17,4.23852723064868e-34,5.118281810546779e-20,1.6798324826501542e-30,5.76900705492191e-22
1.17161010079222e-10,0.0028149649241145727,0.1557,0.0,0.007941240832101635,0.6423154538829013,0.20172589128841056,1.2762286683227226e-21,5.7591519725886205e-24,4.5018594202302604e-14,4.970680316431537e-32,5.743246648563326e-19,2.7359032107765734e-27,0.00016909222665561382,6.854451969348569e-20,9.120529632441769e-26,4.3178845394656854e-24,0.0001741087027529486,1.1229162500546721e-26,7.438862862194555e-12,1.4602117210528633e-37,4.1212729903853025e-35,5.408471459587877e-16,2.781996987983373e-21,2.478227929171381e-41,3.28504696427043e-20,4.9827056901432924e-17,4.243416360761901e-15,1.3510511901431689e-12,5.528795177845532e-16,4.8583945472380486e-34,1.5672600726957546e-21,2.5416704097842135e-21,4.330645595523302e-24,2.8370475706346606e-16,3.434418226373546e-17,7.634859621835826e-24,9.465557323006571e-24,6.708404875350495e-22,8.154529313843827e-23,1.550119662203911e-17,4.3642163929025405e-34,4.824088681887048e-20,1.729720736378356e-30,5.842518935522337e-22
1.1768316521691267e-10,0.0028149649241145727,0.1557,0.0,0.007940261275511836,0.6423153343221131,0.20172515085331913,1.30295629384276e-21,5.867298131738906e-24,4.5612037967783583e-14,5.107424201523281e-32,5.888347852016527e-19,2.830623767370027e-27,0.0001693313481490524,6.994845570828051e-20,9.221009983513596e-26,4.3931029732566696e-24,0.00017484913775606128,1.1551246441880045e-26,7.520967767253374e-12,1.50431801891035e-37,4.181785798369779e-35,5.506532074043869e-16,2.8305645248090806e-21,2.558763329329661e-41,3.368041415427889e-20,5.06140468476978e-17,4.261977580772212e-15,1.3566285505139157e-12,5.559442975498682e-16,4.992864306466966e-34,1.6067781385791097e-21,-3.949243510294103e-21,4.4994844401065664e-24,2.856937654170888e-16,3.486478848417952e-17,7.870810432340938e-24,9.768930027876089e-24,6.929920825036616e-22,8.475569545025216e-23,1.576770672636169e-17,4.492907864149068e-34,5.601166296517013e-20,1.780780579647641e-30,5.916494524947541e-22
1.1872747549229402e-10,0.0028149649241145727,0.1557,0.0,0.00793831138969166,0.6423150994016007,0.2017236708083662,1.3576788359381015e-21,6.087865059693625e-24,4.681135312585364e-14,5.3900261002017e-32,6.18677863154e-19,3.0282517610576936e-27,0.00016980118900563392,7.282447609678952e-20,9.42359738038786e-26,4.54610338552192e-24,0.0001763291825310589,1.2219503955992859e-26,7.686538334096357e-12,1.5959691845067033e-37,4.3045826458573146e-35,5.70631256109161e-16,2.9292676432944732e-21,2.726211563451293e-41,3.538736628495309e-20,5.2212349247672954e-17,4.299093160249399e-15,1.3677742196065164e-12,5.620617748161288e-16,5.2710601239990765e-34,1.6881183910960868e-21,1.2479610560086393e-23,4.6265863513467134e-24,2.896648270084429e-16,3.592132598111048e-17,8.360751851305463e-24,1.0399639311375355e-23,7.391244693016872e-22,9.150094690322857e-23,1.6309719199031604e-17,4.759512180950915e-34,5.466153360845704e-20,1.886494045278472e-30,6.065832284281525e-22
1.1960767622862783e-10,0.0028149649241145727,0.1557,0.0,0.007936677343171543,0.6423149056825531,0.20172242419980738,1.4051352218686617e-21,6.278245101459256e-24,4.783504528049675e-14,5.63789881079946e-32,6.44698680203274e-19,3.2035962012277506e-27,0.00017018862695768655,7.532023945333764e-20,9.596029213176296e-26,4.6777319174488805e-24,0.00017757579093850078,1.2808486036082006e-26,7.827496256214082e-12,1.6768950063175454e-37,4.409930455467284e-35,5.878522841219625e-16,3.0140895109997802e-21,2.874151482503349e-41,3.687569297864619e-20,5.3584829593779546e-17,4.330369092912217e-15,1.3771590417024768e-12,5.672052779922156e-16,5.515394102218535e-34,1.7591106788396178e-21,3.7896252172262916e-22,4.74641005751665e-24,2.9300438552422847e-16,3.6827797859876177e-17,8.7929501751206e-24,1.0956823360598885e-23,7.799649495827451e-22,9.753665183287171e-23,1.677593067150093e-17,4.994033643877941e-34,5.656436194940928e-20,1.97941350505833e-30,6.193132411285608e-22
1.2048787696496164e-10,0.0028149649241145727,0.1557,0.0,0.007935051776972906,0.6423147158145768,0.20172117836942852,1.453833372465115e-21,6.4727682861313925e-24,4.887046115715867e-14,5.894885646911696e-32,6.715292201060019e-19,3.387282810303466e-27,0.00017056836276616168,7.788277602739113e-20,9.769993717552178e-26,4.811821776386681e-24,0.00017882162116469866,1.3421864219446514e-26,7.969737358299794e-12,1.761309795800064e-37,4.516983322796419e-35,6.054268492444628e-16,3.1004079182880395e-21,3.028532171576562e-41,3.841033256575049e-20,5.498065959703994e-17,4.3616385951071295e-15,1.386535342687223e-12,5.723371017310114e-16,5.769033148223238e-34,1.8323809712650737e-21,-3.525322382893908e-20,5.203413674278211e-24,2.963368502817259e-16,3.7748973932099484e-17,9.243365666771713e-24,1.153824202828329e-23,8.226642919079776e-22,1.0390847923067499e-22,1.7250782122771766e-17,5.237813319241688e-34,9.453483430357949e-20,2.075929138238408e-30,6.321734948298608e-22
1.2128005762766208e-10,0.0028149649241145727,0.1557,0.0,0.007933595911816636,0.6423145481736467,0.20172005778601185,1.4987407839994482e-21,6.651420614189154e-24,4.9812338327479386e-14,6.134171444381553e-32,6.96381690723431e-19,3.559986633767452e-27,0.0001709036444953262,8.024707614882823e-20,9.927868808833177e-26,4.934620523501682e-24,0.0001799422044428046,1.3995443110127254e-26,8.098849052166759e-12,1.840366122885229e-37,4.61480010101076e-35,6.215490920801721e-16,3.179378440054828e-21,3.1731527809571936e-41,3.983183043461874e-20,5.625699827309463e-17,4.389775676613188e-15,1.3949667492139292e-12,5.769456685726596e-16,6.005494836382209e-34,1.9003121665414783e-21,-1.0530073505363268e-21,5.014648909506839e-24,2.993298060200162e-16,3.8590681917832413e-17,9.664799915565944e-24,1.208289820195973e-23,8.627374267362037e-22,1.0994310769608387e-22,1.768558564772105e-17,5.465354322192651e-34,6.250766389348065e-20,2.1659495741310784e-30,6.438586181594802e-22
1.2207223829036253e-10,0.0028149649241145727,0.1557,0.0,0.007932146718920766,0.6423143835549958,0.2017189378302936,1.5446864629924406e-21,6.833501596722857e-24,5.076367220297606e-14,6.381224577662862e-32,7.219136693922345e-19,3.739924832427622e-27,0.0001712328816651766,8.266718815490775e-20,1.0086979038575864e-25,5.059437776371522e-24,0.00018106216002152997,1.459006322668299e-26,8.228995602730997e-12,1.9224367656358618e-37,4.714019162304038e-35,6.379630132012433e-16,3.259569210477949e-21,3.323311983953034e-41,4.1292193335075515e-20,5.755248701396088e-17,4.417907600433201e-15,1.4033912926041952e-12,5.815446154605524e-16,6.2499276796363644e-34,1.970163784850255e-21,5.3258491691180745e-20,4.676020440680928e-24,3.0231665574075194e-16,3.9444444020440513e-17,1.0101901556399308e-23,1.2648423375632569e-23,9.044187047214823e-22,1.162738256991175e-22,1.8127480219586248e-17,5.700814218207804e-34,1.0438357456289487e-20,2.2590359866320024e-30,6.556483754051716e-22
1.2286441895306298e-10,0.0028149649241145727,0.1557,0.0,0.007930704106562882,0.6423142219133751,0.20171781850105144,1.5916859158002431e-21,7.019045600732685e-24,5.172444324742898e-14,6.63623173180436e-32,7.481364014585541e-19,3.927331400257211e-27,0.00017155616477322003,8.514393084237742e-20,1.0247321436025138e-25,5.18628502023035e-24,0.000182181489123069,1.520635186734178e-26,8.360174843844379e-12,2.007613975996145e-37,4.814650560955265e-35,6.546711117865901e-16,3.34098380746455e-21,3.4791662772009263e-41,4.2792064406112396e-20,5.886723662517924e-17,4.4460343902047475e-15,1.411808990599628e-12,5.861338743006271e-16,6.502543691351879e-34,2.0419719104236044e-21,-3.152153525830327e-20,5.669309260660929e-24,3.052972394860428e-16,4.0310327651446446e-17,1.0555115395661632e-23,1.3235422063291857e-23,9.47758346093905e-22,1.229122737565738e-22,1.8576509009696558e-17,5.944396874066915e-34,9.752731075859233e-20,2.3552624012976297e-30,6.675423549232355e-22
1.2365659961576343e-10,0.0028149649241145727,0.1557,0.0,0.007929267983991285,0.6423140632040139,0.2017166997970774,1.6397547378755243e-21,7.20808694457412e-24,5.269463142884332e-14,6.899382401598716e-32,7.750611624093862e-19,4.1224454785668964e-27,0.0001718735833617891,8.767812370208451e-20,1.0408893015001589e-25,5.315173564804682e-24,0.00018330019295552304,1.5844949824429598e-26,8.492384594476138e-12,2.0959920154819707e-37,4.916704357465826e-35,6.716758757070936e-16,3.423625677885364e-21,3.640874837878653e-41,4.4332088508699795e-20,6.020135704067795e-17,4.474156069239792e-15,1.4202198607525819e-12,5.907133812568314e-16,6.7635590543119e-34,2.115772907707863e-21,-6.647718177336562e-20,6.200664231835043e-24,3.082714037966382e-16,4.118839980293919e-17,1.1024894674570749e-23,1.3844510165370847e-23,9.928076643378055e-22,1.2987044652972276e-22,1.903271473358027e-17,6.196309395883812e-34,1.3485655156893333e-19,2.454703811100842e-30,6.795401431077053e-22
1.2444878027846388e-10,0.0028149649241145727,0.1557,0.0,0.007927838261435413,0.642313907382621,0.20171558171717727,1.6889086130637599e-21,7.400659896970102e-24,5.3674216240174646e-14,7.170868904980977e-32,8.02699256124774e-19,4.3255114073876325e-27,0.00017218522601195662,9.027058676726513e-20,1.0571690749148927e-25,5.446114545292287e-24,0.00018441827271305046,1.6506511529068782e-26,8.625622659734522e-12,2.187667167094957e-37,5.020190609222677e-35,6.889797814909204e-16,3.507498125987445e-21,3.8085995329238356e-41,4.5912912125794295e-20,6.155495733172192e-17,4.502272660528127e-15,1.4286239202809722e-12,5.952830769451293e-16,7.033194173509652e-34,2.1916034185447476e-21,1.1741609357028862e-19,4.69743091391986e-24,3.1123900152892227e-16,4.207872705232529e-17,1.1511701140238574e-23,1.4476315049888882e-23,1.0396190784404644e-21,1.371609458913251e-22,1.9496139655140298e-17,6.456762166041142e-34,-4.6599524072891e-20,2.5574361755421726e-30,6.916413246493811e-22
1.2524096094116433e-10,0.0028149649241145727,0.1557,0.0,0.007926414850095686,0.6423137544053877,0.20171446426017062,1.7391633129118926e-21,7.596798676061336e-24,5.466317671912192e-14,7.450886396616646e-32,8.310620131885378e-19,4.536778775672504e-27,0.00017249118034159288,9.292214046647641e-20,1.0735711689170597e-25,5.579118923362815e-24,0.0001855357295760183,1.7191705193978094e-26,8.759886831834345e-12,2.282737732184702e-37,5.125119385567251e-35,7.065852943004832e-16,3.5926042954224575e-21,3.9825049277646045e-41,4.7535183265695e-20,6.292814571607416e-17,4.5303841867408765e-15,1.4370211856199935e-12,5.998429067908763e-16,7.311673729398343e-34,2.2695003593667952e-21,4.672713164444149e-21,5.997603582675415e-24,3.1419989189524427e-16,4.2981375567135225e-17,1.2016005117778421e-23,1.5131475632500357e-23,1.0882461250827356e-21,1.4479650919722106e-22,1.996682559098621e-17,6.725968830564944e-34,6.864069127021226e-20,2.6635364196134988e-30,7.038454827875279e-22
1.2595392353759472e-10,0.0028149649241145727,0.1557,0.0,0.007925139103374276,0.6423136191218158,0.20171345908047397,1.7853468531760264e-21,7.776400599215017e-24,5.55612396692215e-14,7.710359726244808e-32,8.572174666412901e-19,4.7341421924512434e-27,0.00017276174736120822,9.535973957614108e-20,1.0884373940034034e-25,5.700595989684914e-24,0.00018654090914242076,1.7829148313776784e-26,8.881600073694113e-12,2.371287246272406e-37,5.220796984913909e-35,7.22690158120048e-16,3.670257193758104e-21,4.1444424759725264e-41,4.903120165647196e-20,6.4180851843247e-17,4.555680248176386e-15,1.4445729291162077e-12,6.039382759632204e-16,7.570056508939488e-34,2.3414051342477747e-21,-7.892621867983496e-23,6.2540739408639904e-24,3.168588470362347e-16,4.38043482733108e-17,1.248523475679025e-23,1.5741626713890468e-23,1.133607991230019e-21,1.5197426662160518e-22,2.0396685304967683e-17,6.975918622563001e-34,7.569594577235106e-20,2.7619705320697573e-30,7.14916924676154e-22
1.2666688613402511e-10,0.0028149649241145727,0.1557,0.0,0.007923868334254862,0.6423134860756657,0.20171245440353475,1.832446526455733e-21,7.958943389749968e-24,5.646686369484332e-14,7.977049832154366e-32,8.839773896742534e-19,4.938544681785911e-27,0.00017302783953706177,9.784646520214748e-20,1.103402238614882e-25,5.8237608968443015e-24,0.0001875455859506507,1.8486792683225233e-26,9.004141038396678e-12,2.462742944393884e-37,5.317658552613063e-35,7.39043092250061e-16,3.748913978654493e-21,4.3116456684193287e-41,5.056179293812855e-20,6.54495890058381e-17,4.580972241094523e-15,1.4521191944466765e-12,6.080255781073588e-16,7.83595870436159e-34,2.4150411330664615e-21,-3.433289292835302e-21,6.496971077393192e-24,3.195121660494686e-16,4.463740214043058e-17,1.2969380431417984e-23,1.6371705056328094e-23,1.180525427342637e-21,1.5945192804321804e-22,2.0832489816661662e-17,7.233295161485312e-34,8.143223917856273e-20,2.863253153763768e-30,7.260711336983955e-22
1.273798487304555e-10,0.0028149649241145727,0.1557,0.0,0.00792260248004556,0.6423133552360089,0.2017114502285204,1.880474009711464e-21,8.144451885055742e-24,5.738003264569575e-14,8.25110492923689e-32,9.11350091200596e-19,5.1501792980908904e-27,0.00017328951872606124,1.003829156859401e-19,1.118465493441801e-25,5.948621280497411e-24,0.00018854976083314672,1.916515462431507e-26,9.127508093387666e-12,2.5571808137551542e-37,5.415711449276427e-35,7.556458701191127e-16,3.8285766765199904e-21,4.484240112887254e-41,5.2127432302339945e-20,6.67344343580616e-17,4.606260181374399e-15,1.459659993074687e-12,6.121047815431686e-16,8.109553203424494e-34,2.4904358273261736e-21,4.540219685659923e-21,6.634675921600685e-24,3.221597587583637e-16,4.5480584571866563e-17,1.3468803098200578e-23,1.7022200741173707e-23,1.229039832185617e-21,1.6723960284114447e-22,2.1274268698889588e-17,7.4982610440927484e-34,7.588315027378806e-20,2.967442364804734e-30,7.373078039802796e-22
1.280928113268859e-10,0.0028149649241145727,0.1557,0.0,0.007921341478704188,0.6423132265722357,0.20171044655460724,1.9294410357606523e-21,8.332950887828711e-24,5.830073012024305e-14,8.532675126985813e-32,9.393438936022017e-19,5.369242663099234e-27,0.0001735468461464178,1.0296968927465393e-19,1.1336269413048803e-25,6.07518466572104e-24,0.0001895534346136784,1.986475985062423e-26,9.251699599927403e-12,2.654678230065714e-37,5.514963047804657e-35,7.725002576700585e-16,3.909247227964724e-21,4.662353207869351e-41,5.372859570976291e-20,6.803546451727356e-17,4.6315440846947995e-15,1.4671953362776631e-12,6.161758570880054e-16,8.391015832615002e-34,2.567616861778633e-21,1.8050633109510887e-23,6.896978796830556e-24,3.248015387913546e-16,4.6333942713873e-17,1.3983869510592726e-23,1.769361162459091e-23,1.2791933680493857e-21,1.7534770008094242e-22,2.172205124227001e-17,7.770981047632733e-34,8.286200019243901e-20,3.074596876111525e-30,7.486266292754485e-22
1.288057739233163e-10,0.0028149649241145727,0.1557,0.0,0.007920085268838141,0.6423131000540565,0.20170944338097996,1.9793593928901094e-21,8.524465165420646e-24,5.922893947633979e-14,8.821912436322492e-32,9.679671318197041e-19,5.5959349943679224e-27,0.00017379988237717277,1.056073840413556e-19,1.148886364829323e-25,6.203458467474503e-24,0.00019055660810743662,2.0586143548245808e-26,9.376713913589202e-12,2.7553139659898812e-37,5.615420706665768e-35,7.896080133613969e-16,3.990927492347119e-21,4.846114146953304e-41,5.536575983797595e-20,6.93527555695975e-17,4.656823966536267e-15,1.4747252351127923e-12,6.202387779999644e-16,8.680525389072812e-34,2.646612052810602e-21,1.197160892052173e-21,7.114689227747153e-24,3.2743742347514506e-16,4.71975234584017e-17,1.4514952258808595e-23,1.8386443382886465e-23,1.3310289678498311e-21,1.8378685637301193e-22,2.2175866458015224e-17,8.051622136542903e-34,8.418937898898272e-20,3.184776028750624e-30,7.600273030956192e-22
