Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CHO3X(91),H(23),HCO(31)
2.5909405257792097e-10,0.0027344314106420324,0.1557,0.0,0.00783944278789211,0.6422891686016081,0.2019,0.0,0.0,3.0230551839812712e-18,0.0,-3.8330567523143076e-18,5.248488940046268e-32,0.00019431491047493154,0.0,0.0,0.0,-5.393299614015601e-19,0.0,-2.5948763607936556e-18,0.0,0.0,4.134747759775066e-18,7.151280236902647e-21,0.0,-3.10446708849337e-19,0.0,1.3673943153532078e-05,-2.6259088514012726e-21,-1.8820322969498443e-20,0.0,-2.659712148943955e-23,1.3422838830838396e-19,0.0,9.032185518825983e-24,5.218105236015621e-28
2.6026427019407817e-10,0.0027344314106420324,0.1557,0.0,0.007839330130196531,0.6422890669929939,0.2019,0.0,0.0,3.1039825230036815e-18,0.0,-3.82886716058883e-18,5.436581351924054e-32,0.00019433700863792414,0.0,0.0,0.0,-5.416110018810175e-19,0.0,-2.588032243924946e-18,0.0,0.0,4.1414556747158356e-18,-4.229937283597798e-21,0.0,-3.101075682342097e-19,0.0,1.3764502686113757e-05,1.4875585595432871e-21,1.0644510431923314e-20,0.0,-2.8956600083139816e-23,1.5306601802104697e-20,0.0,9.084266003001969e-24,5.2755577148070685e-28
2.6143448781023536e-10,0.0027344314106420324,0.1557,0.0,0.007839218102895475,0.6422889656900963,0.2019,0.0,0.0,3.78656096866261e-18,0.0,-5.27005597352629e-18,6.952369380366504e-32,0.00019435845744509276,0.0,0.0,0.0,-6.482552478790543e-19,0.0,-3.1510353729615933e-18,0.0,0.0,5.5695710809424255e-18,1.2540282088440514e-19,0.0,-4.268316933449194e-19,0.0,1.3855081180332796e-05,-5.1018947933513484e-20,-3.437777627156398e-19,0.0,-3.165993671769072e-23,4.0947178780852204e-19,0.0,9.136348317749648e-24,5.333339727751654e-28
2.6260470542639255e-10,0.0027344314106420324,0.1557,0.0,0.007839106689246287,0.6422888646848417,0.2019,0.0,0.0,4.9539462193502575e-18,0.0,-7.069426691190528e-18,8.835096732775202e-32,0.0001943792742354266,0.0,0.0,0.0,-9.043568455187783e-19,0.0,-4.41443082570912e-18,0.0,0.0,7.605403051676091e-18,3.445266280107684e-20,0.0,-5.725655512734283e-19,0.0,1.3945678039586518e-05,-1.0331726915413743e-20,-6.50784224762803e-20,0.0,-3.5337534059033984e-23,4.424234667901559e-19,0.0,9.188432288947173e-24,5.391451275485111e-28
2.6377492304254975e-10,0.0027344314106420324,0.1557,0.0,0.007838995872949657,0.6422887639693716,0.2019,0.0,0.0,5.7412245422400405e-18,0.0,-7.856664172689234e-18,9.673083559715903e-32,0.00019439947588873114,0.0,0.0,0.0,-9.92624247809135e-19,0.0,-4.768383655660546e-18,0.0,0.0,8.486165719918023e-18,4.401805968821324e-21,0.0,-6.363253879079628e-19,0.0,1.40362926830735e-05,-6.350998357710485e-22,-8.38238040514213e-21,0.0,-4.005648244585632e-23,3.126293266319341e-20,0.0,9.240517747134113e-24,5.449892358469234e-28
2.6494514065870694e-10,0.0027344314106420324,0.1557,0.0,0.007838885638138438,0.642288663536035,0.2019,0.0,0.0,5.633963924149408e-18,0.0,-7.562385235898463e-18,9.431912276517684e-32,0.0001944190788375633,0.0,0.0,0.0,-9.553796229227694e-19,0.0,-4.567295068763113e-18,0.0,0.0,8.178416083469153e-18,-6.266758251214474e-21,0.0,-6.124917069235967e-19,0.0,1.4126924545381935e-05,1.3898871845018788e-21,1.1563061221444083e-20,0.0,-4.5106236623242216e-23,-1.2146945702886135e-19,0.0,9.29260452738829e-24,5.50866297712885e-28
2.6611535827486413e-10,0.0027344314106420324,0.1557,0.0,0.007838775969366938,0.6422885633773834,0.2019,0.0,0.0,6.48398602227659e-18,0.0,-9.861005861036317e-18,1.4805382482118898e-31,0.00019443809907886928,0.0,0.0,0.0,-1.1232481147232886e-18,0.0,-5.4834443402782435e-18,0.0,0.0,1.0449541351644093e-17,2.0707952920626773e-19,0.0,-7.986606399724097e-19,0.0,1.421757307608771e-05,-7.79808453677421e-20,-5.44448975716111e-19,0.0,-5.03004563248709e-23,7.482321744230135e-19,0.0,9.344692469205452e-24,5.567763129966149e-28
2.6728557589102133e-10,0.0027344314106420324,0.1557,0.0,0.0078386668515979,0.642288463486167,0.2019,0.0,0.0,8.806849357692035e-18,0.0,-1.3328021565726998e-17,2.193781372694549e-31,0.00019445655218539644,0.0,0.0,0.0,-1.5940847170105686e-18,0.0,-7.793873285729218e-18,0.0,0.0,1.4356494684195758e-17,4.7536560574228417e-20,0.0,-1.0794596515559643e-18,0.0,1.4308237739367642e-05,-1.383717321857935e-20,-8.896514046886088e-20,0.0,-5.69127507237995e-23,6.874178439979552e-19,0.0,9.396781416383164e-24,5.627192812561725e-28
2.6833877174556283e-10,0.0027344314106420324,0.1557,0.0,0.007838569104605796,0.6422883738068913,0.2019,0.0,0.0,1.0131671866954252e-17,0.0,-1.4500930879666854e-17,2.3944856722591453e-31,0.00019447268761883059,0.0,0.0,0.0,-1.7291773058660415e-18,0.0,-8.310688048220884e-18,0.0,0.0,1.5674450846713808e-17,-2.9855398367106242e-21,0.0,-1.1744558321649125e-18,0.0,1.4389849298275994e-05,1.617370972410842e-21,3.965271541257248e-21,0.0,-6.470487996283727e-23,-9.340304554741393e-20,0.0,9.443662202700938e-24,5.68096127118678e-28
2.6939196760010433e-10,0.0027344314106420324,0.1557,0.0,0.007838471781660581,0.6422882843335027,0.2019,0.0,0.0,8.006296809890582e-18,0.0,-9.086840812636972e-18,2.15568837907116e-31,0.0001944883867300029,0.0,0.0,0.0,-1.261910458802826e-18,0.0,-5.8749495568388094e-18,0.0,0.0,1.00849495436852e-17,-2.665124798834816e-19,0.0,-7.359615890865409e-19,0.0,1.4471473131241362e-05,8.1726750157292e-20,5.757081417187506e-19,0.0,-7.213193251397851e-23,-1.5224342162713687e-18,0.0,9.490543572182747e-24,5.734996644745644e-28
2.7044516345464583e-10,0.0027344314106420324,0.1557,0.0,0.0078383748726107,0.6422881950611058,0.2019,0.0,0.0,3.7328380486125855e-18,0.0,-2.8035752586913725e-18,1.9186042844739781e-31,0.00019450366003339817,0.0,0.0,0.0,-5.219664749432891e-19,0.0,-2.370332331636925e-18,0.0,0.0,3.0325305757877272e-18,-6.494191375440983e-21,0.0,-2.2707133706582276e-19,0.0,1.4553108876483781e-05,2.1435289031442692e-21,3.572009902240424e-21,0.0,-7.620824452590973e-23,-8.415683612486332e-19,0.0,9.5374254194456e-24,5.789298932790371e-28
2.7149835930918733e-10,0.0027344314106420324,0.1557,0.0,0.0078382783675475,0.6422881059849221,0.2019,0.0,0.0,1.7249776158489323e-18,0.0,-8.949472510399683e-19,1.9035011317146525e-31,0.00019451851779183125,0.0,0.0,0.0,-3.398148652036362e-19,0.0,-1.7082647447217267e-18,0.0,0.0,9.583914629343744e-19,4.387120379251097e-21,0.0,-7.248890508553313e-20,0.0,1.4634756180884437e-05,-1.7614340537883664e-21,-3.171772425376227e-21,0.0,-7.686182269024874e-23,3.327696351899479e-19,0.0,9.584307641654278e-24,5.8438681305773165e-28
2.724462355782747e-10,0.0027344314106420324,0.1557,0.0,0.007838191850399837,0.6422880259802622,0.2019,0.0,0.0,2.5588249716664562e-18,0.0,-1.9096972099089233e-18,1.9641387660125802e-31,0.00019453154276770075,0.0,0.0,0.0,-4.493294152576229e-19,0.0,-2.1807160218161665e-18,0.0,0.0,2.0667187026916036e-18,-7.019057541432957e-21,0.0,-1.5467494420555477e-19,0.0,1.4708248352890064e-05,2.1247723508598402e-21,8.016956747788353e-21,0.0,-7.692843359916015e-23,6.582817370632438e-20,0.0,9.626501879232175e-24,5.893208609355694e-28
2.7339411184736204e-10,0.0027344314106420324,0.1557,0.0,0.007838105645751301,0.6422879461274332,0.2019,0.0,0.0,1.8040544882814406e-18,0.0,2.059757244963569e-18,2.6841599883453915e-31,0.00019454424640552297,0.0,0.0,0.0,-1.5256277632468278e-19,0.0,-5.306541736334875e-19,0.0,0.0,-2.09223008583016e-18,-1.3903098526487454e-19,0.0,1.6681677380829961e-19,0.0,1.4781749362996983e-05,2.513697919359141e-20,1.7228534920378642e-19,0.0,-7.717050451523459e-23,-1.3134956438931665e-18,0.0,9.668696267731346e-24,5.9427652733937905e-28
2.743419881164494e-10,0.0027344314106420324,0.1557,0.0,0.007838019746860526,0.6422878664231844,0.2019,0.0,0.0,-1.4914711598867189e-18,0.0,8.076775418060417e-18,3.487395655480463e-31,0.00019455663568735494,0.0,0.0,0.0,3.765688426727393e-19,0.0,1.954282452496256e-18,0.0,0.0,-8.72519797421142e-18,-1.0308111694641333e-20,0.0,6.541437216447886e-19,0.0,1.4855258970973195e-05,1.1720257283654475e-21,3.44038303297765e-21,0.0,-7.546498813182652e-23,-8.393301328546788e-19,0.0,9.710890737238674e-24,5.99253812037875e-28
2.75195076758628e-10,0.0027344314106420324,0.1557,0.0,0.007837942693827926,0.6422877948137662,0.2019,0.0,0.0,-3.211486953486036e-18,0.0,9.727030053728768e-18,3.661771837571805e-31,0.00019456752291568795,0.0,0.0,0.0,5.1284377672260105e-19,0.0,2.4136423324134784e-18,0.0,0.0,-1.0524458434573734e-17,5.272752959369269e-21,0.0,7.878004917422829e-19,0.0,1.4921424774961392e-05,-9.376564168720827e-22,-3.504152791192773e-21,0.0,-7.142494190115804e-23,2.938692146432581e-19,0.0,9.748865772502973e-24,6.037518515931572e-28
2.760481654008066e-10,0.0027344314106420324,0.1557,0.0,0.007837865878405558,0.6422877233198496,0.2019,0.0,0.0,-1.971540301823398e-18,0.0,5.4186402762406574e-18,3.5151454212798998e-31,0.00019457816592853902,0.0,0.0,0.0,2.476319177683857e-19,0.0,1.096183757837124e-18,0.0,0.0,-5.860349771010002e-18,-1.2628432979751245e-21,0.0,4.388582414818869e-19,0.0,1.4987597184947688e-05,6.7542042568317874e-21,5.774276932404961e-20,0.0,-6.708414321263063e-23,5.674088333656007e-19,0.0,9.786840769148484e-24,6.082674010946328e-28
2.7690125404298517e-10,0.0027344314106420324,0.1557,0.0,0.007837789295974144,0.6422876519392081,0.2019,0.0,0.0,-2.6706743057234517e-19,0.0,2.7676341592347043e-18,3.5370633518466903e-31,0.00019458856950888044,0.0,0.0,0.0,7.406447976108587e-20,0.0,4.258435814975822e-19,0.0,0.0,-2.995267448241688e-18,-4.894532485448325e-22,0.0,2.2414970395908295e-19,0.0,1.5053776036373877e-05,-3.6336634904214035e-21,-3.1761257805834645e-20,0.0,-6.44513223551983e-23,-1.934082197714026e-19,0.0,9.824815679313305e-24,6.128004599649935e-28
2.7775434268516377e-10,0.0027344314106420324,0.1557,0.0,0.00783771294200497,0.6422875806696577,0.2019,0.0,0.0,-4.406731831517639e-19,0.0,4.2374674048822425e-18,3.7305837983361843e-31,0.00019459873834644332,0.0,0.0,0.0,1.2091458877964317e-19,0.0,6.74735819433618e-19,0.0,0.0,-4.584593012100144e-18,3.342924816273245e-23,0.0,3.4319368341458464e-19,0.0,1.5119961167886729e-05,-5.136072235786967e-22,-3.100355817633484e-21,0.0,-6.300560244505733e-23,-3.474017618628248e-19,0.0,9.862790456076353e-24,6.173510278159791e-28
2.7852212246312453e-10,0.0027344314106420324,0.1557,0.0,0.007837644415096764,0.6422875166202754,0.2019,0.0,0.0,-1.269708354363253e-18,0.0,5.699421717895116e-18,3.8076567416143356e-31,0.00019460769339748707,0.0,0.0,0.0,1.9523157483749001e-19,0.0,9.4891483500139e-19,0.0,0.0,-6.164559357204974e-18,-2.618790085494026e-22,0.0,4.615995680748203e-19,0.0,1.5179533024897923e-05,1.12295625486838e-21,8.713996545137265e-21,0.0,-6.121673193980025e-23,1.1958615869978192e-19,0.0,9.89696760306799e-24,6.21461508819123e-28
2.792899022410853e-10,0.0027344314106420324,0.1557,0.0,0.00783757606646891,0.6422874526576103,0.2019,0.0,0.0,-1.6484660174422625e-18,0.0,6.062837482915073e-18,3.777072375265582e-31,0.00019461646532267755,0.0,0.0,0.0,2.9359347168459255e-19,0.0,1.470500672157452e-18,0.0,0.0,-6.559224067512846e-18,1.7057665960208043e-21,0.0,4.910333370826625e-19,0.0,1.5239109727391863e-05,-8.365230022406862e-21,-7.662909859097479e-20,0.0,-5.835419722569459e-23,-2.6927962670129787e-20,0.0,9.931144571827877e-24,6.255861715665573e-28
2.8005768201904605e-10,0.0027344314106420324,0.1557,0.0,0.007837507893000408,0.6422873887801578,0.2019,0.0,0.0,-1.5264378972465703e-18,0.0,5.384859556151677e-18,3.70494114111388e-31,0.00019462505735436513,0.0,0.0,0.0,3.040840015576433e-19,0.0,1.5664284562519497e-18,0.0,0.0,-5.825015511236786e-18,5.467554660601419e-22,0.0,4.361231649270904e-19,0.0,1.5298691164158118e-05,-6.615097113118224e-22,-3.587264611127799e-21,0.0,-5.551440615692117e-23,-3.36284237142465e-19,0.0,9.965321330033153e-24,6.297250156571202e-28
2.808254617970068e-10,0.0027344314106420324,0.1557,0.0,0.00783743989162494,0.642287324986439,0.2019,0.0,0.0,-1.482075444052149e-18,0.0,4.7447147543582115e-18,3.674971868671841e-31,0.0001946334726681819,0.0,0.0,0.0,2.188700978043743e-19,0.0,1.0587028803983666e-18,0.0,0.0,-5.130791302686831e-18,-1.5524114747725755e-21,0.0,3.8427711554801765e-19,0.0,1.5358277225939207e-05,8.850153349096068e-21,8.324510822039448e-20,0.0,-5.315207044807307e-23,1.1581220060577908e-19,0.0,9.999497845933745e-24,6.3387804069020795e-28
2.8159324157496757e-10,0.0027344314106420324,0.1557,0.0,0.007837372059329726,0.6422872612750017,0.2019,0.0,0.0,-1.4815610703779191e-18,0.0,4.623640020020136e-18,3.688757879177294e-31,0.00019464171438397261,0.0,0.0,0.0,2.2856574116705116e-19,0.0,1.1249661702758506e-18,0.0,0.0,-5.00229872552299e-18,9.389559520530882e-22,0.0,3.7447124240840852e-19,0.0,1.5417867805396728e-05,-7.891388795059258e-21,-7.847971058205622e-20,0.0,-5.13902509213184e-23,2.1770015570553477e-19,0.0,1.0033674088342327e-23,6.380452462588053e-28
2.8236102135292833e-10,0.0027344314106420324,0.1557,0.0,0.007837304393155133,0.6422871976444186,0.2019,0.0,0.0,-1.3948592154627883e-18,0.0,4.912775246727051e-18,3.7177736457527726e-31,0.00019464978556677764,0.0,0.0,0.0,2.836567145192025e-19,0.0,1.4739654982444608e-18,0.0,0.0,-5.314513577637297e-18,7.041134633922363e-22,0.0,3.978888529855081e-19,0.0,1.547746279707809e-05,-4.7538972682510065e-21,-4.5821507490886395e-20,0.0,-4.9569571454089405e-23,-3.0899265850878016e-19,0.0,1.0067850026624455e-23,6.422266319897548e-28
2.831288011308891e-10,0.0027344314106420324,0.1557,0.0,0.007837236890193887,0.6422871340932877,0.2019,0.0,0.0,-1.408673649666232e-18,0.0,5.101713553891124e-18,3.732398095223931e-31,0.00019465768922779852,0.0,0.0,0.0,2.0658375052525508e-19,0.0,9.838792498427555e-19,0.0,0.0,-5.515847770531458e-18,-2.087883924383969e-21,0.0,4.1319139152597726e-19,0.0,1.5537062097383768e-05,1.5720591359940873e-20,1.607603571890833e-19,0.0,-4.749048893908819e-23,4.480790027696246e-20,0.0,1.010202563068884e-23,6.464221975170987e-28
2.8389658090884985e-10,0.0027344314106420324,0.1557,0.0,0.007837169547589245,0.6422870706202318,0.2019,0.0,0.0,-1.5501644203154078e-18,0.0,5.113260157378724e-18,3.728489488178652e-31,0.00019466542832532845,0.0,0.0,0.0,2.2127429393806005e-19,0.0,1.0657646014718336e-18,0.0,0.0,-5.531197393252208e-18,9.059365831161057e-22,0.0,4.1412674375463517e-19,0.0,1.5596665604535035e-05,-7.675664403534686e-21,-7.993003948834684e-20,0.0,-4.514728930390758e-23,3.536809316224796e-19,0.0,1.0136200870977811e-23,6.506319424367652e-28
2.846643606868106e-10,0.0027344314106420324,0.1557,0.0,0.007837102362534688,0.6422870072238976,0.2019,0.0,0.0,-1.5386340720564912e-18,0.0,5.039291045692725e-18,3.7270658418049874e-31,0.00019467300576567757,0.0,0.0,0.0,3.397561511743141e-19,0.0,1.803815899265756e-18,0.0,0.0,-5.45165388139747e-18,1.4516106722062499e-21,0.0,4.081360547519328e-19,0.0,1.565627321854231e-05,-1.485841783331768e-20,-1.6209126863305224e-19,0.0,-4.288482385349768e-23,-4.2517023681268403e-19,0.0,1.0170375718457934e-23,6.548558662874787e-28
2.8543214046477137e-10,0.0027344314106420324,0.1557,0.0,0.00783703533227376,0.6422869439029558,0.2019,0.0,0.0,-1.4296597047922283e-18,0.0,4.9353279958851255e-18,3.7335247358774005e-31,0.0001946804244040991,0.0,0.0,0.0,2.1289586894881842e-19,0.0,9.981477057706751e-19,0.0,0.0,-5.335046695658303e-18,-2.650751493157391e-21,0.0,3.9971610471686364e-19,0.0,1.571588484117402e-05,2.422517871526144e-20,2.6549853401611423e-19,0.0,-4.075756351571409e-23,-6.841347854565726e-20,0.0,1.0204550144610797e-23,6.590939686365996e-28
2.8619992024273213e-10,0.0027344314106420324,0.1557,0.0,0.007836968454097664,0.6422868806561003,0.2019,0.0,0.0,-1.456194354646259e-18,0.0,4.9168804439834415e-18,3.7394279657011867e-31,0.0001946876870456378,0.0,0.0,0.0,1.4773932186362252e-19,0.0,6.236501518326822e-19,0.0,0.0,-5.3182159680942424e-18,5.7150777786142435e-22,0.0,3.982221681209812e-19,0.0,1.5775500375926024e-05,-1.676854380393385e-21,-7.20668893087315e-21,0.0,-3.872865013687618e-23,6.962690011232467e-19,0.0,1.0238724121423964e-23,6.633462490433162e-28
2.869677000206929e-10,0.0027344314106420324,0.1557,0.0,0.00783690172534489,0.6422868174820479,0.2019,0.0,0.0,-1.5014917037331577e-18,0.0,5.009776001421226e-18,3.7614774668500885e-31,0.00019469479644600247,0.0,0.0,0.0,3.8331030874075595e-19,0.0,2.1244167445915496e-18,0.0,0.0,-5.420377081558454e-18,2.431127281653313e-21,0.0,4.057460686426432e-19,0.0,1.583511972799157e-05,-3.196186641384828e-20,-3.8157839494576166e-19,0.0,-3.666923332650728e-23,-5.9023453479314265e-19,0.0,1.0272897621382079e-23,6.67612707017271e-28
2.8773547979865365e-10,0.0027344314106420324,0.1557,0.0,0.007836835143402207,0.6422867543795386,0.2019,0.0,0.0,-1.4590599041057449e-18,0.0,5.0123804017368085e-18,3.7738103827621267e-31,0.00019470175531248143,0.0,0.0,0.0,2.630094821705311e-19,0.0,1.2783003448530678e-18,0.0,0.0,-5.4174487843252e-18,-3.1899051807211695e-21,0.0,4.059571650349241e-19,0.0,1.589474280423168e-05,3.177167364427281e-20,3.613502157602153e-19,0.0,-3.4547617563330226e-23,-4.730361419704164e-19,0.0,1.0307070617458122e-23,6.718933421029716e-28
2.885032595766144e-10,0.0027344314106420324,0.1557,0.0,0.007836768705701498,0.6422866913473335,0.2019,0.0,0.0,-1.4804017983503166e-18,0.0,4.972010356547191e-18,3.7767211043179367e-31,0.00019470856630474,0.0,0.0,0.0,3.535765464763181e-20,0.0,-1.3003247043803115e-19,0.0,0.0,-5.376789712658724e-18,-9.430383673592687e-23,0.0,4.026877037172706e-19,0.0,1.59543695131462e-05,1.4751911044547243e-20,2.258122386477906e-19,0.0,-3.237306684218622e-23,1.3367307937461798e-18,0.0,1.0341243083104834e-23,6.7618815385281095e-28
2.8919426137677907e-10,0.0027344314106420324,0.1557,0.0,0.007836709033011001,0.6422866346774534,0.2019,0.0,0.0,-5.296431289818783e-19,0.0,4.9921024790964395e-18,3.778170039592874e-31,0.0001947145719257944,0.0,0.0,0.0,-2.1536114461813364e-21,0.0,-1.1305982485859334e-19,0.0,0.0,-5.399280230547622e-18,7.746417973188327e-22,0.0,4.0431514162786777e-19,0.0,1.600803658277891e-05,-1.1125033040936729e-20,-1.3156935024822036e-19,0.0,-3.042267278923273e-23,7.896693392743907e-19,0.0,1.0371997827108395e-23,6.800656049769973e-28
2.8988526317694374e-10,0.0027344314106420324,0.1557,0.0,0.007836649473303167,0.6422865780626623,0.2019,0.0,0.0,-6.904910401620504e-20,0.0,5.0441644550456074e-18,3.780414442460937e-31,0.00019472046175864765,0.0,0.0,0.0,6.848683776582441e-20,0.0,3.2858194916299204e-19,0.0,0.0,-5.45385379698256e-18,-8.293676736567229e-22,0.0,4.08531862005285e-19,0.0,1.6061706457613492e-05,7.691933458558949e-21,9.03695400825602e-20,0.0,-2.849361227051994e-23,-4.240658152363809e-19,0.0,1.0402752101648307e-23,6.839545383649813e-28
2.905762649771084e-10,0.0027344314106420324,0.1557,0.0,0.007836590024798482,0.6422865215021016,0.2019,0.0,0.0,-7.140296307192615e-19,0.0,5.06525212219202e-18,3.7822727429944333e-31,0.0001947262376465389,0.0,0.0,0.0,1.6252521591071118e-19,0.0,7.8279564318391525e-19,0.0,0.0,-5.47755418516479e-18,1.8280525458940944e-22,0.0,4.10239929027847e-19,0.0,1.611537907423855e-05,3.071062316536814e-22,1.3120914379579105e-20,0.0,-2.6577227579708497e-23,-2.4281334306889734e-19,0.0,1.0433505888335126e-23,6.878549536915241e-28
2.9126726677727306e-10,0.0027344314106420324,0.1557,0.0,0.007836530685744999,0.6422864649949273,0.2019,0.0,0.0,-2.277237181474142e-18,0.0,5.074587446394694e-18,3.784475982941483e-31,0.00019473190140347597,0.0,0.0,0.0,5.009732959771844e-19,0.0,2.731142241057421e-18,0.0,0.0,-5.488675629302637e-18,1.3273769287925318e-21,0.0,4.109961579623699e-19,0.0,1.616905437024841e-05,-4.038158586109399e-20,-5.974537327973179e-19,0.0,-2.4652798409190104e-23,-3.1525373608710617e-19,0.0,1.0464259169073662e-23,6.917668506590266e-28
2.9195826857743773e-10,0.0027344314106420324,0.1557,0.0,0.00783647145441959,0.6422864085403076,0.2019,0.0,0.0,-2.463664457109439e-18,0.0,5.030753130387421e-18,3.7778287042594435e-31,0.0001947374548147335,0.0,0.0,0.0,4.99120431060412e-19,0.0,2.5507806347805463e-18,0.0,0.0,-5.437728217220742e-18,-2.1174953905114316e-21,0.0,4.0744610176428756e-19,0.0,1.622273228422718e-05,1.3153055492722395e-20,1.0058369567051333e-19,0.0,-2.2741371146981253e-23,-6.983041380643741e-19,0.0,1.0495011926058268e-23,6.956902287746826e-28
2.926492703776024e-10,0.0027344314106420324,0.1557,0.0,0.007836412329126083,0.6422863521374247,0.2019,0.0,0.0,-2.0129178712406485e-18,0.0,4.994418740338522e-18,3.779084283266387e-31,0.00019474289963727784,0.0,0.0,0.0,1.1917795257369014e-19,0.0,9.221960268958844e-21,0.0,0.0,-5.399051044384707e-18,-1.4112601679982519e-21,0.0,4.0450347531560485e-19,0.0,1.6276412755733287e-05,5.883526263893631e-20,9.503447900240401e-19,0.0,-2.081846609369171e-23,8.768988130990646e-19,0.0,1.0525764141768269e-23,6.996250877247283e-28
2.932711719977506e-10,0.0027344314106420324,0.1557,0.0,0.0078363592056381,0.6422863014183996,0.2019,0.0,0.0,-8.708794137114016e-19,0.0,5.010032097417835e-18,3.790036714997425e-31,0.00019474770856386323,0.0,0.0,0.0,-2.8101583791477143e-21,0.0,-1.5666714883079978e-19,0.0,0.0,-5.418066619989812e-18,8.124026623438782e-22,0.0,4.0576815610472405e-19,0.0,1.632472731759264e-05,-1.1481909078344721e-20,-1.5876429722445984e-19,0.0,-1.9074145948741632e-23,1.2020759651740549e-18,0.0,1.0553440658862708e-23,7.031762764599939e-28
2.9389307361789876e-10,0.0027344314106420324,0.1557,0.0,0.007836306165483432,0.6422862507400511,0.2019,0.0,0.0,1.4402706631105602e-19,0.0,5.040459457213958e-18,3.7990153182845965e-31,0.00019475243217597079,0.0,0.0,0.0,1.7482641492256754e-20,0.0,1.7682524320854094e-19,0.0,0.0,-5.449488164202335e-18,-5.692251710743999e-22,0.0,4.0823264375564284e-19,0.0,1.6373043860147435e-05,-6.811286234168477e-21,-1.6487204885757543e-19,0.0,-1.7335590041543206e-23,-1.652689919272947e-19,0.0,1.0581116711179781e-23,7.067367638489399e-28
2.9451497523804695e-10,0.0027344314106420324,0.1557,0.0,0.007836253207481767,0.6422862001018091,0.2019,0.0,0.0,1.8110865635767617e-18,0.0,5.059198367141892e-18,3.8078847736079755e-31,0.00019475707169739476,0.0,0.0,0.0,-7.045106496870994e-19,0.0,-4.9002866663930376e-18,0.0,0.0,-5.468693075039419e-18,-1.5381950561555817e-21,0.0,4.097504676218614e-19,0.0,1.642136234129965e-05,1.2785835542935974e-19,2.3593784987309805e-18,0.0,-1.5595128385062314e-23,1.307771928801843e-18,0.0,1.0608792286521196e-23,7.103065495459223e-28
2.9513687685819514e-10,0.0027344314106420324,0.1557,0.0,0.007836200330467955,0.6422861495031125,0.2019,0.0,0.0,5.620357416142511e-18,0.0,5.06138432845141e-18,3.8182962583765557e-31,0.00019476162833439645,0.0,0.0,0.0,-1.2654586804505134e-18,0.0,-6.663083229471909e-18,0.0,0.0,-5.472966858329079e-18,4.466562298162009e-22,0.0,4.09927644745603e-19,0.0,1.6469682719553083e-05,7.01926722225152e-21,1.2761495776136814e-19,0.0,-1.3855530468515063e-23,2.1747723532270827e-18,0.0,1.0636467372864614e-23,7.138856331207965e-28
2.9559440863559904e-10,0.0027344314106420324,0.1557,0.0,0.007836161479993237,0.6422861123026784,0.2019,0.0,0.0,8.099469933884609e-18,0.0,5.060569963624002e-18,3.8225376699496713e-31,0.00019476492841641985,0.0,0.0,0.0,-1.384541087902575e-18,0.0,-6.841599390427539e-18,0.0,0.0,-5.471584860540371e-18,-5.562930418755812e-25,0.0,4.098617855622426e-19,0.0,1.650523311255019e-05,-1.0125583565861636e-20,-7.27792900002006e-20,0.0,-1.258402777600429e-23,2.107416696868333e-19,0.0,1.065682755938632e-23,7.165246940817716e-28
2.9605194041300294e-10,0.0027344314106420324,0.1557,0.0,0.007836122672279218,0.6422860751231307,0.2019,0.0,0.0,8.134164773063474e-18,0.0,5.0613122900732295e-18,3.8306115401676224e-31,0.00019476818474859249,0.0,0.0,0.0,-1.2376284071592141e-18,0.0,-5.925518956973825e-18,0.0,0.0,-5.472192972420846e-18,-1.3733283446436386e-22,0.0,4.0992200469740383e-19,0.0,1.6540784494120423e-05,4.654387331020684e-21,3.377178842630841e-20,0.0,-1.1318200893774772e-23,-1.0083264199757893e-18,0.0,1.0677187470161286e-23,7.191687874454224e-28
2.9650947219040684e-10,0.0027344314106420324,0.1557,0.0,0.007836083906879721,0.642286037964254,0.2019,0.0,0.0,6.705047194332733e-18,0.0,5.062442624146393e-18,3.835062030848942e-31,0.0001947713977936102,0.0,0.0,0.0,-1.093797141766954e-18,0.0,-5.34257391341655e-18,0.0,0.0,-5.473457499542231e-18,-3.5067225203100826e-23,0.0,4.100136491311008e-19,0.0,1.6576336848348445e-05,-6.767195941759984e-22,-9.025087419586273e-21,0.0,-1.005242790979148e-23,-2.5791039326595113e-19,0.0,1.0697547100580052e-23,7.218179131430488e-28
2.9696700396781074e-10,0.0027344314106420324,0.1557,0.0,0.007836045183352954,0.6422860008258351,0.2019,0.0,0.0,6.185270535677301e-18,0.0,5.062455373766255e-18,3.8367929825284585e-31,0.00019477456800926824,0.0,0.0,0.0,-1.1135520920987944e-18,0.0,-5.5756159265118024e-18,0.0,0.0,-5.473381085423923e-18,-6.593952100923892e-23,0.0,4.100147789269825e-19,0.0,1.661189015948666e-05,-6.305405485990074e-22,-5.198657839512845e-22,0.0,-8.784612796288713e-24,5.060518661544966e-19,0.0,1.0717906446082189e-23,7.2447207098669135e-28
