Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(48),CH2O2X(49),CH3OX(44),CH3X(50),CH4(39),CH4X(236),CH3O2X(47),CH4O2(169),H(23),HCO(31),OCHCO(260),SX(257),CH2OX(167),CHOX(166),SX(186),C2H6O(234),SX(408)
1.4749063387355476e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0012574401343949221,0.45119440032678376,9.934474291086707e-38,0.4569006123313754,1.1767321680813877e-18,2.1937765272027733e-27,7.606984961098776e-14,1.782879240621084e-27,-9.468120991290252e-40,5.883803708704917e-05,2.841845855945723e-20,1.5758219923348765e-21,6.894614037792735e-19,1.895450230719555e-18,9.57344979700201e-12,7.374676544522898e-22,9.28913017736583e-24,1.816289559088503e-15,1.4966907953900382e-25,3.046303234751276e-30,2.0997940738680392e-31,1.0042216500568807e-28,0.00031880901069530166,1.6296288900954648e-19,3.452902827918139e-30,1.2747033910641639e-20,-1.5310402498751357e-24,-1.2584523702118892e-20,7.519028525139719e-26,4.829775333892815e-25,8.460780347908852e-24,1.7897218818214e-38,2.887961172423663e-81,2.072236747843314e-24,1.9498008715416877e-31,8.526669202442037e-31,4.1136275438744556e-34,3.9624456187729126e-44,2.3279908661349995e-45
1.477563767672547e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0012569739687530266,0.45119392495165017,9.97755633315221e-38,0.4569006123313601,1.1794475775561332e-18,2.2067493364148238e-27,7.623304770597651e-14,1.7970577102172436e-27,-7.765011434084495e-40,5.881961807381061e-05,2.850931247333631e-20,1.5757278719889946e-21,6.901780656252718e-19,1.89897024256895e-18,9.588682440998552e-12,7.402860231987487e-22,9.294150753068027e-24,1.816283145060751e-15,1.50534952748409e-25,3.0640783525798482e-30,2.1037431486487104e-31,1.0121696259807593e-28,0.00031929359533541417,1.6325830149663259e-19,3.4754149908497736e-30,-1.5456805336390933e-20,-1.2491841522166462e-24,1.561372362281811e-20,7.532928484234683e-26,4.849973371969148e-25,8.478439512812436e-24,1.8004970608388762e-38,2.9181563036575573e-81,2.0808706840889866e-24,1.9560610272019486e-31,8.553653523517316e-31,4.139244453005997e-34,4.598451469222082e-44,2.1516138326068058e-45
1.4802211966095465e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0012565080922326793,0.45119344985623333,1.0020730688546867e-37,0.4569006123313447,1.1821638041605117e-18,2.2197676558006517e-27,7.639619410144552e-14,1.811314383511354e-27,-1.0855173374482621e-39,5.8801180249983953e-05,2.8600277075933433e-20,1.5756345493873705e-21,6.908926651389983e-19,1.9024891167555556e-18,9.603909129731741e-12,7.431083354630616e-22,9.299165513654615e-24,1.8162767191444857e-15,1.5140378551815135e-25,3.0819141175295043e-30,2.1076883841511637e-31,1.020161041895916e-28,0.0003197779096639726,1.635533758956851e-19,3.498019773729855e-30,1.7343125462132797e-20,-1.5858783060039134e-24,-1.7176090872888368e-20,7.546812615078954e-26,4.870202722009004e-25,8.4960929024864e-24,1.8113133521267263e-38,2.9485998120288814e-81,2.089517806124224e-24,1.9623265662098253e-31,8.580662870490975e-31,3.633864746846787e-34,3.5697361899451757e-44,1.437452877392709e-45
1.482878625546546e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0012560425043563936,0.4511929750402122,1.0063997328007265e-37,0.45690061233132934,1.1848808443383593e-18,2.232831519847784e-27,7.655928874494992e-14,1.8256494817773214e-27,-7.156435572327031e-40,5.878272393104243e-05,2.8691352218809426e-20,1.5755420213217378e-21,6.916052063190953e-19,1.9060068535789798e-18,9.619129866835854e-12,7.459345824540019e-22,9.304174503020725e-24,1.81627028144769e-15,1.5227557984446093e-25,3.0998105734628377e-30,2.1116297822638735e-31,1.0281960196431612e-28,0.0003202619538444413,1.6384811238327184e-19,3.5207173090817924e-30,-1.9477320396496e-20,-1.2061392619913162e-24,1.963234826055155e-20,7.560680925885912e-26,4.890463313173851e-25,8.513740511533357e-24,1.8221708130032664e-38,2.9792931660559138e-81,2.098178082927999e-24,1.968597474138875e-31,8.607697172186263e-31,3.916840392971567e-34,4.873267987977672e-44,1.6910533070756508e-45
1.4855360544835454e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0012555772046471446,0.4511925005032674,1.0107356222240573e-37,0.45690061233131396,1.1875986945395167e-18,2.2459409628482595e-27,7.67223315849264e-14,1.8400632355780557e-27,-1.083284624458616e-39,5.8764249429004966e-05,2.8782537766788905e-20,1.5754502735965248e-21,6.923156931584623e-19,1.9095234533413814e-18,9.634344655939259e-12,7.487647553924568e-22,9.309177764942882e-24,1.816263832077269e-15,1.5315033771059911e-25,3.117767762168492e-30,2.115567344886685e-31,1.0362746811465642e-28,0.00032074572804005646,1.6414251113825897e-19,3.543507729060484e-30,2.22691402137774e-20,-1.6319120766642133e-24,-2.2102204313265236e-20,7.574533424966373e-26,4.910755074757084e-25,8.531382334650597e-24,1.8330695006584898e-38,3.0102378392999916e-81,2.1068514835373182e-24,1.974873736567191e-31,8.634756357627157e-31,3.3574647719359654e-34,3.610170339605961e-44,9.946273190254305e-46
1.4881934834205448e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0012551121926353355,0.45119202624508187,1.0150807341925039e-37,0.4569006123312986,1.1903173512210452e-18,2.2590960188992737e-27,7.688532257068332e-14,1.8545558646005147e-27,-6.259053562537712e-40,5.8745757052401536e-05,2.887383356976203e-20,1.5753593068483987e-21,6.930241296454467e-19,1.9130389163474474e-18,9.649553500664489e-12,7.515988455112985e-22,9.314175328022401e-24,1.816257371138937e-15,1.5402806108693223e-25,3.1357857141437732e-30,2.119501073959685e-31,1.0443971480931074e-28,0.0003212292324138287,1.6443657234130688e-19,3.56639116544514e-30,-2.5257586568869585e-20,-1.1437416274084134e-24,2.5409729162175376e-20,7.588370120727486e-26,4.931077936184056e-25,8.54901836662903e-24,1.844009472154239e-38,3.041435310367961e-81,2.115537977047234e-24,1.9811553391535135e-31,8.661840355965764e-31,3.74069308778659e-34,5.224053443255247e-44,1.40933845188454e-45
1.4908509123575443e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0012546474678530092,0.45119155226533997,1.019435065771047e-37,0.4569006123312832,1.1930368108493207e-18,2.2722967219036553e-27,7.704826165239124e-14,1.869127594177207e-27,6.299348796522605e-40,5.872724710637189e-05,2.896523948580632e-20,1.57526910919683e-21,6.937305197659015e-19,1.9165532429043552e-18,9.664756404628256e-12,7.544368440555273e-22,9.319167232408399e-24,1.8162508987373296e-15,1.5490875193092796e-25,3.1538644740530726e-30,2.1234309714277724e-31,1.0525635421871489e-28,0.0003217124671285447,1.6473029617524956e-19,3.589367749646174e-30,-7.048515423984753e-22,-1.2802339083008745e-24,8.178331268279117e-22,7.602191021671046e-26,4.951431827011888e-25,8.566648602352156e-24,1.8549907844243862e-38,3.072887062914593e-81,2.124237532610759e-24,1.9874422675954653e-31,8.68894909652502e-31,5.003094654818112e-34,9.630474158372356e-44,2.768329604071481e-45
1.4935083412945437e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0012541830298358348,0.45119107856372836,1.0237986140218733e-37,0.45690061233126783,1.1957570698967097e-18,2.2855431055704336e-27,7.721114878107335e-14,1.883778649506081e-27,2.688327907739497e-39,5.870871989268069e-05,2.9056755373048786e-20,1.5751796710069135e-21,6.944348674998695e-19,1.9200664333217478e-18,9.679953371441512e-12,7.57278742282262e-22,9.324153531903326e-24,1.816244414975983e-15,1.5579241218717575e-25,3.172004091953353e-30,2.1273570392764134e-31,1.0607739850812363e-28,0.00032219543234676825,1.650236828249676e-19,3.612437612704604e-30,-2.7733935155043503e-20,-8.642468246144008e-25,2.778226002787845e-20,7.615996136392767e-26,4.971816676929381e-25,8.584273036795042e-24,1.866013494275011e-38,3.104594585644974e-81,2.1329501194388283e-24,1.9937345076012844e-31,8.716082508819563e-31,7.154713971453703e-34,1.6886694761785084e-43,4.93468023420894e-45
1.4961657702315431e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0012537188781199993,0.45119060513993553,1.028171376004422e-37,0.45690061233125245,1.1984781248394138e-18,2.2988352034153768e-27,7.737398390859613e-14,1.898509264399361e-27,3.115523167909833e-39,5.869017570978829e-05,2.9148381101979975e-20,1.5750909768319492e-21,6.951371768194261e-19,1.923578487911698e-18,9.69514440470946e-12,7.601245314607669e-22,9.329134252118179e-24,1.816237919957399e-15,1.566790437875054e-25,3.190204587360053e-30,2.1312792795040042e-31,1.0690285984812734e-28,0.00032267812823084013,1.6531673247738261e-19,3.6356008852939015e-30,2.5054280445868967e-20,-1.33341759124392e-24,-2.5018947123970888e-20,7.62978547358138e-26,4.992232415756925e-25,8.6018916650233e-24,1.877077658384574e-38,3.136559372316873e-81,2.1416757068002547e-24,2.0000320449031094e-31,8.743240522543366e-31,7.350955695282114e-34,1.843821296857164e-43,4.717763580793437e-45
1.4988231991685426e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0012532550122501412,0.45119013199365193,1.032553348775432e-37,0.4569006123312371,1.2011999721606474e-18,2.3121730487616088e-27,7.75367669876598e-14,1.9133196583960186e-27,3.429271619760048e-39,5.867161485280224e-05,2.9240116523465674e-20,1.5750030311144522e-21,6.958374516918261e-19,1.9270894069886856e-18,9.710329508031639e-12,7.62974202872369e-22,9.33410940292841e-24,1.816231413782913e-15,1.5756864865101535e-25,3.2084659861714134e-30,2.1351976941396907e-31,1.0773275037799688e-28,0.000323160554942883,1.6560944532110985e-19,3.65885769771515e-30,-2.369489493131506e-20,-8.456637761041846e-25,2.3720088330398162e-20,7.643559042017246e-26,5.012678973446469e-25,8.619504482192095e-24,1.8881833333041013e-38,3.168782921743087e-81,2.1504142640217155e-24,2.0063348653280293e-31,8.770423067505117e-31,7.402404450740416e-34,1.9637905295462134e-43,4.3411531226029356e-45
1.501480628105542e-10,0.0005555851823910342,0.0915567593028733,0.0,0.001252791431773415,0.45118965912456943,1.0369445293889911e-37,0.4569006123312218,1.2039226083546583e-18,2.3255566747400907e-27,7.769949797178931e-14,1.9282100537713835e-27,4.364299476087153e-39,5.865303761357769e-05,2.9331961492387784e-20,1.5749158264843121e-21,6.965356960834717e-19,1.9305991908695688e-18,9.725508685001954e-12,7.658277478105674e-22,9.339079079488947e-24,1.816224896552819e-15,1.584612286839348e-25,3.226788382671722e-30,2.1391122852224277e-31,1.085670822381394e-28,0.0003236427126448012,1.6590182154674285e-19,3.6822081799017404e-30,-6.336288535050472e-22,-9.950553756941481e-25,6.301368935021652e-22,7.657316850570443e-26,5.033156280081336e-25,8.63711148354513e-24,1.899330575457356e-38,3.201266737793746e-81,2.1591657604876716e-24,2.0126429547107216e-31,8.797630073706294e-31,8.17213191660181e-34,2.3040897412544876e-43,4.836692706040834e-45
1.5041380570425415e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0012523281362400622,0.45118918653238216,1.0413449148965806e-37,0.4569006123312065,1.2066460299237662e-18,2.3389861142901605e-27,7.786217681532505e-14,1.9431806738700434e-27,6.378255042540697e-39,5.863444428074599e-05,2.9423915865234714e-20,1.5748293520683054e-21,6.972319139569498e-19,1.9341078398735567e-18,9.740681939208734e-12,7.686851575810549e-22,9.344043342993065e-24,1.816218368366364e-15,1.593567857797573e-25,3.245171812916094e-30,2.1430230548255853e-31,1.0940586757069622e-28,0.00032412460149828224,1.6619386134684998e-19,3.705652461420166e-30,-2.73735747342468e-20,-5.890945795910657e-25,2.73075620860074e-20,7.67105890819962e-26,5.0536642658761085e-25,8.654712664413679e-24,1.9105194411410205e-38,3.2340123293986016e-81,2.1679301656403148e-24,2.018956298887951e-31,8.824861471344565e-31,1.0191116981049613e-33,3.029321292345219e-43,6.668133120733068e-45
1.506795485979541e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0012518651252000719,0.45118871421678597,1.0457545023471207e-37,0.45690061233119117,1.2093702333734098e-18,2.3524614001600684e-27,7.802480347341403e-14,1.9582317521756683e-27,6.969777713034996e-39,5.86158351397863e-05,2.9515979513309826e-20,1.5747435901053465e-21,6.979261092661028e-19,1.937615354322177e-18,9.755849274234731e-12,7.715464235017442e-22,9.349002078504165e-24,1.8162118293218187e-15,1.6025532181964231e-25,3.2636161887718834e-30,2.1469300050380173e-31,1.1024911851270302e-28,0.00032460622166479813,1.6648556491595984e-19,3.7291906714719326e-30,2.4449522757165076e-20,-1.0372981426812659e-24,-2.453352467826615e-20,7.684785223951381e-26,5.074202861176512e-25,8.672308020215613e-24,1.921749986524873e-38,3.267021210549287e-81,2.1767074489795113e-24,2.0252748837613716e-31,8.852117190761143e-31,1.04811346102869e-33,3.246690129973197e-43,6.444375077446374e-45
1.5094529149165404e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0012514023982114827,0.45118824217747844,1.0501732887870183e-37,0.45690061233117585,1.212095215214537e-18,2.3659825649075738e-27,7.818737790200078e-14,1.9733635085970185e-27,7.433098131206433e-39,5.859721047297047e-05,2.960815228935397e-20,1.574658544610856e-21,6.986182859583925e-19,1.941121734539252e-18,9.771010693657204e-12,7.744115369026958e-22,9.353955331446907e-24,1.8162052795163435e-15,1.6115683867198968e-25,3.282121613755728e-30,2.150833137975589e-31,1.1109684716777384e-28,0.0003250875733056076,1.6677693245025082e-19,3.752822938889788e-30,-2.2166110425172257e-20,-5.589636916604924e-25,2.2067407427941737e-20,7.698495806959231e-26,5.094771996459364e-25,8.689897546454441e-24,1.9330222676519706e-38,3.300294900301552e-81,2.185497580062783e-24,2.031598695323492e-31,8.879397162415216e-31,1.0581434904506294e-33,3.4231831690375026e-43,6.014799972882114e-45
1.5121103438535398e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0012509399548348492,0.4511877704141588,1.054601271260208e-37,0.4569006123311605,1.2148209719681155e-18,2.379549640900432e-27,7.83499000578186e-14,1.9885761656659204e-27,8.387633319046359e-39,5.857857055945765e-05,2.970043404952715e-20,1.5745742103509035e-21,6.993084479793649e-19,1.9446269808508695e-18,9.78616620104793e-12,7.772804891262087e-22,9.358903466019457e-24,1.8161987190460933e-15,1.6206133819218058e-25,3.3006883226502436e-30,2.1547324557654962e-31,1.1194906565787084e-28,0.0003255686565817568,1.6706796414778297e-19,3.776549392141769e-30,-5.518178262658886e-22,-6.9480127912431305e-25,4.241224455958314e-22,7.712190666442078e-26,5.115371602332386e-25,8.707481238718362e-24,1.944336340438821e-38,3.333834922777476e-81,2.1943005285052256e-24,2.037927719514497e-31,8.906701317006009e-31,1.1244020735532037e-33,3.778386844688954e-43,6.271506711824636e-45
1.5147677727905393e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0012504777946338531,0.45118729892652837,1.0590384468082009e-37,0.4569006123311452,1.2175475001641905e-18,2.3931626603169337e-27,7.851236989838086e-14,2.0038699465285384e-27,1.0319690679678156e-38,5.8559915675321563e-05,2.979282465084313e-20,1.5744905772800851e-21,6.999965992716958e-19,1.948131093585358e-18,9.801315799973283e-12,7.80153271526832e-22,9.363846406370822e-24,1.8161921480062267e-15,1.6296882222333057e-25,3.319316188459422e-30,2.1586279605664115e-31,1.1280578611056868e-28,0.0003260494716540812,1.6735866020846106e-19,3.800370159331336e-30,-2.488190248990218e-20,-3.2162155516481227e-25,2.4694944314115035e-20,7.72586981170307e-26,5.136001609534097e-25,8.725059092679313e-24,1.9556922606755704e-38,3.367642807167639e-81,2.2031162639794512e-24,2.0442619422965653e-31,8.934029585407719e-31,1.3051214222209643e-33,4.488774087608084e-43,7.768298092487323e-45
