Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(48),CH2O2X(49),CH3OX(44),CH3X(50),CH4(39),CH4X(236),CH3O2X(47),CH4O2(169),H(23),HCO(31),OCHCO(260),SX(257),CH2OX(167),CHOX(166),SX(186),C2H6O(234),SX(408)
2.3491931871045066e-09,0.0005555851823910342,0.0915567593028733,0.0,0.0004309464842303242,0.45034826508439785,2.1387790932447916e-35,0.45690061227551265,1.496525589413296e-17,8.894313246560763e-25,7.130884411268408e-13,5.9485780753893846e-24,2.0154882210737374e-31,1.9554743578455922e-05,1.4682758992141016e-18,1.5916236518004671e-21,3.6011652332787874e-19,1.67680678731903e-17,6.479998189059906e-11,2.711307857730911e-20,-3.6819326762755795e-22,1.7750362421750696e-15,5.097897620380146e-23,1.9714738664538104e-27,9.195710234455154e-31,2.296385396093339e-25,0.0011845858991977084,5.298873874741964e-19,3.1106600354344293e-27,-3.754514214100737e-24,1.972064345055999e-24,5.646222789884686e-22,2.4863404984355757e-25,2.2186409991808784e-23,7.631363553582114e-23,1.7694788058321625e-35,6.345330056258562e-76,8.211869995111836e-23,4.8145666106795015e-30,2.1832147150232446e-29,-2.918916964980368e-37,-9.419465583389603e-42,-1.0566160518139097e-47
2.3564362904457676e-09,0.0005555851823910342,0.0915567593028733,0.0,0.00043081861189709383,0.4503481337351142,2.1497860117157088e-35,0.4569006122753965,1.4996638531184223e-17,8.940347739074106e-25,7.145331548889793e-13,5.987913226937753e-24,2.015485490762818e-31,1.9547789451204316e-05,1.474021081237695e-18,1.5917232121403747e-21,3.5995592698710373e-19,1.68049505842649e-17,6.491468035056064e-11,2.719739388149755e-20,2.360708544727026e-22,1.7750144368310825e-15,5.122315127577853e-23,2.3870839855382658e-27,9.197188762332245e-31,2.308572695215213e-25,0.0011847207255434918,5.308030644553494e-19,3.129056482251727e-27,9.138028398885713e-24,1.98741976603317e-24,5.517174548459905e-22,2.490649144627608e-25,2.2261656152304277e-23,7.64645661588441e-23,1.7801943018339459e-35,6.416634446597172e-76,8.23620620608232e-23,4.8291857813480546e-30,2.1898515512724984e-29,-5.478610514651905e-38,-9.410294229902966e-42,-3.0163588600350934e-48
2.3636793937870287e-09,0.0005555851823910342,0.0915567593028733,0.0,0.0004306926457022139,0.45034800434325883,2.1608152036578834e-35,0.4569006122752805,1.502800898710436e-17,8.986514801911006e-25,7.159773408897968e-13,6.033332956526017e-24,2.0154789729985855e-31,1.9540937904041547e-05,1.4797747228432138e-18,1.591828099375046e-21,3.59797761770442e-19,1.6841831890186056e-17,6.50292850746642e-11,2.7281828552000694e-20,3.310936859740035e-22,1.7749929381457625e-15,5.146498822956719e-23,-1.5846253145147682e-27,9.262451517921404e-31,2.3241777174981875e-25,0.0011848535431709293,5.317200718265486e-19,3.1475026497940704e-27,-3.1632910007690015e-24,2.002975586564777e-24,5.640067787073041e-22,2.494964100251745e-25,2.2337030068768312e-23,7.661542291880794e-23,1.7909428606248973e-35,6.488521401930042e-76,8.260573448662702e-23,4.843040654017743e-30,2.1965657463546777e-29,4.824384050123357e-37,-9.388846667526528e-42,1.4346053158436875e-47
2.3709224971282898e-09,0.0005555851823910342,0.0915567593028733,0.0,0.0004305685572067792,0.45034787687964273,2.171866660995058e-35,0.4569006122751645,1.5059367478888546e-17,9.032814600209192e-25,7.174210070362941e-13,6.081333585020049e-24,2.015489048013162e-31,1.9534187436485305e-05,1.4855368384890585e-18,1.5918714012867786e-21,3.596420247730757e-19,1.6878711948698705e-17,6.514379674347964e-11,2.7366385603574954e-20,-5.444479574285765e-22,1.7749717420654002e-15,5.1698033977909334e-23,1.6530058321156683e-27,9.25525766578243e-31,2.341189431121982e-25,0.001184984382019409,5.326383947063731e-19,3.1660022081991396e-27,-1.0332838618527237e-23,2.0186541969159984e-24,5.711644185412019e-22,2.499285295438521e-25,2.241253219018751e-23,7.676620663139768e-23,1.8017245285109956e-35,6.560994104979523e-76,8.284971881551583e-23,4.857659008124886e-30,2.203227630465331e-29,-3.779010580789371e-37,-9.422868964609805e-42,-1.3232211671180852e-47
2.378165600469551e-09,0.0005555851823910342,0.0915567593028733,0.0,0.00043044631839684716,0.45034775131551236,2.1829403757706283e-35,0.45690061227504863,1.509071413834724e-17,9.079247489468966e-25,7.188641609667335e-13,6.119220475405329e-24,2.015489077368789e-31,1.952753656967149e-05,1.4913074364007659e-18,1.5919506077676909e-21,3.5948863168892905e-19,1.6915590915191764e-17,6.52582160167215e-11,2.7451064187819204e-20,1.73186670671999e-22,1.7749508445829103e-15,5.1944559481429076e-23,3.964127848183247e-27,9.226571123419658e-31,2.352350672258497e-25,0.0011851132715817363,5.335580183538025e-19,3.1845876238471873e-27,1.434916259430257e-23,2.0339239718151173e-24,5.464701044958451e-22,2.503612660984679e-25,2.248816296124393e-23,7.691691810031555e-23,1.8125393521918232e-35,6.634055757863612e-76,8.309401706066024e-23,4.872687997779053e-30,2.2098638667973757e-29,-3.5497037716033975e-37,-9.422330293380465e-42,-1.26231355281963e-47
2.385408703810812e-09,0.0005555851823910342,0.0915567593028733,0.0,0.00043032590167707205,0.45034762762254366,2.194036340144765e-35,0.4569006122749329,1.512204913456375e-17,9.125814084982624e-25,7.203068101104817e-13,6.16387539689565e-24,2.0154745056540352e-31,1.952098384605084e-05,1.4970865254163784e-18,1.5920816108517846e-21,3.593375403854051e-19,1.6952468942732243e-17,6.537254354196529e-11,2.7535862779627256e-20,6.256350694896319e-22,1.7749302417375852e-15,5.21921093419559e-23,-2.6120578495166133e-27,9.321065895091098e-31,2.3673226592925787e-25,0.001185240240910803,5.344789281746217e-19,3.203223440678547e-27,1.6227870163516966e-24,2.0493967557537497e-24,5.591845027241072e-22,2.507946128349867e-25,2.2563922821866942e-23,7.706755811745516e-23,1.8233873781932315e-35,6.707709567511716e-76,8.333863047470679e-23,4.886461064499837e-30,2.2166188022821586e-29,8.975340618780122e-37,-9.37218110134718e-42,2.767852053171179e-47
2.392651807152073e-09,0.0005555851823910342,0.0915567593028733,0.0,0.0004302072798644415,0.4503475057728354,2.2051545463932966e-35,0.45690061227481715,1.5153372713269088e-17,9.172514492513153e-25,7.21748962081813e-13,6.216518580511149e-24,2.0154884530934836e-31,1.9514527829088183e-05,1.5028741214164732e-18,1.5921237389096333e-21,3.5918878652625357e-19,1.698934618209901e-17,6.5486779974383e-11,2.762078553319835e-20,-7.459672010747746e-22,1.7749099296137203e-15,5.2422281603085476e-23,5.127110591286532e-28,9.329489135436719e-31,2.386792379503257e-25,0.0011853653186261603,5.354011097139936e-19,3.221899746806674e-27,-2.2569933909323717e-23,2.0652770730475475e-24,5.833654857835043e-22,2.5122856296470543e-25,2.2639812207578092e-23,7.721812746307292e-23,1.834268653318462e-35,6.781958747922698e-76,8.358356035558402e-23,4.900832943809919e-30,2.2233369539999582e-29,-3.234112483008823e-37,-9.420598327583089e-42,-1.1263052297335244e-47
2.407138013834595e-09,0.0005555851823910342,0.0915567593028733,0.0,0.00042997531425343786,0.4503472674936713,2.2274576541754013e-35,0.45690061227458606,1.5215986130479415e-17,9.266313653189175e-25,7.246318027775913e-13,6.399094316462543e-24,2.015464953370773e-31,1.950190027231918e-05,1.5144748491686896e-18,1.592285703461069e-21,3.5889798695505493e-19,1.7063098888178845e-17,6.57149820287817e-11,2.779098386728626e-20,-2.0580783906640647e-23,1.7748701620968055e-15,5.2795631116006624e-23,8.921514295554286e-28,9.337064526205776e-31,2.4695515020335454e-25,0.0011856099115657218,5.372492303890533e-19,3.259236480859179e-27,-9.097109827280341e-27,2.0958210140200677e-24,5.607885707641795e-22,2.520982464592505e-25,2.2791981274771893e-23,7.751905720358904e-23,1.8561311335465393e-35,6.932256154023422e-76,8.407437529053001e-23,4.9299465800663705e-30,2.236780162562662e-29,1.1246925881462317e-36,-9.340881867251129e-42,2.0544234130947265e-47
2.420175599848865e-09,0.0005555851823910342,0.0915567593028733,0.0,0.00042977241931175484,0.45034705907490424,2.2476064431911233e-35,0.4569006122743784,1.5272300711779178e-17,9.351182362944296e-25,7.272247312872956e-13,6.564393393672814e-24,2.0154259242853383e-31,1.9490852216601855e-05,1.5249446879740422e-18,1.5924292735880572e-21,3.586437753825534e-19,1.712947509501359e-17,6.592005859543735e-11,2.794458431781397e-20,2.2285178406839347e-22,1.7748353272294904e-15,5.313465292393366e-23,-7.679213202182441e-28,9.387409392136497e-31,2.543940614004324e-25,0.0011858238543580363,5.389167458281584e-19,3.2929915660441814e-27,-1.7085418487667683e-24,2.1233303089120373e-24,5.6247359502333875e-22,2.528829582534917e-25,2.292938069307615e-23,7.778965986864392e-23,1.8759215407247806e-35,7.069592494760311e-76,8.45172075408163e-23,4.9564815831734425e-30,2.2488831908035334e-29,2.8288425204346175e-36,-9.205986981269367e-42,3.69027138942565e-47
2.433213185863135e-09,0.0005555851823910342,0.0915567593028733,0.0,0.0004295749353213945,0.4503468562130474,2.267827180840059e-35,0.456900612274171,1.5328580860605596e-17,9.436477158515886e-25,7.298161598150428e-13,6.686174004553772e-24,2.015365280462459e-31,1.9480096079177095e-05,1.5354422371763298e-18,1.592381892931439e-21,3.583965747830719e-19,1.7195850991943053e-17,6.612484962093267e-11,2.8098592260369425e-20,-4.3748260766429145e-21,1.7748013758747816e-15,5.350318007235923e-23,2.1442925135471016e-26,9.234834098172013e-31,2.592773407760869e-25,0.001186032094281035,5.405881631299513e-19,3.3269760892548494e-27,-4.291602050833652e-23,2.150760421934625e-24,6.036643786875409e-22,2.536695223231898e-25,2.3067206352466047e-23,7.806004517825892e-23,1.8958203977816363e-35,7.208908380649552e-76,8.496109072697524e-23,4.984120521225766e-30,2.260922236141444e-29,4.913996328870307e-36,-8.932767178433814e-42,-3.22860797068541e-47
2.446250771877405e-09,0.0005555851823910342,0.0915567593028733,0.0,0.00042938271786726933,0.45034665875985763,2.2881198260655365e-35,0.4569006122739639,1.538482725490777e-17,9.522210460070733e-25,7.324061283921855e-13,6.760379209857949e-24,2.0153436961534473e-31,1.9469624204047912e-05,1.5459675592810953e-18,1.5926506845082805e-21,3.5815594816725674e-19,1.7262227379836835e-17,6.632935855336484e-11,2.8253014038917314e-20,3.958004573434672e-22,1.774768286083058e-15,5.397259104274038e-23,4.419017965675309e-27,9.371865055305745e-31,2.6141037097782317e-25,0.0011862347834057899,5.422634038045282e-19,3.361278613516257e-27,2.4167034955132856e-23,2.177577486963384e-24,5.365607646260798e-22,2.544579017985699e-25,2.3205460641714742e-23,7.833021728384702e-23,1.915827996553698e-35,7.350223060432255e-76,8.540603306051767e-23,5.009564620664002e-30,2.2731900736505073e-29,4.185068409412621e-36,-8.786677232559923e-42,-4.3423385634642748e-47
2.459288357891675e-09,0.0005555851823910342,0.0915567593028733,0.0,0.0004291956263941291,0.45034646657105065,2.3084843388841282e-35,0.45690061227375706,1.5441040943551218e-17,9.608390643431652e-25,7.349946753244771e-13,6.828306467943258e-24,2.015340840521672e-31,1.9459429133312044e-05,1.556520705835979e-18,1.592946846327537e-21,3.5792186367866277e-19,1.732860503805264e-17,6.653358873009506e-11,2.8407849502747215e-20,3.623157104680955e-21,1.7747360366391861e-15,5.445759351146967e-23,-1.630384211387053e-26,9.604817434557566e-31,2.6317670571695145e-25,0.0011864320697454309,5.439423893574799e-19,3.3958252098932674e-27,3.149608384863452e-23,2.2053442105813395e-24,5.292082861262191e-22,2.552480600389659e-25,2.334414590699722e-23,7.860018022752469e-23,1.9359446240850555e-35,7.493555873372686e-76,8.585204181026756e-23,5.034907166587653e-30,2.2855123302692105e-29,2.2759953429092875e-36,-8.74334055812818e-42,1.65786099117836e-47
2.4723259439059448e-09,0.0005555851823910342,0.0915567593028733,0.0,0.000429013524103157,0.45034627950619543,2.3289206803654705e-35,0.4569006122735505,1.5497223024821968e-17,9.695021096514386e-25,7.375818380540904e-13,6.900107248080929e-24,2.0153690451191672e-31,1.9449503602141403e-05,1.5671017278464248e-18,1.5928369283031005e-21,3.5769436535033008e-19,1.7394984725009405e-17,6.673754340963481e-11,2.856310065833428e-20,-3.928064081479512e-21,1.7747046086448395e-15,5.488866874802323e-23,1.5873690869575214e-26,9.391142811208238e-31,2.651603432047209e-25,0.0011866240973636198,5.456250428343837e-19,3.43057940642207e-27,-5.360866111198343e-23,2.234260927872366e-24,6.142898836694653e-22,2.5603996084008715e-25,2.348326445318235e-23,7.88699379449633e-23,1.9561705670956887e-35,7.638926239401251e-76,8.629912473590452e-23,5.063046239152595e-30,2.297636038390825e-29,6.605742815683712e-38,-8.823725735048944e-42,1.3931301808032434e-47
2.4853635299202147e-09,0.0005555851823910342,0.0915567593028733,0.0,0.00042883627785123224,0.4503460974286105,2.3494288125946024e-35,0.4569006122733442,1.5553374021616606e-17,9.782099530769362e-25,7.401676529364815e-13,6.988918961863805e-24,2.0153909089178863e-31,1.9439840533914722e-05,1.5777106635868796e-18,1.592992029353772e-21,3.574729492367936e-19,1.746136717873207e-17,6.694122573963034e-11,2.8718759057656867e-20,-1.9541165816405506e-22,1.7746739819859405e-15,5.534272806115938e-23,6.810715429175358e-27,9.446086239543353e-31,2.680968933170067e-25,0.0011868110064800939,5.473112894177139e-19,3.465520248767669e-27,1.795596419669309e-23,2.2615865302428395e-24,5.427052702125123e-22,2.568335687261175e-25,2.3622818544546498e-23,7.913949426816749e-23,1.976506106917421e-35,7.786353730155677e-76,8.674728975845096e-23,5.0893166794702784e-30,2.3099546429170055e-29,-4.042422584795197e-37,-8.870477663799726e-42,-2.2214683930571774e-47
2.4984011159344846e-09,0.0005555851823910342,0.0915567593028733,0.0,0.00042866375805297464,0.45034592020526387,2.370008698660925e-35,0.4569006122731382,1.5609494798777232e-17,9.86962513752847e-25,7.427521556351662e-13,7.090333109676872e-24,2.0153881027139156e-31,1.9430433035450948e-05,1.5883475649453804e-18,1.5933551558688572e-21,3.572574792121297e-19,1.7527753117379153e-17,6.714463882418093e-11,2.8874830269754894e-20,5.4506965676255335e-21,1.774644135869192e-15,5.580608168641268e-23,-2.4536970897851135e-26,9.76391670813245e-31,2.7172400967511457e-25,0.0011869929335733913,5.490010554356219e-19,3.500640174799905e-27,5.181315300274994e-23,2.289056109755914e-24,5.088275945541636e-22,2.576288491944744e-25,2.3762810405889178e-23,7.940885292818265e-23,1.9969515275433758e-35,7.935858026297739e-76,8.719654461689442e-23,5.1144454242819345e-30,2.322408651691764e-29,1.2583065083898922e-36,-8.791196787146861e-42,3.390460167002651e-48
2.5114387019487546e-09,0.0005555851823910342,0.0915567593028733,0.0,0.00042849583858555065,0.4503457477066754,2.3906603026345885e-35,0.4569006122729325,1.5665586525445117e-17,9.95760009294495e-25,7.453353811595169e-13,7.172243232371399e-24,2.0154053667045365e-31,1.9421274392344972e-05,1.5990124900925813e-18,1.5932178282715314e-21,3.570481484869202e-19,1.7594143239753112e-17,6.734778570954885e-11,2.9031327221410935e-20,-4.963958577990568e-21,1.7746150525375685e-15,5.62213742199217e-23,1.858478197409767e-26,9.47328647322909e-31,2.7420653858199412e-25,0.0011871700114807749,5.5069426822197865e-19,3.535980090641871e-27,-7.436715264281452e-23,2.3181227197420304e-24,6.349857559018403e-22,2.584257683516091e-25,2.390324222366968e-23,7.967801755773214e-23,2.017507116961202e-35,8.087458903183672e-76,8.76468971538575e-23,5.143186744411973e-30,2.334594914462602e-29,5.146630060481765e-37,-8.806559270722047e-42,9.235025815133087e-49
2.5244762879630245e-09,0.0005555851823910342,0.0915567593028733,0.0,0.0004283323966958607,0.4503455798068221,2.4113835895414704e-35,0.45690061227272705,1.5721649652010625e-17,1.0046028677847e-24,7.479173632046179e-13,7.247063699536977e-24,2.0154337488815814e-31,1.9412358064451373e-05,1.609705474827318e-18,1.5932635629586256e-21,3.568444596519176e-19,1.7660538225803388e-17,6.755066930906446e-11,2.918824216439309e-20,-2.0170153482200145e-21,1.7745867135696338e-15,5.669293306686124e-23,1.6818483576184066e-26,9.447423016282361e-31,2.762629241389093e-25,0.0011873423694954883,5.523908568496126e-19,3.571563456455404e-27,5.958397516601253e-24,2.3453019897948806e-24,5.546398028175632e-22,2.5922429265122476e-25,2.4044116146473446e-23,7.994699169378692e-23,2.0381731673172686e-35,8.241176309411694e-76,8.80983546446179e-23,5.170241340160673e-30,2.3469652996442318e-29,-1.0804512615620126e-36,-8.866667901015871e-42,-2.5805235043258967e-47
2.5375138739772944e-09,0.0005555851823910342,0.0915567593028733,0.0,0.000428173312910301,0.4503454163830451,2.4321785253313676e-35,0.4569006122725219,1.577768482659224e-17,1.0134914086042177e-24,7.504981344356524e-13,7.345227063927244e-24,2.0154516658892472e-31,1.9403677681462955e-05,1.6204265609833705e-18,1.5937367370695484e-21,3.5664613980172685e-19,1.7726938737120465e-17,6.775329247831122e-11,2.934557472125369e-20,8.316134252575135e-21,1.7745590990642717e-15,5.719031107962022e-23,-3.622865558955386e-26,9.945211531319067e-31,2.7963708393270756e-25,0.001187510133461401,5.540907516935563e-19,3.6073340950547065e-27,8.983936191775224e-23,2.372295123558878e-24,4.707380567789864e-22,2.600243891899687e-25,2.4185434285514123e-23,8.021577878006983e-23,2.0589499714302096e-35,8.397030327228553e-76,8.855092364260808e-23,5.194666487766257e-30,2.359600359294715e-29,1.0440233795242497e-36,-8.74338211625802e-42,2.250205243105887e-47
2.5505514599915643e-09,0.0005555851823910342,0.0915567593028733,0.0,0.00042801847094708906,0.4503452573159602,2.4530450768530477e-35,0.4569006122723169,1.5833693308937863e-17,1.0224257753877675e-24,7.530777272166649e-13,7.430300061141912e-24,2.0154909907373767e-31,1.9395227038568125e-05,1.6311758060093451e-18,1.5936209749694287e-21,3.564535486956423e-19,1.7793345417416488e-17,6.795565804841673e-11,2.9503341607377794e-20,-5.4511803642486735e-21,1.7745321927711947e-15,5.759993268975299e-23,1.752750550813786e-26,9.593736103023998e-31,2.822429975970692e-25,0.0011876734258651385,5.557938840640272e-19,3.643316954000077e-27,-9.559179070106666e-23,2.402013928654491e-24,6.5614633090336025e-22,2.60826025885917e-25,2.4327198716017864e-23,8.048438216949534e-23,2.0798378226464255e-35,8.555041108985792e-76,8.900461144313472e-23,5.223768490635774e-30,2.371875365169808e-29,4.4106146544962696e-37,-8.784687941742808e-42,6.063434199062767e-49
2.5635890460058343e-09,0.0005555851823910342,0.0915567593028733,0.0,0.0004278677576306914,0.4503451024893701,2.473983211831463e-35,0.4569006122721122,1.588967554045246e-17,1.0314060774079569e-24,7.556561726795172e-13,7.502367039145673e-24,2.0155434499572243e-31,1.9387000092262467e-05,1.6419532386688173e-18,1.5934961897227014e-21,3.5626625212190044e-19,1.7859758892984243e-17,6.815776870890563e-11,2.966153298859809e-20,-5.215691476516753e-21,1.7745059779170501e-15,5.806614972927353e-23,3.3044159779959e-26,9.397010799338658e-31,2.840827009797796e-25,0.0011878323659257498,5.575001867106095e-19,3.679553224005169e-27,-2.291644715203703e-23,2.4293795546563704e-24,5.83450863298944e-22,2.6162917117407253e-25,2.4469411477743386e-23,8.07528051265476e-23,2.1008370150984206e-35,8.71522896144044e-76,8.945942517864473e-23,5.2520738819537846e-30,2.3842567585282642e-29,-2.3311181065525123e-36,-8.95000836017877e-42,-6.570977304975226e-47
2.576626632020104e-09,0.0005555851823910342,0.0915567593028733,0.0,0.00042772106280860575,0.4503449517901794,2.4949928988456583e-35,0.4569006122719078,1.59456318767513e-17,1.040432489153655e-24,7.5823350077464e-13,7.611842685212869e-24,2.015595007088877e-31,1.9378990956254157e-05,1.652758890581122e-18,1.5940717808014603e-21,3.5608375657071133e-19,1.7926179773147987e-17,6.835962708571903e-11,2.9820142604338766e-20,1.2134408691993104e-20,1.774480434847451e-15,5.858891947114094e-23,-5.094613419618766e-26,1.0145125493382983e-30,2.880378000792991e-25,0.001187987069681971,5.592095938452183e-19,3.715955937185481e-27,1.4684443967468498e-22,2.455439809850619e-24,4.136706410362519e-22,2.6243379392785524e-25,2.4612074575303108e-23,8.102105082959659e-23,2.1219478440667017e-35,8.877614344524909e-76,8.991537067123556e-23,5.275628356658291e-30,2.3970855401202685e-29,1.7547681815634493e-36,-8.725214517255092e-42,3.996517956040145e-47
2.589664218034374e-09,0.0005555851823910342,0.0915567593028733,0.0,0.0004275782792706522,0.45034480510831104,2.51607410730825e-35,0.4569006122717036,1.600156365918607e-17,1.0495052108791898e-24,7.608097416050491e-13,7.706082048880553e-24,2.0156573375469727e-31,1.9371193897418563e-05,1.6635928248934265e-18,1.5940517935632641e-21,3.5590657296285983e-19,1.7992608650710684e-17,6.856123582764192e-11,2.997919636017023e-20,-5.015821762593468e-21,1.7744555487000348e-15,5.898795617197016e-23,1.069014610271186e-26,9.771967405183382e-31,2.9109741889408523e-25,0.0011881376500771416,5.609220407458553e-19,3.752560797177424e-27,-1.1350000843834585e-22,2.4857851045536716e-24,6.739918491526276e-22,2.632398637144295e-25,2.4755189979876975e-23,8.128912237315518e-23,2.1431706072829176e-35,9.042217792167643e-76,9.037245479259291e-23,5.3047246513800376e-30,2.4094828214739143e-29,1.884623288653317e-36,-8.705473557173653e-42,3.550318916493181e-47
2.602701804048644e-09,0.0005555851823910342,0.0915567593028733,0.0,0.00042743930267010735,0.4503446623366265,2.5372268074435093e-35,0.4569006122714997,1.6057471433079133e-17,1.0586244873300178e-24,7.633849240793824e-13,7.76323443125045e-24,2.015759259972936e-31,1.93636033319129e-05,1.6744550669517044e-18,1.5936964150979296e-21,3.557344373236865e-19,1.8059046102382003e-17,6.876259742578276e-11,3.013868512357373e-20,-1.0651227274119422e-20,1.7744313049450382e-15,5.944784301603652e-23,5.926801375421587e-26,9.263190147426915e-31,2.9201459125847874e-25,0.0011882842170418584,5.626374638388699e-19,3.7894659420115174e-27,-8.161740809975489e-23,2.51369304213576e-24,6.4208847236282615e-22,2.64047350758315e-25,2.4898759629596462e-23,8.155702277007797e-23,2.1645056046608314e-35,9.209059983975357e-76,9.083068464604981e-23,5.33489256975517e-30,2.4218263269556005e-29,-4.4160528013889826e-36,-9.053795483633831e-42,-1.3326609019688433e-46
2.615739390062914e-09,0.0005555851823910342,0.0915567593028733,0.0,0.00042730403144692686,0.45034452337084663,2.5584509702627017e-35,0.4569006122712959,1.6113355187538246e-17,1.0677905649291307e-24,7.65959075399363e-13,7.87804113165087e-24,2.0158985783849057e-31,1.9356213821393245e-05,1.685345631443636e-18,1.594336458420165e-21,3.555665568773268e-19,1.812549268919345e-17,6.896371427383594e-11,3.029858996604547e-20,1.688512941777406e-20,1.7744076838146708e-15,6.001526751826599e-23,-6.750899512209606e-26,1.0347684096960892e-30,2.962081083730574e-25,0.0011884268775744274,5.643558008590861e-19,3.8265260635345635e-27,2.286843269134879e-22,2.538336830661287e-24,3.3176882409252777e-22,2.6485622572778732e-25,2.504278542913367e-23,8.182475495370363e-23,2.1859531363114976e-35,9.378161769536106e-76,9.129006499966103e-23,5.3574949252341706e-30,2.4348572434078382e-29,1.6725236810100778e-36,-8.721588635907635e-42,3.2751324747745595e-47
2.628776976077184e-09,0.0005555851823910342,0.0915567593028733,0.0,0.00042717236675346833,0.45034438810947536,2.579746567544448e-35,0.4569006122710925,1.6169216285641446e-17,1.0770035829667435e-24,7.685322235139864e-13,7.990992107255661e-24,2.0160080823708326e-31,1.9349020069241205e-05,1.6962645883043736e-18,1.5945239517393144e-21,3.554035296523783e-19,1.819194895691195e-17,6.91645888558163e-11,3.0458946838987117e-20,-2.5259013318274296e-21,1.7743846713266126e-15,6.040204673138792e-23,-7.652581329893791e-27,1.006062430254024e-30,3.0027180422415077e-25,0.0011885657358191404,5.660769907674907e-19,3.863751887839476e-27,-1.151896702216596e-22,2.5693451385869955e-24,6.756193319814297e-22,2.6566645981771707e-25,2.518726925199258e-23,8.209232177994215e-23,2.207513503696577e-35,9.549544071992539e-76,9.175060209509638e-23,5.38587570181321e-30,2.4474382430726464e-29,4.700608775880669e-36,-8.547925828891181e-42,1.16031380391145e-46
2.641814562091454e-09,0.0005555851823910342,0.0915567593028733,0.0,0.0004270442123818205,0.4503442564537256,2.6011135718167345e-35,0.4569006122708893,1.6225055536787685e-17,1.0862637069657803e-24,7.711043955224123e-13,8.029147788927885e-24,2.0162281227771785e-31,1.934201691695596e-05,1.7072119648414594e-18,1.5938888304982514e-21,3.552454158103018e-19,1.8258415436434663e-17,6.936522349567377e-11,3.0619752613229045e-20,-1.9336883460346895e-20,1.774362255824335e-15,6.08356117917361e-23,9.923486787869315e-26,9.017892038951645e-31,3.0003499816133823e-25,0.0011887008931424792,5.678009736282612e-19,3.901338601932497e-27,-1.9010045753293598e-22,2.5985316567769265e-24,7.505081141387673e-22,2.664780248709425e-25,2.533221294121618e-23,8.235972602930821e-23,2.2291870104978018e-35,9.723227945687902e-76,9.221230354646222e-23,5.418666718776524e-30,2.4596799905489858e-29,-7.223299488255332e-36,-9.216727485865495e-42,-2.3094376596590665e-46
2.6548521481057238e-09,0.0005555851823910342,0.0915567593028733,0.0,0.00042691947469289285,0.4503441283074463,2.6225519563340895e-35,0.4569006122706863,1.6280872511049494e-17,1.0955712058783525e-24,7.736756159026333e-13,8.144865544116572e-24,2.0165552471746074e-31,1.9335199340673e-05,1.7181877516931417e-18,1.5944977732961992e-21,3.5509106482126185e-19,1.8324892644170782e-17,6.956562035115441e-11,3.0780968715735483e-20,2.2091491051739353e-20,1.774340417174124e-15,6.14648042832111e-23,-8.214888595465943e-26,1.0511281834912425e-30,3.0421218435351124e-25,0.0011888324482072833,5.695276905778653e-19,3.939075233446241e-27,3.374865554215238e-22,2.621033838440869e-24,2.2290529112064413e-22,2.672908932563935e-25,2.5477618307793338e-23,8.262697040890207e-23,2.2509739603666027e-35,9.899234626632854e-76,9.267517303729673e-23,5.4405276521942386e-30,2.4728962436457274e-29,4.968374421555872e-37,-8.789200463518062e-42,-2.1870829333572874e-47
2.6678897341199937e-09,0.0005555851823910342,0.0915567593028733,0.0,0.0004267980625480927,0.4503440035770527,2.6440616950592944e-35,0.4569006122704836,1.6336668452114542e-17,1.1049262320484921e-24,7.762459105086947e-13,8.29099815112379e-24,2.016759660530168e-31,1.932856244764068e-05,1.7291920269496504e-18,1.5950399492857272e-21,3.549410171263351e-19,1.8391381082427852e-17,6.976578175700377e-11,3.0942641813303113e-20,3.8586904777553655e-21,1.7743191415474841e-15,6.18440137802767e-23,-4.6374569461890567e-26,1.054034371504957e-30,3.101039098039877e-25,0.0011889604970449117,5.712570840021711e-19,3.9769033309262976e-27,-7.530583737134633e-23,2.6523786607963803e-24,6.356745134710816e-22,2.681050378046747e-25,2.5623487133553962e-23,8.289405755433946e-23,2.2728746583390108e-35,1.0077585429198624e-75,9.313921572923262e-23,5.467026535506967e-30,2.4857626480059096e-29,1.0046396508459076e-35,-8.239215050684728e-42,2.6914418921041817e-46
