Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(48),CH2O2X(49),CH3OX(44),CH3X(50),CH4(39),CH4X(236),CH3O2X(47),CH4O2(169),H(23),HCO(31),OCHCO(260),SX(257),CH2OX(167),CHOX(166),SX(186),C2H6O(234)
6.280673839920235e-09,0.00053584454179025,0.0915567593028733,0.0,0.0003942256553532765,0.450369636602018,6.415614178912508e-36,0.45690061225070966,1.2828433957321273e-17,1.4478210545664272e-24,8.282765393642632e-13,2.5565550888789788e-23,-1.9003683233045373e-30,1.9545976772238342e-05,2.325332619325898e-18,6.160368730103921e-22,1.6348226450003303e-19,1.5279239180458322e-17,8.94889646924184e-11,3.851182368911681e-20,5.690481311775474e-21,8.839581536705685e-16,8.376528770671991e-23,1.3409379739736055e-26,5.373366922038565e-31,5.22639059258707e-25,0.0011632187648667122,6.942939754337337e-19,5.478021523460778e-27,-1.2212585910174375e-23,-2.8844461766618896e-23,-1.1806172238668157e-21,2.1256995150823282e-25,3.7888827766284284e-23,2.1777365962217657e-23,8.927748290036211e-36,9.148122016961927e-77,8.66466506772536e-23,3.9094958482668724e-30,1.5785488442308613e-29,-4.570477731932479e-36,-1.380513012784911e-38
6.309437549484905e-09,0.00053584454179025,0.0915567593028733,0.0,0.00039422551925535275,0.4503696364619627,6.46691559727811e-36,0.4569006122504495,1.2877638491244675e-17,1.4629230083380211e-24,8.313918085940838e-13,2.5901747470327732e-23,-1.9003732472381512e-30,1.954596834953792e-05,2.3414618579554843e-18,6.160695110363879e-22,1.6348895936241002e-19,1.534431006661075e-17,8.97459803581524e-11,3.8780272021584876e-20,-7.225252044649656e-21,8.839581723253318e-16,8.456600000606246e-23,-1.2856477315764195e-26,5.37187445114132e-31,5.288769815289706e-25,0.0011632189091303207,6.969057963803949e-19,5.540356354870807e-27,5.663634346322505e-23,-2.896956740428515e-23,-1.2493239526438076e-21,2.133722763560241e-25,3.817125253685021e-23,2.185428289163603e-23,9.02169232938189e-36,9.318327671859922e-77,8.722706743806168e-23,3.936765198539197e-30,1.5893920151030728e-29,2.7425096671681535e-36,-1.3804304106810375e-38
6.338201259049575e-09,0.00053584454179025,0.0915567593028733,0.0,0.00039422539104005787,0.45036963633003346,6.518409608240097e-36,0.45690061225018985,1.2926844023187466e-17,1.4781329686923874e-24,8.345070763888653e-13,2.6233844057097778e-23,-1.9003773390403642e-30,1.9545960414708032e-05,2.3576373002837267e-18,6.1608685641609805e-22,1.634956674332456e-19,1.5409427146013958e-17,9.000252228543234e-11,3.9049719456845144e-20,1.7711071265503326e-22,8.839581913201791e-16,8.533744211800936e-23,2.0644804953338e-27,5.406044729185365e-31,5.348905765778476e-25,0.0011632190450239026,6.995176291160372e-19,5.6031816142986756e-27,-4.078297935345512e-23,-2.9093057527216783e-23,-1.1517648809586018e-21,2.1417461974894447e-25,3.8454916514020983e-23,2.1931162099063497e-23,9.116284337171937e-36,9.491028618575165e-77,8.780948727107197e-23,3.9637569567911276e-30,1.600308137364454e-29,3.568802294161969e-36,-1.3804172679773526e-38
6.366964968614245e-09,0.00053584454179025,0.0915567593028733,0.0,0.00039422527025065584,0.45036963620575937,6.570096211746873e-36,0.4569006122499306,1.297605055969775e-17,1.4934513631359798e-24,8.376223429110379e-13,2.6568345283974365e-23,-1.900381096513591e-30,1.9545952939480618e-05,2.3738588666568715e-18,6.16078465604134e-22,1.6350239363138336e-19,1.5474590334784144e-17,9.025859137285514e-11,3.9320170476120643e-20,8.698743342571934e-21,8.839582117354799e-16,8.611158903735126e-23,1.9577107351710148e-26,5.4390076648775595e-31,5.409210078493686e-25,0.001163219173032464,7.021294711224937e-19,5.666501021739873e-27,-2.923677128025399e-23,-2.92175792049048e-23,-1.1631702242593944e-21,2.149769818855228e-25,3.873982110326045e-23,2.200800360492218e-23,9.211526677746643e-36,9.66625155289541e-77,8.839390880457794e-23,3.990501960789519e-30,1.6112945284772243e-29,-6.528459213277549e-36,-1.3805377570726799e-38
6.395728678178915e-09,0.00053584454179025,0.0915567593028733,0.0,0.0003942251564568726,0.450369636088697,6.621975407751588e-36,0.45690061224967193,1.3025258068278475e-17,1.5088786193346808e-24,8.407376083738066e-13,2.691545253915563e-23,-1.9003901132448584e-30,1.9545945897225326e-05,2.3901264800717082e-18,6.161120398180817e-22,1.635091037168579e-19,1.5539799549127244e-17,9.051418852500156e-11,3.959163157039439e-20,-8.705605227467982e-21,8.839582320610912e-16,8.693351993986173e-23,-1.5768856185492077e-26,5.429485708478067e-31,5.473467769933327e-25,0.0011632192936129049,7.047413232928603e-19,5.7303181132491395e-27,7.873225295379203e-23,-2.934301731746613e-23,-1.270996605567086e-21,2.1577936228670416e-25,3.902596770868302e-23,2.2084807429511182e-23,9.307421714965336e-36,9.844024318147984e-77,8.89803306682881e-23,4.018125749270119e-30,1.6222530306500092e-29,1.945578131732063e-36,-1.3804324325734947e-38
6.424492387743585e-09,0.00053584454179025,0.0915567593028733,0.0,0.00039422504925336706,0.4503696359784283,6.674047196211895e-36,0.45690061224941364,1.3074466575375118e-17,1.5244151668281392e-24,8.438528726044667e-13,2.725727736013379e-23,-1.900396861659259e-30,1.9545939262854868e-05,2.406440041914481e-18,6.1613692695997685e-22,1.6351582280461524e-19,1.5605054705333704e-17,9.076931457223306e-11,3.9864090828970916e-20,-2.0465606081446683e-21,8.839582523584087e-16,8.771999876047047e-23,-2.4517307600158088e-27,5.463242447318619e-31,5.535027818007016e-25,0.0011632194071956542,7.073531859850069e-19,5.79463184583576e-27,-4.167614006743308e-23,-2.9466242567929846e-23,-1.1504478325814822e-21,2.165817605932417e-25,3.931335773298984e-23,2.216157359301321e-23,9.403971812240133e-36,1.0024374714159262e-76,8.956875147955607e-23,4.045522022221343e-30,1.63328011205517e-29,6.084291417854633e-36,-1.380382107320272e-38
6.4532560973082555e-09,0.00053584454179025,0.0915567593028733,0.0,0.00039422494825828666,0.4503696358745597,6.726311577089653e-36,0.45690061224915585,1.3123676098430241e-17,1.5400614335145586e-24,8.469681357330083e-13,2.75989492003635e-23,-1.9004054993137025e-30,1.9545933012735803e-05,2.4227994719858508e-18,6.161203955540279e-22,1.6352256703927142e-19,1.567035571978193e-17,9.102397040376594e-11,4.013755193258435e-20,1.268930442991592e-20,8.839582743186376e-16,8.849760459866365e-23,2.772791219379955e-26,5.5064463493101245e-31,5.595790891528297e-25,0.0011632195141861985,7.099650566938028e-19,5.859445902396388e-27,-5.542483146381232e-23,-2.959047532383142e-23,-1.1365577225295464e-21,2.1738417704445844e-25,3.960199257745064e-23,2.223830211550087e-23,9.50117933245887e-36,1.0207329878803224e-76,9.015916986543746e-23,4.072395714584509e-30,1.644401512926766e-29,-8.744180687214649e-36,-1.3805692253880197e-38
6.482019806872926e-09,0.00053584454179025,0.0915567593028733,0.0,0.0003942248531119008,0.45036963577672035,6.778768550350704e-36,0.4569006122488985,1.3172886593530903e-17,1.555817847015522e-24,8.500833980514608e-13,2.7957354437288775e-23,-1.900421783282549e-30,1.9545927124603763e-05,2.439204698894756e-18,6.161526264320898e-22,1.6352929095914262e-19,1.5735702508953126e-17,9.127815693525537e-11,4.041202575494563e-20,-9.90238681420501e-21,8.839582961193005e-16,8.934199446188942e-23,-1.807807263199066e-26,5.48735559131688e-31,5.662025574760979e-25,0.0011632196149665296,7.125769354056709e-19,5.9247649200770055e-27,1.0560139960463313e-22,-2.9716379042567964e-23,-1.297440206597407e-21,2.1818661138925226e-25,3.989187364203414e-23,2.2314993016942517e-23,9.599046638016063e-36,1.0392918169020331e-76,9.075158445798154e-23,4.100350344145914e-30,1.655477394235627e-29,1.1523178428045186e-36,-1.3804448037678858e-38
6.510783516437596e-09,0.00053584454179025,0.0915567593028733,0.0,0.00039422476347532423,0.45036963568456073,6.83141811596469e-36,0.4569006122486417,1.322209808424599e-17,1.5716848376301576e-24,8.531986593109654e-13,2.8309731622644e-23,-1.9004326202034428e-30,1.9545921577484447e-05,2.4556556205705128e-18,6.161883447540064e-22,1.6353601702967537e-19,1.5801094989423454e-17,9.153187497806258e-11,4.0687497060657674e-20,-5.748782875007041e-21,8.839583173980459e-16,9.014654015941537e-23,-9.979323843361275e-27,5.517986014918534e-31,5.725270355368849e-25,0.0011632197098965064,7.151888232922418e-19,5.9905868284333945e-27,-3.604146442462847e-23,-2.9839355958753565e-23,-1.1556568945093923e-21,2.1898906314641845e-25,4.0183002325392394e-23,2.2391646317207862e-23,9.697576090873514e-36,1.0581168227922609e-76,9.134599387209982e-23,4.128215263604395e-30,1.6666098316512245e-29,1.0200534557538367e-35,-1.3803278893929899e-38
6.539547226002266e-09,0.00053584454179025,0.0915567593028733,0.0,0.0003942246790293107,0.45036963559775184,6.884260273904769e-36,0.4569006122483853,1.3271310603548862e-17,1.5876628337557005e-24,8.563139195835985e-13,2.865782075448056e-23,-1.9004511872008028e-30,1.9545916351619225e-05,2.4721521547310766e-18,6.161633052435762e-22,1.6354277723826936e-19,1.5866533077863895e-17,9.178512540717853e-11,4.096396743205326e-20,1.778367536756371e-20,8.839583406587865e-16,9.092339981068662e-23,3.809742789583705e-26,5.575985043937565e-31,5.786166588420378e-25,0.0011632197993151358,7.178007183972009e-19,6.0569149813478005e-27,-9.388500046554028e-23,-2.99631186021891e-23,-1.097672237079415e-21,2.197915324822242e-25,4.0475380024801555e-23,2.2468262036073166e-23,9.796770052460397e-36,1.0772107676354507e-76,9.194239673333634e-23,4.15518485146613e-30,1.67786909092431e-29,-1.1790062392236784e-35,-1.3806064344583078e-38
6.568310935566936e-09,0.00053584454179025,0.0915567593028733,0.0,0.0003942245994731073,0.45036963551598375,6.937295024147452e-36,0.45690061224812945,1.332052409590038e-17,1.603752262780468e-24,8.594291792770652e-13,2.9027784657011185e-23,-1.9004794033791787e-30,1.9545911428393922e-05,2.48869423764039e-18,6.161906583796802e-22,1.635495146476791e-19,1.5932016691059714e-17,9.203790915635848e-11,4.1241453860201956e-20,-1.0375102234553104e-20,8.839583638142102e-16,9.179095019756745e-23,-1.8880770483215182e-26,5.546166909040603e-31,5.8544292127805275e-25,0.0011632198835417812,7.204126197568927e-19,6.1237556026883446e-27,1.3655243546214119e-22,-3.008964523429295e-23,-1.3279647246504268e-21,2.2059401937448155e-25,4.0769008136265134e-23,2.2544840193226162e-23,9.896630883694418e-36,1.0965765301604552e-76,9.254079167775365e-23,4.183424690136328e-30,1.689066320406508e-29,-1.3209354019782203e-36,-1.3804758033289836e-38
6.597074645131606e-09,0.00053584454179025,0.0915567593028733,0.0,0.0003942245245233887,0.45036963543896424,6.990522366672446e-36,0.456900612247874,1.3369738576826146e-17,1.6199535558057601e-24,8.625444380676507e-13,2.9391909014386195e-23,-1.900497796746221e-30,1.9545906790272892e-05,2.505281763655862e-18,6.162409319153215e-22,1.6355624383961428e-19,1.5997545745900643e-17,9.229022701776698e-11,4.1519937670199044e-20,-1.1510133380866624e-20,8.839583857823041e-16,9.261829164194729e-23,-2.1691931997758342e-26,5.569233503114619e-31,5.919756546222294e-25,0.0011632199628773014,7.230245288339221e-19,6.1911054744056404e-27,-1.9390887889135347e-23,-3.021244104782303e-23,-1.171880489354161e-21,2.2139652331910004e-25,4.1063888054546664e-23,2.262138080827075e-23,9.997160945080349e-36,1.1162170635258753e-76,9.314117731820348e-23,4.211840753325487e-30,1.700296908868742e-29,1.642159415508081e-35,-1.3802477389580172e-38
6.625838354696276e-09,0.00053584454179025,0.0915567593028733,0.0,0.000394224453913251,0.45036963536641805,7.043942301462427e-36,0.4569006122476191,1.3418954099983709e-17,1.6362671419079281e-24,8.65659695929164e-13,2.9745456784482934e-23,-1.9005366004650795e-30,1.9545902420737024e-05,2.5219146460386573e-18,6.162080920026521e-22,1.6356301778859202e-19,1.606312015937504e-17,9.254207984451164e-11,4.179941633946977e-20,2.401305819866649e-20,8.839584101093916e-16,9.338918887578501e-23,5.073276843144123e-26,5.647812481097843e-31,5.980383523410235e-25,0.0011632200376051228,7.25636444578157e-19,6.258967145217718e-27,-1.4818760883180067e-22,-3.033547479241643e-23,-1.0429430417568517e-21,2.2219904433210934e-25,4.136002117309781e-23,2.2697883900731288e-23,1.0098362596585295e-35,1.1361351854802293e-76,9.374355227787671e-23,4.238882349636336e-30,1.7116960980048963e-29,-1.47434477609373e-35,-1.3806457643468542e-38
6.6546020642609465e-09,0.00053584454179025,0.0915567593028733,0.0,0.00039422438739124976,0.450369635298086,7.097554828502858e-36,0.45690061224736456,1.3468170599602084e-17,1.65269344800671e-24,8.687749534285769e-13,3.012699191659166e-23,-1.900583746631538e-30,1.9545898304223958e-05,2.5385928311852894e-18,6.162255197717248e-22,1.635697694481167e-19,1.6128739848595814e-17,9.279346859689598e-11,4.20799150854367e-20,-9.444878611041391e-21,8.839584345772027e-16,9.427951361345432e-23,-1.678923442125715e-26,5.607009833477428e-31,6.0506323300520395e-25,0.001163220107992249,7.282483653135488e-19,6.327349039310992e-27,1.696014135514744e-22,-3.0462796296719705e-23,-1.3605857490690095e-21,2.230015825665104e-25,4.165740888411656e-23,2.2774349490056756e-23,1.0200238197638371e-35,1.1563338082017089e-76,9.434791519871273e-23,4.267331336704033e-30,1.7230212979444323e-29,-6.168276550361764e-36,-1.3805377531714102e-38
6.712129483390286e-09,0.00053584454179025,0.0915567593028733,0.0,0.0003942242656780399,0.450369635173102,7.205357659282999e-36,0.45690061224685696,1.3566606605676733e-17,1.6858860235404238e-24,8.750054660119215e-13,3.086727927617445e-23,-1.9008162229770605e-30,1.9545890772483e-05,2.5720846950035464e-18,6.162615978941841e-22,1.6358328036528875e-19,1.6260114723481187e-17,9.329485704483965e-11,4.264390420070482e-20,3.593634900026468e-23,8.839584873255644e-16,9.595341928280648e-23,2.1309918211057036e-27,5.667060483301239e-31,6.180340877993661e-25,0.0011632202367358364,7.334722244583956e-19,6.465669442892654e-27,1.404012491069667e-26,-3.070959207888548e-23,-1.190713944735551e-21,2.246067094066456e-25,4.225595364630727e-23,2.292716823674392e-23,1.0406020681249129e-35,1.1975845325545725e-76,9.556259937256635e-23,4.3239186046948464e-30,1.7458449667904435e-29,-1.6501949858869984e-34,-1.3846003725185938e-38
6.763904160606692e-09,0.00053584454179025,0.0915567593028733,0.0,0.000394224167881202,0.4503696350727234,7.303038872373723e-36,0.4569006122464017,1.365520244602146e-17,1.7161493254995605e-24,8.806129253248065e-13,3.1543730102900054e-23,-1.9008250489776807e-30,1.9545884720839846e-05,2.602381406799224e-18,6.162880483690357e-22,1.6359545166057824e-19,1.6378506124838896e-17,9.374452789464059e-11,4.3154926078579124e-20,1.0832302839727526e-20,8.839585284289191e-16,9.74723377730385e-23,2.4120542737569255e-26,5.721455928854348e-31,6.298208342575899e-25,0.0011632203401346706,7.38173716162301e-19,6.59194361362919e-27,-4.709319342170137e-23,-3.0932665979304276e-23,-1.1433491420943388e-21,2.2605138046678227e-25,4.279894858019908e-23,2.3064577041741128e-23,1.0593553478691575e-35,1.235699372088486e-76,9.666260013296883e-23,4.374976737430697e-30,1.7665415485395395e-29,-1.6133146647144669e-34,-1.3887960533101987e-38
6.815678837823097e-09,0.00053584454179025,0.0915567593028733,0.0,0.00039422408003695735,0.45036963498260396,7.401344084224457e-36,0.45690061224594786,1.3743801484601675e-17,1.7467847309748388e-24,8.862203837972606e-13,3.229486082482304e-23,-1.902554435829933e-30,1.9545879285181544e-05,2.6328235951919853e-18,6.164275083958161e-22,1.6360757334596462e-19,1.6497042935192134e-17,9.419270841146508e-11,4.366924113297659e-20,-1.5246768353472367e-19,8.839585660457644e-16,9.929460448740036e-23,-3.0689991942820014e-25,5.473082383262619e-31,6.4412859352730925e-25,0.0011632204329664114,7.428752209086551e-19,6.719932253902718e-27,1.0634102636951341e-21,-3.1166840523556703e-23,-2.2536992091696893e-21,2.274961054597266e-25,4.334602998980359e-23,2.320186463599189e-23,1.0783306537825688e-35,1.2747694322288384e-76,9.776902051523408e-23,4.4294727732987505e-30,1.787096202329607e-29,1.3837439965305458e-35,-1.3922030247242245e-38
6.867453515039503e-09,0.00053584454179025,0.0915567593028733,0.0,0.000394224001131356,0.4503696349016982,7.500273294847786e-36,0.45690061224549555,1.3832403874797112e-17,1.7777945965021758e-24,8.918278393333855e-13,3.2951155147647974e-23,-1.9043584619718484e-30,1.9545874402752248e-05,2.6634106448117197e-18,6.163780031052531e-22,1.6361979602550986e-19,1.6615724675618388e-17,9.463940310668616e-11,4.4186735069575084e-20,-7.577433510053848e-21,8.839586160865844e-16,1.0061631459614527e-22,-1.3735658275059593e-26,5.767507823649348e-31,6.546512346595738e-25,0.001163220516307749,7.475767416732514e-19,6.849614734588977e-27,-9.283060901275144e-23,-3.1379215720238395e-23,-1.0973189142553889e-21,2.289408830388562e-25,4.3897205951281003e-23,2.3339031130657942e-23,1.0975293607056889e-35,1.3148127329373528e-76,9.888185244338957e-23,4.47911949970803e-30,1.8082317227163537e-29,7.926541050995918e-35,-1.3925886023207915e-38
6.919228192255908e-09,0.00053584454179025,0.0915567593028733,0.0,0.0003942239302538225,0.4503696348290675,7.599826504268582e-36,0.45690061224504475,1.39210095408474e-17,1.809181338681433e-24,8.974352936161728e-13,3.3624589948897375e-23,-1.9081664242288605e-30,1.954587001719512e-05,2.6941421646405665e-18,6.162971532616164e-22,1.6363204032195297e-19,1.673455086935005e-17,9.50846172155644e-11,4.470748365305706e-20,1.239316038204428e-19,8.839586688413015e-16,1.0197344141959063e-22,2.5343102362627167e-25,6.028281436000321e-31,6.655432628680245e-25,0.0011632205911256209,7.522782759061776e-19,6.981027425159345e-27,-8.376812553456028e-22,-3.1595530489743593e-23,-3.521679815399327e-22,2.3038571295281926e-25,4.4452484528595223e-23,2.3476076636364442e-23,1.1169528426459753e-35,1.3558471441451923e-76,1.0000108796464945e-22,4.5285964563724455e-30,1.829539927510907e-29,-3.877408306679922e-35,-1.3928778326872624e-38
6.971002869472314e-09,0.00053584454179025,0.0915567593028733,0.0,0.0003942238665865738,0.4503696347638688,7.700003712526025e-36,0.45690061224459544,1.4009618344596806e-17,1.8409474237203966e-24,9.030427484826632e-13,3.444324295641327e-23,-1.9118981122886403e-30,1.954586607789622e-05,2.7250177771943345e-18,6.164669913391628e-22,1.6364416433804507e-19,1.6853521039288023e-17,9.552835599617724e-11,4.523157253242859e-20,-1.2023901224534895e-19,8.839587088396163e-16,1.0397100652472193e-22,-2.4105446935341976e-25,5.634773604530981e-31,6.815589242722439e-25,0.0011632206582884263,7.569798178120893e-19,7.114208307295468e-27,9.373491430311892e-22,-3.1836041647233576e-23,-2.126912205096966e-21,2.3183059569166786e-25,4.5011873773683324e-23,2.361300126324553e-23,1.1366024729286878e-35,1.397890705898897e-76,1.0112671913684336e-22,4.585138595285083e-30,1.8503898191341845e-29,-3.6830568519742595e-35,-1.3917397108781634e-38
7.0227775466887196e-09,0.00053584454179025,0.0915567593028733,0.0,0.00039422380939514376,0.45036963470534463,7.800804919667139e-36,0.4569006122441475,1.4098230499445214e-17,1.8730954409409004e-24,9.086502005548477e-13,3.514977089570728e-23,-1.913849782853588e-30,1.954586253939696e-05,2.7560368039858054e-18,6.164637443143676e-22,1.636563798374465e-19,1.697263470992662e-17,9.597062368219277e-11,4.575883032592835e-20,-2.0434170399063736e-20,8.8395875359879755e-16,1.0541428708358486e-22,-3.9721657612102294e-26,5.854170009488031e-31,6.931360452642081e-25,0.0011632207185760886,7.616813710297921e-19,7.249124187804628e-27,5.2264275817588556e-24,-3.2050442797999337e-23,-1.1945781309116337e-21,2.3327552993132533e-25,4.557538172678155e-23,2.3749805120985197e-23,1.1564796240973015e-35,1.440962190532553e-76,1.022587378569012e-22,4.636840965136711e-30,1.8718196154027521e-29,5.214135251140795e-35,-1.390796016141297e-38
7.074552223905125e-09,0.00053584454179025,0.0915567593028733,0.0,0.0003942237580198694,0.4503696346528153,7.902230125753359e-36,0.4569006122437011,1.4186845977740374e-17,1.9056279383959983e-24,9.142576511604357e-13,3.583239672009702e-23,-1.9192068770346836e-30,1.9545859360869364e-05,2.7871988390161334e-18,6.163467783015902e-22,1.6366865659856444e-19,1.7091891408165714e-17,9.641142538938581e-11,4.6289315692258363e-20,1.7626757293492468e-19,8.839588107687087e-16,1.0671137398164758e-22,3.5951809046412124e-25,6.229403929582539e-31,7.035503973735398e-25,0.0011632207726890906,7.663829359512822e-19,7.385803285023071e-27,-1.2085915219263384e-21,-3.226207177724624e-23,1.9566428307572622e-23,2.3472051503013403e-25,4.6143016416518396e-23,2.3886488318853937e-23,1.1765856681869931e-35,1.485080199063803e-76,1.0339713618347985e-22,4.686213600553624e-30,1.8936104456914397e-29,-4.178671876747248e-35,-1.393273278328554e-38
7.126326901121531e-09,0.00053584454179025,0.0915567593028733,0.0,0.0003942237118682805,0.4503696346056698,8.004279330861483e-36,0.4569006122432561,1.4275464564152342e-17,1.938547419508951e-24,9.198651033844612e-13,3.671254286788526e-23,-1.925673102762681e-30,1.9545856505644753e-05,2.8185035816216112e-18,6.165515104797108e-22,1.6368077601285124e-19,1.7211290660996307e-17,9.685076656230134e-11,4.682317519518577e-20,-1.4647721648963969e-19,8.839588552823392e-16,1.0888693946756495e-22,-2.9378348782855967e-25,5.695129531479907e-31,7.210252311464422e-25,0.001163220821256564,7.710845058255835e-19,7.524297305504277e-27,1.176960574691165e-21,-3.2508284215301614e-23,-2.3657130385634304e-21,2.361655518395304e-25,4.6714785859932116e-23,2.4023050965741588e-23,1.1969219768139922e-35,1.530263320518214e-76,1.0454190623681778e-22,4.744815274295482e-30,1.9147542747537337e-29,-1.8254260287703743e-35,-1.3930052015636574e-38
7.178101578337936e-09,0.00053584454179025,0.0915567593028733,0.0,0.00039422367040826804,0.4503696345633597,8.106952535083869e-36,0.4569006122428127,1.436408650675119e-17,1.9718563933352294e-24,9.254725528989703e-13,3.7463966186074204e-23,-1.9297328258802338e-30,1.954585394078883e-05,2.8499503034185585e-18,6.165834376708961e-22,1.6369298556230798e-19,1.733083199724336e-17,9.728865120083677e-11,4.736019102025281e-20,-7.300461350622571e-20,8.839588954740942e-16,1.104207994057123e-22,-1.4635199728740959e-25,5.8728595196733216e-31,7.33435735744521e-25,0.001163220864843547,7.757860831916139e-19,7.664559781261545e-27,3.316999100578441e-22,-3.2723374616307757e-23,-1.520297251641136e-21,2.3761063940690905e-25,4.729069806280611e-23,2.415949317018674e-23,1.2174899212629018e-35,1.5765310427647983e-76,1.0569303990344923e-22,4.7982751856375335e-30,1.9365042974957396e-29,1.0905302636789899e-34,-1.3902154382620423e-38
7.229876255554342e-09,0.00053584454179025,0.0915567593028733,0.0,0.00039422363316193523,0.4503696345253922,8.210249738522574e-36,0.45690061224237066,1.4452711832172388e-17,2.0055573546857027e-24,9.310800004930591e-13,3.8137519618612395e-23,-1.940447551515438e-30,1.954585163672362e-05,2.881538574372921e-18,6.163919203813417e-22,1.6370531027411653e-19,1.7450514948400203e-17,9.772508427387412e-11,4.7900397752371294e-20,2.4973156998891003e-19,8.839589543704266e-16,1.1155481698508453e-22,5.082249909414085e-25,6.469100395029509e-31,7.426674424872542e-25,0.0011632209039575108,7.804876709540892e-19,7.806613910814847e-27,-1.7607307998762924e-21,-3.2926414966011057e-23,5.724697794429972e-22,2.3905577671289383e-25,4.7870761019774927e-23,2.4295815040403185e-23,1.2382908722036164e-35,1.6239027380221964e-76,1.0685052924635242e-22,4.8465011107251394e-30,1.9588685901222313e-29,-9.618281384864133e-35,-1.3936273353183036e-38
7.2816509327707475e-09,0.00053584454179025,0.0915567593028733,0.0,0.0003942235997000702,0.45036963449132483,8.314170941287279e-36,0.45690061224193007,1.454134022118699e-17,2.0396527994913984e-24,9.366874509478305e-13,3.9082995568790403e-23,-1.9516987647462084e-30,1.9545849566885137e-05,2.9132681993796915e-18,6.166198451663084e-22,1.6371742763296242e-19,1.7570339045545073e-17,9.816007151079259e-11,4.8444027784552095e-20,-1.5622900010435582e-19,8.83959004790144e-16,1.1391505926815654e-22,-3.129280106960584e-25,5.782977557167018e-31,7.617127830371496e-25,0.001163220939054227,7.85189262012531e-19,7.950535482001073e-27,1.3275095002173353e-21,-3.3179246824592766e-23,-2.5154524901430002e-21,2.4050096478122875e-25,4.845498271418719e-23,2.4432016684303724e-23,1.259326199674255e-35,1.6723975365609452e-76,1.0801436646318068e-22,4.9069934981292704e-30,1.9803210069170343e-29,-7.598217886560244e-35,-1.3937464480947987e-38
7.333425609987153e-09,0.00053584454179025,0.0915567593028733,0.0,0.000394223569637184,0.45036963446076006,8.418716143496094e-36,0.4569006122414909,1.462997194989329e-17,2.0741452881088156e-24,9.422948988355105e-13,3.989492116389509e-23,-1.9593130124271573e-30,1.954584770741341e-05,2.945138392188964e-18,6.167157637745831e-22,1.6372961381878934e-19,1.7690303821498952e-17,9.859361665342503e-11,4.899081017277605e-20,-1.5159986706560648e-19,8.83959041581565e-16,1.1561130236818382e-22,-3.0566142801828477e-25,5.84557430363084e-31,7.7550464616643735e-25,0.00116322097054304,7.898908570334792e-19,8.096263361380813e-27,8.473671124455456e-22,-3.339770015203128e-23,-2.035184026171799e-21,2.4194620313394973e-25,4.90433711183637e-23,2.4568098209521502e-23,1.2805972732630526e-35,1.7220356332028202e-76,1.0918454342656248e-22,4.96299774876171e-30,2.0023225832254135e-29,2.234207449347622e-34,-1.388359169357507e-38
7.385200287203559e-09,0.00053584454179025,0.0915567593028733,0.0,0.00039422354262705383,0.4503696344333412,8.523885345275185e-36,0.4569006122410532,1.4718607141157882e-17,2.1090373500932616e-24,9.479023438515043e-13,4.05440878809724e-23,-1.979225505186672e-30,1.95458460368798e-05,2.977148664751289e-18,6.1643519756468865e-22,1.637419910775221e-19,1.781040881238846e-17,9.90257244118835e-11,4.9540726371471845e-20,3.4020756491342344e-19,8.839590997801065e-16,1.1651240295671949e-22,6.911706887248936e-25,6.740391273940523e-31,7.829548165931653e-25,0.0011632209987915954,7.945924613671527e-19,8.243806137070195e-27,-2.4605276289536625e-21,-3.358889013236021e-23,1.273048783949095e-21,2.433914903642756e-25,4.9635934193861856e-23,2.4704059723429172e-23,1.3021054619964249e-35,1.7728372391744534e-76,1.1036105218923133e-22,5.009542574262271e-30,2.0253068604497094e-29,-1.1324501772025907e-34,-1.393917134982486e-38
7.436974964419964e-09,0.00053584454179025,0.0915567593028733,0.0,0.0003942235183587249,0.45036963440874744,8.62967854675817e-36,0.45690061224061695,1.4807245350158873e-17,2.144331468286664e-24,9.535097931196742e-13,4.1555380717658645e-23,-1.998184786549824e-30,1.954584453604006e-05,3.0092989638522613e-18,6.166721135407246e-22,1.6375411105508e-19,1.7930653553469507e-17,9.945640092211929e-11,5.009412533484063e-20,-1.4877698130992493e-19,8.839591558892965e-16,1.1905748488707877e-22,-2.9701965943010524e-25,5.899470104157815e-31,8.035605909030603e-25,0.0011632210241300882,7.99294068536335e-19,8.39327090942667e-27,1.3842696171596994e-21,-3.3848846059920007e-23,-2.571388167155598e-21,2.448368274590613e-25,5.023267989124934e-23,2.483990133315608e-23,1.3238521343317574e-35,1.8248220209105943e-76,1.11543885050837e-22,5.071662727656588e-30,2.047090704863232e-29,-2.016235296914766e-34,-1.3959249061091828e-38
