Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(48),CH2O2X(49),CH3OX(44),CH3X(50),CH4(39),CH4X(236),CH3O2X(47),CH4O2(169),H(23),HCO(31),OCHCO(260),SX(257),CH2OX(167),CHOX(166),SX(186),C2H6O(234)
1.6871419539856398e-10,0.00053584454179025,0.0915567593028733,0.0,0.0011676963908247736,0.4511634827003263,7.661270198387165e-39,0.4569006123326201,5.645872417807477e-19,8.412129179301823e-28,4.9790486189248024e-14,1.170848858079453e-27,-2.9353956616705834e-40,6.02968631592577e-05,1.4997228896466636e-20,5.986507487218756e-22,3.2177698323467507e-19,9.015508808806118e-19,8.35682690571649e-12,4.0915241774227337e-22,3.3362374634933995e-24,8.993486337237834e-16,6.91840198057716e-26,1.5427055876640519e-30,6.828698512349465e-32,4.298365094366755e-29,0.0003489972241442371,1.219382939197242e-19,1.9445396102464565e-30,5.144934555359325e-31,-1.2215458547133222e-25,1.1705733332839504e-23,3.67109151863472e-26,3.1296528748178417e-25,1.3961400119087115e-24,1.8252432542050815e-39,2.1671783790577223e-83,8.995482430969457e-25,5.941558756081449e-32,2.2928877517682124e-31,-4.4960734753524066e-39,-5.693132895854532e-45
1.6968232294614664e-10,0.00053584454179025,0.0915567593028733,0.0,0.001166121609948397,0.4511618719227162,7.765214590554581e-39,0.45690061233257817,5.685885848768844e-19,8.565425922839703e-28,5.011938197832981e-14,1.1998056083768147e-27,-2.9357509127943015e-40,6.0224869609199494e-05,1.5147446275779665e-20,5.985553881607188e-22,3.227712597877148e-19,9.06691836595715e-19,8.398379367769763e-12,4.1393708188461103e-22,3.342215496855756e-24,8.993398012085716e-16,7.04243506391674e-26,1.570559989283449e-30,6.867272162798939e-32,4.4042584086505214e-29,0.00035064399852911934,1.2259530891254757e-19,1.981784678097642e-30,-9.82600093994925e-31,-1.2211345477172038e-25,1.1705695168448609e-23,3.6912924628249905e-26,3.1697360136036238e-25,1.405162701425582e-24,1.8594694708302874e-39,2.2382410116433424e-83,9.110380342341642e-25,6.001314662539085e-32,2.315657766472691e-31,-4.036924025455524e-39,-5.693132739066338e-45
1.706504504937293e-10,0.00053584454179025,0.0915567593028733,0.0,0.001164550275687456,0.45116026454396446,7.869842924235903e-39,0.4569006123325364,5.72592824009747e-19,8.72032554593981e-28,5.04478813384875e-14,1.2292480464082673e-27,-2.9358740324867283e-40,6.015278054537333e-05,1.529820468846891e-20,5.984625000447902e-22,3.2375599390885724e-19,9.118266709103268e-19,8.439872536252644e-12,4.1874024380604567e-22,3.348193769393477e-24,8.993309330315406e-16,7.167733012593975e-26,1.5986980956393484e-30,6.905707264005347e-32,4.5119143556553e-29,0.0003522874218123934,1.2324948522738355e-19,2.019442629398685e-30,3.3507251922458267e-31,-1.2207232426237543e-25,1.1705654214124962e-23,3.7114065901588046e-26,3.2099922261379163e-25,1.4141741750263715e-24,1.8940941870487228e-39,2.3111175701479265e-83,9.225767429391163e-25,6.061216940548995e-32,2.3384873667270164e-31,-3.6251873071342444e-39,-5.693132582690073e-45
1.7161857804131198e-10,0.00053584454179025,0.0915567593028733,0.0,0.001162982372398853,0.4511586605526444,7.975154374025948e-39,0.4569006123324947,5.765999098909223e-19,8.87683044309615e-28,5.0775983766499775e-14,1.2591801543395365e-27,-2.9357687021968343e-40,6.008060440034124e-05,1.5449501515064745e-20,5.983720012063409e-22,3.2473124610506717e-19,9.169553925017262e-19,8.481306538825372e-12,4.235617421229689e-22,3.354157517892919e-24,8.993220301699203e-16,7.294297296095859e-26,1.6271202313651168e-30,6.944004183266637e-32,4.6213470322084187e-29,0.0003539275012045946,1.2390083082698686e-19,2.0575141528055433e-30,9.976058690226407e-31,-1.220311939100264e-25,1.1705613939942863e-23,3.731434142468565e-26,3.2504200038081887e-25,1.423174420471168e-24,1.929118930360774e-39,2.385840774239582e-83,9.34163929337036e-25,6.121264094872935e-32,2.3613759067819285e-31,-3.2559136479773185e-39,-5.693132426594731e-45
1.7258670558889464e-10,0.00053584454179025,0.0915567593028733,0.0,0.001161417884778955,0.45115705993751326,8.081148113520195e-39,0.456900612332453,5.806097935574239e-19,9.034942938322392e-28,5.1103688804724024e-14,1.2896059032294381e-27,-2.9356298912291297e-40,6.000834929548275e-05,1.5601334147209487e-20,5.982838114173716e-22,3.2569707660836174e-19,9.220780101108085e-19,8.522681502582457e-12,4.284014163654376e-22,3.36007203946169e-24,8.993130935679408e-16,7.422129327117394e-26,1.6558267738666007e-30,6.98216329344183e-32,4.732570488241078e-29,0.0003555642438879762,1.2454935378456795e-19,2.09599991631919e-30,-1.430633353950301e-30,-1.2199006369034685e-25,1.1705576781706592e-23,3.751375364990424e-26,3.291017848479856e-25,1.4321634267639795e-24,1.9645452148667657e-39,2.4624436719999445e-83,9.457991566178338e-25,6.181454642553758e-32,2.3843227461703372e-31,-2.9246760379440974e-39,-5.693132271083046e-45
1.735548331364773e-10,0.00053584454179025,0.0915567593028733,0.0,0.001159856797851683,0.45115546268750534,8.187823315407822e-39,0.45690061233241136,5.846224263706554e-19,9.194665285890195e-28,5.143099603941437e-14,1.3205292528982798e-27,-2.9356019697145162e-40,5.993602305236519e-05,1.575369998762085e-20,5.981978532814019e-22,3.266535453741561e-19,9.27194532539252e-19,8.563997554064678e-12,4.332591069771428e-22,3.3659904530052886e-24,8.9930412413802e-16,7.55123046204248e-26,1.6848179802095743e-30,7.020184972670398e-32,4.845598726316533e-29,0.0003571976570170498,1.2519506227828915e-19,2.134900567548942e-30,3.532270697198154e-32,-1.219489336704738e-25,1.1705535754712085e-23,3.771230506195221e-26,3.331784272440504e-25,1.4411411841066092e-24,2.0003745413433138e-39,2.5409596400375835e-83,9.574819910197009e-25,6.241787112714664e-32,2.4073272496634193e-31,-2.62751359794139e-39,-5.693132116048283e-45
1.7452296068405997e-10,0.00053584454179025,0.0915567593028733,0.0,0.0011582990969570405,0.45115386879172725,8.295179151561353e-39,0.4569006123323698,5.886377600153416e-19,9.355999671059663e-28,5.1757905099101084e-14,1.35195415174596e-27,-2.935654010649102e-40,5.9863633203693674e-05,1.5906596450055438e-20,5.981140521293884e-22,3.2760071207973874e-19,9.323049686467825e-19,8.605254819270766e-12,4.38134655315246e-22,3.3719104421536e-24,8.992951227619045e-16,7.681602001976879e-26,1.7140941119411457e-30,7.058069604098651e-32,4.960445700971629e-29,0.00035882774771910623,1.2583796458596486e-19,2.1742167339730466e-30,1.928829760111242e-30,-1.2190780381766972e-25,1.1705494325771711e-23,3.7909998176257284e-26,3.372717798342923e-25,1.4501076838542149e-24,2.0366083973196574e-39,2.62142238358438e-83,9.692120018123783e-25,6.302260046370109e-32,2.4303887872262556e-31,-2.3608820672510965e-39,-5.693131961095929e-45
1.7549108823164264e-10,0.00053584454179025,0.0915567593028733,0.0,0.0011567447677400637,0.4511522782394513,8.40321479312299e-39,0.45690061233232826,5.926557464984348e-19,9.518948210802175e-28,5.208441565302881e-14,1.3838845365950227e-27,-2.9357013637805376e-40,5.97911870038579e-05,1.606002095927219e-20,5.980323359196198e-22,3.285386361228694e-19,9.374093273485427e-19,8.646453423668618e-12,4.430279036499951e-22,3.377763943907839e-24,8.992860902917704e-16,7.813245193183825e-26,1.7436555489580488e-30,7.095817575615949e-32,5.077125318151271e-29,0.0003604545230947203,1.2647806907995945e-19,2.2139490231963775e-30,-1.9203926055498823e-30,-1.2186667407140237e-25,1.1705458665307292e-23,3.8106835537399387e-26,3.413816959147099e-25,1.4590629184724838e-24,2.0732482571539656e-39,2.7038659365748498e-83,9.809887612801187e-25,6.362871996235285e-32,2.453506733974137e-31,-2.1216107970725248e-39,-5.693131806813942e-45
1.764592157792253e-10,0.00053584454179025,0.0915567593028733,0.0,0.0011551937961401784,0.4511506910201099,8.511929410587765e-39,0.4569006123322868,5.966763381479928e-19,9.683512954515644e-28,5.2410527409651796e-14,1.4163243325855189e-27,-2.935703603220717e-40,5.971869143908839e-05,1.6213970950995835e-20,5.97952635141488e-22,3.294673766204968e-19,9.425076176125529e-19,8.68759349220612e-12,4.479386951641e-22,3.383618113550563e-24,8.992770275512805e-16,7.94616122728519e-26,1.7735025184567577e-30,7.133429279607298e-32,5.195651434835579e-29,0.00036207799021823514,1.2711538422227568e-19,2.2540980232052316e-30,-8.366802351256374e-31,-1.2182554453421894e-25,1.1705418097957304e-23,3.830281971760209e-26,3.4550802980612327e-25,1.4680068814963694e-24,2.1102955821096028e-39,2.788324661708668e-83,9.928118447043762e-25,6.42362152654099e-32,2.4766804701289726e-31,-1.9068614712667486e-39,-5.69313165322848e-45
1.7742734332680797e-10,0.00053584454179025,0.0915567593028733,0.0,0.0011536461683809504,0.4511491071232905,8.621322173883615e-39,0.4569006123322454,6.006994876120316e-19,9.849695884732399e-28,5.273624011518408e-14,1.4492774529870716e-27,-2.9356810169632845e-40,5.9646153237235975e-05,1.6368443871880324e-20,5.978748827229526e-22,3.303869924075901e-19,9.475998484572704e-19,8.728675149321639e-12,4.528668739520195e-22,3.389505191063085e-24,8.992679353366025e-16,8.080351242439038e-26,1.8036351892418747e-30,7.170905112710921e-32,5.316037858359653e-29,0.0003636981561382338,1.277499185598272e-19,2.294664302619204e-30,3.51603142234317e-30,-1.2178441519177725e-25,1.1705374287840624e-23,3.8497953315280755e-26,3.496506368481903e-25,1.4769395674903368e-24,2.1477518204313287e-39,2.8748332504968216e-83,1.0046808303462477e-24,6.484507212863062e-32,2.4999093809749838e-31,-1.714092299398604e-39,-5.69313149934808e-45
1.7839547087439064e-10,0.00053584454179025,0.0915567593028733,0.0,0.0011521018709602174,0.4511475265387303,8.731392252448477e-39,0.456900612332204,6.047251478573564e-19,1.001749891781977e-27,5.306155355220272e-14,1.4827477990240166e-27,-2.935665643263143e-40,5.9573578877188514e-05,1.6523437179472372e-20,5.977990139415302e-22,3.3129754203608093e-19,9.526860289492345e-19,8.769698518954087e-12,4.578122850190838e-22,3.395303933864727e-24,8.99258814417387e-16,8.21581632390257e-26,1.8340539553244403e-30,7.208245475581445e-32,5.438298345782185e-29,0.0003653150278779908,1.283816807198882e-19,2.3356484109402535e-30,-2.1922949008427948e-30,-1.2174328591387917e-25,1.1705340565061102e-23,3.8692238953644947e-26,3.538093733933451e-25,1.4858609720100646e-24,2.1856184074214333e-39,2.963426723291642e-83,1.0165952994286915e-24,6.545527641951991e-32,2.5231928568150004e-31,-1.5410296620393212e-39,-5.693131346141123e-45
1.793635984219733e-10,0.00053584454179025,0.0915567593028733,0.0,0.0011505608906405818,0.4511459492563117,8.842138815304546e-39,0.4569006123321627,6.087532721683663e-19,1.0186923904673578e-27,5.3386467538301894e-14,1.516739259811095e-27,-2.9356673622361853e-40,5.9500974597939145e-05,1.6678948342174807e-20,5.977249663386997e-22,3.321990837739102e-19,9.577661682008005e-19,8.810663724552692e-12,4.627747742803286e-22,3.4010815288968396e-24,8.992496655377105e-16,8.35255750384692e-26,1.8647590492315586e-30,7.24545077267246e-32,5.56244660366496e-29,0.00036692861243591067,1.2901067940571365e-19,2.377050878798971e-30,-2.9421018692040863e-30,-1.2170215684374164e-25,1.1705301910401414e-23,3.88856792793533e-26,3.5798409680066895e-25,1.4947710915655386e-24,2.223896765515785e-39,3.0541404293008657e-83,1.0285548361185547e-24,6.606681411561354e-32,2.546530292927457e-31,-1.3856374942869416e-39,-5.693131194223409e-45
1.8033172596955597e-10,0.00053584454179025,0.0915567593028733,0.0,0.001149023214440254,0.45114437526605666,8.953561031129778e-39,0.4569006123321215,6.127838141458416e-19,1.0357972631404594e-27,5.371098192479595e-14,1.5512557121770524e-27,-2.935675772027062e-40,5.9428346407319293e-05,1.6834974839209992e-20,5.976526796375873e-22,3.330916756041762e-19,9.628402753679544e-19,8.851570889086393e-12,4.677541885592865e-22,3.406948043238329e-24,8.992404894169855e-16,8.490575762726741e-26,1.8957504987905244e-30,7.282521412023523e-32,5.688496287436158e-29,0.00036853891678595153,1.2963692339232397e-19,2.4188722181980307e-30,5.984150904368298e-30,-1.216610280306005e-25,1.170525360656714e-23,3.9078276961218725e-26,3.6217466542970076e-25,1.5036699235854921e-24,2.2625883043597713e-39,3.147010046585875e-83,1.0405590275084251e-24,6.667967130291824e-32,2.569921089522634e-31,-1.2460895648251201e-39,-5.693131041401844e-45
1.8129985351713863e-10,0.00053584454179025,0.0915567593028733,0.0,0.0011474888296242336,0.4511428045581227,9.065658068326742e-39,0.4569006123320803,6.16816727705708e-19,1.053064682001816e-27,5.403509659546955e-14,1.5863010204497747e-27,-2.9356796249978725e-40,5.935570009040878e-05,1.6991514160583438e-20,5.975820956637432e-22,3.3397537522437893e-19,9.67908359648208e-19,8.892420135052939e-12,4.727503755867103e-22,3.412708989586327e-24,8.992312867508304e-16,8.629872030191646e-26,1.927028707989669e-30,7.31945780504503e-32,5.816461000610947e-29,0.0003701459478780327,1.302604215224468e-19,2.461112922752897e-30,-1.4099432481223032e-30,-1.2161989922204314e-25,1.170522164990867e-23,3.9270034688962186e-26,3.663809386341957e-25,1.5125574663831382e-24,2.3016944208841355e-39,3.242071582044378e-83,1.0526074635983403e-24,6.729383417440816e-32,2.593364651699053e-31,-1.1207535076074969e-39,-5.693130888874237e-45
1.822679810647213e-10,0.00053584454179025,0.0915567593028733,0.0,0.001145957723695819,0.45114123712279836,9.17842909508893e-39,0.45690061233203916,6.208519670777845e-19,1.0704948129087032e-27,5.435881146537338e-14,1.621879036444172e-27,-2.935677260874987e-40,5.9283041217634986e-05,1.7148563807047028e-20,5.975131582689322e-22,3.348502400457575e-19,9.729704302785734e-19,8.933211584487644e-12,4.777631839989295e-22,3.418384224170774e-24,8.992220582119111e-16,8.770447184199319e-26,1.958593996184796e-30,7.356260366327092e-32,5.946354294765529e-29,0.00037174971263843014,1.3088118270261198e-19,2.5037734679297785e-30,-7.461608158559088e-30,-1.2157877058360878e-25,1.1705188378010601e-23,3.9460955172013203e-26,3.7060277675583894e-25,1.52143371912315e-24,2.3412164993806897e-39,3.33936137137779e-83,1.0646997372773625e-24,6.79092890284442e-32,2.6168603894011506e-31,-1.0081683865880629e-39,-5.693130738994045e-45
1.8323610861230396e-10,0.00053584454179025,0.0915567593028733,0.0,0.0011444298843884203,0.4511396729504989,9.291873279464597e-39,0.4569006123319981,6.248894868045099e-19,1.0880878154417614e-27,5.4682126479663664e-14,1.6579935993215765e-27,-2.935673398827948e-40,5.921037515257218e-05,1.7306121290062482e-20,5.974458132578389e-22,3.357163271927169e-19,9.780264965336087e-19,8.973945358971876e-12,4.827924633361579e-22,3.424237353440763e-24,8.992128044507532e-16,8.912302052451408e-26,1.9904461831419415e-30,7.392929513456328e-32,6.078189669034044e-29,0.0003733502179701576,1.3149921589939277e-19,2.5468543112807602e-30,9.152313914303801e-30,-1.2153764232796371e-25,1.1705132468122262e-23,3.9651041138355476e-26,3.7484004111792102e-25,1.530298681789844e-24,2.381155911577884e-39,3.438916079043531e-83,1.0768354443050524e-24,6.852602226731527e-32,2.6404077173765303e-31,-9.07018714149568e-40,-5.693130587481232e-45
1.8420423615988663e-10,0.00053584454179025,0.0915567593028733,0.0,0.0011429052996576859,0.45113811203176196,9.40598978941823e-39,0.45690061233195706,6.289292417396563e-19,1.1058438429709666e-27,5.5005041612483756e-14,1.694648535284958e-27,-2.935671758580009e-40,5.913770705945279e-05,1.7464184131764944e-20,5.9738000831752735e-22,3.365736935023398e-19,9.830765677235353e-19,9.014621579641224e-12,4.878380640409228e-22,3.4300029656726374e-24,8.992035260965171e-16,9.055437414240292e-26,2.022585622574453e-30,7.429465666817116e-32,6.211980568995704e-29,0.0003749474707533355,1.3211453013578892e-19,2.5903558926762634e-30,2.516880277705092e-30,-1.2149651401254041e-25,1.1705099834937535e-23,3.984029533341593e-26,3.7909259401898168e-25,1.5391523551565162e-24,2.4215140167162398e-39,3.540772698192419e-83,1.0890141832928457e-24,6.914402039592381e-32,2.6640060551325846e-31,-8.16130108479669e-40,-5.693130434716816e-45
1.851723637074693e-10,0.00053584454179025,0.0915567593028733,0.0,0.0011413839576739073,0.45113655435724404,9.520777792889732e-39,0.4569006123319161,6.329711870470237e-19,1.1237630427209614e-27,5.532755686588637e-14,1.7318476576221523e-27,-2.9356722310501302e-40,5.906504191040101e-05,1.7622749864926316e-20,5.973156929495391e-22,3.374223955239802e-19,9.881206531924253e-19,9.055240367193419e-12,4.9289983745603e-22,3.43553330996744e-24,8.991942237577547e-16,9.199853998522968e-26,2.055012884866426e-30,7.465869249420925e-32,6.347740386855057e-29,0.0003765414778455469,1.32727134487745e-19,2.6342786345349262e-30,-1.6147908519114593e-29,-1.2145538573339919e-25,1.1705079258745141e-23,4.002872051899545e-26,3.8336029872642713e-25,1.5479947407558978e-24,2.46229216162362e-39,3.6449685505913674e-83,1.101235555685363e-24,6.976327002035878e-32,2.6876548268947545e-31,-7.344565169838588e-40,-5.693130287304955e-45
1.8614049125505196e-10,0.00053584454179025,0.0915567593028733,0.0,0.0011398658468147129,0.45113499991771605,9.63623645785142e-39,0.4569006123318752,6.370152781991201e-19,1.1418455558357557e-27,5.56496722687949e-14,1.7695947666765788e-27,-2.9356728579919247e-40,5.899238449239941e-05,1.7781816032918394e-20,5.972528184045778e-22,3.382624895189359e-19,9.93158762316456e-19,9.095801841895945e-12,4.979776358223386e-22,3.441353942305299e-24,8.991848980231286e-16,9.345552484853755e-26,2.087727526866052e-30,7.502140686757074e-32,6.48548246135304e-29,0.00037813224608218164,1.3333703808080108e-19,2.6786229420506277e-30,1.1304551571817885e-29,-1.21414258062281e-25,1.1705012593705388e-23,4.02163194722401e-26,3.8764301947012824e-25,1.5568258408516766e-24,2.503491680790333e-39,3.751541286531611e-83,1.1134991657416602e-24,7.038375784649251e-32,2.7113534615652045e-31,-6.6104713984770815e-40,-5.693130138186859e-45
1.8710861880263463e-10,0.00053584454179025,0.0915567593028733,0.0,0.001138350955658021,0.45113344870406036,9.752364952362868e-39,0.45690061233183443,6.410614709758289e-19,1.160091517442807e-27,5.5971387876002416e-14,1.807893649378379e-27,-2.9356724971161887e-40,5.891973941399834e-05,1.7941380189676762e-20,5.971913376196544e-22,3.3909403146019567e-19,9.981909045022242e-19,9.136306123593434e-12,5.030713122769965e-22,3.447217836683794e-24,8.991755494621083e-16,9.492533507248847e-26,2.1207296467321745e-30,7.538280406605917e-32,6.625220076045114e-29,0.00037971978227677026,1.3394425008686826e-19,2.7233892034168884e-30,1.414011410645509e-29,-1.213731303255921e-25,1.1704970573483021e-23,4.040309498465077e-26,3.919406214360026e-25,1.565645658411057e-24,2.5451138964440632e-39,3.860528884722655e-83,1.1258046205164387e-24,7.100547067882e-32,2.735101392680026e-31,-5.950520216632991e-40,-5.693129983346411e-45
1.880767463502173e-10,0.00053584454179025,0.0915567593028733,0.0,0.0011368392729752606,0.4511319007072666,9.869162444623752e-39,0.4569006123317937,6.4510972146306335e-19,1.1785010567164989e-27,5.6292703767206874e-14,1.846748079293701e-27,-2.9356714424513626e-40,5.8847111111777786e-05,1.8101439899664133e-20,5.971312051575503e-22,3.3991707703225873e-19,1.003217089185126e-18,9.176753331714771e-12,5.081807208511763e-22,3.4525551384926436e-24,8.991661786256429e-16,9.640797651102239e-26,2.1540203452590558e-30,7.574288838877167e-32,6.766966459504609e-29,0.00038130409322130416,1.3454877972112698e-19,2.768577790048924e-30,-3.0560739119456387e-29,-1.2133200227552984e-25,1.1704976117539624e-23,4.058904986113055e-26,3.9625297075958733e-25,1.5744541970783128e-24,2.587160118624614e-39,3.971969652172182e-83,1.1381515298412278e-24,7.162839541922796e-32,2.758898058367712e-31,-5.3572835820498785e-40,-5.693129838285222e-45
1.8904487389779996e-10,0.00053584454179025,0.0915567593028733,0.0,0.0011353307877248334,0.4511303559184286,9.986628103024678e-39,0.456900612331753,6.491599860514054e-19,1.1970742969410083e-27,5.6613620046081294e-14,1.886161816870782e-27,-2.935670451989159e-40,5.87745038565708e-05,1.8261992737833187e-20,5.970723771485649e-22,3.4073168163102324e-19,1.0082373258277924e-18,9.217143585279998e-12,5.133057164671911e-22,3.4582445390883136e-24,8.991567860468076e-16,9.790345451985572e-26,2.187598991410201e-30,7.610166415503565e-32,6.910734786257343e-29,0.000382885185686548,1.351506362390421e-19,2.814189056802808e-30,6.36840452320689e-30,-1.2129087516892014e-25,1.1704900060909884e-23,4.077418691906787e-26,4.005799345196058e-25,1.5832514611492967e-24,2.6296316452584588e-39,4.08590222405209e-83,1.150539506305553e-24,7.225251906562075e-32,2.7827429013095044e-31,-4.823879016956862e-40,-5.693129694791402e-45
1.9001300144538262e-10,0.00053584454179025,0.0915567593028733,0.0,0.0011338254890458205,0.4511288143287411,1.0104761096196134e-38,0.45690061233171236,6.532122214347375e-19,1.2158113555725934e-27,5.693413683937755e-14,1.9261386087313904e-27,-2.935669839895794e-40,5.8701921759457606e-05,1.84230362895906e-20,5.970148112344698e-22,3.415379003637412e-19,1.0132516239185855e-18,9.257477002906942e-12,5.184461549365561e-22,3.464382663869737e-24,8.991473722414255e-16,9.94117740323745e-26,2.2214649136560218e-30,7.645913570267451e-32,7.056538174169759e-29,0.0003844630664223405,1.3574982893349055e-19,2.860223342191881e-30,4.188910421930541e-29,-1.2124974823785541e-25,1.1704825441456523e-23,4.0958508987454285e-26,4.049213807315327e-25,1.5920374555468762e-24,2.6725297622330834e-39,4.202365563550845e-83,1.1629681652381032e-24,7.287782871083703e-32,2.8066353686978382e-31,-4.344029236897254e-40,-5.693129534919733e-45
1.909811289929653e-10,0.00053584454179025,0.0915567593028733,0.0,0.0011323233662519187,0.45112727592949614,1.0223560593055611e-38,0.4569006123316718,6.572663846088606e-19,1.2347123443013019e-27,5.725425429606258e-14,1.9666821875292844e-27,-2.93566941708589e-40,5.8629368777538804e-05,1.8584568150760822e-20,5.969584665145159e-22,3.4233578804903553e-19,1.018259992970146e-18,9.297753702817675e-12,5.2360189295784595e-22,3.469534397479596e-24,8.991379377086675e-16,1.0093293952787154e-25,2.255620091778578e-30,7.681530738624129e-32,7.204389683943925e-29,0.00038603774215788456,1.3634636713199839e-19,2.9066809686012782e-30,-4.853581987463403e-29,-1.21208620231003e-25,1.170487679529715e-23,4.1142018906035806e-26,4.092771783411629e-25,1.600812185797255e-24,2.7158557434711303e-39,4.321398961712393e-83,1.1754371246879064e-24,7.350431154166432e-32,2.830574912194583e-31,-3.912568200740917e-40,-5.693129389398321e-45
1.9194925654054795e-10,0.00053584454179025,0.0915567593028733,0.0,0.001130824408825596,0.4511257407120808,1.0343025762852956e-38,0.45690061233163126,6.613224328701032e-19,1.253777369112098e-27,5.757397258648584e-14,2.007796272776415e-27,-2.9356689058513974e-40,5.855684871949594e-05,1.8746585927548316e-20,5.969033034934384e-22,3.4312539921697955e-19,1.0232624425179938e-18,9.337973802844694e-12,5.287727881129634e-22,3.474804626543879e-24,8.991284829316311e-16,1.0246695496074993e-25,2.2900642306655382e-30,7.717018357650535e-32,7.354302322207894e-29,0.00038760921960203005,1.369402601940819e-19,2.9535622424996162e-30,-2.195752237903296e-29,-1.2116749348365786e-25,1.1704811176110123e-23,4.1324719524496214e-26,4.136471972181854e-25,1.6095756580071535e-24,2.7596108510043173e-39,4.443042037261802e-83,1.1879460054055272e-24,7.413195483752315e-32,2.8545609878928115e-31,-3.5245998039536168e-40,-5.693129259317924e-45
1.9291738408813062e-10,0.00053584454179025,0.0915567593028733,0.0,0.001129328606412466,0.45112420866797315,1.0463155775214022e-38,0.4569006123315908,6.65380323813922e-19,1.2730065303454338e-27,5.789329190157667e-14,2.049484569937256e-27,-2.9356682286488873e-40,5.848436525094756e-05,1.890908723650146e-20,5.968492840314371e-22,3.439067881092328e-19,1.0282589821191839e-18,9.37813742043696e-12,5.339586988647704e-22,3.481471725475266e-24,8.991190083778976e-16,1.0401382389048885e-25,2.324794851658024e-30,7.752376865905343e-32,7.506289038171967e-29,0.0003891775054435449,1.3753151750869e-19,3.0008674546473812e-30,9.750977255924051e-29,-1.211263678539651e-25,1.1704652698165457e-23,4.1506613701671456e-26,4.180313081497675e-25,1.6183278788418105e-24,2.8037963350471225e-39,4.567334736417797e-83,1.2004944308242914e-24,7.47607459693356e-32,2.878593056277547e-31,-3.1752042214462536e-40,-5.69312909187645e-45
1.9388551163571329e-10,0.00053584454179025,0.0915567593028733,0.0,0.0011278359488158635,0.45112267978874065,1.0583949800182676e-38,0.4569006123315504,6.694400153334918e-19,1.2923999227572725e-27,5.821221245207083e-14,2.091750769555289e-27,-2.9356674854010285e-40,5.841192189960804e-05,1.9072069704477494e-20,5.967963712960079e-22,3.4468000867923365e-19,1.0332496213510038e-18,9.418244672665679e-12,5.39159484555755e-22,3.4866922418464964e-24,8.991095145000683e-16,1.055735494951895e-25,2.359814883569624e-30,7.78760670319159e-32,7.660362720404904e-29,0.0003907426063513793,1.381201484917436e-19,3.0485968803041024e-30,-5.330546656392719e-29,-1.2108523976700867e-25,1.170476452960669e-23,4.1687704304793846e-26,4.2242938283415275e-25,1.6270688555037822e-24,2.8484134340702594e-39,4.6943173326924446e-83,1.2130820270415547e-24,7.539067239879943e-32,2.902670582183626e-31,-2.860893318253125e-40,-5.693128934563715e-45
1.9485363918329595e-10,0.00053584454179025,0.0915567593028733,0.0,0.0011263464259916227,0.4511211540660365,1.0705407008261241e-38,0.45690061233151,6.735014656182908e-19,1.3119576355785555e-27,5.853073446776466e-14,2.1345985490792608e-27,-2.935666775321775e-40,5.833952206025694e-05,1.9235530968604e-20,5.967445297155029e-22,3.45445114592444e-19,1.0382343698097255e-18,9.458295676229937e-12,5.4437500540340075e-22,3.4908978483324615e-24,8.991000017362816e-16,1.0714613437250644e-25,2.3951260228300076e-30,7.822708310562349e-32,7.816536203640184e-29,0.00039230452897492067,1.3870616258376886e-19,3.096750779433296e-30,-1.0955072883502114e-28,-1.2104411265543136e-25,1.1704781821541827e-23,4.186799420876502e-26,4.268412938742728e-25,1.6357985957125054e-24,2.8934633748739052e-39,4.824030426678139e-83,1.2257084228000141e-24,7.602172167725503e-32,2.926793034757766e-31,-2.5785646685299625e-40,-5.693128833022556e-45
1.9582176673087862e-10,0.00053584454179025,0.0915567593028733,0.0,0.0011248600280430396,0.4511196314915973,1.0827526570449392e-38,0.4569006123314697,6.775646331526749e-19,1.331679752574127e-27,5.88488581967964e-14,2.1780315722810815e-27,-2.9356660979806102e-40,5.826716899952572e-05,1.9399468676241696e-20,5.966937249344446e-22,3.4620215922664605e-19,1.043213237109397e-18,9.498290547462113e-12,5.496051224964402e-22,3.49824920609525e-24,8.99090470510715e-16,1.0873158070940786e-25,2.4307224040410993e-30,7.857682130281423e-32,7.974822266634674e-29,0.00039386327994423993,1.3928956924762038e-19,3.1453293969026983e-30,1.855726450126524e-28,-1.2100298919764905e-25,1.1704447778175631e-23,4.204748629545655e-26,4.312669147713804e-25,1.6445171076845962e-24,2.9389473726606664e-39,4.956514945822062e-83,1.2383732494690795e-24,7.665388144436709e-32,2.950959887422806e-31,-2.3238463982837165e-40,-5.69312866385695e-45
