Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357),OCCO(227),SX(387),SX(190),SX(495),SX(318),SX(533),SX(213),S(309),C2H4O3(79),SX(386),SX(390),SX(718),SX(572),S(233),SX(1093),SX(1139),SX(217)
2.975652538532572e-07,0.0028455292168589937,0.0915567593028733,0.0,0.005368175515524222,0.4485887602399694,1.429465914021395e-14,0.456900611407763,8.332701411360066e-15,1.4717442082723448e-17,8.356687218495763e-11,6.566810025949885e-16,2.0203631782417482e-27,0.00010469617492174041,1.0524619730501391e-14,1.2143418605302254e-20,3.4384390521693214e-18,2.0989441845435859e-16,8.496760707158837e-10,3.4755603416302496e-15,1.4680041669828395e-22,2.185745079477447e-15,7.587114246297827e-17,6.975133120935663e-22,2.3741325997298936e-28,1.722028006849293e-17,0.0029015199450914703,1.4364051176093025e-16,2.3221975445349753e-19,3.2692627203502724e-28,1.720788907736308e-17,4.0759081640899783e-17,1.2144536596926282e-22,7.271385952867759e-19,7.612849988041653e-34,2.3613164597416916e-35,7.681213929619945e-29,3.036649770167441e-25,3.233178152922582e-24,1.8556813909735553e-34,2.060510900993184e-36,1.7679208527049372e-35,1.855445605887461e-18,3.8543856459068604e-35,7.49873197255655e-29,1.1907374898675498e-30,1.615516066491445e-35,3.860763622561314e-34,4.462883873760115e-40,6.835734287945944e-40,5.98825748056106e-39,3.1816903916531454e-29,3.94230922529619e-43,5.7212130168424025e-40,6.073399040799665e-47,1.1814072760044465e-27,5.8385026767801726e-30,4.7300162176376625e-53,1.4399837001292428e-54,2.0293811004929905e-28,1.8214220274393916e-23,3.0940143723599193e-22,2.869915927813819e-32,3.340288193824367e-37
2.987178283372231e-07,0.0028455292168589937,0.0915567593028733,0.0,0.005367676464213996,0.4485882562865688,1.434320194878764e-14,0.45690061140757793,8.366533799616638e-15,1.4824622531161663e-17,8.385747740594472e-11,6.617339450974567e-16,2.0441098172097287e-27,0.00010468637153343785,1.055995049583469e-14,1.2156188997951511e-20,3.445785684399962e-18,2.103157255651494e-16,8.495703868016706e-10,3.489317382715157e-15,1.4678286451743157e-22,2.1857579975136223e-15,7.618297286357813e-17,7.003797318376418e-22,2.382655725057587e-28,1.7310867111967862e-17,0.002902028799895633,1.4412673666353145e-16,2.339577394653622e-19,3.288006980515493e-28,1.7388297252214555e-17,4.1021208347822924e-17,1.2198652450454328e-22,7.328409340588599e-19,6.096501943239821e-34,2.38458965057304e-35,7.681050576466278e-29,3.0486684247415684e-25,3.2459768749443104e-24,1.8632583665673666e-34,2.0845352542905066e-36,1.7576238855790495e-35,1.8668066764324973e-18,3.8349964903680824e-35,7.527170025463929e-29,1.1945798648852396e-30,1.606315568349302e-35,3.9210961601803335e-34,4.514941274282037e-40,6.9027741469992776e-40,6.004986453051587e-39,3.161975314115387e-29,4.003523931864481e-43,5.788260076204313e-40,6.20042986883577e-47,1.1945060362527503e-27,5.91166833577479e-30,4.823775839775836e-53,1.4699666302014976e-54,2.04504404517204e-28,1.8426031804673765e-23,3.117891662662864e-22,2.8920618519634254e-32,3.366064045006473e-37
2.9987040282118905e-07,0.0028455292168589937,0.0915567593028733,0.0,0.005367186274035329,0.44858776128134004,1.4391735759784034e-14,0.4569006114073912,8.400397296983302e-15,1.4932205060798983e-17,8.414805457400943e-11,6.668073829561796e-16,2.068047845627819e-27,0.00010467674222216566,1.0595275519456646e-14,1.2168962362027312e-20,3.4531423128202197e-18,2.1073734952996715e-16,8.494665793851593e-10,3.503083697862411e-15,1.4676562383569352e-22,2.185771045876585e-15,7.649501757708077e-17,7.03248126611705e-22,2.3911824715788237e-28,1.7401570529216916e-17,0.0029025286194893293,1.446130593842867e-16,2.3570280493491497e-19,3.306154421599466e-28,1.7569855002814498e-17,4.128395989444286e-17,1.2252847559015907e-22,7.385695072392389e-19,6.048794070792263e-34,2.408016430483221e-35,7.680868456834042e-29,3.060695208165481e-25,3.2587842304169977e-24,1.8708412561040577e-34,2.108753738394404e-36,1.7476611066414938e-35,1.8781967057891035e-18,3.8162668452776457e-35,7.555442507856837e-29,1.1983979463928274e-30,1.5972989916253874e-35,3.982161256765838e-34,4.56742525332974e-40,6.970259556031102e-40,6.021543371272246e-39,3.142658398839869e-29,4.065481318543543e-43,5.855854285576383e-40,6.3296673176165235e-47,1.2077020673930574e-27,5.985474315911089e-30,4.919096538569072e-53,1.5004695466414136e-54,2.0607663909762734e-28,1.8639467275537892e-23,3.1418595140093303e-22,2.914291782624167e-32,3.3919376705473115e-37
3.01022977305155e-07,0.0028455292168589937,0.0915567593028733,0.0,0.005366704787643951,0.4485872750653933,1.4440260736170683e-14,0.4569006114072025,8.434291961042322e-15,1.5040189966770088e-17,8.443860418492308e-11,6.719013353012974e-16,2.0921781612948108e-27,0.00010466728389659318,1.0630594937228184e-14,1.2181738668544374e-20,3.460508876572036e-18,2.111592854792198e-16,8.493646151487322e-10,3.5168592993360243e-15,1.467486890988187e-22,2.1857842223271194e-15,7.68072769159098e-17,7.06118499204384e-22,2.39971282844873e-28,1.749239029479927e-17,0.002903019564308193,1.450994790067791e-16,2.374549573911678e-19,3.332576720091218e-28,1.7752564976488493e-17,4.154733528420364e-17,1.230712181675574e-22,7.443243618045609e-19,7.607852688579243e-34,2.431597398694764e-35,7.680667812114312e-29,3.072730130192473e-25,3.271600230780212e-24,1.8784300971282673e-34,2.133167273562075e-36,1.7379333835613345e-35,1.8896156706283093e-18,3.7980150573504567e-35,7.583552817156885e-29,1.2021922297797657e-30,1.588463093255982e-35,4.043965434825945e-34,4.620337239563079e-40,7.038192138826778e-40,6.03789472813596e-39,3.123735102053321e-29,4.128188020601518e-43,5.923998338025113e-40,6.461142304466493e-47,1.2209957598246657e-27,6.0599238277675105e-30,5.015999477222549e-53,1.5314997415435122e-54,2.0765481475214327e-28,1.8854532857000528e-23,3.1659179410252073e-22,2.936605733371253e-32,3.4179090862446222e-37
3.021755517891209e-07,0.0028455292168589937,0.0915567593028733,0.0,0.005366231850489731,0.44858679748266034,1.4488777038008195e-14,0.456900611407012,8.468217848464387e-15,1.5148577543350638e-17,8.472912672565258e-11,6.770158212325735e-16,2.1165016637445214e-27,0.00010465799352029651,1.0665908882597291e-14,1.2194517883744138e-20,3.467885315639655e-18,2.1158152861701753e-16,8.492644613661961e-10,3.5306441989577887e-15,1.4673205537701314e-22,2.185797524649653e-15,7.711975118212625e-17,7.089908524272054e-22,2.408246784945627e-28,1.7583326382083153e-17,0.002903501791938813,1.4558599461592406e-16,2.392142033338536e-19,3.3515438545647888e-28,1.7936429815789402e-17,4.181133352261408e-17,1.2361475116411428e-22,7.501055446253129e-19,6.032557545099682e-34,2.455333153594639e-35,7.680449844033547e-29,3.0847732023405806e-25,3.2844248869565777e-24,1.886024857419413e-34,2.1577767816428426e-36,1.7282357645143604e-35,1.901063547390763e-18,3.779804177521337e-35,7.611504289687534e-29,1.205963204655881e-30,1.5798265411357243e-35,4.106515255561624e-34,4.673680131206202e-40,7.106573535513744e-40,6.054386885559282e-39,3.105202770864794e-29,4.191650712551813e-43,5.992694932031388e-40,6.594886082065572e-47,1.2343875042707518e-27,6.135020084924726e-30,5.1145058922169455e-53,1.5630645857050183e-54,2.09238932447826e-28,1.9071234719972002e-23,3.1900669584238403e-22,2.9590037178633916e-32,3.443978307993573e-37
3.0332812627308685e-07,0.0028455292168589937,0.0915567593028733,0.0,0.005365767310767049,0.448586328379844,1.453728482250261e-14,0.4569006114068198,8.502175015022829e-15,1.5257368083953684e-17,8.501962267451661e-11,6.821508598190824e-16,2.1410192542462334e-27,0.00010464886811078304,1.0701217486642734e-14,1.220729997712668e-20,3.475271570835367e-18,2.1200407422008409e-16,8.491660858922946e-10,3.5444384081141735e-15,1.467157168498305e-22,2.185810950704753e-15,7.743244066758323e-17,7.11865188877961e-22,2.416784329886102e-28,1.767437876324145e-17,0.0029039754571693337,1.4607260529822176e-16,2.409805492338082e-19,3.369104139641815e-28,1.8121452158507217e-17,4.207595361720607e-17,1.241590735226189e-22,7.559131024658725e-19,5.778906318048926e-34,2.4792242958260455e-35,7.680214301889066e-29,3.096824433657395e-25,3.2972582095280617e-24,1.8936255341154666e-34,2.1825831860768626e-36,1.7188729737379497e-35,1.912540312289292e-18,3.762252829928758e-35,7.639300213773565e-29,1.2097113555744815e-30,1.5713684532576578e-35,4.169817319029497e-34,4.727456162887869e-40,7.175405363960846e-40,6.070724921063125e-39,3.0870560575563406e-29,4.2558761081464915e-43,6.06194677115937e-40,6.730930240916817e-47,1.2478776917771927e-27,6.210766303940935e-30,5.214637775101786e-53,1.595171530947779e-54,2.1082899315760117e-28,1.928957903625883e-23,3.214306581003519e-22,2.981485749833945e-32,3.4701453517765614e-37
3.044807007570528e-07,0.0028455292168589937,0.0915567593028733,0.0,0.00536531101936605,0.4485858676063698,1.4585784244056786e-14,0.4569006114066259,8.536163515607628e-15,1.5366561881126362e-17,8.531009250133917e-11,6.87306470098915e-16,2.165731835788018e-27,0.000104639904738533,1.0736520878116967e-14,1.222008492063993e-20,3.482667583793822e-18,2.124269176366883e-16,8.49069457152408e-10,3.558241937763119e-15,1.4669966821415953e-22,2.185824498366037e-15,7.774534565407595e-17,7.14741511054459e-22,2.425325452276498e-28,1.776554740924826e-17,0.00290444071203916,1.4655931014199916e-16,2.4275400153334823e-19,3.396342838316493e-28,1.8307634637678867e-17,4.234119457750077e-17,1.2470418417059649e-22,7.617470819845756e-19,7.6134053674453475e-34,2.503271427339522e-35,7.679961300580079e-29,3.108883832573511e-25,3.3101002087265136e-24,1.9012321711785048e-34,2.2075874118936064e-36,1.709760868826119e-35,1.924045941311534e-18,3.745213565794837e-35,7.666943876823301e-29,1.2134371615748115e-30,1.5630831144785828e-35,4.233878264082979e-34,4.781666616058332e-40,7.2446892484994e-40,6.086827091302674e-39,3.0692903704220574e-29,4.320870960539171e-43,6.131756564160985e-40,6.869306712447304e-47,1.2614667137115277e-27,6.287165704327386e-30,5.316416994956397e-53,1.6278281088489368e-54,2.1242499786010955e-28,1.9509571978563734e-23,3.238636823643657e-22,3.004051843087176e-32,3.49641023365877e-37
3.056332752410187e-07,0.0028455292168589937,0.0915567593028733,0.0,0.00536486282982477,0.44858541501433696,1.4634275454320776e-14,0.45690061140643035,8.570183404239187e-15,1.5476159226546774e-17,8.56005366676008e-11,6.924826710788901e-16,2.1906403130854277e-27,0.00010463110052605874,1.0771819183488267e-14,1.2232872680765292e-20,3.490073296960461e-18,2.1285005428559062e-16,8.48974544132432e-10,3.57205479844075e-15,1.4668390489487951e-22,2.1858381655239243e-15,7.805846641349323e-17,7.176198215019837e-22,2.433870141298364e-28,1.785683228987619e-17,0.0029048977058877753,1.4704610823764328e-16,2.445345666466426e-19,3.4156120852929897e-28,1.849497988159779e-17,4.260705541497746e-17,1.2525008201906398e-22,7.676075297337912e-19,5.99960373112284e-34,2.5274751489625974e-35,7.679692148729066e-29,3.120951409665172e-25,3.322950894272906e-24,1.9088447323733244e-34,2.2327903857109278e-36,1.700642495975891e-35,1.935580410222529e-18,3.7281422076259124e-35,7.69443850705486e-29,1.2171410960902869e-30,1.5549928121115515e-35,4.298704768621624e-34,4.836314488893835e-40,7.3144268335751734e-40,6.103098863171075e-39,3.051903449405807e-29,4.386642062494978e-43,6.202127025184502e-40,7.010047771383022e-47,1.2751549617601707e-27,6.364221508524543e-30,5.419865428753335e-53,1.661041931372081e-54,2.1402694753875952e-28,1.9731219720485565e-23,3.2630577013008403e-22,3.0267020115020504e-32,3.5227729697925487e-37
3.0678584972498464e-07,0.0028455292168589937,0.0915567593028733,0.0,0.005364422598282103,0.4485849704584711,1.4682758602241415e-14,0.45690061140623306,8.604234734081927e-15,1.55861604110211e-17,8.58909556265864e-11,6.976794817342812e-16,2.2157455925834667e-27,0.0001046224526469799,1.0807112526982042e-14,1.224566322728387e-20,3.4974886535768264e-18,2.132734796549993e-16,8.488813163688375e-10,3.58587700026798e-15,1.466684213217844e-22,2.185851950147036e-15,7.837180320796639e-17,7.205001225470858e-22,2.442418385640134e-28,1.794823337369442e-17,0.0029053465854026973,1.4753299867782483e-16,2.4632225096008032e-19,3.432426888571636e-28,1.868349051382334e-17,4.287353514303517e-17,1.2579676599751967e-22,7.734944921599979e-19,5.488053204933719e-34,2.5518360638374543e-35,7.679406590751075e-29,3.1330271729108517e-25,3.3358102755705816e-24,1.916463209681556e-34,2.2581930357338064e-36,1.691858126701501e-35,1.947143694567299e-18,3.711726979175785e-35,7.721787281016544e-29,1.2208236277713418e-30,1.547076043274354e-35,4.364303549775525e-34,4.891402127426114e-40,7.384619739649094e-40,6.119240040867194e-39,3.0348901248926486e-29,4.453196246366785e-43,6.273060873409485e-40,7.153186038192097e-47,1.2889428279272515e-27,6.441936941878721e-30,5.5250057856409655e-53,1.6948206936121924e-54,2.1563484318212944e-28,1.995452843651916e-23,3.2875692290065584e-22,3.049436269023048e-32,3.549233576406817e-37
3.079384242089506e-07,0.0028455292168589937,0.0915567593028733,0.0,0.005363990183431611,0.44858453379607766,1.4731233834110888e-14,0.4569006114060341,8.638317557457637e-15,1.569656572448092e-17,8.618134982353103e-11,7.028969210085547e-16,2.2410485824373116e-27,0.0001046139583251153,1.0842401030621437e-14,1.2258456533194588e-20,3.504913597675639e-18,2.1369718930154723e-16,8.487897439389055e-10,3.59970855295703e-15,1.4665321241786e-22,2.185865850217029e-15,7.868535629001333e-17,7.233824164069935e-22,2.450970174191228e-28,1.803975062806775e-17,0.0029057874946665754,1.4801998055771329e-16,2.481170608326365e-19,3.4605501114128555e-28,1.887316915319011e-17,4.314063277696227e-17,1.2634423502157706e-22,7.794080156038809e-19,7.62622410956966e-34,2.576354776634096e-35,7.679104591012687e-29,3.1451111294319073e-25,3.348678361701321e-24,1.9240876548578184e-34,2.283796291752751e-36,1.6833463768158032e-35,1.9587357696734685e-18,3.6958710349173077e-35,7.748993380783543e-29,1.2244852200146818e-30,1.5393239440399606e-35,4.430681363814437e-34,4.946930632244856e-40,7.455269591223744e-40,6.135108449538934e-39,3.0182457035748054e-29,4.520540384254565e-43,6.344560833138359e-40,7.298754482304502e-47,1.3028307045338173e-27,6.520315232618877e-30,5.631860664039141e-53,1.7291721722792136e-54,2.1724868578392534e-28,2.0179504302055104e-23,3.3121714218635633e-22,3.0722546296558114e-32,3.575792069801935e-37
3.090909986929165e-07,0.0028455292168589937,0.0915567593028733,0.0,0.005363565446476148,0.4485841048869962,1.4779701293614447e-14,0.45690061140583366,8.672431925858665e-15,1.5807375455980714e-17,8.647171969576288e-11,7.081350078131176e-16,2.2665501925217183e-27,0.00010460561483359147,1.0877684814267159e-14,1.227125256524603e-20,3.512348074069976e-18,2.141211788492831e-16,8.48699797451133e-10,3.613549465817845e-15,1.4663827395826478e-22,2.185879863724831e-15,7.899912590268413e-17,7.262667053741895e-22,2.459525496074879e-28,1.813138401915621e-17,0.0029062205752034584,1.4850705297518265e-16,2.4991900259623174e-19,3.4802289245630163e-28,1.9064018413817067e-17,4.340834733390988e-17,1.2689248798726263e-22,7.853481463004312e-19,6.003741745654454e-34,2.601031890572083e-35,7.678787574538538e-29,3.1572032889330625e-25,3.361555161238782e-24,1.9317180276814164e-34,2.3096010851429034e-36,1.6747881335103813e-35,1.9703566106538785e-18,3.6799024338211905e-35,7.776059931767349e-29,1.2281263307624749e-30,1.5317628559662516e-35,4.4978450064055504e-34,5.002903104062991e-40,7.526378037218109e-40,6.151174866638388e-39,3.001968328394128e-29,4.588681388239227e-43,6.416629634056666e-40,7.446786424516075e-47,1.3168189842149886e-27,6.599359611834031e-30,5.74045259007521e-53,1.764104226126729e-54,2.1886847634191306e-28,2.0406153493379417e-23,3.33686429504198e-22,3.095157107472424e-32,3.602448466355783e-37
3.113961476608484e-07,0.0028455292168589937,0.0915567593028733,0.0,0.005362738463343666,0.4485832697805288,1.4876613457508275e-14,0.45690061140542787,8.74075549963573e-15,1.6030209324919764e-17,8.705238817669973e-11,7.1867319949704e-16,2.3181529214482565e-27,0.00010458936967540931,1.0948238690440118e-14,1.2296852691613227e-20,3.5272454068223515e-18,2.1496998047566794e-16,8.485246673362003e-10,3.641259407320918e-15,1.4660918764406243e-22,2.1859082233471246e-15,7.962731564560634e-17,7.320412768002757e-22,2.4766466944826896e-28,1.8314999070099558e-17,0.0029070638036691513,1.494814658291106e-16,2.535443069911229e-19,3.522074588974768e-28,1.944923923180278e-17,4.394562329458303e-17,1.279913413989468e-22,7.973084138636836e-19,6.293174064764172e-34,2.650863745786947e-35,7.678106833532148e-29,3.18141224395114e-25,3.387334933345956e-24,1.9469965702344493e-34,2.3618190174261864e-36,1.6585414316463528e-35,1.9936844896303104e-18,3.6496890440279406e-35,7.829786800211363e-29,1.2353489146394666e-30,1.51714069940065e-35,4.6345571574920525e-34,5.116188387103356e-40,7.669977209913156e-40,6.182885181494835e-39,2.97049361866742e-29,4.727381842344477e-43,6.562484703199109e-40,7.750375859379338e-47,1.345098324908355e-27,6.759459574214754e-30,5.962941173449596e-53,1.8357419190606677e-54,2.221259053402258e-28,2.0864496563011712e-23,3.3865221433680302e-22,3.141214471226284e-32,3.656055034779389e-37
3.1347078173198707e-07,0.0028455292168589937,0.0915567593028733,0.0,0.005362019094330709,0.4485825433452511,1.496380921323407e-14,0.45690061140505767,8.802355100063951e-15,1.6232145798421976e-17,8.757491084932188e-11,7.282283756207267e-16,2.3652838216364073e-27,0.0001045752384957301,1.10117221961514e-14,1.231990183629147e-20,3.540685068686422e-18,2.1573481664731253e-16,8.483723266462658e-10,3.6662304518443106e-15,1.4658388625488343e-22,2.1859341157847538e-15,8.019342919839936e-17,7.372452344198488e-22,2.492067744349375e-28,1.8480649439393163e-17,0.0029077973040140368,1.5035873804830312e-16,2.568315349943407e-19,3.562931343611632e-28,1.979996762130684e-17,4.44312717129997e-17,1.289829795655677e-22,8.0816411314406525e-19,6.824075874932709e-34,2.696260230986977e-35,7.677444302716428e-29,3.203228426892538e-25,3.410566607460982e-24,1.960767579154791e-34,2.4095137902442498e-36,1.6445337708569763e-35,2.0147777060248987e-18,3.623712738562809e-35,7.877694350003218e-29,1.2417836858797853e-30,1.5045583576821023e-35,4.760354612120173e-34,5.2196845543555576e-40,7.800801214365838e-40,6.211191016693336e-39,2.9433799615298364e-29,4.85500769532553e-43,6.69572719010807e-40,8.032373077292333e-47,1.3708970553522549e-27,6.905860035011247e-30,6.169356592815881e-53,1.902281980622711e-54,2.2507794354739815e-28,2.1282790078695668e-23,3.4315244870334552e-22,3.1829539216748885e-32,3.704635940787189e-37
3.1554541580312576e-07,0.0028455292168589937,0.0915567593028733,0.0,0.005361322553185456,0.44858183996206846,1.5050981906799113e-14,0.4569006114046825,8.864057670621385e-15,1.6435397041440005e-17,8.809736116439568e-11,7.378507423631337e-16,2.4130724800217934e-27,0.0001045615557606789,1.1075192178377873e-14,1.2342959356951006e-20,3.55415479144246e-18,2.1650049462141976e-16,8.482248202132323e-10,3.691231950386832e-15,1.4655938878309797e-22,2.1859603464020836e-15,8.076024767246368e-17,7.424556863935342e-22,2.50750006809121e-28,1.8646675510411352e-17,0.0029085075280417564,1.5123628972313368e-16,2.601419675992155e-19,3.5825035201232413e-28,2.015452926387922e-17,4.491890375866573e-17,1.2997714058507146e-22,8.191067341509508e-19,-2.0306562760575614e-34,2.7421793756405013e-35,7.676738546487472e-29,3.2250712943621292e-25,3.433826630977472e-24,1.9745578044463315e-34,2.4578761011994106e-36,1.6305071640328246e-35,2.0359637272639045e-18,3.5976470379529205e-35,7.925196753121472e-29,1.248158994894418e-30,1.4925559180839652e-35,4.888805650604386e-34,5.3246532813780135e-40,7.933136474910361e-40,6.239970211928419e-39,2.9173975600013596e-29,4.985324726174272e-43,6.830855406793037e-40,8.322886579144123e-47,1.3970272122396882e-27,7.054469000783602e-30,6.381766682257881e-53,1.9708291981228082e-54,2.2804926884090857e-28,2.1706601264408888e-23,3.476820873651751e-22,3.2249661331181875e-32,3.753534310624198e-37
3.1762004987426445e-07,0.0028455292168589937,0.0915567593028733,0.0,0.00536064811548255,0.448581158899439,1.5138132287892908e-14,0.4569006114043028,8.925863483282149e-15,1.6639964707767366e-17,8.861974140445653e-11,7.475404088270361e-16,2.4615242647677382e-27,0.00010454830723811565,1.1138649262944465e-14,1.2366025092098213e-20,3.567654280087157e-18,2.1726699118693023e-16,8.480819946299682e-10,3.716263943512946e-15,1.4653566691118546e-22,2.1859869048938517e-15,8.132777216127027e-17,7.47672642216884e-22,2.522943599024644e-28,1.8813077042439497e-17,0.002909195214409959,1.5211411571435863e-16,2.63475640800987e-19,3.6349384065144973e-28,2.051293923570875e-17,4.540851376315694e-17,1.3097381803297412e-22,8.30136542720913e-19,5.320374476933275e-34,2.7886247383921117e-35,7.675987608142744e-29,3.2469408751695145e-25,3.4571150416950405e-24,1.9883672890997836e-34,2.5069114391794834e-36,1.6181551418485247e-35,2.0572424007805557e-18,3.5749638500764105e-35,7.972311032964857e-29,1.2544773447196962e-30,1.4810104430142157e-35,5.019951345029069e-34,5.431106391789876e-40,8.066992477873033e-40,6.267442285590077e-39,2.8925180885353463e-29,5.118374703336608e-43,6.967885456357729e-40,8.622123756189349e-47,1.423491096595987e-27,7.205305415826715e-30,6.600315153058965e-53,2.0414324974601125e-54,2.3103988717982494e-28,2.2135966172556427e-23,3.52241139375103e-22,3.2672511894571785e-32,3.802750241947711e-37
3.1969468394540314e-07,0.0028455292168589937,0.0915567593028733,0.0,0.00535999507978809,0.44858049944903866,1.5225261082354784e-14,0.4569006114039187,8.987772802295325e-15,1.684585044185611e-17,8.914205377959356e-11,7.572974837621457e-16,2.510644561841994e-27,0.0001045354791476609,1.1202094055908124e-14,1.2389098874030678e-20,3.581183247025626e-18,2.180342837647121e-16,8.479437013572827e-10,3.741326468046164e-15,1.4651269781664907e-22,2.1860137810874443e-15,8.189600366977259e-17,7.528961110564622e-22,2.5383982724717223e-28,1.8979853782316363e-17,0.002909861078333075,1.529922109248448e-16,2.668325903380972e-19,3.6936390459875156e-28,2.0875212564166346e-17,4.5900096075487166e-17,1.3197300535390877e-22,8.412538035915173e-19,1.277008522094274e-33,2.835599881489555e-35,7.675195665117174e-29,3.268837203004756e-25,3.480431873718519e-24,2.0021960360719433e-34,2.5566253096243374e-36,1.60626919962668e-35,2.0786135719598107e-18,3.5532101751277096e-35,8.01905398536244e-29,1.2607411870128493e-30,1.4699834492431887e-35,5.153833190175462e-34,5.539056841547488e-40,8.202378815834414e-40,6.294725180375706e-39,2.8687254604484406e-29,5.2541998240165765e-43,7.106833495510585e-40,8.930295908110171e-47,1.4502910126331947e-27,7.358388252795662e-30,6.82514564374352e-53,2.114141719870149e-54,2.3404980455543227e-28,2.2570920864889813e-23,3.5682961383365934e-22,3.309809175025658e-32,3.85228383292069e-37
3.2176931801654183e-07,0.0028455292168589937,0.0915567593028733,0.0,0.005359362766929342,0.44857986092502317,1.531236899293879e-14,0.4569006114035303,9.049785884401537e-15,1.705305587879927e-17,8.966430042975113e-11,7.671220755619983e-16,2.5604387749913786e-27,0.00010452305814634167,1.1265527144195212e-14,1.2412180531820024e-20,3.594741411900593e-18,2.1880235039078502e-16,8.47809796569422e-10,3.766419557175872e-15,1.464904598200036e-22,2.1860409651046394e-15,8.246494311683166e-17,7.581261014070893e-22,2.553864023857949e-28,1.914700546453014e-17,0.002910505812326957,1.5387057030225057e-16,2.702128516983082e-19,3.706480387759054e-28,2.124136422795747e-17,4.639364506169092e-17,1.3297469595685576e-22,8.524587804043716e-19,-1.226864523769553e-35,2.8831083738032414e-35,7.674367719225739e-29,3.2907603105422433e-25,3.5037771576578144e-24,2.0160439623238788e-34,2.6070232344884223e-36,1.5936190230680713e-35,2.100077084186719e-18,3.529840028950501e-35,8.065442057531977e-29,1.26695292521853e-30,1.4595557915575136e-35,5.290493106103283e-34,5.648519465330841e-40,8.339305103860037e-40,6.323283198237725e-39,2.8460057248829343e-29,5.392842716040995e-43,7.247715733913336e-40,9.247618295493387e-47,1.4774292677206993e-27,7.513736512345218e-30,7.056404341644097e-53,2.1890076412499141e-54,2.3707902698726155e-28,2.301150141248769e-23,3.614475198836625e-22,3.3526401745411606e-32,3.902135182154689e-37
3.238439520876805e-07,0.0028455292168589937,0.0915567593028733,0.0,0.005358750519287963,0.4485792426633141,1.53994567000533e-14,0.4569006114031376,9.111902979043474e-15,1.7261582644318427e-17,9.018648342695553e-11,7.770142922611353e-16,2.6109123256858296e-27,0.00010451103131470058,1.1328949096217738e-14,1.2435269913017098e-20,3.608328501398828e-18,2.19571169699955e-16,8.476801410045213e-10,3.791543240561393e-15,1.4646892553297995e-22,2.1860684476124753e-15,8.303459133758051e-17,7.63362620253953e-22,2.569340785920074e-28,1.931453181133129e-17,0.0029111300869295413,1.547491888413498e-16,2.7361646012458498e-19,3.752177576594935e-28,2.1611409157271306e-17,4.6889155104425635e-17,1.3397888336213446e-22,8.6375173570837e-19,4.36823246448038e-34,2.931153800690213e-35,7.673499403296966e-29,3.312710214661099e-25,3.5271509212435454e-24,2.0299111178651948e-34,2.6581107521685955e-36,1.5827769334255787e-35,2.1216327788944817e-18,3.510118433992047e-35,8.111491328482228e-29,1.2731149181747827e-30,1.4495503454401486e-35,5.429973440334144e-34,5.759505892186985e-40,8.477780826409538e-40,6.350487707594817e-39,2.8243276850675074e-29,5.53434643901962e-43,7.39054843287517e-40,9.574310193578726e-47,1.5049081723601693e-27,7.671369222782223e-30,7.294243750058798e-53,2.2660819948439098e-54,2.4012756052076605e-28,2.3457743895734199e-23,3.660948667052089e-22,3.395744273043315e-32,3.952304388638374e-37
3.259185861588192e-07,0.0028455292168589937,0.0915567593028733,0.0,0.005358157700115516,0.44857864402090825,1.5486524862476985e-14,0.4569006114027409,9.174124328570683e-15,1.7471432354755828e-17,9.070860477747268e-11,7.869742415325511e-16,2.6620706530617128e-27,0.00010449938614334303,1.1392360462469534e-14,1.2458366859058953e-20,3.621944249104699e-18,2.2034072090988056e-16,8.475545998197618e-10,3.816697544433403e-15,1.4644807393190931e-22,2.186096219351768e-15,8.360494908572971e-17,7.686056743883471e-22,2.5848284939719717e-28,1.9482432532859882e-17,0.0029117345513987964,1.5562806158621366e-16,2.7704345062083043e-19,3.8190551182988913e-28,2.1985362233926792e-17,4.738662060263924e-17,1.3498556094815543e-22,8.751329309631795e-19,1.5488427240320412e-33,2.979739750433392e-35,7.672594397200088e-29,3.334686938495527e-25,3.55055318877638e-24,2.0437975330763264e-34,2.7098934175643978e-36,1.5727620165669344e-35,2.1432804956125065e-18,3.492075563341805e-35,8.157217574863767e-29,1.2792294787183228e-30,1.4400072710875065e-35,5.5723169700342185e-34,5.8720285034566665e-40,8.617815588599471e-40,6.377073201949186e-39,2.8036759564826036e-29,5.678754488423394e-43,7.535347906612669e-40,9.910594946516609e-47,1.532730040160529e-27,7.831305439729447e-30,7.538815887831147e-53,2.345417465473708e-54,2.4319541122351e-28,2.3909684404294717e-23,3.707716635107284e-22,3.4391215558632376e-32,4.002791551701284e-37
