Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357),OCCO(227),SX(387),SX(190),SX(495),SX(318),SX(533),SX(213),S(309),C2H4O3(79),SX(386),SX(390),SX(718),SX(572),S(233),SX(1093),SX(1139),SX(217)
2.092430349067499e-11,0.0028455292168589937,0.0915567593028733,0.0,0.008338992553203623,0.4515244424996151,1.3453069615424657e-22,0.4569006123393361,2.1188731914105195e-20,1.6996841461245502e-28,1.566002659162222e-16,1.0420888948582104e-31,4.487716375552362e-34,3.442814767514008e-05,9.809377387385026e-22,8.237897933579824e-21,2.0250753873364647e-20,4.5320919944921974e-20,1.6901389188670774e-12,5.202859868518702e-21,8.928421939057137e-25,7.27367602310906e-16,1.0778882421857135e-26,2.204215492977799e-32,1.298006113225771e-34,6.766188492127367e-33,9.717826463741284e-07,8.996702385676052e-23,1.0129058971716359e-33,6.354907094031919e-21,-4.146218803032668e-25,-6.356524081016027e-21,9.359753141003982e-30,2.912333437004152e-31,1.6381456596070162e-37,1.7876142832111922e-41,1.5025311648576437e-37,2.606733555245408e-32,5.881490044392543e-31,-1.6884308991007974e-33,-9.747834943562415e-41,2.7485436826182093e-43,1.472800029319337e-30,4.36427276030793e-43,-1.638307837662127e-41,-1.0666333596982139e-44,-1.9447031930224568e-44,1.9044371693997084e-60,4.169667873874967e-61,6.110916118905683e-53,-3.4464049931010584e-49,4.790653823839333e-37,5.335813543387707e-68,4.698082205150209e-64,4.404438992152678e-68,3.4085871671120447e-47,5.440927807786424e-44,3.1683833915743546e-67,2.878489187073084e-73,5.74500704637775e-41,1.2055654893121744e-33,1.8584624789079925e-35,2.225863222721807e-45,2.9878031229669284e-50
2.10615642706416e-11,0.0028455292168589937,0.0915567593028733,0.0,0.00833876811385937,0.4515243270997,1.3792390336485293e-22,0.45690061233932505,2.1647100763478232e-20,1.7646961401894024e-28,1.6043039288934632e-16,1.103228524021432e-31,4.422667705171596e-34,3.464622651125852e-05,9.938194509691493e-22,8.287286623900013e-21,2.0679508156449478e-20,4.613966728394952e-20,1.7011954337587084e-12,5.330112438507964e-21,8.988984569350813e-25,7.34949186770194e-16,1.1191087527772106e-26,2.3029044409559885e-32,1.3330024336542017e-34,7.16315434257752e-33,9.781431434466806e-07,9.224943505532386e-23,1.0656150808219008e-33,-1.0768991270863253e-20,-2.3889689749507115e-25,1.0767075296421586e-20,9.703765570874583e-30,3.0605413846838147e-31,1.826421269103567e-37,1.707969708087361e-41,1.6780701165695121e-37,2.6997384460666704e-32,6.0991193076344945e-31,-9.345614126862138e-33,-9.949890513525357e-41,3.72228728404651e-43,1.5471658608169602e-30,4.8727336770526785e-43,-1.5720638456932102e-41,-1.0845362221055176e-44,-1.6776875718461534e-44,2.0938027198163598e-60,4.5240268855806226e-61,6.828142437003888e-53,-3.4782112997435116e-49,5.626540003070039e-37,5.8687381685018974e-68,2.7877666720703295e-64,4.654746302047451e-68,3.6491742317805225e-47,5.733137602962617e-44,3.2791073031616905e-67,2.9498805885426575e-73,5.56590948292094e-41,1.4783386947166467e-33,2.27810841941077e-35,1.8588036751091904e-45,2.1064458266887785e-50
2.119882505060821e-11,0.0028455292168589937,0.0915567593028733,0.0,0.00833854381658787,0.45152421177091195,1.413781772283919e-22,0.456900612339314,2.2111292270543068e-20,1.8317125534512645e-28,1.6432467912813315e-16,1.1674982445735998e-31,4.622116397185148e-34,3.486416345620479e-05,1.0067848073864793e-21,8.336296763982149e-21,2.1113428360489813e-20,4.6966915545736536e-20,1.7122515578748192e-12,5.4594966788948794e-21,9.049560441565051e-25,7.425369236693553e-16,1.1615999715914875e-26,2.4051840468034853e-32,1.3703624723183285e-34,7.58044562513626e-33,9.845034589349688e-07,9.457276787829817e-23,1.1206777215680462e-33,2.3597933641093528e-20,-5.881584564241451e-25,-2.3599276738576106e-20,1.0057664410576181e-29,3.2151450679465136e-31,1.385579406080879e-37,2.1046521772956323e-41,1.3646212721979237e-37,2.795433880168531e-32,6.323078438514548e-31,3.7281933398746442e-34,-7.475058953020121e-41,2.6715167529060433e-43,1.6247224313238684e-30,6.253017034472298e-43,-1.5199169321132893e-41,-1.1001376186530786e-44,-1.4722607873543353e-44,2.3004990393840318e-60,4.90572935831853e-61,7.564076868227048e-53,-3.507038169263239e-49,4.129492490041409e-37,6.448219405569461e-68,2.8159544456314718e-64,4.910564030550726e-68,3.9048519152179148e-47,6.038877683197798e-44,3.294172026227051e-67,2.9927443165426606e-73,4.820629803888129e-41,9.917246271588052e-34,1.5304303580377044e-35,-4.399652899387793e-45,-7.920426663197255e-50
2.133608583057482e-11,0.0028455292168589937,0.0915567593028733,0.0,0.008338319662110955,0.45152409651361197,1.4489414877114742e-22,0.45690061233930296,2.2581322509632504e-20,1.90077985738053e-28,1.6828364124922428e-16,1.2350297810398205e-31,3.7788906848699216e-34,3.508195778804076e-05,1.0198338008967982e-21,8.384929940077486e-21,2.1552522144976138e-20,4.780267224612569e-20,1.7233072914077887e-12,5.591029755048378e-21,9.110149313972546e-25,7.501302442241611e-16,1.2053913657080477e-26,2.511208845084792e-32,1.4094902204063253e-34,8.01890796874368e-33,9.908635929490015e-07,9.693742463923796e-23,1.1781813686038108e-33,-4.37434916822238e-20,1.2266526199186102e-25,4.3740755041701477e-20,1.0421647742658175e-29,3.3763695677901216e-31,2.472253972268874e-37,1.3182386282205716e-41,2.256545601077916e-37,2.893878885657494e-32,6.553497656290511e-31,-1.3094887844811493e-32,-1.7539014539593497e-40,4.240238403991549e-43,1.7055835659361458e-30,1.0449803406745046e-42,-1.3701427511497878e-41,-1.1135854577413253e-44,-1.1330848413834857e-44,2.525975919649794e-60,5.316672205782161e-61,8.331869361484449e-53,-3.517633806079316e-49,8.400170583025133e-37,7.078224422927988e-68,7.128345150006239e-64,5.179762301226736e-68,4.1764467065146424e-47,6.358671942717125e-44,3.5547405941625194e-67,3.1114748417224626e-73,1.0540120842522423e-40,2.4058067716064676e-33,3.7045484908382673e-35,-1.356750548824479e-45,2.900271038964477e-50
2.1459620532544772e-11,0.0028455292168589937,0.0915567593028733,0.0,0.008338118045765744,0.4515239928434614,1.4811179664954004e-22,0.456900612339293,2.3009354861886766e-20,1.9647329102525618e-28,1.7190242958887673e-16,1.2987154530259114e-31,2.1465664039786463e-34,3.5277850157754574e-05,1.031649398731206e-21,8.428378766677286e-21,2.195213600859863e-20,4.856213369675127e-20,1.733257117798647e-12,5.711260884545378e-21,9.164690213974905e-25,7.569685391473255e-16,1.2459399713974685e-26,2.610119454083378e-32,1.4432022907315679e-34,8.432396474108288e-33,9.965875584925097e-07,9.91012798412117e-23,1.2320961551982901e-33,-1.195232850998127e-21,-1.4319649579316765e-25,1.191639655461578e-21,1.0758020201270964e-29,3.527323285030184e-31,4.2943541599294274e-37,1.9083381661378216e-42,3.7421793816064133e-37,2.9848797295458757e-32,6.766507044117784e-31,-2.610427132368206e-32,-3.698838409168559e-40,8.445856106118129e-43,1.7812784020452667e-30,1.5420447734857203e-42,-1.1416994331400434e-41,-1.1219893626296545e-44,-5.516573392460196e-45,2.7462490900890034e-60,5.713182148532821e-61,9.051254685071496e-53,-3.5083667664387575e-49,1.5268865978029355e-36,7.691727589660388e-68,6.533940005764183e-64,5.4442024043652345e-68,4.435205247616888e-47,6.658949053586952e-44,3.884695604075486e-67,3.278250389821669e-73,1.902049318163147e-40,4.746209114211431e-33,7.302599747481593e-35,1.536502943330073e-45,1.671912936858538e-50
2.1583155234514722e-11,0.0028455292168589937,0.0915567593028733,0.0,0.008337916546189887,0.451523889231769,1.5138039195205334e-22,0.4569006123392831,2.3442140597581052e-20,2.0304202458887057e-28,1.7557439372668079e-16,1.365271292453173e-31,8.984025963726912e-35,3.5473625904934114e-05,1.0435327312402347e-21,8.47152458834165e-21,2.2355951477627516e-20,4.9328497157027993e-20,1.743206628115349e-12,5.833258764639293e-21,9.219241278450612e-25,7.638104883932775e-16,1.2875880254311926e-26,2.712281008118092e-32,1.4782189259058645e-34,8.864524181124338e-33,1.0023113772124016e-06,1.0129922556960414e-22,1.2881286729734891e-33,-4.8349544368164346e-21,-3.7891366224319374e-26,4.8302703078475715e-21,1.1102870072320195e-29,3.68399966311756e-31,5.214507574504556e-37,-7.60809277405225e-43,4.552206092912341e-37,3.0782004132486446e-32,6.9849525068418415e-31,-1.6068336880608894e-32,-5.1300100095039805e-40,1.1270873649844123e-42,1.8598267979848973e-30,1.9704347799733927e-42,-8.746580539503681e-42,-1.1239175548919407e-44,2.584148717524129e-45,2.984214217305894e-60,6.1365571169330334e-61,9.791358307912093e-53,-3.4847366046502836e-49,1.9023919684032684e-36,8.35245382973869e-68,4.491565043714219e-64,5.728592870838204e-68,4.708215012084978e-47,6.971452234709473e-44,4.022639841121188e-67,3.4225514824578855e-73,2.4673440579947425e-40,6.007056938623904e-33,9.241161532526069e-35,1.833442054505706e-45,2.752116875776178e-50
2.1706689936484672e-11,0.0028455292168589937,0.0915567593028733,0.0,0.00833771516390478,0.45152378567879536,1.5470039571736957e-22,0.45690061233927315,2.3879690752667552e-20,2.097877189872644e-28,1.792999038852134e-16,1.4348091414049678e-31,6.922266097493603e-35,3.566928450810535e-05,1.0554837931849468e-21,8.51436846553576e-21,2.2763973402864754e-20,5.010176680635031e-20,1.7531558225001176e-12,5.957035696585771e-21,9.273802333214258e-25,7.706556838773011e-16,1.330357918793841e-26,2.817768239486084e-32,1.5142129428759413e-34,9.316018482316011e-33,1.00803504919002e-06,1.0353155410083426e-22,1.3463482305428805e-33,1.0929338697313113e-20,-1.9907843634356154e-25,-1.0933825210455886e-20,1.1456345591379344e-29,3.846575481686128e-31,4.8847284095753715e-37,3.335550863874616e-42,4.391321710237596e-37,3.1738856967873e-32,7.208931766096439e-31,2.3899537993363557e-33,-5.211193309322261e-40,1.0947644940734313e-42,1.9413164097968914e-30,2.1635412720262024e-42,-5.985744923305706e-42,-1.1175695511625999e-44,1.1207067118428889e-44,3.241170980514208e-60,6.58843386117938e-61,1.0549890545821669e-52,-3.4439869276613066e-49,1.8271896825078e-36,9.063794218408344e-68,5.363264510667557e-64,6.019276838357623e-68,4.996161374492695e-47,7.296597492113126e-44,3.9653766487640036e-67,3.504289691031021e-73,2.597352471373614e-40,5.764815295189932e-33,8.869170730967823e-35,1.7905388918475664e-45,9.35345840354249e-51
2.1830224638454623e-11,0.0028455292168589937,0.0915567593028733,0.0,0.008337513899430965,0.45152368218480077,1.580722692491523e-22,0.4569006123392632,2.4322016147085936e-20,2.167139528931717e-28,1.8307932819357209e-16,1.5074405698548941e-31,1.0690442385693066e-34,3.5864825446649815e-05,1.0675025793374445e-21,8.556911430701277e-21,2.3176206403647868e-20,5.088194641781202e-20,1.7631047010957973e-12,6.082603912097612e-21,9.328373203085797e-25,7.775037196597235e-16,1.3742723390640504e-26,2.9266301661021425e-32,1.5507783091974105e-34,9.78759984764525e-33,1.0137585745070723e-06,1.0579855734380632e-22,1.4068259396877493e-33,-1.263477227395375e-20,-8.720336737897862e-27,1.2630362024242804e-20,1.1818596176841e-29,4.015231662694342e-31,4.336922167448426e-37,5.867885565897838e-42,4.055123926433445e-37,3.2719808884457535e-32,7.43854341098068e-31,5.3333192699156156e-33,-4.531014129574673e-40,9.674286027501217e-43,2.0258375790888085e-30,2.076216740760576e-42,-3.2228409873524685e-42,-1.1031440732202985e-44,1.8994492694229744e-44,3.5185056241422567e-60,7.07053779728026e-61,1.1328721731869363e-52,-3.3807535491734058e-49,1.67288621052782e-36,9.829370752817198e-68,6.619401743727899e-64,6.304805067482908e-68,5.299757757971134e-47,7.634812032755608e-44,3.887178744660797e-67,3.5424315972214424e-73,2.5325230031689238e-40,5.230659218705495e-33,8.048464435459492e-35,1.670569505598011e-45,3.2521255286729647e-50
2.1941405870227577e-11,0.0028455292168589937,0.0915567593028733,0.0,0.008337332862562219,0.4515235890908472,1.6115168553664251e-22,0.4569006123392543,2.472420060006979e-20,2.2310491977054947e-28,1.8652720921177502e-16,1.575548478169088e-31,1.3047256042968563e-34,3.6040711258974996e-05,1.0783773867437803e-21,8.594943651119653e-21,2.3550820205300078e-20,5.159001887847808e-20,1.7720584219507983e-12,6.197156906009666e-21,9.377495235064828e-25,7.836690465670122e-16,1.4147928742726892e-26,3.0275507865910745e-32,1.5840836730618375e-34,1.022980957349058e-32,1.018909621965453e-06,1.0786874808863063e-22,1.4632468520480926e-33,-3.513316476845503e-22,-1.317149624087431e-25,3.470864283899192e-22,1.2152248821677702e-29,4.172373853528915e-31,4.141725950349282e-37,5.3863912905555325e-42,3.977475642534086e-37,3.362364922197087e-32,7.650091758171524e-31,-2.0387751003031922e-34,-4.061445610396257e-40,9.39208656128738e-43,2.104574761306682e-30,1.932005581768612e-42,-8.134595304444456e-43,-1.0841779761595805e-44,2.535501705993662e-44,3.786749627232187e-60,7.531776135172596e-61,1.2048957905057389e-52,-3.3042032679853792e-49,1.6321823847317938e-36,1.0567931833839604e-67,6.6252639192934e-64,6.557870333502156e-68,5.586988287930985e-47,7.95074164344664e-44,3.874506738204638e-67,3.5669660789305064e-73,2.490839054383292e-40,5.093172165663768e-33,7.837500021039338e-35,1.6107128550491173e-45,1.8691034006678464e-50
2.205258710200053e-11,0.0028455292168589937,0.0915567593028733,0.0,0.008337151921918444,0.45152349604506536,1.6427382679067135e-22,0.45690061233924534,2.513026916873499e-20,2.2964773406087506e-28,1.9001932249567532e-16,1.6463424851057888e-31,1.2939230158272418e-34,3.621650096499974e-05,1.0893070426674365e-21,8.632733662483806e-21,2.39288515737532e-20,5.2303693319694544e-20,1.7810118872378494e-12,6.3131795065472746e-21,9.426624951008445e-25,7.8983605423362395e-16,1.4562760400077951e-26,3.131376541274532e-32,1.6179631123470263e-34,1.068945852707261e-32,1.0240605507553163e-06,1.0996747371617322e-22,1.5216104063170192e-33,-3.887270763426871e-21,-9.288393017274987e-26,3.882834604027705e-21,1.2493241809574392e-29,4.334728937498315e-31,4.154203146020335e-37,4.503672340812984e-42,4.0606956295734244e-37,3.454771930030095e-32,7.8663559702767044e-31,-3.4342669987154034e-33,-3.928123749515131e-40,9.707258415550252e-43,2.185910476096184e-30,1.889948586753828e-42,1.5058051436321668e-42,-1.059947965866404e-44,3.1642006008745315e-44,4.0738403370911843e-60,8.020361714161832e-61,1.2788177848211321e-52,-3.210988439735563e-49,1.66698133077453e-36,1.1356477222718962e-67,6.739637432758365e-64,6.8117867618115045e-68,5.888058247828585e-47,8.277940309449621e-44,3.892838719120173e-67,3.5920562040671495e-73,2.498396531976249e-40,5.199541869093829e-33,8.001412102850204e-35,1.6538452622536816e-45,2.333399752821813e-50
2.210817771788701e-11,0.0028455292168589937,0.0915567593028733,0.0,0.008337061487798567,0.4515234495402977,1.65851024506692e-22,0.45690061233924084,2.5334762326362742e-20,2.3297692820415373e-28,1.917820487582271e-16,1.6827751832244858e-31,1.2525741377331467e-34,3.6304359660484985e-05,1.0947924376218875e-21,8.651538058634608e-21,2.4119149753533655e-20,5.26626318914103e-20,1.7854885240763208e-12,6.371744651209882e-21,9.451192650931547e-25,7.929200972483971e-16,1.4773839602950225e-26,3.1844120574530126e-32,1.635111518367604e-34,1.0926007522330318e-32,1.0266359706683915e-06,1.1102760335750521e-22,1.551538035701781e-33,-2.239083155575337e-22,-1.2606757070863543e-25,2.194570979393049e-22,1.2666525694055877e-29,4.417905178733082e-31,4.131404654051819e-37,4.6245741674462605e-42,4.079679706172439e-37,3.501744713988595e-32,7.976279518597623e-31,-2.2521644376489277e-33,-3.912874320741615e-40,9.768649540668053e-43,2.2275744818018135e-30,1.9168324040740228e-42,2.6540849723612084e-42,-1.0458261759711481e-44,3.49045986566802e-44,4.224828773134917e-60,8.275362448378276e-61,1.3164943970911287e-52,-3.1587239495360567e-49,1.6738001266389527e-36,1.1770455362060297e-67,7.10771316347884e-64,6.940297541593021e-68,6.04396406459703e-47,8.445870077302196e-44,3.8961106053645715e-67,3.6039119868096147e-73,2.505282835166712e-40,5.2211126461261676e-33,8.034776711948301e-35,1.6643881305834248e-45,1.9285914471291616e-50
2.2219358949659963e-11,0.0028455292168589937,0.0915567593028733,0.0,0.008336880692197682,0.45152335656712633,1.690378846230926e-22,0.4569006123392319,2.574667097015979e-20,2.397525957391099e-28,1.9534100476204795e-16,1.7577700019666008e-31,1.173917693243558e-34,3.6480004501508497e-05,1.105804359123373e-21,8.68896606127129e-21,2.4502312837218892e-20,5.3384712811308374e-20,1.7944416062092316e-12,6.489988086419081e-21,9.500333655900543e-25,7.990890802561345e-16,1.5203432852247457e-26,3.2927402299823385e-32,1.669776698221982e-34,1.1412931173561872e-32,1.031786721568631e-06,1.1316952862145745e-22,1.612920422761994e-33,-3.3873292698023535e-24,-1.264010839569164e-25,-1.1266805117240303e-24,1.3018738170164382e-29,4.588344370473607e-31,4.073117163951136e-37,4.848915942531969e-42,4.106031353163458e-37,3.597250369591434e-32,8.19975578527607e-31,2.545114929184634e-34,-3.877351394440245e-40,9.840522156728408e-43,2.3129391070995284e-30,1.9718970371601876e-42,4.981073633635029e-42,-1.0133589327011716e-44,4.1501705576795127e-44,4.5424826448893666e-60,8.807723936439274e-61,1.3933194310428153e-52,-3.042131596729945e-49,1.684409511385778e-36,1.2639850720376357e-67,7.642796691444101e-64,7.199038364700309e-68,6.366891046673854e-47,8.790603912002268e-44,3.902349915143286e-67,3.624888893722657e-73,2.5218130283768486e-40,5.253579038441524e-33,8.085108804712412e-35,1.682641083641094e-45,1.9581361099672949e-50
2.2330540181432917e-11,0.0028455292168589937,0.0915567593028733,0.0,0.008336699993761085,0.45152326364259626,1.7226831173630346e-22,0.45690061233922297,2.6162482057497428e-20,2.466869316626953e-28,1.9894484998797847e-16,1.8356830666233673e-31,1.1580884376127388e-34,3.665555229676587e-05,1.1168711195535862e-21,8.726153572211917e-21,2.488890041977649e-20,5.411240000840659e-20,1.8033944330384941e-12,6.60972295685052e-21,9.549482029283341e-25,8.052590184779734e-16,1.5643084767077023e-26,3.404127255824517e-32,1.7049637753941261e-34,1.1918802167599135e-32,1.0369373539515647e-06,1.1534051807691256e-22,1.676387140661159e-33,4.043783193175412e-22,-1.303518305999845e-25,-4.0892785402610335e-22,1.3378570696074263e-29,4.764353686425785e-31,3.982711273216968e-37,4.84378041458012e-42,4.104387682912915e-37,3.694865109362587e-32,8.428133060122621e-31,1.0646376071489384e-33,-3.758261708739961e-40,9.81955462444186e-43,2.4010792937179438e-30,1.985083779369415e-42,7.35964506700397e-42,-9.75066270674831e-45,4.810748007819302e-44,4.8821457326169546e-60,9.371208267729812e-61,1.4721475914586449e-52,-2.9092165965581242e-49,1.6836153617193625e-36,1.3567328335408555e-67,8.046681823906645e-64,7.459479106224362e-68,6.705151995396886e-47,9.147460481556508e-44,3.9065713209719006e-67,3.640336585277873e-73,2.5270632342950703e-40,5.251149490093584e-33,8.081816129476155e-35,1.690743265750128e-45,1.920693523336342e-50
2.244172141320587e-11,0.0028455292168589937,0.0915567593028733,0.0,0.008336519392862961,0.45152317076689474,1.7554264281893722e-22,0.45690061233921403,2.6582202670278752e-20,2.537827182305572e-28,2.02593844632712e-16,1.9166111033791648e-31,1.1813808287512462e-34,3.683100267200398e-05,1.1279927150818426e-21,8.763101252095148e-21,2.5278915008544055e-20,5.484569474607301e-20,1.8123470046705333e-12,6.7309579080421935e-21,9.5986376450787e-25,8.114296243370268e-16,1.6092971706108877e-26,3.518643081847527e-32,1.740682158784541e-34,1.244424850211107e-32,1.0420878678780863e-06,1.1754078290517154e-22,1.7419971209552207e-33,-4.964106970192479e-22,-1.2246191571877871e-25,4.918551173372715e-22,1.374613643578756e-29,4.946081103989789e-31,3.888324285227863e-37,4.6596564703896526e-42,4.097715135292673e-37,3.794624011160144e-32,8.661486355980559e-31,3.4098779972237906e-34,-3.590439881871777e-40,9.786444698298719e-43,2.4920684205290123e-30,1.9667501718249554e-42,9.75458197203045e-42,-9.308710579622045e-45,5.464704774114082e-44,5.245212965162587e-60,9.967451196039966e-61,1.5530361071511209e-52,-2.7599506900774263e-49,1.6807483676933746e-36,1.4556451231525514e-67,8.520487814266741e-64,7.721178852889314e-68,7.059382188492875e-47,9.516795265885624e-44,3.9114748027234305e-67,3.6505958923759136e-73,2.520376613047095e-40,5.241284268756393e-33,8.067111702466281e-35,1.694550718543823e-45,2.0294748849281874e-50
2.2552902644978826e-11,0.0028455292168589937,0.0915567593028733,0.0,0.008336338889876557,0.4515230779402082,1.7886121491108933e-22,0.4569006123392051,2.7005839747838762e-20,2.610427686244332e-28,2.06288247385502e-16,2.0006534122523004e-31,1.1984935686246363e-34,3.700635525391857e-05,1.1391691418814972e-21,8.799809747558175e-21,2.5672358959265285e-20,5.558459802951395e-20,1.8212993212121763e-12,6.853701535455907e-21,9.647800377373328e-25,8.17600611794749e-16,1.6553271987517047e-26,3.6363648115587387e-32,1.7769344440662263e-34,1.298991485481316e-32,1.0472382634093224e-06,1.1977053395764457e-22,1.8098106171436176e-33,2.64155960675965e-22,-1.2987261930832424e-25,-2.6869636263021677e-22,1.412154927158138e-29,5.133677563242386e-31,3.800447459590595e-37,4.533690746466014e-42,4.09438122229244e-37,3.8965625156037674e-32,8.899891224223625e-31,-2.6490481458247263e-34,-3.4372712202494074e-40,9.772280971126734e-43,2.5859813251270512e-30,1.951401652685763e-42,1.213219719867687e-41,-8.808050334419429e-45,6.112394905550081e-44,5.633159524365073e-60,1.0598164767988086e-60,1.6360456558933504e-52,-2.5946410010898632e-49,1.6790979738636684e-36,1.561097865928429e-67,9.077234185147202e-64,7.984275764264537e-68,7.430239274532817e-47,9.898971949967e-44,3.9174208817383055e-67,3.657258654327361e-73,2.5085010745417806e-40,5.236092606680949e-33,8.0596106246061e-35,1.701886494516429e-45,1.9492198598375256e-50
2.266408387675178e-11,0.0028455292168589937,0.0915567593028733,0.0,0.008336158485174187,0.4515229851627229,1.8222436510473934e-22,0.45690061233919615,2.74334000868728e-20,2.68469927043322e-28,2.1002831540926386e-16,2.0879121397355693e-31,1.1976555597432396e-34,3.718160967013202e-05,1.1504003961300518e-21,8.836279691883853e-21,2.6069234476188552e-20,5.632911060710041e-20,1.8302513827706496e-12,6.977962383849387e-21,9.69697010037971e-25,8.237716963693598e-16,1.7024165895814588e-26,3.757365882289078e-32,1.8137226337771531e-34,1.3556464420485752e-32,1.052388540606632e-06,1.2202998174300772e-22,1.8798892262505705e-33,-1.8311107694632568e-22,-1.2563774753296114e-25,1.7857154027668095e-22,1.4504923794772537e-29,5.327297004071554e-31,3.720179553814755e-37,4.5201941329318665e-42,4.095716903868001e-37,4.0007164262923696e-32,9.143423749735876e-31,-2.527647833318793e-34,-3.3143212270248454e-40,9.768006377187358e-43,2.6828943204033023e-30,1.9503061592292367e-42,1.449089585159927e-41,-8.2489442956067e-45,6.756648441637683e-44,6.047545005551539e-60,1.1265140431537227e-60,1.7212399870847335e-52,-2.4136271200009754e-49,1.6795791627984436e-36,1.6734875664625964e-67,9.652384211920422e-64,8.249025822169572e-68,7.818403917585108e-47,1.0294362554982565e-43,3.924105896160639e-67,3.6616156076087186e-73,2.4968041285824656e-40,5.237073439072563e-33,8.061617707663883e-35,1.7100682397049226e-45,2.0127999466519046e-50
2.2886446340297692e-11,0.0028455292168589937,0.0915567593028733,0.0,0.008335797972106184,0.451522799756098,1.89085748301282e-22,0.4569006123391782,2.830031702261525e-20,2.8383710053427756e-28,2.1764646814318494e-16,2.272501697212192e-31,1.1652354476226188e-34,3.753182252058155e-05,1.1730273717009208e-21,8.908506398530929e-21,2.6873288269184792e-20,5.783496536474757e-20,1.848154741368985e-12,7.231069664218935e-21,9.79533001588025e-25,8.361130268686212e-16,1.799846560529046e-26,4.0094913301521594e-32,1.8889273706704549e-34,1.4754958566814667e-32,1.0626887402460648e-06,1.2663880773287068e-22,2.0270950620110406e-33,1.9704587447275938e-23,-1.2659801009520592e-25,-2.4269184692774075e-23,1.5296019739107423e-29,5.733235883801301e-31,3.5776179766166854e-37,4.595789376029895e-42,4.108229900583148e-37,4.215815495155099e-32,9.646178738799015e-31,6.349624953674556e-34,-3.1246110734253783e-40,9.788301089573351e-43,2.886033378845217e-30,1.9693277702919956e-42,1.9180055273335795e-41,-6.954391772458017e-45,8.036820106950387e-44,6.962328401173049e-60,1.2715464673214482e-60,1.898447895402167e-52,-2.005218597978621e-49,1.6849076693018193e-36,1.9207749809436994e-67,1.0896744291208261e-63,8.783749339822576e-68,8.64949887638725e-47,1.112631634095838e-43,3.940494550096848e-67,3.6655762794295573e-73,2.477657837781893e-40,5.254157593056223e-33,8.088940266948652e-35,1.732152784845004e-45,2.0167473083512747e-50
2.2997627572070646e-11,0.0028455292168589937,0.0915567593028733,0.0,0.008335617864480543,0.4515227071273284,1.925846556282983e-22,0.4569006123391693,2.873968649919458e-20,2.917829597635926e-28,2.2152505940542526e-16,2.3700510134322863e-31,1.1646327551786465e-34,3.770678021469784e-05,1.1844230853956e-21,8.944264365591228e-21,2.728047019728006e-20,5.859630776783642e-20,1.857106038625294e-12,7.359932927470037e-21,9.8445199573204e-25,8.422827117518625e-16,1.8502241847652083e-26,4.1407587079892206e-32,1.9273527034278637e-34,1.538832172442719e-32,1.0678386628120632e-06,1.2898860514339395e-22,2.104352369209675e-33,1.336254820479145e-23,-1.2619025226432092e-25,-1.79437831601199e-23,1.5703973815008225e-29,5.945878488688249e-31,3.5060788412127683e-37,4.5091910728801496e-42,4.112243917150539e-37,4.326834076393945e-32,9.905555999521536e-31,4.308807671548797e-34,-3.0133696768984695e-40,9.788556861938385e-43,2.9924196046289223e-30,1.965935252092607e-42,2.1540312482143338e-41,-6.218170905157668e-45,8.674601177455091e-44,7.466302164946017e-60,1.3502817937101922e-60,1.9905986063556554e-52,-1.7781492782841957e-49,1.6867547860224295e-36,2.0565766927168113e-67,1.1562135773847451e-63,9.053890768084786e-68,9.09391075131946e-47,1.156366626652341e-43,3.949655830068417e-67,3.665696217050364e-73,2.468779213511465e-40,5.260337889477012e-33,8.099003362188757e-35,1.7424101527745118e-45,2.0284569057375215e-50
