Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44)
2.0154470337510942e-08,0.000539690409995138,0.0915567593028733,0.0,6.170572981080477e-05,0.4515410873425116,1.4572024107724037e-38,0.45613885174898416,3.0452290954064964e-17,1.2362681579916522e-25,2.388777361956295e-16,1.851901854999086e-20,-6.945410335964018e-34,3.082027043331344e-06,3.090985275317732e-14,4.402903930944351e-23,1.2854886657066364e-20,3.0940314985066344e-14,6.439377526504566e-11,2.78590201898141e-21,9.726670588818982e-22,3.1457803406194176e-20,-3.8205453690532695e-20,1.905384712476516e-20,2.8882191379841914e-32,7.500137190190587e-22,0.0007617605276201348,6.396942597502255e-14,6.318803115012216e-24,2.405101311781267e-28,8.87981045919122e-20,-3.43183134405704e-24
2.0180534461377206e-08,0.000539690409995138,0.0915567593028733,0.0,6.16411051901217e-05,0.45154108897860695,1.45932135350882e-38,0.4561388178006007,3.0454318226498517e-17,1.2378687877083793e-25,2.388940237283166e-16,2.168570503506414e-20,-6.872600009530129e-34,3.0787548525385336e-06,3.095390423900074e-14,4.779398833201441e-23,1.2825126921834128e-20,3.09843684693218e-14,6.434931692244629e-11,2.7884004657086347e-21,9.706102287163886e-22,3.142471343281051e-20,-2.0923287869162704e-20,-1.5229348806981862e-21,2.885348454099418e-32,8.782512269018786e-22,0.0007617944760480436,6.399543117713243e-14,6.321173216442221e-24,2.4034575478845844e-28,8.880873108128821e-20,-3.381877750503774e-24
2.020659858524347e-08,0.000539690409995138,0.0915567593028733,0.0,6.157665530782132e-05,0.4515410906103031,1.4614404405649626e-38,0.4561387839439856,3.045643756282351e-17,1.239466189274207e-25,2.3891027702651718e-16,2.3990666280213767e-20,-6.857196408704202e-34,3.075491460222529e-06,3.0997957682024345e-14,-1.4255059736084668e-22,1.2893188679304997e-20,3.102842390654213e-14,6.430486708260258e-11,2.7909034382987334e-21,9.691169586462494e-22,3.1391711785634273e-20,-9.480966670415128e-21,-1.536297520066515e-20,2.882485191673052e-32,9.715929540039081e-22,0.0007618283327075127,6.402140916658706e-14,6.3235428148467116e-24,2.401818370257301e-28,8.881933487786957e-20,-3.371137934716148e-24
2.0232662709109733e-08,0.000539690409995138,0.0915567593028733,0.0,6.151237951026824e-05,0.45154109223761635,1.463559671638062e-38,0.45613875017879574,3.0458415415661974e-17,1.2410617329833616e-25,2.3892649619287046e-16,1.6629584286050842e-20,-6.862384985055565e-34,3.0722368335194113e-06,3.1042013076959695e-14,-5.397313038206389e-23,1.2819603474879585e-20,3.107248129146078e-14,6.426042590767338e-11,2.793410829155928e-21,9.705768404908167e-22,3.135879813906431e-20,-4.4990890107577585e-20,2.780680825113804e-20,2.8796293239281356e-32,6.735015730351657e-22,0.0007618620979417959,6.404736001692823e-14,6.32591191709814e-24,2.400184268859047e-28,8.882991606462068e-20,-3.381459933210165e-24
2.0258726832975997e-08,0.000539690409995138,0.0915567593028733,0.0,6.144827714707227e-05,0.4515410938605633,1.4656790464261744e-38,0.4561387165046895,3.0460291231500376e-17,1.2426591131152115e-25,2.3894268135062316e-16,1.8235950349517366e-20,-6.834730785142594e-34,3.068990939723165e-06,3.108607041853812e-14,2.3066412738694336e-22,1.2647802759130667e-20,3.1116540618842784e-14,6.421599355889344e-11,2.7959128311974622e-21,9.688105832431608e-22,3.132597216578599e-20,-3.6570684485410467e-20,1.7715622036042723e-20,2.876780818297085e-32,7.385529751176573e-22,0.0007618957720924484,6.407328380142281e-14,6.328280530074218e-24,2.398554973947484e-28,8.884047472410338e-20,-3.364202902801266e-24
2.028479095684226e-08,0.000539690409995138,0.0915567593028733,0.0,6.138434757103819e-05,0.45154109547916,1.4677985646283757e-38,0.456138682921327,3.0462437988026135e-17,1.2442514113865253e-25,2.389588326667485e-16,3.390736809336277e-20,-6.945925138792819e-34,3.065753746298382e-06,3.113012970151063e-14,-4.4220405245676986e-23,1.2760406025579688e-20,3.116060188347612e-14,6.417157019658198e-11,2.7983836957160786e-21,9.634295538478185e-22,3.1293233540067994e-20,3.567112209285576e-20,-7.083201432578228e-20,2.87393965228363e-32,1.3731781163845768e-21,0.0007619293554993377,6.409918059306416e-14,6.330648660649486e-24,2.3969295019393725e-28,8.885101093848167e-20,-3.410402780568294e-24
2.0310855080708524e-08,0.000539690409995138,0.0915567593028733,0.0,6.132059013813385e-05,0.4515410970934227,1.4699182259441054e-38,0.4561386494283699,3.0464600853979675e-17,1.2458436616895085e-25,2.3897495015740493e-16,2.0722601765578767e-20,-7.024699912497505e-34,3.0625252208792044e-06,3.117419092064781e-14,-3.58695577222141e-22,1.2892328909675126e-20,3.1204665080112815e-14,6.412715598011377e-11,2.800872434508879e-21,9.674380049913274e-22,3.126058194433804e-20,-2.940095538614042e-20,7.958925169143427e-21,2.871105806606534e-32,8.392516356175611e-22,0.0007619628485006552,6.41250504645733e-14,6.3330163155579665e-24,2.395309078948359e-28,8.886152478951958e-20,-3.453579103407904e-24
2.0336919204574788e-08,0.000539690409995138,0.0915567593028733,0.0,6.125700420748318e-05,0.4515410987033675,1.4720380300744942e-38,0.45613861602548206,3.0466296474165994e-17,1.2474498227081637e-25,2.389910339357186e-16,-3.651807270531986e-21,-6.737611437862075e-34,3.0593053312661183e-06,3.121825407073973e-14,2.652028808214907e-22,1.2548977790923731e-20,3.124873020349093e-14,6.408275106796723e-11,2.8034078945672064e-21,9.727117393241115e-22,3.1228017058494434e-20,-1.3860997039869827e-19,1.4252986663911678e-19,2.8682792481947347e-32,-1.4780657530077846e-22,0.0007619962514329243,6.415089348840047e-14,6.335383501496365e-24,2.3936948065540967e-28,8.887201635859225e-20,-3.310009951446497e-24
2.036298332844105e-08,0.000539690409995138,0.0915567593028733,0.0,6.119358914147062e-05,0.4515411003090104,1.474157976721441e-38,0.4561385827123284,3.046819586002202e-17,1.249048374559652e-25,2.3900708436820075e-16,3.955416372312145e-20,-6.708630224634126e-34,3.0560940453838573e-06,3.1262319146595855e-14,4.63650264098735e-22,1.2423181301349609e-20,3.1292797248548387e-14,6.403835561775592e-11,2.8058859038988534e-21,9.576458164037811e-22,3.119553855363676e-20,6.920027707759218e-20,-1.102357042853081e-19,2.865459944698638e-32,1.6018500339270506e-21,0.0007620295646310124,6.417670973672633e-14,6.337750225363918e-24,2.3920834148924513e-28,8.888248572668027e-20,-3.2638704665943133e-24
2.0389047452307315e-08,0.000539690409995138,0.0915567593028733,0.0,6.113034430556448e-05,0.45154110191036734,1.476278065588724e-38,0.4561385494885756,3.0470457456414076e-17,1.2506247747248633e-25,2.3902310142391535e-16,2.9584593162873696e-20,-7.160390441896193e-34,3.052891331329901e-06,3.1306386143044926e-14,-8.122760987883989e-23,1.267438405211212e-20,3.133686621015892e-14,6.399396978611937e-11,2.8083332781865316e-21,9.620597518125179e-22,3.1163146121716397e-20,9.796591840283607e-21,-4.045857990238253e-20,2.86264788523314e-32,1.1981248294557126e-21,0.0007620627884281408,6.420249928146328e-14,6.340116493792814e-24,2.390476479717739e-28,8.889293297438035e-20,-3.505717868637909e-24
2.0412505163786953e-08,0.000539690409995138,0.0915567593028733,0.0,6.107356897800843e-05,0.4515411033479373,1.4781862669239148e-38,0.4561385196633618,3.047225481003992e-17,1.252049768835733e-25,2.3903748829601853e-16,2.2648986437453083e-20,-7.409468942008996e-34,3.0500161913704236e-06,3.134604807769745e-14,-9.225777357603239e-23,1.2655683583665321e-20,3.1376529909926954e-14,6.395403089028162e-11,2.8105337267142256e-21,9.633057257031284e-22,3.1134066263267807e-20,-2.9804472185339555e-20,6.359143370090964e-21,2.860123201336835e-32,9.172623858390185e-22,0.0007620926136818243,6.422568709937857e-14,6.342245751431137e-24,2.3890349009190887e-28,8.890231665068226e-20,-3.638019222961736e-24
2.043596287526659e-08,0.000539690409995138,0.0915567593028733,0.0,6.101693056705606e-05,0.45154110478206,1.4800945830037727e-38,0.4561384899100535,3.047395632109007e-17,1.2534848925704877e-25,2.390518482692038e-16,2.4520861617896938e-20,-7.4056749425987e-34,3.047147945866602e-06,3.138571156011425e-14,8.488181686164714e-23,1.2541345834382122e-20,3.1416195154137536e-14,6.391410002459878e-11,2.81274254538652e-21,9.620519779241381e-22,3.110505563493134e-20,-2.0818629106357544e-20,-4.573207459850155e-21,2.8576043371375284e-32,9.93058812968257e-22,0.0007621223670299334,6.424885339746874e-14,6.344374650383897e-24,2.387596848167801e-28,8.891168253265193e-20,-3.63380849929201e-24
2.0459420586746227e-08,0.000539690409995138,0.0915567593028733,0.0,6.096042861665812e-05,0.4515411062127469,1.482003013613667e-38,0.45613846022841137,3.047577765218122e-17,1.2549238875681278e-25,2.3906618144747363e-16,2.2981768685633833e-20,-7.295829116844832e-34,3.044286571881224e-06,3.142537658656514e-14,1.081263020174428e-23,1.2555097647560488e-20,3.145586193905999e-14,6.387417730142365e-11,2.8149658126055686e-21,9.615844174272453e-22,3.107611400998062e-20,-2.5427400452580253e-20,1.6380237170116246e-21,2.855091276186483e-32,9.307272104596258e-22,0.0007621520487120061,6.427199822760589e-14,6.346503195464371e-24,2.3861625644446057e-28,8.892103067824132e-20,-3.5756765604664236e-24
2.0482878298225864e-08,0.000539690409995138,0.0915567593028733,0.0,6.090406267273908e-05,0.4515411076400096,1.483911558539988e-38,0.45613843061819664,3.047758650792885e-17,1.2563611223797756e-25,2.3908048796018905e-16,2.2803694836162323e-20,-7.2309454983812945e-34,3.0414320465793957e-06,3.1465043153332415e-14,-4.521261028700479e-23,1.2559992594172185e-20,3.1495530260992953e-14,6.383426283253184e-11,2.817193357650064e-21,9.607240617339587e-22,3.104724116083676e-20,-2.4542596969099025e-20,9.387435547070533e-22,2.852584003258669e-32,9.235169647600154e-22,0.000762181658966525,6.429512164148951e-14,6.348631391477192e-24,2.384732009318066e-28,8.893036114515481e-20,-3.5380448216376585e-24
2.0506336009705502e-08,0.000539690409995138,0.0915567593028733,0.0,6.084783228311559e-05,0.4515411090638593,1.4858202175703178e-38,0.4561384010791721,3.047933468666655e-17,1.2577939211946435e-25,2.390947679031529e-16,2.3393186099379904e-20,-7.2741991465195584e-34,3.038584347234158e-06,3.150471125671071e-14,1.486696338464432e-23,1.2506182410084969e-20,3.153520011626986e-14,6.379435672911419e-11,2.8194127156628244e-21,9.599021769704612e-22,3.101843686098026e-20,-2.2730531698200736e-20,-1.4866575576922444e-21,2.8500824992159574e-32,9.47391204158178e-22,0.0007622111980309231,6.431822369064697e-14,6.350759243197899e-24,2.3833051345278553e-28,8.893967399085154e-20,-3.556134607836089e-24
2.052979372118514e-08,0.000539690409995138,0.0915567593028733,0.0,6.079173699759724e-05,0.45154111048430723,1.4877289904929864e-38,0.4561383716111014,3.0481108171357635e-17,1.259226240772957e-25,2.391090213391522e-16,2.3215162857241708e-20,-7.3221670482490716e-34,3.0357434512204507e-06,3.1544380893006995e-14,1.6937653137048917e-23,1.2481808709402029e-20,3.157487150120688e-14,6.375445910177967e-11,2.8216274732913625e-21,9.592021753144364e-22,3.098970088526018e-20,-2.4747394537952675e-20,7.156914449704608e-22,2.8475867442952096e-32,9.40182697767099e-22,0.00076224066614159,6.434130442643456e-14,6.352886755378418e-24,2.3818819399361844e-28,8.894896927254473e-20,-3.5776909780352e-24
2.0553251432664776e-08,0.000539690409995138,0.0915567593028733,0.0,6.073577636801079e-05,0.4515411119013648,1.4896378770967378e-38,0.45613834221374894,3.0482895255039286e-17,1.2606604682200412e-25,2.3912324834569684e-16,2.3302171595305613e-20,-7.316910633359992e-34,3.0329093360099164e-06,3.158405205854047e-14,-1.489222018013865e-23,1.2474480936339737e-20,3.161454441212387e-14,6.371457006056599e-11,2.8238430440815424e-21,9.583999725406283e-22,3.096103300923793e-20,-2.413372861953922e-20,1.1931585450579311e-23,2.8450967210692516e-32,9.437055838360807e-22,0.0007622700635338773,6.436436390003808e-14,6.355013932752111e-24,2.3804624321646846e-28,8.895824704720063e-20,-3.5712394935421e-24
2.0576709144144414e-08,0.000539690409995138,0.0915567593028733,0.0,6.067994994816596e-05,0.4515411133150432,1.4915468771708468e-38,0.4561383128868805,3.048465649575302e-17,1.2620951242851852e-25,2.3913744901642263e-16,2.3254354283611188e-20,-7.295593338295872e-34,3.0300819791708232e-06,3.162372474964258e-14,-1.2327311010367975e-24,1.2444261869081916e-20,3.1654218845361655e-14,6.367468971494276e-11,2.826060584370028e-21,9.576333630682591e-22,3.0932433009499306e-20,-2.3747127798634622e-20,-3.244993189560075e-22,2.842612412326249e-32,9.417688177233626e-22,0.0007622993904421043,6.438740216247354e-14,6.357140780034735e-24,2.3790466063687287e-28,8.89675073715407e-20,-3.556331404747049e-24
2.060016685562405e-08,0.000539690409995138,0.0915567593028733,0.0,6.062425729381808e-05,0.4515411147253536,1.4934559905053666e-38,0.45613828363026293,3.048641561499419e-17,1.263529092791759e-25,2.391516234442873e-16,2.3093786236325756e-20,-7.286230007719653e-34,3.027261358370106e-06,3.166339896265688e-14,9.501535257501174e-24,1.24158553028147e-20,3.1693894797276304e-14,6.363481817381115e-11,2.8282796998353713e-21,9.568766689581066e-22,3.090390066361763e-20,-2.4203226015778562e-20,2.9896485407896464e-22,2.840133799630477e-32,9.35266964529932e-22,0.0007623286470995642,6.441041926458812e-14,6.359267301922834e-24,2.3776344492975397e-28,8.897675030204428e-20,-3.547742464213702e-24
2.0623624567103688e-08,0.000539690409995138,0.0915567593028733,0.0,6.0568697962650546e-05,0.451541116132307,1.4953652168911815e-38,0.4561382544436637,3.04881830649836e-17,1.2649622392093645e-25,2.3916577171573167e-16,2.3177252219375923e-20,-7.292492081425643e-34,3.024447451373766e-06,3.170307469393905e-14,-3.28396171166002e-24,1.2399414226910798e-20,3.173357226423739e-14,6.359495554550542e-11,2.8304980674870067e-21,9.560991369680463e-22,3.087543575011588e-20,-2.389342304810098e-20,-9.74238407950432e-23,2.8376608647802436e-32,9.38647651896298e-22,0.0007623578337385285,6.44334152570607e-14,6.3613935030911976e-24,2.376225944240132e-28,8.898597589495028e-20,-3.547258338994261e-24
2.0647082278583325e-08,0.000539690409995138,0.0915567593028733,0.0,6.051327151427969e-05,0.4515411175359147,1.4972745561198678e-38,0.45613822532685183,3.0489940911121356e-17,1.2663950551449173e-25,2.3917989391222086e-16,2.3202523154348174e-20,-7.3015958345447345e-34,3.021640236045322e-06,3.1742751939856805e-14,-3.040878791643766e-24,1.2376335520829984e-20,3.1773251242623696e-14,6.355510193779595e-11,2.832714800349322e-21,9.553369215186892e-22,3.0847038048500047e-20,-2.394058915519436e-20,-7.624223926694476e-23,2.8351935903266034e-32,9.396713367119093e-22,0.0007623869505902543,6.445639019040273e-14,6.363519388193857e-24,2.3748210793173856e-28,8.899518420625755e-20,-3.548378953892188e-24
2.0670539990062963e-08,0.000539690409995138,0.0915567593028733,0.0,6.0457977510253006e-05,0.4515411189361875,1.4991840079836044e-38,0.4561381962795969,3.049169194334671e-17,1.267828056831305e-25,2.391939901167241e-16,2.3153380879223772e-20,-7.300763105657669e-34,3.0188396903443998e-06,3.1782430696789846e-14,4.248376381120974e-24,1.2349822223554977e-20,3.1812931728823114e-14,6.351525745789287e-11,2.8349312108185203e-21,9.545727082653655e-22,3.0818707339217955e-20,-2.4087414032034285e-20,1.2205752301085798e-22,2.832731958667272e-32,9.376813840520202e-22,0.0007624159978849882,6.44793441149588e-14,6.3656449618655466e-24,2.3734198477705475e-28,8.900437529172581e-20,-3.544300679815905e-24
2.0717455413022234e-08,0.000539690409995138,0.0915567593028733,0.0,6.0347785090959925e-05,0.4515411217267726,1.5030032487883342e-38,0.456138138392842,3.049518121581856e-17,1.2706949684281516e-25,2.392221048816346e-16,2.296045742574415e-20,-7.260151290189418e-34,3.0132585201443513e-06,3.1861792729280294e-14,2.458170220559871e-23,1.2294267862323282e-20,3.1892297210283174e-14,6.343559630755895e-11,2.8393629179186525e-21,9.530437241117351e-22,3.0762246024195463e-20,-2.3847737313525808e-20,8.402725224977703e-23,2.8278255529099116e-32,9.298675413337995e-22,0.0007624738847194524,6.45251891382625e-14,6.369895193356375e-24,2.370628246409575e-28,8.902270600699812e-20,-3.5159231699560355e-24
2.075967929368558e-08,0.000539690409995138,0.0915567593028733,0.0,6.0249060513703666e-05,0.4515411242270036,1.506440948653096e-38,0.4561380865303581,3.04983302992078e-17,1.273274590921564e-25,2.3924732012926017e-16,2.277963406082759e-20,-7.2210384407575785e-34,3.0082580579397566e-06,3.193322369011897e-14,2.3006762406805405e-24,1.2265264926425796e-20,3.196373126434802e-14,6.336393355350587e-11,2.8433560761129818e-21,9.516707357368576e-22,3.071165777125664e-20,-2.3599601447123288e-20,2.4813702315790796e-23,2.8234289086833705e-32,9.225441067291082e-22,0.0007625257472749136,6.456637831085708e-14,6.3737193827014e-24,2.368128151112266e-28,8.903914529291024e-20,-3.489070124415578e-24
2.0801903174348923e-08,0.000539690409995138,0.0915567593028733,0.0,6.0150758324100195e-05,0.45154112671659913,1.5098790102537777e-38,0.45613803488970367,3.050146555997744e-17,1.2758524620268654e-25,2.392724524822739e-16,2.266519389323212e-20,-7.2095102066321545e-34,3.003278866915745e-06,3.200465949088703e-14,-1.2675475496525833e-23,1.223256649404706e-20,3.203517014813183e-14,6.329230201553452e-11,2.8473528548449678e-21,9.502887031089167e-22,3.0661283202075876e-20,-2.3743918342699746e-20,2.8887703692826062e-22,2.8190502744664736e-32,9.179095372608946e-22,0.0007625773880009469,6.460750019040044e-14,6.377542634200452e-24,2.365639689059509e-28,8.905552962349879e-20,-3.4767655804080136e-24
2.0844127055012267e-08,0.000539690409995138,0.0915567593028733,0.0,6.0052876033254266e-05,0.45154112919562156,1.5133174324027452e-38,0.4561379834695716,3.050457052601554e-17,1.278428775973917e-25,2.3929750242414306e-16,2.2764719571356947e-20,-7.221475792937104e-34,2.998320821958779e-06,3.207610011089775e-14,1.2852910829039798e-23,1.2179505026657857e-20,3.2106613841007444e-14,6.322070229896394e-11,2.85135065262118e-21,9.48924928480232e-22,3.0611121070072784e-20,-2.345745331771761e-20,-1.0061030590163569e-22,2.814689550162339e-32,9.219405302475722e-22,0.0007626288082045572,6.464855506456812e-14,6.381364974180009e-24,2.3631628000352e-28,8.907185931548856e-20,-3.4765854215539574e-24
2.0886350935675612e-08,0.000539690409995138,0.0915567593028733,0.0,5.995541117162443e-05,0.451541131664133,1.5167562139193207e-38,0.456137932268665,3.050768150091087e-17,1.281004367587659e-25,2.3932247042678865e-16,2.2836260155205083e-20,-7.235676486758012e-34,2.9933837989300357e-06,3.214754552958621e-14,5.045550571911418e-24,1.2143676776647517e-20,3.217806232246989e-14,6.31491350034295e-11,2.855345994583073e-21,9.47570928517273e-22,3.056117013829566e-20,-2.3357991356870534e-20,-2.7399545411595745e-22,2.810346634901123e-32,9.24838368794127e-22,0.0007626800091825803,6.468954321934214e-14,6.385186428766473e-24,2.360697414042635e-28,8.908813468319767e-20,-3.477534927976124e-24
2.0928574816338956e-08,0.000539690409995138,0.0915567593028733,0.0,5.985836128885256e-05,0.45154113412219504,1.5201953536295315e-38,0.4561378812856973,3.051079009972142e-17,1.283579819307676e-25,2.3934735696216155e-16,2.271868691693177e-20,-7.237223701604418e-34,2.9884676746544466e-06,3.22189957265083e-14,-1.8673132508844664e-23,1.211610135429304e-20,3.224951557213199e-14,6.307760072293162e-11,2.859339306719599e-21,9.461940700363302e-22,3.0511429179320773e-20,-2.3837736129004977e-20,3.286299054378035e-22,2.8060214294084846e-32,9.200777018964579e-22,0.0007627309922217799,6.47304649390242e-14,6.3890070238870435e-24,2.3582434741214136e-28,8.910435603855941e-20,-3.471957811109978e-24
2.09707986970023e-08,0.000539690409995138,0.0915567593028733,0.0,5.97617239535788e-05,0.4515411365698689,1.5236348503660707e-38,0.45613783051939155,3.0513863011951175e-17,1.2861549631197174e-25,2.393721625022186e-16,2.2726222631167758e-20,-7.23070395969684e-34,2.9835723269109207e-06,3.229045068133983e-14,9.08286774625703e-24,1.2062761881749682e-20,3.232097356972883e-14,6.300610004588227e-11,2.8633320154340627e-21,9.448322506232815e-22,3.046189697514921e-20,-2.3513085084675378e-20,-3.28425153697907e-24,2.8017138359546143e-32,9.203831978378791e-22,0.0007627817585989463,6.477132050624866e-14,6.392826785271438e-24,2.3558009351040735e-28,8.912052369114481e-20,-3.462124670691106e-24
2.1013022577665645e-08,0.000539690409995138,0.0915567593028733,0.0,5.966549675325532e-05,0.45154113900721515,1.527074702968389e-38,0.456137779968481,3.0516935874423604e-17,1.288729268109692e-25,2.393968875166633e-16,2.2779417603361432e-20,-7.229592402035845e-34,2.9786976344235186e-06,3.236191037387558e-14,1.5950943269633628e-23,1.202044232175925e-20,3.2392436295115375e-14,6.293463355515034e-11,2.8673247789584926e-21,9.43491012389219e-22,3.041257231711964e-20,-2.311137386044648e-20,-4.597679095572034e-22,2.7974237563576375e-32,9.225377055126685e-22,0.0007628323095809923,6.481211020199556e-14,6.3966457384565056e-24,2.3533697415448165e-28,8.913663794818575e-20,-3.4551298462509655e-24
2.1097470338992334e-08,0.000539690409995138,0.0915567593028733,0.0,5.9474263200216464e-05,0.45154114385116484,1.5339554711617832e-38,0.45613767950782613,3.05230516181368e-17,1.2938751156916557e-25,2.3944609782950605e-16,2.2759366514187902e-20,-7.2496936648219105e-34,2.9690097347881835e-06,3.250484389182833e-14,2.752165247117709e-23,1.1938427051409739e-20,3.253537584925538e-14,6.279180543667041e-11,2.8753119279918593e-21,9.407684167435421e-22,3.0314540851065066e-20,-2.3498353011380123e-20,-5.0806202532700334e-23,2.7888957512169464e-32,9.217265716093573e-22,0.0007629327703785598,6.489349309478102e-14,6.404281321405191e-24,2.3485411700652067e-28,8.91687074929983e-20,-3.4532056696641395e-24
2.1181918100319023e-08,0.000539690409995138,0.0915567593028733,0.0,5.9284641698656557e-05,0.45154114865452016,1.5408376490593844e-38,0.4561375798937913,3.0529147990249387e-17,1.299017306566184e-25,2.394949915747805e-16,2.2952257706096017e-20,-7.301350358091306e-34,2.959403024110289e-06,3.264779612106974e-14,-2.9875174723483386e-24,1.1878879227166403e-20,3.267833407573716e-14,6.26491209212962e-11,2.8832892239410546e-21,9.380651587735333e-22,3.021732529543631e-20,-2.367180409865706e-20,-7.701268262740699e-23,2.7804366448541795e-32,9.295392259413748e-22,0.0007630323845558425,6.49746158326155e-14,6.411913973178733e-24,2.34375729684927e-28,8.920056708490573e-20,-3.467553465124303e-24
2.1266365861645712e-08,0.000539690409995138,0.0915567593028733,0.0,5.9096613606997927e-05,0.45154115341774953,1.5477212276156898e-38,0.4561374811165874,3.0535190021982635e-17,1.3041577833246057e-25,2.395435723632047e-16,2.305130404043296e-20,-7.335915756353755e-34,2.9498765653089874e-06,3.2790766904148597e-14,-2.6291087332979007e-25,1.1801903581503e-20,3.282131081753104e-14,6.250658447701034e-11,2.8912510796323464e-21,9.353746245727597e-22,3.012091630842789e-20,-2.384407368902252e-20,-6.742798123276238e-24,2.7720456822802935e-32,9.335515269205616e-22,0.0007631311619021622,6.505548060506964e-14,6.41954389119198e-24,2.339017676902159e-28,8.923221909977717e-20,-3.4728779889885326e-24
2.13508136229724e-08,0.000539690409995138,0.0915567593028733,0.0,5.891016056767136e-05,0.4515411581413142,1.5546061978879162e-38,0.45613738316657415,3.0541190578881627e-17,1.3092978701183037e-25,2.3959184375787153e-16,2.2907041581964927e-20,-7.3195409532867504e-34,2.940429435579505e-06,3.29337560854313e-14,8.751003992528816e-24,1.1722021816018098e-20,3.296430591940288e-14,6.236420048737334e-11,2.8992076721336262e-21,9.326882503372782e-22,3.002530468938777e-20,-2.3865815211778144e-20,1.6620509962423638e-22,2.763722117233976e-32,9.277104682957395e-22,0.0007632291120576987,6.51360895764414e-14,6.427171269889914e-24,2.3343219169185606e-28,8.926366587811017e-20,-3.452022633664292e-24
2.143526138429909e-08,0.000539690409995138,0.0915567593028733,0.0,5.872526450174047e-05,0.4515411628256688,1.561492551034687e-38,0.45613728603425757,3.054716368309996e-17,1.314436008849649e-25,2.3963980926982115e-16,2.2787394874985485e-20,-7.293084472691298e-34,2.9310607261199075e-06,3.3076763511074094e-14,-4.003043373024776e-24,1.1653705120284285e-20,3.310731922796958e-14,6.222197325289406e-11,2.907168131643256e-21,9.30020745859515e-22,2.993048137614312e-20,-2.3515867865662584e-20,-5.812971414748458e-23,2.755465214037082e-32,9.22866021032355e-22,0.0007633262445163224,6.521644488614e-14,6.434796300815758e-24,2.329669629211685e-28,8.929490972568753e-20,-3.426102586566538e-24
2.151970914562578e-08,0.000539690409995138,0.0915567593028733,0.0,5.854190760361736e-05,0.4515411674712609,1.5683802783149058e-38,0.4561371897102875,3.0553090649561045e-17,1.319570871637693e-25,2.3968747235771924e-16,2.2737532103108158e-20,-7.291977866381588e-34,2.921769541869255e-06,3.321978902899606e-14,-8.944790486653953e-25,1.157843749526879e-20,3.325035059161321e-14,6.207990699237653e-11,2.9151321320911903e-21,9.273580290559613e-22,2.9836437442423504e-20,-2.349216146027321e-20,-2.8847733910452063e-23,2.7472742484975725e-32,9.20847591794928e-22,0.0007634225686283585,6.529654864906295e-14,6.442419172648996e-24,2.3250604015627567e-28,8.932595291422091e-20,-3.413398707555119e-24
2.1604156906952468e-08,0.000539690409995138,0.0915567593028733,0.0,5.836007233589814e-05,0.45154117207853106,1.5752693710863298e-38,0.45613709418545423,3.055897774098357e-17,1.3247031502913501e-25,2.3973483642946006e-16,2.2715575076670738e-20,-7.299855463365203e-34,2.912555001250406e-06,3.3362832488852437e-14,5.015200327411915e-24,1.1503440770713732e-20,3.339339986040726e-14,6.193800584424402e-11,2.923094686607046e-21,9.247027220322907e-22,2.974316409534641e-20,-2.3567468113704837e-20,7.038814517361728e-23,2.7391485065241586e-32,9.199593501050264e-22,0.0007635180936032957,6.537640295596609e-14,6.450040071243744e-24,2.3204938110053973e-28,8.935679768197879e-20,-3.4054911606261686e-24
2.1688604668279157e-08,0.000539690409995138,0.0915567593028733,0.0,5.8179741424330655e-05,0.45154117664791377,1.5821598208039098e-38,0.45613699945068675,3.056483463905064e-17,1.3298333365842979e-25,2.397819048400332e-16,2.272243003246263e-20,-7.305376305916231e-34,2.9034162359153294e-06,3.35058937420085e-14,-2.940754069776259e-24,1.1436116737441324e-20,3.353646688612183e-14,6.179627386783793e-11,2.9310514571851473e-21,9.220612602640155e-22,2.965065267291555e-20,-2.3442805944707664e-20,-6.032644880279234e-23,2.7310872840272165e-32,9.202378770996079e-22,0.000763612828512431,6.545600987382668e-14,6.4576591796796084e-24,2.315969443888237e-28,8.938744623439906e-20,-3.396384330061066e-24
2.1773052429605846e-08,0.000539690409995138,0.0915567593028733,0.0,5.80008978528978e-05,0.4515411811798363,1.589051619018222e-38,0.4561369054970491,3.0570650169251984e-17,1.3349615483707493e-25,2.398286808949925e-16,2.267685431467647e-20,-7.306253307255978e-34,2.8943523904965376e-06,3.364897264151394e-14,-7.487343994112292e-25,1.1364036811592811e-20,3.36795515222114e-14,6.165471504469441e-11,2.9390042969388968e-21,9.194265701990745e-22,2.9558894641577177e-20,-2.3449804782042804e-20,-4.820150409799543e-24,2.7230898871018064e-32,9.18393119577433e-22,0.0007637067822914533,6.55353714461994e-14,6.4652766783143085e-24,2.3114869117468288e-28,8.941790074468862e-20,-3.384946261069584e-24
