Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357)
1.557375214305357e-07,0.0027792097116130575,0.1557,0.0,0.003670773660802785,0.6398042902197334,0.2000326067705785,2.7983783719424802e-14,4.47138048207508e-12,3.1875897345937654e-11,6.189421452465556e-16,1.7914958888045988e-10,8.272408422400517e-15,9.07276030471316e-05,7.934293187012599e-12,9.952842806962016e-17,1.6023449113705668e-14,0.0018673433112378077,1.1993472604057357e-14,4.8069390717622907e-08,1.1038390404048532e-27,1.5352930843106396e-19,1.6184833423841839e-09,8.727566317063429e-16,3.937457173779446e-33,6.546950436583694e-12,0.0025503198925756233,8.262653368233975e-22,1.953453673617912e-13,2.2424498990511624e-21,1.3708929481162875e-12,1.1078136321308711e-11,7.80952600497891e-26,6.761222823401273e-23,2.0438837447999542e-16,2.5520644381672172e-21,1.3097042128885721e-14,3.5614651176150495e-18,2.9403196329203384e-17,1.3908456528963406e-20,5.2382624252104314e-24,1.754165324589737e-22,1.2622865572480868e-22,3.6643872752441403e-22,6.231001513403853e-17,1.6335798750626974e-25,1.2044807104529983e-29
1.564949390589092e-07,0.0027792097116130575,0.1557,0.0,0.00366883475886544,0.6398013113084715,0.2000336221864678,2.8560438169866e-14,4.631406506003171e-12,3.249410293740424e-11,6.461756844342911e-16,1.8290278252428754e-10,8.603618449644138e-15,9.067940403219788e-05,8.03394590845359e-12,1.0272010842562156e-16,1.6531130032205472e-14,0.0018663269601398704,1.2186480918668579e-14,4.896918034988363e-08,1.1216996689403755e-27,1.584564749348094e-19,1.649130957060297e-09,8.904957551031912e-16,4.135280421376022e-33,6.680439681726813e-12,0.0025533224137219658,8.621679057401618e-22,1.9911576726550551e-13,2.2880146088678974e-21,1.402614189630946e-12,1.1307122154599099e-11,8.215503697775754e-26,7.133894673765639e-23,2.0853927100718005e-16,2.65049604213411e-21,1.3370966496529688e-14,3.6281193072817e-18,2.995357792026947e-17,1.4190916672974322e-20,5.445055853077461e-24,1.7900565758496266e-22,1.3312604662858454e-22,3.739398632787349e-22,6.367913513222442e-17,1.687221578025933e-25,1.2301379147321526e-29
1.572523566872827e-07,0.0027792097116130575,0.1557,0.0,0.0036669178934886086,0.6397983662556,0.20003462604557037,2.914636743321389e-14,4.7964661850162205e-12,3.3123554434935774e-11,6.745575732760688e-16,1.8673017656227931e-10,8.947814780412519e-15,9.063175290784873e-05,8.133703091087117e-12,1.0599715024725323e-16,1.705227836953223e-14,0.0018653221490125057,1.2381659179319875e-14,4.98851443309034e-08,1.1397638853257716e-27,1.6351576673809564e-19,1.6803269857975866e-09,9.085987203648145e-16,4.3424481650001465e-33,6.816543678533984e-12,0.0025562907937165674,8.995690953238691e-22,2.0295527929126416e-13,2.334512800503158e-21,1.4349906394778459e-12,1.1540611513639585e-11,8.64104652049027e-26,7.525810057797199e-23,2.127752693653923e-16,2.752619400481182e-21,1.3650306711025163e-14,3.69597154549156e-18,3.051385284546239e-17,1.4479168027233922e-20,5.659872658990232e-24,1.8266561955355144e-22,1.4037666913503809e-22,3.8158903456422845e-22,6.507552351081259e-17,1.7426812349436797e-25,1.256321711493786e-29
1.580097743156562e-07,0.0027792097116130575,0.1557,0.0,0.0036650228136252848,0.6397954546758332,0.20003561847884577,2.9741676170180265e-14,4.9666915533910065e-12,3.376445137813988e-11,7.041340318885068e-16,1.9063327283061496e-10,9.305502549226089e-15,9.058464342775473e-05,8.233537074138735e-12,1.0936121990371722e-16,1.7587156942361674e-14,0.001864328746601466,1.257902007506252e-14,5.081756612465069e-08,1.1580329519037656e-27,1.6870978614030213e-19,1.7120809658384201e-09,9.27073552831883e-16,4.559369028891775e-33,6.95531613292877e-12,0.00255922542081389,9.385287480727685e-22,2.0686516227998706e-13,2.3819650675134794e-21,1.468035187223089e-12,1.1778696198111428e-11,9.087014051419672e-26,7.93789057449212e-23,2.1709824871312752e-16,2.858569940399832e-21,1.3935172672704793e-14,3.765042827106542e-18,3.108419448507704e-17,1.47733384902674e-20,5.883022673510688e-24,1.863979197883921e-22,1.4799729434302722e-22,3.8938953505490647e-22,6.649971134244621e-17,1.8000240290364548e-25,1.283043290997927e-29
1.587671919440297e-07,0.0027792097116130575,0.1557,0.0,0.003663149271084832,0.6397925761882662,0.20003659961576026,3.03464696799034e-14,5.142217163859581e-12,3.441699678867295e-11,7.349530347803247e-16,1.9461360616353608e-10,9.677206614335049e-15,9.053806941671935e-05,8.333419985319992e-12,1.1281399740561126e-16,1.8136030820205177e-14,0.001863346623140341,1.277857659089663e-14,5.17667340130346e-08,1.1765081596509533e-27,1.7404115811340856e-19,1.7444025936937186e-09,9.459285043153983e-16,4.7864677898207546e-33,7.0968119625295275e-12,0.002562126678848075,9.791089639799624e-22,2.1084669823927578e-13,2.430392433894753e-21,1.5017609854480955e-12,1.2021470054094637e-11,9.55430062424198e-26,8.371098139780918e-23,2.2151013446486501e-16,2.9684879616653704e-21,1.4225676707180305e-14,3.8353545064748234e-18,3.166477916453584e-17,1.5073559183574276e-20,6.114827763115509e-24,1.9020383196194327e-22,1.560054194638013e-22,3.9734377589616027e-22,6.795224063194542e-17,1.8593176072712547e-25,1.3103142112118212e-29
1.595246095724032e-07,0.0027792097116130575,0.1557,0.0,0.0036612970205002733,0.6397897304163275,0.2000375695843046,3.096085391547313e-14,5.323180107285168e-12,3.508139722925574e-11,7.670643727718332e-16,1.9867274519757193e-10,1.0063472353040655e-14,9.049202476986286e-05,8.43332377765789e-12,1.163571763487582e-16,1.869916730989822e-14,0.0018623756503336323,1.2980342045106254e-14,5.273294117305083e-08,1.1951908316281923e-27,1.7951253026619616e-19,1.777301727586805e-09,9.651720026141672e-16,5.024186070022176e-33,7.24108732701586e-12,0.002564994947283317,1.0213741798117496e-21,2.1490119277924295e-13,2.4798165521699636e-21,1.5361814556211136e-12,1.2269029024740481e-11,1.0043835469006219e-25,8.826436567980523e-23,2.260128991976539e-16,3.08251880719427e-21,1.4521933624735933e-14,3.906928296913375e-18,3.2255786205536786e-17,1.5379964263347383e-20,6.355622304285201e-24,1.9408504648355666e-22,1.6441929590396402e-22,4.0545534850582267e-22,6.943366456034497e-17,1.9206321787776042e-25,1.3381468608757614e-29
1.602820272007767e-07,0.0027792097116130575,0.1557,0.0,0.003659465819295959,0.6397869169877276,0.20003852851100984,3.158493550128722e-14,5.50972003217989e-12,3.5757862863630295e-11,8.005197169789102e-16,2.0281229319627028e-10,1.046486642003092e-14,9.044650345181461e-05,8.533220267925401e-12,1.1999246372231022e-16,1.927683594397168e-14,0.0018614157013400205,1.3184330128667467e-14,5.37164857550094e-08,1.214082326630684e-27,1.8512657267755124e-19,1.8107883899283428e-09,9.848126728207852e-16,5.27298289106259e-33,7.38819965927601e-12,0.0025678306012636557,1.0653912510220308e-21,2.190299755568557e-13,2.530259582212175e-21,1.5713102941142606e-12,1.25214712022492e-11,1.0556582825152372e-25,9.30495320756575e-23,2.3060856382372223e-16,3.2008130422252505e-21,1.482406078133477e-14,3.979786280426144e-18,3.285739797089679e-17,1.569269126002577e-20,6.605753674498872e-24,1.980432214406643e-22,1.732579582718172e-22,4.13727956232591e-22,7.094454773930454e-17,1.9840406239695593e-25,1.366553291797024e-29
1.610394448291502e-07,0.0027792097116130575,0.1557,0.0,0.0036576554276556055,0.6397841355344109,0.20003947652096427,3.221882175235817e-14,5.701979164126377e-12,3.644660751747175e-11,8.353726848667293e-16,2.0703388889880414e-10,1.088197762512105e-14,9.040149949591469e-05,8.633081176838636e-12,1.2372157986423253e-16,1.9869308476084533e-14,0.001860466650755823,1.3390554946742809e-14,5.47176709618104e-08,1.233184043024854e-27,1.9088597784735708e-19,1.8448727698192215e-09,1.0048593950511405e-15,5.533335176408399e-33,7.538207697494656e-12,0.0025706340116621916,1.1112295363842879e-21,2.232344007290091e-13,2.581744117559125e-21,1.6071614783700865e-12,1.277889688137974e-11,1.1093545574422765e-25,9.807740633944853e-23,2.352991994043259e-16,3.3235266381984403e-21,1.513217814126394e-14,4.053950917148239e-18,3.346979991119725e-17,1.6011881245514827e-20,6.865582768653472e-24,2.0207965720271476e-22,1.8254125440141312e-22,4.221640080801114e-22,7.248546647178118e-17,2.0496185915802807e-25,1.395545823090326e-29
1.617968624575237e-07,0.0027792097116130575,0.1557,0.0,0.0036558656084906965,0.6397813856925072,0.20004041373782952,3.2862620695645926e-14,5.900102325184946e-12,3.714784874026736e-11,8.716789085838761e-16,2.1133920739156805e-10,1.1315417844719464e-14,9.035700700342543e-05,8.732878170877451e-12,1.2754625858716625e-16,2.047685888626037e-14,0.0018595283745986356,1.3599031062337833e-14,5.573680512929925e-08,1.2524974227873077e-27,1.96793460926827e-19,1.879565225583411e-09,1.0253212399010187e-15,5.805738564072923e-33,7.691171518131057e-12,0.0025734055451297525,1.1589609854610906e-21,2.2751584741443505e-13,2.6342934500025406e-21,1.6437492732218607e-12,1.3041408614430255e-11,1.1655765560419486e-25,1.0335938402851357e-22,2.4008692819232897e-16,3.4508211608897845e-21,1.5446408341504985e-14,4.129445043081364e-18,3.4093180619393834e-17,1.6337678547734957e-20,7.135484533473142e-24,2.0619615837798446e-22,1.9228987642808808e-22,4.30767287927007e-22,7.405700901431238e-17,2.11744460807814e-25,1.4251378780579195e-29
1.6255428008589719e-07,0.0027792097116130575,0.1557,0.0,0.0036540961274092493,0.6397786671022845,0.20004134028385667,3.3516441093522454e-14,6.104236953362638e-12,3.786180786817612e-11,9.094961056183324e-16,2.1572996100158804e-10,1.1765822859222362e-14,9.031302014275178e-05,8.832582905579291e-12,1.3146824710199346e-16,2.109976339161564e-14,0.001858600750291161,1.380977354216444e-14,5.67742018077373e-08,1.2720239557585589e-27,2.0285175976896033e-19,1.9148762873327806e-09,1.0462074797774323e-15,6.090708039770515e-33,7.847152569723099e-12,0.0025761455641429946,1.208660229018237e-21,2.318757201646495e-13,2.687931446080828e-21,1.6810882373717253e-12,1.3309111267605927e-11,1.2244322895885955e-25,1.0890734863915066e-22,2.449739247594231e-16,3.582863968940931e-21,1.5766876757869583e-14,4.206291879885135e-18,3.4727731877428164e-17,1.6670231125517123e-20,7.415848519299242e-24,2.1039458216562385e-22,2.0252539287497017e-22,4.395420346263036e-22,7.565977585095816e-17,2.1876002040494983e-25,1.4553424775723169e-29
1.6331169771427068e-07,0.0027792097116130575,0.1557,0.0,0.003652346752684937,0.6397759794081007,0.20004225627990221,3.418039246950359e-14,6.314533122226727e-12,3.858871008788206e-11,9.488841517290419e-16,2.202079002161548e-10,1.223385333800406e-14,9.026953314866977e-05,8.932167070522161e-12,1.3548930610369518e-16,2.173830046607835e-14,0.0018576836566452197,1.4022798004702857e-14,5.783017984433859e-08,1.2917651840935313e-27,2.0906363508018783e-19,1.9508166595595165e-09,1.0675276763010429e-15,6.388778408481981e-33,8.006213707727521e-12,0.0025788544270519526,1.2604046724708795e-21,2.363154494441926e-13,2.742682395273192e-21,1.7191932300310542e-12,1.3582112079071393e-11,1.2860340597355816e-25,1.1473369036907071e-22,2.4996241805357573e-16,3.719828417838739e-21,1.6093711572916526e-14,4.2845150472445185e-18,3.53736487031529e-17,1.7009690849061096e-20,7.707079462035823e-24,2.1467623993323806e-22,2.132702818615354e-22,4.484906179200137e-22,7.729437997522116e-17,2.2601700227102644e-25,1.4861727142766982e-29
1.6406911534264418e-07,0.0027792097116130575,0.1557,0.0,0.003650617255226562,0.6397733222583583,0.20004316184544368,3.4854585136323305e-14,6.531143560773021e-12,3.932878450145435e-11,9.899051564426328e-16,2.2477481462801585e-10,1.2720195892828561e-14,9.022654032156479e-05,9.031602435837795e-12,1.39611210155458e-16,2.239275087384213e-14,0.0018567769738459393,1.423812067053564e-14,5.890506346690098e-08,1.311722706923936e-27,2.154318710177277e-19,1.9873972237579895e-09,1.089291600497727e-15,6.700505257640318e-33,8.168419230356284e-12,0.002581532488127052,1.3142745925069794e-21,2.4083649212025786e-13,2.798571360421489e-21,1.758079417727623e-12,1.3860520718641439e-11,1.3504985412229061e-25,1.2085132556074233e-22,2.550546926427734e-16,3.861894067104246e-21,1.6427043845746566e-14,4.3641385583616055e-18,3.603112940895258e-17,1.735621308196649e-20,8.009597886228074e-24,2.1904303756461224e-22,2.245479654991164e-22,4.576169429704366e-22,7.89614471719912e-17,2.3352419403359537e-25,1.5176431491920325e-29
1.6482653297101768e-07,0.0027792097116130575,0.1557,0.0,0.003648907408547885,0.6397706953054566,0.20004405709859524,3.55391302264545e-14,6.754223673651135e-12,4.008226419222774e-11,1.0326235411939613e-15,2.2943253390357944e-10,1.3225563999182541e-14,9.018403602667877e-05,9.13086089998819e-12,1.4383574777498738e-16,2.3063397710062292e-14,0.0018558805834361265,1.4455758415002638e-14,5.99991823685884e-08,1.3318981852494754e-27,2.219592755456219e-19,2.024629041079692e-09,1.1115092229055782e-15,7.026465717668777e-33,8.333834915276812e-12,0.002584180097605579,1.3703532370212343e-21,2.454403319619118e-13,2.8556240723467458e-21,1.7977622812841165e-12,1.4144449348933332e-11,1.4179465772835164e-25,1.2727371681692453e-22,2.602530897473566e-16,4.009246900101626e-21,1.676700758373245e-14,4.4451868290746845e-18,3.6700375650566024e-17,1.7709957072925312e-20,8.32384072502223e-24,2.234970924274841e-22,2.3638284539899585e-22,4.669259617702908e-22,8.066161631239391e-17,2.412907213724053e-25,1.5497679165126242e-29
1.6558395059939118e-07,0.0027792097116130575,0.1557,0.0,0.003647216988737793,0.6397680982057473,0.20004494215612315,3.62341397252314e-14,6.983931561850034e-12,4.0849386291716424e-11,1.0771061199654293e-15,2.341829287798338e-10,1.375069909325768e-14,9.014201469336524e-05,9.229914539089144e-12,1.481647216648147e-16,2.375052645213464e-14,0.0018549943683008096,1.4675728823139656e-14,6.111287179379568e-08,1.3522933470332608e-27,2.286486808182679e-19,2.0625233550152815e-09,1.1341908437000995e-15,7.367258840334025e-33,8.502528057449351e-12,0.0025867976017376225,1.4287269284490864e-21,2.5012848014921203e-13,2.9138666543605868e-21,1.8382576229726596e-12,1.4434012688365351e-11,1.4885037605012743e-25,1.3401489380419099e-22,2.6556000954039777e-16,4.162079550665755e-21,1.7113739816185622e-14,4.5276846945647754e-18,3.738159247325481e-17,1.8071086416745086e-20,8.650261975952111e-24,2.2803971051499136e-22,2.488003394154899e-22,4.764199780453805e-22,8.239553965927609e-17,2.493260602190032e-25,1.5825608758078198e-29
1.6634136822776468e-07,0.0027792097116130575,0.1557,0.0,0.003645545774430806,0.6397655306194898,0.2000458171334607,3.6939726506646766e-14,7.220428043986641e-12,4.163039204757515e-11,1.1234221828193759e-15,2.3902791209001357e-10,1.429637180270995e-14,9.010047081435275e-05,9.328735657633373e-12,1.525999494486132e-16,2.4454425029666567e-14,0.0018541182126519612,1.4898050246967752e-14,6.224647262511318e-08,1.3729099925154034e-27,2.355029442612249e-19,2.1010915941049103e-09,1.1573469995979325e-15,7.723506742666489e-33,8.674567508094952e-12,0.0025893853428314885,1.4894851706769072e-21,2.5490247579230627e-13,2.9733260778223537e-21,1.879581573850446e-12,1.4729328076002628e-11,1.5623006306253317e-25,1.410894748260928e-22,2.709779126901209e-16,4.320591530839462e-21,1.7467380670063724e-14,4.6116574021721464e-18,3.807498837502447e-17,1.8439768462749788e-20,8.989333382528152e-24,2.326728641297852e-22,2.618269197436372e-22,4.861028720440323e-22,8.416388317039833e-17,2.5764004979764514e-25,1.6160378249660705e-29
1.6709878585613817e-07,0.0027792097116130575,0.1557,0.0,0.003643893546777933,0.639762992210805,0.2000466821447234,3.765600437191961e-14,7.463876678329722e-12,4.242552689262059e-11,1.17164358249084e-15,2.4396943981329817e-10,1.486338295828468e-14,9.005939894501821e-05,9.427296840172077e-12,1.5714326398389862e-16,2.51753839036736e-14,0.0018532520020133893,1.5122741865193593e-14,6.340033147148207e-08,1.3937499997683387e-27,2.425249493503178e-19,2.1403453746830254e-09,1.1809884135726295e-15,8.095855590388646e-33,8.850023714554572e-12,0.002591943659298593,1.5527207597006143e-21,2.597638864607005e-13,3.0340301159797854e-21,1.921750601281414e-12,1.503051553792624e-11,1.6394722553285207e-25,1.4851268915642572e-22,2.765093212437058e-16,4.484989473890172e-21,1.782807344780257e-14,4.697130618432972e-18,3.878077535856847e-17,1.881617467887209e-20,9.34154513058395e-24,2.373990173429095e-22,2.7549015225233137e-22,4.959805534512609e-22,8.596732681544135e-17,2.66242909960641e-25,1.6502142117993516e-29
1.6785620348451167e-07,0.0027792097116130575,0.1557,0.0,0.0036422600894178456,0.6397604826476322,0.20004753730272393,3.838308809101159e-14,7.71444378568112e-12,4.323504051492726e-11,1.2218448237174181e-15,2.4900951215572293e-10,1.545256479866411e-14,9.00187937026675e-05,9.525571004322057e-12,1.617965137252642e-16,2.591369615705971e-14,0.0018523956232058033,1.5349823745245896e-14,6.457480075744774e-08,1.4148153304607197e-27,2.497176062322163e-19,2.180296503649811e-09,1.2051261844239689e-15,8.484975779465355e-33,9.02896876138458e-12,0.0025944728856978484,1.6185298981176011e-21,2.647143087230743e-13,3.096006878487733e-21,1.9647815166490023e-12,1.5337697855609803e-11,1.7201589283252936e-25,1.5630040012497218e-22,2.821568211355895e-16,4.655487386744749e-21,1.8195964707255928e-14,4.784130452122448e-18,3.94991689751009e-17,1.920048139467297e-20,9.707406586945945e-24,2.4221946062147866e-22,2.898187371697337e-22,5.0605527161775645e-22,8.780656490778155e-17,2.751452550648463e-25,1.685104632958444e-29
1.6861362111288517e-07,0.0027792097116130575,0.1557,0.0,0.0036406451884483963,0.6397580016016865,0.20004838271898656,3.912109344716484e-14,7.972298473292942e-12,4.4059186929011066e-11,1.2741031558255683e-15,2.541501746639348e-10,1.6064782427310144e-14,8.997864976582366e-05,9.623531455018255e-12,1.6656156392509416e-16,2.666965761003789e-14,0.0018515489643320404,1.5579316907700486e-14,6.577023881350593e-08,1.436108035841259e-27,2.570838534145861e-19,2.2209569812687403e-09,1.229771689448852e-15,8.891563271983625e-33,9.211476412760018e-12,0.0025969733527795354,1.6870123136624406e-21,2.697553686977207e-13,3.1592853845218233e-21,2.0086914832655934e-12,1.5651000636413432e-11,1.8045065996860058e-25,1.6446912907704728e-22,2.8792306416625083e-16,4.83230689979315e-21,1.8571204343847913e-14,4.872683444268714e-18,4.0230388392662866e-17,1.959286899543194e-20,1.0087447071284866e-23,2.4713615973305597e-22,3.0484255133157508e-22,5.163306120858321e-22,8.968230643079754e-17,2.8435810772602164e-25,1.720726199275748e-29
1.6937103874125867e-07,0.0027792097116130575,0.1557,0.0,0.003639048632398447,0.6397555487484132,0.20004921850376187,3.9870137284536246e-14,8.237612659988352e-12,4.489822454811429e-11,1.3284986689356137e-15,2.593935193637768e-10,1.6700934926214523e-14,8.993896187352457e-05,9.721151939314543e-12,1.7144029726778314e-16,2.7443566947297e-14,0.0018507119147624694,1.5811243393178857e-14,6.698700996768106e-08,1.4576302629758229e-27,2.6462665913540215e-19,2.262339004000378e-09,1.2549364625098847e-15,9.316340987030106e-33,9.397622155783145e-12,0.0025994453875286803,1.758271382020022e-21,2.748887226137484e-13,3.223895651909725e-21,2.053498024484078e-12,1.5970552385646794e-11,1.892666136069543e-25,1.7303608020807525e-22,2.9381076869401473e-16,5.015677534818472e-21,1.8953945675060437e-14,4.962816570606131e-18,4.097465645292425e-17,1.9993522168182634e-20,1.0482216638099256e-23,2.521520445768674e-22,3.2059269182228306e-22,5.268137648562262e-22,9.159527537799625e-17,2.938929193234512e-25,1.7570959564944137e-29
1.7012845636963217e-07,0.0027792097116130575,0.1557,0.0,0.003637470212200035,0.6397531237669476,0.2000500447660408,4.0630337559135537e-14,8.510561102622297e-12,4.575241625760622e-11,1.3851143931571536e-15,2.6474168593229466e-10,1.736195664703115e-14,8.989972482462888e-05,9.818406702186254e-12,1.7643461430841452e-16,2.8235725855346804e-14,0.0018498843651205518,1.6045626331598206e-14,6.822548463822403e-08,1.479384261194058e-27,2.723490221811657e-19,2.304454967362709e-09,1.2806324622493616e-15,9.760058625964962e-33,9.58748324511142e-12,0.002601889313207931,1.832414253984573e-21,2.801160573835336e-13,3.2898679495722157e-21,2.099219032016902e-12,1.6296484580780702e-11,1.9847940904539736e-25,1.8201916621625067e-22,2.9982272225876807e-16,5.205836987278035e-21,1.934434552721993e-14,5.0545572736368054e-18,4.173219971039554e-17,2.0402631074261438e-20,1.089228690775271e-23,2.572684013995212e-22,3.3710152108156555e-22,5.375070307936762e-22,9.35462111142747e-17,3.037615861296412e-25,1.794229186185996e-29
1.7088587399800567e-07,0.0027792097116130575,0.1557,0.0,0.003635909721160842,0.6397507263400722,0.20005086161356936,4.140181339314285e-14,8.791321424097954e-12,4.6622029489512605e-11,1.4440364014100521e-15,2.7019686290801174e-10,1.8048818959983734e-14,8.986093347712811e-05,9.915270543426262e-12,1.8154643526264317e-16,2.904643919259339e-14,0.001849066207268568,1.6282490013796995e-14,6.948603942737397e-08,1.5013723887519889e-27,2.8025397430396365e-19,2.34731746881388e-09,1.3068719936432051e-15,1.0223494146678644e-32,9.781138749133417e-12,0.002604305449399941,1.9095519872068684e-21,2.85439091186494e-13,3.3572334791122325e-21,2.1458727744688184e-12,1.6628931748135445e-11,2.0810535663257206e-25,1.9143703494684038e-22,3.0596178417768697e-16,5.4030313998139995e-21,1.9742564324674422e-14,5.147933450497993e-18,4.2503248505866736e-17,2.0820390304402902e-20,1.1318251942794732e-23,2.624870534640259e-22,3.5440271382945284e-22,5.484132362001777e-22,9.553586872769784e-17,3.1397646320292158e-25,1.8321443291746333e-29
1.7164329162637916e-07,0.0027792097116130575,0.1557,0.0,0.0036343669549369867,0.6397483561541742,0.20005166915286202,4.218468513264329e-14,9.080074143150775e-12,4.7507336298188206e-11,1.5053539166369432e-15,2.757612889266513e-10,1.8762531496276787e-14,8.982258274746771e-05,1.0011718874570644e-11,1.8677770111911643e-16,2.9876015174979584e-14,0.0018482573342935053,1.6521859965665462e-14,7.076905721639745e-08,1.5235971197579734e-27,2.883445824353104e-19,2.390939310673315e-09,1.3336674657255857e-15,1.0707455906624478e-32,9.97866959705298e-12,0.002606694112049279,1.9897996828628054e-21,2.9085957406423587e-13,3.42602473189497e-21,2.1934779060893115e-12,1.696803154117121e-11,2.181613034724941e-25,2.013090970690462e-22,3.122308860399289e-16,5.6075156561469336e-21,2.0148766181539177e-14,5.242973446617141e-18,4.3288037031184776e-17,2.1246998838047946e-20,1.1760729126267435e-23,2.6781155255828306e-22,3.7253130560010334e-22,5.595412473115381e-22,9.756501939316462e-17,3.2455038869540843e-25,1.8708604356648704e-29
1.7240070925475266e-07,0.0027792097116130575,0.1557,0.0,0.003632841711506131,0.6397460128992056,0.200052467489216,4.2979074409020466e-14,9.377002706041957e-12,4.8408613437146243e-11,1.569159422286607e-15,2.814372539916472e-10,1.9504143472421067e-14,8.978466760987693e-05,1.010772777636193e-11,1.9213037402182955e-16,3.072476556744476e-14,0.001847457640493102,1.676376302460513e-14,7.207492726177994e-08,1.5460610513054185e-27,2.9662394959694537e-19,2.435333503070254e-09,1.3610317557754099e-15,1.1212781913238095e-32,1.0180158627332203e-11,0.0026090556135038474,2.0732766272786914e-21,2.9637928852769607e-13,3.496274340010024e-21,2.242053475750409e-12,1.731392482101005e-11,2.2866470312636864e-25,2.1165555463587375e-22,3.186330342667593e-16,5.8195536984789294e-21,2.0563118995959694e-14,5.3397061001249535e-18,4.40868033607551e-17,2.1682661850108363e-20,1.2220360094423257e-23,2.7324324374340144e-22,3.915237428367991e-22,5.7089372009733295e-22,9.963445076683647e-17,3.3549670327649053e-25,1.9103934120877133e-29
1.7315812688312616e-07,0.0027792097116130575,0.1557,0.0,0.003631333791140879,0.6397436962686417,0.2000532567267248,4.3785104204098587e-14,9.682293520412428e-12,4.932614243705862e-11,1.6355487767229161e-15,2.872271007902292e-10,2.0274745816459345e-14,8.974718309570492e-05,1.0203274057196613e-11,1.9760643976550375e-16,3.159300591750532e-14,0.0018466670213620549,1.700822741828703e-14,7.34040452924241e-08,1.5687669108104534e-27,3.0509521811118906e-19,2.480513266908759e-09,1.3889781987495039e-15,1.1740341215861055e-32,1.0385690638012695e-11,0.002611390262555839,2.1601064387692235e-21,3.020000501763868e-13,3.568015807412605e-21,2.2916189361567052e-12,1.7666755739921016e-11,2.3963377781405022e-25,2.2249743075773857e-22,3.251713135371301e-16,6.0394188267937174e-21,2.0985794546945997e-14,5.438160729906667e-18,4.489978952904381e-17,2.212758945154002e-20,1.269781173482489e-23,2.7878357261621766e-22,4.114179351068614e-22,5.824719655684968e-22,1.0174496736662286e-16,3.4682926315618556e-25,1.9507629239023563e-29
1.7391554451149966e-07,0.0027792097116130575,0.1557,0.0,0.0036298429963824972,0.6397414059594416,0.2000540369682917,4.4602898919007477e-14,9.996135991567365e-12,5.026020968494076e-11,1.7046213331197635e-15,2.9313322603567644e-10,2.1075472599520058e-14,8.9710124292764e-05,1.0298335310988577e-11,2.0320790966027935e-16,3.2481055811156674e-14,0.0018458853735783768,1.7255282845912267e-14,7.475681360816814e-08,1.5917175636220763e-27,3.1376157306519114e-19,2.5264920368732974e-09,1.4175201527880801e-15,1.2291037418462206e-32,1.0595352437950499e-11,0.0026136983644822116,2.2504172201850363e-21,3.077237083296224e-13,3.641284354726155e-21,2.3421941532943156e-12,1.8026671826446608e-11,2.5108734569563993e-25,2.3385660053352477e-22,3.318488871665955e-16,6.26739401832195e-21,2.14169685940304e-14,5.5383671136818496e-18,4.572724160864418e-17,2.2581996066446543e-20,1.319377717394834e-23,2.8443690047913763e-22,4.32253309241942e-22,5.942869498151496e-22,1.0389739095891232e-16,3.585624687347295e-25,1.991990601959635e-29
1.7467296213987316e-07,0.0027792097116130575,0.1557,0.0,0.0036283691320149226,0.6397391416720069,0.20005480831564318,4.5432584447051234e-14,1.0318722561326073e-11,5.12111065045353e-11,1.7764800629848434e-15,2.991580818438961e-10,2.190750228736631e-14,8.967348634468217e-05,1.039288997490188e-11,2.0893682061805667e-16,3.338923912483807e-14,0.001845112594989911,1.7504960561745775e-14,7.613364117951691e-08,1.614916020832057e-27,3.2262624312961534e-19,2.573283464464805e-09,1.4466714640193881e-15,1.2865807117680908e-32,1.0809232899356702e-11,0.0026159802210847173,2.3443417171540816e-21,3.135521466705277e-13,3.71611523078198e-21,2.3937994161246847e-12,1.8393824072718438e-11,2.6304484978010752e-25,2.4575582293120017e-22,3.3866899930925867e-16,6.503772286974314e-21,2.1856820979697812e-14,5.6403555483715045e-18,4.656940973030295e-17,2.3046103137927546e-20,1.3708976819583554e-23,2.902048018318658e-22,4.540708651018415e-22,6.063423656449291e-22,1.0609256099020488e-16,3.7071128919576165e-25,2.034092953354091e-29
