Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357)
3.094233223892443e-10,0.0027792097116130575,0.1557,0.0,0.007540228232785254,0.6422868005925444,0.2014681562484908,6.90795827878471e-26,4.449284844822255e-27,5.162078994763077e-18,5.274345341679898e-32,1.3787286769340949e-18,1.9384563768481964e-26,0.00018788558065889187,9.450401391063364e-20,6.642555469402104e-29,3.2025073641875147e-27,0.00043184374994850326,7.865256429268133e-24,1.5603418539783991e-12,9.062275094083958e-37,1.1236850638526912e-32,3.7077130985062526e-16,-2.5929037374261838e-21,2.2237394376501476e-49,6.776703447192828e-20,1.9256616348844795e-05,3.500532014130136e-38,3.1016202362152635e-21,3.143530801763484e-28,1.3964858019503803e-23,9.360091045170397e-20,7.475076548570633e-43,9.821466109892982e-43,3.022623894338878e-23,9.187693754610016e-33,7.828803779478789e-22,1.130536231287603e-22,9.200466098933463e-22,5.059264331057343e-27,9.035431768122665e-34,2.0596670784830007e-29,3.7078788873074874e-42,4.132559170254593e-29,4.127663160460236e-25,5.124021731315567e-35,7.036593989244279e-37
3.1095023507864467e-10,0.0027792097116130575,0.1557,0.0,0.007538238029885305,0.6422867281255638,0.20146621917595087,7.036698750323129e-26,4.7056750480207355e-27,5.2438086924427074e-18,5.656255261777122e-32,1.4205159765414092e-18,1.964874854796619e-26,0.00018784690743366258,9.736304246645022e-20,6.75624399638808e-29,3.390378082238756e-27,0.0004337808224727523,7.988496288009462e-24,1.5760376765199045e-12,9.204565056445492e-37,1.153205425485328e-32,3.7660721585363376e-16,7.17543673575874e-21,2.2289085788354865e-49,6.982060093183292e-20,1.9348419934081186e-05,3.7496790664757053e-38,3.1682913678110107e-21,3.2121483967124945e-28,1.4509510821344605e-23,9.646156006666997e-20,7.723780562261601e-43,1.0577023064771938e-42,2.802467543908768e-23,9.42884955535169e-33,7.830408871555913e-22,1.142169000147464e-22,9.29488382254456e-22,-1.8914140842324196e-27,7.715819117034067e-34,2.0486678011390502e-29,3.993076465720764e-42,4.1234318361247234e-29,4.134002575766074e-25,5.165257634626783e-35,7.037938374451423e-37
3.1247714776804504e-10,0.0027792097116130575,0.1557,0.0,0.007536249878884857,0.6422866558510933,0.20146428379598783,7.24061069457694e-26,4.9687711566962025e-27,5.326341135605513e-18,6.048288826622947e-32,1.4092385426378241e-18,2.0484242922978688e-26,0.00018780790058359046,9.660579380155427e-20,6.932606637366279e-29,3.581058056916281e-27,0.00043571620241996794,8.294054460614478e-24,1.5918011182919406e-12,9.553969257134769e-37,1.1827328842198022e-32,3.8258522871282586e-16,-8.04861284277265e-21,2.4589665656713326e-49,6.926482815563981e-20,1.94401978215994e-05,4.010909271110209e-38,3.2359534554969208e-21,3.3672214193453462e-28,1.505990919192869e-23,9.569800769579925e-20,7.965656118562286e-43,1.1357964441040265e-42,3.391345723543124e-23,9.674674156500083e-33,7.832127878572457e-22,1.1538510052791764e-22,9.38971230353656e-22,9.08734928719527e-27,1.0341043731629822e-33,2.084419050314149e-29,4.287857666517354e-42,4.174955990526592e-29,4.140377119209424e-25,5.206493353801754e-35,7.039428682663187e-37
3.140040604574454e-10,0.0027792097116130575,0.1557,0.0,0.007534263765568879,0.6422865837628021,0.201462350107023,7.329637937996087e-26,5.237825441468955e-27,5.409679311653328e-18,6.450333667104274e-32,1.4854881507275158e-18,2.0405609579386394e-26,0.00018776857271958966,1.0181384829771748e-19,7.006332802775584e-29,3.7737549457022706e-27,0.00043764989136893827,8.309430673470646e-24,1.607630255544307e-12,9.57314799183052e-37,1.2126191519067375e-32,3.8848388492584436e-16,1.6327330095068438e-20,2.3255911393996297e-49,7.301294744256945e-20,1.95319500367983e-05,4.2843626380862575e-38,3.3046472410619327e-21,3.3158108062749175e-28,1.5622923794770757e-23,1.0091292050810541e-19,8.224618091896927e-43,1.2163921346530895e-42,2.6341530258638438e-23,9.925824227269645e-33,7.833798081773397e-22,1.165582000698256e-22,9.484950518705566e-22,-8.380077386291991e-27,6.406257452613213e-34,2.0415331488665133e-29,4.59207396949549e-42,4.121388627878683e-29,4.146749372967102e-25,5.247728781180415e-35,7.040796446817136e-37
3.1553097314684576e-10,0.0027792097116130575,0.1557,0.0,0.007532279676155476,0.6422865118545737,0.20146041810748277,7.618080977936841e-26,5.5143303182627116e-27,5.493826234733829e-18,6.862260899534294e-32,1.4170647901111332e-18,2.1870516711907183e-26,0.00018772893602460994,9.716231664631197e-20,7.26518040033271e-29,3.9699019810252426e-27,0.0004395818908932711,8.815934270288814e-24,1.6235279492860487e-12,1.015190547718096e-36,1.2428834790216226e-32,3.9466663995900125e-16,-2.3494888413484473e-20,2.8193779023469745e-49,6.964713246010861e-20,1.962367660490449e-05,4.570161336345319e-38,3.3743287367545312e-21,3.6364655021636545e-28,1.6187487947424416e-23,9.624655712633155e-20,8.470312142979236e-43,1.299422716279194e-42,4.092983601138211e-23,1.018139318422998e-32,7.8356721734264625e-22,1.1773622000562708e-22,9.580598205444209e-22,2.0327630325261864e-26,1.335020017838177e-33,2.1283157424737906e-29,4.905489906711735e-42,4.242529219132233e-29,4.153173675110394e-25,5.288964486953549e-35,7.042503958399057e-37
3.1705788583624613e-10,0.0027792097116130575,0.1557,0.0,0.007530297597281379,0.6422864401204977,0.20145848779579814,7.576125969805941e-26,5.796127818451048e-27,5.578784853549648e-18,7.284357334537572e-32,1.5953902412204763e-18,2.0729408466313293e-26,0.00018768900226799615,1.0932744262736618e-19,7.20760767752527e-29,4.167306053615404e-27,0.000441512202562009,8.495327124825112e-24,1.639489068310695e-12,9.787013269564124e-37,1.2745653017062252e-32,4.005257508396171e-16,4.309719999866366e-20,2.264069759081684e-49,7.841451995221377e-20,1.9715377550977505e-05,4.868551816149367e-38,3.445097725578034e-21,3.2392542768103783e-28,1.677359471992623e-23,1.0843368992489435e-19,8.767768436001996e-43,1.3850982137532418e-42,1.785469712192598e-23,1.0443081129506625e-32,7.837291266483863e-22,1.1891910417760165e-22,9.676653804058105e-22,-2.7590884308635537e-26,1.8650550243683154e-34,1.9936676800316739e-29,5.2288707018891884e-42,4.062302414718089e-29,4.159545345180338e-25,5.330200091755202e-35,7.043759427310098e-37
3.1843210725670647e-10,0.0027792097116130575,0.1557,0.0,0.007528515434587082,0.6422863757040072,0.2014567519571057,7.267839285960476e-26,6.0728156710730484e-27,5.655943970469536e-18,7.6774960512647e-32,1.9308642209260606e-18,1.7698342386531752e-26,0.00018765281730464466,1.3220373991362218e-19,8.86368229824317e-29,4.3643210893421065e-27,0.0004432480412401604,7.547963814958139e-24,1.6539088458598864e-12,8.693100098898046e-37,1.3351720920043302e-32,4.057546972767255e-16,1.934555855009575e-21,3.326332136306987e-49,9.490927916846709e-20,1.979788651618594e-05,5.149528722552667e-38,3.509826241058087e-21,-2.2956795270721867e-28,1.7379927970142528e-23,1.313484573313834e-19,9.337530391605196e-43,1.4659141999831333e-42,-2.217877835585357e-23,1.0644993957755344e-32,7.837380674257983e-22,1.1998781459799517e-22,9.763449220256365e-22,-1.8769764360666872e-28,-1.7845813366893402e-33,1.6608505339961e-29,5.533903942127624e-42,3.387460444844281e-29,4.164768388761922e-25,5.367310148497304e-35,7.044452983468333e-37
3.198063286771668e-10,0.0027792097116130575,0.1557,0.0,0.00752673488075181,0.6422863114199241,0.20145501748317235,7.147826423305704e-26,6.399557086216212e-27,5.733764996066351e-18,8.097165988058065e-32,2.1340304370359977e-18,1.6155427549954904e-26,0.00018761640895695328,1.4606189813902048e-19,1.0665129666909992e-28,4.6071556384431214e-27,0.0004449825151591518,7.085725305533217e-24,1.6683839753629662e-12,8.157616998222246e-37,1.4611670375396704e-32,4.1113901142099644e-16,9.185223370789828e-22,3.694899026349333e-49,1.0489795888901449e-19,1.9880374765757885e-05,5.447206234119809e-38,3.575552311179058e-21,-3.7390799034120608e-28,1.8090776045387752e-23,1.4521885307551147e-19,1.0444397817368979e-42,1.5538532695371006e-42,-3.544089147600006e-23,1.0868977366049208e-32,7.835897466356822e-22,1.2106045485122706e-22,9.850570334027308e-22,4.405127402829349e-27,-1.9798659817838894e-33,1.5445236781071992e-29,5.865832401092748e-42,3.063197795576738e-29,4.16925673229118e-25,5.404415827265186e-35,7.044857128337317e-37
3.2118055009762716e-10,0.0027792097116130575,0.1557,0.0,0.007524955926848043,0.6422862472643431,0.20145328437286392,8.083473389053207e-26,6.740599481629227e-27,5.812250327246463e-18,8.549798171123869e-32,1.6018551549809238e-18,2.2709980992915675e-26,0.00018757978500044437,1.0980122275226808e-19,8.670981402561988e-29,4.859731155115853e-27,0.0004467156254527924,9.233285560779503e-24,1.682921885091265e-12,1.0610054285899954e-36,1.5602083347643498e-32,4.17406540055758e-16,-1.385036529849878e-20,2.3265157373254552e-49,7.872814287315133e-20,1.9962842317634366e-05,5.764281341333159e-38,3.641967490880827e-21,5.625665700326602e-28,1.8769977112383147e-23,1.0886691793214257e-19,1.1083821791197158e-42,1.6494548140709912e-42,5.729280498355355e-23,1.1174663998350241e-32,7.835895921144064e-22,1.221371772048203e-22,9.938023747368088e-22,1.8379562488524762e-26,3.1398647871202806e-33,2.2568244077320427e-29,6.226702868113683e-42,4.3769984447590275e-29,4.1741283747643005e-25,5.441517997658246e-35,7.045998576597856e-37
3.225547715180875e-10,0.0027792097116130575,0.1557,0.0,0.007523178564189324,0.6422861832334779,0.20145155262504935,9.271444280674194e-26,7.007093819647432e-27,5.8914024193552185e-18,9.013865297039998e-32,9.146207743822589e-19,3.102752207492313e-26,0.00018754295297256128,6.297187284223614e-20,4.7477652851580037e-29,5.0340324057671886e-27,0.0004484473732524924,1.195431584852749e-23,1.6975152738924905e-12,1.376122184123449e-36,1.496839167476565e-32,4.2386551098690684e-16,1.2003393668327922e-21,2.0921099060722746e-49,4.493403695476104e-20,2.0045289189658886e-05,6.094262662741946e-38,3.708847685927471e-21,1.6294592436670732e-27,1.9240866815771913e-23,6.194398704831591e-20,1.0238674468086275e-42,1.7457332271023462e-42,1.5265839710867134e-22,1.1488957456215071e-32,7.840616676321185e-22,1.2321799350479937e-22,1.002581753739113e-21,3.632257413278849e-27,7.386274851608894e-33,3.0128483705942104e-29,6.590122417181803e-42,6.041762246085058e-29,4.180980007075285e-25,5.478619629741045e-35,7.047611957357766e-37
3.2392899293854784e-10,0.0027792097116130575,0.1557,0.0,0.007521402784322791,0.6422861193236568,0.20144982223860025,9.757751958303874e-26,7.174296192701837e-27,5.971223400663562e-18,9.441584938510771e-32,7.303215904786112e-19,3.3795412922380876e-26,0.00018750592018008374,5.042175393668283e-20,3.3334592522271955e-29,5.107032463387534e-27,0.00045017775968685385,1.2883359069310092e-23,1.7121559674996882e-12,1.4829146090718715e-36,1.286442213517978e-32,4.2982524217829907e-16,1.711632735820851e-21,1.80908262960278e-49,3.587081259059025e-20,2.0127715399579988e-05,6.421303300370912e-38,3.776309878434994e-21,1.670465539405039e-27,1.9516039675807936e-23,4.938996284264877e-20,8.310031760041912e-43,1.8303719523928363e-42,1.56402852469994e-22,1.1765712988113761e-32,7.848793488086226e-22,1.2430276959001268e-22,1.0113948452838718e-21,1.9067238806424173e-27,6.1552435620322634e-33,3.0475726418182797e-29,6.9095882109093e-42,6.187534892945758e-29,4.189539354369846e-25,5.515724400970395e-35,7.0500306744013476e-37
3.251657922169621e-10,0.0027792097116130575,0.1557,0.0,0.007519805928926488,0.6422860619053669,0.2014482660538332,9.729400892289827e-26,7.305131626282296e-27,6.043635705596164e-18,9.769610964414344e-32,8.929462581085414e-19,3.266975298156123e-26,0.00018747242487195454,6.15161666681642e-20,4.46393836184436e-29,5.152366548010095e-27,0.0004517339444406942,1.2553253201642906e-23,1.7253742119522981e-12,1.444803992869543e-36,1.1251210468616464e-32,4.3486413067323774e-16,1.3057549163214731e-21,2.159246992302722e-49,4.3866785940389863e-20,2.020188133700522e-05,6.703597130377188e-38,3.837775846206404e-21,1.2088286493002609e-27,1.974687473375844e-23,6.052642019187362e-20,7.08818885670086e-43,1.8919691734843676e-42,1.131374201236124e-22,1.1986836070067748e-32,7.855395642626354e-22,1.2528236259976967e-22,1.0193544478701468e-21,3.322765714572156e-27,3.1654401521381215e-33,2.7086588764242866e-29,7.142078240062114e-42,5.445833533879762e-29,4.197046127833909e-25,5.54912638554152e-35,7.053585309346389e-37
