Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),SX(53),CH3OX(46),CHOX2(61),CHO3X(93),CH2O3(187),CH2OX2(52),CHX(32),SX(489),SX(504),C2HOX(502),C2H4O(540),CH2X(63),SX(57),SX(394),CH2O2X(54),CH3X(55)
3.5023447754815905e-10,0.002724645380668153,0.0915567593028733,0.0,0.007173100090498344,0.451463428079022,3.843243150104301e-18,0.45655704693372295,3.333490912311634e-17,2.0044395891381778e-22,1.0583871775141951e-17,9.336351340159221e-23,2.9072551820333356e-36,0.00015840038539547636,1.2201529813632224e-16,4.335620690701191e-20,1.1501076517694846e-17,1.1952234122980562e-16,1.9579179944663333e-11,4.351891249026563e-17,1.9003981799528604e-22,2.0471030674882062e-19,9.837764461503172e-21,1.0481039923570537e-25,3.2608441184802355e-33,3.6211147714617134e-24,0.000343565387725765,8.438049166444625e-11,5.474439169089605e-25,1.4402529011594118e-21,6.503655622443357e-26,2.830584138922741e-25,3.969743031885428e-31,1.9941679202840827e-28,1.736121321143605e-25,1.5053959310516992e-29,-3.0963152041041915e-39,5.456115228418731e-39,6.738747705834191e-39,3.3275140116200773e-39,9.530508645412363e-30,3.6547764736796643e-44,2.5382205307746935e-32,2.3915025231499888e-24,3.357280843815491e-28
3.5145467116042256e-10,0.002724645380668153,0.0915567593028733,0.0,0.007170967787820851,0.4514634453550628,3.8823969345023475e-18,0.45655596350617134,3.3520822621933626e-17,2.022603249090638e-22,1.0632485831897122e-17,9.465209676659653e-23,2.9643651686567846e-36,0.0001583658327541069,1.2283717253575555e-16,4.3349599015791656e-20,1.1521232159016429e-17,1.2031125937925696e-16,1.9643313179877092e-11,4.371868510653876e-17,3.5976615335332434e-22,2.0467904251017354e-19,9.926978084712677e-21,1.1157645302938834e-25,3.2759552634774345e-33,3.671092483823566e-24,0.000344648815213189,8.466037159431762e-11,5.508583768742114e-25,1.452562735269894e-21,6.591511953758857e-26,2.8427692684874897e-25,3.9770187472435955e-31,1.9952334876805798e-28,1.743332359766653e-25,1.5185900218939503e-29,-4.5761912528969624e-39,1.2025284583754077e-39,1.2399185099230065e-38,3.642363037795607e-39,9.615968829736282e-30,3.6364458365824104e-44,2.558159650310981e-32,2.4024839652461626e-24,3.4026785046367615e-28
3.5267486477268606e-10,0.002724645380668153,0.0915567593028733,0.0,0.007168837015101929,0.45146346274891663,3.921808581856514e-18,0.45655488072578615,3.370684846535811e-17,2.0408445593519821e-22,1.0681085400797057e-17,9.595141783420988e-23,3.0206999691515755e-36,0.00015833104448697395,1.2366163374799994e-16,4.334293204255643e-20,1.1541198829652642e-17,1.2110250418497712e-16,1.9707421745405353e-11,4.391838292937225e-17,2.855351390449894e-22,2.0464756299260646e-19,1.0016587440153631e-20,1.0554285663152842e-25,3.291056056343361e-33,3.721486654777932e-24,0.0003457315955342629,8.494016835425872e-11,5.542811071308698e-25,1.4649216186475218e-21,6.680138980948288e-26,2.8549404807446627e-25,3.984305791737598e-31,1.9963007773573597e-28,1.7505313030374517e-25,1.531840757567864e-29,8.896851494806571e-39,-8.50951252518753e-39,9.071710376256583e-39,3.421155962178238e-39,9.701782498181666e-30,3.802277954795499e-44,2.5780975688738795e-32,2.4134613412875897e-24,3.448522283358205e-28
3.5389505838494956e-10,0.002724645380668153,0.0915567593028733,0.0,0.007166707765409415,0.45146348025777455,3.9614788501250634e-18,0.4565537985919099,3.3892984989157753e-17,2.0591634127184267e-22,1.0729658220567657e-17,9.725223344074402e-23,3.069569092576122e-36,0.00015829602621151908,1.24488680227502e-16,4.3336231036271426e-20,1.1560977665734616e-17,1.2189607332835053e-16,1.977150565733417e-11,4.411800547130763e-17,9.813847317601752e-23,2.0461587313593902e-19,1.0106584160530829e-20,1.0420039519332666e-25,3.30614638901492e-33,3.771938783928422e-24,0.00034681372934634776,8.521988200390444e-11,5.577121853730346e-25,1.4773294716735946e-21,6.76953949761887e-26,2.8671032314735538e-25,3.991604051586171e-31,1.9973697899122646e-28,1.7577180399678087e-25,1.545148083736466e-29,-1.838526157964806e-39,6.68952408729783e-39,4.827579199856953e-39,3.433905025556446e-39,9.787949048394803e-30,3.855167678642862e-44,2.598034303009575e-32,2.424434575854276e-24,3.4947876140901623e-28
3.5511525199721306e-10,0.002724645380668153,0.0915567593028733,0.0,0.0071645800319377565,0.45146349787888895,4.001408496504478e-18,0.45655271710388795,3.4079230557765416e-17,2.0775597020726496e-22,1.0778215410621583e-17,9.857462994540079e-23,3.128953794282095e-36,0.00015826078342355958,1.2531831043007103e-16,4.332949289591724e-20,1.1580569815317392e-17,1.2269196449346405e-16,1.9835564930973188e-11,4.4317552256744086e-17,3.802247214400962e-22,2.045839778110424e-19,1.0196936717628032e-20,1.1773535957718116e-25,3.3212261216920386e-33,3.823227929875925e-24,0.00034789521730431113,8.549951260261976e-11,5.611514335910643e-25,1.4897862145572578e-21,6.859716585681479e-26,2.879253926955662e-25,3.998913507191647e-31,1.998440525954874e-28,1.7648924992686915e-25,1.5585119461132513e-29,-1.0509228913222437e-38,5.8528868518067795e-39,1.4054271500105113e-38,3.979787282840231e-39,9.87446787836765e-30,3.731267847714852e-44,2.617969869213087e-32,2.4354036877696884e-24,3.5413728740640775e-28
3.5633544560947656e-10,0.002724645380668153,0.0915567593028733,0.0,0.007162453808005307,0.45146351560957115,4.041598277430343e-18,0.45655163626106765,3.426558355690452e-17,2.0960333204721107e-22,1.0826765112851979e-17,9.991446864617747e-23,3.1927077446073286e-36,0.0001582253214999139,1.261505228134655e-16,4.3322700849110164e-20,1.1599976431007723e-17,1.2349017536709337e-16,1.9899599582909417e-11,4.451702282227311e-17,4.118954957173855e-22,2.0455188176648388e-19,1.0287684197520593e-20,1.1088475875467785e-25,3.336295560288841e-33,3.8751935710313444e-24,0.00034897606006056674,8.577906020950483e-11,5.6459888446954755e-25,1.5022917648746832e-21,6.950672835797111e-26,2.891389289437287e-25,4.0062341776231495e-31,1.9995129861092323e-28,1.7720549589908311e-25,1.5719322901339822e-29,1.279669838538823e-38,-1.4693313514279847e-38,1.1796914447881692e-38,3.693888931634229e-39,9.961338387572104e-30,3.945813195115728e-44,2.6379042839291496e-32,2.446368684575388e-24,3.5884112857023163e-28
3.5755563922174006e-10,0.002724645380668153,0.0915567593028733,0.0,0.007160329087051677,0.45146353344719115,4.082048948578238e-18,0.45655055606279904,3.4452042372670516e-17,2.1145841611237607e-22,1.0875282801146531e-17,1.0124553646311003e-22,3.2391009119419506e-36,0.0001581896457009708,1.2698531583696421e-16,4.331586604215104e-20,1.1619198649022694e-17,1.24290703638686e-16,1.9963609629547355e-11,4.4716416715998706e-17,-4.225852183500139e-23,2.045195896059547e-19,1.0378836888132357e-20,1.0011322914484414e-25,3.3513546606842295e-33,3.926819021004219e-24,0.000350056258265115,8.605852488339968e-11,5.680546590077958e-25,1.5148460427709372e-21,7.042410818553147e-26,2.903516848626334e-25,4.013565992594527e-31,2.0005871710209487e-28,1.779205301618614e-25,1.5854090611216658e-29,2.8733939383068953e-39,6.005570948925935e-39,1.4899193881051656e-39,3.452480705311548e-39,1.0048559976373284e-29,4.1223907990796455e-44,2.6578375635530137e-32,2.4573294436666314e-24,3.635940320722278e-28
3.5877583283400356e-10,0.002724645380668153,0.0915567593028733,0.0,0.00715820586263514,0.45146355138917565,4.1227612648646225e-18,0.45654947650843464,3.463860540516313e-17,2.1332121173071153e-22,1.0923777748909069e-17,1.0259776586127951e-22,3.297196874451196e-36,0.00015815376117320554,1.278226879608412e-16,4.3308999951990526e-20,1.1638237602889106e-17,1.2509354700034776e-16,2.0027595085307016e-11,4.491573349676099e-17,3.1841846205635506e-22,2.044871058982374e-19,1.0470325196769937e-20,1.2344508031835218e-25,3.366403019007858e-33,3.9792652241742086e-24,0.00035113581256558126,8.63379066828891e-11,5.715185364957311e-25,1.5274489700551556e-21,7.134933843451662e-26,2.9156332493974277e-25,4.020908886660266e-31,2.0016630813514363e-28,1.7863433249803743e-25,1.598942204543714e-29,-2.0546898701351327e-38,1.5322008784468352e-38,1.4997457599277902e-38,4.345443998888545e-39,1.0136132045203355e-29,3.813208729238204e-44,2.677769724431296e-32,2.468285978346929e-24,3.6837317462681583e-28
3.5999602644626706e-10,0.002724645380668153,0.0915567593028733,0.0,0.007156084128430097,0.45146356943300714,4.1637359804477094e-18,0.45654839759732896,3.482527107990962e-17,2.1519170824890234e-22,1.0972278523303931e-17,1.0398378598726707e-22,3.3738413551196636e-36,0.00015811767295164,1.2866263764746413e-16,4.330209123690377e-20,1.1657094434923414e-17,1.258987031468309e-16,2.009155596644582e-11,4.511497273500132e-17,6.873408058293681e-22,2.0445443512004103e-19,1.0562194349260891e-20,1.2206203852158247e-25,3.381441086767429e-33,4.03302200761602e-24,0.0003522147236072548,8.661720566630707e-11,5.749905432127928e-25,1.5401004630230367e-21,7.228244553862736e-26,2.927732439847722e-25,4.028262866156809e-31,2.0027407177736133e-28,1.7934694458671078e-25,1.612531665563127e-29,1.5669065592826474e-38,-2.2742941394270485e-38,1.731555835948932e-38,4.10284234501974e-39,1.0224053996176414e-29,4.0114440214798453e-44,2.6977007828628093e-32,2.479238379748847e-24,3.731939167254185e-28
3.6121622005853056e-10,0.002724645380668153,0.0915567593028733,0.0,0.007153963878224593,0.4514635875762226,4.204973848728343e-18,0.45654731932883924,3.501203783211232e-17,2.170698950317598e-22,1.1020745088537608e-17,1.0534734647246575e-22,3.4184877733686377e-36,0.0001580813859622497,1.2950516336109475e-16,4.3295136992557885e-20,1.1675770280471196e-17,1.26706169775517e-16,2.0155492290396227e-11,4.5314134012332377e-17,-1.9047261380444144e-22,2.0442158154630437e-19,1.0654506718558788e-20,9.154693689963921e-26,3.396469098587067e-33,4.085907674878929e-24,0.0003532929920331248,8.689642189174132e-11,5.784708592192394e-25,1.5528004403325505e-21,7.322345039620741e-26,2.9398243602511132e-25,4.03562790689782e-31,2.0038200809774358e-28,1.800583586488118e-25,1.6261773891743077e-29,1.448105231172207e-38,1.7165872749707097e-40,-3.439607960947307e-39,3.33719563725624e-39,1.0312325232584079e-29,4.497228320187762e-44,2.717630755099339e-32,2.4901864649720914e-24,3.780773276179894e-28
3.6243641367079406e-10,0.002724645380668153,0.0915567593028733,0.0,0.007151845105917887,0.4514636058164124,4.246475622350862e-18,0.45654624170232444,3.5198904103079607e-17,2.1895576144924146e-22,1.1069169377188225e-17,1.0672001324974498e-22,3.466353277834833e-36,0.0001580449050243228,1.3035026356637662e-16,4.3288149616332855e-20,1.1694266264367733e-17,1.2751594458640401e-16,2.0219404070545485e-11,4.551321691978202e-17,3.3280499688328944e-23,2.0438854944450655e-19,1.0747136528679778e-20,1.2441144306533396e-25,3.411486182374634e-33,4.1391465252283085e-24,0.00035437061848391774,8.717555541703787e-11,5.819592085406486e-25,1.5655488270009776e-21,7.41723888296329e-26,2.951906730961193e-25,4.043003939572504e-31,2.0049011716704615e-28,1.8076853256250311e-25,1.639879320638989e-29,-3.5707309931691405e-38,3.2416657915217137e-38,1.3496237303548787e-38,4.6807432823436736e-39,1.0400945157353905e-29,3.933092143147159e-44,2.737559657346411e-32,2.5011301796555446e-24,3.8298189849595823e-28
3.6487680089532106e-10,0.002724645380668153,0.0915567593028733,0.0,0.0071476119711398915,0.4514636425783365,4.330273892421579e-18,0.4565440883726686,3.5572929065688225e-17,2.2275049078135147e-22,1.1165760337852494e-17,1.0921044858629998e-22,3.299711497091698e-36,0.00015797138006022995,1.3204818132219429e-16,4.3274062522774836e-20,1.1730723162994807e-17,1.2914240956778417e-16,2.034715406685966e-11,4.5911146044715787e-17,2.1225743587987116e-22,2.0432196626955547e-19,1.0933902228402626e-20,1.1778230564345325e-25,3.441460175718901e-33,4.235737847925897e-24,0.0003565239480120745,8.77335745974184e-11,5.889602713062273e-25,1.591190220550003e-21,7.60939588656448e-26,2.9760268943459725e-25,4.057788895484403e-31,2.0070685384125442e-28,1.821853175768333e-25,1.6674515866778757e-29,2.1874028960733502e-39,1.770451344303954e-38,-2.5580271451906054e-38,2.0752186412425903e-38,1.0579228694765146e-29,4.293617200782115e-44,2.7774143164675814e-32,2.5230038883423188e-24,3.9304010657776e-28
3.6707314939739533e-10,0.002724645380668153,0.0915567593028733,0.0,0.00714380714524507,0.45146367597259873,4.406602426824044e-18,0.4565421525651504,3.590987659006991e-17,2.261919052655542e-22,1.1252629735741122e-17,1.1147718342404335e-22,3.138604025758179e-36,0.00015790459053171118,1.3358509669988963e-16,4.326126725988668e-20,1.1762930531544539e-17,1.3061409901366475e-16,2.046204528280092e-11,4.626901034536163e-17,5.700178885747692e-23,2.0426147189591932e-19,1.1103296880898266e-20,1.0997948095206895e-25,3.468369753743235e-33,4.323652934651308e-24,0.0003584597554153303,8.823550960080122e-11,5.952889165885828e-25,1.6144316922820614e-21,7.785041777694833e-26,2.997696564506233e-25,4.071132678538562e-31,2.0090250838561836e-28,1.8345632356618691e-25,1.692458303753411e-29,5.437384967124937e-39,3.632519247237714e-39,-3.268646553772592e-38,3.855165365833051e-38,1.0740870432892467e-29,4.543961650324502e-44,2.8132800119661194e-32,2.5426753974480672e-24,4.022414447652542e-28
3.692694978994696e-10,0.002724645380668153,0.0915567593028733,0.0,0.007140007017700777,0.451463709645902,4.483797685173579e-18,0.4565402188277667,3.6247123023614084e-17,2.2965803729549004e-22,1.1339528673897653e-17,1.1384659307384013e-22,3.063304275548753e-36,0.0001578372429218286,1.3513032963190957e-16,4.324836755295695e-20,1.179457259651508e-17,1.3209323131850242e-16,2.057685721679902e-11,4.662661483682662e-17,2.4426928475845738e-21,2.0420046122900933e-19,1.127368274836308e-20,2.6146906640198505e-25,3.4952454441467855e-33,4.41555026367955e-24,0.0003603934926841717,8.873717754475511e-11,6.016434022163184e-25,1.6378281807977285e-21,7.963256889583112e-26,3.01933412608524e-25,4.084511638000816e-31,2.010987237976788e-28,1.8472338553692982e-25,1.717646275702612e-29,-1.2158102640013126e-37,4.0647529763915803e-38,3.7585984172198376e-38,5.752388584880351e-38,1.0903632701827115e-29,2.0550916074752986e-44,2.8491424906919283e-32,2.5623330941170733e-24,4.115042064025012e-28
3.7146584640154387e-10,0.002724645380668153,0.0915567593028733,0.0,0.0071362115566471155,0.45146374358597563,4.5618640296510414e-18,0.4565382871568582,3.6584659799510976e-17,2.331488252957931e-22,1.142651521597907e-17,1.1649150636171148e-22,3.1820873133306165e-36,0.0001577693617716551,1.3668387122457225e-16,4.3235347923125e-20,1.1825655846497707e-17,1.335797931616212e-16,2.0691589964193176e-11,4.698395749285523e-17,7.917067739869403e-22,2.0413895580783704e-19,1.1445317978238629e-20,1.318438614007852e-25,3.5221403695554085e-33,4.518133094441926e-24,0.00036232516347801507,8.923857875844442e-11,6.080242886990343e-25,1.661379714012811e-21,8.144094664189946e-26,3.0409178550215344e-25,4.097925664330566e-31,2.0129550053908703e-28,1.8598668131982523e-25,1.7430151800679665e-29,1.8417862748426923e-38,-3.0814120732689436e-38,-2.81741675953247e-38,5.507651987333792e-38,1.1067512036497399e-29,4.618677615581428e-44,2.885001845579874e-32,2.581977101201766e-24,4.209158368219303e-28
3.7366219490361814e-10,0.002724645380668153,0.0915567593028733,0.0,0.007132420731215143,0.45146377778102365,4.6408058145636874e-18,0.4565363575487864,3.692247846791823e-17,2.366642080936027e-22,1.1513469277665957e-17,1.192459216032426e-22,3.334884765911328e-36,0.00015770097067352898,1.382457125978171e-16,4.3222226654599676e-20,1.185618671604636e-17,1.3507377124881558e-16,2.0806243612045698e-11,4.7341036378782135e-17,-1.5898306710777429e-21,2.0407697665233218e-19,1.1618085726086821e-20,7.654226696811269e-27,3.549030650201813e-33,4.624962981660903e-24,0.0003642547714351692,8.973971356881663e-11,6.144311424992797e-25,1.6850860621904314e-21,8.327584906169517e-26,3.062469549761755e-25,4.111374532472181e-31,2.0149283908464511e-28,1.8724615089599248e-25,1.7685646929197575e-29,9.754645694362478e-38,-3.6982478041706476e-38,-9.218373978787795e-38,4.6936212003813175e-38,1.1232505013227174e-29,6.749694850625664e-44,2.9208581691358685e-32,2.601606833465791e-24,4.3043920552420595e-28
3.758585434056924e-10,0.002724645380668153,0.0915567593028733,0.0,0.007128634511489052,0.4514638122197056,4.720627386360898e-18,0.4565344299999335,3.7260570710039775e-17,2.402041246682651e-22,1.1600318433090147e-17,1.2200024026779653e-22,3.501892431699904e-36,0.0001576320923077052,1.3981584488532988e-16,4.3209023169699287e-20,1.1886171600722463e-17,1.3657515231213759e-16,2.0920818242774725e-11,4.7697849649035595e-17,1.709119084154731e-21,2.0401454386121205e-19,1.1791748012323985e-20,2.3800178902102254e-25,3.575874308095223e-33,4.7317890984349955e-24,0.00036618232017340374,9.024058230067137e-11,6.208632329877092e-25,1.7089467934681484e-21,8.513750129995553e-26,3.0839965210124735e-25,4.12485803199488e-31,2.0169073992131457e-28,1.88501640746022e-25,1.7942944899888354e-29,-1.0507125893765647e-37,6.891305901778664e-38,2.4525774699774855e-39,4.947219071917544e-38,1.1398608216689673e-29,2.7310356941793155e-44,2.9567115534489126e-32,2.6212219013029886e-24,4.399969547402852e-28
3.780548919077667e-10,0.002724645380668153,0.0915567593028733,0.0,0.007124852868469858,0.45146384689112,4.8013330836497736e-18,0.45653250450670196,3.7598928354323516e-17,2.4376851406117835e-22,1.1687079718096623e-17,1.2477307077724798e-22,3.648235246812906e-36,0.00015756274847761166,1.4139425924092864e-16,4.31957210168849e-20,1.1915616874281275e-17,1.3808392310968506e-16,2.1035313953611096e-11,4.805439554937009e-17,1.0472582585436025e-21,2.0395167651633448e-19,1.1966948725604104e-20,1.5694655874272892e-25,3.602664041494154e-33,4.8393331752519184e-24,0.00036810781329049474,9.074118527672653e-11,6.273214151220493e-25,1.7329612371976752e-21,8.702593066135077e-26,3.10546437039012e-25,4.138376079024138e-31,2.0188920354721592e-28,1.897533637458828e-25,1.8202042468271233e-29,-6.969036765036618e-39,-2.561626599326481e-38,-1.743819333763374e-39,5.069076167572215e-38,1.1565818227139515e-29,4.640634260824553e-44,2.9925620902025735e-32,2.6408222778809524e-24,4.498051492410901e-28
3.8025124040984095e-10,0.002724645380668153,0.0915567593028733,0.0,0.007121075774040461,0.4514638817847867,4.8829272372106124e-18,0.45653058106551325,3.79375433473096e-17,2.473573155967924e-22,1.1773771265461831e-17,1.2756092743636199e-22,3.7036548181269904e-36,0.00015749296014374602,1.4298094683134452e-16,4.3182321624290646e-20,1.194452886042433e-17,1.3960007042539297e-16,2.1149730830993377e-11,4.841067240595494e-17,-2.4507997768038344e-21,2.0388839314684104e-19,1.2143497726177389e-20,-4.4463259286698387e-26,3.629422353698423e-33,4.9474600138888986e-24,0.00037003125436474926,9.124152281768215e-11,6.338054426021503e-25,1.7571288132639515e-21,8.89411928389112e-26,3.1268964751421796e-25,4.151928529340285e-31,2.0208823047274953e-28,1.9100137591659292e-25,1.8462936377796206e-29,1.3636525488976436e-37,-7.259279667341694e-38,-9.291023359246956e-38,4.632199892793179e-38,1.1734131649042837e-29,8.1504542563161e-44,3.028409870686135e-32,2.660407945265683e-24,4.598024363041574e-28
3.824475889119152e-10,0.002724645380668153,0.0915567593028733,0.0,0.0071173032009320585,0.4514639168906305,4.965414170012258e-18,0.45652865967280826,3.827640774916199e-17,2.5097046874564076e-22,1.1860398091659936e-17,1.303729988499352e-22,3.8257934621188503e-36,0.00015742274745621115,1.445758988349896e-16,4.316884895576649e-20,1.1972913829352102e-17,1.4112358106883554e-16,2.126406895046815e-11,4.876667862202083e-17,1.8917133436818145e-21,2.0382471178451382e-19,1.232075060199035e-20,2.659358945437883e-25,3.656158888225973e-33,5.056525997848642e-24,0.00037195264695551183,9.174159524228139e-11,6.4031422232263895e-25,1.7814490721561603e-21,9.088345705371632e-26,3.148311220628958e-25,4.165515172951164e-31,2.0228782122013102e-28,1.92245411423525e-25,1.8725623371704923e-29,-1.201523155680151e-37,1.0676759100851195e-37,-1.8796581820861642e-38,4.972085631083285e-38,1.1903545094416834e-29,2.512288213035119e-44,3.064254985805363e-32,2.6799788373604633e-24,4.697763197159008e-28
3.846439374139895e-10,0.002724645380668153,0.0915567593028733,0.0,0.007113535122691879,0.4514639521989656,5.048798197227335e-18,0.4565267403250458,3.8615513758045617e-17,2.546079130746637e-22,1.1946991360974542e-17,1.3329373506998536e-22,4.050554563204541e-36,0.00015735212978603777,1.4617910645226335e-16,4.3155296489835536e-20,1.200077802326341e-17,1.4265444187503722e-16,2.1378328409730816e-11,4.9122412684487104e-17,2.197526782198672e-21,2.0376064944652382e-19,1.2499474198714065e-20,2.308798083457011e-25,3.682864735222103e-33,5.1698065632784055e-24,0.00037387199460364896,9.224140286736963e-11,6.468488251706853e-25,1.8059216421592997e-21,9.285295326842113e-26,3.1696619089102034e-25,4.179135903172013e-31,2.024879763216746e-28,1.9348567500445587e-25,1.8990100195656113e-29,-5.327936028356038e-38,-4.5908752776175696e-39,2.244185931669055e-38,5.334676245488669e-38,1.2074055174783013e-29,3.865310606091389e-44,3.100097526092937e-32,2.6995349969086185e-24,4.799836002298753e-28
3.8684028591606376e-10,0.002724645380668153,0.0915567593028733,0.0,0.007109771513652161,0.4514639877004814,5.1330836262473815e-18,0.45652482301870323,3.895485369433476e-17,2.58269588468421e-22,1.203351730992098e-17,1.362490329620987e-22,4.1210357427273344e-36,0.00015728112575529596,1.4779056089725008e-16,4.3141654527032785e-20,1.2028127641604057e-17,1.44192639704285e-16,2.1492509298298576e-11,4.9477873152127015e-17,-3.628212039204136e-21,2.0369622237403012e-19,1.2679717913098615e-20,-1.2474012216409643e-25,3.7095324633053195e-33,5.284427586901122e-24,0.0003757893008320175,9.274094600795108e-11,6.534092270177949e-25,1.8305460974971064e-21,9.484982282791778e-26,3.1909717661027985e-25,4.192790617367323e-31,2.0268869631964223e-28,1.9472236256974627e-25,1.925636358053294e-29,1.964226098193867e-37,-1.3999259804416754e-37,-8.44411892194166e-38,4.6850904550881047e-38,1.2245658529299792e-29,1.0180274675857804e-43,3.1359375817183413e-32,2.7190762107362118e-24,4.904424881707512e-28
3.8903663441813803e-10,0.002724645380668153,0.0915567593028733,0.0,0.007106012348900281,0.45146402338622676,5.218274756697851e-18,0.4565229077502753,3.9294419981569496e-17,2.619554349173289e-22,1.2119944531504899e-17,1.3918225391547784e-22,4.226922515729899e-36,0.0001572097532660029,1.4941025339208441e-16,4.312794427076481e-20,1.2054968823104696e-17,1.457381614419449e-16,2.1606611684053156e-11,4.983305864858999e-17,1.5889782685306577e-21,2.0363144671746613e-19,1.2860468640289252e-20,2.683341261085526e-25,3.736165372416745e-33,5.3981923135077585e-24,0.0003777045691459141,9.324022497724325e-11,6.599938129806402e-25,1.8553219516923982e-21,9.687423808358237e-26,3.212275106244362e-25,4.2064791233779e-31,2.0288998176647177e-28,1.9595505693520834e-25,1.9524410258234872e-29,-1.222627726778214e-37,1.3918967227345352e-37,-4.2933021862416e-38,4.5545133586884864e-38,1.2418351799808876e-29,2.652249815675566e-44,3.1717752424973356e-32,2.738602278934604e-24,5.008178484262527e-28
3.912329829202123e-10,0.002724645380668153,0.0915567593028733,0.0,0.007102257604250071,0.45146405924759675,5.304375880453041e-18,0.4565209945162736,3.963420516790088e-17,2.6566539252757083e-22,1.220632964886865e-17,1.422204723020563e-22,4.528864447814953e-36,0.00015713802952796858,1.510381751825198e-16,4.3114170986909227e-20,1.2081307668434819e-17,1.472909939982921e-16,2.1720635664383214e-11,5.018796787465615e-17,4.044758988555865e-21,2.035663377967852e-19,1.3042648908218208e-20,3.529005838194875e-25,3.7627677688168974e-33,5.516029379497576e-24,0.00037961780303350884,9.373924008672949e-11,6.666038787132312e-25,1.8802486976870946e-21,9.89263619102665e-26,3.2335098955339324e-25,4.220201294308918e-31,2.030918332236593e-28,1.9718394020580832e-25,1.9794236967469217e-29,-1.2718593748980102e-37,5.386607858550393e-38,4.076350879009244e-38,5.241812280730342e-38,1.2592131630272794e-29,2.2082854246241794e-44,3.2076105979011084e-32,2.7581133576711828e-24,5.114182995784778e-28
3.9342933142228657e-10,0.002724645380668153,0.0915567593028733,0.0,0.007098507256214265,0.45146409527631925,5.391391281650886e-18,0.456519083313227,3.997420192644508e-17,2.693994017906368e-22,1.2292654374426042e-17,1.4529966227831887e-22,4.569119072609131e-36,0.00015706597108557422,1.5267431753015737e-16,4.31003192646104e-20,1.2107150241716054e-17,1.4885112430834077e-16,2.1834581335055952e-11,5.0542599596634555e-17,-5.05678175771152e-21,2.035009097521847e-19,1.3226681067928495e-20,-2.2954913316381527e-25,3.789338060384052e-33,5.635455511769838e-24,0.00038152900596626126,9.423799164620934e-11,6.732398275956222e-25,1.9053258506329296e-21,1.010062475672183e-25,3.2546947357121975e-25,4.233957059703552e-31,2.0329425126138847e-28,1.9840943891749927e-25,2.006584042950744e-29,2.7524335466206446e-37,-2.3645263915882636e-37,-6.723105544303407e-38,4.906905674890529e-38,1.2766994699444624e-29,1.2855298552524671e-43,3.243443737065101e-32,2.7776093067963868e-24,5.223861069784774e-28
3.9562567992436084e-10,0.002724645380668153,0.0915567593028733,0.0,0.007094761281977935,0.45146413146444186,5.479325236707677e-18,0.45651717413767995,4.031440302923749e-17,2.731574032252582e-22,1.2378871384999526e-17,1.483293886456253e-22,4.5912342443555784e-36,0.00015699359384343574,1.5431867169953735e-16,4.308640131764245e-20,1.2132502545610106e-17,1.5041853933167234e-16,2.1948448753791993e-11,5.08969526329137e-17,5.18834196306474e-22,2.0343517697311077e-19,1.3410950232237234e-20,2.2715581491263596e-25,3.815874221669551e-33,5.7529631393723844e-24,0.00038343818139932167,9.47364799638471e-11,6.798993511463044e-25,1.9305529605032287e-21,1.0311408036989764e-25,3.2758871850316055e-25,4.247746260049593e-31,2.0349723645891045e-28,1.9963091957377861e-25,2.0339217368305344e-29,-1.048717241483343e-37,1.512622213414465e-37,-6.827973941459686e-38,4.3446563358762334e-38,1.2942937678624583e-29,3.4505288273333835e-44,3.279274748797492e-32,2.7970898733421653e-24,5.331859702177411e-28
3.978220284264351e-10,0.002724645380668153,0.0915567593028733,0.0,0.007091019659373007,0.4514641678043198,5.56818201433267e-18,0.45651526698619366,4.065480135759941e-17,2.7693933742781824e-22,1.246505988648276e-17,1.5150172918287304e-22,5.036050145958091e-36,0.0001569209130911356,1.5597122898023724e-16,4.307243258046792e-20,1.2157370532943184e-17,1.5199322605228135e-16,2.2062238015090216e-11,5.1251025873334215e-17,7.02157427222768e-21,2.0336915343998068e-19,1.3596423309122715e-20,5.539346181964754e-25,3.8423779260970865e-33,5.8760020874336144e-24,0.00038534533277191706,9.523470534621862e-11,6.865839060813177e-25,1.9559295833604207e-21,1.0525011318272428e-25,3.297008153186856e-25,4.261568745814815e-31,2.037007894035953e-28,2.0084847819930308e-25,2.0614364520699843e-29,-2.4975551457397398e-37,1.7025747370351562e-37,5.058967814947992e-38,5.084738853164695e-38,1.311995723733971e-29,-9.829659910516658e-45,3.3151037215873603e-32,2.8165553141141385e-24,5.441412158074669e-28
