Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),SX(53),CH3OX(46),CHOX2(61),CHO3X(93),CH2O3(187),CH2OX2(52),CHX(32),SX(489),SX(504),C2HOX(502),C2H4O(540),CH2X(63),SX(57),SX(394),CH2O2X(54)
1.9908338581683343e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0013624068294408672,0.4515287717505719,2.769680974315292e-13,0.45345345044998897,1.2758897398057743e-15,2.414521175869775e-19,3.174881137789801e-16,2.6151201892080708e-18,-1.2941345978768248e-28,2.7709610402413214e-05,3.2243089406549784e-13,1.9279019292696263e-20,1.0199431575922415e-18,4.5506855799102413e-14,2.502985642709499e-10,1.2201041877336518e-15,3.5031649886289975e-21,1.0200860167571166e-19,9.757095264729233e-18,1.3145509574990467e-21,9.477349253818746e-32,1.493962142915622e-19,0.003447161640416829,1.8003218334330036e-09,6.06394948762751e-23,5.463951269221847e-19,1.1295089603231572e-21,2.3925638257489196e-24,3.5688071605910435e-28,1.5329056822331732e-25,2.4475095652915596e-25,3.8204586430846994e-26,5.367978563379591e-34,6.592984522991952e-34,5.970267798473845e-33,3.9365742993308727e-32,8.140919513042356e-27,7.209609533147044e-39,5.994900588923903e-29,1.2907242194503606e-22
1.99836227132429e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0013584661235405407,0.4515288119547726,2.785022327571462e-13,0.4534514398913465,1.2768763936147084e-15,2.4208672651972865e-19,3.177392521071719e-16,2.6273490414376576e-18,-1.3060878721747731e-28,2.7629195555005118e-05,3.2400165612086403e-13,2.087399592042937e-20,1.0130667300648298e-18,4.554351657771092e-14,2.500572749100281e-10,1.2210151612733633e-15,2.9094311328291963e-21,1.0173172243334615e-19,9.783770007401603e-18,-2.5752974570041674e-21,9.468966933861164e-32,1.5009466047551667e-19,0.003449172199298905,1.803544846323039e-09,6.051275798498423e-23,5.471537669508434e-19,1.132669218958324e-21,2.387467124802482e-24,3.5874317838861775e-28,1.5425724268155512e-25,2.435545270135191e-25,3.831641090776834e-26,-5.434280897597763e-34,-6.524955205052017e-34,8.246401401772864e-33,3.980845405287037e-32,8.153555055531027e-27,8.343238696184771e-39,6.027201767662227e-29,1.2917167713358557e-22
2.0058906844802456e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0013545514511443067,0.45152885189378134,2.8003755052239504e-13,0.45344944261465364,1.277857231102377e-15,2.427197691069789e-19,3.179891241355988e-16,2.6393946632412285e-18,-1.3175665023631787e-28,2.7549311110263307e-05,3.255733303901816e-13,2.256368966063587e-20,1.0064182561802378e-18,4.557990694113936e-14,2.498144410785038e-10,1.221920912528565e-15,2.053431935093644e-21,1.014565662970599e-19,9.807849786800855e-18,-3.756662750614848e-21,9.460584359271822e-32,1.5078262514587613e-19,0.003451169476233051,1.8067585543999393e-09,6.038654140102114e-23,5.479084969814053e-19,1.1358281739576591e-21,2.382395229747682e-24,3.607449081147354e-28,1.552256041727921e-25,2.4236777741278843e-25,3.842799558278105e-26,-1.685726011613238e-33,-2.084617100551015e-33,1.0695884662890835e-32,4.026021433858644e-32,8.166131580094419e-27,8.635795195667004e-39,6.059517878849028e-29,1.292703768588669e-22
2.0134190976362012e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0013506625666787804,0.4515288915700988,2.815740417321744e-13,0.4534474584946226,1.2788352912211495e-15,2.4335125416451286e-19,3.18237590373626e-16,2.650407049803852e-18,-1.31715250932434e-28,2.746995206627802e-05,3.271459108550659e-13,1.8174435216445225e-20,1.0031829019479791e-18,4.561602986770379e-14,2.495700874952585e-10,1.2228214897226514e-15,3.855681261896089e-21,1.0118311881855461e-19,9.8228945536359e-18,5.109509789479082e-21,9.452198925942546e-32,1.514114868520632e-19,0.003453153596506924,1.809963019044992e-09,6.026084398072783e-23,5.48659350244019e-19,1.1391593778235334e-21,2.3773479980334833e-24,3.6226897661467437e-28,1.5619631297096554e-25,2.4119060649587705e-25,3.853934162075699e-26,1.2319468728870163e-33,1.4899246171106831e-33,4.697836193425888e-33,4.014165236154119e-32,8.178649516155289e-27,6.255670568486666e-39,6.09184868346981e-29,1.2936852492949396e-22
2.0209475107921568e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0013467992276433036,0.45152893098619473,2.8311169749101006e-13,0.45344548740753327,1.279805975605587e-15,2.439811904398318e-19,3.1848461920104237e-16,2.6619438424742904e-18,-1.309998309570866e-28,2.7391113483707812e-05,3.2871939155351144e-13,1.7532038753315304e-20,9.981830679488923e-19,4.5651888292636776e-14,2.4932423864810335e-10,1.2237169407277065e-15,4.252211795754694e-21,1.0091136366604684e-19,9.849362159286387e-18,1.918884516862314e-21,9.443817238937511e-32,1.520703443101108e-19,0.0034551246838404456,1.8131583010614078e-09,6.01356645402178e-23,5.494063584796215e-19,1.142580305933141e-21,2.372325288544435e-24,3.637716086449431e-28,1.5716887907796516e-25,2.400229144119131e-25,3.8650450187816466e-26,1.660026700651385e-33,2.0671211683885562e-33,3.793148142563735e-33,4.0387909726672994e-32,8.191109406703627e-27,7.312340041547054e-39,6.124194043421065e-29,1.2946612601194228e-22
2.0284759239481124e-08,0.0028149649241145727,0.0915567593028733,0.0,0.001342961194562411,0.45152897014450805,2.846505090016116e-13,0.45344352923120934,1.2807671195581344e-15,2.446095866141825e-19,3.18730336254374e-16,2.6744610282959928e-18,-1.3120818939974343e-28,2.731279048481438e-05,3.3029376657957945e-13,2.5218876758993292e-20,9.890503137817327e-19,4.568748510906047e-14,2.490769188182943e-10,1.2246073128355496e-15,7.06056930512491e-22,1.0064128536031577e-19,9.88486022410728e-18,-1.1417814906242982e-20,9.435436823817656e-32,1.5278528045027478e-19,0.0034570828604101656,1.8163444606815197e-09,6.001100185700719e-23,5.501495526094602e-19,1.1458462755499745e-21,2.3673269605547263e-24,3.657236983317712e-28,1.5814288738896446e-25,2.3886460252212683e-25,3.876132244093976e-26,-3.595562332276899e-33,-4.4195030631237244e-33,1.4721394456895388e-32,4.1480825858944716e-32,8.203511753876178e-27,1.0903958051466168e-38,6.156553842456603e-29,1.2956318605278048e-22
2.036004337104068e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0013391482309384427,0.451529009047447,2.861904675634394e-13,0.45344158384499345,1.281729301353794e-15,2.4523645130999827e-19,3.18974719751711e-16,2.6849975989351207e-18,-1.3128081411609586e-28,2.7234978252572336e-05,3.318690300824719e-13,2.029455577051981e-20,9.861954019364265e-19,4.5722823168335763e-14,2.48828151945589e-10,1.2254926526331298e-15,2.812934045195416e-21,1.0037287194797521e-19,9.89197566453069e-18,5.643051556052801e-21,9.427049429912122e-32,1.5338692247741966e-19,0.0034590282468733137,1.8195215575739033e-09,5.988685467156138e-23,5.508889634764501e-19,1.1491146286448313e-21,2.362352873453498e-24,3.676168252023864e-28,1.5911878174167814e-25,2.3771557335710336e-25,3.8871959517403566e-26,-2.736290201971529e-34,-4.114527958402422e-34,7.921646926481368e-33,4.133264355418309e-32,8.215856857815909e-27,6.089590861266553e-39,6.188927864526936e-29,1.296597096834954e-22
2.0435327502600236e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0013353601032057225,0.4515290476973905,2.8773156457132056e-13,0.453439651129724,1.282689512385371e-15,2.4586179308744525e-19,3.19217603260933e-16,2.6951254917585855e-18,-1.2970029494165453e-28,2.7157672029669568e-05,3.3344517626602795e-13,9.21983176096909e-21,9.862142415656702e-19,4.575790528117358e-14,2.485779616331783e-10,1.2263730060207609e-15,8.115127681500909e-21,1.0010610794136157e-19,9.903237128044599e-18,1.8911231589692435e-20,9.418666558828561e-32,1.5396518703328497e-19,0.0034609609623913085,1.8226896508503662e-09,5.976322168937013e-23,5.516246220328139e-19,1.1526157397208602e-21,2.3574028877950562e-24,3.690453067978465e-28,1.600967779826994e-25,2.3657573076462048e-25,3.898236256167138e-26,7.29262195133115e-33,9.001597078143891e-33,-7.802972387237715e-33,4.051404639028912e-32,8.228145220084504e-27,2.8517801314388865e-39,6.221315915574771e-29,1.2975570024507165e-22
2.0510611634159793e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0013315965806854524,0.45152908609668735,2.8927379151407184e-13,0.45343773096771234,1.2836302365499297e-15,2.4648562043362726e-19,3.1945933266350675e-16,2.7098083009942756e-18,-1.3065611020824982e-28,2.708086711749121e-05,3.3502219938850706e-13,2.6276061742099705e-20,9.723890572286436e-19,4.579273421880862e-14,2.483263714472702e-10,1.227248418393576e-15,-1.0337729175345989e-22,9.984097437631219e-20,9.96696649978086e-18,-2.5181558478741275e-20,9.410297138880621e-32,1.5480399719474717e-19,0.003462881124652943,1.8258487990728512e-09,5.964010158179771e-23,5.523565592226542e-19,1.155725130909991e-21,2.352476864847017e-24,3.7066297015377785e-28,1.61076412500715e-25,2.3544497978320182e-25,3.909253272618444e-26,-4.603767758517613e-33,-5.5658985510023865e-33,1.6842993894555576e-32,4.2535787383087703e-32,8.240377560139116e-27,1.510303135144783e-38,6.253717856555011e-29,1.2985116538759749e-22
2.058589576571935e-08,0.0028149649241145727,0.0915567593028733,0.0,0.001327857435540452,0.45152912424765806,2.9081713997315803e-13,0.45343582324271964,1.2845755495239091e-15,2.4710794178178686e-19,3.196999104063022e-16,2.721083371524914e-18,-1.3363525788679766e-28,2.700455887539815e-05,3.366000937611762e-13,2.3049379183020978e-20,9.69104948697503e-19,4.582731271256933e-14,2.48073404533384e-10,1.2281189345451764e-15,2.100748941673118e-21,9.957746390822106e-20,9.967491997854287e-18,-2.544981696564198e-21,9.401916655646391e-32,1.5544788038226917e-19,0.003464788849897096,1.8289990602602295e-09,5.95174929871441e-23,5.530848055142077e-19,1.1585206983362867e-21,2.3475746652168127e-24,3.7267117448239377e-28,1.6205768600124637e-25,2.343232264656487e-25,3.9202471113743215e-26,-2.0635524372905718e-33,-2.548056366701607e-33,1.166875062957251e-32,4.252646922216716e-32,8.25255394661225e-27,8.575247104793495e-39,6.286133531883343e-29,1.299461097780067e-22
2.0661179897278905e-08,0.0028149649241145727,0.0915567593028733,0.0,0.001324142442731429,0.4515291621525945,2.9236160162135245e-13,0.45343392783993464,1.2855336663275306e-15,2.477287655234087e-19,3.1993840776730504e-16,2.7250230213335095e-18,-1.271460109017568e-28,2.6928742719897683e-05,3.3817885374707917e-13,-1.4424855774239216e-20,9.821578880800089e-19,4.58616434540595e-14,2.478190833571984e-10,1.2289845989803981e-15,2.0445896068171218e-20,9.931556399803152e-20,9.916437030786127e-18,7.934831517487946e-20,9.393520456689073e-32,1.556721686515796e-19,0.003466684252934869,1.8321404918949436e-09,5.939539451176927e-23,5.53809390149444e-19,1.1627181647668038e-21,2.3426961520319055e-24,3.7422558741309898e-28,1.6304069724590881e-25,2.3321037829240476e-25,3.931217883899555e-26,2.4157401411602616e-32,2.973729818912625e-32,-4.258279398595351e-32,3.8935027610895857e-32,8.264674710260763e-27,-1.3600121692840423e-38,6.318562729312424e-29,1.300405300915376e-22
2.073646402883846e-08,0.0028149649241145727,0.0915567593028733,0.0,0.001320451379975817,0.45152919981376016,2.9390716822144566e-13,0.45343204464595205,1.286450260881794e-15,2.48348099943927e-19,3.201758790395652e-16,2.7425104459217458e-18,-1.2458441888341124e-28,2.685341412329594e-05,3.3975847376268425e-13,2.091103209758649e-20,9.58862077033309e-19,4.5895729098894845e-14,2.475634310205866e-10,1.2298454555144792e-15,5.050233818624104e-22,9.90552454479507e-20,1.0043350350659594e-17,-3.112566427711834e-20,9.385160213250062e-32,1.5667140395870569e-19,0.003468567447171601,1.8352731509296244e-09,5.927380473388359e-23,5.545303430383328e-19,1.1663166878051105e-21,2.3378411897366645e-24,3.7558784792816283e-28,1.6402557561063672e-25,2.3210634391742886e-25,3.942165707350737e-26,-1.6679604351025677e-33,-1.9114274680627204e-33,1.0981722555571129e-32,4.288766058942884e-32,8.276741140794032e-27,1.7228857032098688e-38,6.351005311868815e-29,1.3013443984899996e-22
2.0811748160398017e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0013167840277045182,0.45152923723339106,2.954538316249517e-13,0.45343017354875065,1.2873486672923408e-15,2.489659532675224e-19,3.2041367651258886e-16,2.7662276902526703e-18,-1.3982147814334386e-28,2.677856861318049e-05,3.4133894827601897e-13,7.837257155212411e-20,9.266131329852471e-19,4.5929572265199115e-14,2.4730647050141066e-10,1.2307015477743962e-15,-2.6613088365703008e-20,9.879650312511219e-20,1.0154110010775977e-17,-1.321061143142678e-19,9.376812335134728e-32,1.5802699073112018e-19,0.0034704385446282723,1.838397093793549e-09,5.915272220166835e-23,5.552476929543851e-19,1.1672306626273502e-21,2.333009641161134e-24,3.7810690190576594e-28,1.6501227903217963e-25,2.310110328637841e-25,3.953090689775242e-26,-4.181079573121562e-32,-5.152741628093487e-32,9.422498205336225e-32,4.926378579825078e-32,8.288753261425914e-27,4.391097859740435e-38,6.383461114852855e-29,1.3022785505689796e-22
2.087950387880162e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0013135035038030918,0.4515292707063731,2.968467597908245e-13,0.453428499812531,1.2882071387835881e-15,2.495207617165296e-19,3.2062674377742617e-16,2.7734823983517005e-18,-1.5422515607156645e-28,2.6711617040774665e-05,3.4276210140068183e-13,2.1240843887679567e-20,9.522790878118357e-19,4.595982592805067e-14,2.4707410526580983e-10,1.231467991792708e-15,4.0450904320843606e-21,9.856498882366518e-20,1.0039533718202226e-17,6.103967388524082e-21,9.369293597180066e-32,1.5844100912801796e-19,0.003472112281078829,1.841201236267209e-09,5.904418039630406e-23,5.558902532225372e-19,1.1679512697952826e-21,2.3286811522545278e-24,3.8011099648233057e-28,1.6590261486618475e-25,2.3003263749431177e-25,3.962903729268649e-26,-4.655184668410437e-34,-5.480014608526454e-34,8.122901177268027e-33,4.3840766365550357e-32,8.299517074690123e-27,6.389507955156717e-39,6.412682577051045e-29,1.303114990901257e-22
2.094725959720522e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0013102418533769932,0.45152930398709323,2.9824056402023364e-13,0.4534268357053153,1.2890436927159129e-15,2.500743830884836e-19,3.208377737550223e-16,2.7839666525914894e-18,-1.5566662285220921e-28,2.6645050006194284e-05,3.4418593826381976e-13,4.137972316473199e-21,9.558395578943885e-19,4.598988712785585e-14,2.4684071323257547e-10,1.2322306408439879e-15,8.282899657033796e-21,9.833472518091717e-20,1.0052690603289322e-17,1.310427499717703e-20,9.361775107593982e-32,1.5903976220404982e-19,0.0034737763885265825,1.8439984043442923e-09,5.893604716325672e-23,5.565299426495332e-19,1.1706297748867512e-21,2.3243714189380903e-24,3.8088790285190483e-28,1.6679459358732168e-25,2.2906117134813716e-25,3.972698438153431e-26,1.0093090384371788e-32,1.24736189234222e-32,-1.3811705386228273e-32,4.2635851558252644e-32,8.310237749140213e-27,5.097613224709995e-39,6.441914688988567e-29,1.3039472970666362e-22
2.1015015315608822e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0013069989218363963,0.4515293370771258,2.9963523855233686e-13,0.4534251811482332,1.2897935470265383e-15,2.5062682320567183e-19,3.2105021268102457e-16,2.8235317271370437e-18,-1.8116668787507124e-28,2.657886436033441e-05,3.4561045493822856e-13,1.4900659990297682e-19,8.801658512552375e-19,4.601975769960576e-14,2.466063117426728e-10,1.2329895250689382e-15,-6.825318235772707e-20,9.810568667916509e-20,1.0351476678438339e-17,-2.963245791982877e-19,9.354301246085154e-32,1.6130197218760518e-19,0.003475430945841565,1.8467886380995603e-09,5.882832139028163e-23,5.5716678437776e-19,1.1697424594260613e-21,2.3200803423473034e-24,3.826091713759052e-28,1.676882750198969e-25,2.280965706733083e-25,3.982474902235496e-26,-9.504023836175673e-32,-1.1752615295611492e-31,2.0436824920812954e-31,5.863356408360471e-32,8.320916564484105e-27,8.781639136890656e-38,6.471157496472133e-29,1.30477579436198e-22
2.1067339611078117e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0013045072834791363,0.45152936250137127,3.007128667103923e-13,0.4534239099038238,1.290481048615119e-15,2.510526399809356e-19,3.2121425950297027e-16,2.8246880772070503e-18,-2.1148233924861144e-28,2.6528011569076772e-05,3.467109994541676e-13,3.550313659628981e-20,9.359863207854969e-19,4.6042695919395814e-14,2.4642461405662294e-10,1.2335730151230474e-15,2.8508481097764598e-21,9.792969545711704e-20,1.0078741383130265e-17,-7.67377079029624e-22,9.348534840192983e-32,1.61367379988178e-19,0.003476702190431574,1.8489386736534033e-09,5.87454083729796e-23,5.576566497646654e-19,1.1674882974461568e-21,2.3167792658575312e-24,3.8475541216832452e-28,1.6838005504477662e-25,2.273563170505195e-25,3.9900123146699595e-26,-8.547453464826436e-33,-1.0321183410680321e-32,2.3700208196832182e-32,4.686805544519818e-32,8.329132045352115e-27,8.21632754226616e-39,6.493747481641168e-29,1.3054129310957916e-22
2.1119663906547413e-08,0.0028149649241145727,0.0915567593028733,0.0,0.001302026647508403,0.4515293878135359,3.017910078804776e-13,0.453422644272691,1.2911275100409872e-15,2.5147775851539395e-19,3.2137639372732446e-16,2.838249067740502e-18,-2.2628897377485116e-28,2.647738294771522e-05,3.47811945279979e-13,4.460352969859184e-21,9.480565090743115e-19,4.606552235659094e-14,2.46242329578907e-10,1.2341542913319094e-15,3.3235602777447234e-21,9.775442075506114e-20,1.0086583770648563e-17,1.060567810136503e-21,9.342751499875036e-32,1.62142348319656e-19,0.003477967821745473,1.8510846156776542e-09,5.866273714975788e-23,5.581448380783769e-19,1.1675809056287751e-21,2.3134892126352043e-24,3.8541300009016317e-28,1.690727206199183e-25,2.26620091584624e-25,3.997538929969403e-26,8.293564089425394e-33,1.0007753834834106e-32,-1.1092309162984919e-32,4.4928467512730746e-32,8.337322875369877e-27,8.232661035921007e-39,6.516343711045061e-29,1.3060475946381548e-22
2.1171988202016708e-08,0.0028149649241145727,0.0915567593028733,0.0,0.001299556944764091,0.4515294130143241,3.028696594762968e-13,0.45342138421954953,1.2917443589048494e-15,2.5190218147026225e-19,3.2153669676354514e-16,2.8478160593088272e-18,-2.2773515439715753e-28,2.6426977088232742e-05,3.4891329064218425e-13,3.1335534128121665e-20,9.295057579464665e-19,4.6088237830537605e-14,2.460594654226638e-10,1.234733368066518e-15,-2.249411169926015e-22,9.757987240939553e-20,1.0116340074014355e-17,-1.4841395647529522e-20,9.336950886962721e-32,1.6268882985579754e-19,0.003479227875068731,1.8532264822307591e-09,5.858030719442152e-23,5.5863135697115115e-19,1.1696789241048553e-21,2.3102101391048846e-24,3.858907271288029e-28,1.697652091255612e-25,2.258878660381666e-25,4.005054781465455e-26,-8.321733571552477e-33,-1.0176490785492933e-32,2.3185088599086176e-32,4.7502566912926715e-32,8.345488779916365e-27,1.2125320986119706e-38,6.538946101625672e-29,1.3066798060565336e-22
2.1181483337166164e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0012991099417831386,0.45152941757555176,3.0306545370780997e-13,0.45342115615665346,1.291864907917557e-15,2.5197912588665777e-19,3.215657760943949e-16,2.848653054964673e-18,-2.28643637363973e-28,2.6417853856614182e-05,3.491131912205431e-13,1.8028668617610997e-20,9.354648452063073e-19,4.609234810839122e-14,2.46026220096266e-10,1.2348382167717454e-15,3.216983328549758e-21,9.754827758796253e-20,1.0104308718386996e-17,6.507780626417218e-22,9.335898684389508e-32,1.6273656738321795e-19,0.0034794559379977582,1.8536147249351222e-09,5.856537469595141e-23,5.587194657534992e-19,1.1699615174890613e-21,2.309616269042877e-24,3.862512721396618e-28,1.6989080508968864e-25,2.2575541783996652e-25,4.00641750852323e-26,1.5380548504268502e-33,1.858813732297847e-33,2.8206636167777427e-33,4.613362186291419e-32,8.346967779776928e-27,8.272311069441984e-39,6.543048342206273e-29,1.3067942856672539e-22
2.120047360746508e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0012982170075127224,0.45152942668708984,3.034570922813808e-13,0.45342070057762507,1.292094004663923e-15,2.521329463261405e-19,3.2162386519334954e-16,2.85216486360458e-18,-2.3014994263549978e-28,2.6399629228647067e-05,3.4951303163297894e-13,1.5095884866382162e-20,9.354763504118628e-19,4.610055780016866e-14,2.459596730880876e-10,1.2350476985998974e-15,3.0979994293282335e-21,9.748515603997627e-20,1.0109724046373971e-17,2.1074297619326152e-22,9.333795356196416e-32,1.629371730745164e-19,0.003479911517092364,1.8543908099254664e-09,5.853553346704879e-23,5.588955194653751e-19,1.1705729921933723e-21,2.3084296082642974e-24,3.8684855601139505e-28,1.701421114477787e-25,2.25490913145255e-25,4.009141904846449e-26,2.3333440094500644e-33,2.8098896435128124e-33,1.1945198147815187e-33,4.6112344495245323e-32,8.34992350861932e-27,8.286327264451942e-39,6.551253412870514e-29,1.3070230138506595e-22
2.122359341510535e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0012971318246579836,0.4515294377603731,3.0393398482663085e-13,0.45342014691248267,1.2923643238548104e-15,2.523200929186397e-19,3.2169436308359867e-16,2.856654451278103e-18,-2.306080184226617e-28,2.6377480773889333e-05,3.499998900619344e-13,2.8201372531171054e-20,9.270024930401484e-19,4.6110533228321984e-14,2.458785540082237e-10,1.2353023461636256e-15,2.754184191545768e-22,9.740843555349994e-20,1.0128243979371296e-17,-1.2484626750932908e-20,9.331233603726174e-32,1.6319365813289104e-19,0.0034804651823153333,1.855334939191292e-09,5.849924584632454e-23,5.591095626476157e-19,1.1715225279556414e-21,2.3069868416257495e-24,3.8733610818109593e-28,1.704483115602426e-25,2.2516959381572893e-25,4.0124568325084284e-26,-7.400497565078117e-33,-9.048045615208763e-33,2.12958121420189e-32,4.759739686157179e-32,8.353517636864542e-27,1.1384709060652458e-38,6.56124377636784e-29,1.3073010568828332e-22
2.1246713222745617e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0012960487498759289,0.4515294488121813,3.044109760335198e-13,0.4534195943228522,1.2926475039951e-15,2.5250710473166343e-19,3.2176464065404184e-16,2.858277837912167e-18,-2.301128079837907e-28,2.6355375270589798e-05,3.5048682581561365e-13,1.4600801248002923e-20,9.319271522625536e-19,4.6120487303736134e-14,2.4579732452855585e-10,1.2355565696334863e-15,6.318831558466566e-21,9.733186025990989e-20,1.0109951361334669e-17,1.4655644752338867e-20,9.328669327600278e-32,1.6328619507561783e-19,0.0034810177720265693,1.8562782797140953e-09,5.846300511990086e-23,5.593232833148751e-19,1.1726130750837437e-21,2.305546201654931e-24,3.878168772679726e-28,1.7075470575692599e-25,2.2484904456277627e-25,4.015769670444372e-26,5.251431101369744e-33,6.468891882345134e-33,-4.8593351701472995e-33,4.5844798302607136e-32,8.357106631262036e-27,4.709739197358911e-39,6.571235298697161e-29,1.3075786382820272e-22
2.1269833030385885e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0012949677773342635,0.451529459842574,3.0488806568333993e-13,0.4534190428057578,1.2929242121403117e-15,2.526939819897472e-19,3.21834850905051e-16,2.862536300587146e-18,-2.2991645657017578e-28,2.633331260008086e-05,3.509738387433411e-13,1.2978993604878069e-20,9.308996446776347e-19,4.613042009569067e-14,2.4571598531614895e-10,1.2358103701789002e-15,3.398912695625857e-21,9.725542156477801e-20,1.0129013307044688e-17,1.6485208651960064e-21,9.326106333135823e-32,1.635294578145698e-19,0.0034815692892018507,1.8572208330254124e-09,5.842681124175934e-23,5.595366822585773e-19,1.1736584169222257e-21,2.3041076845928588e-24,3.88314604236635e-28,1.7106122272384306e-25,2.2452926298058326e-25,4.0190804244431257e-26,3.973896484771217e-33,4.800381416795142e-33,-2.0851630310898868e-33,4.6111369941000224e-32,8.360690909360034e-27,7.956348984010723e-39,6.581227981256294e-29,1.3078557722801886e-22
2.1292952838026154e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0012938889012214906,0.4515294708516104,3.0536525355808774e-13,0.4534184923582346,1.2931906846785377e-15,2.5288072491887706e-19,3.2190500240521925e-16,2.867863404935742e-18,-2.302302291595484e-28,2.6311292643921617e-05,3.514609286956561e-13,3.08545381245067e-20,9.201661998511435e-19,4.6140331672199096e-14,2.456345369702854e-10,1.236063748959736e-15,-2.566449618196867e-21,9.717912114189365e-20,1.0160843946710516e-17,-2.5263980505460393e-20,9.32354557440531e-32,1.6383384703238623e-19,0.003482119736806016,1.8581626006525462e-09,5.839066416428507e-23,5.597497602493619e-19,1.1746262233868126e-21,2.3026712866674446e-24,3.8881655010889565e-28,1.713678689247808e-25,2.2421024669002955e-25,4.022389097557315e-26,-1.1054922221930056e-32,-1.3577020852595495e-32,2.900618530084311e-32,4.8357980605947664e-32,8.364270479539858e-27,1.463914658113997e-38,6.591221818753495e-29,1.3081324607966825e-22
2.1316072645666422e-08,0.0028149649241145727,0.0915567593028733,0.0,0.001292812115747357,0.4515294818393493,3.0584253944045403e-13,0.4534179429773285,1.2934715063447925e-15,2.530673337460908e-19,3.2197499658355117e-16,2.8686555930094603e-18,-2.3041006729292473e-28,2.6289315284096504e-05,3.5194809552355277e-13,1.881998220758683e-20,9.245507379950297e-19,4.615022210084104e-14,2.4555298003955633e-10,1.2363167071292014e-15,7.358908414018671e-21,9.710296741542384e-20,1.0125950146797665e-17,1.9335361053253694e-20,9.320984104052126e-32,1.6387883632669808e-19,0.00348266911779301,1.859103584118578e-09,5.835456383938041e-23,5.599625180257488e-19,1.1756111941083598e-21,2.301237004113222e-24,3.8941504538403463e-28,1.7167467963114675e-25,2.238919933324164e-25,4.0256956896623036e-26,3.0225636738567764e-33,3.827705193900805e-33,-2.4257933452304562e-34,4.640321728886712e-32,8.367844875426487e-27,3.545485498686695e-39,6.601216801707371e-29,1.3084086966163183e-22
2.133919245330669e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0012917374151440873,0.4515294928058496,3.0631992311384424e-13,0.4534173946600969,1.2937649579940394e-15,2.532538086969633e-19,3.2204486496499185e-16,2.869772445855184e-18,-2.3038179849422246e-28,2.6267380403137122e-05,3.524353390779456e-13,-1.9581036047048665e-20,9.422299635233927e-19,4.616009144961862e-14,2.454713151300738e-10,1.2365692458067395e-15,1.5676564398797827e-20,9.702695341639122e-20,1.0097262800638447e-17,5.73783091801705e-20,9.31842163650154e-32,1.639423994428303e-19,0.003483217435105942,1.8600437849423853e-09,5.831851021997978e-23,5.601749564174082e-19,1.1766260505677474e-21,2.2998048331263896e-24,3.9006281325607726e-28,1.7198167716596237e-25,2.235745005229362e-25,4.029000204882879e-26,3.219450590953695e-32,3.935338261549532e-32,-6.037676349779893e-32,4.2296041778223484e-32,8.371414267313567e-27,-5.939335348056984e-39,6.611212927290637e-29,1.3086844836068792e-22
2.136231226094696e-08,0.0028149649241145727,0.0915567593028733,0.0,0.0012906647936638382,0.4515295037511697,3.0679740436236246e-13,0.45341684740360705,1.2940227614272631e-15,2.534401499957993e-19,3.221146810892921e-16,2.8782839867991084e-18,-2.3040391042710744e-28,2.624548788404966e-05,3.5292265921006274e-13,1.2941247879079856e-20,9.241934894850913e-19,4.6169939786202045e-14,2.4538954286501924e-10,1.2368213661191112e-15,-1.9422689345953704e-21,9.695106641671582e-20,1.0178507647397423e-17,-2.2335461719797713e-20,9.315861991347999e-32,1.6442894599986411e-19,0.003483764691677125,1.8609832046386588e-09,5.828250325885842e-23,5.603870762306874e-19,1.1776341440003391e-21,2.298374769907973e-24,3.9044980387871675e-28,1.722888524519116e-25,2.232577658806344e-25,4.032302651932597e-26,4.005874883405392e-34,2.58788362119418e-34,5.577227661895294e-33,4.6962341997459475e-32,8.374979512214141e-27,1.404664386826619e-38,6.621210194807398e-29,1.308959829211437e-22
