Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),SX(53),CH3OX(46),CHOX2(61),CHO3X(93),CH2O3(187),CH2OX2(52),CHX(32),SX(489),SX(504),C2HOX(502),C2H4O(540),CH2X(63),SX(57),SX(394),CH2O2X(54)
1.4540738753530778e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007833322562438497,0.45147160034333483,1.5327656981832951e-18,0.4567460807255028,1.243961514791476e-17,3.9643376385300195e-23,4.968453770013266e-18,3.123089123109255e-24,4.924304890563146e-38,0.00014205595198494366,6.928618903560497e-17,7.864097900855159e-20,7.715969611437553e-18,6.844992828935035e-17,1.0575096042959425e-11,1.9536015931202907e-17,3.695104904664857e-22,4.1322256102169706e-19,1.6610456000760102e-21,1.4482685041963356e-26,2.480232570660494e-33,1.786390786221847e-25,0.0001545316049487894,3.6772920811537643e-11,5.359178006846028e-25,2.4998946745857366e-22,5.4183011956072115e-27,2.1249490926948027e-25,1.1714484998764928e-30,2.9294418918013625e-29,9.186557177909162e-26,6.121148530071074e-30,3.625539871230376e-42,3.856615516029572e-42,4.0046119673902e-40,3.7463529075432256e-41,2.4599316520437298e-30,3.571364562301735e-45,2.145855655619815e-33,2.0433022391177236e-24
1.4638678239549996e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007831077555219642,0.4514714658332398,1.5634828284022e-18,0.4567450927318332,1.2618487789208312e-17,4.0610644232509785e-23,5.033861498979043e-18,3.242677998873777e-24,5.168544042718483e-38,0.00014232497169232783,7.020527414785121e-17,8.662108464148373e-20,7.795431249514753e-18,6.934744942996642e-17,1.064417149839192e-11,1.9793135484660637e-17,3.7108755388309507e-22,4.1379917539226096e-19,1.7016133199194023e-21,1.4866856930875114e-26,2.518637414126799e-33,1.8547945749008998e-25,0.00015551959854930426,3.701428261160492e-11,5.42786038772517e-25,2.552794095420093e-22,5.6105568655740486e-27,2.1523005607290414e-25,1.1752215680373538e-30,2.9506179756526486e-29,9.323287616914817e-26,6.252065248130168e-30,3.7793169767928585e-42,4.02604207091002e-42,4.187175990838483e-40,3.953714091634393e-41,2.5197288436514855e-30,3.707766768097378e-45,2.172643903071139e-33,2.070197165191034e-24
1.4736617725569214e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007828838989396129,0.4514713339751341,1.5946012528087923e-18,0.45674410530687193,1.2809173359530741e-17,4.159234410838273e-23,5.099482386454769e-18,3.365653012150824e-24,5.422512142474562e-38,0.00014258868742108793,7.113021492419823e-17,7.307654364862603e-20,7.885471570812747e-18,7.025045466551081e-17,1.0713222662470346e-11,2.005109165427591e-17,3.726540104315066e-22,4.143638429461496e-19,1.7427873977002346e-21,1.5257253763701537e-26,2.5571994842663284e-33,1.9251351834635905e-25,0.00015650702344150754,3.72555752564517e-11,5.496930921226111e-25,2.6063558107862667e-22,5.8078143762213914e-27,2.1797291823044743e-25,1.1728683124244728e-30,2.971896520012552e-29,9.460467431325899e-26,6.384658635765876e-30,3.9382051154890864e-42,4.201273605908874e-42,4.3763569897536015e-40,4.1705477348610437e-41,2.580410958520635e-30,3.8480386103684825e-45,2.1996101417804824e-33,2.097179661950867e-24
1.4834557211588432e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007826606778623135,0.45147120472762514,1.6261234130922728e-18,0.4567431184488394,1.2982008511249146e-17,4.258852562490718e-23,5.165312463817506e-18,3.4920723349331266e-24,5.686495367618095e-38,0.00014284718195672587,7.206100799756775e-17,9.70263811826912e-20,7.95671873862675e-18,7.115893763342065e-17,1.078224959378971e-11,2.0309868832497236e-17,3.7420998089398126e-22,4.1491677561784037e-19,1.784569936594017e-21,1.5653896571159022e-26,2.5959151700066656e-33,1.9974458845479449e-25,0.0001574938814050585,3.74967989446935e-11,5.56638877454793e-25,2.660581355744175e-22,6.0101513102694054e-27,2.2072332372781016e-25,1.1812942848125495e-30,2.9931812348285927e-29,9.598083231705573e-26,6.518933362286393e-30,4.102323590980086e-42,4.382448285724029e-42,4.572328868829227e-40,4.397189675163793e-41,2.6419808576440087e-30,3.9922477633244973e-45,2.2267546234838955e-33,2.1242480973454575e-24
1.493249669760765e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007824380837537342,0.4514710780497876,1.6580517480933166e-18,0.4567421321559789,1.3188823966377718e-17,4.3599237015692825e-23,5.231347813729172e-18,3.621994307089792e-24,5.960784963750763e-38,0.00014310053714933698,7.299765001143753e-17,5.529950483127246e-20,8.060497173183857e-18,7.207289199163109e-17,1.0851252350176568e-11,2.0569451613610022e-17,3.7575558565387637e-22,4.1545818188425764e-19,1.8269629818389807e-21,1.6056805610211655e-26,2.6347809051887263e-33,2.0717600467820697e-25,0.00015848017419657021,3.773795387227681e-11,5.636233118051242e-25,2.715472222359245e-22,6.217645411207161e-27,2.234811028675327e-25,1.170768766255985e-30,3.0146403774819683e-29,9.736121813906971e-26,6.654893992406959e-30,4.2717932661721946e-42,4.569705395844342e-42,4.775268150497872e-40,4.633983903735918e-41,2.7044413161061843e-30,4.140462158789072e-45,2.2540781201966204e-33,2.1514008605829605e-24
1.5030436183626868e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007822161081759661,0.4514709539011661,1.690388693813214e-18,0.45674114642655667,1.3338516914961697e-17,4.4624525154793947e-23,5.297584570003324e-18,3.755477426758624e-24,6.245677256719745e-38,0.00014334883391032066,7.394013761950432e-17,1.2919098277219391e-19,8.106598874367e-18,7.299231141841143e-17,1.0920230988697825e-11,2.0829824793208124e-17,3.772909446563231e-22,4.1598826680922405e-19,1.8699685215243575e-21,1.6466000376888136e-26,2.6737931690858664e-33,2.148111129288444e-25,0.0001594659035498858,3.79790402325095e-11,5.706463125231977e-25,2.771029860312019e-22,6.4303745726272094e-27,2.26246088259615e-25,1.1938393157585359e-30,3.0359753335927903e-29,9.874570160074594e-26,6.792544987665413e-30,4.44673627073791e-42,4.763186359133751e-42,4.9853539704013494e-40,4.881282620986004e-41,2.76779502428498e-30,4.292749975950909e-45,2.28158046788832e-33,2.1786363616399104e-24
1.5128375669646086e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007819947427897298,0.4514708322417753,1.7231366834229382e-18,0.4567401612588612,1.3591965553328774e-17,4.566443557564182e-23,5.364018917447804e-18,3.892580340911504e-24,6.541473664091556e-38,0.0001435921522097681,7.488846748590211e-17,-1.4935478666027784e-21,8.25432447479041e-18,7.39171896121992e-17,1.0989185565669577e-11,2.1090973367569997e-17,3.7881617737067333e-22,4.165072320878185e-19,1.9135884873834387e-21,1.6881499619209406e-26,2.712948486705008e-33,2.2265326762872103e-25,0.0001604510711763553,3.822005821609163e-11,5.777077972695057e-25,2.827255677504451e-22,6.648416827758272e-27,2.290181148111875e-25,1.157174832944346e-30,3.057715552494874e-29,1.0013415439461256e-25,6.931890707831706e-30,4.627276337072354e-42,4.963033481966764e-42,5.2027680818231654e-40,5.139446363052311e-41,2.8320445890556932e-30,4.449179631271233e-45,2.3092631608375927e-33,2.2059530319620886e-24
1.5226315155665304e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007817739793545149,0.45147071303210196,1.756298147272135e-18,0.4567391766512035,1.3663605152284844e-17,4.6719012490067294e-23,5.430647091683988e-18,4.03336183609505e-24,6.848480705689223e-38,0.00014383057107451925,7.584263628444915e-17,2.315524282814504e-19,8.220916860991882e-18,7.484752029143331e-17,1.105811613666594e-11,2.135288253294396e-17,3.8033140275460407e-22,4.170152760906591e-19,1.9578247555905846e-21,1.7303321350185287e-26,2.752243429323436e-33,2.307058311799735e-25,0.0001614356787651119,3.846100801114608e-11,5.848076840128268e-25,2.88415104066266e-22,6.871850339196716e-27,2.3179701971529205e-25,1.2273324149508876e-30,3.078914794934648e-29,1.0152645009062195e-25,7.072935412310845e-30,4.813538384076398e-42,5.1693914397806815e-42,5.427694848376308e-40,5.408844039862684e-41,2.8971925350056483e-30,4.6098197685507684e-45,2.3371247086603137e-33,2.2333493230383453e-24
1.5324254641684522e-10,0.0028149649241145727,0.0915567593028733,0.0,0.00781553809728658,0.45147059623310504,1.789875512898042e-18,0.45673819260191634,1.4062694985938094e-17,4.778829880739513e-23,5.497465378944647e-18,4.177880829348377e-24,7.167010013211502e-38,0.0001440641685868284,7.680264069961477e-17,-1.851976861097966e-19,8.510628235742942e-18,7.578329719438497e-17,1.1127022756527903e-11,2.1615537684747492e-17,3.818367392199564e-22,4.175125939080129e-19,2.002679147561425e-21,1.7731482860906156e-26,2.7916746144661463e-33,2.3897217344534866e-25,0.0001624197279833486,3.870188980324928e-11,5.919458910275829e-25,2.941717275935958e-22,7.100753388837555e-27,2.3458264243880563e-25,1.1056964322407219e-30,3.101269007479943e-29,1.0292246414084232e-25,7.215683261538657e-30,5.0056489980180294e-42,5.3824054656333046e-42,5.660321249829249e-40,5.689853078654295e-41,2.963241305642158e-30,4.7747392491582444e-45,2.3651689844802563e-33,2.2608237087134556e-24
1.542219412770374e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007813342258693541,0.4514704818062158,1.823871205034331e-18,0.45673720910935417,1.3876734849688147e-17,4.88723361535922e-23,5.564470115849988e-18,4.326196359299654e-24,7.4973783389558e-38,0.00014429302188367332,7.776847742443775e-17,5.642560657240712e-19,8.21994393053173e-18,7.672451407898887e-17,1.1195905479372186e-11,2.1878924416684474e-17,3.833323046000526e-22,4.179993773938425e-19,2.0481534307554716e-21,1.8166000733636374e-26,2.8312387067395897e-33,2.4745567123891716e-25,0.00016340322047659402,3.8942703775461985e-11,5.991223368912533e-25,2.999955669491954e-22,7.335204368004987e-27,2.373748247095816e-25,1.3300649754404406e-30,3.1217218691746974e-29,1.0432207388239136e-25,7.360138318369951e-30,5.203735845950665e-42,5.602223494990692e-42,5.900836871303042e-40,5.982859437097507e-41,3.0301932646213466e-30,4.9440071424233075e-45,2.3933901479131424e-33,2.2883746808259287e-24
1.5520133613722959e-10,0.0028149649241145727,0.0915567593028733,0.0,0.007811152198326252,0.4514703697133385,1.8582876456198715e-18,0.45673622617189297,1.474814223006374e-17,4.99711648904532e-23,5.63165768916581e-18,4.478367577442574e-24,7.83990756366161e-38,0.00014451720715657218,7.874014316388757e-17,-7.887530628869034e-19,8.975098495523371e-18,7.767116472267087e-17,1.1264764358600091e-11,2.2143028519785358e-17,3.8481821611883037e-22,4.184758152095334e-19,2.0942493194804624e-21,1.8606890855032577e-26,2.8709324170037642e-33,2.5615970782708073e-25,0.00016438615786898758,3.918345010836e-11,6.0633694048170155e-25,3.0588674681075674e-22,7.575281767783179e-27,2.4017341050280304e-25,9.276163114703415e-31,3.145802524448507e-29,1.057251585390084e-25,7.506304549458537e-30,5.4079283546853124e-42,5.828993577157975e-42,6.149433911387617e-40,6.288257772040347e-41,3.098050696944912e-30,5.1176927161943086e-45,2.4217999941912828e-33,2.316000756751645e-24
