Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CHO3X(91),H(23),HCO(31),CH3X(53),CH4(39),OCHCO(417),CH4X(436)
1.371837788172491e-08,0.0027792097116130575,0.0915567593028733,0.0,0.001727690715278882,0.45134052992227564,2.3865922311681567e-38,0.45378466364331904,3.2628338396678756e-17,1.3848770538178687e-22,2.445246830750665e-16,3.6199708734807174e-23,4.150038147188826e-35,3.505574101491251e-05,1.2364345682810246e-13,2.011651275783512e-24,8.700970142740103e-20,1.2367612090818875e-13,2.336446831825944e-10,5.061508524388338e-20,2.309581897252082e-21,1.0122720241886698e-19,2.965389343572734e-22,2.8839321685992563e-27,8.242092648910664e-32,3.5573166292123996e-24,0.0031159484639396006,0.00018457056331656693,1.7517495829059067e-22,1.5226274141381764e-26,3.907646744209376e-19,2.1408054579584677e-26,2.120802081522235e-27,3.379626146132667e-27,4.338462758870377e-22,7.964216784178476e-35,8.573695153712656e-20,4.0689590138732806e-23,6.188821805450837e-79,-8.458401546068644e-20
1.3770788785917366e-08,0.0027792097116130575,0.0915567593028733,0.0,0.001722700007574407,0.45134044396256284,2.399836166943714e-38,0.4537821861795431,3.2658126071706054e-17,1.3891422942022445e-22,2.4474853842870277e-16,3.6518691049092367e-23,4.2455969233169634e-35,3.495538187850118e-05,1.2428125295167352e-13,2.006008230485427e-24,8.651949389549645e-20,1.2431394608245564e-13,2.336354149586154e-10,5.085867094600088e-20,2.3034082149292017e-21,1.0094269099585907e-19,2.985038096379655e-22,2.9029892104534914e-27,8.22601822336726e-32,3.588658343230761e-24,0.003118425927724168,0.00018470670259755653,1.7556980891828569e-22,1.5217619583696734e-26,3.9144213685736647e-19,2.1567743720867184e-26,2.1138649196837846e-27,3.387505892325635e-27,4.34557515033358e-22,8.03839690432957e-35,-7.58749262111319e-20,3.888419865982568e-23,6.281135916970824e-79,7.699722378523677e-20
1.3823199690109822e-08,0.0027792097116130575,0.0915567593028733,0.0,0.001717739735551387,0.45134035859330546,2.413100517308721e-38,0.4537797237912604,3.2687743672239503e-17,1.393394467809656e-22,2.449711466664434e-16,3.6838871649818246e-23,4.1616975977827856e-35,3.485563425223231e-05,1.249195540756966e-13,2.0003985193240158e-24,8.603364543948387e-20,1.2495227609152774e-13,2.336239902605868e-10,5.1102186453039056e-20,2.3063538981640548e-21,1.0065988368415708e-19,3.0047160293544074e-22,2.922219385833486e-27,8.210002835190448e-32,3.620117751873285e-24,0.003120888316017638,0.00018484194566814068,1.7596326883303202e-22,1.5208911067770915e-26,3.9211626314282903e-19,2.1727767947084482e-26,2.10695989548292e-27,3.3953574850862926e-27,4.352661901646135e-22,8.11292950747308e-35,-1.3341714950327982e-20,4.362821488888153e-23,6.374420811818318e-79,1.4509362599253383e-20
1.3826147803470646e-08,0.0027792097116130575,0.0915567593028733,0.0,0.001717461618840432,0.4513403538087108,2.41384724309665e-38,0.45377958572701527,3.26894046408424e-17,1.3936332656269465e-22,2.449836315247525e-16,3.6856917339313014e-23,4.1598475055190235e-35,3.4850041502631654e-05,1.249554734533562e-13,2.00008402375028e-24,8.600644490234683e-20,1.2498819708908042e-13,2.336232839753862e-10,5.1115882090645974e-20,2.3064367885535214e-21,1.0064402609094559e-19,3.005823775209613e-22,2.923316943224413e-27,8.209103720100759e-32,3.6218908333982635e-24,0.0031210263802634547,0.00018484952663764566,1.75985359828336e-22,1.5208419636366316e-26,3.9215408414540234e-19,2.173677921793643e-26,2.1065724404818324e-27,3.3957983047833646e-27,4.353059773255935e-22,8.117132435087343e-35,1.3463089032752886e-24,4.365802828546165e-23,6.37969704646707e-79,1.1671406000369928e-21
1.3832044030192298e-08,0.0027792097116130575,0.0915567593028733,0.0,0.0017169056715382425,0.4513403442450688,2.4153408882635334e-38,0.45377930974024827,3.2692724979158804e-17,1.3941107378437684e-22,2.4500858950794236e-16,3.6893020062234347e-23,4.158821215718929e-35,3.483886175211552e-05,1.2502731697090272e-13,1.999455367786769e-24,8.595208467724844e-20,1.2506004384485574e-13,2.336218511436852e-10,5.114327268882845e-20,2.3063558041311334e-21,1.0061232692704426e-19,3.0080395418985214e-22,2.9254799332596082e-27,8.207306047850773e-32,3.625438110636856e-24,0.0031213023670317967,0.00018486468015491549,1.7602952871243764e-22,1.520743627414744e-26,3.922296947363586e-19,2.175480491722258e-26,2.1057978344808497e-27,3.396679678920719e-27,4.353855274865674e-22,8.125541634875864e-35,1.1254470461516267e-24,4.371829334227565e-23,6.3902587908807e-79,1.1676966459505955e-21
1.38438364836356e-08,0.0027792097116130575,0.0915567593028733,0.0,0.001715794920065424,0.45134032513994654,2.4183289528710375e-38,0.4537787583329411,3.269935926773586e-17,1.3950651889058555e-22,2.450584586082632e-16,3.6965270857633164e-23,4.160660766373926e-35,3.481652521876275e-05,1.2517102303969892e-13,1.9981992974088137e-24,8.584352736863407e-20,1.2520375638388717e-13,2.3361890453620184e-10,5.119805117507949e-20,2.3062181340272387e-21,1.0054899261602193e-19,3.0124721729078457e-22,2.9298061511757305e-27,8.203712934827938e-32,3.632537119295401e-24,0.003121853774341794,0.00018489495354377905,1.7611781410109895e-22,1.520546755822946e-26,3.923807903843296e-19,2.1790868934753535e-26,2.1042498379587e-27,3.3984413671300085e-27,4.35544531250493e-22,8.142373412064143e-35,-9.647402718810849e-25,4.3666429356896806e-23,6.411419409675791e-79,1.168764536082565e-21
1.3867421390522206e-08,0.0027792097116130575,0.0915567593028733,0.0,0.0017135779788959625,0.45134028701812806,2.424308178464736e-38,0.45377765777791534,3.271260235253258e-17,1.3969721199380244e-22,2.451580097735324e-16,3.710995371745792e-23,4.1865926865903956e-35,3.477194380680086e-05,1.254585111906827e-13,1.9956922877766107e-24,8.562706328255128e-20,1.254912574505103e-13,2.3361268835222703e-10,5.1307597270621154e-20,2.305938170228141e-21,1.0042257946973962e-19,3.021341816478566e-22,2.9384627427177566e-27,8.196535631752908e-32,3.646752940638153e-24,0.0031229543293734134,0.00018495536606822824,1.7629417572699562e-22,1.5201522209624942e-26,3.926824805251317e-19,2.186304735584484e-26,2.1011587026444635e-27,3.40196051096875e-27,4.358621532322072e-22,8.17609047185814e-35,-6.240960356407741e-24,4.260387921647743e-23,6.453889402984856e-79,1.1625352001763474e-21
1.388864780672015e-08,0.0027792097116130575,0.0915567593028733,0.0,0.0017115879155199744,0.451340252808952,2.429693010261143e-38,0.45377666984603804,3.2724492160825436e-17,1.3986861145617707e-22,2.452473933109322e-16,3.724037472658931e-23,4.200752716352531e-35,3.4731924686007374e-05,1.2571733699250775e-13,1.993441802807357e-24,8.543298404299394e-20,1.2575009484819338e-13,2.3360672686074224e-10,5.140617630764932e-20,2.30569740142447e-21,1.003090979593854e-19,3.029329476823384e-22,2.9462608879364458e-27,8.190086227596249e-32,3.659567455654445e-24,0.003123942261256477,0.0001850095848046604,1.7645266332958704e-22,1.5197962447246979e-26,3.92953431863765e-19,2.1928065233903806e-26,2.098382212104919e-27,3.4051229272631525e-27,4.3614757456249e-22,8.20649681396835e-35,-6.525704239512644e-22,4.2116386640724126e-23,6.492282347431161e-79,1.806808666834289e-21
1.3907751581298301e-08,0.0027792097116130575,0.0915567593028733,0.0,0.0017098010420075029,0.45134022210175256,2.4345422161719243e-38,0.45377578277959607,3.273516960912414e-17,1.400226896062415e-22,2.4532766697764215e-16,3.735792065732797e-23,4.190136346228704e-35,3.4695991532373655e-05,1.2595035007895696e-13,1.9914210931330206e-24,8.525890798047174e-20,1.2598311834814084e-13,2.336010654558995e-10,5.1494887307424696e-20,2.3055038757774357e-21,1.0020719892086316e-19,3.036522393193515e-22,2.9532861727656858e-27,8.184289988842426e-32,3.671116923890132e-24,0.0031248293277038783,0.00018505825858092757,1.7659511002641126e-22,1.5194751482234938e-26,3.931968279336529e-19,2.1986627608083914e-26,2.0958878448868272e-27,3.4079652141938325e-27,4.364040995872257e-22,8.233911915159433e-35,3.182063948110888e-21,4.2690814921704954e-23,6.526973994937923e-79,-2.0273703586960677e-21
1.3926855355876452e-08,0.0027792097116130575,0.0915567593028733,0.0,0.0017080181184630562,0.45134019147107046,2.4393941281194983e-38,0.4537748976697203,3.2745824983211544e-17,1.4017659623640977e-22,2.454077786700385e-16,3.7475624659061715e-23,4.1703584300390864e-35,3.466013774120407e-05,1.261834292015997e-13,1.9894048959115222e-24,8.508539331825348e-20,1.2621620786277836e-13,2.335951245779855e-10,5.15835886586628e-20,2.3052308622719345e-21,1.0010552113452171e-19,3.0437191088425934e-22,2.960308715421751e-27,8.178501529786019e-32,3.6826819176279644e-24,0.003125714437585379,0.00018510681615858978,1.7673737514879428e-22,1.5191533777019372e-26,3.934397893092488e-19,2.2045233718016125e-26,2.0933977110935137e-27,3.410803827601873e-27,4.366602899354023e-22,8.261373803605428e-35,3.0077159640756107e-21,4.3666473692637416e-23,6.561796674580631e-79,-1.8563740733964383e-21
