Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(48),CH2O2X(49),CH3OX(44),CH3X(50),CH4(39),CH4X(236),CH3O2X(47),CH4O2(169),H(23),HCO(31),OCHCO(260),SX(257),CH2OX(167),CHOX(166),SX(186),C2H6O(234),SX(408),SX(460)
3.2295074130480976e-11,0.0005377589567108198,0.0915567593028733,0.0,0.001461123200821835,0.4514424815313187,8.591724717172855e-41,0.45690061233915913,6.320480215992168e-20,8.803735660193361e-31,3.563047093703976e-15,1.007622957451542e-31,-5.130767626717426e-41,4.270916432400417e-05,7.697577851910961e-22,1.1413950064124194e-21,6.330064475556348e-20,1.284114139817975e-19,1.864567361853128e-12,5.185611375864455e-24,1.6011201439991743e-24,9.519561739022877e-16,1.1308368891449415e-28,1.5564913685019577e-33,5.206563131075794e-33,3.963364849030532e-33,7.879224261557174e-05,9.064016541232598e-21,8.566846741207335e-34,-2.6316154459837395e-19,2.0823890710183137e-24,2.6309657534855024e-19,2.2049832011389983e-27,1.0422003007226473e-27,1.4376495865351608e-25,3.6406345430910166e-42,4.026755540977753e-88,3.1385244394211244e-27,1.0716924231689294e-33,6.850253658470748e-33,-6.056693256340768e-36,-8.231705105573465e-47,-1.0592289993189489e-47,-1.3078686446276993e-48
3.2354740673387826e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014609306065812922,0.45144231590314926,8.649330353985086e-41,0.4569006123391558,6.340381447412025e-20,8.893222519429025e-31,3.578136064212229e-15,1.0202290271306184e-31,-4.094560939186873e-41,4.2763096459711885e-05,7.724947222655514e-22,1.139973551759477e-21,6.348937809204428e-20,1.2880044141395755e-19,1.8678767713000616e-12,5.219311374722409e-24,1.6035727331154342e-24,9.521068098764588e-16,1.140159220380496e-28,1.571252304579201e-33,5.230930560500749e-33,4.012748882261658e-33,7.893090471709726e-05,9.105723488293842e-21,8.672224844811715e-34,-6.278823229101997e-19,5.663156896103567e-24,6.278101584270985e-19,2.2176499527334042e-27,1.0525864551659803e-27,1.4424933009128653e-25,3.672774352326523e-42,4.0914989526828145e-88,3.16976204718755e-27,1.0798362505979056e-33,6.8951075595753e-33,-4.856863087033021e-36,-7.678057582108914e-47,-7.903573703196822e-48,9.03928641320363e-48
3.2414407216294675e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014607381320777173,0.4514421503464573,8.707179599405711e-41,0.45690061233915247,6.360289832362429e-20,8.983403775129604e-31,3.593246434361202e-15,1.0329614556285673e-31,-2.3984119914776516e-41,4.2816932076218404e-05,7.752361499164577e-22,1.1385559120431722e-21,6.367809633936375e-20,1.2918953346418533e-19,1.871185731078643e-12,5.253144957065237e-24,1.6060227979333548e-24,9.522554652252411e-16,1.1495434417823137e-28,1.5861267939718206e-33,5.2553379129843474e-33,4.062660055346709e-33,7.906954360085667e-05,9.147494819165778e-21,8.778619954378148e-34,-6.427148952132699e-19,5.9293162341139406e-24,6.426365353779798e-19,2.230343806161126e-27,1.0630453503489967e-27,1.4473431118049835e-25,3.705122755449751e-42,4.157123537022023e-88,3.201218140883574e-27,1.0880134162551605e-33,6.940084155174258e-33,-2.9251923304383147e-36,-5.658474881224095e-47,-3.7397929067844866e-48,1.531221794232334e-47
3.2474073759201525e-11,0.0005377589567108198,0.0915567593028733,0.0,0.001460545777242342,0.4514419848612021,8.765272798203712e-41,0.45690061233914914,6.38020533448802e-20,9.07428299248893e-31,3.608378144780633e-15,1.045843701116135e-31,-1.6517094056691832e-41,4.287067122992052e-05,7.779820694246429e-22,1.137142090589525e-21,6.386679900322615e-20,1.2957868927910443e-19,1.8744942414623087e-12,5.2871122560651886e-24,1.6084703377187081e-24,9.524021648754377e-16,1.1589898403924304e-28,1.601115467025226e-33,5.279785051925706e-33,4.113105150024077e-33,7.920815927922081e-05,9.189330295072818e-21,8.886038875556074e-34,2.0816095930546692e-19,-2.193615205832592e-24,-2.0823386541715712e-19,2.243064639245075e-27,1.0735772402647419e-27,1.4521990082444465e-25,3.7376805779775317e-42,4.2236390218454073e-88,3.2328934819676876e-27,1.0962238828651809e-33,6.985182939056197e-33,-2.0522613379313935e-36,-3.7394714557978836e-47,-1.8741246130442554e-48,8.035633915518417e-48
3.2533740302108374e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014603535420060093,0.45144181944734285,8.823610294192679e-41,0.4569006123391458,6.400127917871507e-20,9.165863743850996e-31,3.623531136380998e-15,1.0588796886642988e-31,-2.015573265234701e-41,4.292431397761265e-05,7.807324794449043e-22,1.1357320936276354e-21,6.405548559474488e-20,1.2996790801540638e-19,1.8778023027243404e-12,5.3212134042562946e-24,1.610915351754534e-24,9.525469334886666e-16,1.1684987037889463e-28,1.6162189561460802e-33,5.304271841239893e-33,4.1640890944997284e-33,7.934675176455334e-05,9.231229678233266e-21,8.994488435659245e-34,2.618525412405617e-19,-2.7360261252278154e-24,-2.6192365600391525e-19,2.25581233016928e-27,1.0841823784215685e-27,1.4570609792706533e-25,3.770448646246365e-42,4.291055216004256e-88,3.2647888304394186e-27,1.1044676127260093e-33,7.030403405635969e-33,-2.4411984301107095e-36,-3.2170963288665885e-47,-2.699093107394887e-48,-2.940958369332776e-48
3.2593406845015223e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014601614262991698,0.45144165410483883,8.882192430234991e-41,0.4569006123391425,6.420057547064252e-20,9.258149608685283e-31,3.638705350351981e-15,1.0720505059614238e-31,-2.0427364811165482e-41,4.297786037648721e-05,7.834873755616762e-22,1.1343259300311162e-21,6.424415563074111e-20,1.3035718883975304e-19,1.88110991513786e-12,5.355448533537476e-24,1.6133578393410027e-24,9.526897954630854e-16,1.1780703200840938e-28,1.631437895314389e-33,5.328798145353658e-33,4.2156146210441315e-33,7.94853210692108e-05,9.273192731858424e-21,9.103975482977263e-34,-4.127481392973658e-19,3.745068279407883e-24,4.126707086746746e-19,2.268586757483661e-27,1.0948610178408587e-27,1.461929013929516e-25,3.803427787408767e-42,4.3593820097560167e-88,3.296904944832516e-27,1.1127445677157547e-33,7.075745050002168e-33,-2.4667323714639013e-36,-3.46218394357325e-47,-2.7274220892362637e-48,-1.1544838586497508e-48
3.265307338792207e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014599694300518602,0.45144148883364854,8.94101954824625e-41,0.45690061233913914,6.439994187131466e-20,9.351144173560289e-31,3.653900728160805e-15,1.0853568695391944e-31,-1.7396099467775774e-41,4.303131048415779e-05,7.86246755999628e-22,1.1329236046096191e-21,6.443280863418687e-20,1.3074653092867156e-19,1.8844170789758304e-12,5.389817775175848e-24,1.6157977997960638e-24,9.528307749353491e-16,1.1877049779221515e-28,1.646772919643381e-33,5.353363829203956e-33,4.267686392891122e-33,7.962386720554259e-05,9.315219220151538e-21,9.214506886547902e-34,2.051413402034718e-21,-2.195068132336293e-25,-2.1259341543216298e-21,2.2813878001090053e-27,1.1056134110546278e-27,1.4668031012735024e-25,3.8366188294294085e-42,4.4286293751973003e-88,3.3292425822077834e-27,1.1210547093009287e-33,7.121207367966043e-33,-2.1010216710812095e-36,-3.429966447488229e-47,-1.9355953792421215e-48,3.3900765098477834e-48
3.271273993082892e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014597775531937137,0.45144132363373096,9.000091989200167e-41,0.4569006123391358,6.459937803572709e-20,9.44485103211443e-31,3.6691172115504324e-15,1.0988136466551636e-31,-2.0720214676044233e-41,4.308466435864924e-05,7.890106208869857e-22,1.131525120328736e-21,6.462144413340177e-20,1.3113593346843977e-19,1.8877237945110533e-12,5.424321259810355e-24,1.6182352324557929e-24,9.529698957826271e-16,1.1974029664771553e-28,1.662224666388524e-33,5.377968758244179e-33,4.320310490252798e-33,7.976239018589084e-05,9.357308908306557e-21,9.326089536443928e-34,4.956171910849941e-19,-4.986771943225832e-24,-4.956858749904414e-19,2.294215337342331e-27,1.1164398101029524e-27,1.47168323036169e-25,3.870022601080844e-42,4.498807366743065e-88,3.3618024981453694e-27,1.129397998548574e-33,7.16678985611218e-33,-2.4422327886773016e-36,-3.4477330594973564e-47,-2.6695704544733277e-48,-1.6061843850392448e-48
3.277240647373577e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014595857956539813,0.45144115850504435,9.059410093132782e-41,0.4569006123391325,6.479888362313342e-20,9.539273785030763e-31,3.6843547425379635e-15,1.1124108836870055e-31,-2.1965827369232035e-41,4.313792205837557e-05,7.917789670148842e-22,1.130130483628695e-21,6.481006166196002e-20,1.3152539565498721e-19,1.891030062016171e-12,5.458959117454898e-24,1.6206701366732345e-24,9.53107181624279e-16,1.2071645754509398e-28,1.677793774844301e-33,5.402612798439855e-33,4.373490602264268e-33,7.990089002259041e-05,9.399461562506906e-21,9.438730343743605e-34,-2.7157478350709167e-19,2.3773477774716028e-24,2.71499205911236e-19,2.307069248861409e-27,1.1273404665317878e-27,1.4765693902598073e-25,3.903639931939845e-42,4.5699261215425957e-88,3.394585446738236e-27,1.1377743961331106e-33,7.212492011844941e-33,-2.5755446046101404e-36,-3.5950736189975913e-47,-2.9401820766666347e-48,-2.3967249161305395e-48
3.283207301664262e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014593941573615137,0.4514409934475471,9.118974199146813e-41,0.45690061233912915,6.499845829745876e-20,9.634416040010462e-31,3.699613263412969e-15,1.1261428259649008e-31,-1.6458975155972957e-41,4.3191083642158616e-05,7.945517917397521e-22,1.1287396996020841e-21,6.499866075909573e-20,1.3191491669379302e-19,1.8943358817636622e-12,5.4937314775015806e-24,1.6231025118186863e-24,9.532426558237978e-16,1.2169900950710563e-28,1.693480885289968e-33,5.427295816264531e-33,4.427230845923084e-33,8.00393667279689e-05,9.441676949924137e-21,9.55243624027491e-34,-3.968437571632939e-19,3.620712301964912e-24,3.9676511659320675e-19,2.3199494147293736e-27,1.1383156313907228e-27,1.4814615700402792e-25,3.9374716523835814e-42,4.6419958599159845e-88,3.427592180585447e-27,1.1461838623440476e-33,7.258313333435984e-33,-1.9454653417204107e-36,-3.361142904554698e-47,-1.5552385639988756e-48,3.9050204233315094e-48
3.289173955954947e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014592026382447532,0.4514408284611972,9.178784645415707e-41,0.4569006123391258,6.519810172716904e-20,9.7302814117482e-31,3.714892716735938e-15,1.1400325128696332e-31,-2.020207455712577e-41,4.324414916923566e-05,7.973290962906737e-22,1.1273527688615894e-21,6.518724096956481e-20,1.323044957997912e-19,1.897641254025844e-12,5.5286384687237104e-24,1.6255323572804636e-24,9.533763414906016e-16,1.226879816088825e-28,1.7092866396046647e-33,5.452017678705062e-33,4.4815381914108926e-33,8.017782031434655e-05,9.483954838716604e-21,9.667214178970564e-34,5.9026777310131995e-19,-5.892650397403683e-24,-5.903357431764095e-19,2.3328557153988822e-27,1.1493655552309439e-27,1.48635975878227e-25,3.971518593586092e-42,4.7150268857613355e-88,3.460823450786062e-27,1.1546263570941633e-33,7.304253320066866e-33,-2.323645264892742e-36,-3.4304467276489895e-47,-2.3598138687842294e-48,-1.1268104444820044e-48
3.295140610245632e-11,0.0005377589567108198,0.0915567593028733,0.0,0.001459011238231771,0.4514406635459526,9.238841769189204e-41,0.4569006123391225,6.539781358464881e-20,9.8268735218982e-31,3.730193045336125e-15,1.154075560323465e-31,-2.852081090111415e-41,4.3297118699223155e-05,8.0011087820965885e-22,1.1259696962211583e-21,6.537580184301311e-20,1.3269413219724002e-19,1.900946179074866e-12,5.563680219279937e-24,1.627959672464021e-24,9.535082614822928e-16,1.236834029776697e-28,1.725211682262658e-33,5.4767782532619613e-33,4.536416964953032e-33,8.031625079403625e-05,9.526294998027456e-21,9.783071133599095e-34,1.7810908280383819e-19,-1.9910842720106407e-24,-1.7817818935496415e-19,2.345788031717771e-27,1.1604904881024816e-27,1.4912639455717422e-25,4.005781587513409e-42,4.789029587117313e-88,3.4942800069308994e-27,1.163101839931399e-33,7.35031147188675e-33,-3.234802244614704e-36,-4.156538934226681e-47,-4.3095131699994595e-48,-7.301412492605617e-48
3.301107264536317e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014588199572502548,0.4514404987017708,9.29914590679664e-41,0.45690061233911916,6.559759354661226e-20,9.924195999053673e-31,3.7455141923102435e-15,1.1682502156406213e-31,-2.476462248360538e-41,4.3349992292127496e-05,8.028971327037499e-22,1.1245904884511562e-21,6.556434293438126e-20,1.3308382511964512e-19,1.904250657182718e-12,5.598856856716708e-24,1.6303844567914193e-24,9.536384384061284e-16,1.2468530279266514e-28,1.7412566588634314e-33,5.501577407942266e-33,4.5918698058649454e-33,8.045465817934338e-05,9.568697197983363e-21,9.90001409834903e-34,-7.320757546055919e-19,6.782902414878737e-24,7.319967260526759e-19,2.358746244932267e-27,1.1716906795526092e-27,1.496174119501487e-25,4.0402614669206626e-42,4.8640144365018824e-88,3.527962597097742e-27,1.1716102700446036e-33,7.396487290047449e-33,-2.8101829001946612e-36,-4.465529288761429e-47,-3.337578043780152e-48,1.4223642794784336e-48
3.307073918827002e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014586287952274932,0.4514403339286095,9.359697393651086e-41,0.45690061233911583,6.579744129467081e-20,1.0022252478721056e-30,3.7608561010208326e-15,1.1825554152207778e-31,-7.523880247934097e-42,4.3402770008362175e-05,8.056878577627254e-22,1.1232151479387756e-21,6.57528638044641e-20,1.3347357380966297e-19,1.907554688621221e-12,5.6341685079713395e-24,1.6328067097021463e-24,9.537668946209422e-16,1.2569371028481552e-28,1.7574222161281968e-33,5.5264150112616994e-33,4.647901409724532e-33,8.059304248256603e-05,9.611161209692818e-21,1.0018050087700525e-33,-7.029045460306136e-19,6.625300092872178e-24,7.028200689462302e-19,2.3717302366909833e-27,1.1829663786238495e-27,1.501090269671171e-25,4.074959065348449e-42,4.9399919913395983e-88,3.561871967845371e-27,1.1801516062704863e-33,7.442780276747317e-33,-8.75824352913936e-37,-3.044369694070146e-47,8.506901881970717e-49,1.4719896369505943e-47
3.313040573117687e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014584377520903847,0.4514401692264258,9.420496564254037e-41,0.4569006123391125,6.599735651427967e-20,1.0121046603290865e-30,3.776218715094399e-15,1.1970038962948198e-31,1.504651762666948e-41,4.345545190873863e-05,8.084830532328075e-22,1.1218436756198013e-21,6.594136401884913e-20,1.3386337751899136e-19,1.9108582736620313e-12,5.669615299375497e-24,1.6352264306536067e-24,9.538936522391877e-16,1.2670865473658843e-28,1.773709003030947e-33,5.551290932248447e-33,4.7045178653851144e-33,8.07314037159947e-05,9.653686805244166e-21,1.0137186136701031e-33,-7.248370891132371e-19,6.99659717093213e-24,7.247449306907399e-19,2.3847398890493637e-27,1.1943178338517738e-27,1.5060123851873814e-25,4.109875217118719e-42,5.016972894449044e-88,3.596008864206975e-27,1.1887258071046977e-33,7.489189935277699e-33,1.6309762249379646e-36,-9.795649206825976e-50,6.190631116284627e-48,2.054523155477149e-47
3.319007227408372e-11,0.0005377589567108198,0.0915567593028733,0.0,0.001458246827765441,0.4514400045951771,9.48154375219985e-41,0.45690061233910917,6.619733889470231e-20,1.0220582022009727e-30,3.7916019784196426e-15,1.2116109213385673e-31,3.2612116059745046e-41,4.3508038054461625e-05,8.112827193003992e-22,1.1204760724693758e-21,6.612984314787316e-20,1.3425323550826577e-19,1.914161412576636e-12,5.70519735665851e-24,1.637643619120201e-24,9.540187331288918e-16,1.277301654817537e-28,1.7901176701281898e-33,5.57620504043542e-33,4.761725538231537e-33,8.086974189191238e-05,9.696273757703586e-21,1.0257429301370118e-33,-4.469357036241568e-19,4.450513281045146e-24,4.468404135055957e-19,2.3977750844737932e-27,1.2057452932629384e-27,1.5109404551636786e-25,4.145010757330859e-42,5.094967874508626e-88,3.63037402968398e-27,1.197332830710465e-33,7.535715770068326e-33,3.566819585403702e-36,3.214589873020084e-47,1.023362493330363e-47,1.6710651366184334e-47
3.324973881699057e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014580560221788034,0.45143984003482,9.542839290179567e-41,0.45690061233910584,6.639738812929364e-20,1.0320862390956182e-30,3.807005835145896e-15,1.2263757183386238e-31,4.686157070898641e-41,4.3560528507114615e-05,8.140868539963156e-22,1.1191123413495619e-21,6.631830076689813e-20,1.3464314704697076e-19,1.917464105636354e-12,5.740914804950179e-24,1.6400582745929852e-24,9.541421589153279e-16,1.287582719051951e-28,1.8066488696622196e-33,5.6011572058671726e-33,4.8195292520513466e-33,8.100805702259449e-05,9.738921841113284e-21,1.0378786658494156e-33,-5.959139843839589e-19,5.98308947915226e-24,5.958126255403048e-19,2.4108357058450417e-27,1.2172490043731456e-27,1.5158744687206314e-25,4.1803665218583443e-42,5.173987746460711e-88,3.664968206240837e-27,1.2059726349240053e-33,7.582357286727675e-33,5.1088494723368855e-36,5.865203283548e-47,1.337836188304923e-47,1.332049705405741e-47
3.3309405359897416e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014578653352562301,0.45143967554531156,9.604383509985368e-41,0.4569006123391025,6.659750391546999e-20,1.0421891373012289e-30,3.822430229681326e-15,1.2412998992320236e-31,5.735142417196954e-41,4.361292332867077e-05,8.168954556725402e-22,1.1177524844974758e-21,6.650673645627325e-20,1.3503311141333655e-19,1.9207663531123378e-12,5.776767768784107e-24,1.642470396580148e-24,9.542639509830701e-16,1.2979300344268744e-28,1.8233032552954175e-33,5.626147299088164e-33,4.87793409286924e-33,8.114634912030887e-05,9.781630830489258e-21,1.0501265305337483e-33,-3.2216125896375285e-19,3.426202121622336e-24,3.2205911863601307e-19,2.4239216364621497e-27,1.2288292141854588e-27,1.5208144149858657e-25,4.215943347344803e-42,5.254043411985767e-88,3.699792134299082e-27,1.2146451772647565e-33,7.629113992086118e-33,6.230090578308474e-36,7.816961492323505e-47,1.5574309243038076e-47,1.1110140560694527e-47
3.3369071902804266e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014576747669231,0.4514395111266081,9.666176742514571e-41,0.4569006123390992,6.679768595471834e-20,1.0523672637837935e-30,3.837875106691279e-15,1.2563930666955208e-31,5.791951801319538e-41,4.3665222581491896e-05,8.197085237561713e-22,1.1163965026682534e-21,6.669514980133654e-20,1.3542312789424591e-19,1.9240681552755653e-12,5.812756372100653e-24,1.6448799846069835e-24,9.543841304778322e-16,1.308343895806948e-28,1.840081482350865e-33,5.651175191153078e-33,4.9369459707933445e-33,8.128461819731578e-05,9.82440050181921e-21,1.062487235960662e-33,3.0461948849460065e-19,-2.593492303089957e-24,-3.0471583079709434e-19,2.437032760045862e-27,1.2404861691884428e-27,1.5257602830941055e-25,4.251742071200487e-42,5.335145859933339e-88,3.734846552732073e-27,1.2233504149427368e-33,7.675985394236064e-33,6.253034785357529e-36,8.754215492508413e-47,1.5333872330203244e-47,3.24519583820398e-48
3.3428738445711115e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014574843171044267,0.4514393467786661,9.728219317773683e-41,0.45690061233909585,6.69979339523175e-20,1.0626209861844684e-30,3.853340411096601e-15,1.2716472883227455e-31,5.572337513404507e-41,4.3717426328311895e-05,8.225260553169304e-22,1.1150443990368418e-21,6.688354039212884e-20,1.3581319578514028e-19,1.927369512396848e-12,5.848880738249951e-24,1.6472870382154853e-24,9.545027183082664e-16,1.3188245985616703e-28,1.8569842081690217e-33,5.6762407536246765e-33,4.996569096714064e-33,8.142286426586772e-05,9.867230632060341e-21,1.0749614959234528e-33,-9.5939382688845e-20,1.2405771676386245e-24,9.583992606541641e-20,2.4501689607420325e-27,1.25222011535442e-27,1.5307120621872159e-25,4.287763531598683e-42,5.417306166763056e-88,3.770132198859767e-27,1.232088304866671e-33,7.722971002571701e-33,5.950462470099926e-36,8.861958518976227e-47,1.4391539408624137e-47,-1.0947570417860675e-48
3.3488404988617965e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014572939857248495,0.45143918250144177,9.790511564882853e-41,0.4569006123390925,6.719824761773095e-20,1.072950672816682e-30,3.868826088071804e-15,1.2870506682334513e-31,6.036399045334723e-41,4.376953463224617e-05,8.253480468921522e-22,1.1136961764938369e-21,6.707190782377793e-20,1.3620331438991668e-19,1.9306704247468227e-12,5.885140989995211e-24,1.6496915569642139e-24,9.546197351480343e-16,1.3293724385631295e-28,1.87401209129735e-33,5.701343858562102e-33,5.056807308909817e-33,8.156108733820949e-05,9.910120999136839e-21,1.087550026207969e-33,-4.686170994105366e-19,4.8546920426574334e-24,4.685126163577831e-19,2.4633301231252086e-27,1.264031298137582e-27,1.53566974141425e-25,4.324008567471774e-42,5.500535497029705e-88,3.8056498084430706e-27,1.2408588036532856e-33,7.770070327831679e-33,6.406065919438724e-36,9.128922076239116e-47,1.5142314609188917e-47,3.9909475632959596e-48
3.3548071531524814e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014571037727086223,0.45143901829489114,9.853053812079722e-41,0.4569006123390892,6.739862666450107e-20,1.083356692663617e-30,3.884332083043433e-15,1.3026174278750732e-31,6.19864316608415e-41,4.3821547556803975e-05,8.281744985317607e-22,1.1123518337316794e-21,6.726025169638568e-20,1.3659348302083868e-19,1.9339708925959566e-12,5.921537249515569e-24,1.652093540429047e-24,9.547352014376748e-16,1.3399877121840167e-28,1.8911657916342794e-33,5.726484378527449e-33,5.1176670642540806e-33,8.169928742657823e-05,9.953071381937608e-21,1.1002535446134727e-33,2.9868374354037033e-19,-2.508062414122987e-24,-2.9878142452104237e-19,2.476516132201685e-27,1.2759199624723948e-27,1.540633309931488e-25,4.360478018507834e-42,5.584845103807844e-88,3.8414001156790574e-27,1.2496618676335294e-33,7.81728288213735e-33,6.548191669818712e-36,9.548944980163453e-47,1.518660564142172e-47,3.01931159161934e-48
3.3607738074431664e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014569136779796355,0.45143885415896995,9.915846386723433e-41,0.45690061233908585,6.759907080969508e-20,1.0938394153755622e-30,3.8998583416883845e-15,1.3183552954427956e-31,5.622861585940671e-41,4.387346516586556e-05,8.31005409413093e-22,1.1110113706504944e-21,6.744857161446675e-20,1.36983700998444e-19,1.9372709162145406e-12,5.9580696384090735e-24,1.6544929882027358e-24,9.548491373864021e-16,1.3506707162955662e-28,1.9084459713487216e-33,5.751662186591565e-33,5.179154217950792e-33,8.183746454320324e-05,9.996081560313804e-21,1.1130727709734057e-33,3.833357544154261e-19,-3.361822236831716e-24,-3.834308237082456e-19,2.4897268734125998e-27,1.2878863527719668e-27,1.5456027569024832e-25,4.3971727251470494e-42,5.67024632914035e-88,3.8773838531961005e-27,1.2584974528610747e-33,7.8646081790306e-33,5.861486226288939e-36,9.412941691328037e-47,1.3385239712055504e-47,-4.534448942938882e-48
3.366740461733851e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014567237014614265,0.45143869009363385,9.978889615298354e-41,0.4569006123390825,6.779957977398535e-20,1.104399211267452e-30,3.915404809932312e-15,1.3342426097305314e-31,6.042041356558176e-41,4.3925287523672315e-05,8.338407747620466e-22,1.1096747911969178e-21,6.763686718702199e-20,1.3737396765145828e-19,1.940570495872692e-12,5.994738277695445e-24,1.6568898998941227e-24,9.549615629738003e-16,1.3614217482656428e-28,1.9258532942424457e-33,5.7768771563224226e-33,5.241271730565434e-33,8.197561870030602e-05,1.0039151315076465e-20,1.1260084271029756e-33,-6.1653922086813315e-19,6.2766269164049625e-24,6.164333082021194e-19,2.5029622326367136e-27,1.2999307129265675e-27,1.5505780714980978e-25,4.43409352857841e-42,5.756750604456973e-88,3.913601752049427e-27,1.2673655151200024e-33,7.912045733508595e-33,6.253631996075063e-36,9.505755627320478e-47,1.401282021039467e-47,1.4069782624678797e-48
3.372707116024536e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014565338430771477,0.45143852609883844,1.0042183823419209e-40,0.4569006123390792,6.80001532821932e-20,1.1150364513154398e-30,3.930971433947447e-15,1.3502865631299393e-31,6.963145800795219e-41,4.397701469485774e-05,8.366805936850233e-22,1.1083420943386354e-21,6.782513802807242e-20,1.3776428231667713e-19,1.9438696318403544e-12,6.031543287819871e-24,1.6592842751288923e-24,9.55072497952375e-16,1.3722411059560426e-28,1.9433884247799506e-33,5.8021291617811e-33,5.304025452643436e-33,8.211374991010026e-05,1.00822804279932e-20,1.139061236806002e-33,-1.9626083792023275e-19,2.301636048232978e-24,1.9615607258918338e-19,2.516222096194138e-27,1.3120532863016029e-27,1.5555592428965595e-25,4.471241270735155e-42,5.844369451151728e-88,3.9500545417150565e-27,1.2762660099339438e-33,7.959595062072564e-33,7.22417920480976e-36,1.0341419281305087e-46,1.592935260221847e-47,8.502525924261235e-48
3.378673770315221e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014563441027495916,0.451438362174539,1.0105729335834068e-40,0.45690061233907586,6.820079106276729e-20,1.1257515071548592e-30,3.946558160151287e-15,1.36649566288901e-31,7.89402628313739e-41,4.402864674442347e-05,8.395248654657814e-22,1.107013278745443e-21,6.801338375613214e-20,1.3815464433889675e-19,1.947168324387295e-12,6.068484788655256e-24,1.6616761135497297e-24,9.551819618489353e-16,1.3831290877208963e-28,1.961052029801135e-33,5.8274180775361166e-33,5.367421412400894e-33,8.225185818479166e-05,1.0125468681786073e-20,1.152231925882285e-33,-2.7782437227954867e-19,3.1502563615503712e-24,2.777159375817903e-19,2.529506350848429e-27,1.3242543157364749e-27,1.5605462602834929e-25,4.508616794292058e-42,5.933114480929749e-88,3.986742950086399e-27,1.2851988925724916e-33,8.007255682755193e-33,8.188354288383326e-36,1.1778892336847268e-46,1.779896620574338e-47,9.642104148958478e-48
3.384640424605906e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014561544804011831,0.45143819832069054,1.0169526476428278e-40,0.45690061233907253,6.840149284761145e-20,1.1365447510776034e-30,3.962164935204925e-15,1.3828828640876873e-31,7.938009476055009e-41,4.408018373774681e-05,8.423735899867204e-22,1.1056883426310256e-21,6.820160399402885e-20,1.3854505307082488e-19,1.9504665737831033e-12,6.1055628995051004e-24,1.664065414815876e-24,9.552899739664512e-16,1.394085992404626e-28,1.9788447775917007e-33,5.8527437786477656e-33,5.431466103581925e-33,8.238994353657815e-05,1.0168715860128901e-20,1.1655212221478084e-33,2.8795651220002316e-19,-2.284097848433937e-24,-2.8805969025233374e-19,2.542814883809219e-27,1.336534043543133e-27,1.5655391128519622e-25,4.546220942661964e-42,6.022997396254434e-88,4.0236677034699054e-27,1.294164118058737e-33,8.05502711515605e-33,8.180424307304398e-36,1.270755772058432e-46,1.7465470419270676e-47,1.6960451005383828e-48
3.390607078896591e-11,0.0005377589567108198,0.0915567593028733,0.0,0.0014559649759539935,0.45143803453724796,1.0233575568228539e-40,0.4569006123390692,6.86022583719857e-20,1.1474165560293197e-30,3.9777917060112495e-15,1.3994542002296615e-31,6.760003650261391e-41,4.413162574056732e-05,8.452267662000283e-22,1.1043672853916823e-21,6.838979836879759e-20,1.3893550787298612e-19,1.953764380297193e-12,6.142777739106541e-24,1.6664521786029157e-24,9.553965533860097e-16,1.405112119339758e-28,1.996767338031989e-33,5.878106140674618e-33,5.49616537151444e-33,8.252800597764958e-05,1.0212021747644284e-20,1.1789298554309672e-33,6.784855824662287e-19,-6.118863513824264e-24,-6.785814268910635e-19,2.55614758273496e-27,1.3488927115045522e-27,1.5705377898025134e-25,4.584054559992098e-42,6.11402999082736e-88,4.060829526580531e-27,1.3031616411774207e-33,8.102908880478875e-33,6.82434212676229e-36,1.204422992939353e-46,1.41123067576307e-47,-1.0303754777138781e-47
