Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(48)
6.970444328636808e-17,0.0006811613451670383,0.1557,0.0,0.0020046574216805537,0.6423999996642482,0.2019,0.0,0.0,1.5995793147642006e-44,0.0,5.379280662989542e-77,5.065823599457101e-112,1.6278868964585125e-10,0.0,0.0,0.0,1.565491948223125e-68,0.0,2.792936119776602e-55,0.0,0.0,8.727926612388049e-55,9.132828547333563e-68,0.0,2.0863787431233746e-78,2.5435735053335047e-10
8.713055422336868e-17,0.0006811613451670383,0.1557,0.0,0.0020046573173940615,0.6423999995803102,0.2019,0.0,0.0,1.99947414594814e-44,0.0,1.6875032994236364e-76,1.7649473299255283e-111,2.0348585230550703e-10,0.0,0.0,0.0,2.8499180404625693e-68,0.0,4.266975027540406e-55,0.0,0.0,1.333429928465626e-54,2.0494782409997326e-67,0.0,6.545059146599996e-78,3.1794667930773257e-10
1.2198277609736987e-16,0.0006811613451670383,0.1557,0.0,0.002004657108821104,0.6423999994124345,0.2019,0.0,0.0,2.7992638081175373e-44,0.0,1.5317300933365666e-75,2.5313382208507564e-110,2.848801648341262e-10,0.0,0.0,0.0,7.524622497467775e-68,0.0,8.205240394820128e-55,0.0,0.0,2.5641382594011326e-54,7.929872036767985e-67,0.0,5.940885580712587e-77,4.4512532501197975e-10
1.9168721984537224e-16,0.0006811613451670383,0.1557,0.0,0.0020046566916752852,0.642399999076683,0.2019,0.0,0.0,4.398843131667257e-44,0.0,2.8346638819430918e-74,8.828774086455057e-109,4.476687390411317e-10,0.0,0.0,0.0,2.9096508828740134e-67,0.0,2.001829470326297e-54,0.0,0.0,6.25571962140883e-54,5.081667032033504e-66,0.0,1.0994374073842038e-75,6.994825693321858e-10
2.613916635933746e-16,0.0006811613451670383,0.1557,0.0,0.0020046562745295975,0.6423999987409316,0.2019,0.0,0.0,5.998422454163978e-44,0.0,1.4980732490263684e-73,5.667250144852093e-108,6.104572453890158e-10,0.0,0.0,0.0,7.22102531399919e-67,0.0,3.7084556878664427e-54,0.0,0.0,1.158893035093454e-53,1.673453477706779e-65,0.0,5.810345884365526e-75,9.53839750814039e-10
4.0080055108937936e-16,0.0006811613451670383,0.1557,0.0,0.002004655440238614,0.642399998069429,0.2019,0.0,0.0,9.197581095999366e-44,0.0,2.267565238448247e-72,1.4373193327047694e-106,9.360340545648907e-10,0.0,0.0,0.0,2.622682256163739e-66,0.0,8.697193302962096e-54,0.0,0.0,2.7178752198948357e-53,9.516909984722138e-65,0.0,8.794855756105517e-74,1.4625539253195985e-09
6.796183260813889e-16,0.0006811613451670383,0.1557,0.0,0.0020046537716582142,0.6423999967264249,0.2019,0.0,0.0,1.5595898367038162e-43,0.0,6.379641289031883e-71,7.841557154552342e-105,1.5871868588256888e-09,0.0,0.0,0.0,1.3105957618385011e-65,0.0,2.497648926696855e-53,0.0,0.0,7.805164490353824e-53,8.26960538721727e-64,0.0,2.474373034287104e-72,2.479981520511383e-09
1.2372538760654078e-15,0.0006811613451670383,0.1557,0.0,0.002004650434503687,0.6423999940404216,0.2019,0.0,0.0,2.8392532858588826e-43,0.0,2.590850239800087e-69,6.320736658788571e-103,2.889489210838821e-09,0.0,0.0,0.0,8.124514163467469e-65,0.0,8.274180173712548e-53,0.0,0.0,2.5856885003542467e-52,9.358775457486368e-63,0.0,1.0048730307529505e-70,4.514833695676037e-09
2.3525249760334458e-15,0.0006811613451670383,0.1557,0.0,0.0020046437602197218,0.6423999886684334,0.2019,0.0,0.0,5.3985801639583595e-43,0.0,1.2672640990525763e-67,6.166448828897635e-101,5.4940808872432996e-09,0.0,0.0,0.0,5.692720988303235e-64,0.0,2.9909818466627966e-52,0.0,0.0,9.346868710567839e-52,1.2103667660405618e-61,0.0,4.915140599472488e-69,8.584525985193523e-09
3.4677960760014838e-15,0.0006811613451670383,0.1557,0.0,0.0020046370859692093,0.6423999832964702,0.2019,0.0,0.0,7.95790701511041e-43,0.0,8.50091387389785e-67,4.904427493814994e-100,8.098655191392398e-09,0.0,0.0,0.0,1.7391925799991237e-63,0.0,6.498875965512869e-52,0.0,0.0,2.0309141501351184e-51,4.981514131134405e-61,0.0,3.2971173532294297e-68,1.265420219369368e-08
4.583067175969521e-15,0.0006811613451670383,0.1557,0.0,0.002004630411752153,0.6423999779245316,0.2019,0.0,0.0,1.0517233839315186e-42,0.0,3.611087098992313e-66,2.3683484089758835e-99,1.0703212120351207e-08,0.0,0.0,0.0,3.8884367755822295e-63,0.0,1.1351082841020305e-51,0.0,0.0,3.5472478437909994e-51,1.3876863103151678e-60,0.0,1.4005761638019529e-67,1.672386232125741e-08
5.698338275937559e-15,0.0006811613451670383,0.1557,0.0,0.0020046237375685554,0.6423999725526178,0.2019,0.0,0.0,1.3076560636572832e-42,0.0,1.175749292502049e-65,8.643311154281217e-99,1.3307751671080663e-08,0.0,0.0,0.0,7.324490780641671e-63,0.0,1.7547584728651552e-51,0.0,0.0,5.483685131461402e-51,3.11341415480861e-60,0.0,4.560195602519324e-67,2.07935063679638e-08
7.928880475873636e-15,0.0006811613451670383,0.1557,0.0,0.0020046103893017484,0.6423999618088645,0.2019,0.0,0.0,1.8195214150247262e-42,0.0,7.65159470560453e-65,7.04361288431616e-98,1.8516778626575793e-08,0.0,0.0,0.0,1.9197142206219414e-62,0.0,3.3973408313542724e-51,0.0,0.0,1.0616860207631762e-50,1.0640263105409708e-59,0.0,2.9677044799807796e-66,2.8932746219091044e-08
1.0159422675809712e-14,0.0006811613451670383,0.1557,0.0,0.002004597041168813,0.6423999510652102,0.2019,0.0,0.0,2.331386755613485e-42,0.0,2.944530097803815e-64,3.1600588472219866e-97,2.3725736033488042e-08,0.0,0.0,0.0,3.982326892902965e-62,0.0,5.577620561374825e-51,0.0,0.0,1.7430417134105853e-50,2.6751443686354667e-59,0.0,1.1420487693254052e-65,3.707192174769534e-08
1.2389964875745788e-14,0.0006811613451670383,0.1557,0.0,0.0020045836931697745,0.6423999403216553,0.2019,0.0,0.0,2.84325208542368e-42,0.0,8.752380117852874e-64,1.0739113801792914e-96,2.8934623866138837e-08,0.0,0.0,0.0,7.179912075804839e-62,0.0,8.295582822147275e-51,0.0,0.0,2.592433253720897e-50,5.601787060933727e-59,0.0,3.3946482581447386e-65,4.521103295442768e-08
1.4620507075681866e-14,0.0006811613451670383,0.1557,0.0,0.0020045703453046558,0.6423999295781991,0.2019,0.0,0.0,3.3551174044554294e-42,0.0,2.2156466471916592e-63,3.0916255532376157e-96,3.414344209906537e-08,0.0,0.0,0.0,1.1769894839354282e-61,0.0,1.1551212912148026e-50,0.0,0.0,3.60985832830963e-50,1.0371193452509685e-58,0.0,8.593479861905133e-65,5.3350079839932045e-08
1.9081591475554018e-14,0.0006811613451670383,0.1557,0.0,0.002004543649976277,0.6423999080915844,0.2019,0.0,0.0,4.378848010184051e-42,0.0,1.088125422441959e-62,2.1835688192441947e-95,4.45608696680551e-08,0.0,0.0,0.0,2.6114677863633185e-61,0.0,1.967542018322337e-50,0.0,0.0,6.148800206832905e-50,2.7791961559879213e-58,0.0,4.2203391466935035e-64,6.962798064972741e-08
2.3096567435438955e-14,0.0006811613451670383,0.1557,0.0,0.0020045196246389865,0.6423998887539706,0.2019,0.0,0.0,5.300205518478684e-42,0.0,3.215443085762885e-62,7.812914849357252e-95,5.393631620198419e-08,0.0,0.0,0.0,4.628518023828659e-61,0.0,2.882588801992445e-50,0.0,0.0,9.008500130575812e-50,5.569975598265338e-58,0.0,1.2471224740010114e-63,8.427787140619647e-08
2.7111543395323892e-14,0.0006811613451670383,0.1557,0.0,0.002004495599735974,0.6423998694166778,0.2019,0.0,0.0,6.22156299185295e-42,0.0,7.87321490129781e-62,2.238495381681795e-94,6.331153684931603e-08,0.0,0.0,0.0,7.484411846454649e-61,0.0,3.9718178164832237e-50,0.0,0.0,1.2412593850966497e-49,9.90302354056686e-58,0.0,3.053657119946933e-63,9.892755377159478e-08
3.112651935520883e-14,0.0006811613451670383,0.1557,0.0,0.002004471575267379,0.6423998500797066,0.2019,0.0,0.0,7.142920430307527e-42,0.0,1.6908354019316312e-61,5.480717705457063e-94,7.268653146599237e-08,0.0,0.0,0.0,1.1324792771753319e-60,0.0,5.235220741081233e-50,0.0,0.0,1.6361068270128062e-49,1.6164642153818292e-57,0.0,6.557969425150059e-63,1.135770277495726e-07
3.91564712749787e-14,0.0006811613451670383,0.1557,0.0,0.002004423527634006,0.6423998114067284,0.2019,0.0,0.0,8.985635202460302e-42,0.0,6.106252339576826e-61,2.554997296973197e-93,9.143584203099984e-08,0.0,0.0,0.0,2.254173763450589e-60,0.0,8.284515027625859e-50,0.0,0.0,2.5891106795950958e-49,3.607137717387214e-57,0.0,2.3683317821370902e-62,1.4287535055788005e-07
5.521637511451845e-14,0.0006811613451670383,0.1557,0.0,0.0020043274375864555,0.6423997340646321,0.2019,0.0,0.0,1.267106432775927e-41,0.0,4.199911383859748e-60,2.737595747075575e-92,1.2893174445274094e-07,0.0,0.0,0.0,6.319966346159927e-60,0.0,1.6472824266175198e-49,0.0,0.0,5.1483175669569366e-49,1.1671396734155315e-56,0.0,1.6289482222035535e-61,2.0146949568628106e-07
7.12762789540582e-14,0.0006811613451670383,0.1557,0.0,0.002004231354505323,0.6423996567276858,0.2019,0.0,0.0,1.6356492894418828e-41,0.0,1.6331039186014671e-59,1.3508236147602834e-91,1.6642401424589425e-07,0.0,0.0,0.0,1.3592512328880186e-59,0.0,2.744698379548362e-49,0.0,0.0,8.578386809800575e-49,2.7347137547061606e-56,0.0,6.334035469926717e-61,2.6006030702551445e-07
8.733618279359795e-14,0.0006811613451670383,0.1557,0.0,0.0020041352783995926,0.6423995793958942,0.2019,0.0,0.0,2.004192090248225e-41,0.0,4.71582483227284e-59,4.6605772137969823e-91,2.0391264219156728e-07,0.0,0.0,0.0,2.5003854251511154e-59,0.0,4.120646095373323e-49,0.0,0.0,1.2879234546490362e-48,5.324825052324515e-56,0.0,1.829042898005893e-60,3.186477848099579e-07
1.033960866331377e-13,0.0006811613451670383,0.1557,0.0,0.0020040392092782466,0.6423995020692612,0.2019,0.0,0.0,2.3727348351992815e-41,0.0,1.1316676533502413e-58,1.297696434848896e-90,2.413976190739403e-07,0.0,0.0,0.0,4.1485729719920395e-59,0.0,5.77507231711081e-49,0.0,0.0,1.8050776923772103e-48,9.199095841912683e-56,0.0,4.3891931500307165e-60,3.7723192927425673e-07
1.1945599047267743e-13,0.0006811613451670383,0.1557,0.0,0.0020039431471502605,0.6423994247477917,0.2019,0.0,0.0,2.741277524299385e-41,0.0,2.3878874440139175e-58,3.118450754915809e-90,2.788789356804176e-07,0.0,0.0,0.0,6.396955717031878e-59,0.0,7.707923797760767e-49,0.0,0.0,2.409293009799224e-48,1.4618894669048283e-55,0.0,9.261454632368922e-60,4.3581274065332146e-07
1.5157579815175693e-13,0.0006811613451670383,0.1557,0.0,0.0020037510439102676,0.6423992701203595,0.2019,0.0,0.0,3.4783627349640674e-41,0.0,8.164578822605742e-58,1.3416731236271192e-89,3.538305512305025e-07,0.0,0.0,0.0,1.306672449717723e-58,0.0,1.2408689594752023e-48,0.0,0.0,3.878873350776541e-48,3.1139629886946078e-55,0.0,3.1666364680858762e-59,5.529643650966344e-07
1.8369560583083643e-13,0.0006811613451670383,0.1557,0.0,0.0020035589687513646,0.6423991155136326,0.2019,0.0,0.0,4.2154477222769724e-41,0.0,2.1940970087891884e-57,4.340756722272146e-89,4.287674152048883e-07,0.0,0.0,0.0,2.3254198489352438e-58,0.0,1.8222517706887622e-48,0.0,0.0,5.696597421465883e-48,5.697487365675016e-55,0.0,8.509799453207759e-59,6.70102660024419e-07
2.1581541350991592e-13,0.0006811613451670383,0.1557,0.0,0.0020033669217452512,0.642398960927646,0.2019,0.0,0.0,4.952532486272834e-41,0.0,5.011859139951765e-57,1.1589446483668256e-88,5.036894540177538e-07,0.0,0.0,0.0,3.7703384783428814e-58,0.0,2.514898251081985e-48,0.0,0.0,7.862398180569073e-48,9.421082619067294e-55,0.0,1.94384412657276e-58,7.872276273253884e-07
2.479352211889954e-13,0.0006811613451670383,0.1557,0.0,0.0020031749029635676,0.6423988063624343,0.2019,0.0,0.0,5.689617026986427e-41,0.0,1.0187040719847701e-56,2.697144126509597e-88,5.785965941340198e-07,0.0,0.0,0.0,5.715779778591471e-58,0.0,3.3187658537269875e-48,0.0,0.0,1.0376208601346521e-47,1.449318397572345e-54,0.0,3.951024285934379e-58,9.043392688923997e-07
3.121748365471544e-13,0.0006811613451670383,0.1557,0.0,0.002002790950359785,0.6423984972944756,0.2019,0.0,0.0,7.163785438706075e-41,0.0,3.3076159955205655e-56,1.1127365227388368e-87,7.283658843925771e-07,0.0,0.0,0.0,1.1405389971025218e-57,0.0,5.259994315352421e-48,0.0,0.0,1.6447590393779776e-47,2.951561125309242e-54,0.0,1.2828467175354897e-57,1.1385225824166747e-06
3.764144519053134e-13,0.0006811613451670383,0.1557,0.0,0.0020024071115120434,0.642398188310035,0.2019,0.0,0.0,8.637952957714835e-41,0.0,8.56655160068506e-56,3.481067872929691e-87,8.780746987278878e-07,0.0,0.0,0.0,1.99880755556064e-57,0.0,7.64559709007435e-48,0.0,0.0,2.3910206876728294e-47,5.242822605242159e-54,0.0,3.3224908447408514e-57,1.3726526158229986e-06
4.406540672634724e-13,0.0006811613451670383,0.1557,0.0,0.0020020233869914696,0.6423978794093904,0.2019,0.0,0.0,1.011211958429221e-40,0.0,1.9031199235355765e-55,9.040798435655598e-87,1.0277224507206953e-06,0.0,0.0,0.0,3.205687144826894e-57,0.0,1.0475234361897549e-47,0.0,0.0,3.2763522362277086e-47,8.489130499251975e-54,0.0,7.381115847180715e-57,1.6067293844034813e-06
5.048936826216314e-13,0.0006811613451670383,0.1557,0.0,0.002001639777368283,0.6423975705928192,0.2019,0.0,0.0,1.1586285318718305e-40,0.0,3.785823092492848e-55,2.0568860087269514e-86,1.1773085547951634e-06,0.0,0.0,0.0,4.820402279622548e-57,0.0,1.3748566565412577e-47,0.0,0.0,4.300700139671991e-47,1.285619492108358e-53,0.0,1.4682983197635686e-56,1.8407529035165103e-06
5.691332979797904e-13,0.0006811613451670383,0.1557,0.0,0.0020012562832117794,0.6423972618605984,0.2019,0.0,0.0,1.3060450161273786e-40,0.0,6.928707244730871e-55,4.2373680700974246e-86,1.3268324262280247e-06,0.0,0.0,0.0,6.902098604511748e-57,0.0,1.7465254386652992e-47,0.0,0.0,5.464010876043319e-47,1.8509405682370939e-53,0.0,2.6872267725711594e-56,2.074723188586629e-06
6.333729133379493e-13,0.0006811613451670383,0.1557,0.0,0.002000872905090332,0.6423969532130045,0.2019,0.0,0.0,1.453461411223993e-40,0.0,1.1879632549307464e-54,8.077757038080115e-86,1.4762934811573835e-06,0.0,0.0,0.0,9.509843002231463e-57,0.0,2.1624958763911848e-47,0.0,0.0,6.766230946774598e-47,2.5613830225475694e-53,0.0,4.607371480657128e-56,2.308640255104412e-06
7.618521440542673e-13,0.0006811613451670383,0.1557,0.0,0.0020001064992214027,0.6423963361728002,0.2019,0.0,0.0,1.748293934053218e-40,0.0,3.010670808340892e-54,2.4612651350839492e-85,1.7750248104169326e-06,0.0,0.0,0.0,1.6539350232811472e-56,0.0,3.127206220611167e-47,0.0,0.0,9.78718521400045e-47,4.483497076565288e-53,0.0,1.1676419921398848e-55,2.77631479477478e-06
