Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),H2X(53)
0.0,0.00048144307504249394,0.0915567593028733,0.0,0.0014168869698500597,0.4515426283560999,0.0,0.4569006123410269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.659567042263509e-24,0.00048144307504249394,0.0915567593028733,0.0,0.0014168869698500568,0.4515426283560999,1.1916304635509022e-40,0.4569006123410269,-8.743245542644781e-84,-1.6629506473738866e-94,1.1479111072307914e-51,1.2961060215475812e-137,-1.1411784856013033e-181,2.577649488202791e-18,1.885993590725819e-24,4.872706984611677e-60,8.985218431741539e-76,1.885993590725819e-24,4.3611696150737884e-20,2.418319040499321e-61,3.379074083845482e-42,3.3790740838449605e-42,2.1428628214140928e-69,1.7100783684025644e-86,-5.016138789421618e-114,4.1507680251859695e-93,-1.3448440269415185e-129,-1.680234801387287e-218,3.2220618602534945e-19
4.646787718337826e-24,0.00048144307504249394,0.0915567593028733,0.0,0.0014168869698500514,0.4515426283560999,7.197447999847417e-40,0.4569006123410269,9.376301960874306e-83,1.8729108350051825e-93,3.214151100246216e-51,2.0440935510132953e-135,2.26103216288489e-179,7.217418566967779e-18,5.2807820540322656e-24,7.243349203700463e-59,2.825096308155153e-74,5.280782054032265e-24,1.2211274922201963e-19,3.6545636816076333e-60,2.0409607466431375e-41,2.0409607466423487e-41,1.2942973985370762e-68,5.37681012982107e-85,2.5994753666516643e-112,6.27264054974168e-92,1.32879194737749e-128,5.975526595376682e-216,9.021773208709762e-19
1.0621229070486458e-23,0.00048144307504249394,0.0915567593028733,0.0,0.0014168869698500408,0.4515426283560999,3.465261388005977e-39,0.4569006123410269,5.107950754352172e-81,9.76131727932028e-92,7.346631086277078e-51,9.765642429623154e-133,1.0456834677117425e-175,1.6496956724497612e-17,1.2070358980645055e-23,7.750656778231913e-58,6.302634446052631e-73,1.2070358980645052e-23,2.7911485536439737e-19,3.9314128377720525e-59,9.826347435829526e-41,9.826347435821039e-41,6.231663575012507e-68,1.1995406977958356e-83,2.7282636617771925e-110,6.747820460253025e-91,7.3288834134448775e-127,5.543269091837535e-212,2.0621195905622204e-18
2.2570111774783722e-23,0.00048144307504249394,0.0915567593028733,0.0,0.0014168869698500195,0.4515426283560999,1.5133706887095992e-38,0.4569006123410269,2.0057348828752488e-79,3.8041443857391835e-90,1.5611591058339025e-50,3.3165020752460544e-130,1.7714423026493535e-172,3.505603303955672e-17,2.5649512833870234e-23,7.109180234145653e-57,1.180413679066425e-71,2.564951283387022e-23,5.931190676484098e-19,3.6136457203953674e-58,4.291424086490793e-40,4.291424086482991e-40,2.7218585644345334e-67,2.24662060330935e-82,2.1782421921504726e-108,6.202409549574023e-90,2.8843950806382904e-125,1.8784692289543073e-208,4.382004129944673e-18
4.6467877183378255e-23,0.00048144307504249394,0.0915567593028733,0.0,0.0014168869698499773,0.4515426283560999,6.318024717746468e-38,0.4569006123410269,7.079818668697653e-78,1.341157228492545e-88,3.2141511002466733e-50,9.732116223969315e-128,2.298297687982168e-169,7.217418566967273e-17,5.2807820540318956e-23,6.076327186187866e-56,2.0388710824416766e-70,5.28078205403189e-23,1.221127492213463e-18,3.0915499940870405e-57,1.791585079261177e-39,1.7915850792545014e-39,1.1368815242951185e-66,3.880525369291345e-81,1.551608826199778e-106,5.3062919528290486e-89,1.0191218358133081e-123,4.874752365423693e-205,9.021773208709438e-18
9.426340800056732e-23,0.00048144307504249394,0.0915567593028733,0.0,0.0014168869698498925,0.4515426283560998,2.581119249269447e-37,0.4569006123410269,2.3774288701549655e-76,4.503402409545277e-87,6.520135089078504e-50,2.66449377781541e-125,2.6402367826280487e-166,1.4641049092989588e-16,1.0712443595320992e-22,5.021785993846682e-55,3.3876147974116795e-69,1.0712443595320964e-22,2.477144341331682e-18,2.5561533198252907e-56,7.319209628625921e-39,7.319209628570728e-39,4.653771227976371e-66,6.447706986148452e-80,1.0467975661786261e-104,4.3873448003165216e-88,3.42382328597597e-122,1.12005879666418e-201,1.8301311366238406e-17
1.8985446963494543e-22,0.00048144307504249394,0.0915567593028733,0.0,0.001416886969849723,0.4515426283560997,1.0433296691007789e-36,0.4569006123410269,7.791795782931795e-75,1.4760925114579654e-85,1.313210306684432e-49,7.052391288986395e-123,2.861391508264095e-163,2.948831014503066e-16,2.157576667789658e-22,4.0827473851276226e-54,5.522667109736873e-68,2.1575766677896477e-22,4.989178039520571e-18,2.0786214281645153e-55,2.958541556006504e-38,2.958541555961622e-38,1.8961497558137727e-65,1.0511898464495151e-78,6.877363020737513e-103,3.567715928617788e-87,1.1223767700149408e-120,2.427820491960321e-198,3.686038768129407e-17
3.8103659290370166e-22,0.00048144307504249394,0.0915567593028733,0.0,0.0014168869698493838,0.45154262835609954,4.195182712147174e-36,0.4569006123410269,2.523224296463848e-73,4.780424329735586e-84,2.6356039024022735e-49,1.8357749717117005e-120,3.01397183484872e-160,5.918283224909858e-16,4.330241284303737e-22,3.2925313907984636e-53,8.91912213443018e-67,4.330241284303695e-22,1.0013245435708152e-17,1.676483485051874e-54,1.1896165475496133e-37,1.1896165475134147e-37,7.866592957036162e-65,1.697838736985858e-77,4.459656974030822e-101,2.8774921462462434e-86,3.635004753096867e-119,5.114630562442223e-195,7.397854031139638e-17
7.634008394412142e-22,0.00048144307504249394,0.0915567593028733,0.0,0.0014168869698487055,0.45154262835609915,1.68245590170287e-35,0.4569006123410269,8.122404031764469e-72,1.538918755698707e-82,5.28039109648267e-49,4.739539745630592e-118,3.1304662424234775e-157,1.1857187645717748e-15,8.675570517327734e-22,2.6445997418074714e-52,1.4337228339451901e-65,8.675570517327565e-22,2.006138022732253e-17,1.34664270628415e-53,4.770894424822623e-37,4.7708944245318565e-37,3.5440126884191574e-64,2.7297544823205095e-76,2.8733493128599114e-99,2.3113581782012118e-85,1.1701932453619625e-117,1.0624708299660746e-191,1.4821484557156484e-16
1.5281293325162393e-21,0.00048144307504249394,0.0915567593028733,0.0,0.0014168869698473491,0.45154262835609843,6.73859925018974e-35,0.4569006123410269,2.606889327511175e-70,4.939292587720274e-81,1.0569965527037806e-48,1.2188142351901766e-115,3.229301597662077e-154,2.3734996487310775e-15,1.736622898335909e-21,2.1199178948935614e-51,2.299301171826265e-64,1.7366228983358416e-21,4.0157649807508134e-17,1.0795008100301697e-52,1.9108462553623888e-36,1.910846255129303e-36,2.0433426942269503e-63,4.379477656961855e-75,1.8456341475196681e-97,1.8528396769798698e-84,3.7558449680599025e-116,2.1920377535145257e-188,2.9668745609175703e-16
3.0575863186662894e-21,0.00048144307504249394,0.0915567593028733,0.0,0.0014168869698446365,0.45154262835609693,2.6971958297166275e-34,0.45690061234102686,8.354418926097834e-69,1.582938835086195e-79,2.1149115067089265e-48,3.129011454877612e-113,3.320830957943253e-151,4.749061417040577e-15,3.474754591535524e-21,1.697631206524642e-50,3.683163195010076e-63,3.474754591535254e-21,8.035018895570676e-17,8.644761617241554e-52,7.648364831428661e-36,7.648364829562081e-36,1.8170833118218286e-62,7.0207475751219954e-74,1.1840329353915045e-95,1.483774511507348e-83,1.2036734352651096e-114,4.5083419446528085e-185,5.936326771315627e-16
6.116500290966389e-21,0.00048144307504249394,0.0915567593028733,0.0,0.0014168869698392111,0.451542628356094,1.0792296579081487e-33,0.4569006123410268,2.6753954310427975e-67,5.069192444556004e-78,4.230742501530635e-48,8.030822467082412e-111,3.41149140748381e-148,9.500184953623164e-15,6.951017977908133e-21,1.358784051186906e-49,5.896488416540042e-62,6.951017977907052e-21,1.6073526720341373e-16,6.919313060338151e-51,3.0603421789616674e-35,3.060342177467646e-35,2.3266052409274925e-61,1.1257111086034372e-72,7.595597251507015e-94,1.1876213113431468e-82,3.854737717377415e-113,9.26284872897955e-182,1.1875231192088595e-15
1.223432823556659e-20,0.00048144307504249394,0.0915567593028733,0.0,0.0014168869698283602,0.45154262835608805,4.317621383743689e-33,0.45690061234102664,8.564436921257752e-66,1.6227479973607755e-76,8.462421884201306e-48,2.06324177654023e-108,3.5066953413427415e-145,1.9002432026642662e-14,1.3903544750546858e-20,1.0872989407882088e-48,9.437124218954096e-61,1.390354475054254e-20,3.2150542350406626e-16,5.536852297575101e-50,1.2243361496886561e-34,1.2243361484931362e-34,3.4906843969243985e-60,1.8072252327603344e-71,4.878054100181365e-92,9.50339706136649e-82,1.2342386125935913e-111,1.90426856107265e-178,2.3753040033541934e-15
